year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_pps_kp05_total
2009,NUTS,2010,DED,1,2213.737
2011,NUTS,2010,DED,1,2441.961
2013,NUTS,2010,DED,1,2432.049
2015,NUTS,2010,DED,1,2530.448
2017,NUTS,2010,DED,1,2699.228
2019,NUTS,2010,DED,1,2948.157
1999,NUTS,2010,DED2,2,979.513
2003,NUTS,2010,DED2,2,1000.775
2005,NUTS,2010,DED2,2,1162.683
2007,NUTS,2010,DED2,2,1397.614
2009,NUTS,2010,DED2,2,1228.883
2011,NUTS,2010,DED2,2,1396.817
2013,NUTS,2010,DED2,2,1402.335
2015,NUTS,2010,DED2,2,1478.441
2017,NUTS,2010,DED2,2,1583.4
2019,NUTS,2010,DED2,2,1758.432
2009,NUTS,2010,DED4,2,524.228
2011,NUTS,2010,DED4,2,560.012
2013,NUTS,2010,DED4,2,565.6
2015,NUTS,2010,DED4,2,552.952
2017,NUTS,2010,DED4,2,596.922
2019,NUTS,2010,DED4,2,615.593
2009,NUTS,2010,DED5,2,460.607
2011,NUTS,2010,DED5,2,485.127
2013,NUTS,2010,DED5,2,464.199
2015,NUTS,2010,DED5,2,499.873
2017,NUTS,2010,DED5,2,518.985
2019,NUTS,2010,DED5,2,574.132
1991,NUTS,2010,DEE,1,222.963
1993,NUTS,2010,DEE,1,479.597
1995,NUTS,2010,DEE,1,516.02
1997,NUTS,2010,DEE,1,521.049
1999,NUTS,2010,DEE,1,531.606
2003,NUTS,2010,DEE,1,505.416
2005,NUTS,2010,DEE,1,519.009
2007,NUTS,2010,DEE,1,537.493
2009,NUTS,2010,DEE,1,592.698
2011,NUTS,2010,DEE,1,672.893
2013,NUTS,2010,DEE,1,659.375
2015,NUTS,2010,DEE,1,660.168
2017,NUTS,2010,DEE,1,728.746
2019,NUTS,2010,DEE,1,755.62
1991,NUTS,2010,DEE0,2,222.963
1993,NUTS,2010,DEE0,2,479.597
1995,NUTS,2010,DEE0,2,516.02
1997,NUTS,2010,DEE0,2,521.049
1999,NUTS,2010,DEE0,2,531.606
2003,NUTS,2010,DEE0,2,505.416
2005,NUTS,2010,DEE0,2,519.009
2007,NUTS,2010,DEE0,2,537.493
2009,NUTS,2010,DEE0,2,592.698
2011,NUTS,2010,DEE0,2,672.893
2013,NUTS,2010,DEE0,2,659.375
2015,NUTS,2010,DEE0,2,660.168
2017,NUTS,2010,DEE0,2,728.746
2019,NUTS,2010,DEE0,2,755.62
1991,NUTS,2010,DEF,1,720.508
1993,NUTS,2010,DEF,1,692.626
1995,NUTS,2010,DEF,1,635.747
1997,NUTS,2010,DEF,1,638.874
1999,NUTS,2010,DEF,1,663.544
2003,NUTS,2010,DEF,1,713.535
2005,NUTS,2010,DEF,1,724.702
2007,NUTS,2010,DEF,1,777.614
2009,NUTS,2010,DEF,1,822.746
2011,NUTS,2010,DEF,1,946.568
2013,NUTS,2010,DEF,1,1014.645
2015,NUTS,2010,DEF,1,1043.192
2017,NUTS,2010,DEF,1,1150.885
2019,NUTS,2010,DEF,1,1265.227
1991,NUTS,2010,DEF0,2,720.508
1993,NUTS,2010,DEF0,2,692.626
1995,NUTS,2010,DEF0,2,635.747
1997,NUTS,2010,DEF0,2,638.874
1999,NUTS,2010,DEF0,2,663.544
2003,NUTS,2010,DEF0,2,713.535
2005,NUTS,2010,DEF0,2,724.702
2007,NUTS,2010,DEF0,2,777.614
2009,NUTS,2010,DEF0,2,822.746
2011,NUTS,2010,DEF0,2,946.568
2013,NUTS,2010,DEF0,2,1014.645
2015,NUTS,2010,DEF0,2,1043.192
2017,NUTS,2010,DEF0,2,1150.885
2019,NUTS,2010,DEF0,2,1265.227
1991,NUTS,2010,DEG,1,178.485
1993,NUTS,2010,DEG,1,447.937
1995,NUTS,2010,DEG,1,544.595
1997,NUTS,2010,DEG,1,625.562
1999,NUTS,2010,DEG,1,623.916
2003,NUTS,2010,DEG,1,762.453
2005,NUTS,2010,DEG,1,758.551
2007,NUTS,2010,DEG,1,806.579
2009,NUTS,2010,DEG,1,878.923
2011,NUTS,2010,DEG,1,948.192
2013,NUTS,2010,DEG,1,980.607
2015,NUTS,2010,DEG,1,965.439
2017,NUTS,2010,DEG,1,1080.743
2019,NUTS,2010,DEG,1,1135.876
1991,NUTS,2010,DEG0,2,178.485
1993,NUTS,2010,DEG0,2,447.937
1995,NUTS,2010,DEG0,2,544.595
1997,NUTS,2010,DEG0,2,625.562
1999,NUTS,2010,DEG0,2,623.916
2003,NUTS,2010,DEG0,2,762.453
2005,NUTS,2010,DEG0,2,758.551
2007,NUTS,2010,DEG0,2,806.579
2009,NUTS,2010,DEG0,2,878.923
2011,NUTS,2010,DEG0,2,948.192
2013,NUTS,2010,DEG0,2,980.607
2015,NUTS,2010,DEG0,2,965.439
2017,NUTS,2010,DEG0,2,1080.743
2019,NUTS,2010,DEG0,2,1135.876
1991,NUTS,2010,DEZ,1,2965.195
1993,NUTS,2010,DEZ,1,202.364
1995,NUTS,2010,DEZ,1,131.48
1997,NUTS,2010,DEZ,1,148.946
1999,NUTS,2010,DEZ,1,156.311
2003,NUTS,2010,DEZ,1,175.127
2005,NUTS,2010,DEZ,1,158.895
2007,NUTS,2010,DEZ,1,139.818
2009,NUTS,2010,DEZ,1,163.144
2011,NUTS,2010,DEZ,1,175.881
2013,NUTS,2010,DEZ,1,170.277
2015,NUTS,2010,DEZ,1,156.676
2017,NUTS,2010,DEZ,1,165.2
2019,NUTS,2010,DEZ,1,155.564
1991,NUTS,2010,DEZZ,2,2965.195
1993,NUTS,2010,DEZZ,2,202.364
1995,NUTS,2010,DEZZ,2,131.48
1997,NUTS,2010,DEZZ,2,148.945
1999,NUTS,2010,DEZZ,2,156.311
2003,NUTS,2010,DEZZ,2,175.127
2005,NUTS,2010,DEZZ,2,158.895
2007,NUTS,2010,DEZZ,2,139.818
2009,NUTS,2010,DEZZ,2,163.144
2011,NUTS,2010,DEZZ,2,175.881
2013,NUTS,2010,DEZZ,2,170.277
2015,NUTS,2010,DEZZ,2,156.676
2017,NUTS,2010,DEZZ,2,165.2
2019,NUTS,2010,DEZZ,2,155.564
1981,NUTS,2010,DK,0,892.631
1982,NUTS,2010,DK,0,959.91
1983,NUTS,2010,DK,0,1029.734
1984,NUTS,2010,DK,0,1099.188
1985,NUTS,2010,DK,0,1175.609
1986,NUTS,2010,DK,0,1316.47
1987,NUTS,2010,DK,0,1416.416
1988,NUTS,2010,DK,0,1497.113
1989,NUTS,2010,DK,0,1554.236
1990,NUTS,2010,DK,0,1655.436
1991,NUTS,2010,DK,0,1749.536
1992,NUTS,2010,DK,0,1818.324
1993,NUTS,2010,DK,0,1904.682
1995,NUTS,2010,DK,0,2187.572
1996,NUTS,2010,DK,0,2273.192
1997,NUTS,2010,DK,0,2454.471
1998,NUTS,2010,DK,0,2664.382
1999,NUTS,2010,DK,0,2908.971
2000,NUTS,2010,DK,0,3101.025
2001,NUTS,2010,DK,0,3324.573
2002,NUTS,2010,DK,0,3507.883
2003,NUTS,2010,DK,0,3621.661
2004,NUTS,2010,DK,0,3582.515
2005,NUTS,2010,DK,0,3627.153
2006,NUTS,2010,DK,0,3784.255
2007,NUTS,2010,DK,0,3997.287
2008,NUTS,2010,DK,0,4384.792
2009,NUTS,2010,DK,0,4593.139
2010,NUTS,2010,DK,0,4467.608
2011,NUTS,2010,DK,0,4570.126
2012,NUTS,2010,DK,0,4637.394
2013,NUTS,2010,DK,0,4663.811
2014,NUTS,2010,DK,0,4649.257
2015,NUTS,2010,DK,0,4988.311
2016,NUTS,2010,DK,0,5214.042
2017,NUTS,2010,DK,0,5081.08
2018,NUTS,2010,DK,0,5243.67
2019,NUTS,2010,DK,0,5295.765
2020,NUTS,2010,DK,0,5352.325
1981,NUTS,2010,DK0,1,892.631
1982,NUTS,2010,DK0,1,959.91
1983,NUTS,2010,DK0,1,1029.734
1984,NUTS,2010,DK0,1,1099.188
1985,NUTS,2010,DK0,1,1175.609
1986,NUTS,2010,DK0,1,1316.47
1987,NUTS,2010,DK0,1,1416.416
1988,NUTS,2010,DK0,1,1497.113
1989,NUTS,2010,DK0,1,1554.236
1990,NUTS,2010,DK0,1,1655.436
1991,NUTS,2010,DK0,1,1749.536
1992,NUTS,2010,DK0,1,1818.324
1993,NUTS,2010,DK0,1,1904.682
1995,NUTS,2010,DK0,1,2187.572
1996,NUTS,2010,DK0,1,2273.192
1997,NUTS,2010,DK0,1,2454.471
1998,NUTS,2010,DK0,1,2664.382
1999,NUTS,2010,DK0,1,2908.971
2000,NUTS,2010,DK0,1,3101.025
2001,NUTS,2010,DK0,1,3324.534
2002,NUTS,2010,DK0,1,3507.985
2003,NUTS,2010,DK0,1,3621.683
2004,NUTS,2010,DK0,1,3584.361
2005,NUTS,2010,DK0,1,3627.153
2006,NUTS,2010,DK0,1,3784.255
2007,NUTS,2010,DK0,1,4152.82
2008,NUTS,2010,DK0,1,4384.792
2009,NUTS,2010,DK0,1,4632.336
2010,NUTS,2010,DK0,1,4467.583
2011,NUTS,2010,DK0,1,4577.924
2012,NUTS,2010,DK0,1,4678.355
2013,NUTS,2010,DK0,1,4657.465
2014,NUTS,2010,DK0,1,4649.257
2015,NUTS,2010,DK0,1,4988.311
2016,NUTS,2010,DK0,1,5214.042
2017,NUTS,2010,DK0,1,5081.08
2018,NUTS,2010,DK0,1,5243.67
2019,NUTS,2010,DK0,1,5295.843
2020,NUTS,2010,DK0,1,5352.325
2007,NUTS,2010,DK01,2,2931.685
2009,NUTS,2010,DK01,2,2963.486
2010,NUTS,2010,DK01,2,2860.334
2011,NUTS,2010,DK01,2,2896.252
2012,NUTS,2010,DK01,2,2961.119
2013,NUTS,2010,DK01,2,2888.542
2014,NUTS,2010,DK01,2,2948.83
2015,NUTS,2010,DK01,2,3156.965
2016,NUTS,2010,DK01,2,3321.851
2017,NUTS,2010,DK01,2,3239.494
2019,NUTS,2010,DK01,2,3390.897
2007,NUTS,2010,DK02,2,201.921
2009,NUTS,2010,DK02,2,202.717
2010,NUTS,2010,DK02,2,219.705
2011,NUTS,2010,DK02,2,207.063
2012,NUTS,2010,DK02,2,195.298
2013,NUTS,2010,DK02,2,184.174
2014,NUTS,2010,DK02,2,163.399
2015,NUTS,2010,DK02,2,185.388
2016,NUTS,2010,DK02,2,192.514
2017,NUTS,2010,DK02,2,239.506
2019,NUTS,2010,DK02,2,230.525
2007,NUTS,2010,DK03,2,262.166
2009,NUTS,2010,DK03,2,575.658
2010,NUTS,2010,DK03,2,450.218
2011,NUTS,2010,DK03,2,450.665
2012,NUTS,2010,DK03,2,486.365
2013,NUTS,2010,DK03,2,531.271
2014,NUTS,2010,DK03,2,545.844
2015,NUTS,2010,DK03,2,598.501
2016,NUTS,2010,DK03,2,574.344
2017,NUTS,2010,DK03,2,431.348
2019,NUTS,2010,DK03,2,494.85
2007,NUTS,2010,DK04,2,580.669
2009,NUTS,2010,DK04,2,797.083
2010,NUTS,2010,DK04,2,770.826
2011,NUTS,2010,DK04,2,841.294
2012,NUTS,2010,DK04,2,843.847
2013,NUTS,2010,DK04,2,859.483
2014,NUTS,2010,DK04,2,783.493
2015,NUTS,2010,DK04,2,839.938
2016,NUTS,2010,DK04,2,872.673
2017,NUTS,2010,DK04,2,877.872
2019,NUTS,2010,DK04,2,880.979
2007,NUTS,2010,DK05,2,175.934
2009,NUTS,2010,DK05,2,171.962
2010,NUTS,2010,DK05,2,166.498
2011,NUTS,2010,DK05,2,182.651
2012,NUTS,2010,DK05,2,191.727
2013,NUTS,2010,DK05,2,193.995
2014,NUTS,2010,DK05,2,207.691
2015,NUTS,2010,DK05,2,207.599
2016,NUTS,2010,DK05,2,252.58
2017,NUTS,2010,DK05,2,292.861
2019,NUTS,2010,DK05,2,298.592
2007,NUTS,2010,DKZ,1,0.411
2007,NUTS,2010,DKZZ,2,0.02
2000,NUTS,2010,EA19,2,128360.104
2001,NUTS,2010,EA19,2,132691.549
2002,NUTS,2010,EA19,2,135585.858
2003,NUTS,2010,EA19,2,136686.832
2004,NUTS,2010,EA19,2,138553.856
2005,NUTS,2010,EA19,2,141257.544
2006,NUTS,2010,EA19,2,148364.161
2007,NUTS,2010,EA19,2,153664.497
2008,NUTS,2010,EA19,2,162026.654
2009,NUTS,2010,EA19,2,162339.538
2010,NUTS,2010,EA19,2,166388.146
2011,NUTS,2010,EA19,2,173027.099
2012,NUTS,2010,EA19,2,175975.671
2013,NUTS,2010,EA19,2,176783.938
2014,NUTS,2010,EA19,2,180764.7
2015,NUTS,2010,EA19,2,184495.66
2016,NUTS,2010,EA19,2,187865.272
2017,NUTS,2010,EA19,2,196425.395
2018,NUTS,2010,EA19,2,203017.043
2019,NUTS,2010,EA19,2,210179.505
2020,NUTS,2010,EA19,2,205382.808
1998,NUTS,2010,EE,0,66.764
1999,NUTS,2010,EE,0,79.666
2000,NUTS,2010,EE,0,77.721
2001,NUTS,2010,EE,0,95.895
2002,NUTS,2010,EE,0,104.389
2003,NUTS,2010,EE,0,120.623
2004,NUTS,2010,EE,0,142.509
2005,NUTS,2010,EE,0,169.225
2006,NUTS,2010,EE,0,225.396
2007,NUTS,2010,EE,0,230.706
2008,NUTS,2010,EE,0,258.793
2009,NUTS,2010,EE,0,246.508
2010,NUTS,2010,EE,0,285.472
2011,NUTS,2010,EE,0,447.043
2012,NUTS,2010,EE,0,425.359
2013,NUTS,2010,EE,0,350.179
2014,NUTS,2010,EE,0,299.237
2015,NUTS,2010,EE,0,312.779
2016,NUTS,2010,EE,0,273.254
2017,NUTS,2010,EE,0,296.94
2018,NUTS,2010,EE,0,342.97
2019,NUTS,2010,EE,0,411.754
2020,NUTS,2010,EE,0,438.528
1998,NUTS,2010,EE0,1,66.764
1999,NUTS,2010,EE0,1,79.666
2000,NUTS,2010,EE0,1,77.721
2001,NUTS,2010,EE0,1,95.895
2002,NUTS,2010,EE0,1,104.389
2003,NUTS,2010,EE0,1,120.623
2004,NUTS,2010,EE0,1,142.509
2005,NUTS,2010,EE0,1,169.225
2006,NUTS,2010,EE0,1,225.396
2007,NUTS,2010,EE0,1,230.706
2008,NUTS,2010,EE0,1,258.793
2009,NUTS,2010,EE0,1,246.508
2010,NUTS,2010,EE0,1,285.472
2011,NUTS,2010,EE0,1,447.043
2012,NUTS,2010,EE0,1,425.359
2013,NUTS,2010,EE0,1,350.179
2014,NUTS,2010,EE0,1,299.237
2015,NUTS,2010,EE0,1,312.779
2016,NUTS,2010,EE0,1,273.254
2017,NUTS,2010,EE0,1,296.94
2018,NUTS,2010,EE0,1,342.97
2019,NUTS,2010,EE0,1,411.754
2020,NUTS,2010,EE0,1,438.528
1998,NUTS,2010,EE00,2,66.764
1999,NUTS,2010,EE00,2,79.666
2000,NUTS,2010,EE00,2,77.721
2001,NUTS,2010,EE00,2,95.895
2002,NUTS,2010,EE00,2,104.389
2003,NUTS,2010,EE00,2,120.623
2004,NUTS,2010,EE00,2,142.509
2005,NUTS,2010,EE00,2,169.225
2006,NUTS,2010,EE00,2,225.396
2007,NUTS,2010,EE00,2,230.706
2008,NUTS,2010,EE00,2,258.793
2009,NUTS,2010,EE00,2,246.508
2010,NUTS,2010,EE00,2,285.472
2011,NUTS,2010,EE00,2,447.043
2012,NUTS,2010,EE00,2,425.359
2013,NUTS,2010,EE00,2,350.179
2014,NUTS,2010,EE00,2,299.237
2015,NUTS,2010,EE00,2,312.779
2016,NUTS,2010,EE00,2,273.254
2017,NUTS,2010,EE00,2,296.94
2018,NUTS,2010,EE00,2,342.97
2019,NUTS,2010,EE00,2,411.754
2020,NUTS,2010,EE00,2,438.528
1995,NUTS,2010,EL,0,663.906
1997,NUTS,2010,EL,0,733.317
1999,NUTS,2010,EL,0,1039.92
2001,NUTS,2010,EL,0,1108.001
2003,NUTS,2010,EL,0,1190.003
2004,NUTS,2010,EL,0,1206.228
2005,NUTS,2010,EL,0,1332.324
2006,NUTS,2010,EL,0,1364.418
2007,NUTS,2010,EL,0,1447.677
2008,NUTS,2010,EL,0,1656.235
2009,NUTS,2010,EL,0,1498.16
2010,NUTS,2010,EL,0,1366.064
2011,NUTS,2010,EL,0,1391.736
2012,NUTS,2010,EL,0,1341.853
2013,NUTS,2010,EL,0,1501.034
2014,NUTS,2010,EL,0,1554.796
2015,NUTS,2010,EL,0,1784.665
2016,NUTS,2010,EL,0,1848.107
2017,NUTS,2010,EL,0,2141.463
2018,NUTS,2010,EL,0,2293.26
2019,NUTS,2010,EL,0,2453.787
2020,NUTS,2010,EL,0,2618.262
1995,NUTS,2010,EL3,1,347.655
1997,NUTS,2010,EL3,1,361.318
1999,NUTS,2010,EL3,1,547.544
2003,NUTS,2010,EL3,1,668.925
2005,NUTS,2010,EL3,1,786.267
2011,NUTS,2010,EL3,1,774.708
2013,NUTS,2010,EL3,1,840.061
2015,NUTS,2010,EL3,1,1012.8
2017,NUTS,2010,EL3,1,1305.124
2018,NUTS,2010,EL3,1,1403.678
2019,NUTS,2010,EL3,1,1499.379
1995,NUTS,2010,EL30,2,347.655
1997,NUTS,2010,EL30,2,361.318
1999,NUTS,2010,EL30,2,547.544
2003,NUTS,2010,EL30,2,668.925
2005,NUTS,2010,EL30,2,786.267
2011,NUTS,2010,EL30,2,774.708
2013,NUTS,2010,EL30,2,840.061
2015,NUTS,2010,EL30,2,1012.8
2017,NUTS,2010,EL30,2,1305.124
2018,NUTS,2010,EL30,2,1403.678
2019,NUTS,2010,EL30,2,1499.379
1995,NUTS,2010,EL4,1,64.125
1997,NUTS,2010,EL4,1,83.845
1999,NUTS,2010,EL4,1,93.058
2003,NUTS,2010,EL4,1,107.648
2005,NUTS,2010,EL4,1,125.133
2011,NUTS,2010,EL4,1,132.229
2013,NUTS,2010,EL4,1,160.85
2015,NUTS,2010,EL4,1,172.62
2017,NUTS,2010,EL4,1,164.032
2018,NUTS,2010,EL4,1,170.492
2019,NUTS,2010,EL4,1,182.245
1995,NUTS,2010,EL41,2,5.775
1997,NUTS,2010,EL41,2,8.849
1999,NUTS,2010,EL41,2,5.991
2003,NUTS,2010,EL41,2,11.757
2005,NUTS,2010,EL41,2,14.248
2011,NUTS,2010,EL41,2,14.318
2013,NUTS,2010,EL41,2,21.916
2015,NUTS,2010,EL41,2,19.682
2017,NUTS,2010,EL41,2,17.586
2018,NUTS,2010,EL41,2,17.7
2019,NUTS,2010,EL41,2,19.157
1995,NUTS,2010,EL42,2,4.118
1997,NUTS,2010,EL42,2,2.726
1999,NUTS,2010,EL42,2,2.708
2003,NUTS,2010,EL42,2,6.292
2005,NUTS,2010,EL42,2,9.028
2011,NUTS,2010,EL42,2,11.764
2013,NUTS,2010,EL42,2,15.341
2015,NUTS,2010,EL42,2,11.826
2017,NUTS,2010,EL42,2,11.136
2018,NUTS,2010,EL42,2,12.385
2019,NUTS,2010,EL42,2,15.472
1995,NUTS,2010,EL43,2,54.232
1997,NUTS,2010,EL43,2,72.27
1999,NUTS,2010,EL43,2,84.345
2003,NUTS,2010,EL43,2,90.159
2005,NUTS,2010,EL43,2,101.905
2011,NUTS,2010,EL43,2,106.147
2013,NUTS,2010,EL43,2,123.592
2015,NUTS,2010,EL43,2,141.112
2017,NUTS,2010,EL43,2,135.31
2018,NUTS,2010,EL43,2,140.407
2019,NUTS,2010,EL43,2,147.616
2011,NUTS,2010,EL5,1,293.439
2013,NUTS,2010,EL5,1,290.945
2015,NUTS,2010,EL5,1,331.067
2017,NUTS,2010,EL5,1,423.139
2018,NUTS,2010,EL5,1,420.168
2019,NUTS,2010,EL5,1,432.95
1995,NUTS,2010,EL51,2,23.015
1997,NUTS,2010,EL51,2,26.474
1999,NUTS,2010,EL51,2,36.222
2003,NUTS,2010,EL51,2,34.187
2005,NUTS,2010,EL51,2,30.03
2011,NUTS,2010,EL51,2,46.273
2013,NUTS,2010,EL51,2,44.253
2015,NUTS,2010,EL51,2,49.293
2017,NUTS,2010,EL51,2,51.634
2018,NUTS,2010,EL51,2,53.919
2019,NUTS,2010,EL51,2,57.228
1995,NUTS,2010,EL52,2,117.212
1997,NUTS,2010,EL52,2,130.178
1999,NUTS,2010,EL52,2,164.832
2003,NUTS,2010,EL52,2,184.93
2005,NUTS,2010,EL52,2,184.8
2011,NUTS,2010,EL52,2,193.405
2013,NUTS,2010,EL52,2,187.723
2015,NUTS,2010,EL52,2,210.998
2017,NUTS,2010,EL52,2,295.098
2018,NUTS,2010,EL52,2,290.526
2019,NUTS,2010,EL52,2,296.597
1995,NUTS,2010,EL53,2,7.433
1997,NUTS,2010,EL53,2,16.06
1999,NUTS,2010,EL53,2,3.338
2003,NUTS,2010,EL53,2,10.223
2005,NUTS,2010,EL53,2,5.775
2011,NUTS,2010,EL53,2,15.371
2013,NUTS,2010,EL53,2,18.23
2015,NUTS,2010,EL53,2,20.991
2017,NUTS,2010,EL53,2,14.991
2018,NUTS,2010,EL53,2,20.267
2019,NUTS,2010,EL53,2,17.152
1995,NUTS,2010,EL54,2,15.395
1997,NUTS,2010,EL54,2,22.317
1999,NUTS,2010,EL54,2,33.91
2003,NUTS,2010,EL54,2,29.416
2005,NUTS,2010,EL54,2,34.447
2011,NUTS,2010,EL54,2,38.39
2013,NUTS,2010,EL54,2,40.74
2015,NUTS,2010,EL54,2,49.785
2017,NUTS,2010,EL54,2,61.415
2018,NUTS,2010,EL54,2,55.456
2019,NUTS,2010,EL54,2,61.973
2011,NUTS,2010,EL6,1,191.36
2013,NUTS,2010,EL6,1,209.188
2015,NUTS,2010,EL6,1,268.178
2017,NUTS,2010,EL6,1,249.168
2018,NUTS,2010,EL6,1,298.923
2019,NUTS,2010,EL6,1,339.214
1995,NUTS,2010,EL61,2,15.275
1997,NUTS,2010,EL61,2,12.738
1999,NUTS,2010,EL61,2,28.329
2003,NUTS,2010,EL61,2,32.447
2005,NUTS,2010,EL61,2,34.567
2011,NUTS,2010,EL61,2,42.427
2013,NUTS,2010,EL61,2,51.483
2015,NUTS,2010,EL61,2,62.753
2017,NUTS,2010,EL61,2,63.075
2018,NUTS,2010,EL61,2,78.637
2019,NUTS,2010,EL61,2,94.471
1995,NUTS,2010,EL62,2,2.17
1997,NUTS,2010,EL62,2,4.782
1999,NUTS,2010,EL62,2,3.324
2003,NUTS,2010,EL62,2,3.469
2005,NUTS,2010,EL62,2,5.785
2011,NUTS,2010,EL62,2,6.144
2013,NUTS,2010,EL62,2,8.367
2015,NUTS,2010,EL62,2,16.382
2017,NUTS,2010,EL62,2,8.11
2018,NUTS,2010,EL62,2,11.459
2019,NUTS,2010,EL62,2,13.425
1995,NUTS,2010,EL63,2,38.53
1997,NUTS,2010,EL63,2,48.031
1999,NUTS,2010,EL63,2,74.715
2003,NUTS,2010,EL63,2,76.479
2005,NUTS,2010,EL63,2,76.491
2011,NUTS,2010,EL63,2,80.973
2013,NUTS,2010,EL63,2,81.644
2015,NUTS,2010,EL63,2,112.004
2017,NUTS,2010,EL63,2,112.219
2018,NUTS,2010,EL63,2,109.817
2019,NUTS,2010,EL63,2,118.582
1995,NUTS,2010,EL64,2,25.168
1997,NUTS,2010,EL64,2,13.944
1999,NUTS,2010,EL64,2,21.859
2003,NUTS,2010,EL64,2,7.57
2005,NUTS,2010,EL64,2,19.576
2011,NUTS,2010,EL64,2,38.483
2013,NUTS,2010,EL64,2,36.131
2015,NUTS,2010,EL64,2,44.422
2017,NUTS,2010,EL64,2,39.816
2018,NUTS,2010,EL64,2,44.628
2019,NUTS,2010,EL64,2,58.247
1995,NUTS,2010,EL65,2,7.911
1997,NUTS,2010,EL65,2,13.632
1999,NUTS,2010,EL65,2,36.058
2003,NUTS,2010,EL65,2,11.331
2005,NUTS,2010,EL65,2,28.719
2011,NUTS,2010,EL65,2,23.334
2013,NUTS,2010,EL65,2,31.564
2015,NUTS,2010,EL65,2,32.618
2017,NUTS,2010,EL65,2,25.949
2018,NUTS,2010,EL65,2,54.382
2019,NUTS,2010,EL65,2,54.489
2015,NUTS,2010,ELZ,1,0.0
2018,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
2018,NUTS,2010,ELZZ,2,0.0
1995,NUTS,2010,ES,0,5295.278
1996,NUTS,2010,ES,0,5554.381
1997,NUTS,2010,ES,0,5688.896
1998,NUTS,2010,ES,0,6475.043
1999,NUTS,2010,ES,0,6690.042
2000,NUTS,2010,ES,0,7412.338
2001,NUTS,2010,ES,0,7752.489
2002,NUTS,2010,ES,0,8604.088
2003,NUTS,2010,ES,0,9451.679
2004,NUTS,2010,ES,0,9910.167
2005,NUTS,2010,ES,0,10851.198
2006,NUTS,2010,ES,0,12092.127
2007,NUTS,2010,ES,0,13204.016
2008,NUTS,2010,ES,0,14228.212
2009,NUTS,2010,ES,0,14092.099
2010,NUTS,2010,ES,0,14077.045
2011,NUTS,2010,ES,0,13689.784
2012,NUTS,2010,ES,0,12939.518
2013,NUTS,2010,ES,0,12522.616
2014,NUTS,2010,ES,0,12366.381
2015,NUTS,2010,ES,0,12636.226
2016,NUTS,2010,ES,0,12679.726
2017,NUTS,2010,ES,0,13275.097
2018,NUTS,2010,ES,0,13935.075
2019,NUTS,2010,ES,0,14331.765
2020,NUTS,2010,ES,0,14353.629
1995,NUTS,2010,ES1,1,307.326
1996,NUTS,2010,ES1,1,313.471
1997,NUTS,2010,ES1,1,335.595
1998,NUTS,2010,ES1,1,379.136
1999,NUTS,2010,ES1,1,377.133
2000,NUTS,2010,ES1,1,466.58
2001,NUTS,2010,ES1,1,480.102
2002,NUTS,2010,ES1,1,526.637
2003,NUTS,2010,ES1,1,570.804
2004,NUTS,2010,ES1,1,585.808
2005,NUTS,2010,ES1,1,632.735
2006,NUTS,2010,ES1,1,752.979
2007,NUTS,2010,ES1,1,875.618
2008,NUTS,2010,ES1,1,923.955
2009,NUTS,2010,ES1,1,869.147
2010,NUTS,2010,ES1,1,895.061
2011,NUTS,2010,ES1,1,855.504
2012,NUTS,2010,ES1,1,782.558
2013,NUTS,2010,ES1,1,733.8
2014,NUTS,2010,ES1,1,724.112
2015,NUTS,2010,ES1,1,727.168
2016,NUTS,2010,ES1,1,737.26
2017,NUTS,2010,ES1,1,814.649
2018,NUTS,2010,ES1,1,836.328
2019,NUTS,2010,ES1,1,866.974
1995,NUTS,2010,ES11,2,176.245
1996,NUTS,2010,ES11,2,177.72
1997,NUTS,2010,ES11,2,200.109
1998,NUTS,2010,ES11,2,209.947
1999,NUTS,2010,ES11,2,221.097
2000,NUTS,2010,ES11,2,271.478
2001,NUTS,2010,ES11,2,299.135
2002,NUTS,2010,ES11,2,350.692
2003,NUTS,2010,ES11,2,388.975
2004,NUTS,2010,ES11,2,405.789
2005,NUTS,2010,ES11,2,431.197
2006,NUTS,2010,ES11,2,460.057
2007,NUTS,2010,ES11,2,549.863
2008,NUTS,2010,ES11,2,565.409
2009,NUTS,2010,ES11,2,506.528
2010,NUTS,2010,ES11,2,512.965
2011,NUTS,2010,ES11,2,508.116
2012,NUTS,2010,ES11,2,471.371
2013,NUTS,2010,ES11,2,451.08
2014,NUTS,2010,ES11,2,460.363
2015,NUTS,2010,ES11,2,476.784
2016,NUTS,2010,ES11,2,481.944
2017,NUTS,2010,ES11,2,539.953
2018,NUTS,2010,ES11,2,551.026
2019,NUTS,2010,ES11,2,577.062
1995,NUTS,2010,ES12,2,86.064
1996,NUTS,2010,ES12,2,91.837
1997,NUTS,2010,ES12,2,86.117
1998,NUTS,2010,ES12,2,93.96
1999,NUTS,2010,ES12,2,99.694
2000,NUTS,2010,ES12,2,148.462
2001,NUTS,2010,ES12,2,123.321
2002,NUTS,2010,ES12,2,118.173
2003,NUTS,2010,ES12,2,130.042
2004,NUTS,2010,ES12,2,128.838
2005,NUTS,2010,ES12,2,146.653
2006,NUTS,2010,ES12,2,192.522
