year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_fte_total_bes_t
2017,NUTS,2010,ES,0,95667.0
2018,NUTS,2010,ES,0,104474.0
2019,NUTS,2010,ES,0,106435.0
2020,NUTS,2010,ES,0,104728.0
1986,NUTS,2010,ES1,1,625.0
1987,NUTS,2010,ES1,1,615.0
1988,NUTS,2010,ES1,1,703.0
1989,NUTS,2010,ES1,1,727.0
1990,NUTS,2010,ES1,1,851.0
1991,NUTS,2010,ES1,1,927.0
1992,NUTS,2010,ES1,1,1081.0
1993,NUTS,2010,ES1,1,1110.0
1994,NUTS,2010,ES1,1,1092.0
1995,NUTS,2010,ES1,1,844.0
1996,NUTS,2010,ES1,1,901.0
1997,NUTS,2010,ES1,1,1007.0
1998,NUTS,2010,ES1,1,1521.0
1999,NUTS,2010,ES1,1,1475.0
2000,NUTS,2010,ES1,1,2123.0
2001,NUTS,2010,ES1,1,1786.0
2002,NUTS,2010,ES1,1,2746.0
2003,NUTS,2010,ES1,1,3565.0
2004,NUTS,2010,ES1,1,3801.0
2005,NUTS,2010,ES1,1,3948.0
2006,NUTS,2010,ES1,1,4621.0
2007,NUTS,2010,ES1,1,5245.0
2008,NUTS,2010,ES1,1,5675.0
2009,NUTS,2010,ES1,1,5641.0
2010,NUTS,2010,ES1,1,5932.0
2011,NUTS,2010,ES1,1,5861.0
2012,NUTS,2010,ES1,1,5743.0
2013,NUTS,2010,ES1,1,5683.0
2014,NUTS,2010,ES1,1,5764.0
2015,NUTS,2010,ES1,1,5156.0
2016,NUTS,2010,ES1,1,5605.0
2017,NUTS,2010,ES1,1,6527.0
2018,NUTS,2010,ES1,1,6824.0
2019,NUTS,2010,ES1,1,7268.0
1986,NUTS,2010,ES11,2,295.0
1987,NUTS,2010,ES11,2,289.0
1988,NUTS,2010,ES11,2,282.0
1989,NUTS,2010,ES11,2,267.0
1990,NUTS,2010,ES11,2,369.0
1991,NUTS,2010,ES11,2,407.0
1992,NUTS,2010,ES11,2,647.0
1993,NUTS,2010,ES11,2,697.0
1994,NUTS,2010,ES11,2,686.0
1995,NUTS,2010,ES11,2,550.0
1996,NUTS,2010,ES11,2,587.0
1997,NUTS,2010,ES11,2,667.0
1998,NUTS,2010,ES11,2,684.0
1999,NUTS,2010,ES11,2,880.0
2000,NUTS,2010,ES11,2,1216.0
2001,NUTS,2010,ES11,2,1127.0
2002,NUTS,2010,ES11,2,1831.0
2003,NUTS,2010,ES11,2,2711.0
2004,NUTS,2010,ES11,2,2690.0
2005,NUTS,2010,ES11,2,2680.0
2006,NUTS,2010,ES11,2,3016.0
2007,NUTS,2010,ES11,2,3259.0
2008,NUTS,2010,ES11,2,3554.0
2009,NUTS,2010,ES11,2,3388.0
2010,NUTS,2010,ES11,2,3671.0
2011,NUTS,2010,ES11,2,3567.0
2012,NUTS,2010,ES11,2,3610.0
2013,NUTS,2010,ES11,2,3608.0
2014,NUTS,2010,ES11,2,3778.0
2015,NUTS,2010,ES11,2,3427.0
2016,NUTS,2010,ES11,2,3777.0
2017,NUTS,2010,ES11,2,4618.0
2018,NUTS,2010,ES11,2,4791.0
2019,NUTS,2010,ES11,2,5112.0
1986,NUTS,2010,ES12,2,262.0
1987,NUTS,2010,ES12,2,262.0
1988,NUTS,2010,ES12,2,286.0
1989,NUTS,2010,ES12,2,363.0
1990,NUTS,2010,ES12,2,359.0
1991,NUTS,2010,ES12,2,400.0
1992,NUTS,2010,ES12,2,316.0
1993,NUTS,2010,ES12,2,286.0
1994,NUTS,2010,ES12,2,281.0
1995,NUTS,2010,ES12,2,214.0
1996,NUTS,2010,ES12,2,229.0
1997,NUTS,2010,ES12,2,239.0
1998,NUTS,2010,ES12,2,416.0
1999,NUTS,2010,ES12,2,355.0
2000,NUTS,2010,ES12,2,733.0
2001,NUTS,2010,ES12,2,386.0
2002,NUTS,2010,ES12,2,601.0
2003,NUTS,2010,ES12,2,599.0
2004,NUTS,2010,ES12,2,790.0
2005,NUTS,2010,ES12,2,889.0
2006,NUTS,2010,ES12,2,1131.0
2007,NUTS,2010,ES12,2,1336.0
2008,NUTS,2010,ES12,2,1456.0
2009,NUTS,2010,ES12,2,1485.0
2010,NUTS,2010,ES12,2,1521.0
2011,NUTS,2010,ES12,2,1569.0
2012,NUTS,2010,ES12,2,1443.0
2013,NUTS,2010,ES12,2,1473.0
2014,NUTS,2010,ES12,2,1391.0
2015,NUTS,2010,ES12,2,1184.0
2016,NUTS,2010,ES12,2,1254.0
2017,NUTS,2010,ES12,2,1310.0
2018,NUTS,2010,ES12,2,1379.0
2019,NUTS,2010,ES12,2,1538.0
1986,NUTS,2010,ES13,2,69.0
1987,NUTS,2010,ES13,2,64.0
1988,NUTS,2010,ES13,2,134.0
1989,NUTS,2010,ES13,2,97.0
1990,NUTS,2010,ES13,2,123.0
1991,NUTS,2010,ES13,2,120.0
1992,NUTS,2010,ES13,2,118.0
1993,NUTS,2010,ES13,2,127.0
1994,NUTS,2010,ES13,2,125.0
1995,NUTS,2010,ES13,2,80.0
1996,NUTS,2010,ES13,2,85.0
1997,NUTS,2010,ES13,2,101.0
1998,NUTS,2010,ES13,2,421.0
1999,NUTS,2010,ES13,2,240.0
2000,NUTS,2010,ES13,2,173.0
2001,NUTS,2010,ES13,2,273.0
2002,NUTS,2010,ES13,2,315.0
2003,NUTS,2010,ES13,2,255.0
2004,NUTS,2010,ES13,2,320.0
2005,NUTS,2010,ES13,2,379.0
2006,NUTS,2010,ES13,2,474.0
2007,NUTS,2010,ES13,2,649.0
2008,NUTS,2010,ES13,2,665.0
2009,NUTS,2010,ES13,2,768.0
2010,NUTS,2010,ES13,2,740.0
2011,NUTS,2010,ES13,2,725.0
2012,NUTS,2010,ES13,2,690.0
2013,NUTS,2010,ES13,2,602.0
2014,NUTS,2010,ES13,2,596.0
2015,NUTS,2010,ES13,2,546.0
2016,NUTS,2010,ES13,2,574.0
2017,NUTS,2010,ES13,2,598.0
2018,NUTS,2010,ES13,2,653.0
2019,NUTS,2010,ES13,2,619.0
1986,NUTS,2010,ES2,1,3092.0
1987,NUTS,2010,ES2,1,3640.0
1988,NUTS,2010,ES2,1,4048.0
1989,NUTS,2010,ES2,1,4808.0
1990,NUTS,2010,ES2,1,4923.0
1991,NUTS,2010,ES2,1,5302.0
1992,NUTS,2010,ES2,1,4867.0
1993,NUTS,2010,ES2,1,4862.0
1994,NUTS,2010,ES2,1,4781.0
1995,NUTS,2010,ES2,1,5332.0
1996,NUTS,2010,ES2,1,5692.0
1997,NUTS,2010,ES2,1,5751.0
1998,NUTS,2010,ES2,1,6450.0
1999,NUTS,2010,ES2,1,6985.0
2000,NUTS,2010,ES2,1,8446.0
2001,NUTS,2010,ES2,1,9739.0
2002,NUTS,2010,ES2,1,10700.0
2003,NUTS,2010,ES2,1,12288.0
2004,NUTS,2010,ES2,1,13897.0
2005,NUTS,2010,ES2,1,14340.0
2006,NUTS,2010,ES2,1,15965.0
2007,NUTS,2010,ES2,1,17441.0
2008,NUTS,2010,ES2,1,19132.0
2009,NUTS,2010,ES2,1,19319.0
2010,NUTS,2010,ES2,1,18425.0
2011,NUTS,2010,ES2,1,19065.0
2012,NUTS,2010,ES2,1,18974.0
2013,NUTS,2010,ES2,1,18220.0
2014,NUTS,2010,ES2,1,17896.0
2015,NUTS,2010,ES2,1,17835.0
2016,NUTS,2010,ES2,1,17869.0
2017,NUTS,2010,ES2,1,18751.0
2018,NUTS,2010,ES2,1,19716.0
2019,NUTS,2010,ES2,1,19845.0
1986,NUTS,2010,ES21,2,2467.0
1987,NUTS,2010,ES21,2,2876.0
1988,NUTS,2010,ES21,2,3267.0
1989,NUTS,2010,ES21,2,3657.0
1990,NUTS,2010,ES21,2,3737.0
1991,NUTS,2010,ES21,2,4074.0
1992,NUTS,2010,ES21,2,3685.0
1993,NUTS,2010,ES21,2,3656.0
1994,NUTS,2010,ES21,2,3595.0
1995,NUTS,2010,ES21,2,3979.0
1996,NUTS,2010,ES21,2,4249.0
1997,NUTS,2010,ES21,2,4222.0
1998,NUTS,2010,ES21,2,4688.0
1999,NUTS,2010,ES21,2,5010.0
2000,NUTS,2010,ES21,2,5801.0
2001,NUTS,2010,ES21,2,6821.0
2002,NUTS,2010,ES21,2,7403.0
2003,NUTS,2010,ES21,2,8327.0
2004,NUTS,2010,ES21,2,9433.0
2005,NUTS,2010,ES21,2,9488.0
2006,NUTS,2010,ES21,2,10049.0
2007,NUTS,2010,ES21,2,11616.0
2008,NUTS,2010,ES21,2,12667.0
2009,NUTS,2010,ES21,2,12796.0
2010,NUTS,2010,ES21,2,12295.0
2011,NUTS,2010,ES21,2,13138.0
2012,NUTS,2010,ES21,2,13316.0
2013,NUTS,2010,ES21,2,12875.0
2014,NUTS,2010,ES21,2,12625.0
2015,NUTS,2010,ES21,2,12475.0
2016,NUTS,2010,ES21,2,12538.0
2017,NUTS,2010,ES21,2,13056.0
2018,NUTS,2010,ES21,2,13843.0
2019,NUTS,2010,ES21,2,13832.0
1986,NUTS,2010,ES22,2,262.0
1987,NUTS,2010,ES22,2,315.0
1988,NUTS,2010,ES22,2,375.0
1989,NUTS,2010,ES22,2,489.0
1990,NUTS,2010,ES22,2,576.0
1991,NUTS,2010,ES22,2,581.0
1992,NUTS,2010,ES22,2,544.0
1993,NUTS,2010,ES22,2,554.0
1994,NUTS,2010,ES22,2,545.0
1995,NUTS,2010,ES22,2,584.0
1996,NUTS,2010,ES22,2,623.0
1997,NUTS,2010,ES22,2,665.0
1998,NUTS,2010,ES22,2,668.0
1999,NUTS,2010,ES22,2,931.0
2000,NUTS,2010,ES22,2,738.0
2001,NUTS,2010,ES22,2,1257.0
2002,NUTS,2010,ES22,2,1350.0
2003,NUTS,2010,ES22,2,1792.0
2004,NUTS,2010,ES22,2,2013.0
2005,NUTS,2010,ES22,2,2259.0
2006,NUTS,2010,ES22,2,2888.0
2007,NUTS,2010,ES22,2,2697.0
2008,NUTS,2010,ES22,2,3068.0
2009,NUTS,2010,ES22,2,3178.0
2010,NUTS,2010,ES22,2,2861.0
2011,NUTS,2010,ES22,2,2832.0
2012,NUTS,2010,ES22,2,2572.0
2013,NUTS,2010,ES22,2,2526.0
2014,NUTS,2010,ES22,2,2378.0
2015,NUTS,2010,ES22,2,2563.0
2016,NUTS,2010,ES22,2,2510.0
2017,NUTS,2010,ES22,2,2620.0
2018,NUTS,2010,ES22,2,2641.0
2019,NUTS,2010,ES22,2,2714.0
1986,NUTS,2010,ES23,2,12.0
1987,NUTS,2010,ES23,2,18.0
1988,NUTS,2010,ES23,2,22.0
1989,NUTS,2010,ES23,2,50.0
1990,NUTS,2010,ES23,2,48.0
1991,NUTS,2010,ES23,2,65.0
1992,NUTS,2010,ES23,2,67.0
1993,NUTS,2010,ES23,2,71.0
1994,NUTS,2010,ES23,2,69.0
1995,NUTS,2010,ES23,2,85.0
1996,NUTS,2010,ES23,2,90.0
1997,NUTS,2010,ES23,2,95.0
1998,NUTS,2010,ES23,2,167.0
1999,NUTS,2010,ES23,2,158.0
2000,NUTS,2010,ES23,2,218.0
2001,NUTS,2010,ES23,2,216.0
2002,NUTS,2010,ES23,2,306.0
2003,NUTS,2010,ES23,2,462.0
2004,NUTS,2010,ES23,2,528.0
2005,NUTS,2010,ES23,2,494.0
2006,NUTS,2010,ES23,2,570.0
2007,NUTS,2010,ES23,2,576.0
2008,NUTS,2010,ES23,2,678.0
2009,NUTS,2010,ES23,2,660.0
2010,NUTS,2010,ES23,2,671.0
2011,NUTS,2010,ES23,2,672.0
2012,NUTS,2010,ES23,2,667.0
2013,NUTS,2010,ES23,2,580.0
2014,NUTS,2010,ES23,2,649.0
2015,NUTS,2010,ES23,2,624.0
2016,NUTS,2010,ES23,2,524.0
2017,NUTS,2010,ES23,2,641.0
2018,NUTS,2010,ES23,2,528.0
2019,NUTS,2010,ES23,2,508.0
1986,NUTS,2010,ES24,2,351.0
1987,NUTS,2010,ES24,2,432.0
1988,NUTS,2010,ES24,2,384.0
1989,NUTS,2010,ES24,2,612.0
1990,NUTS,2010,ES24,2,562.0
1991,NUTS,2010,ES24,2,582.0
1992,NUTS,2010,ES24,2,571.0
1993,NUTS,2010,ES24,2,581.0
1994,NUTS,2010,ES24,2,572.0
1995,NUTS,2010,ES24,2,684.0
1996,NUTS,2010,ES24,2,730.0
1997,NUTS,2010,ES24,2,769.0
1998,NUTS,2010,ES24,2,927.0
1999,NUTS,2010,ES24,2,886.0
2000,NUTS,2010,ES24,2,1689.0
2001,NUTS,2010,ES24,2,1445.0
2002,NUTS,2010,ES24,2,1642.0
2003,NUTS,2010,ES24,2,1706.0
2004,NUTS,2010,ES24,2,1923.0
2005,NUTS,2010,ES24,2,2099.0
2006,NUTS,2010,ES24,2,2457.0
2007,NUTS,2010,ES24,2,2553.0
2008,NUTS,2010,ES24,2,2720.0
2009,NUTS,2010,ES24,2,2685.0
2010,NUTS,2010,ES24,2,2598.0
2011,NUTS,2010,ES24,2,2424.0
2012,NUTS,2010,ES24,2,2418.0
2013,NUTS,2010,ES24,2,2239.0
2014,NUTS,2010,ES24,2,2243.0
2015,NUTS,2010,ES24,2,2174.0
2016,NUTS,2010,ES24,2,2297.0
2017,NUTS,2010,ES24,2,2434.0
2018,NUTS,2010,ES24,2,2704.0
2019,NUTS,2010,ES24,2,2792.0
1986,NUTS,2010,ES3,1,7442.0
1987,NUTS,2010,ES3,1,7863.0
1988,NUTS,2010,ES3,1,8959.0
1989,NUTS,2010,ES3,1,9781.0
1990,NUTS,2010,ES3,1,11058.0
1991,NUTS,2010,ES3,1,10958.0
1992,NUTS,2010,ES3,1,10683.0
1993,NUTS,2010,ES3,1,9986.0
1994,NUTS,2010,ES3,1,9821.0
1995,NUTS,2010,ES3,1,8804.0
1996,NUTS,2010,ES3,1,9403.0
1997,NUTS,2010,ES3,1,9335.0
1998,NUTS,2010,ES3,1,10952.0
1999,NUTS,2010,ES3,1,11595.0
2000,NUTS,2010,ES3,1,13279.0
2001,NUTS,2010,ES3,1,12928.0
2002,NUTS,2010,ES3,1,15556.0
2003,NUTS,2010,ES3,1,16261.0
2004,NUTS,2010,ES3,1,17416.0
2005,NUTS,2010,ES3,1,20123.0
2006,NUTS,2010,ES3,1,21936.0
2007,NUTS,2010,ES3,1,21810.0
2008,NUTS,2010,ES3,1,23373.0
2009,NUTS,2010,ES3,1,23497.0
2010,NUTS,2010,ES3,1,23302.0
2011,NUTS,2010,ES3,1,21977.0
2012,NUTS,2010,ES3,1,21537.0
2013,NUTS,2010,ES3,1,21969.0
2014,NUTS,2010,ES3,1,21124.0
2015,NUTS,2010,ES3,1,22072.0
2016,NUTS,2010,ES3,1,22295.0
2017,NUTS,2010,ES3,1,22916.0
2018,NUTS,2010,ES3,1,25128.0
2019,NUTS,2010,ES3,1,25619.0
1986,NUTS,2010,ES30,2,7442.0
1987,NUTS,2010,ES30,2,7863.0
1988,NUTS,2010,ES30,2,8959.0
1989,NUTS,2010,ES30,2,9781.0
1990,NUTS,2010,ES30,2,11058.0
1991,NUTS,2010,ES30,2,10958.0
1992,NUTS,2010,ES30,2,10683.0
1993,NUTS,2010,ES30,2,9986.0
1994,NUTS,2010,ES30,2,9821.0
1995,NUTS,2010,ES30,2,8804.0
1996,NUTS,2010,ES30,2,9403.0
1997,NUTS,2010,ES30,2,9335.0
1998,NUTS,2010,ES30,2,10952.0
1999,NUTS,2010,ES30,2,11595.0
2000,NUTS,2010,ES30,2,13279.0
2001,NUTS,2010,ES30,2,12928.0
2002,NUTS,2010,ES30,2,15556.0
2003,NUTS,2010,ES30,2,16261.0
2004,NUTS,2010,ES30,2,17416.0
2005,NUTS,2010,ES30,2,20123.0
2006,NUTS,2010,ES30,2,21936.0
2007,NUTS,2010,ES30,2,21810.0
2008,NUTS,2010,ES30,2,23373.0
2009,NUTS,2010,ES30,2,23497.0
2010,NUTS,2010,ES30,2,23302.0
2011,NUTS,2010,ES30,2,21977.0
2012,NUTS,2010,ES30,2,21537.0
2013,NUTS,2010,ES30,2,21969.0
2014,NUTS,2010,ES30,2,21124.0
2015,NUTS,2010,ES30,2,22072.0
2016,NUTS,2010,ES30,2,22295.0
2017,NUTS,2010,ES30,2,22916.0
2018,NUTS,2010,ES30,2,25128.0
2019,NUTS,2010,ES30,2,25619.0
1986,NUTS,2010,ES4,1,1606.0
1987,NUTS,2010,ES4,1,578.0
1988,NUTS,2010,ES4,1,1469.0
1989,NUTS,2010,ES4,1,1382.0
1990,NUTS,2010,ES4,1,1231.0
1991,NUTS,2010,ES4,1,1686.0
1992,NUTS,2010,ES4,1,1570.0
1993,NUTS,2010,ES4,1,1395.0
1994,NUTS,2010,ES4,1,1372.0
1995,NUTS,2010,ES4,1,1025.0
1996,NUTS,2010,ES4,1,1096.0
1997,NUTS,2010,ES4,1,1141.0
1998,NUTS,2010,ES4,1,1524.0
1999,NUTS,2010,ES4,1,1639.0
2000,NUTS,2010,ES4,1,2435.0
2001,NUTS,2010,ES4,1,2243.0
2002,NUTS,2010,ES4,1,2850.0
2003,NUTS,2010,ES4,1,3859.0
2004,NUTS,2010,ES4,1,3949.0
2005,NUTS,2010,ES4,1,4308.0
2006,NUTS,2010,ES4,1,4695.0
2007,NUTS,2010,ES4,1,5602.0
2008,NUTS,2010,ES4,1,6275.0
2009,NUTS,2010,ES4,1,6057.0
2010,NUTS,2010,ES4,1,6081.0
2011,NUTS,2010,ES4,1,6089.0
2012,NUTS,2010,ES4,1,6262.0
2013,NUTS,2010,ES4,1,5442.0
2014,NUTS,2010,ES4,1,5444.0
2015,NUTS,2010,ES4,1,5168.0
2016,NUTS,2010,ES4,1,5370.0
2017,NUTS,2010,ES4,1,5864.0
2018,NUTS,2010,ES4,1,6391.0
2019,NUTS,2010,ES4,1,6793.0
1986,NUTS,2010,ES41,2,1358.0
1987,NUTS,2010,ES41,2,348.0
1988,NUTS,2010,ES41,2,1214.0
1989,NUTS,2010,ES41,2,1091.0
1990,NUTS,2010,ES41,2,926.0
1991,NUTS,2010,ES41,2,1327.0
1992,NUTS,2010,ES41,2,1200.0
1993,NUTS,2010,ES41,2,1119.0
1994,NUTS,2010,ES41,2,1101.0
1995,NUTS,2010,ES41,2,733.0
1996,NUTS,2010,ES41,2,783.0
1997,NUTS,2010,ES41,2,704.0
1998,NUTS,2010,ES41,2,678.0
1999,NUTS,2010,ES41,2,1146.0
2000,NUTS,2010,ES41,2,1307.0
2001,NUTS,2010,ES41,2,1709.0
2002,NUTS,2010,ES41,2,2007.0
2003,NUTS,2010,ES41,2,2635.0
2004,NUTS,2010,ES41,2,2897.0
2005,NUTS,2010,ES41,2,3149.0
2006,NUTS,2010,ES41,2,3438.0
2007,NUTS,2010,ES41,2,3996.0
2008,NUTS,2010,ES41,2,4347.0
2009,NUTS,2010,ES41,2,4147.0
2010,NUTS,2010,ES41,2,4035.0
2011,NUTS,2010,ES41,2,4024.0
2012,NUTS,2010,ES41,2,4240.0
2013,NUTS,2010,ES41,2,3522.0
2014,NUTS,2010,ES41,2,3584.0
2015,NUTS,2010,ES41,2,3490.0
2016,NUTS,2010,ES41,2,3407.0
2017,NUTS,2010,ES41,2,3840.0
2018,NUTS,2010,ES41,2,4296.0
2019,NUTS,2010,ES41,2,4607.0
1986,NUTS,2010,ES42,2,169.0
1987,NUTS,2010,ES42,2,173.0
1988,NUTS,2010,ES42,2,219.0
1989,NUTS,2010,ES42,2,240.0
1990,NUTS,2010,ES42,2,250.0
1991,NUTS,2010,ES42,2,296.0
1992,NUTS,2010,ES42,2,298.0
1993,NUTS,2010,ES42,2,218.0
1994,NUTS,2010,ES42,2,214.0
1995,NUTS,2010,ES42,2,213.0
1996,NUTS,2010,ES42,2,228.0
1997,NUTS,2010,ES42,2,389.0
1998,NUTS,2010,ES42,2,761.0
1999,NUTS,2010,ES42,2,388.0
2000,NUTS,2010,ES42,2,868.0
2001,NUTS,2010,ES42,2,453.0
2002,NUTS,2010,ES42,2,661.0
2003,NUTS,2010,ES42,2,901.0
2004,NUTS,2010,ES42,2,772.0
2005,NUTS,2010,ES42,2,836.0
2006,NUTS,2010,ES42,2,901.0
2007,NUTS,2010,ES42,2,1339.0
2008,NUTS,2010,ES42,2,1476.0
2009,NUTS,2010,ES42,2,1544.0
2010,NUTS,2010,ES42,2,1611.0
2011,NUTS,2010,ES42,2,1630.0
2012,NUTS,2010,ES42,2,1556.0
2013,NUTS,2010,ES42,2,1378.0
2014,NUTS,2010,ES42,2,1397.0
2015,NUTS,2010,ES42,2,1248.0
2016,NUTS,2010,ES42,2,1538.0
2017,NUTS,2010,ES42,2,1499.0
2018,NUTS,2010,ES42,2,1498.0
2019,NUTS,2010,ES42,2,1649.0
1986,NUTS,2010,ES43,2,79.0
1987,NUTS,2010,ES43,2,57.0
1988,NUTS,2010,ES43,2,37.0
1989,NUTS,2010,ES43,2,51.0
1990,NUTS,2010,ES43,2,55.0
1991,NUTS,2010,ES43,2,63.0
1992,NUTS,2010,ES43,2,72.0
1993,NUTS,2010,ES43,2,58.0
1994,NUTS,2010,ES43,2,57.0
1995,NUTS,2010,ES43,2,79.0
1996,NUTS,2010,ES43,2,85.0
1997,NUTS,2010,ES43,2,48.0
1998,NUTS,2010,ES43,2,85.0
1999,NUTS,2010,ES43,2,105.0
2000,NUTS,2010,ES43,2,261.0
2001,NUTS,2010,ES43,2,82.0
2002,NUTS,2010,ES43,2,183.0
2003,NUTS,2010,ES43,2,324.0
2004,NUTS,2010,ES43,2,280.0
2005,NUTS,2010,ES43,2,323.0
2006,NUTS,2010,ES43,2,356.0
2007,NUTS,2010,ES43,2,267.0
2008,NUTS,2010,ES43,2,452.0
2009,NUTS,2010,ES43,2,366.0
2010,NUTS,2010,ES43,2,435.0
2011,NUTS,2010,ES43,2,435.0
2012,NUTS,2010,ES43,2,466.0
2013,NUTS,2010,ES43,2,543.0
2014,NUTS,2010,ES43,2,463.0
2015,NUTS,2010,ES43,2,430.0
2016,NUTS,2010,ES43,2,425.0
2017,NUTS,2010,ES43,2,525.0
2018,NUTS,2010,ES43,2,597.0
2019,NUTS,2010,ES43,2,537.0
1986,NUTS,2010,ES5,1,5354.0
1987,NUTS,2010,ES5,1,6584.0
1988,NUTS,2010,ES5,1,7059.0
1989,NUTS,2010,ES5,1,7650.0
1990,NUTS,2010,ES5,1,8918.0
1991,NUTS,2010,ES5,1,8684.0
1992,NUTS,2010,ES5,1,8623.0
1993,NUTS,2010,ES5,1,8691.0
1994,NUTS,2010,ES5,1,8547.0
1995,NUTS,2010,ES5,1,9494.0
1996,NUTS,2010,ES5,1,10139.0
1997,NUTS,2010,ES5,1,10752.0
1998,NUTS,2010,ES5,1,11559.0
1999,NUTS,2010,ES5,1,13949.0
2000,NUTS,2010,ES5,1,16409.0
2001,NUTS,2010,ES5,1,16215.0
2002,NUTS,2010,ES5,1,20233.0
2003,NUTS,2010,ES5,1,22827.0
2004,NUTS,2010,ES5,1,26469.0
2005,NUTS,2010,ES5,1,25882.0
2006,NUTS,2010,ES5,1,27705.0
2007,NUTS,2010,ES5,1,29504.0
2008,NUTS,2010,ES5,1,32397.0
2009,NUTS,2010,ES5,1,30249.0
2010,NUTS,2010,ES5,1,28688.0
2011,NUTS,2010,ES5,1,27283.0
2012,NUTS,2010,ES5,1,27460.0
2013,NUTS,2010,ES5,1,27711.0
2014,NUTS,2010,ES5,1,27638.0
2015,NUTS,2010,ES5,1,28087.0
2016,NUTS,2010,ES5,1,29573.0
2017,NUTS,2010,ES5,1,31229.0
2018,NUTS,2010,ES5,1,35483.0
2019,NUTS,2010,ES5,1,36274.0
1986,NUTS,2010,ES51,2,4934.0
1987,NUTS,2010,ES51,2,5921.0
1988,NUTS,2010,ES51,2,6237.0
1989,NUTS,2010,ES51,2,6823.0
1990,NUTS,2010,ES51,2,7937.0
1991,NUTS,2010,ES51,2,7740.0
1992,NUTS,2010,ES51,2,7581.0
1993,NUTS,2010,ES51,2,7564.0
1994,NUTS,2010,ES51,2,7439.0
1995,NUTS,2010,ES51,2,8071.0
1996,NUTS,2010,ES51,2,8620.0
1997,NUTS,2010,ES51,2,9179.0
1998,NUTS,2010,ES51,2,9701.0
1999,NUTS,2010,ES51,2,11588.0
2000,NUTS,2010,ES51,2,12409.0
2001,NUTS,2010,ES51,2,13491.0
2002,NUTS,2010,ES51,2,16155.0
2003,NUTS,2010,ES51,2,18010.0
2004,NUTS,2010,ES51,2,20591.0
2005,NUTS,2010,ES51,2,20091.0
2006,NUTS,2010,ES51,2,21634.0
2007,NUTS,2010,ES51,2,22786.0
2008,NUTS,2010,ES51,2,24636.0
2009,NUTS,2010,ES51,2,22981.0
2010,NUTS,2010,ES51,2,21542.0
2011,NUTS,2010,ES51,2,20215.0
2012,NUTS,2010,ES51,2,20517.0
2013,NUTS,2010,ES51,2,20898.0
2014,NUTS,2010,ES51,2,20487.0
2015,NUTS,2010,ES51,2,21029.0
2016,NUTS,2010,ES51,2,22064.0
2017,NUTS,2010,ES51,2,23364.0
2018,NUTS,2010,ES51,2,26758.0
2019,NUTS,2010,ES51,2,26767.0
1986,NUTS,2010,ES52,2,375.0
1987,NUTS,2010,ES52,2,597.0
1988,NUTS,2010,ES52,2,791.0
1989,NUTS,2010,ES52,2,801.0
1990,NUTS,2010,ES52,2,963.0
1991,NUTS,2010,ES52,2,926.0
1992,NUTS,2010,ES52,2,1021.0
1993,NUTS,2010,ES52,2,1104.0
1994,NUTS,2010,ES52,2,1086.0
1995,NUTS,2010,ES52,2,1386.0
1996,NUTS,2010,ES52,2,1480.0
1997,NUTS,2010,ES52,2,1547.0
1998,NUTS,2010,ES52,2,1748.0
1999,NUTS,2010,ES52,2,2313.0
2000,NUTS,2010,ES52,2,3984.0
2001,NUTS,2010,ES52,2,2633.0
2002,NUTS,2010,ES52,2,3895.0
2003,NUTS,2010,ES52,2,4677.0
2004,NUTS,2010,ES52,2,5599.0
2005,NUTS,2010,ES52,2,5439.0
2006,NUTS,2010,ES52,2,5801.0
2007,NUTS,2010,ES52,2,6325.0
2008,NUTS,2010,ES52,2,7366.0
2009,NUTS,2010,ES52,2,6985.0
2010,NUTS,2010,ES52,2,6802.0
2011,NUTS,2010,ES52,2,6788.0
2012,NUTS,2010,ES52,2,6690.0
2013,NUTS,2010,ES52,2,6594.0
2014,NUTS,2010,ES52,2,6916.0
2015,NUTS,2010,ES52,2,6738.0
2016,NUTS,2010,ES52,2,7140.0
2017,NUTS,2010,ES52,2,7487.0
2018,NUTS,2010,ES52,2,8043.0
2019,NUTS,2010,ES52,2,8836.0
1986,NUTS,2010,ES53,2,45.0
1987,NUTS,2010,ES53,2,65.0
1988,NUTS,2010,ES53,2,31.0
1989,NUTS,2010,ES53,2,26.0
1990,NUTS,2010,ES53,2,18.0
1991,NUTS,2010,ES53,2,18.0
1992,NUTS,2010,ES53,2,21.0
1993,NUTS,2010,ES53,2,23.0
1994,NUTS,2010,ES53,2,22.0
1995,NUTS,2010,ES53,2,37.0
1996,NUTS,2010,ES53,2,39.0
1997,NUTS,2010,ES53,2,26.0
1998,NUTS,2010,ES53,2,110.0
1999,NUTS,2010,ES53,2,48.0
2000,NUTS,2010,ES53,2,16.0
2001,NUTS,2010,ES53,2,92.0
2002,NUTS,2010,ES53,2,183.0
2003,NUTS,2010,ES53,2,140.0
2004,NUTS,2010,ES53,2,280.0
2005,NUTS,2010,ES53,2,352.0
2006,NUTS,2010,ES53,2,270.0
2007,NUTS,2010,ES53,2,394.0
2008,NUTS,2010,ES53,2,394.0
2009,NUTS,2010,ES53,2,283.0
2010,NUTS,2010,ES53,2,344.0
2011,NUTS,2010,ES53,2,281.0
2012,NUTS,2010,ES53,2,253.0
2013,NUTS,2010,ES53,2,220.0
2014,NUTS,2010,ES53,2,235.0
