year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_fte_total_bes_t
1991,NUTS,2010,CY,0,47.0
1992,NUTS,2010,CY,0,51.0
1998,NUTS,2010,CY,0,77.0
1999,NUTS,2010,CY,0,134.0
2000,NUTS,2010,CY,0,144.0
2001,NUTS,2010,CY,0,144.0
2002,NUTS,2010,CY,0,187.0
2003,NUTS,2010,CY,0,217.0
2004,NUTS,2010,CY,0,224.0
2005,NUTS,2010,CY,0,261.0
2006,NUTS,2010,CY,0,310.0
2007,NUTS,2010,CY,0,296.0
2008,NUTS,2010,CY,0,327.0
2009,NUTS,2010,CY,0,327.0
2010,NUTS,2010,CY,0,299.0
2011,NUTS,2010,CY,0,270.0
2012,NUTS,2010,CY,0,240.0
2013,NUTS,2010,CY,0,252.0
2014,NUTS,2010,CY,0,267.0
2015,NUTS,2010,CY,0,256.0
2016,NUTS,2010,CY,0,361.0
2017,NUTS,2010,CY,0,416.0
2018,NUTS,2010,CY,0,650.0
2019,NUTS,2010,CY,0,746.0
2020,NUTS,2010,CY,0,800.0
1995,NUTS,2010,CZ,0,11346.0
1996,NUTS,2010,CZ,0,11167.0
1997,NUTS,2010,CZ,0,11464.0
1998,NUTS,2010,CZ,0,11287.0
1999,NUTS,2010,CZ,0,12283.0
2000,NUTS,2010,CZ,0,11527.0
2001,NUTS,2010,CZ,0,12040.0
2002,NUTS,2010,CZ,0,12658.0
2003,NUTS,2010,CZ,0,13711.0
2004,NUTS,2010,CZ,0,14829.0
2005,NUTS,2010,CZ,0,21116.0
2006,NUTS,2010,CZ,0,23114.0
2007,NUTS,2010,CZ,0,24602.0
2008,NUTS,2010,CZ,0,25542.0
2009,NUTS,2010,CZ,0,25382.0
2010,NUTS,2010,CZ,0,26541.0
2011,NUTS,2010,CZ,0,29014.0
2012,NUTS,2010,CZ,0,31705.0
2013,NUTS,2010,CZ,0,33188.0
2014,NUTS,2010,CZ,0,35256.0
2015,NUTS,2010,CZ,0,36365.0
2016,NUTS,2010,CZ,0,37263.0
2017,NUTS,2010,CZ,0,39968.0
2018,NUTS,2010,CZ,0,42349.0
2019,NUTS,2010,CZ,0,44792.0
2020,NUTS,2010,CZ,0,46234.0
1995,NUTS,2010,CZ0,1,11346.0
1996,NUTS,2010,CZ0,1,11167.0
1997,NUTS,2010,CZ0,1,11464.0
1998,NUTS,2010,CZ0,1,11287.0
1999,NUTS,2010,CZ0,1,12283.0
2000,NUTS,2010,CZ0,1,11527.0
2001,NUTS,2010,CZ0,1,12040.0
2002,NUTS,2010,CZ0,1,12658.0
2003,NUTS,2010,CZ0,1,13711.0
2004,NUTS,2010,CZ0,1,14829.0
2005,NUTS,2010,CZ0,1,21116.0
2006,NUTS,2010,CZ0,1,23114.0
2007,NUTS,2010,CZ0,1,24602.0
2008,NUTS,2010,CZ0,1,25542.0
2009,NUTS,2010,CZ0,1,25382.0
2010,NUTS,2010,CZ0,1,26541.0
2011,NUTS,2010,CZ0,1,29014.0
2012,NUTS,2010,CZ0,1,31705.0
2013,NUTS,2010,CZ0,1,33188.0
2014,NUTS,2010,CZ0,1,35256.0
2015,NUTS,2010,CZ0,1,36365.0
2016,NUTS,2010,CZ0,1,37263.0
2017,NUTS,2010,CZ0,1,39968.0
2018,NUTS,2010,CZ0,1,42349.0
2019,NUTS,2010,CZ0,1,44792.0
2020,NUTS,2010,CZ0,1,46234.0
2001,NUTS,2010,CZ01,2,2812.0
2002,NUTS,2010,CZ01,2,2886.0
2003,NUTS,2010,CZ01,2,3186.0
2004,NUTS,2010,CZ01,2,3779.0
2005,NUTS,2010,CZ01,2,5271.0
2006,NUTS,2010,CZ01,2,6184.0
2007,NUTS,2010,CZ01,2,6685.0
2008,NUTS,2010,CZ01,2,6425.0
2009,NUTS,2010,CZ01,2,5596.0
2010,NUTS,2010,CZ01,2,5915.0
2011,NUTS,2010,CZ01,2,6689.0
2012,NUTS,2010,CZ01,2,7689.0
2013,NUTS,2010,CZ01,2,8198.0
2014,NUTS,2010,CZ01,2,8296.0
2015,NUTS,2010,CZ01,2,8571.0
2016,NUTS,2010,CZ01,2,8755.0
2017,NUTS,2010,CZ01,2,9899.0
2018,NUTS,2010,CZ01,2,10960.0
2019,NUTS,2010,CZ01,2,11686.0
2020,NUTS,2010,CZ01,2,12400.0
2001,NUTS,2010,CZ02,2,2359.0
2002,NUTS,2010,CZ02,2,2656.0
2003,NUTS,2010,CZ02,2,2882.0
2004,NUTS,2010,CZ02,2,2615.0
2005,NUTS,2010,CZ02,2,3540.0
2006,NUTS,2010,CZ02,2,3799.0
2007,NUTS,2010,CZ02,2,3810.0
2008,NUTS,2010,CZ02,2,3941.0
2009,NUTS,2010,CZ02,2,4194.0
2010,NUTS,2010,CZ02,2,4255.0
2011,NUTS,2010,CZ02,2,4360.0
2012,NUTS,2010,CZ02,2,4445.0
2013,NUTS,2010,CZ02,2,4501.0
2014,NUTS,2010,CZ02,2,4396.0
2015,NUTS,2010,CZ02,2,4513.0
2016,NUTS,2010,CZ02,2,4787.0
2017,NUTS,2010,CZ02,2,5114.0
2018,NUTS,2010,CZ02,2,5645.0
2019,NUTS,2010,CZ02,2,5871.0
2020,NUTS,2010,CZ02,2,6028.0
2001,NUTS,2010,CZ03,2,718.0
2002,NUTS,2010,CZ03,2,741.0
2003,NUTS,2010,CZ03,2,820.0
2004,NUTS,2010,CZ03,2,926.0
2005,NUTS,2010,CZ03,2,1386.0
2006,NUTS,2010,CZ03,2,1485.0
2007,NUTS,2010,CZ03,2,1573.0
2008,NUTS,2010,CZ03,2,1615.0
2009,NUTS,2010,CZ03,2,1929.0
2010,NUTS,2010,CZ03,2,2102.0
2011,NUTS,2010,CZ03,2,2339.0
2012,NUTS,2010,CZ03,2,2811.0
2013,NUTS,2010,CZ03,2,2616.0
2014,NUTS,2010,CZ03,2,2856.0
2015,NUTS,2010,CZ03,2,2996.0
2016,NUTS,2010,CZ03,2,3042.0
2017,NUTS,2010,CZ03,2,3083.0
2018,NUTS,2010,CZ03,2,3287.0
2019,NUTS,2010,CZ03,2,3914.0
2020,NUTS,2010,CZ03,2,3776.0
2001,NUTS,2010,CZ04,2,335.0
2002,NUTS,2010,CZ04,2,336.0
2003,NUTS,2010,CZ04,2,337.0
2004,NUTS,2010,CZ04,2,386.0
2005,NUTS,2010,CZ04,2,602.0
2006,NUTS,2010,CZ04,2,640.0
2007,NUTS,2010,CZ04,2,664.0
2008,NUTS,2010,CZ04,2,620.0
2009,NUTS,2010,CZ04,2,615.0
2010,NUTS,2010,CZ04,2,666.0
2011,NUTS,2010,CZ04,2,786.0
2012,NUTS,2010,CZ04,2,886.0
2013,NUTS,2010,CZ04,2,881.0
2014,NUTS,2010,CZ04,2,966.0
2015,NUTS,2010,CZ04,2,955.0
2016,NUTS,2010,CZ04,2,868.0
2017,NUTS,2010,CZ04,2,1003.0
2018,NUTS,2010,CZ04,2,999.0
2019,NUTS,2010,CZ04,2,1060.0
2020,NUTS,2010,CZ04,2,1049.0
2001,NUTS,2010,CZ05,2,2003.0
2002,NUTS,2010,CZ05,2,2113.0
2003,NUTS,2010,CZ05,2,2096.0
2004,NUTS,2010,CZ05,2,2301.0
2005,NUTS,2010,CZ05,2,3357.0
2006,NUTS,2010,CZ05,2,3708.0
2007,NUTS,2010,CZ05,2,3938.0
2008,NUTS,2010,CZ05,2,4134.0
2009,NUTS,2010,CZ05,2,4138.0
2010,NUTS,2010,CZ05,2,4288.0
2011,NUTS,2010,CZ05,2,4560.0
2012,NUTS,2010,CZ05,2,4832.0
2013,NUTS,2010,CZ05,2,5147.0
2014,NUTS,2010,CZ05,2,5032.0
2015,NUTS,2010,CZ05,2,4964.0
2016,NUTS,2010,CZ05,2,5044.0
2017,NUTS,2010,CZ05,2,5438.0
2018,NUTS,2010,CZ05,2,5615.0
2019,NUTS,2010,CZ05,2,5815.0
2020,NUTS,2010,CZ05,2,5522.0
2001,NUTS,2010,CZ06,2,1508.0
2002,NUTS,2010,CZ06,2,1669.0
2003,NUTS,2010,CZ06,2,1906.0
2004,NUTS,2010,CZ06,2,2188.0
2005,NUTS,2010,CZ06,2,3245.0
2006,NUTS,2010,CZ06,2,3428.0
2007,NUTS,2010,CZ06,2,3714.0
2008,NUTS,2010,CZ06,2,4359.0
2009,NUTS,2010,CZ06,2,4419.0
2010,NUTS,2010,CZ06,2,4772.0
2011,NUTS,2010,CZ06,2,5161.0
2012,NUTS,2010,CZ06,2,5726.0
2013,NUTS,2010,CZ06,2,6236.0
2014,NUTS,2010,CZ06,2,7644.0
2015,NUTS,2010,CZ06,2,8246.0
2016,NUTS,2010,CZ06,2,8356.0
2017,NUTS,2010,CZ06,2,8319.0
2018,NUTS,2010,CZ06,2,8452.0
2019,NUTS,2010,CZ06,2,9065.0
2020,NUTS,2010,CZ06,2,10141.0
2001,NUTS,2010,CZ07,2,1194.0
2002,NUTS,2010,CZ07,2,1386.0
2003,NUTS,2010,CZ07,2,1377.0
2004,NUTS,2010,CZ07,2,1492.0
2005,NUTS,2010,CZ07,2,2356.0
2006,NUTS,2010,CZ07,2,2462.0
2007,NUTS,2010,CZ07,2,2673.0
2008,NUTS,2010,CZ07,2,2758.0
2009,NUTS,2010,CZ07,2,2667.0
2010,NUTS,2010,CZ07,2,2649.0
2011,NUTS,2010,CZ07,2,2859.0
2012,NUTS,2010,CZ07,2,2969.0
2013,NUTS,2010,CZ07,2,3175.0
2014,NUTS,2010,CZ07,2,3203.0
2015,NUTS,2010,CZ07,2,3281.0
2016,NUTS,2010,CZ07,2,3543.0
2017,NUTS,2010,CZ07,2,3949.0
2018,NUTS,2010,CZ07,2,4130.0
2019,NUTS,2010,CZ07,2,4436.0
2020,NUTS,2010,CZ07,2,4335.0
2001,NUTS,2010,CZ08,2,1111.0
2002,NUTS,2010,CZ08,2,871.0
2003,NUTS,2010,CZ08,2,1107.0
2004,NUTS,2010,CZ08,2,1142.0
2005,NUTS,2010,CZ08,2,1359.0
2006,NUTS,2010,CZ08,2,1407.0
2007,NUTS,2010,CZ08,2,1545.0
2008,NUTS,2010,CZ08,2,1692.0
2009,NUTS,2010,CZ08,2,1823.0
2010,NUTS,2010,CZ08,2,1892.0
2011,NUTS,2010,CZ08,2,2261.0
2012,NUTS,2010,CZ08,2,2346.0
2013,NUTS,2010,CZ08,2,2434.0
2014,NUTS,2010,CZ08,2,2863.0
2015,NUTS,2010,CZ08,2,2839.0
2016,NUTS,2010,CZ08,2,2869.0
2017,NUTS,2010,CZ08,2,3163.0
2018,NUTS,2010,CZ08,2,3263.0
2019,NUTS,2010,CZ08,2,2945.0
2020,NUTS,2010,CZ08,2,2982.0
2015,NUTS,2010,CZZ,1,0.0
2016,NUTS,2010,CZZ,1,0.0
2017,NUTS,2010,CZZ,1,0.0
2018,NUTS,2010,CZZ,1,0.0
2019,NUTS,2010,CZZ,1,0.0
2020,NUTS,2010,CZZ,1,0.0
2015,NUTS,2010,CZZZ,2,0.0
2016,NUTS,2010,CZZZ,2,0.0
2017,NUTS,2010,CZZZ,2,0.0
2018,NUTS,2010,CZZZ,2,0.0
2019,NUTS,2010,CZZZ,2,0.0
2020,NUTS,2010,CZZZ,2,0.0
1981,NUTS,2010,DE,0,242544.0
1983,NUTS,2010,DE,0,249478.0
1985,NUTS,2010,DE,0,275053.0
1987,NUTS,2010,DE,0,295332.0
1989,NUTS,2010,DE,0,296510.0
1991,NUTS,2010,DE,0,321756.0
1992,NUTS,2010,DE,0,306925.0
1993,NUTS,2010,DE,0,293774.0
1995,NUTS,2010,DE,0,283316.0
1996,NUTS,2010,DE,0,276794.0
1997,NUTS,2010,DE,0,286270.0
1998,NUTS,2010,DE,0,288090.0
1999,NUTS,2010,DE,0,306693.0
2000,NUTS,2010,DE,0,312490.0
2001,NUTS,2010,DE,0,307257.0
2002,NUTS,2010,DE,0,302600.0
2003,NUTS,2010,DE,0,298072.0
2004,NUTS,2010,DE,0,298549.0
2005,NUTS,2010,DE,0,304502.0
2006,NUTS,2010,DE,0,312145.0
2007,NUTS,2010,DE,0,321853.0
2008,NUTS,2010,DE,0,332909.0
2009,NUTS,2010,DE,0,332491.0
2010,NUTS,2010,DE,0,337211.0
2011,NUTS,2010,DE,0,357129.0
2012,NUTS,2010,DE,0,367478.0
2013,NUTS,2010,DE,0,360375.0
2014,NUTS,2010,DE,0,371706.0
2015,NUTS,2010,DE,0,404767.0
2016,NUTS,2010,DE,0,413027.0
2017,NUTS,2010,DE,0,436571.0
2018,NUTS,2010,DE,0,451057.0
2019,NUTS,2010,DE,0,475676.0
2020,NUTS,2010,DE,0,467444.0
1985,NUTS,2010,DE1,1,62694.0
1987,NUTS,2010,DE1,1,68363.0
1989,NUTS,2010,DE1,1,70622.0
1991,NUTS,2010,DE1,1,70553.0
1993,NUTS,2010,DE1,1,70445.0
1995,NUTS,2010,DE1,1,66025.0
1997,NUTS,2010,DE1,1,68271.0
1999,NUTS,2010,DE1,1,69854.0
2003,NUTS,2010,DE1,1,76456.0
2005,NUTS,2010,DE1,1,82376.0
2007,NUTS,2010,DE1,1,87629.0
2009,NUTS,2010,DE1,1,88581.0
2011,NUTS,2010,DE1,1,97548.0
2013,NUTS,2010,DE1,1,101811.0
2015,NUTS,2010,DE1,1,114018.0
2017,NUTS,2010,DE1,1,131871.0
2019,NUTS,2010,DE1,1,141679.0
1995,NUTS,2010,DE11,2,36143.0
1997,NUTS,2010,DE11,2,37456.0
1999,NUTS,2010,DE11,2,38362.0
2003,NUTS,2010,DE11,2,41351.0
2005,NUTS,2010,DE11,2,45510.0
2007,NUTS,2010,DE11,2,49140.0
2009,NUTS,2010,DE11,2,48643.0
2011,NUTS,2010,DE11,2,53709.0
2013,NUTS,2010,DE11,2,57530.0
2015,NUTS,2010,DE11,2,65702.0
2017,NUTS,2010,DE11,2,78148.0
2019,NUTS,2010,DE11,2,81910.0
1995,NUTS,2010,DE12,2,11512.0
1997,NUTS,2010,DE12,2,12857.0
1999,NUTS,2010,DE12,2,12907.0
2003,NUTS,2010,DE12,2,15699.0
2005,NUTS,2010,DE12,2,16155.0
2007,NUTS,2010,DE12,2,16861.0
2009,NUTS,2010,DE12,2,17260.0
2011,NUTS,2010,DE12,2,18572.0
2013,NUTS,2010,DE12,2,18292.0
2015,NUTS,2010,DE12,2,21047.0
2017,NUTS,2010,DE12,2,25229.0
2019,NUTS,2010,DE12,2,27472.0
1995,NUTS,2010,DE13,2,6529.0
1997,NUTS,2010,DE13,2,5950.0
1999,NUTS,2010,DE13,2,6122.0
2003,NUTS,2010,DE13,2,6916.0
2005,NUTS,2010,DE13,2,7958.0
2007,NUTS,2010,DE13,2,8863.0
2009,NUTS,2010,DE13,2,8444.0
2011,NUTS,2010,DE13,2,9526.0
2013,NUTS,2010,DE13,2,9327.0
2015,NUTS,2010,DE13,2,10088.0
2017,NUTS,2010,DE13,2,11020.0
2019,NUTS,2010,DE13,2,12404.0
1995,NUTS,2010,DE14,2,11841.0
1997,NUTS,2010,DE14,2,12008.0
1999,NUTS,2010,DE14,2,12463.0
2003,NUTS,2010,DE14,2,12490.0
2005,NUTS,2010,DE14,2,12753.0
2007,NUTS,2010,DE14,2,12766.0
2009,NUTS,2010,DE14,2,14235.0
2011,NUTS,2010,DE14,2,15740.0
2013,NUTS,2010,DE14,2,16661.0
2015,NUTS,2010,DE14,2,17181.0
2017,NUTS,2010,DE14,2,17475.0
2019,NUTS,2010,DE14,2,19894.0
1985,NUTS,2010,DE2,1,65725.0
1987,NUTS,2010,DE2,1,74507.0
1989,NUTS,2010,DE2,1,75284.0
1991,NUTS,2010,DE2,1,72821.0
1993,NUTS,2010,DE2,1,67835.0
1995,NUTS,2010,DE2,1,64684.0
1997,NUTS,2010,DE2,1,64288.0
1999,NUTS,2010,DE2,1,71757.0
2003,NUTS,2010,DE2,1,73360.0
2005,NUTS,2010,DE2,1,76061.0
2007,NUTS,2010,DE2,1,71684.0
2009,NUTS,2010,DE2,1,75514.0
2011,NUTS,2010,DE2,1,79043.0
2013,NUTS,2010,DE2,1,79531.0
2015,NUTS,2010,DE2,1,90752.0
2017,NUTS,2010,DE2,1,93961.0
2019,NUTS,2010,DE2,1,108051.0
1995,NUTS,2010,DE21,2,42427.0
1997,NUTS,2010,DE21,2,41661.0
1999,NUTS,2010,DE21,2,45240.0
2003,NUTS,2010,DE21,2,45126.0
2005,NUTS,2010,DE21,2,48242.0
2007,NUTS,2010,DE21,2,44068.0
2009,NUTS,2010,DE21,2,45995.0
2011,NUTS,2010,DE21,2,46693.0
2013,NUTS,2010,DE21,2,46795.0
2015,NUTS,2010,DE21,2,53444.0
2017,NUTS,2010,DE21,2,53004.0
2019,NUTS,2010,DE21,2,60591.0
1995,NUTS,2010,DE22,2,1020.0
1997,NUTS,2010,DE22,2,1084.0
1999,NUTS,2010,DE22,2,1145.0
2003,NUTS,2010,DE22,2,1394.0
2005,NUTS,2010,DE22,2,1156.0
2007,NUTS,2010,DE22,2,3084.0
2009,NUTS,2010,DE22,2,2945.0
2011,NUTS,2010,DE22,2,2712.0
2013,NUTS,2010,DE22,2,2824.0
2015,NUTS,2010,DE22,2,3313.0
2017,NUTS,2010,DE22,2,3646.0
2019,NUTS,2010,DE22,2,4661.0
1995,NUTS,2010,DE23,2,2098.0
1997,NUTS,2010,DE23,2,1935.0
1999,NUTS,2010,DE23,2,4091.0
2003,NUTS,2010,DE23,2,5511.0
2005,NUTS,2010,DE23,2,5196.0
2007,NUTS,2010,DE23,2,3256.0
2009,NUTS,2010,DE23,2,3845.0
2011,NUTS,2010,DE23,2,4146.0
2013,NUTS,2010,DE23,2,3583.0
2015,NUTS,2010,DE23,2,4327.0
2017,NUTS,2010,DE23,2,5518.0
2019,NUTS,2010,DE23,2,6652.0
1995,NUTS,2010,DE24,2,2156.0
1997,NUTS,2010,DE24,2,2005.0
1999,NUTS,2010,DE24,2,2315.0
2003,NUTS,2010,DE24,2,2557.0
2005,NUTS,2010,DE24,2,2224.0
2007,NUTS,2010,DE24,2,2697.0
2009,NUTS,2010,DE24,2,2815.0
2011,NUTS,2010,DE24,2,3258.0
2013,NUTS,2010,DE24,2,3287.0
2015,NUTS,2010,DE24,2,3531.0
2017,NUTS,2010,DE24,2,3939.0
2019,NUTS,2010,DE24,2,5986.0
1995,NUTS,2010,DE25,2,9154.0
1997,NUTS,2010,DE25,2,9748.0
1999,NUTS,2010,DE25,2,11109.0
2003,NUTS,2010,DE25,2,10195.0
2005,NUTS,2010,DE25,2,9724.0
2007,NUTS,2010,DE25,2,8490.0
2009,NUTS,2010,DE25,2,10269.0
2011,NUTS,2010,DE25,2,11030.0
2013,NUTS,2010,DE25,2,10896.0
2015,NUTS,2010,DE25,2,11437.0
2017,NUTS,2010,DE25,2,10998.0
2019,NUTS,2010,DE25,2,12819.0
1995,NUTS,2010,DE26,2,3385.0
1997,NUTS,2010,DE26,2,3560.0
1999,NUTS,2010,DE26,2,3686.0
2003,NUTS,2010,DE26,2,4375.0
2005,NUTS,2010,DE26,2,5163.0
2007,NUTS,2010,DE26,2,5045.0
2009,NUTS,2010,DE26,2,5006.0
2011,NUTS,2010,DE26,2,5718.0
2013,NUTS,2010,DE26,2,6072.0
2015,NUTS,2010,DE26,2,6362.0
2017,NUTS,2010,DE26,2,8579.0
2019,NUTS,2010,DE26,2,8984.0
1995,NUTS,2010,DE27,2,4444.0
1997,NUTS,2010,DE27,2,4295.0
1999,NUTS,2010,DE27,2,4173.0
2003,NUTS,2010,DE27,2,4202.0
2005,NUTS,2010,DE27,2,4357.0
2007,NUTS,2010,DE27,2,5043.0
2009,NUTS,2010,DE27,2,4639.0
2011,NUTS,2010,DE27,2,5486.0
2013,NUTS,2010,DE27,2,6073.0
2015,NUTS,2010,DE27,2,8338.0
2017,NUTS,2010,DE27,2,8277.0
2019,NUTS,2010,DE27,2,8358.0
1985,NUTS,2010,DE3,1,6520.0
1987,NUTS,2010,DE3,1,8099.0
1989,NUTS,2010,DE3,1,9018.0
1991,NUTS,2010,DE3,1,11925.0
1993,NUTS,2010,DE3,1,12375.0
1995,NUTS,2010,DE3,1,11076.0
1997,NUTS,2010,DE3,1,12708.0
1999,NUTS,2010,DE3,1,13471.0
2003,NUTS,2010,DE3,1,12330.0
2005,NUTS,2010,DE3,1,10698.0
2007,NUTS,2010,DE3,1,9654.0
2009,NUTS,2010,DE3,1,10760.0
2011,NUTS,2010,DE3,1,11340.0
2013,NUTS,2010,DE3,1,11408.0
2015,NUTS,2010,DE3,1,13332.0
2017,NUTS,2010,DE3,1,13252.0
2019,NUTS,2010,DE3,1,14258.0
1985,NUTS,2010,DE30,2,6520.0
1987,NUTS,2010,DE30,2,8099.0
1989,NUTS,2010,DE30,2,9018.0
1991,NUTS,2010,DE30,2,11925.0
1993,NUTS,2010,DE30,2,12375.0
1995,NUTS,2010,DE30,2,11076.0
1997,NUTS,2010,DE30,2,12708.0
1999,NUTS,2010,DE30,2,13471.0
2003,NUTS,2010,DE30,2,12330.0
2005,NUTS,2010,DE30,2,10698.0
2007,NUTS,2010,DE30,2,9654.0
2009,NUTS,2010,DE30,2,10760.0
2011,NUTS,2010,DE30,2,11340.0
2013,NUTS,2010,DE30,2,11408.0
2015,NUTS,2010,DE30,2,13332.0
2017,NUTS,2010,DE30,2,13252.0
2019,NUTS,2010,DE30,2,14258.0
1991,NUTS,2010,DE4,1,3411.0
1993,NUTS,2010,DE4,1,2664.0
1995,NUTS,2010,DE4,1,2821.0
1997,NUTS,2010,DE4,1,2860.0
1999,NUTS,2010,DE4,1,2837.0
2003,NUTS,2010,DE4,1,1616.0
2005,NUTS,2010,DE4,1,1620.0
2007,NUTS,2010,DE4,1,2064.0
2009,NUTS,2010,DE4,1,2106.0
2011,NUTS,2010,DE4,1,3229.0
2013,NUTS,2010,DE4,1,3091.0
2015,NUTS,2010,DE4,1,3667.0
2017,NUTS,2010,DE4,1,4379.0
2019,NUTS,2010,DE4,1,4685.0
1991,NUTS,2010,DE40,2,3411.0
1993,NUTS,2010,DE40,2,2664.0
1995,NUTS,2010,DE40,2,2821.0
1997,NUTS,2010,DE40,2,2860.0
1999,NUTS,2010,DE40,2,2837.0
2003,NUTS,2010,DE40,2,1615.0
2005,NUTS,2010,DE40,2,1620.0
2007,NUTS,2010,DE40,2,2064.0
2009,NUTS,2010,DE40,2,2106.0
2011,NUTS,2010,DE40,2,3229.0
2013,NUTS,2010,DE40,2,3091.0
2015,NUTS,2010,DE40,2,3667.0
2017,NUTS,2010,DE40,2,4379.0
2019,NUTS,2010,DE40,2,4685.0
1985,NUTS,2010,DE5,1,4069.0
1987,NUTS,2010,DE5,1,3012.0
1989,NUTS,2010,DE5,1,3587.0
1991,NUTS,2010,DE5,1,3050.0
1993,NUTS,2010,DE5,1,3693.0
1995,NUTS,2010,DE5,1,3477.0
1997,NUTS,2010,DE5,1,2490.0
1999,NUTS,2010,DE5,1,2252.0
2003,NUTS,2010,DE5,1,2482.0
2005,NUTS,2010,DE5,1,1824.0
2007,NUTS,2010,DE5,1,1881.0
2009,NUTS,2010,DE5,1,1838.0
2011,NUTS,2010,DE5,1,2082.0
2013,NUTS,2010,DE5,1,2208.0
2015,NUTS,2010,DE5,1,2520.0
2017,NUTS,2010,DE5,1,2539.0
2019,NUTS,2010,DE5,1,2970.0
1985,NUTS,2010,DE50,2,4069.0
1987,NUTS,2010,DE50,2,3012.0
1989,NUTS,2010,DE50,2,3587.0
1991,NUTS,2010,DE50,2,3050.0
1993,NUTS,2010,DE50,2,3693.0
1995,NUTS,2010,DE50,2,3477.0
1997,NUTS,2010,DE50,2,2490.0
1999,NUTS,2010,DE50,2,2252.0
2003,NUTS,2010,DE50,2,2482.0
2005,NUTS,2010,DE50,2,1824.0
2007,NUTS,2010,DE50,2,1881.0
2009,NUTS,2010,DE50,2,1838.0
2011,NUTS,2010,DE50,2,2082.0
2013,NUTS,2010,DE50,2,2208.0
2015,NUTS,2010,DE50,2,2520.0
2017,NUTS,2010,DE50,2,2539.0
2019,NUTS,2010,DE50,2,2970.0
1985,NUTS,2010,DE6,1,7742.0
1987,NUTS,2010,DE6,1,10053.0
1989,NUTS,2010,DE6,1,6087.0
1991,NUTS,2010,DE6,1,5678.0
1993,NUTS,2010,DE6,1,6652.0
1995,NUTS,2010,DE6,1,7312.0
1997,NUTS,2010,DE6,1,7358.0
1999,NUTS,2010,DE6,1,6146.0
2003,NUTS,2010,DE6,1,6091.0
2005,NUTS,2010,DE6,1,5984.0
2007,NUTS,2010,DE6,1,6519.0
2009,NUTS,2010,DE6,1,7113.0
2011,NUTS,2010,DE6,1,7130.0
2013,NUTS,2010,DE6,1,7409.0
2015,NUTS,2010,DE6,1,8312.0
2017,NUTS,2010,DE6,1,9895.0
2019,NUTS,2010,DE6,1,10075.0
1985,NUTS,2010,DE60,2,7742.0
1987,NUTS,2010,DE60,2,10053.0
1989,NUTS,2010,DE60,2,6087.0
1991,NUTS,2010,DE60,2,5678.0
1993,NUTS,2010,DE60,2,6652.0
1995,NUTS,2010,DE60,2,7312.0
1997,NUTS,2010,DE60,2,7358.0
1999,NUTS,2010,DE60,2,6146.0
2003,NUTS,2010,DE60,2,6091.0
2005,NUTS,2010,DE60,2,5984.0
2007,NUTS,2010,DE60,2,6519.0
2009,NUTS,2010,DE60,2,7113.0
2011,NUTS,2010,DE60,2,7130.0
2013,NUTS,2010,DE60,2,7409.0
2015,NUTS,2010,DE60,2,8312.0
2017,NUTS,2010,DE60,2,9895.0
2019,NUTS,2010,DE60,2,10075.0
1985,NUTS,2010,DE7,1,34068.0
1987,NUTS,2010,DE7,1,34730.0
1989,NUTS,2010,DE7,1,34643.0
1991,NUTS,2010,DE7,1,34160.0
1993,NUTS,2010,DE7,1,31245.0
1995,NUTS,2010,DE7,1,29549.0
1997,NUTS,2010,DE7,1,28637.0
1999,NUTS,2010,DE7,1,36294.0
2003,NUTS,2010,DE7,1,29964.0
2005,NUTS,2010,DE7,1,30147.0
2007,NUTS,2010,DE7,1,34520.0
2009,NUTS,2010,DE7,1,35366.0
2011,NUTS,2010,DE7,1,35774.0
2013,NUTS,2010,DE7,1,33954.0
2015,NUTS,2010,DE7,1,38890.0
2017,NUTS,2010,DE7,1,40201.0
2019,NUTS,2010,DE7,1,41815.0
1995,NUTS,2010,DE71,2,25615.0
1997,NUTS,2010,DE71,2,24769.0
1999,NUTS,2010,DE71,2,32964.0
2003,NUTS,2010,DE71,2,26068.0
2005,NUTS,2010,DE71,2,25536.0
2007,NUTS,2010,DE71,2,28765.0
2009,NUTS,2010,DE71,2,27949.0
2011,NUTS,2010,DE71,2,28279.0
2013,NUTS,2010,DE71,2,25514.0
2015,NUTS,2010,DE71,2,31183.0
2017,NUTS,2010,DE71,2,31783.0
2019,NUTS,2010,DE71,2,33478.0
1995,NUTS,2010,DE72,2,2515.0
1997,NUTS,2010,DE72,2,2348.0
1999,NUTS,2010,DE72,2,1860.0
2003,NUTS,2010,DE72,2,1967.0
2005,NUTS,2010,DE72,2,2300.0
2007,NUTS,2010,DE72,2,2934.0
2009,NUTS,2010,DE72,2,2931.0
2011,NUTS,2010,DE72,2,3085.0
2013,NUTS,2010,DE72,2,3491.0
2015,NUTS,2010,DE72,2,3556.0
2017,NUTS,2010,DE72,2,3865.0
2019,NUTS,2010,DE72,2,3958.0
1995,NUTS,2010,DE73,2,1419.0
1997,NUTS,2010,DE73,2,1520.0
1999,NUTS,2010,DE73,2,1470.0
2003,NUTS,2010,DE73,2,1929.0
2005,NUTS,2010,DE73,2,2311.0
2007,NUTS,2010,DE73,2,2821.0
2009,NUTS,2010,DE73,2,4485.0
2011,NUTS,2010,DE73,2,4409.0
2013,NUTS,2010,DE73,2,4950.0
2015,NUTS,2010,DE73,2,4151.0
