year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_pc_emp_hc_total_t
2017,NUTS,2010,UKH,1,0.9625
2018,NUTS,2010,UKH,1,0.9598
2011,NUTS,2010,UKH1,2,1.5843
2012,NUTS,2010,UKH1,2,1.6071
2013,NUTS,2010,UKH1,2,1.6478
2014,NUTS,2010,UKH1,2,1.6064
2015,NUTS,2010,UKH1,2,1.6074
2016,NUTS,2010,UKH1,2,1.6169
2017,NUTS,2010,UKH1,2,1.6284
2018,NUTS,2010,UKH1,2,1.618
2011,NUTS,2010,UKH2,2,0.7203
2012,NUTS,2010,UKH2,2,0.7108
2013,NUTS,2010,UKH2,2,0.6822
2014,NUTS,2010,UKH2,2,0.6752
2015,NUTS,2010,UKH2,2,0.6222
2016,NUTS,2010,UKH2,2,0.6311
2017,NUTS,2010,UKH2,2,0.6208
2018,NUTS,2010,UKH2,2,0.6331
2011,NUTS,2010,UKH3,2,0.4302
2012,NUTS,2010,UKH3,2,0.4409
2013,NUTS,2010,UKH3,2,0.396
2014,NUTS,2010,UKH3,2,0.4172
2015,NUTS,2010,UKH3,2,0.4244
2016,NUTS,2010,UKH3,2,0.4331
2017,NUTS,2010,UKH3,2,0.4152
2018,NUTS,2010,UKH3,2,0.4065
2011,NUTS,2010,UKI,1,1.8266
2012,NUTS,2010,UKI,1,1.8126
2013,NUTS,2010,UKI,1,1.6729
2014,NUTS,2010,UKI,1,1.639
2015,NUTS,2010,UKI,1,1.6192
2016,NUTS,2010,UKI,1,1.6134
2017,NUTS,2010,UKI,1,1.5493
2018,NUTS,2010,UKI,1,1.5276
2011,NUTS,2010,UKI3,2,9.8866
2012,NUTS,2010,UKI3,2,9.5155
2013,NUTS,2010,UKI3,2,9.0652
2014,NUTS,2010,UKI3,2,8.6591
2015,NUTS,2010,UKI3,2,8.4558
2016,NUTS,2010,UKI3,2,8.2603
2017,NUTS,2010,UKI3,2,8.5359
2018,NUTS,2010,UKI3,2,8.2301
2011,NUTS,2010,UKI4,2,0.906
2012,NUTS,2010,UKI4,2,0.8868
2013,NUTS,2010,UKI4,2,0.7932
2014,NUTS,2010,UKI4,2,0.778
2015,NUTS,2010,UKI4,2,0.8758
2016,NUTS,2010,UKI4,2,0.882
2017,NUTS,2010,UKI4,2,0.8158
2018,NUTS,2010,UKI4,2,0.8018
2011,NUTS,2010,UKI5,2,0.2371
2012,NUTS,2010,UKI5,2,0.2449
2013,NUTS,2010,UKI5,2,0.2395
2014,NUTS,2010,UKI5,2,0.2318
2015,NUTS,2010,UKI5,2,0.2115
2016,NUTS,2010,UKI5,2,0.2073
2017,NUTS,2010,UKI5,2,0.1941
2018,NUTS,2010,UKI5,2,0.1906
2011,NUTS,2010,UKI6,2,0.2448
2012,NUTS,2010,UKI6,2,0.243
2013,NUTS,2010,UKI6,2,0.2183
2014,NUTS,2010,UKI6,2,0.2264
2015,NUTS,2010,UKI6,2,0.2753
2016,NUTS,2010,UKI6,2,0.2766
2017,NUTS,2010,UKI6,2,0.2694
2018,NUTS,2010,UKI6,2,0.2719
2011,NUTS,2010,UKI7,2,0.6037
2012,NUTS,2010,UKI7,2,0.5984
2013,NUTS,2010,UKI7,2,0.5868
2014,NUTS,2010,UKI7,2,0.5668
2015,NUTS,2010,UKI7,2,0.5365
2016,NUTS,2010,UKI7,2,0.5392
2017,NUTS,2010,UKI7,2,0.5171
2018,NUTS,2010,UKI7,2,0.5126
2011,NUTS,2010,UKJ,1,1.0921
2012,NUTS,2010,UKJ,1,1.1105
2013,NUTS,2010,UKJ,1,1.1503
2014,NUTS,2010,UKJ,1,1.1515
2015,NUTS,2010,UKJ,1,1.1746
2016,NUTS,2010,UKJ,1,1.1797
2017,NUTS,2010,UKJ,1,1.1388
2018,NUTS,2010,UKJ,1,1.1616
2011,NUTS,2010,UKJ1,2,1.851
2012,NUTS,2010,UKJ1,2,1.8683
2013,NUTS,2010,UKJ1,2,1.9638
2014,NUTS,2010,UKJ1,2,1.9598
2015,NUTS,2010,UKJ1,2,2.0134
2016,NUTS,2010,UKJ1,2,2.0278
2017,NUTS,2010,UKJ1,2,1.986
2018,NUTS,2010,UKJ1,2,2.0072
2011,NUTS,2010,UKJ2,2,0.7858
2012,NUTS,2010,UKJ2,2,0.8
2013,NUTS,2010,UKJ2,2,0.7993
2014,NUTS,2010,UKJ2,2,0.8151
2015,NUTS,2010,UKJ2,2,0.797
2016,NUTS,2010,UKJ2,2,0.7854
2017,NUTS,2010,UKJ2,2,0.7575
2018,NUTS,2010,UKJ2,2,0.8021
2011,NUTS,2010,UKJ3,2,1.1649
2012,NUTS,2010,UKJ3,2,1.1882
2013,NUTS,2010,UKJ3,2,1.1612
2014,NUTS,2010,UKJ3,2,1.1443
2015,NUTS,2010,UKJ3,2,1.1967
2016,NUTS,2010,UKJ3,2,1.2132
2017,NUTS,2010,UKJ3,2,1.139
2018,NUTS,2010,UKJ3,2,1.1375
2011,NUTS,2010,UKJ4,2,0.4027
2012,NUTS,2010,UKJ4,2,0.4116
2013,NUTS,2010,UKJ4,2,0.5353
2014,NUTS,2010,UKJ4,2,0.5315
2015,NUTS,2010,UKJ4,2,0.5566
2016,NUTS,2010,UKJ4,2,0.5682
2017,NUTS,2010,UKJ4,2,0.5531
2018,NUTS,2010,UKJ4,2,0.5513
2011,NUTS,2010,UKK,1,0.8418
2012,NUTS,2010,UKK,1,0.8517
2013,NUTS,2010,UKK,1,0.8362
2014,NUTS,2010,UKK,1,0.833
2015,NUTS,2010,UKK,1,0.8254
2016,NUTS,2010,UKK,1,0.8377
2017,NUTS,2010,UKK,1,0.8417
2018,NUTS,2010,UKK,1,0.8393
2011,NUTS,2010,UKK1,2,1.1297
2012,NUTS,2010,UKK1,2,1.1385
2013,NUTS,2010,UKK1,2,1.1037
2014,NUTS,2010,UKK1,2,1.1075
2015,NUTS,2010,UKK1,2,1.0878
2016,NUTS,2010,UKK1,2,1.0907
2017,NUTS,2010,UKK1,2,1.0737
2018,NUTS,2010,UKK1,2,1.0558
2011,NUTS,2010,UKK2,2,0.209
2012,NUTS,2010,UKK2,2,0.2139
2013,NUTS,2010,UKK2,2,0.2184
2014,NUTS,2010,UKK2,2,0.2197
2015,NUTS,2010,UKK2,2,0.2692
2016,NUTS,2010,UKK2,2,0.284
2017,NUTS,2010,UKK2,2,0.2932
2018,NUTS,2010,UKK2,2,0.2961
2011,NUTS,2010,UKK3,2,0.1369
2012,NUTS,2010,UKK3,2,0.1356
2013,NUTS,2010,UKK3,2,0.1135
2014,NUTS,2010,UKK3,2,0.1103
2015,NUTS,2010,UKK3,2,0.1148
2016,NUTS,2010,UKK3,2,0.1098
2017,NUTS,2010,UKK3,2,0.1202
2018,NUTS,2010,UKK3,2,0.1201
2011,NUTS,2010,UKK4,2,1.2333
2012,NUTS,2010,UKK4,2,1.2533
2013,NUTS,2010,UKK4,2,1.303
2014,NUTS,2010,UKK4,2,1.2847
2015,NUTS,2010,UKK4,2,1.1937
2016,NUTS,2010,UKK4,2,1.2257
2017,NUTS,2010,UKK4,2,1.2526
2018,NUTS,2010,UKK4,2,1.2712
2011,NUTS,2010,UKL,1,1.1259
2012,NUTS,2010,UKL,1,1.1481
2013,NUTS,2010,UKL,1,1.0973
2014,NUTS,2010,UKL,1,1.1343
2015,NUTS,2010,UKL,1,1.0743
2016,NUTS,2010,UKL,1,1.0635
2017,NUTS,2010,UKL,1,1.0664
2018,NUTS,2010,UKL,1,1.0441
2011,NUTS,2010,UKL1,2,0.9058
2012,NUTS,2010,UKL1,2,0.9129
2013,NUTS,2010,UKL1,2,0.9468
2014,NUTS,2010,UKL1,2,0.9791
2015,NUTS,2010,UKL1,2,0.8937
2016,NUTS,2010,UKL1,2,0.8774
2017,NUTS,2010,UKL1,2,0.9112
2018,NUTS,2010,UKL1,2,0.8925
2011,NUTS,2010,UKL2,2,1.4695
2012,NUTS,2010,UKL2,2,1.5267
2013,NUTS,2010,UKL2,2,1.3366
2014,NUTS,2010,UKL2,2,1.3809
2015,NUTS,2010,UKL2,2,1.3713
2016,NUTS,2010,UKL2,2,1.3769
2017,NUTS,2010,UKL2,2,1.3089
2018,NUTS,2010,UKL2,2,1.2809
2011,NUTS,2010,UKM,1,1.4761
2012,NUTS,2010,UKM,1,1.5078
2013,NUTS,2010,UKM,1,1.6077
2014,NUTS,2010,UKM,1,1.6109
2015,NUTS,2010,UKM,1,1.6245
2016,NUTS,2010,UKM,1,1.657
2017,NUTS,2010,UKM,1,1.6348
2018,NUTS,2010,UKM,1,1.6493
2012,NUTS,2010,UKM2,2,2.1874
2013,NUTS,2010,UKM2,2,2.3976
2014,NUTS,2010,UKM2,2,2.4182
2015,NUTS,2010,UKM2,2,2.3955
2016,NUTS,2010,UKM2,2,2.451
2012,NUTS,2010,UKM3,2,1.2422
2013,NUTS,2010,UKM3,2,1.3049
2014,NUTS,2010,UKM3,2,1.3126
2015,NUTS,2010,UKM3,2,1.3861
2016,NUTS,2010,UKM3,2,1.3824
2012,NUTS,2010,UKM5,2,1.5112
2013,NUTS,2010,UKM5,2,1.5701
2014,NUTS,2010,UKM5,2,1.5032
2015,NUTS,2010,UKM5,2,1.4508
2016,NUTS,2010,UKM5,2,1.5336
2017,NUTS,2010,UKM5,2,1.4146
2018,NUTS,2010,UKM5,2,1.4708
2012,NUTS,2010,UKM6,2,0.0693
2013,NUTS,2010,UKM6,2,0.0779
2014,NUTS,2010,UKM6,2,0.0819
2015,NUTS,2010,UKM6,2,0.0706
2016,NUTS,2010,UKM6,2,0.0769
2017,NUTS,2010,UKM6,2,0.0939
2018,NUTS,2010,UKM6,2,0.0946
2014,NUTS,2010,UKM7,2,2.5735
2015,NUTS,2010,UKM7,2,2.5312
2016,NUTS,2010,UKM7,2,2.5653
2017,NUTS,2010,UKM7,2,2.5454
2018,NUTS,2010,UKM7,2,2.4955
2014,NUTS,2010,UKM8,2,1.9805
2015,NUTS,2010,UKM8,2,2.01
2016,NUTS,2010,UKM8,2,1.9932
2017,NUTS,2010,UKM8,2,2.0085
2018,NUTS,2010,UKM8,2,1.9944
2014,NUTS,2010,UKM9,2,0.0
2015,NUTS,2010,UKM9,2,0.0
2016,NUTS,2010,UKM9,2,0.0
2017,NUTS,2010,UKM9,2,0.0
2018,NUTS,2010,UKM9,2,0.0
2011,NUTS,2010,UKN,1,0.8373
2012,NUTS,2010,UKN,1,0.8536
2013,NUTS,2010,UKN,1,0.7109
2014,NUTS,2010,UKN,1,0.7143
2015,NUTS,2010,UKN,1,0.7333
2016,NUTS,2010,UKN,1,0.7308
2017,NUTS,2010,UKN,1,0.7699
2018,NUTS,2010,UKN,1,0.7624
2011,NUTS,2010,UKN0,2,0.8373
2012,NUTS,2010,UKN0,2,0.8536
2013,NUTS,2010,UKN0,2,0.7109
2014,NUTS,2010,UKN0,2,0.7143
2015,NUTS,2010,UKN0,2,0.7333
2016,NUTS,2010,UKN0,2,0.7308
2017,NUTS,2010,UKN0,2,0.7699
2018,NUTS,2010,UKN0,2,0.7624
