year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_pc_emp_hc_total_f
2012,NUTS,2010,FI,0,2.3068
2013,NUTS,2010,FI,0,2.261
2014,NUTS,2010,FI,0,2.2505
2015,NUTS,2010,FI,0,2.2175
2016,NUTS,2010,FI,0,2.1447
2017,NUTS,2010,FI,0,2.1906
2018,NUTS,2010,FI,0,2.2173
2019,NUTS,2010,FI,0,2.2678
2011,NUTS,2010,FR,0,1.2333
2012,NUTS,2010,FR,0,1.2674
2013,NUTS,2010,FR,0,1.2891
2014,NUTS,2010,FR,0,1.3623
2016,NUTS,2010,FR,0,1.4956
2017,NUTS,2010,FR,0,1.5373
2011,NUTS,2010,HR,0,1.2208
2012,NUTS,2010,HR,0,1.228
2013,NUTS,2010,HR,0,1.2304
2014,NUTS,2010,HR,0,1.1773
2015,NUTS,2010,HR,0,1.2224
2016,NUTS,2010,HR,0,1.3079
2017,NUTS,2010,HR,0,1.3566
2018,NUTS,2010,HR,0,1.4196
2019,NUTS,2010,HR,0,1.5546
2020,NUTS,2010,HR,0,1.6805
2011,NUTS,2010,HR0,1,1.1871
2012,NUTS,2010,HR0,1,1.1991
2014,NUTS,2010,HR0,1,1.1591
2015,NUTS,2010,HR0,1,1.2031
2016,NUTS,2010,HR0,1,1.2921
2017,NUTS,2010,HR0,1,1.3402
2018,NUTS,2010,HR0,1,1.4011
2019,NUTS,2010,HR0,1,1.5288
2020,NUTS,2010,HR0,1,1.6587
2011,NUTS,2010,HR03,2,0.9
2012,NUTS,2010,HR03,2,0.9042
2014,NUTS,2010,HR03,2,0.8212
2015,NUTS,2010,HR03,2,0.8034
2016,NUTS,2010,HR03,2,0.8789
2017,NUTS,2010,HR03,2,0.9333
2018,NUTS,2010,HR03,2,0.9752
2019,NUTS,2010,HR03,2,1.1531
2020,NUTS,2010,HR03,2,1.2413
2011,NUTS,2010,HR04,2,1.3186
2012,NUTS,2010,HR04,2,1.338
2014,NUTS,2010,HR04,2,1.3278
2015,NUTS,2010,HR04,2,1.401
2016,NUTS,2010,HR04,2,1.4864
2017,NUTS,2010,HR04,2,1.5377
2018,NUTS,2010,HR04,2,1.6052
2019,NUTS,2010,HR04,2,1.7066
2011,NUTS,2010,HU,0,1.1921
2012,NUTS,2010,HU,0,1.1726
2013,NUTS,2010,HU,0,1.1757
2014,NUTS,2010,HU,0,1.099
2015,NUTS,2010,HU,0,1.0771
2016,NUTS,2010,HU,0,0.9944
2017,NUTS,2010,HU,0,1.0759
2018,NUTS,2010,HU,0,1.2255
2019,NUTS,2010,HU,0,1.4139
2011,NUTS,2010,HU1,1,2.2092
2012,NUTS,2010,HU1,1,2.0705
2013,NUTS,2010,HU1,1,2.1019
2014,NUTS,2010,HU1,1,2.019
2015,NUTS,2010,HU1,1,2.051
2016,NUTS,2010,HU1,1,1.8193
2017,NUTS,2010,HU1,1,1.9979
2018,NUTS,2010,HU1,1,2.3607
2019,NUTS,2010,HU1,1,2.6933
2011,NUTS,2010,HU10,2,2.2092
2012,NUTS,2010,HU10,2,2.0705
2013,NUTS,2010,HU10,2,2.1019
2014,NUTS,2010,HU10,2,2.019
2015,NUTS,2010,HU10,2,2.051
2016,NUTS,2010,HU10,2,1.8193
2017,NUTS,2010,HU11,2,2.9199
2018,NUTS,2010,HU11,2,3.5335
2019,NUTS,2010,HU11,2,4.174
2017,NUTS,2010,HU12,2,0.553
2018,NUTS,2010,HU12,2,0.6011
2019,NUTS,2010,HU12,2,0.5611
2011,NUTS,2010,HU2,1,0.6224
2012,NUTS,2010,HU2,1,0.6616
2013,NUTS,2010,HU2,1,0.6515
2014,NUTS,2010,HU2,1,0.5735
2015,NUTS,2010,HU2,1,0.5456
2016,NUTS,2010,HU2,1,0.5212
2017,NUTS,2010,HU2,1,0.6122
2018,NUTS,2010,HU2,1,0.6882
2019,NUTS,2010,HU2,1,0.7526
2011,NUTS,2010,HU21,2,0.4515
2012,NUTS,2010,HU21,2,0.6361
2013,NUTS,2010,HU21,2,0.5726
2014,NUTS,2010,HU21,2,0.5178
2015,NUTS,2010,HU21,2,0.4998
2016,NUTS,2010,HU21,2,0.4869
2017,NUTS,2010,HU21,2,0.4735
2018,NUTS,2010,HU21,2,0.5189
2019,NUTS,2010,HU21,2,0.5925
2011,NUTS,2010,HU22,2,0.5719
2012,NUTS,2010,HU22,2,0.4566
2013,NUTS,2010,HU22,2,0.5182
2014,NUTS,2010,HU22,2,0.4446
2015,NUTS,2010,HU22,2,0.3907
2016,NUTS,2010,HU22,2,0.3671
2017,NUTS,2010,HU22,2,0.4258
2018,NUTS,2010,HU22,2,0.5275
2019,NUTS,2010,HU22,2,0.5913
2011,NUTS,2010,HU23,2,0.912
2012,NUTS,2010,HU23,2,0.9588
2013,NUTS,2010,HU23,2,0.9083
2014,NUTS,2010,HU23,2,0.795
2015,NUTS,2010,HU23,2,0.7934
2016,NUTS,2010,HU23,2,0.7478
2017,NUTS,2010,HU23,2,1.023
2018,NUTS,2010,HU23,2,1.1068
2019,NUTS,2010,HU23,2,1.1707
2011,NUTS,2010,HU3,1,1.0032
2012,NUTS,2010,HU3,1,0.9933
2013,NUTS,2010,HU3,1,0.9962
2014,NUTS,2010,HU3,1,0.8856
2015,NUTS,2010,HU3,1,0.8178
2016,NUTS,2010,HU3,1,0.7923
2017,NUTS,2010,HU3,1,0.7885
2018,NUTS,2010,HU3,1,0.8434
2019,NUTS,2010,HU3,1,0.988
2011,NUTS,2010,HU31,2,0.5171
2012,NUTS,2010,HU31,2,0.4787
2013,NUTS,2010,HU31,2,0.5338
2014,NUTS,2010,HU31,2,0.4141
2015,NUTS,2010,HU31,2,0.3878
2016,NUTS,2010,HU31,2,0.356
2017,NUTS,2010,HU31,2,0.3763
2018,NUTS,2010,HU31,2,0.4012
2019,NUTS,2010,HU31,2,0.5226
2011,NUTS,2010,HU32,2,1.0545
2012,NUTS,2010,HU32,2,1.0808
2013,NUTS,2010,HU32,2,1.0004
2014,NUTS,2010,HU32,2,0.927
2015,NUTS,2010,HU32,2,0.8628
2016,NUTS,2010,HU32,2,0.8469
2017,NUTS,2010,HU32,2,0.8377
2018,NUTS,2010,HU32,2,0.8412
2019,NUTS,2010,HU32,2,0.9276
2011,NUTS,2010,HU33,2,1.3533
2012,NUTS,2010,HU33,2,1.3228
2013,NUTS,2010,HU33,2,1.3752
2014,NUTS,2010,HU33,2,1.2372
2015,NUTS,2010,HU33,2,1.1332
2016,NUTS,2010,HU33,2,1.0953
2017,NUTS,2010,HU33,2,1.0825
2018,NUTS,2010,HU33,2,1.2344
2019,NUTS,2010,HU33,2,1.4466
2011,NUTS,2010,IE,0,1.4818
2012,NUTS,2010,IE,0,1.261
2013,NUTS,2010,IE,0,1.8859
2015,NUTS,2010,IE,0,1.7385
2017,NUTS,2010,IE,0,1.8425
2019,NUTS,2010,IE,0,1.7785
2011,NUTS,2010,IE0,1,1.4552
2013,NUTS,2010,IE0,1,1.5343
2017,NUTS,2010,IE0,1,1.7498
2011,NUTS,2010,IE01,2,0.9766
2013,NUTS,2010,IE01,2,0.9636
2017,NUTS,2010,IE01,2,2.8786
2011,NUTS,2010,IE02,2,1.6152
2013,NUTS,2010,IE02,2,1.7245
2017,NUTS,2010,IE02,2,1.5917
2011,NUTS,2010,IS,0,2.5052
2015,NUTS,2010,IS,0,2.9476
2016,NUTS,2010,IS,0,3.1729
2017,NUTS,2010,IS,0,2.9872
2018,NUTS,2010,IS,0,2.9193
2011,NUTS,2010,IT,0,1.3702
2012,NUTS,2010,IT,0,1.4315
2013,NUTS,2010,IT,0,1.4584
2014,NUTS,2010,IT,0,1.4339
2015,NUTS,2010,IT,0,1.5008
2016,NUTS,2010,IT,0,1.5668
2017,NUTS,2010,IT,0,1.6574
2018,NUTS,2010,IT,0,1.7669
2019,NUTS,2010,IT,0,1.8441
2011,NUTS,2010,ITC,1,1.3257
2012,NUTS,2010,ITC,1,1.3822
2013,NUTS,2010,ITC,1,1.3209
2014,NUTS,2010,ITC,1,1.2963
2015,NUTS,2010,ITC,1,1.3694
2016,NUTS,2010,ITC,1,1.463
2017,NUTS,2010,ITC,1,1.5313
2018,NUTS,2010,ITC,1,1.6642
2019,NUTS,2010,ITC,1,1.7347
2011,NUTS,2010,ITC1,2,0.9994
2012,NUTS,2010,ITC1,2,1.1231
2013,NUTS,2010,ITC1,2,1.2055
2014,NUTS,2010,ITC1,2,1.1577
2015,NUTS,2010,ITC1,2,1.3058
2016,NUTS,2010,ITC1,2,1.2812
2017,NUTS,2010,ITC1,2,1.3484
2018,NUTS,2010,ITC1,2,1.4664
2019,NUTS,2010,ITC1,2,1.4983
2011,NUTS,2010,ITC2,2,0.6349
2012,NUTS,2010,ITC2,2,0.6181
2013,NUTS,2010,ITC2,2,0.6574
2014,NUTS,2010,ITC2,2,0.4802
2015,NUTS,2010,ITC2,2,0.5059
2016,NUTS,2010,ITC2,2,0.623
2017,NUTS,2010,ITC2,2,0.7686
2018,NUTS,2010,ITC2,2,0.6977
2019,NUTS,2010,ITC2,2,0.6486
2011,NUTS,2010,ITC3,2,1.5471
2012,NUTS,2010,ITC3,2,1.5767
2013,NUTS,2010,ITC3,2,1.3754
2014,NUTS,2010,ITC3,2,1.2881
2015,NUTS,2010,ITC3,2,1.3511
2016,NUTS,2010,ITC3,2,1.4226
2017,NUTS,2010,ITC3,2,1.4379
2018,NUTS,2010,ITC3,2,1.4245
2019,NUTS,2010,ITC3,2,1.5937
2011,NUTS,2010,ITC4,2,1.4512
2012,NUTS,2010,ITC4,2,1.4796
2013,NUTS,2010,ITC4,2,1.3712
2014,NUTS,2010,ITC4,2,1.3676
2015,NUTS,2010,ITC4,2,1.4116
2016,NUTS,2010,ITC4,2,1.5592
2017,NUTS,2010,ITC4,2,1.6324
2018,NUTS,2010,ITC4,2,1.7942
2019,NUTS,2010,ITC4,2,1.8672
2011,NUTS,2010,ITF,1,1.1077
2012,NUTS,2010,ITF,1,1.1353
2013,NUTS,2010,ITF,1,1.2201
2014,NUTS,2010,ITF,1,1.2537
2017,NUTS,2010,ITF,1,1.3639
2018,NUTS,2010,ITF,1,1.4435
2019,NUTS,2010,ITF,1,1.5457
2011,NUTS,2010,ITF1,2,0.9688
2012,NUTS,2010,ITF1,2,0.9653
2013,NUTS,2010,ITF1,2,1.0771
2014,NUTS,2010,ITF1,2,1.0326
2015,NUTS,2010,ITF1,2,1.118
2016,NUTS,2010,ITF1,2,1.117
2017,NUTS,2010,ITF1,2,1.2101
2018,NUTS,2010,ITF1,2,1.2298
2019,NUTS,2010,ITF1,2,1.2324
2012,NUTS,2010,ITF2,2,0.8507
2013,NUTS,2010,ITF2,2,1.0556
2014,NUTS,2010,ITF2,2,1.0175
2017,NUTS,2010,ITF2,2,1.2028
2018,NUTS,2010,ITF2,2,1.3687
2019,NUTS,2010,ITF2,2,1.3653
2011,NUTS,2010,ITF3,2,1.4871
2012,NUTS,2010,ITF3,2,1.4861
2013,NUTS,2010,ITF3,2,1.5073
2014,NUTS,2010,ITF3,2,1.605
2015,NUTS,2010,ITF3,2,1.6406
2016,NUTS,2010,ITF3,2,1.6077
2017,NUTS,2010,ITF3,2,1.6492
2018,NUTS,2010,ITF3,2,1.8022
2019,NUTS,2010,ITF3,2,1.9795
2011,NUTS,2010,ITF4,2,1.0573
2012,NUTS,2010,ITF4,2,1.0971
2013,NUTS,2010,ITF4,2,1.1701
2014,NUTS,2010,ITF4,2,1.1836
2015,NUTS,2010,ITF4,2,1.2161
2016,NUTS,2010,ITF4,2,1.2104
2017,NUTS,2010,ITF4,2,1.2868
2018,NUTS,2010,ITF4,2,1.2938
2019,NUTS,2010,ITF4,2,1.3952
2012,NUTS,2010,ITF5,2,0.7736
2013,NUTS,2010,ITF5,2,0.7072
2014,NUTS,2010,ITF5,2,0.7407
2015,NUTS,2010,ITF5,2,0.8159
2017,NUTS,2010,ITF5,2,0.8205
2018,NUTS,2010,ITF5,2,0.8629
2019,NUTS,2010,ITF5,2,0.88
2011,NUTS,2010,ITF6,2,0.5831
2012,NUTS,2010,ITF6,2,0.6193
2013,NUTS,2010,ITF6,2,0.8397
2014,NUTS,2010,ITF6,2,0.8383
2015,NUTS,2010,ITF6,2,0.9415
2016,NUTS,2010,ITF6,2,0.8615
2017,NUTS,2010,ITF6,2,1.0644
2018,NUTS,2010,ITF6,2,1.1467
2019,NUTS,2010,ITF6,2,1.1823
2011,NUTS,2010,ITG,1,1.1876
2012,NUTS,2010,ITG,1,1.1745
2013,NUTS,2010,ITG,1,1.2834
2014,NUTS,2010,ITG,1,1.2845
2015,NUTS,2010,ITG,1,1.2583
2016,NUTS,2010,ITG,1,1.1503
2017,NUTS,2010,ITG,1,1.1633
2018,NUTS,2010,ITG,1,1.1971
2019,NUTS,2010,ITG,1,1.2924
2011,NUTS,2010,ITG1,2,1.2132
2012,NUTS,2010,ITG1,2,1.1883
2013,NUTS,2010,ITG1,2,1.2786
2014,NUTS,2010,ITG1,2,1.3121
2015,NUTS,2010,ITG1,2,1.2543
2016,NUTS,2010,ITG1,2,1.2029
2017,NUTS,2010,ITG1,2,1.2082
2018,NUTS,2010,ITG1,2,1.3009
2019,NUTS,2010,ITG1,2,1.4321
2011,NUTS,2010,ITG2,2,1.1347
2012,NUTS,2010,ITG2,2,1.1465
2013,NUTS,2010,ITG2,2,1.2933
2014,NUTS,2010,ITG2,2,1.2274
2015,NUTS,2010,ITG2,2,1.2664
2016,NUTS,2010,ITG2,2,1.0418
2017,NUTS,2010,ITG2,2,1.0673
2018,NUTS,2010,ITG2,2,0.9894
2019,NUTS,2010,ITG2,2,1.0196
2011,NUTS,2010,ITH,1,1.3221
2012,NUTS,2010,ITH,1,1.4171
2013,NUTS,2010,ITH,1,1.4639
2014,NUTS,2010,ITH,1,1.4184
2015,NUTS,2010,ITH,1,1.4959
2016,NUTS,2010,ITH,1,1.6408
2017,NUTS,2010,ITH,1,1.7788
2018,NUTS,2010,ITH,1,1.8929
2019,NUTS,2010,ITH,1,1.8783
2011,NUTS,2010,ITH1,2,0.6023
2012,NUTS,2010,ITH1,2,0.597
2013,NUTS,2010,ITH1,2,0.6111
2014,NUTS,2010,ITH1,2,0.5234
2015,NUTS,2010,ITH1,2,0.6498
2016,NUTS,2010,ITH1,2,0.7728
2017,NUTS,2010,ITH1,2,0.8235
2018,NUTS,2010,ITH1,2,0.9065
2019,NUTS,2010,ITH1,2,0.928
2011,NUTS,2010,ITH2,2,1.6836
2012,NUTS,2010,ITH2,2,1.7984
2013,NUTS,2010,ITH2,2,2.0101
2014,NUTS,2010,ITH2,2,1.9941
2015,NUTS,2010,ITH2,2,2.0848
2016,NUTS,2010,ITH2,2,1.9961
2017,NUTS,2010,ITH2,2,2.1749
2018,NUTS,2010,ITH2,2,2.2591
2019,NUTS,2010,ITH2,2,2.2328
2011,NUTS,2010,ITH3,2,1.1582
2012,NUTS,2010,ITH3,2,1.2304
2013,NUTS,2010,ITH3,2,1.2543
2014,NUTS,2010,ITH3,2,1.1879
2015,NUTS,2010,ITH3,2,1.2889
2016,NUTS,2010,ITH3,2,1.4722
2017,NUTS,2010,ITH3,2,1.5866
2018,NUTS,2010,ITH3,2,1.7263
2019,NUTS,2010,ITH3,2,1.7353
2011,NUTS,2010,ITH4,2,1.2802
2012,NUTS,2010,ITH4,2,1.3617
2013,NUTS,2010,ITH4,2,1.3522
2014,NUTS,2010,ITH4,2,1.42
2015,NUTS,2010,ITH4,2,1.4652
2016,NUTS,2010,ITH4,2,1.4355
2017,NUTS,2010,ITH4,2,1.603
2018,NUTS,2010,ITH4,2,1.6497
2019,NUTS,2010,ITH4,2,1.6674
2011,NUTS,2010,ITH5,2,1.5449
2012,NUTS,2010,ITH5,2,1.6773
2013,NUTS,2010,ITH5,2,1.7453
2014,NUTS,2010,ITH5,2,1.701
2015,NUTS,2010,ITH5,2,1.7483
2016,NUTS,2010,ITH5,2,1.9265
2017,NUTS,2010,ITH5,2,2.0926
2018,NUTS,2010,ITH5,2,2.2106
2019,NUTS,2010,ITH5,2,2.1551
2011,NUTS,2010,ITI,1,1.6434
2012,NUTS,2010,ITI,1,1.7071
2013,NUTS,2010,ITI,1,1.7359
2014,NUTS,2010,ITI,1,1.6696
2017,NUTS,2010,ITI,1,1.8794
2018,NUTS,2010,ITI,1,1.9719
2019,NUTS,2010,ITI,1,2.0976
2011,NUTS,2010,ITI1,2,1.4216
2012,NUTS,2010,ITI1,2,1.5169
2013,NUTS,2010,ITI1,2,1.5528
2014,NUTS,2010,ITI1,2,1.4911
2015,NUTS,2010,ITI1,2,1.5381
2016,NUTS,2010,ITI1,2,1.6251
2017,NUTS,2010,ITI1,2,1.7495
2018,NUTS,2010,ITI1,2,1.8943
2019,NUTS,2010,ITI1,2,1.9866
2011,NUTS,2010,ITI2,2,1.2477
2012,NUTS,2010,ITI2,2,1.3182
2013,NUTS,2010,ITI2,2,1.2934
2014,NUTS,2010,ITI2,2,1.4038
2017,NUTS,2010,ITI2,2,1.3904
2018,NUTS,2010,ITI2,2,1.5724
2019,NUTS,2010,ITI2,2,1.564
2011,NUTS,2010,ITI3,2,0.8807
2012,NUTS,2010,ITI3,2,0.9339
2013,NUTS,2010,ITI3,2,1.0078
2014,NUTS,2010,ITI3,2,1.0273
2015,NUTS,2010,ITI3,2,1.0406
2016,NUTS,2010,ITI3,2,1.1621
2017,NUTS,2010,ITI3,2,1.3743
2018,NUTS,2010,ITI3,2,1.3243
2019,NUTS,2010,ITI3,2,1.3886
2011,NUTS,2010,ITI4,2,2.0907
2012,NUTS,2010,ITI4,2,2.1261
2013,NUTS,2010,ITI4,2,2.1393
2014,NUTS,2010,ITI4,2,2.0053
2015,NUTS,2010,ITI4,2,2.1177
2016,NUTS,2010,ITI4,2,2.1599
2017,NUTS,2010,ITI4,2,2.1726
2018,NUTS,2010,ITI4,2,2.2576
2019,NUTS,2010,ITI4,2,2.4456
2011,NUTS,2010,KR,0,1.1969
2012,NUTS,2010,KR,0,1.2525
2013,NUTS,2010,KR,0,1.2471
2011,NUTS,2010,LT,0,1.9085
2012,NUTS,2010,LT,0,1.8847
2013,NUTS,2010,LT,0,1.8978
2014,NUTS,2010,LT,0,1.9279
2015,NUTS,2010,LT,0,1.7265
2016,NUTS,2010,LT,0,1.7583
2017,NUTS,2010,LT,0,1.7894
2018,NUTS,2010,LT,0,1.8221
2019,NUTS,2010,LT,0,1.8356
2015,NUTS,2010,LT01,2,2.8241
2016,NUTS,2010,LT01,2,2.6701
2017,NUTS,2010,LT01,2,2.5609
2018,NUTS,2010,LT01,2,2.6132
2019,NUTS,2010,LT01,2,2.662
2015,NUTS,2010,LT02,2,1.1707
2016,NUTS,2010,LT02,2,1.2466
2017,NUTS,2010,LT02,2,1.3124
2018,NUTS,2010,LT02,2,1.327
2019,NUTS,2010,LT02,2,1.335
2011,NUTS,2010,LU,0,1.5969
2013,NUTS,2010,LU,0,1.3448
2014,NUTS,2010,LU,0,1.0688
2015,NUTS,2010,LU,0,1.4706
2017,NUTS,2010,LU,0,1.4406
2019,NUTS,2010,LU,0,1.4667
2011,NUTS,2010,LV,0,1.2538
2012,NUTS,2010,LV,0,1.3667
2013,NUTS,2010,LV,0,1.2522
2015,NUTS,2010,LV,0,1.3819
2016,NUTS,2010,LV,0,1.3812
2017,NUTS,2010,LV,0,1.4351
2018,NUTS,2010,LV,0,1.4785
2019,NUTS,2010,LV,0,1.5436
2011,NUTS,2010,ME,0,1.3671
2013,NUTS,2010,ME,0,1.3767
2014,NUTS,2010,ME,0,1.2823
2015,NUTS,2010,ME,0,1.2061
2017,NUTS,2010,ME,0,1.2394
2018,NUTS,2010,ME,0,1.2873
2019,NUTS,2010,ME,0,1.2314
2011,NUTS,2010,MK,0,0.4941
2012,NUTS,2010,MK,0,0.6063
2015,NUTS,2010,MK,0,0.776
2016,NUTS,2010,MK,0,0.8032
2017,NUTS,2010,MK,0,0.7368
2018,NUTS,2010,MK,0,0.7394
2019,NUTS,2010,MK,0,0.6754
2011,NUTS,2010,MT,0,1.0552
2012,NUTS,2010,MT,0,1.1375
2013,NUTS,2010,MT,0,1.0333
2014,NUTS,2010,MT,0,0.977
2015,NUTS,2010,MT,0,0.9934
2016,NUTS,2010,MT,0,0.9395
2017,NUTS,2010,MT,0,0.9874
2018,NUTS,2010,MT,0,0.9271
2019,NUTS,2010,MT,0,0.9089
2011,NUTS,2010,NL,0,1.1317
2012,NUTS,2010,NL,0,1.2478
2013,NUTS,2010,NL,0,1.3087
2014,NUTS,2010,NL,0,1.3396
2015,NUTS,2010,NL,0,1.3672
2016,NUTS,2010,NL,0,1.4306
2017,NUTS,2010,NL,0,1.424
2018,NUTS,2010,NL,0,1.4677
2019,NUTS,2010,NL,0,1.55
2011,NUTS,2010,NL1,1,0.9331
2012,NUTS,2010,NL1,1,0.8588
2011,NUTS,2010,NL11,2,1.5806
2012,NUTS,2010,NL11,2,1.6331
2011,NUTS,2010,NL12,2,0.4438
2012,NUTS,2010,NL12,2,0.4708
2011,NUTS,2010,NL13,2,0.7916
2012,NUTS,2010,NL13,2,0.4387
2011,NUTS,2010,NL2,1,1.0364
2012,NUTS,2010,NL2,1,1.216
2011,NUTS,2010,NL21,2,0.8311
2012,NUTS,2010,NL21,2,0.9814
2011,NUTS,2010,NL22,2,1.2031
2012,NUTS,2010,NL22,2,1.4082
2011,NUTS,2010,NL23,2,0.7694
2012,NUTS,2010,NL23,2,0.9036
2011,NUTS,2010,NL3,1,1.2929
2012,NUTS,2010,NL3,1,1.399
2011,NUTS,2010,NL31,2,1.3881
2012,NUTS,2010,NL31,2,1.6186
2011,NUTS,2010,NL32,2,1.4884
2012,NUTS,2010,NL32,2,1.6352
2011,NUTS,2010,NL33,2,1.1936
2012,NUTS,2010,NL33,2,1.2386
2011,NUTS,2010,NL34,2,0.3647
2012,NUTS,2010,NL34,2,0.2718
2011,NUTS,2010,NL4,1,1.0347
2012,NUTS,2010,NL4,1,1.1987
2011,NUTS,2010,NL41,2,1.0352
2012,NUTS,2010,NL41,2,1.2567
2011,NUTS,2010,NL42,2,1.0336
2012,NUTS,2010,NL42,2,1.066
2011,NUTS,2010,NO,0,2.1476
2012,NUTS,2010,NO,0,2.1521
2013,NUTS,2010,NO,0,2.2472
2014,NUTS,2010,NO,0,2.346
2015,NUTS,2010,NO,0,2.4701
2016,NUTS,2010,NO,0,2.5724
2017,NUTS,2010,NO,0,2.7548
2018,NUTS,2010,NO,0,2.8135
2019,NUTS,2010,NO,0,2.8355
2011,NUTS,2010,NO0,1,2.0946
2012,NUTS,2010,NO0,1,2.0955
2013,NUTS,2010,NO0,1,2.1878
2014,NUTS,2010,NO0,1,2.2818
2011,NUTS,2010,NO01,2,3.6467
2012,NUTS,2010,NO01,2,3.5861
2013,NUTS,2010,NO01,2,3.6637
2014,NUTS,2010,NO01,2,3.788
2011,NUTS,2010,NO02,2,0.6954
2012,NUTS,2010,NO02,2,0.6663
2013,NUTS,2010,NO02,2,0.771
2014,NUTS,2010,NO02,2,0.8082
2011,NUTS,2010,NO03,2,0.8289
2012,NUTS,2010,NO03,2,0.8366
2013,NUTS,2010,NO03,2,0.9048
2014,NUTS,2010,NO03,2,0.986
2011,NUTS,2010,NO04,2,0.9558
2012,NUTS,2010,NO04,2,0.9894
2013,NUTS,2010,NO04,2,1.0163
2014,NUTS,2010,NO04,2,1.1002
2011,NUTS,2010,NO05,2,1.9582
2012,NUTS,2010,NO05,2,1.9843
2013,NUTS,2010,NO05,2,2.0552
2014,NUTS,2010,NO05,2,2.2781
2011,NUTS,2010,NO06,2,3.7859
2012,NUTS,2010,NO06,2,3.802
2013,NUTS,2010,NO06,2,4.1419
2014,NUTS,2010,NO06,2,3.7933
2011,NUTS,2010,NO07,2,2.0148
2012,NUTS,2010,NO07,2,2.1552
2013,NUTS,2010,NO07,2,2.1873
2014,NUTS,2010,NO07,2,2.3076
2011,NUTS,2010,PL,0,0.8219
2012,NUTS,2010,PL,0,0.8404
2013,NUTS,2010,PL,0,0.8691
2014,NUTS,2010,PL,0,0.8821
2015,NUTS,2010,PL,0,0.8804
2016,NUTS,2010,PL,0,0.9478
2017,NUTS,2010,PL,0,1.3292
2018,NUTS,2010,PL,0,1.4424
2019,NUTS,2010,PL,0,1.475
2011,NUTS,2010,PL1,1,1.6853
2012,NUTS,2010,PL1,1,1.6887
2013,NUTS,2010,PL1,1,1.1709
2014,NUTS,2010,PL1,1,1.147
2015,NUTS,2010,PL1,1,1.1295
2011,NUTS,2010,PL11,2,0.7081
2012,NUTS,2010,PL11,2,0.822
2013,NUTS,2010,PL11,2,0.7194
2014,NUTS,2010,PL11,2,0.704
2015,NUTS,2010,PL11,2,0.7457
2011,NUTS,2010,PL12,2,1.3322
2012,NUTS,2010,PL12,2,1.2903
2013,NUTS,2010,PL12,2,1.4017
2014,NUTS,2010,PL12,2,1.3614
2015,NUTS,2010,PL12,2,1.303
2011,NUTS,2010,PL2,1,0.7462
2012,NUTS,2010,PL2,1,0.8053
2013,NUTS,2010,PL2,1,0.8063
2014,NUTS,2010,PL2,1,0.8342
2015,NUTS,2010,PL2,1,0.8931
2016,NUTS,2010,PL2,1,0.8828
2017,NUTS,2010,PL2,1,1.2465
2018,NUTS,2010,PL2,1,1.3718
2019,NUTS,2010,PL2,1,1.4784
2011,NUTS,2010,PL21,2,0.9976
2012,NUTS,2010,PL21,2,1.1396
2013,NUTS,2010,PL21,2,1.1315
2014,NUTS,2010,PL21,2,1.1827
2015,NUTS,2010,PL21,2,1.2843
2016,NUTS,2010,PL21,2,1.2595
2017,NUTS,2010,PL21,2,1.8831
2018,NUTS,2010,PL21,2,1.9764
2019,NUTS,2010,PL21,2,1.9855
2011,NUTS,2010,PL22,2,0.5672
2012,NUTS,2010,PL22,2,0.5749
2013,NUTS,2010,PL22,2,0.5816
2014,NUTS,2010,PL22,2,0.5874
2015,NUTS,2010,PL22,2,0.613
2016,NUTS,2010,PL22,2,0.6065
2017,NUTS,2010,PL22,2,0.7694
2018,NUTS,2010,PL22,2,0.9117
2019,NUTS,2010,PL22,2,1.0925
2011,NUTS,2010,PL3,1,0.5514
2012,NUTS,2010,PL3,1,0.5713
2013,NUTS,2010,PL3,1,0.6194
2014,NUTS,2010,PL3,1,0.6281
2015,NUTS,2010,PL3,1,0.6205
2011,NUTS,2010,PL31,2,0.7386
2012,NUTS,2010,PL31,2,0.863
2013,NUTS,2010,PL31,2,0.8206
2014,NUTS,2010,PL31,2,0.8287
2015,NUTS,2010,PL31,2,0.7962
2011,NUTS,2010,PL32,2,0.5202
2012,NUTS,2010,PL32,2,0.557
2013,NUTS,2010,PL32,2,0.6109
2014,NUTS,2010,PL32,2,0.6545
2015,NUTS,2010,PL32,2,0.6437
2012,NUTS,2010,PL33,2,0.081
2013,NUTS,2010,PL33,2,0.2546
2014,NUTS,2010,PL33,2,0.2569
2015,NUTS,2010,PL33,2,0.268
2012,NUTS,2010,PL34,2,0.5904
2013,NUTS,2010,PL34,2,0.6408
2014,NUTS,2010,PL34,2,0.613
2015,NUTS,2010,PL34,2,0.6303
2011,NUTS,2010,PL4,1,0.8159
2012,NUTS,2010,PL4,1,0.7847
2013,NUTS,2010,PL4,1,0.7884
2014,NUTS,2010,PL4,1,0.838
2015,NUTS,2010,PL4,1,0.8539
2016,NUTS,2010,PL4,1,0.7206
2017,NUTS,2010,PL4,1,0.948
2018,NUTS,2010,PL4,1,1.0687
2019,NUTS,2010,PL4,1,0.9766
2011,NUTS,2010,PL41,2,1.0916
2012,NUTS,2010,PL41,2,1.0123
2013,NUTS,2010,PL41,2,1.0348
2014,NUTS,2010,PL41,2,1.1102
2015,NUTS,2010,PL41,2,1.1326
2016,NUTS,2010,PL41,2,0.9289
