year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_pc_pop_hrste
2012,NUTS,2010,DE8,1,25.3
2013,NUTS,2010,DE8,1,25.1
2014,NUTS,2010,DE8,1,23.4
2015,NUTS,2010,DE8,1,24.5
2016,NUTS,2010,DE8,1,24.9
2017,NUTS,2010,DE8,1,26.1
2018,NUTS,2010,DE8,1,25.1
2019,NUTS,2010,DE8,1,25.1
2020,NUTS,2010,DE8,1,26.9
1999,NUTS,2010,DE80,2,23.3
2000,NUTS,2010,DE80,2,22.4
2001,NUTS,2010,DE80,2,23.1
2002,NUTS,2010,DE80,2,21.4
2003,NUTS,2010,DE80,2,22.1
2004,NUTS,2010,DE80,2,23.9
2005,NUTS,2010,DE80,2,22.2
2006,NUTS,2010,DE80,2,22.5
2007,NUTS,2010,DE80,2,22.0
2008,NUTS,2010,DE80,2,23.6
2009,NUTS,2010,DE80,2,24.1
2010,NUTS,2010,DE80,2,24.7
2011,NUTS,2010,DE80,2,25.5
2012,NUTS,2010,DE80,2,25.3
2013,NUTS,2010,DE80,2,25.1
2014,NUTS,2010,DE80,2,23.4
2015,NUTS,2010,DE80,2,24.5
2016,NUTS,2010,DE80,2,24.9
2017,NUTS,2010,DE80,2,26.1
2018,NUTS,2010,DE80,2,25.1
2019,NUTS,2010,DE80,2,25.1
2020,NUTS,2010,DE80,2,26.9
1999,NUTS,2010,DE9,1,14.7
2000,NUTS,2010,DE9,1,15.3
2001,NUTS,2010,DE9,1,15.1
2002,NUTS,2010,DE9,1,14.6
2003,NUTS,2010,DE9,1,15.5
2004,NUTS,2010,DE9,1,16.6
2005,NUTS,2010,DE9,1,15.9
2006,NUTS,2010,DE9,1,16.3
2007,NUTS,2010,DE9,1,16.2
2008,NUTS,2010,DE9,1,17.0
2009,NUTS,2010,DE9,1,17.9
2010,NUTS,2010,DE9,1,18.5
2011,NUTS,2010,DE9,1,19.4
2012,NUTS,2010,DE9,1,20.0
2013,NUTS,2010,DE9,1,20.5
2014,NUTS,2010,DE9,1,19.3
2015,NUTS,2010,DE9,1,20.1
2016,NUTS,2010,DE9,1,19.5
2017,NUTS,2010,DE9,1,20.4
2018,NUTS,2010,DE9,1,21.4
2019,NUTS,2010,DE9,1,22.3
2020,NUTS,2010,DE9,1,23.7
1999,NUTS,2010,DE91,2,15.3
2000,NUTS,2010,DE91,2,15.3
2001,NUTS,2010,DE91,2,14.4
2002,NUTS,2010,DE91,2,14.6
2003,NUTS,2010,DE91,2,15.5
2004,NUTS,2010,DE91,2,15.8
2005,NUTS,2010,DE91,2,16.2
2006,NUTS,2010,DE91,2,17.5
2007,NUTS,2010,DE91,2,17.4
2008,NUTS,2010,DE91,2,17.5
2009,NUTS,2010,DE91,2,17.3
2010,NUTS,2010,DE91,2,17.9
2011,NUTS,2010,DE91,2,19.4
2012,NUTS,2010,DE91,2,20.6
2013,NUTS,2010,DE91,2,21.2
2014,NUTS,2010,DE91,2,20.8
2015,NUTS,2010,DE91,2,21.9
2016,NUTS,2010,DE91,2,21.1
2017,NUTS,2010,DE91,2,23.0
2018,NUTS,2010,DE91,2,24.3
2019,NUTS,2010,DE91,2,25.0
2020,NUTS,2010,DE91,2,27.1
1999,NUTS,2010,DE92,2,16.0
2000,NUTS,2010,DE92,2,17.5
2001,NUTS,2010,DE92,2,16.0
2002,NUTS,2010,DE92,2,14.9
2003,NUTS,2010,DE92,2,17.2
2004,NUTS,2010,DE92,2,19.0
2005,NUTS,2010,DE92,2,18.9
2006,NUTS,2010,DE92,2,18.2
2007,NUTS,2010,DE92,2,18.1
2008,NUTS,2010,DE92,2,18.7
2009,NUTS,2010,DE92,2,20.1
2010,NUTS,2010,DE92,2,21.3
2011,NUTS,2010,DE92,2,21.4
2012,NUTS,2010,DE92,2,21.9
2013,NUTS,2010,DE92,2,22.4
2014,NUTS,2010,DE92,2,21.2
2015,NUTS,2010,DE92,2,21.9
2016,NUTS,2010,DE92,2,21.5
2017,NUTS,2010,DE92,2,22.0
2018,NUTS,2010,DE92,2,23.4
2019,NUTS,2010,DE92,2,24.5
2020,NUTS,2010,DE92,2,24.8
1999,NUTS,2010,DE93,2,15.0
2000,NUTS,2010,DE93,2,15.6
2001,NUTS,2010,DE93,2,16.6
2002,NUTS,2010,DE93,2,16.6
2003,NUTS,2010,DE93,2,15.6
2004,NUTS,2010,DE93,2,16.5
2005,NUTS,2010,DE93,2,14.6
2006,NUTS,2010,DE93,2,15.1
2007,NUTS,2010,DE93,2,14.7
2008,NUTS,2010,DE93,2,15.7
2009,NUTS,2010,DE93,2,16.8
2010,NUTS,2010,DE93,2,17.7
2011,NUTS,2010,DE93,2,19.3
2012,NUTS,2010,DE93,2,19.2
2013,NUTS,2010,DE93,2,19.7
2014,NUTS,2010,DE93,2,18.3
2015,NUTS,2010,DE93,2,19.6
2016,NUTS,2010,DE93,2,19.5
2017,NUTS,2010,DE93,2,20.2
2018,NUTS,2010,DE93,2,20.7
2019,NUTS,2010,DE93,2,20.9
2020,NUTS,2010,DE93,2,22.5
1999,NUTS,2010,DE94,2,13.0
2000,NUTS,2010,DE94,2,13.3
2001,NUTS,2010,DE94,2,13.8
2002,NUTS,2010,DE94,2,12.9
2003,NUTS,2010,DE94,2,14.0
2004,NUTS,2010,DE94,2,15.0
2005,NUTS,2010,DE94,2,14.0
2006,NUTS,2010,DE94,2,14.6
2007,NUTS,2010,DE94,2,14.8
2008,NUTS,2010,DE94,2,15.9
2009,NUTS,2010,DE94,2,17.1
2010,NUTS,2010,DE94,2,16.9
2011,NUTS,2010,DE94,2,17.6
2012,NUTS,2010,DE94,2,18.7
2013,NUTS,2010,DE94,2,19.0
2014,NUTS,2010,DE94,2,17.3
2015,NUTS,2010,DE94,2,17.8
2016,NUTS,2010,DE94,2,16.8
2017,NUTS,2010,DE94,2,17.4
2018,NUTS,2010,DE94,2,18.4
2019,NUTS,2010,DE94,2,19.8
2020,NUTS,2010,DE94,2,21.2
1999,NUTS,2010,DEA,1,14.9
2000,NUTS,2010,DEA,1,14.9
2001,NUTS,2010,DEA,1,15.3
2002,NUTS,2010,DEA,1,14.8
2003,NUTS,2010,DEA,1,16.0
2004,NUTS,2010,DEA,1,16.1
2005,NUTS,2010,DEA,1,17.0
2006,NUTS,2010,DEA,1,16.1
2007,NUTS,2010,DEA,1,16.8
2008,NUTS,2010,DEA,1,17.8
2009,NUTS,2010,DEA,1,18.7
2010,NUTS,2010,DEA,1,18.8
2011,NUTS,2010,DEA,1,19.7
2012,NUTS,2010,DEA,1,20.4
2013,NUTS,2010,DEA,1,20.8
2014,NUTS,2010,DEA,1,19.9
2015,NUTS,2010,DEA,1,20.7
2016,NUTS,2010,DEA,1,22.0
2017,NUTS,2010,DEA,1,21.9
2018,NUTS,2010,DEA,1,22.0
2019,NUTS,2010,DEA,1,22.6
2020,NUTS,2010,DEA,1,24.2
1999,NUTS,2010,DEA1,2,15.1
2000,NUTS,2010,DEA1,2,14.7
2001,NUTS,2010,DEA1,2,15.2
2002,NUTS,2010,DEA1,2,14.4
2003,NUTS,2010,DEA1,2,15.2
2004,NUTS,2010,DEA1,2,15.7
2005,NUTS,2010,DEA1,2,16.4
2006,NUTS,2010,DEA1,2,15.6
2007,NUTS,2010,DEA1,2,16.7
2008,NUTS,2010,DEA1,2,17.8
2009,NUTS,2010,DEA1,2,19.0
2010,NUTS,2010,DEA1,2,19.1
2011,NUTS,2010,DEA1,2,19.9
2012,NUTS,2010,DEA1,2,20.8
2013,NUTS,2010,DEA1,2,20.7
2014,NUTS,2010,DEA1,2,20.0
2015,NUTS,2010,DEA1,2,20.8
2016,NUTS,2010,DEA1,2,22.5
2017,NUTS,2010,DEA1,2,22.2
2018,NUTS,2010,DEA1,2,22.1
2019,NUTS,2010,DEA1,2,22.7
2020,NUTS,2010,DEA1,2,24.6
1999,NUTS,2010,DEA2,2,18.0
2000,NUTS,2010,DEA2,2,17.1
2001,NUTS,2010,DEA2,2,17.7
2002,NUTS,2010,DEA2,2,17.7
2003,NUTS,2010,DEA2,2,19.2
2004,NUTS,2010,DEA2,2,18.8
2005,NUTS,2010,DEA2,2,21.0
2006,NUTS,2010,DEA2,2,20.3
2007,NUTS,2010,DEA2,2,21.0
2008,NUTS,2010,DEA2,2,21.5
2009,NUTS,2010,DEA2,2,22.4
2010,NUTS,2010,DEA2,2,22.4
2011,NUTS,2010,DEA2,2,23.0
2012,NUTS,2010,DEA2,2,23.8
2013,NUTS,2010,DEA2,2,24.1
2014,NUTS,2010,DEA2,2,23.6
2015,NUTS,2010,DEA2,2,23.9
2016,NUTS,2010,DEA2,2,25.6
2017,NUTS,2010,DEA2,2,25.6
2018,NUTS,2010,DEA2,2,25.8
2019,NUTS,2010,DEA2,2,26.2
2020,NUTS,2010,DEA2,2,27.4
1999,NUTS,2010,DEA3,2,13.4
2000,NUTS,2010,DEA3,2,14.7
2001,NUTS,2010,DEA3,2,13.4
2002,NUTS,2010,DEA3,2,15.1
2003,NUTS,2010,DEA3,2,15.4
2004,NUTS,2010,DEA3,2,15.7
2005,NUTS,2010,DEA3,2,15.5
2006,NUTS,2010,DEA3,2,14.8
2007,NUTS,2010,DEA3,2,16.1
2008,NUTS,2010,DEA3,2,16.8
2009,NUTS,2010,DEA3,2,17.5
2010,NUTS,2010,DEA3,2,17.9
2011,NUTS,2010,DEA3,2,19.0
2012,NUTS,2010,DEA3,2,19.3
2013,NUTS,2010,DEA3,2,20.3
2014,NUTS,2010,DEA3,2,18.8
2015,NUTS,2010,DEA3,2,19.9
2016,NUTS,2010,DEA3,2,20.5
2017,NUTS,2010,DEA3,2,20.3
2018,NUTS,2010,DEA3,2,20.5
2019,NUTS,2010,DEA3,2,21.7
2020,NUTS,2010,DEA3,2,23.1
1999,NUTS,2010,DEA4,2,13.3
2000,NUTS,2010,DEA4,2,13.9
2001,NUTS,2010,DEA4,2,16.4
2002,NUTS,2010,DEA4,2,13.3
2003,NUTS,2010,DEA4,2,14.7
2004,NUTS,2010,DEA4,2,15.7
2005,NUTS,2010,DEA4,2,16.3
2006,NUTS,2010,DEA4,2,15.1
2007,NUTS,2010,DEA4,2,14.6
2008,NUTS,2010,DEA4,2,16.1
2009,NUTS,2010,DEA4,2,16.3
2010,NUTS,2010,DEA4,2,16.3
2011,NUTS,2010,DEA4,2,17.1
2012,NUTS,2010,DEA4,2,18.4
2013,NUTS,2010,DEA4,2,19.0
2014,NUTS,2010,DEA4,2,17.8
2015,NUTS,2010,DEA4,2,18.3
2016,NUTS,2010,DEA4,2,19.4
2017,NUTS,2010,DEA4,2,19.4
2018,NUTS,2010,DEA4,2,20.0
2019,NUTS,2010,DEA4,2,20.5
2020,NUTS,2010,DEA4,2,21.7
1999,NUTS,2010,DEA5,2,13.2
2000,NUTS,2010,DEA5,2,13.4
2001,NUTS,2010,DEA5,2,13.5
2002,NUTS,2010,DEA5,2,12.3
2003,NUTS,2010,DEA5,2,14.6
2004,NUTS,2010,DEA5,2,14.1
2005,NUTS,2010,DEA5,2,14.4
2006,NUTS,2010,DEA5,2,13.4
2007,NUTS,2010,DEA5,2,13.8
2008,NUTS,2010,DEA5,2,15.2
2009,NUTS,2010,DEA5,2,16.1
2010,NUTS,2010,DEA5,2,16.1
2011,NUTS,2010,DEA5,2,17.2
2012,NUTS,2010,DEA5,2,17.8
2013,NUTS,2010,DEA5,2,18.3
2014,NUTS,2010,DEA5,2,17.4
2015,NUTS,2010,DEA5,2,18.3
2016,NUTS,2010,DEA5,2,19.1
2017,NUTS,2010,DEA5,2,19.2
2018,NUTS,2010,DEA5,2,19.4
2019,NUTS,2010,DEA5,2,19.9
2020,NUTS,2010,DEA5,2,21.9
1999,NUTS,2010,DEB,1,15.4
2000,NUTS,2010,DEB,1,16.3
2001,NUTS,2010,DEB,1,16.3
2002,NUTS,2010,DEB,1,15.9
2003,NUTS,2010,DEB,1,16.9
2004,NUTS,2010,DEB,1,18.6
2005,NUTS,2010,DEB,1,17.0
2006,NUTS,2010,DEB,1,16.9
2007,NUTS,2010,DEB,1,17.4
2008,NUTS,2010,DEB,1,18.5
2009,NUTS,2010,DEB,1,18.9
2010,NUTS,2010,DEB,1,19.7
2011,NUTS,2010,DEB,1,21.0
2012,NUTS,2010,DEB,1,21.7
2013,NUTS,2010,DEB,1,21.9
2014,NUTS,2010,DEB,1,20.8
2015,NUTS,2010,DEB,1,21.3
2016,NUTS,2010,DEB,1,21.7
2017,NUTS,2010,DEB,1,22.0
2018,NUTS,2010,DEB,1,23.0
2019,NUTS,2010,DEB,1,24.1
2020,NUTS,2010,DEB,1,26.0
1999,NUTS,2010,DEB1,2,14.9
2002,NUTS,2010,DEB1,2,15.0
2003,NUTS,2010,DEB1,2,15.1
2004,NUTS,2010,DEB1,2,16.5
2005,NUTS,2010,DEB1,2,14.7
2006,NUTS,2010,DEB1,2,15.0
2007,NUTS,2010,DEB1,2,15.0
2008,NUTS,2010,DEB1,2,15.5
2009,NUTS,2010,DEB1,2,15.9
2010,NUTS,2010,DEB1,2,16.9
2011,NUTS,2010,DEB1,2,18.5
2012,NUTS,2010,DEB1,2,19.4
2013,NUTS,2010,DEB1,2,18.8
2014,NUTS,2010,DEB1,2,18.4
2015,NUTS,2010,DEB1,2,18.9
2016,NUTS,2010,DEB1,2,19.8
2017,NUTS,2010,DEB1,2,20.6
2018,NUTS,2010,DEB1,2,21.7
2019,NUTS,2010,DEB1,2,22.4
2020,NUTS,2010,DEB1,2,23.2
1999,NUTS,2010,DEB2,2,14.3
2002,NUTS,2010,DEB2,2,15.3
2003,NUTS,2010,DEB2,2,15.4
2004,NUTS,2010,DEB2,2,17.8
2005,NUTS,2010,DEB2,2,16.8
2006,NUTS,2010,DEB2,2,15.9
2007,NUTS,2010,DEB2,2,17.4
2008,NUTS,2010,DEB2,2,18.4
2009,NUTS,2010,DEB2,2,20.1
2010,NUTS,2010,DEB2,2,19.8
2011,NUTS,2010,DEB2,2,21.5
2012,NUTS,2010,DEB2,2,22.9
2013,NUTS,2010,DEB2,2,22.6
2014,NUTS,2010,DEB2,2,21.3
2015,NUTS,2010,DEB2,2,20.9
2016,NUTS,2010,DEB2,2,21.5
2017,NUTS,2010,DEB2,2,22.8
2018,NUTS,2010,DEB2,2,23.5
2019,NUTS,2010,DEB2,2,24.8
2020,NUTS,2010,DEB2,2,26.9
1999,NUTS,2010,DEB3,2,16.1
2002,NUTS,2010,DEB3,2,16.8
2003,NUTS,2010,DEB3,2,18.7
2004,NUTS,2010,DEB3,2,20.4
2005,NUTS,2010,DEB3,2,18.9
2006,NUTS,2010,DEB3,2,18.6
2007,NUTS,2010,DEB3,2,19.1
2008,NUTS,2010,DEB3,2,20.7
2009,NUTS,2010,DEB3,2,20.7
2010,NUTS,2010,DEB3,2,21.7
2011,NUTS,2010,DEB3,2,22.7
2012,NUTS,2010,DEB3,2,23.1
2013,NUTS,2010,DEB3,2,24.0
2014,NUTS,2010,DEB3,2,22.3
2015,NUTS,2010,DEB3,2,23.3
2016,NUTS,2010,DEB3,2,23.1
2017,NUTS,2010,DEB3,2,22.9
2018,NUTS,2010,DEB3,2,23.9
2019,NUTS,2010,DEB3,2,25.2
2020,NUTS,2010,DEB3,2,27.6
1999,NUTS,2010,DEC,1,13.2
2000,NUTS,2010,DEC,1,13.8
2001,NUTS,2010,DEC,1,13.0
2002,NUTS,2010,DEC,1,13.0
2003,NUTS,2010,DEC,1,13.5
2004,NUTS,2010,DEC,1,14.5
2005,NUTS,2010,DEC,1,15.1
2006,NUTS,2010,DEC,1,12.9
2007,NUTS,2010,DEC,1,12.6
2008,NUTS,2010,DEC,1,14.9
2009,NUTS,2010,DEC,1,16.1
2010,NUTS,2010,DEC,1,17.4
2011,NUTS,2010,DEC,1,18.2
2012,NUTS,2010,DEC,1,19.0
2013,NUTS,2010,DEC,1,19.0
2014,NUTS,2010,DEC,1,17.0
2015,NUTS,2010,DEC,1,16.9
2016,NUTS,2010,DEC,1,19.5
2017,NUTS,2010,DEC,1,19.3
2018,NUTS,2010,DEC,1,21.2
2019,NUTS,2010,DEC,1,21.7
2020,NUTS,2010,DEC,1,23.2
1999,NUTS,2010,DEC0,2,13.2
2000,NUTS,2010,DEC0,2,13.8
2001,NUTS,2010,DEC0,2,13.0
2002,NUTS,2010,DEC0,2,13.0
2003,NUTS,2010,DEC0,2,13.5
2004,NUTS,2010,DEC0,2,14.5
2005,NUTS,2010,DEC0,2,15.1
2006,NUTS,2010,DEC0,2,12.9
2007,NUTS,2010,DEC0,2,12.6
2008,NUTS,2010,DEC0,2,14.9
2009,NUTS,2010,DEC0,2,16.1
2010,NUTS,2010,DEC0,2,17.4
2011,NUTS,2010,DEC0,2,18.2
2012,NUTS,2010,DEC0,2,19.0
2013,NUTS,2010,DEC0,2,19.0
2014,NUTS,2010,DEC0,2,17.0
2015,NUTS,2010,DEC0,2,16.9
2016,NUTS,2010,DEC0,2,19.5
2017,NUTS,2010,DEC0,2,19.3
2018,NUTS,2010,DEC0,2,21.2
2019,NUTS,2010,DEC0,2,21.7
2020,NUTS,2010,DEC0,2,23.2
1999,NUTS,2010,DED,1,25.1
2000,NUTS,2010,DED,1,25.3
2001,NUTS,2010,DED,1,24.3
2002,NUTS,2010,DED,1,23.8
2003,NUTS,2010,DED,1,25.5
2004,NUTS,2010,DED,1,26.6
2005,NUTS,2010,DED,1,27.7
2006,NUTS,2010,DED,1,27.3
2007,NUTS,2010,DED,1,27.7
2008,NUTS,2010,DED,1,28.4
2009,NUTS,2010,DED,1,28.8
2010,NUTS,2010,DED,1,29.3
2011,NUTS,2010,DED,1,29.0
2012,NUTS,2010,DED,1,28.9
2013,NUTS,2010,DED,1,30.5
2014,NUTS,2010,DED,1,26.9
2015,NUTS,2010,DED,1,27.3
2016,NUTS,2010,DED,1,27.0
2017,NUTS,2010,DED,1,27.1
2018,NUTS,2010,DED,1,27.9
2019,NUTS,2010,DED,1,27.9
2020,NUTS,2010,DED,1,28.6
2000,NUTS,2010,DED2,2,27.1
2001,NUTS,2010,DED2,2,25.8
2002,NUTS,2010,DED2,2,25.1
2003,NUTS,2010,DED2,2,26.3
2004,NUTS,2010,DED2,2,26.8
2005,NUTS,2010,DED2,2,28.3
2006,NUTS,2010,DED2,2,27.7
2007,NUTS,2010,DED2,2,28.3
2008,NUTS,2010,DED2,2,29.2
2009,NUTS,2010,DED2,2,29.5
2010,NUTS,2010,DED2,2,30.1
2011,NUTS,2010,DED2,2,30.4
2012,NUTS,2010,DED2,2,30.7
2013,NUTS,2010,DED2,2,31.7
2014,NUTS,2010,DED2,2,29.2
2015,NUTS,2010,DED2,2,29.3
2016,NUTS,2010,DED2,2,29.7
2017,NUTS,2010,DED2,2,29.6
2018,NUTS,2010,DED2,2,30.3
2019,NUTS,2010,DED2,2,29.0
2020,NUTS,2010,DED2,2,29.1
2005,NUTS,2010,DED4,2,25.9
2006,NUTS,2010,DED4,2,25.8
2007,NUTS,2010,DED4,2,25.3
2008,NUTS,2010,DED4,2,26.6
2009,NUTS,2010,DED4,2,26.5
2010,NUTS,2010,DED4,2,26.7
2011,NUTS,2010,DED4,2,26.4
2012,NUTS,2010,DED4,2,25.6
2013,NUTS,2010,DED4,2,27.9
2014,NUTS,2010,DED4,2,23.9
2015,NUTS,2010,DED4,2,24.5
2016,NUTS,2010,DED4,2,22.9
2017,NUTS,2010,DED4,2,22.8
2018,NUTS,2010,DED4,2,23.6
2019,NUTS,2010,DED4,2,24.2
2020,NUTS,2010,DED4,2,24.9
2005,NUTS,2010,DED5,2,29.6
2006,NUTS,2010,DED5,2,28.9
2007,NUTS,2010,DED5,2,30.4
2008,NUTS,2010,DED5,2,30.0
2009,NUTS,2010,DED5,2,31.0
2010,NUTS,2010,DED5,2,31.8
2011,NUTS,2010,DED5,2,30.8
2012,NUTS,2010,DED5,2,31.0
2013,NUTS,2010,DED5,2,32.1
2014,NUTS,2010,DED5,2,27.4
2015,NUTS,2010,DED5,2,28.3
2016,NUTS,2010,DED5,2,28.8
2017,NUTS,2010,DED5,2,29.3
2018,NUTS,2010,DED5,2,30.0
2019,NUTS,2010,DED5,2,31.2
2020,NUTS,2010,DED5,2,33.0
1999,NUTS,2010,DEE,1,21.9
2000,NUTS,2010,DEE,1,21.7
2001,NUTS,2010,DEE,1,20.9
2002,NUTS,2010,DEE,1,20.5
2003,NUTS,2010,DEE,1,20.2
2004,NUTS,2010,DEE,1,21.3
2005,NUTS,2010,DEE,1,21.2
2006,NUTS,2010,DEE,1,19.9
2007,NUTS,2010,DEE,1,20.0
2008,NUTS,2010,DEE,1,21.3
2009,NUTS,2010,DEE,1,22.0
2010,NUTS,2010,DEE,1,22.8
2011,NUTS,2010,DEE,1,23.3
2012,NUTS,2010,DEE,1,23.9
2013,NUTS,2010,DEE,1,24.0
2014,NUTS,2010,DEE,1,22.5
2015,NUTS,2010,DEE,1,22.7
2016,NUTS,2010,DEE,1,21.9
2017,NUTS,2010,DEE,1,21.3
2018,NUTS,2010,DEE,1,21.0
2019,NUTS,2010,DEE,1,21.8
2020,NUTS,2010,DEE,1,22.1
1999,NUTS,2010,DEE0,2,21.9
2000,NUTS,2010,DEE0,2,21.7
2001,NUTS,2010,DEE0,2,20.9
2002,NUTS,2010,DEE0,2,20.5
2003,NUTS,2010,DEE0,2,20.2
2004,NUTS,2010,DEE0,2,21.3
2005,NUTS,2010,DEE0,2,21.2
2006,NUTS,2010,DEE0,2,19.9
2007,NUTS,2010,DEE0,2,20.0
2008,NUTS,2010,DEE0,2,21.3
2009,NUTS,2010,DEE0,2,22.0
2010,NUTS,2010,DEE0,2,22.8
2011,NUTS,2010,DEE0,2,23.3
2012,NUTS,2010,DEE0,2,23.9
2013,NUTS,2010,DEE0,2,24.0
2014,NUTS,2010,DEE0,2,22.5
2015,NUTS,2010,DEE0,2,22.7
2016,NUTS,2010,DEE0,2,21.9
2017,NUTS,2010,DEE0,2,21.3
2018,NUTS,2010,DEE0,2,21.0
2019,NUTS,2010,DEE0,2,21.8
2020,NUTS,2010,DEE0,2,22.1
1999,NUTS,2010,DEF,1,16.7
2000,NUTS,2010,DEF,1,16.5
2001,NUTS,2010,DEF,1,16.5
2002,NUTS,2010,DEF,1,15.6
2003,NUTS,2010,DEF,1,16.8
2004,NUTS,2010,DEF,1,17.4
2005,NUTS,2010,DEF,1,17.3
2006,NUTS,2010,DEF,1,16.6
2007,NUTS,2010,DEF,1,16.7
2008,NUTS,2010,DEF,1,18.2
2009,NUTS,2010,DEF,1,18.8
2010,NUTS,2010,DEF,1,18.8
2011,NUTS,2010,DEF,1,20.1
2012,NUTS,2010,DEF,1,20.6
2013,NUTS,2010,DEF,1,20.5
2014,NUTS,2010,DEF,1,19.7
2015,NUTS,2010,DEF,1,19.9
2016,NUTS,2010,DEF,1,20.6
2017,NUTS,2010,DEF,1,20.5
2018,NUTS,2010,DEF,1,20.8
2019,NUTS,2010,DEF,1,21.1
2020,NUTS,2010,DEF,1,23.0
1999,NUTS,2010,DEF0,2,16.7
2000,NUTS,2010,DEF0,2,16.5
2001,NUTS,2010,DEF0,2,16.5
2002,NUTS,2010,DEF0,2,15.6
2003,NUTS,2010,DEF0,2,16.8
2004,NUTS,2010,DEF0,2,17.4
2005,NUTS,2010,DEF0,2,17.3
2006,NUTS,2010,DEF0,2,16.6
2007,NUTS,2010,DEF0,2,16.7
2008,NUTS,2010,DEF0,2,18.2
2009,NUTS,2010,DEF0,2,18.8
2010,NUTS,2010,DEF0,2,18.8
2011,NUTS,2010,DEF0,2,20.1
2012,NUTS,2010,DEF0,2,20.6
2013,NUTS,2010,DEF0,2,20.5
2014,NUTS,2010,DEF0,2,19.7
2015,NUTS,2010,DEF0,2,19.9
2016,NUTS,2010,DEF0,2,20.6
2017,NUTS,2010,DEF0,2,20.5
2018,NUTS,2010,DEF0,2,20.8
2019,NUTS,2010,DEF0,2,21.1
2020,NUTS,2010,DEF0,2,23.0
1999,NUTS,2010,DEG,1,24.1
2000,NUTS,2010,DEG,1,23.5
2001,NUTS,2010,DEG,1,23.0
2002,NUTS,2010,DEG,1,21.9
2003,NUTS,2010,DEG,1,22.5
2004,NUTS,2010,DEG,1,23.8
2005,NUTS,2010,DEG,1,24.6
2006,NUTS,2010,DEG,1,22.4
2007,NUTS,2010,DEG,1,23.0
2008,NUTS,2010,DEG,1,24.5
2009,NUTS,2010,DEG,1,24.7
2010,NUTS,2010,DEG,1,25.4
2011,NUTS,2010,DEG,1,27.7
2012,NUTS,2010,DEG,1,28.4
2013,NUTS,2010,DEG,1,28.4
2014,NUTS,2010,DEG,1,26.2
2015,NUTS,2010,DEG,1,25.6
2016,NUTS,2010,DEG,1,25.7
2017,NUTS,2010,DEG,1,25.6
2018,NUTS,2010,DEG,1,26.5
2019,NUTS,2010,DEG,1,26.7
2020,NUTS,2010,DEG,1,27.7
1999,NUTS,2010,DEG0,2,24.1
2000,NUTS,2010,DEG0,2,23.5
2001,NUTS,2010,DEG0,2,23.0
2002,NUTS,2010,DEG0,2,21.9
2003,NUTS,2010,DEG0,2,22.5
2004,NUTS,2010,DEG0,2,23.8
2005,NUTS,2010,DEG0,2,24.6
2006,NUTS,2010,DEG0,2,22.4
2007,NUTS,2010,DEG0,2,23.0
2008,NUTS,2010,DEG0,2,24.5
2009,NUTS,2010,DEG0,2,24.7
2010,NUTS,2010,DEG0,2,25.4
2011,NUTS,2010,DEG0,2,27.7
2012,NUTS,2010,DEG0,2,28.4
2013,NUTS,2010,DEG0,2,28.4
2014,NUTS,2010,DEG0,2,26.2
2015,NUTS,2010,DEG0,2,25.6
2016,NUTS,2010,DEG0,2,25.7
2017,NUTS,2010,DEG0,2,25.6
2018,NUTS,2010,DEG0,2,26.5
2019,NUTS,2010,DEG0,2,26.7
2020,NUTS,2010,DEG0,2,27.7
1999,NUTS,2010,DK,0,21.2
2000,NUTS,2010,DK,0,20.1
2001,NUTS,2010,DK,0,22.7
2002,NUTS,2010,DK,0,24.1
2003,NUTS,2010,DK,0,26.2
2004,NUTS,2010,DK,0,26.5
2005,NUTS,2010,DK,0,27.4
2006,NUTS,2010,DK,0,28.2
2007,NUTS,2010,DK,0,24.2
2008,NUTS,2010,DK,0,24.9
2009,NUTS,2010,DK,0,25.5
2010,NUTS,2010,DK,0,26.0
2011,NUTS,2010,DK,0,26.2
2012,NUTS,2010,DK,0,26.7
2013,NUTS,2010,DK,0,27.1
2014,NUTS,2010,DK,0,27.9
2015,NUTS,2010,DK,0,28.9
2016,NUTS,2010,DK,0,29.4
2017,NUTS,2010,DK,0,30.0
2018,NUTS,2010,DK,0,30.9
2019,NUTS,2010,DK,0,31.8
2020,NUTS,2010,DK,0,32.5
1999,NUTS,2010,DK0,1,21.2
2000,NUTS,2010,DK0,1,20.1
2001,NUTS,2010,DK0,1,22.7
2002,NUTS,2010,DK0,1,24.1
2003,NUTS,2010,DK0,1,26.2
2004,NUTS,2010,DK0,1,26.5
2005,NUTS,2010,DK0,1,27.4
2006,NUTS,2010,DK0,1,28.2
2007,NUTS,2010,DK0,1,24.2
2008,NUTS,2010,DK0,1,24.9
2009,NUTS,2010,DK0,1,25.5
2010,NUTS,2010,DK0,1,26.0
2011,NUTS,2010,DK0,1,26.2
2012,NUTS,2010,DK0,1,26.7
2013,NUTS,2010,DK0,1,27.1
2014,NUTS,2010,DK0,1,27.9
2015,NUTS,2010,DK0,1,28.9
2016,NUTS,2010,DK0,1,29.4
2017,NUTS,2010,DK0,1,30.0
2018,NUTS,2010,DK0,1,30.9
2019,NUTS,2010,DK0,1,31.8
2020,NUTS,2010,DK0,1,32.5
2007,NUTS,2010,DK01,2,32.3
2008,NUTS,2010,DK01,2,32.3
2009,NUTS,2010,DK01,2,31.9
2010,NUTS,2010,DK01,2,33.2
