year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_t_pc_emp_fte_rse
2003,NUTS,2010,DEA4,2,0.1442
2004,NUTS,2010,DEA4,2,0.13
2005,NUTS,2010,DEA4,2,0.1295
2006,NUTS,2010,DEA4,2,0.1359
2007,NUTS,2010,DEA4,2,0.1276
2008,NUTS,2010,DEA4,2,0.1377
2009,NUTS,2010,DEA4,2,0.1526
2010,NUTS,2010,DEA4,2,0.1747
2011,NUTS,2010,DEA4,2,0.1713
2012,NUTS,2010,DEA4,2,0.1711
2013,NUTS,2010,DEA4,2,0.1728
2014,NUTS,2010,DEA4,2,0.1843
2015,NUTS,2010,DEA4,2,0.179
2016,NUTS,2010,DEA4,2,0.2056
2017,NUTS,2010,DEA4,2,0.22
2018,NUTS,2010,DEA4,2,0.2305
2019,NUTS,2010,DEA4,2,0.2292
1999,NUTS,2010,DEA5,2,0.1719
2000,NUTS,2010,DEA5,2,0.1582
2003,NUTS,2010,DEA5,2,0.1842
2004,NUTS,2010,DEA5,2,0.1808
2005,NUTS,2010,DEA5,2,0.1736
2006,NUTS,2010,DEA5,2,0.1698
2007,NUTS,2010,DEA5,2,0.1777
2008,NUTS,2010,DEA5,2,0.1869
2009,NUTS,2010,DEA5,2,0.2169
2010,NUTS,2010,DEA5,2,0.2288
2011,NUTS,2010,DEA5,2,0.232
2012,NUTS,2010,DEA5,2,0.2271
2013,NUTS,2010,DEA5,2,0.2281
2014,NUTS,2010,DEA5,2,0.2332
2015,NUTS,2010,DEA5,2,0.2324
2016,NUTS,2010,DEA5,2,0.264
2017,NUTS,2010,DEA5,2,0.2744
2018,NUTS,2010,DEA5,2,0.2777
2019,NUTS,2010,DEA5,2,0.2828
1999,NUTS,2010,DEB,1,0.1203
2000,NUTS,2010,DEB,1,0.1227
2003,NUTS,2010,DEB,1,0.116
2004,NUTS,2010,DEB,1,0.1167
2005,NUTS,2010,DEB,1,0.1131
2006,NUTS,2010,DEB,1,0.1084
2007,NUTS,2010,DEB,1,0.106
2008,NUTS,2010,DEB,1,0.1153
2009,NUTS,2010,DEB,1,0.1205
2010,NUTS,2010,DEB,1,0.1304
2011,NUTS,2010,DEB,1,0.1396
2012,NUTS,2010,DEB,1,0.1451
2013,NUTS,2010,DEB,1,0.1494
2014,NUTS,2010,DEB,1,0.1465
2015,NUTS,2010,DEB,1,0.1519
2016,NUTS,2010,DEB,1,0.1711
2017,NUTS,2010,DEB,1,0.1689
2018,NUTS,2010,DEB,1,0.1756
2019,NUTS,2010,DEB,1,0.176
1999,NUTS,2010,DEB1,2,0.0154
2003,NUTS,2010,DEB1,2,0.022
2004,NUTS,2010,DEB1,2,0.0225
2005,NUTS,2010,DEB1,2,0.0249
2006,NUTS,2010,DEB1,2,0.0268
2007,NUTS,2010,DEB1,2,0.0324
2008,NUTS,2010,DEB1,2,0.0381
2009,NUTS,2010,DEB1,2,0.043
2010,NUTS,2010,DEB1,2,0.0438
2011,NUTS,2010,DEB1,2,0.0422
2012,NUTS,2010,DEB1,2,0.0422
2013,NUTS,2010,DEB1,2,0.0439
2014,NUTS,2010,DEB1,2,0.0415
2015,NUTS,2010,DEB1,2,0.0433
2016,NUTS,2010,DEB1,2,0.0505
2017,NUTS,2010,DEB1,2,0.0511
2018,NUTS,2010,DEB1,2,0.0549
2019,NUTS,2010,DEB1,2,0.0602
1999,NUTS,2010,DEB2,2,0.1333
2003,NUTS,2010,DEB2,2,0.1282
2004,NUTS,2010,DEB2,2,0.1308
2005,NUTS,2010,DEB2,2,0.1298
2006,NUTS,2010,DEB2,2,0.1175
2007,NUTS,2010,DEB2,2,0.1087
2008,NUTS,2010,DEB2,2,0.1133
2009,NUTS,2010,DEB2,2,0.1223
2010,NUTS,2010,DEB2,2,0.129
2011,NUTS,2010,DEB2,2,0.1393
2012,NUTS,2010,DEB2,2,0.1387
2013,NUTS,2010,DEB2,2,0.1339
2014,NUTS,2010,DEB2,2,0.1198
2015,NUTS,2010,DEB2,2,0.1301
2016,NUTS,2010,DEB2,2,0.1401
2017,NUTS,2010,DEB2,2,0.1421
2018,NUTS,2010,DEB2,2,0.1347
2019,NUTS,2010,DEB2,2,0.1337
1999,NUTS,2010,DEB3,2,0.1936
2003,NUTS,2010,DEB3,2,0.1826
2004,NUTS,2010,DEB3,2,0.1831
2005,NUTS,2010,DEB3,2,0.1765
2006,NUTS,2010,DEB3,2,0.1674
2007,NUTS,2010,DEB3,2,0.1597
2008,NUTS,2010,DEB3,2,0.172
2009,NUTS,2010,DEB3,2,0.1769
2010,NUTS,2010,DEB3,2,0.1961
2011,NUTS,2010,DEB3,2,0.2123
2012,NUTS,2010,DEB3,2,0.2225
2013,NUTS,2010,DEB3,2,0.2307
2014,NUTS,2010,DEB3,2,0.2301
2015,NUTS,2010,DEB3,2,0.2384
2016,NUTS,2010,DEB3,2,0.2692
2017,NUTS,2010,DEB3,2,0.2631
2018,NUTS,2010,DEB3,2,0.2767
2019,NUTS,2010,DEB3,2,0.273
1999,NUTS,2010,DEC,1,0.1456
2000,NUTS,2010,DEC,1,0.139
2003,NUTS,2010,DEC,1,0.1724
2004,NUTS,2010,DEC,1,0.1652
2005,NUTS,2010,DEC,1,0.1651
2006,NUTS,2010,DEC,1,0.1571
2007,NUTS,2010,DEC,1,0.1503
2008,NUTS,2010,DEC,1,0.1548
2009,NUTS,2010,DEC,1,0.1695
2010,NUTS,2010,DEC,1,0.208
2011,NUTS,2010,DEC,1,0.1624
2012,NUTS,2010,DEC,1,0.2036
2013,NUTS,2010,DEC,1,0.216
2014,NUTS,2010,DEC,1,0.223
2015,NUTS,2010,DEC,1,0.2237
2016,NUTS,2010,DEC,1,0.2261
2017,NUTS,2010,DEC,1,0.2215
2018,NUTS,2010,DEC,1,0.2225
2019,NUTS,2010,DEC,1,0.2214
1999,NUTS,2010,DEC0,2,0.1456
2000,NUTS,2010,DEC0,2,0.139
2003,NUTS,2010,DEC0,2,0.1724
2004,NUTS,2010,DEC0,2,0.1652
2005,NUTS,2010,DEC0,2,0.1651
2006,NUTS,2010,DEC0,2,0.1571
2007,NUTS,2010,DEC0,2,0.1503
2008,NUTS,2010,DEC0,2,0.1548
2009,NUTS,2010,DEC0,2,0.1695
2010,NUTS,2010,DEC0,2,0.208
2011,NUTS,2010,DEC0,2,0.1624
2012,NUTS,2010,DEC0,2,0.2036
2013,NUTS,2010,DEC0,2,0.216
2014,NUTS,2010,DEC0,2,0.223
2015,NUTS,2010,DEC0,2,0.2237
2016,NUTS,2010,DEC0,2,0.2261
2017,NUTS,2010,DEC0,2,0.2215
2018,NUTS,2010,DEC0,2,0.2225
2019,NUTS,2010,DEC0,2,0.2214
1999,NUTS,2010,DED,1,0.1858
2000,NUTS,2010,DED,1,0.1904
2003,NUTS,2010,DED,1,0.2128
2004,NUTS,2010,DED,1,0.2112
2005,NUTS,2010,DED,1,0.2107
2006,NUTS,2010,DED,1,0.2049
2007,NUTS,2010,DED,1,0.2373
2008,NUTS,2010,DED,1,0.2464
2009,NUTS,2010,DED,1,0.2802
2010,NUTS,2010,DED,1,0.287
2011,NUTS,2010,DED,1,0.296
2012,NUTS,2010,DED,1,0.3172
2013,NUTS,2010,DED,1,0.3434
2014,NUTS,2010,DED,1,0.3347
2015,NUTS,2010,DED,1,0.3198
2016,NUTS,2010,DED,1,0.3285
2017,NUTS,2010,DED,1,0.3456
2018,NUTS,2010,DED,1,0.3568
2019,NUTS,2010,DED,1,0.3499
2000,NUTS,2010,DED2,2,0.2455
2003,NUTS,2010,DED2,2,0.3058
2004,NUTS,2010,DED2,2,0.2841
2005,NUTS,2010,DED2,2,0.2812
2006,NUTS,2010,DED2,2,0.2739
2007,NUTS,2010,DED2,2,0.3168
2008,NUTS,2010,DED2,2,0.1369
2009,NUTS,2010,DED2,2,0.3801
2010,NUTS,2010,DED2,2,0.3741
2011,NUTS,2010,DED2,2,0.3847
2012,NUTS,2010,DED2,2,0.4083
2013,NUTS,2010,DED2,2,0.4188
2014,NUTS,2010,DED2,2,0.2502
2015,NUTS,2010,DED2,2,0.3797
2016,NUTS,2010,DED2,2,0.3942
2017,NUTS,2010,DED2,2,0.4195
2018,NUTS,2010,DED2,2,0.4406
2019,NUTS,2010,DED2,2,0.4192
2008,NUTS,2010,DED4,2,0.3593
2009,NUTS,2010,DED4,2,0.1788
2010,NUTS,2010,DED4,2,0.2105
2011,NUTS,2010,DED4,2,0.2314
2012,NUTS,2010,DED4,2,0.2456
2013,NUTS,2010,DED4,2,0.2655
2014,NUTS,2010,DED4,2,0.4321
2015,NUTS,2010,DED4,2,0.2561
2016,NUTS,2010,DED4,2,0.2527
2017,NUTS,2010,DED4,2,0.2646
2018,NUTS,2010,DED4,2,0.2716
2019,NUTS,2010,DED4,2,0.2697
2008,NUTS,2010,DED5,2,0.2504
2009,NUTS,2010,DED5,2,0.2733
2010,NUTS,2010,DED5,2,0.2593
2011,NUTS,2010,DED5,2,0.2484
2012,NUTS,2010,DED5,2,0.2765
2013,NUTS,2010,DED5,2,0.3382
2014,NUTS,2010,DED5,2,0.3251
2015,NUTS,2010,DED5,2,0.3157
2016,NUTS,2010,DED5,2,0.3343
2017,NUTS,2010,DED5,2,0.3447
2018,NUTS,2010,DED5,2,0.3449
2019,NUTS,2010,DED5,2,0.3504
1999,NUTS,2010,DEE,1,0.1346
2000,NUTS,2010,DEE,1,0.1333
2003,NUTS,2010,DEE,1,0.1404
2004,NUTS,2010,DEE,1,0.1514
2005,NUTS,2010,DEE,1,0.132
2006,NUTS,2010,DEE,1,0.1174
2007,NUTS,2010,DEE,1,0.1258
2008,NUTS,2010,DEE,1,0.1318
2009,NUTS,2010,DEE,1,0.1388
2010,NUTS,2010,DEE,1,0.1533
2011,NUTS,2010,DEE,1,0.1499
2012,NUTS,2010,DEE,1,0.1574
2013,NUTS,2010,DEE,1,0.1655
2014,NUTS,2010,DEE,1,0.1605
2015,NUTS,2010,DEE,1,0.1615
2016,NUTS,2010,DEE,1,0.1642
2017,NUTS,2010,DEE,1,0.1686
2018,NUTS,2010,DEE,1,0.1755
2019,NUTS,2010,DEE,1,0.1828
1999,NUTS,2010,DEE0,2,0.1346
2000,NUTS,2010,DEE0,2,0.1333
2003,NUTS,2010,DEE0,2,0.1404
2004,NUTS,2010,DEE0,2,0.1514
2005,NUTS,2010,DEE0,2,0.132
2006,NUTS,2010,DEE0,2,0.1174
2007,NUTS,2010,DEE0,2,0.1258
2008,NUTS,2010,DEE0,2,0.1318
2009,NUTS,2010,DEE0,2,0.1388
2010,NUTS,2010,DEE0,2,0.1533
2011,NUTS,2010,DEE0,2,0.1499
2012,NUTS,2010,DEE0,2,0.1574
2013,NUTS,2010,DEE0,2,0.1655
2014,NUTS,2010,DEE0,2,0.1605
2015,NUTS,2010,DEE0,2,0.1615
2016,NUTS,2010,DEE0,2,0.1642
2017,NUTS,2010,DEE0,2,0.1686
2018,NUTS,2010,DEE0,2,0.1755
2019,NUTS,2010,DEE0,2,0.1828
1999,NUTS,2010,DEF,1,0.0887
2000,NUTS,2010,DEF,1,0.0789
2003,NUTS,2010,DEF,1,0.0953
2004,NUTS,2010,DEF,1,0.1004
2005,NUTS,2010,DEF,1,0.0989
2006,NUTS,2010,DEF,1,0.104
2007,NUTS,2010,DEF,1,0.098
2008,NUTS,2010,DEF,1,0.1024
2009,NUTS,2010,DEF,1,0.1151
2010,NUTS,2010,DEF,1,0.1328
2011,NUTS,2010,DEF,1,0.133
2012,NUTS,2010,DEF,1,0.1381
2013,NUTS,2010,DEF,1,0.1272
2014,NUTS,2010,DEF,1,0.1349
2015,NUTS,2010,DEF,1,0.1297
2016,NUTS,2010,DEF,1,0.1359
2017,NUTS,2010,DEF,1,0.1348
2018,NUTS,2010,DEF,1,0.1379
2019,NUTS,2010,DEF,1,0.1383
1999,NUTS,2010,DEF0,2,0.0887
2000,NUTS,2010,DEF0,2,0.0789
2003,NUTS,2010,DEF0,2,0.0953
2004,NUTS,2010,DEF0,2,0.1004
2005,NUTS,2010,DEF0,2,0.0989
2006,NUTS,2010,DEF0,2,0.104
2007,NUTS,2010,DEF0,2,0.098
2008,NUTS,2010,DEF0,2,0.1024
2009,NUTS,2010,DEF0,2,0.1151
2010,NUTS,2010,DEF0,2,0.1328
2011,NUTS,2010,DEF0,2,0.133
2012,NUTS,2010,DEF0,2,0.1381
2013,NUTS,2010,DEF0,2,0.1272
2014,NUTS,2010,DEF0,2,0.1349
2015,NUTS,2010,DEF0,2,0.1297
2016,NUTS,2010,DEF0,2,0.1359
2017,NUTS,2010,DEF0,2,0.1348
2018,NUTS,2010,DEF0,2,0.1379
2019,NUTS,2010,DEF0,2,0.1383
1999,NUTS,2010,DEG,1,0.1307
2000,NUTS,2010,DEG,1,0.1293
2003,NUTS,2010,DEG,1,0.1611
2004,NUTS,2010,DEG,1,0.1551
2005,NUTS,2010,DEG,1,0.1702
2006,NUTS,2010,DEG,1,0.1601
2007,NUTS,2010,DEG,1,0.1634
2008,NUTS,2010,DEG,1,0.1743
2009,NUTS,2010,DEG,1,0.191
2010,NUTS,2010,DEG,1,0.2074
2011,NUTS,2010,DEG,1,0.2125
2012,NUTS,2010,DEG,1,0.2257
2013,NUTS,2010,DEG,1,0.23
2014,NUTS,2010,DEG,1,0.2305
2015,NUTS,2010,DEG,1,0.229
2016,NUTS,2010,DEG,1,0.2253
2017,NUTS,2010,DEG,1,0.2278
2018,NUTS,2010,DEG,1,0.231
2019,NUTS,2010,DEG,1,0.2415
1999,NUTS,2010,DEG0,2,0.1307
2000,NUTS,2010,DEG0,2,0.1293
2003,NUTS,2010,DEG0,2,0.1611
2004,NUTS,2010,DEG0,2,0.1551
2005,NUTS,2010,DEG0,2,0.1702
2006,NUTS,2010,DEG0,2,0.1601
2007,NUTS,2010,DEG0,2,0.1634
2008,NUTS,2010,DEG0,2,0.1743
2009,NUTS,2010,DEG0,2,0.191
2010,NUTS,2010,DEG0,2,0.2074
2011,NUTS,2010,DEG0,2,0.2125
2012,NUTS,2010,DEG0,2,0.2257
2013,NUTS,2010,DEG0,2,0.23
2014,NUTS,2010,DEG0,2,0.2305
2015,NUTS,2010,DEG0,2,0.229
2016,NUTS,2010,DEG0,2,0.2253
2017,NUTS,2010,DEG0,2,0.2278
2018,NUTS,2010,DEG0,2,0.231
2019,NUTS,2010,DEG0,2,0.2415
1993,NUTS,2010,DK,0,0.183
1995,NUTS,2010,DK,0,0.2135
1996,NUTS,2010,DK,0,0.2232
1997,NUTS,2010,DK,0,0.2321
1999,NUTS,2010,DK,0,0.2135
2000,NUTS,2010,DK,0,0.2158
2001,NUTS,2010,DK,0,0.2261
2002,NUTS,2010,DK,0,0.2749
2003,NUTS,2010,DK,0,0.2876
2004,NUTS,2010,DK,0,0.2913
2005,NUTS,2010,DK,0,0.3046
2006,NUTS,2010,DK,0,0.3173
2007,NUTS,2010,DK,0,0.3495
2008,NUTS,2010,DK,0,0.398
2009,NUTS,2010,DK,0,0.4518
2010,NUTS,2010,DK,0,0.5098
2011,NUTS,2010,DK,0,0.5364
2012,NUTS,2010,DK,0,0.5577
2013,NUTS,2010,DK,0,0.5889
2014,NUTS,2010,DK,0,0.6147
2015,NUTS,2010,DK,0,0.6173
2016,NUTS,2010,DK,0,0.6081
2017,NUTS,2010,DK,0,0.5947
2018,NUTS,2010,DK,0,0.6023
2019,NUTS,2010,DK,0,0.6026
2020,NUTS,2010,DK,0,0.6117
1999,NUTS,2010,DK0,1,0.2113
2000,NUTS,2010,DK0,1,0.214
2001,NUTS,2010,DK0,1,0.2216
2002,NUTS,2010,DK0,1,0.2693
2003,NUTS,2010,DK0,1,0.2835
2004,NUTS,2010,DK0,1,0.2885
2007,NUTS,2010,DK0,1,0.3439
2009,NUTS,2010,DK0,1,0.4564
2010,NUTS,2010,DK0,1,0.4979
2011,NUTS,2010,DK0,1,0.5288
2012,NUTS,2010,DK0,1,0.5409
2013,NUTS,2010,DK0,1,0.5712
2014,NUTS,2010,DK0,1,0.5951
2015,NUTS,2010,DK0,1,0.5977
2016,NUTS,2010,DK0,1,0.5877
2017,NUTS,2010,DK0,1,0.5754
2018,NUTS,2010,DK0,1,0.5824
2019,NUTS,2010,DK0,1,0.582
2007,NUTS,2010,DK01,2,0.5837
2009,NUTS,2010,DK01,2,0.847
2010,NUTS,2010,DK01,2,0.9027
2011,NUTS,2010,DK01,2,0.9132
2012,NUTS,2010,DK01,2,0.9335
2013,NUTS,2010,DK01,2,1.0034
2014,NUTS,2010,DK01,2,1.0387
2015,NUTS,2010,DK01,2,1.0121
2016,NUTS,2010,DK01,2,0.9944
2017,NUTS,2010,DK01,2,0.9865
2019,NUTS,2010,DK01,2,0.991
2007,NUTS,2010,DK02,2,0.1787
2009,NUTS,2010,DK02,2,0.1995
2010,NUTS,2010,DK02,2,0.2225
2011,NUTS,2010,DK02,2,0.2232
2012,NUTS,2010,DK02,2,0.1839
2013,NUTS,2010,DK02,2,0.1836
2014,NUTS,2010,DK02,2,0.2162
2015,NUTS,2010,DK02,2,0.2135
2016,NUTS,2010,DK02,2,0.2139
2017,NUTS,2010,DK02,2,0.2101
2019,NUTS,2010,DK02,2,0.2109
2007,NUTS,2010,DK03,2,0.1411
2009,NUTS,2010,DK03,2,0.2127
2010,NUTS,2010,DK03,2,0.2286
2011,NUTS,2010,DK03,2,0.2461
2012,NUTS,2010,DK03,2,0.2617
2013,NUTS,2010,DK03,2,0.2785
2014,NUTS,2010,DK03,2,0.2969
2015,NUTS,2010,DK03,2,0.3094
2016,NUTS,2010,DK03,2,0.3051
2017,NUTS,2010,DK03,2,0.24
2019,NUTS,2010,DK03,2,0.2446
2007,NUTS,2010,DK04,2,0.3145
2009,NUTS,2010,DK04,2,0.405
2010,NUTS,2010,DK04,2,0.4273
2011,NUTS,2010,DK04,2,0.4785
2012,NUTS,2010,DK04,2,0.5024
2013,NUTS,2010,DK04,2,0.4693
2014,NUTS,2010,DK04,2,0.4903
2015,NUTS,2010,DK04,2,0.5354
2016,NUTS,2010,DK04,2,0.5108
2017,NUTS,2010,DK04,2,0.4649
2019,NUTS,2010,DK04,2,0.4771
2007,NUTS,2010,DK05,2,0.3394
2009,NUTS,2010,DK05,2,0.3336
2010,NUTS,2010,DK05,2,0.3717
2011,NUTS,2010,DK05,2,0.4394
2012,NUTS,2010,DK05,2,0.4484
2013,NUTS,2010,DK05,2,0.5373
2014,NUTS,2010,DK05,2,0.5103
2015,NUTS,2010,DK05,2,0.4798
2016,NUTS,2010,DK05,2,0.4757
2017,NUTS,2010,DK05,2,0.6393
2019,NUTS,2010,DK05,2,0.6511
2000,NUTS,2010,EA19,2,0.2122
2001,NUTS,2010,EA19,2,0.2163
2002,NUTS,2010,EA19,2,0.2185
2003,NUTS,2010,EA19,2,0.2204
2004,NUTS,2010,EA19,2,0.2256
2005,NUTS,2010,EA19,2,0.2333
2006,NUTS,2010,EA19,2,0.2366
2007,NUTS,2010,EA19,2,0.2414
2008,NUTS,2010,EA19,2,0.2565
2009,NUTS,2010,EA19,2,0.2737
2010,NUTS,2010,EA19,2,0.2873
2011,NUTS,2010,EA19,2,0.2888
2012,NUTS,2010,EA19,2,0.2979
2013,NUTS,2010,EA19,2,0.306
2014,NUTS,2010,EA19,2,0.3069
2015,NUTS,2010,EA19,2,0.3121
2016,NUTS,2010,EA19,2,0.3121
2017,NUTS,2010,EA19,2,0.3155
2018,NUTS,2010,EA19,2,0.3171
2019,NUTS,2010,EA19,2,0.321
2020,NUTS,2010,EA19,2,0.3351
1997,NUTS,2010,EE,0,0.3697
1998,NUTS,2010,EE,0,0.3476
1999,NUTS,2010,EE,0,0.3518
2000,NUTS,2010,EE,0,0.3191
2001,NUTS,2010,EE,0,0.3084
2002,NUTS,2010,EE,0,0.3667
2003,NUTS,2010,EE,0,0.3392
2004,NUTS,2010,EE,0,0.3728
2005,NUTS,2010,EE,0,0.3207
2006,NUTS,2010,EE,0,0.3262
2007,NUTS,2010,EE,0,0.3297
2008,NUTS,2010,EE,0,0.3364
2009,NUTS,2010,EE,0,0.4154
2010,NUTS,2010,EE,0,0.3926
2011,NUTS,2010,EE,0,0.4099
2012,NUTS,2010,EE,0,0.4237
2013,NUTS,2010,EE,0,0.3977
2014,NUTS,2010,EE,0,0.4038
2015,NUTS,2010,EE,0,0.3979
2016,NUTS,2010,EE,0,0.3964
2017,NUTS,2010,EE,0,0.3923
2018,NUTS,2010,EE,0,0.4334
2019,NUTS,2010,EE,0,0.3864
2020,NUTS,2010,EE,0,0.3825
1993,NUTS,2010,EL,0,0.1324
1995,NUTS,2010,EL,0,0.1644
1997,NUTS,2010,EL,0,0.1899
1999,NUTS,2010,EL,0,0.266
2001,NUTS,2010,EL,0,0.2077
2003,NUTS,2010,EL,0,0.213
2005,NUTS,2010,EL,0,0.2604
2006,NUTS,2010,EL,0,0.2728
2007,NUTS,2010,EL,0,0.2766
2011,NUTS,2010,EL,0,0.4054
2012,NUTS,2010,EL,0,0.4358
2013,NUTS,2010,EL,0,0.5514
2014,NUTS,2010,EL,0,0.5424
2015,NUTS,2010,EL,0,0.6251
2016,NUTS,2010,EL,0,0.4801
2017,NUTS,2010,EL,0,0.4874
2018,NUTS,2010,EL,0,0.4991
2019,NUTS,2010,EL,0,0.5354
2020,NUTS,2010,EL,0,0.6002
2001,NUTS,2010,EL3,1,0.2138
2003,NUTS,2010,EL3,1,0.2282
2005,NUTS,2010,EL3,1,0.2861
2011,NUTS,2010,EL3,1,0.3993
2013,NUTS,2010,EL3,1,0.5454
2015,NUTS,2010,EL3,1,0.6931
2017,NUTS,2010,EL3,1,0.4678
2019,NUTS,2010,EL3,1,0.4856
2001,NUTS,2010,EL30,2,0.2138
2003,NUTS,2010,EL30,2,0.2282
2005,NUTS,2010,EL30,2,0.2861
2011,NUTS,2010,EL30,2,0.3993
2013,NUTS,2010,EL30,2,0.5454
2015,NUTS,2010,EL30,2,0.6931
2017,NUTS,2010,EL30,2,0.4678
2019,NUTS,2010,EL30,2,0.4856
2001,NUTS,2010,EL4,1,0.1194
2003,NUTS,2010,EL4,1,0.1976
2005,NUTS,2010,EL4,1,0.213
2011,NUTS,2010,EL4,1,0.5392
2013,NUTS,2010,EL4,1,0.6116
2015,NUTS,2010,EL4,1,0.5306
2017,NUTS,2010,EL4,1,0.3989
2019,NUTS,2010,EL4,1,0.4511
2001,NUTS,2010,EL41,2,0.1329
2003,NUTS,2010,EL41,2,0.2486
2005,NUTS,2010,EL41,2,0.2709
2011,NUTS,2010,EL41,2,0.5566
2013,NUTS,2010,EL41,2,0.6979
2015,NUTS,2010,EL41,2,0.6119
2017,NUTS,2010,EL41,2,0.4797
2019,NUTS,2010,EL41,2,0.4536
2001,NUTS,2010,EL42,2,0.0309
2003,NUTS,2010,EL42,2,0.0568
2005,NUTS,2010,EL42,2,0.0696
2011,NUTS,2010,EL42,2,0.1356
2013,NUTS,2010,EL42,2,0.1651
2015,NUTS,2010,EL42,2,0.1315
2017,NUTS,2010,EL42,2,0.1394
2019,NUTS,2010,EL42,2,0.0982
2001,NUTS,2010,EL43,2,0.1564
2003,NUTS,2010,EL43,2,0.253
2005,NUTS,2010,EL43,2,0.2686
2011,NUTS,2010,EL43,2,0.7472
2013,NUTS,2010,EL43,2,0.8404
2015,NUTS,2010,EL43,2,0.7578
2017,NUTS,2010,EL43,2,0.5161
2019,NUTS,2010,EL43,2,0.6359
2011,NUTS,2010,EL5,1,0.4712
2013,NUTS,2010,EL5,1,0.6813
2015,NUTS,2010,EL5,1,0.6919
2017,NUTS,2010,EL5,1,0.5238
2019,NUTS,2010,EL5,1,0.6111
2001,NUTS,2010,EL51,2,0.1461
2003,NUTS,2010,EL51,2,0.1532
2005,NUTS,2010,EL51,2,0.221
2011,NUTS,2010,EL51,2,0.4081
2013,NUTS,2010,EL51,2,0.641
2015,NUTS,2010,EL51,2,0.4868
2017,NUTS,2010,EL51,2,0.4117
2019,NUTS,2010,EL51,2,0.4897
2001,NUTS,2010,EL52,2,0.3053
2003,NUTS,2010,EL52,2,0.2679
2005,NUTS,2010,EL52,2,0.3432
2011,NUTS,2010,EL52,2,0.5083
2013,NUTS,2010,EL52,2,0.7394
2015,NUTS,2010,EL52,2,0.7357
2017,NUTS,2010,EL52,2,0.5299
2019,NUTS,2010,EL52,2,0.6305
2001,NUTS,2010,EL53,2,0.0075
2003,NUTS,2010,EL53,2,0.0853
2005,NUTS,2010,EL53,2,0.0827
2011,NUTS,2010,EL53,2,0.1231
2013,NUTS,2010,EL53,2,0.2836
2015,NUTS,2010,EL53,2,0.3398
2017,NUTS,2010,EL53,2,0.3694
2019,NUTS,2010,EL53,2,0.3929
2001,NUTS,2010,EL54,2,0.4908
2003,NUTS,2010,EL54,2,0.3348
2005,NUTS,2010,EL54,2,0.5068
2011,NUTS,2010,EL54,2,0.6399
2013,NUTS,2010,EL54,2,0.7393
2015,NUTS,2010,EL54,2,1.0986
2017,NUTS,2010,EL54,2,0.8329
2019,NUTS,2010,EL54,2,0.9009
2011,NUTS,2010,EL6,1,0.2479
2013,NUTS,2010,EL6,1,0.3487
2015,NUTS,2010,EL6,1,0.4435
2017,NUTS,2010,EL6,1,0.4703
2019,NUTS,2010,EL6,1,0.5052
2001,NUTS,2010,EL61,2,0.1065
2003,NUTS,2010,EL61,2,0.194
2005,NUTS,2010,EL61,2,0.1545
2011,NUTS,2010,EL61,2,0.3314
2013,NUTS,2010,EL61,2,0.4766
2015,NUTS,2010,EL61,2,0.5044
2017,NUTS,2010,EL61,2,0.4713
2019,NUTS,2010,EL61,2,0.6154
2001,NUTS,2010,EL62,2,0.0669
2003,NUTS,2010,EL62,2,0.0856
2005,NUTS,2010,EL62,2,0.1128
2011,NUTS,2010,EL62,2,0.0487
2013,NUTS,2010,EL62,2,0.2583
2015,NUTS,2010,EL62,2,0.8074
2017,NUTS,2010,EL62,2,0.7575
2019,NUTS,2010,EL62,2,0.6793
2001,NUTS,2010,EL63,2,0.4553
2003,NUTS,2010,EL63,2,0.3685
2005,NUTS,2010,EL63,2,0.3315
2011,NUTS,2010,EL63,2,0.5481
2013,NUTS,2010,EL63,2,0.5828
2015,NUTS,2010,EL63,2,0.7421
2017,NUTS,2010,EL63,2,1.0468
2019,NUTS,2010,EL63,2,1.0367
2001,NUTS,2010,EL64,2,0.0018
2003,NUTS,2010,EL64,2,0.0003
2005,NUTS,2010,EL64,2,0.0118
2011,NUTS,2010,EL64,2,0.0287
2013,NUTS,2010,EL64,2,0.1232
2015,NUTS,2010,EL64,2,0.0994
2017,NUTS,2010,EL64,2,0.0649
2019,NUTS,2010,EL64,2,0.0754
2001,NUTS,2010,EL65,2,0.0
2003,NUTS,2010,EL65,2,0.0042
2005,NUTS,2010,EL65,2,0.1317
2011,NUTS,2010,EL65,2,0.087
2013,NUTS,2010,EL65,2,0.1805
2015,NUTS,2010,EL65,2,0.2371
2017,NUTS,2010,EL65,2,0.1288
2019,NUTS,2010,EL65,2,0.1645
1993,NUTS,2010,ES,0,0.1971
1994,NUTS,2010,ES,0,0.236
1995,NUTS,2010,ES,0,0.2231
1996,NUTS,2010,ES,0,0.2418
1997,NUTS,2010,ES,0,0.2313
1998,NUTS,2010,ES,0,0.25
1999,NUTS,2010,ES,0,0.2321
2000,NUTS,2010,ES,0,0.2732
2001,NUTS,2010,ES,0,0.2928
2002,NUTS,2010,ES,0,0.274
2003,NUTS,2010,ES,0,0.2833
2004,NUTS,2010,ES,0,0.2862
2005,NUTS,2010,ES,0,0.2833
2006,NUTS,2010,ES,0,0.2801
2007,NUTS,2010,ES,0,0.2878
2008,NUTS,2010,ES,0,0.3039
2009,NUTS,2010,ES,0,0.3333
2010,NUTS,2010,ES,0,0.3477
2011,NUTS,2010,ES,0,0.3404
