year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_avi_p_mhab
2012,NUTS,2010,NO,0,0.301
2011,NUTS,2010,NO0,1,0.813
2012,NUTS,2010,NO0,1,0.301
2011,NUTS,2010,NO01,2,0.873
2012,NUTS,2010,NO01,2,0.641
2011,NUTS,2010,NO012,3,1.833
2012,NUTS,2010,NO012,3,1.348
2012,NUTS,2010,NO03,2,0.79
2012,NUTS,2010,NO031,3,1.796
2012,NUTS,2010,NO033,3,1.057
2011,NUTS,2010,NO04,2,2.783
2011,NUTS,2010,NO043,3,4.586
2011,NUTS,2010,NO05,2,1.182
2011,NUTS,2010,NO051,3,2.065
2011,NUTS,2010,PL,0,0.038
2012,NUTS,2010,PL,0,0.035
2011,NUTS,2010,PL1,1,0.184
2012,NUTS,2010,PL1,1,0.051
2011,NUTS,2010,PL12,2,0.273
2012,NUTS,2010,PL12,2,0.076
2011,NUTS,2010,PL127,3,0.254
2012,NUTS,2010,PL127,3,0.235
2011,NUTS,2010,PL12A,3,1.303
2012,NUTS,2010,PL2,1,0.076
2012,NUTS,2010,PL22,2,0.131
2012,NUTS,2010,PL229,3,1.261
2012,NUTS,2010,PL5,1,0.086
2012,NUTS,2010,PL51,2,0.115
2012,NUTS,2010,PL515,3,0.577
2011,NUTS,2010,PT,0,0.095
2011,NUTS,2010,PT1,1,0.099
2011,NUTS,2010,PT17,2,0.354
2011,NUTS,2010,PT171,3,0.49
2011,NUTS,2010,SE,0,0.85
2012,NUTS,2010,SE,0,0.923
2011,NUTS,2010,SE1,1,2.208
2012,NUTS,2010,SE1,1,1.771
2011,NUTS,2010,SE11,2,0.404
2012,NUTS,2010,SE11,2,0.837
2011,NUTS,2010,SE110,3,0.404
2012,NUTS,2010,SE110,3,0.837
2011,NUTS,2010,SE12,2,4.569
2012,NUTS,2010,SE12,2,3.01
2011,NUTS,2010,SE123,3,16.688
2012,NUTS,2010,SE123,3,11.019
2012,NUTS,2010,SE2,1,0.547
2012,NUTS,2010,SE21,2,0.308
2012,NUTS,2010,SE211,3,0.74
2012,NUTS,2010,SE22,2,1.423
2012,NUTS,2010,SE224,3,1.596
2011,NUTS,2010,SK,0,0.278
2012,NUTS,2010,SK,0,0.185
2011,NUTS,2010,SK0,1,0.278
2012,NUTS,2010,SK0,1,0.185
2011,NUTS,2010,SK02,2,0.816
2012,NUTS,2010,SK02,2,0.544
2011,NUTS,2010,SK021,3,0.902
2011,NUTS,2010,SK023,3,1.449
2012,NUTS,2010,SK023,3,1.45
2011,NUTS,2010,TR,0,0.014
2012,NUTS,2010,TR,0,0.013
2011,NUTS,2010,TR5,1,0.142
2012,NUTS,2010,TR5,1,0.14
2011,NUTS,2010,TR51,2,0.21
2012,NUTS,2010,TR51,2,0.204
2011,NUTS,2010,TR510,3,0.21
2012,NUTS,2010,TR510,3,0.204
2011,NUTS,2010,UK,0,1.534
2012,NUTS,2010,UK,0,1.211
2011,NUTS,2010,UKC,1,0.259
2011,NUTS,2010,UKC2,2,0.473
2011,NUTS,2010,UKC22,3,0.811
2011,NUTS,2010,UKD,1,0.71
2012,NUTS,2010,UKD,1,0.141
2011,NUTS,2010,UKD4,2,3.426
2012,NUTS,2010,UKD4,2,0.683
2011,NUTS,2010,UKD43,3,4.275
2012,NUTS,2010,UKD43,3,0.852
2011,NUTS,2010,UKE,1,0.379
2012,NUTS,2010,UKE,1,0.094
2011,NUTS,2010,UKE1,2,2.182
2011,NUTS,2010,UKE11,3,7.809
2012,NUTS,2010,UKE3,2,0.371
2012,NUTS,2010,UKE32,3,0.902
2011,NUTS,2010,UKF,1,4.836
2012,NUTS,2010,UKF,1,1.318
2011,NUTS,2010,UKF1,2,9.899
2012,NUTS,2010,UKF1,2,2.362
2011,NUTS,2010,UKF11,3,59.807
2012,NUTS,2010,UKF11,3,8.689
2011,NUTS,2010,UKF13,3,8.495
2012,NUTS,2010,UKF13,3,3.388
2011,NUTS,2010,UKF14,3,1.093
2011,NUTS,2010,UKF15,3,2.217
2011,NUTS,2010,UKF16,3,1.497
2012,NUTS,2010,UKF16,3,3.487
2011,NUTS,2010,UKF2,2,0.604
2012,NUTS,2010,UKF2,2,0.582
2011,NUTS,2010,UKF22,3,1.209
2012,NUTS,2010,UKF22,3,1.447
2011,NUTS,2010,UKF24,3,0.534
2011,NUTS,2010,UKG,1,0.394
2012,NUTS,2010,UKG,1,0.768
2011,NUTS,2010,UKG1,2,0.927
2012,NUTS,2010,UKG1,2,1.716
2011,NUTS,2010,UKG12,3,0.354
2011,NUTS,2010,UKG13,3,1.834
2012,NUTS,2010,UKG13,3,4.075
2011,NUTS,2010,UKG2,2,0.319
2012,NUTS,2010,UKG2,2,0.635
2011,NUTS,2010,UKG24,3,0.59
2012,NUTS,2010,UKG24,3,1.175
2011,NUTS,2010,UKG3,2,0.183
2012,NUTS,2010,UKG3,2,0.393
2012,NUTS,2010,UKG31,3,0.769
2012,NUTS,2010,UKG38,3,0.925
2011,NUTS,2010,UKG39,3,2.01
2011,NUTS,2010,UKH,1,1.143
2012,NUTS,2010,UKH,1,0.821
2011,NUTS,2010,UKH1,2,0.419
2011,NUTS,2010,UKH13,3,1.168
2011,NUTS,2010,UKH2,2,2.126
2012,NUTS,2010,UKH2,2,2.194
2011,NUTS,2010,UKH23,3,1.347
2012,NUTS,2010,UKH23,3,2.517
2011,NUTS,2010,UKH24,3,11.645
2012,NUTS,2010,UKH24,3,6.309
2011,NUTS,2010,UKH25,3,1.299
2011,NUTS,2010,UKH3,2,1.16
2012,NUTS,2010,UKH3,2,0.576
2011,NUTS,2010,UKH33,3,1.436
2012,NUTS,2010,UKH33,3,0.713
2011,NUTS,2010,UKI,1,0.164
2012,NUTS,2010,UKI,1,0.323
2011,NUTS,2010,UKI1,2,0.311
2012,NUTS,2010,UKI1,2,0.735
2012,NUTS,2010,UKI11,3,1.093
2011,NUTS,2010,UKI12,3,0.471
2012,NUTS,2010,UKI12,3,0.554
2011,NUTS,2010,UKI2,2,0.067
2012,NUTS,2010,UKI2,2,0.054
2011,NUTS,2010,UKI22,3,0.27
2012,NUTS,2010,UKI23,3,0.136
2011,NUTS,2010,UKJ,1,1.035
2012,NUTS,2010,UKJ,1,0.498
2011,NUTS,2010,UKJ1,2,0.932
2012,NUTS,2010,UKJ1,2,0.438
2011,NUTS,2010,UKJ11,3,0.511
2011,NUTS,2010,UKJ12,3,1.333
2012,NUTS,2010,UKJ13,3,1.965
2011,NUTS,2010,UKJ14,3,2.041
2011,NUTS,2010,UKJ2,2,0.732
2011,NUTS,2010,UKJ23,3,1.769
2011,NUTS,2010,UKJ3,2,1.747
2012,NUTS,2010,UKJ3,2,1.745
2011,NUTS,2010,UKJ33,3,2.513
2012,NUTS,2010,UKJ33,3,1.757
2012,NUTS,2010,UKJ34,3,7.218
2011,NUTS,2010,UKJ4,2,0.871
2011,NUTS,2010,UKJ41,3,3.791
2011,NUTS,2010,UKJ42,3,0.343
2011,NUTS,2010,UKK,1,8.152
2012,NUTS,2010,UKK,1,7.071
2011,NUTS,2010,UKK1,2,17.096
2012,NUTS,2010,UKK1,2,14.937
2011,NUTS,2010,UKK11,3,71.859
2012,NUTS,2010,UKK11,3,63.729
2011,NUTS,2010,UKK12,3,6.246
2012,NUTS,2010,UKK12,3,3.224
2011,NUTS,2010,UKK13,3,7.833
2012,NUTS,2010,UKK13,3,9.63
2011,NUTS,2010,UKK15,3,1.694
2011,NUTS,2010,UKK2,2,2.359
2012,NUTS,2010,UKK2,2,0.781
2011,NUTS,2010,UKK21,3,0.608
2011,NUTS,2010,UKK22,3,1.937
2011,NUTS,2010,UKK23,3,3.773
2012,NUTS,2010,UKK23,3,1.875
2012,NUTS,2010,UKK3,2,2.472
2012,NUTS,2010,UKK30,3,2.472
2012,NUTS,2010,UKL,1,3.399
2012,NUTS,2010,UKL1,2,5.216
2012,NUTS,2010,UKL14,3,26.397
2012,NUTS,2010,UKL2,2,0.291
2012,NUTS,2010,UKL23,3,1.145
2012,NUTS,2010,UKM,1,0.094
2012,NUTS,2010,UKM3,2,0.214
2012,NUTS,2010,UKM34,3,0.842
2011,NUTS,2010,UKN,1,1.658
2011,NUTS,2010,UKN0,2,1.658
2011,NUTS,2010,UKN01,3,7.126
2011,NUTS,2010,UKN05,3,1.215
