year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_pps_hes
2003,NUTS,2010,PL22,2,56.551
2004,NUTS,2010,PL22,2,66.292
2005,NUTS,2010,PL22,2,73.223
2006,NUTS,2010,PL22,2,67.718
2007,NUTS,2010,PL22,2,85.946
2008,NUTS,2010,PL22,2,84.569
2009,NUTS,2010,PL22,2,88.019
2010,NUTS,2010,PL22,2,109.783
2011,NUTS,2010,PL22,2,129.929
2012,NUTS,2010,PL22,2,97.137
2013,NUTS,2010,PL22,2,108.373
2014,NUTS,2010,PL22,2,143.853
2015,NUTS,2010,PL22,2,144.777
2016,NUTS,2010,PL22,2,142.451
2017,NUTS,2010,PL22,2,188.724
2018,NUTS,2010,PL22,2,203.99
2019,NUTS,2010,PL22,2,320.317
2000,NUTS,2010,PL3,1,48.077
2001,NUTS,2010,PL3,1,53.606
2002,NUTS,2010,PL3,1,49.547
2003,NUTS,2010,PL3,1,53.549
2004,NUTS,2010,PL3,1,63.792
2005,NUTS,2010,PL3,1,65.857
2006,NUTS,2010,PL3,1,74.775
2007,NUTS,2010,PL3,1,83.146
2008,NUTS,2010,PL3,1,107.733
2009,NUTS,2010,PL3,1,138.27
2011,NUTS,2010,PL3,1,238.383
2012,NUTS,2010,PL3,1,289.306
2014,NUTS,2010,PL3,1,351.484
2015,NUTS,2010,PL3,1,378.09
2000,NUTS,2010,PL31,2,25.964
2001,NUTS,2010,PL31,2,26.533
2002,NUTS,2010,PL31,2,26.003
2003,NUTS,2010,PL31,2,27.798
2004,NUTS,2010,PL31,2,30.49
2005,NUTS,2010,PL31,2,29.465
2006,NUTS,2010,PL31,2,29.16
2007,NUTS,2010,PL31,2,36.559
2008,NUTS,2010,PL31,2,39.505
2009,NUTS,2010,PL31,2,54.088
2010,NUTS,2010,PL31,2,74.768
2011,NUTS,2010,PL31,2,70.965
2012,NUTS,2010,PL31,2,171.228
2013,NUTS,2010,PL31,2,87.41
2014,NUTS,2010,PL31,2,174.343
2015,NUTS,2010,PL31,2,187.742
2000,NUTS,2010,PL32,2,7.477
2004,NUTS,2010,PL32,2,10.803
2005,NUTS,2010,PL32,2,11.4
2006,NUTS,2010,PL32,2,24.452
2007,NUTS,2010,PL32,2,23.924
2008,NUTS,2010,PL32,2,21.058
2009,NUTS,2010,PL32,2,30.861
2010,NUTS,2010,PL32,2,96.448
2011,NUTS,2010,PL32,2,91.654
2012,NUTS,2010,PL32,2,67.337
2013,NUTS,2010,PL32,2,57.769
2007,NUTS,2010,PL33,2,5.633
2008,NUTS,2010,PL33,2,28.765
2011,NUTS,2010,PL33,2,33.475
2012,NUTS,2010,PL33,2,12.592
2001,NUTS,2010,PL34,2,15.496
2002,NUTS,2010,PL34,2,12.614
2003,NUTS,2010,PL34,2,14.604
2007,NUTS,2010,PL34,2,17.031
2008,NUTS,2010,PL34,2,18.405
2009,NUTS,2010,PL34,2,17.41
2010,NUTS,2010,PL34,2,31.954
2011,NUTS,2010,PL34,2,42.289
2012,NUTS,2010,PL34,2,38.149
2013,NUTS,2010,PL34,2,60.88
2014,NUTS,2010,PL34,2,66.575
2015,NUTS,2010,PL34,2,78.925
2000,NUTS,2010,PL4,1,111.65
2001,NUTS,2010,PL4,1,96.176
2002,NUTS,2010,PL4,1,87.39
2003,NUTS,2010,PL4,1,90.264
2004,NUTS,2010,PL4,1,86.559
2005,NUTS,2010,PL4,1,100.452
2006,NUTS,2010,PL4,1,97.47
2007,NUTS,2010,PL4,1,139.465
2008,NUTS,2010,PL4,1,155.745
2009,NUTS,2010,PL4,1,236.226
2010,NUTS,2010,PL4,1,211.851
2011,NUTS,2010,PL4,1,226.921
2012,NUTS,2010,PL4,1,423.959
2013,NUTS,2010,PL4,1,250.072
2014,NUTS,2010,PL4,1,240.067
2015,NUTS,2010,PL4,1,214.254
2016,NUTS,2010,PL4,1,241.265
2017,NUTS,2010,PL4,1,301.879
2018,NUTS,2010,PL4,1,394.935
2019,NUTS,2010,PL4,1,469.78
2000,NUTS,2010,PL41,2,73.316
2001,NUTS,2010,PL41,2,64.823
2002,NUTS,2010,PL41,2,55.922
2003,NUTS,2010,PL41,2,51.774
2004,NUTS,2010,PL41,2,53.435
2006,NUTS,2010,PL41,2,60.558
2007,NUTS,2010,PL41,2,90.437
2008,NUTS,2010,PL41,2,103.942
2009,NUTS,2010,PL41,2,189.045
2010,NUTS,2010,PL41,2,142.114
2011,NUTS,2010,PL41,2,147.764
2012,NUTS,2010,PL41,2,333.925
2014,NUTS,2010,PL41,2,178.844
2015,NUTS,2010,PL41,2,146.528
2016,NUTS,2010,PL41,2,194.783
2017,NUTS,2010,PL41,2,222.608
2018,NUTS,2010,PL41,2,282.008
2019,NUTS,2010,PL41,2,332.649
2001,NUTS,2010,PL42,2,26.893
2005,NUTS,2010,PL42,2,26.132
2007,NUTS,2010,PL42,2,43.47
2008,NUTS,2010,PL42,2,45.612
2009,NUTS,2010,PL42,2,39.304
2010,NUTS,2010,PL42,2,58.498
2011,NUTS,2010,PL42,2,63.806
2013,NUTS,2010,PL42,2,55.067
2017,NUTS,2010,PL42,2,63.906
2018,NUTS,2010,PL42,2,92.793
2001,NUTS,2010,PL43,2,4.46
2007,NUTS,2010,PL43,2,5.559
2008,NUTS,2010,PL43,2,6.191
2010,NUTS,2010,PL43,2,11.238
2011,NUTS,2010,PL43,2,15.352
2017,NUTS,2010,PL43,2,15.405
2018,NUTS,2010,PL43,2,20.134
2000,NUTS,2010,PL5,1,68.92
2001,NUTS,2010,PL5,1,75.679
2002,NUTS,2010,PL5,1,81.333
2003,NUTS,2010,PL5,1,72.157
2004,NUTS,2010,PL5,1,77.407
2005,NUTS,2010,PL5,1,79.975
2006,NUTS,2010,PL5,1,78.821
2007,NUTS,2010,PL5,1,95.506
2008,NUTS,2010,PL5,1,110.428
2009,NUTS,2010,PL5,1,165.697
2011,NUTS,2010,PL5,1,126.205
2012,NUTS,2010,PL5,1,147.869
2013,NUTS,2010,PL5,1,136.786
2014,NUTS,2010,PL5,1,146.205
2015,NUTS,2010,PL5,1,172.226
2016,NUTS,2010,PL5,1,161.23
2017,NUTS,2010,PL5,1,241.992
2018,NUTS,2010,PL5,1,297.944
2019,NUTS,2010,PL5,1,362.736
2007,NUTS,2010,PL51,2,89.38
2009,NUTS,2010,PL51,2,155.114
2010,NUTS,2010,PL51,2,132.134
2012,NUTS,2010,PL51,2,140.773
2013,NUTS,2010,PL51,2,124.012
2015,NUTS,2010,PL51,2,151.13
2016,NUTS,2010,PL51,2,134.316
2017,NUTS,2010,PL51,2,217.367
2018,NUTS,2010,PL51,2,272.027
2019,NUTS,2010,PL51,2,322.312
2007,NUTS,2010,PL52,2,6.126
2009,NUTS,2010,PL52,2,10.583
2012,NUTS,2010,PL52,2,7.096
2013,NUTS,2010,PL52,2,12.774
2015,NUTS,2010,PL52,2,21.136
2016,NUTS,2010,PL52,2,26.914
2017,NUTS,2010,PL52,2,24.625
2018,NUTS,2010,PL52,2,25.917
2019,NUTS,2010,PL52,2,40.424
2000,NUTS,2010,PL6,1,75.808
2001,NUTS,2010,PL6,1,78.247
2002,NUTS,2010,PL6,1,74.958
2003,NUTS,2010,PL6,1,63.421
2004,NUTS,2010,PL6,1,71.916
2005,NUTS,2010,PL6,1,76.161
2006,NUTS,2010,PL6,1,84.49
2007,NUTS,2010,PL6,1,84.663
2008,NUTS,2010,PL6,1,109.965
2009,NUTS,2010,PL6,1,192.317
2010,NUTS,2010,PL6,1,171.007
2011,NUTS,2010,PL6,1,196.921
2012,NUTS,2010,PL6,1,291.611
2014,NUTS,2010,PL6,1,172.681
2015,NUTS,2010,PL6,1,188.964
2016,NUTS,2010,PL6,1,211.492
2017,NUTS,2010,PL6,1,249.399
2018,NUTS,2010,PL6,1,300.069
2019,NUTS,2010,PL6,1,455.652
2005,NUTS,2010,PL61,2,18.459
2006,NUTS,2010,PL61,2,30.715
2007,NUTS,2010,PL61,2,24.534
2008,NUTS,2010,PL61,2,32.261
2009,NUTS,2010,PL61,2,114.518
2011,NUTS,2010,PL61,2,47.461
2012,NUTS,2010,PL61,2,70.604
2014,NUTS,2010,PL61,2,39.166
2015,NUTS,2010,PL61,2,45.001
2016,NUTS,2010,PL61,2,38.748
2017,NUTS,2010,PL61,2,56.617
2005,NUTS,2010,PL62,2,11.663
2006,NUTS,2010,PL62,2,11.223
2007,NUTS,2010,PL62,2,13.42
2008,NUTS,2010,PL62,2,19.837
2012,NUTS,2010,PL62,2,32.49
2013,NUTS,2010,PL62,2,25.875
2014,NUTS,2010,PL62,2,21.002
2015,NUTS,2010,PL62,2,32.295
2016,NUTS,2010,PL62,2,36.464
2017,NUTS,2010,PL62,2,51.18
2000,NUTS,2010,PL63,2,41.687
2001,NUTS,2010,PL63,2,43.425
2002,NUTS,2010,PL63,2,37.479
2003,NUTS,2010,PL63,2,36.169
2004,NUTS,2010,PL63,2,40.4
2005,NUTS,2010,PL63,2,46.039
2006,NUTS,2010,PL63,2,42.552
2007,NUTS,2010,PL63,2,46.71
2008,NUTS,2010,PL63,2,57.867
2009,NUTS,2010,PL63,2,50.372
2010,NUTS,2010,PL63,2,61.643
2012,NUTS,2010,PL63,2,188.517
2013,NUTS,2010,PL63,2,121.269
2014,NUTS,2010,PL63,2,112.553
2015,NUTS,2010,PL63,2,111.668
2016,NUTS,2010,PL63,2,136.24
2017,NUTS,2010,PL63,2,141.602
2018,NUTS,2010,PL63,2,154.105
2019,NUTS,2010,PL63,2,257.345
2016,NUTS,2010,PL7,1,150.425
2017,NUTS,2010,PL7,1,154.092
2018,NUTS,2010,PL7,1,235.07
2019,NUTS,2010,PL7,1,316.769
2016,NUTS,2010,PL71,2,125.821
2017,NUTS,2010,PL71,2,141.681
2018,NUTS,2010,PL71,2,203.949
2019,NUTS,2010,PL71,2,273.925
2016,NUTS,2010,PL72,2,24.563
2017,NUTS,2010,PL72,2,12.372
2018,NUTS,2010,PL72,2,31.122
2019,NUTS,2010,PL72,2,42.844
2016,NUTS,2010,PL8,1,296.241
2017,NUTS,2010,PL8,1,297.545
2018,NUTS,2010,PL8,1,331.143
2019,NUTS,2010,PL8,1,409.884
2016,NUTS,2010,PL81,2,177.232
2017,NUTS,2010,PL81,2,184.666
2018,NUTS,2010,PL81,2,198.653
2019,NUTS,2010,PL81,2,238.724
2016,NUTS,2010,PL82,2,74.291
2017,NUTS,2010,PL82,2,44.64
2018,NUTS,2010,PL82,2,58.822
2019,NUTS,2010,PL82,2,74.575
2016,NUTS,2010,PL84,2,44.719
2017,NUTS,2010,PL84,2,68.201
2018,NUTS,2010,PL84,2,73.668
2019,NUTS,2010,PL84,2,96.586
2016,NUTS,2010,PL9,1,780.975
2017,NUTS,2010,PL9,1,831.252
2018,NUTS,2010,PL9,1,927.87
2019,NUTS,2010,PL9,1,1178.991
2016,NUTS,2010,PL91,2,754.007
2017,NUTS,2010,PL91,2,801.072
2018,NUTS,2010,PL91,2,896.238
2016,NUTS,2010,PL92,2,27.008
2017,NUTS,2010,PL92,2,30.18
2018,NUTS,2010,PL92,2,31.632
2009,NUTS,2010,PLZ,1,0.0
2009,NUTS,2010,PLZZ,2,0.0
1995,NUTS,2010,PT,0,231.594
1996,NUTS,2010,PT,0,270.681
1997,NUTS,2010,PT,0,301.436
1998,NUTS,2010,PT,0,345.427
1999,NUTS,2010,PT,0,397.572
2000,NUTS,2010,PT,0,436.625
2001,NUTS,2010,PT,0,469.589
2002,NUTS,2010,PT,0,471.004
2003,NUTS,2010,PT,0,480.203
2004,NUTS,2010,PT,0,493.587
2005,NUTS,2010,PT,0,524.146
2006,NUTS,2010,PT,0,628.354
2007,NUTS,2010,PT,0,716.422
2008,NUTS,2010,PT,0,1087.042
2009,NUTS,2010,PT,0,1220.036
2010,NUTS,2010,PT,0,1234.816
2011,NUTS,2010,PT,0,1117.134
2012,NUTS,2010,PT,0,1032.338
2013,NUTS,2010,PT,0,1246.313
2014,NUTS,2010,PT,0,1260.087
2015,NUTS,2010,PT,0,1250.587
2016,NUTS,2010,PT,0,1298.019
2017,NUTS,2010,PT,0,1311.605
2018,NUTS,2010,PT,0,1368.54
2019,NUTS,2010,PT,0,1429.511
2020,NUTS,2010,PT,0,1369.431
1995,NUTS,2010,PT1,1,224.664
1997,NUTS,2010,PT1,1,293.749
1999,NUTS,2010,PT1,1,386.493
2000,NUTS,2010,PT1,1,423.843
2001,NUTS,2010,PT1,1,455.35
2002,NUTS,2010,PT1,1,457.497
2003,NUTS,2010,PT1,1,467.2
2004,NUTS,2010,PT1,1,481.07
2005,NUTS,2010,PT1,1,511.684
2006,NUTS,2010,PT1,1,612.129
2007,NUTS,2010,PT1,1,696.862
2008,NUTS,2010,PT1,1,1065.177
2009,NUTS,2010,PT1,1,1190.19
2010,NUTS,2010,PT1,1,1215.962
2011,NUTS,2010,PT1,1,1100.454
2012,NUTS,2010,PT1,1,1015.264
2013,NUTS,2010,PT1,1,1227.342
2014,NUTS,2010,PT1,1,1239.531
2015,NUTS,2010,PT1,1,1230.586
2016,NUTS,2010,PT1,1,1278.735
2017,NUTS,2010,PT1,1,1291.407
2018,NUTS,2010,PT1,1,1346.352
2019,NUTS,2010,PT1,1,1409.069
2020,NUTS,2010,PT1,1,1350.293
1995,NUTS,2010,PT11,2,63.691
1997,NUTS,2010,PT11,2,76.406
1999,NUTS,2010,PT11,2,102.492
2000,NUTS,2010,PT11,2,18.566
2001,NUTS,2010,PT11,2,18.726
2002,NUTS,2010,PT11,2,73.563
2003,NUTS,2010,PT11,2,129.261
2004,NUTS,2010,PT11,2,133.819
2005,NUTS,2010,PT11,2,143.039
2006,NUTS,2010,PT11,2,180.572
2007,NUTS,2010,PT11,2,213.392
2008,NUTS,2010,PT11,2,261.866
2009,NUTS,2010,PT11,2,339.207
2010,NUTS,2010,PT11,2,346.949
2011,NUTS,2010,PT11,2,353.815
2012,NUTS,2010,PT11,2,281.284
2013,NUTS,2010,PT11,2,370.604
2014,NUTS,2010,PT11,2,371.34
2015,NUTS,2010,PT11,2,389.533
2016,NUTS,2010,PT11,2,404.347
2017,NUTS,2010,PT11,2,416.495
2018,NUTS,2010,PT11,2,433.355
2019,NUTS,2010,PT11,2,463.245
2020,NUTS,2010,PT11,2,444.931
1995,NUTS,2010,PT15,2,5.069
1997,NUTS,2010,PT15,2,9.057
1999,NUTS,2010,PT15,2,14.443
2000,NUTS,2010,PT15,2,14.784
2001,NUTS,2010,PT15,2,14.944
2002,NUTS,2010,PT15,2,14.094
2003,NUTS,2010,PT15,2,13.482
2004,NUTS,2010,PT15,2,13.266
2005,NUTS,2010,PT15,2,13.509
2006,NUTS,2010,PT15,2,18.739
2007,NUTS,2010,PT15,2,23.467
2008,NUTS,2010,PT15,2,27.509
2009,NUTS,2010,PT15,2,31.419
2010,NUTS,2010,PT15,2,33.808
2011,NUTS,2010,PT15,2,29.851
2012,NUTS,2010,PT15,2,26.924
2013,NUTS,2010,PT15,2,25.55
2014,NUTS,2010,PT15,2,28.559
2015,NUTS,2010,PT15,2,27.826
2016,NUTS,2010,PT15,2,29.605
2017,NUTS,2010,PT15,2,25.647
2018,NUTS,2010,PT15,2,30.774
2019,NUTS,2010,PT15,2,34.221
2020,NUTS,2010,PT15,2,31.217
2000,NUTS,2010,PT16,2,90.867
2001,NUTS,2010,PT16,2,98.287
2002,NUTS,2010,PT16,2,100.015
2003,NUTS,2010,PT16,2,103.387
2004,NUTS,2010,PT16,2,105.049
2005,NUTS,2010,PT16,2,110.36
2006,NUTS,2010,PT16,2,129.41
2007,NUTS,2010,PT16,2,145.16
2008,NUTS,2010,PT16,2,220.357
2009,NUTS,2010,PT16,2,237.323
2010,NUTS,2010,PT16,2,264.086
2011,NUTS,2010,PT16,2,231.106
2012,NUTS,2010,PT16,2,220.035
2013,NUTS,2010,PT16,2,262.942
2014,NUTS,2010,PT16,2,267.645
2015,NUTS,2010,PT16,2,251.694
2016,NUTS,2010,PT16,2,247.827
2017,NUTS,2010,PT16,2,257.813
2018,NUTS,2010,PT16,2,268.027
2019,NUTS,2010,PT16,2,273.154
2020,NUTS,2010,PT16,2,261.281
2000,NUTS,2010,PT17,2,182.662
2001,NUTS,2010,PT17,2,193.682
2002,NUTS,2010,PT17,2,193.339
2003,NUTS,2010,PT17,2,196.198
2004,NUTS,2010,PT17,2,204.121
2005,NUTS,2010,PT17,2,219.159
2006,NUTS,2010,PT17,2,251.539
2007,NUTS,2010,PT17,2,277.55
2008,NUTS,2010,PT17,2,518.593
2009,NUTS,2010,PT17,2,515.323
2010,NUTS,2010,PT17,2,532.739
2011,NUTS,2010,PT17,2,454.837
2012,NUTS,2010,PT17,2,456.388
2013,NUTS,2010,PT17,2,534.527
2014,NUTS,2010,PT17,2,537.815
2015,NUTS,2010,PT17,2,525.494
2016,NUTS,2010,PT17,2,557.144
2017,NUTS,2010,PT17,2,552.387
2018,NUTS,2010,PT17,2,571.427
2019,NUTS,2010,PT17,2,595.674
2020,NUTS,2010,PT17,2,570.012
2000,NUTS,2010,PT18,2,116.964
2001,NUTS,2010,PT18,2,129.712
2002,NUTS,2010,PT18,2,76.486
2003,NUTS,2010,PT18,2,24.872
2004,NUTS,2010,PT18,2,24.815
2005,NUTS,2010,PT18,2,25.617
2006,NUTS,2010,PT18,2,31.869
2007,NUTS,2010,PT18,2,37.294
2008,NUTS,2010,PT18,2,36.852
2009,NUTS,2010,PT18,2,66.918
2010,NUTS,2010,PT18,2,38.38
2011,NUTS,2010,PT18,2,30.846
2012,NUTS,2010,PT18,2,30.632
2013,NUTS,2010,PT18,2,33.72
2014,NUTS,2010,PT18,2,34.174
2015,NUTS,2010,PT18,2,36.04
2016,NUTS,2010,PT18,2,39.812
2017,NUTS,2010,PT18,2,39.065
2018,NUTS,2010,PT18,2,42.769
2019,NUTS,2010,PT18,2,42.774
2020,NUTS,2010,PT18,2,42.852
1995,NUTS,2010,PT2,1,5.177
1997,NUTS,2010,PT2,1,5.377
1999,NUTS,2010,PT2,1,9.232
2000,NUTS,2010,PT2,1,2.806
2001,NUTS,2010,PT2,1,3.659
2002,NUTS,2010,PT2,1,6.518
2003,NUTS,2010,PT2,1,9.465
2004,NUTS,2010,PT2,1,8.717
2005,NUTS,2010,PT2,1,8.266
2006,NUTS,2010,PT2,1,9.796
2007,NUTS,2010,PT2,1,11.075
2008,NUTS,2010,PT2,1,12.112
2009,NUTS,2010,PT2,1,23.96
2010,NUTS,2010,PT2,1,10.726
2011,NUTS,2010,PT2,1,10.722
2012,NUTS,2010,PT2,1,11.283
2013,NUTS,2010,PT2,1,10.911
2014,NUTS,2010,PT2,1,11.545
2015,NUTS,2010,PT2,1,10.546
2016,NUTS,2010,PT2,1,10.241
2017,NUTS,2010,PT2,1,11.107
2018,NUTS,2010,PT2,1,12.335
2019,NUTS,2010,PT2,1,11.392
2020,NUTS,2010,PT2,1,10.815
1995,NUTS,2010,PT20,2,5.177
1997,NUTS,2010,PT20,2,5.377
1999,NUTS,2010,PT20,2,9.232
2000,NUTS,2010,PT20,2,2.806
2001,NUTS,2010,PT20,2,3.659
2002,NUTS,2010,PT20,2,6.518
2003,NUTS,2010,PT20,2,9.465
2004,NUTS,2010,PT20,2,8.717
2005,NUTS,2010,PT20,2,8.266
2006,NUTS,2010,PT20,2,9.796
2007,NUTS,2010,PT20,2,11.075
2008,NUTS,2010,PT20,2,12.112
2009,NUTS,2010,PT20,2,23.96
2010,NUTS,2010,PT20,2,10.726
2011,NUTS,2010,PT20,2,10.722
2012,NUTS,2010,PT20,2,11.283
2013,NUTS,2010,PT20,2,10.911
2014,NUTS,2010,PT20,2,11.545
2015,NUTS,2010,PT20,2,10.546
2016,NUTS,2010,PT20,2,10.241
2017,NUTS,2010,PT20,2,11.107
2018,NUTS,2010,PT20,2,12.335
2019,NUTS,2010,PT20,2,11.392
2020,NUTS,2010,PT20,2,10.815
1995,NUTS,2010,PT3,1,1.753
1997,NUTS,2010,PT3,1,2.271
1999,NUTS,2010,PT3,1,1.897
2000,NUTS,2010,PT3,1,9.971
2001,NUTS,2010,PT3,1,10.579
2002,NUTS,2010,PT3,1,6.989
2003,NUTS,2010,PT3,1,3.538
2004,NUTS,2010,PT3,1,3.8
2005,NUTS,2010,PT3,1,4.196
2006,NUTS,2010,PT3,1,6.429
2007,NUTS,2010,PT3,1,8.486
2008,NUTS,2010,PT3,1,9.753
2009,NUTS,2010,PT3,1,5.886
2010,NUTS,2010,PT3,1,8.129
2011,NUTS,2010,PT3,1,5.958
2012,NUTS,2010,PT3,1,5.791
2013,NUTS,2010,PT3,1,8.059
2014,NUTS,2010,PT3,1,9.011
2015,NUTS,2010,PT3,1,9.455
2016,NUTS,2010,PT3,1,9.044
2017,NUTS,2010,PT3,1,9.091
2018,NUTS,2010,PT3,1,9.853
2019,NUTS,2010,PT3,1,9.05
2020,NUTS,2010,PT3,1,8.323
1995,NUTS,2010,PT30,2,1.753
1997,NUTS,2010,PT30,2,2.271
1999,NUTS,2010,PT30,2,1.897
2000,NUTS,2010,PT30,2,9.971
2001,NUTS,2010,PT30,2,10.579
2002,NUTS,2010,PT30,2,6.989
2003,NUTS,2010,PT30,2,3.538
2004,NUTS,2010,PT30,2,3.8
2005,NUTS,2010,PT30,2,4.196
2006,NUTS,2010,PT30,2,6.429
2007,NUTS,2010,PT30,2,8.486
2008,NUTS,2010,PT30,2,9.753
2009,NUTS,2010,PT30,2,5.886
2010,NUTS,2010,PT30,2,8.129
2011,NUTS,2010,PT30,2,5.958
2012,NUTS,2010,PT30,2,5.791
2013,NUTS,2010,PT30,2,8.059
2014,NUTS,2010,PT30,2,9.011
2015,NUTS,2010,PT30,2,9.455
2016,NUTS,2010,PT30,2,9.044
2017,NUTS,2010,PT30,2,9.091
2018,NUTS,2010,PT30,2,9.853
2019,NUTS,2010,PT30,2,9.05
2020,NUTS,2010,PT30,2,8.323
1995,NUTS,2010,PTZZ,2,155.904
1997,NUTS,2010,PTZZ,2,208.3
1999,NUTS,2010,PTZZ,2,269.521
1995,NUTS,2010,RO,0,19.911
1996,NUTS,2010,RO,0,24.793
1997,NUTS,2010,RO,0,17.191
1998,NUTS,2010,RO,0,23.478
1999,NUTS,2010,RO,0,29.502
2000,NUTS,2010,RO,0,46.993
2001,NUTS,2010,RO,0,52.873
2002,NUTS,2010,RO,0,74.892
2003,NUTS,2010,RO,0,50.107
2004,NUTS,2010,RO,0,61.988
2005,NUTS,2010,RO,0,94.542
2006,NUTS,2010,RO,0,157.541
2007,NUTS,2010,RO,0,278.437
2008,NUTS,2010,RO,0,426.038
2009,NUTS,2010,RO,0,280.896
2010,NUTS,2010,RO,0,291.049
2011,NUTS,2010,RO,0,306.438
2012,NUTS,2010,RO,0,267.712
2013,NUTS,2010,RO,0,218.263
2014,NUTS,2010,RO,0,171.145
2015,NUTS,2010,RO,0,262.195
2016,NUTS,2010,RO,0,180.835
2017,NUTS,2010,RO,0,195.43
2018,NUTS,2010,RO,0,190.449
2019,NUTS,2010,RO,0,205.007
2020,NUTS,2010,RO,0,170.153
2001,NUTS,2010,RO1,1,7.678
2002,NUTS,2010,RO1,1,21.555
2003,NUTS,2010,RO1,1,6.184
2004,NUTS,2010,RO1,1,7.372
2005,NUTS,2010,RO1,1,33.442
2006,NUTS,2010,RO1,1,37.522
2007,NUTS,2010,RO1,1,69.141
2008,NUTS,2010,RO1,1,94.567
2009,NUTS,2010,RO1,1,63.882
2010,NUTS,2010,RO1,1,76.526
2011,NUTS,2010,RO1,1,87.78
2012,NUTS,2010,RO1,1,94.767
2013,NUTS,2010,RO1,1,80.109
2014,NUTS,2010,RO1,1,52.222
2015,NUTS,2010,RO1,1,78.42
2016,NUTS,2010,RO1,1,55.65
2017,NUTS,2010,RO1,1,52.182
2018,NUTS,2010,RO1,1,52.27
2019,NUTS,2010,RO1,1,58.713
2001,NUTS,2010,RO11,2,6.474
2002,NUTS,2010,RO11,2,20.55
2003,NUTS,2010,RO11,2,5.298
2004,NUTS,2010,RO11,2,6.626
2005,NUTS,2010,RO11,2,27.702
2006,NUTS,2010,RO11,2,29.929
2007,NUTS,2010,RO11,2,50.542
2008,NUTS,2010,RO11,2,73.753
2009,NUTS,2010,RO11,2,50.563
2010,NUTS,2010,RO11,2,54.156
2011,NUTS,2010,RO11,2,57.033
2012,NUTS,2010,RO11,2,68.842
2013,NUTS,2010,RO11,2,63.273
2014,NUTS,2010,RO11,2,40.673
2015,NUTS,2010,RO11,2,65.462
2016,NUTS,2010,RO11,2,44.871
2017,NUTS,2010,RO11,2,41.216
2018,NUTS,2010,RO11,2,43.285
2019,NUTS,2010,RO11,2,49.756
2001,NUTS,2010,RO12,2,1.204
2002,NUTS,2010,RO12,2,1.004
2003,NUTS,2010,RO12,2,0.886
2004,NUTS,2010,RO12,2,0.746
2005,NUTS,2010,RO12,2,5.74
2006,NUTS,2010,RO12,2,7.593
2007,NUTS,2010,RO12,2,18.599
2008,NUTS,2010,RO12,2,20.814
2009,NUTS,2010,RO12,2,13.319
2010,NUTS,2010,RO12,2,22.369
2011,NUTS,2010,RO12,2,30.747
2012,NUTS,2010,RO12,2,25.925
2013,NUTS,2010,RO12,2,16.836
2014,NUTS,2010,RO12,2,11.548
2015,NUTS,2010,RO12,2,12.957
2016,NUTS,2010,RO12,2,10.779
2017,NUTS,2010,RO12,2,10.965
2018,NUTS,2010,RO12,2,8.986
2019,NUTS,2010,RO12,2,8.956
2001,NUTS,2010,RO2,1,8.504
2002,NUTS,2010,RO2,1,5.81
2003,NUTS,2010,RO2,1,3.634
2004,NUTS,2010,RO2,1,5.201
2005,NUTS,2010,RO2,1,14.285
2006,NUTS,2010,RO2,1,26.018
2007,NUTS,2010,RO2,1,54.52
2008,NUTS,2010,RO2,1,72.201
2009,NUTS,2010,RO2,1,54.039
2010,NUTS,2010,RO2,1,46.834
2011,NUTS,2010,RO2,1,47.623
2012,NUTS,2010,RO2,1,42.789
2013,NUTS,2010,RO2,1,33.369
2014,NUTS,2010,RO2,1,34.094
2015,NUTS,2010,RO2,1,86.553
2016,NUTS,2010,RO2,1,29.501
2017,NUTS,2010,RO2,1,24.252
2018,NUTS,2010,RO2,1,23.629
2019,NUTS,2010,RO2,1,24.719
2001,NUTS,2010,RO21,2,7.084
2002,NUTS,2010,RO21,2,3.764
2003,NUTS,2010,RO21,2,2.178
2004,NUTS,2010,RO21,2,4.123
2005,NUTS,2010,RO21,2,11.663
2006,NUTS,2010,RO21,2,22.281
2007,NUTS,2010,RO21,2,46.354
2008,NUTS,2010,RO21,2,60.703
2009,NUTS,2010,RO21,2,41.795
2010,NUTS,2010,RO21,2,35.116
2011,NUTS,2010,RO21,2,37.795
2012,NUTS,2010,RO21,2,37.074
2013,NUTS,2010,RO21,2,27.753
2014,NUTS,2010,RO21,2,29.38
2015,NUTS,2010,RO21,2,81.758
2016,NUTS,2010,RO21,2,24.183
2017,NUTS,2010,RO21,2,19.138
2018,NUTS,2010,RO21,2,14.892
2019,NUTS,2010,RO21,2,18.338
2001,NUTS,2010,RO22,2,1.42
2002,NUTS,2010,RO22,2,2.046
2003,NUTS,2010,RO22,2,1.456
2004,NUTS,2010,RO22,2,1.078
2005,NUTS,2010,RO22,2,2.622
2006,NUTS,2010,RO22,2,3.737
2007,NUTS,2010,RO22,2,8.166
2008,NUTS,2010,RO22,2,11.499
2009,NUTS,2010,RO22,2,12.244
2010,NUTS,2010,RO22,2,11.718
2011,NUTS,2010,RO22,2,9.828
2012,NUTS,2010,RO22,2,5.715
2013,NUTS,2010,RO22,2,5.616
2014,NUTS,2010,RO22,2,4.714
2015,NUTS,2010,RO22,2,4.795
2016,NUTS,2010,RO22,2,5.318
2017,NUTS,2010,RO22,2,5.114
2018,NUTS,2010,RO22,2,8.737
