year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_total_pc_act_hc_f
2016,NUTS,2010,UK,0,0.4761
2017,NUTS,2010,UK,0,0.5297
2018,NUTS,2010,UK,0,0.5652
2011,NUTS,2010,UKC,1,0.1711
2013,NUTS,2010,UKC,1,0.2589
2015,NUTS,2010,UKC,1,0.2526
2017,NUTS,2010,UKC,1,0.3198
2011,NUTS,2010,UKC1,2,0.1495
2013,NUTS,2010,UKC1,2,0.3097
2015,NUTS,2010,UKC1,2,0.2115
2017,NUTS,2010,UKC1,2,0.2479
2011,NUTS,2010,UKC2,2,0.1888
2013,NUTS,2010,UKC2,2,0.2187
2015,NUTS,2010,UKC2,2,0.2854
2017,NUTS,2010,UKC2,2,0.3774
2011,NUTS,2010,UKD,1,0.271
2013,NUTS,2010,UKD,1,0.2942
2015,NUTS,2010,UKD,1,0.3695
2017,NUTS,2010,UKD,1,0.4063
2011,NUTS,2010,UKD1,2,0.3577
2013,NUTS,2010,UKD1,2,0.2846
2015,NUTS,2010,UKD1,2,0.5128
2017,NUTS,2010,UKD1,2,0.5603
2011,NUTS,2010,UKD3,2,0.1751
2013,NUTS,2010,UKD3,2,0.1887
2015,NUTS,2010,UKD3,2,0.2627
2017,NUTS,2010,UKD3,2,0.3031
2011,NUTS,2010,UKD4,2,0.2444
2013,NUTS,2010,UKD4,2,0.2917
2015,NUTS,2010,UKD4,2,0.3161
2017,NUTS,2010,UKD4,2,0.3414
2011,NUTS,2010,UKD6,2,0.7159
2013,NUTS,2010,UKD6,2,0.7676
2015,NUTS,2010,UKD6,2,0.8744
2017,NUTS,2010,UKD6,2,0.7822
2011,NUTS,2010,UKD7,2,0.1648
2013,NUTS,2010,UKD7,2,0.1974
2015,NUTS,2010,UKD7,2,0.2594
2017,NUTS,2010,UKD7,2,0.3838
2011,NUTS,2010,UKE,1,0.2308
2013,NUTS,2010,UKE,1,0.2931
2015,NUTS,2010,UKE,1,0.3268
2017,NUTS,2010,UKE,1,0.436
2013,NUTS,2010,UKE1,2,0.2677
2015,NUTS,2010,UKE1,2,0.3006
2017,NUTS,2010,UKE1,2,0.4035
2011,NUTS,2010,UKE2,2,0.6371
2013,NUTS,2010,UKE2,2,0.4456
2015,NUTS,2010,UKE2,2,0.5229
2017,NUTS,2010,UKE2,2,0.5862
2011,NUTS,2010,UKE3,2,0.1658
2013,NUTS,2010,UKE3,2,0.1833
2015,NUTS,2010,UKE3,2,0.2192
2017,NUTS,2010,UKE3,2,0.3353
2011,NUTS,2010,UKE4,2,0.2236
2013,NUTS,2010,UKE4,2,0.3169
2015,NUTS,2010,UKE4,2,0.3269
2017,NUTS,2010,UKE4,2,0.4496
2011,NUTS,2010,UKF,1,0.2926
2013,NUTS,2010,UKF,1,0.3613
2015,NUTS,2010,UKF,1,0.3855
2017,NUTS,2010,UKF,1,0.462
2011,NUTS,2010,UKF1,2,0.435
2013,NUTS,2010,UKF1,2,0.5567
2015,NUTS,2010,UKF1,2,0.5712
2017,NUTS,2010,UKF1,2,0.704
2011,NUTS,2010,UKF2,2,0.2077
2013,NUTS,2010,UKF2,2,0.2334
2015,NUTS,2010,UKF2,2,0.2557
2017,NUTS,2010,UKF2,2,0.3036
2011,NUTS,2010,UKF3,2,0.0881
2013,NUTS,2010,UKF3,2,0.0991
2015,NUTS,2010,UKF3,2,0.1242
2017,NUTS,2010,UKF3,2,0.1488
2011,NUTS,2010,UKG,1,0.1868
2013,NUTS,2010,UKG,1,0.2408
2015,NUTS,2010,UKG,1,0.3284
2017,NUTS,2010,UKG,1,0.4093
2011,NUTS,2010,UKG1,2,0.3691
2013,NUTS,2010,UKG1,2,0.4709
2015,NUTS,2010,UKG1,2,0.6389
2017,NUTS,2010,UKG1,2,0.9069
2011,NUTS,2010,UKG2,2,0.1088
2013,NUTS,2010,UKG2,2,0.1179
2015,NUTS,2010,UKG2,2,0.1534
2017,NUTS,2010,UKG2,2,0.1853
2011,NUTS,2010,UKG3,2,0.1368
2013,NUTS,2010,UKG3,2,0.1956
2015,NUTS,2010,UKG3,2,0.2706
2017,NUTS,2010,UKG3,2,0.2932
2011,NUTS,2010,UKH,1,0.6838
2013,NUTS,2010,UKH,1,0.6969
2015,NUTS,2010,UKH,1,0.7709
2017,NUTS,2010,UKH,1,0.8732
2011,NUTS,2010,UKH1,2,0.8077
2013,NUTS,2010,UKH1,2,0.8214
2015,NUTS,2010,UKH1,2,0.9679
2017,NUTS,2010,UKH1,2,1.175
2011,NUTS,2010,UKH2,2,0.6462
2013,NUTS,2010,UKH2,2,0.8061
2015,NUTS,2010,UKH2,2,0.8192
2017,NUTS,2010,UKH2,2,0.9045
2011,NUTS,2010,UKH3,2,0.547
2013,NUTS,2010,UKH3,2,0.4085
2015,NUTS,2010,UKH3,2,0.44
2017,NUTS,2010,UKH3,2,0.4365
2011,NUTS,2010,UKI,1,0.1872
2013,NUTS,2010,UKI,1,0.2762
2015,NUTS,2010,UKI,1,0.3812
2017,NUTS,2010,UKI,1,0.508
2011,NUTS,2010,UKI3,2,0.6733
2013,NUTS,2010,UKI3,2,0.9102
2015,NUTS,2010,UKI3,2,1.2334
2017,NUTS,2010,UKI3,2,1.8925
2011,NUTS,2010,UKI4,2,0.1133
2013,NUTS,2010,UKI4,2,0.1953
2015,NUTS,2010,UKI4,2,0.2543
2017,NUTS,2010,UKI4,2,0.3132
2011,NUTS,2010,UKI5,2,0.0436
2013,NUTS,2010,UKI5,2,0.0598
2015,NUTS,2010,UKI5,2,0.0713
2017,NUTS,2010,UKI5,2,0.0682
2011,NUTS,2010,UKI6,2,0.1296
2013,NUTS,2010,UKI6,2,0.0922
2015,NUTS,2010,UKI6,2,0.1158
2017,NUTS,2010,UKI6,2,0.1583
2011,NUTS,2010,UKI7,2,0.1782
2013,NUTS,2010,UKI7,2,0.3097
2015,NUTS,2010,UKI7,2,0.4872
2017,NUTS,2010,UKI7,2,0.6114
2011,NUTS,2010,UKJ,1,0.5214
2013,NUTS,2010,UKJ,1,0.6696
2015,NUTS,2010,UKJ,1,0.7159
2017,NUTS,2010,UKJ,1,0.7291
2011,NUTS,2010,UKJ1,2,0.822
2013,NUTS,2010,UKJ1,2,1.2109
2015,NUTS,2010,UKJ1,2,1.261
2017,NUTS,2010,UKJ1,2,1.3654
2011,NUTS,2010,UKJ2,2,0.3565
2013,NUTS,2010,UKJ2,2,0.4589
2015,NUTS,2010,UKJ2,2,0.5111
2017,NUTS,2010,UKJ2,2,0.5271
2011,NUTS,2010,UKJ3,2,0.57
2013,NUTS,2010,UKJ3,2,0.6865
2015,NUTS,2010,UKJ3,2,0.7035
2017,NUTS,2010,UKJ3,2,0.6314
2011,NUTS,2010,UKJ4,2,0.3156
2013,NUTS,2010,UKJ4,2,0.2553
2015,NUTS,2010,UKJ4,2,0.284
2017,NUTS,2010,UKJ4,2,0.2935
2011,NUTS,2010,UKK,1,0.2155
2013,NUTS,2010,UKK,1,0.2743
2015,NUTS,2010,UKK,1,0.3184
2017,NUTS,2010,UKK,1,0.3778
2011,NUTS,2010,UKK1,2,0.3633
2013,NUTS,2010,UKK1,2,0.4718
2015,NUTS,2010,UKK1,2,0.4952
2017,NUTS,2010,UKK1,2,0.5818
2011,NUTS,2010,UKK2,2,0.1385
2013,NUTS,2010,UKK2,2,0.1626
2015,NUTS,2010,UKK2,2,0.2242
2017,NUTS,2010,UKK2,2,0.2559
2011,NUTS,2010,UKK3,2,0.0587
2013,NUTS,2010,UKK3,2,0.0621
2015,NUTS,2010,UKK3,2,0.0994
2017,NUTS,2010,UKK3,2,0.1354
2011,NUTS,2010,UKK4,2,0.0534
2013,NUTS,2010,UKK4,2,0.07
2015,NUTS,2010,UKK4,2,0.1404
2017,NUTS,2010,UKK4,2,0.1805
2011,NUTS,2010,UKL,1,0.1959
2013,NUTS,2010,UKL,1,0.1837
2015,NUTS,2010,UKL,1,0.2281
2017,NUTS,2010,UKL,1,0.3507
2011,NUTS,2010,UKL1,2,0.1021
2013,NUTS,2010,UKL1,2,0.0782
2015,NUTS,2010,UKL1,2,0.1944
2017,NUTS,2010,UKL1,2,0.3057
2011,NUTS,2010,UKL2,2,0.348
2013,NUTS,2010,UKL2,2,0.349
2015,NUTS,2010,UKL2,2,0.2848
2017,NUTS,2010,UKL2,2,0.4196
2011,NUTS,2010,UKM,1,0.194
2013,NUTS,2010,UKM,1,0.2836
2015,NUTS,2010,UKM,1,0.3084
2017,NUTS,2010,UKM,1,0.4413
2013,NUTS,2010,UKM2,2,0.0874
2015,NUTS,2010,UKM2,2,0.4361
2017,NUTS,2010,UKM2,2,0.6011
2013,NUTS,2010,UKM3,2,0.3445
2015,NUTS,2010,UKM3,2,0.2321
2017,NUTS,2010,UKM3,2,0.3057
2013,NUTS,2010,UKM5,2,1.0809
2015,NUTS,2010,UKM5,2,0.4035
2017,NUTS,2010,UKM5,2,0.7037
2013,NUTS,2010,UKM6,2,0.1184
2015,NUTS,2010,UKM6,2,0.1074
2017,NUTS,2010,UKM6,2,0.1679
2011,NUTS,2010,UKN,1,0.2807
2013,NUTS,2010,UKN,1,0.3322
2015,NUTS,2010,UKN,1,0.4675
2017,NUTS,2010,UKN,1,0.501
2011,NUTS,2010,UKN0,2,0.2807
2013,NUTS,2010,UKN0,2,0.3322
2015,NUTS,2010,UKN0,2,0.4675
2017,NUTS,2010,UKN0,2,0.501
