year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_total_t_pc_act_hc
2014,NUTS,2010,UKI7,2,1.2023
2015,NUTS,2010,UKI7,2,1.377
2016,NUTS,2010,UKI7,2,1.3388
2017,NUTS,2010,UKI7,2,1.5884
2018,NUTS,2010,UKI7,2,1.3669
2011,NUTS,2010,UKJ,1,2.1414
2012,NUTS,2010,UKJ,1,2.2383
2013,NUTS,2010,UKJ,1,2.3392
2014,NUTS,2010,UKJ,1,2.4096
2015,NUTS,2010,UKJ,1,2.4776
2016,NUTS,2010,UKJ,1,2.5398
2017,NUTS,2010,UKJ,1,2.5374
2018,NUTS,2010,UKJ,1,2.6975
2011,NUTS,2010,UKJ1,2,3.5191
2012,NUTS,2010,UKJ1,2,3.764
2013,NUTS,2010,UKJ1,2,4.0344
2014,NUTS,2010,UKJ1,2,4.2295
2015,NUTS,2010,UKJ1,2,4.3086
2016,NUTS,2010,UKJ1,2,4.5717
2017,NUTS,2010,UKJ1,2,4.5741
2018,NUTS,2010,UKJ1,2,4.9014
2011,NUTS,2010,UKJ2,2,1.4737
2012,NUTS,2010,UKJ2,2,1.5768
2013,NUTS,2010,UKJ2,2,1.6125
2014,NUTS,2010,UKJ2,2,1.634
2015,NUTS,2010,UKJ2,2,1.6995
2016,NUTS,2010,UKJ2,2,1.6934
2017,NUTS,2010,UKJ2,2,1.7319
2018,NUTS,2010,UKJ2,2,1.8586
2011,NUTS,2010,UKJ3,2,2.3261
2012,NUTS,2010,UKJ3,2,2.3609
2013,NUTS,2010,UKJ3,2,2.4327
2014,NUTS,2010,UKJ3,2,2.4244
2015,NUTS,2010,UKJ3,2,2.5433
2016,NUTS,2010,UKJ3,2,2.498
2017,NUTS,2010,UKJ3,2,2.3854
2018,NUTS,2010,UKJ3,2,2.4948
2011,NUTS,2010,UKJ4,2,1.0543
2012,NUTS,2010,UKJ4,2,0.9664
2013,NUTS,2010,UKJ4,2,1.005
2014,NUTS,2010,UKJ4,2,1.0358
2015,NUTS,2010,UKJ4,2,1.0648
2016,NUTS,2010,UKJ4,2,1.0894
2017,NUTS,2010,UKJ4,2,1.1333
2018,NUTS,2010,UKJ4,2,1.1409
2011,NUTS,2010,UKK,1,1.5715
2012,NUTS,2010,UKK,1,1.6112
2013,NUTS,2010,UKK,1,1.6312
2014,NUTS,2010,UKK,1,1.6935
2015,NUTS,2010,UKK,1,1.7076
2016,NUTS,2010,UKK,1,1.7696
2017,NUTS,2010,UKK,1,1.8884
2018,NUTS,2010,UKK,1,1.944
2011,NUTS,2010,UKK1,2,2.3832
2012,NUTS,2010,UKK1,2,2.4726
2013,NUTS,2010,UKK1,2,2.4942
2014,NUTS,2010,UKK1,2,2.5265
2015,NUTS,2010,UKK1,2,2.5024
2016,NUTS,2010,UKK1,2,2.5861
2017,NUTS,2010,UKK1,2,2.7018
2018,NUTS,2010,UKK1,2,2.7825
2011,NUTS,2010,UKK2,2,0.6316
2012,NUTS,2010,UKK2,2,0.6573
2013,NUTS,2010,UKK2,2,0.6648
2014,NUTS,2010,UKK2,2,0.7367
2015,NUTS,2010,UKK2,2,0.8291
2016,NUTS,2010,UKK2,2,0.8713
2017,NUTS,2010,UKK2,2,0.9486
2018,NUTS,2010,UKK2,2,0.9629
2011,NUTS,2010,UKK3,2,0.311
2012,NUTS,2010,UKK3,2,0.309
2013,NUTS,2010,UKK3,2,0.2762
2014,NUTS,2010,UKK3,2,0.2991
2015,NUTS,2010,UKK3,2,0.3585
2016,NUTS,2010,UKK3,2,0.3429
2017,NUTS,2010,UKK3,2,0.4556
2018,NUTS,2010,UKK3,2,0.4096
2011,NUTS,2010,UKK4,2,1.4161
2012,NUTS,2010,UKK4,2,1.3648
2013,NUTS,2010,UKK4,2,1.4378
2014,NUTS,2010,UKK4,2,1.6061
2015,NUTS,2010,UKK4,2,1.5631
2016,NUTS,2010,UKK4,2,1.6158
2017,NUTS,2010,UKK4,2,1.7321
2018,NUTS,2010,UKK4,2,1.8035
2011,NUTS,2010,UKL,1,1.4716
2012,NUTS,2010,UKL,1,1.3813
2013,NUTS,2010,UKL,1,1.4377
2014,NUTS,2010,UKL,1,1.5705
2015,NUTS,2010,UKL,1,1.5202
2016,NUTS,2010,UKL,1,1.5666
2017,NUTS,2010,UKL,1,1.7108
2018,NUTS,2010,UKL,1,1.7524
2011,NUTS,2010,UKL1,2,1.046
2012,NUTS,2010,UKL1,2,0.9687
2013,NUTS,2010,UKL1,2,1.0565
2014,NUTS,2010,UKL1,2,1.3597
2015,NUTS,2010,UKL1,2,1.2717
2016,NUTS,2010,UKL1,2,1.2807
2017,NUTS,2010,UKL1,2,1.4698
2018,NUTS,2010,UKL1,2,1.4932
2011,NUTS,2010,UKL2,2,2.1613
2012,NUTS,2010,UKL2,2,2.0566
2013,NUTS,2010,UKL2,2,2.0464
2014,NUTS,2010,UKL2,2,1.9082
2015,NUTS,2010,UKL2,2,1.9365
2016,NUTS,2010,UKL2,2,2.0541
2017,NUTS,2010,UKL2,2,2.0887
2018,NUTS,2010,UKL2,2,2.1664
2011,NUTS,2010,UKM,1,1.8342
2012,NUTS,2010,UKM,1,1.8767
2013,NUTS,2010,UKM,1,2.047
2014,NUTS,2010,UKM,1,2.1103
2015,NUTS,2010,UKM,1,2.177
2016,NUTS,2010,UKM,1,2.344
2017,NUTS,2010,UKM,1,2.4463
2018,NUTS,2010,UKM,1,2.504
2012,NUTS,2010,UKM2,2,2.269
2013,NUTS,2010,UKM2,2,2.4765
2014,NUTS,2010,UKM2,2,2.6172
2015,NUTS,2010,UKM2,2,3.1316
2016,NUTS,2010,UKM2,2,3.3328
2017,NUTS,2010,UKM2,2,1.1836
2012,NUTS,2010,UKM3,2,1.6477
2013,NUTS,2010,UKM3,2,1.8095
2014,NUTS,2010,UKM3,2,1.8756
2015,NUTS,2010,UKM3,2,1.7537
2016,NUTS,2010,UKM3,2,1.8434
2017,NUTS,2010,UKM3,2,0.5839
2012,NUTS,2010,UKM5,2,3.0761
2013,NUTS,2010,UKM5,2,3.4899
2014,NUTS,2010,UKM5,2,3.271
2015,NUTS,2010,UKM5,2,2.4455
2016,NUTS,2010,UKM5,2,2.9777
2017,NUTS,2010,UKM5,2,2.884
2018,NUTS,2010,UKM5,2,2.9444
2012,NUTS,2010,UKM6,2,0.2381
2013,NUTS,2010,UKM6,2,0.2984
2014,NUTS,2010,UKM6,2,0.2927
2015,NUTS,2010,UKM6,2,0.3022
2016,NUTS,2010,UKM6,2,0.3358
2017,NUTS,2010,UKM6,2,0.4296
2018,NUTS,2010,UKM6,2,0.4215
2014,NUTS,2010,UKM7,2,2.78
2015,NUTS,2010,UKM7,2,3.3089
2016,NUTS,2010,UKM7,2,3.4898
2017,NUTS,2010,UKM7,2,3.6944
2018,NUTS,2010,UKM7,2,3.729
2014,NUTS,2010,UKM8,2,2.5498
2015,NUTS,2010,UKM8,2,2.3654
2016,NUTS,2010,UKM8,2,2.4681
2017,NUTS,2010,UKM8,2,2.5819
2018,NUTS,2010,UKM8,2,2.5496
2014,NUTS,2010,UKM9,2,0.3721
2015,NUTS,2010,UKM9,2,0.2657
2016,NUTS,2010,UKM9,2,0.3165
2017,NUTS,2010,UKM9,2,0.3586
2018,NUTS,2010,UKM9,2,0.3956
2011,NUTS,2010,UKN,1,1.4234
2012,NUTS,2010,UKN,1,1.5717
2013,NUTS,2010,UKN,1,1.4584
2014,NUTS,2010,UKN,1,1.6263
2015,NUTS,2010,UKN,1,1.7583
2016,NUTS,2010,UKN,1,1.9318
2017,NUTS,2010,UKN,1,1.9418
2018,NUTS,2010,UKN,1,2.0397
2011,NUTS,2010,UKN0,2,1.4234
2012,NUTS,2010,UKN0,2,1.5717
2013,NUTS,2010,UKN0,2,1.4584
2014,NUTS,2010,UKN0,2,1.6263
2015,NUTS,2010,UKN0,2,1.7583
2016,NUTS,2010,UKN0,2,1.9318
2017,NUTS,2010,UKN0,2,1.9418
2018,NUTS,2010,UKN0,2,2.0397
