year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_hrste_ths
2006,NUTS,2010,DE40,2,510.4
2007,NUTS,2010,DE40,2,521.2
2008,NUTS,2010,DE40,2,537.3
2009,NUTS,2010,DE40,2,544.8
2010,NUTS,2010,DE40,2,532.0
2011,NUTS,2010,DE40,2,527.6
2012,NUTS,2010,DE40,2,519.4
2013,NUTS,2010,DE40,2,524.2
2014,NUTS,2010,DE40,2,482.1
2015,NUTS,2010,DE40,2,488.5
2016,NUTS,2010,DE40,2,483.7
2017,NUTS,2010,DE40,2,472.0
2018,NUTS,2010,DE40,2,493.1
2019,NUTS,2010,DE40,2,494.8
2020,NUTS,2010,DE40,2,508.7
1999,NUTS,2010,DE5,1,71.6
2000,NUTS,2010,DE5,1,76.5
2001,NUTS,2010,DE5,1,77.4
2002,NUTS,2010,DE5,1,67.7
2003,NUTS,2010,DE5,1,68.9
2004,NUTS,2010,DE5,1,77.8
2005,NUTS,2010,DE5,1,87.3
2006,NUTS,2010,DE5,1,92.5
2007,NUTS,2010,DE5,1,92.0
2008,NUTS,2010,DE5,1,97.6
2009,NUTS,2010,DE5,1,99.3
2010,NUTS,2010,DE5,1,105.2
2011,NUTS,2010,DE5,1,118.4
2012,NUTS,2010,DE5,1,112.5
2013,NUTS,2010,DE5,1,110.6
2014,NUTS,2010,DE5,1,113.0
2015,NUTS,2010,DE5,1,109.6
2016,NUTS,2010,DE5,1,120.3
2017,NUTS,2010,DE5,1,126.1
2018,NUTS,2010,DE5,1,125.3
2019,NUTS,2010,DE5,1,123.9
2020,NUTS,2010,DE5,1,133.6
1999,NUTS,2010,DE50,2,71.6
2000,NUTS,2010,DE50,2,76.5
2001,NUTS,2010,DE50,2,77.4
2002,NUTS,2010,DE50,2,67.7
2003,NUTS,2010,DE50,2,68.9
2004,NUTS,2010,DE50,2,77.8
2005,NUTS,2010,DE50,2,87.3
2006,NUTS,2010,DE50,2,92.5
2007,NUTS,2010,DE50,2,92.0
2008,NUTS,2010,DE50,2,97.6
2009,NUTS,2010,DE50,2,99.3
2010,NUTS,2010,DE50,2,105.2
2011,NUTS,2010,DE50,2,118.4
2012,NUTS,2010,DE50,2,112.5
2013,NUTS,2010,DE50,2,110.6
2014,NUTS,2010,DE50,2,113.0
2015,NUTS,2010,DE50,2,109.6
2016,NUTS,2010,DE50,2,120.3
2017,NUTS,2010,DE50,2,126.1
2018,NUTS,2010,DE50,2,125.3
2019,NUTS,2010,DE50,2,123.9
2020,NUTS,2010,DE50,2,133.6
1999,NUTS,2010,DE6,1,227.9
2000,NUTS,2010,DE6,1,248.1
2001,NUTS,2010,DE6,1,257.6
2002,NUTS,2010,DE6,1,236.8
2003,NUTS,2010,DE6,1,258.0
2004,NUTS,2010,DE6,1,258.3
2005,NUTS,2010,DE6,1,278.7
2006,NUTS,2010,DE6,1,292.5
2007,NUTS,2010,DE6,1,297.5
2008,NUTS,2010,DE6,1,313.1
2009,NUTS,2010,DE6,1,338.4
2010,NUTS,2010,DE6,1,332.7
2011,NUTS,2010,DE6,1,351.6
2012,NUTS,2010,DE6,1,343.9
2013,NUTS,2010,DE6,1,353.5
2014,NUTS,2010,DE6,1,381.5
2015,NUTS,2010,DE6,1,402.0
2016,NUTS,2010,DE6,1,419.7
2017,NUTS,2010,DE6,1,420.7
2018,NUTS,2010,DE6,1,437.4
2019,NUTS,2010,DE6,1,435.7
2020,NUTS,2010,DE6,1,440.9
1999,NUTS,2010,DE60,2,227.9
2000,NUTS,2010,DE60,2,248.1
2001,NUTS,2010,DE60,2,257.6
2002,NUTS,2010,DE60,2,236.8
2003,NUTS,2010,DE60,2,258.0
2004,NUTS,2010,DE60,2,258.3
2005,NUTS,2010,DE60,2,278.7
2006,NUTS,2010,DE60,2,292.5
2007,NUTS,2010,DE60,2,297.5
2008,NUTS,2010,DE60,2,313.1
2009,NUTS,2010,DE60,2,338.4
2010,NUTS,2010,DE60,2,332.7
2011,NUTS,2010,DE60,2,351.6
2012,NUTS,2010,DE60,2,343.9
2013,NUTS,2010,DE60,2,353.5
2014,NUTS,2010,DE60,2,381.5
2015,NUTS,2010,DE60,2,402.0
2016,NUTS,2010,DE60,2,419.7
2017,NUTS,2010,DE60,2,420.7
2018,NUTS,2010,DE60,2,437.4
2019,NUTS,2010,DE60,2,435.7
2020,NUTS,2010,DE60,2,440.9
1999,NUTS,2010,DE7,1,834.0
2000,NUTS,2010,DE7,1,865.8
2001,NUTS,2010,DE7,1,874.7
2002,NUTS,2010,DE7,1,828.2
2003,NUTS,2010,DE7,1,920.1
2004,NUTS,2010,DE7,1,933.1
2005,NUTS,2010,DE7,1,1000.6
2006,NUTS,2010,DE7,1,983.8
2007,NUTS,2010,DE7,1,976.5
2008,NUTS,2010,DE7,1,1004.0
2009,NUTS,2010,DE7,1,1043.4
2010,NUTS,2010,DE7,1,1059.8
2011,NUTS,2010,DE7,1,1109.8
2012,NUTS,2010,DE7,1,1155.5
2013,NUTS,2010,DE7,1,1188.1
2014,NUTS,2010,DE7,1,1120.0
2015,NUTS,2010,DE7,1,1158.0
2016,NUTS,2010,DE7,1,1204.8
2017,NUTS,2010,DE7,1,1257.7
2018,NUTS,2010,DE7,1,1239.7
2019,NUTS,2010,DE7,1,1286.0
2020,NUTS,2010,DE7,1,1278.0
1999,NUTS,2010,DE71,2,562.9
2000,NUTS,2010,DE71,2,585.9
2001,NUTS,2010,DE71,2,596.1
2002,NUTS,2010,DE71,2,560.2
2003,NUTS,2010,DE71,2,632.3
2004,NUTS,2010,DE71,2,629.5
2005,NUTS,2010,DE71,2,667.8
2006,NUTS,2010,DE71,2,655.8
2007,NUTS,2010,DE71,2,648.8
2008,NUTS,2010,DE71,2,670.7
2009,NUTS,2010,DE71,2,702.3
2010,NUTS,2010,DE71,2,714.1
2011,NUTS,2010,DE71,2,744.5
2012,NUTS,2010,DE71,2,781.0
2013,NUTS,2010,DE71,2,802.0
2014,NUTS,2010,DE71,2,785.3
2015,NUTS,2010,DE71,2,805.4
2016,NUTS,2010,DE71,2,833.6
2017,NUTS,2010,DE71,2,870.2
2018,NUTS,2010,DE71,2,858.4
2019,NUTS,2010,DE71,2,893.5
2020,NUTS,2010,DE71,2,858.1
1999,NUTS,2010,DE72,2,129.4
2000,NUTS,2010,DE72,2,138.3
2001,NUTS,2010,DE72,2,136.9
2002,NUTS,2010,DE72,2,128.0
2003,NUTS,2010,DE72,2,138.0
2004,NUTS,2010,DE72,2,144.2
2005,NUTS,2010,DE72,2,161.1
2006,NUTS,2010,DE72,2,155.1
2007,NUTS,2010,DE72,2,156.2
2008,NUTS,2010,DE72,2,156.5
2009,NUTS,2010,DE72,2,163.2
2010,NUTS,2010,DE72,2,168.8
2011,NUTS,2010,DE72,2,175.5
2012,NUTS,2010,DE72,2,185.2
2013,NUTS,2010,DE72,2,186.4
2014,NUTS,2010,DE72,2,162.9
2015,NUTS,2010,DE72,2,174.0
2016,NUTS,2010,DE72,2,185.9
2017,NUTS,2010,DE72,2,187.9
2018,NUTS,2010,DE72,2,183.5
2019,NUTS,2010,DE72,2,191.7
2020,NUTS,2010,DE72,2,206.3
1999,NUTS,2010,DE73,2,141.8
2000,NUTS,2010,DE73,2,141.6
2001,NUTS,2010,DE73,2,141.6
2002,NUTS,2010,DE73,2,139.9
2003,NUTS,2010,DE73,2,149.8
2004,NUTS,2010,DE73,2,159.3
2005,NUTS,2010,DE73,2,171.7
2006,NUTS,2010,DE73,2,172.8
2007,NUTS,2010,DE73,2,171.5
2008,NUTS,2010,DE73,2,176.7
2009,NUTS,2010,DE73,2,177.8
2010,NUTS,2010,DE73,2,176.9
2011,NUTS,2010,DE73,2,189.8
2012,NUTS,2010,DE73,2,189.3
2013,NUTS,2010,DE73,2,199.7
2014,NUTS,2010,DE73,2,171.8
2015,NUTS,2010,DE73,2,178.6
2016,NUTS,2010,DE73,2,185.3
2017,NUTS,2010,DE73,2,199.6
2018,NUTS,2010,DE73,2,197.8
2019,NUTS,2010,DE73,2,200.7
2020,NUTS,2010,DE73,2,213.6
1999,NUTS,2010,DE8,1,329.4
2000,NUTS,2010,DE8,1,322.8
2001,NUTS,2010,DE8,1,332.1
2002,NUTS,2010,DE8,1,310.7
2003,NUTS,2010,DE8,1,317.0
2004,NUTS,2010,DE8,1,337.1
2005,NUTS,2010,DE8,1,313.1
2006,NUTS,2010,DE8,1,314.1
2007,NUTS,2010,DE8,1,303.2
2008,NUTS,2010,DE8,1,320.9
2009,NUTS,2010,DE8,1,321.0
2010,NUTS,2010,DE8,1,317.8
2011,NUTS,2010,DE8,1,321.3
2012,NUTS,2010,DE8,1,313.0
2013,NUTS,2010,DE8,1,307.2
2014,NUTS,2010,DE8,1,282.7
2015,NUTS,2010,DE8,1,293.6
2016,NUTS,2010,DE8,1,298.6
2017,NUTS,2010,DE8,1,310.7
2018,NUTS,2010,DE8,1,295.8
2019,NUTS,2010,DE8,1,296.5
2020,NUTS,2010,DE8,1,319.1
1999,NUTS,2010,DE80,2,329.4
2000,NUTS,2010,DE80,2,322.8
2001,NUTS,2010,DE80,2,332.1
2002,NUTS,2010,DE80,2,310.7
2003,NUTS,2010,DE80,2,317.0
2004,NUTS,2010,DE80,2,337.1
2005,NUTS,2010,DE80,2,313.1
2006,NUTS,2010,DE80,2,314.1
2007,NUTS,2010,DE80,2,303.2
2008,NUTS,2010,DE80,2,320.9
2009,NUTS,2010,DE80,2,321.0
2010,NUTS,2010,DE80,2,317.8
2011,NUTS,2010,DE80,2,321.3
2012,NUTS,2010,DE80,2,313.0
2013,NUTS,2010,DE80,2,307.2
2014,NUTS,2010,DE80,2,282.7
2015,NUTS,2010,DE80,2,293.6
2016,NUTS,2010,DE80,2,298.6
2017,NUTS,2010,DE80,2,310.7
2018,NUTS,2010,DE80,2,295.8
2019,NUTS,2010,DE80,2,296.5
2020,NUTS,2010,DE80,2,319.1
1999,NUTS,2010,DE9,1,883.5
2000,NUTS,2010,DE9,1,923.9
2001,NUTS,2010,DE9,1,905.3
2002,NUTS,2010,DE9,1,876.5
2003,NUTS,2010,DE9,1,936.1
2004,NUTS,2010,DE9,1,1006.1
2005,NUTS,2010,DE9,1,968.9
2006,NUTS,2010,DE9,1,992.3
2007,NUTS,2010,DE9,1,989.4
2008,NUTS,2010,DE9,1,1033.7
2009,NUTS,2010,DE9,1,1089.2
2010,NUTS,2010,DE9,1,1097.5
2011,NUTS,2010,DE9,1,1144.9
2012,NUTS,2010,DE9,1,1184.1
2013,NUTS,2010,DE9,1,1208.6
2014,NUTS,2010,DE9,1,1132.9
2015,NUTS,2010,DE9,1,1190.7
2016,NUTS,2010,DE9,1,1166.0
2017,NUTS,2010,DE9,1,1212.1
2018,NUTS,2010,DE9,1,1272.2
2019,NUTS,2010,DE9,1,1325.8
2020,NUTS,2010,DE9,1,1412.9
1999,NUTS,2010,DE91,2,196.4
2000,NUTS,2010,DE91,2,196.4
2001,NUTS,2010,DE91,2,183.5
2002,NUTS,2010,DE91,2,184.0
2003,NUTS,2010,DE91,2,193.6
2004,NUTS,2010,DE91,2,198.9
2005,NUTS,2010,DE91,2,204.4
2006,NUTS,2010,DE91,2,221.8
2007,NUTS,2010,DE91,2,220.0
2008,NUTS,2010,DE91,2,222.2
2009,NUTS,2010,DE91,2,220.4
2010,NUTS,2010,DE91,2,219.6
2011,NUTS,2010,DE91,2,235.3
2012,NUTS,2010,DE91,2,249.3
2013,NUTS,2010,DE91,2,255.6
2014,NUTS,2010,DE91,2,249.6
2015,NUTS,2010,DE91,2,265.5
2016,NUTS,2010,DE91,2,257.5
2017,NUTS,2010,DE91,2,276.1
2018,NUTS,2010,DE91,2,288.9
2019,NUTS,2010,DE91,2,296.4
2020,NUTS,2010,DE91,2,332.6
1999,NUTS,2010,DE92,2,263.3
2000,NUTS,2010,DE92,2,283.6
2001,NUTS,2010,DE92,2,258.7
2002,NUTS,2010,DE92,2,241.8
2003,NUTS,2010,DE92,2,282.4
2004,NUTS,2010,DE92,2,315.7
2005,NUTS,2010,DE92,2,313.7
2006,NUTS,2010,DE92,2,302.6
2007,NUTS,2010,DE92,2,301.6
2008,NUTS,2010,DE92,2,309.6
2009,NUTS,2010,DE92,2,334.5
2010,NUTS,2010,DE92,2,342.5
2011,NUTS,2010,DE92,2,342.8
2012,NUTS,2010,DE92,2,349.3
2013,NUTS,2010,DE92,2,355.5
2014,NUTS,2010,DE92,2,338.0
2015,NUTS,2010,DE92,2,349.0
2016,NUTS,2010,DE92,2,345.4
2017,NUTS,2010,DE92,2,353.5
2018,NUTS,2010,DE92,2,374.3
2019,NUTS,2010,DE92,2,392.0
2020,NUTS,2010,DE92,2,406.2
1999,NUTS,2010,DE93,2,189.1
2000,NUTS,2010,DE93,2,198.1
2001,NUTS,2010,DE93,2,210.6
2002,NUTS,2010,DE93,2,212.2
2003,NUTS,2010,DE93,2,199.5
2004,NUTS,2010,DE93,2,211.8
2005,NUTS,2010,DE93,2,187.5
2006,NUTS,2010,DE93,2,192.8
2007,NUTS,2010,DE93,2,189.3
2008,NUTS,2010,DE93,2,202.0
2009,NUTS,2010,DE93,2,214.7
2010,NUTS,2010,DE93,2,222.6
2011,NUTS,2010,DE93,2,242.1
2012,NUTS,2010,DE93,2,240.0
2013,NUTS,2010,DE93,2,245.7
2014,NUTS,2010,DE93,2,226.1
2015,NUTS,2010,DE93,2,246.4
2016,NUTS,2010,DE93,2,243.2
2017,NUTS,2010,DE93,2,253.2
2018,NUTS,2010,DE93,2,258.8
2019,NUTS,2010,DE93,2,262.0
2020,NUTS,2010,DE93,2,280.0
1999,NUTS,2010,DE94,2,234.6
2000,NUTS,2010,DE94,2,245.7
2001,NUTS,2010,DE94,2,252.5
2002,NUTS,2010,DE94,2,238.5
2003,NUTS,2010,DE94,2,260.6
2004,NUTS,2010,DE94,2,279.7
2005,NUTS,2010,DE94,2,263.4
2006,NUTS,2010,DE94,2,275.1
2007,NUTS,2010,DE94,2,278.5
2008,NUTS,2010,DE94,2,299.8
2009,NUTS,2010,DE94,2,319.6
2010,NUTS,2010,DE94,2,312.8
2011,NUTS,2010,DE94,2,324.7
2012,NUTS,2010,DE94,2,345.5
2013,NUTS,2010,DE94,2,351.9
2014,NUTS,2010,DE94,2,319.2
2015,NUTS,2010,DE94,2,329.9
2016,NUTS,2010,DE94,2,320.0
2017,NUTS,2010,DE94,2,329.3
2018,NUTS,2010,DE94,2,350.2
2019,NUTS,2010,DE94,2,375.4
2020,NUTS,2010,DE94,2,394.1
1999,NUTS,2010,DEA,1,2065.9
2000,NUTS,2010,DEA,1,2051.9
2001,NUTS,2010,DEA,1,2107.8
2002,NUTS,2010,DEA,1,2028.0
2003,NUTS,2010,DEA,1,2219.3
2004,NUTS,2010,DEA,1,2226.2
2005,NUTS,2010,DEA,1,2351.3
2006,NUTS,2010,DEA,1,2230.8
2007,NUTS,2010,DEA,1,2331.6
2008,NUTS,2010,DEA,1,2472.2
2009,NUTS,2010,DEA,1,2586.9
2010,NUTS,2010,DEA,1,2528.1
2011,NUTS,2010,DEA,1,2630.0
2012,NUTS,2010,DEA,1,2732.0
2013,NUTS,2010,DEA,1,2775.7
2014,NUTS,2010,DEA,1,2654.5
2015,NUTS,2010,DEA,1,2761.8
2016,NUTS,2010,DEA,1,2962.6
2017,NUTS,2010,DEA,1,2942.1
2018,NUTS,2010,DEA,1,2958.3
2019,NUTS,2010,DEA,1,3021.3
2020,NUTS,2010,DEA,1,3241.8
1999,NUTS,2010,DEA1,2,618.2
2000,NUTS,2010,DEA1,2,595.3
2001,NUTS,2010,DEA1,2,613.7
2002,NUTS,2010,DEA1,2,578.6
2003,NUTS,2010,DEA1,2,613.9
2004,NUTS,2010,DEA1,2,630.8
2005,NUTS,2010,DEA1,2,664.6
2006,NUTS,2010,DEA1,2,632.5
2007,NUTS,2010,DEA1,2,673.7
2008,NUTS,2010,DEA1,2,718.3
2009,NUTS,2010,DEA1,2,761.9
2010,NUTS,2010,DEA1,2,744.1
2011,NUTS,2010,DEA1,2,777.0
2012,NUTS,2010,DEA1,2,807.4
2013,NUTS,2010,DEA1,2,804.5
2014,NUTS,2010,DEA1,2,774.0
2015,NUTS,2010,DEA1,2,807.2
2016,NUTS,2010,DEA1,2,876.6
2017,NUTS,2010,DEA1,2,872.5
2018,NUTS,2010,DEA1,2,860.8
2019,NUTS,2010,DEA1,2,874.8
2020,NUTS,2010,DEA1,2,942.2
1999,NUTS,2010,DEA2,2,593.3
2000,NUTS,2010,DEA2,2,561.4
2001,NUTS,2010,DEA2,2,583.9
2002,NUTS,2010,DEA2,2,585.8
2003,NUTS,2010,DEA2,2,641.0
2004,NUTS,2010,DEA2,2,628.5
2005,NUTS,2010,DEA2,2,707.9
2006,NUTS,2010,DEA2,2,687.1
2007,NUTS,2010,DEA2,2,711.9
2008,NUTS,2010,DEA2,2,731.3
2009,NUTS,2010,DEA2,2,763.2
2010,NUTS,2010,DEA2,2,742.5
2011,NUTS,2010,DEA2,2,756.3
2012,NUTS,2010,DEA2,2,785.0
2013,NUTS,2010,DEA2,2,795.7
2014,NUTS,2010,DEA2,2,779.1
2015,NUTS,2010,DEA2,2,792.1
2016,NUTS,2010,DEA2,2,867.6
2017,NUTS,2010,DEA2,2,863.0
2018,NUTS,2010,DEA2,2,867.6
2019,NUTS,2010,DEA2,2,877.1
2020,NUTS,2010,DEA2,2,905.4
1999,NUTS,2010,DEA3,2,265.2
2000,NUTS,2010,DEA3,2,291.2
2001,NUTS,2010,DEA3,2,266.0
2002,NUTS,2010,DEA3,2,299.8
2003,NUTS,2010,DEA3,2,311.6
2004,NUTS,2010,DEA3,2,313.3
2005,NUTS,2010,DEA3,2,307.3
2006,NUTS,2010,DEA3,2,292.9
2007,NUTS,2010,DEA3,2,321.0
2008,NUTS,2010,DEA3,2,336.5
2009,NUTS,2010,DEA3,2,349.8
2010,NUTS,2010,DEA3,2,350.1
2011,NUTS,2010,DEA3,2,368.4
2012,NUTS,2010,DEA3,2,373.9
2013,NUTS,2010,DEA3,2,394.7
2014,NUTS,2010,DEA3,2,365.5
2015,NUTS,2010,DEA3,2,389.1
2016,NUTS,2010,DEA3,2,399.1
2017,NUTS,2010,DEA3,2,399.1
2018,NUTS,2010,DEA3,2,405.7
2019,NUTS,2010,DEA3,2,429.6
2020,NUTS,2010,DEA3,2,481.1
1999,NUTS,2010,DEA4,2,206.3
2000,NUTS,2010,DEA4,2,212.9
2001,NUTS,2010,DEA4,2,250.7
2002,NUTS,2010,DEA4,2,207.1
2003,NUTS,2010,DEA4,2,230.4
2004,NUTS,2010,DEA4,2,244.5
2005,NUTS,2010,DEA4,2,254.1
2006,NUTS,2010,DEA4,2,234.5
2007,NUTS,2010,DEA4,2,228.3
2008,NUTS,2010,DEA4,2,250.5
2009,NUTS,2010,DEA4,2,253.5
2010,NUTS,2010,DEA4,2,249.4
2011,NUTS,2010,DEA4,2,260.7
2012,NUTS,2010,DEA4,2,281.6
2013,NUTS,2010,DEA4,2,286.6
2014,NUTS,2010,DEA4,2,269.5
2015,NUTS,2010,DEA4,2,277.9
2016,NUTS,2010,DEA4,2,300.1
2017,NUTS,2010,DEA4,2,294.1
2018,NUTS,2010,DEA4,2,305.3
2019,NUTS,2010,DEA4,2,309.5
2020,NUTS,2010,DEA4,2,323.3
1999,NUTS,2010,DEA5,2,383.0
2000,NUTS,2010,DEA5,2,391.1
2001,NUTS,2010,DEA5,2,393.6
2002,NUTS,2010,DEA5,2,356.6
2003,NUTS,2010,DEA5,2,422.3
2004,NUTS,2010,DEA5,2,409.1
2005,NUTS,2010,DEA5,2,417.5
2006,NUTS,2010,DEA5,2,384.0
2007,NUTS,2010,DEA5,2,396.6
2008,NUTS,2010,DEA5,2,435.7
2009,NUTS,2010,DEA5,2,458.5
2010,NUTS,2010,DEA5,2,442.0
2011,NUTS,2010,DEA5,2,467.6
2012,NUTS,2010,DEA5,2,484.2
2013,NUTS,2010,DEA5,2,494.3
2014,NUTS,2010,DEA5,2,466.5
2015,NUTS,2010,DEA5,2,495.6
2016,NUTS,2010,DEA5,2,519.2
2017,NUTS,2010,DEA5,2,513.4
2018,NUTS,2010,DEA5,2,519.0
2019,NUTS,2010,DEA5,2,530.2
2020,NUTS,2010,DEA5,2,589.8
1999,NUTS,2010,DEB,1,475.2
2000,NUTS,2010,DEB,1,503.2
2001,NUTS,2010,DEB,1,499.3
2002,NUTS,2010,DEB,1,487.8
2003,NUTS,2010,DEB,1,526.3
2004,NUTS,2010,DEB,1,577.1
2005,NUTS,2010,DEB,1,528.3
2006,NUTS,2010,DEB,1,525.8
2007,NUTS,2010,DEB,1,537.4
2008,NUTS,2010,DEB,1,572.6
2009,NUTS,2010,DEB,1,581.6
2010,NUTS,2010,DEB,1,602.2
2011,NUTS,2010,DEB,1,640.0
2012,NUTS,2010,DEB,1,660.7
2013,NUTS,2010,DEB,1,662.8
2014,NUTS,2010,DEB,1,628.1
2015,NUTS,2010,DEB,1,646.5
2016,NUTS,2010,DEB,1,665.3
2017,NUTS,2010,DEB,1,678.8
2018,NUTS,2010,DEB,1,704.4
2019,NUTS,2010,DEB,1,740.2
2020,NUTS,2010,DEB,1,798.3
1999,NUTS,2010,DEB1,2,172.1
2002,NUTS,2010,DEB1,2,170.8
2003,NUTS,2010,DEB1,2,175.7
2004,NUTS,2010,DEB1,2,192.8
2005,NUTS,2010,DEB1,2,172.5
2006,NUTS,2010,DEB1,2,173.7
2007,NUTS,2010,DEB1,2,171.0
2008,NUTS,2010,DEB1,2,176.2
2009,NUTS,2010,DEB1,2,180.6
2010,NUTS,2010,DEB1,2,190.2
2011,NUTS,2010,DEB1,2,205.5
2012,NUTS,2010,DEB1,2,215.4
2013,NUTS,2010,DEB1,2,206.8
2014,NUTS,2010,DEB1,2,203.5
2015,NUTS,2010,DEB1,2,208.5
2016,NUTS,2010,DEB1,2,222.7
2017,NUTS,2010,DEB1,2,231.5
2018,NUTS,2010,DEB1,2,241.7
2019,NUTS,2010,DEB1,2,250.0
2020,NUTS,2010,DEB1,2,234.5
1999,NUTS,2010,DEB2,2,55.7
2002,NUTS,2010,DEB2,2,58.6
2003,NUTS,2010,DEB2,2,60.1
2004,NUTS,2010,DEB2,2,69.7
2005,NUTS,2010,DEB2,2,67.3
2006,NUTS,2010,DEB2,2,61.9
2007,NUTS,2010,DEB2,2,67.5
2008,NUTS,2010,DEB2,2,71.6
2009,NUTS,2010,DEB2,2,78.6
2010,NUTS,2010,DEB2,2,77.8
2011,NUTS,2010,DEB2,2,84.9
2012,NUTS,2010,DEB2,2,90.8
2013,NUTS,2010,DEB2,2,89.6
2014,NUTS,2010,DEB2,2,84.8
2015,NUTS,2010,DEB2,2,83.1
2016,NUTS,2010,DEB2,2,87.6
2017,NUTS,2010,DEB2,2,93.0
2018,NUTS,2010,DEB2,2,94.6
2019,NUTS,2010,DEB2,2,100.0
2020,NUTS,2010,DEB2,2,105.1
1999,NUTS,2010,DEB3,2,247.4
2002,NUTS,2010,DEB3,2,258.4
2003,NUTS,2010,DEB3,2,290.6
2004,NUTS,2010,DEB3,2,314.6
2005,NUTS,2010,DEB3,2,288.5
2006,NUTS,2010,DEB3,2,290.2
2007,NUTS,2010,DEB3,2,298.8
2008,NUTS,2010,DEB3,2,324.7
2009,NUTS,2010,DEB3,2,322.5
2010,NUTS,2010,DEB3,2,334.2
2011,NUTS,2010,DEB3,2,349.6
2012,NUTS,2010,DEB3,2,354.6
2013,NUTS,2010,DEB3,2,366.5
2014,NUTS,2010,DEB3,2,339.8
2015,NUTS,2010,DEB3,2,354.9
2016,NUTS,2010,DEB3,2,355.0
2017,NUTS,2010,DEB3,2,354.3
2018,NUTS,2010,DEB3,2,368.1
2019,NUTS,2010,DEB3,2,390.2
2020,NUTS,2010,DEB3,2,458.7
1999,NUTS,2010,DEC,1,108.1
2000,NUTS,2010,DEC,1,114.7
2001,NUTS,2010,DEC,1,107.8
2002,NUTS,2010,DEC,1,107.2
2003,NUTS,2010,DEC,1,110.7
2004,NUTS,2010,DEC,1,118.2
2005,NUTS,2010,DEC,1,122.7
2006,NUTS,2010,DEC,1,103.9
2007,NUTS,2010,DEC,1,100.5
2008,NUTS,2010,DEC,1,119.5
2009,NUTS,2010,DEC,1,127.2
2010,NUTS,2010,DEC,1,135.0
2011,NUTS,2010,DEC,1,138.0
2012,NUTS,2010,DEC,1,145.3
2013,NUTS,2010,DEC,1,145.0
2014,NUTS,2010,DEC,1,127.8
2015,NUTS,2010,DEC,1,126.1
2016,NUTS,2010,DEC,1,146.9
2017,NUTS,2010,DEC,1,144.0
2018,NUTS,2010,DEC,1,156.3
2019,NUTS,2010,DEC,1,159.1
2020,NUTS,2010,DEC,1,172.1
1999,NUTS,2010,DEC0,2,108.1
2000,NUTS,2010,DEC0,2,114.7
2001,NUTS,2010,DEC0,2,107.8
2002,NUTS,2010,DEC0,2,107.2
2003,NUTS,2010,DEC0,2,110.7
2004,NUTS,2010,DEC0,2,118.2
2005,NUTS,2010,DEC0,2,122.7
2006,NUTS,2010,DEC0,2,103.9
2007,NUTS,2010,DEC0,2,100.5
2008,NUTS,2010,DEC0,2,119.5
2009,NUTS,2010,DEC0,2,127.2
2010,NUTS,2010,DEC0,2,135.0
2011,NUTS,2010,DEC0,2,138.0
2012,NUTS,2010,DEC0,2,145.3
2013,NUTS,2010,DEC0,2,145.0
2014,NUTS,2010,DEC0,2,127.8
2015,NUTS,2010,DEC0,2,126.1
2016,NUTS,2010,DEC0,2,146.9
2017,NUTS,2010,DEC0,2,144.0
2018,NUTS,2010,DEC0,2,156.3
2019,NUTS,2010,DEC0,2,159.1
2020,NUTS,2010,DEC0,2,172.1
1999,NUTS,2010,DED,1,874.5
2000,NUTS,2010,DED,1,882.2
2001,NUTS,2010,DED,1,842.6
2002,NUTS,2010,DED,1,824.1
2003,NUTS,2010,DED,1,876.5
2004,NUTS,2010,DED,1,912.0
2005,NUTS,2010,DED,1,953.4
2006,NUTS,2010,DED,1,929.0
2007,NUTS,2010,DED,1,934.0
2008,NUTS,2010,DED,1,946.2
2009,NUTS,2010,DED,1,943.7
2010,NUTS,2010,DED,1,926.2
2011,NUTS,2010,DED,1,900.5
2012,NUTS,2010,DED,1,884.6
2013,NUTS,2010,DED,1,923.0
2014,NUTS,2010,DED,1,810.2
2015,NUTS,2010,DED,1,820.6
2016,NUTS,2010,DED,1,811.2
2017,NUTS,2010,DED,1,800.7
2018,NUTS,2010,DED,1,816.1
2019,NUTS,2010,DED,1,812.4
2020,NUTS,2010,DED,1,831.6
2000,NUTS,2010,DED2,2,366.6
2001,NUTS,2010,DED2,2,346.5
2002,NUTS,2010,DED2,2,336.1
2003,NUTS,2010,DED2,2,344.8
2004,NUTS,2010,DED2,2,352.4
2005,NUTS,2010,DED2,2,377.6
2006,NUTS,2010,DED2,2,367.3
2007,NUTS,2010,DED2,2,372.7
2008,NUTS,2010,DED2,2,375.8
2009,NUTS,2010,DED2,2,375.0
2010,NUTS,2010,DED2,2,371.6
2011,NUTS,2010,DED2,2,369.3
2012,NUTS,2010,DED2,2,366.2
2013,NUTS,2010,DED2,2,375.7
2014,NUTS,2010,DED2,2,345.0
2015,NUTS,2010,DED2,2,343.2
2016,NUTS,2010,DED2,2,343.4
2017,NUTS,2010,DED2,2,338.2
2018,NUTS,2010,DED2,2,343.5
2019,NUTS,2010,DED2,2,328.6
2020,NUTS,2010,DED2,2,349.0
2005,NUTS,2010,DED4,2,332.3
2006,NUTS,2010,DED4,2,324.7
2007,NUTS,2010,DED4,2,314.4
2008,NUTS,2010,DED4,2,327.1
2009,NUTS,2010,DED4,2,320.0
2010,NUTS,2010,DED4,2,309.9
2011,NUTS,2010,DED4,2,299.9
2012,NUTS,2010,DED4,2,285.5
