year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_ths_se
2016,NUTS,2010,PL7,1,98.2
2017,NUTS,2010,PL7,1,98.7
2018,NUTS,2010,PL7,1,109.4
2019,NUTS,2010,PL7,1,106.2
2020,NUTS,2010,PL7,1,107.9
2011,NUTS,2010,PL71,2,69.3
2012,NUTS,2010,PL71,2,75.6
2013,NUTS,2010,PL71,2,84.6
2014,NUTS,2010,PL71,2,95.5
2015,NUTS,2010,PL71,2,89.0
2016,NUTS,2010,PL71,2,66.8
2017,NUTS,2010,PL71,2,68.9
2018,NUTS,2010,PL71,2,79.9
2019,NUTS,2010,PL71,2,75.3
2020,NUTS,2010,PL71,2,78.4
2011,NUTS,2010,PL72,2,28.1
2012,NUTS,2010,PL72,2,32.0
2013,NUTS,2010,PL72,2,32.2
2014,NUTS,2010,PL72,2,32.5
2015,NUTS,2010,PL72,2,33.1
2016,NUTS,2010,PL72,2,31.4
2017,NUTS,2010,PL72,2,29.9
2018,NUTS,2010,PL72,2,29.5
2019,NUTS,2010,PL72,2,30.8
2020,NUTS,2010,PL72,2,29.5
2011,NUTS,2010,PL8,1,121.0
2012,NUTS,2010,PL8,1,121.4
2013,NUTS,2010,PL8,1,125.3
2014,NUTS,2010,PL8,1,134.9
2015,NUTS,2010,PL8,1,149.2
2016,NUTS,2010,PL8,1,143.8
2017,NUTS,2010,PL8,1,133.1
2018,NUTS,2010,PL8,1,140.8
2019,NUTS,2010,PL8,1,156.4
2020,NUTS,2010,PL8,1,162.2
2011,NUTS,2010,PL81,2,46.9
2012,NUTS,2010,PL81,2,48.0
2013,NUTS,2010,PL81,2,52.1
2014,NUTS,2010,PL81,2,59.0
2015,NUTS,2010,PL81,2,67.8
2016,NUTS,2010,PL81,2,58.8
2017,NUTS,2010,PL81,2,47.2
2018,NUTS,2010,PL81,2,53.5
2019,NUTS,2010,PL81,2,58.1
2020,NUTS,2010,PL81,2,59.4
2011,NUTS,2010,PL82,2,47.5
2012,NUTS,2010,PL82,2,47.7
2013,NUTS,2010,PL82,2,47.2
2014,NUTS,2010,PL82,2,44.9
2015,NUTS,2010,PL82,2,50.0
2016,NUTS,2010,PL82,2,55.2
2017,NUTS,2010,PL82,2,53.2
2018,NUTS,2010,PL82,2,56.3
2019,NUTS,2010,PL82,2,65.6
2020,NUTS,2010,PL82,2,70.8
2011,NUTS,2010,PL84,2,26.6
2012,NUTS,2010,PL84,2,25.7
2013,NUTS,2010,PL84,2,25.9
2014,NUTS,2010,PL84,2,30.9
2015,NUTS,2010,PL84,2,31.5
2016,NUTS,2010,PL84,2,29.8
2017,NUTS,2010,PL84,2,32.8
2018,NUTS,2010,PL84,2,31.0
2019,NUTS,2010,PL84,2,32.7
2020,NUTS,2010,PL84,2,32.0
2011,NUTS,2010,PL9,1,194.0
2012,NUTS,2010,PL9,1,211.9
2013,NUTS,2010,PL9,1,210.5
2014,NUTS,2010,PL9,1,220.9
2015,NUTS,2010,PL9,1,229.3
2016,NUTS,2010,PL9,1,206.6
2017,NUTS,2010,PL9,1,227.6
2018,NUTS,2010,PL9,1,255.8
2019,NUTS,2010,PL9,1,271.7
2020,NUTS,2010,PL9,1,260.3
2013,NUTS,2010,PL91,2,164.8
2014,NUTS,2010,PL91,2,177.4
2015,NUTS,2010,PL91,2,181.3
2016,NUTS,2010,PL91,2,160.4
2017,NUTS,2010,PL91,2,180.2
2018,NUTS,2010,PL91,2,204.7
2019,NUTS,2010,PL91,2,216.9
2020,NUTS,2010,PL91,2,205.7
2013,NUTS,2010,PL92,2,45.7
2014,NUTS,2010,PL92,2,43.5
2015,NUTS,2010,PL92,2,48.0
2016,NUTS,2010,PL92,2,46.2
2017,NUTS,2010,PL92,2,47.5
2018,NUTS,2010,PL92,2,51.1
2019,NUTS,2010,PL92,2,54.9
2020,NUTS,2010,PL92,2,54.6
2011,NUTS,2010,PT,0,265.6
2012,NUTS,2010,PT,0,256.4
2013,NUTS,2010,PT,0,261.9
2014,NUTS,2010,PT,0,310.3
2015,NUTS,2010,PT,0,331.8
2016,NUTS,2010,PT,0,336.4
2017,NUTS,2010,PT,0,358.5
2018,NUTS,2010,PT,0,392.6
2019,NUTS,2010,PT,0,428.2
2020,NUTS,2010,PT,0,483.9
2011,NUTS,2010,PT1,1,255.5
2012,NUTS,2010,PT1,1,247.3
2013,NUTS,2010,PT1,1,253.0
2014,NUTS,2010,PT1,1,300.2
2015,NUTS,2010,PT1,1,321.9
2016,NUTS,2010,PT1,1,323.7
2017,NUTS,2010,PT1,1,344.6
2018,NUTS,2010,PT1,1,379.8
2019,NUTS,2010,PT1,1,414.6
2020,NUTS,2010,PT1,1,468.4
2011,NUTS,2010,PT11,2,81.3
2012,NUTS,2010,PT11,2,74.4
2013,NUTS,2010,PT11,2,75.1
2014,NUTS,2010,PT11,2,93.5
2015,NUTS,2010,PT11,2,97.9
2016,NUTS,2010,PT11,2,105.8
2017,NUTS,2010,PT11,2,116.1
2018,NUTS,2010,PT11,2,133.1
2019,NUTS,2010,PT11,2,142.1
2020,NUTS,2010,PT11,2,169.2
2011,NUTS,2010,PT15,2,7.9
2012,NUTS,2010,PT15,2,8.4
2013,NUTS,2010,PT15,2,8.6
2014,NUTS,2010,PT15,2,8.2
2015,NUTS,2010,PT15,2,7.6
2016,NUTS,2010,PT15,2,8.4
2017,NUTS,2010,PT15,2,11.0
2018,NUTS,2010,PT15,2,11.1
2019,NUTS,2010,PT15,2,13.7
2020,NUTS,2010,PT15,2,12.6
2011,NUTS,2010,PT16,2,49.9
2012,NUTS,2010,PT16,2,56.0
2013,NUTS,2010,PT16,2,52.2
2014,NUTS,2010,PT16,2,59.0
2015,NUTS,2010,PT16,2,69.7
2016,NUTS,2010,PT16,2,68.1
2017,NUTS,2010,PT16,2,70.4
2018,NUTS,2010,PT16,2,77.0
2019,NUTS,2010,PT16,2,80.4
2020,NUTS,2010,PT16,2,82.9
2011,NUTS,2010,PT17,2,103.8
2012,NUTS,2010,PT17,2,97.4
2013,NUTS,2010,PT17,2,103.4
2014,NUTS,2010,PT17,2,126.7
2015,NUTS,2010,PT17,2,132.9
2016,NUTS,2010,PT17,2,129.7
2017,NUTS,2010,PT17,2,130.2
2018,NUTS,2010,PT17,2,141.1
2019,NUTS,2010,PT17,2,160.7
2020,NUTS,2010,PT17,2,180.2
2011,NUTS,2010,PT18,2,12.7
2012,NUTS,2010,PT18,2,11.2
2013,NUTS,2010,PT18,2,13.8
2014,NUTS,2010,PT18,2,13.0
2015,NUTS,2010,PT18,2,13.7
2016,NUTS,2010,PT18,2,11.8
2017,NUTS,2010,PT18,2,16.9
2018,NUTS,2010,PT18,2,17.5
2019,NUTS,2010,PT18,2,17.7
2020,NUTS,2010,PT18,2,23.4
2011,NUTS,2010,PT2,1,5.2
2014,NUTS,2010,PT2,1,5.3
2015,NUTS,2010,PT2,1,5.3
2016,NUTS,2010,PT2,1,5.7
2017,NUTS,2010,PT2,1,6.7
2018,NUTS,2010,PT2,1,5.4
2019,NUTS,2010,PT2,1,5.4
2020,NUTS,2010,PT2,1,5.5
2011,NUTS,2010,PT20,2,5.2
2014,NUTS,2010,PT20,2,5.3
2015,NUTS,2010,PT20,2,5.3
2016,NUTS,2010,PT20,2,5.7
2017,NUTS,2010,PT20,2,6.7
2018,NUTS,2010,PT20,2,5.4
2019,NUTS,2010,PT20,2,5.4
2020,NUTS,2010,PT20,2,5.5
2011,NUTS,2010,PT3,1,4.9
2012,NUTS,2010,PT3,1,4.8
2013,NUTS,2010,PT3,1,4.5
2014,NUTS,2010,PT3,1,4.7
2015,NUTS,2010,PT3,1,4.7
2016,NUTS,2010,PT3,1,7.0
2017,NUTS,2010,PT3,1,7.2
2018,NUTS,2010,PT3,1,7.4
2019,NUTS,2010,PT3,1,8.1
2020,NUTS,2010,PT3,1,10.1
2011,NUTS,2010,PT30,2,4.9
2012,NUTS,2010,PT30,2,4.8
2013,NUTS,2010,PT30,2,4.5
2014,NUTS,2010,PT30,2,4.7
2015,NUTS,2010,PT30,2,4.7
2016,NUTS,2010,PT30,2,7.0
2017,NUTS,2010,PT30,2,7.2
2018,NUTS,2010,PT30,2,7.4
2019,NUTS,2010,PT30,2,8.1
2020,NUTS,2010,PT30,2,10.1
2011,NUTS,2010,RO,0,504.7
2012,NUTS,2010,RO,0,497.2
2013,NUTS,2010,RO,0,478.3
2014,NUTS,2010,RO,0,497.9
2015,NUTS,2010,RO,0,512.2
2016,NUTS,2010,RO,0,527.3
2017,NUTS,2010,RO,0,540.4
2018,NUTS,2010,RO,0,553.8
2019,NUTS,2010,RO,0,559.7
2020,NUTS,2010,RO,0,559.7
2011,NUTS,2010,RO1,1,104.1
2012,NUTS,2010,RO1,1,117.1
2013,NUTS,2010,RO1,1,121.6
2014,NUTS,2010,RO1,1,130.5
2015,NUTS,2010,RO1,1,155.1
2016,NUTS,2010,RO1,1,154.4
2017,NUTS,2010,RO1,1,147.1
2018,NUTS,2010,RO1,1,138.3
2019,NUTS,2010,RO1,1,138.1
2020,NUTS,2010,RO1,1,144.7
2011,NUTS,2010,RO11,2,56.9
2012,NUTS,2010,RO11,2,64.4
2013,NUTS,2010,RO11,2,64.5
2014,NUTS,2010,RO11,2,69.2
2015,NUTS,2010,RO11,2,81.8
2016,NUTS,2010,RO11,2,80.0
2017,NUTS,2010,RO11,2,73.7
2018,NUTS,2010,RO11,2,72.0
2019,NUTS,2010,RO11,2,68.8
2020,NUTS,2010,RO11,2,76.2
2011,NUTS,2010,RO12,2,47.2
2012,NUTS,2010,RO12,2,52.7
2013,NUTS,2010,RO12,2,57.1
2014,NUTS,2010,RO12,2,61.4
2015,NUTS,2010,RO12,2,73.3
2016,NUTS,2010,RO12,2,74.3
2017,NUTS,2010,RO12,2,73.4
2018,NUTS,2010,RO12,2,66.3
2019,NUTS,2010,RO12,2,69.3
2020,NUTS,2010,RO12,2,68.5
2011,NUTS,2010,RO2,1,112.6
2012,NUTS,2010,RO2,1,103.4
2013,NUTS,2010,RO2,1,100.0
2014,NUTS,2010,RO2,1,108.4
2015,NUTS,2010,RO2,1,101.6
2016,NUTS,2010,RO2,1,108.0
2017,NUTS,2010,RO2,1,110.5
2018,NUTS,2010,RO2,1,118.4
2019,NUTS,2010,RO2,1,118.4
2020,NUTS,2010,RO2,1,115.2
2011,NUTS,2010,RO21,2,68.0
2012,NUTS,2010,RO21,2,63.1
2013,NUTS,2010,RO21,2,57.6
2014,NUTS,2010,RO21,2,62.6
2015,NUTS,2010,RO21,2,54.3
2016,NUTS,2010,RO21,2,58.1
2017,NUTS,2010,RO21,2,62.6
2018,NUTS,2010,RO21,2,67.4
2019,NUTS,2010,RO21,2,61.9
2020,NUTS,2010,RO21,2,65.0
2011,NUTS,2010,RO22,2,44.5
2012,NUTS,2010,RO22,2,40.4
2013,NUTS,2010,RO22,2,42.4
2014,NUTS,2010,RO22,2,45.8
2015,NUTS,2010,RO22,2,47.4
2016,NUTS,2010,RO22,2,49.9
2017,NUTS,2010,RO22,2,47.9
2018,NUTS,2010,RO22,2,51.0
2019,NUTS,2010,RO22,2,56.5
2020,NUTS,2010,RO22,2,50.2
2011,NUTS,2010,RO3,1,184.4
2012,NUTS,2010,RO3,1,168.0
2013,NUTS,2010,RO3,1,158.3
2014,NUTS,2010,RO3,1,169.4
2015,NUTS,2010,RO3,1,152.7
2016,NUTS,2010,RO3,1,169.3
2017,NUTS,2010,RO3,1,184.9
2018,NUTS,2010,RO3,1,192.4
2019,NUTS,2010,RO3,1,196.0
2020,NUTS,2010,RO3,1,197.9
2011,NUTS,2010,RO31,2,55.7
2012,NUTS,2010,RO31,2,50.1
2013,NUTS,2010,RO31,2,50.9
2014,NUTS,2010,RO31,2,52.0
2015,NUTS,2010,RO31,2,50.6
2016,NUTS,2010,RO31,2,53.0
2017,NUTS,2010,RO31,2,55.4
2018,NUTS,2010,RO31,2,55.6
2019,NUTS,2010,RO31,2,49.1
2020,NUTS,2010,RO31,2,49.4
2011,NUTS,2010,RO32,2,128.7
2012,NUTS,2010,RO32,2,117.9
2013,NUTS,2010,RO32,2,107.4
2014,NUTS,2010,RO32,2,117.4
2015,NUTS,2010,RO32,2,102.1
2016,NUTS,2010,RO32,2,116.2
2017,NUTS,2010,RO32,2,129.4
2018,NUTS,2010,RO32,2,136.8
2019,NUTS,2010,RO32,2,146.9
2020,NUTS,2010,RO32,2,148.6
2011,NUTS,2010,RO4,1,103.6
2012,NUTS,2010,RO4,1,108.7
2013,NUTS,2010,RO4,1,98.5
2014,NUTS,2010,RO4,1,89.6
2015,NUTS,2010,RO4,1,102.8
2016,NUTS,2010,RO4,1,95.6
2017,NUTS,2010,RO4,1,97.9
2018,NUTS,2010,RO4,1,104.6
2019,NUTS,2010,RO4,1,107.2
2020,NUTS,2010,RO4,1,101.8
2011,NUTS,2010,RO41,2,51.7
2012,NUTS,2010,RO41,2,55.2
2013,NUTS,2010,RO41,2,46.2
2014,NUTS,2010,RO41,2,44.6
2015,NUTS,2010,RO41,2,49.9
2016,NUTS,2010,RO41,2,45.9
2017,NUTS,2010,RO41,2,46.8
2018,NUTS,2010,RO41,2,47.4
2019,NUTS,2010,RO41,2,48.8
2020,NUTS,2010,RO41,2,50.4
2011,NUTS,2010,RO42,2,52.0
2012,NUTS,2010,RO42,2,53.5
2013,NUTS,2010,RO42,2,52.3
2014,NUTS,2010,RO42,2,45.0
2015,NUTS,2010,RO42,2,52.9
2016,NUTS,2010,RO42,2,49.7
2017,NUTS,2010,RO42,2,51.1
2018,NUTS,2010,RO42,2,57.2
2019,NUTS,2010,RO42,2,58.4
2020,NUTS,2010,RO42,2,51.3
2013,NUTS,2010,RS,0,92.4
2014,NUTS,2010,RS,0,114.3
2015,NUTS,2010,RS,0,123.8
2016,NUTS,2010,RS,0,130.4
2017,NUTS,2010,RS,0,141.9
2018,NUTS,2010,RS,0,143.9
2019,NUTS,2010,RS,0,146.3
2020,NUTS,2010,RS,0,150.9
2013,NUTS,2010,RS1,1,58.8
2014,NUTS,2010,RS1,1,76.3
2015,NUTS,2010,RS1,1,83.4
2016,NUTS,2010,RS1,1,90.0
2017,NUTS,2010,RS1,1,101.3
2018,NUTS,2010,RS1,1,105.3
2019,NUTS,2010,RS1,1,109.6
2020,NUTS,2010,RS1,1,105.5
2013,NUTS,2010,RS11,2,37.0
2014,NUTS,2010,RS11,2,48.9
2015,NUTS,2010,RS11,2,54.2
2016,NUTS,2010,RS11,2,57.3
2017,NUTS,2010,RS11,2,63.4
2018,NUTS,2010,RS11,2,67.3
2019,NUTS,2010,RS11,2,74.8
2020,NUTS,2010,RS11,2,71.4
2013,NUTS,2010,RS12,2,21.8
2014,NUTS,2010,RS12,2,27.4
2015,NUTS,2010,RS12,2,29.2
2016,NUTS,2010,RS12,2,32.7
2017,NUTS,2010,RS12,2,37.9
2018,NUTS,2010,RS12,2,38.0
2019,NUTS,2010,RS12,2,34.8
2020,NUTS,2010,RS12,2,34.1
2013,NUTS,2010,RS2,1,33.6
2014,NUTS,2010,RS2,1,37.9
2015,NUTS,2010,RS2,1,40.4
2016,NUTS,2010,RS2,1,40.4
2017,NUTS,2010,RS2,1,40.6
2018,NUTS,2010,RS2,1,38.6
2019,NUTS,2010,RS2,1,36.7
2020,NUTS,2010,RS2,1,45.4
2013,NUTS,2010,RS21,2,18.2
2014,NUTS,2010,RS21,2,20.6
2015,NUTS,2010,RS21,2,21.4
2016,NUTS,2010,RS21,2,23.5
2017,NUTS,2010,RS21,2,23.7
2018,NUTS,2010,RS21,2,21.3
2019,NUTS,2010,RS21,2,20.4
2020,NUTS,2010,RS21,2,27.5
2013,NUTS,2010,RS22,2,15.4
2014,NUTS,2010,RS22,2,17.4
2015,NUTS,2010,RS22,2,19.0
2016,NUTS,2010,RS22,2,17.0
2017,NUTS,2010,RS22,2,16.9
2018,NUTS,2010,RS22,2,17.3
2019,NUTS,2010,RS22,2,16.3
2020,NUTS,2010,RS22,2,17.9
2011,NUTS,2010,SE,0,475.3
2012,NUTS,2010,SE,0,487.7
2013,NUTS,2010,SE,0,492.8
2014,NUTS,2010,SE,0,501.5
2015,NUTS,2010,SE,0,524.7
2016,NUTS,2010,SE,0,561.4
2017,NUTS,2010,SE,0,580.9
2018,NUTS,2010,SE,0,611.8
2019,NUTS,2010,SE,0,652.7
2020,NUTS,2010,SE,0,672.5
2011,NUTS,2010,SE1,1,217.1
2012,NUTS,2010,SE1,1,226.1
2013,NUTS,2010,SE1,1,233.1
2014,NUTS,2010,SE1,1,237.3
2015,NUTS,2010,SE1,1,242.9
2016,NUTS,2010,SE1,1,257.1
2017,NUTS,2010,SE1,1,268.1
2018,NUTS,2010,SE1,1,285.3
2019,NUTS,2010,SE1,1,313.4
2020,NUTS,2010,SE1,1,321.1
2011,NUTS,2010,SE11,2,148.2
2012,NUTS,2010,SE11,2,149.5
2013,NUTS,2010,SE11,2,151.1
2014,NUTS,2010,SE11,2,152.8
2015,NUTS,2010,SE11,2,156.1
2016,NUTS,2010,SE11,2,167.4
2017,NUTS,2010,SE11,2,177.1
2018,NUTS,2010,SE11,2,190.1
2019,NUTS,2010,SE11,2,206.8
2020,NUTS,2010,SE11,2,216.6
2011,NUTS,2010,SE12,2,68.9
2012,NUTS,2010,SE12,2,76.6
2013,NUTS,2010,SE12,2,82.0
2014,NUTS,2010,SE12,2,84.5
2015,NUTS,2010,SE12,2,86.7
2016,NUTS,2010,SE12,2,89.7
2017,NUTS,2010,SE12,2,91.0
2018,NUTS,2010,SE12,2,95.2
2019,NUTS,2010,SE12,2,106.7
2020,NUTS,2010,SE12,2,104.5
2011,NUTS,2010,SE2,1,189.9
2012,NUTS,2010,SE2,1,193.6
2013,NUTS,2010,SE2,1,195.1
2014,NUTS,2010,SE2,1,198.8
2015,NUTS,2010,SE2,1,213.7
2016,NUTS,2010,SE2,1,230.8
2017,NUTS,2010,SE2,1,235.6
2018,NUTS,2010,SE2,1,243.1
2019,NUTS,2010,SE2,1,255.3
2020,NUTS,2010,SE2,1,270.4
2011,NUTS,2010,SE21,2,28.4
2012,NUTS,2010,SE21,2,28.5
2013,NUTS,2010,SE21,2,27.4
2014,NUTS,2010,SE21,2,28.7
2015,NUTS,2010,SE21,2,30.8
2016,NUTS,2010,SE21,2,31.4
2017,NUTS,2010,SE21,2,31.9
2018,NUTS,2010,SE21,2,32.9
2019,NUTS,2010,SE21,2,34.5
2020,NUTS,2010,SE21,2,38.6
2011,NUTS,2010,SE22,2,69.0
2012,NUTS,2010,SE22,2,66.9
2013,NUTS,2010,SE22,2,67.0
2014,NUTS,2010,SE22,2,66.5
2015,NUTS,2010,SE22,2,72.7
2016,NUTS,2010,SE22,2,81.0
2017,NUTS,2010,SE22,2,87.1
2018,NUTS,2010,SE22,2,91.8
2019,NUTS,2010,SE22,2,95.9
2020,NUTS,2010,SE22,2,97.0
2011,NUTS,2010,SE23,2,92.5
2012,NUTS,2010,SE23,2,98.2
2013,NUTS,2010,SE23,2,100.7
2014,NUTS,2010,SE23,2,103.5
2015,NUTS,2010,SE23,2,110.3
2016,NUTS,2010,SE23,2,118.4
2017,NUTS,2010,SE23,2,116.6
2018,NUTS,2010,SE23,2,118.4
2019,NUTS,2010,SE23,2,124.9
2020,NUTS,2010,SE23,2,134.8
2011,NUTS,2010,SE3,1,68.3
2012,NUTS,2010,SE3,1,68.0
2013,NUTS,2010,SE3,1,64.6
2014,NUTS,2010,SE3,1,65.4
2015,NUTS,2010,SE3,1,68.0
2016,NUTS,2010,SE3,1,73.4
2017,NUTS,2010,SE3,1,77.1
2018,NUTS,2010,SE3,1,83.4
2019,NUTS,2010,SE3,1,83.9
2020,NUTS,2010,SE3,1,81.0
2011,NUTS,2010,SE31,2,29.4
2012,NUTS,2010,SE31,2,30.9
2013,NUTS,2010,SE31,2,30.5
2014,NUTS,2010,SE31,2,29.8
2015,NUTS,2010,SE31,2,31.3
2016,NUTS,2010,SE31,2,35.4
2017,NUTS,2010,SE31,2,36.8
2018,NUTS,2010,SE31,2,37.9
2019,NUTS,2010,SE31,2,37.5
2020,NUTS,2010,SE31,2,35.0
2011,NUTS,2010,SE32,2,15.7
2012,NUTS,2010,SE32,2,14.7
2013,NUTS,2010,SE32,2,13.1
2014,NUTS,2010,SE32,2,14.6
2015,NUTS,2010,SE32,2,13.7
2016,NUTS,2010,SE32,2,15.6
2017,NUTS,2010,SE32,2,17.8
2018,NUTS,2010,SE32,2,20.3
2019,NUTS,2010,SE32,2,20.2
2020,NUTS,2010,SE32,2,19.0
2011,NUTS,2010,SE33,2,23.2
2012,NUTS,2010,SE33,2,22.4
2013,NUTS,2010,SE33,2,21.0
2014,NUTS,2010,SE33,2,20.9
2015,NUTS,2010,SE33,2,23.1
2016,NUTS,2010,SE33,2,22.4
2017,NUTS,2010,SE33,2,22.5
2018,NUTS,2010,SE33,2,25.2
2019,NUTS,2010,SE33,2,26.3
2020,NUTS,2010,SE33,2,26.9
2011,NUTS,2010,SI,0,62.5
2012,NUTS,2010,SI,0,60.5
2013,NUTS,2010,SI,0,67.1
2014,NUTS,2010,SI,0,67.0
2015,NUTS,2010,SI,0,76.3
2016,NUTS,2010,SI,0,75.1
2017,NUTS,2010,SI,0,76.1
2018,NUTS,2010,SI,0,81.1
2019,NUTS,2010,SI,0,83.2
2020,NUTS,2010,SI,0,93.0
2011,NUTS,2010,SI0,1,62.5
2012,NUTS,2010,SI0,1,60.5
2013,NUTS,2010,SI0,1,67.1
2014,NUTS,2010,SI0,1,67.0
2015,NUTS,2010,SI0,1,76.3
2016,NUTS,2010,SI0,1,75.1
2017,NUTS,2010,SI0,1,76.1
2018,NUTS,2010,SI0,1,81.1
2019,NUTS,2010,SI0,1,83.2
2020,NUTS,2010,SI0,1,93.0
2011,NUTS,2010,SI03,2,28.0
2012,NUTS,2010,SI03,2,29.7
2013,NUTS,2010,SI03,2,30.1
2014,NUTS,2010,SI03,2,29.0
2015,NUTS,2010,SI03,2,34.5
2016,NUTS,2010,SI03,2,33.1
2017,NUTS,2010,SI03,2,35.4
2018,NUTS,2010,SI03,2,36.4
2019,NUTS,2010,SI03,2,38.9
2020,NUTS,2010,SI03,2,42.2
2011,NUTS,2010,SI04,2,34.5
2012,NUTS,2010,SI04,2,30.8
2013,NUTS,2010,SI04,2,37.0
2014,NUTS,2010,SI04,2,38.0
2015,NUTS,2010,SI04,2,41.8
2016,NUTS,2010,SI04,2,42.0
2017,NUTS,2010,SI04,2,40.7
2018,NUTS,2010,SI04,2,44.7
2019,NUTS,2010,SI04,2,44.3
2020,NUTS,2010,SI04,2,50.9
2011,NUTS,2010,SK,0,84.5
2012,NUTS,2010,SK,0,78.9
2013,NUTS,2010,SK,0,81.8
2014,NUTS,2010,SK,0,94.1
2015,NUTS,2010,SK,0,90.6
2016,NUTS,2010,SK,0,89.1
2017,NUTS,2010,SK,0,101.0
2018,NUTS,2010,SK,0,110.4
2019,NUTS,2010,SK,0,120.5
2020,NUTS,2010,SK,0,133.6
2011,NUTS,2010,SK0,1,84.5
2012,NUTS,2010,SK0,1,78.9
2013,NUTS,2010,SK0,1,81.8
2014,NUTS,2010,SK0,1,94.1
2015,NUTS,2010,SK0,1,90.6
2016,NUTS,2010,SK0,1,89.1
2017,NUTS,2010,SK0,1,101.0
2018,NUTS,2010,SK0,1,110.4
2019,NUTS,2010,SK0,1,120.5
2020,NUTS,2010,SK0,1,133.6
2011,NUTS,2010,SK01,2,22.6
2012,NUTS,2010,SK01,2,22.0
2013,NUTS,2010,SK01,2,22.2
2014,NUTS,2010,SK01,2,27.2
2015,NUTS,2010,SK01,2,22.6
2016,NUTS,2010,SK01,2,23.5
2017,NUTS,2010,SK01,2,29.9
2018,NUTS,2010,SK01,2,32.4
2019,NUTS,2010,SK01,2,36.0
2020,NUTS,2010,SK01,2,40.4
2011,NUTS,2010,SK02,2,23.3
2012,NUTS,2010,SK02,2,19.9
2013,NUTS,2010,SK02,2,22.4
2014,NUTS,2010,SK02,2,23.7
2015,NUTS,2010,SK02,2,21.7
2016,NUTS,2010,SK02,2,25.1
2017,NUTS,2010,SK02,2,31.4
2018,NUTS,2010,SK02,2,29.5
2019,NUTS,2010,SK02,2,30.7
2020,NUTS,2010,SK02,2,35.2
2011,NUTS,2010,SK03,2,20.1
2012,NUTS,2010,SK03,2,19.9
2013,NUTS,2010,SK03,2,16.2
2014,NUTS,2010,SK03,2,21.0
2015,NUTS,2010,SK03,2,22.7
2016,NUTS,2010,SK03,2,17.1
2017,NUTS,2010,SK03,2,15.7
2018,NUTS,2010,SK03,2,17.2
2019,NUTS,2010,SK03,2,20.6
2020,NUTS,2010,SK03,2,26.1
2011,NUTS,2010,SK04,2,18.5
2012,NUTS,2010,SK04,2,17.0
2013,NUTS,2010,SK04,2,21.0
2014,NUTS,2010,SK04,2,22.2
2015,NUTS,2010,SK04,2,23.6
2016,NUTS,2010,SK04,2,23.5
2017,NUTS,2010,SK04,2,24.0
2018,NUTS,2010,SK04,2,31.3
2019,NUTS,2010,SK04,2,33.2
2020,NUTS,2010,SK04,2,31.9
2011,NUTS,2010,TR,0,604.4
2012,NUTS,2010,TR,0,688.0
2013,NUTS,2010,TR,0,692.5
2014,NUTS,2010,TR,0,765.1
2015,NUTS,2010,TR,0,830.2
2016,NUTS,2010,TR,0,895.2
2017,NUTS,2010,TR,0,951.2
2018,NUTS,2010,TR,0,1017.5
2019,NUTS,2010,TR,0,1027.4
2020,NUTS,2010,TR,0,1087.1
2011,NUTS,2010,TR1,1,157.5
2012,NUTS,2010,TR1,1,191.1
2013,NUTS,2010,TR1,1,188.4
2014,NUTS,2010,TR1,1,206.7
2015,NUTS,2010,TR1,1,234.9
2016,NUTS,2010,TR1,1,260.8
2017,NUTS,2010,TR1,1,261.8
2018,NUTS,2010,TR1,1,283.6
2019,NUTS,2010,TR1,1,282.4
2020,NUTS,2010,TR1,1,300.6
2011,NUTS,2010,TR10,2,157.5
2012,NUTS,2010,TR10,2,191.1
2013,NUTS,2010,TR10,2,188.4
2014,NUTS,2010,TR10,2,206.7
2015,NUTS,2010,TR10,2,234.9
2016,NUTS,2010,TR10,2,260.8
2017,NUTS,2010,TR10,2,261.8
2018,NUTS,2010,TR10,2,283.6
2019,NUTS,2010,TR10,2,282.4
2020,NUTS,2010,TR10,2,300.6
2011,NUTS,2010,TR2,1,20.5
2012,NUTS,2010,TR2,1,24.2
2013,NUTS,2010,TR2,1,25.4
2014,NUTS,2010,TR2,1,28.8
2015,NUTS,2010,TR2,1,27.7
2016,NUTS,2010,TR2,1,27.5
2017,NUTS,2010,TR2,1,38.7
2018,NUTS,2010,TR2,1,43.5
2019,NUTS,2010,TR2,1,43.4
2020,NUTS,2010,TR2,1,45.5
2011,NUTS,2010,TR21,2,12.8
2012,NUTS,2010,TR21,2,13.9
2013,NUTS,2010,TR21,2,12.9
2014,NUTS,2010,TR21,2,12.0
2015,NUTS,2010,TR21,2,11.6
2016,NUTS,2010,TR21,2,14.5
2017,NUTS,2010,TR21,2,19.5
2018,NUTS,2010,TR21,2,24.9
2019,NUTS,2010,TR21,2,23.4
2020,NUTS,2010,TR21,2,27.3
2011,NUTS,2010,TR22,2,7.7
2012,NUTS,2010,TR22,2,10.3
2013,NUTS,2010,TR22,2,12.5
2014,NUTS,2010,TR22,2,16.8
2015,NUTS,2010,TR22,2,16.1
2016,NUTS,2010,TR22,2,13.0
2017,NUTS,2010,TR22,2,19.2
2018,NUTS,2010,TR22,2,18.6
2019,NUTS,2010,TR22,2,20.0
2020,NUTS,2010,TR22,2,18.2
2011,NUTS,2010,TR3,1,85.5
2012,NUTS,2010,TR3,1,86.4
2013,NUTS,2010,TR3,1,83.7
2014,NUTS,2010,TR3,1,99.1
2015,NUTS,2010,TR3,1,112.1
