year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_ths_se
2012,NUTS,2010,FRG0,2,96.2
2013,NUTS,2010,FRG0,2,85.0
2014,NUTS,2010,FRG0,2,87.6
2015,NUTS,2010,FRG0,2,89.7
2016,NUTS,2010,FRG0,2,89.5
2017,NUTS,2010,FRG0,2,94.7
2018,NUTS,2010,FRG0,2,94.5
2019,NUTS,2010,FRG0,2,109.7
2020,NUTS,2010,FRG0,2,106.2
2011,NUTS,2010,FRH,1,78.8
2012,NUTS,2010,FRH,1,87.7
2013,NUTS,2010,FRH,1,94.7
2014,NUTS,2010,FRH,1,86.5
2015,NUTS,2010,FRH,1,74.6
2016,NUTS,2010,FRH,1,75.3
2017,NUTS,2010,FRH,1,80.6
2018,NUTS,2010,FRH,1,80.2
2019,NUTS,2010,FRH,1,84.4
2020,NUTS,2010,FRH,1,90.7
2011,NUTS,2010,FRH0,2,78.8
2012,NUTS,2010,FRH0,2,87.7
2013,NUTS,2010,FRH0,2,94.7
2014,NUTS,2010,FRH0,2,86.5
2015,NUTS,2010,FRH0,2,74.6
2016,NUTS,2010,FRH0,2,75.3
2017,NUTS,2010,FRH0,2,80.6
2018,NUTS,2010,FRH0,2,80.2
2019,NUTS,2010,FRH0,2,84.4
2020,NUTS,2010,FRH0,2,90.7
2011,NUTS,2010,FRI,1,124.4
2012,NUTS,2010,FRI,1,137.4
2013,NUTS,2010,FRI,1,131.9
2014,NUTS,2010,FRI,1,120.7
2015,NUTS,2010,FRI,1,121.4
2016,NUTS,2010,FRI,1,124.4
2017,NUTS,2010,FRI,1,122.2
2018,NUTS,2010,FRI,1,135.7
2019,NUTS,2010,FRI,1,144.9
2020,NUTS,2010,FRI,1,146.9
2011,NUTS,2010,FRI1,2,81.9
2012,NUTS,2010,FRI1,2,81.6
2013,NUTS,2010,FRI1,2,78.9
2014,NUTS,2010,FRI1,2,74.4
2015,NUTS,2010,FRI1,2,76.9
2016,NUTS,2010,FRI1,2,80.7
2017,NUTS,2010,FRI1,2,83.3
2018,NUTS,2010,FRI1,2,90.0
2019,NUTS,2010,FRI1,2,93.0
2020,NUTS,2010,FRI1,2,82.3
2011,NUTS,2010,FRI2,2,12.9
2012,NUTS,2010,FRI2,2,19.3
2013,NUTS,2010,FRI2,2,16.5
2014,NUTS,2010,FRI2,2,13.0
2015,NUTS,2010,FRI2,2,13.1
2016,NUTS,2010,FRI2,2,14.6
2017,NUTS,2010,FRI2,2,14.7
2018,NUTS,2010,FRI2,2,12.5
2019,NUTS,2010,FRI2,2,15.0
2020,NUTS,2010,FRI2,2,18.5
2011,NUTS,2010,FRI3,2,29.6
2012,NUTS,2010,FRI3,2,36.6
2013,NUTS,2010,FRI3,2,36.5
2014,NUTS,2010,FRI3,2,33.2
2015,NUTS,2010,FRI3,2,31.5
2016,NUTS,2010,FRI3,2,29.2
2017,NUTS,2010,FRI3,2,24.1
2018,NUTS,2010,FRI3,2,33.2
2019,NUTS,2010,FRI3,2,36.8
2020,NUTS,2010,FRI3,2,46.2
2011,NUTS,2010,FRJ,1,183.0
2012,NUTS,2010,FRJ,1,181.1
2013,NUTS,2010,FRJ,1,190.8
2014,NUTS,2010,FRJ,1,191.4
2015,NUTS,2010,FRJ,1,164.5
2016,NUTS,2010,FRJ,1,171.4
2017,NUTS,2010,FRJ,1,165.6
2018,NUTS,2010,FRJ,1,186.0
2019,NUTS,2010,FRJ,1,187.0
2020,NUTS,2010,FRJ,1,208.6
2011,NUTS,2010,FRJ1,2,50.6
2012,NUTS,2010,FRJ1,2,45.8
2013,NUTS,2010,FRJ1,2,51.9
2014,NUTS,2010,FRJ1,2,53.5
2015,NUTS,2010,FRJ1,2,47.8
2016,NUTS,2010,FRJ1,2,57.3
2017,NUTS,2010,FRJ1,2,56.5
2018,NUTS,2010,FRJ1,2,58.9
2019,NUTS,2010,FRJ1,2,56.0
2020,NUTS,2010,FRJ1,2,76.3
2011,NUTS,2010,FRJ2,2,132.4
2012,NUTS,2010,FRJ2,2,135.3
2013,NUTS,2010,FRJ2,2,138.9
2014,NUTS,2010,FRJ2,2,137.8
2015,NUTS,2010,FRJ2,2,116.8
2016,NUTS,2010,FRJ2,2,114.1
2017,NUTS,2010,FRJ2,2,109.1
2018,NUTS,2010,FRJ2,2,127.0
2019,NUTS,2010,FRJ2,2,131.0
2020,NUTS,2010,FRJ2,2,132.3
2011,NUTS,2010,FRK,1,233.7
2012,NUTS,2010,FRK,1,231.0
2013,NUTS,2010,FRK,1,217.1
2014,NUTS,2010,FRK,1,227.9
2015,NUTS,2010,FRK,1,223.2
2016,NUTS,2010,FRK,1,220.6
2017,NUTS,2010,FRK,1,254.0
2018,NUTS,2010,FRK,1,252.0
2019,NUTS,2010,FRK,1,251.4
2020,NUTS,2010,FRK,1,290.3
2011,NUTS,2010,FRK1,2,31.2
2012,NUTS,2010,FRK1,2,35.9
2013,NUTS,2010,FRK1,2,26.3
2014,NUTS,2010,FRK1,2,21.8
2015,NUTS,2010,FRK1,2,21.3
2016,NUTS,2010,FRK1,2,28.6
2017,NUTS,2010,FRK1,2,32.2
2018,NUTS,2010,FRK1,2,24.0
2019,NUTS,2010,FRK1,2,20.7
2020,NUTS,2010,FRK1,2,26.7
2011,NUTS,2010,FRK2,2,202.4
2012,NUTS,2010,FRK2,2,195.1
2013,NUTS,2010,FRK2,2,190.7
2014,NUTS,2010,FRK2,2,206.2
2015,NUTS,2010,FRK2,2,201.9
2016,NUTS,2010,FRK2,2,192.0
2017,NUTS,2010,FRK2,2,221.7
2018,NUTS,2010,FRK2,2,228.0
2019,NUTS,2010,FRK2,2,230.7
2020,NUTS,2010,FRK2,2,263.7
2011,NUTS,2010,FRL,1,125.9
2012,NUTS,2010,FRL,1,145.8
2013,NUTS,2010,FRL,1,139.0
2014,NUTS,2010,FRL,1,141.7
2015,NUTS,2010,FRL,1,139.1
2016,NUTS,2010,FRL,1,137.9
2017,NUTS,2010,FRL,1,145.3
2018,NUTS,2010,FRL,1,130.1
2019,NUTS,2010,FRL,1,142.1
2020,NUTS,2010,FRL,1,155.1
2011,NUTS,2010,FRL0,2,125.9
2012,NUTS,2010,FRL0,2,145.8
2013,NUTS,2010,FRL0,2,139.0
2014,NUTS,2010,FRL0,2,141.7
2015,NUTS,2010,FRL0,2,139.1
2016,NUTS,2010,FRL0,2,137.9
2017,NUTS,2010,FRL0,2,145.3
2018,NUTS,2010,FRL0,2,130.1
2019,NUTS,2010,FRL0,2,142.1
2020,NUTS,2010,FRL0,2,155.1
2013,NUTS,2010,FRM,1,3.0
2014,NUTS,2010,FRM,1,2.5
2015,NUTS,2010,FRM,1,3.1
2016,NUTS,2010,FRM,1,2.7
2017,NUTS,2010,FRM,1,4.8
2019,NUTS,2010,FRM,1,6.8
2020,NUTS,2010,FRM,1,5.5
2013,NUTS,2010,FRM0,2,3.0
2014,NUTS,2010,FRM0,2,2.5
2015,NUTS,2010,FRM0,2,3.1
2016,NUTS,2010,FRM0,2,2.7
2017,NUTS,2010,FRM0,2,4.8
2019,NUTS,2010,FRM0,2,6.8
2020,NUTS,2010,FRM0,2,5.5
2011,NUTS,2010,FRY,1,17.8
2012,NUTS,2010,FRY,1,18.5
2013,NUTS,2010,FRY,1,20.7
2014,NUTS,2010,FRY,1,19.0
2015,NUTS,2010,FRY,1,24.1
2016,NUTS,2010,FRY,1,21.7
2017,NUTS,2010,FRY,1,20.3
2018,NUTS,2010,FRY,1,20.9
2019,NUTS,2010,FRY,1,23.8
2020,NUTS,2010,FRY,1,24.6
2011,NUTS,2010,FRY1,2,3.1
2012,NUTS,2010,FRY1,2,3.0
2013,NUTS,2010,FRY1,2,3.2
2014,NUTS,2010,FRY1,2,3.1
2015,NUTS,2010,FRY1,2,4.1
2016,NUTS,2010,FRY1,2,4.4
2017,NUTS,2010,FRY1,2,3.8
2018,NUTS,2010,FRY1,2,3.9
2019,NUTS,2010,FRY1,2,3.9
2020,NUTS,2010,FRY1,2,3.6
2011,NUTS,2010,FRY2,2,4.3
2012,NUTS,2010,FRY2,2,5.5
2013,NUTS,2010,FRY2,2,4.8
2014,NUTS,2010,FRY2,2,3.3
2015,NUTS,2010,FRY2,2,4.0
2016,NUTS,2010,FRY2,2,4.3
2017,NUTS,2010,FRY2,2,4.4
2018,NUTS,2010,FRY2,2,3.9
2019,NUTS,2010,FRY2,2,5.6
2020,NUTS,2010,FRY2,2,6.0
2017,NUTS,2010,FRY3,2,2.5
2018,NUTS,2010,FRY3,2,2.6
2019,NUTS,2010,FRY3,2,3.4
2020,NUTS,2010,FRY3,2,2.6
2011,NUTS,2010,FRY4,2,8.6
2012,NUTS,2010,FRY4,2,8.4
2013,NUTS,2010,FRY4,2,9.4
2014,NUTS,2010,FRY4,2,10.0
2015,NUTS,2010,FRY4,2,13.4
2016,NUTS,2010,FRY4,2,10.0
2017,NUTS,2010,FRY4,2,9.1
2018,NUTS,2010,FRY4,2,10.2
2019,NUTS,2010,FRY4,2,9.9
2020,NUTS,2010,FRY4,2,11.3
2011,NUTS,2010,HR,0,69.9
2012,NUTS,2010,HR,0,75.1
2013,NUTS,2010,HR,0,73.1
2014,NUTS,2010,HR,0,90.3
2015,NUTS,2010,HR,0,84.9
2016,NUTS,2010,HR,0,82.7
2017,NUTS,2010,HR,0,88.9
2018,NUTS,2010,HR,0,103.5
2019,NUTS,2010,HR,0,112.0
2020,NUTS,2010,HR,0,117.2
2011,NUTS,2010,HR0,1,69.9
2012,NUTS,2010,HR0,1,75.1
2013,NUTS,2010,HR0,1,73.1
2014,NUTS,2010,HR0,1,90.3
2015,NUTS,2010,HR0,1,84.9
2016,NUTS,2010,HR0,1,82.7
2017,NUTS,2010,HR0,1,88.9
2018,NUTS,2010,HR0,1,103.5
2019,NUTS,2010,HR0,1,112.0
2020,NUTS,2010,HR0,1,117.2
2011,NUTS,2010,HR03,2,23.2
2012,NUTS,2010,HR03,2,22.0
2013,NUTS,2010,HR03,2,20.2
2014,NUTS,2010,HR03,2,22.7
2015,NUTS,2010,HR03,2,23.2
2016,NUTS,2010,HR03,2,21.0
2017,NUTS,2010,HR03,2,24.1
2018,NUTS,2010,HR03,2,31.2
2019,NUTS,2010,HR03,2,37.7
2020,NUTS,2010,HR03,2,32.9
2011,NUTS,2010,HR04,2,46.7
2012,NUTS,2010,HR04,2,53.1
2013,NUTS,2010,HR04,2,53.0
2014,NUTS,2010,HR04,2,67.6
2015,NUTS,2010,HR04,2,61.7
2016,NUTS,2010,HR04,2,61.7
2017,NUTS,2010,HR04,2,64.8
2018,NUTS,2010,HR04,2,72.3
2019,NUTS,2010,HR04,2,74.3
2020,NUTS,2010,HR04,2,84.3
2011,NUTS,2010,HU,0,207.5
2012,NUTS,2010,HU,0,214.3
2013,NUTS,2010,HU,0,218.0
2014,NUTS,2010,HU,0,227.7
2015,NUTS,2010,HU,0,239.5
2016,NUTS,2010,HU,0,239.6
2017,NUTS,2010,HU,0,248.8
2018,NUTS,2010,HU,0,264.9
2019,NUTS,2010,HU,0,289.6
2020,NUTS,2010,HU,0,344.5
2011,NUTS,2010,HU1,1,106.3
2012,NUTS,2010,HU1,1,115.0
2013,NUTS,2010,HU1,1,114.6
2014,NUTS,2010,HU1,1,121.9
2015,NUTS,2010,HU1,1,128.6
2016,NUTS,2010,HU1,1,127.8
2017,NUTS,2010,HU1,1,127.8
2018,NUTS,2010,HU1,1,136.4
2019,NUTS,2010,HU1,1,147.0
2020,NUTS,2010,HU1,1,189.3
2011,NUTS,2010,HU10,2,106.3
2012,NUTS,2010,HU10,2,115.0
2013,NUTS,2010,HU11,2,82.9
2014,NUTS,2010,HU11,2,89.4
2015,NUTS,2010,HU11,2,98.9
2016,NUTS,2010,HU11,2,96.0
2017,NUTS,2010,HU11,2,92.4
2018,NUTS,2010,HU11,2,100.9
2019,NUTS,2010,HU11,2,106.7
2020,NUTS,2010,HU11,2,131.1
2013,NUTS,2010,HU12,2,31.7
2014,NUTS,2010,HU12,2,32.5
2015,NUTS,2010,HU12,2,29.7
2016,NUTS,2010,HU12,2,31.8
2017,NUTS,2010,HU12,2,35.3
2018,NUTS,2010,HU12,2,35.5
2019,NUTS,2010,HU12,2,40.2
2020,NUTS,2010,HU12,2,58.1
2011,NUTS,2010,HU2,1,45.6
2012,NUTS,2010,HU2,1,45.9
2013,NUTS,2010,HU2,1,49.6
2014,NUTS,2010,HU2,1,52.8
2015,NUTS,2010,HU2,1,55.1
2016,NUTS,2010,HU2,1,51.8
2017,NUTS,2010,HU2,1,63.5
2018,NUTS,2010,HU2,1,63.1
2019,NUTS,2010,HU2,1,73.3
2020,NUTS,2010,HU2,1,80.9
2011,NUTS,2010,HU21,2,17.1
2012,NUTS,2010,HU21,2,16.2
2013,NUTS,2010,HU21,2,20.7
2014,NUTS,2010,HU21,2,22.5
2015,NUTS,2010,HU21,2,21.9
2016,NUTS,2010,HU21,2,19.5
2017,NUTS,2010,HU21,2,23.1
2018,NUTS,2010,HU21,2,23.8
2019,NUTS,2010,HU21,2,31.0
2020,NUTS,2010,HU21,2,32.7
2011,NUTS,2010,HU22,2,15.2
2012,NUTS,2010,HU22,2,15.3
2013,NUTS,2010,HU22,2,14.9
2014,NUTS,2010,HU22,2,18.4
2015,NUTS,2010,HU22,2,20.6
2016,NUTS,2010,HU22,2,20.0
2017,NUTS,2010,HU22,2,26.5
2018,NUTS,2010,HU22,2,24.5
2019,NUTS,2010,HU22,2,27.9
2020,NUTS,2010,HU22,2,35.1
2011,NUTS,2010,HU23,2,13.3
2012,NUTS,2010,HU23,2,14.3
2013,NUTS,2010,HU23,2,14.0
2014,NUTS,2010,HU23,2,11.9
2015,NUTS,2010,HU23,2,12.6
2016,NUTS,2010,HU23,2,12.4
2017,NUTS,2010,HU23,2,13.9
2018,NUTS,2010,HU23,2,14.8
2019,NUTS,2010,HU23,2,14.4
2020,NUTS,2010,HU23,2,13.1
2011,NUTS,2010,HU3,1,55.6
2012,NUTS,2010,HU3,1,53.4
2013,NUTS,2010,HU3,1,53.8
2014,NUTS,2010,HU3,1,53.0
2015,NUTS,2010,HU3,1,55.8
2016,NUTS,2010,HU3,1,59.9
2017,NUTS,2010,HU3,1,57.5
2018,NUTS,2010,HU3,1,65.4
2019,NUTS,2010,HU3,1,69.3
2020,NUTS,2010,HU3,1,74.3
2011,NUTS,2010,HU31,2,16.8
2012,NUTS,2010,HU31,2,13.4
2013,NUTS,2010,HU31,2,12.8
2014,NUTS,2010,HU31,2,14.9
2015,NUTS,2010,HU31,2,15.7
2016,NUTS,2010,HU31,2,16.8
2017,NUTS,2010,HU31,2,18.1
2018,NUTS,2010,HU31,2,18.3
2019,NUTS,2010,HU31,2,17.2
2020,NUTS,2010,HU31,2,17.4
2011,NUTS,2010,HU32,2,20.5
2012,NUTS,2010,HU32,2,19.9
2013,NUTS,2010,HU32,2,21.6
2014,NUTS,2010,HU32,2,20.0
2015,NUTS,2010,HU32,2,18.4
2016,NUTS,2010,HU32,2,19.9
2017,NUTS,2010,HU32,2,20.9
2018,NUTS,2010,HU32,2,22.0
2019,NUTS,2010,HU32,2,23.9
2020,NUTS,2010,HU32,2,29.1
2011,NUTS,2010,HU33,2,18.2
2012,NUTS,2010,HU33,2,20.2
2013,NUTS,2010,HU33,2,19.4
2014,NUTS,2010,HU33,2,18.1
2015,NUTS,2010,HU33,2,21.7
2016,NUTS,2010,HU33,2,23.2
2017,NUTS,2010,HU33,2,18.5
2018,NUTS,2010,HU33,2,25.2
2019,NUTS,2010,HU33,2,28.2
2020,NUTS,2010,HU33,2,27.9
2011,NUTS,2010,IE,0,209.5
2012,NUTS,2010,IE,0,216.7
2013,NUTS,2010,IE,0,214.3
2014,NUTS,2010,IE,0,208.2
2015,NUTS,2010,IE,0,213.4
2016,NUTS,2010,IE,0,221.8
2017,NUTS,2010,IE,0,239.7
2018,NUTS,2010,IE,0,247.0
2019,NUTS,2010,IE,0,256.0
2020,NUTS,2010,IE,0,268.6
2011,NUTS,2010,IE0,1,209.5
2012,NUTS,2010,IE0,1,216.7
2013,NUTS,2010,IE0,1,214.3
2014,NUTS,2010,IE0,1,208.2
2015,NUTS,2010,IE0,1,213.4
2016,NUTS,2010,IE0,1,221.8
2017,NUTS,2010,IE0,1,239.7
2018,NUTS,2010,IE0,1,247.0
2019,NUTS,2010,IE0,1,256.0
2020,NUTS,2010,IE0,1,268.6
2011,NUTS,2010,IE01,2,45.5
2011,NUTS,2010,IE02,2,164.0
2012,NUTS,2010,IE04,2,33.5
2013,NUTS,2010,IE04,2,34.3
2014,NUTS,2010,IE04,2,33.2
2015,NUTS,2010,IE04,2,32.2
2016,NUTS,2010,IE04,2,34.3
2017,NUTS,2010,IE04,2,36.5
2018,NUTS,2010,IE04,2,37.0
2019,NUTS,2010,IE04,2,40.9
2020,NUTS,2010,IE04,2,39.5
2012,NUTS,2010,IE05,2,64.9
2013,NUTS,2010,IE05,2,60.8
2014,NUTS,2010,IE05,2,56.6
2015,NUTS,2010,IE05,2,61.8
2016,NUTS,2010,IE05,2,64.5
2017,NUTS,2010,IE05,2,68.9
2018,NUTS,2010,IE05,2,71.6
2019,NUTS,2010,IE05,2,68.9
2020,NUTS,2010,IE05,2,76.9
2012,NUTS,2010,IE06,2,118.3
2013,NUTS,2010,IE06,2,119.2
2014,NUTS,2010,IE06,2,118.5
2015,NUTS,2010,IE06,2,119.4
2016,NUTS,2010,IE06,2,123.1
2017,NUTS,2010,IE06,2,134.3
2018,NUTS,2010,IE06,2,138.4
2019,NUTS,2010,IE06,2,146.2
2020,NUTS,2010,IE06,2,152.2
2011,NUTS,2010,IS,0,13.9
2012,NUTS,2010,IS,0,12.9
2013,NUTS,2010,IS,0,13.4
2014,NUTS,2010,IS,0,13.8
2015,NUTS,2010,IS,0,15.4
2016,NUTS,2010,IS,0,16.6
2017,NUTS,2010,IS,0,18.7
2018,NUTS,2010,IS,0,19.2
2019,NUTS,2010,IS,0,20.2
2020,NUTS,2010,IS,0,20.0
2011,NUTS,2010,IS0,1,13.9
2012,NUTS,2010,IS0,1,12.9
2013,NUTS,2010,IS0,1,13.4
2014,NUTS,2010,IS0,1,13.8
2015,NUTS,2010,IS0,1,15.4
2016,NUTS,2010,IS0,1,16.6
2017,NUTS,2010,IS0,1,18.7
2018,NUTS,2010,IS0,1,19.2
2019,NUTS,2010,IS0,1,20.2
2020,NUTS,2010,IS0,1,20.0
2011,NUTS,2010,IS00,2,13.9
2012,NUTS,2010,IS00,2,12.9
2013,NUTS,2010,IS00,2,13.4
2014,NUTS,2010,IS00,2,13.8
2015,NUTS,2010,IS00,2,15.4
2016,NUTS,2010,IS00,2,16.6
2017,NUTS,2010,IS00,2,18.7
2018,NUTS,2010,IS00,2,19.2
2019,NUTS,2010,IS00,2,20.2
2020,NUTS,2010,IS00,2,20.0
2011,NUTS,2010,IT,0,943.3
2012,NUTS,2010,IT,0,977.6
2013,NUTS,2010,IT,0,1005.3
2014,NUTS,2010,IT,0,1022.0
2015,NUTS,2010,IT,0,1042.8
2016,NUTS,2010,IT,0,1063.7
2017,NUTS,2010,IT,0,1068.8
2018,NUTS,2010,IT,0,1116.2
2019,NUTS,2010,IT,0,1157.4
2020,NUTS,2010,IT,0,1164.4
2011,NUTS,2010,ITC,1,288.3
2012,NUTS,2010,ITC,1,324.0
2013,NUTS,2010,ITC,1,342.0
2014,NUTS,2010,ITC,1,316.2
2015,NUTS,2010,ITC,1,343.7
2016,NUTS,2010,ITC,1,354.7
2017,NUTS,2010,ITC,1,338.3
2018,NUTS,2010,ITC,1,348.7
2019,NUTS,2010,ITC,1,372.5
2020,NUTS,2010,ITC,1,374.7
2011,NUTS,2010,ITC1,2,73.6
2012,NUTS,2010,ITC1,2,89.0
2013,NUTS,2010,ITC1,2,88.6
2014,NUTS,2010,ITC1,2,81.7
2015,NUTS,2010,ITC1,2,86.6
2016,NUTS,2010,ITC1,2,88.8
2017,NUTS,2010,ITC1,2,89.1
2018,NUTS,2010,ITC1,2,90.7
2019,NUTS,2010,ITC1,2,103.2
2020,NUTS,2010,ITC1,2,94.6
2011,NUTS,2010,ITC2,2,1.8
2012,NUTS,2010,ITC2,2,2.0
2013,NUTS,2010,ITC2,2,2.1
2014,NUTS,2010,ITC2,2,1.7
2015,NUTS,2010,ITC2,2,1.6
2016,NUTS,2010,ITC2,2,1.6
2017,NUTS,2010,ITC2,2,1.9
2018,NUTS,2010,ITC2,2,2.2
2019,NUTS,2010,ITC2,2,2.1
2020,NUTS,2010,ITC2,2,2.0
2011,NUTS,2010,ITC3,2,33.5
2012,NUTS,2010,ITC3,2,33.0
2013,NUTS,2010,ITC3,2,36.5
2014,NUTS,2010,ITC3,2,32.2
2015,NUTS,2010,ITC3,2,36.7
2016,NUTS,2010,ITC3,2,36.8
2017,NUTS,2010,ITC3,2,34.1
2018,NUTS,2010,ITC3,2,38.1
2019,NUTS,2010,ITC3,2,40.2
2020,NUTS,2010,ITC3,2,37.3
2011,NUTS,2010,ITC4,2,179.4
2012,NUTS,2010,ITC4,2,200.0
2013,NUTS,2010,ITC4,2,214.8
2014,NUTS,2010,ITC4,2,200.5
2015,NUTS,2010,ITC4,2,218.7
2016,NUTS,2010,ITC4,2,227.4
2017,NUTS,2010,ITC4,2,213.2
2018,NUTS,2010,ITC4,2,217.6
2019,NUTS,2010,ITC4,2,226.9
2020,NUTS,2010,ITC4,2,240.8
2011,NUTS,2010,ITF,1,159.2
2012,NUTS,2010,ITF,1,162.2
2013,NUTS,2010,ITF,1,165.4
2014,NUTS,2010,ITF,1,166.2
2015,NUTS,2010,ITF,1,170.2
2016,NUTS,2010,ITF,1,165.8
2017,NUTS,2010,ITF,1,171.1
2018,NUTS,2010,ITF,1,173.1
2019,NUTS,2010,ITF,1,175.1
2020,NUTS,2010,ITF,1,181.1
2011,NUTS,2010,ITF1,2,25.4
2012,NUTS,2010,ITF1,2,18.7
2013,NUTS,2010,ITF1,2,18.3
2014,NUTS,2010,ITF1,2,16.8
2015,NUTS,2010,ITF1,2,18.4
2016,NUTS,2010,ITF1,2,20.7
2017,NUTS,2010,ITF1,2,20.9
2018,NUTS,2010,ITF1,2,20.0
2019,NUTS,2010,ITF1,2,21.8
2020,NUTS,2010,ITF1,2,23.8
2011,NUTS,2010,ITF2,2,3.5
2012,NUTS,2010,ITF2,2,4.0
2013,NUTS,2010,ITF2,2,4.5
2014,NUTS,2010,ITF2,2,3.9
2015,NUTS,2010,ITF2,2,4.0
2016,NUTS,2010,ITF2,2,4.2
2017,NUTS,2010,ITF2,2,4.5
2018,NUTS,2010,ITF2,2,4.4
2019,NUTS,2010,ITF2,2,3.8
2020,NUTS,2010,ITF2,2,3.9
2011,NUTS,2010,ITF3,2,64.1
2012,NUTS,2010,ITF3,2,69.5
2013,NUTS,2010,ITF3,2,71.9
2014,NUTS,2010,ITF3,2,66.7
2015,NUTS,2010,ITF3,2,68.5
2016,NUTS,2010,ITF3,2,70.2
2017,NUTS,2010,ITF3,2,74.7
2018,NUTS,2010,ITF3,2,75.7
2019,NUTS,2010,ITF3,2,73.4
2020,NUTS,2010,ITF3,2,77.2
2011,NUTS,2010,ITF4,2,40.5
2012,NUTS,2010,ITF4,2,41.9
2013,NUTS,2010,ITF4,2,42.8
2014,NUTS,2010,ITF4,2,45.4
2015,NUTS,2010,ITF4,2,47.0
2016,NUTS,2010,ITF4,2,40.8
2017,NUTS,2010,ITF4,2,43.1
2018,NUTS,2010,ITF4,2,45.8
2019,NUTS,2010,ITF4,2,45.1
2020,NUTS,2010,ITF4,2,44.2
2011,NUTS,2010,ITF5,2,5.5
2012,NUTS,2010,ITF5,2,6.4
2013,NUTS,2010,ITF5,2,6.5
2014,NUTS,2010,ITF5,2,6.7
2015,NUTS,2010,ITF5,2,7.4
2016,NUTS,2010,ITF5,2,7.6
2017,NUTS,2010,ITF5,2,7.2
2018,NUTS,2010,ITF5,2,7.2
2019,NUTS,2010,ITF5,2,6.7
2020,NUTS,2010,ITF5,2,7.4
2011,NUTS,2010,ITF6,2,20.2
2012,NUTS,2010,ITF6,2,21.7
2013,NUTS,2010,ITF6,2,21.4
2014,NUTS,2010,ITF6,2,26.6
2015,NUTS,2010,ITF6,2,24.9
2016,NUTS,2010,ITF6,2,22.4
2017,NUTS,2010,ITF6,2,20.6
2018,NUTS,2010,ITF6,2,20.0
2019,NUTS,2010,ITF6,2,24.3
2020,NUTS,2010,ITF6,2,24.6
2011,NUTS,2010,ITG,1,83.9
2012,NUTS,2010,ITG,1,81.9
2013,NUTS,2010,ITG,1,83.5
2014,NUTS,2010,ITG,1,79.4
2015,NUTS,2010,ITG,1,81.7
2016,NUTS,2010,ITG,1,78.0
2017,NUTS,2010,ITG,1,81.3
2018,NUTS,2010,ITG,1,81.4
2019,NUTS,2010,ITG,1,82.7
2020,NUTS,2010,ITG,1,84.6
2011,NUTS,2010,ITG1,2,59.1
2012,NUTS,2010,ITG1,2,57.1
2013,NUTS,2010,ITG1,2,58.5
2014,NUTS,2010,ITG1,2,56.3
2015,NUTS,2010,ITG1,2,57.1
2016,NUTS,2010,ITG1,2,54.4
2017,NUTS,2010,ITG1,2,55.2
2018,NUTS,2010,ITG1,2,57.6
2019,NUTS,2010,ITG1,2,55.9
2020,NUTS,2010,ITG1,2,57.6
2011,NUTS,2010,ITG2,2,24.8
2012,NUTS,2010,ITG2,2,24.8
2013,NUTS,2010,ITG2,2,25.0
2014,NUTS,2010,ITG2,2,23.1
2015,NUTS,2010,ITG2,2,24.6
2016,NUTS,2010,ITG2,2,23.6
2017,NUTS,2010,ITG2,2,26.2
2018,NUTS,2010,ITG2,2,23.8
2019,NUTS,2010,ITG2,2,26.7
2020,NUTS,2010,ITG2,2,27.0
2011,NUTS,2010,ITH,1,194.0
2012,NUTS,2010,ITH,1,194.7
2013,NUTS,2010,ITH,1,201.4
2014,NUTS,2010,ITH,1,207.4
2015,NUTS,2010,ITH,1,203.0
2016,NUTS,2010,ITH,1,225.6
2017,NUTS,2010,ITH,1,212.1
2018,NUTS,2010,ITH,1,229.5
2019,NUTS,2010,ITH,1,234.7
2020,NUTS,2010,ITH,1,239.6
2011,NUTS,2010,ITH1,2,7.0
2012,NUTS,2010,ITH1,2,8.4
2013,NUTS,2010,ITH1,2,7.8
2014,NUTS,2010,ITH1,2,8.3
2015,NUTS,2010,ITH1,2,7.7
2016,NUTS,2010,ITH1,2,8.4
2017,NUTS,2010,ITH1,2,8.7
2018,NUTS,2010,ITH1,2,7.7
2019,NUTS,2010,ITH1,2,7.6
2020,NUTS,2010,ITH1,2,7.8
2011,NUTS,2010,ITH2,2,8.5
2012,NUTS,2010,ITH2,2,7.8
2013,NUTS,2010,ITH2,2,8.1
2014,NUTS,2010,ITH2,2,8.6
2015,NUTS,2010,ITH2,2,8.1
2016,NUTS,2010,ITH2,2,8.6
2017,NUTS,2010,ITH2,2,10.2
2018,NUTS,2010,ITH2,2,10.5
2019,NUTS,2010,ITH2,2,11.5
2020,NUTS,2010,ITH2,2,12.6
2011,NUTS,2010,ITH3,2,82.0
2012,NUTS,2010,ITH3,2,71.3
2013,NUTS,2010,ITH3,2,79.7
2014,NUTS,2010,ITH3,2,81.3
2015,NUTS,2010,ITH3,2,78.1
2016,NUTS,2010,ITH3,2,89.7
2017,NUTS,2010,ITH3,2,82.4
2018,NUTS,2010,ITH3,2,91.3
2019,NUTS,2010,ITH3,2,92.4
2020,NUTS,2010,ITH3,2,92.3
2011,NUTS,2010,ITH4,2,14.6
2012,NUTS,2010,ITH4,2,16.3
2013,NUTS,2010,ITH4,2,20.3
2014,NUTS,2010,ITH4,2,22.1
2015,NUTS,2010,ITH4,2,19.2
2016,NUTS,2010,ITH4,2,17.4
2017,NUTS,2010,ITH4,2,17.6
