year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_t_hes_total_pc_emp_fte
2013,NUTS,2010,HU1,1,0.3001
2014,NUTS,2010,HU1,1,0.2854
2015,NUTS,2010,HU1,1,0.2669
2016,NUTS,2010,HU1,1,0.249
2017,NUTS,2010,HU1,1,0.2768
2018,NUTS,2010,HU1,1,0.4206
2019,NUTS,2010,HU1,1,0.467
1999,NUTS,2010,HU10,2,0.3015
2000,NUTS,2010,HU10,2,0.3686
2001,NUTS,2010,HU10,2,0.3321
2002,NUTS,2010,HU10,2,0.3248
2003,NUTS,2010,HU10,2,0.3102
2004,NUTS,2010,HU10,2,0.3193
2005,NUTS,2010,HU10,2,0.2874
2006,NUTS,2010,HU10,2,0.2893
2007,NUTS,2010,HU10,2,0.2912
2008,NUTS,2010,HU10,2,0.3013
2009,NUTS,2010,HU10,2,0.3184
2010,NUTS,2010,HU10,2,0.3203
2011,NUTS,2010,HU10,2,0.3127
2012,NUTS,2010,HU10,2,0.2943
2013,NUTS,2010,HU10,2,0.3001
2014,NUTS,2010,HU10,2,0.2854
2015,NUTS,2010,HU10,2,0.2669
2016,NUTS,2010,HU10,2,0.249
2017,NUTS,2010,HU11,2,0.4201
2018,NUTS,2010,HU11,2,0.6523
2019,NUTS,2010,HU11,2,0.7746
2017,NUTS,2010,HU12,2,0.0671
2018,NUTS,2010,HU12,2,0.0959
2019,NUTS,2010,HU12,2,0.0428
1999,NUTS,2010,HU2,1,0.1174
2000,NUTS,2010,HU2,1,0.1464
2001,NUTS,2010,HU2,1,0.1435
2002,NUTS,2010,HU2,1,0.1422
2003,NUTS,2010,HU2,1,0.1357
2004,NUTS,2010,HU2,1,0.1562
2005,NUTS,2010,HU2,1,0.1493
2006,NUTS,2010,HU2,1,0.1713
2007,NUTS,2010,HU2,1,0.1152
2008,NUTS,2010,HU2,1,0.1191
2009,NUTS,2010,HU2,1,0.1251
2010,NUTS,2010,HU2,1,0.1312
2011,NUTS,2010,HU2,1,0.1353
2012,NUTS,2010,HU2,1,0.1373
2013,NUTS,2010,HU2,1,0.118
2014,NUTS,2010,HU2,1,0.1014
2015,NUTS,2010,HU2,1,0.0934
2016,NUTS,2010,HU2,1,0.0872
2017,NUTS,2010,HU2,1,0.1126
2018,NUTS,2010,HU2,1,0.2133
2019,NUTS,2010,HU2,1,0.197
1999,NUTS,2010,HU21,2,0.0522
2000,NUTS,2010,HU21,2,0.1198
2001,NUTS,2010,HU21,2,0.1022
2002,NUTS,2010,HU21,2,0.1132
2003,NUTS,2010,HU21,2,0.0918
2004,NUTS,2010,HU21,2,0.1201
2005,NUTS,2010,HU21,2,0.0877
2006,NUTS,2010,HU21,2,0.0877
2007,NUTS,2010,HU21,2,0.0797
2008,NUTS,2010,HU21,2,0.0802
2009,NUTS,2010,HU21,2,0.0771
2010,NUTS,2010,HU21,2,0.0756
2011,NUTS,2010,HU21,2,0.0533
2012,NUTS,2010,HU21,2,0.0671
2013,NUTS,2010,HU21,2,0.063
2014,NUTS,2010,HU21,2,0.0575
2015,NUTS,2010,HU21,2,0.0584
2016,NUTS,2010,HU21,2,0.0521
2017,NUTS,2010,HU21,2,0.0513
2018,NUTS,2010,HU21,2,0.0635
2019,NUTS,2010,HU21,2,0.0769
1999,NUTS,2010,HU22,2,0.1361
2000,NUTS,2010,HU22,2,0.0978
2001,NUTS,2010,HU22,2,0.1193
2002,NUTS,2010,HU22,2,0.1263
2003,NUTS,2010,HU22,2,0.1239
2004,NUTS,2010,HU22,2,0.1074
2005,NUTS,2010,HU22,2,0.1027
2006,NUTS,2010,HU22,2,0.1173
2007,NUTS,2010,HU22,2,0.1058
2008,NUTS,2010,HU22,2,0.1121
2009,NUTS,2010,HU22,2,0.1232
2010,NUTS,2010,HU22,2,0.1394
2011,NUTS,2010,HU22,2,0.1328
2012,NUTS,2010,HU22,2,0.1093
2013,NUTS,2010,HU22,2,0.1237
2014,NUTS,2010,HU22,2,0.1012
2015,NUTS,2010,HU22,2,0.0918
2016,NUTS,2010,HU22,2,0.0792
2017,NUTS,2010,HU22,2,0.1011
2018,NUTS,2010,HU22,2,0.182
2019,NUTS,2010,HU22,2,0.1832
1999,NUTS,2010,HU23,2,0.1787
2000,NUTS,2010,HU23,2,0.2394
2001,NUTS,2010,HU23,2,0.2255
2002,NUTS,2010,HU23,2,0.2001
2003,NUTS,2010,HU23,2,0.2081
2004,NUTS,2010,HU23,2,0.2617
2005,NUTS,2010,HU23,2,0.2854
2006,NUTS,2010,HU23,2,0.3483
2007,NUTS,2010,HU23,2,0.1769
2008,NUTS,2010,HU23,2,0.1812
2009,NUTS,2010,HU23,2,0.1895
2010,NUTS,2010,HU23,2,0.192
2011,NUTS,2010,HU23,2,0.2495
2012,NUTS,2010,HU23,2,0.2678
2013,NUTS,2010,HU23,2,0.1827
2014,NUTS,2010,HU23,2,0.1586
2015,NUTS,2010,HU23,2,0.1426
2016,NUTS,2010,HU23,2,0.1432
2017,NUTS,2010,HU23,2,0.2099
2018,NUTS,2010,HU23,2,0.4535
2019,NUTS,2010,HU23,2,0.378
1999,NUTS,2010,HU3,1,0.1786
2000,NUTS,2010,HU3,1,0.1937
2001,NUTS,2010,HU3,1,0.188
2002,NUTS,2010,HU3,1,0.2033
2003,NUTS,2010,HU3,1,0.194
2004,NUTS,2010,HU3,1,0.1877
2005,NUTS,2010,HU3,1,0.1955
2006,NUTS,2010,HU3,1,0.1942
2007,NUTS,2010,HU3,1,0.1918
2008,NUTS,2010,HU3,1,0.2003
2009,NUTS,2010,HU3,1,0.2231
2010,NUTS,2010,HU3,1,0.2117
2011,NUTS,2010,HU3,1,0.2109
2012,NUTS,2010,HU3,1,0.2037
2013,NUTS,2010,HU3,1,0.2073
2014,NUTS,2010,HU3,1,0.1914
2015,NUTS,2010,HU3,1,0.1855
2016,NUTS,2010,HU3,1,0.1735
2017,NUTS,2010,HU3,1,0.1805
2018,NUTS,2010,HU3,1,0.2429
2019,NUTS,2010,HU3,1,0.2725
1999,NUTS,2010,HU31,2,0.1033
2000,NUTS,2010,HU31,2,0.1115
2001,NUTS,2010,HU31,2,0.1183
2002,NUTS,2010,HU31,2,0.1236
2003,NUTS,2010,HU31,2,0.1197
2004,NUTS,2010,HU31,2,0.1296
2005,NUTS,2010,HU31,2,0.1292
2006,NUTS,2010,HU31,2,0.1328
2007,NUTS,2010,HU31,2,0.1274
2008,NUTS,2010,HU31,2,0.1132
2009,NUTS,2010,HU31,2,0.1299
2010,NUTS,2010,HU31,2,0.1237
2011,NUTS,2010,HU31,2,0.1176
2012,NUTS,2010,HU31,2,0.1199
2013,NUTS,2010,HU31,2,0.1065
2014,NUTS,2010,HU31,2,0.0998
2015,NUTS,2010,HU31,2,0.0972
2016,NUTS,2010,HU31,2,0.0945
2017,NUTS,2010,HU31,2,0.1045
2018,NUTS,2010,HU31,2,0.1319
2019,NUTS,2010,HU31,2,0.1609
1999,NUTS,2010,HU32,2,0.2216
2000,NUTS,2010,HU32,2,0.2686
2001,NUTS,2010,HU32,2,0.2498
2002,NUTS,2010,HU32,2,0.2637
2003,NUTS,2010,HU32,2,0.2584
2004,NUTS,2010,HU32,2,0.2352
2005,NUTS,2010,HU32,2,0.2449
2006,NUTS,2010,HU32,2,0.2366
2007,NUTS,2010,HU32,2,0.2507
2008,NUTS,2010,HU32,2,0.2537
2009,NUTS,2010,HU32,2,0.2729
2010,NUTS,2010,HU32,2,0.2444
2011,NUTS,2010,HU32,2,0.2351
2012,NUTS,2010,HU32,2,0.2256
2013,NUTS,2010,HU32,2,0.2276
2014,NUTS,2010,HU32,2,0.1962
2015,NUTS,2010,HU32,2,0.1829
2016,NUTS,2010,HU32,2,0.1833
2017,NUTS,2010,HU32,2,0.1971
2018,NUTS,2010,HU32,2,0.267
2019,NUTS,2010,HU32,2,0.2942
1999,NUTS,2010,HU33,2,0.198
2000,NUTS,2010,HU33,2,0.1885
2001,NUTS,2010,HU33,2,0.1845
2002,NUTS,2010,HU33,2,0.2067
2003,NUTS,2010,HU33,2,0.1893
2004,NUTS,2010,HU33,2,0.1879
2005,NUTS,2010,HU33,2,0.2001
2006,NUTS,2010,HU33,2,0.2018
2007,NUTS,2010,HU33,2,0.1842
2008,NUTS,2010,HU33,2,0.2178
2009,NUTS,2010,HU33,2,0.2493
2010,NUTS,2010,HU33,2,0.2496
2011,NUTS,2010,HU33,2,0.2617
2012,NUTS,2010,HU33,2,0.2479
2013,NUTS,2010,HU33,2,0.269
2014,NUTS,2010,HU33,2,0.2639
2015,NUTS,2010,HU33,2,0.2645
2016,NUTS,2010,HU33,2,0.2298
2017,NUTS,2010,HU33,2,0.2266
2018,NUTS,2010,HU33,2,0.3115
2019,NUTS,2010,HU33,2,0.3437
1993,NUTS,2010,IE,0,0.1884
1994,NUTS,2010,IE,0,0.1781
1995,NUTS,2010,IE,0,0.1839
1996,NUTS,2010,IE,0,0.1907
1997,NUTS,2010,IE,0,0.194
1998,NUTS,2010,IE,0,0.1825
1999,NUTS,2010,IE,0,0.1637
2000,NUTS,2010,IE,0,0.1495
2001,NUTS,2010,IE,0,0.1616
2002,NUTS,2010,IE,0,0.1751
2003,NUTS,2010,IE,0,0.2166
2004,NUTS,2010,IE,0,0.2532
2005,NUTS,2010,IE,0,0.2609
2006,NUTS,2010,IE,0,0.2685
2007,NUTS,2010,IE,0,0.2756
2008,NUTS,2010,IE,0,0.3318
2009,NUTS,2010,IE,0,0.34
2010,NUTS,2010,IE,0,0.3462
2011,NUTS,2010,IE,0,0.35
2012,NUTS,2010,IE,0,0.7131
2013,NUTS,2010,IE,0,0.74
2014,NUTS,2010,IE,0,0.7681
2015,NUTS,2010,IE,0,0.6381
2016,NUTS,2010,IE,0,0.735
2017,NUTS,2010,IE,0,0.6223
2018,NUTS,2010,IE,0,0.5169
2019,NUTS,2010,IE,0,0.503
2020,NUTS,2010,IE,0,0.5193
1999,NUTS,2010,IE0,1,0.1714
2000,NUTS,2010,IE0,1,0.1557
2002,NUTS,2010,IE0,1,0.1802
2003,NUTS,2010,IE0,1,0.2235
2004,NUTS,2010,IE0,1,0.2636
2005,NUTS,2010,IE0,1,0.2677
2006,NUTS,2010,IE0,1,0.2746
2007,NUTS,2010,IE0,1,0.2701
2008,NUTS,2010,IE0,1,0.3247
2009,NUTS,2010,IE0,1,0.3324
2010,NUTS,2010,IE0,1,0.3376
2011,NUTS,2010,IE0,1,0.3409
2012,NUTS,2010,IE0,1,0.3389
2013,NUTS,2010,IE0,1,0.3204
2014,NUTS,2010,IE0,1,0.4961
2015,NUTS,2010,IE0,1,0.7464
2017,NUTS,2010,IE0,1,0.6918
2002,NUTS,2010,IE01,2,0.1142
2003,NUTS,2010,IE01,2,0.1359
2004,NUTS,2010,IE01,2,0.1557
2005,NUTS,2010,IE01,2,0.1873
2006,NUTS,2010,IE01,2,0.2194
2007,NUTS,2010,IE01,2,0.2156
2008,NUTS,2010,IE01,2,0.1342
2009,NUTS,2010,IE01,2,0.1602
2010,NUTS,2010,IE01,2,0.1654
2011,NUTS,2010,IE01,2,0.1879
2012,NUTS,2010,IE01,2,0.1891
2013,NUTS,2010,IE01,2,0.1757
2014,NUTS,2010,IE01,2,0.275
2015,NUTS,2010,IE01,2,0.0817
2017,NUTS,2010,IE01,2,1.1197
2002,NUTS,2010,IE02,2,0.2019
2003,NUTS,2010,IE02,2,0.2528
2004,NUTS,2010,IE02,2,0.3007
2005,NUTS,2010,IE02,2,0.2955
2006,NUTS,2010,IE02,2,0.2935
2007,NUTS,2010,IE02,2,0.289
2008,NUTS,2010,IE02,2,0.3901
2009,NUTS,2010,IE02,2,0.3911
2010,NUTS,2010,IE02,2,0.3963
2011,NUTS,2010,IE02,2,0.3929
2012,NUTS,2010,IE02,2,0.3892
2013,NUTS,2010,IE02,2,0.37
2014,NUTS,2010,IE02,2,0.5708
2015,NUTS,2010,IE02,2,0.9715
2017,NUTS,2010,IE02,2,0.6308
2003,NUTS,2010,IS,0,0.4886
2005,NUTS,2010,IS,0,0.4818
2006,NUTS,2010,IS,0,0.5142
2007,NUTS,2010,IS,0,0.4548
2008,NUTS,2010,IS,0,0.4725
2009,NUTS,2010,IS,0,0.6994
2011,NUTS,2010,IS,0,0.6648
2013,NUTS,2010,IS,0,0.734
2014,NUTS,2010,IS,0,0.7289
2015,NUTS,2010,IS,0,0.6105
2016,NUTS,2010,IS,0,0.7556
2017,NUTS,2010,IS,0,0.5989
2018,NUTS,2010,IS,0,0.583
1993,NUTS,2010,IT,0,0.2334
1994,NUTS,2010,IT,0,0.2413
1995,NUTS,2010,IT,0,0.2456
1996,NUTS,2010,IT,0,0.2484
1997,NUTS,2010,IT,0,0.2469
1998,NUTS,2010,IT,0,0.2631
1999,NUTS,2010,IT,0,0.2556
2000,NUTS,2010,IT,0,0.2642
2001,NUTS,2010,IT,0,0.2781
2002,NUTS,2010,IT,0,0.2807
2003,NUTS,2010,IT,0,0.2736
2004,NUTS,2010,IT,0,0.2756
2005,NUTS,2010,IT,0,0.3036
2006,NUTS,2010,IT,0,0.3023
2007,NUTS,2010,IT,0,0.3156
2008,NUTS,2010,IT,0,0.3193
2009,NUTS,2010,IT,0,0.3384
2010,NUTS,2010,IT,0,0.3292
2011,NUTS,2010,IT,0,0.3345
2012,NUTS,2010,IT,0,0.3481
2013,NUTS,2010,IT,0,0.3594
2014,NUTS,2010,IT,0,0.3506
2015,NUTS,2010,IT,0,0.3553
2016,NUTS,2010,IT,0,0.3657
2017,NUTS,2010,IT,0,0.3626
2018,NUTS,2010,IT,0,0.3637
2019,NUTS,2010,IT,0,0.3733
2020,NUTS,2010,IT,0,0.3819
2000,NUTS,2010,ITC,1,0.2223
2003,NUTS,2010,ITC,1,0.1779
2004,NUTS,2010,ITC,1,0.1805
2005,NUTS,2010,ITC,1,0.211
2007,NUTS,2010,ITC,1,0.2246
2008,NUTS,2010,ITC,1,0.2579
2009,NUTS,2010,ITC,1,0.2819
2010,NUTS,2010,ITC,1,0.2816
2011,NUTS,2010,ITC,1,0.2927
2012,NUTS,2010,ITC,1,0.2999
2013,NUTS,2010,ITC,1,0.2884
2014,NUTS,2010,ITC,1,0.2572
2015,NUTS,2010,ITC,1,0.2746
2016,NUTS,2010,ITC,1,0.2851
2017,NUTS,2010,ITC,1,0.2886
2018,NUTS,2010,ITC,1,0.2912
2019,NUTS,2010,ITC,1,0.2929
2000,NUTS,2010,ITC1,2,0.1467
2003,NUTS,2010,ITC1,2,0.1791
2004,NUTS,2010,ITC1,2,0.1826
2005,NUTS,2010,ITC1,2,0.21
2007,NUTS,2010,ITC1,2,0.2567
2008,NUTS,2010,ITC1,2,0.2538
2009,NUTS,2010,ITC1,2,0.2746
2010,NUTS,2010,ITC1,2,0.2691
2011,NUTS,2010,ITC1,2,0.2483
2012,NUTS,2010,ITC1,2,0.2692
2013,NUTS,2010,ITC1,2,0.2966
2014,NUTS,2010,ITC1,2,0.2497
2015,NUTS,2010,ITC1,2,0.299
2016,NUTS,2010,ITC1,2,0.2634
2017,NUTS,2010,ITC1,2,0.2664
2018,NUTS,2010,ITC1,2,0.2698
2019,NUTS,2010,ITC1,2,0.2723
2003,NUTS,2010,ITC2,2,0.0414
2004,NUTS,2010,ITC2,2,0.0497
2005,NUTS,2010,ITC2,2,0.0581
2007,NUTS,2010,ITC2,2,0.0546
2008,NUTS,2010,ITC2,2,0.0583
2009,NUTS,2010,ITC2,2,0.0754
2010,NUTS,2010,ITC2,2,0.0689
2011,NUTS,2010,ITC2,2,0.0765
2012,NUTS,2010,ITC2,2,0.0787
2013,NUTS,2010,ITC2,2,0.13
2014,NUTS,2010,ITC2,2,0.1434
2015,NUTS,2010,ITC2,2,0.0932
2016,NUTS,2010,ITC2,2,0.1189
2017,NUTS,2010,ITC2,2,0.1243
2018,NUTS,2010,ITC2,2,0.1085
2019,NUTS,2010,ITC2,2,0.1022
2000,NUTS,2010,ITC3,2,0.2458
2003,NUTS,2010,ITC3,2,0.2399
2004,NUTS,2010,ITC3,2,0.2419
2005,NUTS,2010,ITC3,2,0.2743
2007,NUTS,2010,ITC3,2,0.2581
2008,NUTS,2010,ITC3,2,0.3103
2009,NUTS,2010,ITC3,2,0.3959
2010,NUTS,2010,ITC3,2,0.4016
2011,NUTS,2010,ITC3,2,0.4205
2012,NUTS,2010,ITC3,2,0.4133
2013,NUTS,2010,ITC3,2,0.4479
2014,NUTS,2010,ITC3,2,0.3444
2015,NUTS,2010,ITC3,2,0.3692
2016,NUTS,2010,ITC3,2,0.3315
2017,NUTS,2010,ITC3,2,0.3451
2018,NUTS,2010,ITC3,2,0.3028
2019,NUTS,2010,ITC3,2,0.3207
2000,NUTS,2010,ITC4,2,0.2564
2003,NUTS,2010,ITC4,2,0.1697
2004,NUTS,2010,ITC4,2,0.1723
2005,NUTS,2010,ITC4,2,0.2042
2007,NUTS,2010,ITC4,2,0.208
2008,NUTS,2010,ITC4,2,0.2546
2009,NUTS,2010,ITC4,2,0.2707
2010,NUTS,2010,ITC4,2,0.272
2011,NUTS,2010,ITC4,2,0.2959
2012,NUTS,2010,ITC4,2,0.2993
2013,NUTS,2010,ITC4,2,0.2642
2014,NUTS,2010,ITC4,2,0.2495
2015,NUTS,2010,ITC4,2,0.2531
2016,NUTS,2010,ITC4,2,0.2897
2017,NUTS,2010,ITC4,2,0.2921
2018,NUTS,2010,ITC4,2,0.3007
2019,NUTS,2010,ITC4,2,0.2998
2000,NUTS,2010,ITF,1,0.276
2003,NUTS,2010,ITF,1,0.296
2004,NUTS,2010,ITF,1,0.2908
2005,NUTS,2010,ITF,1,0.3149
2007,NUTS,2010,ITF,1,0.333
2008,NUTS,2010,ITF,1,0.3402
2009,NUTS,2010,ITF,1,0.3469
2010,NUTS,2010,ITF,1,0.3294
2011,NUTS,2010,ITF,1,0.3215
2012,NUTS,2010,ITF,1,0.3305
2013,NUTS,2010,ITF,1,0.3489
2014,NUTS,2010,ITF,1,0.3613
2015,NUTS,2010,ITF,1,0.3619
2016,NUTS,2010,ITF,1,0.3617
2017,NUTS,2010,ITF,1,0.3543
2018,NUTS,2010,ITF,1,0.3406
2019,NUTS,2010,ITF,1,0.3503
2000,NUTS,2010,ITF1,2,0.2599
2003,NUTS,2010,ITF1,2,0.2842
2004,NUTS,2010,ITF1,2,0.2958
2005,NUTS,2010,ITF1,2,0.295
2007,NUTS,2010,ITF1,2,0.2988
2008,NUTS,2010,ITF1,2,0.2877
2009,NUTS,2010,ITF1,2,0.3099
2010,NUTS,2010,ITF1,2,0.3114
2011,NUTS,2010,ITF1,2,0.3038
2012,NUTS,2010,ITF1,2,0.3192
2013,NUTS,2010,ITF1,2,0.3248
2014,NUTS,2010,ITF1,2,0.3069
2015,NUTS,2010,ITF1,2,0.3721
2016,NUTS,2010,ITF1,2,0.3801
2017,NUTS,2010,ITF1,2,0.408
2018,NUTS,2010,ITF1,2,0.3571
2019,NUTS,2010,ITF1,2,0.3764
2000,NUTS,2010,ITF2,2,0.1772
2003,NUTS,2010,ITF2,2,0.2226
2004,NUTS,2010,ITF2,2,0.2263
2005,NUTS,2010,ITF2,2,0.2658
2007,NUTS,2010,ITF2,2,0.2705
2008,NUTS,2010,ITF2,2,0.2556
2009,NUTS,2010,ITF2,2,0.3
2010,NUTS,2010,ITF2,2,
2011,NUTS,2010,ITF2,2,
2012,NUTS,2010,ITF2,2,
2013,NUTS,2010,ITF2,2,
2014,NUTS,2010,ITF2,2,
2015,NUTS,2010,ITF2,2,0.3838
2016,NUTS,2010,ITF2,2,0.3379
2017,NUTS,2010,ITF2,2,0.3261
2018,NUTS,2010,ITF2,2,0.3127
2019,NUTS,2010,ITF2,2,0.2926
2000,NUTS,2010,ITF3,2,0.3968
2003,NUTS,2010,ITF3,2,0.3838
2004,NUTS,2010,ITF3,2,0.3523
2005,NUTS,2010,ITF3,2,0.3714
2007,NUTS,2010,ITF3,2,0.3722
2008,NUTS,2010,ITF3,2,0.4263
2009,NUTS,2010,ITF3,2,0.438
2010,NUTS,2010,ITF3,2,0.3989
2011,NUTS,2010,ITF3,2,0.3936
2012,NUTS,2010,ITF3,2,0.3992
2013,NUTS,2010,ITF3,2,0.4162
2014,NUTS,2010,ITF3,2,0.434
2015,NUTS,2010,ITF3,2,0.4204
2016,NUTS,2010,ITF3,2,0.4404
2017,NUTS,2010,ITF3,2,0.4182
2018,NUTS,2010,ITF3,2,0.4066
2019,NUTS,2010,ITF3,2,0.4321
2000,NUTS,2010,ITF4,2,0.1965
2003,NUTS,2010,ITF4,2,0.2511
2004,NUTS,2010,ITF4,2,0.2689
2005,NUTS,2010,ITF4,2,0.3059
2007,NUTS,2010,ITF4,2,0.3574
2008,NUTS,2010,ITF4,2,0.3204
2009,NUTS,2010,ITF4,2,0.3222
2010,NUTS,2010,ITF4,2,0.307
2011,NUTS,2010,ITF4,2,0.2955
2012,NUTS,2010,ITF4,2,0.2982
2013,NUTS,2010,ITF4,2,0.2939
2014,NUTS,2010,ITF4,2,0.323
2015,NUTS,2010,ITF4,2,0.3042
2016,NUTS,2010,ITF4,2,0.3013
2017,NUTS,2010,ITF4,2,0.2982
2018,NUTS,2010,ITF4,2,0.2801
2019,NUTS,2010,ITF4,2,0.2779
2000,NUTS,2010,ITF5,2,0.1721
2003,NUTS,2010,ITF5,2,0.2131
2004,NUTS,2010,ITF5,2,0.1948
2005,NUTS,2010,ITF5,2,0.2132
2007,NUTS,2010,ITF5,2,0.2473
2008,NUTS,2010,ITF5,2,0.2176
2009,NUTS,2010,ITF5,2,0.2029
2010,NUTS,2010,ITF5,2,
2011,NUTS,2010,ITF5,2,
2012,NUTS,2010,ITF5,2,0.2221
2013,NUTS,2010,ITF5,2,
2014,NUTS,2010,ITF5,2,
2015,NUTS,2010,ITF5,2,0.2361
2016,NUTS,2010,ITF5,2,0.1924
2017,NUTS,2010,ITF5,2,0.214
2018,NUTS,2010,ITF5,2,0.205
2019,NUTS,2010,ITF5,2,0.218
2000,NUTS,2010,ITF6,2,0.1714
2003,NUTS,2010,ITF6,2,0.1954
2004,NUTS,2010,ITF6,2,0.1939
2005,NUTS,2010,ITF6,2,0.2282
2007,NUTS,2010,ITF6,2,0.236
2008,NUTS,2010,ITF6,2,0.2404
2009,NUTS,2010,ITF6,2,0.2331
2010,NUTS,2010,ITF6,2,0.2446
2011,NUTS,2010,ITF6,2,0.2338
2012,NUTS,2010,ITF6,2,
2013,NUTS,2010,ITF6,2,
2014,NUTS,2010,ITF6,2,
2015,NUTS,2010,ITF6,2,0.3466
2016,NUTS,2010,ITF6,2,0.3039
2017,NUTS,2010,ITF6,2,0.2858
2018,NUTS,2010,ITF6,2,0.3114
2019,NUTS,2010,ITF6,2,0.3015
2000,NUTS,2010,ITG,1,0.3332
2003,NUTS,2010,ITG,1,0.3544
2004,NUTS,2010,ITG,1,0.3443
2005,NUTS,2010,ITG,1,0.3763
2007,NUTS,2010,ITG,1,0.3727
2008,NUTS,2010,ITG,1,0.3652
2009,NUTS,2010,ITG,1,0.3739
2010,NUTS,2010,ITG,1,0.3474
2011,NUTS,2010,ITG,1,0.3342
2012,NUTS,2010,ITG,1,0.3428
2013,NUTS,2010,ITG,1,0.3712
2014,NUTS,2010,ITG,1,0.3768
2015,NUTS,2010,ITG,1,0.3906
2016,NUTS,2010,ITG,1,0.3463
2017,NUTS,2010,ITG,1,0.3237
2018,NUTS,2010,ITG,1,0.3179
2019,NUTS,2010,ITG,1,0.3315
2000,NUTS,2010,ITG1,2,0.3349
2003,NUTS,2010,ITG1,2,0.3604
2004,NUTS,2010,ITG1,2,0.3615
2005,NUTS,2010,ITG1,2,0.3938
2007,NUTS,2010,ITG1,2,0.3843
2008,NUTS,2010,ITG1,2,0.3625
2009,NUTS,2010,ITG1,2,0.3683
2010,NUTS,2010,ITG1,2,0.3298
2011,NUTS,2010,ITG1,2,0.3167
2012,NUTS,2010,ITG1,2,0.3159
2013,NUTS,2010,ITG1,2,0.3467
2014,NUTS,2010,ITG1,2,0.3592
2015,NUTS,2010,ITG1,2,0.3524
2016,NUTS,2010,ITG1,2,0.3387
2017,NUTS,2010,ITG1,2,0.3068
2018,NUTS,2010,ITG1,2,0.3019
2019,NUTS,2010,ITG1,2,0.3081
2000,NUTS,2010,ITG2,2,0.3287
2003,NUTS,2010,ITG2,2,0.3388
2004,NUTS,2010,ITG2,2,0.3027
2005,NUTS,2010,ITG2,2,0.3328
2007,NUTS,2010,ITG2,2,0.3443
2008,NUTS,2010,ITG2,2,0.3717
2009,NUTS,2010,ITG2,2,0.3881
2010,NUTS,2010,ITG2,2,0.3909
2011,NUTS,2010,ITG2,2,0.3767
2012,NUTS,2010,ITG2,2,0.4071
2013,NUTS,2010,ITG2,2,0.431
2014,NUTS,2010,ITG2,2,0.4193
2015,NUTS,2010,ITG2,2,0.482
2016,NUTS,2010,ITG2,2,0.3645
2017,NUTS,2010,ITG2,2,0.3647
2018,NUTS,2010,ITG2,2,0.3556
2019,NUTS,2010,ITG2,2,0.3855
2000,NUTS,2010,ITH,1,0.2139
2003,NUTS,2010,ITH,1,0.2448
2004,NUTS,2010,ITH,1,0.2455
2005,NUTS,2010,ITH,1,0.2742
2007,NUTS,2010,ITH,1,0.2909
2008,NUTS,2010,ITH,1,0.2749
2009,NUTS,2010,ITH,1,0.2961
2010,NUTS,2010,ITH,1,0.2974
2011,NUTS,2010,ITH,1,0.3099
2012,NUTS,2010,ITH,1,0.3298
2013,NUTS,2010,ITH,1,0.3492
2014,NUTS,2010,ITH,1,0.3397
2015,NUTS,2010,ITH,1,0.3321
2016,NUTS,2010,ITH,1,0.3784
2017,NUTS,2010,ITH,1,0.3795
2018,NUTS,2010,ITH,1,0.3964
2019,NUTS,2010,ITH,1,0.4046
2003,NUTS,2010,ITH1,2,0.0355
2004,NUTS,2010,ITH1,2,0.0396
2005,NUTS,2010,ITH1,2,0.0453
2007,NUTS,2010,ITH1,2,0.0434
2008,NUTS,2010,ITH1,2,0.0531
2009,NUTS,2010,ITH1,2,0.0516
2010,NUTS,2010,ITH1,2,0.0555
2011,NUTS,2010,ITH1,2,0.0649
2012,NUTS,2010,ITH1,2,0.0725
2013,NUTS,2010,ITH1,2,0.0976
2014,NUTS,2010,ITH1,2,0.1063
2015,NUTS,2010,ITH1,2,0.0845
2016,NUTS,2010,ITH1,2,0.1733
2017,NUTS,2010,ITH1,2,0.1789
2018,NUTS,2010,ITH1,2,0.1859
2019,NUTS,2010,ITH1,2,0.1964
2003,NUTS,2010,ITH2,2,0.2663
2004,NUTS,2010,ITH2,2,0.2621
2005,NUTS,2010,ITH2,2,0.2922
2007,NUTS,2010,ITH2,2,0.3028
2008,NUTS,2010,ITH2,2,0.3145
2009,NUTS,2010,ITH2,2,0.3221
2010,NUTS,2010,ITH2,2,0.317
2011,NUTS,2010,ITH2,2,0.3482
2012,NUTS,2010,ITH2,2,0.3881
2013,NUTS,2010,ITH2,2,0.4333
2014,NUTS,2010,ITH2,2,0.4387
2015,NUTS,2010,ITH2,2,0.4932
2016,NUTS,2010,ITH2,2,0.5656
2017,NUTS,2010,ITH2,2,0.5443
2018,NUTS,2010,ITH2,2,0.5612
2019,NUTS,2010,ITH2,2,0.5953
2000,NUTS,2010,ITH3,2,0.1623
2003,NUTS,2010,ITH3,2,0.1892
2004,NUTS,2010,ITH3,2,0.1893
2005,NUTS,2010,ITH3,2,0.2003
2007,NUTS,2010,ITH3,2,0.2237
2008,NUTS,2010,ITH3,2,0.2111
2009,NUTS,2010,ITH3,2,0.242
2010,NUTS,2010,ITH3,2,0.2467
2011,NUTS,2010,ITH3,2,0.2596
2012,NUTS,2010,ITH3,2,0.2819
2013,NUTS,2010,ITH3,2,0.2991
2014,NUTS,2010,ITH3,2,0.2825
