year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_rse_pc_act_hc_t
2017,NUTS,2010,UKH3,2,0.3992
2018,NUTS,2010,UKH3,2,0.376
2011,NUTS,2010,UKI,1,0.1904
2012,NUTS,2010,UKI,1,0.2231
2013,NUTS,2010,UKI,1,0.2339
2014,NUTS,2010,UKI,1,0.2711
2015,NUTS,2010,UKI,1,0.2663
2016,NUTS,2010,UKI,1,0.268
2017,NUTS,2010,UKI,1,0.3723
2018,NUTS,2010,UKI,1,0.3614
2011,NUTS,2010,UKI3,2,0.5657
2012,NUTS,2010,UKI3,2,0.6071
2013,NUTS,2010,UKI3,2,0.713
2014,NUTS,2010,UKI3,2,0.8199
2015,NUTS,2010,UKI3,2,0.7888
2016,NUTS,2010,UKI3,2,0.8399
2017,NUTS,2010,UKI3,2,1.2046
2018,NUTS,2010,UKI3,2,1.2326
2011,NUTS,2010,UKI4,2,0.1215
2012,NUTS,2010,UKI4,2,0.1337
2013,NUTS,2010,UKI4,2,0.1729
2014,NUTS,2010,UKI4,2,0.2091
2015,NUTS,2010,UKI4,2,0.1557
2016,NUTS,2010,UKI4,2,0.1528
2017,NUTS,2010,UKI4,2,0.2124
2018,NUTS,2010,UKI4,2,0.2504
2011,NUTS,2010,UKI5,2,0.0506
2012,NUTS,2010,UKI5,2,0.0596
2013,NUTS,2010,UKI5,2,0.0638
2014,NUTS,2010,UKI5,2,0.0666
2015,NUTS,2010,UKI5,2,0.065
2016,NUTS,2010,UKI5,2,0.0673
2017,NUTS,2010,UKI5,2,0.0582
2018,NUTS,2010,UKI5,2,0.074
2011,NUTS,2010,UKI6,2,0.1615
2012,NUTS,2010,UKI6,2,0.1403
2013,NUTS,2010,UKI6,2,0.0809
2014,NUTS,2010,UKI6,2,0.1133
2015,NUTS,2010,UKI6,2,0.0853
2016,NUTS,2010,UKI6,2,0.0978
2017,NUTS,2010,UKI6,2,0.1357
2018,NUTS,2010,UKI6,2,0.1102
2011,NUTS,2010,UKI7,2,0.1988
2012,NUTS,2010,UKI7,2,0.2907
2013,NUTS,2010,UKI7,2,0.2788
2014,NUTS,2010,UKI7,2,0.2926
2015,NUTS,2010,UKI7,2,0.3867
2016,NUTS,2010,UKI7,2,0.3504
2017,NUTS,2010,UKI7,2,0.5352
2018,NUTS,2010,UKI7,2,0.4096
2011,NUTS,2010,UKJ,1,0.5244
2012,NUTS,2010,UKJ,1,0.5697
2013,NUTS,2010,UKJ,1,0.6052
2014,NUTS,2010,UKJ,1,0.6151
2015,NUTS,2010,UKJ,1,0.6266
2016,NUTS,2010,UKJ,1,0.6459
2017,NUTS,2010,UKJ,1,0.6188
2018,NUTS,2010,UKJ,1,0.6812
2011,NUTS,2010,UKJ1,2,0.7176
2012,NUTS,2010,UKJ1,2,0.8414
2013,NUTS,2010,UKJ1,2,1.0057
2014,NUTS,2010,UKJ1,2,1.0225
2015,NUTS,2010,UKJ1,2,0.9818
2016,NUTS,2010,UKJ1,2,1.0907
2017,NUTS,2010,UKJ1,2,1.0124
2018,NUTS,2010,UKJ1,2,1.1263
2011,NUTS,2010,UKJ2,2,0.3347
2012,NUTS,2010,UKJ2,2,0.3837
2013,NUTS,2010,UKJ2,2,0.3798
2014,NUTS,2010,UKJ2,2,0.4072
2015,NUTS,2010,UKJ2,2,0.473
2016,NUTS,2010,UKJ2,2,0.4901
2017,NUTS,2010,UKJ2,2,0.5007
2018,NUTS,2010,UKJ2,2,0.5376
2011,NUTS,2010,UKJ3,2,0.6729
2012,NUTS,2010,UKJ3,2,0.72
2013,NUTS,2010,UKJ3,2,0.7335
2014,NUTS,2010,UKJ3,2,0.7058
2015,NUTS,2010,UKJ3,2,0.7291
2016,NUTS,2010,UKJ3,2,0.6846
2017,NUTS,2010,UKJ3,2,0.6232
2018,NUTS,2010,UKJ3,2,0.7099
2011,NUTS,2010,UKJ4,2,0.3904
2012,NUTS,2010,UKJ4,2,0.3095
2013,NUTS,2010,UKJ4,2,0.2575
2014,NUTS,2010,UKJ4,2,0.2626
2015,NUTS,2010,UKJ4,2,0.2573
2016,NUTS,2010,UKJ4,2,0.2261
2017,NUTS,2010,UKJ4,2,0.2468
2018,NUTS,2010,UKJ4,2,0.2486
2011,NUTS,2010,UKK,1,0.4067
2012,NUTS,2010,UKK,1,0.4306
2013,NUTS,2010,UKK,1,0.4408
2014,NUTS,2010,UKK,1,0.4722
2015,NUTS,2010,UKK,1,0.4644
2016,NUTS,2010,UKK,1,0.4843
2017,NUTS,2010,UKK,1,0.5
2018,NUTS,2010,UKK,1,0.5722
2011,NUTS,2010,UKK1,2,0.7205
2012,NUTS,2010,UKK1,2,0.761
2013,NUTS,2010,UKK1,2,0.7733
2014,NUTS,2010,UKK1,2,0.7767
2015,NUTS,2010,UKK1,2,0.739
2016,NUTS,2010,UKK1,2,0.7776
2017,NUTS,2010,UKK1,2,0.7793
2018,NUTS,2010,UKK1,2,0.9188
2011,NUTS,2010,UKK2,2,0.2061
2012,NUTS,2010,UKK2,2,0.225
2013,NUTS,2010,UKK2,2,0.2253
2014,NUTS,2010,UKK2,2,0.2564
2015,NUTS,2010,UKK2,2,0.2802
2016,NUTS,2010,UKK2,2,0.2774
2017,NUTS,2010,UKK2,2,0.2908
2018,NUTS,2010,UKK2,2,0.3081
2011,NUTS,2010,UKK3,2,0.0821
2012,NUTS,2010,UKK3,2,0.0814
2013,NUTS,2010,UKK3,2,0.0769
2014,NUTS,2010,UKK3,2,0.0878
2015,NUTS,2010,UKK3,2,0.1074
2016,NUTS,2010,UKK3,2,0.1057
2017,NUTS,2010,UKK3,2,0.1607
2018,NUTS,2010,UKK3,2,0.1261
2011,NUTS,2010,UKK4,2,0.0962
2012,NUTS,2010,UKK4,2,0.0938
2013,NUTS,2010,UKK4,2,0.1087
2014,NUTS,2010,UKK4,2,0.2243
2015,NUTS,2010,UKK4,2,0.231
2016,NUTS,2010,UKK4,2,0.2369
2017,NUTS,2010,UKK4,2,0.2555
2018,NUTS,2010,UKK4,2,0.273
2011,NUTS,2010,UKL,1,0.2663
2012,NUTS,2010,UKL,1,0.1648
2013,NUTS,2010,UKL,1,0.2368
2014,NUTS,2010,UKL,1,0.2806
2015,NUTS,2010,UKL,1,0.245
2016,NUTS,2010,UKL,1,0.2681
2017,NUTS,2010,UKL,1,0.325
2018,NUTS,2010,UKL,1,0.325
2011,NUTS,2010,UKL1,2,0.1344
2012,NUTS,2010,UKL1,2,0.0682
2013,NUTS,2010,UKL1,2,0.0843
2014,NUTS,2010,UKL1,2,0.2497
2015,NUTS,2010,UKL1,2,0.1954
2016,NUTS,2010,UKL1,2,0.2055
2017,NUTS,2010,UKL1,2,0.2778
2018,NUTS,2010,UKL1,2,0.2745
2011,NUTS,2010,UKL2,2,0.48
2012,NUTS,2010,UKL2,2,0.3228
2013,NUTS,2010,UKL2,2,0.4804
2014,NUTS,2010,UKL2,2,0.3302
2015,NUTS,2010,UKL2,2,0.3283
2016,NUTS,2010,UKL2,2,0.375
2017,NUTS,2010,UKL2,2,0.3991
2018,NUTS,2010,UKL2,2,0.4056
2011,NUTS,2010,UKM,1,0.2004
2012,NUTS,2010,UKM,1,0.2153
2013,NUTS,2010,UKM,1,0.2473
2014,NUTS,2010,UKM,1,0.2498
2015,NUTS,2010,UKM,1,0.2494
2016,NUTS,2010,UKM,1,0.3183
2017,NUTS,2010,UKM,1,0.3281
2018,NUTS,2010,UKM,1,0.3428
2011,NUTS,2010,UKM2,2,0.0768
2012,NUTS,2010,UKM2,2,0.0908
2013,NUTS,2010,UKM2,2,0.09
2014,NUTS,2010,UKM2,2,0.1049
2015,NUTS,2010,UKM2,2,0.3635
2016,NUTS,2010,UKM2,2,0.4222
2017,NUTS,2010,UKM2,2,0.4741
2011,NUTS,2010,UKM3,2,0.256
2012,NUTS,2010,UKM3,2,0.2651
2013,NUTS,2010,UKM3,2,0.3147
2014,NUTS,2010,UKM3,2,0.3232
2015,NUTS,2010,UKM3,2,0.1763
2016,NUTS,2010,UKM3,2,0.1967
2017,NUTS,2010,UKM3,2,0.2196
2011,NUTS,2010,UKM5,2,0.6194
2012,NUTS,2010,UKM5,2,0.6682
2013,NUTS,2010,UKM5,2,0.7998
2014,NUTS,2010,UKM5,2,0.7047
2015,NUTS,2010,UKM5,2,0.297
2016,NUTS,2010,UKM5,2,0.6943
2017,NUTS,2010,UKM5,2,0.4317
2018,NUTS,2010,UKM5,2,0.4357
2011,NUTS,2010,UKM6,2,0.0727
2012,NUTS,2010,UKM6,2,0.0537
2013,NUTS,2010,UKM6,2,0.105
2014,NUTS,2010,UKM6,2,0.1046
2015,NUTS,2010,UKM6,2,0.1106
2016,NUTS,2010,UKM6,2,0.1062
2017,NUTS,2010,UKM6,2,0.1304
2018,NUTS,2010,UKM6,2,0.1159
2014,NUTS,2010,UKM7,2,0.1113
2015,NUTS,2010,UKM7,2,0.3841
2016,NUTS,2010,UKM7,2,0.4421
2017,NUTS,2010,UKM7,2,0.4985
2018,NUTS,2010,UKM7,2,0.5425
2014,NUTS,2010,UKM8,2,0.336
2015,NUTS,2010,UKM8,2,0.1767
2016,NUTS,2010,UKM8,2,0.1974
2017,NUTS,2010,UKM8,2,0.2328
2018,NUTS,2010,UKM8,2,0.2153
2014,NUTS,2010,UKM9,2,0.2132
2015,NUTS,2010,UKM9,2,0.1244
2016,NUTS,2010,UKM9,2,0.1409
2017,NUTS,2010,UKM9,2,0.1636
2018,NUTS,2010,UKM9,2,0.1688
2011,NUTS,2010,UKN,1,0.3134
2012,NUTS,2010,UKN,1,0.3727
2013,NUTS,2010,UKN,1,0.3864
2014,NUTS,2010,UKN,1,0.414
2015,NUTS,2010,UKN,1,0.4259
2016,NUTS,2010,UKN,1,0.4809
2017,NUTS,2010,UKN,1,0.47
2018,NUTS,2010,UKN,1,0.4677
2011,NUTS,2010,UKN0,2,0.3134
2012,NUTS,2010,UKN0,2,0.3727
2013,NUTS,2010,UKN0,2,0.3864
2014,NUTS,2010,UKN0,2,0.414
2015,NUTS,2010,UKN0,2,0.4259
2016,NUTS,2010,UKN0,2,0.4809
2017,NUTS,2010,UKN0,2,0.47
2018,NUTS,2010,UKN0,2,0.4677
