year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_rse_pc_act_fte_t
2011,NUTS,2010,UKF2,2,0.1861
2012,NUTS,2010,UKF2,2,0.1764
2013,NUTS,2010,UKF2,2,0.1961
2014,NUTS,2010,UKF2,2,0.2099
2015,NUTS,2010,UKF2,2,0.1958
2016,NUTS,2010,UKF2,2,0.2129
2017,NUTS,2010,UKF2,2,0.2127
2018,NUTS,2010,UKF2,2,0.2273
2011,NUTS,2010,UKF3,2,0.0919
2012,NUTS,2010,UKF3,2,0.1071
2013,NUTS,2010,UKF3,2,0.1056
2014,NUTS,2010,UKF3,2,0.0997
2015,NUTS,2010,UKF3,2,0.1021
2016,NUTS,2010,UKF3,2,0.1245
2017,NUTS,2010,UKF3,2,0.1051
2018,NUTS,2010,UKF3,2,0.1149
2011,NUTS,2010,UKG,1,0.2549
2012,NUTS,2010,UKG,1,0.283
2013,NUTS,2010,UKG,1,0.3039
2014,NUTS,2010,UKG,1,0.3396
2015,NUTS,2010,UKG,1,0.3316
2016,NUTS,2010,UKG,1,0.3199
2017,NUTS,2010,UKG,1,0.3647
2018,NUTS,2010,UKG,1,0.4237
2011,NUTS,2010,UKG1,2,0.5304
2012,NUTS,2010,UKG1,2,0.6096
2013,NUTS,2010,UKG1,2,0.6213
2014,NUTS,2010,UKG1,2,0.6857
2015,NUTS,2010,UKG1,2,0.6468
2016,NUTS,2010,UKG1,2,0.6119
2017,NUTS,2010,UKG1,2,0.8366
2018,NUTS,2010,UKG1,2,1.0212
2011,NUTS,2010,UKG2,2,0.1286
2012,NUTS,2010,UKG2,2,0.1376
2013,NUTS,2010,UKG2,2,0.1533
2014,NUTS,2010,UKG2,2,0.1649
2015,NUTS,2010,UKG2,2,0.1732
2016,NUTS,2010,UKG2,2,0.1727
2017,NUTS,2010,UKG2,2,0.176
2018,NUTS,2010,UKG2,2,0.2034
2011,NUTS,2010,UKG3,2,0.193
2012,NUTS,2010,UKG3,2,0.2004
2013,NUTS,2010,UKG3,2,0.2321
2014,NUTS,2010,UKG3,2,0.2652
2015,NUTS,2010,UKG3,2,0.2652
2016,NUTS,2010,UKG3,2,0.262
2017,NUTS,2010,UKG3,2,0.2471
2018,NUTS,2010,UKG3,2,0.2545
2011,NUTS,2010,UKH,1,0.6058
2012,NUTS,2010,UKH,1,0.5635
2013,NUTS,2010,UKH,1,0.5961
2014,NUTS,2010,UKH,1,0.6135
2015,NUTS,2010,UKH,1,0.6222
2016,NUTS,2010,UKH,1,0.6669
2017,NUTS,2010,UKH,1,0.6437
2018,NUTS,2010,UKH,1,0.683
2011,NUTS,2010,UKH1,2,0.8472
2012,NUTS,2010,UKH1,2,0.7784
2013,NUTS,2010,UKH1,2,0.7886
2014,NUTS,2010,UKH1,2,0.8211
2015,NUTS,2010,UKH1,2,0.829
2016,NUTS,2010,UKH1,2,0.8943
2017,NUTS,2010,UKH1,2,0.9535
2018,NUTS,2010,UKH1,2,1.0409
2011,NUTS,2010,UKH2,2,0.5227
2012,NUTS,2010,UKH2,2,0.5256
2013,NUTS,2010,UKH2,2,0.6178
2014,NUTS,2010,UKH2,2,0.5913
2015,NUTS,2010,UKH2,2,0.6257
2016,NUTS,2010,UKH2,2,0.6325
2017,NUTS,2010,UKH2,2,0.56
2018,NUTS,2010,UKH2,2,0.5776
2011,NUTS,2010,UKH3,2,0.356
2012,NUTS,2010,UKH3,2,0.3038
2013,NUTS,2010,UKH3,2,0.3087
2014,NUTS,2010,UKH3,2,0.3331
2015,NUTS,2010,UKH3,2,0.3301
2016,NUTS,2010,UKH3,2,0.3817
2017,NUTS,2010,UKH3,2,0.3114
2018,NUTS,2010,UKH3,2,0.3066
2011,NUTS,2010,UKI,1,0.1405
2012,NUTS,2010,UKI,1,0.1493
2013,NUTS,2010,UKI,1,0.163
2014,NUTS,2010,UKI,1,0.1855
2015,NUTS,2010,UKI,1,0.2008
2016,NUTS,2010,UKI,1,0.1931
2017,NUTS,2010,UKI,1,0.263
2018,NUTS,2010,UKI,1,0.2599
2011,NUTS,2010,UKI3,2,0.4175
2012,NUTS,2010,UKI3,2,0.4064
2013,NUTS,2010,UKI3,2,0.4968
2014,NUTS,2010,UKI3,2,0.5608
2015,NUTS,2010,UKI3,2,0.5946
2016,NUTS,2010,UKI3,2,0.6051
2017,NUTS,2010,UKI3,2,0.8509
2018,NUTS,2010,UKI3,2,0.8864
2011,NUTS,2010,UKI4,2,0.0896
2012,NUTS,2010,UKI4,2,0.0895
2013,NUTS,2010,UKI4,2,0.1205
2014,NUTS,2010,UKI4,2,0.143
2015,NUTS,2010,UKI4,2,0.1174
2016,NUTS,2010,UKI4,2,0.11
2017,NUTS,2010,UKI4,2,0.15
2018,NUTS,2010,UKI4,2,0.1801
2011,NUTS,2010,UKI5,2,0.0373
2012,NUTS,2010,UKI5,2,0.0399
2013,NUTS,2010,UKI5,2,0.0444
2014,NUTS,2010,UKI5,2,0.0455
2015,NUTS,2010,UKI5,2,0.049
2016,NUTS,2010,UKI5,2,0.0485
2017,NUTS,2010,UKI5,2,0.0411
2018,NUTS,2010,UKI5,2,0.0532
2011,NUTS,2010,UKI6,2,0.1192
2012,NUTS,2010,UKI6,2,0.0939
2013,NUTS,2010,UKI6,2,0.0563
2014,NUTS,2010,UKI6,2,0.0775
2015,NUTS,2010,UKI6,2,0.0643
2016,NUTS,2010,UKI6,2,0.0704
2017,NUTS,2010,UKI6,2,0.0959
2018,NUTS,2010,UKI6,2,0.0793
2011,NUTS,2010,UKI7,2,0.1467
2012,NUTS,2010,UKI7,2,0.1946
2013,NUTS,2010,UKI7,2,0.1943
2014,NUTS,2010,UKI7,2,0.2002
2015,NUTS,2010,UKI7,2,0.2915
2016,NUTS,2010,UKI7,2,0.2524
2017,NUTS,2010,UKI7,2,0.3781
2018,NUTS,2010,UKI7,2,0.2946
2011,NUTS,2010,UKJ,1,0.4717
2012,NUTS,2010,UKJ,1,0.4618
2013,NUTS,2010,UKJ,1,0.4753
2014,NUTS,2010,UKJ,1,0.4634
2015,NUTS,2010,UKJ,1,0.4954
2016,NUTS,2010,UKJ,1,0.4781
2017,NUTS,2010,UKJ,1,0.4582
2018,NUTS,2010,UKJ,1,0.4885
2011,NUTS,2010,UKJ1,2,0.6454
2012,NUTS,2010,UKJ1,2,0.682
2013,NUTS,2010,UKJ1,2,0.7898
2014,NUTS,2010,UKJ1,2,0.7703
2015,NUTS,2010,UKJ1,2,0.7763
2016,NUTS,2010,UKJ1,2,0.8074
2017,NUTS,2010,UKJ1,2,0.7496
2018,NUTS,2010,UKJ1,2,0.8076
2011,NUTS,2010,UKJ2,2,0.301
2012,NUTS,2010,UKJ2,2,0.311
2013,NUTS,2010,UKJ2,2,0.2983
2014,NUTS,2010,UKJ2,2,0.3068
2015,NUTS,2010,UKJ2,2,0.374
2016,NUTS,2010,UKJ2,2,0.3628
2017,NUTS,2010,UKJ2,2,0.3707
2018,NUTS,2010,UKJ2,2,0.3855
2011,NUTS,2010,UKJ3,2,0.6053
2012,NUTS,2010,UKJ3,2,0.5836
2013,NUTS,2010,UKJ3,2,0.576
2014,NUTS,2010,UKJ3,2,0.5317
2015,NUTS,2010,UKJ3,2,0.5765
2016,NUTS,2010,UKJ3,2,0.5067
2017,NUTS,2010,UKJ3,2,0.4615
2018,NUTS,2010,UKJ3,2,0.5091
2011,NUTS,2010,UKJ4,2,0.3512
2012,NUTS,2010,UKJ4,2,0.2509
2013,NUTS,2010,UKJ4,2,0.2022
2014,NUTS,2010,UKJ4,2,0.1978
2015,NUTS,2010,UKJ4,2,0.2034
2016,NUTS,2010,UKJ4,2,0.1673
2017,NUTS,2010,UKJ4,2,0.1827
2018,NUTS,2010,UKJ4,2,0.1783
2011,NUTS,2010,UKK,1,0.3439
2012,NUTS,2010,UKK,1,0.3506
2013,NUTS,2010,UKK,1,0.351
2014,NUTS,2010,UKK,1,0.3783
2015,NUTS,2010,UKK,1,0.3645
2016,NUTS,2010,UKK,1,0.4176
2017,NUTS,2010,UKK,1,0.3652
2018,NUTS,2010,UKK,1,0.4295
2011,NUTS,2010,UKK1,2,0.6093
2012,NUTS,2010,UKK1,2,0.6196
2013,NUTS,2010,UKK1,2,0.6157
2014,NUTS,2010,UKK1,2,0.6223
2015,NUTS,2010,UKK1,2,0.5801
2016,NUTS,2010,UKK1,2,0.6705
2017,NUTS,2010,UKK1,2,0.5692
2018,NUTS,2010,UKK1,2,0.6897
2011,NUTS,2010,UKK2,2,0.1743
2012,NUTS,2010,UKK2,2,0.1832
2013,NUTS,2010,UKK2,2,0.1794
2014,NUTS,2010,UKK2,2,0.2054
2015,NUTS,2010,UKK2,2,0.22
2016,NUTS,2010,UKK2,2,0.2392
2017,NUTS,2010,UKK2,2,0.2124
2018,NUTS,2010,UKK2,2,0.2313
2011,NUTS,2010,UKK3,2,0.0695
2012,NUTS,2010,UKK3,2,0.0662
2013,NUTS,2010,UKK3,2,0.0613
2014,NUTS,2010,UKK3,2,0.0703
2015,NUTS,2010,UKK3,2,0.0843
2016,NUTS,2010,UKK3,2,0.0912
2017,NUTS,2010,UKK3,2,0.1174
2018,NUTS,2010,UKK3,2,0.0946
2011,NUTS,2010,UKK4,2,0.0814
2012,NUTS,2010,UKK4,2,0.0764
2013,NUTS,2010,UKK4,2,0.0865
2014,NUTS,2010,UKK4,2,0.1797
2015,NUTS,2010,UKK4,2,0.1814
2016,NUTS,2010,UKK4,2,0.2043
2017,NUTS,2010,UKK4,2,0.1866
2018,NUTS,2010,UKK4,2,0.205
2011,NUTS,2010,UKL,1,0.135
2012,NUTS,2010,UKL,1,0.1188
2013,NUTS,2010,UKL,1,0.1747
2014,NUTS,2010,UKL,1,0.1982
2015,NUTS,2010,UKL,1,0.1714
2016,NUTS,2010,UKL,1,0.1841
2017,NUTS,2010,UKL,1,0.2101
2018,NUTS,2010,UKL,1,0.2079
2011,NUTS,2010,UKL1,2,0.0682
2012,NUTS,2010,UKL1,2,0.0492
2013,NUTS,2010,UKL1,2,0.0622
2014,NUTS,2010,UKL1,2,0.1764
2015,NUTS,2010,UKL1,2,0.1366
2016,NUTS,2010,UKL1,2,0.141
2017,NUTS,2010,UKL1,2,0.1796
2018,NUTS,2010,UKL1,2,0.1756
2011,NUTS,2010,UKL2,2,0.2434
2012,NUTS,2010,UKL2,2,0.2327
2013,NUTS,2010,UKL2,2,0.3543
2014,NUTS,2010,UKL2,2,0.2332
2015,NUTS,2010,UKL2,2,0.2296
2016,NUTS,2010,UKL2,2,0.2575
2017,NUTS,2010,UKL2,2,0.258
2018,NUTS,2010,UKL2,2,0.2594
2011,NUTS,2010,UKM,1,0.1564
2012,NUTS,2010,UKM,1,0.1638
2013,NUTS,2010,UKM,1,0.1931
2014,NUTS,2010,UKM,1,0.176
2015,NUTS,2010,UKM,1,0.1811
2016,NUTS,2010,UKM,1,0.2375
2017,NUTS,2010,UKM,1,0.2109
2018,NUTS,2010,UKM,1,0.2363
2011,NUTS,2010,UKM2,2,0.2062
2012,NUTS,2010,UKM2,2,0.2111
2013,NUTS,2010,UKM2,2,0.2534
2014,NUTS,2010,UKM2,2,0.2367
2015,NUTS,2010,UKM2,2,0.264
2016,NUTS,2010,UKM2,2,0.315
2017,NUTS,2010,UKM2,2,0.3047
2011,NUTS,2010,UKM3,2,0.1171
2012,NUTS,2010,UKM3,2,0.1269
2013,NUTS,2010,UKM3,2,0.1509
2014,NUTS,2010,UKM3,2,0.1265
2015,NUTS,2010,UKM3,2,0.128
2016,NUTS,2010,UKM3,2,0.1468
2017,NUTS,2010,UKM3,2,0.1412
2011,NUTS,2010,UKM5,2,0.2394
2012,NUTS,2010,UKM5,2,0.2642
2013,NUTS,2010,UKM5,2,0.2824
2014,NUTS,2010,UKM5,2,0.2788
2015,NUTS,2010,UKM5,2,0.2156
2016,NUTS,2010,UKM5,2,0.5181
2017,NUTS,2010,UKM5,2,0.2774
2018,NUTS,2010,UKM5,2,0.3003
2011,NUTS,2010,UKM6,2,0.0567
2012,NUTS,2010,UKM6,2,0.0408
2013,NUTS,2010,UKM6,2,0.082
2014,NUTS,2010,UKM6,2,0.0738
2015,NUTS,2010,UKM6,2,0.0804
2016,NUTS,2010,UKM6,2,0.0791
2017,NUTS,2010,UKM6,2,0.0839
2018,NUTS,2010,UKM6,2,0.0799
2014,NUTS,2010,UKM7,2,0.2515
2015,NUTS,2010,UKM7,2,0.279
2016,NUTS,2010,UKM7,2,0.3298
2017,NUTS,2010,UKM7,2,0.3204
2018,NUTS,2010,UKM7,2,0.3741
2014,NUTS,2010,UKM8,2,0.1315
2015,NUTS,2010,UKM8,2,0.1283
2016,NUTS,2010,UKM8,2,0.1473
2017,NUTS,2010,UKM8,2,0.1497
2018,NUTS,2010,UKM8,2,0.1484
2014,NUTS,2010,UKM9,2,0.0834
2015,NUTS,2010,UKM9,2,0.0903
2016,NUTS,2010,UKM9,2,0.1051
2017,NUTS,2010,UKM9,2,0.1052
2018,NUTS,2010,UKM9,2,0.1163
2011,NUTS,2010,UKN,1,0.2626
2012,NUTS,2010,UKN,1,0.2942
2013,NUTS,2010,UKN,1,0.3202
2014,NUTS,2010,UKN,1,0.3118
2015,NUTS,2010,UKN,1,0.3233
2016,NUTS,2010,UKN,1,0.3813
2017,NUTS,2010,UKN,1,0.3994
2018,NUTS,2010,UKN,1,0.3754
2011,NUTS,2010,UKN0,2,0.2626
2012,NUTS,2010,UKN0,2,0.2942
2013,NUTS,2010,UKN0,2,0.3202
2014,NUTS,2010,UKN0,2,0.3118
2015,NUTS,2010,UKN0,2,0.3233
2016,NUTS,2010,UKN0,2,0.3813
2017,NUTS,2010,UKN0,2,0.3994
2018,NUTS,2010,UKN0,2,0.3754
