year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_total_t_pc_emp_fte
2016,NUTS,2010,PL42,2,0.0633
2017,NUTS,2010,PL42,2,0.1009
2018,NUTS,2010,PL42,2,0.1264
2011,NUTS,2010,PL43,2,0.0309
2013,NUTS,2010,PL43,2,0.0455
2014,NUTS,2010,PL43,2,0.0433
2015,NUTS,2010,PL43,2,0.0657
2016,NUTS,2010,PL43,2,0.0695
2017,NUTS,2010,PL43,2,0.1256
2018,NUTS,2010,PL43,2,0.1483
2011,NUTS,2010,PL5,1,0.1163
2012,NUTS,2010,PL5,1,0.1592
2013,NUTS,2010,PL5,1,0.1819
2014,NUTS,2010,PL5,1,0.2296
2015,NUTS,2010,PL5,1,0.2428
2016,NUTS,2010,PL5,1,0.2988
2017,NUTS,2010,PL5,1,0.4062
2018,NUTS,2010,PL5,1,0.4989
2019,NUTS,2010,PL5,1,0.5415
2011,NUTS,2010,PL51,2,0.1453
2012,NUTS,2010,PL51,2,0.1864
2013,NUTS,2010,PL51,2,0.2233
2014,NUTS,2010,PL51,2,0.2837
2015,NUTS,2010,PL51,2,0.2977
2016,NUTS,2010,PL51,2,0.3514
2017,NUTS,2010,PL51,2,0.4788
2018,NUTS,2010,PL51,2,0.597
2019,NUTS,2010,PL51,2,0.6462
2011,NUTS,2010,PL52,2,0.0279
2012,NUTS,2010,PL52,2,0.0772
2013,NUTS,2010,PL52,2,0.0557
2014,NUTS,2010,PL52,2,0.0683
2015,NUTS,2010,PL52,2,0.0837
2016,NUTS,2010,PL52,2,0.1344
2017,NUTS,2010,PL52,2,0.1836
2018,NUTS,2010,PL52,2,0.1967
2019,NUTS,2010,PL52,2,0.2045
2011,NUTS,2010,PL6,1,0.1211
2012,NUTS,2010,PL6,1,0.1502
2013,NUTS,2010,PL6,1,0.1474
2014,NUTS,2010,PL6,1,0.1828
2015,NUTS,2010,PL6,1,0.206
2016,NUTS,2010,PL6,1,0.2345
2017,NUTS,2010,PL6,1,0.2817
2018,NUTS,2010,PL6,1,0.3932
2019,NUTS,2010,PL6,1,0.3837
2011,NUTS,2010,PL61,2,0.0748
2012,NUTS,2010,PL61,2,0.1133
2013,NUTS,2010,PL61,2,0.095
2014,NUTS,2010,PL61,2,0.1109
2015,NUTS,2010,PL61,2,0.1304
2016,NUTS,2010,PL61,2,0.1633
2017,NUTS,2010,PL61,2,0.2238
2018,NUTS,2010,PL61,2,0.2782
2019,NUTS,2010,PL61,2,0.2374
2011,NUTS,2010,PL62,2,0.0294
2012,NUTS,2010,PL62,2,0.0405
2013,NUTS,2010,PL62,2,0.0318
2014,NUTS,2010,PL62,2,0.0451
2015,NUTS,2010,PL62,2,0.085
2016,NUTS,2010,PL62,2,0.0829
2017,NUTS,2010,PL62,2,0.1126
2018,NUTS,2010,PL62,2,0.1808
2019,NUTS,2010,PL62,2,0.17
2011,NUTS,2010,PL63,2,0.2253
2012,NUTS,2010,PL63,2,0.2487
2013,NUTS,2010,PL63,2,0.2603
2014,NUTS,2010,PL63,2,0.3255
2015,NUTS,2010,PL63,2,0.3377
2016,NUTS,2010,PL63,2,0.3801
2017,NUTS,2010,PL63,2,0.4247
2018,NUTS,2010,PL63,2,0.6095
2019,NUTS,2010,PL63,2,0.6233
2016,NUTS,2010,PL7,1,0.1645
2017,NUTS,2010,PL7,1,0.1793
2018,NUTS,2010,PL7,1,0.2278
2019,NUTS,2010,PL7,1,0.2469
2016,NUTS,2010,PL71,2,0.2121
2017,NUTS,2010,PL71,2,0.2231
2018,NUTS,2010,PL71,2,0.283
2019,NUTS,2010,PL71,2,0.3102
2016,NUTS,2010,PL72,2,0.0621
2017,NUTS,2010,PL72,2,0.0845
2018,NUTS,2010,PL72,2,0.1058
2019,NUTS,2010,PL72,2,0.1129
2016,NUTS,2010,PL8,1,0.2615
2017,NUTS,2010,PL8,1,0.2674
2018,NUTS,2010,PL8,1,0.2793
2019,NUTS,2010,PL8,1,0.2837
2016,NUTS,2010,PL81,2,0.1162
2017,NUTS,2010,PL81,2,0.1422
2018,NUTS,2010,PL81,2,0.1519
2019,NUTS,2010,PL81,2,0.1547
2016,NUTS,2010,PL82,2,0.5003
2018,NUTS,2010,PL82,2,0.4827
2019,NUTS,2010,PL82,2,0.4766
2016,NUTS,2010,PL84,2,0.1104
2018,NUTS,2010,PL84,2,0.1586
2019,NUTS,2010,PL84,2,0.1818
2016,NUTS,2010,PL9,1,0.8135
2017,NUTS,2010,PL9,1,1.1778
2018,NUTS,2010,PL9,1,1.3955
2019,NUTS,2010,PL9,1,1.3047
2016,NUTS,2010,PL91,2,1.3904
2017,NUTS,2010,PL91,2,2.0478
2016,NUTS,2010,PL92,2,0.0873
2017,NUTS,2010,PL92,2,0.0985
2011,NUTS,2010,PT,0,0.3715
2012,NUTS,2010,PT,0,0.381
2013,NUTS,2010,PT,0,0.4021
2014,NUTS,2010,PT,0,0.4172
2015,NUTS,2010,PT,0,0.4319
2016,NUTS,2010,PT,0,0.4501
2017,NUTS,2010,PT,0,0.4939
2018,NUTS,2010,PT,0,0.5175
2019,NUTS,2010,PT,0,0.5809
2020,NUTS,2010,PT,0,0.6823
2011,NUTS,2010,PT1,1,0.3529
2012,NUTS,2010,PT1,1,0.3592
2013,NUTS,2010,PT1,1,0.3816
2014,NUTS,2010,PT1,1,0.4021
2015,NUTS,2010,PT1,1,0.4191
2016,NUTS,2010,PT1,1,0.4384
2017,NUTS,2010,PT1,1,0.4832
2018,NUTS,2010,PT1,1,0.5054
2019,NUTS,2010,PT1,1,0.568
2020,NUTS,2010,PT1,1,0.6685
2011,NUTS,2010,PT11,2,0.3058
2012,NUTS,2010,PT11,2,0.3231
2013,NUTS,2010,PT11,2,0.3684
2014,NUTS,2010,PT11,2,0.4068
2015,NUTS,2010,PT11,2,0.4552
2016,NUTS,2010,PT11,2,0.4208
2017,NUTS,2010,PT11,2,0.4968
2018,NUTS,2010,PT11,2,0.5179
2019,NUTS,2010,PT11,2,0.5872
2020,NUTS,2010,PT11,2,0.7161
2011,NUTS,2010,PT15,2,0.0465
2012,NUTS,2010,PT15,2,0.0433
2013,NUTS,2010,PT15,2,0.046
2014,NUTS,2010,PT15,2,0.0618
2015,NUTS,2010,PT15,2,0.071
2016,NUTS,2010,PT15,2,0.0633
2017,NUTS,2010,PT15,2,0.0514
2018,NUTS,2010,PT15,2,0.0554
2019,NUTS,2010,PT15,2,0.0896
2020,NUTS,2010,PT15,2,0.1467
2011,NUTS,2010,PT16,2,0.306
2012,NUTS,2010,PT16,2,0.3136
2013,NUTS,2010,PT16,2,0.3252
2014,NUTS,2010,PT16,2,0.3615
2015,NUTS,2010,PT16,2,0.3641
2016,NUTS,2010,PT16,2,0.4126
2017,NUTS,2010,PT16,2,0.4745
2018,NUTS,2010,PT16,2,0.4941
2019,NUTS,2010,PT16,2,0.5694
2020,NUTS,2010,PT16,2,0.6172
2011,NUTS,2010,PT17,2,0.5767
2012,NUTS,2010,PT17,2,0.569
2013,NUTS,2010,PT17,2,0.5758
2014,NUTS,2010,PT17,2,0.5562
2015,NUTS,2010,PT17,2,0.5442
2016,NUTS,2010,PT17,2,0.6033
2017,NUTS,2010,PT17,2,0.6092
2018,NUTS,2010,PT17,2,0.6234
2019,NUTS,2010,PT17,2,0.6774
2020,NUTS,2010,PT17,2,0.799
2011,NUTS,2010,PT18,2,0.0987
2012,NUTS,2010,PT18,2,0.1093
2013,NUTS,2010,PT18,2,0.1236
2014,NUTS,2010,PT18,2,0.1408
2015,NUTS,2010,PT18,2,0.1479
2016,NUTS,2010,PT18,2,0.1998
2017,NUTS,2010,PT18,2,0.2247
2018,NUTS,2010,PT18,2,0.2898
2019,NUTS,2010,PT18,2,0.321
2020,NUTS,2010,PT18,2,0.3832
2011,NUTS,2010,PT2,1,0.0263
2012,NUTS,2010,PT2,1,0.0415
2013,NUTS,2010,PT2,1,0.0227
2014,NUTS,2010,PT2,1,0.0249
2015,NUTS,2010,PT2,1,0.0314
2016,NUTS,2010,PT2,1,0.0401
2017,NUTS,2010,PT2,1,0.0517
2018,NUTS,2010,PT2,1,0.0601
2019,NUTS,2010,PT2,1,0.0588
2020,NUTS,2010,PT2,1,0.0516
2011,NUTS,2010,PT20,2,0.0263
2012,NUTS,2010,PT20,2,0.0415
2013,NUTS,2010,PT20,2,0.0227
2014,NUTS,2010,PT20,2,0.0249
2015,NUTS,2010,PT20,2,0.0314
2016,NUTS,2010,PT20,2,0.0401
2017,NUTS,2010,PT20,2,0.0517
2018,NUTS,2010,PT20,2,0.0601
2019,NUTS,2010,PT20,2,0.0588
2020,NUTS,2010,PT20,2,0.0516
2011,NUTS,2010,PT3,1,0.0573
2012,NUTS,2010,PT3,1,0.053
2013,NUTS,2010,PT3,1,0.0801
2014,NUTS,2010,PT3,1,0.0793
2015,NUTS,2010,PT3,1,0.0944
2016,NUTS,2010,PT3,1,0.0926
2017,NUTS,2010,PT3,1,0.0798
2018,NUTS,2010,PT3,1,0.1529
2019,NUTS,2010,PT3,1,0.1518
2020,NUTS,2010,PT3,1,0.1775
2011,NUTS,2010,PT30,2,0.0573
2012,NUTS,2010,PT30,2,0.053
2013,NUTS,2010,PT30,2,0.0801
2014,NUTS,2010,PT30,2,0.0793
2015,NUTS,2010,PT30,2,0.0944
2016,NUTS,2010,PT30,2,0.0926
2017,NUTS,2010,PT30,2,0.0798
2018,NUTS,2010,PT30,2,0.1529
2019,NUTS,2010,PT30,2,0.1518
2020,NUTS,2010,PT30,2,0.1775
2011,NUTS,2010,RO,0,0.1405
2012,NUTS,2010,RO,0,0.1517
2013,NUTS,2010,RO,0,0.1469
2014,NUTS,2010,RO,0,0.1438
2015,NUTS,2010,RO,0,0.1378
2016,NUTS,2010,RO,0,0.1457
2017,NUTS,2010,RO,0,0.1517
2018,NUTS,2010,RO,0,0.1582
2019,NUTS,2010,RO,0,0.1512
2020,NUTS,2010,RO,0,0.1565
2011,NUTS,2010,RO1,1,0.0797
2012,NUTS,2010,RO1,1,0.0747
2013,NUTS,2010,RO1,1,0.0495
2014,NUTS,2010,RO1,1,0.1097
2015,NUTS,2010,RO1,1,0.1019
2016,NUTS,2010,RO1,1,0.1074
2017,NUTS,2010,RO1,1,0.1072
2018,NUTS,2010,RO1,1,0.1139
2019,NUTS,2010,RO1,1,0.1186
2011,NUTS,2010,RO11,2,0.0804
2012,NUTS,2010,RO11,2,0.0688
2013,NUTS,2010,RO11,2,0.0368
2014,NUTS,2010,RO11,2,0.0458
2015,NUTS,2010,RO11,2,0.04
2016,NUTS,2010,RO11,2,0.0306
2017,NUTS,2010,RO11,2,0.0401
2018,NUTS,2010,RO11,2,0.0318
2019,NUTS,2010,RO11,2,0.0254
2011,NUTS,2010,RO12,2,0.0786
2012,NUTS,2010,RO12,2,0.0824
2013,NUTS,2010,RO12,2,0.0662
2014,NUTS,2010,RO12,2,0.1942
2015,NUTS,2010,RO12,2,0.1805
2016,NUTS,2010,RO12,2,0.2029
2017,NUTS,2010,RO12,2,0.1911
2018,NUTS,2010,RO12,2,0.221
2019,NUTS,2010,RO12,2,0.2372
2011,NUTS,2010,RO2,1,0.0145
2012,NUTS,2010,RO2,1,0.0322
2013,NUTS,2010,RO2,1,0.0333
2014,NUTS,2010,RO2,1,0.0267
2015,NUTS,2010,RO2,1,0.0231
2016,NUTS,2010,RO2,1,0.0226
2017,NUTS,2010,RO2,1,0.0184
2018,NUTS,2010,RO2,1,0.0182
2019,NUTS,2010,RO2,1,0.03
2011,NUTS,2010,RO21,2,0.0207
2012,NUTS,2010,RO21,2,0.0378
2013,NUTS,2010,RO21,2,0.0478
2014,NUTS,2010,RO21,2,0.0349
2015,NUTS,2010,RO21,2,0.0275
2016,NUTS,2010,RO21,2,0.025
2017,NUTS,2010,RO21,2,0.0256
2018,NUTS,2010,RO21,2,0.0268
2019,NUTS,2010,RO21,2,0.0451
2011,NUTS,2010,RO22,2,0.005
2012,NUTS,2010,RO22,2,0.0237
2013,NUTS,2010,RO22,2,0.0106
2014,NUTS,2010,RO22,2,0.0134
2015,NUTS,2010,RO22,2,0.0157
2016,NUTS,2010,RO22,2,0.0186
2017,NUTS,2010,RO22,2,0.0066
2018,NUTS,2010,RO22,2,0.0039
2019,NUTS,2010,RO22,2,0.0048
2011,NUTS,2010,RO3,1,0.3335
2012,NUTS,2010,RO3,1,0.3459
2013,NUTS,2010,RO3,1,0.3468
2014,NUTS,2010,RO3,1,0.2998
2015,NUTS,2010,RO3,1,0.2733
2016,NUTS,2010,RO3,1,0.2932
2017,NUTS,2010,RO3,1,0.3156
2018,NUTS,2010,RO3,1,0.3282
2019,NUTS,2010,RO3,1,0.2923
2011,NUTS,2010,RO31,2,0.0599
2012,NUTS,2010,RO31,2,0.1347
2013,NUTS,2010,RO31,2,0.2316
2014,NUTS,2010,RO31,2,0.1857
2015,NUTS,2010,RO31,2,0.1271
2016,NUTS,2010,RO31,2,0.1182
2017,NUTS,2010,RO31,2,0.0927
2018,NUTS,2010,RO31,2,0.11
2019,NUTS,2010,RO31,2,0.1023
2011,NUTS,2010,RO32,2,0.6521
2012,NUTS,2010,RO32,2,0.6015
2013,NUTS,2010,RO32,2,0.4921
2014,NUTS,2010,RO32,2,0.4418
2015,NUTS,2010,RO32,2,0.4445
2016,NUTS,2010,RO32,2,0.4913
2017,NUTS,2010,RO32,2,0.5697
2018,NUTS,2010,RO32,2,0.5745
2019,NUTS,2010,RO32,2,0.5036
2011,NUTS,2010,RO4,1,0.0177
2012,NUTS,2010,RO4,1,0.0265
2013,NUTS,2010,RO4,1,0.0316
2014,NUTS,2010,RO4,1,0.0221
2015,NUTS,2010,RO4,1,0.0653
2016,NUTS,2010,RO4,1,0.0733
2017,NUTS,2010,RO4,1,0.0715
2018,NUTS,2010,RO4,1,0.077
2019,NUTS,2010,RO4,1,0.0787
2011,NUTS,2010,RO41,2,0.0167
2012,NUTS,2010,RO41,2,0.028
2013,NUTS,2010,RO41,2,0.0118
2014,NUTS,2010,RO41,2,0.0136
2015,NUTS,2010,RO41,2,0.0189
2016,NUTS,2010,RO41,2,0.0147
2017,NUTS,2010,RO41,2,0.023
2018,NUTS,2010,RO41,2,0.0198
2019,NUTS,2010,RO41,2,0.0159
2011,NUTS,2010,RO42,2,0.0189
2012,NUTS,2010,RO42,2,0.0247
2013,NUTS,2010,RO42,2,0.0549
2014,NUTS,2010,RO42,2,0.0325
2015,NUTS,2010,RO42,2,0.1168
2016,NUTS,2010,RO42,2,0.1379
2017,NUTS,2010,RO42,2,0.1285
2018,NUTS,2010,RO42,2,0.1445
2019,NUTS,2010,RO42,2,0.1511
2011,NUTS,2010,RS,0,0.0203
2012,NUTS,2010,RS,0,0.0325
2013,NUTS,2010,RS,0,0.0348
2014,NUTS,2010,RS,0,0.1283
2015,NUTS,2010,RS,0,0.1285
2016,NUTS,2010,RS,0,0.1433
2017,NUTS,2010,RS,0,0.1207
2018,NUTS,2010,RS,0,0.1119
2019,NUTS,2010,RS,0,0.1105
2020,NUTS,2010,RS,0,0.1122
2018,NUTS,2010,RS1,1,0.1872
2019,NUTS,2010,RS1,1,0.1775
2020,NUTS,2010,RS1,1,0.1783
2018,NUTS,2010,RS11,2,0.2604
2019,NUTS,2010,RS11,2,0.2422
2020,NUTS,2010,RS11,2,0.2609
2018,NUTS,2010,RS12,2,0.1173
2019,NUTS,2010,RS12,2,0.1151
2020,NUTS,2010,RS12,2,0.0987
2018,NUTS,2010,RS2,1,0.0122
2019,NUTS,2010,RS2,1,0.0188
2020,NUTS,2010,RS2,1,0.0213
2018,NUTS,2010,RS21,2,0.0067
2019,NUTS,2010,RS21,2,0.0103
2020,NUTS,2010,RS21,2,0.0139
2018,NUTS,2010,RS22,2,0.0201
2019,NUTS,2010,RS22,2,0.0308
2020,NUTS,2010,RS22,2,0.0321
2011,NUTS,2010,RU,0,0.6205
2012,NUTS,2010,RU,0,0.5784
2011,NUTS,2010,SE,0,1.2314
2012,NUTS,2010,SE,0,1.252
2013,NUTS,2010,SE,0,1.2522
2014,NUTS,2010,SE,0,1.26
2015,NUTS,2010,SE,0,1.2517
2016,NUTS,2010,SE,0,1.372
2017,NUTS,2010,SE,0,1.333
2018,NUTS,2010,SE,0,1.3909
2019,NUTS,2010,SE,0,1.3233
2020,NUTS,2010,SE,0,1.4215
2011,NUTS,2010,SE1,1,1.4421
2013,NUTS,2010,SE1,1,1.444
2015,NUTS,2010,SE1,1,1.4266
2017,NUTS,2010,SE1,1,1.4106
2019,NUTS,2010,SE1,1,1.4258
2011,NUTS,2010,SE11,2,1.6894
2013,NUTS,2010,SE11,2,1.579
2015,NUTS,2010,SE11,2,1.6039
2017,NUTS,2010,SE11,2,1.681
2019,NUTS,2010,SE11,2,1.6163
2011,NUTS,2010,SE12,2,1.0774
2013,NUTS,2010,SE12,2,1.2403
2015,NUTS,2010,SE12,2,1.1589
2017,NUTS,2010,SE12,2,0.9968
2019,NUTS,2010,SE12,2,1.1331
2011,NUTS,2010,SE2,1,1.2596
2013,NUTS,2010,SE2,1,1.2484
2015,NUTS,2010,SE2,1,1.2579
2017,NUTS,2010,SE2,1,1.466
2011,NUTS,2010,SE21,2,0.5908
2013,NUTS,2010,SE21,2,0.6994
2015,NUTS,2010,SE21,2,0.6937
2011,NUTS,2010,SE22,2,1.3114
2013,NUTS,2010,SE22,2,1.3374
2015,NUTS,2010,SE22,2,1.1893
2017,NUTS,2010,SE22,2,1.0697
2019,NUTS,2010,SE22,2,1.3615
2011,NUTS,2010,SE23,2,1.5042
2013,NUTS,2010,SE23,2,1.4134
2015,NUTS,2010,SE23,2,1.5418
2017,NUTS,2010,SE23,2,2.0528
2019,NUTS,2010,SE23,2,1.8536
2011,NUTS,2010,SE3,1,0.4107
2013,NUTS,2010,SE3,1,0.4998
2015,NUTS,2010,SE3,1,0.4542
2017,NUTS,2010,SE3,1,0.4065
2011,NUTS,2010,SE31,2,0.4636
2013,NUTS,2010,SE31,2,0.6013
2015,NUTS,2010,SE31,2,0.5171
2017,NUTS,2010,SE31,2,0.4679
2019,NUTS,2010,SE31,2,0.3951
2011,NUTS,2010,SE32,2,0.4067
2013,NUTS,2010,SE32,2,0.3745
2015,NUTS,2010,SE32,2,0.3541
2011,NUTS,2010,SE33,2,0.3285
2013,NUTS,2010,SE33,2,0.4265
2015,NUTS,2010,SE33,2,0.4265
2017,NUTS,2010,SE33,2,0.3795
2019,NUTS,2010,SE33,2,0.4248
2011,NUTS,2010,SI,0,1.0609
2012,NUTS,2010,SI,0,1.0513
2013,NUTS,2010,SI,0,1.1136
2014,NUTS,2010,SI,0,1.0944
2015,NUTS,2010,SI,0,1.0315
2016,NUTS,2010,SI,0,1.068
2017,NUTS,2010,SI,0,1.0635
2018,NUTS,2010,SI,0,1.0976
2019,NUTS,2010,SI,0,1.1773
2020,NUTS,2010,SI,0,1.0775
2011,NUTS,2010,SI0,1,1.0279
2012,NUTS,2010,SI0,1,1.0231
2013,NUTS,2010,SI0,1,1.083
2014,NUTS,2010,SI0,1,1.0577
2015,NUTS,2010,SI0,1,1.0052
2016,NUTS,2010,SI0,1,1.0458
2017,NUTS,2010,SI0,1,1.0378
2018,NUTS,2010,SI0,1,1.0678
2019,NUTS,2010,SI0,1,1.1527
2013,NUTS,2010,SI03,2,0.7725
2014,NUTS,2010,SI03,2,0.7735
2015,NUTS,2010,SI03,2,0.7233
2016,NUTS,2010,SI03,2,0.7282
2017,NUTS,2010,SI03,2,0.7135
2018,NUTS,2010,SI03,2,0.7812
2019,NUTS,2010,SI03,2,0.8806
2013,NUTS,2010,SI04,2,1.423
2014,NUTS,2010,SI04,2,1.3723
2015,NUTS,2010,SI04,2,1.3123
2016,NUTS,2010,SI04,2,1.3909
2017,NUTS,2010,SI04,2,1.3978
2018,NUTS,2010,SI04,2,1.3804
2019,NUTS,2010,SI04,2,1.4463
2011,NUTS,2010,SK,0,0.1373
2012,NUTS,2010,SK,0,0.1591
2013,NUTS,2010,SK,0,0.1518
2014,NUTS,2010,SK,0,0.1711
2015,NUTS,2010,SK,0,0.1781
2016,NUTS,2010,SK,0,0.1826
2017,NUTS,2010,SK,0,0.2197
2018,NUTS,2010,SK,0,0.2503
2019,NUTS,2010,SK,0,0.2717
2020,NUTS,2010,SK,0,0.3132
2011,NUTS,2010,SK01,2,0.3172
2012,NUTS,2010,SK01,2,0.4439
2013,NUTS,2010,SK01,2,0.4727
2014,NUTS,2010,SK01,2,0.3559
2015,NUTS,2010,SK01,2,0.3991
2016,NUTS,2010,SK01,2,0.5446
2017,NUTS,2010,SK01,2,0.5448
2018,NUTS,2010,SK01,2,0.6254
2019,NUTS,2010,SK01,2,0.6914
2020,NUTS,2010,SK01,2,0.8182
2011,NUTS,2010,SK02,2,0.1396
2012,NUTS,2010,SK02,2,0.1428
2013,NUTS,2010,SK02,2,0.1086
2014,NUTS,2010,SK02,2,0.1782
2015,NUTS,2010,SK02,2,0.1913
2016,NUTS,2010,SK02,2,0.1438
2017,NUTS,2010,SK02,2,0.2358
2018,NUTS,2010,SK02,2,0.2482
2019,NUTS,2010,SK02,2,0.2646
2020,NUTS,2010,SK02,2,0.2635
2011,NUTS,2010,SK03,2,0.1245
2012,NUTS,2010,SK03,2,0.1343
2013,NUTS,2010,SK03,2,0.1414
2014,NUTS,2010,SK03,2,0.1773
2015,NUTS,2010,SK03,2,0.1664
2016,NUTS,2010,SK03,2,0.139
2017,NUTS,2010,SK03,2,0.1593
2018,NUTS,2010,SK03,2,0.2011
2019,NUTS,2010,SK03,2,0.2194
2020,NUTS,2010,SK03,2,0.2171
2011,NUTS,2010,SK04,2,0.0652
2012,NUTS,2010,SK04,2,0.0701
2013,NUTS,2010,SK04,2,0.0694
2014,NUTS,2010,SK04,2,0.0794
2015,NUTS,2010,SK04,2,0.0777
2016,NUTS,2010,SK04,2,0.1065
2017,NUTS,2010,SK04,2,0.1062
2018,NUTS,2010,SK04,2,0.1271
2019,NUTS,2010,SK04,2,0.1323
2020,NUTS,2010,SK04,2,0.2273
2011,NUTS,2010,TR,0,0.1936
2012,NUTS,2010,TR,0,0.2161
2013,NUTS,2010,TR,0,0.2349
2014,NUTS,2010,TR,0,0.2453
2015,NUTS,2010,TR,0,0.2576
2016,NUTS,2010,TR,0,0.2742
2017,NUTS,2010,TR,0,0.321
2018,NUTS,2010,TR,0,0.3744
2019,NUTS,2010,TR,0,0.4221
2020,NUTS,2010,TR,0,0.5001
2011,NUTS,2010,UK,0,0.5576
2012,NUTS,2010,UK,0,0.5589
2013,NUTS,2010,UK,0,0.6154
2014,NUTS,2010,UK,0,0.6503
2015,NUTS,2010,UK,0,0.6867
2016,NUTS,2010,UK,0,0.6884
2017,NUTS,2010,UK,0,0.7511
2018,NUTS,2010,UK,0,0.8037
2019,NUTS,2010,UK,0,0.8617
2011,NUTS,2010,UKC,1,0.3122
2012,NUTS,2010,UKC,1,0.3052
2013,NUTS,2010,UKC,1,0.4221
2014,NUTS,2010,UKC,1,0.3481
2015,NUTS,2010,UKC,1,0.3798
2016,NUTS,2010,UKC,1,0.3492
2017,NUTS,2010,UKC,1,0.4429
2018,NUTS,2010,UKC,1,0.5006
2011,NUTS,2010,UKC1,2,0.277
2012,NUTS,2010,UKC1,2,0.2945
2013,NUTS,2010,UKC1,2,0.5145
2014,NUTS,2010,UKC1,2,0.3244
2015,NUTS,2010,UKC1,2,0.3201
2016,NUTS,2010,UKC1,2,0.2628
2017,NUTS,2010,UKC1,2,0.3425
2018,NUTS,2010,UKC1,2,0.4184
2011,NUTS,2010,UKC2,2,0.3404
2012,NUTS,2010,UKC2,2,0.3134
2013,NUTS,2010,UKC2,2,0.3513
2014,NUTS,2010,UKC2,2,0.3666
2015,NUTS,2010,UKC2,2,0.4266
2016,NUTS,2010,UKC2,2,0.4169
2017,NUTS,2010,UKC2,2,0.5236
2018,NUTS,2010,UKC2,2,0.5689
2011,NUTS,2010,UKD,1,0.4192
2012,NUTS,2010,UKD,1,0.405
2013,NUTS,2010,UKD,1,0.4091
2014,NUTS,2010,UKD,1,0.4699
2015,NUTS,2010,UKD,1,0.5198
2016,NUTS,2010,UKD,1,0.5197
2017,NUTS,2010,UKD,1,0.5471
2018,NUTS,2010,UKD,1,0.5729
2011,NUTS,2010,UKD1,2,0.5556
2012,NUTS,2010,UKD1,2,0.4638
2013,NUTS,2010,UKD1,2,0.3823
2014,NUTS,2010,UKD1,2,0.6063
2015,NUTS,2010,UKD1,2,0.7195
2016,NUTS,2010,UKD1,2,0.7295
2017,NUTS,2010,UKD1,2,0.7402
2018,NUTS,2010,UKD1,2,0.861
2011,NUTS,2010,UKD3,2,0.2668
2012,NUTS,2010,UKD3,2,0.2662
2013,NUTS,2010,UKD3,2,0.2623
2014,NUTS,2010,UKD3,2,0.3009
2015,NUTS,2010,UKD3,2,0.3605
2016,NUTS,2010,UKD3,2,0.3613
2017,NUTS,2010,UKD3,2,0.4065
2018,NUTS,2010,UKD3,2,0.453
2011,NUTS,2010,UKD4,2,0.3753
2012,NUTS,2010,UKD4,2,0.387
2013,NUTS,2010,UKD4,2,0.3976
2014,NUTS,2010,UKD4,2,0.399
2015,NUTS,2010,UKD4,2,0.4455
2016,NUTS,2010,UKD4,2,0.4831
2017,NUTS,2010,UKD4,2,0.4644
2018,NUTS,2010,UKD4,2,0.5126
2011,NUTS,2010,UKD6,2,1.0576
2012,NUTS,2010,UKD6,2,1.0281
2013,NUTS,2010,UKD6,2,1.0374
2014,NUTS,2010,UKD6,2,1.1087
2015,NUTS,2010,UKD6,2,1.1998
2016,NUTS,2010,UKD6,2,1.0353
2017,NUTS,2010,UKD6,2,1.0352
2018,NUTS,2010,UKD6,2,1.026
2011,NUTS,2010,UKD7,2,0.2714
2012,NUTS,2010,UKD7,2,0.2483
2013,NUTS,2010,UKD7,2,0.2888
2014,NUTS,2010,UKD7,2,0.3783
2015,NUTS,2010,UKD7,2,0.3872
2016,NUTS,2010,UKD7,2,0.4578
2017,NUTS,2010,UKD7,2,0.5251
2018,NUTS,2010,UKD7,2,0.474
2011,NUTS,2010,UKE,1,0.3318
2012,NUTS,2010,UKE,1,0.3231
2013,NUTS,2010,UKE,1,0.3768
2014,NUTS,2010,UKE,1,0.389
2015,NUTS,2010,UKE,1,0.4277
2016,NUTS,2010,UKE,1,0.4064
2017,NUTS,2010,UKE,1,0.5022
2018,NUTS,2010,UKE,1,0.521
2011,NUTS,2010,UKE1,2,0.0
2012,NUTS,2010,UKE1,2,0.0
2013,NUTS,2010,UKE1,2,0.3459
2014,NUTS,2010,UKE1,2,0.393
2015,NUTS,2010,UKE1,2,0.3954
2016,NUTS,2010,UKE1,2,0.3896
2017,NUTS,2010,UKE1,2,0.4588
2018,NUTS,2010,UKE1,2,0.4974
2011,NUTS,2010,UKE2,2,0.8839
2012,NUTS,2010,UKE2,2,0.7665
2013,NUTS,2010,UKE2,2,0.5467
2014,NUTS,2010,UKE2,2,0.5862
2015,NUTS,2010,UKE2,2,0.6636
2016,NUTS,2010,UKE2,2,0.6746
2017,NUTS,2010,UKE2,2,0.6894
2018,NUTS,2010,UKE2,2,0.8019
2011,NUTS,2010,UKE3,2,0.2359
2012,NUTS,2010,UKE3,2,0.2181
2013,NUTS,2010,UKE3,2,0.24
2014,NUTS,2010,UKE3,2,0.2485
2015,NUTS,2010,UKE3,2,0.2934
2016,NUTS,2010,UKE3,2,0.2595
2017,NUTS,2010,UKE3,2,0.3892
2018,NUTS,2010,UKE3,2,0.3404
2011,NUTS,2010,UKE4,2,0.321
2012,NUTS,2010,UKE4,2,0.3439
2013,NUTS,2010,UKE4,2,0.4091
2014,NUTS,2010,UKE4,2,0.401
2015,NUTS,2010,UKE4,2,0.4264
2016,NUTS,2010,UKE4,2,0.3949
