year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_bes_eur_hab
2012,NUTS,2010,DK02,2,237.7
2013,NUTS,2010,DK02,2,207.9
2014,NUTS,2010,DK02,2,159.0
2015,NUTS,2010,DK02,2,158.8
2016,NUTS,2010,DK02,2,174.2
2017,NUTS,2010,DK02,2,260.8
2019,NUTS,2010,DK02,2,246.4
2011,NUTS,2010,DK03,2,383.9
2012,NUTS,2010,DK03,2,418.9
2013,NUTS,2010,DK03,2,459.6
2014,NUTS,2010,DK03,2,475.2
2015,NUTS,2010,DK03,2,532.6
2016,NUTS,2010,DK03,2,510.0
2017,NUTS,2010,DK03,2,377.3
2019,NUTS,2010,DK03,2,461.0
2011,NUTS,2010,DK04,2,652.8
2012,NUTS,2010,DK04,2,638.3
2013,NUTS,2010,DK04,2,614.0
2014,NUTS,2010,DK04,2,609.8
2015,NUTS,2010,DK04,2,619.7
2016,NUTS,2010,DK04,2,665.1
2017,NUTS,2010,DK04,2,701.6
2019,NUTS,2010,DK04,2,681.6
2011,NUTS,2010,DK05,2,168.1
2012,NUTS,2010,DK05,2,184.6
2013,NUTS,2010,DK05,2,161.5
2014,NUTS,2010,DK05,2,177.5
2015,NUTS,2010,DK05,2,178.6
2016,NUTS,2010,DK05,2,285.4
2017,NUTS,2010,DK05,2,241.2
2019,NUTS,2010,DK05,2,188.7
2011,NUTS,2010,EA19,2,378.5
2012,NUTS,2010,EA19,2,392.8
2013,NUTS,2010,EA19,2,401.2
2014,NUTS,2010,EA19,2,415.6
2015,NUTS,2010,EA19,2,431.2
2016,NUTS,2010,EA19,2,445.6
2017,NUTS,2010,EA19,2,476.2
2018,NUTS,2010,EA19,2,500.1
2019,NUTS,2010,EA19,2,528.8
2020,NUTS,2010,EA19,2,516.4
2011,NUTS,2010,EE,0,182.6
2012,NUTS,2010,EE,0,165.3
2013,NUTS,2010,EE,0,117.9
2014,NUTS,2010,EE,0,94.9
2015,NUTS,2010,EE,0,106.1
2016,NUTS,2010,EE,0,105.8
2017,NUTS,2010,EE,0,109.2
2018,NUTS,2010,EE,0,117.4
2019,NUTS,2010,EE,0,182.3
2020,NUTS,2010,EE,0,198.9
2011,NUTS,2010,EE0,1,182.6
2012,NUTS,2010,EE0,1,165.3
2013,NUTS,2010,EE0,1,117.9
2014,NUTS,2010,EE0,1,94.9
2015,NUTS,2010,EE0,1,106.1
2016,NUTS,2010,EE0,1,105.8
2017,NUTS,2010,EE0,1,109.2
2018,NUTS,2010,EE0,1,117.4
2019,NUTS,2010,EE0,1,182.3
2020,NUTS,2010,EE0,1,198.9
2011,NUTS,2010,EE00,2,182.6
2012,NUTS,2010,EE00,2,165.3
2013,NUTS,2010,EE00,2,117.9
2014,NUTS,2010,EE00,2,94.9
2015,NUTS,2010,EE00,2,106.1
2016,NUTS,2010,EE00,2,105.8
2017,NUTS,2010,EE00,2,109.2
2018,NUTS,2010,EE00,2,117.4
2019,NUTS,2010,EE00,2,182.3
2020,NUTS,2010,EE00,2,198.9
2011,NUTS,2010,EL,0,43.7
2012,NUTS,2010,EL,0,41.4
2013,NUTS,2010,EL,0,44.4
2014,NUTS,2010,EL,0,46.2
2015,NUTS,2010,EL,0,51.7
2016,NUTS,2010,EL,0,68.7
2017,NUTS,2010,EL,0,92.3
2018,NUTS,2010,EL,0,97.7
2019,NUTS,2010,EL,0,100.5
2020,NUTS,2010,EL,0,107.1
2011,NUTS,2010,EL3,1,91.5
2013,NUTS,2010,EL3,1,99.4
2015,NUTS,2010,EL3,1,118.5
2017,NUTS,2010,EL3,1,200.3
2018,NUTS,2010,EL3,1,213.2
2019,NUTS,2010,EL3,1,221.5
2011,NUTS,2010,EL30,2,91.5
2013,NUTS,2010,EL30,2,99.4
2015,NUTS,2010,EL30,2,118.5
2017,NUTS,2010,EL30,2,200.3
2018,NUTS,2010,EL30,2,213.2
2019,NUTS,2010,EL30,2,221.5
2011,NUTS,2010,EL4,1,6.7
2013,NUTS,2010,EL4,1,5.3
2015,NUTS,2010,EL4,1,8.9
2017,NUTS,2010,EL4,1,11.8
2018,NUTS,2010,EL4,1,13.1
2019,NUTS,2010,EL4,1,12.0
2011,NUTS,2010,EL41,2,3.3
2013,NUTS,2010,EL41,2,2.0
2015,NUTS,2010,EL41,2,5.3
2017,NUTS,2010,EL41,2,4.3
2018,NUTS,2010,EL41,2,5.1
2019,NUTS,2010,EL41,2,6.2
2011,NUTS,2010,EL42,2,2.0
2013,NUTS,2010,EL42,2,0.7
2015,NUTS,2010,EL42,2,0.1
2017,NUTS,2010,EL42,2,0.2
2018,NUTS,2010,EL42,2,1.4
2019,NUTS,2010,EL42,2,1.7
2011,NUTS,2010,EL43,2,10.4
2013,NUTS,2010,EL43,2,8.9
2015,NUTS,2010,EL43,2,14.6
2017,NUTS,2010,EL43,2,20.4
2018,NUTS,2010,EL43,2,22.0
2019,NUTS,2010,EL43,2,19.6
2011,NUTS,2010,EL5,1,19.9
2013,NUTS,2010,EL5,1,14.2
2015,NUTS,2010,EL5,1,15.8
2017,NUTS,2010,EL5,1,50.1
2018,NUTS,2010,EL5,1,44.0
2019,NUTS,2010,EL5,1,36.5
2011,NUTS,2010,EL51,2,22.4
2013,NUTS,2010,EL51,2,16.5
2015,NUTS,2010,EL51,2,9.4
2017,NUTS,2010,EL51,2,24.0
2018,NUTS,2010,EL51,2,22.7
2019,NUTS,2010,EL51,2,19.6
2011,NUTS,2010,EL52,2,24.7
2013,NUTS,2010,EL52,2,15.8
2015,NUTS,2010,EL52,2,20.1
2017,NUTS,2010,EL52,2,63.9
2018,NUTS,2010,EL52,2,57.4
2019,NUTS,2010,EL52,2,47.9
2011,NUTS,2010,EL53,2,2.4
2013,NUTS,2010,EL53,2,3.5
2015,NUTS,2010,EL53,2,7.7
2017,NUTS,2010,EL53,2,7.6
2018,NUTS,2010,EL53,2,17.9
2019,NUTS,2010,EL53,2,13.1
2011,NUTS,2010,EL54,2,3.5
2013,NUTS,2010,EL54,2,10.0
2015,NUTS,2010,EL54,2,10.3
2017,NUTS,2010,EL54,2,53.8
2018,NUTS,2010,EL54,2,28.5
2019,NUTS,2010,EL54,2,21.6
2011,NUTS,2010,EL6,1,17.7
2013,NUTS,2010,EL6,1,17.6
2015,NUTS,2010,EL6,1,17.7
2017,NUTS,2010,EL6,1,25.5
2018,NUTS,2010,EL6,1,35.9
2019,NUTS,2010,EL6,1,45.2
2011,NUTS,2010,EL61,2,1.5
2013,NUTS,2010,EL61,2,5.7
2015,NUTS,2010,EL61,2,3.4
2017,NUTS,2010,EL61,2,12.6
2018,NUTS,2010,EL61,2,24.4
2019,NUTS,2010,EL61,2,32.7
2011,NUTS,2010,EL62,2,1.1
2013,NUTS,2010,EL62,2,0.4
2015,NUTS,2010,EL62,2,3.9
2017,NUTS,2010,EL62,2,3.8
2018,NUTS,2010,EL62,2,13.3
2019,NUTS,2010,EL62,2,15.6
2011,NUTS,2010,EL63,2,17.5
2013,NUTS,2010,EL63,2,18.2
2015,NUTS,2010,EL63,2,22.1
2017,NUTS,2010,EL63,2,28.4
2018,NUTS,2010,EL63,2,32.7
2019,NUTS,2010,EL63,2,38.7
2011,NUTS,2010,EL64,2,51.4
2013,NUTS,2010,EL64,2,44.1
2015,NUTS,2010,EL64,2,49.0
2017,NUTS,2010,EL64,2,55.3
2018,NUTS,2010,EL64,2,56.9
2019,NUTS,2010,EL64,2,80.5
2011,NUTS,2010,EL65,2,12.1
2013,NUTS,2010,EL65,2,12.8
2015,NUTS,2010,EL65,2,5.6
2017,NUTS,2010,EL65,2,17.2
2018,NUTS,2010,EL65,2,41.8
2019,NUTS,2010,EL65,2,44.5
2011,NUTS,2010,ES,0,158.5
2012,NUTS,2010,ES,0,151.5
2013,NUTS,2010,ES,0,147.8
2014,NUTS,2010,ES,0,145.9
2015,NUTS,2010,ES,0,149.0
2016,NUTS,2010,ES,0,153.4
2017,NUTS,2010,ES,0,166.1
2018,NUTS,2010,ES,0,181.0
2019,NUTS,2010,ES,0,186.2
2020,NUTS,2010,ES,0,185.2
2011,NUTS,2010,ES1,1,90.1
2012,NUTS,2010,ES1,1,83.7
2013,NUTS,2010,ES1,1,79.3
2014,NUTS,2010,ES1,1,80.1
2015,NUTS,2010,ES1,1,75.7
2016,NUTS,2010,ES1,1,80.3
2017,NUTS,2010,ES1,1,98.5
2018,NUTS,2010,ES1,1,105.7
2019,NUTS,2010,ES1,1,113.6
2011,NUTS,2010,ES11,2,91.9
2012,NUTS,2010,ES11,2,81.0
2013,NUTS,2010,ES11,2,77.8
2014,NUTS,2010,ES11,2,82.7
2015,NUTS,2010,ES11,2,81.5
2016,NUTS,2010,ES11,2,87.9
2017,NUTS,2010,ES11,2,106.3
2018,NUTS,2010,ES11,2,109.5
2019,NUTS,2010,ES11,2,122.2
2011,NUTS,2010,ES12,2,91.4
2012,NUTS,2010,ES12,2,94.6
2013,NUTS,2010,ES12,2,90.5
2014,NUTS,2010,ES12,2,84.0
2015,NUTS,2010,ES12,2,67.6
2016,NUTS,2010,ES12,2,71.1
2017,NUTS,2010,ES12,2,94.7
2018,NUTS,2010,ES12,2,110.0
2019,NUTS,2010,ES12,2,111.5
2011,NUTS,2010,ES13,2,79.3
2012,NUTS,2010,ES13,2,76.5
2013,NUTS,2010,ES13,2,65.6
2014,NUTS,2010,ES13,2,61.3
2015,NUTS,2010,ES13,2,61.5
2016,NUTS,2010,ES13,2,61.8
2017,NUTS,2010,ES13,2,68.8
2018,NUTS,2010,ES13,2,80.9
2019,NUTS,2010,ES13,2,77.4
2011,NUTS,2010,ES2,1,344.3
2012,NUTS,2010,ES2,1,339.4
2013,NUTS,2010,ES2,1,314.3
2014,NUTS,2010,ES2,1,315.0
2015,NUTS,2010,ES2,1,300.4
2016,NUTS,2010,ES2,1,311.8
2017,NUTS,2010,ES2,1,330.7
2018,NUTS,2010,ES2,1,351.3
2019,NUTS,2010,ES2,1,357.7
2011,NUTS,2010,ES21,2,488.2
2012,NUTS,2010,ES21,2,496.9
2013,NUTS,2010,ES21,2,457.4
2014,NUTS,2010,ES21,2,450.0
2015,NUTS,2010,ES21,2,432.8
2016,NUTS,2010,ES21,2,452.4
2017,NUTS,2010,ES21,2,467.9
2018,NUTS,2010,ES21,2,508.6
2019,NUTS,2010,ES21,2,516.6
2011,NUTS,2010,ES22,2,417.1
2012,NUTS,2010,ES22,2,370.8
2013,NUTS,2010,ES22,2,340.9
2014,NUTS,2010,ES22,2,339.6
2015,NUTS,2010,ES22,2,320.6
2016,NUTS,2010,ES22,2,331.0
2017,NUTS,2010,ES22,2,373.2
2018,NUTS,2010,ES22,2,361.9
2019,NUTS,2010,ES22,2,366.2
2011,NUTS,2010,ES23,2,135.8
2012,NUTS,2010,ES23,2,112.7
2013,NUTS,2010,ES23,2,95.0
2014,NUTS,2010,ES23,2,124.8
2015,NUTS,2010,ES23,2,108.4
2016,NUTS,2010,ES23,2,102.3
2017,NUTS,2010,ES23,2,124.8
2018,NUTS,2010,ES23,2,105.5
2019,NUTS,2010,ES23,2,102.1
2011,NUTS,2010,ES24,2,125.8
2012,NUTS,2010,ES24,2,122.4
2013,NUTS,2010,ES24,2,121.1
2014,NUTS,2010,ES24,2,128.4
2015,NUTS,2010,ES24,2,120.6
2016,NUTS,2010,ES24,2,121.3
2017,NUTS,2010,ES24,2,133.0
2018,NUTS,2010,ES24,2,143.9
2019,NUTS,2010,ES24,2,151.4
2011,NUTS,2010,ES3,1,323.1
2012,NUTS,2010,ES3,1,293.6
2013,NUTS,2010,ES3,1,303.4
2014,NUTS,2010,ES3,1,288.6
2015,NUTS,2010,ES3,1,313.1
2016,NUTS,2010,ES3,1,310.2
2017,NUTS,2010,ES3,1,328.4
2018,NUTS,2010,ES3,1,352.1
2019,NUTS,2010,ES3,1,361.2
2011,NUTS,2010,ES30,2,323.1
2012,NUTS,2010,ES30,2,293.6
2013,NUTS,2010,ES30,2,303.4
2014,NUTS,2010,ES30,2,288.6
2015,NUTS,2010,ES30,2,313.1
2016,NUTS,2010,ES30,2,310.2
2017,NUTS,2010,ES30,2,328.4
2018,NUTS,2010,ES30,2,352.1
2019,NUTS,2010,ES30,2,361.2
2011,NUTS,2010,ES4,1,84.9
2012,NUTS,2010,ES4,1,96.1
2013,NUTS,2010,ES4,1,77.5
2014,NUTS,2010,ES4,1,75.4
2015,NUTS,2010,ES4,1,72.8
2016,NUTS,2010,ES4,1,91.6
2017,NUTS,2010,ES4,1,107.3
2018,NUTS,2010,ES4,1,119.5
2019,NUTS,2010,ES4,1,128.0
2011,NUTS,2010,ES41,2,122.7
2012,NUTS,2010,ES41,2,150.3
2013,NUTS,2010,ES41,2,118.4
2014,NUTS,2010,ES41,2,113.5
2015,NUTS,2010,ES41,2,116.2
2016,NUTS,2010,ES41,2,147.9
2017,NUTS,2010,ES41,2,180.2
2018,NUTS,2010,ES41,2,206.7
2019,NUTS,2010,ES41,2,217.2
2011,NUTS,2010,ES42,2,70.3
2012,NUTS,2010,ES42,2,68.8
2013,NUTS,2010,ES42,2,56.2
2014,NUTS,2010,ES42,2,57.0
2015,NUTS,2010,ES42,2,49.4
2016,NUTS,2010,ES42,2,63.0
2017,NUTS,2010,ES42,2,64.7
2018,NUTS,2010,ES42,2,64.0
2019,NUTS,2010,ES42,2,73.7
2011,NUTS,2010,ES43,2,25.6
2012,NUTS,2010,ES43,2,23.3
2013,NUTS,2010,ES43,2,24.4
2014,NUTS,2010,ES43,2,23.6
2015,NUTS,2010,ES43,2,18.3
2016,NUTS,2010,ES43,2,18.4
2017,NUTS,2010,ES43,2,23.2
2018,NUTS,2010,ES43,2,28.0
2019,NUTS,2010,ES43,2,30.0
2011,NUTS,2010,ES5,1,159.7
2012,NUTS,2010,ES5,1,153.7
2013,NUTS,2010,ES5,1,154.1
2014,NUTS,2010,ES5,1,155.4
2015,NUTS,2010,ES5,1,163.4
2016,NUTS,2010,ES5,1,165.6
2017,NUTS,2010,ES5,1,179.0
2018,NUTS,2010,ES5,1,200.3
2019,NUTS,2010,ES5,1,203.9
2011,NUTS,2010,ES51,2,231.3
2012,NUTS,2010,ES51,2,222.6
2013,NUTS,2010,ES51,2,224.0
2014,NUTS,2010,ES51,2,225.5
2015,NUTS,2010,ES51,2,239.7
2016,NUTS,2010,ES51,2,240.1
2017,NUTS,2010,ES51,2,257.8
2018,NUTS,2010,ES51,2,286.6
2019,NUTS,2010,ES51,2,284.4
2011,NUTS,2010,ES52,2,84.4
2012,NUTS,2010,ES52,2,81.2
2013,NUTS,2010,ES52,2,81.3
2014,NUTS,2010,ES52,2,83.3
2015,NUTS,2010,ES52,2,83.8
2016,NUTS,2010,ES52,2,88.0
2017,NUTS,2010,ES52,2,96.0
2018,NUTS,2010,ES52,2,108.2
2019,NUTS,2010,ES52,2,120.6
2011,NUTS,2010,ES53,2,12.7
2012,NUTS,2010,ES53,2,13.3
2013,NUTS,2010,ES53,2,10.0
2014,NUTS,2010,ES53,2,10.6
2015,NUTS,2010,ES53,2,11.6
2016,NUTS,2010,ES53,2,16.7
2017,NUTS,2010,ES53,2,25.2
2018,NUTS,2010,ES53,2,37.7
2019,NUTS,2010,ES53,2,40.4
2011,NUTS,2010,ES6,1,68.3
2012,NUTS,2010,ES6,1,62.3
2013,NUTS,2010,ES6,1,62.5
2014,NUTS,2010,ES6,1,62.9
2015,NUTS,2010,ES6,1,60.7
2016,NUTS,2010,ES6,1,62.2
2017,NUTS,2010,ES6,1,65.5
2018,NUTS,2010,ES6,1,69.1
2019,NUTS,2010,ES6,1,70.7
2011,NUTS,2010,ES61,2,71.8
2012,NUTS,2010,ES61,2,63.8
2013,NUTS,2010,ES61,2,64.2
2014,NUTS,2010,ES61,2,63.2
2015,NUTS,2010,ES61,2,60.2
2016,NUTS,2010,ES61,2,59.7
2017,NUTS,2010,ES61,2,63.0
2018,NUTS,2010,ES61,2,65.3
2019,NUTS,2010,ES61,2,66.3
2011,NUTS,2010,ES62,2,55.7
2012,NUTS,2010,ES62,2,60.2
2013,NUTS,2010,ES62,2,59.7
2014,NUTS,2010,ES62,2,68.3
2015,NUTS,2010,ES62,2,70.4
2016,NUTS,2010,ES62,2,83.9
2017,NUTS,2010,ES62,2,86.9
2018,NUTS,2010,ES62,2,98.3
2019,NUTS,2010,ES62,2,103.5
2012,NUTS,2010,ES63,2,1.4
2015,NUTS,2010,ES63,2,0.0
2012,NUTS,2010,ES64,2,4.5
2015,NUTS,2010,ES64,2,0.0
2011,NUTS,2010,ES7,1,23.7
2012,NUTS,2010,ES7,1,20.9
2013,NUTS,2010,ES7,1,20.5
2014,NUTS,2010,ES7,1,16.8
2015,NUTS,2010,ES7,1,16.9
2016,NUTS,2010,ES7,1,15.5
2017,NUTS,2010,ES7,1,15.8
2018,NUTS,2010,ES7,1,19.8
2019,NUTS,2010,ES7,1,18.1
2011,NUTS,2010,ES70,2,23.7
2012,NUTS,2010,ES70,2,20.9
2013,NUTS,2010,ES70,2,20.5
2014,NUTS,2010,ES70,2,16.8
2015,NUTS,2010,ES70,2,16.9
2016,NUTS,2010,ES70,2,15.5
2017,NUTS,2010,ES70,2,15.8
2018,NUTS,2010,ES70,2,19.8
2019,NUTS,2010,ES70,2,18.1
2011,NUTS,2010,EU27_2020,7,327.6
2012,NUTS,2010,EU27_2020,7,341.2
2013,NUTS,2010,EU27_2020,7,349.5
2014,NUTS,2010,EU27_2020,7,360.4
2015,NUTS,2010,EU27_2020,7,377.0
2016,NUTS,2010,EU27_2020,7,391.4
2017,NUTS,2010,EU27_2020,7,419.0
2018,NUTS,2010,EU27_2020,7,440.6
2019,NUTS,2010,EU27_2020,7,465.7
2020,NUTS,2010,EU27_2020,7,457.9
2011,NUTS,2010,FI,0,939.0
2012,NUTS,2010,FI,0,869.2
2013,NUTS,2010,FI,0,848.1
2014,NUTS,2010,FI,0,808.9
2015,NUTS,2010,FI,0,739.7
2016,NUTS,2010,FI,0,711.0
2017,NUTS,2010,FI,0,732.0
2018,NUTS,2010,FI,0,766.7
2019,NUTS,2010,FI,0,798.8
2020,NUTS,2010,FI,0,840.5
2011,NUTS,2010,FI1,1,943.1
2012,NUTS,2010,FI1,1,873.0
2013,NUTS,2010,FI1,1,851.9
2015,NUTS,2010,FI1,1,743.1
2016,NUTS,2010,FI1,1,714.1
2017,NUTS,2010,FI1,1,735.2
2018,NUTS,2010,FI1,1,769.9
2019,NUTS,2010,FI1,1,802.4
2011,NUTS,2010,FI19,2,917.3
2012,NUTS,2010,FI19,2,812.7
2013,NUTS,2010,FI19,2,806.8
2015,NUTS,2010,FI19,2,695.5
2016,NUTS,2010,FI19,2,597.2
2017,NUTS,2010,FI19,2,600.0
2018,NUTS,2010,FI19,2,657.0
2019,NUTS,2010,FI19,2,697.6
2011,NUTS,2010,FI1B,2,1378.0
2012,NUTS,2010,FI1B,2,1269.0
2013,NUTS,2010,FI1B,2,1308.3
2015,NUTS,2010,FI1B,2,1233.3
2016,NUTS,2010,FI1B,2,1212.8
2017,NUTS,2010,FI1B,2,1255.1
2018,NUTS,2010,FI1B,2,1290.3
2019,NUTS,2010,FI1B,2,1344.9
2011,NUTS,2010,FI1C,2,621.3
2012,NUTS,2010,FI1C,2,619.8
2013,NUTS,2010,FI1C,2,549.7
2015,NUTS,2010,FI1C,2,416.9
2016,NUTS,2010,FI1C,2,395.1
2017,NUTS,2010,FI1C,2,374.1
2018,NUTS,2010,FI1C,2,381.4
2019,NUTS,2010,FI1C,2,404.5
2011,NUTS,2010,FI1D,2,743.6
2012,NUTS,2010,FI1D,2,690.1
2013,NUTS,2010,FI1D,2,619.4
2015,NUTS,2010,FI1D,2,480.4
2016,NUTS,2010,FI1D,2,501.0
2017,NUTS,2010,FI1D,2,545.2
2018,NUTS,2010,FI1D,2,571.4
2019,NUTS,2010,FI1D,2,566.4
2011,NUTS,2010,FI2,1,157.4
2012,NUTS,2010,FI2,1,155.2
2013,NUTS,2010,FI2,1,122.8
2015,NUTS,2010,FI2,1,100.3
2016,NUTS,2010,FI2,1,138.0
2017,NUTS,2010,FI2,1,123.2
2018,NUTS,2010,FI2,1,166.2
2019,NUTS,2010,FI2,1,137.6
2011,NUTS,2010,FI20,2,157.4
2012,NUTS,2010,FI20,2,155.2
2013,NUTS,2010,FI20,2,122.8
2015,NUTS,2010,FI20,2,100.3
2016,NUTS,2010,FI20,2,138.0
2017,NUTS,2010,FI20,2,123.2
2018,NUTS,2010,FI20,2,166.2
2019,NUTS,2010,FI20,2,137.6
2011,NUTS,2010,FR,0,444.0
2012,NUTS,2010,FR,0,460.2
2013,NUTS,2010,FR,0,466.3
2014,NUTS,2010,FR,0,470.5
2015,NUTS,2010,FR,0,476.5
2016,NUTS,2010,FR,0,485.1
2017,NUTS,2010,FR,0,494.2
2018,NUTS,2010,FR,0,507.6
2019,NUTS,2010,FR,0,524.3
2020,NUTS,2010,FR,0,533.1
2011,NUTS,2010,FR1,1,1037.0
2012,NUTS,2010,FR1,1,1061.0
2013,NUTS,2010,FR1,1,1067.5
2011,NUTS,2010,FR10,2,1037.0
2012,NUTS,2010,FR10,2,1061.0
2013,NUTS,2010,FR10,2,1067.5
2011,NUTS,2010,FR2,1,240.2
2012,NUTS,2010,FR2,1,251.2
2013,NUTS,2010,FR2,1,255.2
2011,NUTS,2010,FR21,2,144.1
2012,NUTS,2010,FR21,2,145.7
2013,NUTS,2010,FR21,2,143.8
2011,NUTS,2010,FR22,2,242.8
2012,NUTS,2010,FR22,2,277.8
2013,NUTS,2010,FR22,2,282.4
2011,NUTS,2010,FR23,2,288.3
2012,NUTS,2010,FR23,2,305.7
2013,NUTS,2010,FR23,2,332.5
2011,NUTS,2010,FR24,2,314.0
2012,NUTS,2010,FR24,2,307.3
2013,NUTS,2010,FR24,2,313.3
2011,NUTS,2010,FR25,2,208.2
2012,NUTS,2010,FR25,2,222.5
2013,NUTS,2010,FR25,2,213.2
2011,NUTS,2010,FR26,2,175.2
2012,NUTS,2010,FR26,2,182.9
2013,NUTS,2010,FR26,2,173.8
2011,NUTS,2010,FR3,1,104.3
2012,NUTS,2010,FR3,1,109.4
2013,NUTS,2010,FR3,1,114.0
2011,NUTS,2010,FR30,2,104.3
2012,NUTS,2010,FR30,2,109.4
2013,NUTS,2010,FR30,2,114.0
2011,NUTS,2010,FR4,1,287.0
2012,NUTS,2010,FR4,1,288.9
2013,NUTS,2010,FR4,1,273.9
2011,NUTS,2010,FR41,2,129.8
2012,NUTS,2010,FR41,2,131.3
2013,NUTS,2010,FR41,2,131.2
2011,NUTS,2010,FR42,2,276.1
2012,NUTS,2010,FR42,2,288.3
2013,NUTS,2010,FR42,2,278.3
2011,NUTS,2010,FR43,2,619.0
2012,NUTS,2010,FR43,2,604.8
2013,NUTS,2010,FR43,2,551.0
2011,NUTS,2010,FR5,1,232.3
2012,NUTS,2010,FR5,1,240.9
2013,NUTS,2010,FR5,1,247.9
2011,NUTS,2010,FR51,2,215.0
2012,NUTS,2010,FR51,2,223.5
2013,NUTS,2010,FR51,2,227.5
2011,NUTS,2010,FR52,2,314.4
2012,NUTS,2010,FR52,2,323.4
2013,NUTS,2010,FR52,2,333.8
2011,NUTS,2010,FR53,2,118.6
2012,NUTS,2010,FR53,2,126.5
2013,NUTS,2010,FR53,2,133.1
2011,NUTS,2010,FR6,1,521.8
2012,NUTS,2010,FR6,1,559.0
2013,NUTS,2010,FR6,1,562.9
2011,NUTS,2010,FR61,2,260.0
2012,NUTS,2010,FR61,2,281.9
2013,NUTS,2010,FR61,2,283.8
2011,NUTS,2010,FR62,2,914.7
2012,NUTS,2010,FR62,2,972.8
2013,NUTS,2010,FR62,2,979.7
2011,NUTS,2010,FR63,2,131.7
2012,NUTS,2010,FR63,2,152.0
2013,NUTS,2010,FR63,2,148.1
2011,NUTS,2010,FR7,1,563.5
2012,NUTS,2010,FR7,1,565.6
2013,NUTS,2010,FR7,1,559.3
2011,NUTS,2010,FR71,2,591.7
2012,NUTS,2010,FR71,2,587.3
2013,NUTS,2010,FR71,2,586.0
2011,NUTS,2010,FR72,2,432.1
2012,NUTS,2010,FR72,2,464.2
2013,NUTS,2010,FR72,2,433.5
2011,NUTS,2010,FR8,1,254.7
2012,NUTS,2010,FR8,1,297.8
2013,NUTS,2010,FR8,1,347.0
2011,NUTS,2010,FR81,2,156.0
2012,NUTS,2010,FR81,2,175.0
2013,NUTS,2010,FR81,2,181.0
2011,NUTS,2010,FR82,2,323.2
2012,NUTS,2010,FR82,2,383.2
2013,NUTS,2010,FR82,2,460.1
2011,NUTS,2010,FR83,2,21.2
2012,NUTS,2010,FR83,2,12.6
2013,NUTS,2010,FR83,2,10.3
2011,NUTS,2010,HR,0,35.1
2012,NUTS,2010,HR,0,35.4
2013,NUTS,2010,HR,0,41.7
2014,NUTS,2010,HR,0,38.6
2015,NUTS,2010,HR,0,45.4
2016,NUTS,2010,HR,0,44.3
2017,NUTS,2010,HR,0,49.3
2018,NUTS,2010,HR,0,58.7
2019,NUTS,2010,HR,0,72.2
2020,NUTS,2010,HR,0,73.9
2011,NUTS,2010,HR0,1,35.1
2012,NUTS,2010,HR0,1,35.4
2013,NUTS,2010,HR0,1,41.7
2014,NUTS,2010,HR0,1,38.6
2015,NUTS,2010,HR0,1,45.4
2016,NUTS,2010,HR0,1,44.3
2017,NUTS,2010,HR0,1,49.3
2018,NUTS,2010,HR0,1,58.7
2019,NUTS,2010,HR0,1,72.2
2020,NUTS,2010,HR0,1,73.9
2011,NUTS,2010,HR03,2,10.8
2012,NUTS,2010,HR03,2,12.7
2013,NUTS,2010,HR03,2,25.3
2014,NUTS,2010,HR03,2,18.9
2015,NUTS,2010,HR03,2,16.8
2016,NUTS,2010,HR03,2,11.6
2017,NUTS,2010,HR03,2,16.7
2018,NUTS,2010,HR03,2,18.4
2019,NUTS,2010,HR03,2,27.5
2020,NUTS,2010,HR03,2,17.3
2011,NUTS,2010,HR04,2,47.0
2012,NUTS,2010,HR04,2,46.6
2013,NUTS,2010,HR04,2,49.8
2014,NUTS,2010,HR04,2,48.4
2015,NUTS,2010,HR04,2,59.7
2016,NUTS,2010,HR04,2,60.6
2017,NUTS,2010,HR04,2,65.7
2018,NUTS,2010,HR04,2,79.1
2019,NUTS,2010,HR04,2,94.9
2011,NUTS,2010,HU,0,75.3
2012,NUTS,2010,HU,0,83.1
2013,NUTS,2010,HU,0,99.2
2014,NUTS,2010,HU,0,103.5
2015,NUTS,2010,HU,0,112.6
2016,NUTS,2010,HU,0,103.4
2017,NUTS,2010,HU,0,124.8
2018,NUTS,2010,HU,0,158.6
2019,NUTS,2010,HU,0,165.9
2020,NUTS,2010,HU,0,171.9
2011,NUTS,2010,HU1,1,176.3
2012,NUTS,2010,HU1,1,185.3
2013,NUTS,2010,HU1,1,207.3
2014,NUTS,2010,HU1,1,227.7
2015,NUTS,2010,HU1,1,242.7
2016,NUTS,2010,HU1,1,237.8
2017,NUTS,2010,HU1,1,283.0
2018,NUTS,2010,HU1,1,360.1
2019,NUTS,2010,HU1,1,377.0
2011,NUTS,2010,HU10,2,176.3
2012,NUTS,2010,HU10,2,185.3
2013,NUTS,2010,HU10,2,207.3
2014,NUTS,2010,HU10,2,227.7
2015,NUTS,2010,HU10,2,242.7
2016,NUTS,2010,HU10,2,237.8
2017,NUTS,2010,HU11,2,452.8
2018,NUTS,2010,HU11,2,560.1
2019,NUTS,2010,HU11,2,586.2
2017,NUTS,2010,HU12,2,44.5
2018,NUTS,2010,HU12,2,82.9
2019,NUTS,2010,HU12,2,90.4
2011,NUTS,2010,HU2,1,33.2
2012,NUTS,2010,HU2,1,44.2
2013,NUTS,2010,HU2,1,59.3
2014,NUTS,2010,HU2,1,51.6
2015,NUTS,2010,HU2,1,48.7
