year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_cte_p_mact
2004,NUTS,2010,UKG3,2,5.872
2005,NUTS,2010,UKG3,2,1.249
2006,NUTS,2010,UKG3,2,4.172
2007,NUTS,2010,UKG3,2,2.04
2008,NUTS,2010,UKG3,2,5.825
2009,NUTS,2010,UKG3,2,0.401
2010,NUTS,2010,UKG3,2,4.394
2011,NUTS,2010,UKG3,2,2.491
2012,NUTS,2010,UKG3,2,3.082
1999,NUTS,2010,UKH,1,61.416
2000,NUTS,2010,UKH,1,67.336
2001,NUTS,2010,UKH,1,69.776
2002,NUTS,2010,UKH,1,50.069
2003,NUTS,2010,UKH,1,44.115
2004,NUTS,2010,UKH,1,41.635
2005,NUTS,2010,UKH,1,40.283
2006,NUTS,2010,UKH,1,39.026
2007,NUTS,2010,UKH,1,37.208
2008,NUTS,2010,UKH,1,29.822
2009,NUTS,2010,UKH,1,22.247
2010,NUTS,2010,UKH,1,11.733
2011,NUTS,2010,UKH,1,16.135
2012,NUTS,2010,UKH,1,15.813
1999,NUTS,2010,UKH1,2,94.339
2000,NUTS,2010,UKH1,2,115.806
2001,NUTS,2010,UKH1,2,135.246
2002,NUTS,2010,UKH1,2,83.266
2003,NUTS,2010,UKH1,2,82.702
2004,NUTS,2010,UKH1,2,83.078
2005,NUTS,2010,UKH1,2,73.765
2006,NUTS,2010,UKH1,2,71.478
2007,NUTS,2010,UKH1,2,64.718
2008,NUTS,2010,UKH1,2,50.515
2009,NUTS,2010,UKH1,2,34.098
2010,NUTS,2010,UKH1,2,13.85
2011,NUTS,2010,UKH1,2,19.781
2012,NUTS,2010,UKH1,2,20.325
1999,NUTS,2010,UKH2,2,36.387
2000,NUTS,2010,UKH2,2,37.621
2001,NUTS,2010,UKH2,2,27.374
2002,NUTS,2010,UKH2,2,34.209
2003,NUTS,2010,UKH2,2,23.055
2004,NUTS,2010,UKH2,2,16.533
2005,NUTS,2010,UKH2,2,18.574
2006,NUTS,2010,UKH2,2,23.475
2007,NUTS,2010,UKH2,2,18.724
2008,NUTS,2010,UKH2,2,21.291
2009,NUTS,2010,UKH2,2,12.315
2010,NUTS,2010,UKH2,2,15.858
2011,NUTS,2010,UKH2,2,8.956
2012,NUTS,2010,UKH2,2,18.488
1999,NUTS,2010,UKH3,2,42.374
2000,NUTS,2010,UKH3,2,31.964
2001,NUTS,2010,UKH3,2,24.236
2002,NUTS,2010,UKH3,2,21.549
2003,NUTS,2010,UKH3,2,12.644
2004,NUTS,2010,UKH3,2,10.389
2005,NUTS,2010,UKH3,2,16.772
2006,NUTS,2010,UKH3,2,10.508
2007,NUTS,2010,UKH3,2,17.748
2008,NUTS,2010,UKH3,2,9.562
2009,NUTS,2010,UKH3,2,15.879
2010,NUTS,2010,UKH3,2,4.584
2011,NUTS,2010,UKH3,2,18.355
2012,NUTS,2010,UKH3,2,6.735
1999,NUTS,2010,UKI,1,24.756
2000,NUTS,2010,UKI,1,24.878
2001,NUTS,2010,UKI,1,24.544
2002,NUTS,2010,UKI,1,18.948
2003,NUTS,2010,UKI,1,17.308
2004,NUTS,2010,UKI,1,17.904
2005,NUTS,2010,UKI,1,18.044
2006,NUTS,2010,UKI,1,18.138
2007,NUTS,2010,UKI,1,16.83
2008,NUTS,2010,UKI,1,16.594
2009,NUTS,2010,UKI,1,18.437
2010,NUTS,2010,UKI,1,24.659
2011,NUTS,2010,UKI,1,18.531
2012,NUTS,2010,UKI,1,15.546
1999,NUTS,2010,UKI1,2,24.412
2000,NUTS,2010,UKI1,2,34.559
2001,NUTS,2010,UKI1,2,29.521
2002,NUTS,2010,UKI1,2,21.433
2003,NUTS,2010,UKI1,2,25.416
2004,NUTS,2010,UKI1,2,28.427
2005,NUTS,2010,UKI1,2,25.896
2006,NUTS,2010,UKI1,2,30.631
2007,NUTS,2010,UKI1,2,24.693
2008,NUTS,2010,UKI1,2,21.267
2009,NUTS,2010,UKI1,2,23.239
2010,NUTS,2010,UKI1,2,43.617
2011,NUTS,2010,UKI1,2,33.696
1999,NUTS,2010,UKI2,2,23.335
2000,NUTS,2010,UKI2,2,17.158
2001,NUTS,2010,UKI2,2,19.523
2002,NUTS,2010,UKI2,2,16.707
2003,NUTS,2010,UKI2,2,10.9
2004,NUTS,2010,UKI2,2,11.016
2005,NUTS,2010,UKI2,2,12.624
2006,NUTS,2010,UKI2,2,9.98
2007,NUTS,2010,UKI2,2,10.974
2008,NUTS,2010,UKI2,2,13.385
2009,NUTS,2010,UKI2,2,13.914
2010,NUTS,2010,UKI2,2,10.823
2011,NUTS,2010,UKI2,2,7.615
1999,NUTS,2010,UKJ,1,47.826
2000,NUTS,2010,UKJ,1,63.012
2001,NUTS,2010,UKJ,1,43.06
2002,NUTS,2010,UKJ,1,52.601
2003,NUTS,2010,UKJ,1,56.605
2004,NUTS,2010,UKJ,1,47.651
2005,NUTS,2010,UKJ,1,39.87
2006,NUTS,2010,UKJ,1,45.69
2007,NUTS,2010,UKJ,1,45.495
2008,NUTS,2010,UKJ,1,31.058
2009,NUTS,2010,UKJ,1,36.438
2010,NUTS,2010,UKJ,1,31.082
2011,NUTS,2010,UKJ,1,28.627
2012,NUTS,2010,UKJ,1,23.814
1999,NUTS,2010,UKJ1,2,50.313
2000,NUTS,2010,UKJ1,2,75.263
2001,NUTS,2010,UKJ1,2,56.937
2002,NUTS,2010,UKJ1,2,36.754
2003,NUTS,2010,UKJ1,2,61.111
2004,NUTS,2010,UKJ1,2,40.047
2005,NUTS,2010,UKJ1,2,48.463
2006,NUTS,2010,UKJ1,2,50.881
2007,NUTS,2010,UKJ1,2,45.208
2008,NUTS,2010,UKJ1,2,38.841
2009,NUTS,2010,UKJ1,2,31.298
2010,NUTS,2010,UKJ1,2,28.282
2011,NUTS,2010,UKJ1,2,39.33
2012,NUTS,2010,UKJ1,2,23.168
1999,NUTS,2010,UKJ2,2,37.369
2000,NUTS,2010,UKJ2,2,38.882
2001,NUTS,2010,UKJ2,2,37.758
2002,NUTS,2010,UKJ2,2,80.908
2003,NUTS,2010,UKJ2,2,78.995
2004,NUTS,2010,UKJ2,2,72.038
2005,NUTS,2010,UKJ2,2,46.645
2006,NUTS,2010,UKJ2,2,57.112
2007,NUTS,2010,UKJ2,2,45.263
2008,NUTS,2010,UKJ2,2,32.024
2009,NUTS,2010,UKJ2,2,59.368
2010,NUTS,2010,UKJ2,2,46.609
2011,NUTS,2010,UKJ2,2,38.576
2012,NUTS,2010,UKJ2,2,39.088
1999,NUTS,2010,UKJ3,2,94.717
2000,NUTS,2010,UKJ3,2,131.002
2001,NUTS,2010,UKJ3,2,66.807
2002,NUTS,2010,UKJ3,2,70.687
2003,NUTS,2010,UKJ3,2,62.923
2004,NUTS,2010,UKJ3,2,57.685
2005,NUTS,2010,UKJ3,2,51.574
2006,NUTS,2010,UKJ3,2,57.024
2007,NUTS,2010,UKJ3,2,81.225
2008,NUTS,2010,UKJ3,2,45.298
2009,NUTS,2010,UKJ3,2,38.101
2010,NUTS,2010,UKJ3,2,33.478
2011,NUTS,2010,UKJ3,2,20.563
2012,NUTS,2010,UKJ3,2,17.552
1999,NUTS,2010,UKJ4,2,6.223
2000,NUTS,2010,UKJ4,2,5.937
2001,NUTS,2010,UKJ4,2,4.487
2002,NUTS,2010,UKJ4,2,6.344
2003,NUTS,2010,UKJ4,2,2.328
2004,NUTS,2010,UKJ4,2,6.292
2005,NUTS,2010,UKJ4,2,3.421
2006,NUTS,2010,UKJ4,2,5.487
2007,NUTS,2010,UKJ4,2,5.66
2008,NUTS,2010,UKJ4,2,1.627
2009,NUTS,2010,UKJ4,2,5.047
2010,NUTS,2010,UKJ4,2,6.497
2011,NUTS,2010,UKJ4,2,6.108
2012,NUTS,2010,UKJ4,2,6.544
1999,NUTS,2010,UKK,1,47.306
2000,NUTS,2010,UKK,1,56.328
2001,NUTS,2010,UKK,1,53.757
2002,NUTS,2010,UKK,1,36.785
2003,NUTS,2010,UKK,1,33.966
2004,NUTS,2010,UKK,1,38.425
2005,NUTS,2010,UKK,1,37.356
2006,NUTS,2010,UKK,1,30.14
2007,NUTS,2010,UKK,1,25.149
2008,NUTS,2010,UKK,1,22.235
2009,NUTS,2010,UKK,1,15.519
2010,NUTS,2010,UKK,1,16.637
2011,NUTS,2010,UKK,1,20.301
2012,NUTS,2010,UKK,1,14.592
1999,NUTS,2010,UKK1,2,93.917
2000,NUTS,2010,UKK1,2,94.868
2001,NUTS,2010,UKK1,2,91.396
2002,NUTS,2010,UKK1,2,66.614
2003,NUTS,2010,UKK1,2,69.197
2004,NUTS,2010,UKK1,2,73.155
2005,NUTS,2010,UKK1,2,71.626
2006,NUTS,2010,UKK1,2,56.245
2007,NUTS,2010,UKK1,2,48.762
2008,NUTS,2010,UKK1,2,46.054
2009,NUTS,2010,UKK1,2,29.131
2010,NUTS,2010,UKK1,2,31.725
2011,NUTS,2010,UKK1,2,39.701
2012,NUTS,2010,UKK1,2,28.301
1999,NUTS,2010,UKK2,2,10.0
2000,NUTS,2010,UKK2,2,24.603
2001,NUTS,2010,UKK2,2,27.734
2002,NUTS,2010,UKK2,2,14.597
2003,NUTS,2010,UKK2,2,2.552
2004,NUTS,2010,UKK2,2,16.02
2005,NUTS,2010,UKK2,2,10.065
2006,NUTS,2010,UKK2,2,7.351
2007,NUTS,2010,UKK2,2,3.974
2008,NUTS,2010,UKK2,2,1.057
2009,NUTS,2010,UKK2,2,3.862
2010,NUTS,2010,UKK2,2,4.76
2011,NUTS,2010,UKK2,2,7.933
2012,NUTS,2010,UKK2,2,3.487
2000,NUTS,2010,UKK3,2,7.049
2001,NUTS,2010,UKK3,2,9.64
2002,NUTS,2010,UKK3,2,9.274
2003,NUTS,2010,UKK3,2,4.028
2004,NUTS,2010,UKK3,2,3.893
2005,NUTS,2010,UKK3,2,0.819
2006,NUTS,2010,UKK3,2,4.054
2008,NUTS,2010,UKK3,2,1.326
2009,NUTS,2010,UKK3,2,3.867
2011,NUTS,2010,UKK3,2,0.689
1999,NUTS,2010,UKK4,2,8.917
2000,NUTS,2010,UKK4,2,25.6
2001,NUTS,2010,UKK4,2,19.992
2002,NUTS,2010,UKK4,2,9.103
2003,NUTS,2010,UKK4,2,5.748
2004,NUTS,2010,UKK4,2,6.443
2005,NUTS,2010,UKK4,2,7.011
2006,NUTS,2010,UKK4,2,9.369
2007,NUTS,2010,UKK4,2,7.505
2008,NUTS,2010,UKK4,2,3.576
2009,NUTS,2010,UKK4,2,3.722
2010,NUTS,2010,UKK4,2,4.488
2011,NUTS,2010,UKK4,2,0.876
2012,NUTS,2010,UKK4,2,3.517
1999,NUTS,2010,UKL,1,1.604
2000,NUTS,2010,UKL,1,8.64
2001,NUTS,2010,UKL,1,0.778
2002,NUTS,2010,UKL,1,3.222
2003,NUTS,2010,UKL,1,6.797
2004,NUTS,2010,UKL,1,3.208
2005,NUTS,2010,UKL,1,4.909
2006,NUTS,2010,UKL,1,3.263
2007,NUTS,2010,UKL,1,5.814
2008,NUTS,2010,UKL,1,4.951
2009,NUTS,2010,UKL,1,7.675
2010,NUTS,2010,UKL,1,1.706
2011,NUTS,2010,UKL,1,4.854
2012,NUTS,2010,UKL,1,2.453
1999,NUTS,2010,UKL1,2,0.317
2000,NUTS,2010,UKL1,2,2.299
2001,NUTS,2010,UKL1,2,1.272
2002,NUTS,2010,UKL1,2,4.007
2003,NUTS,2010,UKL1,2,4.459
2004,NUTS,2010,UKL1,2,2.582
2005,NUTS,2010,UKL1,2,5.873
2006,NUTS,2010,UKL1,2,0.668
2007,NUTS,2010,UKL1,2,4.912
2008,NUTS,2010,UKL1,2,1.13
2009,NUTS,2010,UKL1,2,2.83
2010,NUTS,2010,UKL1,2,2.8
2011,NUTS,2010,UKL1,2,1.308
2012,NUTS,2010,UKL1,2,1.4
1999,NUTS,2010,UKL2,2,3.604
2000,NUTS,2010,UKL2,2,18.377
2002,NUTS,2010,UKL2,2,1.983
2003,NUTS,2010,UKL2,2,10.32
2004,NUTS,2010,UKL2,2,4.197
2005,NUTS,2010,UKL2,2,3.389
2006,NUTS,2010,UKL2,2,7.359
2007,NUTS,2010,UKL2,2,7.258
2008,NUTS,2010,UKL2,2,10.961
2009,NUTS,2010,UKL2,2,15.229
2011,NUTS,2010,UKL2,2,10.601
2012,NUTS,2010,UKL2,2,4.179
1999,NUTS,2010,UKM,1,9.52
2000,NUTS,2010,UKM,1,9.732
2001,NUTS,2010,UKM,1,7.424
2002,NUTS,2010,UKM,1,14.734
2003,NUTS,2010,UKM,1,7.941
2004,NUTS,2010,UKM,1,10.457
2005,NUTS,2010,UKM,1,16.531
2006,NUTS,2010,UKM,1,10.934
2007,NUTS,2010,UKM,1,11.069
2008,NUTS,2010,UKM,1,4.348
2009,NUTS,2010,UKM,1,6.901
2010,NUTS,2010,UKM,1,3.684
2011,NUTS,2010,UKM,1,5.577
2012,NUTS,2010,UKM,1,4.486
1999,NUTS,2010,UKM2,2,18.916
2000,NUTS,2010,UKM2,2,16.127
2001,NUTS,2010,UKM2,2,16.566
2002,NUTS,2010,UKM2,2,34.973
2003,NUTS,2010,UKM2,2,17.399
2004,NUTS,2010,UKM2,2,20.856
2005,NUTS,2010,UKM2,2,37.166
2006,NUTS,2010,UKM2,2,21.794
2007,NUTS,2010,UKM2,2,17.841
2008,NUTS,2010,UKM2,2,8.988
2009,NUTS,2010,UKM2,2,15.54
2010,NUTS,2010,UKM2,2,6.777
2011,NUTS,2010,UKM2,2,8.204
2012,NUTS,2010,UKM2,2,4.433
1999,NUTS,2010,UKM3,2,3.84
2000,NUTS,2010,UKM3,2,6.65
2001,NUTS,2010,UKM3,2,2.021
2002,NUTS,2010,UKM3,2,2.279
2003,NUTS,2010,UKM3,2,3.226
2004,NUTS,2010,UKM3,2,4.731
2005,NUTS,2010,UKM3,2,3.111
2006,NUTS,2010,UKM3,2,5.236
2007,NUTS,2010,UKM3,2,8.181
2008,NUTS,2010,UKM3,2,1.762
2009,NUTS,2010,UKM3,2,2.201
2010,NUTS,2010,UKM3,2,1.447
2011,NUTS,2010,UKM3,2,4.711
2012,NUTS,2010,UKM3,2,1.833
2000,NUTS,2010,UKM5,2,4.221
2002,NUTS,2010,UKM5,2,4.182
2004,NUTS,2010,UKM5,2,4.008
2005,NUTS,2010,UKM5,2,4.134
2006,NUTS,2010,UKM5,2,2.36
2007,NUTS,2010,UKM5,2,3.937
2010,NUTS,2010,UKM5,2,3.831
2011,NUTS,2010,UKM5,2,3.823
2012,NUTS,2010,UKM5,2,18.362
2000,NUTS,2010,UKM6,2,3.421
2001,NUTS,2010,UKM6,2,1.727
2005,NUTS,2010,UKM6,2,4.529
2006,NUTS,2010,UKM6,2,2.144
2007,NUTS,2010,UKM6,2,3.229
2008,NUTS,2010,UKM6,2,1.374
2010,NUTS,2010,UKM6,2,0.863
2012,NUTS,2010,UKM6,2,1.688
1999,NUTS,2010,UKN,1,9.939
2000,NUTS,2010,UKN,1,15.073
2001,NUTS,2010,UKN,1,6.819
2002,NUTS,2010,UKN,1,11.511
2003,NUTS,2010,UKN,1,7.397
2004,NUTS,2010,UKN,1,6.979
2005,NUTS,2010,UKN,1,5.134
2006,NUTS,2010,UKN,1,2.779
2007,NUTS,2010,UKN,1,1.218
2008,NUTS,2010,UKN,1,5.38
2009,NUTS,2010,UKN,1,3.686
2010,NUTS,2010,UKN,1,2.737
2011,NUTS,2010,UKN,1,8.142
2012,NUTS,2010,UKN,1,4.634
1999,NUTS,2010,UKN0,2,9.939
2000,NUTS,2010,UKN0,2,15.073
2001,NUTS,2010,UKN0,2,6.819
2002,NUTS,2010,UKN0,2,11.511
2003,NUTS,2010,UKN0,2,7.397
2004,NUTS,2010,UKN0,2,6.979
2005,NUTS,2010,UKN0,2,5.134
2006,NUTS,2010,UKN0,2,2.779
2007,NUTS,2010,UKN0,2,1.218
2008,NUTS,2010,UKN0,2,5.38
2009,NUTS,2010,UKN0,2,3.686
2010,NUTS,2010,UKN0,2,2.737
2011,NUTS,2010,UKN0,2,8.142
2012,NUTS,2010,UKN0,2,4.634
