year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_total_pc_act_hc_t
2013,NUTS,2010,HU2,1,0.3066
2014,NUTS,2010,HU2,1,0.2933
2015,NUTS,2010,HU2,1,0.2732
2016,NUTS,2010,HU2,1,0.2721
2017,NUTS,2010,HU2,1,0.3238
2018,NUTS,2010,HU2,1,0.4412
2019,NUTS,2010,HU2,1,0.4617
2011,NUTS,2010,HU21,2,0.1781
2012,NUTS,2010,HU21,2,0.1834
2013,NUTS,2010,HU21,2,0.1621
2014,NUTS,2010,HU21,2,0.1666
2015,NUTS,2010,HU21,2,0.1547
2016,NUTS,2010,HU21,2,0.1564
2017,NUTS,2010,HU21,2,0.1472
2018,NUTS,2010,HU21,2,0.1904
2019,NUTS,2010,HU21,2,0.1929
2011,NUTS,2010,HU22,2,0.3848
2012,NUTS,2010,HU22,2,0.3069
2013,NUTS,2010,HU22,2,0.32
2014,NUTS,2010,HU22,2,0.2815
2015,NUTS,2010,HU22,2,0.2381
2016,NUTS,2010,HU22,2,0.2245
2017,NUTS,2010,HU22,2,0.2624
2018,NUTS,2010,HU22,2,0.3673
2019,NUTS,2010,HU22,2,0.4225
2011,NUTS,2010,HU23,2,0.5673
2012,NUTS,2010,HU23,2,0.5876
2013,NUTS,2010,HU23,2,0.478
2014,NUTS,2010,HU23,2,0.4681
2015,NUTS,2010,HU23,2,0.4682
2016,NUTS,2010,HU23,2,0.4762
2017,NUTS,2010,HU23,2,0.6269
2018,NUTS,2010,HU23,2,0.8561
2019,NUTS,2010,HU23,2,0.8652
2011,NUTS,2010,HU3,1,0.5362
2012,NUTS,2010,HU3,1,0.5252
2013,NUTS,2010,HU3,1,0.5101
2014,NUTS,2010,HU3,1,0.4715
2015,NUTS,2010,HU3,1,0.4609
2016,NUTS,2010,HU3,1,0.4468
2017,NUTS,2010,HU3,1,0.458
2018,NUTS,2010,HU3,1,0.5369
2019,NUTS,2010,HU3,1,0.6073
2011,NUTS,2010,HU31,2,0.3047
2012,NUTS,2010,HU31,2,0.3009
2013,NUTS,2010,HU31,2,0.2727
2014,NUTS,2010,HU31,2,0.2519
2015,NUTS,2010,HU31,2,0.2634
2016,NUTS,2010,HU31,2,0.2357
2017,NUTS,2010,HU31,2,0.2608
2018,NUTS,2010,HU31,2,0.2918
2019,NUTS,2010,HU31,2,0.3587
2011,NUTS,2010,HU32,2,0.584
2012,NUTS,2010,HU32,2,0.5791
2013,NUTS,2010,HU32,2,0.5463
2014,NUTS,2010,HU32,2,0.4865
2015,NUTS,2010,HU32,2,0.4625
2016,NUTS,2010,HU32,2,0.4636
2017,NUTS,2010,HU32,2,0.4928
2018,NUTS,2010,HU32,2,0.5359
2019,NUTS,2010,HU32,2,0.6204
2011,NUTS,2010,HU33,2,0.6866
2012,NUTS,2010,HU33,2,0.6591
2013,NUTS,2010,HU33,2,0.6704
2014,NUTS,2010,HU33,2,0.6437
2015,NUTS,2010,HU33,2,0.6307
2016,NUTS,2010,HU33,2,0.608
2017,NUTS,2010,HU33,2,0.5887
2018,NUTS,2010,HU33,2,0.7535
2019,NUTS,2010,HU33,2,0.8075
2011,NUTS,2010,IE,0,0.7313
2012,NUTS,2010,IE,0,0.994
2013,NUTS,2010,IE,0,0.9877
2014,NUTS,2010,IE,0,0.987
2015,NUTS,2010,IE,0,0.8694
2016,NUTS,2010,IE,0,0.7456
2017,NUTS,2010,IE,0,0.9584
2019,NUTS,2010,IE,0,0.9082
2011,NUTS,2010,IE0,1,0.7149
2012,NUTS,2010,IE0,1,0.6962
2013,NUTS,2010,IE0,1,0.6803
2014,NUTS,2010,IE0,1,0.9037
2015,NUTS,2010,IE0,1,0.9528
2017,NUTS,2010,IE0,1,0.9291
2011,NUTS,2010,IE01,2,0.3909
2012,NUTS,2010,IE01,2,0.3797
2013,NUTS,2010,IE01,2,0.3673
2014,NUTS,2010,IE01,2,0.494
2015,NUTS,2010,IE01,2,0.247
2017,NUTS,2010,IE01,2,1.3634
2011,NUTS,2010,IE02,2,0.8264
2012,NUTS,2010,IE02,2,0.8055
2013,NUTS,2010,IE02,2,0.7898
2014,NUTS,2010,IE02,2,1.0448
2015,NUTS,2010,IE02,2,1.1965
2017,NUTS,2010,IE02,2,0.8665
2011,NUTS,2010,IS,0,1.1263
2013,NUTS,2010,IS,0,1.4154
2015,NUTS,2010,IS,0,1.4315
2016,NUTS,2010,IS,0,1.564
2017,NUTS,2010,IS,0,1.4513
2018,NUTS,2010,IS,0,1.4212
2011,NUTS,2010,IT,0,0.5841
2012,NUTS,2010,IT,0,0.5897
2013,NUTS,2010,IT,0,0.5781
2014,NUTS,2010,IT,0,0.5439
2015,NUTS,2010,IT,0,0.5608
2016,NUTS,2010,IT,0,0.5549
2017,NUTS,2010,IT,0,0.5488
2018,NUTS,2010,IT,0,0.5491
2019,NUTS,2010,IT,0,0.5607
2011,NUTS,2010,ITC,1,0.5156
2012,NUTS,2010,ITC,1,0.521
2013,NUTS,2010,ITC,1,0.4578
2014,NUTS,2010,ITC,1,0.4097
2015,NUTS,2010,ITC,1,0.4264
2016,NUTS,2010,ITC,1,0.4348
2017,NUTS,2010,ITC,1,0.4364
2018,NUTS,2010,ITC,1,0.4397
2019,NUTS,2010,ITC,1,0.4422
2011,NUTS,2010,ITC1,2,0.4088
2012,NUTS,2010,ITC1,2,0.4433
2013,NUTS,2010,ITC1,2,0.4685
2014,NUTS,2010,ITC1,2,0.3935
2015,NUTS,2010,ITC1,2,0.4576
2016,NUTS,2010,ITC1,2,0.4052
2017,NUTS,2010,ITC1,2,0.4031
2018,NUTS,2010,ITC1,2,0.4093
2019,NUTS,2010,ITC1,2,0.4151
2011,NUTS,2010,ITC2,2,0.1585
2012,NUTS,2010,ITC2,2,0.1577
2013,NUTS,2010,ITC2,2,0.2299
2014,NUTS,2010,ITC2,2,0.1306
2015,NUTS,2010,ITC2,2,0.1777
2016,NUTS,2010,ITC2,2,0.2131
2017,NUTS,2010,ITC2,2,0.2142
2018,NUTS,2010,ITC2,2,0.1997
2019,NUTS,2010,ITC2,2,0.1959
2011,NUTS,2010,ITC3,2,0.8089
2012,NUTS,2010,ITC3,2,0.7654
2013,NUTS,2010,ITC3,2,0.606
2014,NUTS,2010,ITC3,2,0.5229
2015,NUTS,2010,ITC3,2,0.5577
2016,NUTS,2010,ITC3,2,0.5122
2017,NUTS,2010,ITC3,2,0.525
2018,NUTS,2010,ITC3,2,0.4721
2019,NUTS,2010,ITC3,2,0.4828
2011,NUTS,2010,ITC4,2,0.5237
2012,NUTS,2010,ITC4,2,0.5236
2013,NUTS,2010,ITC4,2,0.4346
2014,NUTS,2010,ITC4,2,0.4039
2015,NUTS,2010,ITC4,2,0.3969
2016,NUTS,2010,ITC4,2,0.4391
2017,NUTS,2010,ITC4,2,0.4408
2018,NUTS,2010,ITC4,2,0.4509
2019,NUTS,2010,ITC4,2,0.4508
2011,NUTS,2010,ITF,1,0.5546
2012,NUTS,2010,ITF,1,0.5418
2013,NUTS,2010,ITF,1,0.5475
2014,NUTS,2010,ITF,1,0.5356
2015,NUTS,2010,ITF,1,0.552
2016,NUTS,2010,ITF,1,0.5275
2017,NUTS,2010,ITF,1,0.5128
2018,NUTS,2010,ITF,1,0.5014
2019,NUTS,2010,ITF,1,0.5106
2011,NUTS,2010,ITF1,2,0.5159
2012,NUTS,2010,ITF1,2,0.5261
2013,NUTS,2010,ITF1,2,0.5637
2014,NUTS,2010,ITF1,2,0.5311
2015,NUTS,2010,ITF1,2,0.5816
2016,NUTS,2010,ITF1,2,0.5645
2017,NUTS,2010,ITF1,2,0.5824
2018,NUTS,2010,ITF1,2,0.5365
2019,NUTS,2010,ITF1,2,0.5527
2015,NUTS,2010,ITF2,2,0.5617
2016,NUTS,2010,ITF2,2,0.5132
2017,NUTS,2010,ITF2,2,0.491
2018,NUTS,2010,ITF2,2,0.4834
2019,NUTS,2010,ITF2,2,0.4658
2011,NUTS,2010,ITF3,2,0.6851
2012,NUTS,2010,ITF3,2,0.6528
2013,NUTS,2010,ITF3,2,0.6473
2014,NUTS,2010,ITF3,2,0.654
2015,NUTS,2010,ITF3,2,0.6525
2016,NUTS,2010,ITF3,2,0.6376
2017,NUTS,2010,ITF3,2,0.5972
2018,NUTS,2010,ITF3,2,0.5879
2019,NUTS,2010,ITF3,2,0.6121
2011,NUTS,2010,ITF4,2,0.5089
2012,NUTS,2010,ITF4,2,0.5038
2013,NUTS,2010,ITF4,2,0.4647
2014,NUTS,2010,ITF4,2,0.4437
2015,NUTS,2010,ITF4,2,0.463
2016,NUTS,2010,ITF4,2,0.4425
2017,NUTS,2010,ITF4,2,0.4394
2018,NUTS,2010,ITF4,2,0.4287
2019,NUTS,2010,ITF4,2,0.4264
2012,NUTS,2010,ITF5,2,0.3596
2013,NUTS,2010,ITF5,2,0.3379
2015,NUTS,2010,ITF5,2,0.3679
2016,NUTS,2010,ITF5,2,0.305
2017,NUTS,2010,ITF5,2,0.3347
2018,NUTS,2010,ITF5,2,0.3229
2019,NUTS,2010,ITF5,2,0.3368
2011,NUTS,2010,ITF6,2,0.3863
2015,NUTS,2010,ITF6,2,0.4847
2016,NUTS,2010,ITF6,2,0.4252
2017,NUTS,2010,ITF6,2,0.414
2018,NUTS,2010,ITF6,2,0.4243
2019,NUTS,2010,ITF6,2,0.4131
2011,NUTS,2010,ITG,1,0.6078
2012,NUTS,2010,ITG,1,0.589
2013,NUTS,2010,ITG,1,0.6084
2014,NUTS,2010,ITG,1,0.5845
2015,NUTS,2010,ITG,1,0.5948
2016,NUTS,2010,ITG,1,0.5323
2017,NUTS,2010,ITG,1,0.5043
2018,NUTS,2010,ITG,1,0.4947
2019,NUTS,2010,ITG,1,0.5083
2011,NUTS,2010,ITG1,2,0.5997
2012,NUTS,2010,ITG1,2,0.5672
2013,NUTS,2010,ITG1,2,0.5766
2014,NUTS,2010,ITG1,2,0.5643
2015,NUTS,2010,ITG1,2,0.5558
2016,NUTS,2010,ITG1,2,0.5249
2017,NUTS,2010,ITG1,2,0.4914
2018,NUTS,2010,ITG1,2,0.4802
2019,NUTS,2010,ITG1,2,0.4855
2011,NUTS,2010,ITG2,2,0.6276
2012,NUTS,2010,ITG2,2,0.6431
2013,NUTS,2010,ITG2,2,0.6894
2014,NUTS,2010,ITG2,2,0.6355
2015,NUTS,2010,ITG2,2,0.693
2016,NUTS,2010,ITG2,2,0.5512
2017,NUTS,2010,ITG2,2,0.5373
2018,NUTS,2010,ITG2,2,0.5311
2019,NUTS,2010,ITG2,2,0.5645
2011,NUTS,2010,ITH,1,0.5361
2012,NUTS,2010,ITH,1,0.5578
2013,NUTS,2010,ITH,1,0.5551
2014,NUTS,2010,ITH,1,0.5372
2015,NUTS,2010,ITH,1,0.5485
2016,NUTS,2010,ITH,1,0.5821
2017,NUTS,2010,ITH,1,0.5807
2018,NUTS,2010,ITH,1,0.5974
2019,NUTS,2010,ITH,1,0.6072
2011,NUTS,2010,ITH1,2,0.1371
2012,NUTS,2010,ITH1,2,0.1413
2013,NUTS,2010,ITH1,2,0.1802
2014,NUTS,2010,ITH1,2,0.0934
2015,NUTS,2010,ITH1,2,0.162
2016,NUTS,2010,ITH1,2,0.2598
2017,NUTS,2010,ITH1,2,0.2643
2018,NUTS,2010,ITH1,2,0.2737
2019,NUTS,2010,ITH1,2,0.2821
2011,NUTS,2010,ITH2,2,0.5914
2012,NUTS,2010,ITH2,2,0.6203
2013,NUTS,2010,ITH2,2,0.6769
2014,NUTS,2010,ITH2,2,0.7014
2015,NUTS,2010,ITH2,2,0.7234
2016,NUTS,2010,ITH2,2,0.8026
2017,NUTS,2010,ITH2,2,0.7916
2018,NUTS,2010,ITH2,2,0.8153
2019,NUTS,2010,ITH2,2,0.8527
2011,NUTS,2010,ITH3,2,0.4458
2012,NUTS,2010,ITH3,2,0.4789
2013,NUTS,2010,ITH3,2,0.4607
2014,NUTS,2010,ITH3,2,0.4422
2015,NUTS,2010,ITH3,2,0.4926
2016,NUTS,2010,ITH3,2,0.5346
2017,NUTS,2010,ITH3,2,0.5331
2018,NUTS,2010,ITH3,2,0.5671
2019,NUTS,2010,ITH3,2,0.5792
2011,NUTS,2010,ITH4,2,0.6691
2012,NUTS,2010,ITH4,2,0.6879
2013,NUTS,2010,ITH4,2,0.6943
2014,NUTS,2010,ITH4,2,0.6583
2015,NUTS,2010,ITH4,2,0.6725
2016,NUTS,2010,ITH4,2,0.6468
2017,NUTS,2010,ITH4,2,0.6624
2018,NUTS,2010,ITH4,2,0.6672
2019,NUTS,2010,ITH4,2,0.6601
2011,NUTS,2010,ITH5,2,0.6408
2012,NUTS,2010,ITH5,2,0.653
2013,NUTS,2010,ITH5,2,0.651
2014,NUTS,2010,ITH5,2,0.6424
2015,NUTS,2010,ITH5,2,0.6021
2016,NUTS,2010,ITH5,2,0.6295
2017,NUTS,2010,ITH5,2,0.625
2018,NUTS,2010,ITH5,2,0.6266
2019,NUTS,2010,ITH5,2,0.6352
2011,NUTS,2010,ITI,1,0.6842
2012,NUTS,2010,ITI,1,0.6897
2013,NUTS,2010,ITI,1,0.6987
2014,NUTS,2010,ITI,1,0.6378
2015,NUTS,2010,ITI,1,0.6589
2016,NUTS,2010,ITI,1,0.6391
2017,NUTS,2010,ITI,1,0.6326
2018,NUTS,2010,ITI,1,0.6236
2019,NUTS,2010,ITI,1,0.6457
2011,NUTS,2010,ITI1,2,0.7716
2012,NUTS,2010,ITI1,2,0.7947
2013,NUTS,2010,ITI1,2,0.7655
2014,NUTS,2010,ITI1,2,0.6753
2015,NUTS,2010,ITI1,2,0.6976
2016,NUTS,2010,ITI1,2,0.6717
2017,NUTS,2010,ITI1,2,0.6867
2018,NUTS,2010,ITI1,2,0.7112
2019,NUTS,2010,ITI1,2,0.7141
2011,NUTS,2010,ITI2,2,0.8195
2012,NUTS,2010,ITI2,2,0.7958
2013,NUTS,2010,ITI2,2,0.786
2014,NUTS,2010,ITI2,2,0.7803
2015,NUTS,2010,ITI2,2,0.803
2016,NUTS,2010,ITI2,2,0.7414
2017,NUTS,2010,ITI2,2,0.7042
2018,NUTS,2010,ITI2,2,0.7284
2019,NUTS,2010,ITI2,2,0.7082
2011,NUTS,2010,ITI3,2,0.5211
2012,NUTS,2010,ITI3,2,0.5227
2013,NUTS,2010,ITI3,2,0.527
2014,NUTS,2010,ITI3,2,0.4991
2015,NUTS,2010,ITI3,2,0.5303
2016,NUTS,2010,ITI3,2,0.5169
2017,NUTS,2010,ITI3,2,0.5501
2018,NUTS,2010,ITI3,2,0.4832
2019,NUTS,2010,ITI3,2,0.5223
2011,NUTS,2010,ITI4,2,0.6491
2012,NUTS,2010,ITI4,2,0.6494
2013,NUTS,2010,ITI4,2,0.6878
2014,NUTS,2010,ITI4,2,0.6288
2015,NUTS,2010,ITI4,2,0.6454
2016,NUTS,2010,ITI4,2,0.6347
2017,NUTS,2010,ITI4,2,0.6081
2018,NUTS,2010,ITI4,2,0.5885
2019,NUTS,2010,ITI4,2,0.6244
2011,NUTS,2010,KR,0,0.7438
2011,NUTS,2010,LT,0,1.135
2012,NUTS,2010,LT,0,1.1509
2013,NUTS,2010,LT,0,1.1509
2014,NUTS,2010,LT,0,1.1055
2015,NUTS,2010,LT,0,1.0363
2016,NUTS,2010,LT,0,1.0075
2017,NUTS,2010,LT,0,0.9979
2018,NUTS,2010,LT,0,0.9936
2019,NUTS,2010,LT,0,0.9641
2015,NUTS,2010,LT01,2,1.6795
2016,NUTS,2010,LT01,2,1.5573
2017,NUTS,2010,LT01,2,1.4598
2018,NUTS,2010,LT01,2,1.3978
2019,NUTS,2010,LT01,2,1.3085
2015,NUTS,2010,LT02,2,0.7356
2016,NUTS,2010,LT02,2,0.7302
2017,NUTS,2010,LT02,2,0.7413
2018,NUTS,2010,LT02,2,0.7552
2019,NUTS,2010,LT02,2,0.7538
2011,NUTS,2010,LU,0,0.2936
2012,NUTS,2010,LU,0,0.3199
2013,NUTS,2010,LU,0,0.3725
2014,NUTS,2010,LU,0,0.5151
2015,NUTS,2010,LU,0,0.5237
2017,NUTS,2010,LU,0,0.5266
2019,NUTS,2010,LU,0,0.5536
2011,NUTS,2010,LV,0,0.6752
2012,NUTS,2010,LV,0,0.7529
2013,NUTS,2010,LV,0,0.7042
2014,NUTS,2010,LV,0,0.7409
2015,NUTS,2010,LV,0,0.7909
2016,NUTS,2010,LV,0,0.8038
2017,NUTS,2010,LV,0,0.8358
2018,NUTS,2010,LV,0,0.8767
2019,NUTS,2010,LV,0,0.9287
2011,NUTS,2010,ME,0,0.5261
2013,NUTS,2010,ME,0,0.5205
2014,NUTS,2010,ME,0,0.5548
2015,NUTS,2010,ME,0,0.4708
2016,NUTS,2010,ME,0,0.476
2017,NUTS,2010,ME,0,0.4619
2018,NUTS,2010,ME,0,0.4579
2019,NUTS,2010,ME,0,0.4064
2011,NUTS,2010,MK,0,0.1682
2012,NUTS,2010,MK,0,0.202
2015,NUTS,2010,MK,0,0.3484
2016,NUTS,2010,MK,0,0.334
2017,NUTS,2010,MK,0,0.3013
2018,NUTS,2010,MK,0,0.3134
2019,NUTS,2010,MK,0,0.2948
2011,NUTS,2010,MT,0,0.5438
2012,NUTS,2010,MT,0,0.5907
2013,NUTS,2010,MT,0,0.6105
2014,NUTS,2010,MT,0,0.5965
2015,NUTS,2010,MT,0,0.6199
2016,NUTS,2010,MT,0,0.5665
2017,NUTS,2010,MT,0,0.5664
2018,NUTS,2010,MT,0,0.5469
2019,NUTS,2010,MT,0,0.5436
2011,NUTS,2010,NL,0,0.4246
2012,NUTS,2010,NL,0,0.4163
2013,NUTS,2010,NL,0,0.4174
2014,NUTS,2010,NL,0,0.432
2015,NUTS,2010,NL,0,0.4334
2016,NUTS,2010,NL,0,0.4256
2017,NUTS,2010,NL,0,0.4352
2018,NUTS,2010,NL,0,0.4361
2019,NUTS,2010,NL,0,0.4544
2011,NUTS,2010,NL3,1,0.5116
2012,NUTS,2010,NL3,1,0.4993
2011,NUTS,2010,NO,0,1.1515
2012,NUTS,2010,NO,0,1.1312
2013,NUTS,2010,NO,0,1.1713
2014,NUTS,2010,NO,0,1.1984
2015,NUTS,2010,NO,0,1.2459
2016,NUTS,2010,NO,0,1.3074
2017,NUTS,2010,NO,0,1.3633
2018,NUTS,2010,NO,0,1.3709
2019,NUTS,2010,NO,0,1.3959
2011,NUTS,2010,NO0,1,1.1182
2012,NUTS,2010,NO0,1,1.097
2013,NUTS,2010,NO0,1,1.1353
2014,NUTS,2010,NO0,1,1.1586
2015,NUTS,2010,NO0,1,1.2018
2017,NUTS,2010,NO0,1,1.3161
2018,NUTS,2010,NO0,1,1.3224
2019,NUTS,2010,NO0,1,1.3462
2011,NUTS,2010,NO01,2,1.6729
2012,NUTS,2010,NO01,2,1.6241
2013,NUTS,2010,NO01,2,1.6581
2014,NUTS,2010,NO01,2,1.7138
2015,NUTS,2010,NO01,2,1.7536
2017,NUTS,2010,NO01,2,1.882
2018,NUTS,2010,NO01,2,1.8698
2019,NUTS,2010,NO01,2,1.8691
2011,NUTS,2010,NO02,2,0.4096
2012,NUTS,2010,NO02,2,0.3964
2013,NUTS,2010,NO02,2,0.4297
2014,NUTS,2010,NO02,2,0.4447
2015,NUTS,2010,NO02,2,0.4878
2017,NUTS,2010,NO02,2,0.4933
2018,NUTS,2010,NO02,2,0.5049
2019,NUTS,2010,NO02,2,0.5459
2011,NUTS,2010,NO03,2,0.2745
2012,NUTS,2010,NO03,2,0.2727
2013,NUTS,2010,NO03,2,0.2794
2014,NUTS,2010,NO03,2,0.29
2015,NUTS,2010,NO03,2,0.3056
2017,NUTS,2010,NO03,2,0.3355
2018,NUTS,2010,NO03,2,0.3452
2019,NUTS,2010,NO03,2,0.354
2011,NUTS,2010,NO04,2,0.5048
2012,NUTS,2010,NO04,2,0.5225
2013,NUTS,2010,NO04,2,0.5222
2014,NUTS,2010,NO04,2,0.5358
2015,NUTS,2010,NO04,2,0.5763
2017,NUTS,2010,NO04,2,0.6743
2018,NUTS,2010,NO04,2,0.6597
2019,NUTS,2010,NO04,2,0.6904
2011,NUTS,2010,NO05,2,1.171
2012,NUTS,2010,NO05,2,1.1897
2013,NUTS,2010,NO05,2,1.1952
2014,NUTS,2010,NO05,2,1.2553
2015,NUTS,2010,NO05,2,1.2799
2017,NUTS,2010,NO05,2,1.4149
2018,NUTS,2010,NO05,2,1.4462
2019,NUTS,2010,NO05,2,1.4931
2011,NUTS,2010,NO06,2,2.5619
2012,NUTS,2010,NO06,2,2.374
2013,NUTS,2010,NO06,2,2.5991
2014,NUTS,2010,NO06,2,2.4535
2015,NUTS,2010,NO06,2,2.5384
2017,NUTS,2010,NO06,2,2.7451
2018,NUTS,2010,NO06,2,2.7878
2019,NUTS,2010,NO06,2,2.8291
2011,NUTS,2010,NO07,2,1.4132
2012,NUTS,2010,NO07,2,1.4435
2013,NUTS,2010,NO07,2,1.4784
2014,NUTS,2010,NO07,2,1.5043
2015,NUTS,2010,NO07,2,1.5914
2017,NUTS,2010,NO07,2,1.7528
2018,NUTS,2010,NO07,2,1.7341
2019,NUTS,2010,NO07,2,1.7506
2011,NUTS,2010,PL,0,0.4896
2012,NUTS,2010,PL,0,0.4811
2013,NUTS,2010,PL,0,0.4805
2014,NUTS,2010,PL,0,0.4913
2015,NUTS,2010,PL,0,0.4904
2016,NUTS,2010,PL,0,0.5627
2017,NUTS,2010,PL,0,0.7919
2018,NUTS,2010,PL,0,0.8541
2019,NUTS,2010,PL,0,0.8539
2011,NUTS,2010,PL1,1,0.7206
2012,NUTS,2010,PL1,1,0.7293
2013,NUTS,2010,PL1,1,0.4624
2014,NUTS,2010,PL1,1,0.4507
2015,NUTS,2010,PL1,1,0.455
2011,NUTS,2010,PL11,2,0.3986
2012,NUTS,2010,PL11,2,0.4668
2013,NUTS,2010,PL11,2,0.3769
2014,NUTS,2010,PL11,2,0.3837
2015,NUTS,2010,PL11,2,0.4055
2011,NUTS,2010,PL12,2,0.5137
2012,NUTS,2010,PL12,2,0.4942
2013,NUTS,2010,PL12,2,0.5083
2014,NUTS,2010,PL12,2,0.4839
2015,NUTS,2010,PL12,2,0.4777
2011,NUTS,2010,PL2,1,0.5229
2012,NUTS,2010,PL2,1,0.5141
2013,NUTS,2010,PL2,1,0.5044
2014,NUTS,2010,PL2,1,0.5409
2015,NUTS,2010,PL2,1,0.5703
2016,NUTS,2010,PL2,1,0.5937
2017,NUTS,2010,PL2,1,0.8455
2018,NUTS,2010,PL2,1,0.9127
2019,NUTS,2010,PL2,1,0.9578
2011,NUTS,2010,PL21,2,0.763
2012,NUTS,2010,PL21,2,0.7449
2013,NUTS,2010,PL21,2,0.7261
2014,NUTS,2010,PL21,2,0.785
2015,NUTS,2010,PL21,2,0.829
2016,NUTS,2010,PL21,2,0.8496
2017,NUTS,2010,PL21,2,1.2953
2018,NUTS,2010,PL21,2,1.336
2019,NUTS,2010,PL21,2,1.2955
2011,NUTS,2010,PL22,2,0.36
2012,NUTS,2010,PL22,2,0.3554
2013,NUTS,2010,PL22,2,0.3492
2014,NUTS,2010,PL22,2,0.3665
2015,NUTS,2010,PL22,2,0.3838
2016,NUTS,2010,PL22,2,0.4014
2017,NUTS,2010,PL22,2,0.5045
2018,NUTS,2010,PL22,2,0.5895
2019,NUTS,2010,PL22,2,0.6952
2011,NUTS,2010,PL3,1,0.3408
2012,NUTS,2010,PL3,1,0.338
2013,NUTS,2010,PL3,1,0.363
2014,NUTS,2010,PL3,1,0.3704
2015,NUTS,2010,PL3,1,0.3614
2011,NUTS,2010,PL31,2,0.494
2012,NUTS,2010,PL31,2,0.5636
2013,NUTS,2010,PL31,2,0.5317
2014,NUTS,2010,PL31,2,0.5429
2015,NUTS,2010,PL31,2,0.5115
2011,NUTS,2010,PL32,2,0.2431
2012,NUTS,2010,PL32,2,0.2495
2013,NUTS,2010,PL32,2,0.2663
2014,NUTS,2010,PL32,2,0.2809
2015,NUTS,2010,PL32,2,0.28
2012,NUTS,2010,PL33,2,0.0494
2013,NUTS,2010,PL33,2,0.161
2014,NUTS,2010,PL33,2,0.163
2015,NUTS,2010,PL33,2,0.1556
2012,NUTS,2010,PL34,2,0.4123
2013,NUTS,2010,PL34,2,0.4403
2014,NUTS,2010,PL34,2,0.4235
2015,NUTS,2010,PL34,2,0.4345
2011,NUTS,2010,PL4,1,0.5499
2012,NUTS,2010,PL4,1,0.5156
2013,NUTS,2010,PL4,1,0.5176
2014,NUTS,2010,PL4,1,0.5467
2015,NUTS,2010,PL4,1,0.5512
2016,NUTS,2010,PL4,1,0.5104
2017,NUTS,2010,PL4,1,0.6409
2018,NUTS,2010,PL4,1,0.715
2019,NUTS,2010,PL4,1,0.6064
2011,NUTS,2010,PL41,2,0.673
2012,NUTS,2010,PL41,2,0.604
2013,NUTS,2010,PL41,2,0.6199
2014,NUTS,2010,PL41,2,0.6608
2015,NUTS,2010,PL41,2,0.6678
2017,NUTS,2010,PL41,2,0.7475
2018,NUTS,2010,PL41,2,0.8833
2019,NUTS,2010,PL41,2,0.6973
2012,NUTS,2010,PL42,2,0.5253
2013,NUTS,2010,PL42,2,0.5024
2014,NUTS,2010,PL42,2,0.5267
2015,NUTS,2010,PL42,2,0.5467
2016,NUTS,2010,PL42,2,0.449
2017,NUTS,2010,PL42,2,0.6276
2012,NUTS,2010,PL43,2,0.2044
2013,NUTS,2010,PL43,2,0.1973
2014,NUTS,2010,PL43,2,0.2012
2015,NUTS,2010,PL43,2,0.1918
2017,NUTS,2010,PL43,2,0.2666
2011,NUTS,2010,PL5,1,0.49
2012,NUTS,2010,PL5,1,0.5006
2013,NUTS,2010,PL5,1,0.5325
2014,NUTS,2010,PL5,1,0.5217
2015,NUTS,2010,PL5,1,0.5333
2016,NUTS,2010,PL5,1,0.5232
2017,NUTS,2010,PL5,1,0.7419
2019,NUTS,2010,PL5,1,0.7455
2012,NUTS,2010,PL51,2,0.5646
2013,NUTS,2010,PL51,2,0.6045
2014,NUTS,2010,PL51,2,0.5907
2015,NUTS,2010,PL51,2,0.6169
2016,NUTS,2010,PL51,2,0.6021
2017,NUTS,2010,PL51,2,0.8652
2018,NUTS,2010,PL51,2,0.8923
2012,NUTS,2010,PL52,2,0.3041
2013,NUTS,2010,PL52,2,0.3079
2014,NUTS,2010,PL52,2,0.3133
2015,NUTS,2010,PL52,2,0.2898
2016,NUTS,2010,PL52,2,0.2757
2017,NUTS,2010,PL52,2,0.3626
2011,NUTS,2010,PL6,1,0.4502
2012,NUTS,2010,PL6,1,0.4274
2013,NUTS,2010,PL6,1,0.4233
2014,NUTS,2010,PL6,1,0.4415
2015,NUTS,2010,PL6,1,0.4083
2016,NUTS,2010,PL6,1,0.4404
2017,NUTS,2010,PL6,1,0.6654
2018,NUTS,2010,PL6,1,0.7342
2019,NUTS,2010,PL6,1,0.6902
2012,NUTS,2010,PL61,2,0.3802
2013,NUTS,2010,PL61,2,0.3882
2014,NUTS,2010,PL61,2,0.4181
2015,NUTS,2010,PL61,2,0.3943
2016,NUTS,2010,PL61,2,0.4016
2017,NUTS,2010,PL61,2,0.7014
2012,NUTS,2010,PL62,2,0.3369
2013,NUTS,2010,PL62,2,0.3223
2014,NUTS,2010,PL62,2,0.3498
2015,NUTS,2010,PL62,2,0.3219
2016,NUTS,2010,PL62,2,0.3647
2017,NUTS,2010,PL62,2,0.443
2011,NUTS,2010,PL63,2,0.5798
2012,NUTS,2010,PL63,2,0.5261
2013,NUTS,2010,PL63,2,0.5146
2014,NUTS,2010,PL63,2,0.5166
2015,NUTS,2010,PL63,2,0.4702
2016,NUTS,2010,PL63,2,0.5179
2017,NUTS,2010,PL63,2,0.7611
2018,NUTS,2010,PL63,2,0.808
2019,NUTS,2010,PL63,2,0.7739
