year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_p_mhab_cab
2006,NUTS,2010,FR512,3,3.913
2007,NUTS,2010,FR512,3,3.724
2008,NUTS,2010,FR512,3,2.581
2009,NUTS,2010,FR512,3,5.551
2010,NUTS,2010,FR512,3,4.715
2011,NUTS,2010,FR512,3,9.894
2012,NUTS,2010,FR512,3,5.028
2000,NUTS,2010,FR513,3,3.485
2001,NUTS,2010,FR513,3,3.459
1997,NUTS,2010,FR514,3,6.173
1999,NUTS,2010,FR514,3,2.359
2000,NUTS,2010,FR514,3,5.162
2001,NUTS,2010,FR514,3,0.205
2004,NUTS,2010,FR514,3,3.057
2008,NUTS,2010,FR514,3,5.361
2009,NUTS,2010,FR514,3,13.065
2010,NUTS,2010,FR514,3,6.353
2011,NUTS,2010,FR514,3,3.677
2012,NUTS,2010,FR514,3,4.107
1993,NUTS,2010,FR515,3,1.927
1998,NUTS,2010,FR515,3,0.616
2002,NUTS,2010,FR515,3,0.302
2003,NUTS,2010,FR515,3,0.876
2007,NUTS,2010,FR515,3,0.412
2008,NUTS,2010,FR515,3,0.81
2009,NUTS,2010,FR515,3,0.798
2010,NUTS,2010,FR515,3,2.363
1990,NUTS,2010,FR52,2,2.416
1991,NUTS,2010,FR52,2,3.745
1992,NUTS,2010,FR52,2,1.654
1993,NUTS,2010,FR52,2,2.126
1994,NUTS,2010,FR52,2,2.06
1995,NUTS,2010,FR52,2,1.996
1996,NUTS,2010,FR52,2,3.378
1997,NUTS,2010,FR52,2,7.386
1998,NUTS,2010,FR52,2,13.06
1999,NUTS,2010,FR52,2,9.321
2000,NUTS,2010,FR52,2,13.076
2001,NUTS,2010,FR52,2,16.633
2002,NUTS,2010,FR52,2,16.92
2003,NUTS,2010,FR52,2,16.376
2004,NUTS,2010,FR52,2,13.434
2005,NUTS,2010,FR52,2,18.548
2006,NUTS,2010,FR52,2,15.76
2007,NUTS,2010,FR52,2,12.323
2008,NUTS,2010,FR52,2,19.199
2009,NUTS,2010,FR52,2,15.552
2010,NUTS,2010,FR52,2,20.281
2011,NUTS,2010,FR52,2,24.334
2012,NUTS,2010,FR52,2,22.699
1990,NUTS,2010,FR521,3,1.857
1991,NUTS,2010,FR521,3,13.935
1992,NUTS,2010,FR521,3,4.467
1993,NUTS,2010,FR521,3,1.861
1994,NUTS,2010,FR521,3,1.863
1997,NUTS,2010,FR521,3,1.854
1998,NUTS,2010,FR521,3,14.223
1999,NUTS,2010,FR521,3,6.139
2000,NUTS,2010,FR521,3,12.37
2001,NUTS,2010,FR521,3,10.81
2002,NUTS,2010,FR521,3,28.001
2003,NUTS,2010,FR521,3,13.588
2004,NUTS,2010,FR521,3,16.008
2005,NUTS,2010,FR521,3,29.117
2006,NUTS,2010,FR521,3,15.468
2007,NUTS,2010,FR521,3,5.208
2008,NUTS,2010,FR521,3,14.186
2009,NUTS,2010,FR521,3,11.489
2010,NUTS,2010,FR521,3,7.319
2011,NUTS,2010,FR521,3,13.46
2012,NUTS,2010,FR521,3,18.135
1990,NUTS,2010,FR522,3,1.193
1992,NUTS,2010,FR522,3,1.193
1993,NUTS,2010,FR522,3,1.191
1994,NUTS,2010,FR522,3,0.987
1996,NUTS,2010,FR522,3,2.369
1998,NUTS,2010,FR522,3,1.177
2000,NUTS,2010,FR522,3,1.168
2001,NUTS,2010,FR522,3,1.743
2002,NUTS,2010,FR522,3,0.439
2003,NUTS,2010,FR522,3,1.53
2004,NUTS,2010,FR522,3,2.289
2005,NUTS,2010,FR522,3,1.901
2006,NUTS,2010,FR522,3,0.374
2007,NUTS,2010,FR522,3,2.483
2008,NUTS,2010,FR522,3,1.404
2009,NUTS,2010,FR522,3,4.945
2010,NUTS,2010,FR522,3,6.127
2011,NUTS,2010,FR522,3,4.812
2012,NUTS,2010,FR522,3,1.387
1990,NUTS,2010,FR523,3,5.954
1991,NUTS,2010,FR523,3,3.726
1992,NUTS,2010,FR523,3,1.539
1993,NUTS,2010,FR523,3,1.22
1994,NUTS,2010,FR523,3,1.211
1995,NUTS,2010,FR523,3,5.607
1996,NUTS,2010,FR523,3,6.34
1997,NUTS,2010,FR523,3,20.266
1998,NUTS,2010,FR523,3,31.518
1999,NUTS,2010,FR523,3,26.244
2000,NUTS,2010,FR523,3,34.844
2001,NUTS,2010,FR523,3,46.99
2002,NUTS,2010,FR523,3,38.458
2003,NUTS,2010,FR523,3,44.345
2004,NUTS,2010,FR523,3,31.782
2005,NUTS,2010,FR523,3,41.461
2006,NUTS,2010,FR523,3,41.603
2007,NUTS,2010,FR523,3,34.054
2008,NUTS,2010,FR523,3,50.951
2009,NUTS,2010,FR523,3,39.102
2010,NUTS,2010,FR523,3,54.193
2011,NUTS,2010,FR523,3,66.206
2012,NUTS,2010,FR523,3,60.621
1993,NUTS,2010,FR524,3,4.791
1994,NUTS,2010,FR524,3,4.784
1995,NUTS,2010,FR524,3,1.589
1996,NUTS,2010,FR524,3,3.655
1997,NUTS,2010,FR524,3,4.723
1998,NUTS,2010,FR524,3,3.126
1999,NUTS,2010,FR524,3,1.555
2004,NUTS,2010,FR524,3,0.736
2006,NUTS,2010,FR524,3,0.36
2007,NUTS,2010,FR524,3,0.996
2008,NUTS,2010,FR524,3,2.352
2010,NUTS,2010,FR524,3,2.079
2012,NUTS,2010,FR524,3,0.451
1995,NUTS,2010,FR53,2,0.618
1998,NUTS,2010,FR53,2,0.612
2000,NUTS,2010,FR53,2,0.606
2002,NUTS,2010,FR53,2,0.269
2003,NUTS,2010,FR53,2,2.668
2004,NUTS,2010,FR53,2,1.767
2005,NUTS,2010,FR53,2,0.584
2006,NUTS,2010,FR53,2,0.725
2007,NUTS,2010,FR53,2,0.575
2008,NUTS,2010,FR53,2,2.784
2009,NUTS,2010,FR53,2,2.056
2011,NUTS,2010,FR53,2,0.608
2012,NUTS,2010,FR53,2,0.28
1995,NUTS,2010,FR531,3,2.929
2003,NUTS,2010,FR531,3,2.908
2005,NUTS,2010,FR531,3,2.891
2006,NUTS,2010,FR531,3,2.882
2008,NUTS,2010,FR531,3,8.675
2009,NUTS,2010,FR531,3,5.689
2011,NUTS,2010,FR531,3,3.062
2012,NUTS,2010,FR531,3,1.414
2000,NUTS,2010,FR532,3,1.78
2004,NUTS,2010,FR532,3,1.706
2008,NUTS,2010,FR532,3,0.817
2006,NUTS,2010,FR533,3,0.695
1998,NUTS,2010,FR534,3,2.513
2002,NUTS,2010,FR534,3,1.106
2003,NUTS,2010,FR534,3,8.542
2004,NUTS,2010,FR534,3,4.851
2007,NUTS,2010,FR534,3,2.37
2008,NUTS,2010,FR534,3,3.134
2009,NUTS,2010,FR534,3,3.826
1990,NUTS,2010,FR6,1,0.84
1991,NUTS,2010,FR6,1,1.631
1992,NUTS,2010,FR6,1,0.916
1993,NUTS,2010,FR6,1,1.326
1994,NUTS,2010,FR6,1,0.909
1995,NUTS,2010,FR6,1,0.508
1996,NUTS,2010,FR6,1,0.662
1997,NUTS,2010,FR6,1,1.772
1998,NUTS,2010,FR6,1,1.63
1999,NUTS,2010,FR6,1,2.728
2000,NUTS,2010,FR6,1,3.12
2001,NUTS,2010,FR6,1,3.731
2002,NUTS,2010,FR6,1,3.203
2003,NUTS,2010,FR6,1,2.689
2004,NUTS,2010,FR6,1,3.165
2005,NUTS,2010,FR6,1,4.469
2006,NUTS,2010,FR6,1,3.433
2007,NUTS,2010,FR6,1,6.639
2008,NUTS,2010,FR6,1,5.521
2009,NUTS,2010,FR6,1,3.663
2010,NUTS,2010,FR6,1,6.52
2011,NUTS,2010,FR6,1,4.301
2012,NUTS,2010,FR6,1,2.938
1990,NUTS,2010,FR61,2,1.073
1991,NUTS,2010,FR61,2,0.712
1992,NUTS,2010,FR61,2,0.708
1993,NUTS,2010,FR61,2,0.705
1994,NUTS,2010,FR61,2,0.176
1997,NUTS,2010,FR61,2,0.984
1998,NUTS,2010,FR61,2,0.519
2000,NUTS,2010,FR61,2,1.364
2001,NUTS,2010,FR61,2,0.381
2002,NUTS,2010,FR61,2,0.892
2003,NUTS,2010,FR61,2,1.025
2004,NUTS,2010,FR61,2,2.701
2005,NUTS,2010,FR61,2,1.684
2006,NUTS,2010,FR61,2,3.285
2007,NUTS,2010,FR61,2,3.808
2008,NUTS,2010,FR61,2,4.538
2009,NUTS,2010,FR61,2,2.754
2010,NUTS,2010,FR61,2,7.771
2011,NUTS,2010,FR61,2,4.241
2012,NUTS,2010,FR61,2,2.182
2005,NUTS,2010,FR611,3,1.668
2011,NUTS,2010,FR611,3,4.095
1990,NUTS,2010,FR612,3,0.824
1991,NUTS,2010,FR612,3,0.817
1992,NUTS,2010,FR612,3,0.811
1993,NUTS,2010,FR612,3,1.609
1994,NUTS,2010,FR612,3,0.4
1997,NUTS,2010,FR612,3,1.968
2000,NUTS,2010,FR612,3,3.077
2001,NUTS,2010,FR612,3,0.86
2002,NUTS,2010,FR612,3,0.752
2003,NUTS,2010,FR612,3,2.088
2004,NUTS,2010,FR612,3,5.693
2005,NUTS,2010,FR612,3,2.562
2006,NUTS,2010,FR612,3,6.637
2007,NUTS,2010,FR612,3,8.515
2008,NUTS,2010,FR612,3,7.613
2009,NUTS,2010,FR612,3,5.806
2010,NUTS,2010,FR612,3,15.781
2011,NUTS,2010,FR612,3,7.242
2012,NUTS,2010,FR612,3,4.832
2002,NUTS,2010,FR613,3,1.464
2008,NUTS,2010,FR613,3,5.36
2003,NUTS,2010,FR614,3,0.922
2005,NUTS,2010,FR614,3,1.564
2010,NUTS,2010,FR614,3,0.755
1990,NUTS,2010,FR615,3,3.46
1991,NUTS,2010,FR615,3,1.722
1992,NUTS,2010,FR615,3,1.714
1997,NUTS,2010,FR615,3,0.558
1998,NUTS,2010,FR615,3,2.524
2002,NUTS,2010,FR615,3,1.903
2004,NUTS,2010,FR615,3,0.799
2005,NUTS,2010,FR615,3,0.792
2006,NUTS,2010,FR615,3,1.57
2008,NUTS,2010,FR615,3,2.471
2009,NUTS,2010,FR615,3,0.769
2010,NUTS,2010,FR615,3,3.06
2011,NUTS,2010,FR615,3,2.284
1990,NUTS,2010,FR62,2,0.823
1991,NUTS,2010,FR62,2,3.17
1992,NUTS,2010,FR62,2,1.422
1993,NUTS,2010,FR62,2,2.423
1994,NUTS,2010,FR62,2,2.013
1995,NUTS,2010,FR62,2,0.433
1996,NUTS,2010,FR62,2,1.608
1997,NUTS,2010,FR62,2,3.174
1998,NUTS,2010,FR62,2,3.355
1999,NUTS,2010,FR62,2,6.599
2000,NUTS,2010,FR62,2,5.981
2001,NUTS,2010,FR62,2,8.558
2002,NUTS,2010,FR62,2,6.446
2003,NUTS,2010,FR62,2,4.891
2004,NUTS,2010,FR62,2,4.535
2005,NUTS,2010,FR62,2,8.789
2006,NUTS,2010,FR62,2,4.502
2007,NUTS,2010,FR62,2,10.793
2008,NUTS,2010,FR62,2,7.709
2009,NUTS,2010,FR62,2,5.631
2010,NUTS,2010,FR62,2,6.621
2011,NUTS,2010,FR62,2,4.708
2012,NUTS,2010,FR62,2,4.186
1995,NUTS,2010,FR622,3,1.238
1996,NUTS,2010,FR622,3,1.243
1999,NUTS,2010,FR622,3,3.787
2000,NUTS,2010,FR622,3,7.545
2001,NUTS,2010,FR622,3,0.488
2002,NUTS,2010,FR622,3,3.735
2003,NUTS,2010,FR622,3,1.858
2004,NUTS,2010,FR622,3,1.221
2005,NUTS,2010,FR622,3,0.919
2008,NUTS,2010,FR622,3,3.625
1990,NUTS,2010,FR623,3,2.162
1991,NUTS,2010,FR623,3,8.255
1992,NUTS,2010,FR623,3,3.141
1993,NUTS,2010,FR623,3,5.326
1994,NUTS,2010,FR623,3,5.107
1995,NUTS,2010,FR623,3,0.757
1996,NUTS,2010,FR623,3,3.685
1997,NUTS,2010,FR623,3,5.901
1998,NUTS,2010,FR623,3,7.042
1999,NUTS,2010,FR623,3,12.737
2000,NUTS,2010,FR623,3,9.101
2001,NUTS,2010,FR623,3,20.21
2002,NUTS,2010,FR623,3,13.452
2003,NUTS,2010,FR623,3,9.423
2004,NUTS,2010,FR623,3,8.263
2005,NUTS,2010,FR623,3,18.821
2006,NUTS,2010,FR623,3,9.921
2007,NUTS,2010,FR623,3,24.84
2008,NUTS,2010,FR623,3,17.152
2009,NUTS,2010,FR623,3,12.284
2010,NUTS,2010,FR623,3,14.876
2011,NUTS,2010,FR623,3,9.657
2012,NUTS,2010,FR623,3,9.575
2001,NUTS,2010,FR624,3,1.889
2004,NUTS,2010,FR624,3,2.801
2005,NUTS,2010,FR625,3,3.566
2006,NUTS,2010,FR625,3,1.18
1998,NUTS,2010,FR626,3,4.489
2007,NUTS,2010,FR626,3,1.094
1998,NUTS,2010,FR627,3,0.73
1999,NUTS,2010,FR627,3,1.951
2000,NUTS,2010,FR627,3,0.723
2005,NUTS,2010,FR627,3,0.912
2006,NUTS,2010,FR627,3,0.465
2007,NUTS,2010,FR627,3,0.542
2009,NUTS,2010,FR627,3,2.674
2010,NUTS,2010,FR627,3,1.545
2011,NUTS,2010,FR627,3,1.324
1992,NUTS,2010,FR628,3,2.464
1993,NUTS,2010,FR628,3,4.084
1997,NUTS,2010,FR628,3,9.746
1999,NUTS,2010,FR628,3,9.076
2000,NUTS,2010,FR628,3,16.793
2002,NUTS,2010,FR628,3,5.602
2003,NUTS,2010,FR628,3,9.204
2004,NUTS,2010,FR628,3,9.078
2005,NUTS,2010,FR628,3,4.47
2006,NUTS,2010,FR628,3,1.631
2011,NUTS,2010,FR628,3,4.089
1995,NUTS,2010,FR63,2,2.79
2002,NUTS,2010,FR63,2,0.904
2003,NUTS,2010,FR63,2,1.497
2007,NUTS,2010,FR63,2,2.904
2008,NUTS,2010,FR63,2,1.35
2010,NUTS,2010,FR63,2,0.673
2011,NUTS,2010,FR63,2,2.969
2012,NUTS,2010,FR63,2,1.354
1995,NUTS,2010,FR631,3,4.248
2002,NUTS,2010,FR631,3,0.848
2003,NUTS,2010,FR632,3,6.058
1995,NUTS,2010,FR633,3,2.821
2002,NUTS,2010,FR633,3,1.254
2003,NUTS,2010,FR633,3,0.915
2007,NUTS,2010,FR633,3,5.767
2008,NUTS,2010,FR633,3,2.674
2010,NUTS,2010,FR633,3,1.329
2011,NUTS,2010,FR633,3,5.85
2012,NUTS,2010,FR633,3,2.661
1990,NUTS,2010,FR7,1,2.309
1991,NUTS,2010,FR7,1,2.989
1992,NUTS,2010,FR7,1,4.025
1993,NUTS,2010,FR7,1,4.05
1994,NUTS,2010,FR7,1,5.847
1995,NUTS,2010,FR7,1,4.872
1996,NUTS,2010,FR7,1,6.535
1997,NUTS,2010,FR7,1,7.604
1998,NUTS,2010,FR7,1,8.654
1999,NUTS,2010,FR7,1,12.042
2000,NUTS,2010,FR7,1,9.962
2001,NUTS,2010,FR7,1,15.773
2002,NUTS,2010,FR7,1,17.835
2003,NUTS,2010,FR7,1,9.816
2004,NUTS,2010,FR7,1,11.733
2005,NUTS,2010,FR7,1,12.329
2006,NUTS,2010,FR7,1,7.947
2007,NUTS,2010,FR7,1,10.986
2008,NUTS,2010,FR7,1,11.914
2009,NUTS,2010,FR7,1,12.667
2010,NUTS,2010,FR7,1,14.353
2011,NUTS,2010,FR7,1,13.652
2012,NUTS,2010,FR7,1,13.607
1990,NUTS,2010,FR71,2,2.506
1991,NUTS,2010,FR71,2,3.349
1992,NUTS,2010,FR71,2,5.001
1993,NUTS,2010,FR71,2,4.84
1994,NUTS,2010,FR71,2,7.184
1995,NUTS,2010,FR71,2,5.667
1996,NUTS,2010,FR71,2,8.079
1997,NUTS,2010,FR71,2,9.39
1998,NUTS,2010,FR71,2,10.674
1999,NUTS,2010,FR71,2,14.78
2000,NUTS,2010,FR71,2,12.035
2001,NUTS,2010,FR71,2,18.762
2002,NUTS,2010,FR71,2,21.471
2003,NUTS,2010,FR71,2,12.037
2004,NUTS,2010,FR71,2,13.057
2005,NUTS,2010,FR71,2,14.831
2006,NUTS,2010,FR71,2,8.742
2007,NUTS,2010,FR71,2,12.834
2008,NUTS,2010,FR71,2,14.229
2009,NUTS,2010,FR71,2,14.844
2010,NUTS,2010,FR71,2,15.477
2011,NUTS,2010,FR71,2,15.105
2012,NUTS,2010,FR71,2,16.119
1990,NUTS,2010,FR711,3,0.361
1991,NUTS,2010,FR711,3,2.097
1992,NUTS,2010,FR711,3,1.72
1993,NUTS,2010,FR711,3,2.048
1996,NUTS,2010,FR711,3,1.001
1997,NUTS,2010,FR711,3,2.479
1998,NUTS,2010,FR711,3,1.963
1999,NUTS,2010,FR711,3,1.458
2000,NUTS,2010,FR711,3,1.593
2001,NUTS,2010,FR711,3,4.26
2002,NUTS,2010,FR711,3,1.55
2003,NUTS,2010,FR711,3,1.565
2004,NUTS,2010,FR711,3,5.754
2005,NUTS,2010,FR711,3,3.936
2006,NUTS,2010,FR711,3,3.529
2007,NUTS,2010,FR711,3,3.482
2008,NUTS,2010,FR711,3,1.72
2009,NUTS,2010,FR711,3,3.821
2011,NUTS,2010,FR711,3,4.687
2012,NUTS,2010,FR711,3,10.585
1994,NUTS,2010,FR712,3,2.385
1995,NUTS,2010,FR712,3,7.105
1996,NUTS,2010,FR712,3,10.607
1997,NUTS,2010,FR712,3,3.523
1998,NUTS,2010,FR712,3,3.507
1999,NUTS,2010,FR712,3,12.243
2000,NUTS,2010,FR712,3,3.468
2002,NUTS,2010,FR712,3,5.103
2004,NUTS,2010,FR712,3,5.0
2005,NUTS,2010,FR712,3,3.299
2006,NUTS,2010,FR712,3,1.078
2007,NUTS,2010,FR712,3,12.926
2008,NUTS,2010,FR712,3,17.659
2009,NUTS,2010,FR712,3,8.515
2010,NUTS,2010,FR712,3,9.394
2011,NUTS,2010,FR712,3,3.152
2012,NUTS,2010,FR712,3,3.769
1992,NUTS,2010,FR713,3,2.384
1993,NUTS,2010,FR713,3,2.366
1994,NUTS,2010,FR713,3,1.955
1996,NUTS,2010,FR713,3,4.66
1997,NUTS,2010,FR713,3,2.313
1998,NUTS,2010,FR713,3,9.19
1999,NUTS,2010,FR713,3,10.282
2000,NUTS,2010,FR713,3,9.06
2001,NUTS,2010,FR713,3,11.214
2002,NUTS,2010,FR713,3,4.065
2003,NUTS,2010,FR713,3,6.598
2004,NUTS,2010,FR713,3,11.981
2005,NUTS,2010,FR713,3,11.488
2006,NUTS,2010,FR713,3,5.335
2007,NUTS,2010,FR713,3,5.281
2008,NUTS,2010,FR713,3,7.321
2009,NUTS,2010,FR713,3,7.599
2010,NUTS,2010,FR713,3,10.48
2011,NUTS,2010,FR713,3,14.918
2012,NUTS,2010,FR713,3,6.92
1990,NUTS,2010,FR714,3,13.031
1991,NUTS,2010,FR714,3,15.294
1992,NUTS,2010,FR714,3,21.419
1993,NUTS,2010,FR714,3,23.452
1994,NUTS,2010,FR714,3,28.994
1995,NUTS,2010,FR714,3,22.628
1996,NUTS,2010,FR714,3,31.54
1997,NUTS,2010,FR714,3,40.301
1998,NUTS,2010,FR714,3,43.771
1999,NUTS,2010,FR714,3,62.456
2000,NUTS,2010,FR714,3,51.291
2001,NUTS,2010,FR714,3,79.693
2002,NUTS,2010,FR714,3,89.994
2003,NUTS,2010,FR714,3,54.357
2004,NUTS,2010,FR714,3,48.451
2005,NUTS,2010,FR714,3,60.169
2006,NUTS,2010,FR714,3,35.785
2007,NUTS,2010,FR714,3,42.071
2008,NUTS,2010,FR714,3,45.816
2009,NUTS,2010,FR714,3,57.133
2010,NUTS,2010,FR714,3,54.734
2011,NUTS,2010,FR714,3,55.998
2012,NUTS,2010,FR714,3,66.645
1994,NUTS,2010,FR715,3,0.902
1995,NUTS,2010,FR715,3,2.702
1996,NUTS,2010,FR715,3,0.907
2000,NUTS,2010,FR715,3,0.342
2001,NUTS,2010,FR715,3,0.273
2002,NUTS,2010,FR715,3,0.722
2003,NUTS,2010,FR715,3,0.68
2004,NUTS,2010,FR715,3,2.265
2005,NUTS,2010,FR715,3,3.151
2007,NUTS,2010,FR715,3,2.39
2008,NUTS,2010,FR715,3,0.674
2010,NUTS,2010,FR715,3,1.669
2011,NUTS,2010,FR715,3,1.869
1991,NUTS,2010,FR716,3,0.909
1992,NUTS,2010,FR716,3,0.654
1994,NUTS,2010,FR716,3,2.477
1995,NUTS,2010,FR716,3,1.502
1996,NUTS,2010,FR716,3,2.57
1997,NUTS,2010,FR716,3,2.453
1998,NUTS,2010,FR716,3,2.714
1999,NUTS,2010,FR716,3,2.765
2000,NUTS,2010,FR716,3,2.41
2001,NUTS,2010,FR716,3,2.703
2002,NUTS,2010,FR716,3,7.814
2003,NUTS,2010,FR716,3,1.609
2004,NUTS,2010,FR716,3,3.151
2005,NUTS,2010,FR716,3,3.975
2006,NUTS,2010,FR716,3,2.563
2007,NUTS,2010,FR716,3,5.313
2008,NUTS,2010,FR716,3,5.986
2009,NUTS,2010,FR716,3,2.932
2010,NUTS,2010,FR716,3,5.959
2011,NUTS,2010,FR716,3,3.016
2012,NUTS,2010,FR716,3,3.023
1995,NUTS,2010,FR717,3,2.76
1998,NUTS,2010,FR717,3,2.703
1999,NUTS,2010,FR717,3,1.341
2000,NUTS,2010,FR717,3,1.328
2001,NUTS,2010,FR717,3,11.819
2002,NUTS,2010,FR717,3,4.752
2003,NUTS,2010,FR717,3,2.567
2004,NUTS,2010,FR717,3,1.473
2005,NUTS,2010,FR717,3,0.828
2007,NUTS,2010,FR717,3,3.699
2008,NUTS,2010,FR717,3,3.987
2009,NUTS,2010,FR717,3,7.786
2010,NUTS,2010,FR717,3,9.23
2011,NUTS,2010,FR717,3,5.371
2012,NUTS,2010,FR717,3,3.847
1992,NUTS,2010,FR718,3,3.698
1994,NUTS,2010,FR718,3,4.995
1996,NUTS,2010,FR718,3,1.63
1997,NUTS,2010,FR718,3,3.097
1998,NUTS,2010,FR718,3,1.806
1999,NUTS,2010,FR718,3,2.378
2000,NUTS,2010,FR718,3,2.347
2001,NUTS,2010,FR718,3,4.241
2002,NUTS,2010,FR718,3,6.279
2003,NUTS,2010,FR718,3,1.124
2004,NUTS,2010,FR718,3,5.911
2005,NUTS,2010,FR718,3,1.456
2006,NUTS,2010,FR718,3,2.399
2007,NUTS,2010,FR718,3,10.726
2008,NUTS,2010,FR718,3,14.422
2009,NUTS,2010,FR718,3,8.914
2010,NUTS,2010,FR718,3,9.484
2011,NUTS,2010,FR718,3,9.143
2012,NUTS,2010,FR718,3,3.358
1990,NUTS,2010,FR72,2,1.513
1991,NUTS,2010,FR72,2,1.515
1993,NUTS,2010,FR72,2,0.76
1994,NUTS,2010,FR72,2,0.251
1995,NUTS,2010,FR72,2,1.524
1999,NUTS,2010,FR72,2,0.252
2000,NUTS,2010,FR72,2,0.983
2001,NUTS,2010,FR72,2,2.72
2002,NUTS,2010,FR72,2,1.864
2004,NUTS,2010,FR72,2,5.84
2005,NUTS,2010,FR72,2,1.126
2006,NUTS,2010,FR72,2,4.364
2007,NUTS,2010,FR72,2,2.613
2008,NUTS,2010,FR72,2,1.364
2009,NUTS,2010,FR72,2,2.664
2010,NUTS,2010,FR72,2,9.151
2011,NUTS,2010,FR72,2,6.893
2012,NUTS,2010,FR72,2,1.846
1990,NUTS,2010,FR721,3,2.794
2002,NUTS,2010,FR721,3,3.281
2006,NUTS,2010,FR721,3,2.913
2008,NUTS,2010,FR721,3,1.459
2009,NUTS,2010,FR721,3,1.953
2010,NUTS,2010,FR721,3,3.879
2004,NUTS,2010,FR722,3,6.669
2006,NUTS,2010,FR722,3,2.205
1994,NUTS,2010,FR723,3,1.598
1995,NUTS,2010,FR723,3,9.685
2005,NUTS,2010,FR723,3,0.78
2011,NUTS,2010,FR723,3,2.223
1990,NUTS,2010,FR724,3,1.671
1991,NUTS,2010,FR724,3,3.342
1993,NUTS,2010,FR724,3,1.669
1999,NUTS,2010,FR724,3,0.546
2000,NUTS,2010,FR724,3,2.127
2001,NUTS,2010,FR724,3,5.877
2002,NUTS,2010,FR724,3,2.173
2004,NUTS,2010,FR724,3,10.932
2005,NUTS,2010,FR724,3,2.143
2006,NUTS,2010,FR724,3,7.218
2007,NUTS,2010,FR724,3,5.585
2008,NUTS,2010,FR724,3,2.116
2009,NUTS,2010,FR724,3,4.639
2010,NUTS,2010,FR724,3,17.397
2011,NUTS,2010,FR724,3,13.864
2012,NUTS,2010,FR724,3,3.918
1990,NUTS,2010,FR8,1,3.402
1991,NUTS,2010,FR8,1,3.961
1992,NUTS,2010,FR8,1,4.135
1993,NUTS,2010,FR8,1,2.67
1994,NUTS,2010,FR8,1,3.891
1995,NUTS,2010,FR8,1,4.847
1996,NUTS,2010,FR8,1,5.195
1997,NUTS,2010,FR8,1,7.894
1998,NUTS,2010,FR8,1,11.892
1999,NUTS,2010,FR8,1,15.316
2000,NUTS,2010,FR8,1,17.416
2001,NUTS,2010,FR8,1,15.033
2002,NUTS,2010,FR8,1,14.699
2003,NUTS,2010,FR8,1,14.547
2004,NUTS,2010,FR8,1,13.989
2005,NUTS,2010,FR8,1,16.526
2006,NUTS,2010,FR8,1,12.349
2007,NUTS,2010,FR8,1,13.911
2008,NUTS,2010,FR8,1,11.226
2009,NUTS,2010,FR8,1,13.691
2010,NUTS,2010,FR8,1,10.534
2011,NUTS,2010,FR8,1,14.522
2012,NUTS,2010,FR8,1,9.975
1993,NUTS,2010,FR81,2,0.92
1994,NUTS,2010,FR81,2,1.56
1995,NUTS,2010,FR81,2,2.186
1996,NUTS,2010,FR81,2,1.57
1997,NUTS,2010,FR81,2,0.445
1998,NUTS,2010,FR81,2,1.174
1999,NUTS,2010,FR81,2,2.443
2000,NUTS,2010,FR81,2,3.273
2001,NUTS,2010,FR81,2,3.25
2002,NUTS,2010,FR81,2,1.666
2003,NUTS,2010,FR81,2,1.237
2004,NUTS,2010,FR81,2,2.02
2005,NUTS,2010,FR81,2,3.171
2006,NUTS,2010,FR81,2,1.286
2007,NUTS,2010,FR81,2,1.738
2008,NUTS,2010,FR81,2,2.402
2009,NUTS,2010,FR81,2,5.182
2010,NUTS,2010,FR81,2,1.642
2011,NUTS,2010,FR81,2,4.82
2012,NUTS,2010,FR81,2,2.989
2001,NUTS,2010,FR811,3,0.756
2006,NUTS,2010,FR811,3,0.264
2007,NUTS,2010,FR811,3,0.723
2008,NUTS,2010,FR811,3,2.863
2010,NUTS,2010,FR811,3,2.805
2011,NUTS,2010,FR811,3,1.389
1994,NUTS,2010,FR812,3,0.829
1995,NUTS,2010,FR812,3,1.371
1996,NUTS,2010,FR812,3,3.284
1997,NUTS,2010,FR812,3,1.224
1998,NUTS,2010,FR812,3,1.618
1999,NUTS,2010,FR812,3,3.743
2001,NUTS,2010,FR812,3,1.959
2002,NUTS,2010,FR812,3,1.206
2003,NUTS,2010,FR812,3,1.525
2004,NUTS,2010,FR812,3,1.128
2005,NUTS,2010,FR812,3,2.967
2006,NUTS,2010,FR812,3,1.947
2008,NUTS,2010,FR812,3,0.288
2009,NUTS,2010,FR812,3,6.696
2010,NUTS,2010,FR812,3,2.156
2011,NUTS,2010,FR812,3,8.352
2012,NUTS,2010,FR812,3,6.891
1993,NUTS,2010,FR813,3,2.412
1994,NUTS,2010,FR813,3,3.478
1995,NUTS,2010,FR813,3,4.117
1996,NUTS,2010,FR813,3,1.741
1997,NUTS,2010,FR813,3,0.287
1998,NUTS,2010,FR813,3,1.887
1999,NUTS,2010,FR813,3,3.656
2000,NUTS,2010,FR813,3,7.271
2001,NUTS,2010,FR813,3,5.068
2002,NUTS,2010,FR813,3,2.348
2003,NUTS,2010,FR813,3,2.099
2004,NUTS,2010,FR813,3,4.357
2005,NUTS,2010,FR813,3,4.741
2006,NUTS,2010,FR813,3,1.498
2007,NUTS,2010,FR813,3,3.956
2008,NUTS,2010,FR813,3,4.903
2009,NUTS,2010,FR813,3,8.556
