year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_p_mhab_cab
2003,NUTS,2010,UKF11,3,5.035
2004,NUTS,2010,UKF11,3,10.272
2005,NUTS,2010,UKF11,3,4.247
2007,NUTS,2010,UKF11,3,4.184
2008,NUTS,2010,UKF11,3,2.076
2009,NUTS,2010,UKF11,3,5.475
2010,NUTS,2010,UKF11,3,5.092
2011,NUTS,2010,UKF11,3,5.041
1992,NUTS,2010,UKF12,3,1.859
2003,NUTS,2010,UKF12,3,1.224
2006,NUTS,2010,UKF12,3,5.489
1990,NUTS,2010,UKF13,3,3.376
1991,NUTS,2010,UKF13,3,3.934
1992,NUTS,2010,UKF13,3,1.504
1994,NUTS,2010,UKF13,3,0.736
1995,NUTS,2010,UKF13,3,4.069
1996,NUTS,2010,UKF13,3,2.214
1997,NUTS,2010,UKF13,3,3.678
1998,NUTS,2010,UKF13,3,1.641
1999,NUTS,2010,UKF13,3,7.237
2000,NUTS,2010,UKF13,3,14.939
2001,NUTS,2010,UKF13,3,6.436
2002,NUTS,2010,UKF13,3,2.135
2003,NUTS,2010,UKF13,3,0.361
2004,NUTS,2010,UKF13,3,3.553
2005,NUTS,2010,UKF13,3,4.168
2006,NUTS,2010,UKF13,3,4.02
2007,NUTS,2010,UKF13,3,12.138
2008,NUTS,2010,UKF13,3,0.352
2009,NUTS,2010,UKF13,3,2.734
2010,NUTS,2010,UKF13,3,6.137
2011,NUTS,2010,UKF13,3,9.961
1993,NUTS,2010,UKF14,3,4.763
1994,NUTS,2010,UKF14,3,7.195
1995,NUTS,2010,UKF14,3,4.794
1998,NUTS,2010,UKF14,3,5.396
2000,NUTS,2010,UKF14,3,35.533
2001,NUTS,2010,UKF14,3,11.118
2002,NUTS,2010,UKF14,3,16.868
2003,NUTS,2010,UKF14,3,12.206
2004,NUTS,2010,UKF14,3,6.305
2005,NUTS,2010,UKF14,3,4.429
2006,NUTS,2010,UKF14,3,4.901
2007,NUTS,2010,UKF14,3,7.553
2008,NUTS,2010,UKF14,3,3.455
2009,NUTS,2010,UKF14,3,4.474
2010,NUTS,2010,UKF14,3,3.364
2011,NUTS,2010,UKF14,3,3.313
2012,NUTS,2010,UKF14,3,1.632
2001,NUTS,2010,UKF15,3,2.958
2002,NUTS,2010,UKF15,3,5.482
2005,NUTS,2010,UKF15,3,1.149
2008,NUTS,2010,UKF15,3,0.743
2009,NUTS,2010,UKF15,3,1.119
2011,NUTS,2010,UKF15,3,3.768
2012,NUTS,2010,UKF15,3,2.208
1990,NUTS,2010,UKF16,3,3.168
1991,NUTS,2010,UKF16,3,1.58
1992,NUTS,2010,UKF16,3,1.036
1993,NUTS,2010,UKF16,3,1.029
1994,NUTS,2010,UKF16,3,4.642
1995,NUTS,2010,UKF16,3,2.561
1997,NUTS,2010,UKF16,3,3.863
1998,NUTS,2010,UKF16,3,3.092
1999,NUTS,2010,UKF16,3,3.086
2000,NUTS,2010,UKF16,3,2.561
2001,NUTS,2010,UKF16,3,8.998
2002,NUTS,2010,UKF16,3,7.154
2003,NUTS,2010,UKF16,3,3.064
2005,NUTS,2010,UKF16,3,6.866
2006,NUTS,2010,UKF16,3,1.523
2007,NUTS,2010,UKF16,3,1.004
2008,NUTS,2010,UKF16,3,4.549
2009,NUTS,2010,UKF16,3,3.532
2010,NUTS,2010,UKF16,3,6.011
2011,NUTS,2010,UKF16,3,5.238
2012,NUTS,2010,UKF16,3,9.149
1990,NUTS,2010,UKF2,2,2.398
1991,NUTS,2010,UKF2,2,0.681
1992,NUTS,2010,UKF2,2,1.238
1993,NUTS,2010,UKF2,2,0.638
1994,NUTS,2010,UKF2,2,1.557
1995,NUTS,2010,UKF2,2,1.494
1996,NUTS,2010,UKF2,2,4.835
1997,NUTS,2010,UKF2,2,3.445
1998,NUTS,2010,UKF2,2,2.615
1999,NUTS,2010,UKF2,2,3.221
2000,NUTS,2010,UKF2,2,3.934
2001,NUTS,2010,UKF2,2,3.939
2002,NUTS,2010,UKF2,2,3.853
2003,NUTS,2010,UKF2,2,1.857
2004,NUTS,2010,UKF2,2,2.35
2005,NUTS,2010,UKF2,2,4.976
2006,NUTS,2010,UKF2,2,1.801
2007,NUTS,2010,UKF2,2,4.892
2008,NUTS,2010,UKF2,2,2.255
2009,NUTS,2010,UKF2,2,2.583
2010,NUTS,2010,UKF2,2,3.397
2011,NUTS,2010,UKF2,2,1.819
2012,NUTS,2010,UKF2,2,4.264
1990,NUTS,2010,UKF21,3,7.97
1991,NUTS,2010,UKF21,3,3.551
1996,NUTS,2010,UKF21,3,5.148
2000,NUTS,2010,UKF21,3,2.633
2002,NUTS,2010,UKF21,3,3.521
2005,NUTS,2010,UKF21,3,3.358
2007,NUTS,2010,UKF21,3,2.687
2009,NUTS,2010,UKF21,3,5.259
2010,NUTS,2010,UKF21,3,1.551
2012,NUTS,2010,UKF21,3,3.025
1990,NUTS,2010,UKF22,3,1.251
1994,NUTS,2010,UKF22,3,0.81
1995,NUTS,2010,UKF22,3,2.016
1996,NUTS,2010,UKF22,3,1.603
1997,NUTS,2010,UKF22,3,0.399
1998,NUTS,2010,UKF22,3,1.594
2000,NUTS,2010,UKF22,3,2.62
2001,NUTS,2010,UKF22,3,3.627
2002,NUTS,2010,UKF22,3,5.98
2003,NUTS,2010,UKF22,3,4.237
2004,NUTS,2010,UKF22,3,4.438
2005,NUTS,2010,UKF22,3,10.616
2006,NUTS,2010,UKF22,3,4.416
2007,NUTS,2010,UKF22,3,6.085
2008,NUTS,2010,UKF22,3,1.602
2009,NUTS,2010,UKF22,3,3.2
2010,NUTS,2010,UKF22,3,4.15
2011,NUTS,2010,UKF22,3,4.225
2012,NUTS,2010,UKF22,3,5.786
2002,NUTS,2010,UKF24,3,2.388
2004,NUTS,2010,UKF24,3,0.936
2007,NUTS,2010,UKF24,3,1.84
2008,NUTS,2010,UKF24,3,2.261
2009,NUTS,2010,UKF24,3,1.352
2010,NUTS,2010,UKF24,3,3.76
2002,NUTS,2010,UKF25,3,1.152
2003,NUTS,2010,UKF25,3,0.588
2004,NUTS,2010,UKF25,3,1.711
2007,NUTS,2010,UKF25,3,8.167
2008,NUTS,2010,UKF25,3,5.943
2010,NUTS,2010,UKF25,3,3.191
2011,NUTS,2010,UKF25,3,0.632
2012,NUTS,2010,UKF25,3,7.289
1990,NUTS,2010,UKF3,2,1.425
1992,NUTS,2010,UKF3,2,1.689
1994,NUTS,2010,UKF3,2,1.376
1995,NUTS,2010,UKF3,2,1.642
1996,NUTS,2010,UKF3,2,4.879
1997,NUTS,2010,UKF3,2,1.841
1998,NUTS,2010,UKF3,2,1.203
1999,NUTS,2010,UKF3,2,4.497
2000,NUTS,2010,UKF3,2,6.285
2002,NUTS,2010,UKF3,2,2.563
2003,NUTS,2010,UKF3,2,4.55
2004,NUTS,2010,UKF3,2,1.497
2005,NUTS,2010,UKF3,2,2.963
2007,NUTS,2010,UKF3,2,1.45
2008,NUTS,2010,UKF3,2,1.907
2011,NUTS,2010,UKF3,2,1.584
1990,NUTS,2010,UKF30,3,1.425
1992,NUTS,2010,UKF30,3,1.689
1994,NUTS,2010,UKF30,3,1.376
1995,NUTS,2010,UKF30,3,1.642
1996,NUTS,2010,UKF30,3,4.879
1997,NUTS,2010,UKF30,3,1.841
1998,NUTS,2010,UKF30,3,1.203
1999,NUTS,2010,UKF30,3,4.497
2000,NUTS,2010,UKF30,3,6.285
2002,NUTS,2010,UKF30,3,2.563
2003,NUTS,2010,UKF30,3,4.55
2004,NUTS,2010,UKF30,3,1.497
2005,NUTS,2010,UKF30,3,2.963
2007,NUTS,2010,UKF30,3,1.45
2008,NUTS,2010,UKF30,3,1.907
2011,NUTS,2010,UKF30,3,1.584
1990,NUTS,2010,UKG,1,1.95
1991,NUTS,2010,UKG,1,0.99
1992,NUTS,2010,UKG,1,1.114
1993,NUTS,2010,UKG,1,0.79
1994,NUTS,2010,UKG,1,1.62
1995,NUTS,2010,UKG,1,0.491
1996,NUTS,2010,UKG,1,1.337
1997,NUTS,2010,UKG,1,1.668
1998,NUTS,2010,UKG,1,2.332
1999,NUTS,2010,UKG,1,2.472
2000,NUTS,2010,UKG,1,3.225
2001,NUTS,2010,UKG,1,2.811
2002,NUTS,2010,UKG,1,3.58
2003,NUTS,2010,UKG,1,3.551
2004,NUTS,2010,UKG,1,4.92
2005,NUTS,2010,UKG,1,1.963
2006,NUTS,2010,UKG,1,4.32
2007,NUTS,2010,UKG,1,2.792
2008,NUTS,2010,UKG,1,1.661
2009,NUTS,2010,UKG,1,2.781
2010,NUTS,2010,UKG,1,2.122
2011,NUTS,2010,UKG,1,2.026
2012,NUTS,2010,UKG,1,1.63
1990,NUTS,2010,UKG1,2,5.199
1991,NUTS,2010,UKG1,2,1.296
1992,NUTS,2010,UKG1,2,2.861
1993,NUTS,2010,UKG1,2,1.563
1994,NUTS,2010,UKG1,2,5.179
1995,NUTS,2010,UKG1,2,1.9
1996,NUTS,2010,UKG1,2,3.391
1997,NUTS,2010,UKG1,2,3.015
1998,NUTS,2010,UKG1,2,8.28
1999,NUTS,2010,UKG1,2,6.693
2000,NUTS,2010,UKG1,2,8.938
2001,NUTS,2010,UKG1,2,6.974
2002,NUTS,2010,UKG1,2,11.99
2003,NUTS,2010,UKG1,2,8.021
2004,NUTS,2010,UKG1,2,12.131
2005,NUTS,2010,UKG1,2,4.273
2006,NUTS,2010,UKG1,2,11.522
2007,NUTS,2010,UKG1,2,7.103
2008,NUTS,2010,UKG1,2,4.306
2009,NUTS,2010,UKG1,2,6.486
2010,NUTS,2010,UKG1,2,5.764
2011,NUTS,2010,UKG1,2,1.546
2012,NUTS,2010,UKG1,2,3.079
1991,NUTS,2010,UKG11,3,6.242
1996,NUTS,2010,UKG11,3,1.203
1999,NUTS,2010,UKG11,3,7.755
2000,NUTS,2010,UKG11,3,0.984
2003,NUTS,2010,UKG11,3,1.14
2004,NUTS,2010,UKG11,3,4.266
2007,NUTS,2010,UKG11,3,11.174
2012,NUTS,2010,UKG11,3,4.071
1990,NUTS,2010,UKG12,3,9.175
1994,NUTS,2010,UKG12,3,9.961
1996,NUTS,2010,UKG12,3,6.309
1997,NUTS,2010,UKG12,3,4.899
1998,NUTS,2010,UKG12,3,12.022
1999,NUTS,2010,UKG12,3,8.39
2000,NUTS,2010,UKG12,3,13.928
2001,NUTS,2010,UKG12,3,12.016
2002,NUTS,2010,UKG12,3,21.735
2003,NUTS,2010,UKG12,3,14.105
2004,NUTS,2010,UKG12,3,18.796
2005,NUTS,2010,UKG12,3,7.273
2006,NUTS,2010,UKG12,3,21.699
2007,NUTS,2010,UKG12,3,6.596
2008,NUTS,2010,UKG12,3,9.832
2009,NUTS,2010,UKG12,3,12.02
2010,NUTS,2010,UKG12,3,7.99
2011,NUTS,2010,UKG12,3,3.538
2012,NUTS,2010,UKG12,3,5.724
1990,NUTS,2010,UKG13,3,2.741
1991,NUTS,2010,UKG13,3,1.028
1992,NUTS,2010,UKG13,3,6.821
1993,NUTS,2010,UKG13,3,3.736
1994,NUTS,2010,UKG13,3,1.832
1995,NUTS,2010,UKG13,3,4.563
1996,NUTS,2010,UKG13,3,1.012
1997,NUTS,2010,UKG13,3,2.017
1998,NUTS,2010,UKG13,3,7.089
1999,NUTS,2010,UKG13,3,4.506
2000,NUTS,2010,UKG13,3,6.335
2001,NUTS,2010,UKG13,3,3.971
2002,NUTS,2010,UKG13,3,5.704
2003,NUTS,2010,UKG13,3,3.899
2004,NUTS,2010,UKG13,3,7.739
2005,NUTS,2010,UKG13,3,2.552
2006,NUTS,2010,UKG13,3,4.712
2007,NUTS,2010,UKG13,3,6.262
2009,NUTS,2010,UKG13,3,2.922
2010,NUTS,2010,UKG13,3,5.394
1990,NUTS,2010,UKG2,2,0.693
1991,NUTS,2010,UKG2,2,2.071
1992,NUTS,2010,UKG2,2,1.033
1994,NUTS,2010,UKG2,2,0.685
1995,NUTS,2010,UKG2,2,0.225
1996,NUTS,2010,UKG2,2,0.682
1997,NUTS,2010,UKG2,2,0.68
1998,NUTS,2010,UKG2,2,0.339
1999,NUTS,2010,UKG2,2,1.351
2000,NUTS,2010,UKG2,2,1.349
2001,NUTS,2010,UKG2,2,0.895
2002,NUTS,2010,UKG2,2,1.052
2003,NUTS,2010,UKG2,2,2.336
2004,NUTS,2010,UKG2,2,2.212
2005,NUTS,2010,UKG2,2,1.652
2006,NUTS,2010,UKG2,2,1.99
2007,NUTS,2010,UKG2,2,0.868
2008,NUTS,2010,UKG2,2,0.648
2009,NUTS,2010,UKG2,2,0.967
2010,NUTS,2010,UKG2,2,0.963
2011,NUTS,2010,UKG2,2,0.797
2012,NUTS,2010,UKG2,2,1.219
1994,NUTS,2010,UKG22,3,3.686
2002,NUTS,2010,UKG22,3,3.52
2003,NUTS,2010,UKG22,3,12.242
2004,NUTS,2010,UKG22,3,3.474
2006,NUTS,2010,UKG22,3,0.683
2009,NUTS,2010,UKG22,3,0.83
2010,NUTS,2010,UKG22,3,1.649
2012,NUTS,2010,UKG22,3,1.365
1995,NUTS,2010,UKG23,3,1.323
2009,NUTS,2010,UKG23,3,4.071
1990,NUTS,2010,UKG24,3,1.271
1991,NUTS,2010,UKG24,3,3.799
1992,NUTS,2010,UKG24,3,1.893
1996,NUTS,2010,UKG24,3,1.256
1997,NUTS,2010,UKG24,3,1.252
1998,NUTS,2010,UKG24,3,0.623
1999,NUTS,2010,UKG24,3,2.489
2000,NUTS,2010,UKG24,3,2.487
2001,NUTS,2010,UKG24,3,1.65
2002,NUTS,2010,UKG24,3,0.705
2004,NUTS,2010,UKG24,3,2.852
2005,NUTS,2010,UKG24,3,3.046
2006,NUTS,2010,UKG24,3,3.43
2007,NUTS,2010,UKG24,3,1.602
2008,NUTS,2010,UKG24,3,1.197
2009,NUTS,2010,UKG24,3,0.298
2010,NUTS,2010,UKG24,3,1.186
2011,NUTS,2010,UKG24,3,1.475
2012,NUTS,2010,UKG24,3,1.763
1990,NUTS,2010,UKG3,2,1.211
1991,NUTS,2010,UKG3,2,0.256
1992,NUTS,2010,UKG3,2,0.382
1993,NUTS,2010,UKG3,2,0.883
1994,NUTS,2010,UKG3,2,0.536
1996,NUTS,2010,UKG3,2,0.768
1997,NUTS,2010,UKG3,2,1.608
1998,NUTS,2010,UKG3,2,0.707
1999,NUTS,2010,UKG3,2,1.141
2000,NUTS,2010,UKG3,2,1.618
2001,NUTS,2010,UKG3,2,1.946
2002,NUTS,2010,UKG3,2,1.038
2003,NUTS,2010,UKG3,2,2.119
2004,NUTS,2010,UKG3,2,3.039
2005,NUTS,2010,UKG3,2,1.037
2006,NUTS,2010,UKG3,2,2.218
2007,NUTS,2010,UKG3,2,1.834
2008,NUTS,2010,UKG3,2,0.976
2009,NUTS,2010,UKG3,2,2.055
2010,NUTS,2010,UKG3,2,1.048
2011,NUTS,2010,UKG3,2,2.961
2012,NUTS,2010,UKG3,2,1.181
1990,NUTS,2010,UKG31,3,1.825
1991,NUTS,2010,UKG31,3,0.329
1993,NUTS,2010,UKG31,3,0.328
1994,NUTS,2010,UKG31,3,0.399
1997,NUTS,2010,UKG31,3,1.334
1999,NUTS,2010,UKG31,3,2.473
2001,NUTS,2010,UKG31,3,2.538
2002,NUTS,2010,UKG31,3,1.094
2003,NUTS,2010,UKG31,3,2.013
2004,NUTS,2010,UKG31,3,6.173
2006,NUTS,2010,UKG31,3,1.454
2007,NUTS,2010,UKG31,3,1.951
2008,NUTS,2010,UKG31,3,0.571
2009,NUTS,2010,UKG31,3,2.633
2010,NUTS,2010,UKG31,3,0.161
2011,NUTS,2010,UKG31,3,1.939
2012,NUTS,2010,UKG31,3,0.926
1990,NUTS,2010,UKG32,3,1.64
1991,NUTS,2010,UKG32,3,1.646
1992,NUTS,2010,UKG32,3,5.0
1993,NUTS,2010,UKG32,3,1.658
1996,NUTS,2010,UKG32,3,10.006
1998,NUTS,2010,UKG32,3,4.982
2000,NUTS,2010,UKG32,3,3.357
2001,NUTS,2010,UKG32,3,5.018
2002,NUTS,2010,UKG32,3,2.903
2003,NUTS,2010,UKG32,3,6.092
2004,NUTS,2010,UKG32,3,7.469
2005,NUTS,2010,UKG32,3,10.927
2006,NUTS,2010,UKG32,3,6.586
2007,NUTS,2010,UKG32,3,9.865
2008,NUTS,2010,UKG32,3,7.355
2009,NUTS,2010,UKG32,3,4.876
2010,NUTS,2010,UKG32,3,4.857
2011,NUTS,2010,UKG32,3,4.841
1993,NUTS,2010,UKG33,3,4.954
1994,NUTS,2010,UKG33,3,3.31
1997,NUTS,2010,UKG33,3,1.636
1998,NUTS,2010,UKG33,3,1.082
2000,NUTS,2010,UKG33,3,4.935
2001,NUTS,2010,UKG33,3,4.952
2005,NUTS,2010,UKG33,3,1.676
2006,NUTS,2010,UKG33,3,6.684
2007,NUTS,2010,UKG33,3,2.76
2008,NUTS,2010,UKG33,3,1.649
2009,NUTS,2010,UKG33,3,3.265
2010,NUTS,2010,UKG33,3,5.395
2011,NUTS,2010,UKG33,3,15.909
2012,NUTS,2010,UKG33,3,6.25
2002,NUTS,2010,UKG36,3,3.275
2003,NUTS,2010,UKG36,3,5.726
2004,NUTS,2010,UKG36,3,0.654
2009,NUTS,2010,UKG36,3,2.414
2012,NUTS,2010,UKG36,3,0.798
2003,NUTS,2010,UKG38,3,1.962
2006,NUTS,2010,UKG38,3,3.864
1990,NUTS,2010,UKH,1,10.173
1991,NUTS,2010,UKH,1,5.08
1992,NUTS,2010,UKH,1,7.701
1993,NUTS,2010,UKH,1,12.227
1994,NUTS,2010,UKH,1,12.348
1995,NUTS,2010,UKH,1,9.347
1996,NUTS,2010,UKH,1,20.842
1997,NUTS,2010,UKH,1,19.265
1998,NUTS,2010,UKH,1,16.329
1999,NUTS,2010,UKH,1,22.833
2000,NUTS,2010,UKH,1,23.292
2001,NUTS,2010,UKH,1,25.215
2002,NUTS,2010,UKH,1,21.05
2003,NUTS,2010,UKH,1,20.171
2004,NUTS,2010,UKH,1,19.368
2005,NUTS,2010,UKH,1,16.713
2006,NUTS,2010,UKH,1,16.069
2007,NUTS,2010,UKH,1,16.458
2008,NUTS,2010,UKH,1,13.99
2009,NUTS,2010,UKH,1,11.115
2010,NUTS,2010,UKH,1,14.119
2011,NUTS,2010,UKH,1,10.219
2012,NUTS,2010,UKH,1,8.78
1990,NUTS,2010,UKH1,2,10.662
1991,NUTS,2010,UKH1,2,5.347
1992,NUTS,2010,UKH1,2,12.306
1993,NUTS,2010,UKH1,2,18.16
1994,NUTS,2010,UKH1,2,23.617
1995,NUTS,2010,UKH1,2,16.086
1996,NUTS,2010,UKH1,2,37.311
1997,NUTS,2010,UKH1,2,34.354
1998,NUTS,2010,UKH1,2,29.222
1999,NUTS,2010,UKH1,2,36.123
2000,NUTS,2010,UKH1,2,36.797
2001,NUTS,2010,UKH1,2,43.002
2002,NUTS,2010,UKH1,2,33.817
2003,NUTS,2010,UKH1,2,33.847
2004,NUTS,2010,UKH1,2,30.686
2005,NUTS,2010,UKH1,2,34.29
2006,NUTS,2010,UKH1,2,29.799
2007,NUTS,2010,UKH1,2,28.528
2008,NUTS,2010,UKH1,2,23.925
2009,NUTS,2010,UKH1,2,22.073
2010,NUTS,2010,UKH1,2,22.962
2011,NUTS,2010,UKH1,2,17.698
2012,NUTS,2010,UKH1,2,17.813
1990,NUTS,2010,UKH11,3,2.143
1998,NUTS,2010,UKH11,3,3.202
1999,NUTS,2010,UKH11,3,14.917
2000,NUTS,2010,UKH11,3,6.387
2003,NUTS,2010,UKH11,3,2.066
2004,NUTS,2010,UKH11,3,6.169
2007,NUTS,2010,UKH11,3,6.836
1990,NUTS,2010,UKH12,3,30.543
1991,NUTS,2010,UKH12,3,15.773
1992,NUTS,2010,UKH12,3,39.891
1993,NUTS,2010,UKH12,3,53.052
1994,NUTS,2010,UKH12,3,57.82
1995,NUTS,2010,UKH12,3,39.179
1996,NUTS,2010,UKH12,3,111.235
1997,NUTS,2010,UKH12,3,65.162
1998,NUTS,2010,UKH12,3,82.667
1999,NUTS,2010,UKH12,3,97.59
2000,NUTS,2010,UKH12,3,92.142
2001,NUTS,2010,UKH12,3,120.48
2002,NUTS,2010,UKH12,3,76.651
2003,NUTS,2010,UKH12,3,86.763
2004,NUTS,2010,UKH12,3,88.906
2005,NUTS,2010,UKH12,3,103.355
2006,NUTS,2010,UKH12,3,85.81
2007,NUTS,2010,UKH12,3,89.532
2008,NUTS,2010,UKH12,3,69.529
2009,NUTS,2010,UKH12,3,64.188
2010,NUTS,2010,UKH12,3,81.939
2011,NUTS,2010,UKH12,3,66.617
2012,NUTS,2010,UKH12,3,65.564
1990,NUTS,2010,UKH13,3,1.339
1993,NUTS,2010,UKH13,3,1.318
1994,NUTS,2010,UKH13,3,1.748
1995,NUTS,2010,UKH13,3,0.432
1997,NUTS,2010,UKH13,3,3.019
1998,NUTS,2010,UKH13,3,1.504
1999,NUTS,2010,UKH13,3,3.19
2000,NUTS,2010,UKH13,3,2.532
2001,NUTS,2010,UKH13,3,0.214
2002,NUTS,2010,UKH13,3,3.121
2003,NUTS,2010,UKH13,3,0.409
2004,NUTS,2010,UKH13,3,1.636
2005,NUTS,2010,UKH13,3,1.22
2006,NUTS,2010,UKH13,3,1.61
2007,NUTS,2010,UKH13,3,1.598
2009,NUTS,2010,UKH13,3,4.976
2010,NUTS,2010,UKH13,3,3.331
2011,NUTS,2010,UKH13,3,1.168
2012,NUTS,2010,UKH13,3,1.739
1990,NUTS,2010,UKH14,3,8.083
1991,NUTS,2010,UKH14,3,4.653
1992,NUTS,2010,UKH14,3,7.736
1993,NUTS,2010,UKH14,3,14.318
1994,NUTS,2010,UKH14,3,27.658
1995,NUTS,2010,UKH14,3,19.901
1996,NUTS,2010,UKH14,3,30.627
1997,NUTS,2010,UKH14,3,54.279
1998,NUTS,2010,UKH14,3,24.183
1999,NUTS,2010,UKH14,3,29.428
2000,NUTS,2010,UKH14,3,38.93
2001,NUTS,2010,UKH14,3,39.973
2002,NUTS,2010,UKH14,3,42.869
2003,NUTS,2010,UKH14,3,37.122
2004,NUTS,2010,UKH14,3,22.37
2005,NUTS,2010,UKH14,3,23.864
2006,NUTS,2010,UKH14,3,23.314
2007,NUTS,2010,UKH14,3,14.404
2008,NUTS,2010,UKH14,3,19.669
2009,NUTS,2010,UKH14,3,12.202
2010,NUTS,2010,UKH14,3,1.9
2012,NUTS,2010,UKH14,3,0.451
1990,NUTS,2010,UKH2,2,16.615
1991,NUTS,2010,UKH2,2,7.35
1992,NUTS,2010,UKH2,2,6.882
1993,NUTS,2010,UKH2,2,11.689
1994,NUTS,2010,UKH2,2,6.64
1995,NUTS,2010,UKH2,2,8.37
1996,NUTS,2010,UKH2,2,10.958
1997,NUTS,2010,UKH2,2,11.564
1998,NUTS,2010,UKH2,2,11.1
1999,NUTS,2010,UKH2,2,17.45
2000,NUTS,2010,UKH2,2,14.99
2001,NUTS,2010,UKH2,2,16.328
2002,NUTS,2010,UKH2,2,10.929
2003,NUTS,2010,UKH2,2,11.035
2004,NUTS,2010,UKH2,2,7.624
2005,NUTS,2010,UKH2,2,6.005
2006,NUTS,2010,UKH2,2,9.946
2007,NUTS,2010,UKH2,2,9.511
2008,NUTS,2010,UKH2,2,5.982
2009,NUTS,2010,UKH2,2,4.346
2010,NUTS,2010,UKH2,2,9.346
2011,NUTS,2010,UKH2,2,6.707
2012,NUTS,2010,UKH2,2,4.342
1991,NUTS,2010,UKH21,3,5.78
1993,NUTS,2010,UKH21,3,2.821
1994,NUTS,2010,UKH21,3,2.782
1996,NUTS,2010,UKH21,3,6.612
1997,NUTS,2010,UKH21,3,13.746
1998,NUTS,2010,UKH21,3,5.458
2000,NUTS,2010,UKH21,3,1.781
2001,NUTS,2010,UKH21,3,5.385
2002,NUTS,2010,UKH21,3,5.384
2003,NUTS,2010,UKH21,3,2.698
2005,NUTS,2010,UKH21,3,5.421
2012,NUTS,2010,UKH21,3,2.442
1990,NUTS,2010,UKH23,3,12.929
1991,NUTS,2010,UKH23,3,8.828
1992,NUTS,2010,UKH23,3,6.335
1993,NUTS,2010,UKH23,3,11.111
1994,NUTS,2010,UKH23,3,6.715
1995,NUTS,2010,UKH23,3,9.493
1996,NUTS,2010,UKH23,3,10.677
1997,NUTS,2010,UKH23,3,13.874
1998,NUTS,2010,UKH23,3,12.635
1999,NUTS,2010,UKH23,3,22.388
2000,NUTS,2010,UKH23,3,18.531
2001,NUTS,2010,UKH23,3,19.59
2002,NUTS,2010,UKH23,3,14.518
2003,NUTS,2010,UKH23,3,14.699
2004,NUTS,2010,UKH23,3,9.9
2005,NUTS,2010,UKH23,3,6.686
2006,NUTS,2010,UKH23,3,14.15
2007,NUTS,2010,UKH23,3,12.049
2008,NUTS,2010,UKH23,3,8.339
2009,NUTS,2010,UKH23,3,6.727
2010,NUTS,2010,UKH23,3,13.265
2011,NUTS,2010,UKH23,3,9.05
2012,NUTS,2010,UKH23,3,5.629
2002,NUTS,2010,UKH24,3,10.079
2005,NUTS,2010,UKH24,3,4.95
2006,NUTS,2010,UKH24,3,3.289
2007,NUTS,2010,UKH24,3,3.471
2008,NUTS,2010,UKH24,3,6.51
2010,NUTS,2010,UKH24,3,2.12
2012,NUTS,2010,UKH24,3,4.732
2003,NUTS,2010,UKH25,3,8.425
2004,NUTS,2010,UKH25,3,8.352
2005,NUTS,2010,UKH25,3,4.145
2006,NUTS,2010,UKH25,3,3.413
2007,NUTS,2010,UKH25,3,9.489
2010,NUTS,2010,UKH25,3,3.978
2011,NUTS,2010,UKH25,3,5.905
1990,NUTS,2010,UKH3,2,3.206
1991,NUTS,2010,UKH3,2,2.491
1992,NUTS,2010,UKH3,2,2.32
1993,NUTS,2010,UKH3,2,4.81
1994,NUTS,2010,UKH3,2,2.895
1995,NUTS,2010,UKH3,2,1.281
1996,NUTS,2010,UKH3,2,8.462
1997,NUTS,2010,UKH3,2,6.533
1998,NUTS,2010,UKH3,2,4.082
1999,NUTS,2010,UKH3,2,10.201
2000,NUTS,2010,UKH3,2,13.267
2001,NUTS,2010,UKH3,2,10.001
2002,NUTS,2010,UKH3,2,13.852
2003,NUTS,2010,UKH3,2,10.692
2004,NUTS,2010,UKH3,2,15.576
2005,NUTS,2010,UKH3,2,3.231
2006,NUTS,2010,UKH3,2,3.278
2007,NUTS,2010,UKH3,2,6.737
2008,NUTS,2010,UKH3,2,8.255
2009,NUTS,2010,UKH3,2,2.747
2010,NUTS,2010,UKH3,2,6.674
2011,NUTS,2010,UKH3,2,3.383
2012,NUTS,2010,UKH3,2,0.72
1994,NUTS,2010,UKH31,3,6.1
1996,NUTS,2010,UKH31,3,22.917
1997,NUTS,2010,UKH31,3,14.189
1999,NUTS,2010,UKH31,3,2.02
2000,NUTS,2010,UKH31,3,6.163
2002,NUTS,2010,UKH31,3,6.222
1997,NUTS,2010,UKH32,3,11.111
1999,NUTS,2010,UKH32,3,0.503
2000,NUTS,2010,UKH32,3,36.8
2003,NUTS,2010,UKH32,3,1.72
2004,NUTS,2010,UKH32,3,1.707
1990,NUTS,2010,UKH33,3,3.945
1991,NUTS,2010,UKH33,3,3.068
1992,NUTS,2010,UKH33,3,2.861
1993,NUTS,2010,UKH33,3,5.938
1994,NUTS,2010,UKH33,3,2.781
1995,NUTS,2010,UKH33,3,1.582
1996,NUTS,2010,UKH33,3,7.493
1997,NUTS,2010,UKH33,3,5.064
1998,NUTS,2010,UKH33,3,5.042
1999,NUTS,2010,UKH33,3,12.275
2000,NUTS,2010,UKH33,3,11.61
2001,NUTS,2010,UKH33,3,12.319
2002,NUTS,2010,UKH33,3,16.3
2003,NUTS,2010,UKH33,3,12.981
2004,NUTS,2010,UKH33,3,18.993
2005,NUTS,2010,UKH33,3,3.978
