year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_hes_pps_hab_kp05
2013,NUTS,2010,PL4,1,35.6
2014,NUTS,2010,PL4,1,34.3
2015,NUTS,2010,PL4,1,30.2
2016,NUTS,2010,PL4,1,34.4
2017,NUTS,2010,PL4,1,43.0
2018,NUTS,2010,PL4,1,56.4
2019,NUTS,2010,PL4,1,66.2
2000,NUTS,2010,PL41,2,24.2
2001,NUTS,2010,PL41,2,20.8
2002,NUTS,2010,PL41,2,17.4
2003,NUTS,2010,PL41,2,16.0
2004,NUTS,2010,PL41,2,16.0
2005,NUTS,2010,PL41,2,
2006,NUTS,2010,PL41,2,18.0
2007,NUTS,2010,PL41,2,26.1
2008,NUTS,2010,PL41,2,29.1
2009,NUTS,2010,PL41,2,53.1
2010,NUTS,2010,PL41,2,37.7
2011,NUTS,2010,PL41,2,38.3
2012,NUTS,2010,PL41,2,84.9
2013,NUTS,2010,PL41,2,
2014,NUTS,2010,PL41,2,45.6
2015,NUTS,2010,PL41,2,36.8
2016,NUTS,2010,PL41,2,49.5
2017,NUTS,2010,PL41,2,56.3
2018,NUTS,2010,PL41,2,71.5
2019,NUTS,2010,PL41,2,83.1
2000,NUTS,2010,PL42,2,
2001,NUTS,2010,PL42,2,17.0
2002,NUTS,2010,PL42,2,
2003,NUTS,2010,PL42,2,
2004,NUTS,2010,PL42,2,
2005,NUTS,2010,PL42,2,15.4
2006,NUTS,2010,PL42,2,
2007,NUTS,2010,PL42,2,25.1
2008,NUTS,2010,PL42,2,25.6
2009,NUTS,2010,PL42,2,22.2
2010,NUTS,2010,PL42,2,31.2
2011,NUTS,2010,PL42,2,33.4
2012,NUTS,2010,PL42,2,
2013,NUTS,2010,PL42,2,28.4
2014,NUTS,2010,PL42,2,
2015,NUTS,2010,PL42,2,
2016,NUTS,2010,PL42,2,
2017,NUTS,2010,PL42,2,33.3
2018,NUTS,2010,PL42,2,48.5
2019,NUTS,2010,PL42,2,
2000,NUTS,2010,PL43,2,
2001,NUTS,2010,PL43,2,4.8
2002,NUTS,2010,PL43,2,
2003,NUTS,2010,PL43,2,
2004,NUTS,2010,PL43,2,
2005,NUTS,2010,PL43,2,
2006,NUTS,2010,PL43,2,
2007,NUTS,2010,PL43,2,5.4
2008,NUTS,2010,PL43,2,5.8
2009,NUTS,2010,PL43,2,
2010,NUTS,2010,PL43,2,10.1
2011,NUTS,2010,PL43,2,13.5
2012,NUTS,2010,PL43,2,
2013,NUTS,2010,PL43,2,
2014,NUTS,2010,PL43,2,
2015,NUTS,2010,PL43,2,
2016,NUTS,2010,PL43,2,
2017,NUTS,2010,PL43,2,13.4
2018,NUTS,2010,PL43,2,17.6
2019,NUTS,2010,PL43,2,
2000,NUTS,2010,PL5,1,19.0
2001,NUTS,2010,PL5,1,20.4
2002,NUTS,2010,PL5,1,21.4
2003,NUTS,2010,PL5,1,18.9
2004,NUTS,2010,PL5,1,19.7
2005,NUTS,2010,PL5,1,20.3
2006,NUTS,2010,PL5,1,20.1
2007,NUTS,2010,PL5,1,23.7
2008,NUTS,2010,PL5,1,26.8
2009,NUTS,2010,PL5,1,40.4
2010,NUTS,2010,PL5,1,
2011,NUTS,2010,PL5,1,29.1
2012,NUTS,2010,PL5,1,33.5
2013,NUTS,2010,PL5,1,31.1
2014,NUTS,2010,PL5,1,33.5
2015,NUTS,2010,PL5,1,38.9
2016,NUTS,2010,PL5,1,37.0
2017,NUTS,2010,PL5,1,55.5
2018,NUTS,2010,PL5,1,68.6
2019,NUTS,2010,PL5,1,82.5
2000,NUTS,2010,PL51,2,
2001,NUTS,2010,PL51,2,
2002,NUTS,2010,PL51,2,
2003,NUTS,2010,PL51,2,
2004,NUTS,2010,PL51,2,
2005,NUTS,2010,PL51,2,
2006,NUTS,2010,PL51,2,
2007,NUTS,2010,PL51,2,30.3
2009,NUTS,2010,PL51,2,51.4
2010,NUTS,2010,PL51,2,41.5
2011,NUTS,2010,PL51,2,
2012,NUTS,2010,PL51,2,42.7
2013,NUTS,2010,PL51,2,37.7
2014,NUTS,2010,PL51,2,
2015,NUTS,2010,PL51,2,45.6
2016,NUTS,2010,PL51,2,41.1
2017,NUTS,2010,PL51,2,66.4
2018,NUTS,2010,PL51,2,83.4
2019,NUTS,2010,PL51,2,97.6
2000,NUTS,2010,PL52,2,
2001,NUTS,2010,PL52,2,
2002,NUTS,2010,PL52,2,
2003,NUTS,2010,PL52,2,
2004,NUTS,2010,PL52,2,
2005,NUTS,2010,PL52,2,
2006,NUTS,2010,PL52,2,
2007,NUTS,2010,PL52,2,5.7
2009,NUTS,2010,PL52,2,9.8
2010,NUTS,2010,PL52,2,
2011,NUTS,2010,PL52,2,
2012,NUTS,2010,PL52,2,6.4
2013,NUTS,2010,PL52,2,11.5
2014,NUTS,2010,PL52,2,
2015,NUTS,2010,PL52,2,19.1
2016,NUTS,2010,PL52,2,24.8
2017,NUTS,2010,PL52,2,22.7
2018,NUTS,2010,PL52,2,24.0
2019,NUTS,2010,PL52,2,37.1
2000,NUTS,2010,PL6,1,14.8
2001,NUTS,2010,PL6,1,14.8
2002,NUTS,2010,PL6,1,13.8
2003,NUTS,2010,PL6,1,11.6
2004,NUTS,2010,PL6,1,12.7
2005,NUTS,2010,PL6,1,13.4
2006,NUTS,2010,PL6,1,14.9
2007,NUTS,2010,PL6,1,14.5
2008,NUTS,2010,PL6,1,18.3
2009,NUTS,2010,PL6,1,32.1
2010,NUTS,2010,PL6,1,26.9
2011,NUTS,2010,PL6,1,30.4
2012,NUTS,2010,PL6,1,44.2
2013,NUTS,2010,PL6,1,
2014,NUTS,2010,PL6,1,26.3
2015,NUTS,2010,PL6,1,28.4
2016,NUTS,2010,PL6,1,32.2
2017,NUTS,2010,PL6,1,37.9
2018,NUTS,2010,PL6,1,45.7
2019,NUTS,2010,PL6,1,68.5
2000,NUTS,2010,PL61,2,
2001,NUTS,2010,PL61,2,
2002,NUTS,2010,PL61,2,
2003,NUTS,2010,PL61,2,
2004,NUTS,2010,PL61,2,
2005,NUTS,2010,PL61,2,8.9
2006,NUTS,2010,PL61,2,14.9
2007,NUTS,2010,PL61,2,11.6
2008,NUTS,2010,PL61,2,14.8
2009,NUTS,2010,PL61,2,52.8
2010,NUTS,2010,PL61,2,
2011,NUTS,2010,PL61,2,20.3
2012,NUTS,2010,PL61,2,29.7
2013,NUTS,2010,PL61,2,
2014,NUTS,2010,PL61,2,16.6
2015,NUTS,2010,PL61,2,18.8
2016,NUTS,2010,PL61,2,16.5
2017,NUTS,2010,PL61,2,24.0
2018,NUTS,2010,PL61,2,
2019,NUTS,2010,PL61,2,
2000,NUTS,2010,PL62,2,
2001,NUTS,2010,PL62,2,
2002,NUTS,2010,PL62,2,
2003,NUTS,2010,PL62,2,
2004,NUTS,2010,PL62,2,
2005,NUTS,2010,PL62,2,8.2
2006,NUTS,2010,PL62,2,7.9
2007,NUTS,2010,PL62,2,9.2
2008,NUTS,2010,PL62,2,13.2
2009,NUTS,2010,PL62,2,
2010,NUTS,2010,PL62,2,
2011,NUTS,2010,PL62,2,
2012,NUTS,2010,PL62,2,19.9
2013,NUTS,2010,PL62,2,15.8
2014,NUTS,2010,PL62,2,13.0
2015,NUTS,2010,PL62,2,19.7
2016,NUTS,2010,PL62,2,22.6
2017,NUTS,2010,PL62,2,31.7
2018,NUTS,2010,PL62,2,
2019,NUTS,2010,PL62,2,
2000,NUTS,2010,PL63,2,21.2
2001,NUTS,2010,PL63,2,21.5
2002,NUTS,2010,PL63,2,18.0
2003,NUTS,2010,PL63,2,17.2
2004,NUTS,2010,PL63,2,18.6
2005,NUTS,2010,PL63,2,21.0
2006,NUTS,2010,PL63,2,19.4
2007,NUTS,2010,PL63,2,20.7
2008,NUTS,2010,PL63,2,24.9
2009,NUTS,2010,PL63,2,21.7
2010,NUTS,2010,PL63,2,24.9
2011,NUTS,2010,PL63,2,
2012,NUTS,2010,PL63,2,73.0
2013,NUTS,2010,PL63,2,46.9
2014,NUTS,2010,PL63,2,43.6
2015,NUTS,2010,PL63,2,42.5
2016,NUTS,2010,PL63,2,52.4
2017,NUTS,2010,PL63,2,54.2
2018,NUTS,2010,PL63,2,59.0
2019,NUTS,2010,PL63,2,96.8
2016,NUTS,2010,PL7,1,35.4
2017,NUTS,2010,PL7,1,36.4
2018,NUTS,2010,PL7,1,55.9
2019,NUTS,2010,PL7,1,74.7
2016,NUTS,2010,PL71,2,44.5
2017,NUTS,2010,PL71,2,50.2
2018,NUTS,2010,PL71,2,72.7
2019,NUTS,2010,PL71,2,96.8
2016,NUTS,2010,PL72,2,17.3
2017,NUTS,2010,PL72,2,8.7
2018,NUTS,2010,PL72,2,22.2
2019,NUTS,2010,PL72,2,30.3
2016,NUTS,2010,PL8,1,48.4
2017,NUTS,2010,PL8,1,48.6
2018,NUTS,2010,PL8,1,54.4
2019,NUTS,2010,PL8,1,66.6
2016,NUTS,2010,PL81,2,73.3
2017,NUTS,2010,PL81,2,76.5
2018,NUTS,2010,PL81,2,82.9
2019,NUTS,2010,PL81,2,98.7
2016,NUTS,2010,PL82,2,31.3
2017,NUTS,2010,PL82,2,18.7
2018,NUTS,2010,PL82,2,24.8
2019,NUTS,2010,PL82,2,31.0
2016,NUTS,2010,PL84,2,33.8
2017,NUTS,2010,PL84,2,51.6
2018,NUTS,2010,PL84,2,56.0
2019,NUTS,2010,PL84,2,72.7
2016,NUTS,2010,PL9,1,128.6
2017,NUTS,2010,PL9,1,136.2
2018,NUTS,2010,PL9,1,152.0
2019,NUTS,2010,PL9,1,190.0
2016,NUTS,2010,PL91,2,221.8
2017,NUTS,2010,PL91,2,233.5
2018,NUTS,2010,PL91,2,260.2
2019,NUTS,2010,PL91,2,
2016,NUTS,2010,PL92,2,10.1
2017,NUTS,2010,PL92,2,11.3
2018,NUTS,2010,PL92,2,11.9
2019,NUTS,2010,PL92,2,
1995,NUTS,2010,PT,0,29.3
1996,NUTS,2010,PT,0,33.6
1997,NUTS,2010,PT,0,37.1
1998,NUTS,2010,PT,0,41.9
1999,NUTS,2010,PT,0,46.5
2000,NUTS,2010,PT,0,49.4
2001,NUTS,2010,PT,0,51.8
2002,NUTS,2010,PT,0,50.1
2003,NUTS,2010,PT,0,48.9
2004,NUTS,2010,PT,0,49.7
2005,NUTS,2010,PT,0,49.9
2006,NUTS,2010,PT,0,57.5
2007,NUTS,2010,PT,0,64.7
2008,NUTS,2010,PT,0,96.3
2009,NUTS,2010,PT,0,108.3
2010,NUTS,2010,PT,0,107.8
2011,NUTS,2010,PT,0,99.3
2012,NUTS,2010,PT,0,90.5
2013,NUTS,2010,PT,0,106.1
2014,NUTS,2010,PT,0,107.0
2015,NUTS,2010,PT,0,105.3
2016,NUTS,2010,PT,0,109.1
2017,NUTS,2010,PT,0,110.9
2018,NUTS,2010,PT,0,114.4
2019,NUTS,2010,PT,0,118.3
2020,NUTS,2010,PT,0,111.5
1995,NUTS,2010,PT1,1,29.9
1997,NUTS,2010,PT1,1,37.9
1999,NUTS,2010,PT1,1,47.5
2000,NUTS,2010,PT1,1,50.4
2001,NUTS,2010,PT1,1,52.7
2002,NUTS,2010,PT1,1,51.1
2003,NUTS,2010,PT1,1,50.0
2004,NUTS,2010,PT1,1,50.8
2005,NUTS,2010,PT1,1,51.2
2006,NUTS,2010,PT1,1,58.9
2007,NUTS,2010,PT1,1,66.1
2008,NUTS,2010,PT1,1,99.2
2009,NUTS,2010,PT1,1,111.0
2010,NUTS,2010,PT1,1,111.5
2011,NUTS,2010,PT1,1,102.8
2012,NUTS,2010,PT1,1,93.6
2013,NUTS,2010,PT1,1,109.8
2014,NUTS,2010,PT1,1,110.6
2015,NUTS,2010,PT1,1,109.0
2016,NUTS,2010,PT1,1,112.9
2017,NUTS,2010,PT1,1,114.8
2018,NUTS,2010,PT1,1,118.3
2019,NUTS,2010,PT1,1,122.5
2020,NUTS,2010,PT1,1,115.5
1995,NUTS,2010,PT11,2,22.7
1997,NUTS,2010,PT11,2,26.4
1999,NUTS,2010,PT11,2,33.7
2000,NUTS,2010,PT11,2,5.9
2001,NUTS,2010,PT11,2,5.8
2002,NUTS,2010,PT11,2,22.0
2003,NUTS,2010,PT11,2,37.1
2004,NUTS,2010,PT11,2,38.0
2005,NUTS,2010,PT11,2,38.5
2006,NUTS,2010,PT11,2,46.7
2007,NUTS,2010,PT11,2,54.5
2008,NUTS,2010,PT11,2,65.8
2009,NUTS,2010,PT11,2,85.6
2010,NUTS,2010,PT11,2,86.4
2011,NUTS,2010,PT11,2,90.0
2012,NUTS,2010,PT11,2,70.5
2013,NUTS,2010,PT11,2,90.2
2014,NUTS,2010,PT11,2,90.2
2015,NUTS,2010,PT11,2,94.0
2016,NUTS,2010,PT11,2,97.5
2017,NUTS,2010,PT11,2,101.3
2018,NUTS,2010,PT11,2,104.3
2019,NUTS,2010,PT11,2,110.3
2020,NUTS,2010,PT11,2,104.3
1995,NUTS,2010,PT15,2,18.0
1997,NUTS,2010,PT15,2,30.6
1999,NUTS,2010,PT15,2,45.5
2000,NUTS,2010,PT15,2,44.5
2001,NUTS,2010,PT15,2,43.3
2002,NUTS,2010,PT15,2,38.9
2003,NUTS,2010,PT15,2,35.2
2004,NUTS,2010,PT15,2,33.8
2005,NUTS,2010,PT15,2,32.3
2006,NUTS,2010,PT15,2,42.6
2007,NUTS,2010,PT15,2,52.0
2008,NUTS,2010,PT15,2,59.2
2009,NUTS,2010,PT15,2,66.9
2010,NUTS,2010,PT15,2,70.0
2011,NUTS,2010,PT15,2,62.1
2012,NUTS,2010,PT15,2,55.8
2013,NUTS,2010,PT15,2,51.3
2014,NUTS,2010,PT15,2,57.1
2015,NUTS,2010,PT15,2,55.1
2016,NUTS,2010,PT15,2,58.2
2017,NUTS,2010,PT15,2,50.7
2018,NUTS,2010,PT15,2,60.2
2019,NUTS,2010,PT15,2,66.3
2020,NUTS,2010,PT15,2,59.7
2000,NUTS,2010,PT16,2,45.3
2001,NUTS,2010,PT16,2,47.8
2002,NUTS,2010,PT16,2,47.0
2003,NUTS,2010,PT16,2,46.7
2004,NUTS,2010,PT16,2,47.0
2005,NUTS,2010,PT16,2,46.9
2006,NUTS,2010,PT16,2,53.0
2007,NUTS,2010,PT16,2,58.8
2008,NUTS,2010,PT16,2,87.8
2009,NUTS,2010,PT16,2,95.0
2010,NUTS,2010,PT16,2,104.2
2011,NUTS,2010,PT16,2,93.1
2012,NUTS,2010,PT16,2,87.8
2013,NUTS,2010,PT16,2,102.1
2014,NUTS,2010,PT16,2,103.9
2015,NUTS,2010,PT16,2,97.2
2016,NUTS,2010,PT16,2,95.4
2017,NUTS,2010,PT16,2,100.2
2018,NUTS,2010,PT16,2,103.4
2019,NUTS,2010,PT16,2,104.8
2020,NUTS,2010,PT16,2,98.7
2000,NUTS,2010,PT17,2,80.8
2001,NUTS,2010,PT17,2,83.2
2002,NUTS,2010,PT17,2,79.8
2003,NUTS,2010,PT17,2,77.3
2004,NUTS,2010,PT17,2,79.1
2005,NUTS,2010,PT17,2,80.2
2006,NUTS,2010,PT17,2,88.2
2007,NUTS,2010,PT17,2,95.6
2008,NUTS,2010,PT17,2,174.7
2009,NUTS,2010,PT17,2,173.0
2010,NUTS,2010,PT17,2,175.1
2011,NUTS,2010,PT17,2,151.4
2012,NUTS,2010,PT17,2,149.3
2013,NUTS,2010,PT17,2,169.3
2014,NUTS,2010,PT17,2,169.6
2015,NUTS,2010,PT17,2,163.5
2016,NUTS,2010,PT17,2,172.1
2017,NUTS,2010,PT17,2,170.7
2018,NUTS,2010,PT17,2,173.5
2019,NUTS,2010,PT17,2,178.0
2020,NUTS,2010,PT17,2,166.8
2000,NUTS,2010,PT18,2,175.2
2001,NUTS,2010,PT18,2,190.5
2002,NUTS,2010,PT18,2,109.0
2003,NUTS,2010,PT18,2,34.1
2004,NUTS,2010,PT18,2,33.8
2005,NUTS,2010,PT18,2,33.1
2006,NUTS,2010,PT18,2,39.8
2007,NUTS,2010,PT18,2,46.1
2008,NUTS,2010,PT18,2,44.9
2009,NUTS,2010,PT18,2,82.0
2010,NUTS,2010,PT18,2,46.5
2011,NUTS,2010,PT18,2,38.2
2012,NUTS,2010,PT18,2,37.5
2013,NUTS,2010,PT18,2,40.2
2014,NUTS,2010,PT18,2,40.7
2015,NUTS,2010,PT18,2,42.9
2016,NUTS,2010,PT18,2,47.8
2017,NUTS,2010,PT18,2,47.4
2018,NUTS,2010,PT18,2,51.7
2019,NUTS,2010,PT18,2,51.6
2020,NUTS,2010,PT18,2,51.0
1995,NUTS,2010,PT2,1,27.4
1997,NUTS,2010,PT2,1,27.8
1999,NUTS,2010,PT2,1,45.8
2000,NUTS,2010,PT2,1,13.5
2001,NUTS,2010,PT2,1,17.3
2002,NUTS,2010,PT2,1,29.7
2003,NUTS,2010,PT2,1,41.4
2004,NUTS,2010,PT2,1,37.7
2005,NUTS,2010,PT2,1,33.8
2006,NUTS,2010,PT2,1,38.5
2007,NUTS,2010,PT2,1,42.9
2008,NUTS,2010,PT2,1,46.0
2009,NUTS,2010,PT2,1,91.0
2010,NUTS,2010,PT2,1,40.1
2011,NUTS,2010,PT2,1,40.8
2012,NUTS,2010,PT2,1,42.2
2013,NUTS,2010,PT2,1,39.3
2014,NUTS,2010,PT2,1,41.3
2015,NUTS,2010,PT2,1,37.4
2016,NUTS,2010,PT2,1,36.2
2017,NUTS,2010,PT2,1,39.5
2018,NUTS,2010,PT2,1,43.5
2019,NUTS,2010,PT2,1,39.9
2020,NUTS,2010,PT2,1,37.3
1995,NUTS,2010,PT20,2,27.4
1997,NUTS,2010,PT20,2,27.8
1999,NUTS,2010,PT20,2,45.8
2000,NUTS,2010,PT20,2,13.5
2001,NUTS,2010,PT20,2,17.3
2002,NUTS,2010,PT20,2,29.7
2003,NUTS,2010,PT20,2,41.4
2004,NUTS,2010,PT20,2,37.7
2005,NUTS,2010,PT20,2,33.8
2006,NUTS,2010,PT20,2,38.5
2007,NUTS,2010,PT20,2,42.9
2008,NUTS,2010,PT20,2,46.0
2009,NUTS,2010,PT20,2,91.0
2010,NUTS,2010,PT20,2,40.1
2011,NUTS,2010,PT20,2,40.8
2012,NUTS,2010,PT20,2,42.2
2013,NUTS,2010,PT20,2,39.3
2014,NUTS,2010,PT20,2,41.3
2015,NUTS,2010,PT20,2,37.4
2016,NUTS,2010,PT20,2,36.2
2017,NUTS,2010,PT20,2,39.5
2018,NUTS,2010,PT20,2,43.5
2019,NUTS,2010,PT20,2,39.9
2020,NUTS,2010,PT20,2,37.3
1995,NUTS,2010,PT3,1,9.0
1997,NUTS,2010,PT3,1,11.6
1999,NUTS,2010,PT3,1,9.3
2000,NUTS,2010,PT3,1,47.6
2001,NUTS,2010,PT3,1,49.4
2002,NUTS,2010,PT3,1,31.2
2003,NUTS,2010,PT3,1,15.0
2004,NUTS,2010,PT3,1,15.8
2005,NUTS,2010,PT3,1,16.4
2006,NUTS,2010,PT3,1,23.9
2007,NUTS,2010,PT3,1,30.9
2008,NUTS,2010,PT3,1,34.6
2009,NUTS,2010,PT3,1,20.8
2010,NUTS,2010,PT3,1,28.1
2011,NUTS,2010,PT3,1,20.9
2012,NUTS,2010,PT3,1,20.3
2013,NUTS,2010,PT3,1,27.3
2014,NUTS,2010,PT3,1,30.5
2015,NUTS,2010,PT3,1,31.9
2016,NUTS,2010,PT3,1,30.6
2017,NUTS,2010,PT3,1,31.1
2018,NUTS,2010,PT3,1,33.3
2019,NUTS,2010,PT3,1,30.3
2020,NUTS,2010,PT3,1,27.4
1995,NUTS,2010,PT30,2,9.0
1997,NUTS,2010,PT30,2,11.6
1999,NUTS,2010,PT30,2,9.3
2000,NUTS,2010,PT30,2,47.6
2001,NUTS,2010,PT30,2,49.4
2002,NUTS,2010,PT30,2,31.2
2003,NUTS,2010,PT30,2,15.0
2004,NUTS,2010,PT30,2,15.8
2005,NUTS,2010,PT30,2,16.4
2006,NUTS,2010,PT30,2,23.9
2007,NUTS,2010,PT30,2,30.9
2008,NUTS,2010,PT30,2,34.6
2009,NUTS,2010,PT30,2,20.8
2010,NUTS,2010,PT30,2,28.1
2011,NUTS,2010,PT30,2,20.9
2012,NUTS,2010,PT30,2,20.3
2013,NUTS,2010,PT30,2,27.3
2014,NUTS,2010,PT30,2,30.5
2015,NUTS,2010,PT30,2,31.9
2016,NUTS,2010,PT30,2,30.6
2017,NUTS,2010,PT30,2,31.1
2018,NUTS,2010,PT30,2,33.3
2019,NUTS,2010,PT30,2,30.3
2020,NUTS,2010,PT30,2,27.4
1995,NUTS,2010,RO,0,1.1
1996,NUTS,2010,RO,0,1.3
1997,NUTS,2010,RO,0,0.9
1998,NUTS,2010,RO,0,1.3
1999,NUTS,2010,RO,0,1.6
2000,NUTS,2010,RO,0,2.4
2001,NUTS,2010,RO,0,2.6
2002,NUTS,2010,RO,0,3.8
2003,NUTS,2010,RO,0,2.5
2004,NUTS,2010,RO,0,2.9
2005,NUTS,2010,RO,0,4.4
2006,NUTS,2010,RO,0,6.9
2007,NUTS,2010,RO,0,11.3
2008,NUTS,2010,RO,0,16.4
2009,NUTS,2010,RO,0,10.8
2010,NUTS,2010,RO,0,10.6
2011,NUTS,2010,RO,0,11.1
2012,NUTS,2010,RO,0,9.5
2013,NUTS,2010,RO,0,8.0
2014,NUTS,2010,RO,0,6.3
2015,NUTS,2010,RO,0,9.5
2016,NUTS,2010,RO,0,6.4
2017,NUTS,2010,RO,0,6.8
2018,NUTS,2010,RO,0,6.6
2019,NUTS,2010,RO,0,6.8
2020,NUTS,2010,RO,0,5.5
2001,NUTS,2010,RO1,1,1.6
2002,NUTS,2010,RO1,1,4.5
2003,NUTS,2010,RO1,1,1.3
2004,NUTS,2010,RO1,1,1.4
2005,NUTS,2010,RO1,1,6.3
2006,NUTS,2010,RO1,1,6.6
2007,NUTS,2010,RO1,1,11.3
2008,NUTS,2010,RO1,1,14.3
2009,NUTS,2010,RO1,1,9.5
2010,NUTS,2010,RO1,1,10.8
2011,NUTS,2010,RO1,1,12.2
2012,NUTS,2010,RO1,1,13.7
2013,NUTS,2010,RO1,1,11.8
2014,NUTS,2010,RO1,1,7.7
2015,NUTS,2010,RO1,1,11.5
2016,NUTS,2010,RO1,1,7.9
2017,NUTS,2010,RO1,1,7.3
2018,NUTS,2010,RO1,1,7.2
2019,NUTS,2010,RO1,1,7.8
2001,NUTS,2010,RO11,2,2.6
2002,NUTS,2010,RO11,2,8.3
2003,NUTS,2010,RO11,2,2.1
2004,NUTS,2010,RO11,2,2.5
2005,NUTS,2010,RO11,2,10.1
2006,NUTS,2010,RO11,2,10.2
2007,NUTS,2010,RO11,2,15.9
2008,NUTS,2010,RO11,2,21.5
2009,NUTS,2010,RO11,2,14.6
2010,NUTS,2010,RO11,2,14.8
2011,NUTS,2010,RO11,2,15.3
2012,NUTS,2010,RO11,2,19.0
2013,NUTS,2010,RO11,2,17.8
2014,NUTS,2010,RO11,2,11.5
2015,NUTS,2010,RO11,2,18.2
2016,NUTS,2010,RO11,2,12.2
2017,NUTS,2010,RO11,2,11.0
2018,NUTS,2010,RO11,2,11.4
2019,NUTS,2010,RO11,2,12.6
2001,NUTS,2010,RO12,2,0.5
2002,NUTS,2010,RO12,2,0.4
2003,NUTS,2010,RO12,2,0.4
2004,NUTS,2010,RO12,2,0.3
2005,NUTS,2010,RO12,2,2.3
2006,NUTS,2010,RO12,2,2.8
2007,NUTS,2010,RO12,2,6.3
2008,NUTS,2010,RO12,2,6.5
2009,NUTS,2010,RO12,2,4.1
2010,NUTS,2010,RO12,2,6.6
2011,NUTS,2010,RO12,2,8.9
2012,NUTS,2010,RO12,2,7.9
2013,NUTS,2010,RO12,2,5.2
2014,NUTS,2010,RO12,2,3.6
2015,NUTS,2010,RO12,2,4.0
2016,NUTS,2010,RO12,2,3.2
2017,NUTS,2010,RO12,2,3.2
2018,NUTS,2010,RO12,2,2.6
2019,NUTS,2010,RO12,2,2.5
2001,NUTS,2010,RO2,1,1.4
2002,NUTS,2010,RO2,1,1.0
2003,NUTS,2010,RO2,1,0.6
2004,NUTS,2010,RO2,1,0.8
2005,NUTS,2010,RO2,1,2.2
2006,NUTS,2010,RO2,1,3.7
2007,NUTS,2010,RO2,1,7.1
2008,NUTS,2010,RO2,1,8.8
2009,NUTS,2010,RO2,1,6.5
2010,NUTS,2010,RO2,1,5.3
2011,NUTS,2010,RO2,1,5.3
2012,NUTS,2010,RO2,1,5.3
2013,NUTS,2010,RO2,1,4.2
2014,NUTS,2010,RO2,1,4.3
2015,NUTS,2010,RO2,1,10.8
2016,NUTS,2010,RO2,1,3.6
2017,NUTS,2010,RO2,1,2.9
2018,NUTS,2010,RO2,1,2.8
2019,NUTS,2010,RO2,1,2.9
2001,NUTS,2010,RO21,2,2.1
2002,NUTS,2010,RO21,2,1.1
2003,NUTS,2010,RO21,2,0.6
2004,NUTS,2010,RO21,2,1.1
2005,NUTS,2010,RO21,2,3.1
2006,NUTS,2010,RO21,2,5.5
2007,NUTS,2010,RO21,2,10.7
2008,NUTS,2010,RO21,2,12.9
2009,NUTS,2010,RO21,2,8.8
2010,NUTS,2010,RO21,2,7.0
2011,NUTS,2010,RO21,2,7.5
2012,NUTS,2010,RO21,2,8.1
2013,NUTS,2010,RO21,2,6.2
2014,NUTS,2010,RO21,2,6.6
2015,NUTS,2010,RO21,2,18.0
2016,NUTS,2010,RO21,2,5.2
2017,NUTS,2010,RO21,2,4.0
2018,NUTS,2010,RO21,2,3.1
2019,NUTS,2010,RO21,2,3.7
2001,NUTS,2010,RO22,2,0.5
2002,NUTS,2010,RO22,2,0.8
2003,NUTS,2010,RO22,2,0.6
2004,NUTS,2010,RO22,2,0.4
2005,NUTS,2010,RO22,2,0.9
2006,NUTS,2010,RO22,2,1.2
2007,NUTS,2010,RO22,2,2.5
2008,NUTS,2010,RO22,2,3.2
2009,NUTS,2010,RO22,2,3.4
2010,NUTS,2010,RO22,2,3.1
2011,NUTS,2010,RO22,2,2.6
2012,NUTS,2010,RO22,2,1.6
2013,NUTS,2010,RO22,2,1.6
2014,NUTS,2010,RO22,2,1.4
2015,NUTS,2010,RO22,2,1.4
2016,NUTS,2010,RO22,2,1.5
2017,NUTS,2010,RO22,2,1.4
2018,NUTS,2010,RO22,2,2.4
2019,NUTS,2010,RO22,2,1.7
2001,NUTS,2010,RO3,1,6.4
2002,NUTS,2010,RO3,1,7.6
2003,NUTS,2010,RO3,1,7.0
2004,NUTS,2010,RO3,1,5.1
2005,NUTS,2010,RO3,1,6.8
2006,NUTS,2010,RO3,1,12.2
2007,NUTS,2010,RO3,1,19.5
2008,NUTS,2010,RO3,1,30.1
2009,NUTS,2010,RO3,1,19.3
2010,NUTS,2010,RO3,1,17.5
2011,NUTS,2010,RO3,1,15.8
2012,NUTS,2010,RO3,1,10.5
2013,NUTS,2010,RO3,1,8.5
2014,NUTS,2010,RO3,1,7.7
2015,NUTS,2010,RO3,1,8.5
2016,NUTS,2010,RO3,1,9.4
2017,NUTS,2010,RO3,1,12.1
2018,NUTS,2010,RO3,1,12.0
2019,NUTS,2010,RO3,1,12.1
2001,NUTS,2010,RO31,2,0.3
2002,NUTS,2010,RO31,2,0.4
2003,NUTS,2010,RO31,2,0.5
2004,NUTS,2010,RO31,2,0.5
2005,NUTS,2010,RO31,2,0.5
2006,NUTS,2010,RO31,2,1.0
2007,NUTS,2010,RO31,2,1.9
2008,NUTS,2010,RO31,2,2.8
2009,NUTS,2010,RO31,2,1.7
2010,NUTS,2010,RO31,2,1.3
2011,NUTS,2010,RO31,2,1.3
2012,NUTS,2010,RO31,2,1.1
2013,NUTS,2010,RO31,2,0.7
2014,NUTS,2010,RO31,2,0.6
2015,NUTS,2010,RO31,2,0.6
