year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_rse_f_pc_emp_fte
2019,NUTS,2010,HU22,2,0.0811
2011,NUTS,2010,HU23,2,0.1515
2012,NUTS,2010,HU23,2,0.1701
2013,NUTS,2010,HU23,2,0.1023
2014,NUTS,2010,HU23,2,0.1097
2015,NUTS,2010,HU23,2,0.0842
2016,NUTS,2010,HU23,2,0.0986
2017,NUTS,2010,HU23,2,0.1251
2018,NUTS,2010,HU23,2,0.2013
2019,NUTS,2010,HU23,2,0.243
2011,NUTS,2010,HU3,1,0.1302
2012,NUTS,2010,HU3,1,0.1249
2013,NUTS,2010,HU3,1,0.1303
2014,NUTS,2010,HU3,1,0.1229
2015,NUTS,2010,HU3,1,0.1199
2016,NUTS,2010,HU3,1,0.1157
2017,NUTS,2010,HU3,1,0.1197
2018,NUTS,2010,HU3,1,0.1521
2019,NUTS,2010,HU3,1,0.1791
2011,NUTS,2010,HU31,2,0.077
2012,NUTS,2010,HU31,2,0.0738
2013,NUTS,2010,HU31,2,0.0655
2014,NUTS,2010,HU31,2,0.0644
2015,NUTS,2010,HU31,2,0.0646
2016,NUTS,2010,HU31,2,0.0657
2017,NUTS,2010,HU31,2,0.072
2018,NUTS,2010,HU31,2,0.0787
2019,NUTS,2010,HU31,2,0.1018
2011,NUTS,2010,HU32,2,0.1327
2012,NUTS,2010,HU32,2,0.1402
2013,NUTS,2010,HU32,2,0.1457
2014,NUTS,2010,HU32,2,0.1318
2015,NUTS,2010,HU32,2,0.1206
2016,NUTS,2010,HU32,2,0.1233
2017,NUTS,2010,HU32,2,0.13
2018,NUTS,2010,HU32,2,0.1755
2019,NUTS,2010,HU32,2,0.1999
2011,NUTS,2010,HU33,2,0.1719
2012,NUTS,2010,HU33,2,0.1506
2013,NUTS,2010,HU33,2,0.1676
2014,NUTS,2010,HU33,2,0.1624
2015,NUTS,2010,HU33,2,0.1662
2016,NUTS,2010,HU33,2,0.149
2017,NUTS,2010,HU33,2,0.1486
2018,NUTS,2010,HU33,2,0.1903
2019,NUTS,2010,HU33,2,0.2207
2011,NUTS,2010,IE,0,0.2707
2012,NUTS,2010,IE,0,0.6236
2013,NUTS,2010,IE,0,0.6348
2014,NUTS,2010,IE,0,0.6434
2015,NUTS,2010,IE,0,0.5075
2016,NUTS,2010,IE,0,0.3753
2017,NUTS,2010,IE,0,0.5733
2019,NUTS,2010,IE,0,0.4573
2011,NUTS,2010,IE0,1,0.2658
2012,NUTS,2010,IE0,1,0.2638
2013,NUTS,2010,IE0,1,0.2573
2014,NUTS,2010,IE0,1,0.4303
2015,NUTS,2010,IE0,1,0.6319
2017,NUTS,2010,IE0,1,0.561
2011,NUTS,2010,IE01,2,0.1485
2012,NUTS,2010,IE01,2,0.1492
2013,NUTS,2010,IE01,2,0.1441
2014,NUTS,2010,IE01,2,0.2446
2015,NUTS,2010,IE01,2,0.0784
2017,NUTS,2010,IE01,2,0.8827
2011,NUTS,2010,IE02,2,0.305
2012,NUTS,2010,IE02,2,0.3014
2013,NUTS,2010,IE02,2,0.295
2014,NUTS,2010,IE02,2,0.4908
2015,NUTS,2010,IE02,2,0.8129
2017,NUTS,2010,IE02,2,0.5159
2011,NUTS,2010,IS,0,0.4442
2011,NUTS,2010,IT,0,0.2011
2012,NUTS,2010,IT,0,0.2104
2013,NUTS,2010,IT,0,0.2249
2014,NUTS,2010,IT,0,0.227
2015,NUTS,2010,IT,0,0.2317
2016,NUTS,2010,IT,0,0.2379
2017,NUTS,2010,IT,0,0.2378
2018,NUTS,2010,IT,0,0.2392
2019,NUTS,2010,IT,0,0.2505
2011,NUTS,2010,ITC,1,0.1665
2012,NUTS,2010,ITC,1,0.1715
2013,NUTS,2010,ITC,1,0.1804
2014,NUTS,2010,ITC,1,0.1769
2015,NUTS,2010,ITC,1,0.1922
2016,NUTS,2010,ITC,1,0.1959
2017,NUTS,2010,ITC,1,0.2024
2018,NUTS,2010,ITC,1,0.1997
2019,NUTS,2010,ITC,1,0.2044
2011,NUTS,2010,ITC1,2,0.1432
2012,NUTS,2010,ITC1,2,0.1479
2013,NUTS,2010,ITC1,2,0.1715
2014,NUTS,2010,ITC1,2,0.1558
2015,NUTS,2010,ITC1,2,0.1943
2016,NUTS,2010,ITC1,2,0.172
2017,NUTS,2010,ITC1,2,0.1742
2018,NUTS,2010,ITC1,2,0.1725
2019,NUTS,2010,ITC1,2,0.1766
2011,NUTS,2010,ITC2,2,0.0286
2012,NUTS,2010,ITC2,2,0.0244
2013,NUTS,2010,ITC2,2,0.0669
2014,NUTS,2010,ITC2,2,0.0861
2015,NUTS,2010,ITC2,2,0.0538
2016,NUTS,2010,ITC2,2,0.05
2017,NUTS,2010,ITC2,2,0.0827
2018,NUTS,2010,ITC2,2,0.057
2019,NUTS,2010,ITC2,2,0.0525
2011,NUTS,2010,ITC3,2,0.1697
2012,NUTS,2010,ITC3,2,0.1917
2013,NUTS,2010,ITC3,2,0.2203
2014,NUTS,2010,ITC3,2,0.2073
2015,NUTS,2010,ITC3,2,0.2624
2016,NUTS,2010,ITC3,2,0.2243
2017,NUTS,2010,ITC3,2,0.2403
2018,NUTS,2010,ITC3,2,0.1975
2019,NUTS,2010,ITC3,2,0.222
2011,NUTS,2010,ITC4,2,0.1788
2012,NUTS,2010,ITC4,2,0.1811
2013,NUTS,2010,ITC4,2,0.18
2014,NUTS,2010,ITC4,2,0.1828
2015,NUTS,2010,ITC4,2,0.1827
2016,NUTS,2010,ITC4,2,0.2044
2017,NUTS,2010,ITC4,2,0.2108
2018,NUTS,2010,ITC4,2,0.2133
2019,NUTS,2010,ITC4,2,0.2156
2011,NUTS,2010,ITF,1,0.2158
2012,NUTS,2010,ITF,1,0.222
2013,NUTS,2010,ITF,1,0.2375
2014,NUTS,2010,ITF,1,0.2515
2015,NUTS,2010,ITF,1,0.2616
2016,NUTS,2010,ITF,1,0.2656
2017,NUTS,2010,ITF,1,0.264
2018,NUTS,2010,ITF,1,0.2529
2019,NUTS,2010,ITF,1,0.2714
2011,NUTS,2010,ITF1,2,0.1945
2012,NUTS,2010,ITF1,2,0.2103
2013,NUTS,2010,ITF1,2,0.2185
2014,NUTS,2010,ITF1,2,0.2226
2015,NUTS,2010,ITF1,2,0.2757
2016,NUTS,2010,ITF1,2,0.2859
2017,NUTS,2010,ITF1,2,0.3269
2018,NUTS,2010,ITF1,2,0.263
2019,NUTS,2010,ITF1,2,0.2713
2015,NUTS,2010,ITF2,2,0.2958
2016,NUTS,2010,ITF2,2,0.2318
2017,NUTS,2010,ITF2,2,0.2268
2018,NUTS,2010,ITF2,2,0.212
2019,NUTS,2010,ITF2,2,0.1867
2011,NUTS,2010,ITF3,2,0.2584
2012,NUTS,2010,ITF3,2,0.2594
2013,NUTS,2010,ITF3,2,0.2765
2014,NUTS,2010,ITF3,2,0.3007
2015,NUTS,2010,ITF3,2,0.3029
2016,NUTS,2010,ITF3,2,0.3354
2017,NUTS,2010,ITF3,2,0.3253
2018,NUTS,2010,ITF3,2,0.3099
2019,NUTS,2010,ITF3,2,0.3449
2011,NUTS,2010,ITF4,2,0.2212
2012,NUTS,2010,ITF4,2,0.2174
2013,NUTS,2010,ITF4,2,0.2068
2014,NUTS,2010,ITF4,2,0.2111
2015,NUTS,2010,ITF4,2,0.2222
2016,NUTS,2010,ITF4,2,0.2172
2017,NUTS,2010,ITF4,2,0.2146
2018,NUTS,2010,ITF4,2,0.2016
2019,NUTS,2010,ITF4,2,0.2122
2012,NUTS,2010,ITF5,2,0.1478
2013,NUTS,2010,ITF5,2,0.1291
2015,NUTS,2010,ITF5,2,0.1393
2016,NUTS,2010,ITF5,2,0.1015
2017,NUTS,2010,ITF5,2,0.1111
2018,NUTS,2010,ITF5,2,0.112
2019,NUTS,2010,ITF5,2,0.1406
2011,NUTS,2010,ITF6,2,0.1477
2015,NUTS,2010,ITF6,2,0.2507
2016,NUTS,2010,ITF6,2,0.2143
2017,NUTS,2010,ITF6,2,0.1898
2018,NUTS,2010,ITF6,2,0.2462
2019,NUTS,2010,ITF6,2,0.2485
2011,NUTS,2010,ITG,1,0.2174
2012,NUTS,2010,ITG,1,0.2336
2013,NUTS,2010,ITG,1,0.2622
2014,NUTS,2010,ITG,1,0.2726
2015,NUTS,2010,ITG,1,0.2811
2016,NUTS,2010,ITG,1,0.2195
2017,NUTS,2010,ITG,1,0.2062
2018,NUTS,2010,ITG,1,0.2019
2019,NUTS,2010,ITG,1,0.2115
2011,NUTS,2010,ITG1,2,0.1985
2012,NUTS,2010,ITG1,2,0.2044
2013,NUTS,2010,ITG1,2,0.2339
2014,NUTS,2010,ITG1,2,0.2419
2015,NUTS,2010,ITG1,2,0.2497
2016,NUTS,2010,ITG1,2,0.2175
2017,NUTS,2010,ITG1,2,0.1944
2018,NUTS,2010,ITG1,2,0.1987
2019,NUTS,2010,ITG1,2,0.2123
2011,NUTS,2010,ITG2,2,0.2565
2012,NUTS,2010,ITG2,2,0.2929
2013,NUTS,2010,ITG2,2,0.321
2014,NUTS,2010,ITG2,2,0.3362
2015,NUTS,2010,ITG2,2,0.3446
2016,NUTS,2010,ITG2,2,0.2235
2017,NUTS,2010,ITG2,2,0.2314
2018,NUTS,2010,ITG2,2,0.2084
2019,NUTS,2010,ITG2,2,0.21
2011,NUTS,2010,ITH,1,0.1891
2012,NUTS,2010,ITH,1,0.202
2013,NUTS,2010,ITH,1,0.2215
2014,NUTS,2010,ITH,1,0.2275
2015,NUTS,2010,ITH,1,0.2061
2016,NUTS,2010,ITH,1,0.2296
2017,NUTS,2010,ITH,1,0.2349
2018,NUTS,2010,ITH,1,0.2454
2019,NUTS,2010,ITH,1,0.2548
2011,NUTS,2010,ITH1,2,0.0052
2012,NUTS,2010,ITH1,2,0.0123
2013,NUTS,2010,ITH1,2,0.0306
2014,NUTS,2010,ITH1,2,0.0425
2015,NUTS,2010,ITH1,2,0.0439
2016,NUTS,2010,ITH1,2,0.076
2017,NUTS,2010,ITH1,2,0.0981
2018,NUTS,2010,ITH1,2,0.1086
2019,NUTS,2010,ITH1,2,0.1323
2011,NUTS,2010,ITH2,2,0.1546
2012,NUTS,2010,ITH2,2,0.1926
2013,NUTS,2010,ITH2,2,0.2229
2014,NUTS,2010,ITH2,2,0.234
2015,NUTS,2010,ITH2,2,0.2519
2016,NUTS,2010,ITH2,2,0.2911
2017,NUTS,2010,ITH2,2,0.2688
2018,NUTS,2010,ITH2,2,0.3172
2019,NUTS,2010,ITH2,2,0.3252
2011,NUTS,2010,ITH3,2,0.1655
2012,NUTS,2010,ITH3,2,0.1773
2013,NUTS,2010,ITH3,2,0.1948
2014,NUTS,2010,ITH3,2,0.1978
2015,NUTS,2010,ITH3,2,0.2023
2016,NUTS,2010,ITH3,2,0.2004
2017,NUTS,2010,ITH3,2,0.2034
2018,NUTS,2010,ITH3,2,0.216
2019,NUTS,2010,ITH3,2,0.2251
2011,NUTS,2010,ITH4,2,0.21
2012,NUTS,2010,ITH4,2,0.2283
2013,NUTS,2010,ITH4,2,0.2277
2014,NUTS,2010,ITH4,2,0.2434
2015,NUTS,2010,ITH4,2,0.255
2016,NUTS,2010,ITH4,2,0.2388
2017,NUTS,2010,ITH4,2,0.2475
2018,NUTS,2010,ITH4,2,0.2636
2019,NUTS,2010,ITH4,2,0.2558
2011,NUTS,2010,ITH5,2,0.2338
2012,NUTS,2010,ITH5,2,0.2448
2013,NUTS,2010,ITH5,2,0.2705
2014,NUTS,2010,ITH5,2,0.277
2015,NUTS,2010,ITH5,2,0.2128
2016,NUTS,2010,ITH5,2,0.2686
2017,NUTS,2010,ITH5,2,0.2771
2018,NUTS,2010,ITH5,2,0.2803
2019,NUTS,2010,ITH5,2,0.2921
2011,NUTS,2010,ITI,1,0.2326
2012,NUTS,2010,ITI,1,0.2406
2013,NUTS,2010,ITI,1,0.2486
2014,NUTS,2010,ITI,1,0.2419
2015,NUTS,2010,ITI,1,0.2498
2016,NUTS,2010,ITI,1,0.2653
2017,NUTS,2010,ITI,1,0.2536
2018,NUTS,2010,ITI,1,0.2596
2019,NUTS,2010,ITI,1,0.2734
2011,NUTS,2010,ITI1,2,0.2917
2012,NUTS,2010,ITI1,2,0.3035
2013,NUTS,2010,ITI1,2,0.2789
2014,NUTS,2010,ITI1,2,0.2632
2015,NUTS,2010,ITI1,2,0.2736
2016,NUTS,2010,ITI1,2,0.2731
2017,NUTS,2010,ITI1,2,0.27
2018,NUTS,2010,ITI1,2,0.2965
2019,NUTS,2010,ITI1,2,0.298
2011,NUTS,2010,ITI2,2,0.2628
2012,NUTS,2010,ITI2,2,0.2684
2013,NUTS,2010,ITI2,2,0.2607
2014,NUTS,2010,ITI2,2,0.269
2015,NUTS,2010,ITI2,2,0.2906
2016,NUTS,2010,ITI2,2,0.2754
2017,NUTS,2010,ITI2,2,0.263
2018,NUTS,2010,ITI2,2,0.3075
2019,NUTS,2010,ITI2,2,0.2667
2011,NUTS,2010,ITI3,2,0.145
2012,NUTS,2010,ITI3,2,0.1439
2013,NUTS,2010,ITI3,2,0.1722
2014,NUTS,2010,ITI3,2,0.1764
2015,NUTS,2010,ITI3,2,0.1873
2016,NUTS,2010,ITI3,2,0.2108
2017,NUTS,2010,ITI3,2,0.2404
2018,NUTS,2010,ITI3,2,0.2214
2019,NUTS,2010,ITI3,2,0.2164
2011,NUTS,2010,ITI4,2,0.2114
2012,NUTS,2010,ITI4,2,0.2198
2013,NUTS,2010,ITI4,2,0.2467
2014,NUTS,2010,ITI4,2,0.2411
2015,NUTS,2010,ITI4,2,0.2436
2016,NUTS,2010,ITI4,2,0.2727
2017,NUTS,2010,ITI4,2,0.2442
2018,NUTS,2010,ITI4,2,0.2371
2019,NUTS,2010,ITI4,2,0.2726
2011,NUTS,2010,LT,0,0.4664
2012,NUTS,2010,LT,0,0.4486
2013,NUTS,2010,LT,0,0.4399
2014,NUTS,2010,LT,0,0.4204
2015,NUTS,2010,LT,0,0.3858
2016,NUTS,2010,LT,0,0.3763
2017,NUTS,2010,LT,0,0.3683
2018,NUTS,2010,LT,0,0.3631
2019,NUTS,2010,LT,0,0.385
2015,NUTS,2010,LT01,2,0.6077
2016,NUTS,2010,LT01,2,0.557
2017,NUTS,2010,LT01,2,0.5228
2018,NUTS,2010,LT01,2,0.5144
2019,NUTS,2010,LT01,2,0.5181
2015,NUTS,2010,LT02,2,0.2721
2016,NUTS,2010,LT02,2,0.2735
2017,NUTS,2010,LT02,2,0.2722
2018,NUTS,2010,LT02,2,0.2675
2019,NUTS,2010,LT02,2,0.299
2011,NUTS,2010,LU,0,0.2239
2012,NUTS,2010,LU,0,0.2376
2013,NUTS,2010,LU,0,0.2794
2014,NUTS,2010,LU,0,0.3143
2015,NUTS,2010,LU,0,0.3075
2017,NUTS,2010,LU,0,0.2916
2019,NUTS,2010,LU,0,0.3183
2011,NUTS,2010,LV,0,0.3088
2012,NUTS,2010,LV,0,0.3035
2013,NUTS,2010,LV,0,0.2707
2014,NUTS,2010,LV,0,0.2652
2015,NUTS,2010,LV,0,0.2644
2016,NUTS,2010,LV,0,0.2243
2017,NUTS,2010,LV,0,0.2716
2018,NUTS,2010,LV,0,0.2518
2019,NUTS,2010,LV,0,0.2716
2011,NUTS,2010,ME,0,0.1204
2013,NUTS,2010,ME,0,0.1039
2014,NUTS,2010,ME,0,0.1102
2015,NUTS,2010,ME,0,0.1611
2017,NUTS,2010,ME,0,0.1301
2018,NUTS,2010,ME,0,0.1275
2019,NUTS,2010,ME,0,0.1171
2011,NUTS,2010,MK,0,0.117
2012,NUTS,2010,MK,0,0.1411
2015,NUTS,2010,MK,0,0.2187
2016,NUTS,2010,MK,0,0.2134
2017,NUTS,2010,MK,0,0.1727
2018,NUTS,2010,MK,0,0.1815
2019,NUTS,2010,MK,0,0.1651
2011,NUTS,2010,MT,0,0.1143
2012,NUTS,2010,MT,0,0.125
2013,NUTS,2010,MT,0,0.1439
2014,NUTS,2010,MT,0,0.173
2015,NUTS,2010,MT,0,0.1491
2016,NUTS,2010,MT,0,0.1383
2017,NUTS,2010,MT,0,0.1502
2018,NUTS,2010,MT,0,0.143
2019,NUTS,2010,MT,0,0.1554
2011,NUTS,2010,NL,0,0.2075
2012,NUTS,2010,NL,0,0.2084
2011,NUTS,2010,PL,0,0.2536
2012,NUTS,2010,PL,0,0.2366
2013,NUTS,2010,PL,0,0.2378
2014,NUTS,2010,PL,0,0.2505
2015,NUTS,2010,PL,0,0.2519
2016,NUTS,2010,PL,0,0.2733
2017,NUTS,2010,PL,0,0.3594
2018,NUTS,2010,PL,0,0.3623
2019,NUTS,2010,PL,0,0.3885
2011,NUTS,2010,PL1,1,0.3572
2012,NUTS,2010,PL1,1,0.3472
2013,NUTS,2010,PL1,1,0.2255
2014,NUTS,2010,PL1,1,0.2253
2015,NUTS,2010,PL1,1,0.2212
2012,NUTS,2010,PL11,2,0.2409
2013,NUTS,2010,PL11,2,0.1988
2014,NUTS,2010,PL11,2,0.2018
2015,NUTS,2010,PL11,2,0.2005
2012,NUTS,2010,PL12,2,0.2304
2013,NUTS,2010,PL12,2,0.2392
2014,NUTS,2010,PL12,2,0.2366
2015,NUTS,2010,PL12,2,0.2306
2011,NUTS,2010,PL2,1,0.2796
2012,NUTS,2010,PL2,1,0.2406
2013,NUTS,2010,PL2,1,0.2538
2014,NUTS,2010,PL2,1,0.2831
2015,NUTS,2010,PL2,1,0.2988
2016,NUTS,2010,PL2,1,0.2711
2017,NUTS,2010,PL2,1,0.3715
2018,NUTS,2010,PL2,1,0.3693
2019,NUTS,2010,PL2,1,0.4517
2011,NUTS,2010,PL21,2,0.4182
2012,NUTS,2010,PL21,2,0.3342
2013,NUTS,2010,PL21,2,0.3709
2014,NUTS,2010,PL21,2,0.4211
2015,NUTS,2010,PL21,2,0.4433
2016,NUTS,2010,PL21,2,0.3726
2017,NUTS,2010,PL21,2,0.5729
2018,NUTS,2010,PL21,2,0.5669
2019,NUTS,2010,PL21,2,0.5717
2011,NUTS,2010,PL22,2,0.181
2012,NUTS,2010,PL22,2,0.1761
2013,NUTS,2010,PL22,2,0.1729
2014,NUTS,2010,PL22,2,0.1853
2015,NUTS,2010,PL22,2,0.1954
2016,NUTS,2010,PL22,2,0.1966
2017,NUTS,2010,PL22,2,0.2206
2018,NUTS,2010,PL22,2,0.2189
2019,NUTS,2010,PL22,2,0.3603
2011,NUTS,2010,PL3,1,0.1699
2012,NUTS,2010,PL3,1,0.1624
2013,NUTS,2010,PL3,1,0.179
2014,NUTS,2010,PL3,1,0.1906
2015,NUTS,2010,PL3,1,0.2132
2011,NUTS,2010,PL31,2,0.2427
2012,NUTS,2010,PL31,2,0.2481
2013,NUTS,2010,PL31,2,0.2467
2014,NUTS,2010,PL31,2,0.2514
2015,NUTS,2010,PL31,2,0.2399
2012,NUTS,2010,PL32,2,0.0608
2013,NUTS,2010,PL32,2,0.0705
2014,NUTS,2010,PL32,2,0.0827
2015,NUTS,2010,PL32,2,0.1613
2012,NUTS,2010,PL33,2,0.0254
2013,NUTS,2010,PL33,2,0.1293
2014,NUTS,2010,PL33,2,0.1335
2015,NUTS,2010,PL33,2,0.156
2011,NUTS,2010,PL34,2,0.2899
2012,NUTS,2010,PL34,2,0.331
2013,NUTS,2010,PL34,2,0.2821
2014,NUTS,2010,PL34,2,0.304
2015,NUTS,2010,PL34,2,0.3082
2011,NUTS,2010,PL4,1,0.2356
2012,NUTS,2010,PL4,1,0.2044
2013,NUTS,2010,PL4,1,0.1696
2014,NUTS,2010,PL4,1,0.2158
2015,NUTS,2010,PL4,1,0.2245
2016,NUTS,2010,PL4,1,0.1994
2017,NUTS,2010,PL4,1,0.2497
2018,NUTS,2010,PL4,1,0.2476
2019,NUTS,2010,PL4,1,0.2284
2011,NUTS,2010,PL41,2,0.2437
2012,NUTS,2010,PL41,2,0.2028
2013,NUTS,2010,PL41,2,0.14
2014,NUTS,2010,PL41,2,0.1951
2015,NUTS,2010,PL41,2,0.2155
2016,NUTS,2010,PL41,2,0.2031
2017,NUTS,2010,PL41,2,0.2284
2012,NUTS,2010,PL42,2,0.2807
2013,NUTS,2010,PL42,2,0.2513
2014,NUTS,2010,PL42,2,0.3058
2015,NUTS,2010,PL42,2,0.3035
2016,NUTS,2010,PL42,2,0.2302
2017,NUTS,2010,PL42,2,0.3527
2018,NUTS,2010,PL42,2,0.3591
2019,NUTS,2010,PL42,2,0.3123
2012,NUTS,2010,PL43,2,0.1048
2013,NUTS,2010,PL43,2,0.1492
2014,NUTS,2010,PL43,2,0.152
2015,NUTS,2010,PL43,2,0.145
2016,NUTS,2010,PL43,2,0.1377
2017,NUTS,2010,PL43,2,0.1594
2011,NUTS,2010,PL5,1,0.2946
2012,NUTS,2010,PL5,1,0.2947
2013,NUTS,2010,PL5,1,0.3406
2014,NUTS,2010,PL5,1,0.3195
2015,NUTS,2010,PL5,1,0.2925
2016,NUTS,2010,PL5,1,0.2769
2017,NUTS,2010,PL5,1,0.3757
2018,NUTS,2010,PL5,1,0.3598
2019,NUTS,2010,PL5,1,0.3671
2011,NUTS,2010,PL51,2,0.3366
2012,NUTS,2010,PL51,2,0.3386
2013,NUTS,2010,PL51,2,0.4008
2014,NUTS,2010,PL51,2,0.376
2015,NUTS,2010,PL51,2,0.3446
2016,NUTS,2010,PL51,2,0.3215
2017,NUTS,2010,PL51,2,0.4397
2018,NUTS,2010,PL51,2,0.415
2019,NUTS,2010,PL51,2,0.4177
2011,NUTS,2010,PL52,2,0.1591
2012,NUTS,2010,PL52,2,0.1559
2013,NUTS,2010,PL52,2,0.1514
2014,NUTS,2010,PL52,2,0.1493
2015,NUTS,2010,PL52,2,0.1415
2016,NUTS,2010,PL52,2,0.1313
2017,NUTS,2010,PL52,2,0.1672
2018,NUTS,2010,PL52,2,0.1821
2019,NUTS,2010,PL52,2,0.1937
2011,NUTS,2010,PL6,1,0.2711
2012,NUTS,2010,PL6,1,0.2646
2013,NUTS,2010,PL6,1,0.2534
2014,NUTS,2010,PL6,1,0.2524
2015,NUTS,2010,PL6,1,0.2384
2016,NUTS,2010,PL6,1,0.2483
2017,NUTS,2010,PL6,1,0.3414
2018,NUTS,2010,PL6,1,0.3175
2019,NUTS,2010,PL6,1,0.3525
2012,NUTS,2010,PL61,2,0.2711
2013,NUTS,2010,PL61,2,0.2732
2014,NUTS,2010,PL61,2,0.2589
2015,NUTS,2010,PL61,2,0.2564
2016,NUTS,2010,PL61,2,0.2128
2012,NUTS,2010,PL62,2,0.2111
2013,NUTS,2010,PL62,2,0.1826
2014,NUTS,2010,PL62,2,0.206
2015,NUTS,2010,PL62,2,0.1839
2016,NUTS,2010,PL62,2,0.2123
2011,NUTS,2010,PL63,2,0.3256
2012,NUTS,2010,PL63,2,0.2894
2013,NUTS,2010,PL63,2,0.2782
2014,NUTS,2010,PL63,2,0.274
2015,NUTS,2010,PL63,2,0.2538
2016,NUTS,2010,PL63,2,0.2984
2017,NUTS,2010,PL63,2,0.3519
2018,NUTS,2010,PL63,2,0.4069
2019,NUTS,2010,PL63,2,0.3306
2016,NUTS,2010,PL7,1,0.2458
2017,NUTS,2010,PL7,1,0.2759
2018,NUTS,2010,PL7,1,0.2698
2019,NUTS,2010,PL7,1,0.3103
2017,NUTS,2010,PL71,2,0.3446
2019,NUTS,2010,PL71,2,0.3843
2017,NUTS,2010,PL72,2,0.1223
2019,NUTS,2010,PL72,2,0.1495
2016,NUTS,2010,PL8,1,0.2448
2017,NUTS,2010,PL8,1,0.2874
2018,NUTS,2010,PL8,1,0.371
2019,NUTS,2010,PL8,1,0.3591
2016,NUTS,2010,PL81,2,0.3275
2017,NUTS,2010,PL81,2,0.3982
2018,NUTS,2010,PL81,2,0.5403
2019,NUTS,2010,PL81,2,0.5536
2016,NUTS,2010,PL82,2,0.1589
2017,NUTS,2010,PL82,2,0.1581
2018,NUTS,2010,PL82,2,0.1843
2019,NUTS,2010,PL82,2,0.1338
2016,NUTS,2010,PL84,2,0.2415
2017,NUTS,2010,PL84,2,0.3134
2018,NUTS,2010,PL84,2,0.3818
2019,NUTS,2010,PL84,2,0.3898
2016,NUTS,2010,PL9,1,0.3687
2017,NUTS,2010,PL9,1,0.5195
2018,NUTS,2010,PL9,1,0.5085
2019,NUTS,2010,PL9,1,0.5287
2017,NUTS,2010,PL91,2,0.8539
2018,NUTS,2010,PL91,2,0.8083
2019,NUTS,2010,PL91,2,0.8122
2017,NUTS,2010,PL92,2,0.0433
2018,NUTS,2010,PL92,2,0.0465
2019,NUTS,2010,PL92,2,0.0538
2011,NUTS,2010,PT,0,0.5661
2012,NUTS,2010,PT,0,0.6011
2013,NUTS,2010,PT,0,0.6496
2014,NUTS,2010,PT,0,0.6044
2015,NUTS,2010,PT,0,0.5954
2016,NUTS,2010,PT,0,0.6134
2017,NUTS,2010,PT,0,0.6304
2018,NUTS,2010,PT,0,0.645
2019,NUTS,2010,PT,0,0.6436
2020,NUTS,2010,PT,0,0.6496
2011,NUTS,2010,PT1,1,0.5375
2012,NUTS,2010,PT1,1,0.5696
2013,NUTS,2010,PT1,1,0.6216
2014,NUTS,2010,PT1,1,0.5864
2015,NUTS,2010,PT1,1,0.5827
2016,NUTS,2010,PT1,1,0.6034
2017,NUTS,2010,PT1,1,0.6214
2018,NUTS,2010,PT1,1,0.6364
2019,NUTS,2010,PT1,1,0.6353
2020,NUTS,2010,PT1,1,0.6446
2011,NUTS,2010,PT11,2,0.4712
2012,NUTS,2010,PT11,2,0.4778
2013,NUTS,2010,PT11,2,0.5808
2014,NUTS,2010,PT11,2,0.5433
2015,NUTS,2010,PT11,2,0.5253
2016,NUTS,2010,PT11,2,0.5566
2017,NUTS,2010,PT11,2,0.5742
2018,NUTS,2010,PT11,2,0.5929
2019,NUTS,2010,PT11,2,0.608
2020,NUTS,2010,PT11,2,0.625
2011,NUTS,2010,PT15,2,0.4169
2012,NUTS,2010,PT15,2,0.3729
2013,NUTS,2010,PT15,2,0.3346
2014,NUTS,2010,PT15,2,0.3428
2015,NUTS,2010,PT15,2,0.3279
2016,NUTS,2010,PT15,2,0.3082
2017,NUTS,2010,PT15,2,0.2644
2018,NUTS,2010,PT15,2,0.2833
2019,NUTS,2010,PT15,2,0.333
2020,NUTS,2010,PT15,2,0.3389
2011,NUTS,2010,PT16,2,0.4937
2012,NUTS,2010,PT16,2,0.5159
2013,NUTS,2010,PT16,2,0.5279
2014,NUTS,2010,PT16,2,0.5081
2015,NUTS,2010,PT16,2,0.4869
2016,NUTS,2010,PT16,2,0.5107
2017,NUTS,2010,PT16,2,0.5478
2018,NUTS,2010,PT16,2,0.5697
2019,NUTS,2010,PT16,2,0.5578
2020,NUTS,2010,PT16,2,0.5781
2011,NUTS,2010,PT17,2,0.748
2012,NUTS,2010,PT17,2,0.8394
2013,NUTS,2010,PT17,2,0.8991
2014,NUTS,2010,PT17,2,0.8354
2015,NUTS,2010,PT17,2,0.8529
2016,NUTS,2010,PT17,2,0.8612
2017,NUTS,2010,PT17,2,0.8829
2018,NUTS,2010,PT17,2,0.891
2019,NUTS,2010,PT17,2,0.8675
2020,NUTS,2010,PT17,2,0.8628
2011,NUTS,2010,PT18,2,0.2379
2012,NUTS,2010,PT18,2,0.2475
2013,NUTS,2010,PT18,2,0.2147
2014,NUTS,2010,PT18,2,0.1987
2015,NUTS,2010,PT18,2,0.2316
2016,NUTS,2010,PT18,2,0.2442
2017,NUTS,2010,PT18,2,0.2466
2018,NUTS,2010,PT18,2,0.2371
2019,NUTS,2010,PT18,2,0.2338
2020,NUTS,2010,PT18,2,0.2256
2011,NUTS,2010,PT2,1,0.2672
2012,NUTS,2010,PT2,1,0.2206
2013,NUTS,2010,PT2,1,0.2456
2014,NUTS,2010,PT2,1,0.2439
