year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_pc_pop_hrstc
2012,NUTS,2010,FRF3,2,11.6
2013,NUTS,2010,FRF3,2,12.4
2014,NUTS,2010,FRF3,2,11.3
2015,NUTS,2010,FRF3,2,11.9
2016,NUTS,2010,FRF3,2,12.9
2017,NUTS,2010,FRF3,2,12.6
2018,NUTS,2010,FRF3,2,11.6
2019,NUTS,2010,FRF3,2,13.5
2020,NUTS,2010,FRF3,2,13.1
2011,NUTS,2010,FRG,1,11.4
2012,NUTS,2010,FRG,1,12.4
2013,NUTS,2010,FRG,1,12.3
2014,NUTS,2010,FRG,1,12.8
2015,NUTS,2010,FRG,1,13.8
2016,NUTS,2010,FRG,1,13.7
2017,NUTS,2010,FRG,1,14.2
2018,NUTS,2010,FRG,1,13.7
2019,NUTS,2010,FRG,1,13.8
2020,NUTS,2010,FRG,1,14.5
2011,NUTS,2010,FRG0,2,11.4
2012,NUTS,2010,FRG0,2,12.4
2013,NUTS,2010,FRG0,2,12.3
2014,NUTS,2010,FRG0,2,12.8
2015,NUTS,2010,FRG0,2,13.8
2016,NUTS,2010,FRG0,2,13.7
2017,NUTS,2010,FRG0,2,14.2
2018,NUTS,2010,FRG0,2,13.7
2019,NUTS,2010,FRG0,2,13.8
2020,NUTS,2010,FRG0,2,14.5
2011,NUTS,2010,FRH,1,12.1
2012,NUTS,2010,FRH,1,13.8
2013,NUTS,2010,FRH,1,14.7
2014,NUTS,2010,FRH,1,14.2
2015,NUTS,2010,FRH,1,13.5
2016,NUTS,2010,FRH,1,12.9
2017,NUTS,2010,FRH,1,13.1
2018,NUTS,2010,FRH,1,14.1
2019,NUTS,2010,FRH,1,13.9
2020,NUTS,2010,FRH,1,15.1
2011,NUTS,2010,FRH0,2,12.1
2012,NUTS,2010,FRH0,2,13.8
2013,NUTS,2010,FRH0,2,14.7
2014,NUTS,2010,FRH0,2,14.2
2015,NUTS,2010,FRH0,2,13.5
2016,NUTS,2010,FRH0,2,12.9
2017,NUTS,2010,FRH0,2,13.1
2018,NUTS,2010,FRH0,2,14.1
2019,NUTS,2010,FRH0,2,13.9
2020,NUTS,2010,FRH0,2,15.1
2011,NUTS,2010,FRI,1,10.3
2012,NUTS,2010,FRI,1,11.3
2013,NUTS,2010,FRI,1,11.2
2014,NUTS,2010,FRI,1,12.1
2015,NUTS,2010,FRI,1,12.5
2016,NUTS,2010,FRI,1,12.4
2017,NUTS,2010,FRI,1,12.6
2018,NUTS,2010,FRI,1,13.5
2019,NUTS,2010,FRI,1,13.6
2020,NUTS,2010,FRI,1,13.5
2011,NUTS,2010,FRI1,2,11.1
2012,NUTS,2010,FRI1,2,11.5
2013,NUTS,2010,FRI1,2,11.9
2014,NUTS,2010,FRI1,2,13.1
2015,NUTS,2010,FRI1,2,13.6
2016,NUTS,2010,FRI1,2,13.0
2017,NUTS,2010,FRI1,2,13.4
2018,NUTS,2010,FRI1,2,14.1
2019,NUTS,2010,FRI1,2,13.7
2020,NUTS,2010,FRI1,2,13.2
2011,NUTS,2010,FRI2,2,12.0
2012,NUTS,2010,FRI2,2,13.7
2013,NUTS,2010,FRI2,2,11.5
2014,NUTS,2010,FRI2,2,11.6
2015,NUTS,2010,FRI2,2,12.0
2016,NUTS,2010,FRI2,2,13.1
2017,NUTS,2010,FRI2,2,12.4
2018,NUTS,2010,FRI2,2,12.6
2019,NUTS,2010,FRI2,2,13.3
2020,NUTS,2010,FRI2,2,13.5
2011,NUTS,2010,FRI3,2,8.3
2012,NUTS,2010,FRI3,2,9.8
2013,NUTS,2010,FRI3,2,9.8
2014,NUTS,2010,FRI3,2,10.6
2015,NUTS,2010,FRI3,2,10.5
2016,NUTS,2010,FRI3,2,10.8
2017,NUTS,2010,FRI3,2,11.1
2018,NUTS,2010,FRI3,2,12.7
2019,NUTS,2010,FRI3,2,13.4
2020,NUTS,2010,FRI3,2,14.1
2011,NUTS,2010,FRJ,1,14.1
2012,NUTS,2010,FRJ,1,13.7
2013,NUTS,2010,FRJ,1,14.1
2014,NUTS,2010,FRJ,1,14.1
2015,NUTS,2010,FRJ,1,13.8
2016,NUTS,2010,FRJ,1,14.2
2017,NUTS,2010,FRJ,1,13.8
2018,NUTS,2010,FRJ,1,15.2
2019,NUTS,2010,FRJ,1,15.3
2020,NUTS,2010,FRJ,1,16.4
2011,NUTS,2010,FRJ1,2,10.1
2012,NUTS,2010,FRJ1,2,9.7
2013,NUTS,2010,FRJ1,2,10.8
2014,NUTS,2010,FRJ1,2,10.9
2015,NUTS,2010,FRJ1,2,11.4
2016,NUTS,2010,FRJ1,2,11.8
2017,NUTS,2010,FRJ1,2,11.8
2018,NUTS,2010,FRJ1,2,12.2
2019,NUTS,2010,FRJ1,2,12.5
2020,NUTS,2010,FRJ1,2,15.5
2011,NUTS,2010,FRJ2,2,17.9
2012,NUTS,2010,FRJ2,2,17.6
2013,NUTS,2010,FRJ2,2,17.1
2014,NUTS,2010,FRJ2,2,17.1
2015,NUTS,2010,FRJ2,2,16.0
2016,NUTS,2010,FRJ2,2,16.5
2017,NUTS,2010,FRJ2,2,15.6
2018,NUTS,2010,FRJ2,2,18.1
2019,NUTS,2010,FRJ2,2,17.9
2020,NUTS,2010,FRJ2,2,17.2
2011,NUTS,2010,FRK,1,12.9
2012,NUTS,2010,FRK,1,14.0
2013,NUTS,2010,FRK,1,14.2
2014,NUTS,2010,FRK,1,14.5
2015,NUTS,2010,FRK,1,15.1
2016,NUTS,2010,FRK,1,15.5
2017,NUTS,2010,FRK,1,15.9
2018,NUTS,2010,FRK,1,16.6
2019,NUTS,2010,FRK,1,17.0
2020,NUTS,2010,FRK,1,16.9
2011,NUTS,2010,FRK1,2,11.0
2012,NUTS,2010,FRK1,2,12.6
2013,NUTS,2010,FRK1,2,11.6
2014,NUTS,2010,FRK1,2,10.3
2015,NUTS,2010,FRK1,2,10.8
2016,NUTS,2010,FRK1,2,12.6
2017,NUTS,2010,FRK1,2,11.7
2018,NUTS,2010,FRK1,2,12.6
2019,NUTS,2010,FRK1,2,13.4
2020,NUTS,2010,FRK1,2,11.2
2011,NUTS,2010,FRK2,2,13.3
2012,NUTS,2010,FRK2,2,14.2
2013,NUTS,2010,FRK2,2,14.7
2014,NUTS,2010,FRK2,2,15.4
2015,NUTS,2010,FRK2,2,16.0
2016,NUTS,2010,FRK2,2,16.1
2017,NUTS,2010,FRK2,2,16.8
2018,NUTS,2010,FRK2,2,17.4
2019,NUTS,2010,FRK2,2,17.8
2020,NUTS,2010,FRK2,2,18.0
2011,NUTS,2010,FRL,1,12.5
2012,NUTS,2010,FRL,1,12.9
2013,NUTS,2010,FRL,1,13.1
2014,NUTS,2010,FRL,1,13.4
2015,NUTS,2010,FRL,1,13.9
2016,NUTS,2010,FRL,1,14.2
2017,NUTS,2010,FRL,1,14.2
2018,NUTS,2010,FRL,1,14.1
2019,NUTS,2010,FRL,1,14.7
2020,NUTS,2010,FRL,1,14.9
2011,NUTS,2010,FRL0,2,12.5
2012,NUTS,2010,FRL0,2,12.9
2013,NUTS,2010,FRL0,2,13.1
2014,NUTS,2010,FRL0,2,13.4
2015,NUTS,2010,FRL0,2,13.9
2016,NUTS,2010,FRL0,2,14.2
2017,NUTS,2010,FRL0,2,14.2
2018,NUTS,2010,FRL0,2,14.1
2019,NUTS,2010,FRL0,2,14.7
2020,NUTS,2010,FRL0,2,14.9
2011,NUTS,2010,FRM,1,8.6
2012,NUTS,2010,FRM,1,9.5
2013,NUTS,2010,FRM,1,8.5
2014,NUTS,2010,FRM,1,9.8
2015,NUTS,2010,FRM,1,7.2
2016,NUTS,2010,FRM,1,10.0
2017,NUTS,2010,FRM,1,10.4
2018,NUTS,2010,FRM,1,6.0
2019,NUTS,2010,FRM,1,8.5
2020,NUTS,2010,FRM,1,15.1
2011,NUTS,2010,FRM0,2,8.6
2012,NUTS,2010,FRM0,2,9.5
2013,NUTS,2010,FRM0,2,8.5
2014,NUTS,2010,FRM0,2,9.8
2015,NUTS,2010,FRM0,2,7.2
2016,NUTS,2010,FRM0,2,10.0
2017,NUTS,2010,FRM0,2,10.4
2018,NUTS,2010,FRM0,2,6.0
2019,NUTS,2010,FRM0,2,8.5
2020,NUTS,2010,FRM0,2,15.1
2011,NUTS,2010,FRY,1,7.6
2012,NUTS,2010,FRY,1,7.7
2013,NUTS,2010,FRY,1,8.1
2014,NUTS,2010,FRY,1,7.3
2015,NUTS,2010,FRY,1,9.2
2016,NUTS,2010,FRY,1,8.8
2017,NUTS,2010,FRY,1,8.7
2018,NUTS,2010,FRY,1,8.9
2019,NUTS,2010,FRY,1,9.2
2020,NUTS,2010,FRY,1,9.2
2011,NUTS,2010,FRY1,2,7.0
2012,NUTS,2010,FRY1,2,6.6
2013,NUTS,2010,FRY1,2,7.9
2014,NUTS,2010,FRY1,2,7.5
2015,NUTS,2010,FRY1,2,8.7
2016,NUTS,2010,FRY1,2,8.3
2017,NUTS,2010,FRY1,2,8.5
2018,NUTS,2010,FRY1,2,8.4
2019,NUTS,2010,FRY1,2,9.4
2020,NUTS,2010,FRY1,2,8.3
2011,NUTS,2010,FRY2,2,8.5
2012,NUTS,2010,FRY2,2,8.9
2013,NUTS,2010,FRY2,2,9.1
2014,NUTS,2010,FRY2,2,7.8
2015,NUTS,2010,FRY2,2,11.3
2016,NUTS,2010,FRY2,2,10.6
2017,NUTS,2010,FRY2,2,9.0
2018,NUTS,2010,FRY2,2,9.6
2019,NUTS,2010,FRY2,2,10.3
2020,NUTS,2010,FRY2,2,11.5
2011,NUTS,2010,FRY3,2,7.8
2012,NUTS,2010,FRY3,2,7.6
2013,NUTS,2010,FRY3,2,9.0
2014,NUTS,2010,FRY3,2,7.5
2015,NUTS,2010,FRY3,2,9.5
2016,NUTS,2010,FRY3,2,8.8
2017,NUTS,2010,FRY3,2,9.2
2018,NUTS,2010,FRY3,2,10.0
2019,NUTS,2010,FRY3,2,9.9
2020,NUTS,2010,FRY3,2,9.4
2011,NUTS,2010,FRY4,2,7.5
2012,NUTS,2010,FRY4,2,7.6
2013,NUTS,2010,FRY4,2,8.0
2014,NUTS,2010,FRY4,2,7.7
2015,NUTS,2010,FRY4,2,9.3
2016,NUTS,2010,FRY4,2,9.1
2017,NUTS,2010,FRY4,2,9.4
2018,NUTS,2010,FRY4,2,9.5
2019,NUTS,2010,FRY4,2,9.3
2020,NUTS,2010,FRY4,2,9.7
2013,NUTS,2010,FRY5,2,5.9
2014,NUTS,2010,FRY5,2,4.0
2015,NUTS,2010,FRY5,2,4.7
2016,NUTS,2010,FRY5,2,5.2
2017,NUTS,2010,FRY5,2,5.1
2018,NUTS,2010,FRY5,2,4.8
2019,NUTS,2010,FRY5,2,5.2
2020,NUTS,2010,FRY5,2,4.9
2011,NUTS,2010,HR,0,8.1
2012,NUTS,2010,HR,0,8.3
2013,NUTS,2010,HR,0,8.9
2014,NUTS,2010,HR,0,9.9
2015,NUTS,2010,HR,0,10.3
2016,NUTS,2010,HR,0,10.6
2017,NUTS,2010,HR,0,11.1
2018,NUTS,2010,HR,0,11.8
2019,NUTS,2010,HR,0,11.9
2020,NUTS,2010,HR,0,12.2
2011,NUTS,2010,HR0,1,8.1
2012,NUTS,2010,HR0,1,8.3
2013,NUTS,2010,HR0,1,8.9
2014,NUTS,2010,HR0,1,9.9
2015,NUTS,2010,HR0,1,10.3
2016,NUTS,2010,HR0,1,10.6
2017,NUTS,2010,HR0,1,11.1
2018,NUTS,2010,HR0,1,11.8
2019,NUTS,2010,HR0,1,11.9
2020,NUTS,2010,HR0,1,12.2
2011,NUTS,2010,HR03,2,8.3
2012,NUTS,2010,HR03,2,8.5
2013,NUTS,2010,HR03,2,8.9
2014,NUTS,2010,HR03,2,9.3
2015,NUTS,2010,HR03,2,10.1
2016,NUTS,2010,HR03,2,9.2
2017,NUTS,2010,HR03,2,10.1
2018,NUTS,2010,HR03,2,10.7
2019,NUTS,2010,HR03,2,11.4
2020,NUTS,2010,HR03,2,11.6
2011,NUTS,2010,HR04,2,8.0
2012,NUTS,2010,HR04,2,8.2
2013,NUTS,2010,HR04,2,9.0
2014,NUTS,2010,HR04,2,10.2
2015,NUTS,2010,HR04,2,10.4
2016,NUTS,2010,HR04,2,11.2
2017,NUTS,2010,HR04,2,11.6
2018,NUTS,2010,HR04,2,12.4
2019,NUTS,2010,HR04,2,12.1
2020,NUTS,2010,HR04,2,12.5
2011,NUTS,2010,HU,0,9.3
2012,NUTS,2010,HU,0,9.8
2013,NUTS,2010,HU,0,10.2
2014,NUTS,2010,HU,0,10.7
2015,NUTS,2010,HU,0,11.1
2016,NUTS,2010,HU,0,11.2
2017,NUTS,2010,HU,0,11.4
2018,NUTS,2010,HU,0,11.9
2019,NUTS,2010,HU,0,12.6
2020,NUTS,2010,HU,0,13.5
2011,NUTS,2010,HU1,1,14.8
2012,NUTS,2010,HU1,1,15.5
2013,NUTS,2010,HU1,1,16.2
2014,NUTS,2010,HU1,1,17.4
2015,NUTS,2010,HU1,1,18.1
2016,NUTS,2010,HU1,1,17.9
2017,NUTS,2010,HU1,1,18.0
2018,NUTS,2010,HU1,1,19.1
2019,NUTS,2010,HU1,1,20.2
2020,NUTS,2010,HU1,1,21.8
2011,NUTS,2010,HU10,2,14.8
2012,NUTS,2010,HU10,2,15.5
2013,NUTS,2010,HU11,2,20.4
2014,NUTS,2010,HU11,2,21.8
2015,NUTS,2010,HU11,2,22.7
2016,NUTS,2010,HU11,2,22.0
2017,NUTS,2010,HU11,2,22.1
2018,NUTS,2010,HU11,2,24.3
2019,NUTS,2010,HU11,2,25.5
2020,NUTS,2010,HU11,2,27.5
2013,NUTS,2010,HU12,2,10.3
2014,NUTS,2010,HU12,2,11.1
2015,NUTS,2010,HU12,2,11.5
2016,NUTS,2010,HU12,2,12.2
2017,NUTS,2010,HU12,2,12.3
2018,NUTS,2010,HU12,2,12.1
2019,NUTS,2010,HU12,2,12.9
2020,NUTS,2010,HU12,2,14.3
2011,NUTS,2010,HU2,1,7.2
2012,NUTS,2010,HU2,1,7.8
2013,NUTS,2010,HU2,1,7.9
2014,NUTS,2010,HU2,1,8.2
2015,NUTS,2010,HU2,1,8.3
2016,NUTS,2010,HU2,1,8.3
2017,NUTS,2010,HU2,1,9.1
2018,NUTS,2010,HU2,1,8.9
2019,NUTS,2010,HU2,1,9.9
2020,NUTS,2010,HU2,1,11.1
2011,NUTS,2010,HU21,2,7.0
2012,NUTS,2010,HU21,2,7.9
2013,NUTS,2010,HU21,2,8.3
2014,NUTS,2010,HU21,2,8.2
2015,NUTS,2010,HU21,2,8.3
2016,NUTS,2010,HU21,2,8.0
2017,NUTS,2010,HU21,2,9.4
2018,NUTS,2010,HU21,2,9.7
2019,NUTS,2010,HU21,2,10.9
2020,NUTS,2010,HU21,2,11.5
2011,NUTS,2010,HU22,2,7.4
2012,NUTS,2010,HU22,2,7.8
2013,NUTS,2010,HU22,2,7.3
2014,NUTS,2010,HU22,2,8.4
2015,NUTS,2010,HU22,2,8.6
2016,NUTS,2010,HU22,2,8.1
2017,NUTS,2010,HU22,2,9.4
2018,NUTS,2010,HU22,2,8.8
2019,NUTS,2010,HU22,2,9.9
2020,NUTS,2010,HU22,2,12.5
2011,NUTS,2010,HU23,2,7.2
2012,NUTS,2010,HU23,2,7.6
2013,NUTS,2010,HU23,2,8.2
2014,NUTS,2010,HU23,2,7.8
2015,NUTS,2010,HU23,2,8.0
2016,NUTS,2010,HU23,2,8.8
2017,NUTS,2010,HU23,2,8.3
2018,NUTS,2010,HU23,2,8.1
2019,NUTS,2010,HU23,2,8.6
2020,NUTS,2010,HU23,2,8.9
2011,NUTS,2010,HU3,1,7.0
2012,NUTS,2010,HU3,1,7.2
2013,NUTS,2010,HU3,1,7.4
2014,NUTS,2010,HU3,1,7.6
2015,NUTS,2010,HU3,1,7.9
2016,NUTS,2010,HU3,1,8.2
2017,NUTS,2010,HU3,1,8.0
2018,NUTS,2010,HU3,1,8.5
2019,NUTS,2010,HU3,1,8.8
2020,NUTS,2010,HU3,1,8.6
2011,NUTS,2010,HU31,2,6.8
2012,NUTS,2010,HU31,2,6.3
2013,NUTS,2010,HU31,2,6.9
2014,NUTS,2010,HU31,2,7.1
2015,NUTS,2010,HU31,2,7.6
2016,NUTS,2010,HU31,2,7.8
2017,NUTS,2010,HU31,2,7.9
2018,NUTS,2010,HU31,2,8.0
2019,NUTS,2010,HU31,2,7.6
2020,NUTS,2010,HU31,2,7.4
2011,NUTS,2010,HU32,2,6.8
2012,NUTS,2010,HU32,2,7.5
2013,NUTS,2010,HU32,2,7.6
2014,NUTS,2010,HU32,2,7.7
2015,NUTS,2010,HU32,2,7.5
2016,NUTS,2010,HU32,2,7.6
2017,NUTS,2010,HU32,2,7.5
2018,NUTS,2010,HU32,2,7.8
2019,NUTS,2010,HU32,2,8.4
2020,NUTS,2010,HU32,2,8.5
2011,NUTS,2010,HU33,2,7.2
2012,NUTS,2010,HU33,2,7.7
2013,NUTS,2010,HU33,2,7.8
2014,NUTS,2010,HU33,2,8.1
2015,NUTS,2010,HU33,2,8.6
2016,NUTS,2010,HU33,2,9.1
2017,NUTS,2010,HU33,2,8.7
2018,NUTS,2010,HU33,2,9.6
2019,NUTS,2010,HU33,2,10.3
2020,NUTS,2010,HU33,2,10.0
2011,NUTS,2010,IE,0,14.8
2012,NUTS,2010,IE,0,15.4
2013,NUTS,2010,IE,0,15.9
2014,NUTS,2010,IE,0,15.9
2015,NUTS,2010,IE,0,16.8
2016,NUTS,2010,IE,0,17.1
2017,NUTS,2010,IE,0,17.5
2018,NUTS,2010,IE,0,17.8
2019,NUTS,2010,IE,0,18.1
2020,NUTS,2010,IE,0,19.0
2011,NUTS,2010,IE0,1,14.8
2012,NUTS,2010,IE0,1,15.4
2013,NUTS,2010,IE0,1,15.9
2014,NUTS,2010,IE0,1,15.9
2015,NUTS,2010,IE0,1,16.8
2016,NUTS,2010,IE0,1,17.1
2017,NUTS,2010,IE0,1,17.5
2018,NUTS,2010,IE0,1,17.8
2019,NUTS,2010,IE0,1,18.1
2020,NUTS,2010,IE0,1,19.0
2011,NUTS,2010,IE01,2,11.9
2011,NUTS,2010,IE02,2,15.8
2012,NUTS,2010,IE04,2,12.6
2013,NUTS,2010,IE04,2,13.7
2014,NUTS,2010,IE04,2,13.5
2015,NUTS,2010,IE04,2,14.0
2016,NUTS,2010,IE04,2,14.3
2017,NUTS,2010,IE04,2,14.7
2018,NUTS,2010,IE04,2,14.7
2019,NUTS,2010,IE04,2,14.6
2020,NUTS,2010,IE04,2,15.6
2012,NUTS,2010,IE05,2,13.2
2013,NUTS,2010,IE05,2,13.5
2014,NUTS,2010,IE05,2,13.2
2015,NUTS,2010,IE05,2,14.4
2016,NUTS,2010,IE05,2,15.0
2017,NUTS,2010,IE05,2,15.3
2018,NUTS,2010,IE05,2,14.8
2019,NUTS,2010,IE05,2,14.7
2020,NUTS,2010,IE05,2,15.9
2012,NUTS,2010,IE06,2,18.0
2013,NUTS,2010,IE06,2,18.4
2014,NUTS,2010,IE06,2,18.7
2015,NUTS,2010,IE06,2,19.4
2016,NUTS,2010,IE06,2,19.5
2017,NUTS,2010,IE06,2,20.0
2018,NUTS,2010,IE06,2,20.9
2019,NUTS,2010,IE06,2,21.6
2020,NUTS,2010,IE06,2,22.3
2011,NUTS,2010,IS,0,16.8
2012,NUTS,2010,IS,0,16.5
2013,NUTS,2010,IS,0,17.5
2014,NUTS,2010,IS,0,18.2
2015,NUTS,2010,IS,0,19.0
2016,NUTS,2010,IS,0,20.5
2017,NUTS,2010,IS,0,21.4
2018,NUTS,2010,IS,0,21.4
2019,NUTS,2010,IS,0,21.7
2020,NUTS,2010,IS,0,20.3
2011,NUTS,2010,IS0,1,16.8
2012,NUTS,2010,IS0,1,16.5
2013,NUTS,2010,IS0,1,17.5
2014,NUTS,2010,IS0,1,18.2
2015,NUTS,2010,IS0,1,19.0
2016,NUTS,2010,IS0,1,20.5
2017,NUTS,2010,IS0,1,21.4
2018,NUTS,2010,IS0,1,21.4
2019,NUTS,2010,IS0,1,21.7
2020,NUTS,2010,IS0,1,20.3
2011,NUTS,2010,IS00,2,16.8
2012,NUTS,2010,IS00,2,16.5
2013,NUTS,2010,IS00,2,17.5
2014,NUTS,2010,IS00,2,18.2
2015,NUTS,2010,IS00,2,19.0
2016,NUTS,2010,IS00,2,20.5
2017,NUTS,2010,IS00,2,21.4
2018,NUTS,2010,IS00,2,21.4
2019,NUTS,2010,IS00,2,21.7
2020,NUTS,2010,IS00,2,20.3
2011,NUTS,2010,IT,0,6.7
2012,NUTS,2010,IT,0,7.0
2013,NUTS,2010,IT,0,7.3
2014,NUTS,2010,IT,0,7.6
2015,NUTS,2010,IT,0,7.8
2016,NUTS,2010,IT,0,8.1
2017,NUTS,2010,IT,0,8.5
2018,NUTS,2010,IT,0,8.8
2019,NUTS,2010,IT,0,9.1
2020,NUTS,2010,IT,0,9.3
2011,NUTS,2010,ITC,1,7.5
2012,NUTS,2010,ITC,1,7.9
2013,NUTS,2010,ITC,1,8.4
2014,NUTS,2010,ITC,1,8.6
2015,NUTS,2010,ITC,1,9.1
2016,NUTS,2010,ITC,1,9.3
2017,NUTS,2010,ITC,1,9.9
2018,NUTS,2010,ITC,1,10.4
2019,NUTS,2010,ITC,1,10.5
2020,NUTS,2010,ITC,1,10.5
2011,NUTS,2010,ITC1,2,6.8
2012,NUTS,2010,ITC1,2,7.3
2013,NUTS,2010,ITC1,2,7.7
2014,NUTS,2010,ITC1,2,7.7
2015,NUTS,2010,ITC1,2,7.8
2016,NUTS,2010,ITC1,2,8.0
2017,NUTS,2010,ITC1,2,8.7
2018,NUTS,2010,ITC1,2,9.3
2019,NUTS,2010,ITC1,2,9.3
2020,NUTS,2010,ITC1,2,9.4
2011,NUTS,2010,ITC2,2,5.8
2012,NUTS,2010,ITC2,2,7.2
2013,NUTS,2010,ITC2,2,7.7
2014,NUTS,2010,ITC2,2,7.1
2015,NUTS,2010,ITC2,2,7.2
2016,NUTS,2010,ITC2,2,7.5
2017,NUTS,2010,ITC2,2,8.3
2018,NUTS,2010,ITC2,2,9.0
2019,NUTS,2010,ITC2,2,9.4
2020,NUTS,2010,ITC2,2,9.0
2011,NUTS,2010,ITC3,2,8.1
2012,NUTS,2010,ITC3,2,8.7
2013,NUTS,2010,ITC3,2,9.1
2014,NUTS,2010,ITC3,2,8.5
2015,NUTS,2010,ITC3,2,9.1
2016,NUTS,2010,ITC3,2,9.3
2017,NUTS,2010,ITC3,2,9.1
2018,NUTS,2010,ITC3,2,10.0
2019,NUTS,2010,ITC3,2,10.5
2020,NUTS,2010,ITC3,2,10.7
2011,NUTS,2010,ITC4,2,7.7
2012,NUTS,2010,ITC4,2,8.1
2013,NUTS,2010,ITC4,2,8.7
2014,NUTS,2010,ITC4,2,9.1
2015,NUTS,2010,ITC4,2,9.7
2016,NUTS,2010,ITC4,2,9.8
2017,NUTS,2010,ITC4,2,10.6
2018,NUTS,2010,ITC4,2,10.9
2019,NUTS,2010,ITC4,2,11.0
2020,NUTS,2010,ITC4,2,11.0
2011,NUTS,2010,ITF,1,5.3
2012,NUTS,2010,ITF,1,5.7
2013,NUTS,2010,ITF,1,5.9
2014,NUTS,2010,ITF,1,5.8
2015,NUTS,2010,ITF,1,5.9
2016,NUTS,2010,ITF,1,6.0
2017,NUTS,2010,ITF,1,6.2
2018,NUTS,2010,ITF,1,6.3
2019,NUTS,2010,ITF,1,6.6
2020,NUTS,2010,ITF,1,6.8
2011,NUTS,2010,ITF1,2,7.6
2012,NUTS,2010,ITF1,2,7.2
2013,NUTS,2010,ITF1,2,7.3
2014,NUTS,2010,ITF1,2,6.4
2015,NUTS,2010,ITF1,2,6.7
2016,NUTS,2010,ITF1,2,7.0
2017,NUTS,2010,ITF1,2,8.0
2018,NUTS,2010,ITF1,2,8.6
2019,NUTS,2010,ITF1,2,8.8
2020,NUTS,2010,ITF1,2,9.1
2011,NUTS,2010,ITF2,2,5.8
2012,NUTS,2010,ITF2,2,6.4
2013,NUTS,2010,ITF2,2,6.3
2014,NUTS,2010,ITF2,2,6.2
2015,NUTS,2010,ITF2,2,7.1
2016,NUTS,2010,ITF2,2,7.2
2017,NUTS,2010,ITF2,2,8.0
2018,NUTS,2010,ITF2,2,8.3
2019,NUTS,2010,ITF2,2,8.7
2020,NUTS,2010,ITF2,2,7.4
2011,NUTS,2010,ITF3,2,5.1
2012,NUTS,2010,ITF3,2,5.8
2013,NUTS,2010,ITF3,2,6.2
2014,NUTS,2010,ITF3,2,5.7
2015,NUTS,2010,ITF3,2,6.1
2016,NUTS,2010,ITF3,2,6.3
2017,NUTS,2010,ITF3,2,6.4
2018,NUTS,2010,ITF3,2,6.3
2019,NUTS,2010,ITF3,2,6.3
2020,NUTS,2010,ITF3,2,6.6
2011,NUTS,2010,ITF4,2,4.8
2012,NUTS,2010,ITF4,2,5.2
2013,NUTS,2010,ITF4,2,5.4
2014,NUTS,2010,ITF4,2,5.6
2015,NUTS,2010,ITF4,2,5.3
2016,NUTS,2010,ITF4,2,5.2
2017,NUTS,2010,ITF4,2,5.5
2018,NUTS,2010,ITF4,2,6.1
2019,NUTS,2010,ITF4,2,6.5
2020,NUTS,2010,ITF4,2,6.6
2011,NUTS,2010,ITF5,2,5.0
2012,NUTS,2010,ITF5,2,5.6
2013,NUTS,2010,ITF5,2,6.2
2014,NUTS,2010,ITF5,2,6.2
2015,NUTS,2010,ITF5,2,6.4
2016,NUTS,2010,ITF5,2,6.4
2017,NUTS,2010,ITF5,2,6.6
2018,NUTS,2010,ITF5,2,6.2
2019,NUTS,2010,ITF5,2,6.4
2020,NUTS,2010,ITF5,2,7.0
2011,NUTS,2010,ITF6,2,5.1
2012,NUTS,2010,ITF6,2,5.4
2013,NUTS,2010,ITF6,2,5.1
2014,NUTS,2010,ITF6,2,5.5
2015,NUTS,2010,ITF6,2,5.6
2016,NUTS,2010,ITF6,2,5.4
2017,NUTS,2010,ITF6,2,5.6
2018,NUTS,2010,ITF6,2,5.2
2019,NUTS,2010,ITF6,2,6.0
2020,NUTS,2010,ITF6,2,6.3
2011,NUTS,2010,ITG,1,5.3
2012,NUTS,2010,ITG,1,5.5
2013,NUTS,2010,ITG,1,5.4
2014,NUTS,2010,ITG,1,5.3
2015,NUTS,2010,ITG,1,5.6
2016,NUTS,2010,ITG,1,5.8
2017,NUTS,2010,ITG,1,6.0
2018,NUTS,2010,ITG,1,6.0
2019,NUTS,2010,ITG,1,6.3
2020,NUTS,2010,ITG,1,6.6
2011,NUTS,2010,ITG1,2,5.1
2012,NUTS,2010,ITG1,2,5.2
2013,NUTS,2010,ITG1,2,5.2
2014,NUTS,2010,ITG1,2,5.1
2015,NUTS,2010,ITG1,2,5.2
2016,NUTS,2010,ITG1,2,5.4
2017,NUTS,2010,ITG1,2,5.7
2018,NUTS,2010,ITG1,2,5.7
2019,NUTS,2010,ITG1,2,5.8
2020,NUTS,2010,ITG1,2,6.2
2011,NUTS,2010,ITG2,2,6.1
2012,NUTS,2010,ITG2,2,6.3
2013,NUTS,2010,ITG2,2,5.7
2014,NUTS,2010,ITG2,2,5.7
2015,NUTS,2010,ITG2,2,6.8
2016,NUTS,2010,ITG2,2,7.0
2017,NUTS,2010,ITG2,2,7.1
2018,NUTS,2010,ITG2,2,6.8
2019,NUTS,2010,ITG2,2,7.7
2020,NUTS,2010,ITG2,2,8.0
2011,NUTS,2010,ITH,1,7.1
2012,NUTS,2010,ITH,1,7.3
2013,NUTS,2010,ITH,1,7.6
2014,NUTS,2010,ITH,1,8.1
2015,NUTS,2010,ITH,1,8.3
2016,NUTS,2010,ITH,1,8.7
2017,NUTS,2010,ITH,1,9.1
