year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_pc_pop_hrstc
2012,NUTS,2010,EL5,1,8.5
2013,NUTS,2010,EL5,1,8.2
2014,NUTS,2010,EL5,1,8.3
2015,NUTS,2010,EL5,1,8.6
2016,NUTS,2010,EL5,1,9.1
2017,NUTS,2010,EL5,1,9.2
2018,NUTS,2010,EL5,1,9.7
2019,NUTS,2010,EL5,1,9.7
2020,NUTS,2010,EL5,1,10.2
2011,NUTS,2010,EL51,2,7.4
2012,NUTS,2010,EL51,2,6.4
2013,NUTS,2010,EL51,2,6.3
2014,NUTS,2010,EL51,2,6.2
2015,NUTS,2010,EL51,2,6.5
2016,NUTS,2010,EL51,2,7.2
2017,NUTS,2010,EL51,2,7.1
2018,NUTS,2010,EL51,2,7.6
2019,NUTS,2010,EL51,2,7.7
2020,NUTS,2010,EL51,2,7.0
2011,NUTS,2010,EL52,2,9.7
2012,NUTS,2010,EL52,2,9.6
2013,NUTS,2010,EL52,2,8.8
2014,NUTS,2010,EL52,2,9.1
2015,NUTS,2010,EL52,2,9.6
2016,NUTS,2010,EL52,2,10.2
2017,NUTS,2010,EL52,2,10.2
2018,NUTS,2010,EL52,2,10.3
2019,NUTS,2010,EL52,2,10.3
2020,NUTS,2010,EL52,2,11.3
2011,NUTS,2010,EL53,2,6.5
2012,NUTS,2010,EL53,2,6.2
2013,NUTS,2010,EL53,2,7.0
2014,NUTS,2010,EL53,2,7.5
2015,NUTS,2010,EL53,2,7.0
2016,NUTS,2010,EL53,2,5.7
2017,NUTS,2010,EL53,2,7.1
2018,NUTS,2010,EL53,2,7.7
2019,NUTS,2010,EL53,2,7.8
2020,NUTS,2010,EL53,2,8.6
2011,NUTS,2010,EL54,2,8.1
2012,NUTS,2010,EL54,2,8.0
2013,NUTS,2010,EL54,2,8.8
2014,NUTS,2010,EL54,2,8.4
2015,NUTS,2010,EL54,2,8.2
2016,NUTS,2010,EL54,2,9.1
2017,NUTS,2010,EL54,2,9.0
2018,NUTS,2010,EL54,2,11.1
2019,NUTS,2010,EL54,2,11.4
2020,NUTS,2010,EL54,2,10.7
2011,NUTS,2010,EL6,1,7.7
2012,NUTS,2010,EL6,1,6.8
2013,NUTS,2010,EL6,1,6.9
2014,NUTS,2010,EL6,1,6.6
2015,NUTS,2010,EL6,1,7.1
2016,NUTS,2010,EL6,1,7.0
2017,NUTS,2010,EL6,1,7.9
2018,NUTS,2010,EL6,1,8.5
2019,NUTS,2010,EL6,1,8.6
2020,NUTS,2010,EL6,1,8.7
2011,NUTS,2010,EL61,2,8.6
2012,NUTS,2010,EL61,2,8.0
2013,NUTS,2010,EL61,2,7.7
2014,NUTS,2010,EL61,2,7.2
2015,NUTS,2010,EL61,2,7.5
2016,NUTS,2010,EL61,2,7.3
2017,NUTS,2010,EL61,2,9.4
2018,NUTS,2010,EL61,2,10.8
2019,NUTS,2010,EL61,2,11.1
2020,NUTS,2010,EL61,2,9.9
2011,NUTS,2010,EL62,2,7.2
2012,NUTS,2010,EL62,2,5.7
2013,NUTS,2010,EL62,2,7.7
2014,NUTS,2010,EL62,2,7.9
2015,NUTS,2010,EL62,2,8.1
2016,NUTS,2010,EL62,2,7.4
2017,NUTS,2010,EL62,2,6.0
2018,NUTS,2010,EL62,2,7.7
2019,NUTS,2010,EL62,2,8.6
2020,NUTS,2010,EL62,2,7.9
2011,NUTS,2010,EL63,2,8.4
2012,NUTS,2010,EL63,2,7.0
2013,NUTS,2010,EL63,2,6.8
2014,NUTS,2010,EL63,2,7.0
2015,NUTS,2010,EL63,2,7.7
2016,NUTS,2010,EL63,2,7.1
2017,NUTS,2010,EL63,2,7.7
2018,NUTS,2010,EL63,2,7.2
2019,NUTS,2010,EL63,2,6.7
2020,NUTS,2010,EL63,2,8.1
2011,NUTS,2010,EL64,2,6.7
2012,NUTS,2010,EL64,2,5.8
2013,NUTS,2010,EL64,2,5.7
2014,NUTS,2010,EL64,2,5.2
2015,NUTS,2010,EL64,2,5.6
2016,NUTS,2010,EL64,2,6.0
2017,NUTS,2010,EL64,2,6.9
2018,NUTS,2010,EL64,2,7.3
2019,NUTS,2010,EL64,2,7.7
2020,NUTS,2010,EL64,2,7.9
2011,NUTS,2010,EL65,2,6.7
2012,NUTS,2010,EL65,2,6.2
2013,NUTS,2010,EL65,2,7.0
2014,NUTS,2010,EL65,2,6.4
2015,NUTS,2010,EL65,2,7.1
2016,NUTS,2010,EL65,2,7.6
2017,NUTS,2010,EL65,2,7.8
2018,NUTS,2010,EL65,2,8.3
2019,NUTS,2010,EL65,2,8.7
2020,NUTS,2010,EL65,2,9.2
2011,NUTS,2010,ES,0,11.5
2012,NUTS,2010,ES,0,11.4
2013,NUTS,2010,ES,0,11.6
2014,NUTS,2010,ES,0,11.8
2015,NUTS,2010,ES,0,12.0
2016,NUTS,2010,ES,0,12.6
2017,NUTS,2010,ES,0,12.9
2018,NUTS,2010,ES,0,13.3
2019,NUTS,2010,ES,0,13.9
2020,NUTS,2010,ES,0,14.2
2011,NUTS,2010,ES1,1,11.0
2012,NUTS,2010,ES1,1,10.8
2013,NUTS,2010,ES1,1,10.9
2014,NUTS,2010,ES1,1,11.3
2015,NUTS,2010,ES1,1,11.3
2016,NUTS,2010,ES1,1,11.9
2017,NUTS,2010,ES1,1,12.4
2018,NUTS,2010,ES1,1,13.0
2019,NUTS,2010,ES1,1,13.4
2020,NUTS,2010,ES1,1,13.5
2011,NUTS,2010,ES11,2,10.7
2012,NUTS,2010,ES11,2,10.5
2013,NUTS,2010,ES11,2,10.4
2014,NUTS,2010,ES11,2,10.8
2015,NUTS,2010,ES11,2,11.3
2016,NUTS,2010,ES11,2,11.8
2017,NUTS,2010,ES11,2,12.0
2018,NUTS,2010,ES11,2,12.7
2019,NUTS,2010,ES11,2,13.1
2020,NUTS,2010,ES11,2,13.4
2011,NUTS,2010,ES12,2,11.7
2012,NUTS,2010,ES12,2,11.6
2013,NUTS,2010,ES12,2,11.9
2014,NUTS,2010,ES12,2,12.2
2015,NUTS,2010,ES12,2,11.5
2016,NUTS,2010,ES12,2,11.7
2017,NUTS,2010,ES12,2,12.8
2018,NUTS,2010,ES12,2,14.1
2019,NUTS,2010,ES12,2,14.4
2020,NUTS,2010,ES12,2,14.3
2011,NUTS,2010,ES13,2,11.3
2012,NUTS,2010,ES13,2,11.3
2013,NUTS,2010,ES13,2,11.5
2014,NUTS,2010,ES13,2,11.9
2015,NUTS,2010,ES13,2,11.1
2016,NUTS,2010,ES13,2,12.6
2017,NUTS,2010,ES13,2,13.3
2018,NUTS,2010,ES13,2,12.4
2019,NUTS,2010,ES13,2,12.8
2020,NUTS,2010,ES13,2,12.8
2011,NUTS,2010,ES2,1,14.4
2012,NUTS,2010,ES2,1,14.1
2013,NUTS,2010,ES2,1,14.0
2014,NUTS,2010,ES2,1,14.3
2015,NUTS,2010,ES2,1,14.3
2016,NUTS,2010,ES2,1,14.8
2017,NUTS,2010,ES2,1,15.1
2018,NUTS,2010,ES2,1,15.3
2019,NUTS,2010,ES2,1,15.9
2020,NUTS,2010,ES2,1,16.2
2011,NUTS,2010,ES21,2,16.0
2012,NUTS,2010,ES21,2,15.9
2013,NUTS,2010,ES21,2,15.9
2014,NUTS,2010,ES21,2,16.2
2015,NUTS,2010,ES21,2,16.0
2016,NUTS,2010,ES21,2,16.6
2017,NUTS,2010,ES21,2,16.9
2018,NUTS,2010,ES21,2,16.8
2019,NUTS,2010,ES21,2,17.2
2020,NUTS,2010,ES21,2,18.1
2011,NUTS,2010,ES22,2,14.0
2012,NUTS,2010,ES22,2,13.1
2013,NUTS,2010,ES22,2,13.5
2014,NUTS,2010,ES22,2,13.4
2015,NUTS,2010,ES22,2,14.3
2016,NUTS,2010,ES22,2,15.0
2017,NUTS,2010,ES22,2,15.5
2018,NUTS,2010,ES22,2,16.0
2019,NUTS,2010,ES22,2,16.5
2020,NUTS,2010,ES22,2,16.8
2011,NUTS,2010,ES23,2,11.9
2012,NUTS,2010,ES23,2,11.0
2013,NUTS,2010,ES23,2,11.0
2014,NUTS,2010,ES23,2,12.0
2015,NUTS,2010,ES23,2,12.6
2016,NUTS,2010,ES23,2,12.6
2017,NUTS,2010,ES23,2,12.6
2018,NUTS,2010,ES23,2,12.6
2019,NUTS,2010,ES23,2,12.7
2020,NUTS,2010,ES23,2,12.5
2011,NUTS,2010,ES24,2,12.5
2012,NUTS,2010,ES24,2,12.4
2013,NUTS,2010,ES24,2,11.7
2014,NUTS,2010,ES24,2,12.2
2015,NUTS,2010,ES24,2,11.8
2016,NUTS,2010,ES24,2,12.3
2017,NUTS,2010,ES24,2,12.6
2018,NUTS,2010,ES24,2,13.2
2019,NUTS,2010,ES24,2,14.2
2020,NUTS,2010,ES24,2,13.8
2011,NUTS,2010,ES3,1,18.5
2012,NUTS,2010,ES3,1,19.3
2013,NUTS,2010,ES3,1,19.6
2014,NUTS,2010,ES3,1,19.4
2015,NUTS,2010,ES3,1,19.9
2016,NUTS,2010,ES3,1,20.2
2017,NUTS,2010,ES3,1,20.5
2018,NUTS,2010,ES3,1,20.3
2019,NUTS,2010,ES3,1,21.2
2020,NUTS,2010,ES3,1,21.4
2011,NUTS,2010,ES30,2,18.5
2012,NUTS,2010,ES30,2,19.3
2013,NUTS,2010,ES30,2,19.6
2014,NUTS,2010,ES30,2,19.4
2015,NUTS,2010,ES30,2,19.9
2016,NUTS,2010,ES30,2,20.2
2017,NUTS,2010,ES30,2,20.5
2018,NUTS,2010,ES30,2,20.3
2019,NUTS,2010,ES30,2,21.2
2020,NUTS,2010,ES30,2,21.4
2011,NUTS,2010,ES4,1,10.1
2012,NUTS,2010,ES4,1,9.4
2013,NUTS,2010,ES4,1,9.2
2014,NUTS,2010,ES4,1,9.6
2015,NUTS,2010,ES4,1,9.8
2016,NUTS,2010,ES4,1,10.0
2017,NUTS,2010,ES4,1,10.3
2018,NUTS,2010,ES4,1,10.6
2019,NUTS,2010,ES4,1,11.1
2020,NUTS,2010,ES4,1,11.2
2011,NUTS,2010,ES41,2,11.1
2012,NUTS,2010,ES41,2,10.8
2013,NUTS,2010,ES41,2,10.5
2014,NUTS,2010,ES41,2,10.7
2015,NUTS,2010,ES41,2,11.0
2016,NUTS,2010,ES41,2,10.9
2017,NUTS,2010,ES41,2,11.3
2018,NUTS,2010,ES41,2,11.8
2019,NUTS,2010,ES41,2,12.5
2020,NUTS,2010,ES41,2,12.4
2011,NUTS,2010,ES42,2,9.5
2012,NUTS,2010,ES42,2,8.6
2013,NUTS,2010,ES42,2,8.6
2014,NUTS,2010,ES42,2,9.0
2015,NUTS,2010,ES42,2,9.0
2016,NUTS,2010,ES42,2,9.6
2017,NUTS,2010,ES42,2,9.9
2018,NUTS,2010,ES42,2,10.0
2019,NUTS,2010,ES42,2,10.3
2020,NUTS,2010,ES42,2,10.9
2011,NUTS,2010,ES43,2,9.0
2012,NUTS,2010,ES43,2,7.9
2013,NUTS,2010,ES43,2,7.6
2014,NUTS,2010,ES43,2,8.4
2015,NUTS,2010,ES43,2,8.6
2016,NUTS,2010,ES43,2,8.4
2017,NUTS,2010,ES43,2,8.6
2018,NUTS,2010,ES43,2,8.7
2019,NUTS,2010,ES43,2,9.2
2020,NUTS,2010,ES43,2,8.9
2011,NUTS,2010,ES5,1,10.5
2012,NUTS,2010,ES5,1,10.6
2013,NUTS,2010,ES5,1,11.2
2014,NUTS,2010,ES5,1,11.4
2015,NUTS,2010,ES5,1,11.9
2016,NUTS,2010,ES5,1,12.7
2017,NUTS,2010,ES5,1,13.0
2018,NUTS,2010,ES5,1,13.7
2019,NUTS,2010,ES5,1,14.4
2020,NUTS,2010,ES5,1,14.3
2011,NUTS,2010,ES51,2,11.7
2012,NUTS,2010,ES51,2,11.9
2013,NUTS,2010,ES51,2,12.5
2014,NUTS,2010,ES51,2,12.9
2015,NUTS,2010,ES51,2,13.2
2016,NUTS,2010,ES51,2,14.3
2017,NUTS,2010,ES51,2,14.6
2018,NUTS,2010,ES51,2,15.6
2019,NUTS,2010,ES51,2,16.6
2020,NUTS,2010,ES51,2,16.3
2011,NUTS,2010,ES52,2,9.4
2012,NUTS,2010,ES52,2,9.2
2013,NUTS,2010,ES52,2,9.6
2014,NUTS,2010,ES52,2,9.7
2015,NUTS,2010,ES52,2,10.4
2016,NUTS,2010,ES52,2,11.1
2017,NUTS,2010,ES52,2,11.1
2018,NUTS,2010,ES52,2,11.8
2019,NUTS,2010,ES52,2,11.8
2020,NUTS,2010,ES52,2,11.8
2011,NUTS,2010,ES53,2,8.0
2012,NUTS,2010,ES53,2,8.2
2013,NUTS,2010,ES53,2,9.7
2014,NUTS,2010,ES53,2,9.3
2015,NUTS,2010,ES53,2,9.3
2016,NUTS,2010,ES53,2,10.2
2017,NUTS,2010,ES53,2,10.8
2018,NUTS,2010,ES53,2,9.6
2019,NUTS,2010,ES53,2,11.0
2020,NUTS,2010,ES53,2,13.0
2011,NUTS,2010,ES6,1,8.6
2012,NUTS,2010,ES6,1,8.5
2013,NUTS,2010,ES6,1,8.5
2014,NUTS,2010,ES6,1,8.6
2015,NUTS,2010,ES6,1,8.9
2016,NUTS,2010,ES6,1,9.3
2017,NUTS,2010,ES6,1,9.7
2018,NUTS,2010,ES6,1,10.0
2019,NUTS,2010,ES6,1,10.6
2020,NUTS,2010,ES6,1,10.9
2011,NUTS,2010,ES61,2,8.5
2012,NUTS,2010,ES61,2,8.4
2013,NUTS,2010,ES61,2,8.4
2014,NUTS,2010,ES61,2,8.5
2015,NUTS,2010,ES61,2,8.8
2016,NUTS,2010,ES61,2,9.2
2017,NUTS,2010,ES61,2,9.5
2018,NUTS,2010,ES61,2,9.8
2019,NUTS,2010,ES61,2,10.5
2020,NUTS,2010,ES61,2,10.8
2011,NUTS,2010,ES62,2,9.4
2012,NUTS,2010,ES62,2,9.4
2013,NUTS,2010,ES62,2,9.2
2014,NUTS,2010,ES62,2,9.1
2015,NUTS,2010,ES62,2,9.4
2016,NUTS,2010,ES62,2,9.8
2017,NUTS,2010,ES62,2,10.5
2018,NUTS,2010,ES62,2,11.2
2019,NUTS,2010,ES62,2,11.5
2020,NUTS,2010,ES62,2,11.6
2011,NUTS,2010,ES63,2,8.8
2012,NUTS,2010,ES63,2,9.2
2013,NUTS,2010,ES63,2,7.2
2014,NUTS,2010,ES63,2,6.7
2015,NUTS,2010,ES63,2,9.9
2016,NUTS,2010,ES63,2,10.8
2017,NUTS,2010,ES63,2,10.4
2018,NUTS,2010,ES63,2,9.8
2019,NUTS,2010,ES63,2,9.4
2020,NUTS,2010,ES63,2,9.1
2011,NUTS,2010,ES64,2,10.5
2012,NUTS,2010,ES64,2,7.0
2013,NUTS,2010,ES64,2,9.1
2014,NUTS,2010,ES64,2,9.4
2015,NUTS,2010,ES64,2,7.8
2016,NUTS,2010,ES64,2,9.5
2017,NUTS,2010,ES64,2,10.4
2018,NUTS,2010,ES64,2,10.3
2019,NUTS,2010,ES64,2,10.9
2020,NUTS,2010,ES64,2,15.9
2011,NUTS,2010,ES7,1,7.7
2012,NUTS,2010,ES7,1,7.1
2013,NUTS,2010,ES7,1,7.2
2014,NUTS,2010,ES7,1,7.4
2015,NUTS,2010,ES7,1,7.4
2016,NUTS,2010,ES7,1,8.5
2017,NUTS,2010,ES7,1,8.4
2018,NUTS,2010,ES7,1,8.5
2019,NUTS,2010,ES7,1,9.5
2020,NUTS,2010,ES7,1,10.4
2011,NUTS,2010,ES70,2,7.7
2012,NUTS,2010,ES70,2,7.1
2013,NUTS,2010,ES70,2,7.2
2014,NUTS,2010,ES70,2,7.4
2015,NUTS,2010,ES70,2,7.4
2016,NUTS,2010,ES70,2,8.5
2017,NUTS,2010,ES70,2,8.4
2018,NUTS,2010,ES70,2,8.5
2019,NUTS,2010,ES70,2,9.5
2020,NUTS,2010,ES70,2,10.4
2011,NUTS,2010,EU15,2,12.4
2012,NUTS,2010,EU15,2,12.6
2013,NUTS,2010,EU15,2,12.9
2014,NUTS,2010,EU15,2,13.0
2015,NUTS,2010,EU15,2,13.4
2016,NUTS,2010,EU15,2,13.8
2017,NUTS,2010,EU15,2,14.1
2018,NUTS,2010,EU15,2,14.6
2019,NUTS,2010,EU15,2,15.1
2011,NUTS,2010,EU27_2020,7,11.3
2012,NUTS,2010,EU27_2020,7,11.5
2013,NUTS,2010,EU27_2020,7,11.8
2014,NUTS,2010,EU27_2020,7,12.0
2015,NUTS,2010,EU27_2020,7,12.4
2016,NUTS,2010,EU27_2020,7,12.8
2017,NUTS,2010,EU27_2020,7,13.2
2018,NUTS,2010,EU27_2020,7,13.6
2019,NUTS,2010,EU27_2020,7,14.1
2020,NUTS,2010,EU27_2020,7,14.4
2011,NUTS,2010,EU28,2,11.7
2012,NUTS,2010,EU28,2,12.0
2013,NUTS,2010,EU28,2,12.3
2014,NUTS,2010,EU28,2,12.6
2015,NUTS,2010,EU28,2,12.9
2016,NUTS,2010,EU28,2,13.3
2017,NUTS,2010,EU28,2,13.7
2018,NUTS,2010,EU28,2,14.1
2019,NUTS,2010,EU28,2,14.6
2011,NUTS,2010,FI,0,16.9
2012,NUTS,2010,FI,0,17.7
2013,NUTS,2010,FI,0,18.5
2014,NUTS,2010,FI,0,18.9
2015,NUTS,2010,FI,0,19.0
2016,NUTS,2010,FI,0,19.0
2017,NUTS,2010,FI,0,19.8
2018,NUTS,2010,FI,0,20.5
2019,NUTS,2010,FI,0,21.4
2020,NUTS,2010,FI,0,22.8
2011,NUTS,2010,FI1,1,16.9
2012,NUTS,2010,FI1,1,17.7
2013,NUTS,2010,FI1,1,18.5
2014,NUTS,2010,FI1,1,18.9
2015,NUTS,2010,FI1,1,19.0
2016,NUTS,2010,FI1,1,19.1
2017,NUTS,2010,FI1,1,19.8
2018,NUTS,2010,FI1,1,20.5
2019,NUTS,2010,FI1,1,21.4
2020,NUTS,2010,FI1,1,22.8
2011,NUTS,2010,FI19,2,14.9
2012,NUTS,2010,FI19,2,15.4
2013,NUTS,2010,FI19,2,16.6
2014,NUTS,2010,FI19,2,17.1
2015,NUTS,2010,FI19,2,17.2
2016,NUTS,2010,FI19,2,17.2
2017,NUTS,2010,FI19,2,17.9
2018,NUTS,2010,FI19,2,18.5
2019,NUTS,2010,FI19,2,19.6
2020,NUTS,2010,FI19,2,20.9
2011,NUTS,2010,FI1B,2,22.5
2012,NUTS,2010,FI1B,2,23.5
2013,NUTS,2010,FI1B,2,24.8
2014,NUTS,2010,FI1B,2,25.3
2015,NUTS,2010,FI1B,2,25.4
2016,NUTS,2010,FI1B,2,25.5
2017,NUTS,2010,FI1B,2,25.7
2018,NUTS,2010,FI1B,2,26.5
2019,NUTS,2010,FI1B,2,27.6
2020,NUTS,2010,FI1B,2,29.1
2011,NUTS,2010,FI1C,2,14.6
2012,NUTS,2010,FI1C,2,15.6
2013,NUTS,2010,FI1C,2,15.7
2014,NUTS,2010,FI1C,2,16.2
2015,NUTS,2010,FI1C,2,16.2
2016,NUTS,2010,FI1C,2,16.1
2017,NUTS,2010,FI1C,2,16.8
2018,NUTS,2010,FI1C,2,17.8
2019,NUTS,2010,FI1C,2,18.4
2020,NUTS,2010,FI1C,2,19.6
2011,NUTS,2010,FI1D,2,14.4
2012,NUTS,2010,FI1D,2,14.9
2013,NUTS,2010,FI1D,2,15.0
2014,NUTS,2010,FI1D,2,15.2
2015,NUTS,2010,FI1D,2,15.3
2016,NUTS,2010,FI1D,2,15.4
2017,NUTS,2010,FI1D,2,16.9
2018,NUTS,2010,FI1D,2,17.3
2019,NUTS,2010,FI1D,2,17.7
2020,NUTS,2010,FI1D,2,18.9
2011,NUTS,2010,FI2,1,11.9
2012,NUTS,2010,FI2,1,16.0
2013,NUTS,2010,FI2,1,16.3
2014,NUTS,2010,FI2,1,15.0
2015,NUTS,2010,FI2,1,15.8
2016,NUTS,2010,FI2,1,15.3
2017,NUTS,2010,FI2,1,14.5
2018,NUTS,2010,FI2,1,16.5
2019,NUTS,2010,FI2,1,17.2
2020,NUTS,2010,FI2,1,20.9
2011,NUTS,2010,FI20,2,11.9
2012,NUTS,2010,FI20,2,16.0
2013,NUTS,2010,FI20,2,16.3
2014,NUTS,2010,FI20,2,15.0
2015,NUTS,2010,FI20,2,15.8
2016,NUTS,2010,FI20,2,15.3
2017,NUTS,2010,FI20,2,14.5
2018,NUTS,2010,FI20,2,16.5
2019,NUTS,2010,FI20,2,17.2
2020,NUTS,2010,FI20,2,20.9
2011,NUTS,2010,FR,0,12.9
2012,NUTS,2010,FR,0,13.4
2013,NUTS,2010,FR,0,13.8
2014,NUTS,2010,FR,0,13.6
2015,NUTS,2010,FR,0,13.9
2016,NUTS,2010,FR,0,14.3
2017,NUTS,2010,FR,0,14.5
2018,NUTS,2010,FR,0,15.0
2019,NUTS,2010,FR,0,15.5
2020,NUTS,2010,FR,0,16.1
2011,NUTS,2010,FR1,1,16.5
2012,NUTS,2010,FR1,1,16.9
2013,NUTS,2010,FR1,1,17.6
2014,NUTS,2010,FR1,1,18.3
2015,NUTS,2010,FR1,1,19.1
2016,NUTS,2010,FR1,1,20.5
2017,NUTS,2010,FR1,1,20.7
2018,NUTS,2010,FR1,1,21.2
2019,NUTS,2010,FR1,1,22.3
2020,NUTS,2010,FR1,1,22.9
2011,NUTS,2010,FR10,2,16.5
2012,NUTS,2010,FR10,2,16.9
2013,NUTS,2010,FR10,2,17.6
2014,NUTS,2010,FR10,2,18.3
2015,NUTS,2010,FR10,2,19.1
2016,NUTS,2010,FR10,2,20.5
2017,NUTS,2010,FR10,2,20.7
2018,NUTS,2010,FR10,2,21.2
2019,NUTS,2010,FR10,2,22.3
2020,NUTS,2010,FR10,2,22.9
2011,NUTS,2010,FRB,1,11.1
2012,NUTS,2010,FRB,1,11.1
2013,NUTS,2010,FRB,1,11.4
2014,NUTS,2010,FRB,1,11.0
2015,NUTS,2010,FRB,1,11.1
2016,NUTS,2010,FRB,1,11.3
2017,NUTS,2010,FRB,1,11.7
2018,NUTS,2010,FRB,1,12.4
2019,NUTS,2010,FRB,1,12.3
2020,NUTS,2010,FRB,1,12.3
2011,NUTS,2010,FRB0,2,11.1
2012,NUTS,2010,FRB0,2,11.1
2013,NUTS,2010,FRB0,2,11.4
2014,NUTS,2010,FRB0,2,11.0
2015,NUTS,2010,FRB0,2,11.1
2016,NUTS,2010,FRB0,2,11.3
2017,NUTS,2010,FRB0,2,11.7
2018,NUTS,2010,FRB0,2,12.4
2019,NUTS,2010,FRB0,2,12.3
2020,NUTS,2010,FRB0,2,12.3
2011,NUTS,2010,FRC,1,10.0
2012,NUTS,2010,FRC,1,10.7
2013,NUTS,2010,FRC,1,11.3
2014,NUTS,2010,FRC,1,11.6
2015,NUTS,2010,FRC,1,11.1
2016,NUTS,2010,FRC,1,11.6
2017,NUTS,2010,FRC,1,12.7
2018,NUTS,2010,FRC,1,12.4
2019,NUTS,2010,FRC,1,12.6
2020,NUTS,2010,FRC,1,14.7
2011,NUTS,2010,FRC1,2,9.6
2012,NUTS,2010,FRC1,2,10.2
2013,NUTS,2010,FRC1,2,11.1
2014,NUTS,2010,FRC1,2,11.9
2015,NUTS,2010,FRC1,2,11.5
2016,NUTS,2010,FRC1,2,10.8
2017,NUTS,2010,FRC1,2,11.8
2018,NUTS,2010,FRC1,2,12.0
2019,NUTS,2010,FRC1,2,13.1
2020,NUTS,2010,FRC1,2,14.8
2011,NUTS,2010,FRC2,2,10.6
2012,NUTS,2010,FRC2,2,11.3
2013,NUTS,2010,FRC2,2,11.5
2014,NUTS,2010,FRC2,2,11.2
2015,NUTS,2010,FRC2,2,10.5
2016,NUTS,2010,FRC2,2,12.8
2017,NUTS,2010,FRC2,2,13.9
2018,NUTS,2010,FRC2,2,12.9
2019,NUTS,2010,FRC2,2,12.0
2020,NUTS,2010,FRC2,2,14.5
2011,NUTS,2010,FRD,1,10.9
2012,NUTS,2010,FRD,1,11.4
2013,NUTS,2010,FRD,1,11.5
2014,NUTS,2010,FRD,1,10.9
2015,NUTS,2010,FRD,1,11.5
2016,NUTS,2010,FRD,1,11.3
2017,NUTS,2010,FRD,1,10.7
2018,NUTS,2010,FRD,1,10.9
2019,NUTS,2010,FRD,1,11.5
2020,NUTS,2010,FRD,1,13.5
2011,NUTS,2010,FRD1,2,11.0
2012,NUTS,2010,FRD1,2,11.1
2013,NUTS,2010,FRD1,2,11.3
2014,NUTS,2010,FRD1,2,10.4
2015,NUTS,2010,FRD1,2,11.8
2016,NUTS,2010,FRD1,2,11.3
2017,NUTS,2010,FRD1,2,9.3
2018,NUTS,2010,FRD1,2,10.7
2019,NUTS,2010,FRD1,2,10.8
2020,NUTS,2010,FRD1,2,12.7
2011,NUTS,2010,FRD2,2,10.9
2012,NUTS,2010,FRD2,2,11.7
2013,NUTS,2010,FRD2,2,11.7
2014,NUTS,2010,FRD2,2,11.2
2015,NUTS,2010,FRD2,2,11.3
2016,NUTS,2010,FRD2,2,11.3
2017,NUTS,2010,FRD2,2,11.7
2018,NUTS,2010,FRD2,2,11.1
2019,NUTS,2010,FRD2,2,11.9
2020,NUTS,2010,FRD2,2,14.2
2011,NUTS,2010,FRE,1,10.4
2012,NUTS,2010,FRE,1,11.0
2013,NUTS,2010,FRE,1,11.4
2014,NUTS,2010,FRE,1,11.1
2015,NUTS,2010,FRE,1,10.7
2016,NUTS,2010,FRE,1,11.1
2017,NUTS,2010,FRE,1,12.1
2018,NUTS,2010,FRE,1,12.9
2019,NUTS,2010,FRE,1,13.0
2020,NUTS,2010,FRE,1,13.7
2011,NUTS,2010,FRE1,2,11.3
2012,NUTS,2010,FRE1,2,12.1
2013,NUTS,2010,FRE1,2,12.6
2014,NUTS,2010,FRE1,2,12.2
2015,NUTS,2010,FRE1,2,11.3
2016,NUTS,2010,FRE1,2,11.9
2017,NUTS,2010,FRE1,2,12.8
2018,NUTS,2010,FRE1,2,13.4
2019,NUTS,2010,FRE1,2,13.8
2020,NUTS,2010,FRE1,2,13.8
2011,NUTS,2010,FRE2,2,8.6
2012,NUTS,2010,FRE2,2,8.8
2013,NUTS,2010,FRE2,2,8.9
2014,NUTS,2010,FRE2,2,8.8
2015,NUTS,2010,FRE2,2,9.6
2016,NUTS,2010,FRE2,2,9.4
2017,NUTS,2010,FRE2,2,10.5
2018,NUTS,2010,FRE2,2,12.0
2019,NUTS,2010,FRE2,2,11.4
2020,NUTS,2010,FRE2,2,13.6
2011,NUTS,2010,FRF,1,11.6
2012,NUTS,2010,FRF,1,11.8
2013,NUTS,2010,FRF,1,12.0
2014,NUTS,2010,FRF,1,11.5
2015,NUTS,2010,FRF,1,12.1
2016,NUTS,2010,FRF,1,12.5
2017,NUTS,2010,FRF,1,12.2
2018,NUTS,2010,FRF,1,12.6
2019,NUTS,2010,FRF,1,13.8
2020,NUTS,2010,FRF,1,13.5
2011,NUTS,2010,FRF1,2,13.6
2012,NUTS,2010,FRF1,2,13.3
2013,NUTS,2010,FRF1,2,13.0
2014,NUTS,2010,FRF1,2,12.9
2015,NUTS,2010,FRF1,2,14.5
2016,NUTS,2010,FRF1,2,14.6
2017,NUTS,2010,FRF1,2,13.1
2018,NUTS,2010,FRF1,2,14.7
2019,NUTS,2010,FRF1,2,16.0
2020,NUTS,2010,FRF1,2,16.3
2011,NUTS,2010,FRF2,2,8.6
2012,NUTS,2010,FRF2,2,9.9
2013,NUTS,2010,FRF2,2,10.0
2014,NUTS,2010,FRF2,2,10.0
2015,NUTS,2010,FRF2,2,9.3
2016,NUTS,2010,FRF2,2,8.6
2017,NUTS,2010,FRF2,2,10.0
2018,NUTS,2010,FRF2,2,11.2
2019,NUTS,2010,FRF2,2,11.0
2020,NUTS,2010,FRF2,2,10.0
2011,NUTS,2010,FRF3,2,11.8
