year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_total_pc_emp_hc_t
2011,NUTS,2010,HU33,2,0.3468
2012,NUTS,2010,HU33,2,0.391
2013,NUTS,2010,HU33,2,0.4535
2014,NUTS,2010,HU33,2,0.4173
2015,NUTS,2010,HU33,2,0.2691
2016,NUTS,2010,HU33,2,0.273
2017,NUTS,2010,HU33,2,0.3627
2018,NUTS,2010,HU33,2,0.436
2019,NUTS,2010,HU33,2,0.4984
2011,NUTS,2010,IE,0,1.0369
2013,NUTS,2010,IE,0,1.3149
2015,NUTS,2010,IE,0,1.3215
2017,NUTS,2010,IE,0,1.2869
2019,NUTS,2010,IE,0,1.2418
2011,NUTS,2010,IE0,1,1.0097
2013,NUTS,2010,IE0,1,1.279
2015,NUTS,2010,IE0,1,1.2802
2017,NUTS,2010,IE0,1,1.2452
2011,NUTS,2010,IE01,2,0.8407
2013,NUTS,2010,IE01,2,0.9153
2015,NUTS,2010,IE01,2,0.8526
2017,NUTS,2010,IE01,2,2.1325
2011,NUTS,2010,IE02,2,1.0672
2013,NUTS,2010,IE02,2,1.4039
2015,NUTS,2010,IE02,2,1.4249
2017,NUTS,2010,IE02,2,1.1187
2011,NUTS,2010,IS,0,1.2384
2013,NUTS,2010,IS,0,1.2939
2015,NUTS,2010,IS,0,1.6356
2016,NUTS,2010,IS,0,1.5811
2017,NUTS,2010,IS,0,1.7049
2018,NUTS,2010,IS,0,1.6596
2011,NUTS,2010,IT,0,0.6877
2012,NUTS,2010,IT,0,0.7401
2013,NUTS,2010,IT,0,0.7989
2014,NUTS,2010,IT,0,0.8227
2015,NUTS,2010,IT,0,0.8779
2016,NUTS,2010,IT,0,1.0708
2017,NUTS,2010,IT,0,1.2773
2018,NUTS,2010,IT,0,1.4612
2019,NUTS,2010,IT,0,1.5102
2011,NUTS,2010,ITC,1,0.9962
2012,NUTS,2010,ITC,1,1.0469
2013,NUTS,2010,ITC,1,1.0928
2014,NUTS,2010,ITC,1,1.1297
2015,NUTS,2010,ITC,1,1.1772
2016,NUTS,2010,ITC,1,1.4131
2017,NUTS,2010,ITC,1,1.605
2018,NUTS,2010,ITC,1,1.8138
2019,NUTS,2010,ITC,1,1.854
2011,NUTS,2010,ITC1,2,1.0907
2012,NUTS,2010,ITC1,2,1.1542
2013,NUTS,2010,ITC1,2,1.2873
2014,NUTS,2010,ITC1,2,1.3591
2015,NUTS,2010,ITC1,2,1.4233
2016,NUTS,2010,ITC1,2,1.6568
2017,NUTS,2010,ITC1,2,1.8032
2018,NUTS,2010,ITC1,2,1.9865
2019,NUTS,2010,ITC1,2,2.0011
2011,NUTS,2010,ITC2,2,0.615
2012,NUTS,2010,ITC2,2,0.5921
2013,NUTS,2010,ITC2,2,0.4625
2014,NUTS,2010,ITC2,2,0.4065
2015,NUTS,2010,ITC2,2,0.4215
2016,NUTS,2010,ITC2,2,0.6121
2017,NUTS,2010,ITC2,2,0.5667
2018,NUTS,2010,ITC2,2,0.6055
2019,NUTS,2010,ITC2,2,0.4521
2011,NUTS,2010,ITC3,2,0.673
2012,NUTS,2010,ITC3,2,0.6592
2013,NUTS,2010,ITC3,2,0.6385
2014,NUTS,2010,ITC3,2,0.6363
2015,NUTS,2010,ITC3,2,0.6894
2016,NUTS,2010,ITC3,2,0.8487
2017,NUTS,2010,ITC3,2,0.8712
2018,NUTS,2010,ITC3,2,0.978
2019,NUTS,2010,ITC3,2,1.0711
2011,NUTS,2010,ITC4,2,1.0085
2012,NUTS,2010,ITC4,2,1.0638
2013,NUTS,2010,ITC4,2,1.0843
2014,NUTS,2010,ITC4,2,1.1129
2015,NUTS,2010,ITC4,2,1.153
2016,NUTS,2010,ITC4,2,1.4007
2017,NUTS,2010,ITC4,2,1.6365
2018,NUTS,2010,ITC4,2,1.8725
2019,NUTS,2010,ITC4,2,1.9181
2011,NUTS,2010,ITF,1,0.2136
2012,NUTS,2010,ITF,1,0.2517
2013,NUTS,2010,ITF,1,0.2969
2014,NUTS,2010,ITF,1,0.302
2015,NUTS,2010,ITF,1,0.3667
2016,NUTS,2010,ITF,1,0.4161
2017,NUTS,2010,ITF,1,0.5936
2018,NUTS,2010,ITF,1,0.7773
2019,NUTS,2010,ITF,1,0.8598
2011,NUTS,2010,ITF1,2,0.2838
2012,NUTS,2010,ITF1,2,0.2584
2013,NUTS,2010,ITF1,2,0.3087
2014,NUTS,2010,ITF1,2,0.3466
2015,NUTS,2010,ITF1,2,0.3514
2016,NUTS,2010,ITF1,2,0.489
2017,NUTS,2010,ITF1,2,0.628
2018,NUTS,2010,ITF1,2,0.7433
2019,NUTS,2010,ITF1,2,0.7765
2011,NUTS,2010,ITF2,2,0.0735
2012,NUTS,2010,ITF2,2,0.0961
2013,NUTS,2010,ITF2,2,0.3702
2014,NUTS,2010,ITF2,2,0.3141
2015,NUTS,2010,ITF2,2,0.6882
2016,NUTS,2010,ITF2,2,0.7023
2017,NUTS,2010,ITF2,2,0.7331
2018,NUTS,2010,ITF2,2,0.9413
2019,NUTS,2010,ITF2,2,0.8486
2011,NUTS,2010,ITF3,2,0.3352
2012,NUTS,2010,ITF3,2,0.4084
2013,NUTS,2010,ITF3,2,0.4056
2014,NUTS,2010,ITF3,2,0.4028
2015,NUTS,2010,ITF3,2,0.4867
2016,NUTS,2010,ITF3,2,0.51
2017,NUTS,2010,ITF3,2,0.7318
2018,NUTS,2010,ITF3,2,1.0522
2019,NUTS,2010,ITF3,2,1.1847
2011,NUTS,2010,ITF4,2,0.1436
2012,NUTS,2010,ITF4,2,0.185
2013,NUTS,2010,ITF4,2,0.2797
2014,NUTS,2010,ITF4,2,0.2858
2015,NUTS,2010,ITF4,2,0.3257
2016,NUTS,2010,ITF4,2,0.3587
2017,NUTS,2010,ITF4,2,0.4848
2018,NUTS,2010,ITF4,2,0.5893
2019,NUTS,2010,ITF4,2,0.7009
2011,NUTS,2010,ITF5,2,0.1027
2012,NUTS,2010,ITF5,2,0.0515
2013,NUTS,2010,ITF5,2,0.0661
2014,NUTS,2010,ITF5,2,0.0636
2015,NUTS,2010,ITF5,2,0.1081
2016,NUTS,2010,ITF5,2,0.2457
2017,NUTS,2010,ITF5,2,0.3572
2018,NUTS,2010,ITF5,2,0.4
2019,NUTS,2010,ITF5,2,0.3115
2011,NUTS,2010,ITF6,2,0.0301
2012,NUTS,2010,ITF6,2,0.0407
2013,NUTS,2010,ITF6,2,0.0583
2014,NUTS,2010,ITF6,2,0.0767
2015,NUTS,2010,ITF6,2,0.1376
2016,NUTS,2010,ITF6,2,0.191
2017,NUTS,2010,ITF6,2,0.4302
2018,NUTS,2010,ITF6,2,0.4899
2019,NUTS,2010,ITF6,2,0.5103
2011,NUTS,2010,ITG,1,0.1453
2012,NUTS,2010,ITG,1,0.1423
2013,NUTS,2010,ITG,1,0.1676
2014,NUTS,2010,ITG,1,0.1715
2015,NUTS,2010,ITG,1,0.1666
2016,NUTS,2010,ITG,1,0.1925
2017,NUTS,2010,ITG,1,0.2595
2018,NUTS,2010,ITG,1,0.3173
2019,NUTS,2010,ITG,1,0.3977
2011,NUTS,2010,ITG1,2,0.1753
2012,NUTS,2010,ITG1,2,0.1723
2013,NUTS,2010,ITG1,2,0.2084
2014,NUTS,2010,ITG1,2,0.2122
2015,NUTS,2010,ITG1,2,0.1904
2016,NUTS,2010,ITG1,2,0.1901
2017,NUTS,2010,ITG1,2,0.2728
2018,NUTS,2010,ITG1,2,0.3752
2019,NUTS,2010,ITG1,2,0.4965
2011,NUTS,2010,ITG2,2,0.0719
2012,NUTS,2010,ITG2,2,0.0707
2013,NUTS,2010,ITG2,2,0.0677
2014,NUTS,2010,ITG2,2,0.0732
2015,NUTS,2010,ITG2,2,0.1097
2016,NUTS,2010,ITG2,2,0.1984
2017,NUTS,2010,ITG2,2,0.227
2018,NUTS,2010,ITG2,2,0.1818
2019,NUTS,2010,ITG2,2,0.1694
2011,NUTS,2010,ITH,1,1.007
2012,NUTS,2010,ITH,1,1.0714
2013,NUTS,2010,ITH,1,1.1572
2014,NUTS,2010,ITH,1,1.1766
2015,NUTS,2010,ITH,1,1.2735
2016,NUTS,2010,ITH,1,1.5575
2017,NUTS,2010,ITH,1,1.8392
2018,NUTS,2010,ITH,1,2.006
2019,NUTS,2010,ITH,1,1.9711
2011,NUTS,2010,ITH1,2,0.5197
2012,NUTS,2010,ITH1,2,0.5113
2013,NUTS,2010,ITH1,2,0.5506
2014,NUTS,2010,ITH1,2,0.5558
2015,NUTS,2010,ITH1,2,0.5646
2016,NUTS,2010,ITH1,2,0.7181
2017,NUTS,2010,ITH1,2,0.7495
2018,NUTS,2010,ITH1,2,0.7851
2019,NUTS,2010,ITH1,2,0.8366
2011,NUTS,2010,ITH2,2,0.9982
2012,NUTS,2010,ITH2,2,1.1424
2013,NUTS,2010,ITH2,2,1.0716
2014,NUTS,2010,ITH2,2,1.137
2015,NUTS,2010,ITH2,2,1.1806
2016,NUTS,2010,ITH2,2,1.013
2017,NUTS,2010,ITH2,2,1.134
2018,NUTS,2010,ITH2,2,1.2064
2019,NUTS,2010,ITH2,2,1.2355
2011,NUTS,2010,ITH3,2,1.0086
2012,NUTS,2010,ITH3,2,1.0259
2013,NUTS,2010,ITH3,2,1.0973
2014,NUTS,2010,ITH3,2,1.0759
2015,NUTS,2010,ITH3,2,1.1226
2016,NUTS,2010,ITH3,2,1.449
2017,NUTS,2010,ITH3,2,1.7112
2018,NUTS,2010,ITH3,2,1.9375
2019,NUTS,2010,ITH3,2,1.8744
2011,NUTS,2010,ITH4,2,0.9453
2012,NUTS,2010,ITH4,2,0.993
2013,NUTS,2010,ITH4,2,0.952
2014,NUTS,2010,ITH4,2,0.9406
2015,NUTS,2010,ITH4,2,0.934
2016,NUTS,2010,ITH4,2,1.15
2017,NUTS,2010,ITH4,2,1.3433
2018,NUTS,2010,ITH4,2,1.3955
2019,NUTS,2010,ITH4,2,1.3941
2011,NUTS,2010,ITH5,2,1.0825
2012,NUTS,2010,ITH5,2,1.2037
2013,NUTS,2010,ITH5,2,1.3626
2014,NUTS,2010,ITH5,2,1.4303
2015,NUTS,2010,ITH5,2,1.6243
2016,NUTS,2010,ITH5,2,1.9465
2017,NUTS,2010,ITH5,2,2.3286
2018,NUTS,2010,ITH5,2,2.4863
2019,NUTS,2010,ITH5,2,2.4508
2011,NUTS,2010,ITI,1,0.4801
2012,NUTS,2010,ITI,1,0.5342
2013,NUTS,2010,ITI,1,0.5607
2014,NUTS,2010,ITI,1,0.5776
2015,NUTS,2010,ITI,1,0.616
2016,NUTS,2010,ITI,1,0.8113
2017,NUTS,2010,ITI,1,0.9962
2018,NUTS,2010,ITI,1,1.1754
2019,NUTS,2010,ITI,1,1.2574
2011,NUTS,2010,ITI1,2,0.4528
2012,NUTS,2010,ITI1,2,0.53
2013,NUTS,2010,ITI1,2,0.6171
2014,NUTS,2010,ITI1,2,0.6806
2015,NUTS,2010,ITI1,2,0.7241
2016,NUTS,2010,ITI1,2,0.884
2017,NUTS,2010,ITI1,2,1.1349
2018,NUTS,2010,ITI1,2,1.3545
2019,NUTS,2010,ITI1,2,1.4398
2011,NUTS,2010,ITI2,2,0.3696
2012,NUTS,2010,ITI2,2,0.3933
2013,NUTS,2010,ITI2,2,0.4719
2014,NUTS,2010,ITI2,2,0.534
2015,NUTS,2010,ITI2,2,0.5528
2016,NUTS,2010,ITI2,2,0.7818
2017,NUTS,2010,ITI2,2,0.989
2018,NUTS,2010,ITI2,2,1.1256
2019,NUTS,2010,ITI2,2,1.1
2011,NUTS,2010,ITI3,2,0.6074
2012,NUTS,2010,ITI3,2,0.6725
2013,NUTS,2010,ITI3,2,0.6763
2014,NUTS,2010,ITI3,2,0.794
2015,NUTS,2010,ITI3,2,0.7625
2016,NUTS,2010,ITI3,2,1.0997
2017,NUTS,2010,ITI3,2,1.4629
2018,NUTS,2010,ITI3,2,1.5435
2019,NUTS,2010,ITI3,2,1.4478
2011,NUTS,2010,ITI4,2,0.4807
2012,NUTS,2010,ITI4,2,0.52
2013,NUTS,2010,ITI4,2,0.5039
2014,NUTS,2010,ITI4,2,0.4567
2015,NUTS,2010,ITI4,2,0.5132
2016,NUTS,2010,ITI4,2,0.6904
2017,NUTS,2010,ITI4,2,0.784
2018,NUTS,2010,ITI4,2,0.9643
2019,NUTS,2010,ITI4,2,1.1081
2011,NUTS,2010,KR,0,1.2415
2012,NUTS,2010,KR,0,1.3445
2013,NUTS,2010,KR,0,1.3495
2011,NUTS,2010,LT,0,0.2593
2012,NUTS,2010,LT,0,0.2301
2013,NUTS,2010,LT,0,0.2733
2014,NUTS,2010,LT,0,0.438
2015,NUTS,2010,LT,0,0.3111
2016,NUTS,2010,LT,0,0.3059
2017,NUTS,2010,LT,0,0.4362
2018,NUTS,2010,LT,0,0.4971
2019,NUTS,2010,LT,0,0.5342
2015,NUTS,2010,LT01,2,0.6925
2016,NUTS,2010,LT01,2,0.6544
2017,NUTS,2010,LT01,2,0.8077
2018,NUTS,2010,LT01,2,0.8971
2019,NUTS,2010,LT01,2,1.0014
2015,NUTS,2010,LT02,2,0.1384
2016,NUTS,2010,LT02,2,0.1382
2017,NUTS,2010,LT02,2,0.2408
2018,NUTS,2010,LT02,2,0.2802
2019,NUTS,2010,LT02,2,0.2822
2011,NUTS,2010,LU,0,1.8432
2013,NUTS,2010,LU,0,1.4805
2015,NUTS,2010,LU,0,1.4865
2017,NUTS,2010,LU,0,1.5055
2019,NUTS,2010,LU,0,1.3911
2011,NUTS,2010,LV,0,0.2074
2012,NUTS,2010,LV,0,0.1934
2013,NUTS,2010,LV,0,0.2086
2014,NUTS,2010,LV,0,0.2732
2015,NUTS,2010,LV,0,0.2331
2016,NUTS,2010,LV,0,0.2038
2017,NUTS,2010,LV,0,0.2107
2018,NUTS,2010,LV,0,0.2413
2019,NUTS,2010,LV,0,0.2589
2011,NUTS,2010,ME,0,0.1016
2013,NUTS,2010,ME,0,0.1125
2014,NUTS,2010,ME,0,0.0944
2015,NUTS,2010,ME,0,0.1005
2016,NUTS,2010,ME,0,0.0776
2017,NUTS,2010,ME,0,0.0848
2018,NUTS,2010,ME,0,0.1359
2019,NUTS,2010,ME,0,0.1241
2011,NUTS,2010,MK,0,0.0322
2012,NUTS,2010,MK,0,0.0216
2015,NUTS,2010,MK,0,0.0745
2016,NUTS,2010,MK,0,0.0761
2017,NUTS,2010,MK,0,0.075
2018,NUTS,2010,MK,0,0.0825
2019,NUTS,2010,MK,0,0.0881
2011,NUTS,2010,MT,0,0.6866
2012,NUTS,2010,MT,0,0.6971
2013,NUTS,2010,MT,0,0.5715
2014,NUTS,2010,MT,0,0.5759
2015,NUTS,2010,MT,0,0.5289
2016,NUTS,2010,MT,0,0.542
2017,NUTS,2010,MT,0,0.5147
2018,NUTS,2010,MT,0,0.4658
2019,NUTS,2010,MT,0,0.4534
2011,NUTS,2010,NL,0,1.4549
2012,NUTS,2010,NL,0,1.5581
2013,NUTS,2010,NL,0,1.767
2014,NUTS,2010,NL,0,1.7654
2015,NUTS,2010,NL,0,1.8277
2016,NUTS,2010,NL,0,1.8713
2017,NUTS,2010,NL,0,1.8474
2018,NUTS,2010,NL,0,1.8843
2019,NUTS,2010,NL,0,1.9323
2011,NUTS,2010,NL1,1,0.9587
2012,NUTS,2010,NL1,1,0.8854
2011,NUTS,2010,NL11,2,0.9516
2012,NUTS,2010,NL11,2,0.9439
2011,NUTS,2010,NL12,2,0.8334
2012,NUTS,2010,NL12,2,0.9116
2011,NUTS,2010,NL13,2,1.1379
2012,NUTS,2010,NL13,2,0.7803
2011,NUTS,2010,NL2,1,1.5566
2012,NUTS,2010,NL2,1,1.573
2011,NUTS,2010,NL21,2,1.8705
2012,NUTS,2010,NL21,2,1.6338
2011,NUTS,2010,NL22,2,1.4161
2012,NUTS,2010,NL22,2,1.5789
2011,NUTS,2010,NL23,2,1.3721
2012,NUTS,2010,NL23,2,1.3732
2011,NUTS,2010,NL3,1,1.3517
2012,NUTS,2010,NL3,1,1.4313
2011,NUTS,2010,NL31,2,1.1348
2012,NUTS,2010,NL31,2,1.3635
2011,NUTS,2010,NL32,2,1.6443
2012,NUTS,2010,NL32,2,1.7162
2011,NUTS,2010,NL33,2,1.2514
2012,NUTS,2010,NL33,2,1.2753
2011,NUTS,2010,NL34,2,0.8678
2012,NUTS,2010,NL34,2,1.0006
2011,NUTS,2010,NL4,1,1.8348
2012,NUTS,2010,NL4,1,2.1329
2011,NUTS,2010,NL41,2,2.0127
2012,NUTS,2010,NL41,2,2.3099
2011,NUTS,2010,NL42,2,1.423
2012,NUTS,2010,NL42,2,1.7235
2011,NUTS,2010,NO,0,1.0706
2012,NUTS,2010,NO,0,1.1042
2013,NUTS,2010,NO,0,1.1238
2014,NUTS,2010,NO,0,1.2276
2015,NUTS,2010,NO,0,1.3299
2016,NUTS,2010,NO,0,1.4252
2017,NUTS,2010,NO,0,1.5242
2018,NUTS,2010,NO,0,1.5426
2019,NUTS,2010,NO,0,1.6095
2011,NUTS,2010,NO0,1,1.0387
2012,NUTS,2010,NO0,1,1.0703
2013,NUTS,2010,NO0,1,1.0885
2014,NUTS,2010,NO0,1,1.1857
2015,NUTS,2010,NO0,1,1.2816
2017,NUTS,2010,NO0,1,1.4701
2018,NUTS,2010,NO0,1,1.4859
2019,NUTS,2010,NO0,1,1.5505
2011,NUTS,2010,NO01,2,1.6443
2012,NUTS,2010,NO01,2,1.6506
2013,NUTS,2010,NO01,2,1.6473
2014,NUTS,2010,NO01,2,1.7594
2015,NUTS,2010,NO01,2,1.8726
2017,NUTS,2010,NO01,2,2.0495
2018,NUTS,2010,NO01,2,2.0697
2019,NUTS,2010,NO01,2,2.1434
2011,NUTS,2010,NO02,2,0.4604
2012,NUTS,2010,NO02,2,0.4316
2013,NUTS,2010,NO02,2,0.4832
2014,NUTS,2010,NO02,2,0.459
2015,NUTS,2010,NO02,2,0.5133
2017,NUTS,2010,NO02,2,0.5872
2018,NUTS,2010,NO02,2,0.6222
2019,NUTS,2010,NO02,2,0.6349
2011,NUTS,2010,NO03,2,0.8827
2012,NUTS,2010,NO03,2,0.8606
2013,NUTS,2010,NO03,2,0.9688
2014,NUTS,2010,NO03,2,1.0364
2015,NUTS,2010,NO03,2,1.0847
2017,NUTS,2010,NO03,2,1.2089
2018,NUTS,2010,NO03,2,1.1242
2019,NUTS,2010,NO03,2,1.1726
2011,NUTS,2010,NO04,2,0.7624
2012,NUTS,2010,NO04,2,0.8177
2013,NUTS,2010,NO04,2,0.8488
2014,NUTS,2010,NO04,2,0.9744
2015,NUTS,2010,NO04,2,1.0573
2017,NUTS,2010,NO04,2,1.341
2018,NUTS,2010,NO04,2,1.3687
2019,NUTS,2010,NO04,2,1.3802
2011,NUTS,2010,NO05,2,0.7313
2012,NUTS,2010,NO05,2,0.7547
2013,NUTS,2010,NO05,2,0.8013
2014,NUTS,2010,NO05,2,0.9276
2015,NUTS,2010,NO05,2,1.0467
2017,NUTS,2010,NO05,2,1.3115
2018,NUTS,2010,NO05,2,1.3889
2019,NUTS,2010,NO05,2,1.4036
2011,NUTS,2010,NO06,2,1.8722
2012,NUTS,2010,NO06,2,2.1215
2013,NUTS,2010,NO06,2,1.8984
2014,NUTS,2010,NO06,2,2.0332
2015,NUTS,2010,NO06,2,2.1404
2017,NUTS,2010,NO06,2,2.2949
2018,NUTS,2010,NO06,2,2.2812
2019,NUTS,2010,NO06,2,2.5846
2011,NUTS,2010,NO07,2,0.4291
2012,NUTS,2010,NO07,2,0.4286
2013,NUTS,2010,NO07,2,0.4263
2014,NUTS,2010,NO07,2,0.4901
2015,NUTS,2010,NO07,2,0.6091
2017,NUTS,2010,NO07,2,0.7358
2018,NUTS,2010,NO07,2,0.8099
2019,NUTS,2010,NO07,2,0.8196
2011,NUTS,2010,PL,0,0.18
2012,NUTS,2010,PL,0,0.2172
2013,NUTS,2010,PL,0,0.2549
2014,NUTS,2010,PL,0,0.2837
2015,NUTS,2010,PL,0,0.3163
2016,NUTS,2010,PL,0,0.443
2017,NUTS,2010,PL,0,0.6029
2018,NUTS,2010,PL,0,0.7107
2019,NUTS,2010,PL,0,0.7607
2011,NUTS,2010,PL1,1,0.3439
2012,NUTS,2010,PL1,1,0.4196
2013,NUTS,2010,PL1,1,0.3588
2014,NUTS,2010,PL1,1,0.3847
2015,NUTS,2010,PL1,1,0.4083
2011,NUTS,2010,PL11,2,0.0856
2012,NUTS,2010,PL11,2,0.0988
2013,NUTS,2010,PL11,2,0.1195
2014,NUTS,2010,PL11,2,0.1214
2015,NUTS,2010,PL11,2,0.1632
2011,NUTS,2010,PL12,2,0.3002
2012,NUTS,2010,PL12,2,0.3715
2013,NUTS,2010,PL12,2,0.4827
2014,NUTS,2010,PL12,2,0.513
2015,NUTS,2010,PL12,2,0.5193
2011,NUTS,2010,PL2,1,0.1817
2012,NUTS,2010,PL2,1,0.2156
2013,NUTS,2010,PL2,1,0.2674
2014,NUTS,2010,PL2,1,0.2825
2015,NUTS,2010,PL2,1,0.3595
2016,NUTS,2010,PL2,1,0.4794
2017,NUTS,2010,PL2,1,0.6142
2018,NUTS,2010,PL2,1,0.6835
2019,NUTS,2010,PL2,1,0.788
2011,NUTS,2010,PL21,2,0.1846
2012,NUTS,2010,PL21,2,0.2889
2013,NUTS,2010,PL21,2,0.3453
2014,NUTS,2010,PL21,2,0.3407
2015,NUTS,2010,PL21,2,0.4707
2016,NUTS,2010,PL21,2,0.6708
2017,NUTS,2010,PL21,2,0.8444
2018,NUTS,2010,PL21,2,0.8976
2019,NUTS,2010,PL21,2,1.0339
2011,NUTS,2010,PL22,2,0.1798
2012,NUTS,2010,PL22,2,0.1658
2013,NUTS,2010,PL22,2,0.2136
2014,NUTS,2010,PL22,2,0.2411
2015,NUTS,2010,PL22,2,0.2793
2016,NUTS,2010,PL22,2,0.3353
2017,NUTS,2010,PL22,2,0.4402
2018,NUTS,2010,PL22,2,0.5191
2019,NUTS,2010,PL22,2,0.5975
2011,NUTS,2010,PL3,1,0.196
2012,NUTS,2010,PL3,1,0.2209
2013,NUTS,2010,PL3,1,0.2368
2014,NUTS,2010,PL3,1,0.2794
2015,NUTS,2010,PL3,1,0.2673
2011,NUTS,2010,PL31,2,0.0668
2012,NUTS,2010,PL31,2,0.086
2013,NUTS,2010,PL31,2,0.0867
2014,NUTS,2010,PL31,2,0.0907
2015,NUTS,2010,PL31,2,0.1225
2011,NUTS,2010,PL32,2,0.5242
2012,NUTS,2010,PL32,2,0.5702
2013,NUTS,2010,PL32,2,0.5946
2014,NUTS,2010,PL32,2,0.7856
2015,NUTS,2010,PL32,2,0.6649
2011,NUTS,2010,PL33,2,0.0547
2012,NUTS,2010,PL33,2,0.0731
2013,NUTS,2010,PL33,2,0.0877
2014,NUTS,2010,PL33,2,0.068
2015,NUTS,2010,PL33,2,0.1004
2011,NUTS,2010,PL34,2,0.0693
2012,NUTS,2010,PL34,2,0.0728
2013,NUTS,2010,PL34,2,0.105
2014,NUTS,2010,PL34,2,0.0987
2015,NUTS,2010,PL34,2,0.1217
2011,NUTS,2010,PL4,1,0.0774
2012,NUTS,2010,PL4,1,0.1163
2013,NUTS,2010,PL4,1,0.1203
2014,NUTS,2010,PL4,1,0.1388
2015,NUTS,2010,PL4,1,0.1979
2016,NUTS,2010,PL4,1,0.1928
2017,NUTS,2010,PL4,1,0.2672
2018,NUTS,2010,PL4,1,0.3069
2019,NUTS,2010,PL4,1,0.3493
2011,NUTS,2010,PL41,2,0.0994
2012,NUTS,2010,PL41,2,0.1575
2013,NUTS,2010,PL41,2,0.1678
2014,NUTS,2010,PL41,2,0.1953
2015,NUTS,2010,PL41,2,0.2815
2016,NUTS,2010,PL41,2,0.2652
2017,NUTS,2010,PL41,2,0.3245
2018,NUTS,2010,PL41,2,0.3881
2019,NUTS,2010,PL41,2,0.4431
2011,NUTS,2010,PL42,2,0.0522
2012,NUTS,2010,PL42,2,0.0639
2013,NUTS,2010,PL42,2,0.0552
2014,NUTS,2010,PL42,2,0.0706
2015,NUTS,2010,PL42,2,0.0902
2016,NUTS,2010,PL42,2,0.0889
2017,NUTS,2010,PL42,2,0.1429
2018,NUTS,2010,PL42,2,0.1787
2019,NUTS,2010,PL42,2,0.1954
2011,NUTS,2010,PL43,2,0.039
2012,NUTS,2010,PL43,2,0.0493
2013,NUTS,2010,PL43,2,0.0521
2014,NUTS,2010,PL43,2,0.0496
2015,NUTS,2010,PL43,2,0.0785
2016,NUTS,2010,PL43,2,0.0932
2017,NUTS,2010,PL43,2,0.2529
2018,NUTS,2010,PL43,2,0.2132
2019,NUTS,2010,PL43,2,0.2468
2011,NUTS,2010,PL5,1,0.1489
2012,NUTS,2010,PL5,1,0.1827
2013,NUTS,2010,PL5,1,0.2273
2014,NUTS,2010,PL5,1,0.2611
2015,NUTS,2010,PL5,1,0.2742
2016,NUTS,2010,PL5,1,0.3458
2017,NUTS,2010,PL5,1,0.483
2018,NUTS,2010,PL5,1,0.6084
2019,NUTS,2010,PL5,1,0.6816
2011,NUTS,2010,PL51,2,0.1815
2012,NUTS,2010,PL51,2,0.2158
2013,NUTS,2010,PL51,2,0.276
2014,NUTS,2010,PL51,2,0.3236
2015,NUTS,2010,PL51,2,0.3353
2016,NUTS,2010,PL51,2,0.4025
2017,NUTS,2010,PL51,2,0.5631
2018,NUTS,2010,PL51,2,0.7142
2019,NUTS,2010,PL51,2,0.8047
2011,NUTS,2010,PL52,2,0.0493
2012,NUTS,2010,PL52,2,0.0828
2013,NUTS,2010,PL52,2,0.0789
2014,NUTS,2010,PL52,2,0.0746
2015,NUTS,2010,PL52,2,0.0973
2016,NUTS,2010,PL52,2,0.1686
2017,NUTS,2010,PL52,2,0.2375
2018,NUTS,2010,PL52,2,0.2826
2019,NUTS,2010,PL52,2,0.2854
2011,NUTS,2010,PL6,1,0.1456
2012,NUTS,2010,PL6,1,0.1688
2013,NUTS,2010,PL6,1,0.1704
2014,NUTS,2010,PL6,1,0.197
2015,NUTS,2010,PL6,1,0.2276
2016,NUTS,2010,PL6,1,0.2967
2017,NUTS,2010,PL6,1,0.3877
2018,NUTS,2010,PL6,1,0.5039
2019,NUTS,2010,PL6,1,0.5405
2011,NUTS,2010,PL61,2,0.0924
2012,NUTS,2010,PL61,2,0.127
2013,NUTS,2010,PL61,2,0.111
2014,NUTS,2010,PL61,2,0.1243
2015,NUTS,2010,PL61,2,0.1475
2016,NUTS,2010,PL61,2,0.2081
2017,NUTS,2010,PL61,2,0.3377
2018,NUTS,2010,PL61,2,0.3882
2019,NUTS,2010,PL61,2,0.3988
2011,NUTS,2010,PL62,2,0.0345
2012,NUTS,2010,PL62,2,0.0529
2013,NUTS,2010,PL62,2,0.0439
2014,NUTS,2010,PL62,2,0.0673
2015,NUTS,2010,PL62,2,0.0934
2016,NUTS,2010,PL62,2,0.1328
2017,NUTS,2010,PL62,2,0.1948
2018,NUTS,2010,PL62,2,0.2496
2019,NUTS,2010,PL62,2,0.2676
2011,NUTS,2010,PL63,2,0.2691
2012,NUTS,2010,PL63,2,0.2756
2013,NUTS,2010,PL63,2,0.2957
2014,NUTS,2010,PL63,2,0.3358
2015,NUTS,2010,PL63,2,0.3705
2016,NUTS,2010,PL63,2,0.4641
2017,NUTS,2010,PL63,2,0.5371
2018,NUTS,2010,PL63,2,0.7438
2019,NUTS,2010,PL63,2,0.8083
2016,NUTS,2010,PL7,1,0.2222
2017,NUTS,2010,PL7,1,0.2782
2018,NUTS,2010,PL7,1,0.3303
2019,NUTS,2010,PL7,1,0.3581
2016,NUTS,2010,PL71,2,0.2795
2017,NUTS,2010,PL71,2,0.3417
2018,NUTS,2010,PL71,2,0.4017
2019,NUTS,2010,PL71,2,0.4412
