year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_pc_act_hc_rse_f
2012,NUTS,2010,FI,0,1.4524
2013,NUTS,2010,FI,0,1.4221
2014,NUTS,2010,FI,0,1.4175
2015,NUTS,2010,FI,0,1.4339
2016,NUTS,2010,FI,0,1.4006
2017,NUTS,2010,FI,0,1.4324
2018,NUTS,2010,FI,0,1.4683
2019,NUTS,2010,FI,0,1.5488
2011,NUTS,2010,FR,0,0.6192
2012,NUTS,2010,FR,0,0.6445
2013,NUTS,2010,FR,0,0.6559
2014,NUTS,2010,FR,0,0.6769
2016,NUTS,2010,FR,0,0.7729
2017,NUTS,2010,FR,0,0.8205
2011,NUTS,2010,HR,0,0.655
2012,NUTS,2010,HR,0,0.657
2013,NUTS,2010,HR,0,0.641
2014,NUTS,2010,HR,0,0.6065
2015,NUTS,2010,HR,0,0.6256
2016,NUTS,2010,HR,0,0.7378
2017,NUTS,2010,HR,0,0.7949
2018,NUTS,2010,HR,0,0.8251
2019,NUTS,2010,HR,0,0.924
2020,NUTS,2010,HR,0,0.9706
2011,NUTS,2010,HR0,1,0.6392
2012,NUTS,2010,HR0,1,0.6439
2014,NUTS,2010,HR0,1,0.598
2015,NUTS,2010,HR0,1,0.6171
2016,NUTS,2010,HR0,1,0.7304
2017,NUTS,2010,HR0,1,0.7859
2018,NUTS,2010,HR0,1,0.815
2019,NUTS,2010,HR0,1,0.9103
2020,NUTS,2010,HR0,1,0.9588
2011,NUTS,2010,HR03,2,0.5249
2012,NUTS,2010,HR03,2,0.5319
2014,NUTS,2010,HR03,2,0.4741
2015,NUTS,2010,HR03,2,0.462
2016,NUTS,2010,HR03,2,0.5643
2017,NUTS,2010,HR03,2,0.6232
2018,NUTS,2010,HR03,2,0.6497
2019,NUTS,2010,HR03,2,0.7715
2020,NUTS,2010,HR03,2,0.8111
2011,NUTS,2010,HR04,2,0.6912
2012,NUTS,2010,HR04,2,0.6951
2014,NUTS,2010,HR04,2,0.6591
2015,NUTS,2010,HR04,2,0.6938
2016,NUTS,2010,HR04,2,0.8089
2017,NUTS,2010,HR04,2,0.8647
2018,NUTS,2010,HR04,2,0.8949
2019,NUTS,2010,HR04,2,0.9764
2011,NUTS,2010,HU,0,0.5639
2012,NUTS,2010,HU,0,0.5441
2013,NUTS,2010,HU,0,0.5427
2014,NUTS,2010,HU,0,0.5536
2015,NUTS,2010,HU,0,0.5432
2016,NUTS,2010,HU,0,0.5418
2017,NUTS,2010,HU,0,0.5904
2018,NUTS,2010,HU,0,0.6925
2019,NUTS,2010,HU,0,0.7906
2011,NUTS,2010,HU1,1,1.1019
2012,NUTS,2010,HU1,1,1.0442
2013,NUTS,2010,HU1,1,1.0478
2014,NUTS,2010,HU1,1,1.0728
2015,NUTS,2010,HU1,1,1.0682
2016,NUTS,2010,HU1,1,1.0521
2017,NUTS,2010,HU1,1,1.1831
2018,NUTS,2010,HU1,1,1.4081
2019,NUTS,2010,HU1,1,1.5294
2011,NUTS,2010,HU10,2,1.1019
2012,NUTS,2010,HU10,2,1.0442
2013,NUTS,2010,HU10,2,1.0478
2014,NUTS,2010,HU10,2,1.0728
2015,NUTS,2010,HU10,2,1.0682
2016,NUTS,2010,HU10,2,1.0521
2017,NUTS,2010,HU11,2,1.7551
2018,NUTS,2010,HU11,2,2.1146
2019,NUTS,2010,HU11,2,2.3888
2017,NUTS,2010,HU12,2,0.2858
2018,NUTS,2010,HU12,2,0.3339
2019,NUTS,2010,HU12,2,0.2872
2011,NUTS,2010,HU2,1,0.3065
2012,NUTS,2010,HU2,1,0.305
2013,NUTS,2010,HU2,1,0.2986
2014,NUTS,2010,HU2,1,0.2939
2015,NUTS,2010,HU2,1,0.2826
2016,NUTS,2010,HU2,1,0.2869
2017,NUTS,2010,HU2,1,0.3188
2018,NUTS,2010,HU2,1,0.3734
2019,NUTS,2010,HU2,1,0.436
2011,NUTS,2010,HU21,2,0.2132
2012,NUTS,2010,HU21,2,0.2528
2013,NUTS,2010,HU21,2,0.2616
2014,NUTS,2010,HU21,2,0.2623
2015,NUTS,2010,HU21,2,0.243
2016,NUTS,2010,HU21,2,0.2523
2017,NUTS,2010,HU21,2,0.2691
2018,NUTS,2010,HU21,2,0.3089
2019,NUTS,2010,HU21,2,0.3115
2011,NUTS,2010,HU22,2,0.285
2012,NUTS,2010,HU22,2,0.2422
2013,NUTS,2010,HU22,2,0.2755
2014,NUTS,2010,HU22,2,0.2465
2015,NUTS,2010,HU22,2,0.2362
2016,NUTS,2010,HU22,2,0.2189
2017,NUTS,2010,HU22,2,0.2272
2018,NUTS,2010,HU22,2,0.2751
2019,NUTS,2010,HU22,2,0.3562
2011,NUTS,2010,HU23,2,0.4511
2012,NUTS,2010,HU23,2,0.4488
2013,NUTS,2010,HU23,2,0.3718
2014,NUTS,2010,HU23,2,0.3875
2015,NUTS,2010,HU23,2,0.3863
2016,NUTS,2010,HU23,2,0.408
2017,NUTS,2010,HU23,2,0.4898
2018,NUTS,2010,HU23,2,0.5726
2019,NUTS,2010,HU23,2,0.6961
2011,NUTS,2010,HU3,1,0.4155
2012,NUTS,2010,HU3,1,0.3899
2013,NUTS,2010,HU3,1,0.3924
2014,NUTS,2010,HU3,1,0.3905
2015,NUTS,2010,HU3,1,0.38
2016,NUTS,2010,HU3,1,0.3788
2017,NUTS,2010,HU3,1,0.3762
2018,NUTS,2010,HU3,1,0.4275
2019,NUTS,2010,HU3,1,0.5201
2011,NUTS,2010,HU31,2,0.2591
2012,NUTS,2010,HU31,2,0.2365
2013,NUTS,2010,HU31,2,0.2319
2014,NUTS,2010,HU31,2,0.2101
2015,NUTS,2010,HU31,2,0.2231
2016,NUTS,2010,HU31,2,0.2039
2017,NUTS,2010,HU31,2,0.2177
2018,NUTS,2010,HU31,2,0.2353
2019,NUTS,2010,HU31,2,0.2846
2011,NUTS,2010,HU32,2,0.418
2012,NUTS,2010,HU32,2,0.4088
2013,NUTS,2010,HU32,2,0.3875
2014,NUTS,2010,HU32,2,0.4152
2015,NUTS,2010,HU32,2,0.4038
2016,NUTS,2010,HU32,2,0.4089
2017,NUTS,2010,HU32,2,0.3845
2018,NUTS,2010,HU32,2,0.4524
2019,NUTS,2010,HU32,2,0.5237
2011,NUTS,2010,HU33,2,0.5523
2012,NUTS,2010,HU33,2,0.502
2013,NUTS,2010,HU33,2,0.5333
2014,NUTS,2010,HU33,2,0.5168
2015,NUTS,2010,HU33,2,0.4868
2016,NUTS,2010,HU33,2,0.4908
2017,NUTS,2010,HU33,2,0.503
2018,NUTS,2010,HU33,2,0.5698
2019,NUTS,2010,HU33,2,0.7158
2011,NUTS,2010,IE,0,0.7371
2012,NUTS,2010,IE,0,0.8009
2013,NUTS,2010,IE,0,1.1276
2015,NUTS,2010,IE,0,1.0684
2017,NUTS,2010,IE,0,1.1971
2019,NUTS,2010,IE,0,1.2927
2011,NUTS,2010,IE0,1,0.7258
2013,NUTS,2010,IE0,1,0.805
2017,NUTS,2010,IE0,1,1.1444
2011,NUTS,2010,IE01,2,0.469
2013,NUTS,2010,IE01,2,0.5186
2017,NUTS,2010,IE01,2,1.7036
2011,NUTS,2010,IE02,2,0.8123
2013,NUTS,2010,IE02,2,0.9027
2017,NUTS,2010,IE02,2,1.0655
2011,NUTS,2010,IS,0,1.489
2013,NUTS,2010,IS,0,1.7512
2015,NUTS,2010,IS,0,1.9529
2016,NUTS,2010,IS,0,2.1114
2017,NUTS,2010,IS,0,1.9719
2018,NUTS,2010,IS,0,1.95
2011,NUTS,2010,IT,0,0.5232
2012,NUTS,2010,IT,0,0.5358
2013,NUTS,2010,IT,0,0.5587
2014,NUTS,2010,IT,0,0.5706
2015,NUTS,2010,IT,0,0.5983
2016,NUTS,2010,IT,0,0.6135
2017,NUTS,2010,IT,0,0.6237
2018,NUTS,2010,IT,0,0.6601
2019,NUTS,2010,IT,0,0.7044
2011,NUTS,2010,ITC,1,0.494
2012,NUTS,2010,ITC,1,0.5112
2013,NUTS,2010,ITC,1,0.5341
2014,NUTS,2010,ITC,1,0.5456
2015,NUTS,2010,ITC,1,0.5817
2016,NUTS,2010,ITC,1,0.608
2017,NUTS,2010,ITC,1,0.6077
2018,NUTS,2010,ITC,1,0.6497
2019,NUTS,2010,ITC,1,0.6918
2011,NUTS,2010,ITC1,2,0.4042
2012,NUTS,2010,ITC1,2,0.4363
2013,NUTS,2010,ITC1,2,0.4646
2014,NUTS,2010,ITC1,2,0.4673
2015,NUTS,2010,ITC1,2,0.5336
2016,NUTS,2010,ITC1,2,0.5089
2017,NUTS,2010,ITC1,2,0.5053
2018,NUTS,2010,ITC1,2,0.5445
2019,NUTS,2010,ITC1,2,0.5648
2011,NUTS,2010,ITC2,2,0.2556
2012,NUTS,2010,ITC2,2,0.2234
2013,NUTS,2010,ITC2,2,0.2967
2014,NUTS,2010,ITC2,2,0.2873
2015,NUTS,2010,ITC2,2,0.2509
2016,NUTS,2010,ITC2,2,0.2717
2017,NUTS,2010,ITC2,2,0.3333
2018,NUTS,2010,ITC2,2,0.2734
2019,NUTS,2010,ITC2,2,0.2903
2011,NUTS,2010,ITC3,2,0.4803
2012,NUTS,2010,ITC3,2,0.5509
2013,NUTS,2010,ITC3,2,0.5638
2014,NUTS,2010,ITC3,2,0.5488
2015,NUTS,2010,ITC3,2,0.6334
2016,NUTS,2010,ITC3,2,0.6221
2017,NUTS,2010,ITC3,2,0.6064
2018,NUTS,2010,ITC3,2,0.6144
2019,NUTS,2010,ITC3,2,0.7522
2011,NUTS,2010,ITC4,2,0.5418
2012,NUTS,2010,ITC4,2,0.5433
2013,NUTS,2010,ITC4,2,0.5634
2014,NUTS,2010,ITC4,2,0.5833
2015,NUTS,2010,ITC4,2,0.5997
2016,NUTS,2010,ITC4,2,0.6542
2017,NUTS,2010,ITC4,2,0.6566
2018,NUTS,2010,ITC4,2,0.7054
2019,NUTS,2010,ITC4,2,0.7426
2011,NUTS,2010,ITF,1,0.4398
2012,NUTS,2010,ITF,1,0.4449
2013,NUTS,2010,ITF,1,0.4648
2014,NUTS,2010,ITF,1,0.4906
2017,NUTS,2010,ITF,1,0.5053
2018,NUTS,2010,ITF,1,0.5243
2019,NUTS,2010,ITF,1,0.58
2011,NUTS,2010,ITF1,2,0.363
2012,NUTS,2010,ITF1,2,0.3501
2013,NUTS,2010,ITF1,2,0.4056
2014,NUTS,2010,ITF1,2,0.3915
2015,NUTS,2010,ITF1,2,0.4272
2016,NUTS,2010,ITF1,2,0.4555
2017,NUTS,2010,ITF1,2,0.4804
2018,NUTS,2010,ITF1,2,0.4481
2019,NUTS,2010,ITF1,2,0.4832
2012,NUTS,2010,ITF2,2,0.2957
2013,NUTS,2010,ITF2,2,0.3881
2014,NUTS,2010,ITF2,2,0.3898
2017,NUTS,2010,ITF2,2,0.485
2018,NUTS,2010,ITF2,2,0.5092
2019,NUTS,2010,ITF2,2,0.692
2011,NUTS,2010,ITF3,2,0.5488
2012,NUTS,2010,ITF3,2,0.5651
2013,NUTS,2010,ITF3,2,0.5815
2014,NUTS,2010,ITF3,2,0.6294
2015,NUTS,2010,ITF3,2,0.6618
2016,NUTS,2010,ITF3,2,0.6437
2017,NUTS,2010,ITF3,2,0.6155
2018,NUTS,2010,ITF3,2,0.6453
2019,NUTS,2010,ITF3,2,0.7304
2011,NUTS,2010,ITF4,2,0.4449
2012,NUTS,2010,ITF4,2,0.4333
2013,NUTS,2010,ITF4,2,0.3983
2014,NUTS,2010,ITF4,2,0.4296
2015,NUTS,2010,ITF4,2,0.4655
2016,NUTS,2010,ITF4,2,0.4457
2017,NUTS,2010,ITF4,2,0.4653
2018,NUTS,2010,ITF4,2,0.4836
2019,NUTS,2010,ITF4,2,0.5122
2012,NUTS,2010,ITF5,2,0.4211
2013,NUTS,2010,ITF5,2,0.3572
2014,NUTS,2010,ITF5,2,0.3756
2015,NUTS,2010,ITF5,2,0.3988
2017,NUTS,2010,ITF5,2,0.3762
2018,NUTS,2010,ITF5,2,0.382
2019,NUTS,2010,ITF5,2,0.4247
2011,NUTS,2010,ITF6,2,0.2522
2012,NUTS,2010,ITF6,2,0.26
2013,NUTS,2010,ITF6,2,0.3603
2014,NUTS,2010,ITF6,2,0.3623
2015,NUTS,2010,ITF6,2,0.3973
2016,NUTS,2010,ITF6,2,0.3456
2017,NUTS,2010,ITF6,2,0.3309
2018,NUTS,2010,ITF6,2,0.372
2019,NUTS,2010,ITF6,2,0.3873
2011,NUTS,2010,ITG,1,0.4726
2012,NUTS,2010,ITG,1,0.4916
2013,NUTS,2010,ITG,1,0.5044
2014,NUTS,2010,ITG,1,0.5323
2015,NUTS,2010,ITG,1,0.5188
2016,NUTS,2010,ITG,1,0.4457
2017,NUTS,2010,ITG,1,0.4544
2018,NUTS,2010,ITG,1,0.4466
2019,NUTS,2010,ITG,1,0.4884
2011,NUTS,2010,ITG1,2,0.4735
2012,NUTS,2010,ITG1,2,0.4847
2013,NUTS,2010,ITG1,2,0.4993
2014,NUTS,2010,ITG1,2,0.5327
2015,NUTS,2010,ITG1,2,0.5148
2016,NUTS,2010,ITG1,2,0.4635
2017,NUTS,2010,ITG1,2,0.469
2018,NUTS,2010,ITG1,2,0.4684
2019,NUTS,2010,ITG1,2,0.5275
2011,NUTS,2010,ITG2,2,0.4705
2012,NUTS,2010,ITG2,2,0.5066
2013,NUTS,2010,ITG2,2,0.516
2014,NUTS,2010,ITG2,2,0.5314
2015,NUTS,2010,ITG2,2,0.5274
2016,NUTS,2010,ITG2,2,0.4061
2017,NUTS,2010,ITG2,2,0.4209
2018,NUTS,2010,ITG2,2,0.3979
2019,NUTS,2010,ITG2,2,0.4047
2011,NUTS,2010,ITH,1,0.4919
2012,NUTS,2010,ITH,1,0.5025
2013,NUTS,2010,ITH,1,0.5399
2014,NUTS,2010,ITH,1,0.5516
2015,NUTS,2010,ITH,1,0.5584
2016,NUTS,2010,ITH,1,0.6015
2017,NUTS,2010,ITH,1,0.6346
2018,NUTS,2010,ITH,1,0.6757
2019,NUTS,2010,ITH,1,0.6891
2011,NUTS,2010,ITH1,2,0.2236
2012,NUTS,2010,ITH1,2,0.1909
2013,NUTS,2010,ITH1,2,0.2348
2014,NUTS,2010,ITH1,2,0.3014
2015,NUTS,2010,ITH1,2,0.2837
2016,NUTS,2010,ITH1,2,0.3243
2017,NUTS,2010,ITH1,2,0.3511
2018,NUTS,2010,ITH1,2,0.399
2019,NUTS,2010,ITH1,2,0.4369
2011,NUTS,2010,ITH2,2,0.606
2012,NUTS,2010,ITH2,2,0.6383
2013,NUTS,2010,ITH2,2,0.795
2014,NUTS,2010,ITH2,2,0.7851
2015,NUTS,2010,ITH2,2,0.8482
2016,NUTS,2010,ITH2,2,0.8627
2017,NUTS,2010,ITH2,2,1.0114
2018,NUTS,2010,ITH2,2,1.0389
2019,NUTS,2010,ITH2,2,0.98
2011,NUTS,2010,ITH3,2,0.3795
2012,NUTS,2010,ITH3,2,0.3799
2013,NUTS,2010,ITH3,2,0.4076
2014,NUTS,2010,ITH3,2,0.4111
2015,NUTS,2010,ITH3,2,0.4214
2016,NUTS,2010,ITH3,2,0.439
2017,NUTS,2010,ITH3,2,0.4585
2018,NUTS,2010,ITH3,2,0.4992
2019,NUTS,2010,ITH3,2,0.5189
2011,NUTS,2010,ITH4,2,0.5928
2012,NUTS,2010,ITH4,2,0.657
2013,NUTS,2010,ITH4,2,0.5939
2014,NUTS,2010,ITH4,2,0.65
2015,NUTS,2010,ITH4,2,0.6889
2016,NUTS,2010,ITH4,2,0.6743
2017,NUTS,2010,ITH4,2,0.7274
2018,NUTS,2010,ITH4,2,0.7265
2019,NUTS,2010,ITH4,2,0.7319
2011,NUTS,2010,ITH5,2,0.5987
2012,NUTS,2010,ITH5,2,0.6088
2013,NUTS,2010,ITH5,2,0.6657
2014,NUTS,2010,ITH5,2,0.6745
2015,NUTS,2010,ITH5,2,0.6621
2016,NUTS,2010,ITH5,2,0.7481
2017,NUTS,2010,ITH5,2,0.7809
2018,NUTS,2010,ITH5,2,0.8368
2019,NUTS,2010,ITH5,2,0.8499
2011,NUTS,2010,ITI,1,0.649
2012,NUTS,2010,ITI,1,0.6568
2013,NUTS,2010,ITI,1,0.6596
2014,NUTS,2010,ITI,1,0.6473
2017,NUTS,2010,ITI,1,0.7214
2018,NUTS,2010,ITI,1,0.7656
2019,NUTS,2010,ITI,1,0.8213
2011,NUTS,2010,ITI1,2,0.6086
2012,NUTS,2010,ITI1,2,0.6523
2013,NUTS,2010,ITI1,2,0.6144
2014,NUTS,2010,ITI1,2,0.5872
2015,NUTS,2010,ITI1,2,0.6307
2016,NUTS,2010,ITI1,2,0.6431
2017,NUTS,2010,ITI1,2,0.653
2018,NUTS,2010,ITI1,2,0.7358
2019,NUTS,2010,ITI1,2,0.7502
2011,NUTS,2010,ITI2,2,0.4952
2012,NUTS,2010,ITI2,2,0.5392
2013,NUTS,2010,ITI2,2,0.4983
2014,NUTS,2010,ITI2,2,0.5297
2017,NUTS,2010,ITI2,2,0.4828
2018,NUTS,2010,ITI2,2,0.5444
2019,NUTS,2010,ITI2,2,0.5386
2011,NUTS,2010,ITI3,2,0.2753
2012,NUTS,2010,ITI3,2,0.2795
2013,NUTS,2010,ITI3,2,0.3203
2014,NUTS,2010,ITI3,2,0.3326
2015,NUTS,2010,ITI3,2,0.3478
2016,NUTS,2010,ITI3,2,0.3975
2017,NUTS,2010,ITI3,2,0.4595
2018,NUTS,2010,ITI3,2,0.4603
2019,NUTS,2010,ITI3,2,0.4618
2011,NUTS,2010,ITI4,2,0.8108
2012,NUTS,2010,ITI4,2,0.7858
2013,NUTS,2010,ITI4,2,0.8098
2014,NUTS,2010,ITI4,2,0.7894
2015,NUTS,2010,ITI4,2,0.8398
2016,NUTS,2010,ITI4,2,0.886
2017,NUTS,2010,ITI4,2,0.8717
2018,NUTS,2010,ITI4,2,0.8974
2019,NUTS,2010,ITI4,2,1.0086
2011,NUTS,2010,KR,0,0.6247
2011,NUTS,2010,LT,0,1.2347
2012,NUTS,2010,LT,0,1.2713
2013,NUTS,2010,LT,0,1.2847
2014,NUTS,2010,LT,0,1.3445
2015,NUTS,2010,LT,0,1.212
2016,NUTS,2010,LT,0,1.264
2017,NUTS,2010,LT,0,1.3069
2018,NUTS,2010,LT,0,1.3268
2019,NUTS,2010,LT,0,1.3023
2015,NUTS,2010,LT01,2,2.1422
2016,NUTS,2010,LT01,2,2.0818
2017,NUTS,2010,LT01,2,2.0361
2018,NUTS,2010,LT01,2,2.0443
2019,NUTS,2010,LT01,2,2.1068
2015,NUTS,2010,LT02,2,0.7694
2016,NUTS,2010,LT02,2,0.8368
2017,NUTS,2010,LT02,2,0.8904
2018,NUTS,2010,LT02,2,0.9095
2019,NUTS,2010,LT02,2,0.8582
2011,NUTS,2010,LU,0,0.6932
2013,NUTS,2010,LU,0,0.6607
2014,NUTS,2010,LU,0,0.6783
2015,NUTS,2010,LU,0,0.7274
2017,NUTS,2010,LU,0,0.7473
2019,NUTS,2010,LU,0,0.7276
2011,NUTS,2010,LV,0,0.7796
2012,NUTS,2010,LV,0,0.8344
2013,NUTS,2010,LV,0,0.7852
2015,NUTS,2010,LV,0,0.8336
2016,NUTS,2010,LV,0,0.8094
2017,NUTS,2010,LV,0,0.8321
2018,NUTS,2010,LV,0,0.8021
2019,NUTS,2010,LV,0,0.8459
2011,NUTS,2010,ME,0,0.7274
2013,NUTS,2010,ME,0,0.7348
2014,NUTS,2010,ME,0,0.7171
2015,NUTS,2010,ME,0,0.7
2017,NUTS,2010,ME,0,0.6403
2018,NUTS,2010,ME,0,0.6537
2019,NUTS,2010,ME,0,0.6608
2011,NUTS,2010,MK,0,0.2793
2012,NUTS,2010,MK,0,0.3199
2015,NUTS,2010,MK,0,0.496
2016,NUTS,2010,MK,0,0.5162
2017,NUTS,2010,MK,0,0.474
2018,NUTS,2010,MK,0,0.4987
2019,NUTS,2010,MK,0,0.4653
2011,NUTS,2010,MT,0,0.5349
2012,NUTS,2010,MT,0,0.613
2013,NUTS,2010,MT,0,0.5753
2014,NUTS,2010,MT,0,0.5256
2015,NUTS,2010,MT,0,0.4975
2016,NUTS,2010,MT,0,0.4907
2017,NUTS,2010,MT,0,0.5253
2018,NUTS,2010,MT,0,0.487
2019,NUTS,2010,MT,0,0.4952
2011,NUTS,2010,NL,0,0.4912
2012,NUTS,2010,NL,0,0.61
2013,NUTS,2010,NL,0,0.6763
2014,NUTS,2010,NL,0,0.6985
2015,NUTS,2010,NL,0,0.7076
2016,NUTS,2010,NL,0,0.761
2017,NUTS,2010,NL,0,0.7586
2018,NUTS,2010,NL,0,0.8107
2019,NUTS,2010,NL,0,0.8606
2011,NUTS,2010,NL1,1,0.348
2012,NUTS,2010,NL1,1,0.3995
2011,NUTS,2010,NL11,2,0.7201
2012,NUTS,2010,NL11,2,0.7944
2011,NUTS,2010,NL12,2,0.0888
2012,NUTS,2010,NL12,2,0.1565
2011,NUTS,2010,NL13,2,0.232
2012,NUTS,2010,NL13,2,0.2396
2011,NUTS,2010,NL2,1,0.4371
2012,NUTS,2010,NL2,1,0.5609
2011,NUTS,2010,NL21,2,0.3152
2012,NUTS,2010,NL21,2,0.4008
2011,NUTS,2010,NL22,2,0.5417
2012,NUTS,2010,NL22,2,0.694
2011,NUTS,2010,NL23,2,0.2548
2012,NUTS,2010,NL23,2,0.3421
2011,NUTS,2010,NL3,1,0.6239
2012,NUTS,2010,NL3,1,0.7497
2011,NUTS,2010,NL31,2,0.6939
2012,NUTS,2010,NL31,2,0.8895
2011,NUTS,2010,NL32,2,0.7662
2012,NUTS,2010,NL32,2,0.9298
2011,NUTS,2010,NL33,2,0.5395
2012,NUTS,2010,NL33,2,0.6187
2011,NUTS,2010,NL34,2,0.0609
2012,NUTS,2010,NL34,2,0.0858
2011,NUTS,2010,NL4,1,0.3759
2012,NUTS,2010,NL4,1,0.5147
2011,NUTS,2010,NL41,2,0.3432
2012,NUTS,2010,NL41,2,0.4768
2011,NUTS,2010,NL42,2,0.4515
2012,NUTS,2010,NL42,2,0.6016
2011,NUTS,2010,NO,0,1.3626
2012,NUTS,2010,NO,0,1.3826
2013,NUTS,2010,NO,0,1.4253
2014,NUTS,2010,NO,0,1.498
2015,NUTS,2010,NO,0,1.5457
2016,NUTS,2010,NO,0,1.6183
2017,NUTS,2010,NO,0,1.7446
2018,NUTS,2010,NO,0,1.817
2019,NUTS,2010,NO,0,1.8531
2011,NUTS,2010,NO0,1,1.3299
2012,NUTS,2010,NO0,1,1.3472
2013,NUTS,2010,NO0,1,1.3888
2014,NUTS,2010,NO0,1,1.4578
2011,NUTS,2010,NO01,2,2.3359
2012,NUTS,2010,NO01,2,2.3215
2013,NUTS,2010,NO01,2,2.352
2014,NUTS,2010,NO01,2,2.4375
2011,NUTS,2010,NO02,2,0.4681
2012,NUTS,2010,NO02,2,0.4741
2013,NUTS,2010,NO02,2,0.5376
2014,NUTS,2010,NO02,2,0.5817
2011,NUTS,2010,NO03,2,0.5323
2012,NUTS,2010,NO03,2,0.5395
2013,NUTS,2010,NO03,2,0.6028
2014,NUTS,2010,NO03,2,0.6557
2011,NUTS,2010,NO04,2,0.619
2012,NUTS,2010,NO04,2,0.6388
2013,NUTS,2010,NO04,2,0.6486
2014,NUTS,2010,NO04,2,0.6992
2011,NUTS,2010,NO05,2,1.2153
2012,NUTS,2010,NO05,2,1.2567
2013,NUTS,2010,NO05,2,1.276
2014,NUTS,2010,NO05,2,1.3709
2011,NUTS,2010,NO06,2,2.3429
2012,NUTS,2010,NO06,2,2.4298
2013,NUTS,2010,NO06,2,2.4631
2014,NUTS,2010,NO06,2,2.4305
2011,NUTS,2010,NO07,2,1.2689
2012,NUTS,2010,NO07,2,1.3583
2013,NUTS,2010,NO07,2,1.4079
2014,NUTS,2010,NO07,2,1.4644
2011,NUTS,2010,PL,0,0.5232
2012,NUTS,2010,PL,0,0.5267
2013,NUTS,2010,PL,0,0.5497
2014,NUTS,2010,PL,0,0.5663
2015,NUTS,2010,PL,0,0.5773
2016,NUTS,2010,PL,0,0.639
2017,NUTS,2010,PL,0,0.949
2018,NUTS,2010,PL,0,0.9719
2019,NUTS,2010,PL,0,0.9838
2011,NUTS,2010,PL1,1,1.02
2012,NUTS,2010,PL1,1,1.0395
2013,NUTS,2010,PL1,1,0.7172
2014,NUTS,2010,PL1,1,0.7065
2015,NUTS,2010,PL1,1,0.7111
2011,NUTS,2010,PL11,2,0.4716
2012,NUTS,2010,PL11,2,0.5484
2013,NUTS,2010,PL11,2,0.4644
2014,NUTS,2010,PL11,2,0.4619
2015,NUTS,2010,PL11,2,0.5044
2011,NUTS,2010,PL12,2,0.7799
2012,NUTS,2010,PL12,2,0.7637
2013,NUTS,2010,PL12,2,0.8517
2014,NUTS,2010,PL12,2,0.8269
2015,NUTS,2010,PL12,2,0.806
2011,NUTS,2010,PL2,1,0.5054
2012,NUTS,2010,PL2,1,0.5329
2013,NUTS,2010,PL2,1,0.5441
2014,NUTS,2010,PL2,1,0.5835
2015,NUTS,2010,PL2,1,0.6472
2016,NUTS,2010,PL2,1,0.6784
2017,NUTS,2010,PL2,1,0.9632
2018,NUTS,2010,PL2,1,1.0167
2019,NUTS,2010,PL2,1,1.1221
2011,NUTS,2010,PL21,2,0.6884
2012,NUTS,2010,PL21,2,0.7341
2013,NUTS,2010,PL21,2,0.7623
2014,NUTS,2010,PL21,2,0.8093
2015,NUTS,2010,PL21,2,0.9174
2016,NUTS,2010,PL21,2,0.9538
2017,NUTS,2010,PL21,2,1.452
2018,NUTS,2010,PL21,2,1.5138
2019,NUTS,2010,PL21,2,1.4931
2011,NUTS,2010,PL22,2,0.3762
2012,NUTS,2010,PL22,2,0.3927
2013,NUTS,2010,PL22,2,0.3924
2014,NUTS,2010,PL22,2,0.4231
2015,NUTS,2010,PL22,2,0.4537
2016,NUTS,2010,PL22,2,0.4765
2017,NUTS,2010,PL22,2,0.5992
2018,NUTS,2010,PL22,2,0.6408
2019,NUTS,2010,PL22,2,0.8391
2011,NUTS,2010,PL3,1,0.3739
2012,NUTS,2010,PL3,1,0.3686
2013,NUTS,2010,PL3,1,0.3973
2014,NUTS,2010,PL3,1,0.4069
2015,NUTS,2010,PL3,1,0.4075
2011,NUTS,2010,PL31,2,0.5484
2012,NUTS,2010,PL31,2,0.579
2013,NUTS,2010,PL31,2,0.5271
2014,NUTS,2010,PL31,2,0.5212
2015,NUTS,2010,PL31,2,0.5085
2011,NUTS,2010,PL32,2,0.2806
2012,NUTS,2010,PL32,2,0.2993
2013,NUTS,2010,PL32,2,0.3465
2014,NUTS,2010,PL32,2,0.3777
2015,NUTS,2010,PL32,2,0.3809
2012,NUTS,2010,PL33,2,0.051
2013,NUTS,2010,PL33,2,0.1816
2014,NUTS,2010,PL33,2,0.1937
2015,NUTS,2010,PL33,2,0.1979
2012,NUTS,2010,PL34,2,0.4631
2013,NUTS,2010,PL34,2,0.4792
2014,NUTS,2010,PL34,2,0.4744
2015,NUTS,2010,PL34,2,0.4895
2011,NUTS,2010,PL4,1,0.4621
2012,NUTS,2010,PL4,1,0.4455
2013,NUTS,2010,PL4,1,0.4553
2014,NUTS,2010,PL4,1,0.4958
2015,NUTS,2010,PL4,1,0.5143
2016,NUTS,2010,PL4,1,0.457
2017,NUTS,2010,PL4,1,0.6498
2018,NUTS,2010,PL4,1,0.6464
2019,NUTS,2010,PL4,1,0.5711
2011,NUTS,2010,PL41,2,0.5545
2012,NUTS,2010,PL41,2,0.512
2013,NUTS,2010,PL41,2,0.5304
2014,NUTS,2010,PL41,2,0.5829
2015,NUTS,2010,PL41,2,0.6127
2016,NUTS,2010,PL41,2,0.533
2017,NUTS,2010,PL41,2,0.7082
