year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_total_pc_act_fte_t
2012,NUTS,2010,PL12,2,0.2948
2013,NUTS,2010,PL12,2,0.3031
2015,NUTS,2010,PL12,2,0.2822
2011,NUTS,2010,PL2,1,0.2942
2012,NUTS,2010,PL2,1,0.2694
2013,NUTS,2010,PL2,1,0.2639
2014,NUTS,2010,PL2,1,0.306
2015,NUTS,2010,PL2,1,0.3219
2016,NUTS,2010,PL2,1,0.3053
2017,NUTS,2010,PL2,1,0.4042
2018,NUTS,2010,PL2,1,0.414
2019,NUTS,2010,PL2,1,0.4846
2011,NUTS,2010,PL21,2,0.467
2012,NUTS,2010,PL21,2,0.4072
2013,NUTS,2010,PL21,2,0.3987
2014,NUTS,2010,PL21,2,0.4766
2015,NUTS,2010,PL21,2,0.4999
2016,NUTS,2010,PL21,2,0.4374
2017,NUTS,2010,PL21,2,0.6315
2018,NUTS,2010,PL21,2,0.6271
2019,NUTS,2010,PL21,2,0.6481
2011,NUTS,2010,PL22,2,0.1769
2012,NUTS,2010,PL22,2,0.1745
2013,NUTS,2010,PL22,2,0.1695
2014,NUTS,2010,PL22,2,0.1841
2015,NUTS,2010,PL22,2,0.1936
2016,NUTS,2010,PL22,2,0.206
2017,NUTS,2010,PL22,2,0.232
2018,NUTS,2010,PL22,2,0.2513
2019,NUTS,2010,PL22,2,0.3575
2011,NUTS,2010,PL3,1,0.1594
2012,NUTS,2010,PL3,1,0.146
2013,NUTS,2010,PL3,1,0.1617
2014,NUTS,2010,PL3,1,0.173
2015,NUTS,2010,PL3,1,0.1928
2011,NUTS,2010,PL31,2,0.2229
2012,NUTS,2010,PL31,2,0.2281
2013,NUTS,2010,PL31,2,0.2304
2014,NUTS,2010,PL31,2,0.2364
2015,NUTS,2010,PL31,2,0.2221
2012,NUTS,2010,PL32,2,0.0677
2013,NUTS,2010,PL32,2,0.081
2012,NUTS,2010,PL33,2,0.0322
2013,NUTS,2010,PL33,2,0.1057
2011,NUTS,2010,PL34,2,0.2627
2012,NUTS,2010,PL34,2,0.2697
2013,NUTS,2010,PL34,2,0.237
2014,NUTS,2010,PL34,2,0.241
2015,NUTS,2010,PL34,2,0.2548
2011,NUTS,2010,PL4,1,0.2506
2012,NUTS,2010,PL4,1,0.2348
2013,NUTS,2010,PL4,1,0.1886
2014,NUTS,2010,PL4,1,0.2179
2015,NUTS,2010,PL4,1,0.2316
2017,NUTS,2010,PL4,1,0.2668
2018,NUTS,2010,PL4,1,0.3116
2019,NUTS,2010,PL4,1,0.274
2011,NUTS,2010,PL41,2,0.2712
2012,NUTS,2010,PL41,2,0.2436
2013,NUTS,2010,PL41,2,0.1747
2014,NUTS,2010,PL41,2,0.2086
2015,NUTS,2010,PL41,2,0.2321
2016,NUTS,2010,PL41,2,0.2532
2017,NUTS,2010,PL41,2,0.2732
2018,NUTS,2010,PL41,2,0.3496
2019,NUTS,2010,PL41,2,0.2922
2012,NUTS,2010,PL42,2,0.2808
2013,NUTS,2010,PL42,2,0.2546
2012,NUTS,2010,PL43,2,0.1403
2013,NUTS,2010,PL43,2,0.1413
2011,NUTS,2010,PL5,1,0.325
2012,NUTS,2010,PL5,1,0.341
2013,NUTS,2010,PL5,1,0.3443
2014,NUTS,2010,PL5,1,0.3443
2015,NUTS,2010,PL5,1,0.3422
2016,NUTS,2010,PL5,1,0.2958
2017,NUTS,2010,PL5,1,0.3956
2018,NUTS,2010,PL5,1,0.4108
2019,NUTS,2010,PL5,1,0.4076
2012,NUTS,2010,PL51,2,0.393
2013,NUTS,2010,PL51,2,0.4048
2014,NUTS,2010,PL51,2,0.4064
2015,NUTS,2010,PL51,2,0.4067
2016,NUTS,2010,PL51,2,0.3476
2017,NUTS,2010,PL51,2,0.4688
2018,NUTS,2010,PL51,2,0.4851
2019,NUTS,2010,PL51,2,0.4689
2012,NUTS,2010,PL52,2,0.1813
2013,NUTS,2010,PL52,2,0.1556
2014,NUTS,2010,PL52,2,0.1567
2015,NUTS,2010,PL52,2,0.1544
2016,NUTS,2010,PL52,2,0.1332
2017,NUTS,2010,PL52,2,0.1701
2018,NUTS,2010,PL52,2,0.1818
2019,NUTS,2010,PL52,2,0.2101
2011,NUTS,2010,PL6,1,0.2652
2012,NUTS,2010,PL6,1,0.2554
2013,NUTS,2010,PL6,1,0.2444
2014,NUTS,2010,PL6,1,0.2466
2015,NUTS,2010,PL6,1,0.2322
2016,NUTS,2010,PL6,1,0.2515
2017,NUTS,2010,PL6,1,0.3357
2018,NUTS,2010,PL6,1,0.3757
2019,NUTS,2010,PL6,1,0.3735
2012,NUTS,2010,PL61,2,0.2409
2013,NUTS,2010,PL61,2,0.2404
2014,NUTS,2010,PL61,2,0.2377
2015,NUTS,2010,PL61,2,0.2367
2016,NUTS,2010,PL61,2,0.2099
2018,NUTS,2010,PL61,2,0.4092
2012,NUTS,2010,PL62,2,0.189
2013,NUTS,2010,PL62,2,0.1679
2014,NUTS,2010,PL62,2,0.1886
2015,NUTS,2010,PL62,2,0.166
2016,NUTS,2010,PL62,2,0.1942
2011,NUTS,2010,PL63,2,0.3318
2012,NUTS,2010,PL63,2,0.3088
2013,NUTS,2010,PL63,2,0.2938
2014,NUTS,2010,PL63,2,0.2887
2015,NUTS,2010,PL63,2,0.2666
2016,NUTS,2010,PL63,2,0.321
2017,NUTS,2010,PL63,2,0.4147
2019,NUTS,2010,PL63,2,0.4045
2017,NUTS,2010,PL7,1,0.2559
2018,NUTS,2010,PL7,1,0.2441
2019,NUTS,2010,PL7,1,0.3052
2016,NUTS,2010,PL71,2,0.2868
2017,NUTS,2010,PL71,2,0.3274
2018,NUTS,2010,PL71,2,0.293
2019,NUTS,2010,PL71,2,0.3772
2017,NUTS,2010,PL72,2,0.1053
2018,NUTS,2010,PL72,2,0.1378
2019,NUTS,2010,PL72,2,0.1537
2016,NUTS,2010,PL8,1,0.2427
2017,NUTS,2010,PL8,1,0.2819
2018,NUTS,2010,PL8,1,0.365
2019,NUTS,2010,PL8,1,0.3911
2016,NUTS,2010,PL81,2,0.3312
2017,NUTS,2010,PL81,2,0.3896
2019,NUTS,2010,PL81,2,0.6429
2016,NUTS,2010,PL82,2,0.1634
2017,NUTS,2010,PL82,2,0.1659
2016,NUTS,2010,PL84,2,0.2225
2017,NUTS,2010,PL84,2,0.295
2016,NUTS,2010,PL9,1,0.5078
2017,NUTS,2010,PL9,1,0.6637
2018,NUTS,2010,PL9,1,0.6871
2019,NUTS,2010,PL9,1,0.7093
2016,NUTS,2010,PL91,2,0.8936
2017,NUTS,2010,PL91,2,1.1772
2018,NUTS,2010,PL91,2,1.1725
2019,NUTS,2010,PL91,2,1.1605
2016,NUTS,2010,PL92,2,0.0431
2017,NUTS,2010,PL92,2,0.0458
2018,NUTS,2010,PL92,2,0.0519
2019,NUTS,2010,PL92,2,0.0579
2011,NUTS,2010,PT,0,0.4898
2012,NUTS,2010,PT,0,0.4959
2013,NUTS,2010,PT,0,0.5681
2014,NUTS,2010,PT,0,0.5506
2015,NUTS,2010,PT,0,0.5541
2016,NUTS,2010,PT,0,0.5803
2017,NUTS,2010,PT,0,0.6118
2018,NUTS,2010,PT,0,0.6376
2019,NUTS,2010,PT,0,0.6379
2020,NUTS,2010,PT,0,0.6468
2011,NUTS,2010,PT1,1,0.4664
2012,NUTS,2010,PT1,1,0.4715
2013,NUTS,2010,PT1,1,0.5428
2014,NUTS,2010,PT1,1,0.5314
2015,NUTS,2010,PT1,1,0.5377
2016,NUTS,2010,PT1,1,0.5647
2017,NUTS,2010,PT1,1,0.5961
2018,NUTS,2010,PT1,1,0.6222
2019,NUTS,2010,PT1,1,0.6231
2020,NUTS,2010,PT1,1,0.6326
2011,NUTS,2010,PT11,2,0.3907
2012,NUTS,2010,PT11,2,0.3772
2013,NUTS,2010,PT11,2,0.4753
2014,NUTS,2010,PT11,2,0.4669
2015,NUTS,2010,PT11,2,0.4641
2016,NUTS,2010,PT11,2,0.5005
2017,NUTS,2010,PT11,2,0.5253
2018,NUTS,2010,PT11,2,0.5555
2019,NUTS,2010,PT11,2,0.5623
2020,NUTS,2010,PT11,2,0.5879
2011,NUTS,2010,PT15,2,0.3062
2012,NUTS,2010,PT15,2,0.2733
2013,NUTS,2010,PT15,2,0.2767
2014,NUTS,2010,PT15,2,0.3018
2015,NUTS,2010,PT15,2,0.2994
2016,NUTS,2010,PT15,2,0.3048
2017,NUTS,2010,PT15,2,0.2676
2018,NUTS,2010,PT15,2,0.2898
2019,NUTS,2010,PT15,2,0.3136
2020,NUTS,2010,PT15,2,0.309
2011,NUTS,2010,PT16,2,0.4197
2012,NUTS,2010,PT16,2,0.4288
2013,NUTS,2010,PT16,2,0.4678
2014,NUTS,2010,PT16,2,0.4485
2015,NUTS,2010,PT16,2,0.4431
2016,NUTS,2010,PT16,2,0.4643
2017,NUTS,2010,PT16,2,0.4993
2018,NUTS,2010,PT16,2,0.5287
2019,NUTS,2010,PT16,2,0.5284
2020,NUTS,2010,PT16,2,0.5379
2011,NUTS,2010,PT17,2,0.7076
2012,NUTS,2010,PT17,2,0.7415
2013,NUTS,2010,PT17,2,0.835
2014,NUTS,2010,PT17,2,0.8204
2015,NUTS,2010,PT17,2,0.8418
2016,NUTS,2010,PT17,2,0.8621
2017,NUTS,2010,PT17,2,0.9167
2018,NUTS,2010,PT17,2,0.9379
2019,NUTS,2010,PT17,2,0.9229
2020,NUTS,2010,PT17,2,0.92
2011,NUTS,2010,PT18,2,0.1887
2012,NUTS,2010,PT18,2,0.192
2013,NUTS,2010,PT18,2,0.179
2014,NUTS,2010,PT18,2,0.1625
2015,NUTS,2010,PT18,2,0.1816
2016,NUTS,2010,PT18,2,0.1969
2017,NUTS,2010,PT18,2,0.2113
2018,NUTS,2010,PT18,2,0.2152
2019,NUTS,2010,PT18,2,0.2182
2020,NUTS,2010,PT18,2,0.21
2011,NUTS,2010,PT2,1,0.2013
2012,NUTS,2010,PT2,1,0.1668
2013,NUTS,2010,PT2,1,0.21
2014,NUTS,2010,PT2,1,0.2072
2015,NUTS,2010,PT2,1,0.1913
2016,NUTS,2010,PT2,1,0.1952
2017,NUTS,2010,PT2,1,0.2208
2018,NUTS,2010,PT2,1,0.2154
2019,NUTS,2010,PT2,1,0.2075
2020,NUTS,2010,PT2,1,0.205
2011,NUTS,2010,PT20,2,0.2013
2012,NUTS,2010,PT20,2,0.1668
2013,NUTS,2010,PT20,2,0.21
2014,NUTS,2010,PT20,2,0.2072
2015,NUTS,2010,PT20,2,0.1913
2016,NUTS,2010,PT20,2,0.1952
2017,NUTS,2010,PT20,2,0.2208
2018,NUTS,2010,PT20,2,0.2154
2019,NUTS,2010,PT20,2,0.2075
2020,NUTS,2010,PT20,2,0.205
2011,NUTS,2010,PT3,1,0.0929
2012,NUTS,2010,PT3,1,0.0994
2013,NUTS,2010,PT3,1,0.1389
2014,NUTS,2010,PT3,1,0.1478
2015,NUTS,2010,PT3,1,0.1499
2016,NUTS,2010,PT3,1,0.1596
2017,NUTS,2010,PT3,1,0.1607
2018,NUTS,2010,PT3,1,0.172
2019,NUTS,2010,PT3,1,0.1489
2020,NUTS,2010,PT3,1,0.1506
2011,NUTS,2010,PT30,2,0.0929
2012,NUTS,2010,PT30,2,0.0994
2013,NUTS,2010,PT30,2,0.1389
2014,NUTS,2010,PT30,2,0.1478
2015,NUTS,2010,PT30,2,0.1499
2016,NUTS,2010,PT30,2,0.1596
2017,NUTS,2010,PT30,2,0.1607
2018,NUTS,2010,PT30,2,0.172
2019,NUTS,2010,PT30,2,0.1489
2020,NUTS,2010,PT30,2,0.1506
2011,NUTS,2010,RO,0,0.1132
2012,NUTS,2010,RO,0,0.1106
2013,NUTS,2010,RO,0,0.1209
2014,NUTS,2010,RO,0,0.1127
2015,NUTS,2010,RO,0,0.1121
2016,NUTS,2010,RO,0,0.1081
2017,NUTS,2010,RO,0,0.104
2018,NUTS,2010,RO,0,0.0954
2019,NUTS,2010,RO,0,0.0939
2020,NUTS,2010,RO,0,0.1096
2011,NUTS,2010,RO1,1,0.1298
2012,NUTS,2010,RO1,1,0.1179
2013,NUTS,2010,RO1,1,0.1082
2014,NUTS,2010,RO1,1,0.1016
2015,NUTS,2010,RO1,1,0.095
2016,NUTS,2010,RO1,1,0.0923
2017,NUTS,2010,RO1,1,0.0898
2018,NUTS,2010,RO1,1,0.1066
2019,NUTS,2010,RO1,1,0.1118
2011,NUTS,2010,RO11,2,0.0918
2012,NUTS,2010,RO11,2,0.0728
2013,NUTS,2010,RO11,2,0.0685
2014,NUTS,2010,RO11,2,0.085
2015,NUTS,2010,RO11,2,0.0707
2016,NUTS,2010,RO11,2,0.0672
2017,NUTS,2010,RO11,2,0.062
2018,NUTS,2010,RO11,2,0.0679
2019,NUTS,2010,RO11,2,0.0754
2011,NUTS,2010,RO12,2,0.1761
2012,NUTS,2010,RO12,2,0.1744
2013,NUTS,2010,RO12,2,0.1573
2014,NUTS,2010,RO12,2,0.1224
2015,NUTS,2010,RO12,2,0.1251
2016,NUTS,2010,RO12,2,0.1232
2017,NUTS,2010,RO12,2,0.1244
2018,NUTS,2010,RO12,2,0.1564
2019,NUTS,2010,RO12,2,0.157
2011,NUTS,2010,RO2,1,0.0419
2012,NUTS,2010,RO2,1,0.0465
2013,NUTS,2010,RO2,1,0.049
2014,NUTS,2010,RO2,1,0.0517
2015,NUTS,2010,RO2,1,0.0515
2016,NUTS,2010,RO2,1,0.0524
2017,NUTS,2010,RO2,1,0.054
2018,NUTS,2010,RO2,1,0.0519
2019,NUTS,2010,RO2,1,0.0525
2011,NUTS,2010,RO21,2,0.0533
2012,NUTS,2010,RO21,2,0.0604
2013,NUTS,2010,RO21,2,0.0662
2014,NUTS,2010,RO21,2,0.0713
2015,NUTS,2010,RO21,2,0.0693
2016,NUTS,2010,RO21,2,0.0649
2017,NUTS,2010,RO21,2,0.0631
2018,NUTS,2010,RO21,2,0.0551
2019,NUTS,2010,RO21,2,0.0605
2011,NUTS,2010,RO22,2,0.0255
2012,NUTS,2010,RO22,2,0.0263
2013,NUTS,2010,RO22,2,0.0235
2014,NUTS,2010,RO22,2,0.0218
2015,NUTS,2010,RO22,2,0.0239
2016,NUTS,2010,RO22,2,0.033
2017,NUTS,2010,RO22,2,0.0396
2018,NUTS,2010,RO22,2,0.0467
2019,NUTS,2010,RO22,2,0.0396
2011,NUTS,2010,RO3,1,0.0861
2012,NUTS,2010,RO3,1,0.094
2013,NUTS,2010,RO3,1,0.1245
2014,NUTS,2010,RO3,1,0.1117
2015,NUTS,2010,RO3,1,0.1347
2016,NUTS,2010,RO3,1,0.1325
2017,NUTS,2010,RO3,1,0.1218
2018,NUTS,2010,RO3,1,0.115
2019,NUTS,2010,RO3,1,0.1101
2011,NUTS,2010,RO31,2,0.0148
2012,NUTS,2010,RO31,2,0.0149
2013,NUTS,2010,RO31,2,0.0143
2014,NUTS,2010,RO31,2,0.0138
2015,NUTS,2010,RO31,2,0.0156
2016,NUTS,2010,RO31,2,0.0161
2017,NUTS,2010,RO31,2,0.011
2018,NUTS,2010,RO31,2,0.0118
2019,NUTS,2010,RO31,2,0.012
2011,NUTS,2010,RO32,2,0.1731
2012,NUTS,2010,RO32,2,0.1929
2013,NUTS,2010,RO32,2,0.2655
2014,NUTS,2010,RO32,2,0.2358
2015,NUTS,2010,RO32,2,0.282
2016,NUTS,2010,RO32,2,0.2703
2017,NUTS,2010,RO32,2,0.2517
2018,NUTS,2010,RO32,2,0.2338
2019,NUTS,2010,RO32,2,0.2217
2011,NUTS,2010,RO4,1,0.153
2012,NUTS,2010,RO4,1,0.1379
2013,NUTS,2010,RO4,1,0.1496
2014,NUTS,2010,RO4,1,0.1377
2015,NUTS,2010,RO4,1,0.124
2016,NUTS,2010,RO4,1,0.1158
2017,NUTS,2010,RO4,1,0.1107
2018,NUTS,2010,RO4,1,0.0632
2019,NUTS,2010,RO4,1,0.0589
2011,NUTS,2010,RO41,2,0.1183
2012,NUTS,2010,RO41,2,0.1153
2013,NUTS,2010,RO41,2,0.1169
2014,NUTS,2010,RO41,2,0.0817
2015,NUTS,2010,RO41,2,0.083
2016,NUTS,2010,RO41,2,0.0861
2017,NUTS,2010,RO41,2,0.082
2018,NUTS,2010,RO41,2,0.0195
2019,NUTS,2010,RO41,2,0.0203
2011,NUTS,2010,RO42,2,0.1966
2012,NUTS,2010,RO42,2,0.1662
2013,NUTS,2010,RO42,2,0.1888
2014,NUTS,2010,RO42,2,0.2058
2015,NUTS,2010,RO42,2,0.1719
2016,NUTS,2010,RO42,2,0.1505
2017,NUTS,2010,RO42,2,0.1456
2018,NUTS,2010,RO42,2,0.1162
2019,NUTS,2010,RO42,2,0.1043
2011,NUTS,2010,RS,0,0.39
2012,NUTS,2010,RS,0,0.3808
2013,NUTS,2010,RS,0,0.3926
2014,NUTS,2010,RS,0,0.3872
2015,NUTS,2010,RS,0,0.4391
2016,NUTS,2010,RS,0,0.4199
2017,NUTS,2010,RS,0,0.4116
2018,NUTS,2010,RS,0,0.4143
2019,NUTS,2010,RS,0,0.4065
2020,NUTS,2010,RS,0,0.4325
2018,NUTS,2010,RS1,1,0.5816
2019,NUTS,2010,RS1,1,0.5714
2020,NUTS,2010,RS1,1,0.6162
2018,NUTS,2010,RS11,2,0.7649
2019,NUTS,2010,RS11,2,0.771
2020,NUTS,2010,RS11,2,0.8325
2018,NUTS,2010,RS12,2,0.4058
2019,NUTS,2010,RS12,2,0.3808
2020,NUTS,2010,RS12,2,0.4076
2018,NUTS,2010,RS2,1,0.1889
2019,NUTS,2010,RS2,1,0.1766
2020,NUTS,2010,RS2,1,0.1768
2018,NUTS,2010,RS21,2,0.1357
2019,NUTS,2010,RS21,2,0.1131
2020,NUTS,2010,RS21,2,0.1198
2018,NUTS,2010,RS22,2,0.2627
2019,NUTS,2010,RS22,2,0.2639
2020,NUTS,2010,RS22,2,0.2571
2011,NUTS,2010,RU,0,0.1599
2012,NUTS,2010,RU,0,0.1577
2011,NUTS,2010,SE,0,0.4133
2012,NUTS,2010,SE,0,0.4477
2013,NUTS,2010,SE,0,0.4271
2014,NUTS,2010,SE,0,0.4519
2015,NUTS,2010,SE,0,0.4289
2016,NUTS,2010,SE,0,0.4337
2017,NUTS,2010,SE,0,0.3928
2018,NUTS,2010,SE,0,0.3739
2019,NUTS,2010,SE,0,0.4198
2020,NUTS,2010,SE,0,0.4092
2011,NUTS,2010,SE1,1,0.525
2013,NUTS,2010,SE1,1,0.493
2015,NUTS,2010,SE1,1,0.4882
2017,NUTS,2010,SE1,1,0.4619
2019,NUTS,2010,SE1,1,0.4811
2011,NUTS,2010,SE11,2,0.5022
2013,NUTS,2010,SE11,2,0.4565
2015,NUTS,2010,SE11,2,0.4603
2017,NUTS,2010,SE11,2,0.4414
2019,NUTS,2010,SE11,2,0.4392
2011,NUTS,2010,SE12,2,0.5581
2013,NUTS,2010,SE12,2,0.547
2015,NUTS,2010,SE12,2,0.5301
2017,NUTS,2010,SE12,2,0.4926
2019,NUTS,2010,SE12,2,0.5447
2011,NUTS,2010,SE2,1,0.3174
2013,NUTS,2010,SE2,1,0.2992
2015,NUTS,2010,SE2,1,0.3091
2017,NUTS,2010,SE2,1,0.2859
2019,NUTS,2010,SE2,1,0.3213
2011,NUTS,2010,SE21,2,0.1158
2013,NUTS,2010,SE21,2,0.1104
2015,NUTS,2010,SE21,2,0.114
2017,NUTS,2010,SE21,2,0.1184
2019,NUTS,2010,SE21,2,0.1329
2011,NUTS,2010,SE22,2,0.4094
2013,NUTS,2010,SE22,2,0.3871
2015,NUTS,2010,SE22,2,0.3972
2017,NUTS,2010,SE22,2,0.3459
2019,NUTS,2010,SE22,2,0.4116
2011,NUTS,2010,SE23,2,0.3354
2013,NUTS,2010,SE23,2,0.3135
2015,NUTS,2010,SE23,2,0.3261
2017,NUTS,2010,SE23,2,0.3121
2019,NUTS,2010,SE23,2,0.3343
2011,NUTS,2010,SE3,1,0.3153
2013,NUTS,2010,SE3,1,0.281
2015,NUTS,2010,SE3,1,0.3216
2017,NUTS,2010,SE3,1,0.2714
2019,NUTS,2010,SE3,1,0.2967
2011,NUTS,2010,SE31,2,0.1164
2013,NUTS,2010,SE31,2,0.0968
2015,NUTS,2010,SE31,2,0.1137
2017,NUTS,2010,SE31,2,0.1201
2019,NUTS,2010,SE31,2,0.1135
2011,NUTS,2010,SE32,2,0.133
2013,NUTS,2010,SE32,2,0.1136
2015,NUTS,2010,SE32,2,0.1034
2017,NUTS,2010,SE32,2,0.1081
2019,NUTS,2010,SE32,2,0.1216
2011,NUTS,2010,SE33,2,0.7672
2013,NUTS,2010,SE33,2,0.7003
2015,NUTS,2010,SE33,2,0.8037
2017,NUTS,2010,SE33,2,0.6263
2019,NUTS,2010,SE33,2,0.7322
2011,NUTS,2010,SI,0,0.3036
2012,NUTS,2010,SI,0,0.2962
2013,NUTS,2010,SI,0,0.2856
2014,NUTS,2010,SI,0,0.2713
2015,NUTS,2010,SI,0,0.2597
2016,NUTS,2010,SI,0,0.2383
2017,NUTS,2010,SI,0,0.2388
2018,NUTS,2010,SI,0,0.2643
2019,NUTS,2010,SI,0,0.2868
2020,NUTS,2010,SI,0,0.2752
2011,NUTS,2010,SI0,1,0.2946
2012,NUTS,2010,SI0,1,0.2887
2013,NUTS,2010,SI0,1,0.2784
2014,NUTS,2010,SI0,1,0.2628
2015,NUTS,2010,SI0,1,0.2535
2016,NUTS,2010,SI0,1,0.2334
2017,NUTS,2010,SI0,1,0.2333
2018,NUTS,2010,SI0,1,0.2573
2019,NUTS,2010,SI0,1,0.2809
2013,NUTS,2010,SI03,2,0.1103
2014,NUTS,2010,SI03,2,0.1064
2015,NUTS,2010,SI03,2,0.0937
2016,NUTS,2010,SI03,2,0.0729
2017,NUTS,2010,SI03,2,0.0686
2018,NUTS,2010,SI03,2,0.0767
2019,NUTS,2010,SI03,2,0.0871
2013,NUTS,2010,SI04,2,0.4678
2014,NUTS,2010,SI04,2,0.4415
2015,NUTS,2010,SI04,2,0.4332
2016,NUTS,2010,SI04,2,0.4112
2017,NUTS,2010,SI04,2,0.4169
2018,NUTS,2010,SI04,2,0.4556
2019,NUTS,2010,SI04,2,0.4917
2011,NUTS,2010,SK,0,0.3909
2012,NUTS,2010,SK,0,0.3657
2013,NUTS,2010,SK,0,0.359
2014,NUTS,2010,SK,0,0.3343
2015,NUTS,2010,SK,0,0.3154
2016,NUTS,2010,SK,0,0.3063
2017,NUTS,2010,SK,0,0.3231
2018,NUTS,2010,SK,0,0.3449
2019,NUTS,2010,SK,0,0.3597
2020,NUTS,2010,SK,0,0.3723
2011,NUTS,2010,SK01,2,1.7497
2012,NUTS,2010,SK01,2,1.5535
2013,NUTS,2010,SK01,2,1.3703
2014,NUTS,2010,SK01,2,1.29
2015,NUTS,2010,SK01,2,1.2078
2016,NUTS,2010,SK01,2,1.0853
2017,NUTS,2010,SK01,2,1.1415
2018,NUTS,2010,SK01,2,1.2375
2019,NUTS,2010,SK01,2,1.2698
2020,NUTS,2010,SK01,2,1.3404
2011,NUTS,2010,SK02,2,0.1674
2012,NUTS,2010,SK02,2,0.1627
2013,NUTS,2010,SK02,2,0.2084
2014,NUTS,2010,SK02,2,0.1711
2015,NUTS,2010,SK02,2,0.1613
2016,NUTS,2010,SK02,2,0.1542
2017,NUTS,2010,SK02,2,0.1815
2018,NUTS,2010,SK02,2,0.1792
2019,NUTS,2010,SK02,2,0.1805
2020,NUTS,2010,SK02,2,0.1927
2011,NUTS,2010,SK03,2,0.2168
2012,NUTS,2010,SK03,2,0.2022
2013,NUTS,2010,SK03,2,0.1915
2014,NUTS,2010,SK03,2,0.1996
2015,NUTS,2010,SK03,2,0.1879
2016,NUTS,2010,SK03,2,0.2054
2017,NUTS,2010,SK03,2,0.2042
2018,NUTS,2010,SK03,2,0.2159
2019,NUTS,2010,SK03,2,0.236
2020,NUTS,2010,SK03,2,0.2289
2011,NUTS,2010,SK04,2,0.2496
2012,NUTS,2010,SK04,2,0.2614
2013,NUTS,2010,SK04,2,0.2751
2014,NUTS,2010,SK04,2,0.2609
2015,NUTS,2010,SK04,2,0.2495
2016,NUTS,2010,SK04,2,0.2511
2017,NUTS,2010,SK04,2,0.2494
2018,NUTS,2010,SK04,2,0.2688
2019,NUTS,2010,SK04,2,0.2775
2020,NUTS,2010,SK04,2,0.2829
2011,NUTS,2010,TR,0,0.1383
2012,NUTS,2010,TR,0,0.1547
2013,NUTS,2010,TR,0,0.156
2014,NUTS,2010,TR,0,0.1469
2015,NUTS,2010,TR,0,0.1498
2016,NUTS,2010,TR,0,0.1767
2017,NUTS,2010,TR,0,0.1763
2018,NUTS,2010,TR,0,0.1797
2019,NUTS,2010,TR,0,0.1865
2020,NUTS,2010,TR,0,0.1983
2011,NUTS,2010,UK,0,0.5662
2012,NUTS,2010,UK,0,0.5568
2013,NUTS,2010,UK,0,0.5673
2014,NUTS,2010,UK,0,0.5804
2015,NUTS,2010,UK,0,0.5882
2016,NUTS,2010,UK,0,0.5832
2017,NUTS,2010,UK,0,0.59
2018,NUTS,2010,UK,0,0.5873
2019,NUTS,2010,UK,0,0.5878
2011,NUTS,2010,UKC,1,0.5666
2012,NUTS,2010,UKC,1,0.5582
2013,NUTS,2010,UKC,1,0.5763
2014,NUTS,2010,UKC,1,0.5905
2015,NUTS,2010,UKC,1,0.6008
2016,NUTS,2010,UKC,1,0.5916
2017,NUTS,2010,UKC,1,0.6011
2018,NUTS,2010,UKC,1,0.615
2011,NUTS,2010,UKC1,2,0.4601
2012,NUTS,2010,UKC1,2,0.4491
2013,NUTS,2010,UKC1,2,0.4643
2014,NUTS,2010,UKC1,2,0.4712
2015,NUTS,2010,UKC1,2,0.4829
2016,NUTS,2010,UKC1,2,0.4739
2017,NUTS,2010,UKC1,2,0.467
2018,NUTS,2010,UKC1,2,0.4769
2011,NUTS,2010,UKC2,2,0.6538
2012,NUTS,2010,UKC2,2,0.6435
2013,NUTS,2010,UKC2,2,0.6637
2014,NUTS,2010,UKC2,2,0.6846
2015,NUTS,2010,UKC2,2,0.6944
2016,NUTS,2010,UKC2,2,0.6837
2017,NUTS,2010,UKC2,2,0.7081
2018,NUTS,2010,UKC2,2,0.7288
2011,NUTS,2010,UKD,1,0.4416
2012,NUTS,2010,UKD,1,0.4472
2013,NUTS,2010,UKD,1,0.4676
2014,NUTS,2010,UKD,1,0.4785
2015,NUTS,2010,UKD,1,0.4894
2016,NUTS,2010,UKD,1,0.4974
2017,NUTS,2010,UKD,1,0.5138
2018,NUTS,2010,UKD,1,0.5157
2011,NUTS,2010,UKD1,2,0.0702
2012,NUTS,2010,UKD1,2,0.0639
2013,NUTS,2010,UKD1,2,0.0622
2014,NUTS,2010,UKD1,2,0.0756
2015,NUTS,2010,UKD1,2,0.0754
2016,NUTS,2010,UKD1,2,0.0797
2017,NUTS,2010,UKD1,2,0.0729
2018,NUTS,2010,UKD1,2,0.0713
2011,NUTS,2010,UKD3,2,0.1894
2012,NUTS,2010,UKD3,2,0.6477
2013,NUTS,2010,UKD3,2,0.6583
2014,NUTS,2010,UKD3,2,0.6554
2015,NUTS,2010,UKD3,2,0.6652
2016,NUTS,2010,UKD3,2,0.6596
2017,NUTS,2010,UKD3,2,0.678
2018,NUTS,2010,UKD3,2,0.6873
2011,NUTS,2010,UKD4,2,0.0464
2012,NUTS,2010,UKD4,2,0.3746
2013,NUTS,2010,UKD4,2,0.409
2014,NUTS,2010,UKD4,2,0.422
2015,NUTS,2010,UKD4,2,0.4322
2016,NUTS,2010,UKD4,2,0.4319
2017,NUTS,2010,UKD4,2,0.4496
2018,NUTS,2010,UKD4,2,0.4605
2011,NUTS,2010,UKD6,2,1.8963
2012,NUTS,2010,UKD6,2,0.0774
