year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_lsr_p_mhab
2005,NUTS,2010,DE13,2,2.975
2006,NUTS,2010,DE13,2,0.913
2007,NUTS,2010,DE13,2,1.824
2008,NUTS,2010,DE13,2,2.823
2009,NUTS,2010,DE13,2,1.758
2010,NUTS,2010,DE13,2,0.683
2011,NUTS,2010,DE13,2,2.424
2012,NUTS,2010,DE13,2,1.06
2001,NUTS,2010,DE131,3,1.609
2003,NUTS,2010,DE131,3,4.757
2005,NUTS,2010,DE131,3,1.168
2007,NUTS,2010,DE131,3,3.448
2008,NUTS,2010,DE131,3,1.139
2009,NUTS,2010,DE131,3,6.555
2011,NUTS,2010,DE131,3,2.23
2001,NUTS,2010,DE132,3,1.372
2005,NUTS,2010,DE132,3,1.006
2007,NUTS,2010,DE132,3,2.0
2008,NUTS,2010,DE132,3,0.999
2009,NUTS,2010,DE132,3,1.999
2001,NUTS,2010,DE133,3,5.482
2005,NUTS,2010,DE133,3,3.204
2007,NUTS,2010,DE133,3,4.769
2009,NUTS,2010,DE133,3,3.171
2011,NUTS,2010,DE133,3,3.158
2012,NUTS,2010,DE134,3,0.479
2000,NUTS,2010,DE135,3,15.431
2001,NUTS,2010,DE135,3,9.938
2003,NUTS,2010,DE135,3,3.514
2004,NUTS,2010,DE135,3,25.927
2005,NUTS,2010,DE135,3,29.293
2006,NUTS,2010,DE135,3,7.035
2007,NUTS,2010,DE135,3,3.527
2008,NUTS,2010,DE135,3,15.33
2011,NUTS,2010,DE135,3,8.398
2012,NUTS,2010,DE135,3,12.039
2000,NUTS,2010,DE136,3,4.771
2002,NUTS,2010,DE136,3,4.732
2003,NUTS,2010,DE136,3,18.875
2004,NUTS,2010,DE136,3,7.743
2007,NUTS,2010,DE136,3,4.748
2008,NUTS,2010,DE136,3,0.811
2012,NUTS,2010,DE136,3,0.679
2000,NUTS,2010,DE137,3,1.89
2005,NUTS,2010,DE137,3,7.405
2006,NUTS,2010,DE137,3,7.391
2007,NUTS,2010,DE137,3,3.696
2008,NUTS,2010,DE137,3,16.038
2011,NUTS,2010,DE137,3,6.185
2012,NUTS,2010,DE137,3,2.459
2000,NUTS,2010,DE138,3,0.945
2002,NUTS,2010,DE138,3,3.719
2009,NUTS,2010,DE138,3,4.235
2008,NUTS,2010,DE139,3,4.494
2011,NUTS,2010,DE139,3,3.728
2005,NUTS,2010,DE13A,3,1.973
2008,NUTS,2010,DE13A,3,1.196
2009,NUTS,2010,DE13A,3,1.498
2010,NUTS,2010,DE13A,3,9.015
2011,NUTS,2010,DE13A,3,9.029
2000,NUTS,2010,DE14,2,1.241
2001,NUTS,2010,DE14,2,1.483
2002,NUTS,2010,DE14,2,1.884
2003,NUTS,2010,DE14,2,1.341
2004,NUTS,2010,DE14,2,1.019
2005,NUTS,2010,DE14,2,1.682
2007,NUTS,2010,DE14,2,0.111
2008,NUTS,2010,DE14,2,1.151
2012,NUTS,2010,DE14,2,1.215
2000,NUTS,2010,DE141,3,2.096
2008,NUTS,2010,DE141,3,1.172
2012,NUTS,2010,DE141,3,0.712
2001,NUTS,2010,DE142,3,11.605
2002,NUTS,2010,DE142,3,8.765
2003,NUTS,2010,DE142,3,2.347
2004,NUTS,2010,DE142,3,1.539
2005,NUTS,2010,DE142,3,3.846
2012,NUTS,2010,DE142,3,4.505
2008,NUTS,2010,DE143,3,1.305
2000,NUTS,2010,DE144,3,11.628
2003,NUTS,2010,DE144,3,4.196
2004,NUTS,2010,DE144,3,8.347
2007,NUTS,2010,DE144,3,1.654
2008,NUTS,2010,DE144,3,12.352
2002,NUTS,2010,DE145,3,2.674
2003,NUTS,2010,DE145,3,6.378
2004,NUTS,2010,DE145,3,1.322
2005,NUTS,2010,DE145,3,11.596
2012,NUTS,2010,DE145,3,5.268
2003,NUTS,2010,DE146,3,1.075
2000,NUTS,2010,DE147,3,1.262
2001,NUTS,2010,DE147,3,1.004
2002,NUTS,2010,DE147,3,4.976
2004,NUTS,2010,DE147,3,1.228
2000,NUTS,2010,DE2,1,2.355
2001,NUTS,2010,DE2,1,2.28
2002,NUTS,2010,DE2,1,1.187
2003,NUTS,2010,DE2,1,1.503
2004,NUTS,2010,DE2,1,2.589
2005,NUTS,2010,DE2,1,1.778
2006,NUTS,2010,DE2,1,1.377
2007,NUTS,2010,DE2,1,2.524
2008,NUTS,2010,DE2,1,1.709
2009,NUTS,2010,DE2,1,1.558
2010,NUTS,2010,DE2,1,1.13
2011,NUTS,2010,DE2,1,0.853
2012,NUTS,2010,DE2,1,0.629
2000,NUTS,2010,DE21,2,3.768
2001,NUTS,2010,DE21,2,3.906
2002,NUTS,2010,DE21,2,1.45
2003,NUTS,2010,DE21,2,1.012
2004,NUTS,2010,DE21,2,1.43
2005,NUTS,2010,DE21,2,1.009
2006,NUTS,2010,DE21,2,0.59
2007,NUTS,2010,DE21,2,1.706
2008,NUTS,2010,DE21,2,2.444
2009,NUTS,2010,DE21,2,1.961
2010,NUTS,2010,DE21,2,1.668
2011,NUTS,2010,DE21,2,1.985
2012,NUTS,2010,DE21,2,1.393
2000,NUTS,2010,DE212,3,6.53
2001,NUTS,2010,DE212,3,5.057
2002,NUTS,2010,DE212,3,2.647
2003,NUTS,2010,DE212,3,1.709
2004,NUTS,2010,DE212,3,0.801
2005,NUTS,2010,DE212,3,1.969
2007,NUTS,2010,DE212,3,0.796
2008,NUTS,2010,DE212,3,2.562
2009,NUTS,2010,DE212,3,2.698
2010,NUTS,2010,DE212,3,4.074
2011,NUTS,2010,DE212,3,1.84
2012,NUTS,2010,DE212,3,1.995
2004,NUTS,2010,DE215,3,19.658
2007,NUTS,2010,DE215,3,9.765
2001,NUTS,2010,DE216,3,1.724
2010,NUTS,2010,DE216,3,2.722
2000,NUTS,2010,DE217,3,0.781
2001,NUTS,2010,DE217,3,2.625
2000,NUTS,2010,DE218,3,8.591
2001,NUTS,2010,DE218,3,11.199
2001,NUTS,2010,DE21B,3,5.909
2002,NUTS,2010,DE21B,3,1.609
2001,NUTS,2010,DE21C,3,0.725
2005,NUTS,2010,DE21C,3,3.369
2008,NUTS,2010,DE21C,3,2.486
2011,NUTS,2010,DE21C,3,1.418
2012,NUTS,2010,DE21C,3,0.967
2002,NUTS,2010,DE21D,3,5.72
2008,NUTS,2010,DE21D,3,3.799
2010,NUTS,2010,DE21D,3,11.587
2000,NUTS,2010,DE21E,3,4.797
2001,NUTS,2010,DE21E,3,1.322
2002,NUTS,2010,DE21E,3,9.293
2006,NUTS,2010,DE21E,3,4.461
2000,NUTS,2010,DE21F,3,1.103
2008,NUTS,2010,DE21F,3,3.464
2009,NUTS,2010,DE21F,3,10.5
2010,NUTS,2010,DE21F,3,5.236
2000,NUTS,2010,DE21H,3,6.904
2001,NUTS,2010,DE21H,3,13.209
2002,NUTS,2010,DE21H,3,3.335
2003,NUTS,2010,DE21H,3,6.969
2004,NUTS,2010,DE21H,3,6.588
2005,NUTS,2010,DE21H,3,3.266
2006,NUTS,2010,DE21H,3,3.235
2007,NUTS,2010,DE21H,3,4.398
2008,NUTS,2010,DE21H,3,9.034
2009,NUTS,2010,DE21H,3,11.274
2011,NUTS,2010,DE21H,3,6.935
2012,NUTS,2010,DE21H,3,3.141
2008,NUTS,2010,DE21I,3,5.49
2007,NUTS,2010,DE21J,3,6.034
2008,NUTS,2010,DE21J,3,2.835
2011,NUTS,2010,DE21J,3,8.52
2012,NUTS,2010,DE21J,3,8.463
2000,NUTS,2010,DE21K,3,0.428
2001,NUTS,2010,DE21K,3,1.395
2004,NUTS,2010,DE21K,3,4.103
2005,NUTS,2010,DE21K,3,0.53
2006,NUTS,2010,DE21K,3,4.048
2007,NUTS,2010,DE21K,3,8.103
2008,NUTS,2010,DE21K,3,4.031
2011,NUTS,2010,DE21K,3,7.167
2000,NUTS,2010,DE21L,3,29.258
2001,NUTS,2010,DE21L,3,18.326
2008,NUTS,2010,DE21L,3,5.173
2011,NUTS,2010,DE21L,3,2.533
2012,NUTS,2010,DE21L,3,8.967
2001,NUTS,2010,DE21M,3,1.491
2007,NUTS,2010,DE21M,3,7.041
2008,NUTS,2010,DE21M,3,3.929
2009,NUTS,2010,DE21M,3,1.934
2011,NUTS,2010,DE21M,3,3.343
2000,NUTS,2010,DE22,2,3.589
2001,NUTS,2010,DE22,2,1.42
2002,NUTS,2010,DE22,2,1.965
2003,NUTS,2010,DE22,2,1.704
2004,NUTS,2010,DE22,2,2.989
2005,NUTS,2010,DE22,2,0.242
2006,NUTS,2010,DE22,2,0.693
2007,NUTS,2010,DE22,2,1.072
2008,NUTS,2010,DE22,2,0.946
2009,NUTS,2010,DE22,2,0.839
2010,NUTS,2010,DE22,2,0.908
2002,NUTS,2010,DE221,3,5.545
2004,NUTS,2010,DE221,3,16.589
2005,NUTS,2010,DE224,3,1.108
2000,NUTS,2010,DE226,3,20.235
2001,NUTS,2010,DE226,3,10.684
2002,NUTS,2010,DE226,3,11.991
2003,NUTS,2010,DE226,3,18.117
2004,NUTS,2010,DE226,3,22.774
2005,NUTS,2010,DE226,3,1.505
2006,NUTS,2010,DE226,3,7.33
2007,NUTS,2010,DE226,3,11.335
2008,NUTS,2010,DE226,3,9.992
2009,NUTS,2010,DE226,3,8.84
2010,NUTS,2010,DE226,3,9.552
2000,NUTS,2010,DE227,3,14.227
2002,NUTS,2010,DE227,3,4.637
2001,NUTS,2010,DE229,3,6.06
2000,NUTS,2010,DE23,2,6.329
2001,NUTS,2010,DE23,2,4.846
2002,NUTS,2010,DE23,2,3.961
2003,NUTS,2010,DE23,2,10.074
2004,NUTS,2010,DE23,2,12.635
2005,NUTS,2010,DE23,2,14.06
2006,NUTS,2010,DE23,2,11.776
2007,NUTS,2010,DE23,2,19.238
2008,NUTS,2010,DE23,2,7.896
2009,NUTS,2010,DE23,2,6.616
2010,NUTS,2010,DE23,2,4.55
2011,NUTS,2010,DE23,2,0.925
2000,NUTS,2010,DE232,3,5.989
2001,NUTS,2010,DE232,3,10.583
2002,NUTS,2010,DE232,3,16.667
2003,NUTS,2010,DE232,3,54.128
2004,NUTS,2010,DE232,3,52.253
2005,NUTS,2010,DE232,3,61.823
2006,NUTS,2010,DE232,3,39.812
2007,NUTS,2010,DE232,3,70.579
2008,NUTS,2010,DE232,3,32.68
2009,NUTS,2010,DE232,3,29.957
2010,NUTS,2010,DE232,3,16.168
2011,NUTS,2010,DE232,3,4.944
2004,NUTS,2010,DE236,3,2.255
2005,NUTS,2010,DE236,3,2.952
2007,NUTS,2010,DE236,3,2.568
2009,NUTS,2010,DE236,3,1.951
2001,NUTS,2010,DE237,3,3.96
2000,NUTS,2010,DE238,3,32.736
2001,NUTS,2010,DE238,3,11.359
2002,NUTS,2010,DE238,3,10.837
2003,NUTS,2010,DE238,3,22.465
2004,NUTS,2010,DE238,3,33.268
2005,NUTS,2010,DE238,3,37.816
2006,NUTS,2010,DE238,3,30.627
2007,NUTS,2010,DE238,3,61.243
2008,NUTS,2010,DE238,3,22.603
2009,NUTS,2010,DE238,3,13.238
2010,NUTS,2010,DE238,3,13.658
2011,NUTS,2010,DE238,3,0.925
2000,NUTS,2010,DE239,3,2.451
2001,NUTS,2010,DE239,3,10.464
2002,NUTS,2010,DE239,3,1.732
2004,NUTS,2010,DE239,3,5.249
2005,NUTS,2010,DE239,3,0.897
2006,NUTS,2010,DE239,3,14.37
2007,NUTS,2010,DE239,3,1.177
2008,NUTS,2010,DE239,3,0.902
2009,NUTS,2010,DE239,3,3.488
2010,NUTS,2010,DE239,3,1.749
2011,NUTS,2010,DE239,3,1.19
2000,NUTS,2010,DE24,2,0.296
2002,NUTS,2010,DE24,2,0.224
2003,NUTS,2010,DE24,2,0.297
2004,NUTS,2010,DE24,2,0.297
2011,NUTS,2010,DE24,2,0.933
2012,NUTS,2010,DE24,2,0.234
2003,NUTS,2010,DE245,3,2.294
2012,NUTS,2010,DE245,3,1.732
2000,NUTS,2010,DE248,3,2.95
2002,NUTS,2010,DE248,3,2.216
2004,NUTS,2010,DE248,3,2.914
2011,NUTS,2010,DE248,3,8.851
2000,NUTS,2010,DE25,2,0.588
2001,NUTS,2010,DE25,2,0.314
2002,NUTS,2010,DE25,2,0.442
2004,NUTS,2010,DE25,2,2.736
2005,NUTS,2010,DE25,2,1.17
2006,NUTS,2010,DE25,2,0.584
2007,NUTS,2010,DE25,2,0.438
2009,NUTS,2010,DE25,2,0.292
2010,NUTS,2010,DE25,2,0.52
2012,NUTS,2010,DE25,2,0.872
2005,NUTS,2010,DE252,3,4.874
2009,NUTS,2010,DE252,3,2.381
2010,NUTS,2010,DE252,3,1.042
2004,NUTS,2010,DE253,3,2.949
2010,NUTS,2010,DE253,3,0.965
2000,NUTS,2010,DE254,3,2.034
2001,NUTS,2010,DE254,3,0.676
2002,NUTS,2010,DE254,3,1.018
2004,NUTS,2010,DE254,3,1.358
2010,NUTS,2010,DE254,3,0.437
2012,NUTS,2010,DE254,3,0.979
2002,NUTS,2010,DE257,3,1.927
2004,NUTS,2010,DE257,3,20.435
2005,NUTS,2010,DE257,3,8.955
2006,NUTS,2010,DE257,3,3.832
2009,NUTS,2010,DE257,3,1.907
2010,NUTS,2010,DE257,3,1.679
2012,NUTS,2010,DE257,3,7.573
2005,NUTS,2010,DE258,3,1.487
2010,NUTS,2010,DE258,3,1.922
2001,NUTS,2010,DE259,3,1.19
2004,NUTS,2010,DE259,3,5.912
2006,NUTS,2010,DE259,3,2.969
2007,NUTS,2010,DE259,3,4.461
2005,NUTS,2010,DE25C,3,1.788
2000,NUTS,2010,DE26,2,0.75
2001,NUTS,2010,DE26,2,1.123
2002,NUTS,2010,DE26,2,0.373
2003,NUTS,2010,DE26,2,0.498
2004,NUTS,2010,DE26,2,2.231
2007,NUTS,2010,DE26,2,0.568
2008,NUTS,2010,DE26,2,0.674
2009,NUTS,2010,DE26,2,1.755
2001,NUTS,2010,DE263,3,3.907
2004,NUTS,2010,DE263,3,7.537
2007,NUTS,2010,DE263,3,3.558
2009,NUTS,2010,DE263,3,3.745
2003,NUTS,2010,DE264,3,1.887
2004,NUTS,2010,DE264,3,11.415
2007,NUTS,2010,DE26A,3,1.071
2008,NUTS,2010,DE26B,3,1.221
2000,NUTS,2010,DE26C,3,6.303
2001,NUTS,2010,DE26C,3,6.293
2002,NUTS,2010,DE26C,3,3.139
2003,NUTS,2010,DE26C,3,2.064
2007,NUTS,2010,DE26C,3,0.874
2008,NUTS,2010,DE26C,3,4.728
2009,NUTS,2010,DE26C,3,11.418
2000,NUTS,2010,DE27,2,0.057
2001,NUTS,2010,DE27,2,1.711
2002,NUTS,2010,DE27,2,0.283
2003,NUTS,2010,DE27,2,0.225
2004,NUTS,2010,DE27,2,0.466
2005,NUTS,2010,DE27,2,0.14
2007,NUTS,2010,DE27,2,0.28
2008,NUTS,2010,DE27,2,0.14
2001,NUTS,2010,DE271,3,9.805
2002,NUTS,2010,DE271,3,1.939
2000,NUTS,2010,DE275,3,0.821
2007,NUTS,2010,DE275,3,3.921
2008,NUTS,2010,DE275,3,1.956
2004,NUTS,2010,DE278,3,2.033
2001,NUTS,2010,DE279,3,3.131
2003,NUTS,2010,DE279,3,2.466
2004,NUTS,2010,DE279,3,1.533
2005,NUTS,2010,DE279,3,1.529
2004,NUTS,2010,DE27A,3,4.196
2000,NUTS,2010,DE3,1,1.589
2001,NUTS,2010,DE3,1,3.007
2002,NUTS,2010,DE3,1,1.555
2003,NUTS,2010,DE3,1,2.285
2004,NUTS,2010,DE3,1,1.623
2005,NUTS,2010,DE3,1,1.054
2006,NUTS,2010,DE3,1,1.155
2007,NUTS,2010,DE3,1,0.294
2008,NUTS,2010,DE3,1,1.431
2009,NUTS,2010,DE3,1,1.069
2010,NUTS,2010,DE3,1,0.418
2011,NUTS,2010,DE3,1,2.023
2012,NUTS,2010,DE3,1,0.714
2000,NUTS,2010,DE30,2,1.589
2001,NUTS,2010,DE30,2,3.007
2002,NUTS,2010,DE30,2,1.555
2003,NUTS,2010,DE30,2,2.285
2004,NUTS,2010,DE30,2,1.623
2005,NUTS,2010,DE30,2,1.054
2006,NUTS,2010,DE30,2,1.155
2007,NUTS,2010,DE30,2,0.294
2008,NUTS,2010,DE30,2,1.431
2009,NUTS,2010,DE30,2,1.069
2010,NUTS,2010,DE30,2,0.418
2011,NUTS,2010,DE30,2,2.023
2012,NUTS,2010,DE30,2,0.714
2000,NUTS,2010,DE300,3,1.589
2001,NUTS,2010,DE300,3,3.007
2002,NUTS,2010,DE300,3,1.555
2003,NUTS,2010,DE300,3,2.285
2004,NUTS,2010,DE300,3,1.623
2005,NUTS,2010,DE300,3,1.054
2006,NUTS,2010,DE300,3,1.155
2007,NUTS,2010,DE300,3,0.294
2008,NUTS,2010,DE300,3,1.431
2009,NUTS,2010,DE300,3,1.069
2010,NUTS,2010,DE300,3,0.418
2011,NUTS,2010,DE300,3,2.023
2012,NUTS,2010,DE300,3,0.714
2000,NUTS,2010,DE4,1,0.192
2001,NUTS,2010,DE4,1,0.576
2002,NUTS,2010,DE4,1,0.27
2003,NUTS,2010,DE4,1,0.581
2004,NUTS,2010,DE4,1,0.388
2005,NUTS,2010,DE4,1,0.156
2006,NUTS,2010,DE4,1,0.52
2007,NUTS,2010,DE4,1,0.196
2008,NUTS,2010,DE4,1,1.282
2009,NUTS,2010,DE4,1,0.662
2010,NUTS,2010,DE4,1,0.131
2011,NUTS,2010,DE4,1,0.851
2012,NUTS,2010,DE4,1,1.202
2000,NUTS,2010,DE40,2,0.192
2001,NUTS,2010,DE40,2,0.576
2002,NUTS,2010,DE40,2,0.27
2003,NUTS,2010,DE40,2,0.581
2004,NUTS,2010,DE40,2,0.388
2005,NUTS,2010,DE40,2,0.156
2006,NUTS,2010,DE40,2,0.52
2007,NUTS,2010,DE40,2,0.196
2008,NUTS,2010,DE40,2,1.282
2009,NUTS,2010,DE40,2,0.662
2010,NUTS,2010,DE40,2,0.131
2011,NUTS,2010,DE40,2,0.851
2012,NUTS,2010,DE40,2,1.202
2012,NUTS,2010,DE402,3,2.448
2012,NUTS,2010,DE403,3,16.666
2001,NUTS,2010,DE404,3,3.866
2002,NUTS,2010,DE404,3,1.533
2004,NUTS,2010,DE404,3,6.898
2008,NUTS,2010,DE404,3,6.63
2012,NUTS,2010,DE404,3,1.573
2005,NUTS,2010,DE405,3,1.137
2011,NUTS,2010,DE406,3,0.803
2012,NUTS,2010,DE406,3,3.095
2000,NUTS,2010,DE408,3,3.45
2002,NUTS,2010,DE408,3,3.326
2003,NUTS,2010,DE408,3,6.602
2008,NUTS,2010,DE408,3,1.609
2009,NUTS,2010,DE409,3,5.229
2001,NUTS,2010,DE40A,3,5.205
2003,NUTS,2010,DE40A,3,2.559
2008,NUTS,2010,DE40A,3,4.952
2009,NUTS,2010,DE40A,3,1.632
2011,NUTS,2010,DE40A,3,4.923
2008,NUTS,2010,DE40C,3,1.755
2009,NUTS,2010,DE40C,3,1.769
2006,NUTS,2010,DE40E,3,6.536
2007,NUTS,2010,DE40E,3,2.451
2008,NUTS,2010,DE40E,3,1.614
2010,NUTS,2010,DE40E,3,1.613
2011,NUTS,2010,DE40E,3,4.876
2012,NUTS,2010,DE40E,3,2.431
2005,NUTS,2010,DE40H,3,1.239
2008,NUTS,2010,DE40H,3,2.033
2012,NUTS,2010,DE40H,3,3.095
2000,NUTS,2010,DE5,1,1.765
2001,NUTS,2010,DE5,1,1.515
2002,NUTS,2010,DE5,1,0.379
2009,NUTS,2010,DE5,1,1.511
2000,NUTS,2010,DE50,2,1.765
2001,NUTS,2010,DE50,2,1.515
2002,NUTS,2010,DE50,2,0.379
2009,NUTS,2010,DE50,2,1.511
2000,NUTS,2010,DE501,3,2.165
2001,NUTS,2010,DE501,3,1.854
2002,NUTS,2010,DE501,3,0.462
2009,NUTS,2010,DE501,3,1.827
2000,NUTS,2010,DE6,1,0.469
2002,NUTS,2010,DE6,1,0.388
2003,NUTS,2010,DE6,1,1.012
2004,NUTS,2010,DE6,1,0.577
2009,NUTS,2010,DE6,1,0.705
2010,NUTS,2010,DE6,1,0.378
2011,NUTS,2010,DE6,1,0.98
2000,NUTS,2010,DE60,2,0.469
2002,NUTS,2010,DE60,2,0.388
2003,NUTS,2010,DE60,2,1.012
2004,NUTS,2010,DE60,2,0.577
2009,NUTS,2010,DE60,2,0.705
2010,NUTS,2010,DE60,2,0.378
2011,NUTS,2010,DE60,2,0.98
2000,NUTS,2010,DE600,3,0.469
2002,NUTS,2010,DE600,3,0.388
2003,NUTS,2010,DE600,3,1.012
2004,NUTS,2010,DE600,3,0.577
2009,NUTS,2010,DE600,3,0.705
2010,NUTS,2010,DE600,3,0.378
2011,NUTS,2010,DE600,3,0.98
2000,NUTS,2010,DE7,1,0.276
2001,NUTS,2010,DE7,1,0.102
2002,NUTS,2010,DE7,1,0.165
2003,NUTS,2010,DE7,1,0.767
2004,NUTS,2010,DE7,1,0.361
2005,NUTS,2010,DE7,1,0.164
2006,NUTS,2010,DE7,1,0.164
2008,NUTS,2010,DE7,1,0.071
2009,NUTS,2010,DE7,1,0.223
2000,NUTS,2010,DE71,2,0.449
2001,NUTS,2010,DE71,2,0.166
2002,NUTS,2010,DE71,2,0.267
2003,NUTS,2010,DE71,2,0.444
2004,NUTS,2010,DE71,2,0.053
2006,NUTS,2010,DE71,2,0.199
2009,NUTS,2010,DE71,2,0.357
2000,NUTS,2010,DE711,3,6.024
2001,NUTS,2010,DE712,3,0.65
2003,NUTS,2010,DE713,3,2.768
2002,NUTS,2010,DE714,3,3.689
2006,NUTS,2010,DE714,3,1.821
2009,NUTS,2010,DE714,3,0.361
2000,NUTS,2010,DE715,3,1.904
2001,NUTS,2010,DE715,3,0.758
2003,NUTS,2010,DE715,3,3.767
2000,NUTS,2010,DE716,3,1.156
2004,NUTS,2010,DE716,3,0.689
2003,NUTS,2010,DE71D,3,1.777
2006,NUTS,2010,DE71D,3,1.35
2009,NUTS,2010,DE71D,3,6.812
2003,NUTS,2010,DE72,2,2.814
2004,NUTS,2010,DE72,2,1.877
2005,NUTS,2010,DE72,2,0.94
2006,NUTS,2010,DE72,2,0.236
2008,NUTS,2010,DE72,2,0.408
2006,NUTS,2010,DE723,3,1.422
2003,NUTS,2010,DE724,3,11.816
2004,NUTS,2010,DE724,3,7.88
2005,NUTS,2010,DE724,3,3.942
2008,NUTS,2010,DE724,3,1.705
2000,NUTS,2010,DE9,1,0.047
2001,NUTS,2010,DE9,1,0.347
2002,NUTS,2010,DE9,1,0.273
2003,NUTS,2010,DE9,1,0.366
2004,NUTS,2010,DE9,1,0.125
2005,NUTS,2010,DE9,1,0.179
2006,NUTS,2010,DE9,1,0.125
2007,NUTS,2010,DE9,1,0.106
2008,NUTS,2010,DE9,1,0.143
2009,NUTS,2010,DE9,1,0.126
2010,NUTS,2010,DE9,1,0.252
2011,NUTS,2010,DE9,1,0.126
2012,NUTS,2010,DE9,1,0.379
2001,NUTS,2010,DE91,2,1.199
2002,NUTS,2010,DE91,2,0.6
2004,NUTS,2010,DE91,2,0.601
2005,NUTS,2010,DE91,2,0.663
2007,NUTS,2010,DE91,2,0.365
2008,NUTS,2010,DE91,2,0.698
2009,NUTS,2010,DE91,2,0.616
2010,NUTS,2010,DE91,2,0.619
2011,NUTS,2010,DE91,2,0.621
2008,NUTS,2010,DE911,3,2.726
2010,NUTS,2010,DE911,3,2.021
2008,NUTS,2010,DE914,3,1.892
2010,NUTS,2010,DE914,3,2.886
2001,NUTS,2010,DE915,3,3.768
2002,NUTS,2010,DE915,3,3.773
2004,NUTS,2010,DE915,3,3.784
2005,NUTS,2010,DE915,3,4.173
2007,NUTS,2010,DE915,3,2.295
2009,NUTS,2010,DE915,3,3.848
2011,NUTS,2010,DE915,3,3.872
2001,NUTS,2010,DE91A,3,7.562
2008,NUTS,2010,DE91B,3,1.123
2001,NUTS,2010,DE92,2,0.116
2002,NUTS,2010,DE92,2,0.541
2003,NUTS,2010,DE92,2,1.075
2006,NUTS,2010,DE92,2,0.384
2010,NUTS,2010,DE92,2,0.467
2012,NUTS,2010,DE92,2,1.404
2002,NUTS,2010,DE925,3,3.412
2012,NUTS,2010,DE925,3,1.174
2006,NUTS,2010,DE928,3,1.027
2001,NUTS,2010,DE929,3,0.224
2002,NUTS,2010,DE929,3,0.152
2003,NUTS,2010,DE929,3,2.069
2006,NUTS,2010,DE929,3,0.594
2010,NUTS,2010,DE929,3,0.885
2012,NUTS,2010,DE929,3,2.35
2000,NUTS,2010,DE93,2,0.223
2003,NUTS,2010,DE93,2,0.148
2006,NUTS,2010,DE93,2,0.1
2006,NUTS,2010,DE931,3,0.932
2000,NUTS,2010,DE936,3,1.552
2000,NUTS,2010,DE939,3,1.049
2003,NUTS,2010,DE939,3,1.289
2001,NUTS,2010,DE94,2,0.206
2003,NUTS,2010,DE94,2,0.134
2005,NUTS,2010,DE94,2,0.133
2007,NUTS,2010,DE94,2,0.101
2001,NUTS,2010,DE947,3,2.668
2003,NUTS,2010,DE947,3,1.746
2005,NUTS,2010,DE949,3,1.067
2007,NUTS,2010,DE949,3,0.801
2000,NUTS,2010,DEA,1,0.274
2001,NUTS,2010,DEA,1,0.324
2002,NUTS,2010,DEA,1,0.415
2003,NUTS,2010,DEA,1,0.304
2004,NUTS,2010,DEA,1,0.29
2005,NUTS,2010,DEA,1,0.397
2006,NUTS,2010,DEA,1,0.125
2007,NUTS,2010,DEA,1,0.072
2008,NUTS,2010,DEA,1,0.324
2009,NUTS,2010,DEA,1,0.358
2010,NUTS,2010,DEA,1,0.112
2011,NUTS,2010,DEA,1,0.262
2000,NUTS,2010,DEA1,2,0.142
2002,NUTS,2010,DEA1,2,0.063
2008,NUTS,2010,DEA1,2,0.192
2009,NUTS,2010,DEA1,2,0.168
2000,NUTS,2010,DEA11,3,0.439
2009,NUTS,2010,DEA11,3,0.342
2002,NUTS,2010,DEA13,3,0.558
2009,NUTS,2010,DEA13,3,0.569
2008,NUTS,2010,DEA16,3,5.92
2009,NUTS,2010,DEA1A,3,0.934
2000,NUTS,2010,DEA1C,3,0.493
2000,NUTS,2010,DEA1D,3,0.564
2000,NUTS,2010,DEA2,2,0.591
2001,NUTS,2010,DEA2,2,0.311
2002,NUTS,2010,DEA2,2,0.348
2003,NUTS,2010,DEA2,2,0.577
2004,NUTS,2010,DEA2,2,0.517
2005,NUTS,2010,DEA2,2,0.687
2006,NUTS,2010,DEA2,2,0.228
2007,NUTS,2010,DEA2,2,0.239
2008,NUTS,2010,DEA2,2,0.342
2009,NUTS,2010,DEA2,2,0.588
2010,NUTS,2010,DEA2,2,0.228
2011,NUTS,2010,DEA2,2,0.455
2003,NUTS,2010,DEA22,3,0.809
2008,NUTS,2010,DEA22,3,3.16
2009,NUTS,2010,DEA22,3,3.145
2008,NUTS,2010,DEA24,3,3.099
2000,NUTS,2010,DEA26,3,3.753
2002,NUTS,2010,DEA26,3,0.627
2004,NUTS,2010,DEA26,3,0.916
2006,NUTS,2010,DEA26,3,1.835
2009,NUTS,2010,DEA27,3,0.711
2003,NUTS,2010,DEA2C,3,0.425
2007,NUTS,2010,DEA2C,3,0.417
2009,NUTS,2010,DEA2C,3,0.418
2011,NUTS,2010,DEA2D,3,3.535
2001,NUTS,2010,DEA3,2,0.383
2002,NUTS,2010,DEA3,2,0.382
2005,NUTS,2010,DEA3,2,1.048
2008,NUTS,2010,DEA3,2,0.126
2009,NUTS,2010,DEA3,2,0.203
2001,NUTS,2010,DEA32,3,1.794
2005,NUTS,2010,DEA32,3,3.702
2008,NUTS,2010,DEA32,3,1.246
2002,NUTS,2010,DEA33,3,3.743
2009,NUTS,2010,DEA33,3,0.73
2001,NUTS,2010,DEA35,3,2.327
2005,NUTS,2010,DEA35,3,2.263
