year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_lsr_p_mhab
1998,NUTS,2010,FR24,2,0.513
1999,NUTS,2010,FR24,2,0.41
2000,NUTS,2010,FR24,2,1.102
2002,NUTS,2010,FR24,2,0.235
2005,NUTS,2010,FR24,2,0.598
2006,NUTS,2010,FR24,2,0.198
2007,NUTS,2010,FR24,2,0.23
2010,NUTS,2010,FR24,2,0.283
2012,NUTS,2010,FR24,2,0.066
1998,NUTS,2010,FR242,3,0.612
2007,NUTS,2010,FR242,3,0.592
2010,NUTS,2010,FR242,3,0.583
2012,NUTS,2010,FR242,3,0.393
2002,NUTS,2010,FR245,3,0.783
1998,NUTS,2010,FR246,3,1.622
1999,NUTS,2010,FR246,3,1.618
2000,NUTS,2010,FR246,3,4.346
2002,NUTS,2010,FR246,3,0.525
2005,NUTS,2010,FR246,3,2.339
2006,NUTS,2010,FR246,3,0.775
2007,NUTS,2010,FR246,3,0.509
2010,NUTS,2010,FR246,3,0.716
2005,NUTS,2010,FR25,2,0.689
2010,NUTS,2010,FR25,2,0.271
2011,NUTS,2010,FR25,2,0.407
2005,NUTS,2010,FR251,3,1.497
2010,NUTS,2010,FR251,3,0.586
2011,NUTS,2010,FR251,3,0.876
1991,NUTS,2010,FR26,2,0.31
1994,NUTS,2010,FR26,2,0.248
1998,NUTS,2010,FR26,2,0.242
1999,NUTS,2010,FR26,2,0.931
2000,NUTS,2010,FR26,2,0.248
1991,NUTS,2010,FR261,3,1.009
1994,NUTS,2010,FR261,3,0.799
1998,NUTS,2010,FR261,3,0.77
1999,NUTS,2010,FR261,3,2.96
2000,NUTS,2010,FR261,3,0.787
2001,NUTS,2010,FR3,1,0.25
2004,NUTS,2010,FR3,1,0.167
2005,NUTS,2010,FR3,1,0.05
2006,NUTS,2010,FR3,1,0.498
2009,NUTS,2010,FR3,1,0.186
2010,NUTS,2010,FR3,1,0.072
2012,NUTS,2010,FR3,1,0.205
2001,NUTS,2010,FR30,2,0.25
2004,NUTS,2010,FR30,2,0.167
2005,NUTS,2010,FR30,2,0.05
2006,NUTS,2010,FR30,2,0.498
2009,NUTS,2010,FR30,2,0.186
2010,NUTS,2010,FR30,2,0.072
2012,NUTS,2010,FR30,2,0.205
2001,NUTS,2010,FR301,3,0.391
2004,NUTS,2010,FR301,3,0.262
2005,NUTS,2010,FR301,3,0.078
2006,NUTS,2010,FR301,3,0.78
2009,NUTS,2010,FR301,3,0.292
2010,NUTS,2010,FR301,3,0.113
2012,NUTS,2010,FR301,3,0.321
1992,NUTS,2010,FR4,1,0.158
1999,NUTS,2010,FR4,1,0.194
2000,NUTS,2010,FR4,1,0.077
2002,NUTS,2010,FR4,1,0.038
2008,NUTS,2010,FR4,1,0.187
2010,NUTS,2010,FR4,1,0.125
2011,NUTS,2010,FR4,1,0.186
2012,NUTS,2010,FR4,1,0.223
2010,NUTS,2010,FR41,2,0.072
2010,NUTS,2010,FR412,3,0.877
1992,NUTS,2010,FR42,2,0.485
1999,NUTS,2010,FR42,2,0.577
2000,NUTS,2010,FR42,2,0.229
2008,NUTS,2010,FR42,2,0.544
2010,NUTS,2010,FR42,2,0.271
2011,NUTS,2010,FR42,2,0.54
2012,NUTS,2010,FR42,2,0.645
1992,NUTS,2010,FR421,3,0.826
1999,NUTS,2010,FR421,3,0.976
2000,NUTS,2010,FR421,3,0.387
2011,NUTS,2010,FR421,3,0.91
2012,NUTS,2010,FR421,3,0.905
2008,NUTS,2010,FR422,3,1.34
2010,NUTS,2010,FR422,3,0.667
2012,NUTS,2010,FR422,3,0.265
2002,NUTS,2010,FR43,2,0.177
2002,NUTS,2010,FR431,3,0.395
1990,NUTS,2010,FR5,1,0.201
1991,NUTS,2010,FR5,1,0.602
1992,NUTS,2010,FR5,1,0.622
1993,NUTS,2010,FR5,1,0.862
1994,NUTS,2010,FR5,1,0.308
1997,NUTS,2010,FR5,1,0.13
1999,NUTS,2010,FR5,1,0.322
2000,NUTS,2010,FR5,1,0.256
2001,NUTS,2010,FR5,1,0.465
2002,NUTS,2010,FR5,1,0.188
2003,NUTS,2010,FR5,1,0.221
2004,NUTS,2010,FR5,1,0.144
2005,NUTS,2010,FR5,1,0.378
2006,NUTS,2010,FR5,1,0.363
2008,NUTS,2010,FR5,1,0.119
2009,NUTS,2010,FR5,1,0.118
2010,NUTS,2010,FR5,1,0.187
2011,NUTS,2010,FR5,1,0.163
2012,NUTS,2010,FR5,1,0.116
1990,NUTS,2010,FR52,2,0.537
1991,NUTS,2010,FR52,2,1.605
1992,NUTS,2010,FR52,2,1.661
1993,NUTS,2010,FR52,2,2.303
1994,NUTS,2010,FR52,2,0.823
1997,NUTS,2010,FR52,2,0.348
1999,NUTS,2010,FR52,2,0.861
2000,NUTS,2010,FR52,2,0.683
2001,NUTS,2010,FR52,2,1.242
2002,NUTS,2010,FR52,2,0.503
2003,NUTS,2010,FR52,2,0.592
2004,NUTS,2010,FR52,2,0.385
2005,NUTS,2010,FR52,2,0.848
2006,NUTS,2010,FR52,2,0.969
2009,NUTS,2010,FR52,2,0.315
2010,NUTS,2010,FR52,2,0.5
2011,NUTS,2010,FR52,2,0.435
2012,NUTS,2010,FR52,2,0.309
1990,NUTS,2010,FR521,3,1.857
1991,NUTS,2010,FR521,3,7.432
1992,NUTS,2010,FR521,3,8.06
1993,NUTS,2010,FR521,3,12.094
1994,NUTS,2010,FR521,3,3.726
1997,NUTS,2010,FR521,3,1.854
1999,NUTS,2010,FR521,3,4.609
2000,NUTS,2010,FR521,3,3.665
2001,NUTS,2010,FR521,3,4.859
2002,NUTS,2010,FR521,3,2.403
2003,NUTS,2010,FR521,3,1.793
2004,NUTS,2010,FR521,3,1.636
2005,NUTS,2010,FR521,3,4.588
2006,NUTS,2010,FR521,3,5.255
2009,NUTS,2010,FR521,3,1.702
2010,NUTS,2010,FR521,3,2.704
2011,NUTS,2010,FR521,3,2.355
2012,NUTS,2010,FR521,3,1.679
1992,NUTS,2010,FR522,3,0.394
2001,NUTS,2010,FR522,3,1.162
2003,NUTS,2010,FR522,3,0.38
1990,NUTS,2010,FR523,3,0.627
1991,NUTS,2010,FR523,3,0.621
1994,NUTS,2010,FR523,3,0.399
2002,NUTS,2010,FR523,3,0.189
2003,NUTS,2010,FR523,3,0.483
2004,NUTS,2010,FR523,3,0.271
2005,NUTS,2010,FR53,2,0.292
2008,NUTS,2010,FR53,2,0.571
2005,NUTS,2010,FR531,3,1.445
2008,NUTS,2010,FR534,3,2.357
1991,NUTS,2010,FR6,1,0.335
1996,NUTS,2010,FR6,1,0.041
1997,NUTS,2010,FR6,1,0.054
1999,NUTS,2010,FR6,1,0.162
2000,NUTS,2010,FR6,1,0.08
2004,NUTS,2010,FR6,1,0.25
2005,NUTS,2010,FR6,1,0.241
2006,NUTS,2010,FR6,1,0.723
2007,NUTS,2010,FR6,1,0.337
2008,NUTS,2010,FR6,1,0.321
2009,NUTS,2010,FR6,1,0.973
2010,NUTS,2010,FR6,1,1.005
2011,NUTS,2010,FR6,1,0.416
2012,NUTS,2010,FR6,1,0.312
1991,NUTS,2010,FR61,2,0.356
1997,NUTS,2010,FR61,2,0.115
2004,NUTS,2010,FR61,2,0.383
2005,NUTS,2010,FR61,2,0.512
2006,NUTS,2010,FR61,2,0.481
2007,NUTS,2010,FR61,2,0.295
2008,NUTS,2010,FR61,2,0.683
2009,NUTS,2010,FR61,2,1.248
2010,NUTS,2010,FR61,2,0.319
2011,NUTS,2010,FR61,2,0.369
2012,NUTS,2010,FR61,2,0.66
1991,NUTS,2010,FR612,3,0.817
1997,NUTS,2010,FR612,3,0.26
2004,NUTS,2010,FR612,3,0.86
2005,NUTS,2010,FR612,3,1.147
2006,NUTS,2010,FR612,3,1.076
2007,NUTS,2010,FR612,3,0.66
2008,NUTS,2010,FR612,3,1.527
2009,NUTS,2010,FR612,3,2.788
2010,NUTS,2010,FR612,3,0.711
2011,NUTS,2010,FR612,3,0.649
2012,NUTS,2010,FR612,3,1.463
2011,NUTS,2010,FR615,3,0.381
1996,NUTS,2010,FR62,2,0.1
1999,NUTS,2010,FR62,2,0.392
2000,NUTS,2010,FR62,2,0.194
2004,NUTS,2010,FR62,2,0.092
2006,NUTS,2010,FR62,2,0.36
2009,NUTS,2010,FR62,2,0.115
2010,NUTS,2010,FR62,2,0.725
1996,NUTS,2010,FR623,3,0.249
1999,NUTS,2010,FR623,3,0.958
2000,NUTS,2010,FR623,3,0.471
2004,NUTS,2010,FR623,3,0.219
2006,NUTS,2010,FR623,3,0.843
2009,NUTS,2010,FR623,3,0.268
2010,NUTS,2010,FR623,3,1.681
1991,NUTS,2010,FR63,2,1.385
2004,NUTS,2010,FR63,2,0.276
2006,NUTS,2010,FR63,2,3.133
2007,NUTS,2010,FR63,2,1.805
2009,NUTS,2010,FR63,2,3.101
2010,NUTS,2010,FR63,2,5.076
2011,NUTS,2010,FR63,2,2.253
1991,NUTS,2010,FR633,3,2.826
2004,NUTS,2010,FR633,3,0.552
2006,NUTS,2010,FR633,3,6.237
2007,NUTS,2010,FR633,3,3.584
2009,NUTS,2010,FR633,3,6.136
2010,NUTS,2010,FR633,3,10.022
2011,NUTS,2010,FR633,3,4.441
1990,NUTS,2010,FR7,1,0.6
1991,NUTS,2010,FR7,1,0.745
1992,NUTS,2010,FR7,1,0.444
1993,NUTS,2010,FR7,1,0.49
1994,NUTS,2010,FR7,1,0.44
1995,NUTS,2010,FR7,1,1.341
1996,NUTS,2010,FR7,1,1.749
1997,NUTS,2010,FR7,1,1.125
1998,NUTS,2010,FR7,1,0.698
1999,NUTS,2010,FR7,1,1.655
2000,NUTS,2010,FR7,1,0.898
2001,NUTS,2010,FR7,1,1.818
2002,NUTS,2010,FR7,1,0.176
2003,NUTS,2010,FR7,1,0.279
2004,NUTS,2010,FR7,1,0.404
2005,NUTS,2010,FR7,1,1.193
2006,NUTS,2010,FR7,1,0.521
2007,NUTS,2010,FR7,1,0.212
2008,NUTS,2010,FR7,1,0.824
2009,NUTS,2010,FR7,1,0.532
2010,NUTS,2010,FR7,1,0.176
2011,NUTS,2010,FR7,1,0.262
2012,NUTS,2010,FR7,1,0.312
1990,NUTS,2010,FR71,2,0.561
1991,NUTS,2010,FR71,2,0.742
1992,NUTS,2010,FR71,2,0.552
1993,NUTS,2010,FR71,2,0.608
1994,NUTS,2010,FR71,2,0.546
1995,NUTS,2010,FR71,2,1.66
1996,NUTS,2010,FR71,2,2.161
1997,NUTS,2010,FR71,2,1.389
1998,NUTS,2010,FR71,2,0.861
1999,NUTS,2010,FR71,2,2.039
2000,NUTS,2010,FR71,2,1.106
2001,NUTS,2010,FR71,2,2.234
2002,NUTS,2010,FR71,2,0.216
2003,NUTS,2010,FR71,2,0.342
2004,NUTS,2010,FR71,2,0.495
2005,NUTS,2010,FR71,2,1.459
2006,NUTS,2010,FR71,2,0.636
2007,NUTS,2010,FR71,2,0.259
2008,NUTS,2010,FR71,2,0.837
2009,NUTS,2010,FR71,2,0.648
2010,NUTS,2010,FR71,2,0.213
2011,NUTS,2010,FR71,2,0.318
2012,NUTS,2010,FR71,2,0.378
1990,NUTS,2010,FR711,3,0.531
1990,NUTS,2010,FR713,3,2.416
1991,NUTS,2010,FR713,3,1.607
1996,NUTS,2010,FR713,3,2.912
1997,NUTS,2010,FR713,3,2.128
2011,NUTS,2010,FR713,3,0.82
2012,NUTS,2010,FR713,3,1.221
1990,NUTS,2010,FR714,3,1.724
1991,NUTS,2010,FR714,3,2.928
1992,NUTS,2010,FR714,3,2.898
1993,NUTS,2010,FR714,3,2.632
1994,NUTS,2010,FR714,3,2.852
1995,NUTS,2010,FR714,3,8.653
1996,NUTS,2010,FR714,3,10.067
1997,NUTS,2010,FR714,3,5.414
1998,NUTS,2010,FR714,3,4.147
1999,NUTS,2010,FR714,3,8.007
2000,NUTS,2010,FR714,3,3.075
2001,NUTS,2010,FR714,3,11.231
2002,NUTS,2010,FR714,3,1.112
2003,NUTS,2010,FR714,3,1.762
2004,NUTS,2010,FR714,3,2.182
2005,NUTS,2010,FR714,3,6.909
2006,NUTS,2010,FR714,3,2.42
2007,NUTS,2010,FR714,3,1.332
2008,NUTS,2010,FR714,3,1.624
2009,NUTS,2010,FR714,3,1.671
2010,NUTS,2010,FR714,3,0.829
2011,NUTS,2010,FR714,3,1.317
2012,NUTS,2010,FR714,3,1.469
1997,NUTS,2010,FR715,3,1.36
1998,NUTS,2010,FR715,3,0.451
1999,NUTS,2010,FR715,3,2.743
2005,NUTS,2010,FR715,3,0.676
2008,NUTS,2010,FR715,3,2.695
1991,NUTS,2010,FR716,3,0.217
1999,NUTS,2010,FR716,3,0.476
2000,NUTS,2010,FR716,3,1.825
2001,NUTS,2010,FR716,3,0.206
2004,NUTS,2010,FR716,3,0.152
2005,NUTS,2010,FR716,3,0.121
2006,NUTS,2010,FR716,3,0.599
2008,NUTS,2010,FR716,3,0.698
2009,NUTS,2010,FR716,3,1.171
2010,NUTS,2010,FR716,3,0.191
1993,NUTS,2010,FR718,3,0.974
2004,NUTS,2010,FR718,3,0.251
1990,NUTS,2010,FR72,2,0.757
1991,NUTS,2010,FR72,2,0.758
2008,NUTS,2010,FR72,2,0.768
1990,NUTS,2010,FR724,3,1.671
1991,NUTS,2010,FR724,3,1.671
2008,NUTS,2010,FR724,3,1.639
1991,NUTS,2010,FR8,1,0.15
1993,NUTS,2010,FR8,1,0.074
1994,NUTS,2010,FR8,1,0.146
1995,NUTS,2010,FR8,1,0.146
1996,NUTS,2010,FR8,1,0.036
1997,NUTS,2010,FR8,1,0.216
1998,NUTS,2010,FR8,1,0.071
1999,NUTS,2010,FR8,1,0.283
2000,NUTS,2010,FR8,1,0.185
2002,NUTS,2010,FR8,1,0.366
2003,NUTS,2010,FR8,1,0.474
2004,NUTS,2010,FR8,1,0.044
2006,NUTS,2010,FR8,1,0.065
2007,NUTS,2010,FR8,1,0.107
2008,NUTS,2010,FR8,1,0.022
2009,NUTS,2010,FR8,1,0.256
2011,NUTS,2010,FR8,1,0.127
2012,NUTS,2010,FR8,1,0.063
2000,NUTS,2010,FR81,2,0.047
2003,NUTS,2010,FR81,2,0.412
2004,NUTS,2010,FR81,2,0.134
2009,NUTS,2010,FR81,2,0.383
2011,NUTS,2010,FR81,2,0.187
2000,NUTS,2010,FR813,3,0.121
2003,NUTS,2010,FR813,3,1.049
2004,NUTS,2010,FR813,3,0.341
2009,NUTS,2010,FR813,3,0.969
2011,NUTS,2010,FR813,3,0.471
1991,NUTS,2010,FR82,2,0.233
1993,NUTS,2010,FR82,2,0.115
1994,NUTS,2010,FR82,2,0.228
1995,NUTS,2010,FR82,2,0.227
1996,NUTS,2010,FR82,2,0.056
1997,NUTS,2010,FR82,2,0.337
1998,NUTS,2010,FR82,2,0.112
1999,NUTS,2010,FR82,2,0.444
2000,NUTS,2010,FR82,2,0.266
2002,NUTS,2010,FR82,2,0.577
2003,NUTS,2010,FR82,2,0.535
2006,NUTS,2010,FR82,2,0.104
2007,NUTS,2010,FR82,2,0.171
2008,NUTS,2010,FR82,2,0.035
2009,NUTS,2010,FR82,2,0.205
2012,NUTS,2010,FR82,2,0.101
1995,NUTS,2010,FR821,3,7.332
1994,NUTS,2010,FR823,3,1.001
1997,NUTS,2010,FR823,3,1.496
1999,NUTS,2010,FR823,3,0.989
2002,NUTS,2010,FR823,3,2.579
2003,NUTS,2010,FR823,3,2.394
2006,NUTS,2010,FR823,3,0.466
2008,NUTS,2010,FR823,3,0.157
2009,NUTS,2010,FR823,3,0.927
2012,NUTS,2010,FR823,3,0.462
1991,NUTS,2010,FR824,3,0.566
1999,NUTS,2010,FR824,3,0.545
2000,NUTS,2010,FR824,3,0.655
2007,NUTS,2010,FR824,3,0.168
1993,NUTS,2010,FR825,3,0.59
1996,NUTS,2010,FR825,3,0.287
2007,NUTS,2010,FR825,3,0.502
1998,NUTS,2010,FR826,3,1.006
2011,NUTS,2010,FR83,2,1.59
2011,NUTS,2010,FR832,3,2.965
2000,NUTS,2010,HU,0,0.011
2005,NUTS,2010,HU,0,0.099
2008,NUTS,2010,HU,0,0.199
2010,NUTS,2010,HU,0,0.1
2011,NUTS,2010,HU,0,0.1
2010,NUTS,2010,HU2,1,0.273
2011,NUTS,2010,HU2,1,0.33
2010,NUTS,2010,HU21,2,0.155
2010,NUTS,2010,HU211,3,0.398
2010,NUTS,2010,HU23,2,0.707
2011,NUTS,2010,HU23,2,1.063
2010,NUTS,2010,HU231,3,1.702
2011,NUTS,2010,HU231,3,2.555
2000,NUTS,2010,HU3,1,0.026
2005,NUTS,2010,HU3,1,0.24
2008,NUTS,2010,HU3,1,0.49
2010,NUTS,2010,HU3,1,0.042
2000,NUTS,2010,HU33,2,0.08
2005,NUTS,2010,HU33,2,0.738
2008,NUTS,2010,HU33,2,1.499
2010,NUTS,2010,HU33,2,0.129
2005,NUTS,2010,HU331,3,1.85
2008,NUTS,2010,HU331,3,1.874
2008,NUTS,2010,HU333,3,2.358
2010,NUTS,2010,HU333,3,0.402
1990,NUTS,2010,IE,0,0.348
1991,NUTS,2010,IE,0,0.028
1999,NUTS,2010,IE,0,0.75
2000,NUTS,2010,IE,0,0.529
2001,NUTS,2010,IE,0,1.044
2002,NUTS,2010,IE,0,0.769
2003,NUTS,2010,IE,0,0.336
2004,NUTS,2010,IE,0,0.372
2005,NUTS,2010,IE,0,0.243
2006,NUTS,2010,IE,0,0.713
2007,NUTS,2010,IE,0,0.23
2008,NUTS,2010,IE,0,0.224
2009,NUTS,2010,IE,0,0.221
2011,NUTS,2010,IE,0,0.438
2012,NUTS,2010,IE,0,0.218
1991,NUTS,2010,IE0,1,0.028
1999,NUTS,2010,IE0,1,0.75
2000,NUTS,2010,IE0,1,0.529
2001,NUTS,2010,IE0,1,1.044
2002,NUTS,2010,IE0,1,0.769
2003,NUTS,2010,IE0,1,0.336
2004,NUTS,2010,IE0,1,0.372
2005,NUTS,2010,IE0,1,0.243
2006,NUTS,2010,IE0,1,0.713
2007,NUTS,2010,IE0,1,0.23
2008,NUTS,2010,IE0,1,0.224
2009,NUTS,2010,IE0,1,0.221
2011,NUTS,2010,IE0,1,0.438
2012,NUTS,2010,IE0,1,0.218
1991,NUTS,2010,IE01,2,0.106
1991,NUTS,2010,IE013,3,0.292
1999,NUTS,2010,IE02,2,1.019
2000,NUTS,2010,IE02,2,0.719
2001,NUTS,2010,IE02,2,1.417
2002,NUTS,2010,IE02,2,1.046
2003,NUTS,2010,IE02,2,0.457
2004,NUTS,2010,IE02,2,0.508
2005,NUTS,2010,IE02,2,0.332
2006,NUTS,2010,IE02,2,0.973
2007,NUTS,2010,IE02,2,0.314
2008,NUTS,2010,IE02,2,0.306
2009,NUTS,2010,IE02,2,0.303
2011,NUTS,2010,IE02,2,0.6
2012,NUTS,2010,IE02,2,0.299
1999,NUTS,2010,IE021,3,1.475
2000,NUTS,2010,IE021,3,0.457
2001,NUTS,2010,IE021,3,3.618
2002,NUTS,2010,IE021,3,2.681
2003,NUTS,2010,IE021,3,0.884
2004,NUTS,2010,IE021,3,0.438
2006,NUTS,2010,IE021,3,0.671
2007,NUTS,2010,IE021,3,0.82
2009,NUTS,2010,IE021,3,0.796
2011,NUTS,2010,IE021,3,0.793
2012,NUTS,2010,IE021,3,0.792
1999,NUTS,2010,IE022,3,0.531
2000,NUTS,2010,IE022,3,1.294
2006,NUTS,2010,IE022,3,0.655
1999,NUTS,2010,IE023,3,3.077
2006,NUTS,2010,IE024,3,0.305
2000,NUTS,2010,IE025,3,1.774
2003,NUTS,2010,IE025,3,0.563
2004,NUTS,2010,IE025,3,1.682
2005,NUTS,2010,IE025,3,1.65
2006,NUTS,2010,IE025,3,2.856
2008,NUTS,2010,IE025,3,1.537
2011,NUTS,2010,IE025,3,1.51
1998,NUTS,2010,IS,0,1.212
2000,NUTS,2010,IS,0,3.584
1990,NUTS,2010,IT,0,0.132
1991,NUTS,2010,IT,0,0.106
1992,NUTS,2010,IT,0,0.194
1993,NUTS,2010,IT,0,0.106
1994,NUTS,2010,IT,0,0.176
1995,NUTS,2010,IT,0,0.111
1996,NUTS,2010,IT,0,0.114
1997,NUTS,2010,IT,0,0.07
1998,NUTS,2010,IT,0,0.132
1999,NUTS,2010,IT,0,0.246
2000,NUTS,2010,IT,0,0.325
2001,NUTS,2010,IT,0,0.149
2002,NUTS,2010,IT,0,0.282
2003,NUTS,2010,IT,0,0.236
2004,NUTS,2010,IT,0,0.075
2005,NUTS,2010,IT,0,0.06
2006,NUTS,2010,IT,0,0.103
2007,NUTS,2010,IT,0,0.056
2008,NUTS,2010,IT,0,0.094
2009,NUTS,2010,IT,0,0.017
2010,NUTS,2010,IT,0,0.017
2011,NUTS,2010,IT,0,0.034
2012,NUTS,2010,IT,0,0.01
1990,NUTS,2010,ITC,1,0.234
1991,NUTS,2010,ITC,1,0.334
1992,NUTS,2010,ITC,1,0.669
2000,NUTS,2010,ITC,1,0.801
2001,NUTS,2010,ITC,1,0.424
2002,NUTS,2010,ITC,1,0.809
2003,NUTS,2010,ITC,1,0.79
2004,NUTS,2010,ITC,1,0.199
2005,NUTS,2010,ITC,1,0.148
2006,NUTS,2010,ITC,1,0.196
2007,NUTS,2010,ITC,1,0.146
2008,NUTS,2010,ITC,1,0.194
2009,NUTS,2010,ITC,1,0.064
2010,NUTS,2010,ITC,1,0.064
2011,NUTS,2010,ITC,1,0.127
2012,NUTS,2010,ITC,1,0.021
1990,NUTS,2010,ITC1,2,0.076
1991,NUTS,2010,ITC1,2,0.58
1992,NUTS,2010,ITC1,2,0.621
2001,NUTS,2010,ITC1,2,0.789
2002,NUTS,2010,ITC1,2,1.365
2003,NUTS,2010,ITC1,2,1.304
2007,NUTS,2010,ITC1,2,0.077
2008,NUTS,2010,ITC1,2,0.076
2011,NUTS,2010,ITC1,2,0.101
1990,NUTS,2010,ITC11,3,0.146
1991,NUTS,2010,ITC11,3,0.892
1992,NUTS,2010,ITC11,3,0.447
2001,NUTS,2010,ITC11,3,1.535
2002,NUTS,2010,ITC11,3,2.656
2003,NUTS,2010,ITC11,3,2.536
2011,NUTS,2010,ITC11,3,0.049
1992,NUTS,2010,ITC12,3,5.444
2008,NUTS,2010,ITC12,3,1.857
2011,NUTS,2010,ITC14,3,2.054
1992,NUTS,2010,ITC15,3,2.005
2007,NUTS,2010,ITC15,3,0.932
1991,NUTS,2010,ITC18,3,1.137
1992,NUTS,2010,ITC3,2,0.597
2000,NUTS,2010,ITC3,2,1.165
2007,NUTS,2010,ITC3,2,0.159
2008,NUTS,2010,ITC3,2,0.477
2007,NUTS,2010,ITC31,3,1.189
1992,NUTS,2010,ITC33,3,1.053
2008,NUTS,2010,ITC33,3,0.579
2008,NUTS,2010,ITC34,3,1.147
1990,NUTS,2010,ITC4,2,0.359
1991,NUTS,2010,ITC4,2,0.282
1992,NUTS,2010,ITC4,2,0.714
2000,NUTS,2010,ITC4,2,1.124
2001,NUTS,2010,ITC4,2,0.333
2002,NUTS,2010,ITC4,2,0.701
2003,NUTS,2010,ITC4,2,0.698
2004,NUTS,2010,ITC4,2,0.328
2005,NUTS,2010,ITC4,2,0.243
2006,NUTS,2010,ITC4,2,0.321
2007,NUTS,2010,ITC4,2,0.178
2008,NUTS,2010,ITC4,2,0.203
2009,NUTS,2010,ITC4,2,0.105
2010,NUTS,2010,ITC4,2,0.104
2011,NUTS,2010,ITC4,2,0.161
2012,NUTS,2010,ITC4,2,0.034
1992,NUTS,2010,ITC41,3,1.254
2009,NUTS,2010,ITC41,3,0.383
2011,NUTS,2010,ITC41,3,0.38
1991,NUTS,2010,ITC42,3,0.962
1992,NUTS,2010,ITC46,3,1.46
2003,NUTS,2010,ITC46,3,0.682
2011,NUTS,2010,ITC47,3,0.089
2001,NUTS,2010,ITC48,3,2.54
2002,NUTS,2010,ITC48,3,5.064
2003,NUTS,2010,ITC48,3,4.038
2004,NUTS,2010,ITC48,3,1.996
2005,NUTS,2010,ITC48,3,1.977
2006,NUTS,2010,ITC48,3,1.959
2011,NUTS,2010,ITC48,3,0.206
2001,NUTS,2010,ITC49,3,2.551
2008,NUTS,2010,ITC4B,3,3.133
2001,NUTS,2010,ITC4C,3,0.425
2002,NUTS,2010,ITC4C,3,0.851
2003,NUTS,2010,ITC4C,3,1.252
2004,NUTS,2010,ITC4C,3,0.682
2005,NUTS,2010,ITC4C,3,0.421
2006,NUTS,2010,ITC4C,3,0.671
2007,NUTS,2010,ITC4C,3,0.561
2008,NUTS,2010,ITC4C,3,0.225
2009,NUTS,2010,ITC4C,3,0.225
2010,NUTS,2010,ITC4C,3,0.334
2011,NUTS,2010,ITC4C,3,0.222
2012,NUTS,2010,ITC4C,3,0.109
2002,NUTS,2010,ITC4D,3,1.734
2011,NUTS,2010,ITC4D,3,0.395
2000,NUTS,2010,ITF,1,0.059
2001,NUTS,2010,ITF,1,0.012
2003,NUTS,2010,ITF,1,0.036
2003,NUTS,2010,ITF3,2,0.088
2003,NUTS,2010,ITF33,3,0.082
2003,NUTS,2010,ITF35,3,0.233
2000,NUTS,2010,ITF4,2,0.082
2001,NUTS,2010,ITF4,2,0.042
2001,NUTS,2010,ITF47,3,0.14
2000,NUTS,2010,ITF6,2,0.246
2003,NUTS,2010,ITG,1,0.076
2004,NUTS,2010,ITG,1,0.05
2003,NUTS,2010,ITG1,2,0.101
2004,NUTS,2010,ITG1,2,0.066
2004,NUTS,2010,ITG12,3,0.267
2003,NUTS,2010,ITG17,3,0.474
2001,NUTS,2010,ITH,1,0.047
2002,NUTS,2010,ITH,1,0.016
2003,NUTS,2010,ITH,1,0.031
2006,NUTS,2010,ITH,1,0.121
2008,NUTS,2010,ITH,1,0.029
2000,NUTS,2010,ITH3,2,0.595
2001,NUTS,2010,ITH3,2,0.111
2006,NUTS,2010,ITH3,2,0.07
2001,NUTS,2010,ITH33,3,2.386
2006,NUTS,2010,ITH37,3,1.355
2002,NUTS,2010,ITH4,2,0.144
2008,NUTS,2010,ITH4,2,0.272
2002,NUTS,2010,ITH43,3,1.247
2008,NUTS,2010,ITH43,3,2.349
2003,NUTS,2010,ITH5,2,0.082
2006,NUTS,2010,ITH5,2,0.241
1990,NUTS,2010,ITH51,3,1.23
2003,NUTS,2010,ITH51,3,1.244
2006,NUTS,2010,ITH54,3,1.52
2001,NUTS,2010,ITI,1,0.138
2002,NUTS,2010,ITI,1,0.352
2003,NUTS,2010,ITI,1,0.03
2005,NUTS,2010,ITI,1,0.112
2006,NUTS,2010,ITI,1,0.119
2007,NUTS,2010,ITI,1,0.089
2008,NUTS,2010,ITI,1,0.191
2012,NUTS,2010,ITI,1,0.022
1990,NUTS,2010,ITI1,2,0.19
2000,NUTS,2010,ITI1,2,0.286
2001,NUTS,2010,ITI1,2,0.143
2002,NUTS,2010,ITI1,2,0.143
2003,NUTS,2010,ITI1,2,0.094
2005,NUTS,2010,ITI1,2,0.351
2006,NUTS,2010,ITI1,2,0.092
2007,NUTS,2010,ITI1,2,0.279
2008,NUTS,2010,ITI1,2,0.462
1990,NUTS,2010,ITI14,3,0.689
2002,NUTS,2010,ITI14,3,0.353
2007,NUTS,2010,ITI14,3,0.706
2001,NUTS,2010,ITI15,3,2.202
2008,NUTS,2010,ITI16,3,0.752
2002,NUTS,2010,ITI17,3,0.442
2003,NUTS,2010,ITI17,3,0.857
2005,NUTS,2010,ITI17,3,1.919
2006,NUTS,2010,ITI17,3,0.84
2008,NUTS,2010,ITI17,3,3.543
2005,NUTS,2010,ITI18,3,0.755
2007,NUTS,2010,ITI18,3,0.988
2005,NUTS,2010,ITI1A,3,1.168
2002,NUTS,2010,ITI3,2,0.688
2002,NUTS,2010,ITI31,3,2.997
1990,NUTS,2010,ITI4,2,0.586
1991,NUTS,2010,ITI4,2,0.195
