year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_eur_total
2011,NUTS,2010,EL30,2,774.385
2013,NUTS,2010,EL30,2,820.27
2015,NUTS,2010,EL30,2,966.92
2017,NUTS,2010,EL30,2,1242.33
2018,NUTS,2010,EL30,2,1333.93
2019,NUTS,2010,EL30,2,1428.42
1986,NUTS,2010,EL4,1,8.53
1988,NUTS,2010,EL4,1,18.28
1989,NUTS,2010,EL4,1,23.037
1991,NUTS,2010,EL4,1,29.157
1993,NUTS,2010,EL4,1,39.647
1995,NUTS,2010,EL4,1,42.207
1997,NUTS,2010,EL4,1,61.989
1999,NUTS,2010,EL4,1,71.161
2003,NUTS,2010,EL4,1,88.45
2005,NUTS,2010,EL4,1,108.34
2011,NUTS,2010,EL4,1,132.174
2013,NUTS,2010,EL4,1,157.06
2015,NUTS,2010,EL4,1,164.8
2017,NUTS,2010,EL4,1,156.14
2018,NUTS,2010,EL4,1,162.02
2019,NUTS,2010,EL4,1,173.62
1986,NUTS,2010,EL41,2,0.198
1988,NUTS,2010,EL41,2,0.366
1989,NUTS,2010,EL41,2,0.362
1991,NUTS,2010,EL41,2,0.953
1993,NUTS,2010,EL41,2,2.766
1995,NUTS,2010,EL41,2,3.801
1997,NUTS,2010,EL41,2,6.543
1999,NUTS,2010,EL41,2,4.582
2003,NUTS,2010,EL41,2,9.66
2005,NUTS,2010,EL41,2,12.336
2011,NUTS,2010,EL41,2,14.312
2013,NUTS,2010,EL41,2,21.4
2015,NUTS,2010,EL41,2,18.79
2017,NUTS,2010,EL41,2,16.74
2018,NUTS,2010,EL41,2,16.82
2019,NUTS,2010,EL41,2,18.25
1986,NUTS,2010,EL42,2,0.322
1988,NUTS,2010,EL42,2,2.969
1989,NUTS,2010,EL42,2,1.982
1991,NUTS,2010,EL42,2,1.362
1993,NUTS,2010,EL42,2,4.314
1995,NUTS,2010,EL42,2,2.71
1997,NUTS,2010,EL42,2,2.016
1999,NUTS,2010,EL42,2,2.071
2003,NUTS,2010,EL42,2,5.17
2005,NUTS,2010,EL42,2,7.816
2011,NUTS,2010,EL42,2,11.759
2013,NUTS,2010,EL42,2,14.98
2015,NUTS,2010,EL42,2,11.29
2017,NUTS,2010,EL42,2,10.6
2018,NUTS,2010,EL42,2,11.77
2019,NUTS,2010,EL42,2,14.74
1986,NUTS,2010,EL43,2,8.009
1988,NUTS,2010,EL43,2,14.965
1989,NUTS,2010,EL43,2,20.675
1991,NUTS,2010,EL43,2,26.857
1993,NUTS,2010,EL43,2,32.568
1995,NUTS,2010,EL43,2,35.695
1997,NUTS,2010,EL43,2,53.431
1999,NUTS,2010,EL43,2,64.498
2003,NUTS,2010,EL43,2,74.08
2005,NUTS,2010,EL43,2,88.229
2011,NUTS,2010,EL43,2,106.103
2013,NUTS,2010,EL43,2,120.68
2015,NUTS,2010,EL43,2,134.72
2017,NUTS,2010,EL43,2,128.8
2018,NUTS,2010,EL43,2,133.43
2019,NUTS,2010,EL43,2,140.63
2011,NUTS,2010,EL5,1,293.317
2013,NUTS,2010,EL5,1,284.09
2015,NUTS,2010,EL5,1,316.07
2017,NUTS,2010,EL5,1,402.78
2018,NUTS,2010,EL5,1,399.29
2019,NUTS,2010,EL5,1,412.46
1986,NUTS,2010,EL51,2,4.934
1988,NUTS,2010,EL51,2,5.022
1989,NUTS,2010,EL51,2,7.565
1991,NUTS,2010,EL51,2,8.806
1993,NUTS,2010,EL51,2,13.626
1995,NUTS,2010,EL51,2,15.148
1997,NUTS,2010,EL51,2,19.573
1999,NUTS,2010,EL51,2,27.699
2003,NUTS,2010,EL51,2,28.09
2005,NUTS,2010,EL51,2,26.0
2011,NUTS,2010,EL51,2,46.253
2013,NUTS,2010,EL51,2,43.21
2015,NUTS,2010,EL51,2,47.06
2017,NUTS,2010,EL51,2,49.15
2018,NUTS,2010,EL51,2,51.24
2019,NUTS,2010,EL51,2,54.52
1986,NUTS,2010,EL52,2,19.018
1988,NUTS,2010,EL52,2,25.58
1989,NUTS,2010,EL52,2,44.188
1991,NUTS,2010,EL52,2,41.958
1993,NUTS,2010,EL52,2,70.718
1995,NUTS,2010,EL52,2,77.148
1997,NUTS,2010,EL52,2,96.244
1999,NUTS,2010,EL52,2,126.046
2003,NUTS,2010,EL52,2,151.95
2005,NUTS,2010,EL52,2,160.0
2011,NUTS,2010,EL52,2,193.325
2013,NUTS,2010,EL52,2,183.3
2015,NUTS,2010,EL52,2,201.44
2017,NUTS,2010,EL52,2,280.9
2018,NUTS,2010,EL52,2,276.09
2019,NUTS,2010,EL52,2,282.56
1986,NUTS,2010,EL53,2,0.446
1988,NUTS,2010,EL53,2,0.529
1989,NUTS,2010,EL53,2,0.61
1991,NUTS,2010,EL53,2,1.18
1993,NUTS,2010,EL53,2,0.85
1995,NUTS,2010,EL53,2,4.892
1997,NUTS,2010,EL53,2,11.874
1999,NUTS,2010,EL53,2,2.552
2003,NUTS,2010,EL53,2,8.4
2005,NUTS,2010,EL53,2,5.0
2011,NUTS,2010,EL53,2,15.365
2013,NUTS,2010,EL53,2,17.8
2015,NUTS,2010,EL53,2,20.04
2017,NUTS,2010,EL53,2,14.27
2018,NUTS,2010,EL53,2,19.26
2019,NUTS,2010,EL53,2,16.34
1986,NUTS,2010,EL54,2,2.529
1988,NUTS,2010,EL54,2,3.091
1989,NUTS,2010,EL54,2,6.517
1991,NUTS,2010,EL54,2,5.235
1993,NUTS,2010,EL54,2,8.399
1995,NUTS,2010,EL54,2,10.133
1997,NUTS,2010,EL54,2,16.5
1999,NUTS,2010,EL54,2,25.931
2003,NUTS,2010,EL54,2,24.17
2005,NUTS,2010,EL54,2,29.824
2011,NUTS,2010,EL54,2,38.374
2013,NUTS,2010,EL54,2,39.78
2015,NUTS,2010,EL54,2,47.53
2017,NUTS,2010,EL54,2,58.46
2018,NUTS,2010,EL54,2,52.7
2019,NUTS,2010,EL54,2,59.04
2011,NUTS,2010,EL6,1,191.281
2013,NUTS,2010,EL6,1,204.26
2015,NUTS,2010,EL6,1,256.03
2017,NUTS,2010,EL6,1,237.18
2018,NUTS,2010,EL6,1,284.07
2019,NUTS,2010,EL6,1,323.16
1986,NUTS,2010,EL61,2,1.438
1988,NUTS,2010,EL61,2,2.684
1989,NUTS,2010,EL61,2,2.935
1991,NUTS,2010,EL61,2,2.996
1993,NUTS,2010,EL61,2,7.029
1995,NUTS,2010,EL61,2,10.054
1997,NUTS,2010,EL61,2,9.417
1999,NUTS,2010,EL61,2,21.663
2003,NUTS,2010,EL61,2,26.66
2005,NUTS,2010,EL61,2,29.928
2011,NUTS,2010,EL61,2,42.409
2013,NUTS,2010,EL61,2,50.27
2015,NUTS,2010,EL61,2,59.91
2017,NUTS,2010,EL61,2,60.04
2018,NUTS,2010,EL61,2,74.73
2019,NUTS,2010,EL61,2,90.0
1986,NUTS,2010,EL62,2,0.124
1988,NUTS,2010,EL62,2,0.122
1989,NUTS,2010,EL62,2,0.324
1991,NUTS,2010,EL62,2,0.636
1993,NUTS,2010,EL62,2,1.497
1995,NUTS,2010,EL62,2,1.428
1997,NUTS,2010,EL62,2,3.536
1999,NUTS,2010,EL62,2,2.542
2003,NUTS,2010,EL62,2,2.85
2005,NUTS,2010,EL62,2,5.009
2011,NUTS,2010,EL62,2,6.141
2013,NUTS,2010,EL62,2,8.17
2015,NUTS,2010,EL62,2,15.64
2017,NUTS,2010,EL62,2,7.72
2018,NUTS,2010,EL62,2,10.89
2019,NUTS,2010,EL62,2,12.79
1986,NUTS,2010,EL63,2,7.687
1988,NUTS,2010,EL63,2,10.939
1989,NUTS,2010,EL63,2,18.35
1991,NUTS,2010,EL63,2,14.48
1993,NUTS,2010,EL63,2,21.657
1995,NUTS,2010,EL63,2,25.36
1997,NUTS,2010,EL63,2,35.511
1999,NUTS,2010,EL63,2,57.134
2003,NUTS,2010,EL63,2,62.84
2005,NUTS,2010,EL63,2,66.226
2011,NUTS,2010,EL63,2,80.939
2013,NUTS,2010,EL63,2,79.72
2015,NUTS,2010,EL63,2,106.93
2017,NUTS,2010,EL63,2,106.82
2018,NUTS,2010,EL63,2,104.36
2019,NUTS,2010,EL63,2,112.97
1986,NUTS,2010,EL64,2,5.281
1988,NUTS,2010,EL64,2,3.558
1989,NUTS,2010,EL64,2,4.059
1991,NUTS,2010,EL64,2,9.835
1993,NUTS,2010,EL64,2,8.805
1995,NUTS,2010,EL64,2,16.566
1997,NUTS,2010,EL64,2,10.31
1999,NUTS,2010,EL64,2,16.716
2003,NUTS,2010,EL64,2,6.22
2005,NUTS,2010,EL64,2,16.949
2011,NUTS,2010,EL64,2,38.467
2013,NUTS,2010,EL64,2,35.28
2015,NUTS,2010,EL64,2,42.41
2017,NUTS,2010,EL64,2,37.9
2018,NUTS,2010,EL64,2,42.41
2019,NUTS,2010,EL64,2,55.49
1986,NUTS,2010,EL65,2,1.24
1988,NUTS,2010,EL65,2,1.566
1989,NUTS,2010,EL65,2,1.086
1991,NUTS,2010,EL65,2,2.572
1993,NUTS,2010,EL65,2,3.388
1995,NUTS,2010,EL65,2,5.207
1997,NUTS,2010,EL65,2,10.078
1999,NUTS,2010,EL65,2,27.573
2003,NUTS,2010,EL65,2,9.31
2005,NUTS,2010,EL65,2,24.865
2011,NUTS,2010,EL65,2,23.325
2013,NUTS,2010,EL65,2,30.82
2015,NUTS,2010,EL65,2,31.14
2017,NUTS,2010,EL65,2,24.7
2018,NUTS,2010,EL65,2,51.68
2019,NUTS,2010,EL65,2,51.91
2015,NUTS,2010,ELZ,1,0.0
2018,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
2018,NUTS,2010,ELZZ,2,0.0
1981,NUTS,2010,ES,0,709.148
1982,NUTS,2010,ES,0,892.611
1983,NUTS,2010,ES,0,844.413
1984,NUTS,2010,ES,0,997.07
1985,NUTS,2010,ES,0,1202.961
1986,NUTS,2010,ES,0,1438.152
1987,NUTS,2010,ES,0,1621.474
1988,NUTS,2010,ES,0,2090.745
1989,NUTS,2010,ES,0,2601.915
1990,NUTS,2010,ES,0,3290.415
1991,NUTS,2010,ES,0,3731.491
1992,NUTS,2010,ES,0,4074.048
1993,NUTS,2010,ES,0,3737.647
1994,NUTS,2010,ES,0,3449.343
1995,NUTS,2010,ES,0,3624.038
1996,NUTS,2010,ES,0,3987.821
1997,NUTS,2010,ES,0,4051.054
1998,NUTS,2010,ES,0,4692.492
1999,NUTS,2010,ES,0,4995.358
2000,NUTS,2010,ES,0,5718.99
2001,NUTS,2010,ES,0,6227.157
2002,NUTS,2010,ES,0,7193.538
2003,NUTS,2010,ES,0,8213.036
2004,NUTS,2010,ES,0,8945.761
2005,NUTS,2010,ES,0,10196.871
2006,NUTS,2010,ES,0,11815.218
2007,NUTS,2010,ES,0,13342.371
2008,NUTS,2010,ES,0,14701.393
2009,NUTS,2010,ES,0,14581.676
2010,NUTS,2010,ES,0,14588.455
2011,NUTS,2010,ES,0,14184.295
2012,NUTS,2010,ES,0,13391.607
2013,NUTS,2010,ES,0,13011.798
2014,NUTS,2010,ES,0,12820.756
2015,NUTS,2010,ES,0,13172.0
2016,NUTS,2010,ES,0,13260.0
2017,NUTS,2010,ES,0,14063.0
2018,NUTS,2010,ES,0,14946.0
2019,NUTS,2010,ES,0,15572.0
2020,NUTS,2010,ES,0,15768.0
1987,NUTS,2010,ES1,1,73.666
1988,NUTS,2010,ES1,1,93.869
1989,NUTS,2010,ES1,1,118.385
1990,NUTS,2010,ES1,1,139.663
1991,NUTS,2010,ES1,1,173.229
1992,NUTS,2010,ES1,1,216.585
1993,NUTS,2010,ES1,1,190.963
1994,NUTS,2010,ES1,1,168.705
1995,NUTS,2010,ES1,1,210.331
1996,NUTS,2010,ES1,1,225.06
1997,NUTS,2010,ES1,1,238.977
1998,NUTS,2010,ES1,1,274.761
1999,NUTS,2010,ES1,1,281.6
2000,NUTS,2010,ES1,1,359.99
2001,NUTS,2010,ES1,1,385.64
2002,NUTS,2010,ES1,1,440.3
2003,NUTS,2010,ES1,1,496.0
2004,NUTS,2010,ES1,1,528.8
2005,NUTS,2010,ES1,1,594.581
2006,NUTS,2010,ES1,1,735.736
2007,NUTS,2010,ES1,1,884.793
2008,NUTS,2010,ES1,1,954.683
2009,NUTS,2010,ES1,1,899.342
2010,NUTS,2010,ES1,1,927.578
2011,NUTS,2010,ES1,1,886.407
2012,NUTS,2010,ES1,1,809.899
2013,NUTS,2010,ES1,1,762.465
2014,NUTS,2010,ES1,1,750.718
2015,NUTS,2010,ES1,1,758.0
2016,NUTS,2010,ES1,1,771.0
2017,NUTS,2010,ES1,1,863.0
2018,NUTS,2010,ES1,1,897.0
2019,NUTS,2010,ES1,1,942.0
1987,NUTS,2010,ES11,2,34.597
1988,NUTS,2010,ES11,2,44.087
1989,NUTS,2010,ES11,2,53.56
1990,NUTS,2010,ES11,2,67.537
1991,NUTS,2010,ES11,2,84.199
1992,NUTS,2010,ES11,2,126.83
1993,NUTS,2010,ES11,2,104.24
1994,NUTS,2010,ES11,2,88.546
1995,NUTS,2010,ES11,2,120.621
1996,NUTS,2010,ES11,2,127.596
1997,NUTS,2010,ES11,2,142.498
1998,NUTS,2010,ES11,2,152.15
1999,NUTS,2010,ES11,2,165.09
2000,NUTS,2010,ES11,2,209.459
2001,NUTS,2010,ES11,2,240.279
2002,NUTS,2010,ES11,2,293.2
2003,NUTS,2010,ES11,2,338.0
2004,NUTS,2010,ES11,2,366.3
2005,NUTS,2010,ES11,2,405.196
2006,NUTS,2010,ES11,2,449.522
2007,NUTS,2010,ES11,2,555.625
2008,NUTS,2010,ES11,2,584.213
2009,NUTS,2010,ES11,2,524.125
2010,NUTS,2010,ES11,2,531.601
2011,NUTS,2010,ES11,2,526.47
2012,NUTS,2010,ES11,2,487.84
2013,NUTS,2010,ES11,2,468.701
2014,NUTS,2010,ES11,2,477.278
2015,NUTS,2010,ES11,2,497.0
2016,NUTS,2010,ES11,2,504.0
2017,NUTS,2010,ES11,2,572.0
2018,NUTS,2010,ES11,2,591.0
2019,NUTS,2010,ES11,2,627.0
1987,NUTS,2010,ES12,2,27.388
1988,NUTS,2010,ES12,2,31.826
1989,NUTS,2010,ES12,2,48.239
1990,NUTS,2010,ES12,2,51.569
1991,NUTS,2010,ES12,2,63.412
1992,NUTS,2010,ES12,2,64.57
1993,NUTS,2010,ES12,2,57.983
1994,NUTS,2010,ES12,2,50.403
1995,NUTS,2010,ES12,2,58.902
1996,NUTS,2010,ES12,2,65.935
1997,NUTS,2010,ES12,2,61.324
1998,NUTS,2010,ES12,2,68.093
1999,NUTS,2010,ES12,2,74.44
2000,NUTS,2010,ES12,2,114.546
2001,NUTS,2010,ES12,2,99.057
2002,NUTS,2010,ES12,2,98.8
2003,NUTS,2010,ES12,2,113.0
2004,NUTS,2010,ES12,2,116.3
2005,NUTS,2010,ES12,2,137.81
2006,NUTS,2010,ES12,2,188.113
2007,NUTS,2010,ES12,2,211.703
2008,NUTS,2010,ES12,2,229.678
2009,NUTS,2010,ES12,2,226.156
2010,NUTS,2010,ES12,2,238.127
2011,NUTS,2010,ES12,2,218.119
2012,NUTS,2010,ES12,2,195.892
2013,NUTS,2010,ES12,2,183.717
2014,NUTS,2010,ES12,2,171.611
2015,NUTS,2010,ES12,2,159.0
2016,NUTS,2010,ES12,2,161.0
2017,NUTS,2010,ES12,2,183.0
2018,NUTS,2010,ES12,2,188.0
2019,NUTS,2010,ES12,2,196.0
1987,NUTS,2010,ES13,2,11.669
1988,NUTS,2010,ES13,2,17.957
1989,NUTS,2010,ES13,2,16.586
1990,NUTS,2010,ES13,2,20.558
1991,NUTS,2010,ES13,2,25.631
1992,NUTS,2010,ES13,2,25.185
1993,NUTS,2010,ES13,2,28.74
1994,NUTS,2010,ES13,2,29.756
1995,NUTS,2010,ES13,2,30.819
1996,NUTS,2010,ES13,2,31.539
1997,NUTS,2010,ES13,2,35.156
1998,NUTS,2010,ES13,2,54.518
1999,NUTS,2010,ES13,2,42.08
2000,NUTS,2010,ES13,2,35.985
2001,NUTS,2010,ES13,2,46.304
2002,NUTS,2010,ES13,2,48.3
2003,NUTS,2010,ES13,2,44.0
2004,NUTS,2010,ES13,2,46.2
2005,NUTS,2010,ES13,2,51.574
2006,NUTS,2010,ES13,2,98.1
2007,NUTS,2010,ES13,2,117.464
2008,NUTS,2010,ES13,2,140.791
2009,NUTS,2010,ES13,2,149.062
2010,NUTS,2010,ES13,2,157.85
2011,NUTS,2010,ES13,2,141.817
2012,NUTS,2010,ES13,2,126.166
2013,NUTS,2010,ES13,2,110.047
2014,NUTS,2010,ES13,2,101.827
2015,NUTS,2010,ES13,2,103.0
2016,NUTS,2010,ES13,2,106.0
2017,NUTS,2010,ES13,2,109.0
2018,NUTS,2010,ES13,2,118.0
2019,NUTS,2010,ES13,2,119.0
1987,NUTS,2010,ES2,1,198.97
1988,NUTS,2010,ES2,1,247.473
1989,NUTS,2010,ES2,1,317.913
1990,NUTS,2010,ES2,1,412.278
1991,NUTS,2010,ES2,1,474.174
1992,NUTS,2010,ES2,1,501.205
1993,NUTS,2010,ES2,1,472.654
1994,NUTS,2010,ES2,1,410.763
1995,NUTS,2010,ES2,1,485.586
1996,NUTS,2010,ES2,1,532.398
1997,NUTS,2010,ES2,1,521.023
1998,NUTS,2010,ES2,1,627.349
1999,NUTS,2010,ES2,1,659.7
2000,NUTS,2010,ES2,1,715.787
2001,NUTS,2010,ES2,1,838.07
2002,NUTS,2010,ES2,1,902.4
2003,NUTS,2010,ES2,1,1052.0
2004,NUTS,2010,ES2,1,1256.5
2005,NUTS,2010,ES2,1,1352.448
2006,NUTS,2010,ES2,1,1614.926
2007,NUTS,2010,ES2,1,1937.697
2008,NUTS,2010,ES2,1,2137.614
2009,NUTS,2010,ES2,1,2191.376
2010,NUTS,2010,ES2,1,2130.476
2011,NUTS,2010,ES2,1,2184.993
2012,NUTS,2010,ES2,1,2159.89
2013,NUTS,2010,ES2,1,2004.806
2014,NUTS,2010,ES2,1,1992.097
2015,NUTS,2010,ES2,1,1942.0
2016,NUTS,2010,ES2,1,1989.0
2017,NUTS,2010,ES2,1,2082.0
2018,NUTS,2010,ES2,1,2205.0
2019,NUTS,2010,ES2,1,2256.0
1987,NUTS,2010,ES21,2,136.271
1988,NUTS,2010,ES21,2,177.703
1989,NUTS,2010,ES21,2,225.198
1990,NUTS,2010,ES21,2,280.059
1991,NUTS,2010,ES21,2,324.88
1992,NUTS,2010,ES21,2,318.757
1993,NUTS,2010,ES21,2,303.961
1994,NUTS,2010,ES21,2,268.286
1995,NUTS,2010,ES21,2,327.695
1996,NUTS,2010,ES21,2,366.111
1997,NUTS,2010,ES21,2,358.445
1998,NUTS,2010,ES21,2,412.311
1999,NUTS,2010,ES21,2,414.09
2000,NUTS,2010,ES21,2,459.571
2001,NUTS,2010,ES21,2,561.082
2002,NUTS,2010,ES21,2,581.7
2003,NUTS,2010,ES21,2,667.0
2004,NUTS,2010,ES21,2,778.4
2005,NUTS,2010,ES21,2,829.025
2006,NUTS,2010,ES21,2,959.393
2007,NUTS,2010,ES21,2,1216.725
2008,NUTS,2010,ES21,2,1345.572
2009,NUTS,2010,ES21,2,1346.985
2010,NUTS,2010,ES21,2,1305.63
2011,NUTS,2010,ES21,2,1397.209
2012,NUTS,2010,ES21,2,1431.108
2013,NUTS,2010,ES21,2,1328.298
2014,NUTS,2010,ES21,2,1306.279
2015,NUTS,2010,ES21,2,1269.0
2016,NUTS,2010,ES21,2,1303.0
2017,NUTS,2010,ES21,2,1351.0
2018,NUTS,2010,ES21,2,1451.0
2019,NUTS,2010,ES21,2,1474.0
1987,NUTS,2010,ES22,2,22.051
1988,NUTS,2010,ES22,2,16.784
1989,NUTS,2010,ES22,2,26.818
1990,NUTS,2010,ES22,2,56.518
1991,NUTS,2010,ES22,2,65.639
1992,NUTS,2010,ES22,2,72.128
1993,NUTS,2010,ES22,2,60.928
1994,NUTS,2010,ES22,2,49.011
1995,NUTS,2010,ES22,2,56.564
1996,NUTS,2010,ES22,2,62.302
1997,NUTS,2010,ES22,2,62.718
1998,NUTS,2010,ES22,2,76.045
1999,NUTS,2010,ES22,2,91.15
2000,NUTS,2010,ES22,2,94.631
2001,NUTS,2010,ES22,2,114.073
2002,NUTS,2010,ES22,2,130.9
2003,NUTS,2010,ES22,2,178.0
2004,NUTS,2010,ES22,2,256.9
2005,NUTS,2010,ES22,2,257.967
2006,NUTS,2010,ES22,2,316.978
2007,NUTS,2010,ES22,2,333.872
2008,NUTS,2010,ES22,2,358.666
2009,NUTS,2010,ES22,2,388.244
2010,NUTS,2010,ES22,2,365.719
2011,NUTS,2010,ES22,2,383.855
2012,NUTS,2010,ES22,2,346.691
2013,NUTS,2010,ES22,2,317.157
2014,NUTS,2010,ES22,2,313.655
2015,NUTS,2010,ES22,2,300.0
2016,NUTS,2010,ES22,2,309.0
2017,NUTS,2010,ES22,2,343.0
2018,NUTS,2010,ES22,2,344.0
2019,NUTS,2010,ES22,2,356.0
1987,NUTS,2010,ES23,2,1.17
1988,NUTS,2010,ES23,2,2.612
1989,NUTS,2010,ES23,2,4.21
1990,NUTS,2010,ES23,2,3.664
1991,NUTS,2010,ES23,2,6.541
1992,NUTS,2010,ES23,2,6.616
1993,NUTS,2010,ES23,2,10.075
1994,NUTS,2010,ES23,2,8.428
1995,NUTS,2010,ES23,2,12.005
1996,NUTS,2010,ES23,2,13.85
1997,NUTS,2010,ES23,2,14.333
1998,NUTS,2010,ES23,2,19.875
1999,NUTS,2010,ES23,2,20.3
2000,NUTS,2010,ES23,2,27.376
2001,NUTS,2010,ES23,2,23.218
2002,NUTS,2010,ES23,2,29.5
2003,NUTS,2010,ES23,2,37.0
2004,NUTS,2010,ES23,2,41.2
2005,NUTS,2010,ES23,2,44.194
2006,NUTS,2010,ES23,2,75.127
2007,NUTS,2010,ES23,2,90.204
2008,NUTS,2010,ES23,2,81.001
2009,NUTS,2010,ES23,2,85.204
2010,NUTS,2010,ES23,2,84.885
2011,NUTS,2010,ES23,2,81.817
2012,NUTS,2010,ES23,2,69.297
2013,NUTS,2010,ES23,2,61.271
2014,NUTS,2010,ES23,2,71.369
2015,NUTS,2010,ES23,2,71.0
2016,NUTS,2010,ES23,2,67.0
2017,NUTS,2010,ES23,2,74.0
2018,NUTS,2010,ES23,2,70.0
2019,NUTS,2010,ES23,2,68.0
1987,NUTS,2010,ES24,2,39.466
1988,NUTS,2010,ES24,2,50.375
1989,NUTS,2010,ES24,2,61.687
1990,NUTS,2010,ES24,2,72.037
1991,NUTS,2010,ES24,2,77.127
1992,NUTS,2010,ES24,2,103.704
1993,NUTS,2010,ES24,2,97.691
1994,NUTS,2010,ES24,2,85.049
1995,NUTS,2010,ES24,2,89.322
1996,NUTS,2010,ES24,2,90.136
1997,NUTS,2010,ES24,2,85.527
1998,NUTS,2010,ES24,2,119.128
1999,NUTS,2010,ES24,2,134.17
2000,NUTS,2010,ES24,2,134.199
2001,NUTS,2010,ES24,2,139.597
2002,NUTS,2010,ES24,2,160.3
2003,NUTS,2010,ES24,2,170.0
2004,NUTS,2010,ES24,2,180.0
2005,NUTS,2010,ES24,2,221.261
2006,NUTS,2010,ES24,2,263.428
2007,NUTS,2010,ES24,2,296.894
2008,NUTS,2010,ES24,2,352.376
2009,NUTS,2010,ES24,2,370.946
2010,NUTS,2010,ES24,2,374.24
2011,NUTS,2010,ES24,2,322.112
2012,NUTS,2010,ES24,2,312.796
2013,NUTS,2010,ES24,2,298.081
2014,NUTS,2010,ES24,2,300.796
2015,NUTS,2010,ES24,2,302.0
2016,NUTS,2010,ES24,2,310.0
2017,NUTS,2010,ES24,2,313.0
2018,NUTS,2010,ES24,2,340.0
2019,NUTS,2010,ES24,2,359.0
1987,NUTS,2010,ES3,1,722.823
1988,NUTS,2010,ES3,1,876.88
1989,NUTS,2010,ES3,1,1120.426
1990,NUTS,2010,ES3,1,1457.92
1991,NUTS,2010,ES3,1,1583.046
1992,NUTS,2010,ES3,1,1574.124
1993,NUTS,2010,ES3,1,1359.21
1994,NUTS,2010,ES3,1,1278.987
1995,NUTS,2010,ES3,1,1231.452
1996,NUTS,2010,ES3,1,1327.896
1997,NUTS,2010,ES3,1,1304.985
1998,NUTS,2010,ES3,1,1449.433
1999,NUTS,2010,ES3,1,1589.41
2000,NUTS,2010,ES3,1,1751.957
2001,NUTS,2010,ES3,1,1974.174
2002,NUTS,2010,ES3,1,2277.9
2003,NUTS,2010,ES3,1,2346.0
2004,NUTS,2010,ES3,1,2447.5
2005,NUTS,2010,ES3,1,2913.163
2006,NUTS,2010,ES3,1,3415.991
2007,NUTS,2010,ES3,1,3584.13
2008,NUTS,2010,ES3,1,3892.148
2009,NUTS,2010,ES3,1,3899.396
2010,NUTS,2010,ES3,1,3854.768
2011,NUTS,2010,ES3,1,3762.811
2012,NUTS,2010,ES3,1,3433.677
2013,NUTS,2010,ES3,1,3434.613
2014,NUTS,2010,ES3,1,3312.343
2015,NUTS,2010,ES3,1,3481.0
2016,NUTS,2010,ES3,1,3505.0
2017,NUTS,2010,ES3,1,3695.0
2018,NUTS,2010,ES3,1,3923.0
2019,NUTS,2010,ES3,1,4101.0
1987,NUTS,2010,ES30,2,722.823
1988,NUTS,2010,ES30,2,876.88
1989,NUTS,2010,ES30,2,1120.426
1990,NUTS,2010,ES30,2,1457.92
1991,NUTS,2010,ES30,2,1583.046
1992,NUTS,2010,ES30,2,1574.124
1993,NUTS,2010,ES30,2,1359.21
1994,NUTS,2010,ES30,2,1278.987
1995,NUTS,2010,ES30,2,1231.452
1996,NUTS,2010,ES30,2,1327.896
1997,NUTS,2010,ES30,2,1304.985
1998,NUTS,2010,ES30,2,1449.433
1999,NUTS,2010,ES30,2,1589.41
2000,NUTS,2010,ES30,2,1751.957
2001,NUTS,2010,ES30,2,1974.174
2002,NUTS,2010,ES30,2,2277.9
2003,NUTS,2010,ES30,2,2346.0
2004,NUTS,2010,ES30,2,2447.5
2005,NUTS,2010,ES30,2,2913.163
2006,NUTS,2010,ES30,2,3415.991
2007,NUTS,2010,ES30,2,3584.13
2008,NUTS,2010,ES30,2,3892.148
2009,NUTS,2010,ES30,2,3899.396
2010,NUTS,2010,ES30,2,3854.768
2011,NUTS,2010,ES30,2,3762.811
2012,NUTS,2010,ES30,2,3433.677
2013,NUTS,2010,ES30,2,3434.613
2014,NUTS,2010,ES30,2,3312.343
2015,NUTS,2010,ES30,2,3481.0
2016,NUTS,2010,ES30,2,3505.0
2017,NUTS,2010,ES30,2,3695.0
2018,NUTS,2010,ES30,2,3923.0
2019,NUTS,2010,ES30,2,4101.0
1987,NUTS,2010,ES4,1,67.498
1988,NUTS,2010,ES4,1,115.139
1989,NUTS,2010,ES4,1,125.925
1990,NUTS,2010,ES4,1,162.625
1991,NUTS,2010,ES4,1,182.632
1992,NUTS,2010,ES4,1,217.238
1993,NUTS,2010,ES4,1,240.623
1994,NUTS,2010,ES4,1,221.83
1995,NUTS,2010,ES4,1,226.838
1996,NUTS,2010,ES4,1,247.283
1997,NUTS,2010,ES4,1,274.443
1998,NUTS,2010,ES4,1,285.699
1999,NUTS,2010,ES4,1,305.78
2000,NUTS,2010,ES4,1,397.96
2001,NUTS,2010,ES4,1,434.428
2002,NUTS,2010,ES4,1,494.3
2003,NUTS,2010,ES4,1,558.0
2004,NUTS,2010,ES4,1,596.5
2005,NUTS,2010,ES4,1,666.39
2006,NUTS,2010,ES4,1,784.326
2007,NUTS,2010,ES4,1,963.64
2008,NUTS,2010,ES4,1,1162.087
2009,NUTS,2010,ES4,1,1022.108
2010,NUTS,2010,ES4,1,1015.158
2011,NUTS,2010,ES4,1,977.576
2012,NUTS,2010,ES4,1,976.445
2013,NUTS,2010,ES4,1,862.082
