year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_eur_total
2007,NUTS,2010,PL2,1,366.558
2008,NUTS,2010,PL2,1,428.376
2009,NUTS,2010,PL2,1,434.213
2010,NUTS,2010,PL2,1,485.694
2011,NUTS,2010,PL2,1,544.629
2012,NUTS,2010,PL2,1,701.746
2013,NUTS,2010,PL2,1,697.868
2014,NUTS,2010,PL2,1,733.337
2015,NUTS,2010,PL2,1,829.521
2016,NUTS,2010,PL2,1,1008.778
2017,NUTS,2010,PL2,1,1054.381
2018,NUTS,2010,PL2,1,1305.542
2019,NUTS,2010,PL2,1,1534.377
2000,NUTS,2010,PL21,2,109.151
2001,NUTS,2010,PL21,2,125.514
2002,NUTS,2010,PL21,2,128.74
2003,NUTS,2010,PL21,2,118.284
2004,NUTS,2010,PL21,2,142.617
2005,NUTS,2010,PL21,2,181.929
2006,NUTS,2010,PL21,2,186.555
2007,NUTS,2010,PL21,2,211.392
2008,NUTS,2010,PL21,2,254.919
2009,NUTS,2010,PL21,2,213.19
2010,NUTS,2010,PL21,2,273.212
2011,NUTS,2010,PL21,2,293.768
2012,NUTS,2010,PL21,2,391.453
2013,NUTS,2010,PL21,2,395.545
2014,NUTS,2010,PL21,2,442.201
2015,NUTS,2010,PL21,2,506.346
2016,NUTS,2010,PL21,2,732.719
2017,NUTS,2010,PL21,2,694.856
2018,NUTS,2010,PL21,2,866.449
2019,NUTS,2010,PL21,2,961.654
2000,NUTS,2010,PL22,2,97.176
2001,NUTS,2010,PL22,2,110.318
2002,NUTS,2010,PL22,2,88.765
2003,NUTS,2010,PL22,2,85.212
2004,NUTS,2010,PL22,2,88.981
2005,NUTS,2010,PL22,2,108.998
2006,NUTS,2010,PL22,2,127.211
2007,NUTS,2010,PL22,2,155.166
2008,NUTS,2010,PL22,2,173.458
2009,NUTS,2010,PL22,2,221.023
2010,NUTS,2010,PL22,2,212.482
2011,NUTS,2010,PL22,2,250.862
2012,NUTS,2010,PL22,2,310.293
2013,NUTS,2010,PL22,2,302.299
2014,NUTS,2010,PL22,2,291.112
2015,NUTS,2010,PL22,2,323.176
2016,NUTS,2010,PL22,2,276.082
2017,NUTS,2010,PL22,2,359.526
2018,NUTS,2010,PL22,2,439.094
2019,NUTS,2010,PL22,2,572.723
2000,NUTS,2010,PL3,1,81.882
2001,NUTS,2010,PL3,1,97.519
2002,NUTS,2010,PL3,1,80.261
2003,NUTS,2010,PL3,1,68.961
2004,NUTS,2010,PL3,1,75.528
2005,NUTS,2010,PL3,1,93.338
2006,NUTS,2010,PL3,1,107.96
2007,NUTS,2010,PL3,1,130.453
2008,NUTS,2010,PL3,1,166.339
2009,NUTS,2010,PL3,1,161.267
2010,NUTS,2010,PL3,1,285.929
2011,NUTS,2010,PL3,1,291.875
2012,NUTS,2010,PL3,1,369.708
2013,NUTS,2010,PL3,1,367.052
2014,NUTS,2010,PL3,1,476.902
2015,NUTS,2010,PL3,1,526.804
2000,NUTS,2010,PL31,2,36.899
2001,NUTS,2010,PL31,2,40.168
2002,NUTS,2010,PL31,2,35.931
2003,NUTS,2010,PL31,2,31.048
2004,NUTS,2010,PL31,2,37.134
2005,NUTS,2010,PL31,2,45.464
2006,NUTS,2010,PL31,2,46.408
2007,NUTS,2010,PL31,2,65.047
2008,NUTS,2010,PL31,2,68.307
2009,NUTS,2010,PL31,2,68.375
2010,NUTS,2010,PL31,2,90.67
2011,NUTS,2010,PL31,2,91.734
2012,NUTS,2010,PL31,2,155.86
2013,NUTS,2010,PL31,2,95.795
2014,NUTS,2010,PL31,2,165.069
2015,NUTS,2010,PL31,2,175.354
2000,NUTS,2010,PL32,2,30.637
2001,NUTS,2010,PL32,2,27.695
2002,NUTS,2010,PL32,2,30.824
2003,NUTS,2010,PL32,2,26.23
2004,NUTS,2010,PL32,2,22.974
2005,NUTS,2010,PL32,2,27.741
2006,NUTS,2010,PL32,2,40.376
2007,NUTS,2010,PL32,2,41.347
2008,NUTS,2010,PL32,2,50.511
2009,NUTS,2010,PL32,2,43.673
2010,NUTS,2010,PL32,2,127.244
2011,NUTS,2010,PL32,2,131.583
2012,NUTS,2010,PL32,2,151.601
2013,NUTS,2010,PL32,2,188.612
2014,NUTS,2010,PL32,2,222.498
2015,NUTS,2010,PL32,2,217.227
2000,NUTS,2010,PL33,2,5.314
2001,NUTS,2010,PL33,2,5.392
2002,NUTS,2010,PL33,2,3.655
2003,NUTS,2010,PL33,2,2.887
2004,NUTS,2010,PL33,2,4.043
2005,NUTS,2010,PL33,2,4.847
2006,NUTS,2010,PL33,2,5.519
2007,NUTS,2010,PL33,2,9.409
2008,NUTS,2010,PL33,2,26.252
2009,NUTS,2010,PL33,2,33.899
2010,NUTS,2010,PL33,2,42.031
2011,NUTS,2010,PL33,2,34.704
2012,NUTS,2010,PL33,2,29.039
2013,NUTS,2010,PL33,2,33.425
2014,NUTS,2010,PL33,2,33.578
2015,NUTS,2010,PL33,2,62.379
2000,NUTS,2010,PL34,2,9.032
2001,NUTS,2010,PL34,2,24.264
2002,NUTS,2010,PL34,2,9.851
2003,NUTS,2010,PL34,2,8.796
2004,NUTS,2010,PL34,2,11.377
2005,NUTS,2010,PL34,2,15.262
2006,NUTS,2010,PL34,2,15.658
2007,NUTS,2010,PL34,2,14.649
2008,NUTS,2010,PL34,2,21.269
2009,NUTS,2010,PL34,2,15.32
2010,NUTS,2010,PL34,2,26.01
2011,NUTS,2010,PL34,2,33.854
2012,NUTS,2010,PL34,2,33.208
2013,NUTS,2010,PL34,2,48.767
2014,NUTS,2010,PL34,2,55.78
2015,NUTS,2010,PL34,2,71.867
2000,NUTS,2010,PL4,1,110.923
2001,NUTS,2010,PL4,1,116.31
2002,NUTS,2010,PL4,1,114.196
2003,NUTS,2010,PL4,1,101.941
2004,NUTS,2010,PL4,1,101.573
2005,NUTS,2010,PL4,1,134.551
2006,NUTS,2010,PL4,1,143.759
2007,NUTS,2010,PL4,1,185.177
2008,NUTS,2010,PL4,1,217.79
2009,NUTS,2010,PL4,1,229.388
2010,NUTS,2010,PL4,1,249.581
2011,NUTS,2010,PL4,1,282.168
2012,NUTS,2010,PL4,1,395.49
2013,NUTS,2010,PL4,1,303.919
2014,NUTS,2010,PL4,1,312.43
2015,NUTS,2010,PL4,1,388.853
2016,NUTS,2010,PL4,1,310.277
2017,NUTS,2010,PL4,1,408.128
2018,NUTS,2010,PL4,1,517.372
2019,NUTS,2010,PL4,1,602.934
2000,NUTS,2010,PL41,2,84.153
2001,NUTS,2010,PL41,2,94.033
2002,NUTS,2010,PL41,2,84.15
2003,NUTS,2010,PL41,2,81.417
2004,NUTS,2010,PL41,2,82.31
2005,NUTS,2010,PL41,2,108.253
2006,NUTS,2010,PL41,2,116.712
2007,NUTS,2010,PL41,2,148.993
2008,NUTS,2010,PL41,2,174.112
2009,NUTS,2010,PL41,2,195.466
2010,NUTS,2010,PL41,2,194.708
2011,NUTS,2010,PL41,2,220.866
2012,NUTS,2010,PL41,2,325.114
2013,NUTS,2010,PL41,2,237.403
2014,NUTS,2010,PL41,2,253.161
2015,NUTS,2010,PL41,2,314.309
2016,NUTS,2010,PL41,2,247.8
2017,NUTS,2010,PL41,2,292.272
2018,NUTS,2010,PL41,2,364.282
2019,NUTS,2010,PL41,2,429.842
2000,NUTS,2010,PL42,2,17.29
2001,NUTS,2010,PL42,2,17.429
2002,NUTS,2010,PL42,2,23.487
2003,NUTS,2010,PL42,2,13.115
2004,NUTS,2010,PL42,2,14.16
2005,NUTS,2010,PL42,2,17.4
2006,NUTS,2010,PL42,2,20.945
2007,NUTS,2010,PL42,2,29.334
2008,NUTS,2010,PL42,2,35.648
2009,NUTS,2010,PL42,2,27.221
2010,NUTS,2010,PL42,2,43.508
2011,NUTS,2010,PL42,2,47.687
2012,NUTS,2010,PL42,2,53.645
2013,NUTS,2010,PL42,2,43.979
2014,NUTS,2010,PL42,2,42.994
2015,NUTS,2010,PL42,2,53.178
2016,NUTS,2010,PL42,2,43.248
2017,NUTS,2010,PL42,2,77.285
2018,NUTS,2010,PL42,2,100.824
2019,NUTS,2010,PL42,2,118.419
2000,NUTS,2010,PL43,2,9.481
2001,NUTS,2010,PL43,2,4.847
2002,NUTS,2010,PL43,2,6.559
2003,NUTS,2010,PL43,2,7.41
2004,NUTS,2010,PL43,2,5.103
2005,NUTS,2010,PL43,2,8.899
2006,NUTS,2010,PL43,2,6.101
2007,NUTS,2010,PL43,2,6.849
2008,NUTS,2010,PL43,2,8.029
2009,NUTS,2010,PL43,2,6.701
2010,NUTS,2010,PL43,2,11.39
2011,NUTS,2010,PL43,2,13.59
2012,NUTS,2010,PL43,2,16.731
2013,NUTS,2010,PL43,2,22.561
2014,NUTS,2010,PL43,2,16.275
2015,NUTS,2010,PL43,2,21.367
2016,NUTS,2010,PL43,2,19.206
2017,NUTS,2010,PL43,2,38.572
2018,NUTS,2010,PL43,2,52.266
2019,NUTS,2010,PL43,2,54.674
2000,NUTS,2010,PL5,1,88.668
2001,NUTS,2010,PL5,1,103.701
2002,NUTS,2010,PL5,1,79.51
2003,NUTS,2010,PL5,1,65.12
2004,NUTS,2010,PL5,1,70.513
2005,NUTS,2010,PL5,1,93.09
2006,NUTS,2010,PL5,1,85.86
2007,NUTS,2010,PL5,1,113.599
2008,NUTS,2010,PL5,1,141.71
2009,NUTS,2010,PL5,1,150.129
2010,NUTS,2010,PL5,1,167.342
2011,NUTS,2010,PL5,1,196.403
2012,NUTS,2010,PL5,1,247.929
2013,NUTS,2010,PL5,1,235.402
2014,NUTS,2010,PL5,1,284.97
2015,NUTS,2010,PL5,1,335.341
2016,NUTS,2010,PL5,1,279.038
2017,NUTS,2010,PL5,1,400.446
2018,NUTS,2010,PL5,1,513.561
2019,NUTS,2010,PL5,1,609.967
2000,NUTS,2010,PL51,2,78.115
2001,NUTS,2010,PL51,2,93.026
2002,NUTS,2010,PL51,2,71.68
2003,NUTS,2010,PL51,2,58.687
2004,NUTS,2010,PL51,2,64.019
2005,NUTS,2010,PL51,2,86.13
2006,NUTS,2010,PL51,2,76.542
2007,NUTS,2010,PL51,2,104.009
2008,NUTS,2010,PL51,2,130.207
2009,NUTS,2010,PL51,2,134.324
2010,NUTS,2010,PL51,2,157.704
2011,NUTS,2010,PL51,2,175.994
2012,NUTS,2010,PL51,2,232.141
2013,NUTS,2010,PL51,2,216.51
2014,NUTS,2010,PL51,2,255.742
2015,NUTS,2010,PL51,2,306.398
2016,NUTS,2010,PL51,2,247.41
2017,NUTS,2010,PL51,2,356.542
2018,NUTS,2010,PL51,2,449.224
2019,NUTS,2010,PL51,2,551.042
2000,NUTS,2010,PL52,2,10.553
2001,NUTS,2010,PL52,2,10.675
2002,NUTS,2010,PL52,2,7.829
2003,NUTS,2010,PL52,2,6.432
2004,NUTS,2010,PL52,2,6.495
2005,NUTS,2010,PL52,2,6.96
2006,NUTS,2010,PL52,2,9.318
2007,NUTS,2010,PL52,2,9.59
2008,NUTS,2010,PL52,2,11.503
2009,NUTS,2010,PL52,2,15.806
2010,NUTS,2010,PL52,2,9.638
2011,NUTS,2010,PL52,2,20.434
2012,NUTS,2010,PL52,2,15.788
2013,NUTS,2010,PL52,2,18.892
2014,NUTS,2010,PL52,2,29.228
2015,NUTS,2010,PL52,2,28.967
2016,NUTS,2010,PL52,2,31.628
2017,NUTS,2010,PL52,2,43.904
2018,NUTS,2010,PL52,2,64.338
2019,NUTS,2010,PL52,2,58.925
2000,NUTS,2010,PL6,1,96.328
2001,NUTS,2010,PL6,1,104.926
2002,NUTS,2010,PL6,1,86.457
2003,NUTS,2010,PL6,1,80.144
2004,NUTS,2010,PL6,1,93.775
2005,NUTS,2010,PL6,1,116.729
2006,NUTS,2010,PL6,1,137.966
2007,NUTS,2010,PL6,1,144.555
2008,NUTS,2010,PL6,1,173.144
2009,NUTS,2010,PL6,1,198.632
2010,NUTS,2010,PL6,1,216.862
2011,NUTS,2010,PL6,1,246.032
2012,NUTS,2010,PL6,1,365.038
2013,NUTS,2010,PL6,1,315.45
2014,NUTS,2010,PL6,1,337.81
2015,NUTS,2010,PL6,1,400.277
2016,NUTS,2010,PL6,1,387.995
2017,NUTS,2010,PL6,1,460.16
2018,NUTS,2010,PL6,1,623.607
2019,NUTS,2010,PL6,1,809.031
2000,NUTS,2010,PL61,2,31.036
2001,NUTS,2010,PL61,2,35.266
2002,NUTS,2010,PL61,2,28.62
2003,NUTS,2010,PL61,2,22.957
2004,NUTS,2010,PL61,2,26.597
2005,NUTS,2010,PL61,2,28.511
2006,NUTS,2010,PL61,2,44.996
2007,NUTS,2010,PL61,2,28.935
2008,NUTS,2010,PL61,2,36.844
2009,NUTS,2010,PL61,2,80.137
2010,NUTS,2010,PL61,2,51.118
2011,NUTS,2010,PL61,2,45.455
2012,NUTS,2010,PL61,2,72.73
2013,NUTS,2010,PL61,2,54.533
2014,NUTS,2010,PL61,2,61.086
2015,NUTS,2010,PL61,2,87.092
2016,NUTS,2010,PL61,2,66.442
2017,NUTS,2010,PL61,2,102.678
2018,NUTS,2010,PL61,2,142.27
2019,NUTS,2010,PL61,2,167.876
2000,NUTS,2010,PL62,2,14.196
2001,NUTS,2010,PL62,2,14.215
2002,NUTS,2010,PL62,2,14.621
2003,NUTS,2010,PL62,2,12.069
2004,NUTS,2010,PL62,2,12.459
2005,NUTS,2010,PL62,2,16.455
2006,NUTS,2010,PL62,2,14.143
2007,NUTS,2010,PL62,2,25.534
2008,NUTS,2010,PL62,2,22.921
2009,NUTS,2010,PL62,2,26.689
2010,NUTS,2010,PL62,2,43.508
2011,NUTS,2010,PL62,2,48.804
2012,NUTS,2010,PL62,2,50.679
2013,NUTS,2010,PL62,2,38.475
2014,NUTS,2010,PL62,2,30.137
2015,NUTS,2010,PL62,2,36.878
2016,NUTS,2010,PL62,2,37.908
2017,NUTS,2010,PL62,2,62.18
2018,NUTS,2010,PL62,2,71.144
2019,NUTS,2010,PL62,2,108.795
2000,NUTS,2010,PL63,2,51.095
2001,NUTS,2010,PL63,2,55.445
2002,NUTS,2010,PL63,2,43.216
2003,NUTS,2010,PL63,2,45.118
2004,NUTS,2010,PL63,2,54.719
2005,NUTS,2010,PL63,2,71.762
2006,NUTS,2010,PL63,2,78.827
2007,NUTS,2010,PL63,2,90.087
2008,NUTS,2010,PL63,2,113.38
2009,NUTS,2010,PL63,2,91.806
2010,NUTS,2010,PL63,2,122.262
2011,NUTS,2010,PL63,2,151.75
2012,NUTS,2010,PL63,2,241.63
2013,NUTS,2010,PL63,2,222.442
2014,NUTS,2010,PL63,2,246.565
2015,NUTS,2010,PL63,2,276.308
2016,NUTS,2010,PL63,2,283.668
2017,NUTS,2010,PL63,2,295.278
2018,NUTS,2010,PL63,2,410.193
2019,NUTS,2010,PL63,2,532.359
2016,NUTS,2010,PL7,1,191.052
2017,NUTS,2010,PL7,1,235.448
2018,NUTS,2010,PL7,1,347.181
2019,NUTS,2010,PL7,1,381.684
2016,NUTS,2010,PL71,2,160.295
2017,NUTS,2010,PL71,2,201.715
2018,NUTS,2010,PL71,2,281.312
2019,NUTS,2010,PL71,2,316.452
2016,NUTS,2010,PL72,2,30.757
2017,NUTS,2010,PL72,2,33.733
2018,NUTS,2010,PL72,2,65.869
2019,NUTS,2010,PL72,2,65.231
2016,NUTS,2010,PL8,1,358.773
2017,NUTS,2010,PL8,1,404.205
2018,NUTS,2010,PL8,1,482.488
2019,NUTS,2010,PL8,1,575.078
2016,NUTS,2010,PL81,2,143.221
2017,NUTS,2010,PL81,2,157.106
2018,NUTS,2010,PL81,2,189.268
2019,NUTS,2010,PL81,2,229.542
2016,NUTS,2010,PL82,2,174.849
2017,NUTS,2010,PL82,2,185.694
2018,NUTS,2010,PL82,2,215.09
2019,NUTS,2010,PL82,2,249.728
2016,NUTS,2010,PL84,2,40.704
2017,NUTS,2010,PL84,2,61.428
2018,NUTS,2010,PL84,2,78.13
2019,NUTS,2010,PL84,2,95.808
2016,NUTS,2010,PL9,1,1576.458
2017,NUTS,2010,PL9,1,1871.247
2018,NUTS,2010,PL9,1,2228.739
2019,NUTS,2010,PL9,1,2533.845
2016,NUTS,2010,PL91,2,1506.555
2017,NUTS,2010,PL91,2,1787.151
2018,NUTS,2010,PL91,2,2112.828
2019,NUTS,2010,PL91,2,2399.151
2016,NUTS,2010,PL92,2,69.903
2017,NUTS,2010,PL92,2,84.097
2018,NUTS,2010,PL92,2,115.911
2019,NUTS,2010,PL92,2,134.694
2009,NUTS,2010,PLZ,1,0.0
2009,NUTS,2010,PLZZ,2,0.0
1982,NUTS,2010,PT,0,83.86
1983,NUTS,2010,PT,0,90.433
1984,NUTS,2010,PT,0,97.747
1985,NUTS,2010,PT,0,119.671
1986,NUTS,2010,PT,0,135.069
1987,NUTS,2010,PT,0,153.064
1988,NUTS,2010,PT,0,175.869
1989,NUTS,2010,PT,0,236.266
1990,NUTS,2010,PT,0,287.293
1991,NUTS,2010,PT,0,370.726
1992,NUTS,2010,PT,0,460.149
1993,NUTS,2010,PT,0,446.786
1994,NUTS,2010,PT,0,447.47
1995,NUTS,2010,PT,0,470.292
1996,NUTS,2010,PT,0,530.937
1997,NUTS,2010,PT,0,582.354
1998,NUTS,2010,PT,0,691.581
1999,NUTS,2010,PT,0,814.75
2000,NUTS,2010,PT,0,926.59
2001,NUTS,2010,PT,0,1038.432
2002,NUTS,2010,PT,0,1029.006
2003,NUTS,2010,PT,0,1019.581
2004,NUTS,2010,PT,0,1110.346
2005,NUTS,2010,PT,0,1201.112
2006,NUTS,2010,PT,0,1586.922
2007,NUTS,2010,PT,0,1972.733
2008,NUTS,2010,PT,0,2585.075
2009,NUTS,2010,PT,0,2771.6
2010,NUTS,2010,PT,0,2757.555
2011,NUTS,2010,PT,0,2566.45
2012,NUTS,2010,PT,0,2320.133
2013,NUTS,2010,PT,0,2258.471
2014,NUTS,2010,PT,0,2232.249
2015,NUTS,2010,PT,0,2234.37
2016,NUTS,2010,PT,0,2388.467
2017,NUTS,2010,PT,0,2585.1
2018,NUTS,2010,PT,0,2769.072
2019,NUTS,2010,PT,0,2991.864
2020,NUTS,2010,PT,0,3236.212
1988,NUTS,2010,PT1,1,174.16
1990,NUTS,2010,PT1,1,282.909
1992,NUTS,2010,PT1,1,454.228
1995,NUTS,2010,PT1,1,453.834
1997,NUTS,2010,PT1,1,564.506
1999,NUTS,2010,PT1,1,757.1
2000,NUTS,2010,PT1,1,886.383
2001,NUTS,2010,PT1,1,1015.614
2002,NUTS,2010,PT1,1,1007.625
2003,NUTS,2010,PT1,1,999.637
2004,NUTS,2010,PT1,1,1088.561
2005,NUTS,2010,PT1,1,1177.484
2006,NUTS,2010,PT1,1,1560.588
2007,NUTS,2010,PT1,1,1943.692
2008,NUTS,2010,PT1,1,2549.403
2009,NUTS,2010,PT1,1,2728.369
2010,NUTS,2010,PT1,1,2726.484
2011,NUTS,2010,PT1,1,2538.832
2012,NUTS,2010,PT1,1,2287.168
2013,NUTS,2010,PT1,1,2231.749
2014,NUTS,2010,PT1,1,2204.459
2015,NUTS,2010,PT1,1,2206.208
2016,NUTS,2010,PT1,1,2362.999
2017,NUTS,2010,PT1,1,2555.908
2018,NUTS,2010,PT1,1,2736.55
2019,NUTS,2010,PT1,1,2956.124
2020,NUTS,2010,PT1,1,3199.067
1988,NUTS,2010,PT11,2,29.223
1990,NUTS,2010,PT11,2,53.277
1992,NUTS,2010,PT11,2,100.585
1995,NUTS,2010,PT11,2,96.647
1997,NUTS,2010,PT11,2,115.96
1999,NUTS,2010,PT11,2,168.53
2000,NUTS,2010,PT11,2,82.196
2001,NUTS,2010,PT11,2,86.275
2002,NUTS,2010,PT11,2,166.339
2003,NUTS,2010,PT11,2,246.403
2004,NUTS,2010,PT11,2,266.927
2005,NUTS,2010,PT11,2,287.452
2006,NUTS,2010,PT11,2,374.652
2007,NUTS,2010,PT11,2,461.851
2008,NUTS,2010,PT11,2,590.423
2009,NUTS,2010,PT11,2,674.132
2010,NUTS,2010,PT11,2,737.533
2011,NUTS,2010,PT11,2,743.334
2012,NUTS,2010,PT11,2,688.048
2013,NUTS,2010,PT11,2,686.082
2014,NUTS,2010,PT11,2,683.248
2015,NUTS,2010,PT11,2,713.908
2016,NUTS,2010,PT11,2,748.158
2017,NUTS,2010,PT11,2,863.023
2018,NUTS,2010,PT11,2,922.162
2019,NUTS,2010,PT11,2,971.315
2020,NUTS,2010,PT11,2,1098.016
1988,NUTS,2010,PT15,2,0.743
1990,NUTS,2010,PT15,2,1.207
1992,NUTS,2010,PT15,2,3.787
1995,NUTS,2010,PT15,2,4.979
1997,NUTS,2010,PT15,2,9.277
1999,NUTS,2010,PT15,2,16.29
2000,NUTS,2010,PT15,2,15.387
2001,NUTS,2010,PT15,2,14.478
2002,NUTS,2010,PT15,2,14.007
2003,NUTS,2010,PT15,2,13.535
2004,NUTS,2010,PT15,2,13.181
2005,NUTS,2010,PT15,2,12.827
2006,NUTS,2010,PT15,2,19.059
2007,NUTS,2010,PT15,2,25.291
2008,NUTS,2010,PT15,2,28.012
2009,NUTS,2010,PT15,2,32.9
2010,NUTS,2010,PT15,2,33.253
2011,NUTS,2010,PT15,2,30.118
2012,NUTS,2010,PT15,2,29.915
2013,NUTS,2010,PT15,2,26.418
2014,NUTS,2010,PT15,2,29.294
2015,NUTS,2010,PT15,2,29.116
2016,NUTS,2010,PT15,2,29.93
2017,NUTS,2010,PT15,2,27.322
2018,NUTS,2010,PT15,2,32.566
2019,NUTS,2010,PT15,2,41.273
2020,NUTS,2010,PT15,2,42.747
2000,NUTS,2010,PT16,2,139.582
2001,NUTS,2010,PT16,2,155.393
2002,NUTS,2010,PT16,2,161.209
2003,NUTS,2010,PT16,2,167.024
2004,NUTS,2010,PT16,2,176.722
2005,NUTS,2010,PT16,2,186.42
2006,NUTS,2010,PT16,2,259.055
2007,NUTS,2010,PT16,2,331.69
2008,NUTS,2010,PT16,2,389.69
2009,NUTS,2010,PT16,2,391.853
2010,NUTS,2010,PT16,2,412.26
2011,NUTS,2010,PT16,2,412.346
2012,NUTS,2010,PT16,2,414.183
2013,NUTS,2010,PT16,2,412.319
2014,NUTS,2010,PT16,2,438.96
2015,NUTS,2010,PT16,2,415.909
2016,NUTS,2010,PT16,2,447.221
2017,NUTS,2010,PT16,2,485.502
2018,NUTS,2010,PT16,2,499.261
2019,NUTS,2010,PT16,2,545.586
2020,NUTS,2010,PT16,2,549.983
2000,NUTS,2010,PT17,2,504.978
2001,NUTS,2010,PT17,2,596.421
2002,NUTS,2010,PT17,2,564.055
2003,NUTS,2010,PT17,2,531.689
2004,NUTS,2010,PT17,2,587.798
2005,NUTS,2010,PT17,2,643.908
2006,NUTS,2010,PT17,2,847.405
2007,NUTS,2010,PT17,2,1050.901
2008,NUTS,2010,PT17,2,1438.241
2009,NUTS,2010,PT17,2,1544.322
2010,NUTS,2010,PT17,2,1492.446
2011,NUTS,2010,PT17,2,1304.647
2012,NUTS,2010,PT17,2,1103.191
2013,NUTS,2010,PT17,2,1056.585
2014,NUTS,2010,PT17,2,1000.394
2015,NUTS,2010,PT17,2,986.638
2016,NUTS,2010,PT17,2,1071.716
2017,NUTS,2010,PT17,2,1107.908
2018,NUTS,2010,PT17,2,1195.152
2019,NUTS,2010,PT17,2,1293.603
2020,NUTS,2010,PT17,2,1398.045
2000,NUTS,2010,PT18,2,144.24
2001,NUTS,2010,PT18,2,163.047
2002,NUTS,2010,PT18,2,102.017
2003,NUTS,2010,PT18,2,40.986
2004,NUTS,2010,PT18,2,43.932
2005,NUTS,2010,PT18,2,46.877
2006,NUTS,2010,PT18,2,60.418
2007,NUTS,2010,PT18,2,73.959
2008,NUTS,2010,PT18,2,103.037
2009,NUTS,2010,PT18,2,85.162
2010,NUTS,2010,PT18,2,50.992
2011,NUTS,2010,PT18,2,48.387
2012,NUTS,2010,PT18,2,51.832
2013,NUTS,2010,PT18,2,50.345
2014,NUTS,2010,PT18,2,52.564
2015,NUTS,2010,PT18,2,60.637
2016,NUTS,2010,PT18,2,65.974
2017,NUTS,2010,PT18,2,72.154
2018,NUTS,2010,PT18,2,87.409
2019,NUTS,2010,PT18,2,104.346
2020,NUTS,2010,PT18,2,110.275
1988,NUTS,2010,PT2,1,1.356
1990,NUTS,2010,PT2,1,3.232
1992,NUTS,2010,PT2,1,4.257
1995,NUTS,2010,PT2,1,6.512
1997,NUTS,2010,PT2,1,8.601
1999,NUTS,2010,PT2,1,47.93
2000,NUTS,2010,PT2,1,8.46
2001,NUTS,2010,PT2,1,8.664
2002,NUTS,2010,PT2,1,10.486
2003,NUTS,2010,PT2,1,12.309
2004,NUTS,2010,PT2,1,11.813
2005,NUTS,2010,PT2,1,11.317
2006,NUTS,2010,PT2,1,12.915
2007,NUTS,2010,PT2,1,14.514
2008,NUTS,2010,PT2,1,15.475
2009,NUTS,2010,PT2,1,28.707
2010,NUTS,2010,PT2,1,14.21
2011,NUTS,2010,PT2,1,14.503
2012,NUTS,2010,PT2,1,20.973
2013,NUTS,2010,PT2,1,12.764
2014,NUTS,2010,PT2,1,13.029
2015,NUTS,2010,PT2,1,13.009
2016,NUTS,2010,PT2,1,11.818
2017,NUTS,2010,PT2,1,12.469
2018,NUTS,2010,PT2,1,13.517
2019,NUTS,2010,PT2,1,13.421
2020,NUTS,2010,PT2,1,14.204
1988,NUTS,2010,PT20,2,1.356
1990,NUTS,2010,PT20,2,3.232
1992,NUTS,2010,PT20,2,4.257
1995,NUTS,2010,PT20,2,6.512
1997,NUTS,2010,PT20,2,8.601
1999,NUTS,2010,PT20,2,47.93
2000,NUTS,2010,PT20,2,8.46
2001,NUTS,2010,PT20,2,8.664
2002,NUTS,2010,PT20,2,10.486
2003,NUTS,2010,PT20,2,12.309
2004,NUTS,2010,PT20,2,11.813
2005,NUTS,2010,PT20,2,11.317
2006,NUTS,2010,PT20,2,12.915
2007,NUTS,2010,PT20,2,14.514
2008,NUTS,2010,PT20,2,15.475
2009,NUTS,2010,PT20,2,28.707
2010,NUTS,2010,PT20,2,14.21
2011,NUTS,2010,PT20,2,14.503
2012,NUTS,2010,PT20,2,20.973
2013,NUTS,2010,PT20,2,12.764
2014,NUTS,2010,PT20,2,13.029
2015,NUTS,2010,PT20,2,13.009
2016,NUTS,2010,PT20,2,11.818
2017,NUTS,2010,PT20,2,12.469
2018,NUTS,2010,PT20,2,13.517
2019,NUTS,2010,PT20,2,13.421
2020,NUTS,2010,PT20,2,14.204
1988,NUTS,2010,PT3,1,0.354
1990,NUTS,2010,PT3,1,1.151
1992,NUTS,2010,PT3,1,1.664
1995,NUTS,2010,PT3,1,9.926
1997,NUTS,2010,PT3,1,9.227
1999,NUTS,2010,PT3,1,9.66
2000,NUTS,2010,PT3,1,31.746
2001,NUTS,2010,PT3,1,14.154
2002,NUTS,2010,PT3,1,10.895
2003,NUTS,2010,PT3,1,7.636
2004,NUTS,2010,PT3,1,9.973
2005,NUTS,2010,PT3,1,12.311
2006,NUTS,2010,PT3,1,13.419
2007,NUTS,2010,PT3,1,14.527
2008,NUTS,2010,PT3,1,20.197
2009,NUTS,2010,PT3,1,14.523
2010,NUTS,2010,PT3,1,16.861
2011,NUTS,2010,PT3,1,13.116
2012,NUTS,2010,PT3,1,11.992
2013,NUTS,2010,PT3,1,13.957
2014,NUTS,2010,PT3,1,14.761
2015,NUTS,2010,PT3,1,15.153
2016,NUTS,2010,PT3,1,13.651
2017,NUTS,2010,PT3,1,16.723
2018,NUTS,2010,PT3,1,19.006
2019,NUTS,2010,PT3,1,22.32
2020,NUTS,2010,PT3,1,22.941
1988,NUTS,2010,PT30,2,0.354
1990,NUTS,2010,PT30,2,1.151
1992,NUTS,2010,PT30,2,1.664
1995,NUTS,2010,PT30,2,9.926
