year,region_type,region_year_spec,region_id,region_level,pat_ep_rtot_gdp_beur
2006,NUTS,2010,DE300,3,8.241
2007,NUTS,2010,DE300,3,7.992
2008,NUTS,2010,DE300,3,7.549
2009,NUTS,2010,DE300,3,6.966
2010,NUTS,2010,DE300,3,6.869
2011,NUTS,2010,DE300,3,6.335
2012,NUTS,2010,DE300,3,5.248
2000,NUTS,2010,DE4,1,3.734
2001,NUTS,2010,DE4,1,4.007
2002,NUTS,2010,DE4,1,4.194
2003,NUTS,2010,DE4,1,4.508
2004,NUTS,2010,DE4,1,4.408
2005,NUTS,2010,DE4,1,5.238
2006,NUTS,2010,DE4,1,5.723
2007,NUTS,2010,DE4,1,5.832
2008,NUTS,2010,DE4,1,5.254
2009,NUTS,2010,DE4,1,5.449
2010,NUTS,2010,DE4,1,4.746
2011,NUTS,2010,DE4,1,4.23
2012,NUTS,2010,DE4,1,3.734
2000,NUTS,2010,DE40,2,3.734
2001,NUTS,2010,DE40,2,4.007
2002,NUTS,2010,DE40,2,4.194
2003,NUTS,2010,DE40,2,4.508
2004,NUTS,2010,DE40,2,4.408
2005,NUTS,2010,DE40,2,5.238
2006,NUTS,2010,DE40,2,5.723
2007,NUTS,2010,DE40,2,5.832
2008,NUTS,2010,DE40,2,5.254
2009,NUTS,2010,DE40,2,5.449
2010,NUTS,2010,DE40,2,4.746
2011,NUTS,2010,DE40,2,4.23
2012,NUTS,2010,DE40,2,3.734
2000,NUTS,2010,DE401,3,1.094
2001,NUTS,2010,DE401,3,1.139
2002,NUTS,2010,DE401,3,1.526
2003,NUTS,2010,DE401,3,2.224
2004,NUTS,2010,DE401,3,4.154
2005,NUTS,2010,DE401,3,2.072
2006,NUTS,2010,DE401,3,4.455
2007,NUTS,2010,DE401,3,2.03
2008,NUTS,2010,DE401,3,0.523
2009,NUTS,2010,DE401,3,2.179
2010,NUTS,2010,DE401,3,1.852
2011,NUTS,2010,DE401,3,1.225
2012,NUTS,2010,DE401,3,0.88
2000,NUTS,2010,DE402,3,0.869
2001,NUTS,2010,DE402,3,0.076
2002,NUTS,2010,DE402,3,1.284
2003,NUTS,2010,DE402,3,0.594
2004,NUTS,2010,DE402,3,0.929
2005,NUTS,2010,DE402,3,0.648
2006,NUTS,2010,DE402,3,1.962
2007,NUTS,2010,DE402,3,0.985
2008,NUTS,2010,DE402,3,1.191
2009,NUTS,2010,DE402,3,0.864
2010,NUTS,2010,DE402,3,1.853
2011,NUTS,2010,DE402,3,1.368
2012,NUTS,2010,DE402,3,2.231
2000,NUTS,2010,DE403,3,2.661
2001,NUTS,2010,DE403,3,2.606
2002,NUTS,2010,DE403,3,0.725
2003,NUTS,2010,DE403,3,1.265
2004,NUTS,2010,DE403,3,1.838
2005,NUTS,2010,DE403,3,1.171
2006,NUTS,2010,DE403,3,2.335
2007,NUTS,2010,DE403,3,3.213
2008,NUTS,2010,DE403,3,1.556
2009,NUTS,2010,DE403,3,2.883
2010,NUTS,2010,DE403,3,2.218
2011,NUTS,2010,DE403,3,2.433
2012,NUTS,2010,DE403,3,1.181
2000,NUTS,2010,DE404,3,3.846
2001,NUTS,2010,DE404,3,5.31
2002,NUTS,2010,DE404,3,5.72
2003,NUTS,2010,DE404,3,4.246
2004,NUTS,2010,DE404,3,3.371
2005,NUTS,2010,DE404,3,5.769
2006,NUTS,2010,DE404,3,4.774
2007,NUTS,2010,DE404,3,7.396
2008,NUTS,2010,DE404,3,6.169
2009,NUTS,2010,DE404,3,8.944
2010,NUTS,2010,DE404,3,5.883
2011,NUTS,2010,DE404,3,4.522
2012,NUTS,2010,DE404,3,3.763
2000,NUTS,2010,DE405,3,4.114
2001,NUTS,2010,DE405,3,7.274
2002,NUTS,2010,DE405,3,5.28
2003,NUTS,2010,DE405,3,6.687
2004,NUTS,2010,DE405,3,4.764
2005,NUTS,2010,DE405,3,8.06
2006,NUTS,2010,DE405,3,7.308
2007,NUTS,2010,DE405,3,10.8
2008,NUTS,2010,DE405,3,7.427
2009,NUTS,2010,DE405,3,8.427
2010,NUTS,2010,DE405,3,6.112
2011,NUTS,2010,DE405,3,6.481
2012,NUTS,2010,DE405,3,5.449
2000,NUTS,2010,DE406,3,2.492
2001,NUTS,2010,DE406,3,1.92
2002,NUTS,2010,DE406,3,3.201
2003,NUTS,2010,DE406,3,5.395
2004,NUTS,2010,DE406,3,3.514
2005,NUTS,2010,DE406,3,4.181
2006,NUTS,2010,DE406,3,3.006
2007,NUTS,2010,DE406,3,4.273
2008,NUTS,2010,DE406,3,4.961
2009,NUTS,2010,DE406,3,4.25
2010,NUTS,2010,DE406,3,4.094
2011,NUTS,2010,DE406,3,3.314
2012,NUTS,2010,DE406,3,4.113
2000,NUTS,2010,DE407,3,1.442
2001,NUTS,2010,DE407,3,1.567
2002,NUTS,2010,DE407,3,2.124
2003,NUTS,2010,DE407,3,1.355
2004,NUTS,2010,DE407,3,1.119
2005,NUTS,2010,DE407,3,1.174
2006,NUTS,2010,DE407,3,2.629
2007,NUTS,2010,DE407,3,1.414
2008,NUTS,2010,DE407,3,4.369
2009,NUTS,2010,DE407,3,5.871
2010,NUTS,2010,DE407,3,2.47
2011,NUTS,2010,DE407,3,4.866
2012,NUTS,2010,DE407,3,3.092
2000,NUTS,2010,DE408,3,11.235
2001,NUTS,2010,DE408,3,7.391
2002,NUTS,2010,DE408,3,7.459
2003,NUTS,2010,DE408,3,11.184
2004,NUTS,2010,DE408,3,12.744
2005,NUTS,2010,DE408,3,14.575
2006,NUTS,2010,DE408,3,14.949
2007,NUTS,2010,DE408,3,20.639
2008,NUTS,2010,DE408,3,17.364
2009,NUTS,2010,DE408,3,14.99
2010,NUTS,2010,DE408,3,14.736
2011,NUTS,2010,DE408,3,14.083
2012,NUTS,2010,DE408,3,13.446
2000,NUTS,2010,DE409,3,2.035
2001,NUTS,2010,DE409,3,3.12
2002,NUTS,2010,DE409,3,2.678
2003,NUTS,2010,DE409,3,2.484
2004,NUTS,2010,DE409,3,3.288
2005,NUTS,2010,DE409,3,4.756
2006,NUTS,2010,DE409,3,3.565
2007,NUTS,2010,DE409,3,3.684
2008,NUTS,2010,DE409,3,3.969
2009,NUTS,2010,DE409,3,4.579
2010,NUTS,2010,DE409,3,4.243
2011,NUTS,2010,DE409,3,5.084
2012,NUTS,2010,DE409,3,2.26
2000,NUTS,2010,DE40A,3,7.455
2001,NUTS,2010,DE40A,3,8.435
2002,NUTS,2010,DE40A,3,8.301
2003,NUTS,2010,DE40A,3,10.579
2004,NUTS,2010,DE40A,3,10.116
2005,NUTS,2010,DE40A,3,12.149
2006,NUTS,2010,DE40A,3,12.967
2007,NUTS,2010,DE40A,3,9.752
2008,NUTS,2010,DE40A,3,10.155
2009,NUTS,2010,DE40A,3,8.695
2010,NUTS,2010,DE40A,3,9.48
2011,NUTS,2010,DE40A,3,7.842
2012,NUTS,2010,DE40A,3,8.125
2000,NUTS,2010,DE40B,3,4.134
2001,NUTS,2010,DE40B,3,6.478
2002,NUTS,2010,DE40B,3,4.825
2003,NUTS,2010,DE40B,3,2.365
2004,NUTS,2010,DE40B,3,2.894
2005,NUTS,2010,DE40B,3,3.158
2006,NUTS,2010,DE40B,3,4.947
2007,NUTS,2010,DE40B,3,2.193
2008,NUTS,2010,DE40B,3,1.988
2009,NUTS,2010,DE40B,3,3.31
2010,NUTS,2010,DE40B,3,2.915
2011,NUTS,2010,DE40B,3,1.973
2012,NUTS,2010,DE40B,3,1.869
2000,NUTS,2010,DE40C,3,1.44
2001,NUTS,2010,DE40C,3,2.522
2002,NUTS,2010,DE40C,3,2.608
2003,NUTS,2010,DE40C,3,2.487
2004,NUTS,2010,DE40C,3,2.416
2005,NUTS,2010,DE40C,3,2.135
2006,NUTS,2010,DE40C,3,3.823
2007,NUTS,2010,DE40C,3,3.688
2008,NUTS,2010,DE40C,3,1.764
2009,NUTS,2010,DE40C,3,1.931
2010,NUTS,2010,DE40C,3,1.787
2011,NUTS,2010,DE40C,3,1.422
2012,NUTS,2010,DE40C,3,1.908
2000,NUTS,2010,DE40D,3,0.264
2001,NUTS,2010,DE40D,3,1.634
2002,NUTS,2010,DE40D,3,1.217
2003,NUTS,2010,DE40D,3,0.277
2004,NUTS,2010,DE40D,3,1.961
2005,NUTS,2010,DE40D,3,1.665
2006,NUTS,2010,DE40D,3,1.948
2007,NUTS,2010,DE40D,3,1.931
2008,NUTS,2010,DE40D,3,1.196
2009,NUTS,2010,DE40D,3,2.967
2010,NUTS,2010,DE40D,3,1.503
2011,NUTS,2010,DE40D,3,0.589
2012,NUTS,2010,DE40D,3,0.461
2000,NUTS,2010,DE40E,3,14.539
2001,NUTS,2010,DE40E,3,11.562
2002,NUTS,2010,DE40E,3,13.207
2003,NUTS,2010,DE40E,3,9.975
2004,NUTS,2010,DE40E,3,13.206
2005,NUTS,2010,DE40E,3,15.224
2006,NUTS,2010,DE40E,3,15.529
2007,NUTS,2010,DE40E,3,12.03
2008,NUTS,2010,DE40E,3,9.042
2009,NUTS,2010,DE40E,3,11.759
2010,NUTS,2010,DE40E,3,12.764
2011,NUTS,2010,DE40E,3,8.559
2012,NUTS,2010,DE40E,3,7.024
2000,NUTS,2010,DE40F,3,0.901
2001,NUTS,2010,DE40F,3,0.141
2002,NUTS,2010,DE40F,3,1.266
2003,NUTS,2010,DE40F,3,1.032
2004,NUTS,2010,DE40F,3,1.386
2005,NUTS,2010,DE40F,3,2.258
2006,NUTS,2010,DE40F,3,2.947
2007,NUTS,2010,DE40F,3,2.556
2008,NUTS,2010,DE40F,3,1.875
2009,NUTS,2010,DE40F,3,3.116
2010,NUTS,2010,DE40F,3,2.552
2011,NUTS,2010,DE40F,3,2.582
2012,NUTS,2010,DE40F,3,1.837
2000,NUTS,2010,DE40G,3,0.637
2001,NUTS,2010,DE40G,3,0.398
2003,NUTS,2010,DE40G,3,0.329
2004,NUTS,2010,DE40G,3,1.282
2005,NUTS,2010,DE40G,3,0.562
2006,NUTS,2010,DE40G,3,0.595
2007,NUTS,2010,DE40G,3,0.603
2008,NUTS,2010,DE40G,3,1.229
2009,NUTS,2010,DE40G,3,0.405
2010,NUTS,2010,DE40G,3,0.613
2011,NUTS,2010,DE40G,3,0.636
2012,NUTS,2010,DE40G,3,0.395
2000,NUTS,2010,DE40H,3,3.447
2001,NUTS,2010,DE40H,3,3.783
2002,NUTS,2010,DE40H,3,5.339
2003,NUTS,2010,DE40H,3,8.502
2004,NUTS,2010,DE40H,3,4.135
2005,NUTS,2010,DE40H,3,5.131
2006,NUTS,2010,DE40H,3,7.758
2007,NUTS,2010,DE40H,3,8.951
2008,NUTS,2010,DE40H,3,10.3
2009,NUTS,2010,DE40H,3,6.12
2010,NUTS,2010,DE40H,3,4.326
2011,NUTS,2010,DE40H,3,4.683
2012,NUTS,2010,DE40H,3,3.677
2000,NUTS,2010,DE40I,3,0.091
2001,NUTS,2010,DE40I,3,0.69
2002,NUTS,2010,DE40I,3,0.904
2003,NUTS,2010,DE40I,3,0.761
2004,NUTS,2010,DE40I,3,0.737
2005,NUTS,2010,DE40I,3,0.461
2006,NUTS,2010,DE40I,3,1.284
2007,NUTS,2010,DE40I,3,1.113
2008,NUTS,2010,DE40I,3,1.705
2009,NUTS,2010,DE40I,3,0.593
2010,NUTS,2010,DE40I,3,0.596
2011,NUTS,2010,DE40I,3,0.665
2012,NUTS,2010,DE40I,3,0.617
2000,NUTS,2010,DE5,1,2.131
2001,NUTS,2010,DE5,1,2.588
2002,NUTS,2010,DE5,1,1.505
2003,NUTS,2010,DE5,1,2.855
2004,NUTS,2010,DE5,1,2.717
2005,NUTS,2010,DE5,1,2.681
2006,NUTS,2010,DE5,1,3.071
2007,NUTS,2010,DE5,1,2.27
2008,NUTS,2010,DE5,1,2.214
2009,NUTS,2010,DE5,1,2.773
2010,NUTS,2010,DE5,1,2.415
2011,NUTS,2010,DE5,1,2.533
2012,NUTS,2010,DE5,1,1.934
2000,NUTS,2010,DE50,2,2.131
2001,NUTS,2010,DE50,2,2.588
2002,NUTS,2010,DE50,2,1.505
2003,NUTS,2010,DE50,2,2.855
2004,NUTS,2010,DE50,2,2.717
2005,NUTS,2010,DE50,2,2.681
2006,NUTS,2010,DE50,2,3.071
2007,NUTS,2010,DE50,2,2.27
2008,NUTS,2010,DE50,2,2.214
2009,NUTS,2010,DE50,2,2.773
2010,NUTS,2010,DE50,2,2.415
2011,NUTS,2010,DE50,2,2.533
2012,NUTS,2010,DE50,2,1.934
2000,NUTS,2010,DE501,3,2.194
2001,NUTS,2010,DE501,3,2.762
2002,NUTS,2010,DE501,3,1.519
2003,NUTS,2010,DE501,3,3.138
2004,NUTS,2010,DE501,3,2.818
2005,NUTS,2010,DE501,3,2.738
2006,NUTS,2010,DE501,3,3.339
2007,NUTS,2010,DE501,3,2.265
2008,NUTS,2010,DE501,3,2.487
2009,NUTS,2010,DE501,3,3.071
2010,NUTS,2010,DE501,3,2.622
2011,NUTS,2010,DE501,3,2.588
2012,NUTS,2010,DE501,3,2.174
2000,NUTS,2010,DE502,3,1.688
2001,NUTS,2010,DE502,3,1.318
2002,NUTS,2010,DE502,3,1.396
2003,NUTS,2010,DE502,3,0.834
2004,NUTS,2010,DE502,3,1.969
2005,NUTS,2010,DE502,3,2.283
2006,NUTS,2010,DE502,3,1.194
2007,NUTS,2010,DE502,3,2.305
2008,NUTS,2010,DE502,3,0.353
2009,NUTS,2010,DE502,3,1.042
2010,NUTS,2010,DE502,3,1.155
2011,NUTS,2010,DE502,3,2.2
2012,NUTS,2010,DE502,3,0.469
2000,NUTS,2010,DE6,1,4.073
2001,NUTS,2010,DE6,1,4.494
2002,NUTS,2010,DE6,1,4.086
2003,NUTS,2010,DE6,1,4.498
2004,NUTS,2010,DE6,1,4.18
2005,NUTS,2010,DE6,1,4.448
2006,NUTS,2010,DE6,1,4.115
2007,NUTS,2010,DE6,1,3.866
2008,NUTS,2010,DE6,1,4.309
2009,NUTS,2010,DE6,1,4.261
2010,NUTS,2010,DE6,1,3.522
2011,NUTS,2010,DE6,1,4.482
2012,NUTS,2010,DE6,1,3.7
2000,NUTS,2010,DE60,2,4.073
2001,NUTS,2010,DE60,2,4.494
2002,NUTS,2010,DE60,2,4.086
2003,NUTS,2010,DE60,2,4.498
2004,NUTS,2010,DE60,2,4.18
2005,NUTS,2010,DE60,2,4.448
2006,NUTS,2010,DE60,2,4.115
2007,NUTS,2010,DE60,2,3.866
2008,NUTS,2010,DE60,2,4.309
2009,NUTS,2010,DE60,2,4.261
2010,NUTS,2010,DE60,2,3.522
2011,NUTS,2010,DE60,2,4.482
2012,NUTS,2010,DE60,2,3.7
2000,NUTS,2010,DE600,3,4.073
2001,NUTS,2010,DE600,3,4.494
2002,NUTS,2010,DE600,3,4.086
2003,NUTS,2010,DE600,3,4.498
2004,NUTS,2010,DE600,3,4.18
2005,NUTS,2010,DE600,3,4.448
2006,NUTS,2010,DE600,3,4.115
2007,NUTS,2010,DE600,3,3.866
2008,NUTS,2010,DE600,3,4.309
2009,NUTS,2010,DE600,3,4.261
2010,NUTS,2010,DE600,3,3.522
2011,NUTS,2010,DE600,3,4.482
2012,NUTS,2010,DE600,3,3.7
2000,NUTS,2010,DE7,1,10.304
2001,NUTS,2010,DE7,1,9.056
2002,NUTS,2010,DE7,1,9.016
2003,NUTS,2010,DE7,1,8.46
2004,NUTS,2010,DE7,1,9.308
2005,NUTS,2010,DE7,1,9.278
2006,NUTS,2010,DE7,1,8.782
2007,NUTS,2010,DE7,1,8.918
2008,NUTS,2010,DE7,1,7.522
2009,NUTS,2010,DE7,1,7.992
2010,NUTS,2010,DE7,1,7.646
2011,NUTS,2010,DE7,1,7.722
2012,NUTS,2010,DE7,1,5.604
2000,NUTS,2010,DE71,2,11.629
2001,NUTS,2010,DE71,2,9.885
2002,NUTS,2010,DE71,2,10.083
2003,NUTS,2010,DE71,2,9.267
2004,NUTS,2010,DE71,2,10.314
2005,NUTS,2010,DE71,2,10.199
2006,NUTS,2010,DE71,2,9.474
2007,NUTS,2010,DE71,2,9.921
2008,NUTS,2010,DE71,2,8.067
2009,NUTS,2010,DE71,2,8.311
2010,NUTS,2010,DE71,2,8.115
2011,NUTS,2010,DE71,2,8.1
2012,NUTS,2010,DE71,2,5.559
2000,NUTS,2010,DE711,3,22.94
2001,NUTS,2010,DE711,3,15.32
2002,NUTS,2010,DE711,3,16.702
2003,NUTS,2010,DE711,3,17.779
2004,NUTS,2010,DE711,3,16.34
2005,NUTS,2010,DE711,3,17.175
2006,NUTS,2010,DE711,3,15.069
2007,NUTS,2010,DE711,3,14.397
2008,NUTS,2010,DE711,3,12.148
2009,NUTS,2010,DE711,3,11.689
2010,NUTS,2010,DE711,3,12.74
2011,NUTS,2010,DE711,3,11.965
2012,NUTS,2010,DE711,3,9.588
2000,NUTS,2010,DE712,3,3.506
2001,NUTS,2010,DE712,3,3.04
2002,NUTS,2010,DE712,3,3.895
2003,NUTS,2010,DE712,3,3.176
2004,NUTS,2010,DE712,3,3.554
2005,NUTS,2010,DE712,3,3.74
2006,NUTS,2010,DE712,3,3.54
2007,NUTS,2010,DE712,3,3.724
2008,NUTS,2010,DE712,3,3.543
2009,NUTS,2010,DE712,3,4.253
2010,NUTS,2010,DE712,3,4.2
2011,NUTS,2010,DE712,3,5.183
2012,NUTS,2010,DE712,3,2.897
2000,NUTS,2010,DE713,3,5.566
2001,NUTS,2010,DE713,3,3.924
2002,NUTS,2010,DE713,3,3.747
2003,NUTS,2010,DE713,3,4.904
2004,NUTS,2010,DE713,3,5.251
2005,NUTS,2010,DE713,3,5.387
2006,NUTS,2010,DE713,3,8.458
2007,NUTS,2010,DE713,3,8.111
2008,NUTS,2010,DE713,3,3.977
2009,NUTS,2010,DE713,3,3.303
2010,NUTS,2010,DE713,3,3.46
2011,NUTS,2010,DE713,3,3.108
2012,NUTS,2010,DE713,3,3.888
2000,NUTS,2010,DE714,3,6.497
2001,NUTS,2010,DE714,3,3.744
2002,NUTS,2010,DE714,3,5.492
2003,NUTS,2010,DE714,3,4.612
2004,NUTS,2010,DE714,3,5.619
2005,NUTS,2010,DE714,3,5.161
2006,NUTS,2010,DE714,3,4.516
2007,NUTS,2010,DE714,3,4.849
2008,NUTS,2010,DE714,3,2.882
2009,NUTS,2010,DE714,3,2.924
2010,NUTS,2010,DE714,3,2.441
2011,NUTS,2010,DE714,3,3.549
2012,NUTS,2010,DE714,3,2.41
2000,NUTS,2010,DE715,3,23.394
2001,NUTS,2010,DE715,3,21.448
2002,NUTS,2010,DE715,3,20.233
2003,NUTS,2010,DE715,3,16.945
2004,NUTS,2010,DE715,3,17.926
2005,NUTS,2010,DE715,3,17.63
2006,NUTS,2010,DE715,3,17.406
2007,NUTS,2010,DE715,3,22.867
2008,NUTS,2010,DE715,3,14.431
2009,NUTS,2010,DE715,3,17.557
2010,NUTS,2010,DE715,3,15.864
2011,NUTS,2010,DE715,3,16.059
2012,NUTS,2010,DE715,3,9.97
2000,NUTS,2010,DE716,3,38.33
2001,NUTS,2010,DE716,3,31.253
2002,NUTS,2010,DE716,3,31.608
2003,NUTS,2010,DE716,3,27.337
2004,NUTS,2010,DE716,3,29.122
2005,NUTS,2010,DE716,3,28.728
2006,NUTS,2010,DE716,3,24.955
2007,NUTS,2010,DE716,3,25.985
2008,NUTS,2010,DE716,3,23.434
2009,NUTS,2010,DE716,3,24.163
2010,NUTS,2010,DE716,3,22.866
2011,NUTS,2010,DE716,3,18.225
2012,NUTS,2010,DE716,3,12.604
2000,NUTS,2010,DE717,3,8.467
2001,NUTS,2010,DE717,3,7.543
2002,NUTS,2010,DE717,3,7.201
2003,NUTS,2010,DE717,3,7.311
2004,NUTS,2010,DE717,3,7.507
2005,NUTS,2010,DE717,3,9.332
2006,NUTS,2010,DE717,3,8.209
2007,NUTS,2010,DE717,3,7.611
2008,NUTS,2010,DE717,3,5.527
2009,NUTS,2010,DE717,3,6.115
2010,NUTS,2010,DE717,3,5.057
2011,NUTS,2010,DE717,3,4.133
2012,NUTS,2010,DE717,3,2.783
2000,NUTS,2010,DE718,3,10.926
2001,NUTS,2010,DE718,3,12.559
2002,NUTS,2010,DE718,3,13.244
2003,NUTS,2010,DE718,3,8.857
2004,NUTS,2010,DE718,3,13.487
2005,NUTS,2010,DE718,3,13.603
2006,NUTS,2010,DE718,3,8.258
2007,NUTS,2010,DE718,3,10.207
2008,NUTS,2010,DE718,3,9.372
2009,NUTS,2010,DE718,3,11.182
2010,NUTS,2010,DE718,3,8.538
2011,NUTS,2010,DE718,3,9.641
2012,NUTS,2010,DE718,3,8.221
2000,NUTS,2010,DE719,3,21.153
2001,NUTS,2010,DE719,3,14.792
2002,NUTS,2010,DE719,3,14.903
2003,NUTS,2010,DE719,3,14.765
2004,NUTS,2010,DE719,3,17.191
2005,NUTS,2010,DE719,3,13.42
2006,NUTS,2010,DE719,3,13.48
2007,NUTS,2010,DE719,3,13.58
2008,NUTS,2010,DE719,3,13.656
2009,NUTS,2010,DE719,3,11.03
2010,NUTS,2010,DE719,3,11.058
2011,NUTS,2010,DE719,3,9.54
2012,NUTS,2010,DE719,3,7.405
2000,NUTS,2010,DE71A,3,17.525
2001,NUTS,2010,DE71A,3,20.174
2002,NUTS,2010,DE71A,3,18.143
2003,NUTS,2010,DE71A,3,18.126
2004,NUTS,2010,DE71A,3,20.985
2005,NUTS,2010,DE71A,3,18.982
2006,NUTS,2010,DE71A,3,16.772
2007,NUTS,2010,DE71A,3,18.351
2008,NUTS,2010,DE71A,3,13.374
2009,NUTS,2010,DE71A,3,11.853
2010,NUTS,2010,DE71A,3,12.801
2011,NUTS,2010,DE71A,3,11.423
2012,NUTS,2010,DE71A,3,8.002
2000,NUTS,2010,DE71B,3,12.694
2001,NUTS,2010,DE71B,3,10.959
2002,NUTS,2010,DE71B,3,8.174
2003,NUTS,2010,DE71B,3,14.087
2004,NUTS,2010,DE71B,3,12.319
2005,NUTS,2010,DE71B,3,12.995
2006,NUTS,2010,DE71B,3,16.309
2007,NUTS,2010,DE71B,3,14.164
2008,NUTS,2010,DE71B,3,7.618
2009,NUTS,2010,DE71B,3,9.787
2010,NUTS,2010,DE71B,3,6.315
2011,NUTS,2010,DE71B,3,6.872
2012,NUTS,2010,DE71B,3,8.785
2000,NUTS,2010,DE71C,3,12.657
2001,NUTS,2010,DE71C,3,11.888
2002,NUTS,2010,DE71C,3,10.204
2003,NUTS,2010,DE71C,3,9.707
2004,NUTS,2010,DE71C,3,10.964
2005,NUTS,2010,DE71C,3,12.358
2006,NUTS,2010,DE71C,3,16.418
2007,NUTS,2010,DE71C,3,14.521
2008,NUTS,2010,DE71C,3,10.624
2009,NUTS,2010,DE71C,3,11.51
2010,NUTS,2010,DE71C,3,10.137
2011,NUTS,2010,DE71C,3,10.838
2012,NUTS,2010,DE71C,3,6.816
2000,NUTS,2010,DE71D,3,25.479
2001,NUTS,2010,DE71D,3,18.393
2002,NUTS,2010,DE71D,3,15.277
2003,NUTS,2010,DE71D,3,20.088
2004,NUTS,2010,DE71D,3,18.275
2005,NUTS,2010,DE71D,3,18.17
2006,NUTS,2010,DE71D,3,13.467
2007,NUTS,2010,DE71D,3,13.388
2008,NUTS,2010,DE71D,3,11.424
2009,NUTS,2010,DE71D,3,11.546
2010,NUTS,2010,DE71D,3,10.631
2011,NUTS,2010,DE71D,3,10.375
2012,NUTS,2010,DE71D,3,7.463
2000,NUTS,2010,DE71E,3,16.065
2001,NUTS,2010,DE71E,3,13.633
2002,NUTS,2010,DE71E,3,14.625
2003,NUTS,2010,DE71E,3,10.882
2004,NUTS,2010,DE71E,3,13.565
2005,NUTS,2010,DE71E,3,13.603
2006,NUTS,2010,DE71E,3,11.905
2007,NUTS,2010,DE71E,3,12.811
2008,NUTS,2010,DE71E,3,11.589
2009,NUTS,2010,DE71E,3,10.18
2010,NUTS,2010,DE71E,3,14.069
2011,NUTS,2010,DE71E,3,11.387
2012,NUTS,2010,DE71E,3,7.178
2000,NUTS,2010,DE72,2,10.468
2001,NUTS,2010,DE72,2,9.835
2002,NUTS,2010,DE72,2,9.625
2003,NUTS,2010,DE72,2,9.417
2004,NUTS,2010,DE72,2,9.923
2005,NUTS,2010,DE72,2,10.396
2006,NUTS,2010,DE72,2,8.523
2007,NUTS,2010,DE72,2,7.306
2008,NUTS,2010,DE72,2,7.2
2009,NUTS,2010,DE72,2,8.654
2010,NUTS,2010,DE72,2,7.948
2011,NUTS,2010,DE72,2,8.627
2012,NUTS,2010,DE72,2,6.67
2000,NUTS,2010,DE721,3,7.926
2001,NUTS,2010,DE721,3,9.551
2002,NUTS,2010,DE721,3,7.426
2003,NUTS,2010,DE721,3,7.933
2004,NUTS,2010,DE721,3,6.761
2005,NUTS,2010,DE721,3,6.67
2006,NUTS,2010,DE721,3,4.913
2007,NUTS,2010,DE721,3,4.679
2008,NUTS,2010,DE721,3,5.772
2009,NUTS,2010,DE721,3,8.348
2010,NUTS,2010,DE721,3,8.931
2011,NUTS,2010,DE721,3,9.387
2012,NUTS,2010,DE721,3,6.899
2000,NUTS,2010,DE722,3,14.204
2001,NUTS,2010,DE722,3,11.436
2002,NUTS,2010,DE722,3,11.419
2003,NUTS,2010,DE722,3,10.122
2004,NUTS,2010,DE722,3,11.681
2005,NUTS,2010,DE722,3,11.687
2006,NUTS,2010,DE722,3,7.873
2007,NUTS,2010,DE722,3,6.965
2008,NUTS,2010,DE722,3,7.611
2009,NUTS,2010,DE722,3,6.719
2010,NUTS,2010,DE722,3,7.133
2011,NUTS,2010,DE722,3,7.626
2012,NUTS,2010,DE722,3,7.447
2000,NUTS,2010,DE723,3,11.847
2001,NUTS,2010,DE723,3,9.37
2002,NUTS,2010,DE723,3,14.419
2003,NUTS,2010,DE723,3,9.522
2004,NUTS,2010,DE723,3,10.351
2005,NUTS,2010,DE723,3,13.502
2006,NUTS,2010,DE723,3,10.717
2007,NUTS,2010,DE723,3,10.372
2008,NUTS,2010,DE723,3,6.853
2009,NUTS,2010,DE723,3,8.261
2010,NUTS,2010,DE723,3,5.685
2011,NUTS,2010,DE723,3,6.888
2012,NUTS,2010,DE723,3,5.429
2000,NUTS,2010,DE724,3,8.429
2001,NUTS,2010,DE724,3,9.4
2002,NUTS,2010,DE724,3,9.187
2003,NUTS,2010,DE724,3,9.795
2004,NUTS,2010,DE724,3,12.319
2005,NUTS,2010,DE724,3,11.496
2006,NUTS,2010,DE724,3,12.898
2007,NUTS,2010,DE724,3,9.327
2008,NUTS,2010,DE724,3,9.035
2009,NUTS,2010,DE724,3,11.145
2010,NUTS,2010,DE724,3,8.981
2011,NUTS,2010,DE724,3,11.228
2012,NUTS,2010,DE724,3,7.625
2000,NUTS,2010,DE725,3,11.606
2001,NUTS,2010,DE725,3,8.275
2002,NUTS,2010,DE725,3,5.429
2003,NUTS,2010,DE725,3,10.964
2004,NUTS,2010,DE725,3,7.282
2005,NUTS,2010,DE725,3,10.082
2006,NUTS,2010,DE725,3,5.456
2007,NUTS,2010,DE725,3,5.67
2008,NUTS,2010,DE725,3,5.363
2009,NUTS,2010,DE725,3,8.412
2010,NUTS,2010,DE725,3,7.976
2011,NUTS,2010,DE725,3,4.189
2012,NUTS,2010,DE725,3,2.749
2000,NUTS,2010,DE73,2,4.156
2001,NUTS,2010,DE73,2,4.619
2002,NUTS,2010,DE73,2,3.716
2003,NUTS,2010,DE73,2,4.095
2004,NUTS,2010,DE73,2,4.256
2005,NUTS,2010,DE73,2,4.175
2006,NUTS,2010,DE73,2,5.86
2007,NUTS,2010,DE73,2,5.699
2008,NUTS,2010,DE73,2,5.311
2009,NUTS,2010,DE73,2,6.01
2010,NUTS,2010,DE73,2,5.32
2011,NUTS,2010,DE73,2,5.298
2012,NUTS,2010,DE73,2,4.954
