year,region_type,region_year_spec,region_id,region_level,pat_ep_rtot_p_mhab
2011,NUTS,2010,DE275,3,337.697
2012,NUTS,2010,DE275,3,387.304
2011,NUTS,2010,DE276,3,409.634
2012,NUTS,2010,DE276,3,285.91
2011,NUTS,2010,DE277,3,374.282
2012,NUTS,2010,DE277,3,212.077
2011,NUTS,2010,DE278,3,271.812
2012,NUTS,2010,DE278,3,238.135
2011,NUTS,2010,DE279,3,350.596
2012,NUTS,2010,DE279,3,321.705
2011,NUTS,2010,DE27A,3,466.347
2012,NUTS,2010,DE27A,3,308.53
2011,NUTS,2010,DE27B,3,433.295
2012,NUTS,2010,DE27B,3,331.022
2011,NUTS,2010,DE27C,3,368.113
2012,NUTS,2010,DE27C,3,418.754
2011,NUTS,2010,DE27D,3,275.943
2012,NUTS,2010,DE27D,3,201.591
2011,NUTS,2010,DE27E,3,238.784
2012,NUTS,2010,DE27E,3,234.484
2011,NUTS,2010,DE3,1,198.149
2012,NUTS,2010,DE3,1,164.349
2011,NUTS,2010,DE30,2,198.149
2012,NUTS,2010,DE30,2,164.349
2011,NUTS,2010,DE300,3,198.149
2012,NUTS,2010,DE300,3,164.349
2011,NUTS,2010,DE4,1,97.708
2012,NUTS,2010,DE4,1,88.266
2011,NUTS,2010,DE40,2,97.708
2012,NUTS,2010,DE40,2,88.266
2011,NUTS,2010,DE401,3,33.018
2012,NUTS,2010,DE401,3,24.184
2011,NUTS,2010,DE402,3,38.691
2012,NUTS,2010,DE402,3,64.232
2011,NUTS,2010,DE403,3,84.204
2012,NUTS,2010,DE403,3,38.332
2011,NUTS,2010,DE404,3,164.94
2012,NUTS,2010,DE404,3,137.506
2011,NUTS,2010,DE405,3,112.583
2012,NUTS,2010,DE405,3,97.992
2011,NUTS,2010,DE406,3,100.553
2012,NUTS,2010,DE406,3,123.92
2011,NUTS,2010,DE407,3,92.521
2012,NUTS,2010,DE407,3,59.66
2011,NUTS,2010,DE408,3,230.485
2012,NUTS,2010,DE408,3,229.73
2011,NUTS,2010,DE409,3,84.671
2012,NUTS,2010,DE409,3,38.382
2011,NUTS,2010,DE40A,3,176.592
2012,NUTS,2010,DE40A,3,181.467
2011,NUTS,2010,DE40B,3,39.859
2012,NUTS,2010,DE40B,3,37.826
2011,NUTS,2010,DE40C,3,28.446
2012,NUTS,2010,DE40C,3,39.607
2011,NUTS,2010,DE40D,3,12.151
2012,NUTS,2010,DE40D,3,9.794
2011,NUTS,2010,DE40E,3,163.603
2012,NUTS,2010,DE40E,3,139.393
2011,NUTS,2010,DE40F,3,54.863
2012,NUTS,2010,DE40F,3,39.198
2011,NUTS,2010,DE40G,3,19.778
2012,NUTS,2010,DE40G,3,13.637
2011,NUTS,2010,DE40H,3,119.775
2012,NUTS,2010,DE40H,3,98.548
2011,NUTS,2010,DE40I,3,14.414
2012,NUTS,2010,DE40I,3,13.965
2011,NUTS,2010,DE5,1,106.795
2012,NUTS,2010,DE5,1,85.075
2011,NUTS,2010,DE50,2,106.795
2012,NUTS,2010,DE50,2,85.075
2011,NUTS,2010,DE501,3,113.074
2012,NUTS,2010,DE501,3,99.103
2011,NUTS,2010,DE502,3,76.478
2012,NUTS,2010,DE502,3,16.994
2011,NUTS,2010,DE6,1,240.992
2012,NUTS,2010,DE6,1,201.074
2011,NUTS,2010,DE60,2,240.992
2012,NUTS,2010,DE60,2,201.074
2011,NUTS,2010,DE600,3,240.992
2012,NUTS,2010,DE600,3,201.074
2011,NUTS,2010,DE7,1,299.641
2012,NUTS,2010,DE7,1,217.935
2011,NUTS,2010,DE71,2,357.446
2012,NUTS,2010,DE71,2,244.7
2011,NUTS,2010,DE711,3,772.842
2012,NUTS,2010,DE711,3,607.842
2011,NUTS,2010,DE712,3,440.276
2012,NUTS,2010,DE712,3,246.472
2011,NUTS,2010,DE713,3,105.949
2012,NUTS,2010,DE713,3,131.861
2011,NUTS,2010,DE714,3,185.994
2012,NUTS,2010,DE714,3,127.277
2011,NUTS,2010,DE715,3,443.404
2012,NUTS,2010,DE715,3,286.794
2011,NUTS,2010,DE716,3,436.585
2012,NUTS,2010,DE716,3,303.587
2011,NUTS,2010,DE717,3,164.7
2012,NUTS,2010,DE717,3,101.033
2011,NUTS,2010,DE718,3,383.071
2012,NUTS,2010,DE718,3,327.593
2011,NUTS,2010,DE719,3,291.724
2012,NUTS,2010,DE719,3,226.66
2011,NUTS,2010,DE71A,3,546.883
2012,NUTS,2010,DE71A,3,372.17
2011,NUTS,2010,DE71B,3,164.585
2012,NUTS,2010,DE71B,3,210.649
2011,NUTS,2010,DE71C,3,378.659
2012,NUTS,2010,DE71C,3,232.363
2011,NUTS,2010,DE71D,3,225.147
2012,NUTS,2010,DE71D,3,164.484
2011,NUTS,2010,DE71E,3,285.623
2012,NUTS,2010,DE71E,3,182.858
2011,NUTS,2010,DE72,2,249.234
2012,NUTS,2010,DE72,2,193.59
2011,NUTS,2010,DE721,3,289.036
2012,NUTS,2010,DE721,3,212.443
2011,NUTS,2010,DE722,3,233.955
2012,NUTS,2010,DE722,3,227.308
2011,NUTS,2010,DE723,3,171.105
2012,NUTS,2010,DE723,3,136.654
2011,NUTS,2010,DE724,3,344.791
2012,NUTS,2010,DE724,3,235.19
2011,NUTS,2010,DE725,3,93.923
2012,NUTS,2010,DE725,3,63.756
2011,NUTS,2010,DE73,2,162.393
2012,NUTS,2010,DE73,2,154.366
2011,NUTS,2010,DE731,3,243.441
2012,NUTS,2010,DE731,3,238.136
2011,NUTS,2010,DE732,3,131.228
2012,NUTS,2010,DE732,3,126.294
2011,NUTS,2010,DE733,3,67.985
2012,NUTS,2010,DE733,3,139.907
2011,NUTS,2010,DE734,3,145.325
2012,NUTS,2010,DE734,3,188.843
2011,NUTS,2010,DE735,3,169.969
2012,NUTS,2010,DE735,3,96.076
2011,NUTS,2010,DE736,3,208.994
2012,NUTS,2010,DE736,3,170.766
2011,NUTS,2010,DE737,3,139.084
2012,NUTS,2010,DE737,3,69.053
2011,NUTS,2010,DE8,1,47.128
2012,NUTS,2010,DE8,1,39.272
2011,NUTS,2010,DE80,2,47.128
2012,NUTS,2010,DE80,2,39.272
2011,NUTS,2010,DE801,3,93.023
2012,NUTS,2010,DE801,3,40.508
2012,NUTS,2010,DE802,3,3.846
2011,NUTS,2010,DE803,3,88.441
2012,NUTS,2010,DE803,3,109.762
2011,NUTS,2010,DE804,3,37.387
2012,NUTS,2010,DE804,3,33.263
2011,NUTS,2010,DE805,3,18.727
2012,NUTS,2010,DE805,3,20.739
2011,NUTS,2010,DE806,3,95.727
2012,NUTS,2010,DE806,3,31.777
2011,NUTS,2010,DE807,3,108.45
2012,NUTS,2010,DE807,3,78.35
2011,NUTS,2010,DE808,3,31.46
2012,NUTS,2010,DE808,3,57.42
2011,NUTS,2010,DE809,3,40.407
2012,NUTS,2010,DE809,3,12.758
2011,NUTS,2010,DE80A,3,23.416
2012,NUTS,2010,DE80A,3,28.719
2011,NUTS,2010,DE80B,3,64.509
2012,NUTS,2010,DE80B,3,42.949
2011,NUTS,2010,DE80C,3,18.572
2012,NUTS,2010,DE80C,3,7.783
2011,NUTS,2010,DE80D,3,41.877
2012,NUTS,2010,DE80D,3,33.271
2011,NUTS,2010,DE80E,3,34.303
2012,NUTS,2010,DE80E,3,40.525
2011,NUTS,2010,DE80F,3,26.943
2012,NUTS,2010,DE80F,3,14.512
2011,NUTS,2010,DE80G,3,27.871
2012,NUTS,2010,DE80G,3,3.056
2011,NUTS,2010,DE80H,3,32.136
2012,NUTS,2010,DE80H,3,15.4
2011,NUTS,2010,DE80I,3,15.803
2012,NUTS,2010,DE80I,3,4.625
2011,NUTS,2010,DE9,1,185.239
2012,NUTS,2010,DE9,1,150.552
2011,NUTS,2010,DE91,2,221.658
2012,NUTS,2010,DE91,2,176.901
2011,NUTS,2010,DE911,3,413.233
2012,NUTS,2010,DE911,3,359.88
2011,NUTS,2010,DE912,3,74.223
2012,NUTS,2010,DE912,3,35.872
2011,NUTS,2010,DE913,3,257.47
2012,NUTS,2010,DE913,3,198.396
2011,NUTS,2010,DE914,3,230.36
2012,NUTS,2010,DE914,3,200.744
2011,NUTS,2010,DE915,3,272.289
2012,NUTS,2010,DE915,3,238.296
2011,NUTS,2010,DE916,3,216.622
2012,NUTS,2010,DE916,3,99.57
2011,NUTS,2010,DE917,3,202.184
2012,NUTS,2010,DE917,3,88.745
2011,NUTS,2010,DE918,3,107.723
2012,NUTS,2010,DE918,3,52.158
2011,NUTS,2010,DE919,3,35.951
2012,NUTS,2010,DE919,3,61.15
2011,NUTS,2010,DE91A,3,88.302
2012,NUTS,2010,DE91A,3,113.065
2011,NUTS,2010,DE91B,3,211.406
2012,NUTS,2010,DE91B,3,172.067
2011,NUTS,2010,DE92,2,231.878
2012,NUTS,2010,DE92,2,200.338
2011,NUTS,2010,DE922,3,150.545
2012,NUTS,2010,DE922,3,165.188
2011,NUTS,2010,DE923,3,151.021
2012,NUTS,2010,DE923,3,162.233
2011,NUTS,2010,DE925,3,157.465
2012,NUTS,2010,DE925,3,140.501
2011,NUTS,2010,DE926,3,310.896
2012,NUTS,2010,DE926,3,423.208
2011,NUTS,2010,DE927,3,92.058
2012,NUTS,2010,DE927,3,56.699
2011,NUTS,2010,DE928,3,202.134
2012,NUTS,2010,DE928,3,112.563
2011,NUTS,2010,DE929,3,291.027
2012,NUTS,2010,DE929,3,240.474
2011,NUTS,2010,DE93,2,159.587
2012,NUTS,2010,DE93,2,123.388
2011,NUTS,2010,DE931,3,132.472
2012,NUTS,2010,DE931,3,99.104
2011,NUTS,2010,DE932,3,88.594
2012,NUTS,2010,DE932,3,60.669
2011,NUTS,2010,DE933,3,227.814
2012,NUTS,2010,DE933,3,197.226
2011,NUTS,2010,DE934,3,44.094
2012,NUTS,2010,DE934,3,23.869
2011,NUTS,2010,DE935,3,121.616
2012,NUTS,2010,DE935,3,91.134
2011,NUTS,2010,DE936,3,74.815
2012,NUTS,2010,DE936,3,89.78
2011,NUTS,2010,DE937,3,137.312
2012,NUTS,2010,DE937,3,149.42
2011,NUTS,2010,DE938,3,152.546
2012,NUTS,2010,DE938,3,79.188
2011,NUTS,2010,DE939,3,313.09
2012,NUTS,2010,DE939,3,207.726
2011,NUTS,2010,DE93A,3,37.332
2012,NUTS,2010,DE93A,3,55.256
2011,NUTS,2010,DE93B,3,234.539
2012,NUTS,2010,DE93B,3,157.253
2011,NUTS,2010,DE94,2,138.855
2012,NUTS,2010,DE94,2,109.087
2011,NUTS,2010,DE941,3,33.62
2012,NUTS,2010,DE941,3,10.068
2011,NUTS,2010,DE942,3,61.996
2012,NUTS,2010,DE942,3,40.366
2011,NUTS,2010,DE943,3,174.875
2012,NUTS,2010,DE943,3,74.347
2011,NUTS,2010,DE944,3,293.933
2012,NUTS,2010,DE944,3,177.977
2012,NUTS,2010,DE945,3,56.529
2011,NUTS,2010,DE946,3,130.674
2012,NUTS,2010,DE946,3,39.55
2011,NUTS,2010,DE947,3,148.984
2012,NUTS,2010,DE947,3,148.675
2011,NUTS,2010,DE948,3,72.569
2012,NUTS,2010,DE948,3,60.817
2011,NUTS,2010,DE949,3,117.838
2012,NUTS,2010,DE949,3,132.647
2011,NUTS,2010,DE94A,3,45.182
2012,NUTS,2010,DE94A,3,44.457
2011,NUTS,2010,DE94B,3,141.58
2012,NUTS,2010,DE94B,3,126.629
2011,NUTS,2010,DE94C,3,54.825
2012,NUTS,2010,DE94C,3,49.274
2011,NUTS,2010,DE94D,3,149.511
2012,NUTS,2010,DE94D,3,111.056
2011,NUTS,2010,DE94E,3,207.793
2012,NUTS,2010,DE94E,3,178.011
2011,NUTS,2010,DE94F,3,235.791
2012,NUTS,2010,DE94F,3,174.072
2011,NUTS,2010,DE94G,3,110.607
2012,NUTS,2010,DE94G,3,42.564
2011,NUTS,2010,DE94H,3,38.408
2012,NUTS,2010,DE94H,3,52.622
2011,NUTS,2010,DEA,1,244.377
2012,NUTS,2010,DEA,1,205.476
2011,NUTS,2010,DEA1,2,262.185
2012,NUTS,2010,DEA1,2,224.093
2011,NUTS,2010,DEA11,3,325.817
2012,NUTS,2010,DEA11,3,255.202
2011,NUTS,2010,DEA12,3,127.441
2012,NUTS,2010,DEA12,3,105.122
2011,NUTS,2010,DEA13,3,195.707
2012,NUTS,2010,DEA13,3,183.742
2011,NUTS,2010,DEA14,3,236.264
2012,NUTS,2010,DEA14,3,234.987
2011,NUTS,2010,DEA15,3,105.623
2012,NUTS,2010,DEA15,3,162.126
2011,NUTS,2010,DEA16,3,550.722
2012,NUTS,2010,DEA16,3,428.522
2011,NUTS,2010,DEA17,3,165.113
2012,NUTS,2010,DEA17,3,153.41
2011,NUTS,2010,DEA18,3,340.982
2012,NUTS,2010,DEA18,3,164.696
2011,NUTS,2010,DEA19,3,229.292
2012,NUTS,2010,DEA19,3,203.821
2011,NUTS,2010,DEA1A,3,244.423
2012,NUTS,2010,DEA1A,3,200.246
2011,NUTS,2010,DEA1B,3,135.734
2012,NUTS,2010,DEA1B,3,138.76
2011,NUTS,2010,DEA1C,3,453.939
2012,NUTS,2010,DEA1C,3,356.007
2011,NUTS,2010,DEA1D,3,402.968
2012,NUTS,2010,DEA1D,3,312.087
2011,NUTS,2010,DEA1E,3,254.247
2012,NUTS,2010,DEA1E,3,246.963
2011,NUTS,2010,DEA1F,3,203.043
2012,NUTS,2010,DEA1F,3,203.178
2011,NUTS,2010,DEA2,2,257.711
2012,NUTS,2010,DEA2,2,203.756
2011,NUTS,2010,DEA22,3,268.637
2012,NUTS,2010,DEA22,3,165.257
2011,NUTS,2010,DEA23,3,185.877
2012,NUTS,2010,DEA23,3,138.701
2011,NUTS,2010,DEA24,3,512.589
2012,NUTS,2010,DEA24,3,398.524
2011,NUTS,2010,DEA26,3,190.092
2012,NUTS,2010,DEA26,3,185.546
2011,NUTS,2010,DEA27,3,151.768
2012,NUTS,2010,DEA27,3,105.546
2011,NUTS,2010,DEA28,3,105.99
2012,NUTS,2010,DEA28,3,87.517
2011,NUTS,2010,DEA29,3,210.955
2012,NUTS,2010,DEA29,3,125.478
2011,NUTS,2010,DEA2A,3,258.475
2012,NUTS,2010,DEA2A,3,280.612
2011,NUTS,2010,DEA2B,3,519.054
2012,NUTS,2010,DEA2B,3,472.856
2011,NUTS,2010,DEA2C,3,249.509
2012,NUTS,2010,DEA2C,3,172.209
2011,NUTS,2010,DEA2D,3,378.477
2012,NUTS,2010,DEA2D,3,315.305
2011,NUTS,2010,DEA3,2,186.486
2012,NUTS,2010,DEA3,2,148.409
2011,NUTS,2010,DEA31,3,122.376
2012,NUTS,2010,DEA31,3,130.37
2011,NUTS,2010,DEA32,3,63.377
2012,NUTS,2010,DEA32,3,34.911
2011,NUTS,2010,DEA33,3,237.274
2012,NUTS,2010,DEA33,3,189.063
2011,NUTS,2010,DEA34,3,156.804
2012,NUTS,2010,DEA34,3,123.243
2011,NUTS,2010,DEA35,3,211.981
2012,NUTS,2010,DEA35,3,190.433
2011,NUTS,2010,DEA36,3,162.162
2012,NUTS,2010,DEA36,3,126.118
2011,NUTS,2010,DEA37,3,256.836
2012,NUTS,2010,DEA37,3,161.045
2011,NUTS,2010,DEA38,3,238.688
2012,NUTS,2010,DEA38,3,248.765
2011,NUTS,2010,DEA4,2,293.741
2012,NUTS,2010,DEA4,2,273.331
2011,NUTS,2010,DEA41,3,286.85
2012,NUTS,2010,DEA41,3,253.498
2011,NUTS,2010,DEA42,3,406.625
2012,NUTS,2010,DEA42,3,374.37
2011,NUTS,2010,DEA43,3,209.14
2012,NUTS,2010,DEA43,3,237.13
2011,NUTS,2010,DEA44,3,226.655
2012,NUTS,2010,DEA44,3,212.899
2011,NUTS,2010,DEA45,3,279.304
2012,NUTS,2010,DEA45,3,272.708
2011,NUTS,2010,DEA46,3,217.06
2012,NUTS,2010,DEA46,3,236.829
2011,NUTS,2010,DEA47,3,368.426
2012,NUTS,2010,DEA47,3,273.239
2011,NUTS,2010,DEA5,2,216.787
2012,NUTS,2010,DEA5,2,184.019
2011,NUTS,2010,DEA51,3,211.375
2012,NUTS,2010,DEA51,3,194.531
2011,NUTS,2010,DEA52,3,199.554
2012,NUTS,2010,DEA52,3,155.038
2011,NUTS,2010,DEA53,3,137.061
2012,NUTS,2010,DEA53,3,115.179
2011,NUTS,2010,DEA54,3,41.313
2012,NUTS,2010,DEA54,3,53.484
2011,NUTS,2010,DEA55,3,59.358
2012,NUTS,2010,DEA55,3,38.54
2011,NUTS,2010,DEA56,3,326.352
2012,NUTS,2010,DEA56,3,270.228
2011,NUTS,2010,DEA57,3,216.33
2012,NUTS,2010,DEA57,3,186.545
2011,NUTS,2010,DEA58,3,257.608
2012,NUTS,2010,DEA58,3,222.977
2011,NUTS,2010,DEA59,3,388.742
2012,NUTS,2010,DEA59,3,299.772
2011,NUTS,2010,DEA5A,3,273.029
2012,NUTS,2010,DEA5A,3,197.56
2011,NUTS,2010,DEA5B,3,266.301
2012,NUTS,2010,DEA5B,3,257.732
2011,NUTS,2010,DEA5C,3,159.153
2012,NUTS,2010,DEA5C,3,148.489
2011,NUTS,2010,DEB,1,276.671
2012,NUTS,2010,DEB,1,206.298
2011,NUTS,2010,DEB1,2,194.264
2012,NUTS,2010,DEB1,2,132.276
2011,NUTS,2010,DEB11,3,246.765
2012,NUTS,2010,DEB11,3,203.043
2011,NUTS,2010,DEB12,3,251.877
2012,NUTS,2010,DEB12,3,111.04
2011,NUTS,2010,DEB13,3,207.727
2012,NUTS,2010,DEB13,3,151.165
2011,NUTS,2010,DEB14,3,265.777
2012,NUTS,2010,DEB14,3,141.698
2011,NUTS,2010,DEB15,3,96.104
2012,NUTS,2010,DEB15,3,100.373
2011,NUTS,2010,DEB16,3,185.62
2012,NUTS,2010,DEB16,3,79.906
2011,NUTS,2010,DEB17,3,110.573
2012,NUTS,2010,DEB17,3,63.895
2011,NUTS,2010,DEB18,3,218.625
2012,NUTS,2010,DEB18,3,184.116
2011,NUTS,2010,DEB19,3,172.794
2012,NUTS,2010,DEB19,3,206.906
2011,NUTS,2010,DEB1A,3,219.497
2012,NUTS,2010,DEB1A,3,119.724
2011,NUTS,2010,DEB1B,3,169.856
2012,NUTS,2010,DEB1B,3,112.527
2011,NUTS,2010,DEB2,2,101.665
2012,NUTS,2010,DEB2,2,86.922
2011,NUTS,2010,DEB21,3,84.648
2012,NUTS,2010,DEB21,3,84.031
2011,NUTS,2010,DEB22,3,83.999
2012,NUTS,2010,DEB22,3,90.037
2011,NUTS,2010,DEB23,3,106.161
2012,NUTS,2010,DEB23,3,50.636
2011,NUTS,2010,DEB24,3,86.996
2012,NUTS,2010,DEB24,3,20.611
2011,NUTS,2010,DEB25,3,131.454
2012,NUTS,2010,DEB25,3,139.039
2011,NUTS,2010,DEB3,2,382.347
2012,NUTS,2010,DEB3,2,291.218
2011,NUTS,2010,DEB31,3,311.371
2012,NUTS,2010,DEB31,3,363.176
2011,NUTS,2010,DEB32,3,222.717
2012,NUTS,2010,DEB32,3,133.581
2011,NUTS,2010,DEB33,3,195.575
2012,NUTS,2010,DEB33,3,175.626
2011,NUTS,2010,DEB34,3,610.888
2012,NUTS,2010,DEB34,3,390.191
2011,NUTS,2010,DEB35,3,335.63
2012,NUTS,2010,DEB35,3,218.903
2011,NUTS,2010,DEB36,3,588.97
2012,NUTS,2010,DEB36,3,526.624
2011,NUTS,2010,DEB37,3,89.144
2012,NUTS,2010,DEB37,3,151.977
2011,NUTS,2010,DEB38,3,605.933
2012,NUTS,2010,DEB38,3,387.921
2011,NUTS,2010,DEB39,3,236.738
2012,NUTS,2010,DEB39,3,203.009
2011,NUTS,2010,DEB3A,3,112.833
2012,NUTS,2010,DEB3A,3,150.265
2011,NUTS,2010,DEB3B,3,200.224
2012,NUTS,2010,DEB3B,3,178.12
2011,NUTS,2010,DEB3C,3,623.621
2012,NUTS,2010,DEB3C,3,587.991
2011,NUTS,2010,DEB3D,3,262.263
2012,NUTS,2010,DEB3D,3,214.339
2011,NUTS,2010,DEB3E,3,346.048
2012,NUTS,2010,DEB3E,3,178.877
2011,NUTS,2010,DEB3F,3,188.47
2012,NUTS,2010,DEB3F,3,147.409
2011,NUTS,2010,DEB3G,3,122.586
2012,NUTS,2010,DEB3G,3,59.57
2011,NUTS,2010,DEB3H,3,195.501
2012,NUTS,2010,DEB3H,3,142.09
2011,NUTS,2010,DEB3I,3,572.015
2012,NUTS,2010,DEB3I,3,473.653
2011,NUTS,2010,DEB3J,3,668.084
2012,NUTS,2010,DEB3J,3,494.155
2011,NUTS,2010,DEB3K,3,259.994
2012,NUTS,2010,DEB3K,3,189.677
2011,NUTS,2010,DEC,1,147.086
2012,NUTS,2010,DEC,1,134.169
2011,NUTS,2010,DED,1,106.599
2012,NUTS,2010,DED,1,90.726
2011,NUTS,2010,DED2,2,155.931
2012,NUTS,2010,DED2,2,115.763
2011,NUTS,2010,DED21,3,310.577
2012,NUTS,2010,DED21,3,219.393
2011,NUTS,2010,DED2C,3,88.333
2012,NUTS,2010,DED2C,3,66.38
2011,NUTS,2010,DED2D,3,64.314
2012,NUTS,2010,DED2D,3,48.261
2011,NUTS,2010,DED2E,3,92.662
2012,NUTS,2010,DED2E,3,91.036
2011,NUTS,2010,DED2F,3,85.451
2012,NUTS,2010,DED2F,3,58.0
2011,NUTS,2010,DED4,2,81.319
2012,NUTS,2010,DED4,2,74.491
2011,NUTS,2010,DED41,3,125.962
2012,NUTS,2010,DED41,3,79.45
2011,NUTS,2010,DED42,3,69.235
2012,NUTS,2010,DED42,3,56.331
2011,NUTS,2010,DED43,3,119.083
2012,NUTS,2010,DED43,3,112.095
2011,NUTS,2010,DED44,3,57.201
2012,NUTS,2010,DED44,3,59.675
2011,NUTS,2010,DED45,3,43.517
2012,NUTS,2010,DED45,3,64.948
2011,NUTS,2010,DED5,2,64.776
2012,NUTS,2010,DED5,2,74.639
2011,NUTS,2010,DED51,3,94.285
2012,NUTS,2010,DED51,3,90.728
2011,NUTS,2010,DED52,3,46.109
2012,NUTS,2010,DED52,3,75.815
2011,NUTS,2010,DED53,3,14.208
2012,NUTS,2010,DED53,3,31.201
2011,NUTS,2010,DEE,1,41.927
2012,NUTS,2010,DEE,1,35.128
2011,NUTS,2010,DEE0,2,41.927
2012,NUTS,2010,DEE0,2,35.128
2011,NUTS,2010,DEE01,3,37.397
2012,NUTS,2010,DEE01,3,30.639
2011,NUTS,2010,DEE02,3,97.955
2012,NUTS,2010,DEE02,3,52.887
2011,NUTS,2010,DEE03,3,51.744
2012,NUTS,2010,DEE03,3,71.999
2011,NUTS,2010,DEE04,3,22.343
2012,NUTS,2010,DEE04,3,9.385
2011,NUTS,2010,DEE05,3,47.95
2012,NUTS,2010,DEE05,3,42.299
2011,NUTS,2010,DEE06,3,27.22
2012,NUTS,2010,DEE06,3,20.383
2011,NUTS,2010,DEE07,3,40.53
2012,NUTS,2010,DEE07,3,31.415
2011,NUTS,2010,DEE08,3,13.286
2012,NUTS,2010,DEE08,3,7.834
2011,NUTS,2010,DEE09,3,77.73
2012,NUTS,2010,DEE09,3,29.977
2011,NUTS,2010,DEE0A,3,9.98
2012,NUTS,2010,DEE0A,3,44.71
2011,NUTS,2010,DEE0B,3,33.106
2012,NUTS,2010,DEE0B,3,46.122
2011,NUTS,2010,DEE0C,3,40.748
2012,NUTS,2010,DEE0C,3,24.18
2012,NUTS,2010,DEE0D,3,24.962
2011,NUTS,2010,DEE0E,3,16.853
2012,NUTS,2010,DEE0E,3,8.715
2011,NUTS,2010,DEF,1,175.863
2012,NUTS,2010,DEF,1,147.098
2011,NUTS,2010,DEF0,2,175.863
2012,NUTS,2010,DEF0,2,147.098
2011,NUTS,2010,DEF01,3,155.365
2012,NUTS,2010,DEF01,3,15.891
2011,NUTS,2010,DEF02,3,183.988
2012,NUTS,2010,DEF02,3,150.181
2011,NUTS,2010,DEF03,3,150.31
2012,NUTS,2010,DEF03,3,129.074
2011,NUTS,2010,DEF04,3,107.38
2012,NUTS,2010,DEF04,3,64.337
2011,NUTS,2010,DEF05,3,57.79
2012,NUTS,2010,DEF05,3,42.292
2011,NUTS,2010,DEF06,3,380.149
2012,NUTS,2010,DEF06,3,300.999
2011,NUTS,2010,DEF07,3,25.018
2012,NUTS,2010,DEF07,3,33.322
2011,NUTS,2010,DEF08,3,96.012
2012,NUTS,2010,DEF08,3,170.896
2011,NUTS,2010,DEF09,3,223.902
2012,NUTS,2010,DEF09,3,234.479
2011,NUTS,2010,DEF0A,3,127.708
2012,NUTS,2010,DEF0A,3,83.712
2011,NUTS,2010,DEF0B,3,217.549
2012,NUTS,2010,DEF0B,3,162.07
2011,NUTS,2010,DEF0C,3,81.707
2012,NUTS,2010,DEF0C,3,24.068
2011,NUTS,2010,DEF0D,3,174.344
2012,NUTS,2010,DEF0D,3,147.632
2011,NUTS,2010,DEF0E,3,171.185
2012,NUTS,2010,DEF0E,3,126.631
2011,NUTS,2010,DEF0F,3,305.759
2012,NUTS,2010,DEF0F,3,254.834
2011,NUTS,2010,DEG,1,120.938
2012,NUTS,2010,DEG,1,115.77
2011,NUTS,2010,DEG0,2,120.938
2012,NUTS,2010,DEG0,2,115.77
2011,NUTS,2010,DEG01,3,124.101
2012,NUTS,2010,DEG01,3,142.55
2011,NUTS,2010,DEG02,3,25.186
2012,NUTS,2010,DEG02,3,24.301
2011,NUTS,2010,DEG03,3,632.746
2012,NUTS,2010,DEG03,3,561.998
2011,NUTS,2010,DEG04,3,155.509
2012,NUTS,2010,DEG04,3,59.395
2011,NUTS,2010,DEG05,3,237.023
2012,NUTS,2010,DEG05,3,139.453
2011,NUTS,2010,DEG06,3,32.511
2012,NUTS,2010,DEG06,3,43.712
2011,NUTS,2010,DEG07,3,306.015
2012,NUTS,2010,DEG07,3,70.634
2011,NUTS,2010,DEG09,3,5.333
2012,NUTS,2010,DEG09,3,43.502
2011,NUTS,2010,DEG0A,3,132.967
2012,NUTS,2010,DEG0A,3,91.089
2011,NUTS,2010,DEG0B,3,106.938
2012,NUTS,2010,DEG0B,3,78.804
2011,NUTS,2010,DEG0C,3,40.129
2012,NUTS,2010,DEG0C,3,60.143
2011,NUTS,2010,DEG0D,3,10.017
2012,NUTS,2010,DEG0D,3,54.185
2011,NUTS,2010,DEG0E,3,78.947
2012,NUTS,2010,DEG0E,3,142.519
2011,NUTS,2010,DEG0F,3,203.026
2012,NUTS,2010,DEG0F,3,177.167
2011,NUTS,2010,DEG0G,3,82.651
2012,NUTS,2010,DEG0G,3,90.889
2011,NUTS,2010,DEG0H,3,66.051
2012,NUTS,2010,DEG0H,3,106.837
2011,NUTS,2010,DEG0I,3,98.701
2012,NUTS,2010,DEG0I,3,88.056
2011,NUTS,2010,DEG0J,3,201.246
2012,NUTS,2010,DEG0J,3,236.029
2011,NUTS,2010,DEG0K,3,67.427
2012,NUTS,2010,DEG0K,3,21.172
2011,NUTS,2010,DEG0L,3,33.285
2012,NUTS,2010,DEG0L,3,74.716
2011,NUTS,2010,DEG0M,3,40.785
2012,NUTS,2010,DEG0M,3,83.947
2011,NUTS,2010,DEG0N,3,74.152
2012,NUTS,2010,DEG0N,3,260.191
2011,NUTS,2010,DEG0P,3,53.692
2012,NUTS,2010,DEG0P,3,50.817
2011,NUTS,2010,DK,0,261.256
2012,NUTS,2010,DK,0,186.461
2011,NUTS,2010,DK0,1,259.962
2012,NUTS,2010,DK0,1,182.458
2011,NUTS,2010,DK01,2,359.118
2012,NUTS,2010,DK01,2,241.166
2011,NUTS,2010,DK011,3,222.796
2012,NUTS,2010,DK011,3,161.751
2011,NUTS,2010,DK012,3,376.816
2012,NUTS,2010,DK012,3,253.31
2011,NUTS,2010,DK013,3,578.702
2012,NUTS,2010,DK013,3,367.351
