year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_total_pc_act_fte_t
2016,NUTS,2010,NO05,2,0.2731
2017,NUTS,2010,NO05,2,0.2899
2018,NUTS,2010,NO05,2,0.2377
2019,NUTS,2010,NO05,2,0.2528
2011,NUTS,2010,NO06,2,0.1906
2012,NUTS,2010,NO06,2,0.1848
2013,NUTS,2010,NO06,2,0.1665
2014,NUTS,2010,NO06,2,0.1608
2015,NUTS,2010,NO06,2,0.1655
2016,NUTS,2010,NO06,2,0.1794
2017,NUTS,2010,NO06,2,0.1839
2018,NUTS,2010,NO06,2,0.1887
2019,NUTS,2010,NO06,2,0.1827
2011,NUTS,2010,NO07,2,0.1898
2012,NUTS,2010,NO07,2,0.1922
2013,NUTS,2010,NO07,2,0.2029
2014,NUTS,2010,NO07,2,0.214
2015,NUTS,2010,NO07,2,0.2059
2016,NUTS,2010,NO07,2,0.2019
2017,NUTS,2010,NO07,2,0.2037
2018,NUTS,2010,NO07,2,0.1952
2019,NUTS,2010,NO07,2,0.1721
2011,NUTS,2010,PL,0,0.1298
2012,NUTS,2010,PL,0,0.1309
2013,NUTS,2010,PL,0,0.1311
2014,NUTS,2010,PL,0,0.1347
2015,NUTS,2010,PL,0,0.1316
2016,NUTS,2010,PL,0,0.0223
2017,NUTS,2010,PL,0,0.0275
2018,NUTS,2010,PL,0,0.0263
2019,NUTS,2010,PL,0,0.0196
2020,NUTS,2010,PL,0,0.0268
2013,NUTS,2010,PL1,1,0.3334
2014,NUTS,2010,PL1,1,0.3258
2015,NUTS,2010,PL1,1,0.3214
2014,NUTS,2010,PL11,2,0.0888
2011,NUTS,2010,PL12,2,0.4971
2012,NUTS,2010,PL12,2,0.456
2014,NUTS,2010,PL12,2,0.4435
2011,NUTS,2010,PL2,1,0.0942
2012,NUTS,2010,PL2,1,0.113
2013,NUTS,2010,PL2,1,0.1086
2014,NUTS,2010,PL2,1,0.1228
2015,NUTS,2010,PL2,1,0.1279
2016,NUTS,2010,PL2,1,0.02
2017,NUTS,2010,PL2,1,0.0315
2018,NUTS,2010,PL2,1,0.0357
2019,NUTS,2010,PL2,1,0.0142
2011,NUTS,2010,PL21,2,0.1231
2012,NUTS,2010,PL21,2,0.1511
2017,NUTS,2010,PL21,2,0.0496
2018,NUTS,2010,PL21,2,0.0617
2019,NUTS,2010,PL21,2,0.0278
2011,NUTS,2010,PL22,2,0.0745
2012,NUTS,2010,PL22,2,0.0868
2017,NUTS,2010,PL22,2,0.0178
2018,NUTS,2010,PL22,2,0.0159
2019,NUTS,2010,PL22,2,0.0036
2013,NUTS,2010,PL3,1,0.0247
2015,NUTS,2010,PL3,1,0.0216
2011,NUTS,2010,PL31,2,0.0558
2015,NUTS,2010,PL32,2,0.0099
2011,NUTS,2010,PL4,1,0.0766
2012,NUTS,2010,PL4,1,0.0643
2013,NUTS,2010,PL4,1,0.0579
2014,NUTS,2010,PL4,1,0.0655
2015,NUTS,2010,PL4,1,0.0589
2017,NUTS,2010,PL4,1,0.0096
2018,NUTS,2010,PL4,1,0.0122
2019,NUTS,2010,PL4,1,0.0097
2012,NUTS,2010,PL41,2,0.1084
2016,NUTS,2010,PL41,2,0.0115
2017,NUTS,2010,PL41,2,0.0137
2018,NUTS,2010,PL41,2,0.0182
2019,NUTS,2010,PL41,2,0.0133
2011,NUTS,2010,PL42,2,0.0
2018,NUTS,2010,PL42,2,0.004
2013,NUTS,2010,PL43,2,0.0011
2018,NUTS,2010,PL43,2,0.0034
2012,NUTS,2010,PL5,1,0.0602
2014,NUTS,2010,PL5,1,0.0721
2015,NUTS,2010,PL5,1,0.0644
2016,NUTS,2010,PL5,1,0.0065
2019,NUTS,2010,PL5,1,0.0231
2011,NUTS,2010,PL51,2,0.0366
2012,NUTS,2010,PL51,2,0.0622
2013,NUTS,2010,PL51,2,0.0813
2018,NUTS,2010,PL51,2,0.0125
2012,NUTS,2010,PL52,2,0.0541
2011,NUTS,2010,PL6,1,0.034
2015,NUTS,2010,PL6,1,0.0395
2018,NUTS,2010,PL6,1,0.0078
2019,NUTS,2010,PL6,1,0.0068
2013,NUTS,2010,PL61,2,0.0094
2015,NUTS,2010,PL61,2,0.0093
2018,NUTS,2010,PL61,2,0.0048
2012,NUTS,2010,PL62,2,0.0491
2014,NUTS,2010,PL62,2,0.0421
2015,NUTS,2010,PL62,2,0.0444
2016,NUTS,2010,PL62,2,0.008
2018,NUTS,2010,PL62,2,0.0104
2011,NUTS,2010,PL63,2,0.0466
2013,NUTS,2010,PL63,2,0.0749
2015,NUTS,2010,PL63,2,0.0626
2017,NUTS,2010,PL63,2,0.0079
2018,NUTS,2010,PL63,2,0.0091
2019,NUTS,2010,PL63,2,0.0114
2016,NUTS,2010,PL7,1,0.0232
2018,NUTS,2010,PL7,1,0.0285
2019,NUTS,2010,PL7,1,0.0259
2016,NUTS,2010,PL8,1,0.0066
2017,NUTS,2010,PL8,1,0.0076
2019,NUTS,2010,PL8,1,0.0068
2016,NUTS,2010,PL81,2,0.007
2019,NUTS,2010,PL81,2,0.0087
2017,NUTS,2010,PL84,2,0.0139
2018,NUTS,2010,PL84,2,0.0106
2016,NUTS,2010,PL9,1,0.0772
2017,NUTS,2010,PL9,1,0.083
2018,NUTS,2010,PL9,1,0.0688
2019,NUTS,2010,PL9,1,0.0506
2019,NUTS,2010,PL91,2,0.0822
2019,NUTS,2010,PL92,2,0.005
2011,NUTS,2010,PT,0,0.0653
2012,NUTS,2010,PT,0,0.0446
2013,NUTS,2010,PT,0,0.0406
2014,NUTS,2010,PT,0,0.0417
2015,NUTS,2010,PT,0,0.0424
2016,NUTS,2010,PT,0,0.0431
2017,NUTS,2010,PT,0,0.045
2018,NUTS,2010,PT,0,0.0463
2019,NUTS,2010,PT,0,0.0468
2020,NUTS,2010,PT,0,0.0528
2011,NUTS,2010,PT1,1,0.0607
2012,NUTS,2010,PT1,1,0.0408
2013,NUTS,2010,PT1,1,0.0372
2014,NUTS,2010,PT1,1,0.0386
2015,NUTS,2010,PT1,1,0.0393
2016,NUTS,2010,PT1,1,0.0397
2017,NUTS,2010,PT1,1,0.0419
2018,NUTS,2010,PT1,1,0.0432
2019,NUTS,2010,PT1,1,0.043
2020,NUTS,2010,PT1,1,0.0487
2011,NUTS,2010,PT11,2,0.018
2012,NUTS,2010,PT11,2,0.0134
2013,NUTS,2010,PT11,2,0.0161
2014,NUTS,2010,PT11,2,0.018
2015,NUTS,2010,PT11,2,0.0261
2016,NUTS,2010,PT11,2,0.0278
2017,NUTS,2010,PT11,2,0.0316
2018,NUTS,2010,PT11,2,0.0351
2019,NUTS,2010,PT11,2,0.0368
2020,NUTS,2010,PT11,2,0.0397
2011,NUTS,2010,PT15,2,0.0078
2012,NUTS,2010,PT15,2,0.0297
2013,NUTS,2010,PT15,2,0.0238
2014,NUTS,2010,PT15,2,0.015
2015,NUTS,2010,PT15,2,0.0043
2016,NUTS,2010,PT15,2,0.01
2017,NUTS,2010,PT15,2,0.0042
2018,NUTS,2010,PT15,2,0.006
2019,NUTS,2010,PT15,2,0.0088
2020,NUTS,2010,PT15,2,0.0106
2011,NUTS,2010,PT16,2,0.022
2012,NUTS,2010,PT16,2,0.0185
2013,NUTS,2010,PT16,2,0.0109
2014,NUTS,2010,PT16,2,0.0113
2015,NUTS,2010,PT16,2,0.0135
2016,NUTS,2010,PT16,2,0.0118
2017,NUTS,2010,PT16,2,0.0126
2018,NUTS,2010,PT16,2,0.0116
2019,NUTS,2010,PT16,2,0.0138
2020,NUTS,2010,PT16,2,0.0149
2011,NUTS,2010,PT17,2,0.1755
2012,NUTS,2010,PT17,2,0.1085
2013,NUTS,2010,PT17,2,0.0987
2014,NUTS,2010,PT17,2,0.1017
2015,NUTS,2010,PT17,2,0.0928
2016,NUTS,2010,PT17,2,0.0916
2017,NUTS,2010,PT17,2,0.0956
2018,NUTS,2010,PT17,2,0.0957
2019,NUTS,2010,PT17,2,0.0898
2020,NUTS,2010,PT17,2,0.1049
2011,NUTS,2010,PT18,2,0.0034
2012,NUTS,2010,PT18,2,0.0038
2013,NUTS,2010,PT18,2,0.0047
2014,NUTS,2010,PT18,2,0.0046
2015,NUTS,2010,PT18,2,0.0036
2016,NUTS,2010,PT18,2,0.0034
2017,NUTS,2010,PT18,2,0.0006
2018,NUTS,2010,PT18,2,0.0008
2019,NUTS,2010,PT18,2,0.0005
2020,NUTS,2010,PT18,2,0.0002
2011,NUTS,2010,PT2,1,0.0517
2012,NUTS,2010,PT2,1,0.0524
2013,NUTS,2010,PT2,1,0.042
2014,NUTS,2010,PT2,1,0.0425
2015,NUTS,2010,PT2,1,0.0464
2016,NUTS,2010,PT2,1,0.0401
2017,NUTS,2010,PT2,1,0.0175
2018,NUTS,2010,PT2,1,0.0178
2019,NUTS,2010,PT2,1,0.0305
2020,NUTS,2010,PT2,1,0.0409
2011,NUTS,2010,PT20,2,0.0517
2012,NUTS,2010,PT20,2,0.0524
2013,NUTS,2010,PT20,2,0.042
2014,NUTS,2010,PT20,2,0.0425
2015,NUTS,2010,PT20,2,0.0464
2016,NUTS,2010,PT20,2,0.0401
2017,NUTS,2010,PT20,2,0.0175
2018,NUTS,2010,PT20,2,0.0178
2019,NUTS,2010,PT20,2,0.0305
2020,NUTS,2010,PT20,2,0.0409
2011,NUTS,2010,PT3,1,0.0454
2012,NUTS,2010,PT3,1,0.0373
2013,NUTS,2010,PT3,1,0.0459
2014,NUTS,2010,PT3,1,0.0502
2015,NUTS,2010,PT3,1,0.0518
2016,NUTS,2010,PT3,1,0.0712
2017,NUTS,2010,PT3,1,0.0842
2018,NUTS,2010,PT3,1,0.0843
2019,NUTS,2010,PT3,1,0.0958
2020,NUTS,2010,PT3,1,0.0984
2011,NUTS,2010,PT30,2,0.0454
2012,NUTS,2010,PT30,2,0.0373
2013,NUTS,2010,PT30,2,0.0459
2014,NUTS,2010,PT30,2,0.0502
2015,NUTS,2010,PT30,2,0.0518
2016,NUTS,2010,PT30,2,0.0712
2017,NUTS,2010,PT30,2,0.0842
2018,NUTS,2010,PT30,2,0.0843
2019,NUTS,2010,PT30,2,0.0958
2020,NUTS,2010,PT30,2,0.0984
2011,NUTS,2010,RO,0,0.1361
2012,NUTS,2010,RO,0,0.1446
2013,NUTS,2010,RO,0,0.1566
2014,NUTS,2010,RO,0,0.1492
2015,NUTS,2010,RO,0,0.1503
2016,NUTS,2010,RO,0,0.1587
2017,NUTS,2010,RO,0,0.1544
2018,NUTS,2010,RO,0,0.1487
2019,NUTS,2010,RO,0,0.151
2020,NUTS,2010,RO,0,0.1511
2011,NUTS,2010,RO1,1,0.0304
2012,NUTS,2010,RO1,1,0.0399
2013,NUTS,2010,RO1,1,0.0464
2014,NUTS,2010,RO1,1,0.0436
2015,NUTS,2010,RO1,1,0.0437
2016,NUTS,2010,RO1,1,0.0442
2017,NUTS,2010,RO1,1,0.0449
2018,NUTS,2010,RO1,1,0.0437
2019,NUTS,2010,RO1,1,0.0456
2011,NUTS,2010,RO11,2,0.0403
2012,NUTS,2010,RO11,2,0.0568
2013,NUTS,2010,RO11,2,0.0685
2014,NUTS,2010,RO11,2,0.0614
2015,NUTS,2010,RO11,2,0.0618
2016,NUTS,2010,RO11,2,0.0598
2017,NUTS,2010,RO11,2,0.0618
2018,NUTS,2010,RO11,2,0.0594
2019,NUTS,2010,RO11,2,0.0625
2011,NUTS,2010,RO12,2,0.0183
2012,NUTS,2010,RO12,2,0.0187
2013,NUTS,2010,RO12,2,0.0189
2014,NUTS,2010,RO12,2,0.0213
2015,NUTS,2010,RO12,2,0.0214
2016,NUTS,2010,RO12,2,0.0249
2017,NUTS,2010,RO12,2,0.024
2018,NUTS,2010,RO12,2,0.0235
2019,NUTS,2010,RO12,2,0.0245
2011,NUTS,2010,RO2,1,0.0406
2012,NUTS,2010,RO2,1,0.0379
2013,NUTS,2010,RO2,1,0.0443
2014,NUTS,2010,RO2,1,0.0469
2015,NUTS,2010,RO2,1,0.05
2016,NUTS,2010,RO2,1,0.0547
2017,NUTS,2010,RO2,1,0.057
2018,NUTS,2010,RO2,1,0.0582
2019,NUTS,2010,RO2,1,0.0595
2011,NUTS,2010,RO21,2,0.0374
2012,NUTS,2010,RO21,2,0.0359
2013,NUTS,2010,RO21,2,0.0456
2014,NUTS,2010,RO21,2,0.0508
2015,NUTS,2010,RO21,2,0.049
2016,NUTS,2010,RO21,2,0.055
2017,NUTS,2010,RO21,2,0.0544
2018,NUTS,2010,RO21,2,0.056
2019,NUTS,2010,RO21,2,0.0561
2011,NUTS,2010,RO22,2,0.0452
2012,NUTS,2010,RO22,2,0.0406
2013,NUTS,2010,RO22,2,0.0423
2014,NUTS,2010,RO22,2,0.0411
2015,NUTS,2010,RO22,2,0.0515
2016,NUTS,2010,RO22,2,0.0543
2017,NUTS,2010,RO22,2,0.0611
2018,NUTS,2010,RO22,2,0.0618
2019,NUTS,2010,RO22,2,0.0649
2011,NUTS,2010,RO3,1,0.3197
2012,NUTS,2010,RO3,1,0.3501
2013,NUTS,2010,RO3,1,0.3623
2014,NUTS,2010,RO3,1,0.3452
2015,NUTS,2010,RO3,1,0.3482
2016,NUTS,2010,RO3,1,0.37
2017,NUTS,2010,RO3,1,0.3541
2018,NUTS,2010,RO3,1,0.3384
2019,NUTS,2010,RO3,1,0.3466
2011,NUTS,2010,RO31,2,0.0472
2012,NUTS,2010,RO31,2,0.0451
2013,NUTS,2010,RO31,2,0.0425
2014,NUTS,2010,RO31,2,0.0386
2015,NUTS,2010,RO31,2,0.0404
2016,NUTS,2010,RO31,2,0.0442
2017,NUTS,2010,RO31,2,0.0372
2018,NUTS,2010,RO31,2,0.03
2019,NUTS,2010,RO31,2,0.0367
2011,NUTS,2010,RO32,2,0.6524
2012,NUTS,2010,RO32,2,0.7312
2013,NUTS,2010,RO32,2,0.7717
2014,NUTS,2010,RO32,2,0.7341
2015,NUTS,2010,RO32,2,0.7288
2016,NUTS,2010,RO32,2,0.7555
2017,NUTS,2010,RO32,2,0.7253
2018,NUTS,2010,RO32,2,0.6935
2019,NUTS,2010,RO32,2,0.6992
2011,NUTS,2010,RO4,1,0.0469
2012,NUTS,2010,RO4,1,0.0312
2013,NUTS,2010,RO4,1,0.0454
2014,NUTS,2010,RO4,1,0.0389
2015,NUTS,2010,RO4,1,0.0502
2016,NUTS,2010,RO4,1,0.0554
2017,NUTS,2010,RO4,1,0.0539
2018,NUTS,2010,RO4,1,0.0495
2019,NUTS,2010,RO4,1,0.0517
2011,NUTS,2010,RO41,2,0.0514
2012,NUTS,2010,RO41,2,0.0257
2013,NUTS,2010,RO41,2,0.0461
2014,NUTS,2010,RO41,2,0.0291
2015,NUTS,2010,RO41,2,0.0513
2016,NUTS,2010,RO41,2,0.0519
2017,NUTS,2010,RO41,2,0.0488
2018,NUTS,2010,RO41,2,0.0396
2019,NUTS,2010,RO41,2,0.041
2011,NUTS,2010,RO42,2,0.0411
2012,NUTS,2010,RO42,2,0.0381
2013,NUTS,2010,RO42,2,0.0446
2014,NUTS,2010,RO42,2,0.0509
2015,NUTS,2010,RO42,2,0.0489
2016,NUTS,2010,RO42,2,0.0596
2017,NUTS,2010,RO42,2,0.0602
2018,NUTS,2010,RO42,2,0.0615
2019,NUTS,2010,RO42,2,0.0643
2011,NUTS,2010,RS,0,0.1789
2012,NUTS,2010,RS,0,0.1858
2013,NUTS,2010,RS,0,0.1842
2014,NUTS,2010,RS,0,0.1565
2015,NUTS,2010,RS,0,0.1806
2016,NUTS,2010,RS,0,0.1753
2017,NUTS,2010,RS,0,0.1715
2018,NUTS,2010,RS,0,0.1753
2019,NUTS,2010,RS,0,0.1784
2020,NUTS,2010,RS,0,0.1801
2018,NUTS,2010,RS1,1,0.311
2019,NUTS,2010,RS1,1,0.3125
2020,NUTS,2010,RS1,1,0.3081
2018,NUTS,2010,RS11,2,0.533
2019,NUTS,2010,RS11,2,0.527
2020,NUTS,2010,RS11,2,0.5179
2018,NUTS,2010,RS12,2,0.098
2019,NUTS,2010,RS12,2,0.1076
2020,NUTS,2010,RS12,2,0.1058
2018,NUTS,2010,RS2,1,0.0128
2019,NUTS,2010,RS2,1,0.0132
2020,NUTS,2010,RS2,1,0.0198
2018,NUTS,2010,RS21,2,0.0028
2019,NUTS,2010,RS21,2,0.0027
2020,NUTS,2010,RS21,2,0.0085
2018,NUTS,2010,RS22,2,0.0266
2019,NUTS,2010,RS22,2,0.0277
2020,NUTS,2010,RS22,2,0.0356
2011,NUTS,2010,RU,0,0.3647
2012,NUTS,2010,RU,0,0.387
2011,NUTS,2010,SE,0,0.07
2012,NUTS,2010,SE,0,0.069
2013,NUTS,2010,SE,0,0.0654
2014,NUTS,2010,SE,0,0.0686
2015,NUTS,2010,SE,0,0.0847
2016,NUTS,2010,SE,0,0.0845
2017,NUTS,2010,SE,0,0.0952
2018,NUTS,2010,SE,0,0.0945
2019,NUTS,2010,SE,0,0.1016
2020,NUTS,2010,SE,0,0.1044
2011,NUTS,2010,SE1,1,0.104
2013,NUTS,2010,SE1,1,0.0936
2015,NUTS,2010,SE1,1,0.1336
2017,NUTS,2010,SE1,1,0.1274
2019,NUTS,2010,SE1,1,0.118
2011,NUTS,2010,SE11,2,0.0985
2013,NUTS,2010,SE11,2,0.0996
2015,NUTS,2010,SE11,2,0.1426
2017,NUTS,2010,SE11,2,0.1188
2019,NUTS,2010,SE11,2,0.1085
2011,NUTS,2010,SE12,2,0.1119
2013,NUTS,2010,SE12,2,0.0848
2015,NUTS,2010,SE12,2,0.1204
2017,NUTS,2010,SE12,2,0.1404
2019,NUTS,2010,SE12,2,0.1324
2011,NUTS,2010,SE2,1,0.0291
2013,NUTS,2010,SE2,1,0.0331
2015,NUTS,2010,SE2,1,0.0365
2017,NUTS,2010,SE2,1,0.063
2019,NUTS,2010,SE2,1,0.0806
2011,NUTS,2010,SE21,2,0.013
2013,NUTS,2010,SE21,2,0.0172
2015,NUTS,2010,SE21,2,0.0177
2017,NUTS,2010,SE21,2,0.0208
2019,NUTS,2010,SE21,2,0.0239
2011,NUTS,2010,SE22,2,0.0082
2013,NUTS,2010,SE22,2,0.0247
2015,NUTS,2010,SE22,2,0.0169
2017,NUTS,2010,SE22,2,0.0857
2019,NUTS,2010,SE22,2,0.1
2011,NUTS,2010,SE23,2,0.0509
2013,NUTS,2010,SE23,2,0.0459
2015,NUTS,2010,SE23,2,0.0586
2017,NUTS,2010,SE23,2,0.064
2019,NUTS,2010,SE23,2,0.0901
2011,NUTS,2010,SE3,1,0.08
2013,NUTS,2010,SE3,1,0.0661
2015,NUTS,2010,SE3,1,0.0687
2017,NUTS,2010,SE3,1,0.0742
2019,NUTS,2010,SE3,1,0.07
2011,NUTS,2010,SE31,2,0.0364
2013,NUTS,2010,SE31,2,0.0353
2015,NUTS,2010,SE31,2,0.031
2017,NUTS,2010,SE31,2,0.0405
2019,NUTS,2010,SE31,2,0.0329
2011,NUTS,2010,SE32,2,0.0148
2013,NUTS,2010,SE32,2,0.0312
2015,NUTS,2010,SE32,2,0.0252
2017,NUTS,2010,SE32,2,0.0283
2019,NUTS,2010,SE32,2,0.0174
2011,NUTS,2010,SE33,2,0.1972
2013,NUTS,2010,SE33,2,0.1407
2015,NUTS,2010,SE33,2,0.1595
2017,NUTS,2010,SE33,2,0.1604
2019,NUTS,2010,SE33,2,0.1711
2011,NUTS,2010,SI,0,0.2657
2012,NUTS,2010,SI,0,0.261
2013,NUTS,2010,SI,0,0.2644
2014,NUTS,2010,SI,0,0.2533
2015,NUTS,2010,SI,0,0.2477
2016,NUTS,2010,SI,0,0.2568
2017,NUTS,2010,SI,0,0.2316
2018,NUTS,2010,SI,0,0.2482
2019,NUTS,2010,SI,0,0.2645
2020,NUTS,2010,SI,0,0.2624
2011,NUTS,2010,SI0,1,0.2578
2012,NUTS,2010,SI0,1,0.2545
2013,NUTS,2010,SI0,1,0.2576
2014,NUTS,2010,SI0,1,0.2454
2015,NUTS,2010,SI0,1,0.2418
2016,NUTS,2010,SI0,1,0.2515
2017,NUTS,2010,SI0,1,0.2263
2018,NUTS,2010,SI0,1,0.2416
2019,NUTS,2010,SI0,1,0.2591
2013,NUTS,2010,SI03,2,0.0273
2014,NUTS,2010,SI03,2,0.0044
2015,NUTS,2010,SI03,2,0.0026
2016,NUTS,2010,SI03,2,0.0021
2017,NUTS,2010,SI03,2,0.0022
2018,NUTS,2010,SI03,2,0.0065
2019,NUTS,2010,SI03,2,0.0067
2013,NUTS,2010,SI04,2,0.5172
2014,NUTS,2010,SI04,2,0.5209
2015,NUTS,2010,SI04,2,0.5108
2016,NUTS,2010,SI04,2,0.5278
2017,NUTS,2010,SI04,2,0.476
2018,NUTS,2010,SI04,2,0.5001
2019,NUTS,2010,SI04,2,0.5339
2011,NUTS,2010,SK,0,0.1498
2012,NUTS,2010,SK,0,0.1506
2013,NUTS,2010,SK,0,0.1276
2014,NUTS,2010,SK,0,0.1491
2015,NUTS,2010,SK,0,0.1551
2016,NUTS,2010,SK,0,0.1568
2017,NUTS,2010,SK,0,0.1503
2018,NUTS,2010,SK,0,0.1456
2019,NUTS,2010,SK,0,0.1468
2020,NUTS,2010,SK,0,0.1501
2011,NUTS,2010,SK01,2,0.8762
2012,NUTS,2010,SK01,2,0.8832
2013,NUTS,2010,SK01,2,0.8174
2014,NUTS,2010,SK01,2,0.8276
2015,NUTS,2010,SK01,2,0.8607
2016,NUTS,2010,SK01,2,0.8044
2017,NUTS,2010,SK01,2,0.822
2018,NUTS,2010,SK01,2,0.8038
2019,NUTS,2010,SK01,2,0.8308
2020,NUTS,2010,SK01,2,0.8538
2011,NUTS,2010,SK02,2,0.0503
2012,NUTS,2010,SK02,2,0.052
2013,NUTS,2010,SK02,2,0.018
2014,NUTS,2010,SK02,2,0.0639
2015,NUTS,2010,SK02,2,0.0586
2016,NUTS,2010,SK02,2,0.062
2017,NUTS,2010,SK02,2,0.0557
2018,NUTS,2010,SK02,2,0.0561
2019,NUTS,2010,SK02,2,0.0452
2020,NUTS,2010,SK02,2,0.0409
2011,NUTS,2010,SK03,2,0.028
2012,NUTS,2010,SK03,2,0.0295
2013,NUTS,2010,SK03,2,0.0161
2014,NUTS,2010,SK03,2,0.0273
2015,NUTS,2010,SK03,2,0.053
2016,NUTS,2010,SK03,2,0.0707
2017,NUTS,2010,SK03,2,0.044
2018,NUTS,2010,SK03,2,0.0415
2019,NUTS,2010,SK03,2,0.0386
2020,NUTS,2010,SK03,2,0.045
2011,NUTS,2010,SK04,2,0.0701
2012,NUTS,2010,SK04,2,0.0654
2013,NUTS,2010,SK04,2,0.0672
2014,NUTS,2010,SK04,2,0.0758
2015,NUTS,2010,SK04,2,0.0661
2016,NUTS,2010,SK04,2,0.0665
2017,NUTS,2010,SK04,2,0.064
2018,NUTS,2010,SK04,2,0.052
2019,NUTS,2010,SK04,2,0.0527
2020,NUTS,2010,SK04,2,0.055
2011,NUTS,2010,TR,0,0.0456
2012,NUTS,2010,TR,0,0.0458
2013,NUTS,2010,TR,0,0.044
2014,NUTS,2010,TR,0,0.0435
2015,NUTS,2010,TR,0,0.0427
2016,NUTS,2010,TR,0,0.0396
2017,NUTS,2010,TR,0,0.0368
2018,NUTS,2010,TR,0,0.0363
2019,NUTS,2010,TR,0,0.0281
2020,NUTS,2010,TR,0,0.0314
2011,NUTS,2010,UK,0,0.0547
2012,NUTS,2010,UK,0,0.0542
2013,NUTS,2010,UK,0,0.053
2014,NUTS,2010,UK,0,0.0515
2015,NUTS,2010,UK,0,0.046
2016,NUTS,2010,UK,0,0.0454
2017,NUTS,2010,UK,0,0.0456
2018,NUTS,2010,UK,0,0.0451
2019,NUTS,2010,UK,0,0.0449
2011,NUTS,2010,UKC,1,0.0001
2012,NUTS,2010,UKC,1,0.0002
2013,NUTS,2010,UKC,1,0.0004
2014,NUTS,2010,UKC,1,0.0004
2015,NUTS,2010,UKC,1,0.0008
2016,NUTS,2010,UKC,1,0.0004
2017,NUTS,2010,UKC,1,0.0007
2018,NUTS,2010,UKC,1,0.0009
2011,NUTS,2010,UKC1,2,0.0003
2012,NUTS,2010,UKC1,2,0.0001
2013,NUTS,2010,UKC1,2,0.0002
2014,NUTS,2010,UKC1,2,0.0004
2015,NUTS,2010,UKC1,2,0.0004
2016,NUTS,2010,UKC1,2,0.0004
2017,NUTS,2010,UKC1,2,0.0008
2018,NUTS,2010,UKC1,2,0.0009
2011,NUTS,2010,UKC2,2,0.0
2012,NUTS,2010,UKC2,2,0.0003
2013,NUTS,2010,UKC2,2,0.0005
2014,NUTS,2010,UKC2,2,0.0004
2015,NUTS,2010,UKC2,2,0.0011
2016,NUTS,2010,UKC2,2,0.0004
2017,NUTS,2010,UKC2,2,0.0007
2018,NUTS,2010,UKC2,2,0.001
2011,NUTS,2010,UKD,1,0.0173
2012,NUTS,2010,UKD,1,0.0167
2013,NUTS,2010,UKD,1,0.0177
2014,NUTS,2010,UKD,1,0.0182
2015,NUTS,2010,UKD,1,0.0175
2016,NUTS,2010,UKD,1,0.0181
2017,NUTS,2010,UKD,1,0.0192
2018,NUTS,2010,UKD,1,0.0184
2011,NUTS,2010,UKD1,2,0.0012
2012,NUTS,2010,UKD1,2,0.0013
2013,NUTS,2010,UKD1,2,0.002
2014,NUTS,2010,UKD1,2,0.0028
2015,NUTS,2010,UKD1,2,0.0024
2016,NUTS,2010,UKD1,2,0.0027
2017,NUTS,2010,UKD1,2,0.0023
2018,NUTS,2010,UKD1,2,0.002
2011,NUTS,2010,UKD3,2,0.0024
2012,NUTS,2010,UKD3,2,0.0059
2013,NUTS,2010,UKD3,2,0.0062
2014,NUTS,2010,UKD3,2,0.0069
2015,NUTS,2010,UKD3,2,0.0052
2016,NUTS,2010,UKD3,2,0.0057
2017,NUTS,2010,UKD3,2,0.0062
2018,NUTS,2010,UKD3,2,0.0064
2011,NUTS,2010,UKD4,2,0.0171
2012,NUTS,2010,UKD4,2,0.0146
2013,NUTS,2010,UKD4,2,0.0147
2014,NUTS,2010,UKD4,2,0.0147
2015,NUTS,2010,UKD4,2,0.014
2016,NUTS,2010,UKD4,2,0.0137
2017,NUTS,2010,UKD4,2,0.0134
2018,NUTS,2010,UKD4,2,0.0133
2011,NUTS,2010,UKD6,2,0.0607
2012,NUTS,2010,UKD6,2,0.056
2013,NUTS,2010,UKD6,2,0.056
2014,NUTS,2010,UKD6,2,0.0591
2015,NUTS,2010,UKD6,2,0.0631
2016,NUTS,2010,UKD6,2,0.0674
2017,NUTS,2010,UKD6,2,0.0766
2018,NUTS,2010,UKD6,2,0.0705
2011,NUTS,2010,UKD7,2,0.0235
2012,NUTS,2010,UKD7,2,0.0193
2013,NUTS,2010,UKD7,2,0.0232
2014,NUTS,2010,UKD7,2,0.0222
2015,NUTS,2010,UKD7,2,0.0213
2016,NUTS,2010,UKD7,2,0.0209
2017,NUTS,2010,UKD7,2,0.0204
2018,NUTS,2010,UKD7,2,0.0192
2011,NUTS,2010,UKE,1,0.0158
2012,NUTS,2010,UKE,1,0.0169
2013,NUTS,2010,UKE,1,0.02
2014,NUTS,2010,UKE,1,0.0193
2015,NUTS,2010,UKE,1,0.006
2016,NUTS,2010,UKE,1,0.0054
2017,NUTS,2010,UKE,1,0.0062
2018,NUTS,2010,UKE,1,0.0066
2011,NUTS,2010,UKE1,2,0.0
2012,NUTS,2010,UKE1,2,0.0
2013,NUTS,2010,UKE1,2,0.0
2014,NUTS,2010,UKE1,2,0.0
2015,NUTS,2010,UKE1,2,0.0
2016,NUTS,2010,UKE1,2,0.0002
2017,NUTS,2010,UKE1,2,0.0
2018,NUTS,2010,UKE1,2,0.0002
2011,NUTS,2010,UKE2,2,0.0853
2012,NUTS,2010,UKE2,2,0.0916
