year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_gov_eur_hab
2019,NUTS,2010,HR0,1,27.5
2020,NUTS,2010,HR0,1,30.8
2008,NUTS,2010,HR02,2,2.6
2009,NUTS,2010,HR02,2,5.7
2010,NUTS,2010,HR02,2,1.5
2008,NUTS,2010,HR03,2,5.9
2009,NUTS,2010,HR03,2,5.7
2010,NUTS,2010,HR03,2,4.9
2011,NUTS,2010,HR03,2,4.4
2012,NUTS,2010,HR03,2,4.8
2013,NUTS,2010,HR03,2,5.6
2014,NUTS,2010,HR03,2,5.4
2015,NUTS,2010,HR03,2,5.3
2016,NUTS,2010,HR03,2,7.4
2017,NUTS,2010,HR03,2,7.5
2018,NUTS,2010,HR03,2,7.6
2019,NUTS,2010,HR03,2,9.2
2020,NUTS,2010,HR03,2,11.1
2008,NUTS,2010,HR04,2,34.2
2009,NUTS,2010,HR04,2,32.9
2010,NUTS,2010,HR04,2,29.6
2011,NUTS,2010,HR04,2,29.9
2012,NUTS,2010,HR04,2,29.4
2013,NUTS,2010,HR04,2,29.0
2014,NUTS,2010,HR04,2,28.5
2015,NUTS,2010,HR04,2,30.0
2016,NUTS,2010,HR04,2,26.8
2017,NUTS,2010,HR04,2,30.4
2018,NUTS,2010,HR04,2,32.8
2019,NUTS,2010,HR04,2,36.9
1987,NUTS,2010,HU,0,6.4
1988,NUTS,2010,HU,0,5.7
1989,NUTS,2010,HU,0,7.3
1990,NUTS,2010,HU,0,4.8
1991,NUTS,2010,HU,0,4.4
1992,NUTS,2010,HU,0,4.4
1993,NUTS,2010,HU,0,8.0
1994,NUTS,2010,HU,0,8.2
1995,NUTS,2010,HU,0,6.2
1996,NUTS,2010,HU,0,6.4
1997,NUTS,2010,HU,0,7.1
1998,NUTS,2010,HU,0,8.7
1999,NUTS,2010,HU,0,9.7
2000,NUTS,2010,HU,0,10.3
2001,NUTS,2010,HU,0,13.9
2002,NUTS,2010,HU,0,22.8
2003,NUTS,2010,HU,0,21.4
2004,NUTS,2010,HU,0,21.1
2005,NUTS,2010,HU,0,23.2
2006,NUTS,2010,HU,0,22.7
2007,NUTS,2010,HU,0,23.5
2008,NUTS,2010,HU,0,24.7
2009,NUTS,2010,HU,0,21.3
2010,NUTS,2010,HU,0,20.8
2011,NUTS,2010,HU,0,19.0
2012,NUTS,2010,HU,0,18.3
2013,NUTS,2010,HU,0,21.3
2014,NUTS,2010,HU,0,19.9
2015,NUTS,2010,HU,0,20.4
2016,NUTS,2010,HU,0,18.7
2017,NUTS,2010,HU,0,21.4
2018,NUTS,2010,HU,0,22.8
2019,NUTS,2010,HU,0,22.1
2020,NUTS,2010,HU,0,22.3
1999,NUTS,2010,HU1,1,26.5
2000,NUTS,2010,HU1,1,27.7
2001,NUTS,2010,HU1,1,38.3
2002,NUTS,2010,HU1,1,66.8
2003,NUTS,2010,HU1,1,62.0
2004,NUTS,2010,HU1,1,60.0
2005,NUTS,2010,HU1,1,64.9
2006,NUTS,2010,HU1,1,63.4
2007,NUTS,2010,HU1,1,65.2
2008,NUTS,2010,HU1,1,69.6
2009,NUTS,2010,HU1,1,58.8
2010,NUTS,2010,HU1,1,57.5
2011,NUTS,2010,HU1,1,51.6
2012,NUTS,2010,HU1,1,47.0
2013,NUTS,2010,HU1,1,55.0
2014,NUTS,2010,HU1,1,49.1
2015,NUTS,2010,HU1,1,51.1
2016,NUTS,2010,HU1,1,46.6
2017,NUTS,2010,HU1,1,50.8
2018,NUTS,2010,HU1,1,51.2
2019,NUTS,2010,HU1,1,53.1
1999,NUTS,2010,HU10,2,26.5
2000,NUTS,2010,HU10,2,27.7
2001,NUTS,2010,HU10,2,38.3
2002,NUTS,2010,HU10,2,66.8
2003,NUTS,2010,HU10,2,62.0
2004,NUTS,2010,HU10,2,60.0
2005,NUTS,2010,HU10,2,64.9
2006,NUTS,2010,HU10,2,63.4
2007,NUTS,2010,HU10,2,65.2
2008,NUTS,2010,HU10,2,69.6
2009,NUTS,2010,HU10,2,58.8
2010,NUTS,2010,HU10,2,57.5
2011,NUTS,2010,HU10,2,51.6
2012,NUTS,2010,HU10,2,47.0
2013,NUTS,2010,HU10,2,55.0
2014,NUTS,2010,HU10,2,49.1
2015,NUTS,2010,HU10,2,51.1
2016,NUTS,2010,HU10,2,46.6
2017,NUTS,2010,HU11,2,78.8
2018,NUTS,2010,HU11,2,79.7
2019,NUTS,2010,HU11,2,81.4
2017,NUTS,2010,HU12,2,11.4
2018,NUTS,2010,HU12,2,11.7
2019,NUTS,2010,HU12,2,14.4
1999,NUTS,2010,HU2,1,2.7
2000,NUTS,2010,HU2,1,2.9
2001,NUTS,2010,HU2,1,3.9
2002,NUTS,2010,HU2,1,4.6
2003,NUTS,2010,HU2,1,4.7
2004,NUTS,2010,HU2,1,6.1
2005,NUTS,2010,HU2,1,6.0
2006,NUTS,2010,HU2,1,5.7
2007,NUTS,2010,HU2,1,5.8
2008,NUTS,2010,HU2,1,6.3
2009,NUTS,2010,HU2,1,5.7
2010,NUTS,2010,HU2,1,4.3
2011,NUTS,2010,HU2,1,4.5
2012,NUTS,2010,HU2,1,6.3
2013,NUTS,2010,HU2,1,8.2
2014,NUTS,2010,HU2,1,9.5
2015,NUTS,2010,HU2,1,9.0
2016,NUTS,2010,HU2,1,8.4
2017,NUTS,2010,HU2,1,10.2
2018,NUTS,2010,HU2,1,9.6
2019,NUTS,2010,HU2,1,8.0
1999,NUTS,2010,HU21,2,3.9
2000,NUTS,2010,HU21,2,4.2
2001,NUTS,2010,HU21,2,4.8
2002,NUTS,2010,HU21,2,7.0
2003,NUTS,2010,HU21,2,6.8
2004,NUTS,2010,HU21,2,8.6
2005,NUTS,2010,HU21,2,9.6
2006,NUTS,2010,HU21,2,8.0
2007,NUTS,2010,HU21,2,8.0
2008,NUTS,2010,HU21,2,8.6
2009,NUTS,2010,HU21,2,9.1
2010,NUTS,2010,HU21,2,7.3
2011,NUTS,2010,HU21,2,7.6
2012,NUTS,2010,HU21,2,15.9
2013,NUTS,2010,HU21,2,12.3
2014,NUTS,2010,HU21,2,14.9
2015,NUTS,2010,HU21,2,13.8
2016,NUTS,2010,HU21,2,13.1
2017,NUTS,2010,HU21,2,16.3
2018,NUTS,2010,HU21,2,16.6
2019,NUTS,2010,HU21,2,13.6
1999,NUTS,2010,HU22,2,1.8
2000,NUTS,2010,HU22,2,1.8
2001,NUTS,2010,HU22,2,3.5
2002,NUTS,2010,HU22,2,3.4
2003,NUTS,2010,HU22,2,3.6
2004,NUTS,2010,HU22,2,5.8
2005,NUTS,2010,HU22,2,3.7
2006,NUTS,2010,HU22,2,4.4
2007,NUTS,2010,HU22,2,5.5
2008,NUTS,2010,HU22,2,7.0
2009,NUTS,2010,HU22,2,5.0
2010,NUTS,2010,HU22,2,3.0
2011,NUTS,2010,HU22,2,3.3
2012,NUTS,2010,HU22,2,1.4
2013,NUTS,2010,HU22,2,6.0
2014,NUTS,2010,HU22,2,6.9
2015,NUTS,2010,HU22,2,7.6
2016,NUTS,2010,HU22,2,6.8
2017,NUTS,2010,HU22,2,8.4
2018,NUTS,2010,HU22,2,10.5
2019,NUTS,2010,HU22,2,9.0
1999,NUTS,2010,HU23,2,2.1
2000,NUTS,2010,HU23,2,2.5
2001,NUTS,2010,HU23,2,3.2
2002,NUTS,2010,HU23,2,3.1
2003,NUTS,2010,HU23,2,3.5
2004,NUTS,2010,HU23,2,3.6
2005,NUTS,2010,HU23,2,4.1
2006,NUTS,2010,HU23,2,4.5
2007,NUTS,2010,HU23,2,3.5
2008,NUTS,2010,HU23,2,3.0
2009,NUTS,2010,HU23,2,2.5
2010,NUTS,2010,HU23,2,2.2
2011,NUTS,2010,HU23,2,2.3
2012,NUTS,2010,HU23,2,0.2
2013,NUTS,2010,HU23,2,5.6
2014,NUTS,2010,HU23,2,5.9
2015,NUTS,2010,HU23,2,4.9
2016,NUTS,2010,HU23,2,4.5
2017,NUTS,2010,HU23,2,5.1
2018,NUTS,2010,HU23,2,0.1
2019,NUTS,2010,HU23,2,0.1
1999,NUTS,2010,HU3,1,3.7
2000,NUTS,2010,HU3,1,4.2
2001,NUTS,2010,HU3,1,5.0
2002,NUTS,2010,HU3,1,6.7
2003,NUTS,2010,HU3,1,6.5
2004,NUTS,2010,HU3,1,5.8
2005,NUTS,2010,HU3,1,7.6
2006,NUTS,2010,HU3,1,7.2
2007,NUTS,2010,HU3,1,7.6
2008,NUTS,2010,HU3,1,6.6
2009,NUTS,2010,HU3,1,6.1
2010,NUTS,2010,HU3,1,6.4
2011,NUTS,2010,HU3,1,5.7
2012,NUTS,2010,HU3,1,6.2
2013,NUTS,2010,HU3,1,6.0
2014,NUTS,2010,HU3,1,5.7
2015,NUTS,2010,HU3,1,5.6
2016,NUTS,2010,HU3,1,5.1
2017,NUTS,2010,HU3,1,7.1
2018,NUTS,2010,HU3,1,10.6
2019,NUTS,2010,HU3,1,8.2
1999,NUTS,2010,HU31,2,0.3
2000,NUTS,2010,HU31,2,0.6
2001,NUTS,2010,HU31,2,0.6
2002,NUTS,2010,HU31,2,1.1
2003,NUTS,2010,HU31,2,1.4
2004,NUTS,2010,HU31,2,1.2
2005,NUTS,2010,HU31,2,1.0
2006,NUTS,2010,HU31,2,1.1
2007,NUTS,2010,HU31,2,1.4
2008,NUTS,2010,HU31,2,0.2
2009,NUTS,2010,HU31,2,0.8
2010,NUTS,2010,HU31,2,0.4
2011,NUTS,2010,HU31,2,0.7
2012,NUTS,2010,HU31,2,0.5
2013,NUTS,2010,HU31,2,0.7
2014,NUTS,2010,HU31,2,0.4
2015,NUTS,2010,HU31,2,0.2
2016,NUTS,2010,HU31,2,0.1
2017,NUTS,2010,HU31,2,0.3
2018,NUTS,2010,HU31,2,0.4
2019,NUTS,2010,HU31,2,0.5
1999,NUTS,2010,HU32,2,2.2
2000,NUTS,2010,HU32,2,2.2
2001,NUTS,2010,HU32,2,2.7
2002,NUTS,2010,HU32,2,3.8
2003,NUTS,2010,HU32,2,3.4
2004,NUTS,2010,HU32,2,4.4
2005,NUTS,2010,HU32,2,6.7
2006,NUTS,2010,HU32,2,5.6
2007,NUTS,2010,HU32,2,5.5
2008,NUTS,2010,HU32,2,6.1
2009,NUTS,2010,HU32,2,4.5
2010,NUTS,2010,HU32,2,5.0
2011,NUTS,2010,HU32,2,3.9
2012,NUTS,2010,HU32,2,4.4
2013,NUTS,2010,HU32,2,4.0
2014,NUTS,2010,HU32,2,4.7
2015,NUTS,2010,HU32,2,4.2
2016,NUTS,2010,HU32,2,3.6
2017,NUTS,2010,HU32,2,3.8
2018,NUTS,2010,HU32,2,7.2
2019,NUTS,2010,HU32,2,6.0
1999,NUTS,2010,HU33,2,8.6
2000,NUTS,2010,HU33,2,9.9
2001,NUTS,2010,HU33,2,11.8
2002,NUTS,2010,HU33,2,15.3
2003,NUTS,2010,HU33,2,14.9
2004,NUTS,2010,HU33,2,11.8
2005,NUTS,2010,HU33,2,14.9
2006,NUTS,2010,HU33,2,14.7
2007,NUTS,2010,HU33,2,15.6
2008,NUTS,2010,HU33,2,13.0
2009,NUTS,2010,HU33,2,12.7
2010,NUTS,2010,HU33,2,13.5
2011,NUTS,2010,HU33,2,12.4
2012,NUTS,2010,HU33,2,13.4
2013,NUTS,2010,HU33,2,13.4
2014,NUTS,2010,HU33,2,11.7
2015,NUTS,2010,HU33,2,12.1
2016,NUTS,2010,HU33,2,11.3
2017,NUTS,2010,HU33,2,17.3
2018,NUTS,2010,HU33,2,24.0
2019,NUTS,2010,HU33,2,17.9
1981,NUTS,2010,IE,0,13.8
1982,NUTS,2010,IE,0,16.0
1983,NUTS,2010,IE,0,14.5
1984,NUTS,2010,IE,0,15.9
1985,NUTS,2010,IE,0,16.1
1986,NUTS,2010,IE,0,15.8
1987,NUTS,2010,IE,0,14.8
1988,NUTS,2010,IE,0,14.8
1989,NUTS,2010,IE,0,13.6
1990,NUTS,2010,IE,0,13.0
1991,NUTS,2010,IE,0,11.8
1992,NUTS,2010,IE,0,13.7
1993,NUTS,2010,IE,0,14.2
1994,NUTS,2010,IE,0,16.1
1995,NUTS,2010,IE,0,16.2
1996,NUTS,2010,IE,0,17.6
1997,NUTS,2010,IE,0,18.8
1998,NUTS,2010,IE,0,19.0
1999,NUTS,2010,IE,0,17.1
2000,NUTS,2010,IE,0,25.3
2001,NUTS,2010,IE,0,27.1
2002,NUTS,2010,IE,0,32.1
2003,NUTS,2010,IE,0,32.1
2004,NUTS,2010,IE,0,34.4
2005,NUTS,2010,IE,0,36.5
2006,NUTS,2010,IE,0,35.6
2007,NUTS,2010,IE,0,38.9
2008,NUTS,2010,IE,0,37.9
2009,NUTS,2010,IE,0,30.5
2010,NUTS,2010,IE,0,28.0
2011,NUTS,2010,IE,0,28.9
2012,NUTS,2010,IE,0,28.8
2013,NUTS,2010,IE,0,28.0
2014,NUTS,2010,IE,0,28.1
2015,NUTS,2010,IE,0,29.1
2016,NUTS,2010,IE,0,28.2
2017,NUTS,2010,IE,0,29.8
2018,NUTS,2010,IE,0,32.8
2019,NUTS,2010,IE,0,33.6
2020,NUTS,2010,IE,0,33.2
1990,NUTS,2010,IE0,1,13.0
1991,NUTS,2010,IE0,1,11.8
1992,NUTS,2010,IE0,1,13.7
1993,NUTS,2010,IE0,1,14.2
1994,NUTS,2010,IE0,1,16.1
1995,NUTS,2010,IE0,1,16.2
1996,NUTS,2010,IE0,1,17.6
1997,NUTS,2010,IE0,1,18.8
1998,NUTS,2010,IE0,1,19.0
1999,NUTS,2010,IE0,1,17.1
2000,NUTS,2010,IE0,1,25.3
2001,NUTS,2010,IE0,1,27.1
2002,NUTS,2010,IE0,1,32.1
2003,NUTS,2010,IE0,1,32.1
2004,NUTS,2010,IE0,1,34.4
2005,NUTS,2010,IE0,1,36.5
2006,NUTS,2010,IE0,1,35.6
2007,NUTS,2010,IE0,1,38.9
2008,NUTS,2010,IE0,1,37.9
2009,NUTS,2010,IE0,1,30.5
2010,NUTS,2010,IE0,1,27.9
2011,NUTS,2010,IE0,1,28.9
2012,NUTS,2010,IE0,1,28.8
2013,NUTS,2010,IE0,1,28.0
2015,NUTS,2010,IE0,1,29.1
2017,NUTS,2010,IE0,1,29.8
2002,NUTS,2010,IE01,2,14.5
2003,NUTS,2010,IE01,2,19.0
2004,NUTS,2010,IE01,2,14.8
2005,NUTS,2010,IE01,2,18.2
2006,NUTS,2010,IE01,2,22.2
2007,NUTS,2010,IE01,2,21.5
2008,NUTS,2010,IE01,2,21.0
2009,NUTS,2010,IE01,2,17.3
2010,NUTS,2010,IE01,2,15.5
2011,NUTS,2010,IE01,2,16.2
2012,NUTS,2010,IE01,2,16.1
2013,NUTS,2010,IE01,2,15.2
2015,NUTS,2010,IE01,2,29.6
2017,NUTS,2010,IE01,2,20.5
2002,NUTS,2010,IE02,2,38.4
2003,NUTS,2010,IE02,2,36.9
2004,NUTS,2010,IE02,2,41.5
2005,NUTS,2010,IE02,2,43.1
2006,NUTS,2010,IE02,2,40.6
2007,NUTS,2010,IE02,2,45.3
2008,NUTS,2010,IE02,2,44.1
2009,NUTS,2010,IE02,2,35.4
2010,NUTS,2010,IE02,2,32.5
2011,NUTS,2010,IE02,2,33.6
2012,NUTS,2010,IE02,2,33.5
2013,NUTS,2010,IE02,2,32.7
2015,NUTS,2010,IE02,2,28.9
2017,NUTS,2010,IE02,2,33.1
1981,NUTS,2010,IS,0,52.8
1983,NUTS,2010,IS,0,45.4
1985,NUTS,2010,IS,0,56.9
1987,NUTS,2010,IS,0,75.8
1989,NUTS,2010,IS,0,97.9
1990,NUTS,2010,IS,0,94.6
1991,NUTS,2010,IS,0,110.0
1992,NUTS,2010,IS,0,118.7
1993,NUTS,2010,IS,0,108.1
1994,NUTS,2010,IS,0,112.2
1995,NUTS,2010,IS,0,115.2
1997,NUTS,2010,IS,0,132.5
1998,NUTS,2010,IS,0,202.3
1999,NUTS,2010,IS,0,206.1
2000,NUTS,2010,IS,0,230.0
2001,NUTS,2010,IS,0,184.7
2002,NUTS,2010,IS,0,239.4
2003,NUTS,2010,IS,0,235.4
2005,NUTS,2010,IS,0,291.4
2006,NUTS,2010,IS,0,270.7
2007,NUTS,2010,IS,0,232.2
2008,NUTS,2010,IS,0,153.9
2009,NUTS,2010,IS,0,169.2
2011,NUTS,2010,IS,0,146.4
2013,NUTS,2010,IS,0,43.4
2014,NUTS,2010,IS,0,48.7
2015,NUTS,2010,IS,0,48.7
2016,NUTS,2010,IS,0,56.3
2017,NUTS,2010,IS,0,56.4
2018,NUTS,2010,IS,0,53.2
2019,NUTS,2010,IS,0,46.2
2020,NUTS,2010,IS,0,43.5
1981,NUTS,2010,IS0,1,52.8
1983,NUTS,2010,IS0,1,45.4
1985,NUTS,2010,IS0,1,56.9
1987,NUTS,2010,IS0,1,75.8
1989,NUTS,2010,IS0,1,97.9
1990,NUTS,2010,IS0,1,94.6
1991,NUTS,2010,IS0,1,110.0
1992,NUTS,2010,IS0,1,118.7
1993,NUTS,2010,IS0,1,108.1
1994,NUTS,2010,IS0,1,112.2
1995,NUTS,2010,IS0,1,115.2
1997,NUTS,2010,IS0,1,132.5
1998,NUTS,2010,IS0,1,202.3
1999,NUTS,2010,IS0,1,206.1
2000,NUTS,2010,IS0,1,230.0
2001,NUTS,2010,IS0,1,184.7
2002,NUTS,2010,IS0,1,239.4
2003,NUTS,2010,IS0,1,235.4
2005,NUTS,2010,IS0,1,291.4
2006,NUTS,2010,IS0,1,270.7
2007,NUTS,2010,IS0,1,232.2
2008,NUTS,2010,IS0,1,153.9
2009,NUTS,2010,IS0,1,169.2
2011,NUTS,2010,IS0,1,146.4
2013,NUTS,2010,IS0,1,43.4
2014,NUTS,2010,IS0,1,48.7
2015,NUTS,2010,IS0,1,48.7
2016,NUTS,2010,IS0,1,56.3
2017,NUTS,2010,IS0,1,56.4
2018,NUTS,2010,IS0,1,53.2
2019,NUTS,2010,IS0,1,46.2
2020,NUTS,2010,IS0,1,43.5
1981,NUTS,2010,IS00,2,52.8
1983,NUTS,2010,IS00,2,45.4
1985,NUTS,2010,IS00,2,56.9
1987,NUTS,2010,IS00,2,75.8
1989,NUTS,2010,IS00,2,97.9
1990,NUTS,2010,IS00,2,94.6
1991,NUTS,2010,IS00,2,110.0
1992,NUTS,2010,IS00,2,118.7
1993,NUTS,2010,IS00,2,108.1
1994,NUTS,2010,IS00,2,112.2
1995,NUTS,2010,IS00,2,115.2
1997,NUTS,2010,IS00,2,132.5
1998,NUTS,2010,IS00,2,202.3
1999,NUTS,2010,IS00,2,206.1
2000,NUTS,2010,IS00,2,230.0
2001,NUTS,2010,IS00,2,184.7
2002,NUTS,2010,IS00,2,239.4
2003,NUTS,2010,IS00,2,235.4
2005,NUTS,2010,IS00,2,291.4
2006,NUTS,2010,IS00,2,270.7
2007,NUTS,2010,IS00,2,232.2
2008,NUTS,2010,IS00,2,153.9
2009,NUTS,2010,IS00,2,169.2
2011,NUTS,2010,IS00,2,146.4
2013,NUTS,2010,IS00,2,43.4
2014,NUTS,2010,IS00,2,48.7
2015,NUTS,2010,IS00,2,48.7
2016,NUTS,2010,IS00,2,56.3
2017,NUTS,2010,IS00,2,56.4
2018,NUTS,2010,IS00,2,53.2
2019,NUTS,2010,IS00,2,46.2
2020,NUTS,2010,IS00,2,43.5
1981,NUTS,2010,IT,0,14.6
1982,NUTS,2010,IT,0,16.2
1983,NUTS,2010,IT,0,18.7
1984,NUTS,2010,IT,0,23.3
1985,NUTS,2010,IT,0,26.6
1986,NUTS,2010,IT,0,27.1
1987,NUTS,2010,IT,0,31.3
1988,NUTS,2010,IT,0,33.3
1989,NUTS,2010,IT,0,37.1
1990,NUTS,2010,IT,0,41.3
1991,NUTS,2010,IT,0,46.2
1992,NUTS,2010,IT,0,43.6
1993,NUTS,2010,IT,0,36.0
1994,NUTS,2010,IT,0,34.0
1995,NUTS,2010,IT,0,31.2
1996,NUTS,2010,IT,0,34.4
1997,NUTS,2010,IT,0,36.9
1998,NUTS,2010,IT,0,40.5
1999,NUTS,2010,IT,0,38.9
2000,NUTS,2010,IT,0,41.4
2001,NUTS,2010,IT,0,43.8
2002,NUTS,2010,IT,0,45.0
2003,NUTS,2010,IT,0,45.2
2004,NUTS,2010,IT,0,47.3
2005,NUTS,2010,IT,0,46.7
2006,NUTS,2010,IT,0,49.9
2007,NUTS,2010,IT,0,45.4
2008,NUTS,2010,IT,0,41.2
2009,NUTS,2010,IT,0,42.8
2010,NUTS,2010,IT,0,45.4
2011,NUTS,2010,IT,0,44.7
2012,NUTS,2010,IT,0,51.2
2013,NUTS,2010,IT,0,49.2
2014,NUTS,2010,IT,0,48.7
2015,NUTS,2010,IT,0,47.9
2016,NUTS,2010,IT,0,48.0
2017,NUTS,2010,IT,0,48.5
2018,NUTS,2010,IT,0,52.0
2019,NUTS,2010,IT,0,55.3
2020,NUTS,2010,IT,0,56.7
1991,NUTS,2010,ITC,1,31.8
1992,NUTS,2010,ITC,1,30.7
1993,NUTS,2010,ITC,1,25.7
1994,NUTS,2010,ITC,1,26.2
1995,NUTS,2010,ITC,1,25.0
1996,NUTS,2010,ITC,1,34.0
1997,NUTS,2010,ITC,1,31.8
1998,NUTS,2010,ITC,1,28.9
1999,NUTS,2010,ITC,1,27.8
2000,NUTS,2010,ITC,1,29.3
2003,NUTS,2010,ITC,1,25.5
2004,NUTS,2010,ITC,1,26.6
2005,NUTS,2010,ITC,1,25.6
2007,NUTS,2010,ITC,1,24.0
2008,NUTS,2010,ITC,1,21.4
2009,NUTS,2010,ITC,1,26.1
2010,NUTS,2010,ITC,1,27.6
2011,NUTS,2010,ITC,1,27.6
2012,NUTS,2010,ITC,1,34.6
2013,NUTS,2010,ITC,1,33.1
2014,NUTS,2010,ITC,1,32.3
2015,NUTS,2010,ITC,1,32.3
2016,NUTS,2010,ITC,1,30.5
2017,NUTS,2010,ITC,1,28.4
2018,NUTS,2010,ITC,1,29.8
2019,NUTS,2010,ITC,1,32.6
1991,NUTS,2010,ITC1,2,22.3
1992,NUTS,2010,ITC1,2,23.2
1993,NUTS,2010,ITC1,2,18.9
1994,NUTS,2010,ITC1,2,17.7
1995,NUTS,2010,ITC1,2,16.6
1996,NUTS,2010,ITC1,2,19.2
1997,NUTS,2010,ITC1,2,19.6
1998,NUTS,2010,ITC1,2,16.4
1999,NUTS,2010,ITC1,2,17.4
2000,NUTS,2010,ITC1,2,21.7
2003,NUTS,2010,ITC1,2,18.5
2004,NUTS,2010,ITC1,2,20.9
2005,NUTS,2010,ITC1,2,18.0
2007,NUTS,2010,ITC1,2,26.1
2008,NUTS,2010,ITC1,2,19.0
2009,NUTS,2010,ITC1,2,21.0
2010,NUTS,2010,ITC1,2,22.2
2011,NUTS,2010,ITC1,2,20.3
2012,NUTS,2010,ITC1,2,23.0
2013,NUTS,2010,ITC1,2,22.9
2014,NUTS,2010,ITC1,2,22.5
2015,NUTS,2010,ITC1,2,22.4
2016,NUTS,2010,ITC1,2,22.6
2017,NUTS,2010,ITC1,2,23.0
2018,NUTS,2010,ITC1,2,22.8
2019,NUTS,2010,ITC1,2,24.0
1992,NUTS,2010,ITC2,2,2.7
1993,NUTS,2010,ITC2,2,3.2
1994,NUTS,2010,ITC2,2,3.6
1995,NUTS,2010,ITC2,2,1.1
1996,NUTS,2010,ITC2,2,4.1
1997,NUTS,2010,ITC2,2,6.0
1998,NUTS,2010,ITC2,2,2.5
1999,NUTS,2010,ITC2,2,3.4
2000,NUTS,2010,ITC2,2,6.3
2003,NUTS,2010,ITC2,2,16.6
2004,NUTS,2010,ITC2,2,8.2
2005,NUTS,2010,ITC2,2,8.1
2007,NUTS,2010,ITC2,2,27.3
2008,NUTS,2010,ITC2,2,7.2
2009,NUTS,2010,ITC2,2,20.6
2010,NUTS,2010,ITC2,2,8.7
2011,NUTS,2010,ITC2,2,19.7
2012,NUTS,2010,ITC2,2,15.8
2013,NUTS,2010,ITC2,2,11.7
2014,NUTS,2010,ITC2,2,10.2
2015,NUTS,2010,ITC2,2,10.1
2016,NUTS,2010,ITC2,2,9.5
2017,NUTS,2010,ITC2,2,9.0
2018,NUTS,2010,ITC2,2,11.4
2019,NUTS,2010,ITC2,2,16.4
1991,NUTS,2010,ITC3,2,66.6
1992,NUTS,2010,ITC3,2,54.5
1993,NUTS,2010,ITC3,2,48.5
1994,NUTS,2010,ITC3,2,50.7
1995,NUTS,2010,ITC3,2,47.2
1996,NUTS,2010,ITC3,2,88.2
1997,NUTS,2010,ITC3,2,68.8
1998,NUTS,2010,ITC3,2,66.2
1999,NUTS,2010,ITC3,2,57.3
2000,NUTS,2010,ITC3,2,41.0
2003,NUTS,2010,ITC3,2,48.5
2004,NUTS,2010,ITC3,2,56.1
2005,NUTS,2010,ITC3,2,61.6
2007,NUTS,2010,ITC3,2,36.1
2008,NUTS,2010,ITC3,2,45.6
2009,NUTS,2010,ITC3,2,78.7
2010,NUTS,2010,ITC3,2,71.4
2011,NUTS,2010,ITC3,2,75.0
2012,NUTS,2010,ITC3,2,92.8
2013,NUTS,2010,ITC3,2,89.0
2014,NUTS,2010,ITC3,2,94.0
2015,NUTS,2010,ITC3,2,94.2
2016,NUTS,2010,ITC3,2,97.8
2017,NUTS,2010,ITC3,2,91.9
2018,NUTS,2010,ITC3,2,102.3
2019,NUTS,2010,ITC3,2,105.3
1991,NUTS,2010,ITC4,2,30.3
1992,NUTS,2010,ITC4,2,30.1
1993,NUTS,2010,ITC4,2,25.0
1994,NUTS,2010,ITC4,2,26.0
1995,NUTS,2010,ITC4,2,25.3
1996,NUTS,2010,ITC4,2,31.6
1997,NUTS,2010,ITC4,2,31.2
1998,NUTS,2010,ITC4,2,28.6
1999,NUTS,2010,ITC4,2,27.8
2000,NUTS,2010,ITC4,2,31.1
2003,NUTS,2010,ITC4,2,24.9
2004,NUTS,2010,ITC4,2,24.4
2005,NUTS,2010,ITC4,2,23.3
2007,NUTS,2010,ITC4,2,20.9
2008,NUTS,2010,ITC4,2,18.6
2009,NUTS,2010,ITC4,2,19.7
2010,NUTS,2010,ITC4,2,23.1
2011,NUTS,2010,ITC4,2,23.3
2012,NUTS,2010,ITC4,2,30.6
2013,NUTS,2010,ITC4,2,28.9
2014,NUTS,2010,ITC4,2,27.1
2015,NUTS,2010,ITC4,2,27.2
2016,NUTS,2010,ITC4,2,23.6
2017,NUTS,2010,ITC4,2,21.1
2018,NUTS,2010,ITC4,2,21.8
2019,NUTS,2010,ITC4,2,25.3
1991,NUTS,2010,ITF,1,13.7
1992,NUTS,2010,ITF,1,14.7
1993,NUTS,2010,ITF,1,13.0
1994,NUTS,2010,ITF,1,12.5
1995,NUTS,2010,ITF,1,11.8
1996,NUTS,2010,ITF,1,11.4
1997,NUTS,2010,ITF,1,13.1
1998,NUTS,2010,ITF,1,16.3
1999,NUTS,2010,ITF,1,15.1
2000,NUTS,2010,ITF,1,16.3
2003,NUTS,2010,ITF,1,19.7
2004,NUTS,2010,ITF,1,20.5
2005,NUTS,2010,ITF,1,18.6
2007,NUTS,2010,ITF,1,18.4
2008,NUTS,2010,ITF,1,20.4
2009,NUTS,2010,ITF,1,20.2
2010,NUTS,2010,ITF,1,21.4
2011,NUTS,2010,ITF,1,19.6
2012,NUTS,2010,ITF,1,26.9
2013,NUTS,2010,ITF,1,25.1
2014,NUTS,2010,ITF,1,27.0
2015,NUTS,2010,ITF,1,25.9
2016,NUTS,2010,ITF,1,24.9
2017,NUTS,2010,ITF,1,24.1
2018,NUTS,2010,ITF,1,24.3
2019,NUTS,2010,ITF,1,26.2
1991,NUTS,2010,ITF1,2,14.4
1992,NUTS,2010,ITF1,2,20.5
1993,NUTS,2010,ITF1,2,16.7
1994,NUTS,2010,ITF1,2,21.1
