year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_pc_emp_hc_total_t
2011,NUTS,2010,UKI7,2,1.0579
2012,NUTS,2010,UKI7,2,1.3435
2013,NUTS,2010,UKI7,2,1.1992
2014,NUTS,2010,UKI7,2,1.2811
2015,NUTS,2010,UKI7,2,1.4571
2016,NUTS,2010,UKI7,2,1.4089
2017,NUTS,2010,UKI7,2,1.6694
2018,NUTS,2010,UKI7,2,1.4357
2011,NUTS,2010,UKJ,1,2.2774
2012,NUTS,2010,UKJ,1,2.389
2013,NUTS,2010,UKJ,1,2.4841
2014,NUTS,2010,UKJ,1,2.526
2015,NUTS,2010,UKJ,1,2.5818
2016,NUTS,2010,UKJ,1,2.6324
2017,NUTS,2010,UKJ,1,2.6218
2018,NUTS,2010,UKJ,1,2.7916
2011,NUTS,2010,UKJ1,2,3.7102
2012,NUTS,2010,UKJ1,2,3.9899
2013,NUTS,2010,UKJ1,2,4.2541
2014,NUTS,2010,UKJ1,2,4.4132
2015,NUTS,2010,UKJ1,2,4.4628
2016,NUTS,2010,UKJ1,2,4.6968
2017,NUTS,2010,UKJ1,2,4.7123
2018,NUTS,2010,UKJ1,2,5.0509
2011,NUTS,2010,UKJ2,2,1.5564
2012,NUTS,2010,UKJ2,2,1.6748
2013,NUTS,2010,UKJ2,2,1.7055
2014,NUTS,2010,UKJ2,2,1.7137
2015,NUTS,2010,UKJ2,2,1.7653
2016,NUTS,2010,UKJ2,2,1.7556
2017,NUTS,2010,UKJ2,2,1.789
2018,NUTS,2010,UKJ2,2,1.9272
2011,NUTS,2010,UKJ3,2,2.4733
2012,NUTS,2010,UKJ3,2,2.5201
2013,NUTS,2010,UKJ3,2,2.5792
2014,NUTS,2010,UKJ3,2,2.5302
2015,NUTS,2010,UKJ3,2,2.651
2016,NUTS,2010,UKJ3,2,2.5946
2017,NUTS,2010,UKJ3,2,2.4627
2018,NUTS,2010,UKJ3,2,2.5652
2011,NUTS,2010,UKJ4,2,1.1491
2012,NUTS,2010,UKJ4,2,1.0503
2013,NUTS,2010,UKJ4,2,1.0877
2014,NUTS,2010,UKJ4,2,1.0981
2015,NUTS,2010,UKJ4,2,1.1246
2016,NUTS,2010,UKJ4,2,1.1406
2017,NUTS,2010,UKJ4,2,1.1773
2018,NUTS,2010,UKJ4,2,1.1927
2011,NUTS,2010,UKK,1,1.6781
2012,NUTS,2010,UKK,1,1.7093
2013,NUTS,2010,UKK,1,1.7378
2014,NUTS,2010,UKK,1,1.7766
2015,NUTS,2010,UKK,1,1.7772
2016,NUTS,2010,UKK,1,1.839
2017,NUTS,2010,UKK,1,1.9579
2018,NUTS,2010,UKK,1,2.0036
2011,NUTS,2010,UKK1,2,2.5476
2012,NUTS,2010,UKK1,2,2.6327
2013,NUTS,2010,UKK1,2,2.6594
2014,NUTS,2010,UKK1,2,2.6543
2015,NUTS,2010,UKK1,2,2.6038
2016,NUTS,2010,UKK1,2,2.6834
2017,NUTS,2010,UKK1,2,2.8124
2018,NUTS,2010,UKK1,2,2.8644
2011,NUTS,2010,UKK2,2,0.672
2012,NUTS,2010,UKK2,2,0.6923
2013,NUTS,2010,UKK2,2,0.7031
2014,NUTS,2010,UKK2,2,0.7711
2015,NUTS,2010,UKK2,2,0.8631
2016,NUTS,2010,UKK2,2,0.9105
2017,NUTS,2010,UKK2,2,0.9764
2018,NUTS,2010,UKK2,2,0.9934
2011,NUTS,2010,UKK3,2,0.3316
2012,NUTS,2010,UKK3,2,0.327
2013,NUTS,2010,UKK3,2,0.2926
2014,NUTS,2010,UKK3,2,0.311
2015,NUTS,2010,UKK3,2,0.3754
2016,NUTS,2010,UKK3,2,0.3562
2017,NUTS,2010,UKK3,2,0.4667
2018,NUTS,2010,UKK3,2,0.4204
2011,NUTS,2010,UKK4,2,1.5154
2012,NUTS,2010,UKK4,2,1.4492
2013,NUTS,2010,UKK4,2,1.5464
2014,NUTS,2010,UKK4,2,1.6907
2015,NUTS,2010,UKK4,2,1.6229
2016,NUTS,2010,UKK4,2,1.6752
2017,NUTS,2010,UKK4,2,1.8042
2018,NUTS,2010,UKK4,2,1.8652
2011,NUTS,2010,UKL,1,1.6104
2012,NUTS,2010,UKL,1,1.5106
2013,NUTS,2010,UKL,1,1.5566
2014,NUTS,2010,UKL,1,1.6813
2015,NUTS,2010,UKL,1,1.615
2016,NUTS,2010,UKL,1,1.639
2017,NUTS,2010,UKL,1,1.7915
2018,NUTS,2010,UKL,1,1.8264
2011,NUTS,2010,UKL1,2,1.1615
2012,NUTS,2010,UKL1,2,1.0664
2013,NUTS,2010,UKL1,2,1.1459
2014,NUTS,2010,UKL1,2,1.4608
2015,NUTS,2010,UKL1,2,1.3605
2016,NUTS,2010,UKL1,2,1.3471
2017,NUTS,2010,UKL1,2,1.5411
2018,NUTS,2010,UKL1,2,1.5703
2011,NUTS,2010,UKL2,2,2.3112
2012,NUTS,2010,UKL2,2,2.2255
2013,NUTS,2010,UKL2,2,2.2095
2014,NUTS,2010,UKL2,2,2.0316
2015,NUTS,2010,UKL2,2,2.0335
2016,NUTS,2010,UKL2,2,2.1303
2017,NUTS,2010,UKL2,2,2.1826
2018,NUTS,2010,UKL2,2,2.2263
2011,NUTS,2010,UKM,1,1.993
2012,NUTS,2010,UKM,1,2.0398
2013,NUTS,2010,UKM,1,2.2055
2014,NUTS,2010,UKM,1,2.2425
2015,NUTS,2010,UKM,1,2.3095
2016,NUTS,2010,UKM,1,2.4699
2017,NUTS,2010,UKM,1,2.5511
2018,NUTS,2010,UKM,1,2.6039
2012,NUTS,2010,UKM2,2,2.4557
2013,NUTS,2010,UKM2,2,2.67
2014,NUTS,2010,UKM2,2,2.7725
2015,NUTS,2010,UKM2,2,3.33
2016,NUTS,2010,UKM2,2,3.5013
2017,NUTS,2010,UKM2,2,1.231
2012,NUTS,2010,UKM3,2,1.814
2013,NUTS,2010,UKM3,2,1.9705
2014,NUTS,2010,UKM3,2,2.019
2015,NUTS,2010,UKM3,2,1.878
2016,NUTS,2010,UKM3,2,1.9497
2017,NUTS,2010,UKM3,2,0.612
2012,NUTS,2010,UKM5,2,3.2291
2013,NUTS,2010,UKM5,2,3.6632
2014,NUTS,2010,UKM5,2,3.4072
2015,NUTS,2010,UKM5,2,2.5273
2016,NUTS,2010,UKM5,2,3.1373
2017,NUTS,2010,UKM5,2,3.0106
2018,NUTS,2010,UKM5,2,3.0511
2012,NUTS,2010,UKM6,2,0.259
2013,NUTS,2010,UKM6,2,0.3121
2014,NUTS,2010,UKM6,2,0.3044
2015,NUTS,2010,UKM6,2,0.311
2016,NUTS,2010,UKM6,2,0.3478
2017,NUTS,2010,UKM6,2,0.4409
2018,NUTS,2010,UKM6,2,0.431
2014,NUTS,2010,UKM7,2,2.9505
2015,NUTS,2010,UKM7,2,3.5187
2016,NUTS,2010,UKM7,2,3.6646
2017,NUTS,2010,UKM7,2,3.8382
2018,NUTS,2010,UKM7,2,3.8662
2014,NUTS,2010,UKM8,2,2.7664
2015,NUTS,2010,UKM8,2,2.5446
2016,NUTS,2010,UKM8,2,2.6051
2017,NUTS,2010,UKM8,2,2.7079
2018,NUTS,2010,UKM8,2,2.6876
2014,NUTS,2010,UKM9,2,0.393
2015,NUTS,2010,UKM9,2,0.2828
2016,NUTS,2010,UKM9,2,0.3376
2017,NUTS,2010,UKM9,2,0.3762
2018,NUTS,2010,UKM9,2,0.4088
2011,NUTS,2010,UKN,1,1.5334
2012,NUTS,2010,UKN,1,1.6967
2013,NUTS,2010,UKN,1,1.5765
2014,NUTS,2010,UKN,1,1.7371
2015,NUTS,2010,UKN,1,1.8727
2016,NUTS,2010,UKN,1,2.0479
2017,NUTS,2010,UKN,1,2.0339
2018,NUTS,2010,UKN,1,2.1151
2011,NUTS,2010,UKN0,2,1.5334
2012,NUTS,2010,UKN0,2,1.6967
2013,NUTS,2010,UKN0,2,1.5765
2014,NUTS,2010,UKN0,2,1.7371
2015,NUTS,2010,UKN0,2,1.8727
2016,NUTS,2010,UKN0,2,2.0479
2017,NUTS,2010,UKN0,2,2.0339
2018,NUTS,2010,UKN0,2,2.1151
