year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_total_total_hc
2007,NUTS,2010,PL5,1,4124.0
2008,NUTS,2010,PL5,1,3968.0
2009,NUTS,2010,PL5,1,4037.0
2010,NUTS,2010,PL5,1,4114.0
2011,NUTS,2010,PL5,1,4271.0
2012,NUTS,2010,PL5,1,4694.0
2013,NUTS,2010,PL5,1,5099.0
2014,NUTS,2010,PL5,1,5275.0
2015,NUTS,2010,PL5,1,5681.0
2016,NUTS,2010,PL5,1,5717.0
2017,NUTS,2010,PL5,1,8158.0
2018,NUTS,2010,PL5,1,8569.0
2019,NUTS,2010,PL5,1,9031.0
2000,NUTS,2010,PL51,2,3770.0
2003,NUTS,2010,PL51,2,3850.0
2004,NUTS,2010,PL51,2,3855.0
2005,NUTS,2010,PL51,2,3653.0
2006,NUTS,2010,PL51,2,3651.0
2007,NUTS,2010,PL51,2,3491.0
2008,NUTS,2010,PL51,2,3365.0
2009,NUTS,2010,PL51,2,3408.0
2010,NUTS,2010,PL51,2,3463.0
2011,NUTS,2010,PL51,2,3583.0
2012,NUTS,2010,PL51,2,3971.0
2013,NUTS,2010,PL51,2,4356.0
2014,NUTS,2010,PL51,2,4501.0
2015,NUTS,2010,PL51,2,4880.0
2016,NUTS,2010,PL51,2,4907.0
2017,NUTS,2010,PL51,2,7100.0
2018,NUTS,2010,PL51,2,7595.0
2019,NUTS,2010,PL51,2,7975.0
2000,NUTS,2010,PL52,2,672.0
2003,NUTS,2010,PL52,2,598.0
2004,NUTS,2010,PL52,2,598.0
2005,NUTS,2010,PL52,2,615.0
2006,NUTS,2010,PL52,2,602.0
2007,NUTS,2010,PL52,2,633.0
2008,NUTS,2010,PL52,2,603.0
2009,NUTS,2010,PL52,2,629.0
2010,NUTS,2010,PL52,2,651.0
2011,NUTS,2010,PL52,2,688.0
2012,NUTS,2010,PL52,2,723.0
2013,NUTS,2010,PL52,2,743.0
2014,NUTS,2010,PL52,2,774.0
2015,NUTS,2010,PL52,2,801.0
2016,NUTS,2010,PL52,2,810.0
2017,NUTS,2010,PL52,2,1058.0
2018,NUTS,2010,PL52,2,974.0
2019,NUTS,2010,PL52,2,1056.0
2000,NUTS,2010,PL6,1,5394.0
2003,NUTS,2010,PL6,1,5429.0
2004,NUTS,2010,PL6,1,5488.0
2005,NUTS,2010,PL6,1,5411.0
2006,NUTS,2010,PL6,1,5514.0
2007,NUTS,2010,PL6,1,5544.0
2008,NUTS,2010,PL6,1,5335.0
2009,NUTS,2010,PL6,1,5394.0
2010,NUTS,2010,PL6,1,5538.0
2011,NUTS,2010,PL6,1,5801.0
2012,NUTS,2010,PL6,1,6003.0
2013,NUTS,2010,PL6,1,6153.0
2014,NUTS,2010,PL6,1,6423.0
2015,NUTS,2010,PL6,1,6551.0
2016,NUTS,2010,PL6,1,7046.0
2017,NUTS,2010,PL6,1,11269.0
2018,NUTS,2010,PL6,1,12715.0
2019,NUTS,2010,PL6,1,
2000,NUTS,2010,PL61,2,1751.0
2003,NUTS,2010,PL61,2,1955.0
2004,NUTS,2010,PL61,2,2000.0
2005,NUTS,2010,PL61,2,1995.0
2006,NUTS,2010,PL61,2,2023.0
2007,NUTS,2010,PL61,2,1987.0
2008,NUTS,2010,PL61,2,1717.0
2009,NUTS,2010,PL61,2,1734.0
2010,NUTS,2010,PL61,2,
2011,NUTS,2010,PL61,2,1782.0
2012,NUTS,2010,PL61,2,1820.0
2013,NUTS,2010,PL61,2,1746.0
2014,NUTS,2010,PL61,2,1920.0
2015,NUTS,2010,PL61,2,1967.0
2016,NUTS,2010,PL61,2,2104.0
2017,NUTS,2010,PL61,2,4210.0
2018,NUTS,2010,PL61,2,
2019,NUTS,2010,PL61,2,4221.0
2000,NUTS,2010,PL62,2,854.0
2003,NUTS,2010,PL62,2,2478.0
2004,NUTS,2010,PL62,2,2479.0
2005,NUTS,2010,PL62,2,986.0
2006,NUTS,2010,PL62,2,911.0
2007,NUTS,2010,PL62,2,965.0
2008,NUTS,2010,PL62,2,961.0
2009,NUTS,2010,PL62,2,940.0
2010,NUTS,2010,PL62,2,
2011,NUTS,2010,PL62,2,1064.0
2012,NUTS,2010,PL62,2,1109.0
2013,NUTS,2010,PL62,2,1153.0
2014,NUTS,2010,PL62,2,1277.0
2015,NUTS,2010,PL62,2,1206.0
2016,NUTS,2010,PL62,2,1268.0
2017,NUTS,2010,PL62,2,1630.0
2018,NUTS,2010,PL62,2,
2019,NUTS,2010,PL62,2,
2000,NUTS,2010,PL63,2,2789.0
2003,NUTS,2010,PL63,2,996.0
2004,NUTS,2010,PL63,2,1009.0
2005,NUTS,2010,PL63,2,2430.0
2006,NUTS,2010,PL63,2,2580.0
2007,NUTS,2010,PL63,2,2592.0
2008,NUTS,2010,PL63,2,2657.0
2009,NUTS,2010,PL63,2,2720.0
2010,NUTS,2010,PL63,2,2802.0
2011,NUTS,2010,PL63,2,2955.0
2012,NUTS,2010,PL63,2,3074.0
2013,NUTS,2010,PL63,2,3254.0
2014,NUTS,2010,PL63,2,3226.0
2015,NUTS,2010,PL63,2,3378.0
2016,NUTS,2010,PL63,2,3674.0
2017,NUTS,2010,PL63,2,5429.0
2018,NUTS,2010,PL63,2,6069.0
2019,NUTS,2010,PL63,2,6265.0
2016,NUTS,2010,PL7,1,5248.0
2017,NUTS,2010,PL7,1,7615.0
2018,NUTS,2010,PL7,1,7293.0
2019,NUTS,2010,PL7,1,
2016,NUTS,2010,PL71,2,4555.0
2017,NUTS,2010,PL71,2,6513.0
2018,NUTS,2010,PL71,2,
2019,NUTS,2010,PL71,2,6410.0
2016,NUTS,2010,PL72,2,693.0
2017,NUTS,2010,PL72,2,1102.0
2018,NUTS,2010,PL72,2,
2019,NUTS,2010,PL72,2,
2016,NUTS,2010,PL8,1,7506.0
2017,NUTS,2010,PL8,1,9466.0
2018,NUTS,2010,PL8,1,10763.0
2019,NUTS,2010,PL8,1,11270.0
2016,NUTS,2010,PL81,2,3757.0
2017,NUTS,2010,PL81,2,5130.0
2018,NUTS,2010,PL81,2,6152.0
2019,NUTS,2010,PL81,2,6354.0
2016,NUTS,2010,PL82,2,2323.0
2017,NUTS,2010,PL82,2,2322.0
2018,NUTS,2010,PL82,2,2452.0
2019,NUTS,2010,PL82,2,2465.0
2016,NUTS,2010,PL84,2,1426.0
2017,NUTS,2010,PL84,2,2014.0
2018,NUTS,2010,PL84,2,2159.0
2019,NUTS,2010,PL84,2,2451.0
2016,NUTS,2010,PL9,1,20062.0
2017,NUTS,2010,PL9,1,28599.0
2018,NUTS,2010,PL9,1,31288.0
2019,NUTS,2010,PL9,1,31681.0
2016,NUTS,2010,PL91,2,19317.0
2017,NUTS,2010,PL91,2,27567.0
2018,NUTS,2010,PL91,2,29771.0
2019,NUTS,2010,PL91,2,30544.0
2016,NUTS,2010,PL92,2,745.0
2017,NUTS,2010,PL92,2,1032.0
2018,NUTS,2010,PL92,2,1517.0
2019,NUTS,2010,PL92,2,1137.0
2003,NUTS,2010,PLZ,1,0.0
2003,NUTS,2010,PLZZ,2,0.0
2003,NUTS,2010,PT,0,19562.0
2004,NUTS,2010,PT,0,19682.0
2005,NUTS,2010,PT,0,19801.0
2006,NUTS,2010,PT,0,23053.0
2007,NUTS,2010,PT,0,26305.0
2008,NUTS,2010,PT,0,36715.0
2009,NUTS,2010,PT,0,38461.0
2010,NUTS,2010,PT,0,39424.0
2011,NUTS,2010,PT,0,40185.0
2012,NUTS,2010,PT,0,40885.0
2013,NUTS,2010,PT,0,42042.0
2014,NUTS,2010,PT,0,42867.0
2015,NUTS,2010,PT,0,46367.0
2016,NUTS,2010,PT,0,45077.0
2017,NUTS,2010,PT,0,47517.0
2018,NUTS,2010,PT,0,50661.0
2019,NUTS,2010,PT,0,52948.0
2020,NUTS,2010,PT,0,55986.0
2003,NUTS,2010,PT1,1,19111.0
2004,NUTS,2010,PT1,1,19219.0
2005,NUTS,2010,PT1,1,19327.0
2006,NUTS,2010,PT1,1,22579.0
2007,NUTS,2010,PT1,1,25831.0
2008,NUTS,2010,PT1,1,36010.0
2009,NUTS,2010,PT1,1,37855.0
2010,NUTS,2010,PT1,1,38839.0
2011,NUTS,2010,PT1,1,39593.0
2012,NUTS,2010,PT1,1,40325.0
2013,NUTS,2010,PT1,1,41497.0
2014,NUTS,2010,PT1,1,42262.0
2015,NUTS,2010,PT1,1,45746.0
2016,NUTS,2010,PT1,1,44399.0
2017,NUTS,2010,PT1,1,46791.0
2018,NUTS,2010,PT1,1,49936.0
2019,NUTS,2010,PT1,1,52203.0
2020,NUTS,2010,PT1,1,55201.0
2003,NUTS,2010,PT11,2,4810.0
2004,NUTS,2010,PT11,2,4877.0
2005,NUTS,2010,PT11,2,4945.0
2006,NUTS,2010,PT11,2,5948.0
2007,NUTS,2010,PT11,2,6951.0
2008,NUTS,2010,PT11,2,9847.0
2009,NUTS,2010,PT11,2,11364.0
2010,NUTS,2010,PT11,2,11660.0
2011,NUTS,2010,PT11,2,12875.0
2012,NUTS,2010,PT11,2,13379.0
2013,NUTS,2010,PT11,2,14212.0
2014,NUTS,2010,PT11,2,14909.0
2015,NUTS,2010,PT11,2,17557.0
2016,NUTS,2010,PT11,2,14476.0
2017,NUTS,2010,PT11,2,15526.0
2018,NUTS,2010,PT11,2,16721.0
2019,NUTS,2010,PT11,2,17603.0
2020,NUTS,2010,PT11,2,19309.0
2003,NUTS,2010,PT15,2,374.0
2004,NUTS,2010,PT15,2,379.0
2005,NUTS,2010,PT15,2,383.0
2006,NUTS,2010,PT15,2,497.0
2007,NUTS,2010,PT15,2,610.0
2008,NUTS,2010,PT15,2,952.0
2009,NUTS,2010,PT15,2,1019.0
2010,NUTS,2010,PT15,2,924.0
2011,NUTS,2010,PT15,2,876.0
2012,NUTS,2010,PT15,2,820.0
2013,NUTS,2010,PT15,2,819.0
2014,NUTS,2010,PT15,2,825.0
2015,NUTS,2010,PT15,2,858.0
2016,NUTS,2010,PT15,2,845.0
2017,NUTS,2010,PT15,2,763.0
2018,NUTS,2010,PT15,2,814.0
2019,NUTS,2010,PT15,2,920.0
2020,NUTS,2010,PT15,2,978.0
2003,NUTS,2010,PT16,2,3569.0
2004,NUTS,2010,PT16,2,3651.0
2005,NUTS,2010,PT16,2,3734.0
2006,NUTS,2010,PT16,2,4272.0
2007,NUTS,2010,PT16,2,4811.0
2008,NUTS,2010,PT16,2,7008.0
2009,NUTS,2010,PT16,2,6910.0
2010,NUTS,2010,PT16,2,7414.0
2011,NUTS,2010,PT16,2,7800.0
2012,NUTS,2010,PT16,2,7628.0
2013,NUTS,2010,PT16,2,7649.0
2014,NUTS,2010,PT16,2,7632.0
2015,NUTS,2010,PT16,2,7939.0
2016,NUTS,2010,PT16,2,8572.0
2017,NUTS,2010,PT16,2,9095.0
2018,NUTS,2010,PT16,2,9865.0
2019,NUTS,2010,PT16,2,10602.0
2020,NUTS,2010,PT16,2,10727.0
2003,NUTS,2010,PT17,2,9450.0
2004,NUTS,2010,PT17,2,9420.0
2005,NUTS,2010,PT17,2,9389.0
2006,NUTS,2010,PT17,2,10889.0
2007,NUTS,2010,PT17,2,12389.0
2008,NUTS,2010,PT17,2,16574.0
2009,NUTS,2010,PT17,2,17230.0
2010,NUTS,2010,PT17,2,17720.0
2011,NUTS,2010,PT17,2,16992.0
2012,NUTS,2010,PT17,2,17375.0
2013,NUTS,2010,PT17,2,17730.0
2014,NUTS,2010,PT17,2,17755.0
2015,NUTS,2010,PT17,2,18211.0
2016,NUTS,2010,PT17,2,19200.0
2017,NUTS,2010,PT17,2,20006.0
2018,NUTS,2010,PT17,2,20909.0
2019,NUTS,2010,PT17,2,21355.0
2020,NUTS,2010,PT17,2,22349.0
2003,NUTS,2010,PT18,2,908.0
2004,NUTS,2010,PT18,2,892.0
2005,NUTS,2010,PT18,2,876.0
2006,NUTS,2010,PT18,2,973.0
2007,NUTS,2010,PT18,2,1070.0
2008,NUTS,2010,PT18,2,1629.0
2009,NUTS,2010,PT18,2,1332.0
2010,NUTS,2010,PT18,2,1121.0
2011,NUTS,2010,PT18,2,1050.0
2012,NUTS,2010,PT18,2,1123.0
2013,NUTS,2010,PT18,2,1087.0
2014,NUTS,2010,PT18,2,1141.0
2015,NUTS,2010,PT18,2,1181.0
2016,NUTS,2010,PT18,2,1306.0
2017,NUTS,2010,PT18,2,1401.0
2018,NUTS,2010,PT18,2,1627.0
2019,NUTS,2010,PT18,2,1723.0
2020,NUTS,2010,PT18,2,1838.0
2003,NUTS,2010,PT2,1,259.0
2004,NUTS,2010,PT2,1,265.0
2005,NUTS,2010,PT2,1,272.0
2006,NUTS,2010,PT2,1,270.0
2007,NUTS,2010,PT2,1,269.0
2008,NUTS,2010,PT2,1,375.0
2009,NUTS,2010,PT2,1,320.0
2010,NUTS,2010,PT2,1,297.0
2011,NUTS,2010,PT2,1,303.0
2012,NUTS,2010,PT2,1,342.0
2013,NUTS,2010,PT2,1,302.0
2014,NUTS,2010,PT2,1,330.0
2015,NUTS,2010,PT2,1,329.0
2016,NUTS,2010,PT2,1,357.0
2017,NUTS,2010,PT2,1,360.0
2018,NUTS,2010,PT2,1,302.0
2019,NUTS,2010,PT2,1,300.0
2020,NUTS,2010,PT2,1,347.0
2003,NUTS,2010,PT20,2,259.0
2004,NUTS,2010,PT20,2,265.0
2005,NUTS,2010,PT20,2,272.0
2006,NUTS,2010,PT20,2,270.0
2007,NUTS,2010,PT20,2,269.0
2008,NUTS,2010,PT20,2,375.0
2009,NUTS,2010,PT20,2,320.0
2010,NUTS,2010,PT20,2,297.0
2011,NUTS,2010,PT20,2,303.0
2012,NUTS,2010,PT20,2,342.0
2013,NUTS,2010,PT20,2,302.0
2014,NUTS,2010,PT20,2,330.0
2015,NUTS,2010,PT20,2,329.0
2016,NUTS,2010,PT20,2,357.0
2017,NUTS,2010,PT20,2,360.0
2018,NUTS,2010,PT20,2,302.0
2019,NUTS,2010,PT20,2,300.0
2020,NUTS,2010,PT20,2,347.0
2003,NUTS,2010,PT3,1,190.0
2004,NUTS,2010,PT3,1,196.0
2005,NUTS,2010,PT3,1,202.0
2006,NUTS,2010,PT3,1,204.0
2007,NUTS,2010,PT3,1,205.0
2008,NUTS,2010,PT3,1,330.0
2009,NUTS,2010,PT3,1,286.0
2010,NUTS,2010,PT3,1,288.0
2011,NUTS,2010,PT3,1,289.0
2012,NUTS,2010,PT3,1,218.0
2013,NUTS,2010,PT3,1,243.0
2014,NUTS,2010,PT3,1,275.0
2015,NUTS,2010,PT3,1,292.0
2016,NUTS,2010,PT3,1,321.0
2017,NUTS,2010,PT3,1,366.0
2018,NUTS,2010,PT3,1,423.0
2019,NUTS,2010,PT3,1,445.0
2020,NUTS,2010,PT3,1,438.0
2003,NUTS,2010,PT30,2,190.0
2004,NUTS,2010,PT30,2,196.0
2005,NUTS,2010,PT30,2,202.0
2006,NUTS,2010,PT30,2,204.0
2007,NUTS,2010,PT30,2,205.0
2008,NUTS,2010,PT30,2,330.0
2009,NUTS,2010,PT30,2,286.0
2010,NUTS,2010,PT30,2,288.0
2011,NUTS,2010,PT30,2,289.0
2012,NUTS,2010,PT30,2,218.0
2013,NUTS,2010,PT30,2,243.0
2014,NUTS,2010,PT30,2,275.0
2015,NUTS,2010,PT30,2,292.0
2016,NUTS,2010,PT30,2,321.0
2017,NUTS,2010,PT30,2,366.0
2018,NUTS,2010,PT30,2,423.0
2019,NUTS,2010,PT30,2,445.0
2020,NUTS,2010,PT30,2,438.0
1993,NUTS,2010,RO,0,37878.0
1994,NUTS,2010,RO,0,32380.0
1995,NUTS,2010,RO,0,31780.0
1996,NUTS,2010,RO,0,30786.0
1997,NUTS,2010,RO,0,27893.0
1998,NUTS,2010,RO,0,27055.0
1999,NUTS,2010,RO,0,22803.0
2000,NUTS,2010,RO,0,17114.0
2001,NUTS,2010,RO,0,17511.0
2002,NUTS,2010,RO,0,17818.0
2003,NUTS,2010,RO,0,18334.0
2004,NUTS,2010,RO,0,18352.0
2005,NUTS,2010,RO,0,19280.0
2006,NUTS,2010,RO,0,18834.0
2007,NUTS,2010,RO,0,19544.0
2008,NUTS,2010,RO,0,19988.0
2009,NUTS,2010,RO,0,19373.0
2010,NUTS,2010,RO,0,17639.0
2011,NUTS,2010,RO,0,19596.0
2012,NUTS,2010,RO,0,19774.0
2013,NUTS,2010,RO,0,20150.0
2014,NUTS,2010,RO,0,19877.0
2015,NUTS,2010,RO,0,19913.0
2016,NUTS,2010,RO,0,20350.0
2017,NUTS,2010,RO,0,20535.0
2018,NUTS,2010,RO,0,20172.0
2019,NUTS,2010,RO,0,20252.0
2002,NUTS,2010,RO1,1,3350.0
2003,NUTS,2010,RO1,1,2713.0
2004,NUTS,2010,RO1,1,2213.0
2005,NUTS,2010,RO1,1,2345.0
2006,NUTS,2010,RO1,1,2801.0
2007,NUTS,2010,RO1,1,3146.0
2008,NUTS,2010,RO1,1,3217.0
2009,NUTS,2010,RO1,1,3561.0
2010,NUTS,2010,RO1,1,3274.0
2011,NUTS,2010,RO1,1,3384.0
2012,NUTS,2010,RO1,1,3111.0
2013,NUTS,2010,RO1,1,2807.0
2014,NUTS,2010,RO1,1,3499.0
2015,NUTS,2010,RO1,1,3224.0
2016,NUTS,2010,RO1,1,3333.0
2017,NUTS,2010,RO1,1,3303.0
2018,NUTS,2010,RO1,1,3506.0
2019,NUTS,2010,RO1,1,3673.0
2002,NUTS,2010,RO11,2,1471.0
2003,NUTS,2010,RO11,2,1285.0
2004,NUTS,2010,RO11,2,1131.0
2005,NUTS,2010,RO11,2,1330.0
2006,NUTS,2010,RO11,2,1584.0
2007,NUTS,2010,RO11,2,1971.0
2008,NUTS,2010,RO11,2,1979.0
2009,NUTS,2010,RO11,2,2062.0
2010,NUTS,2010,RO11,2,2009.0
2011,NUTS,2010,RO11,2,1857.0
2012,NUTS,2010,RO11,2,1723.0
2013,NUTS,2010,RO11,2,1527.0
2014,NUTS,2010,RO11,2,1748.0
2015,NUTS,2010,RO11,2,1593.0
2016,NUTS,2010,RO11,2,1589.0
2017,NUTS,2010,RO11,2,1574.0
2018,NUTS,2010,RO11,2,1703.0
2019,NUTS,2010,RO11,2,1781.0
2002,NUTS,2010,RO12,2,1879.0
2003,NUTS,2010,RO12,2,1428.0
2004,NUTS,2010,RO12,2,1082.0
2005,NUTS,2010,RO12,2,1015.0
2006,NUTS,2010,RO12,2,1217.0
2007,NUTS,2010,RO12,2,1175.0
2008,NUTS,2010,RO12,2,1238.0
2009,NUTS,2010,RO12,2,1499.0
2010,NUTS,2010,RO12,2,1265.0
2011,NUTS,2010,RO12,2,1527.0
2012,NUTS,2010,RO12,2,1388.0
2013,NUTS,2010,RO12,2,1280.0
2014,NUTS,2010,RO12,2,1751.0
2015,NUTS,2010,RO12,2,1631.0
2016,NUTS,2010,RO12,2,1744.0
2017,NUTS,2010,RO12,2,1729.0
2018,NUTS,2010,RO12,2,1803.0
2019,NUTS,2010,RO12,2,1892.0
2002,NUTS,2010,RO2,1,2239.0
2003,NUTS,2010,RO2,1,2071.0
2004,NUTS,2010,RO2,1,2194.0
2005,NUTS,2010,RO2,1,2362.0
2006,NUTS,2010,RO2,1,2734.0
2007,NUTS,2010,RO2,1,2815.0
2008,NUTS,2010,RO2,1,2756.0
2009,NUTS,2010,RO2,1,2700.0
2010,NUTS,2010,RO2,1,2315.0
2011,NUTS,2010,RO2,1,2333.0
2012,NUTS,2010,RO2,1,2583.0
2013,NUTS,2010,RO2,1,2824.0
2014,NUTS,2010,RO2,1,2743.0
2015,NUTS,2010,RO2,1,2940.0
2016,NUTS,2010,RO2,1,2921.0
2017,NUTS,2010,RO2,1,2955.0
2018,NUTS,2010,RO2,1,3142.0
2019,NUTS,2010,RO2,1,3199.0
2002,NUTS,2010,RO21,2,1337.0
2003,NUTS,2010,RO21,2,1151.0
2004,NUTS,2010,RO21,2,1301.0
2005,NUTS,2010,RO21,2,1487.0
2006,NUTS,2010,RO21,2,1615.0
2007,NUTS,2010,RO21,2,1837.0
2008,NUTS,2010,RO21,2,1898.0
2009,NUTS,2010,RO21,2,1829.0
2010,NUTS,2010,RO21,2,1523.0
2011,NUTS,2010,RO21,2,1633.0
2012,NUTS,2010,RO21,2,1774.0
2013,NUTS,2010,RO21,2,2109.0
2014,NUTS,2010,RO21,2,2020.0
2015,NUTS,2010,RO21,2,2069.0
2016,NUTS,2010,RO21,2,1944.0
2017,NUTS,2010,RO21,2,1880.0
2018,NUTS,2010,RO21,2,1834.0
2019,NUTS,2010,RO21,2,1979.0
2002,NUTS,2010,RO22,2,902.0
2003,NUTS,2010,RO22,2,920.0
2004,NUTS,2010,RO22,2,893.0
2005,NUTS,2010,RO22,2,875.0
2006,NUTS,2010,RO22,2,1119.0
2007,NUTS,2010,RO22,2,978.0
2008,NUTS,2010,RO22,2,858.0
2009,NUTS,2010,RO22,2,871.0
2010,NUTS,2010,RO22,2,792.0
2011,NUTS,2010,RO22,2,700.0
2012,NUTS,2010,RO22,2,809.0
2013,NUTS,2010,RO22,2,715.0
2014,NUTS,2010,RO22,2,723.0
2015,NUTS,2010,RO22,2,871.0
2016,NUTS,2010,RO22,2,977.0
2017,NUTS,2010,RO22,2,1075.0
2018,NUTS,2010,RO22,2,1308.0
2019,NUTS,2010,RO22,2,1220.0
2002,NUTS,2010,RO3,1,10324.0
2003,NUTS,2010,RO3,1,11098.0
2004,NUTS,2010,RO3,1,11510.0
2005,NUTS,2010,RO3,1,12601.0
2006,NUTS,2010,RO3,1,11464.0
2007,NUTS,2010,RO3,1,11500.0
2008,NUTS,2010,RO3,1,12135.0
2009,NUTS,2010,RO3,1,10990.0
2010,NUTS,2010,RO3,1,9293.0
2011,NUTS,2010,RO3,1,11451.0
2012,NUTS,2010,RO3,1,11643.0
2013,NUTS,2010,RO3,1,11859.0
2014,NUTS,2010,RO3,1,11355.0
2015,NUTS,2010,RO3,1,11115.0
2016,NUTS,2010,RO3,1,11573.0
2017,NUTS,2010,RO3,1,11631.0
2018,NUTS,2010,RO3,1,11368.0
2019,NUTS,2010,RO3,1,11267.0
2002,NUTS,2010,RO31,2,1651.0
2003,NUTS,2010,RO31,2,1696.0
2004,NUTS,2010,RO31,2,1684.0
2005,NUTS,2010,RO31,2,1594.0
2006,NUTS,2010,RO31,2,1621.0
2007,NUTS,2010,RO31,2,1750.0
2008,NUTS,2010,RO31,2,1754.0
2009,NUTS,2010,RO31,2,1448.0
2010,NUTS,2010,RO31,2,1373.0
2011,NUTS,2010,RO31,2,971.0
2012,NUTS,2010,RO31,2,1288.0
2013,NUTS,2010,RO31,2,1784.0
2014,NUTS,2010,RO31,2,1524.0
2015,NUTS,2010,RO31,2,1245.0
2016,NUTS,2010,RO31,2,1206.0
2017,NUTS,2010,RO31,2,996.0
2018,NUTS,2010,RO31,2,1093.0
2019,NUTS,2010,RO31,2,1136.0
2002,NUTS,2010,RO32,2,8673.0
2003,NUTS,2010,RO32,2,9402.0
2004,NUTS,2010,RO32,2,9826.0
2005,NUTS,2010,RO32,2,11007.0
2006,NUTS,2010,RO32,2,9843.0
2007,NUTS,2010,RO32,2,9750.0
2008,NUTS,2010,RO32,2,10381.0
2009,NUTS,2010,RO32,2,9542.0
2010,NUTS,2010,RO32,2,7920.0
2011,NUTS,2010,RO32,2,10480.0
2012,NUTS,2010,RO32,2,10355.0
2013,NUTS,2010,RO32,2,10075.0
2014,NUTS,2010,RO32,2,9831.0
2015,NUTS,2010,RO32,2,9870.0
2016,NUTS,2010,RO32,2,10367.0
2017,NUTS,2010,RO32,2,10635.0
2018,NUTS,2010,RO32,2,10275.0
2019,NUTS,2010,RO32,2,10131.0
2002,NUTS,2010,RO4,1,1905.0
2003,NUTS,2010,RO4,1,2452.0
2004,NUTS,2010,RO4,1,2435.0
2005,NUTS,2010,RO4,1,1972.0
2006,NUTS,2010,RO4,1,1835.0
2007,NUTS,2010,RO4,1,2083.0
2008,NUTS,2010,RO4,1,1880.0
2009,NUTS,2010,RO4,1,2122.0
2010,NUTS,2010,RO4,1,2757.0
2011,NUTS,2010,RO4,1,2427.0
2012,NUTS,2010,RO4,1,2438.0
2013,NUTS,2010,RO4,1,2660.0
2014,NUTS,2010,RO4,1,2280.0
2015,NUTS,2010,RO4,1,2634.0
2016,NUTS,2010,RO4,1,2523.0
2017,NUTS,2010,RO4,1,2646.0
2018,NUTS,2010,RO4,1,2156.0
2019,NUTS,2010,RO4,1,2113.0
2002,NUTS,2010,RO41,2,1149.0
2003,NUTS,2010,RO41,2,1270.0
2004,NUTS,2010,RO41,2,1166.0
2005,NUTS,2010,RO41,2,1155.0
2006,NUTS,2010,RO41,2,1113.0
2007,NUTS,2010,RO41,2,1097.0
2008,NUTS,2010,RO41,2,996.0
2009,NUTS,2010,RO41,2,999.0
2010,NUTS,2010,RO41,2,1011.0
2011,NUTS,2010,RO41,2,1025.0
2012,NUTS,2010,RO41,2,899.0
2013,NUTS,2010,RO41,2,903.0
2014,NUTS,2010,RO41,2,894.0
2015,NUTS,2010,RO41,2,965.0
2016,NUTS,2010,RO41,2,945.0
2017,NUTS,2010,RO41,2,958.0
2018,NUTS,2010,RO41,2,634.0
2019,NUTS,2010,RO41,2,603.0
2002,NUTS,2010,RO42,2,756.0
2003,NUTS,2010,RO42,2,1182.0
2004,NUTS,2010,RO42,2,1269.0
2005,NUTS,2010,RO42,2,817.0
2006,NUTS,2010,RO42,2,722.0
2007,NUTS,2010,RO42,2,986.0
2008,NUTS,2010,RO42,2,884.0
2009,NUTS,2010,RO42,2,1123.0
2010,NUTS,2010,RO42,2,1746.0
2011,NUTS,2010,RO42,2,1402.0
2012,NUTS,2010,RO42,2,1538.0
2013,NUTS,2010,RO42,2,1757.0
2014,NUTS,2010,RO42,2,1386.0
2015,NUTS,2010,RO42,2,1669.0
2016,NUTS,2010,RO42,2,1578.0
2017,NUTS,2010,RO42,2,1688.0
2018,NUTS,2010,RO42,2,1522.0
2019,NUTS,2010,RO42,2,1510.0
2008,NUTS,2010,RS,0,9900.0
2009,NUTS,2010,RS,0,10243.0
2010,NUTS,2010,RS,0,9815.0
2011,NUTS,2010,RS,0,10030.0
2012,NUTS,2010,RS,0,9954.0
2013,NUTS,2010,RS,0,10793.0
2014,NUTS,2010,RS,0,10863.0
2015,NUTS,2010,RS,0,11695.0
2016,NUTS,2010,RS,0,11533.0
2017,NUTS,2010,RS,0,11411.0
2018,NUTS,2010,RS,0,11645.0
2019,NUTS,2010,RS,0,11867.0
2020,NUTS,2010,RS,0,12413.0
2018,NUTS,2010,RS1,1,9658.0
2019,NUTS,2010,RS1,1,9883.0
2020,NUTS,2010,RS1,1,10394.0
2018,NUTS,2010,RS11,2,6726.0
2019,NUTS,2010,RS11,2,6931.0
2020,NUTS,2010,RS11,2,7362.0
2018,NUTS,2010,RS12,2,2932.0
2019,NUTS,2010,RS12,2,2952.0
2020,NUTS,2010,RS12,2,3032.0
2018,NUTS,2010,RS2,1,1987.0
2019,NUTS,2010,RS2,1,1984.0
2020,NUTS,2010,RS2,1,2019.0
2018,NUTS,2010,RS21,2,885.0
2019,NUTS,2010,RS21,2,818.0
2020,NUTS,2010,RS21,2,912.0
2018,NUTS,2010,RS22,2,1102.0
2019,NUTS,2010,RS22,2,1166.0
2020,NUTS,2010,RS22,2,1107.0
1999,NUTS,2010,SE,0,35752.0
2001,NUTS,2010,SE,0,40163.0
2003,NUTS,2010,SE,0,39087.0
2005,NUTS,2010,SE,0,41058.0
2007,NUTS,2010,SE,0,41490.0
2009,NUTS,2010,SE,0,41676.0
2011,NUTS,2010,SE,0,47206.0
2013,NUTS,2010,SE,0,48562.0
2015,NUTS,2010,SE,0,50638.0
2017,NUTS,2010,SE,0,46353.0
2019,NUTS,2010,SE,0,48477.0
