year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_total_t_pc_act_hc
2017,NUTS,2010,DK05,2,0.6797
2019,NUTS,2010,DK05,2,0.5192
2011,NUTS,2010,EA19,2,0.872
2013,NUTS,2010,EA19,2,0.9224
2015,NUTS,2010,EA19,2,0.9869
2017,NUTS,2010,EA19,2,1.1093
2019,NUTS,2010,EA19,2,1.2202
2011,NUTS,2010,EE,0,0.4776
2012,NUTS,2010,EE,0,0.4288
2013,NUTS,2010,EE,0,0.4186
2014,NUTS,2010,EE,0,0.448
2015,NUTS,2010,EE,0,0.4063
2016,NUTS,2010,EE,0,0.3863
2017,NUTS,2010,EE,0,0.4361
2018,NUTS,2010,EE,0,0.4336
2019,NUTS,2010,EE,0,0.5624
2011,NUTS,2010,EL,0,0.2059
2013,NUTS,2010,EL,0,0.2183
2015,NUTS,2010,EL,0,0.25
2017,NUTS,2010,EL,0,0.4753
2019,NUTS,2010,EL,0,0.47
2011,NUTS,2010,EL3,1,0.3367
2013,NUTS,2010,EL3,1,0.4165
2015,NUTS,2010,EL3,1,0.4779
2017,NUTS,2010,EL3,1,0.8461
2019,NUTS,2010,EL3,1,0.8438
2011,NUTS,2010,EL30,2,0.3367
2013,NUTS,2010,EL30,2,0.4165
2015,NUTS,2010,EL30,2,0.4779
2017,NUTS,2010,EL30,2,0.8461
2019,NUTS,2010,EL30,2,0.8438
2011,NUTS,2010,EL4,1,0.0466
2013,NUTS,2010,EL4,1,0.038
2015,NUTS,2010,EL4,1,0.0634
2017,NUTS,2010,EL4,1,0.1306
2019,NUTS,2010,EL4,1,0.1284
2011,NUTS,2010,EL41,2,0.0114
2013,NUTS,2010,EL41,2,0.0095
2015,NUTS,2010,EL41,2,0.0404
2017,NUTS,2010,EL41,2,0.0413
2019,NUTS,2010,EL41,2,0.0793
2011,NUTS,2010,EL42,2,0.0285
2013,NUTS,2010,EL42,2,0.0122
2015,NUTS,2010,EL42,2,0.0148
2017,NUTS,2010,EL42,2,0.0309
2019,NUTS,2010,EL42,2,0.0182
2011,NUTS,2010,EL43,2,0.0655
2013,NUTS,2010,EL43,2,0.0605
2015,NUTS,2010,EL43,2,0.0975
2017,NUTS,2010,EL43,2,0.2118
2019,NUTS,2010,EL43,2,0.2033
2011,NUTS,2010,EL5,1,0.1673
2013,NUTS,2010,EL5,1,0.1131
2015,NUTS,2010,EL5,1,0.1273
2017,NUTS,2010,EL5,1,0.2935
2019,NUTS,2010,EL5,1,0.2724
2011,NUTS,2010,EL51,2,0.1374
2013,NUTS,2010,EL51,2,0.1055
2015,NUTS,2010,EL51,2,0.1104
2017,NUTS,2010,EL51,2,0.1862
2019,NUTS,2010,EL51,2,0.0914
2011,NUTS,2010,EL52,2,0.2058
2013,NUTS,2010,EL52,2,0.124
2015,NUTS,2010,EL52,2,0.1522
2017,NUTS,2010,EL52,2,0.3569
2019,NUTS,2010,EL52,2,0.3514
2011,NUTS,2010,EL53,2,0.0807
2013,NUTS,2010,EL53,2,0.0595
2015,NUTS,2010,EL53,2,0.0682
2017,NUTS,2010,EL53,2,0.0831
2019,NUTS,2010,EL53,2,0.0771
2011,NUTS,2010,EL54,2,0.0759
2013,NUTS,2010,EL54,2,0.1083
2015,NUTS,2010,EL54,2,0.0631
2017,NUTS,2010,EL54,2,0.3012
2019,NUTS,2010,EL54,2,0.3153
2011,NUTS,2010,EL6,1,0.0989
2013,NUTS,2010,EL6,1,0.093
2015,NUTS,2010,EL6,1,0.1088
2017,NUTS,2010,EL6,1,0.253
2019,NUTS,2010,EL6,1,0.2512
2011,NUTS,2010,EL61,2,0.0264
2013,NUTS,2010,EL61,2,0.0304
2015,NUTS,2010,EL61,2,0.0518
2017,NUTS,2010,EL61,2,0.2846
2019,NUTS,2010,EL61,2,0.259
2011,NUTS,2010,EL62,2,0.0222
2013,NUTS,2010,EL62,2,0.0076
2015,NUTS,2010,EL62,2,0.0544
2017,NUTS,2010,EL62,2,0.0769
2019,NUTS,2010,EL62,2,0.158
2011,NUTS,2010,EL63,2,0.1194
2013,NUTS,2010,EL63,2,0.1425
2015,NUTS,2010,EL63,2,0.1655
2017,NUTS,2010,EL63,2,0.3052
2019,NUTS,2010,EL63,2,0.2683
2011,NUTS,2010,EL64,2,0.2103
2013,NUTS,2010,EL64,2,0.1988
2015,NUTS,2010,EL64,2,0.2106
2017,NUTS,2010,EL64,2,0.3471
2019,NUTS,2010,EL64,2,0.3765
2011,NUTS,2010,EL65,2,0.0882
2013,NUTS,2010,EL65,2,0.0453
2015,NUTS,2010,EL65,2,0.035
2017,NUTS,2010,EL65,2,0.1245
2019,NUTS,2010,EL65,2,0.1328
2011,NUTS,2010,ES,0,0.5579
2012,NUTS,2010,ES,0,0.5517
2013,NUTS,2010,ES,0,0.5559
2014,NUTS,2010,ES,0,0.5592
2015,NUTS,2010,ES,0,0.5596
2016,NUTS,2010,ES,0,0.5748
2017,NUTS,2010,ES,0,0.6078
2018,NUTS,2010,ES,0,0.6619
2019,NUTS,2010,ES,0,0.6687
2011,NUTS,2010,ES1,1,0.469
2012,NUTS,2010,ES1,1,0.4473
2013,NUTS,2010,ES1,1,0.484
2014,NUTS,2010,ES1,1,0.4754
2015,NUTS,2010,ES1,1,0.4323
2016,NUTS,2010,ES1,1,0.4394
2017,NUTS,2010,ES1,1,0.5097
2018,NUTS,2010,ES1,1,0.5332
2019,NUTS,2010,ES1,1,0.5579
2011,NUTS,2010,ES11,2,0.4465
2012,NUTS,2010,ES11,2,0.438
2013,NUTS,2010,ES11,2,0.4964
2014,NUTS,2010,ES11,2,0.4929
2015,NUTS,2010,ES11,2,0.4511
2016,NUTS,2010,ES11,2,0.458
2017,NUTS,2010,ES11,2,0.5475
2018,NUTS,2010,ES11,2,0.5778
2019,NUTS,2010,ES11,2,0.5877
2011,NUTS,2010,ES12,2,0.5572
2012,NUTS,2010,ES12,2,0.5091
2013,NUTS,2010,ES12,2,0.5146
2014,NUTS,2010,ES12,2,0.5184
2015,NUTS,2010,ES12,2,0.4391
2016,NUTS,2010,ES12,2,0.431
2017,NUTS,2010,ES12,2,0.4663
2018,NUTS,2010,ES12,2,0.4746
2019,NUTS,2010,ES12,2,0.5624
2011,NUTS,2010,ES13,2,0.4215
2012,NUTS,2010,ES13,2,0.3843
2013,NUTS,2010,ES13,2,0.3734
2014,NUTS,2010,ES13,2,0.3224
2015,NUTS,2010,ES13,2,0.3353
2016,NUTS,2010,ES13,2,0.3688
2017,NUTS,2010,ES13,2,0.4101
2018,NUTS,2010,ES13,2,0.4262
2019,NUTS,2010,ES13,2,0.4143
2011,NUTS,2010,ES2,1,1.2649
2012,NUTS,2010,ES2,1,1.2779
2013,NUTS,2010,ES2,1,1.2373
2014,NUTS,2010,ES2,1,1.2281
2015,NUTS,2010,ES2,1,1.2457
2016,NUTS,2010,ES2,1,1.2323
2017,NUTS,2010,ES2,1,1.2953
2018,NUTS,2010,ES2,1,1.371
2019,NUTS,2010,ES2,1,1.355
2011,NUTS,2010,ES21,2,1.7011
2012,NUTS,2010,ES21,2,1.7935
2013,NUTS,2010,ES21,2,1.7567
2014,NUTS,2010,ES21,2,1.7617
2015,NUTS,2010,ES21,2,1.7752
2016,NUTS,2010,ES21,2,1.7358
2017,NUTS,2010,ES21,2,1.8267
2018,NUTS,2010,ES21,2,1.9631
2019,NUTS,2010,ES21,2,1.9465
2011,NUTS,2010,ES22,2,1.3971
2012,NUTS,2010,ES22,2,1.2787
2013,NUTS,2010,ES22,2,1.2655
2014,NUTS,2010,ES22,2,1.1994
2015,NUTS,2010,ES22,2,1.2804
2016,NUTS,2010,ES22,2,1.2886
2017,NUTS,2010,ES22,2,1.3388
2018,NUTS,2010,ES22,2,1.3565
2019,NUTS,2010,ES22,2,1.3091
2011,NUTS,2010,ES23,2,0.9877
2012,NUTS,2010,ES23,2,0.9084
2013,NUTS,2010,ES23,2,0.845
2014,NUTS,2010,ES23,2,0.8771
2015,NUTS,2010,ES23,2,0.8969
2016,NUTS,2010,ES23,2,0.8351
2017,NUTS,2010,ES23,2,0.888
2018,NUTS,2010,ES23,2,0.7482
2019,NUTS,2010,ES23,2,0.7183
2011,NUTS,2010,ES24,2,0.5516
2012,NUTS,2010,ES24,2,0.544
2013,NUTS,2010,ES24,2,0.487
2014,NUTS,2010,ES24,2,0.4782
2015,NUTS,2010,ES24,2,0.4704
2016,NUTS,2010,ES24,2,0.5001
2017,NUTS,2010,ES24,2,0.5253
2018,NUTS,2010,ES24,2,0.5812
2019,NUTS,2010,ES24,2,0.5962
2011,NUTS,2010,ES3,1,0.8564
2012,NUTS,2010,ES3,1,0.8447
2013,NUTS,2010,ES3,1,0.8793
2014,NUTS,2010,ES3,1,0.8711
2015,NUTS,2010,ES3,1,0.9142
2016,NUTS,2010,ES3,1,0.9261
2017,NUTS,2010,ES3,1,0.9393
2018,NUTS,2010,ES3,1,0.9812
2019,NUTS,2010,ES3,1,0.9925
2011,NUTS,2010,ES30,2,0.8564
2012,NUTS,2010,ES30,2,0.8447
2013,NUTS,2010,ES30,2,0.8793
2014,NUTS,2010,ES30,2,0.8711
2015,NUTS,2010,ES30,2,0.9142
2016,NUTS,2010,ES30,2,0.9261
2017,NUTS,2010,ES30,2,0.9393
2018,NUTS,2010,ES30,2,0.9812
2019,NUTS,2010,ES30,2,0.9925
2011,NUTS,2010,ES4,1,0.3875
2012,NUTS,2010,ES4,1,0.355
2013,NUTS,2010,ES4,1,0.3124
2014,NUTS,2010,ES4,1,0.3107
2015,NUTS,2010,ES4,1,0.3076
2016,NUTS,2010,ES4,1,0.3084
2017,NUTS,2010,ES4,1,0.3449
2018,NUTS,2010,ES4,1,0.3801
2019,NUTS,2010,ES4,1,0.3905
2011,NUTS,2010,ES41,2,0.6065
2012,NUTS,2010,ES41,2,0.5566
2013,NUTS,2010,ES41,2,0.4526
2014,NUTS,2010,ES41,2,0.4476
2015,NUTS,2010,ES41,2,0.4388
2016,NUTS,2010,ES41,2,0.4234
2017,NUTS,2010,ES41,2,0.4873
2018,NUTS,2010,ES41,2,0.5606
2019,NUTS,2010,ES41,2,0.5702
2011,NUTS,2010,ES42,2,0.2301
2012,NUTS,2010,ES42,2,0.2131
2013,NUTS,2010,ES42,2,0.1962
2014,NUTS,2010,ES42,2,0.2178
2015,NUTS,2010,ES42,2,0.2226
2016,NUTS,2010,ES42,2,0.2471
2017,NUTS,2010,ES42,2,0.2485
2018,NUTS,2010,ES42,2,0.2539
2019,NUTS,2010,ES42,2,0.2719
2011,NUTS,2010,ES43,2,0.1842
2012,NUTS,2010,ES43,2,0.1665
2013,NUTS,2010,ES43,2,0.2228
2014,NUTS,2010,ES43,2,0.1802
2015,NUTS,2010,ES43,2,0.1751
2016,NUTS,2010,ES43,2,0.1659
2017,NUTS,2010,ES43,2,0.2122
2018,NUTS,2010,ES43,2,0.2235
2019,NUTS,2010,ES43,2,0.2207
2011,NUTS,2010,ES5,1,0.5427
2012,NUTS,2010,ES5,1,0.5482
2013,NUTS,2010,ES5,1,0.5608
2014,NUTS,2010,ES5,1,0.5867
2015,NUTS,2010,ES5,1,0.5844
2016,NUTS,2010,ES5,1,0.6249
2017,NUTS,2010,ES5,1,0.6515
2018,NUTS,2010,ES5,1,0.7392
2019,NUTS,2010,ES5,1,0.7448
2011,NUTS,2010,ES51,2,0.6791
2012,NUTS,2010,ES51,2,0.7153
2013,NUTS,2010,ES51,2,0.7297
2014,NUTS,2010,ES51,2,0.7388
2015,NUTS,2010,ES51,2,0.7559
2016,NUTS,2010,ES51,2,0.7932
2017,NUTS,2010,ES51,2,0.8317
2018,NUTS,2010,ES51,2,0.9282
2019,NUTS,2010,ES51,2,0.938
2011,NUTS,2010,ES52,2,0.4379
2012,NUTS,2010,ES52,2,0.4058
2013,NUTS,2010,ES52,2,0.4177
2014,NUTS,2010,ES52,2,0.4773
2015,NUTS,2010,ES52,2,0.4469
2016,NUTS,2010,ES52,2,0.4959
2017,NUTS,2010,ES52,2,0.5085
2018,NUTS,2010,ES52,2,0.5952
2019,NUTS,2010,ES52,2,0.5942
2011,NUTS,2010,ES53,2,0.0711
2012,NUTS,2010,ES53,2,0.0584
2013,NUTS,2010,ES53,2,0.0704
2014,NUTS,2010,ES53,2,0.0684
2015,NUTS,2010,ES53,2,0.0735
2016,NUTS,2010,ES53,2,0.1027
2017,NUTS,2010,ES53,2,0.1075
2018,NUTS,2010,ES53,2,0.1554
2019,NUTS,2010,ES53,2,0.1561
2011,NUTS,2010,ES6,1,0.2568
2012,NUTS,2010,ES6,1,0.2569
2013,NUTS,2010,ES6,1,0.2751
2014,NUTS,2010,ES6,1,0.2733
2015,NUTS,2010,ES6,1,0.2577
2016,NUTS,2010,ES6,1,0.2599
2017,NUTS,2010,ES6,1,0.2891
2018,NUTS,2010,ES6,1,0.3164
2019,NUTS,2010,ES6,1,0.3168
2011,NUTS,2010,ES61,2,0.2551
2012,NUTS,2010,ES61,2,0.2492
2013,NUTS,2010,ES61,2,0.2726
2014,NUTS,2010,ES61,2,0.2648
2015,NUTS,2010,ES61,2,0.2434
2016,NUTS,2010,ES61,2,0.2385
2017,NUTS,2010,ES61,2,0.2677
2018,NUTS,2010,ES61,2,0.2938
2019,NUTS,2010,ES61,2,0.2883
2011,NUTS,2010,ES62,2,0.2895
2012,NUTS,2010,ES62,2,0.3228
2013,NUTS,2010,ES62,2,0.3157
2014,NUTS,2010,ES62,2,0.3464
2015,NUTS,2010,ES62,2,0.3668
2016,NUTS,2010,ES62,2,0.409
2017,NUTS,2010,ES62,2,0.4379
2018,NUTS,2010,ES62,2,0.4752
2019,NUTS,2010,ES62,2,0.5064
2012,NUTS,2010,ES63,2,0.0155
2015,NUTS,2010,ES63,2,0.0
2012,NUTS,2010,ES64,2,0.0457
2015,NUTS,2010,ES64,2,0.0
2011,NUTS,2010,ES7,1,0.0994
2012,NUTS,2010,ES7,1,0.089
2013,NUTS,2010,ES7,1,0.0767
2014,NUTS,2010,ES7,1,0.07
2015,NUTS,2010,ES7,1,0.0656
2016,NUTS,2010,ES7,1,0.0689
2017,NUTS,2010,ES7,1,0.0706
2018,NUTS,2010,ES7,1,0.0854
2019,NUTS,2010,ES7,1,0.0856
2011,NUTS,2010,ES70,2,0.0994
2012,NUTS,2010,ES70,2,0.089
2013,NUTS,2010,ES70,2,0.0767
2014,NUTS,2010,ES70,2,0.07
2015,NUTS,2010,ES70,2,0.0656
2016,NUTS,2010,ES70,2,0.0689
2017,NUTS,2010,ES70,2,0.0706
2018,NUTS,2010,ES70,2,0.0854
2019,NUTS,2010,ES70,2,0.0856
2011,NUTS,2010,EU27_2020,7,0.7759
2013,NUTS,2010,EU27_2020,7,0.8262
2015,NUTS,2010,EU27_2020,7,0.8865
2017,NUTS,2010,EU27_2020,7,1.0121
2019,NUTS,2010,EU27_2020,7,1.1212
2011,NUTS,2010,FI,0,1.5719
2012,NUTS,2010,FI,0,1.5457
2013,NUTS,2010,FI,0,1.5749
2014,NUTS,2010,FI,0,1.5528
2015,NUTS,2010,FI,0,1.5703
2016,NUTS,2010,FI,0,1.4736
2017,NUTS,2010,FI,0,1.4327
2018,NUTS,2010,FI,0,1.4164
2019,NUTS,2010,FI,0,1.4692
2011,NUTS,2010,FI1,1,1.5326
2012,NUTS,2010,FI1,1,1.5044
2013,NUTS,2010,FI1,1,1.5325
2015,NUTS,2010,FI1,1,1.5162
2016,NUTS,2010,FI1,1,1.4256
2017,NUTS,2010,FI1,1,1.3846
2018,NUTS,2010,FI1,1,1.3662
2019,NUTS,2010,FI1,1,1.415
2011,NUTS,2010,FI19,2,1.4343
2012,NUTS,2010,FI19,2,1.3511
2013,NUTS,2010,FI19,2,1.369
2015,NUTS,2010,FI19,2,1.4055
2016,NUTS,2010,FI19,2,1.2242
2017,NUTS,2010,FI19,2,1.2263
2018,NUTS,2010,FI19,2,1.2442
2019,NUTS,2010,FI19,2,1.2938
2011,NUTS,2010,FI1B,2,2.1888
2012,NUTS,2010,FI1B,2,2.177
2013,NUTS,2010,FI1B,2,2.2381
2015,NUTS,2010,FI1B,2,2.252
2016,NUTS,2010,FI1B,2,2.1109
2017,NUTS,2010,FI1B,2,2.0216
2018,NUTS,2010,FI1B,2,1.985
2019,NUTS,2010,FI1B,2,2.0406
2011,NUTS,2010,FI1C,2,1.0018
2012,NUTS,2010,FI1C,2,1.0389
2013,NUTS,2010,FI1C,2,1.0204
2015,NUTS,2010,FI1C,2,0.9459
2016,NUTS,2010,FI1C,2,0.9255
2017,NUTS,2010,FI1C,2,0.8506
2018,NUTS,2010,FI1C,2,0.8068
2019,NUTS,2010,FI1C,2,0.8493
2011,NUTS,2010,FI1D,2,1.2163
2012,NUTS,2010,FI1D,2,1.1532
2013,NUTS,2010,FI1D,2,1.1773
2015,NUTS,2010,FI1D,2,1.0886
2016,NUTS,2010,FI1D,2,1.1015
2017,NUTS,2010,FI1D,2,1.1064
2018,NUTS,2010,FI1D,2,1.0905
2019,NUTS,2010,FI1D,2,1.1171
2011,NUTS,2010,FI2,1,0.4737
2012,NUTS,2010,FI2,1,0.3936
2013,NUTS,2010,FI2,1,0.641
2015,NUTS,2010,FI2,1,0.2561
2016,NUTS,2010,FI2,1,0.3232
2017,NUTS,2010,FI2,1,0.2857
2018,NUTS,2010,FI2,1,0.4403
2019,NUTS,2010,FI2,1,0.3677
2011,NUTS,2010,FI20,2,0.4737
2012,NUTS,2010,FI20,2,0.3936
2013,NUTS,2010,FI20,2,0.641
2015,NUTS,2010,FI20,2,0.2561
2016,NUTS,2010,FI20,2,0.3232
2017,NUTS,2010,FI20,2,0.2857
2018,NUTS,2010,FI20,2,0.4403
2019,NUTS,2010,FI20,2,0.3677
2011,NUTS,2010,FR,0,1.0841
2012,NUTS,2010,FR,0,1.1498
2013,NUTS,2010,FR,0,1.1655
2014,NUTS,2010,FR,0,1.1658
2016,NUTS,2010,FR,0,1.2315
2017,NUTS,2010,FR,0,1.2991
2018,NUTS,2010,FR,0,1.3271
2011,NUTS,2010,FR1,1,2.1676
2012,NUTS,2010,FR1,1,2.2553
2013,NUTS,2010,FR1,1,2.2768
2011,NUTS,2010,FR10,2,2.1676
2012,NUTS,2010,FR10,2,2.2553
2013,NUTS,2010,FR10,2,2.2768
2011,NUTS,2010,FR2,1,0.6307
2012,NUTS,2010,FR2,1,0.6666
2013,NUTS,2010,FR2,1,0.6556
2011,NUTS,2010,FR21,2,0.4477
2012,NUTS,2010,FR21,2,0.4911
2013,NUTS,2010,FR21,2,0.452
2011,NUTS,2010,FR22,2,0.6263
2012,NUTS,2010,FR22,2,0.6443
2013,NUTS,2010,FR22,2,0.6907
2011,NUTS,2010,FR23,2,0.7048
2012,NUTS,2010,FR23,2,0.8175
2013,NUTS,2010,FR23,2,0.7944
2011,NUTS,2010,FR24,2,0.7731
2012,NUTS,2010,FR24,2,0.7327
2013,NUTS,2010,FR24,2,0.7396
2011,NUTS,2010,FR25,2,0.5662
2012,NUTS,2010,FR25,2,0.6004
2013,NUTS,2010,FR25,2,0.5548
2011,NUTS,2010,FR26,2,0.533
2012,NUTS,2010,FR26,2,0.6165
2013,NUTS,2010,FR26,2,0.5776
2011,NUTS,2010,FR3,1,0.422
2012,NUTS,2010,FR3,1,0.4124
2013,NUTS,2010,FR3,1,0.4294
2011,NUTS,2010,FR30,2,0.422
2012,NUTS,2010,FR30,2,0.4124
2013,NUTS,2010,FR30,2,0.4294
2011,NUTS,2010,FR4,1,0.7853
2012,NUTS,2010,FR4,1,0.827
2013,NUTS,2010,FR4,1,0.778
2011,NUTS,2010,FR41,2,0.4723
2012,NUTS,2010,FR41,2,0.4679
2013,NUTS,2010,FR41,2,0.4728
2011,NUTS,2010,FR42,2,0.8249
2012,NUTS,2010,FR42,2,0.8895
2013,NUTS,2010,FR42,2,0.7993
2011,NUTS,2010,FR43,2,1.3517
2012,NUTS,2010,FR43,2,1.4283
2013,NUTS,2010,FR43,2,1.3478
2011,NUTS,2010,FR5,1,0.7479
2012,NUTS,2010,FR5,1,0.7708
2013,NUTS,2010,FR5,1,0.7783
2011,NUTS,2010,FR51,2,0.7935
2012,NUTS,2010,FR51,2,0.8002
2013,NUTS,2010,FR51,2,0.8434
2011,NUTS,2010,FR52,2,0.8889
2012,NUTS,2010,FR52,2,0.9078
2013,NUTS,2010,FR52,2,0.8539
2011,NUTS,2010,FR53,2,0.4006
2012,NUTS,2010,FR53,2,0.4618
2013,NUTS,2010,FR53,2,0.5037
2011,NUTS,2010,FR6,1,1.1365
2012,NUTS,2010,FR6,1,1.2783
2013,NUTS,2010,FR6,1,1.2851
2011,NUTS,2010,FR61,2,0.7413
2012,NUTS,2010,FR61,2,0.7661
2013,NUTS,2010,FR61,2,0.774
2011,NUTS,2010,FR62,2,1.7275
2012,NUTS,2010,FR62,2,2.0019
2013,NUTS,2010,FR62,2,2.0129
2011,NUTS,2010,FR63,2,0.4398
2012,NUTS,2010,FR63,2,0.5784
2013,NUTS,2010,FR63,2,0.5552
2011,NUTS,2010,FR7,1,1.3151
2012,NUTS,2010,FR7,1,1.3566
2013,NUTS,2010,FR7,1,1.3803
2011,NUTS,2010,FR71,2,1.3887
2012,NUTS,2010,FR71,2,1.4302
2013,NUTS,2010,FR71,2,1.4598
2011,NUTS,2010,FR72,2,0.9604
2012,NUTS,2010,FR72,2,0.9978
2013,NUTS,2010,FR72,2,0.983
2011,NUTS,2010,FR8,1,0.7832
2012,NUTS,2010,FR8,1,0.8975
2013,NUTS,2010,FR8,1,0.97
2011,NUTS,2010,FR81,2,0.5154
2012,NUTS,2010,FR81,2,0.6442
2013,NUTS,2010,FR81,2,0.6527
2011,NUTS,2010,FR82,2,0.9482
2012,NUTS,2010,FR82,2,1.057
2013,NUTS,2010,FR82,2,1.1575
2011,NUTS,2010,FR83,2,0.1404
2012,NUTS,2010,FR83,2,0.0819
2013,NUTS,2010,FR83,2,0.0776
2011,NUTS,2010,FRA,1,0.0525
2012,NUTS,2010,FRA,1,0.0557
2013,NUTS,2010,FRA,1,0.0627
2011,NUTS,2010,HR,0,0.1573
2012,NUTS,2010,HR,0,0.1606
2013,NUTS,2010,HR,0,0.1661
2014,NUTS,2010,HR,0,0.1668
2015,NUTS,2010,HR,0,0.1781
2016,NUTS,2010,HR,0,0.2055
2017,NUTS,2010,HR,0,0.2177
2018,NUTS,2010,HR,0,0.2986
2019,NUTS,2010,HR,0,0.3545
2020,NUTS,2010,HR,0,0.4006
2011,NUTS,2010,HR0,1,0.1538
2012,NUTS,2010,HR0,1,0.1573
2013,NUTS,2010,HR0,1,0.1633
2014,NUTS,2010,HR0,1,0.1646
2015,NUTS,2010,HR0,1,0.1756
2016,NUTS,2010,HR0,1,0.2029
2017,NUTS,2010,HR0,1,0.2149
2018,NUTS,2010,HR0,1,0.2946
2019,NUTS,2010,HR0,1,0.3485
2020,NUTS,2010,HR0,1,0.3944
2011,NUTS,2010,HR03,2,0.0508
2012,NUTS,2010,HR03,2,0.0538
2013,NUTS,2010,HR03,2,0.0518
2014,NUTS,2010,HR03,2,0.0507
2015,NUTS,2010,HR03,2,0.0479
2016,NUTS,2010,HR03,2,0.0645
2017,NUTS,2010,HR03,2,0.0647
2018,NUTS,2010,HR03,2,0.0618
2019,NUTS,2010,HR03,2,0.0828
2020,NUTS,2010,HR03,2,0.104
2011,NUTS,2010,HR04,2,0.201
2012,NUTS,2010,HR04,2,0.2054
2013,NUTS,2010,HR04,2,0.214
2014,NUTS,2010,HR04,2,0.2199
2015,NUTS,2010,HR04,2,0.2374
2016,NUTS,2010,HR04,2,0.2692
2017,NUTS,2010,HR04,2,0.2879
2018,NUTS,2010,HR04,2,0.4042
2019,NUTS,2010,HR04,2,0.4733
2011,NUTS,2010,HU,0,0.4806
2012,NUTS,2010,HU,0,0.53
2013,NUTS,2010,HU,0,0.582
2014,NUTS,2010,HU,0,0.5593
2015,NUTS,2010,HU,0,0.5146
2016,NUTS,2010,HU,0,0.4996
2017,NUTS,2010,HU,0,0.5971
2018,NUTS,2010,HU,0,0.756
2019,NUTS,2010,HU,0,0.8084
2011,NUTS,2010,HU1,1,0.968
2012,NUTS,2010,HU1,1,1.0069
2013,NUTS,2010,HU1,1,1.1347
2014,NUTS,2010,HU1,1,1.1882
2015,NUTS,2010,HU1,1,1.1456
2016,NUTS,2010,HU1,1,1.0791
2017,NUTS,2010,HU1,1,1.2502
2018,NUTS,2010,HU1,1,1.6015
2019,NUTS,2010,HU1,1,1.6689
2011,NUTS,2010,HU10,2,0.968
2012,NUTS,2010,HU10,2,1.0069
2013,NUTS,2010,HU10,2,1.1347
2014,NUTS,2010,HU10,2,1.1882
2015,NUTS,2010,HU10,2,1.1456
2016,NUTS,2010,HU10,2,1.0791
2017,NUTS,2010,HU11,2,1.9016
2018,NUTS,2010,HU11,2,2.4238
2019,NUTS,2010,HU11,2,2.516
2017,NUTS,2010,HU12,2,0.2949
2018,NUTS,2010,HU12,2,0.4394
2019,NUTS,2010,HU12,2,0.4988
2011,NUTS,2010,HU2,1,0.3076
2012,NUTS,2010,HU2,1,0.3658
2013,NUTS,2010,HU2,1,0.3896
2014,NUTS,2010,HU2,1,0.3162
2015,NUTS,2010,HU2,1,0.2816
2016,NUTS,2010,HU2,1,0.2832
2017,NUTS,2010,HU2,1,0.3523
2018,NUTS,2010,HU2,1,0.4627
2019,NUTS,2010,HU2,1,0.486
2011,NUTS,2010,HU21,2,0.3789
2012,NUTS,2010,HU21,2,0.5021
2013,NUTS,2010,HU21,2,0.4718
2014,NUTS,2010,HU21,2,0.4017
2015,NUTS,2010,HU21,2,0.3917
2016,NUTS,2010,HU21,2,0.3867
2017,NUTS,2010,HU21,2,0.4534
2018,NUTS,2010,HU21,2,0.5556
2019,NUTS,2010,HU21,2,0.6031
2011,NUTS,2010,HU22,2,0.3001
2012,NUTS,2010,HU22,2,0.3007
2013,NUTS,2010,HU22,2,0.3569
2014,NUTS,2010,HU22,2,0.3152
2015,NUTS,2010,HU22,2,0.2441
2016,NUTS,2010,HU22,2,0.2496
2017,NUTS,2010,HU22,2,0.3322
2018,NUTS,2010,HU22,2,0.4584
2019,NUTS,2010,HU22,2,0.4589
2011,NUTS,2010,HU23,2,0.2234
2012,NUTS,2010,HU23,2,0.2648
2013,NUTS,2010,HU23,2,0.3224
2014,NUTS,2010,HU23,2,0.2088
2015,NUTS,2010,HU23,2,0.1834
2016,NUTS,2010,HU23,2,0.1911
2017,NUTS,2010,HU23,2,0.2458
2018,NUTS,2010,HU23,2,0.3481
2019,NUTS,2010,HU23,2,0.3663
2011,NUTS,2010,HU3,1,0.2521
2012,NUTS,2010,HU3,1,0.2928
2013,NUTS,2010,HU3,1,0.3115
2014,NUTS,2010,HU3,1,0.2648
2015,NUTS,2010,HU3,1,0.2078
2016,NUTS,2010,HU3,1,0.2108
2017,NUTS,2010,HU3,1,0.2744
2018,NUTS,2010,HU3,1,0.3201
2019,NUTS,2010,HU3,1,0.3596
2011,NUTS,2010,HU31,2,0.2264
2012,NUTS,2010,HU31,2,0.2591
2013,NUTS,2010,HU31,2,0.3312
2014,NUTS,2010,HU31,2,0.241
2015,NUTS,2010,HU31,2,0.1891
2016,NUTS,2010,HU31,2,0.1875
2017,NUTS,2010,HU31,2,0.2319
2018,NUTS,2010,HU31,2,0.2596
2019,NUTS,2010,HU31,2,0.294
2011,NUTS,2010,HU32,2,0.2206
2012,NUTS,2010,HU32,2,0.2673
2013,NUTS,2010,HU32,2,0.2163
2014,NUTS,2010,HU32,2,0.1839
2015,NUTS,2010,HU32,2,0.1873
2016,NUTS,2010,HU32,2,0.1876
2017,NUTS,2010,HU32,2,0.2435
2018,NUTS,2010,HU32,2,0.2792
2019,NUTS,2010,HU32,2,0.3047
