year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_pc_act_fte_total_t
2019,NUTS,2010,DK01,2,2.3716
2011,NUTS,2010,DK02,2,0.3495
2012,NUTS,2010,DK02,2,0.3724
2013,NUTS,2010,DK02,2,0.3213
2014,NUTS,2010,DK02,2,0.2983
2015,NUTS,2010,DK02,2,0.3089
2016,NUTS,2010,DK02,2,0.3393
2017,NUTS,2010,DK02,2,0.3862
2019,NUTS,2010,DK02,2,0.3672
2011,NUTS,2010,DK03,2,0.7207
2012,NUTS,2010,DK03,2,0.7811
2013,NUTS,2010,DK03,2,0.7949
2014,NUTS,2010,DK03,2,0.87
2015,NUTS,2010,DK03,2,0.8813
2016,NUTS,2010,DK03,2,0.935
2017,NUTS,2010,DK03,2,0.5952
2019,NUTS,2010,DK03,2,0.6504
2011,NUTS,2010,DK04,2,0.8324
2012,NUTS,2010,DK04,2,0.8978
2013,NUTS,2010,DK04,2,0.919
2014,NUTS,2010,DK04,2,0.93
2015,NUTS,2010,DK04,2,0.9491
2016,NUTS,2010,DK04,2,0.9693
2017,NUTS,2010,DK04,2,0.9455
2019,NUTS,2010,DK04,2,1.032
2011,NUTS,2010,DK05,2,0.3623
2012,NUTS,2010,DK05,2,0.3239
2013,NUTS,2010,DK05,2,0.3243
2014,NUTS,2010,DK05,2,0.32
2015,NUTS,2010,DK05,2,0.3337
2016,NUTS,2010,DK05,2,0.54
2017,NUTS,2010,DK05,2,0.3986
2019,NUTS,2010,DK05,2,0.3269
2011,NUTS,2010,EA19,2,0.6651
2012,NUTS,2010,EA19,2,0.6831
2013,NUTS,2010,EA19,2,0.6981
2014,NUTS,2010,EA19,2,0.7114
2015,NUTS,2010,EA19,2,0.7429
2016,NUTS,2010,EA19,2,0.77
2017,NUTS,2010,EA19,2,0.8228
2018,NUTS,2010,EA19,2,0.8691
2019,NUTS,2010,EA19,2,0.9017
2020,NUTS,2010,EA19,2,0.9208
2011,NUTS,2010,EE,0,0.317
2012,NUTS,2010,EE,0,0.2985
2013,NUTS,2010,EE,0,0.313
2014,NUTS,2010,EE,0,0.2749
2015,NUTS,2010,EE,0,0.259
2016,NUTS,2010,EE,0,0.2819
2017,NUTS,2010,EE,0,0.3142
2018,NUTS,2010,EE,0,0.3238
2019,NUTS,2010,EE,0,0.3981
2020,NUTS,2010,EE,0,0.4128
2011,NUTS,2010,EL,0,0.1304
2012,NUTS,2010,EL,0,0.1357
2013,NUTS,2010,EL,0,0.143
2014,NUTS,2010,EL,0,0.1636
2015,NUTS,2010,EL,0,0.1718
2016,NUTS,2010,EL,0,0.1925
2017,NUTS,2010,EL,0,0.2769
2018,NUTS,2010,EL,0,0.2999
2019,NUTS,2010,EL,0,0.3092
2020,NUTS,2010,EL,0,0.362
2011,NUTS,2010,EL3,1,0.207
2013,NUTS,2010,EL3,1,0.2723
2015,NUTS,2010,EL3,1,0.3351
2017,NUTS,2010,EL3,1,0.5191
2019,NUTS,2010,EL3,1,0.574
2011,NUTS,2010,EL30,2,0.207
2013,NUTS,2010,EL30,2,0.2723
2015,NUTS,2010,EL30,2,0.3351
2017,NUTS,2010,EL30,2,0.5191
2019,NUTS,2010,EL30,2,0.574
2011,NUTS,2010,EL4,1,0.0318
2013,NUTS,2010,EL4,1,0.0235
2015,NUTS,2010,EL4,1,0.0448
2017,NUTS,2010,EL4,1,0.0733
2019,NUTS,2010,EL4,1,0.0775
2011,NUTS,2010,EL41,2,0.0103
2013,NUTS,2010,EL41,2,0.0075
2015,NUTS,2010,EL41,2,0.0313
2017,NUTS,2010,EL41,2,0.0236
2019,NUTS,2010,EL41,2,0.0479
2011,NUTS,2010,EL42,2,0.0195
2013,NUTS,2010,EL42,2,0.0045
2015,NUTS,2010,EL42,2,0.0036
2017,NUTS,2010,EL42,2,0.0156
2019,NUTS,2010,EL42,2,0.0102
2011,NUTS,2010,EL43,2,0.0439
2013,NUTS,2010,EL43,2,0.0386
2015,NUTS,2010,EL43,2,0.0718
2017,NUTS,2010,EL43,2,0.1198
2019,NUTS,2010,EL43,2,0.1232
2011,NUTS,2010,EL5,1,0.1092
2013,NUTS,2010,EL5,1,0.0709
2015,NUTS,2010,EL5,1,0.0808
2017,NUTS,2010,EL5,1,0.1602
2019,NUTS,2010,EL5,1,0.1649
2011,NUTS,2010,EL51,2,0.0672
2013,NUTS,2010,EL51,2,0.0535
2015,NUTS,2010,EL51,2,0.0557
2017,NUTS,2010,EL51,2,0.1248
2019,NUTS,2010,EL51,2,0.0703
2011,NUTS,2010,EL52,2,0.1467
2013,NUTS,2010,EL52,2,0.0843
2015,NUTS,2010,EL52,2,0.1005
2017,NUTS,2010,EL52,2,0.1999
2019,NUTS,2010,EL52,2,0.2137
2011,NUTS,2010,EL53,2,0.0427
2013,NUTS,2010,EL53,2,0.0502
2015,NUTS,2010,EL53,2,0.0451
2017,NUTS,2010,EL53,2,0.0567
2019,NUTS,2010,EL53,2,0.0596
2011,NUTS,2010,EL54,2,0.0285
2013,NUTS,2010,EL54,2,0.044
2015,NUTS,2010,EL54,2,0.0425
2017,NUTS,2010,EL54,2,0.0821
2019,NUTS,2010,EL54,2,0.1457
2011,NUTS,2010,EL6,1,0.0679
2013,NUTS,2010,EL6,1,0.0661
2015,NUTS,2010,EL6,1,0.0717
2017,NUTS,2010,EL6,1,0.1223
2019,NUTS,2010,EL6,1,0.1562
2011,NUTS,2010,EL61,2,0.0128
2013,NUTS,2010,EL61,2,0.018
2015,NUTS,2010,EL61,2,0.0218
2017,NUTS,2010,EL61,2,0.0814
2019,NUTS,2010,EL61,2,0.1293
2011,NUTS,2010,EL62,2,0.0147
2013,NUTS,2010,EL62,2,0.0049
2015,NUTS,2010,EL62,2,0.0287
2017,NUTS,2010,EL62,2,0.0238
2019,NUTS,2010,EL62,2,0.1258
2011,NUTS,2010,EL63,2,0.0854
2013,NUTS,2010,EL63,2,0.1151
2015,NUTS,2010,EL63,2,0.1115
2017,NUTS,2010,EL63,2,0.1738
2019,NUTS,2010,EL63,2,0.1819
2011,NUTS,2010,EL64,2,0.1521
2013,NUTS,2010,EL64,2,0.1379
2015,NUTS,2010,EL64,2,0.1562
2017,NUTS,2010,EL64,2,0.2088
2019,NUTS,2010,EL64,2,0.2337
2011,NUTS,2010,EL65,2,0.0564
2013,NUTS,2010,EL65,2,0.0245
2015,NUTS,2010,EL65,2,0.0211
2017,NUTS,2010,EL65,2,0.0663
2019,NUTS,2010,EL65,2,0.0963
2011,NUTS,2010,ES,0,0.3859
2012,NUTS,2010,ES,0,0.3839
2013,NUTS,2010,ES,0,0.3847
2014,NUTS,2010,ES,0,0.3842
2015,NUTS,2010,ES,0,0.384
2016,NUTS,2010,ES,0,0.3978
2017,NUTS,2010,ES,0,0.4241
2018,NUTS,2010,ES,0,0.4621
2019,NUTS,2010,ES,0,0.4668
2020,NUTS,2010,ES,0,0.466
2011,NUTS,2010,ES1,1,0.2806
2012,NUTS,2010,ES1,1,0.2745
2013,NUTS,2010,ES1,1,0.2762
2014,NUTS,2010,ES1,1,0.2838
2015,NUTS,2010,ES1,1,0.2575
2016,NUTS,2010,ES1,1,0.2801
2017,NUTS,2010,ES1,1,0.3295
2018,NUTS,2010,ES1,1,0.3469
2019,NUTS,2010,ES1,1,0.3701
2011,NUTS,2010,ES11,2,0.2709
2012,NUTS,2010,ES11,2,0.274
2013,NUTS,2010,ES11,2,0.2795
2014,NUTS,2010,ES11,2,0.2965
2015,NUTS,2010,ES11,2,0.2718
2016,NUTS,2010,ES11,2,0.3007
2017,NUTS,2010,ES11,2,0.37
2018,NUTS,2010,ES11,2,0.3853
2019,NUTS,2010,ES11,2,0.4119
2011,NUTS,2010,ES12,2,0.321
2012,NUTS,2010,ES12,2,0.2947
2013,NUTS,2010,ES12,2,0.3024
2014,NUTS,2010,ES12,2,0.2915
2015,NUTS,2010,ES12,2,0.2545
2016,NUTS,2010,ES12,2,0.2676
2017,NUTS,2010,ES12,2,0.2859
2018,NUTS,2010,ES12,2,0.304
2019,NUTS,2010,ES12,2,0.3409
2011,NUTS,2010,ES13,2,0.2558
2012,NUTS,2010,ES13,2,0.242
2013,NUTS,2010,ES13,2,0.2154
2014,NUTS,2010,ES13,2,0.2129
2015,NUTS,2010,ES13,2,0.1971
2016,NUTS,2010,ES13,2,0.2078
2017,NUTS,2010,ES13,2,0.2181
2018,NUTS,2010,ES13,2,0.2422
2019,NUTS,2010,ES13,2,0.2277
2011,NUTS,2010,ES2,1,0.8521
2012,NUTS,2010,ES2,1,0.8548
2013,NUTS,2010,ES2,1,0.8385
2014,NUTS,2010,ES2,1,0.8312
2015,NUTS,2010,ES2,1,0.8351
2016,NUTS,2010,ES2,1,0.8348
2017,NUTS,2010,ES2,1,0.8829
2018,NUTS,2010,ES2,1,0.9232
2019,NUTS,2010,ES2,1,0.9211
2011,NUTS,2010,ES21,2,1.2042
2012,NUTS,2010,ES21,2,1.2448
2013,NUTS,2010,ES21,2,1.2294
2014,NUTS,2010,ES21,2,1.2208
2015,NUTS,2010,ES21,2,1.2132
2016,NUTS,2010,ES21,2,1.2153
2017,NUTS,2010,ES21,2,1.28
2018,NUTS,2010,ES21,2,1.3493
2019,NUTS,2010,ES21,2,1.3424
2011,NUTS,2010,ES22,2,0.8832
2012,NUTS,2010,ES22,2,0.8061
2013,NUTS,2010,ES22,2,0.8032
2014,NUTS,2010,ES22,2,0.7634
2015,NUTS,2010,ES22,2,0.8357
2016,NUTS,2010,ES22,2,0.8213
2017,NUTS,2010,ES22,2,0.8437
2018,NUTS,2010,ES22,2,0.8423
2019,NUTS,2010,ES22,2,0.862
2011,NUTS,2010,ES23,2,0.4146
2012,NUTS,2010,ES23,2,0.4192
2013,NUTS,2010,ES23,2,0.3724
2014,NUTS,2010,ES23,2,0.4144
2015,NUTS,2010,ES23,2,0.4044
2016,NUTS,2010,ES23,2,0.3415
2017,NUTS,2010,ES23,2,0.4196
2018,NUTS,2010,ES23,2,0.3426
2019,NUTS,2010,ES23,2,0.325
2011,NUTS,2010,ES24,2,0.3652
2012,NUTS,2010,ES24,2,0.36
2013,NUTS,2010,ES24,2,0.3417
2014,NUTS,2010,ES24,2,0.3448
2015,NUTS,2010,ES24,2,0.3362
2016,NUTS,2010,ES24,2,0.3536
2017,NUTS,2010,ES24,2,0.3801
2018,NUTS,2010,ES24,2,0.4211
2019,NUTS,2010,ES24,2,0.4275
2011,NUTS,2010,ES3,1,0.636
2012,NUTS,2010,ES3,1,0.6224
2013,NUTS,2010,ES3,1,0.6485
2014,NUTS,2010,ES3,1,0.6322
2015,NUTS,2010,ES3,1,0.6511
2016,NUTS,2010,ES3,1,0.6627
2017,NUTS,2010,ES3,1,0.6831
2018,NUTS,2010,ES3,1,0.7375
2019,NUTS,2010,ES3,1,0.7389
2011,NUTS,2010,ES30,2,0.636
2012,NUTS,2010,ES30,2,0.6224
2013,NUTS,2010,ES30,2,0.6485
2014,NUTS,2010,ES30,2,0.6322
2015,NUTS,2010,ES30,2,0.6511
2016,NUTS,2010,ES30,2,0.6627
2017,NUTS,2010,ES30,2,0.6831
2018,NUTS,2010,ES30,2,0.7375
2019,NUTS,2010,ES30,2,0.7389
2011,NUTS,2010,ES4,1,0.2241
2012,NUTS,2010,ES4,1,0.2304
2013,NUTS,2010,ES4,1,0.2014
2014,NUTS,2010,ES4,1,0.204
2015,NUTS,2010,ES4,1,0.1957
2016,NUTS,2010,ES4,1,0.2041
2017,NUTS,2010,ES4,1,0.2244
2018,NUTS,2010,ES4,1,0.246
2019,NUTS,2010,ES4,1,0.2609
2011,NUTS,2010,ES41,2,0.3363
2012,NUTS,2010,ES41,2,0.3559
2013,NUTS,2010,ES41,2,0.3007
2014,NUTS,2010,ES41,2,0.3087
2015,NUTS,2010,ES41,2,0.3038
2016,NUTS,2010,ES41,2,0.2973
2017,NUTS,2010,ES41,2,0.3395
2018,NUTS,2010,ES41,2,0.3842
2019,NUTS,2010,ES41,2,0.4109
2011,NUTS,2010,ES42,2,0.1596
2012,NUTS,2010,ES42,2,0.1527
2013,NUTS,2010,ES42,2,0.1355
2014,NUTS,2010,ES42,2,0.1393
2015,NUTS,2010,ES42,2,0.1261
2016,NUTS,2010,ES42,2,0.1564
2017,NUTS,2010,ES42,2,0.1518
2018,NUTS,2010,ES42,2,0.1523
2019,NUTS,2010,ES42,2,0.1675
2011,NUTS,2010,ES43,2,0.0871
2012,NUTS,2010,ES43,2,0.0918
2013,NUTS,2010,ES43,2,0.1056
2014,NUTS,2010,ES43,2,0.0919
2015,NUTS,2010,ES43,2,0.0854
2016,NUTS,2010,ES43,2,0.0848
2017,NUTS,2010,ES43,2,0.106
2018,NUTS,2010,ES43,2,0.1203
2019,NUTS,2010,ES43,2,0.1079
2011,NUTS,2010,ES5,1,0.3871
2012,NUTS,2010,ES5,1,0.3921
2013,NUTS,2010,ES5,1,0.3995
2014,NUTS,2010,ES5,1,0.4043
2015,NUTS,2010,ES5,1,0.4117
2016,NUTS,2010,ES5,1,0.4332
2017,NUTS,2010,ES5,1,0.4573
2018,NUTS,2010,ES5,1,0.5179
2019,NUTS,2010,ES5,1,0.5223
2011,NUTS,2010,ES51,2,0.5096
2012,NUTS,2010,ES51,2,0.5244
2013,NUTS,2010,ES51,2,0.541
2014,NUTS,2010,ES51,2,0.5385
2015,NUTS,2010,ES51,2,0.5562
2016,NUTS,2010,ES51,2,0.5841
2017,NUTS,2010,ES51,2,0.6177
2018,NUTS,2010,ES51,2,0.7044
2019,NUTS,2010,ES51,2,0.6922
2011,NUTS,2010,ES52,2,0.273
2012,NUTS,2010,ES52,2,0.2701
2013,NUTS,2010,ES52,2,0.2678
2014,NUTS,2010,ES52,2,0.2849
2015,NUTS,2010,ES52,2,0.2778
2016,NUTS,2010,ES52,2,0.2934
2017,NUTS,2010,ES52,2,0.3078
2018,NUTS,2010,ES52,2,0.3323
2019,NUTS,2010,ES52,2,0.3636
2011,NUTS,2010,ES53,2,0.0472
2012,NUTS,2010,ES53,2,0.0412
2013,NUTS,2010,ES53,2,0.036
2014,NUTS,2010,ES53,2,0.039
2015,NUTS,2010,ES53,2,0.0521
2016,NUTS,2010,ES53,2,0.0598
2017,NUTS,2010,ES53,2,0.0615
2018,NUTS,2010,ES53,2,0.1076
2019,NUTS,2010,ES53,2,0.1038
2011,NUTS,2010,ES6,1,0.1845
2012,NUTS,2010,ES6,1,0.1802
2013,NUTS,2010,ES6,1,0.1869
2014,NUTS,2010,ES6,1,0.1912
2015,NUTS,2010,ES6,1,0.1787
2016,NUTS,2010,ES6,1,0.1869
2017,NUTS,2010,ES6,1,0.2068
2018,NUTS,2010,ES6,1,0.2159
2019,NUTS,2010,ES6,1,0.2093
2011,NUTS,2010,ES61,2,0.1863
2012,NUTS,2010,ES61,2,0.1789
2013,NUTS,2010,ES61,2,0.1897
2014,NUTS,2010,ES61,2,0.1901
2015,NUTS,2010,ES61,2,0.1727
2016,NUTS,2010,ES61,2,0.1753
2017,NUTS,2010,ES61,2,0.1939
2018,NUTS,2010,ES61,2,0.2016
2019,NUTS,2010,ES61,2,0.192
2011,NUTS,2010,ES62,2,0.1915
2012,NUTS,2010,ES62,2,0.2032
2013,NUTS,2010,ES62,2,0.1896
2014,NUTS,2010,ES62,2,0.2152
2015,NUTS,2010,ES62,2,0.2319
2016,NUTS,2010,ES62,2,0.2727
2017,NUTS,2010,ES62,2,0.2998
2018,NUTS,2010,ES62,2,0.3185
2019,NUTS,2010,ES62,2,0.326
2012,NUTS,2010,ES63,2,0.0124
2015,NUTS,2010,ES63,2,0.0
2012,NUTS,2010,ES64,2,0.0274
2015,NUTS,2010,ES64,2,0.0
2011,NUTS,2010,ES7,1,0.0652
2012,NUTS,2010,ES7,1,0.0594
2013,NUTS,2010,ES7,1,0.0526
2014,NUTS,2010,ES7,1,0.0491
2015,NUTS,2010,ES7,1,0.0452
2016,NUTS,2010,ES7,1,0.0473
2017,NUTS,2010,ES7,1,0.0526
2018,NUTS,2010,ES7,1,0.0651
2019,NUTS,2010,ES7,1,0.0603
2011,NUTS,2010,ES70,2,0.0652
2012,NUTS,2010,ES70,2,0.0594
2013,NUTS,2010,ES70,2,0.0526
2014,NUTS,2010,ES70,2,0.0491
2015,NUTS,2010,ES70,2,0.0452
2016,NUTS,2010,ES70,2,0.0473
2017,NUTS,2010,ES70,2,0.0526
2018,NUTS,2010,ES70,2,0.0651
2019,NUTS,2010,ES70,2,0.0603
2011,NUTS,2010,EU27_2020,7,0.5973
2012,NUTS,2010,EU27_2020,7,0.6171
2013,NUTS,2010,EU27_2020,7,0.6323
2014,NUTS,2010,EU27_2020,7,0.6473
2015,NUTS,2010,EU27_2020,7,0.6762
2016,NUTS,2010,EU27_2020,7,0.7101
2017,NUTS,2010,EU27_2020,7,0.7597
2018,NUTS,2010,EU27_2020,7,0.8097
2019,NUTS,2010,EU27_2020,7,0.8376
2020,NUTS,2010,EU27_2020,7,0.8606
2011,NUTS,2010,FI,0,1.1969
2012,NUTS,2010,FI,0,1.1889
2013,NUTS,2010,FI,0,1.1707
2014,NUTS,2010,FI,0,1.1442
2015,NUTS,2010,FI,0,1.1525
2016,NUTS,2010,FI,0,1.069
2017,NUTS,2010,FI,0,1.0809
2018,NUTS,2010,FI,0,1.0904
2019,NUTS,2010,FI,0,1.1268
2020,NUTS,2010,FI,0,1.1979
2011,NUTS,2010,FI1,1,1.1673
2012,NUTS,2010,FI1,1,1.1571
2013,NUTS,2010,FI1,1,1.1405
2015,NUTS,2010,FI1,1,1.113
2016,NUTS,2010,FI1,1,1.0335
2017,NUTS,2010,FI1,1,1.0444
2018,NUTS,2010,FI1,1,1.0512
2019,NUTS,2010,FI1,1,1.0852
2011,NUTS,2010,FI19,2,1.1354
2012,NUTS,2010,FI19,2,1.0857
2013,NUTS,2010,FI19,2,1.0623
2015,NUTS,2010,FI19,2,1.0431
2016,NUTS,2010,FI19,2,0.8633
2017,NUTS,2010,FI19,2,0.9105
2018,NUTS,2010,FI19,2,0.935
2019,NUTS,2010,FI19,2,0.9713
2011,NUTS,2010,FI1B,2,1.6454
2012,NUTS,2010,FI1B,2,1.6219
2013,NUTS,2010,FI1B,2,1.6237
2015,NUTS,2010,FI1B,2,1.664
2016,NUTS,2010,FI1B,2,1.5616
2017,NUTS,2010,FI1B,2,1.5531
2018,NUTS,2010,FI1B,2,1.5432
2019,NUTS,2010,FI1B,2,1.5817
2011,NUTS,2010,FI1C,2,0.728
2012,NUTS,2010,FI1C,2,0.7537
2013,NUTS,2010,FI1C,2,0.7691
2015,NUTS,2010,FI1C,2,0.6753
2016,NUTS,2010,FI1C,2,0.6574
2017,NUTS,2010,FI1C,2,0.6296
2018,NUTS,2010,FI1C,2,0.608
2019,NUTS,2010,FI1C,2,0.6316
2011,NUTS,2010,FI1D,2,0.9423
2012,NUTS,2010,FI1D,2,0.9528
2013,NUTS,2010,FI1D,2,0.8794
2015,NUTS,2010,FI1D,2,0.7879
2016,NUTS,2010,FI1D,2,0.7916
2017,NUTS,2010,FI1D,2,0.8199
2018,NUTS,2010,FI1D,2,0.852
2019,NUTS,2010,FI1D,2,0.8729
2011,NUTS,2010,FI2,1,0.2974
2012,NUTS,2010,FI2,1,0.3096
2013,NUTS,2010,FI2,1,0.2506
2015,NUTS,2010,FI2,1,0.1549
2016,NUTS,2010,FI2,1,0.353
2017,NUTS,2010,FI2,1,0.259
2018,NUTS,2010,FI2,1,0.4176
2019,NUTS,2010,FI2,1,0.2729
2011,NUTS,2010,FI20,2,0.2974
2012,NUTS,2010,FI20,2,0.3096
2013,NUTS,2010,FI20,2,0.2506
2015,NUTS,2010,FI20,2,0.1549
2016,NUTS,2010,FI20,2,0.353
2017,NUTS,2010,FI20,2,0.259
2018,NUTS,2010,FI20,2,0.4176
2019,NUTS,2010,FI20,2,0.2729
2011,NUTS,2010,FR,0,0.8242
2012,NUTS,2010,FR,0,0.8437
2013,NUTS,2010,FR,0,0.8567
2014,NUTS,2010,FR,0,0.8448
2015,NUTS,2010,FR,0,0.8564
2016,NUTS,2010,FR,0,0.8693
2017,NUTS,2010,FR,0,0.9023
2018,NUTS,2010,FR,0,0.9349
2019,NUTS,2010,FR,0,0.9621
2020,NUTS,2010,FR,0,0.9956
2011,NUTS,2010,FR1,1,1.689
2012,NUTS,2010,FR1,1,1.7093
2013,NUTS,2010,FR1,1,1.7231
2011,NUTS,2010,FR10,2,1.689
2012,NUTS,2010,FR10,2,1.7093
2013,NUTS,2010,FR10,2,1.7231
2011,NUTS,2010,FR2,1,0.484
2012,NUTS,2010,FR2,1,0.4839
2013,NUTS,2010,FR2,1,0.491
2011,NUTS,2010,FR21,2,0.3141
2012,NUTS,2010,FR21,2,0.3105
2013,NUTS,2010,FR21,2,0.293
2011,NUTS,2010,FR22,2,0.4936
2012,NUTS,2010,FR22,2,0.4848
2013,NUTS,2010,FR22,2,0.5402
2011,NUTS,2010,FR23,2,0.5578
2012,NUTS,2010,FR23,2,0.5941
2013,NUTS,2010,FR23,2,0.6053
2011,NUTS,2010,FR24,2,0.6195
2012,NUTS,2010,FR24,2,0.5768
2013,NUTS,2010,FR24,2,0.5965
2011,NUTS,2010,FR25,2,0.4088
2012,NUTS,2010,FR25,2,0.42
2013,NUTS,2010,FR25,2,0.3968
2011,NUTS,2010,FR26,2,0.3794
2012,NUTS,2010,FR26,2,0.406
2013,NUTS,2010,FR26,2,0.3802
2011,NUTS,2010,FR3,1,0.2814
2012,NUTS,2010,FR3,1,0.271
2013,NUTS,2010,FR3,1,0.2773
2011,NUTS,2010,FR30,2,0.2814
2012,NUTS,2010,FR30,2,0.271
2013,NUTS,2010,FR30,2,0.2773
2011,NUTS,2010,FR4,1,0.5886
2012,NUTS,2010,FR4,1,0.5847
2013,NUTS,2010,FR4,1,0.5661
2011,NUTS,2010,FR41,2,0.3002
2012,NUTS,2010,FR41,2,0.2939
2013,NUTS,2010,FR41,2,0.2977
2011,NUTS,2010,FR42,2,0.5934
2012,NUTS,2010,FR42,2,0.5953
2013,NUTS,2010,FR42,2,0.5498
2011,NUTS,2010,FR43,2,1.1662
2012,NUTS,2010,FR43,2,1.139
2013,NUTS,2010,FR43,2,1.1278
2011,NUTS,2010,FR5,1,0.5237
2012,NUTS,2010,FR5,1,0.5316
2013,NUTS,2010,FR5,1,0.5254
2011,NUTS,2010,FR51,2,0.5236
2012,NUTS,2010,FR51,2,0.516
2013,NUTS,2010,FR51,2,0.5252
2011,NUTS,2010,FR52,2,0.6659
2012,NUTS,2010,FR52,2,0.6863
2013,NUTS,2010,FR52,2,0.6514
2011,NUTS,2010,FR53,2,0.2687
2012,NUTS,2010,FR53,2,0.2857
2013,NUTS,2010,FR53,2,0.2951
2011,NUTS,2010,FR6,1,0.8603
2012,NUTS,2010,FR6,1,0.9118
2013,NUTS,2010,FR6,1,0.9359
2011,NUTS,2010,FR61,2,0.5528
2012,NUTS,2010,FR61,2,0.532
2013,NUTS,2010,FR61,2,0.5343
2011,NUTS,2010,FR62,2,1.3111
2012,NUTS,2010,FR62,2,1.4459
2013,NUTS,2010,FR62,2,1.5007
2011,NUTS,2010,FR63,2,0.3561
2012,NUTS,2010,FR63,2,0.4033
2013,NUTS,2010,FR63,2,0.3929
2011,NUTS,2010,FR7,1,1.0494
2012,NUTS,2010,FR7,1,1.0507
2013,NUTS,2010,FR7,1,1.035
2011,NUTS,2010,FR71,2,1.0891
2012,NUTS,2010,FR71,2,1.0915
2013,NUTS,2010,FR71,2,1.0776
2011,NUTS,2010,FR72,2,0.8582
2012,NUTS,2010,FR72,2,0.8514
2013,NUTS,2010,FR72,2,0.8223
2011,NUTS,2010,FR8,1,0.5409
2012,NUTS,2010,FR8,1,0.6132
2013,NUTS,2010,FR8,1,0.6804
2011,NUTS,2010,FR81,2,0.3969
2012,NUTS,2010,FR81,2,0.4455
2013,NUTS,2010,FR81,2,0.4525
2011,NUTS,2010,FR82,2,0.6344
2012,NUTS,2010,FR82,2,0.7216
2013,NUTS,2010,FR82,2,0.8163
2011,NUTS,2010,FR83,2,0.0864
2011,NUTS,2010,FRA,1,0.0288
2012,NUTS,2010,FRA,1,0.0319
2013,NUTS,2010,FRA,1,0.043
2011,NUTS,2010,HR,0,0.1375
2012,NUTS,2010,HR,0,0.1345
2013,NUTS,2010,HR,0,0.1375
2014,NUTS,2010,HR,0,0.1333
2015,NUTS,2010,HR,0,0.1455
2016,NUTS,2010,HR,0,0.1745
2017,NUTS,2010,HR,0,0.1862
2018,NUTS,2010,HR,0,0.2535
2019,NUTS,2010,HR,0,0.2961
2020,NUTS,2010,HR,0,0.3268
2011,NUTS,2010,HR0,1,0.1345
2012,NUTS,2010,HR0,1,0.1318
2013,NUTS,2010,HR0,1,0.1352
2014,NUTS,2010,HR0,1,0.1315
2015,NUTS,2010,HR0,1,0.1435
2016,NUTS,2010,HR0,1,0.1722
2017,NUTS,2010,HR0,1,0.1839
2018,NUTS,2010,HR0,1,0.2501
2019,NUTS,2010,HR0,1,0.2911
2020,NUTS,2010,HR0,1,0.3217
2011,NUTS,2010,HR03,2,0.037
2012,NUTS,2010,HR03,2,0.0398
2013,NUTS,2010,HR03,2,0.0382
2014,NUTS,2010,HR03,2,0.0402
2015,NUTS,2010,HR03,2,0.039
2016,NUTS,2010,HR03,2,0.05
2017,NUTS,2010,HR03,2,0.0509
2018,NUTS,2010,HR03,2,0.0511
2019,NUTS,2010,HR03,2,0.0674
2020,NUTS,2010,HR03,2,0.0846
2011,NUTS,2010,HR04,2,0.1791
2012,NUTS,2010,HR04,2,0.1745
2013,NUTS,2010,HR04,2,0.1792
2014,NUTS,2010,HR04,2,0.1759
2015,NUTS,2010,HR04,2,0.194
2016,NUTS,2010,HR04,2,0.2308
2017,NUTS,2010,HR04,2,0.2484
2018,NUTS,2010,HR04,2,0.3438
2019,NUTS,2010,HR04,2,0.3962
2011,NUTS,2010,HU,0,0.3974
2012,NUTS,2010,HU,0,0.4549
2013,NUTS,2010,HU,0,0.5014
2014,NUTS,2010,HU,0,0.4891
2015,NUTS,2010,HU,0,0.4565
2016,NUTS,2010,HU,0,0.4455
2017,NUTS,2010,HU,0,0.5268
2018,NUTS,2010,HU,0,0.6575
2019,NUTS,2010,HU,0,0.7009
2020,NUTS,2010,HU,0,0.7411
2011,NUTS,2010,HU1,1,0.8314
2012,NUTS,2010,HU1,1,0.9011
2013,NUTS,2010,HU1,1,1.0129
2014,NUTS,2010,HU1,1,1.075
2015,NUTS,2010,HU1,1,1.0438
2016,NUTS,2010,HU1,1,0.982
2017,NUTS,2010,HU1,1,1.1274
2018,NUTS,2010,HU1,1,1.4198
2019,NUTS,2010,HU1,1,1.474
2011,NUTS,2010,HU10,2,0.8314
2012,NUTS,2010,HU10,2,0.9011
2013,NUTS,2010,HU10,2,1.0129
2014,NUTS,2010,HU10,2,1.075
2015,NUTS,2010,HU10,2,1.0438
2016,NUTS,2010,HU10,2,0.982
2017,NUTS,2010,HU11,2,1.7197
2018,NUTS,2010,HU11,2,2.1616
2019,NUTS,2010,HU11,2,2.2439
2017,NUTS,2010,HU12,2,0.259
2018,NUTS,2010,HU12,2,0.3716
2019,NUTS,2010,HU12,2,0.4105
2011,NUTS,2010,HU2,1,0.2281
2012,NUTS,2010,HU2,1,0.283
2013,NUTS,2010,HU2,1,0.3169
2014,NUTS,2010,HU2,1,0.264
2015,NUTS,2010,HU2,1,0.2294
2016,NUTS,2010,HU2,1,0.2416
2017,NUTS,2010,HU2,1,0.3002
2018,NUTS,2010,HU2,1,0.3869
2019,NUTS,2010,HU2,1,0.4139
2011,NUTS,2010,HU21,2,0.3065
2012,NUTS,2010,HU21,2,0.4009
2013,NUTS,2010,HU21,2,0.4167
2014,NUTS,2010,HU21,2,0.355
