year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_rse_pc_emp_hc_t
2014,NUTS,2010,UKH1,2,1.5689
2015,NUTS,2010,UKH1,2,1.5447
2016,NUTS,2010,UKH1,2,1.5637
2017,NUTS,2010,UKH1,2,1.5629
2018,NUTS,2010,UKH1,2,1.5547
2011,NUTS,2010,UKH2,2,0.6722
2012,NUTS,2010,UKH2,2,0.6673
2013,NUTS,2010,UKH2,2,0.6357
2014,NUTS,2010,UKH2,2,0.6381
2015,NUTS,2010,UKH2,2,0.5799
2016,NUTS,2010,UKH2,2,0.592
2017,NUTS,2010,UKH2,2,0.5842
2018,NUTS,2010,UKH2,2,0.5965
2011,NUTS,2010,UKH3,2,0.3886
2012,NUTS,2010,UKH3,2,0.4007
2013,NUTS,2010,UKH3,2,0.3754
2014,NUTS,2010,UKH3,2,0.4011
2015,NUTS,2010,UKH3,2,0.4054
2016,NUTS,2010,UKH3,2,0.4164
2017,NUTS,2010,UKH3,2,0.3977
2018,NUTS,2010,UKH3,2,0.3897
2011,NUTS,2010,UKI,1,1.6301
2012,NUTS,2010,UKI,1,1.6274
2013,NUTS,2010,UKI,1,1.5708
2014,NUTS,2010,UKI,1,1.5609
2015,NUTS,2010,UKI,1,1.5259
2016,NUTS,2010,UKI,1,1.5303
2017,NUTS,2010,UKI,1,1.4632
2018,NUTS,2010,UKI,1,1.4443
2011,NUTS,2010,UKI3,2,8.8035
2012,NUTS,2010,UKI3,2,8.5239
2013,NUTS,2010,UKI3,2,8.5021
2014,NUTS,2010,UKI3,2,8.2715
2015,NUTS,2010,UKI3,2,7.9798
2016,NUTS,2010,UKI3,2,7.8456
2017,NUTS,2010,UKI3,2,8.0652
2018,NUTS,2010,UKI3,2,7.7848
2011,NUTS,2010,UKI4,2,0.8068
2012,NUTS,2010,UKI4,2,0.7944
2013,NUTS,2010,UKI4,2,0.7439
2014,NUTS,2010,UKI4,2,0.7224
2015,NUTS,2010,UKI4,2,0.8158
2016,NUTS,2010,UKI4,2,0.8269
2017,NUTS,2010,UKI4,2,0.7614
2018,NUTS,2010,UKI4,2,0.7491
2011,NUTS,2010,UKI5,2,0.2149
2012,NUTS,2010,UKI5,2,0.2233
2013,NUTS,2010,UKI5,2,0.2124
2014,NUTS,2010,UKI5,2,0.2085
2015,NUTS,2010,UKI5,2,0.1946
2016,NUTS,2010,UKI5,2,0.192
2017,NUTS,2010,UKI5,2,0.1777
2018,NUTS,2010,UKI5,2,0.1747
2011,NUTS,2010,UKI6,2,0.2219
2012,NUTS,2010,UKI6,2,0.2216
2013,NUTS,2010,UKI6,2,0.2041
2014,NUTS,2010,UKI6,2,0.2148
2015,NUTS,2010,UKI6,2,0.2548
2016,NUTS,2010,UKI6,2,0.2576
2017,NUTS,2010,UKI6,2,0.2574
2018,NUTS,2010,UKI6,2,0.2601
2011,NUTS,2010,UKI7,2,0.5471
2012,NUTS,2010,UKI7,2,0.5456
2013,NUTS,2010,UKI7,2,0.5687
2014,NUTS,2010,UKI7,2,0.5571
2015,NUTS,2010,UKI7,2,0.5177
2016,NUTS,2010,UKI7,2,0.5236
2017,NUTS,2010,UKI7,2,0.5007
2018,NUTS,2010,UKI7,2,0.4969
2011,NUTS,2010,UKJ,1,0.996
2012,NUTS,2010,UKJ,1,1.0188
2013,NUTS,2010,UKJ,1,1.0834
2014,NUTS,2010,UKJ,1,1.0999
2015,NUTS,2010,UKJ,1,1.1113
2016,NUTS,2010,UKJ,1,1.1234
2017,NUTS,2010,UKJ,1,1.0728
2018,NUTS,2010,UKJ,1,1.0955
2011,NUTS,2010,UKJ1,2,1.6957
2012,NUTS,2010,UKJ1,2,1.7219
2013,NUTS,2010,UKJ1,2,1.8634
2014,NUTS,2010,UKJ1,2,1.886
2015,NUTS,2010,UKJ1,2,1.9158
2016,NUTS,2010,UKJ1,2,1.942
2017,NUTS,2010,UKJ1,2,1.8822
2018,NUTS,2010,UKJ1,2,1.9044
2011,NUTS,2010,UKJ2,2,0.7228
2012,NUTS,2010,UKJ2,2,0.7402
2013,NUTS,2010,UKJ2,2,0.7516
2014,NUTS,2010,UKJ2,2,0.7773
2015,NUTS,2010,UKJ2,2,0.7486
2016,NUTS,2010,UKJ2,2,0.7425
2017,NUTS,2010,UKJ2,2,0.7051
2018,NUTS,2010,UKJ2,2,0.7473
2011,NUTS,2010,UKJ3,2,1.0407
2012,NUTS,2010,UKJ3,2,1.0679
2013,NUTS,2010,UKJ3,2,1.0756
2014,NUTS,2010,UKJ3,2,1.075
2015,NUTS,2010,UKJ3,2,1.1285
2016,NUTS,2010,UKJ3,2,1.1514
2017,NUTS,2010,UKJ3,2,1.065
2018,NUTS,2010,UKJ3,2,1.0647
2011,NUTS,2010,UKJ4,2,0.3706
2012,NUTS,2010,UKJ4,2,0.3811
2013,NUTS,2010,UKJ4,2,0.5068
2014,NUTS,2010,UKJ4,2,0.5103
2015,NUTS,2010,UKJ4,2,0.524
2016,NUTS,2010,UKJ4,2,0.5385
2017,NUTS,2010,UKJ4,2,0.5281
2018,NUTS,2010,UKJ4,2,0.527
2011,NUTS,2010,UKK,1,0.7521
2012,NUTS,2010,UKK,1,0.7655
2013,NUTS,2010,UKK,1,0.7751
2014,NUTS,2010,UKK,1,0.7831
2015,NUTS,2010,UKK,1,0.7684
2016,NUTS,2010,UKK,1,0.7849
2017,NUTS,2010,UKK,1,0.7864
2018,NUTS,2010,UKK,1,0.7851
2011,NUTS,2010,UKK1,2,1.0006
2012,NUTS,2010,UKK1,2,1.0144
2013,NUTS,2010,UKK1,2,1.0266
2014,NUTS,2010,UKK1,2,1.0451
2015,NUTS,2010,UKK1,2,1.0134
2016,NUTS,2010,UKK1,2,1.0227
2017,NUTS,2010,UKK1,2,1.0043
2018,NUTS,2010,UKK1,2,0.9887
2011,NUTS,2010,UKK2,2,0.1877
2012,NUTS,2010,UKK2,2,0.1933
2013,NUTS,2010,UKK2,2,0.2053
2014,NUTS,2010,UKK2,2,0.2093
2015,NUTS,2010,UKK2,2,0.2562
2016,NUTS,2010,UKK2,2,0.272
2017,NUTS,2010,UKK2,2,0.2799
2018,NUTS,2010,UKK2,2,0.2829
2011,NUTS,2010,UKK3,2,0.0954
2012,NUTS,2010,UKK3,2,0.0951
2013,NUTS,2010,UKK3,2,0.1135
2014,NUTS,2010,UKK3,2,0.1103
2015,NUTS,2010,UKK3,2,0.1148
2016,NUTS,2010,UKK3,2,0.1105
2017,NUTS,2010,UKK3,2,0.1202
2018,NUTS,2010,UKK3,2,0.1201
2011,NUTS,2010,UKK4,2,1.1313
2012,NUTS,2010,UKK4,2,1.1566
2013,NUTS,2010,UKK4,2,1.1924
2014,NUTS,2010,UKK4,2,1.1924
2015,NUTS,2010,UKK4,2,1.0999
2016,NUTS,2010,UKK4,2,1.1366
2017,NUTS,2010,UKK4,2,1.1577
2018,NUTS,2010,UKK4,2,1.1762
2011,NUTS,2010,UKL,1,0.9914
2012,NUTS,2010,UKL,1,1.0171
2013,NUTS,2010,UKL,1,1.0138
2014,NUTS,2010,UKL,1,1.0629
2015,NUTS,2010,UKL,1,1.0009
2016,NUTS,2010,UKL,1,0.9972
2017,NUTS,2010,UKL,1,0.9981
2018,NUTS,2010,UKL,1,0.9783
2011,NUTS,2010,UKL1,2,0.799
2012,NUTS,2010,UKL1,2,0.81
2013,NUTS,2010,UKL1,2,0.8686
2014,NUTS,2010,UKL1,2,0.911
2015,NUTS,2010,UKL1,2,0.8308
2016,NUTS,2010,UKL1,2,0.821
2017,NUTS,2010,UKL1,2,0.8551
2018,NUTS,2010,UKL1,2,0.8384
2011,NUTS,2010,UKL2,2,1.2919
2012,NUTS,2010,UKL2,2,1.3502
2013,NUTS,2010,UKL2,2,1.2447
2014,NUTS,2010,UKL2,2,1.3043
2015,NUTS,2010,UKL2,2,1.2805
2016,NUTS,2010,UKL2,2,1.2941
2017,NUTS,2010,UKL2,2,1.2215
2018,NUTS,2010,UKL2,2,1.1967
2011,NUTS,2010,UKM,1,1.2837
2012,NUTS,2010,UKM,1,1.3191
2013,NUTS,2010,UKM,1,1.4705
2014,NUTS,2010,UKM,1,1.4943
2015,NUTS,2010,UKM,1,1.4933
2016,NUTS,2010,UKM,1,1.5331
2017,NUTS,2010,UKM,1,1.507
2018,NUTS,2010,UKM,1,1.5221
2012,NUTS,2010,UKM2,2,1.8866
2013,NUTS,2010,UKM2,2,2.1874
2014,NUTS,2010,UKM2,2,2.2375
2015,NUTS,2010,UKM2,2,2.194
2016,NUTS,2010,UKM2,2,2.2595
2012,NUTS,2010,UKM3,2,1.1033
2013,NUTS,2010,UKM3,2,1.2037
2014,NUTS,2010,UKM3,2,1.228
2015,NUTS,2010,UKM3,2,1.2846
2016,NUTS,2010,UKM3,2,1.2894
2012,NUTS,2010,UKM5,2,1.3648
2013,NUTS,2010,UKM5,2,1.4223
2014,NUTS,2010,UKM5,2,1.3808
2015,NUTS,2010,UKM5,2,1.3233
2016,NUTS,2010,UKM5,2,1.4078
2017,NUTS,2010,UKM5,2,1.2864
2018,NUTS,2010,UKM5,2,1.3391
2012,NUTS,2010,UKM6,2,0.0554
2013,NUTS,2010,UKM6,2,0.0655
2014,NUTS,2010,UKM6,2,0.07
2015,NUTS,2010,UKM6,2,0.0648
2016,NUTS,2010,UKM6,2,0.0713
2017,NUTS,2010,UKM6,2,0.0882
2018,NUTS,2010,UKM6,2,0.0893
2014,NUTS,2010,UKM7,2,2.3811
2015,NUTS,2010,UKM7,2,2.3183
2016,NUTS,2010,UKM7,2,2.3648
2017,NUTS,2010,UKM7,2,2.3388
2018,NUTS,2010,UKM7,2,2.2953
2014,NUTS,2010,UKM8,2,1.853
2015,NUTS,2010,UKM8,2,1.8628
2016,NUTS,2010,UKM8,2,1.8592
2017,NUTS,2010,UKM8,2,1.8672
2018,NUTS,2010,UKM8,2,1.8562
2014,NUTS,2010,UKM9,2,0.0
2015,NUTS,2010,UKM9,2,0.0
2016,NUTS,2010,UKM9,2,0.0
2017,NUTS,2010,UKM9,2,0.0
2018,NUTS,2010,UKM9,2,0.0
2011,NUTS,2010,UKN,1,0.7507
2012,NUTS,2010,UKN,1,0.7699
2013,NUTS,2010,UKN,1,0.6653
2014,NUTS,2010,UKN,1,0.6781
2015,NUTS,2010,UKN,1,0.6735
2016,NUTS,2010,UKN,1,0.6756
2017,NUTS,2010,UKN,1,0.7155
2018,NUTS,2010,UKN,1,0.7093
2011,NUTS,2010,UKN0,2,0.7507
2012,NUTS,2010,UKN0,2,0.7699
2013,NUTS,2010,UKN0,2,0.6653
2014,NUTS,2010,UKN0,2,0.6781
2015,NUTS,2010,UKN0,2,0.6735
2016,NUTS,2010,UKN0,2,0.6756
2017,NUTS,2010,UKN0,2,0.7155
2018,NUTS,2010,UKN0,2,0.7093
