year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_total_pc_act_fte_t
2018,NUTS,2010,DK,0,2.067
2019,NUTS,2010,DK,0,2.1239
2020,NUTS,2010,DK,0,2.1242
2011,NUTS,2010,DK0,1,1.9464
2012,NUTS,2010,DK0,1,2.0127
2013,NUTS,2010,DK0,1,2.0462
2014,NUTS,2010,DK0,1,2.0391
2015,NUTS,2010,DK0,1,2.0842
2016,NUTS,2010,DK0,1,2.138
2017,NUTS,2010,DK0,1,2.0342
2018,NUTS,2010,DK0,1,2.0023
2019,NUTS,2010,DK0,1,2.054
2011,NUTS,2010,DK01,2,3.727
2012,NUTS,2010,DK01,2,3.7714
2013,NUTS,2010,DK01,2,3.7792
2014,NUTS,2010,DK01,2,3.7528
2015,NUTS,2010,DK01,2,3.7825
2016,NUTS,2010,DK01,2,3.8192
2017,NUTS,2010,DK01,2,3.7987
2019,NUTS,2010,DK01,2,3.8003
2011,NUTS,2010,DK02,2,0.6797
2012,NUTS,2010,DK02,2,0.6514
2013,NUTS,2010,DK02,2,0.6139
2014,NUTS,2010,DK02,2,0.6292
2015,NUTS,2010,DK02,2,0.657
2016,NUTS,2010,DK02,2,0.696
2017,NUTS,2010,DK02,2,0.738
2019,NUTS,2010,DK02,2,0.7055
2011,NUTS,2010,DK03,2,1.0435
2012,NUTS,2010,DK03,2,1.1153
2013,NUTS,2010,DK03,2,1.1568
2014,NUTS,2010,DK03,2,1.2485
2015,NUTS,2010,DK03,2,1.2854
2016,NUTS,2010,DK03,2,1.3322
2017,NUTS,2010,DK03,2,0.8909
2019,NUTS,2010,DK03,2,0.9546
2011,NUTS,2010,DK04,2,1.5079
2012,NUTS,2010,DK04,2,1.6748
2013,NUTS,2010,DK04,2,1.7107
2014,NUTS,2010,DK04,2,1.6117
2015,NUTS,2010,DK04,2,1.6822
2016,NUTS,2010,DK04,2,1.672
2017,NUTS,2010,DK04,2,1.5898
2019,NUTS,2010,DK04,2,1.6695
2011,NUTS,2010,DK05,2,0.8783
2012,NUTS,2010,DK05,2,0.8571
2013,NUTS,2010,DK05,2,0.9705
2014,NUTS,2010,DK05,2,0.9249
2015,NUTS,2010,DK05,2,0.9193
2016,NUTS,2010,DK05,2,1.1233
2017,NUTS,2010,DK05,2,1.208
2019,NUTS,2010,DK05,2,1.1679
2011,NUTS,2010,EA19,2,1.2077
2012,NUTS,2010,EA19,2,1.2316
2013,NUTS,2010,EA19,2,1.2469
2014,NUTS,2010,EA19,2,1.2642
2015,NUTS,2010,EA19,2,1.3046
2016,NUTS,2010,EA19,2,1.335
2017,NUTS,2010,EA19,2,1.3956
2018,NUTS,2010,EA19,2,1.452
2019,NUTS,2010,EA19,2,1.4945
2020,NUTS,2010,EA19,2,1.5337
2011,NUTS,2010,EE,0,0.8556
2012,NUTS,2010,EE,0,0.8791
2013,NUTS,2010,EE,0,0.8862
2014,NUTS,2010,EE,0,0.8853
2015,NUTS,2010,EE,0,0.8618
2016,NUTS,2010,EE,0,0.8664
2017,NUTS,2010,EE,0,0.9108
2018,NUTS,2010,EE,0,0.9312
2019,NUTS,2010,EE,0,0.9644
2020,NUTS,2010,EE,0,0.9746
2011,NUTS,2010,EL,0,0.7611
2012,NUTS,2010,EL,0,0.7763
2013,NUTS,2010,EL,0,0.8833
2014,NUTS,2010,EL,0,0.9146
2015,NUTS,2010,EL,0,1.0492
2016,NUTS,2010,EL,0,0.8839
2017,NUTS,2010,EL,0,1.0133
2018,NUTS,2010,EL,0,1.103
2019,NUTS,2010,EL,0,1.1631
2020,NUTS,2010,EL,0,1.3006
2011,NUTS,2010,EL3,1,0.859
2013,NUTS,2010,EL3,1,1.1004
2015,NUTS,2010,EL3,1,1.3684
2017,NUTS,2010,EL3,1,1.3652
2019,NUTS,2010,EL3,1,1.5647
2011,NUTS,2010,EL30,2,0.859
2013,NUTS,2010,EL30,2,1.1004
2015,NUTS,2010,EL30,2,1.3684
2017,NUTS,2010,EL30,2,1.3652
2019,NUTS,2010,EL30,2,1.5647
2011,NUTS,2010,EL4,1,0.9519
2013,NUTS,2010,EL4,1,0.988
2015,NUTS,2010,EL4,1,1.0288
2017,NUTS,2010,EL4,1,0.9127
2019,NUTS,2010,EL4,1,0.9497
2011,NUTS,2010,EL41,2,0.9569
2013,NUTS,2010,EL41,2,0.7451
2015,NUTS,2010,EL41,2,0.9386
2017,NUTS,2010,EL41,2,0.732
2019,NUTS,2010,EL41,2,0.7311
2011,NUTS,2010,EL42,2,0.3886
2013,NUTS,2010,EL42,2,0.3331
2015,NUTS,2010,EL42,2,0.2978
2017,NUTS,2010,EL42,2,0.2939
2019,NUTS,2010,EL42,2,0.274
2011,NUTS,2010,EL43,2,1.2452
2013,NUTS,2010,EL43,2,1.4164
2015,NUTS,2010,EL43,2,1.4665
2017,NUTS,2010,EL43,2,1.2994
2019,NUTS,2010,EL43,2,1.3828
2011,NUTS,2010,EL5,1,0.7239
2013,NUTS,2010,EL5,1,0.8232
2015,NUTS,2010,EL5,1,0.8961
2017,NUTS,2010,EL5,1,0.8064
2019,NUTS,2010,EL5,1,0.931
2011,NUTS,2010,EL51,2,0.5841
2013,NUTS,2010,EL51,2,0.7521
2015,NUTS,2010,EL51,2,0.6686
2017,NUTS,2010,EL51,2,0.6181
2019,NUTS,2010,EL51,2,0.6694
2011,NUTS,2010,EL52,2,0.7834
2013,NUTS,2010,EL52,2,0.8607
2015,NUTS,2010,EL52,2,0.9395
2017,NUTS,2010,EL52,2,0.8851
2019,NUTS,2010,EL52,2,1.0145
2011,NUTS,2010,EL53,2,0.5426
2013,NUTS,2010,EL53,2,0.42
2015,NUTS,2010,EL53,2,0.6482
2017,NUTS,2010,EL53,2,0.5109
2019,NUTS,2010,EL53,2,0.576
2011,NUTS,2010,EL54,2,0.7876
2013,NUTS,2010,EL54,2,1.06
2015,NUTS,2010,EL54,2,1.273
2017,NUTS,2010,EL54,2,0.9462
2019,NUTS,2010,EL54,2,1.2366
2011,NUTS,2010,EL6,1,0.5103
2013,NUTS,2010,EL6,1,0.5121
2015,NUTS,2010,EL6,1,0.6825
2017,NUTS,2010,EL6,1,0.7006
2019,NUTS,2010,EL6,1,0.8267
2011,NUTS,2010,EL61,2,0.6731
2013,NUTS,2010,EL61,2,0.5312
2015,NUTS,2010,EL61,2,0.6212
2017,NUTS,2010,EL61,2,0.6374
2019,NUTS,2010,EL61,2,0.861
2011,NUTS,2010,EL62,2,0.2172
2013,NUTS,2010,EL62,2,0.356
2015,NUTS,2010,EL62,2,0.9613
2017,NUTS,2010,EL62,2,0.778
2019,NUTS,2010,EL62,2,0.8673
2011,NUTS,2010,EL63,2,0.736
2013,NUTS,2010,EL63,2,0.8313
2015,NUTS,2010,EL63,2,1.0385
2017,NUTS,2010,EL63,2,1.3328
2019,NUTS,2010,EL63,2,1.3678
2011,NUTS,2010,EL64,2,0.3064
2013,NUTS,2010,EL64,2,0.3259
2015,NUTS,2010,EL64,2,0.4222
2017,NUTS,2010,EL64,2,0.3352
2019,NUTS,2010,EL64,2,0.4087
2011,NUTS,2010,EL65,2,0.348
2013,NUTS,2010,EL65,2,0.3588
2015,NUTS,2010,EL65,2,0.5018
2017,NUTS,2010,EL65,2,0.3503
2019,NUTS,2010,EL65,2,0.5382
2011,NUTS,2010,ES,0,0.9239
2012,NUTS,2010,ES,0,0.897
2013,NUTS,2010,ES,0,0.8823
2014,NUTS,2010,ES,0,0.8777
2015,NUTS,2010,ES,0,0.8823
2016,NUTS,2010,ES,0,0.9087
2017,NUTS,2010,ES,0,0.9564
2018,NUTS,2010,ES,0,0.9983
2019,NUTS,2010,ES,0,1.0148
2020,NUTS,2010,ES,0,1.0312
2011,NUTS,2010,ES1,1,0.7626
2012,NUTS,2010,ES1,1,0.7147
2013,NUTS,2010,ES1,1,0.7066
2014,NUTS,2010,ES1,1,0.7041
2015,NUTS,2010,ES1,1,0.6901
2016,NUTS,2010,ES1,1,0.7162
2017,NUTS,2010,ES1,1,0.77
2018,NUTS,2010,ES1,1,0.8038
2019,NUTS,2010,ES1,1,0.8492
2011,NUTS,2010,ES11,2,0.7706
2012,NUTS,2010,ES11,2,0.7217
2013,NUTS,2010,ES11,2,0.7271
2014,NUTS,2010,ES11,2,0.7383
2015,NUTS,2010,ES11,2,0.7169
2016,NUTS,2010,ES11,2,0.7457
2017,NUTS,2010,ES11,2,0.8224
2018,NUTS,2010,ES11,2,0.8549
2019,NUTS,2010,ES11,2,0.8932
2011,NUTS,2010,ES12,2,0.7527
2012,NUTS,2010,ES12,2,0.6995
2013,NUTS,2010,ES12,2,0.6924
2014,NUTS,2010,ES12,2,0.6529
2015,NUTS,2010,ES12,2,0.645
2016,NUTS,2010,ES12,2,0.6672
2017,NUTS,2010,ES12,2,0.7122
2018,NUTS,2010,ES12,2,0.7344
2019,NUTS,2010,ES12,2,0.8231
2011,NUTS,2010,ES13,2,0.7424
2012,NUTS,2010,ES13,2,0.7086
2013,NUTS,2010,ES13,2,0.6367
2014,NUTS,2010,ES13,2,0.636
2015,NUTS,2010,ES13,2,0.644
2016,NUTS,2010,ES13,2,0.6653
2017,NUTS,2010,ES13,2,0.6282
2018,NUTS,2010,ES13,2,0.6847
2019,NUTS,2010,ES13,2,0.6911
2011,NUTS,2010,ES2,1,1.3922
2012,NUTS,2010,ES2,1,1.3973
2013,NUTS,2010,ES2,1,1.3604
2014,NUTS,2010,ES2,1,1.3524
2015,NUTS,2010,ES2,1,1.3607
2016,NUTS,2010,ES2,1,1.3738
2017,NUTS,2010,ES2,1,1.4343
2018,NUTS,2010,ES2,1,1.4948
2019,NUTS,2010,ES2,1,1.4939
2011,NUTS,2010,ES21,2,1.6472
2012,NUTS,2010,ES21,2,1.738
2013,NUTS,2010,ES21,2,1.7258
2014,NUTS,2010,ES21,2,1.7253
2015,NUTS,2010,ES21,2,1.7225
2016,NUTS,2010,ES21,2,1.7284
2017,NUTS,2010,ES21,2,1.8119
2018,NUTS,2010,ES21,2,1.9077
2019,NUTS,2010,ES21,2,1.9095
2011,NUTS,2010,ES22,2,1.6284
2012,NUTS,2010,ES22,2,1.5111
2013,NUTS,2010,ES22,2,1.4707
2014,NUTS,2010,ES22,2,1.4231
2015,NUTS,2010,ES22,2,1.4885
2016,NUTS,2010,ES22,2,1.5012
2017,NUTS,2010,ES22,2,1.5559
2018,NUTS,2010,ES22,2,1.5758
2019,NUTS,2010,ES22,2,1.5825
2011,NUTS,2010,ES23,2,0.8781
2012,NUTS,2010,ES23,2,0.9235
2013,NUTS,2010,ES23,2,0.8523
2014,NUTS,2010,ES23,2,0.9182
2015,NUTS,2010,ES23,2,0.9064
2016,NUTS,2010,ES23,2,0.902
2017,NUTS,2010,ES23,2,0.9193
2018,NUTS,2010,ES23,2,0.8342
2019,NUTS,2010,ES23,2,0.8071
2011,NUTS,2010,ES24,2,0.9845
2012,NUTS,2010,ES24,2,0.9131
2013,NUTS,2010,ES24,2,0.8444
2014,NUTS,2010,ES24,2,0.8303
2015,NUTS,2010,ES24,2,0.8329
2016,NUTS,2010,ES24,2,0.8625
2017,NUTS,2010,ES24,2,0.8972
2018,NUTS,2010,ES24,2,0.9538
2019,NUTS,2010,ES24,2,0.96
2011,NUTS,2010,ES3,1,1.4792
2012,NUTS,2010,ES3,1,1.4096
2013,NUTS,2010,ES3,1,1.4054
2014,NUTS,2010,ES3,1,1.3907
2015,NUTS,2010,ES3,1,1.397
2016,NUTS,2010,ES3,1,1.4476
2017,NUTS,2010,ES3,1,1.5392
2018,NUTS,2010,ES3,1,1.5914
2019,NUTS,2010,ES3,1,1.602
2011,NUTS,2010,ES30,2,1.4792
2012,NUTS,2010,ES30,2,1.4096
2013,NUTS,2010,ES30,2,1.4054
2014,NUTS,2010,ES30,2,1.3907
2015,NUTS,2010,ES30,2,1.397
2016,NUTS,2010,ES30,2,1.4476
2017,NUTS,2010,ES30,2,1.5392
2018,NUTS,2010,ES30,2,1.5914
2019,NUTS,2010,ES30,2,1.602
2011,NUTS,2010,ES4,1,0.5677
2012,NUTS,2010,ES4,1,0.5462
2013,NUTS,2010,ES4,1,0.5092
2014,NUTS,2010,ES4,1,0.5086
2015,NUTS,2010,ES4,1,0.5185
2016,NUTS,2010,ES4,1,0.5286
2017,NUTS,2010,ES4,1,0.5606
2018,NUTS,2010,ES4,1,0.5903
2019,NUTS,2010,ES4,1,0.6352
2011,NUTS,2010,ES41,2,0.8135
2012,NUTS,2010,ES41,2,0.8014
2013,NUTS,2010,ES41,2,0.7568
2014,NUTS,2010,ES41,2,0.7627
2015,NUTS,2010,ES41,2,0.7731
2016,NUTS,2010,ES41,2,0.7742
2017,NUTS,2010,ES41,2,0.8382
2018,NUTS,2010,ES41,2,0.8922
2019,NUTS,2010,ES41,2,0.9453
2011,NUTS,2010,ES42,2,0.3382
2012,NUTS,2010,ES42,2,0.311
2013,NUTS,2010,ES42,2,0.273
2014,NUTS,2010,ES42,2,0.28
2015,NUTS,2010,ES42,2,0.2868
2016,NUTS,2010,ES42,2,0.3202
2017,NUTS,2010,ES42,2,0.3172
2018,NUTS,2010,ES42,2,0.3219
2019,NUTS,2010,ES42,2,0.3422
2011,NUTS,2010,ES43,2,0.4479
2012,NUTS,2010,ES43,2,0.4192
2013,NUTS,2010,ES43,2,0.4126
2014,NUTS,2010,ES43,2,0.3783
2015,NUTS,2010,ES43,2,0.393
2016,NUTS,2010,ES43,2,0.3761
2017,NUTS,2010,ES43,2,0.4122
2018,NUTS,2010,ES43,2,0.4417
2019,NUTS,2010,ES43,2,0.5164
2011,NUTS,2010,ES5,1,0.9424
2012,NUTS,2010,ES5,1,0.9325
2013,NUTS,2010,ES5,1,0.9354
2014,NUTS,2010,ES5,1,0.9419
2015,NUTS,2010,ES5,1,0.9473
2016,NUTS,2010,ES5,1,0.9863
2017,NUTS,2010,ES5,1,1.0234
2018,NUTS,2010,ES5,1,1.0774
2019,NUTS,2010,ES5,1,1.0887
2011,NUTS,2010,ES51,2,1.1207
2012,NUTS,2010,ES51,2,1.1364
2013,NUTS,2010,ES51,2,1.1522
2014,NUTS,2010,ES51,2,1.1539
2015,NUTS,2010,ES51,2,1.1856
2016,NUTS,2010,ES51,2,1.2334
2017,NUTS,2010,ES51,2,1.2836
2018,NUTS,2010,ES51,2,1.3645
2019,NUTS,2010,ES51,2,1.3482
2011,NUTS,2010,ES52,2,0.8029
2012,NUTS,2010,ES52,2,0.7626
2013,NUTS,2010,ES52,2,0.7526
2014,NUTS,2010,ES52,2,0.7677
2015,NUTS,2010,ES52,2,0.7423
2016,NUTS,2010,ES52,2,0.7701
2017,NUTS,2010,ES52,2,0.7865
2018,NUTS,2010,ES52,2,0.7977
2019,NUTS,2010,ES52,2,0.8507
2011,NUTS,2010,ES53,2,0.3372
2012,NUTS,2010,ES53,2,0.3184
2013,NUTS,2010,ES53,2,0.302
2014,NUTS,2010,ES53,2,0.3058
2015,NUTS,2010,ES53,2,0.2923
2016,NUTS,2010,ES53,2,0.3254
2017,NUTS,2010,ES53,2,0.359
2018,NUTS,2010,ES53,2,0.4242
2019,NUTS,2010,ES53,2,0.4316
2011,NUTS,2010,ES6,1,0.6488
2012,NUTS,2010,ES6,1,0.6222
2013,NUTS,2010,ES6,1,0.6099
2014,NUTS,2010,ES6,1,0.602
2015,NUTS,2010,ES6,1,0.606
2016,NUTS,2010,ES6,1,0.6091
2017,NUTS,2010,ES6,1,0.6433
2018,NUTS,2010,ES6,1,0.6557
2019,NUTS,2010,ES6,1,0.6582
2011,NUTS,2010,ES61,2,0.6351
2012,NUTS,2010,ES61,2,0.6093
2013,NUTS,2010,ES61,2,0.5987
2014,NUTS,2010,ES61,2,0.5852
2015,NUTS,2010,ES61,2,0.5818
2016,NUTS,2010,ES61,2,0.5803
2017,NUTS,2010,ES61,2,0.6175
2018,NUTS,2010,ES61,2,0.6284
2019,NUTS,2010,ES61,2,0.6283
2011,NUTS,2010,ES62,2,0.7815
2012,NUTS,2010,ES62,2,0.7492
2013,NUTS,2010,ES62,2,0.7297
2014,NUTS,2010,ES62,2,0.7496
2015,NUTS,2010,ES62,2,0.8027
2016,NUTS,2010,ES62,2,0.8288
2017,NUTS,2010,ES62,2,0.845
2018,NUTS,2010,ES62,2,0.8642
2019,NUTS,2010,ES62,2,0.8785
2011,NUTS,2010,ES63,2,0.0435
2012,NUTS,2010,ES63,2,0.0497
2013,NUTS,2010,ES63,2,0.0378
2014,NUTS,2010,ES63,2,0.0601
2015,NUTS,2010,ES63,2,0.0602
2011,NUTS,2010,ES64,2,0.0805
2012,NUTS,2010,ES64,2,0.1
2013,NUTS,2010,ES64,2,0.0847
2014,NUTS,2010,ES64,2,0.0721
2015,NUTS,2010,ES64,2,0.0421
2011,NUTS,2010,ES7,1,0.3584
2012,NUTS,2010,ES7,1,0.3427
2013,NUTS,2010,ES7,1,0.3161
2014,NUTS,2010,ES7,1,0.3026
2015,NUTS,2010,ES7,1,0.2789
2016,NUTS,2010,ES7,1,0.2911
2017,NUTS,2010,ES7,1,0.3057
2018,NUTS,2010,ES7,1,0.3212
2019,NUTS,2010,ES7,1,0.3135
2011,NUTS,2010,ES70,2,0.3584
2012,NUTS,2010,ES70,2,0.3427
2013,NUTS,2010,ES70,2,0.3161
2014,NUTS,2010,ES70,2,0.3026
2015,NUTS,2010,ES70,2,0.2789
2016,NUTS,2010,ES70,2,0.2911
2017,NUTS,2010,ES70,2,0.3057
2018,NUTS,2010,ES70,2,0.3212
2019,NUTS,2010,ES70,2,0.3135
2011,NUTS,2010,EU27_2020,7,1.1119
2012,NUTS,2010,EU27_2020,7,1.1369
2013,NUTS,2010,EU27_2020,7,1.1523
2014,NUTS,2010,EU27_2020,7,1.1713
2015,NUTS,2010,EU27_2020,7,1.2073
2016,NUTS,2010,EU27_2020,7,1.2389
2017,NUTS,2010,EU27_2020,7,1.3007
2018,NUTS,2010,EU27_2020,7,1.3654
2019,NUTS,2010,EU27_2020,7,1.4045
2020,NUTS,2010,EU27_2020,7,1.4445
2011,NUTS,2010,FI,0,2.0931
2012,NUTS,2010,FI,0,2.0731
2013,NUTS,2010,FI,0,2.0413
2014,NUTS,2010,FI,0,2.0127
2015,NUTS,2010,FI,0,1.9499
2016,NUTS,2010,FI,0,1.8348
2017,NUTS,2010,FI,0,1.8817
2018,NUTS,2010,FI,0,1.8987
2019,NUTS,2010,FI,0,1.9527
2020,NUTS,2010,FI,0,2.0365
2011,NUTS,2010,FI1,1,2.0421
2012,NUTS,2010,FI1,1,2.0187
2013,NUTS,2010,FI1,1,1.9895
2015,NUTS,2010,FI1,1,1.8834
2016,NUTS,2010,FI1,1,1.775
2017,NUTS,2010,FI1,1,1.8189
2018,NUTS,2010,FI1,1,1.832
2019,NUTS,2010,FI1,1,1.8816
2011,NUTS,2010,FI19,2,1.8326
2012,NUTS,2010,FI19,2,1.7593
2013,NUTS,2010,FI19,2,1.7249
2015,NUTS,2010,FI19,2,1.6612
2016,NUTS,2010,FI19,2,1.4704
2017,NUTS,2010,FI19,2,1.5198
2018,NUTS,2010,FI19,2,1.5376
2019,NUTS,2010,FI19,2,1.5882
2011,NUTS,2010,FI1B,2,2.8764
2012,NUTS,2010,FI1B,2,2.8083
2013,NUTS,2010,FI1B,2,2.7902
2015,NUTS,2010,FI1B,2,2.7345
2016,NUTS,2010,FI1B,2,2.577
2017,NUTS,2010,FI1B,2,2.6184
2018,NUTS,2010,FI1B,2,2.6137
2019,NUTS,2010,FI1B,2,2.6681
2011,NUTS,2010,FI1C,2,1.361
2012,NUTS,2010,FI1C,2,1.3743
2013,NUTS,2010,FI1C,2,1.4061
2015,NUTS,2010,FI1C,2,1.2336
2016,NUTS,2010,FI1C,2,1.1895
2017,NUTS,2010,FI1C,2,1.1847
2018,NUTS,2010,FI1C,2,1.1824
2019,NUTS,2010,FI1C,2,1.2002
2011,NUTS,2010,FI1D,2,1.739
2012,NUTS,2010,FI1D,2,1.7865
2013,NUTS,2010,FI1D,2,1.6746
2015,NUTS,2010,FI1D,2,1.4839
2016,NUTS,2010,FI1D,2,1.472
2017,NUTS,2010,FI1D,2,1.547
2018,NUTS,2010,FI1D,2,1.5871
2019,NUTS,2010,FI1D,2,1.6377
2011,NUTS,2010,FI2,1,0.3953
2012,NUTS,2010,FI2,1,0.3577
2013,NUTS,2010,FI2,1,0.2949
2015,NUTS,2010,FI2,1,0.203
2016,NUTS,2010,FI2,1,0.3909
2017,NUTS,2010,FI2,1,0.3207
2018,NUTS,2010,FI2,1,0.4679
2019,NUTS,2010,FI2,1,0.3077
2011,NUTS,2010,FI20,2,0.3953
2012,NUTS,2010,FI20,2,0.3577
2013,NUTS,2010,FI20,2,0.2949
2015,NUTS,2010,FI20,2,0.203
2016,NUTS,2010,FI20,2,0.3909
2017,NUTS,2010,FI20,2,0.3207
2018,NUTS,2010,FI20,2,0.4679
2019,NUTS,2010,FI20,2,0.3077
2011,NUTS,2010,FR,0,1.3874
2012,NUTS,2010,FR,0,1.4098
2013,NUTS,2010,FR,0,1.4246
2014,NUTS,2010,FR,0,1.4207
2015,NUTS,2010,FR,0,1.4497
2016,NUTS,2010,FR,0,1.4689
2017,NUTS,2010,FR,0,1.5017
2018,NUTS,2010,FR,0,1.5328
2019,NUTS,2010,FR,0,1.5673
2020,NUTS,2010,FR,0,1.6116
2011,NUTS,2010,FR1,1,2.6517
2012,NUTS,2010,FR1,1,2.672
2013,NUTS,2010,FR1,1,2.6751
2011,NUTS,2010,FR10,2,2.6517
2012,NUTS,2010,FR10,2,2.672
2013,NUTS,2010,FR10,2,2.6751
2011,NUTS,2010,FR2,1,0.7217
2012,NUTS,2010,FR2,1,0.7251
2013,NUTS,2010,FR2,1,0.7339
2011,NUTS,2010,FR21,2,0.4916
2012,NUTS,2010,FR21,2,0.5036
2013,NUTS,2010,FR21,2,0.4795
2011,NUTS,2010,FR22,2,0.6546
2012,NUTS,2010,FR22,2,0.661
2013,NUTS,2010,FR22,2,0.7159
2011,NUTS,2010,FR23,2,0.7557
2012,NUTS,2010,FR23,2,0.7983
2013,NUTS,2010,FR23,2,0.8136
2011,NUTS,2010,FR24,2,0.9258
2012,NUTS,2010,FR24,2,0.8739
2013,NUTS,2010,FR24,2,0.9045
2011,NUTS,2010,FR25,2,0.7143
2012,NUTS,2010,FR25,2,0.7168
2013,NUTS,2010,FR25,2,0.7009
2011,NUTS,2010,FR26,2,0.6367
2012,NUTS,2010,FR26,2,0.6656
2013,NUTS,2010,FR26,2,0.6284
2011,NUTS,2010,FR3,1,0.596
2012,NUTS,2010,FR3,1,0.5839
2013,NUTS,2010,FR3,1,0.5901
2011,NUTS,2010,FR30,2,0.596
2012,NUTS,2010,FR30,2,0.5839
2013,NUTS,2010,FR30,2,0.5901
2011,NUTS,2010,FR4,1,1.0174
2012,NUTS,2010,FR4,1,1.0091
2013,NUTS,2010,FR4,1,0.9938
2011,NUTS,2010,FR41,2,0.6975
2012,NUTS,2010,FR41,2,0.692
2013,NUTS,2010,FR41,2,0.7009
2011,NUTS,2010,FR42,2,1.1547
2012,NUTS,2010,FR42,2,1.1525
2013,NUTS,2010,FR42,2,1.0972
2011,NUTS,2010,FR43,2,1.4272
2012,NUTS,2010,FR43,2,1.3916
2013,NUTS,2010,FR43,2,1.3969
2011,NUTS,2010,FR5,1,0.8871
2012,NUTS,2010,FR5,1,0.8962
2013,NUTS,2010,FR5,1,0.8907
2011,NUTS,2010,FR51,2,0.835
2012,NUTS,2010,FR51,2,0.8331
2013,NUTS,2010,FR51,2,0.8382
2011,NUTS,2010,FR52,2,1.1408
2012,NUTS,2010,FR52,2,1.1614
2013,NUTS,2010,FR52,2,1.1259
2011,NUTS,2010,FR53,2,0.5396
2012,NUTS,2010,FR53,2,0.5511
2013,NUTS,2010,FR53,2,0.5694
2011,NUTS,2010,FR6,1,1.4157
2012,NUTS,2010,FR6,1,1.4762
2013,NUTS,2010,FR6,1,1.4912
2011,NUTS,2010,FR61,2,0.9608
2012,NUTS,2010,FR61,2,0.9471
2013,NUTS,2010,FR61,2,0.9447
2011,NUTS,2010,FR62,2,2.0888
2012,NUTS,2010,FR62,2,2.2393
2013,NUTS,2010,FR62,2,2.2784
2011,NUTS,2010,FR63,2,0.6431
2012,NUTS,2010,FR63,2,0.686
2013,NUTS,2010,FR63,2,0.672
2011,NUTS,2010,FR7,1,1.65
2012,NUTS,2010,FR7,1,1.7224
2013,NUTS,2010,FR7,1,1.6418
2011,NUTS,2010,FR71,2,1.7236
2012,NUTS,2010,FR71,2,1.7137
2013,NUTS,2010,FR71,2,1.7151
2011,NUTS,2010,FR72,2,1.2957
2012,NUTS,2010,FR72,2,1.7641
2013,NUTS,2010,FR72,2,1.2758
2011,NUTS,2010,FR8,1,1.2368
2012,NUTS,2010,FR8,1,1.2954
2013,NUTS,2010,FR8,1,1.377
2011,NUTS,2010,FR81,2,1.2583
2012,NUTS,2010,FR81,2,1.3402
2013,NUTS,2010,FR81,2,1.348
2011,NUTS,2010,FR82,2,1.2638
2012,NUTS,2010,FR82,2,1.307
2013,NUTS,2010,FR82,2,1.4204
2011,NUTS,2010,FR83,2,0.3725
2012,NUTS,2010,FR83,2,0.4029
2013,NUTS,2010,FR83,2,0.4791
2011,NUTS,2010,FRA,1,0.3288
2012,NUTS,2010,FRA,1,0.3377
2013,NUTS,2010,FRA,1,0.3621
2011,NUTS,2010,HR,0,0.577
2012,NUTS,2010,HR,0,0.5681
2013,NUTS,2010,HR,0,0.5769
2014,NUTS,2010,HR,0,0.5368
2015,NUTS,2010,HR,0,0.5708
2016,NUTS,2010,HR,0,0.6388
2017,NUTS,2010,HR,0,0.6518
2018,NUTS,2010,HR,0,0.7307
2019,NUTS,2010,HR,0,0.8197
2020,NUTS,2010,HR,0,0.8796
2011,NUTS,2010,HR0,1,0.5643
2012,NUTS,2010,HR0,1,0.5565
2013,NUTS,2010,HR0,1,0.5673
2014,NUTS,2010,HR0,1,0.5297
2015,NUTS,2010,HR0,1,0.5629
2016,NUTS,2010,HR0,1,0.6305
2017,NUTS,2010,HR0,1,0.6435
2018,NUTS,2010,HR0,1,0.7209
2019,NUTS,2010,HR0,1,0.8058
2020,NUTS,2010,HR0,1,0.866
2011,NUTS,2010,HR03,2,0.3523
2012,NUTS,2010,HR03,2,0.3513
2013,NUTS,2010,HR03,2,0.3551
2014,NUTS,2010,HR03,2,0.3227
2015,NUTS,2010,HR03,2,0.3188
2016,NUTS,2010,HR03,2,0.3693
2017,NUTS,2010,HR03,2,0.3604
2018,NUTS,2010,HR03,2,0.3667
2019,NUTS,2010,HR03,2,0.4541
2020,NUTS,2010,HR03,2,0.4962
2011,NUTS,2010,HR04,2,0.6614
2012,NUTS,2010,HR04,2,0.6518
2013,NUTS,2010,HR04,2,0.6637
2014,NUTS,2010,HR04,2,0.6304
2015,NUTS,2010,HR04,2,0.6808
2016,NUTS,2010,HR04,2,0.7556
2017,NUTS,2010,HR04,2,0.781
2018,NUTS,2010,HR04,2,0.8878
2019,NUTS,2010,HR04,2,0.971
2011,NUTS,2010,HU,0,0.7838
2012,NUTS,2010,HU,0,0.8128
2013,NUTS,2010,HU,0,0.8603
2014,NUTS,2010,HU,0,0.8233
2015,NUTS,2010,HU,0,0.7998
2016,NUTS,2010,HU,0,0.765
2017,NUTS,2010,HU,0,0.8617
2018,NUTS,2010,HU,0,1.1582
2019,NUTS,2010,HU,0,1.2049
2020,NUTS,2010,HU,0,1.2646
2011,NUTS,2010,HU1,1,1.6307
2012,NUTS,2010,HU1,1,1.6023
2013,NUTS,2010,HU1,1,1.7116
2014,NUTS,2010,HU1,1,1.7299
2015,NUTS,2010,HU1,1,1.7427
2016,NUTS,2010,HU1,1,1.6137
2017,NUTS,2010,HU1,1,1.7767
