year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_rse_hc_t
2017,NUTS,2010,UKG2,2,4416.0
2018,NUTS,2010,UKG2,2,4575.0
2011,NUTS,2010,UKG3,2,20403.0
2012,NUTS,2010,UKG3,2,21031.0
2013,NUTS,2010,UKG3,2,23359.0
2014,NUTS,2010,UKG3,2,24950.0
2015,NUTS,2010,UKG3,2,25083.0
2016,NUTS,2010,UKG3,2,25521.0
2017,NUTS,2010,UKG3,2,26205.0
2018,NUTS,2010,UKG3,2,26483.0
2011,NUTS,2010,UKH,1,48922.0
2012,NUTS,2010,UKH,1,48579.0
2013,NUTS,2010,UKH,1,51068.0
2014,NUTS,2010,UKH,1,53627.0
2015,NUTS,2010,UKH,1,54746.0
2016,NUTS,2010,UKH,1,56105.0
2017,NUTS,2010,UKH,1,56663.0
2018,NUTS,2010,UKH,1,57573.0
2011,NUTS,2010,UKH1,2,30874.0
2012,NUTS,2010,UKH1,2,30609.0
2013,NUTS,2010,UKH1,2,31870.0
2014,NUTS,2010,UKH1,2,33803.0
2015,NUTS,2010,UKH1,2,34318.0
2016,NUTS,2010,UKH1,2,35255.0
2017,NUTS,2010,UKH1,2,36528.0
2018,NUTS,2010,UKH1,2,37696.0
2011,NUTS,2010,UKH2,2,11182.0
2012,NUTS,2010,UKH2,2,11534.0
2013,NUTS,2010,UKH2,2,12838.0
2014,NUTS,2010,UKH2,2,13086.0
2015,NUTS,2010,UKH2,2,13200.0
2016,NUTS,2010,UKH2,2,13182.0
2017,NUTS,2010,UKH2,2,12903.0
2018,NUTS,2010,UKH2,2,12749.0
2011,NUTS,2010,UKH3,2,6866.0
2012,NUTS,2010,UKH3,2,6436.0
2013,NUTS,2010,UKH3,2,6360.0
2014,NUTS,2010,UKH3,2,6738.0
2015,NUTS,2010,UKH3,2,7227.0
2016,NUTS,2010,UKH3,2,7668.0
2017,NUTS,2010,UKH3,2,7232.0
2018,NUTS,2010,UKH3,2,7128.0
2011,NUTS,2010,UKI,1,74210.0
2012,NUTS,2010,UKI,1,77683.0
2013,NUTS,2010,UKI,1,77020.0
2014,NUTS,2010,UKI,1,81393.0
2015,NUTS,2010,UKI,1,81639.0
2016,NUTS,2010,UKI,1,83551.0
2017,NUTS,2010,UKI,1,86692.0
2018,NUTS,2010,UKI,1,87619.0
2011,NUTS,2010,UKI3,2,52540.0
2012,NUTS,2010,UKI3,2,54383.0
2013,NUTS,2010,UKI3,2,53262.0
2014,NUTS,2010,UKI3,2,56198.0
2015,NUTS,2010,UKI3,2,54795.0
2016,NUTS,2010,UKI3,2,56518.0
2017,NUTS,2010,UKI3,2,57205.0
2018,NUTS,2010,UKI3,2,58314.0
2011,NUTS,2010,UKI4,2,9751.0
2012,NUTS,2010,UKI4,2,10162.0
2013,NUTS,2010,UKI4,2,10653.0
2014,NUTS,2010,UKI4,2,11264.0
2015,NUTS,2010,UKI4,2,12189.0
2016,NUTS,2010,UKI4,2,12408.0
2017,NUTS,2010,UKI4,2,12932.0
2018,NUTS,2010,UKI4,2,13854.0
2011,NUTS,2010,UKI5,2,2171.0
2012,NUTS,2010,UKI5,2,2281.0
2013,NUTS,2010,UKI5,2,2245.0
2014,NUTS,2010,UKI5,2,2352.0
2015,NUTS,2010,UKI5,2,2348.0
2016,NUTS,2010,UKI5,2,2424.0
2017,NUTS,2010,UKI5,2,2256.0
2018,NUTS,2010,UKI5,2,2449.0
2011,NUTS,2010,UKI6,2,2378.0
2012,NUTS,2010,UKI6,2,2295.0
2013,NUTS,2010,UKI6,2,2184.0
2014,NUTS,2010,UKI6,2,2434.0
2015,NUTS,2010,UKI6,2,2340.0
2016,NUTS,2010,UKI6,2,2477.0
2017,NUTS,2010,UKI6,2,2815.0
2018,NUTS,2010,UKI6,2,2703.0
2011,NUTS,2010,UKI7,2,7370.0
2012,NUTS,2010,UKI7,2,8562.0
2013,NUTS,2010,UKI7,2,8676.0
2014,NUTS,2010,UKI7,2,9144.0
2015,NUTS,2010,UKI7,2,9966.0
2016,NUTS,2010,UKI7,2,9724.0
2017,NUTS,2010,UKI7,2,11484.0
2018,NUTS,2010,UKI7,2,10297.0
2011,NUTS,2010,UKJ,1,69108.0
2012,NUTS,2010,UKJ,1,72591.0
2013,NUTS,2010,UKJ,1,77721.0
2014,NUTS,2010,UKJ,1,79979.0
2015,NUTS,2010,UKJ,1,82099.0
2016,NUTS,2010,UKJ,1,84287.0
2017,NUTS,2010,UKJ,1,82127.0
2018,NUTS,2010,UKJ,1,85469.0
2011,NUTS,2010,UKJ1,2,30552.0
2012,NUTS,2010,UKJ1,2,32737.0
2013,NUTS,2010,UKJ1,2,36258.0
2014,NUTS,2010,UKJ1,2,37534.0
2015,NUTS,2010,UKJ1,2,38008.0
2016,NUTS,2010,UKJ1,2,39983.0
2017,NUTS,2010,UKJ1,2,38804.0
2018,NUTS,2010,UKJ1,2,40618.0
2011,NUTS,2010,UKJ2,2,14894.0
2012,NUTS,2010,UKJ2,2,15984.0
2013,NUTS,2010,UKJ2,2,16333.0
2014,NUTS,2010,UKJ2,2,16785.0
2015,NUTS,2010,UKJ2,2,17627.0
2016,NUTS,2010,UKJ2,2,18361.0
2017,NUTS,2010,UKJ2,2,18308.0
2018,NUTS,2010,UKJ2,2,18641.0
2011,NUTS,2010,UKJ3,2,16933.0
2012,NUTS,2010,UKJ3,2,17784.0
2013,NUTS,2010,UKJ3,2,18413.0
2014,NUTS,2010,UKJ3,2,18727.0
2015,NUTS,2010,UKJ3,2,19289.0
2016,NUTS,2010,UKJ3,2,18994.0
2017,NUTS,2010,UKJ3,2,17890.0
2018,NUTS,2010,UKJ3,2,19011.0
2011,NUTS,2010,UKJ4,2,6729.0
2012,NUTS,2010,UKJ4,2,6086.0
2013,NUTS,2010,UKJ4,2,6717.0
2014,NUTS,2010,UKJ4,2,6933.0
2015,NUTS,2010,UKJ4,2,7175.0
2016,NUTS,2010,UKJ4,2,6949.0
2017,NUTS,2010,UKJ4,2,7125.0
2018,NUTS,2010,UKJ4,2,7199.0
2011,NUTS,2010,UKK,1,31246.0
2012,NUTS,2010,UKK,1,32293.0
2013,NUTS,2010,UKK,1,33107.0
2014,NUTS,2010,UKK,1,34861.0
2015,NUTS,2010,UKK,1,35148.0
2016,NUTS,2010,UKK,1,36336.0
2017,NUTS,2010,UKK,1,37432.0
2018,NUTS,2010,UKK,1,39781.0
2011,NUTS,2010,UKK1,2,21525.0
2012,NUTS,2010,UKK1,2,22487.0
2013,NUTS,2010,UKK1,2,23062.0
2014,NUTS,2010,UKK1,2,23630.0
2015,NUTS,2010,UKK1,2,23343.0
2016,NUTS,2010,UKK1,2,24371.0
2017,NUTS,2010,UKK1,2,24671.0
2018,NUTS,2010,UKK1,2,26779.0
2011,NUTS,2010,UKK2,2,2428.0
2012,NUTS,2010,UKK2,2,2559.0
2013,NUTS,2010,UKK2,2,2760.0
2014,NUTS,2010,UKK2,2,3019.0
2015,NUTS,2010,UKK2,2,3486.0
2016,NUTS,2010,UKK2,2,3449.0
2017,NUTS,2010,UKK2,2,3702.0
2018,NUTS,2010,UKK2,2,3847.0
2011,NUTS,2010,UKK3,2,424.0
2012,NUTS,2010,UKK3,2,432.0
2013,NUTS,2010,UKK3,2,466.0
2014,NUTS,2010,UKK3,2,514.0
2015,NUTS,2010,UKK3,2,580.0
2016,NUTS,2010,UKK3,2,600.0
2017,NUTS,2010,UKK3,2,726.0
2018,NUTS,2010,UKK3,2,644.0
2011,NUTS,2010,UKK4,2,6869.0
2012,NUTS,2010,UKK4,2,6815.0
2013,NUTS,2010,UKK4,2,6820.0
2014,NUTS,2010,UKK4,2,7699.0
2015,NUTS,2010,UKK4,2,7739.0
2016,NUTS,2010,UKK4,2,7916.0
2017,NUTS,2010,UKK4,2,8332.0
2018,NUTS,2010,UKK4,2,8511.0
2011,NUTS,2010,UKL,1,17521.0
2012,NUTS,2010,UKL,1,16378.0
2013,NUTS,2010,UKL,1,17773.0
2014,NUTS,2010,UKL,1,18867.0
2015,NUTS,2010,UKL,1,17805.0
2016,NUTS,2010,UKL,1,18552.0
2017,NUTS,2010,UKL,1,19404.0
2018,NUTS,2010,UKL,1,19761.0
2011,NUTS,2010,UKL1,2,7874.0
2012,NUTS,2010,UKL1,2,7455.0
2013,NUTS,2010,UKL1,2,8238.0
2014,NUTS,2010,UKL1,2,9998.0
2015,NUTS,2010,UKL1,2,9140.0
2016,NUTS,2010,UKL1,2,9459.0
2017,NUTS,2010,UKL1,2,10139.0
2018,NUTS,2010,UKL1,2,10297.0
2011,NUTS,2010,UKL2,2,9647.0
2012,NUTS,2010,UKL2,2,8923.0
2013,NUTS,2010,UKL2,2,9536.0
2014,NUTS,2010,UKL2,2,8869.0
2015,NUTS,2010,UKL2,2,8665.0
2016,NUTS,2010,UKL2,2,9094.0
2017,NUTS,2010,UKL2,2,9265.0
2018,NUTS,2010,UKL2,2,9463.0
2011,NUTS,2010,UKM,1,38479.0
2012,NUTS,2010,UKM,1,39629.0
2013,NUTS,2010,UKM,1,45051.0
2014,NUTS,2010,UKM,1,46708.0
2015,NUTS,2010,UKM,1,47345.0
2016,NUTS,2010,UKM,1,50167.0
2017,NUTS,2010,UKM,1,50408.0
2018,NUTS,2010,UKM,1,51130.0
2012,NUTS,2010,UKM2,2,19604.0
2013,NUTS,2010,UKM2,2,23018.0
2014,NUTS,2010,UKM2,2,23979.0
2015,NUTS,2010,UKM2,2,26453.0
2016,NUTS,2010,UKM2,2,27557.0
2017,NUTS,2010,UKM2,2,5544.0
2012,NUTS,2010,UKM3,2,13941.0
2013,NUTS,2010,UKM3,2,15590.0
2014,NUTS,2010,UKM3,2,16153.0
2015,NUTS,2010,UKM3,2,15615.0
2016,NUTS,2010,UKM3,2,16200.0
2017,NUTS,2010,UKM3,2,3304.0
2012,NUTS,2010,UKM5,2,5742.0
2013,NUTS,2010,UKM5,2,6000.0
2014,NUTS,2010,UKM5,2,6138.0
2015,NUTS,2010,UKM5,2,4845.0
2016,NUTS,2010,UKM5,2,5999.0
2017,NUTS,2010,UKM5,2,4496.0
2018,NUTS,2010,UKM5,2,4729.0
2012,NUTS,2010,UKM6,2,343.0
2013,NUTS,2010,UKM6,2,443.0
2014,NUTS,2010,UKM6,2,438.0
2015,NUTS,2010,UKM6,2,433.0
2016,NUTS,2010,UKM6,2,411.0
2017,NUTS,2010,UKM6,2,531.0
2018,NUTS,2010,UKM6,2,517.0
2014,NUTS,2010,UKM7,2,23979.0
2015,NUTS,2010,UKM7,2,26453.0
2016,NUTS,2010,UKM7,2,27557.0
2017,NUTS,2010,UKM7,2,28265.0
2018,NUTS,2010,UKM7,2,29204.0
2014,NUTS,2010,UKM8,2,15039.0
2015,NUTS,2010,UKM8,2,14982.0
2016,NUTS,2010,UKM8,2,15491.0
2017,NUTS,2010,UKM8,2,16043.0
2018,NUTS,2010,UKM8,2,15888.0
2014,NUTS,2010,UKM9,2,1114.0
2015,NUTS,2010,UKM9,2,632.0
2016,NUTS,2010,UKM9,2,709.0
2017,NUTS,2010,UKM9,2,1072.0
2018,NUTS,2010,UKM9,2,792.0
2011,NUTS,2010,UKN,1,8763.0
2012,NUTS,2010,UKN,1,9446.0
2013,NUTS,2010,UKN,1,8723.0
2014,NUTS,2010,UKN,1,9161.0
2015,NUTS,2010,UKN,1,9290.0
2016,NUTS,2010,UKN,1,9995.0
2017,NUTS,2010,UKN,1,10050.0
2018,NUTS,2010,UKN,1,10154.0
2011,NUTS,2010,UKN0,2,8763.0
2012,NUTS,2010,UKN0,2,9446.0
2013,NUTS,2010,UKN0,2,8723.0
2014,NUTS,2010,UKN0,2,9161.0
2015,NUTS,2010,UKN0,2,9290.0
2016,NUTS,2010,UKN0,2,9995.0
2017,NUTS,2010,UKN0,2,10050.0
2018,NUTS,2010,UKN0,2,10154.0
