year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_t_rse_pc_emp_fte_total
2007,NUTS,2010,DK01,2,2.4676
2009,NUTS,2010,DK01,2,2.8306
2010,NUTS,2010,DK01,2,2.8528
2011,NUTS,2010,DK01,2,2.7603
2012,NUTS,2010,DK01,2,2.8598
2013,NUTS,2010,DK01,2,2.8657
2014,NUTS,2010,DK01,2,2.8473
2015,NUTS,2010,DK01,2,2.8665
2016,NUTS,2010,DK01,2,2.8529
2017,NUTS,2010,DK01,2,2.9227
2019,NUTS,2010,DK01,2,2.7292
2007,NUTS,2010,DK02,2,0.3546
2009,NUTS,2010,DK02,2,1.0293
2010,NUTS,2010,DK02,2,0.5128
2011,NUTS,2010,DK02,2,0.4445
2012,NUTS,2010,DK02,2,0.4925
2013,NUTS,2010,DK02,2,0.4605
2014,NUTS,2010,DK02,2,0.4393
2015,NUTS,2010,DK02,2,0.4616
2016,NUTS,2010,DK02,2,0.4559
2017,NUTS,2010,DK02,2,0.4977
2019,NUTS,2010,DK02,2,0.4945
2007,NUTS,2010,DK03,2,0.3552
2009,NUTS,2010,DK03,2,0.353
2010,NUTS,2010,DK03,2,0.7642
2011,NUTS,2010,DK03,2,0.7492
2012,NUTS,2010,DK03,2,0.8223
2013,NUTS,2010,DK03,2,0.8492
2014,NUTS,2010,DK03,2,0.9595
2015,NUTS,2010,DK03,2,0.977
2016,NUTS,2010,DK03,2,1.0653
2017,NUTS,2010,DK03,2,0.721
2019,NUTS,2010,DK03,2,0.7831
2007,NUTS,2010,DK04,2,0.5559
2009,NUTS,2010,DK04,2,0.5116
2010,NUTS,2010,DK04,2,0.968
2011,NUTS,2010,DK04,2,1.1212
2012,NUTS,2010,DK04,2,1.2426
2013,NUTS,2010,DK04,2,1.2387
2014,NUTS,2010,DK04,2,1.2595
2015,NUTS,2010,DK04,2,1.3022
2016,NUTS,2010,DK04,2,1.3138
2017,NUTS,2010,DK04,2,1.2623
2019,NUTS,2010,DK04,2,1.422
2007,NUTS,2010,DK05,2,0.5328
2009,NUTS,2010,DK05,2,1.3329
2010,NUTS,2010,DK05,2,0.5931
2011,NUTS,2010,DK05,2,0.6594
2012,NUTS,2010,DK05,2,0.6904
2013,NUTS,2010,DK05,2,0.7318
2014,NUTS,2010,DK05,2,0.7535
2015,NUTS,2010,DK05,2,0.7235
2016,NUTS,2010,DK05,2,0.8358
2017,NUTS,2010,DK05,2,1.0037
2019,NUTS,2010,DK05,2,0.9204
2000,NUTS,2010,EA19,2,0.5954
2001,NUTS,2010,EA19,2,0.6051
2002,NUTS,2010,EA19,2,0.6121
2003,NUTS,2010,EA19,2,0.6232
2004,NUTS,2010,EA19,2,0.6439
2005,NUTS,2010,EA19,2,0.655
2006,NUTS,2010,EA19,2,0.6735
2007,NUTS,2010,EA19,2,0.6897
2008,NUTS,2010,EA19,2,0.7186
2009,NUTS,2010,EA19,2,0.7543
2010,NUTS,2010,EA19,2,0.7903
2011,NUTS,2010,EA19,2,0.8097
2012,NUTS,2010,EA19,2,0.8501
2013,NUTS,2010,EA19,2,0.8714
2014,NUTS,2010,EA19,2,0.8732
2015,NUTS,2010,EA19,2,0.9067
2016,NUTS,2010,EA19,2,0.9153
2017,NUTS,2010,EA19,2,0.948
2018,NUTS,2010,EA19,2,0.9764
2019,NUTS,2010,EA19,2,1.0037
2020,NUTS,2010,EA19,2,1.0438
1998,NUTS,2010,EE,0,0.5065
1999,NUTS,2010,EE,0,0.5304
2000,NUTS,2010,EE,0,0.471
2001,NUTS,2010,EE,0,0.4687
2002,NUTS,2010,EE,0,0.5367
2003,NUTS,2010,EE,0,0.5184
2004,NUTS,2010,EE,0,0.5809
2005,NUTS,2010,EE,0,0.5608
2006,NUTS,2010,EE,0,0.5612
2007,NUTS,2010,EE,0,0.5839
2008,NUTS,2010,EE,0,0.6296
2009,NUTS,2010,EE,0,0.7477
2010,NUTS,2010,EE,0,0.7346
2011,NUTS,2010,EE,0,0.7711
2012,NUTS,2010,EE,0,0.7662
2013,NUTS,2010,EE,0,0.7308
2014,NUTS,2010,EE,0,0.7146
2015,NUTS,2010,EE,0,0.6853
2016,NUTS,2010,EE,0,0.7088
2017,NUTS,2010,EE,0,0.7478
2018,NUTS,2010,EE,0,0.7923
2019,NUTS,2010,EE,0,0.7904
2020,NUTS,2010,EE,0,0.8256
1993,NUTS,2010,EL,0,0.2228
1995,NUTS,2010,EL,0,0.2629
1997,NUTS,2010,EL,0,0.2925
1999,NUTS,2010,EL,0,0.3746
2001,NUTS,2010,EL,0,0.3493
2003,NUTS,2010,EL,0,0.367
2005,NUTS,2010,EL,0,0.4493
2006,NUTS,2010,EL,0,0.4484
2007,NUTS,2010,EL,0,0.4695
2011,NUTS,2010,EL,0,0.6226
2012,NUTS,2010,EL,0,0.6874
2013,NUTS,2010,EL,0,0.8502
2014,NUTS,2010,EL,0,0.862
2015,NUTS,2010,EL,0,0.9796
2016,NUTS,2010,EL,0,0.8188
2017,NUTS,2010,EL,0,0.9555
2018,NUTS,2010,EL,0,0.9852
2019,NUTS,2010,EL,0,1.0283
2020,NUTS,2010,EL,0,1.1589
2003,NUTS,2010,EL3,1,0.5049
2005,NUTS,2010,EL3,1,0.6482
2011,NUTS,2010,EL3,1,0.7255
2013,NUTS,2010,EL3,1,1.039
2015,NUTS,2010,EL3,1,1.2749
2017,NUTS,2010,EL3,1,1.2905
2019,NUTS,2010,EL3,1,1.3565
2003,NUTS,2010,EL30,2,0.5049
2005,NUTS,2010,EL30,2,0.6482
2011,NUTS,2010,EL30,2,0.7255
2013,NUTS,2010,EL30,2,1.039
2015,NUTS,2010,EL30,2,1.2749
2017,NUTS,2010,EL30,2,1.2905
2019,NUTS,2010,EL30,2,1.3565
2003,NUTS,2010,EL4,1,0.2636
2005,NUTS,2010,EL4,1,0.2936
2011,NUTS,2010,EL4,1,0.7183
2013,NUTS,2010,EL4,1,0.8782
2015,NUTS,2010,EL4,1,0.8253
2017,NUTS,2010,EL4,1,0.7242
2019,NUTS,2010,EL4,1,0.7174
2003,NUTS,2010,EL41,2,0.2548
2005,NUTS,2010,EL41,2,0.2768
2011,NUTS,2010,EL41,2,0.6116
2013,NUTS,2010,EL41,2,0.7619
2015,NUTS,2010,EL41,2,0.8724
2017,NUTS,2010,EL41,2,0.653
2019,NUTS,2010,EL41,2,0.6316
2003,NUTS,2010,EL42,2,0.0766
2005,NUTS,2010,EL42,2,0.0751
2011,NUTS,2010,EL42,2,0.2337
2013,NUTS,2010,EL42,2,0.2633
2015,NUTS,2010,EL42,2,0.2181
2017,NUTS,2010,EL42,2,0.2257
2019,NUTS,2010,EL42,2,0.1862
2003,NUTS,2010,EL43,2,0.3708
2005,NUTS,2010,EL43,2,0.4065
2011,NUTS,2010,EL43,2,1.0024
2013,NUTS,2010,EL43,2,1.2652
2015,NUTS,2010,EL43,2,1.1949
2017,NUTS,2010,EL43,2,1.0164
2019,NUTS,2010,EL43,2,1.022
2011,NUTS,2010,EL5,1,0.6241
2013,NUTS,2010,EL5,1,0.8342
2015,NUTS,2010,EL5,1,0.892
2017,NUTS,2010,EL5,1,0.8029
2019,NUTS,2010,EL5,1,0.8975
2003,NUTS,2010,EL51,2,0.2064
2005,NUTS,2010,EL51,2,0.2587
2011,NUTS,2010,EL51,2,0.4582
2013,NUTS,2010,EL51,2,0.7141
2015,NUTS,2010,EL51,2,0.569
2017,NUTS,2010,EL51,2,0.5809
2019,NUTS,2010,EL51,2,0.6012
2003,NUTS,2010,EL52,2,0.3626
2005,NUTS,2010,EL52,2,0.4723
2011,NUTS,2010,EL52,2,0.7013
2013,NUTS,2010,EL52,2,0.9374
2015,NUTS,2010,EL52,2,0.9917
2017,NUTS,2010,EL52,2,0.882
2019,NUTS,2010,EL52,2,1.0113
2003,NUTS,2010,EL53,2,0.1032
2005,NUTS,2010,EL53,2,0.1002
2011,NUTS,2010,EL53,2,0.2878
2013,NUTS,2010,EL53,2,0.3995
2015,NUTS,2010,EL53,2,0.5145
2017,NUTS,2010,EL53,2,0.5068
2019,NUTS,2010,EL53,2,0.5056
2003,NUTS,2010,EL54,2,0.3508
2005,NUTS,2010,EL54,2,0.5152
2011,NUTS,2010,EL54,2,0.7428
2013,NUTS,2010,EL54,2,0.824
2015,NUTS,2010,EL54,2,1.221
2017,NUTS,2010,EL54,2,1.0058
2019,NUTS,2010,EL54,2,1.1161
2011,NUTS,2010,EL6,1,0.3629
2013,NUTS,2010,EL6,1,0.4982
2015,NUTS,2010,EL6,1,0.6268
2017,NUTS,2010,EL6,1,0.6476
2019,NUTS,2010,EL6,1,0.7065
2003,NUTS,2010,EL61,2,0.2111
2005,NUTS,2010,EL61,2,0.1704
2011,NUTS,2010,EL61,2,0.4002
2013,NUTS,2010,EL61,2,0.5758
2015,NUTS,2010,EL61,2,0.6384
2017,NUTS,2010,EL61,2,0.5863
2019,NUTS,2010,EL61,2,0.7728
2003,NUTS,2010,EL62,2,0.0874
2005,NUTS,2010,EL62,2,0.1163
2011,NUTS,2010,EL62,2,0.0859
2013,NUTS,2010,EL62,2,0.2974
2015,NUTS,2010,EL62,2,0.9843
2017,NUTS,2010,EL62,2,0.8174
2019,NUTS,2010,EL62,2,0.7907
2003,NUTS,2010,EL63,2,0.461
2005,NUTS,2010,EL63,2,0.4735
2011,NUTS,2010,EL63,2,0.7313
2013,NUTS,2010,EL63,2,0.8559
2015,NUTS,2010,EL63,2,0.9799
2017,NUTS,2010,EL63,2,1.3499
2019,NUTS,2010,EL63,2,1.3343
2003,NUTS,2010,EL64,2,0.0475
2005,NUTS,2010,EL64,2,0.1088
2011,NUTS,2010,EL64,2,0.1669
2013,NUTS,2010,EL64,2,0.2965
2015,NUTS,2010,EL64,2,0.2817
2017,NUTS,2010,EL64,2,0.2945
2019,NUTS,2010,EL64,2,0.3087
2003,NUTS,2010,EL65,2,0.0287
2005,NUTS,2010,EL65,2,0.1378
2011,NUTS,2010,EL65,2,0.1919
2013,NUTS,2010,EL65,2,0.2833
2015,NUTS,2010,EL65,2,0.4242
2017,NUTS,2010,EL65,2,0.2431
2019,NUTS,2010,EL65,2,0.3245
1993,NUTS,2010,ES,0,0.3561
1994,NUTS,2010,ES,0,0.3951
1995,NUTS,2010,ES,0,0.3819
1996,NUTS,2010,ES,0,0.4045
1997,NUTS,2010,ES,0,0.4066
1998,NUTS,2010,ES,0,0.4364
1999,NUTS,2010,ES,0,0.4222
2000,NUTS,2010,ES,0,0.4979
2001,NUTS,2010,ES,0,0.4993
2002,NUTS,2010,ES,0,0.4993
2003,NUTS,2010,ES,0,0.5328
2004,NUTS,2010,ES,0,0.5601
2005,NUTS,2010,ES,0,0.5754
2006,NUTS,2010,ES,0,0.5851
2007,NUTS,2010,ES,0,0.6
2008,NUTS,2010,ES,0,0.6447
2009,NUTS,2010,ES,0,0.7058
2010,NUTS,2010,ES,0,0.725
2011,NUTS,2010,ES,0,0.7128
2012,NUTS,2010,ES,0,0.7254
2013,NUTS,2010,ES,0,0.7248
2014,NUTS,2010,ES,0,0.7102
2015,NUTS,2010,ES,0,0.6911
2016,NUTS,2010,ES,0,0.6964
2017,NUTS,2010,ES,0,0.7143
2018,NUTS,2010,ES,0,0.7322
2019,NUTS,2010,ES,0,0.7358
2020,NUTS,2010,ES,0,0.7668
2000,NUTS,2010,ES1,1,0.4298
2001,NUTS,2010,ES1,1,0.4395
2003,NUTS,2010,ES1,1,0.4114
2004,NUTS,2010,ES1,1,0.4721
2005,NUTS,2010,ES1,1,0.467
2006,NUTS,2010,ES1,1,0.4446
2007,NUTS,2010,ES1,1,0.4564
2008,NUTS,2010,ES1,1,0.4925
2009,NUTS,2010,ES1,1,0.5421
2010,NUTS,2010,ES1,1,0.6013
2011,NUTS,2010,ES1,1,0.5769
2012,NUTS,2010,ES1,1,0.5354
2013,NUTS,2010,ES1,1,0.5445
2014,NUTS,2010,ES1,1,0.5338
2015,NUTS,2010,ES1,1,0.524
2016,NUTS,2010,ES1,1,0.5406
2017,NUTS,2010,ES1,1,0.5598
2018,NUTS,2010,ES1,1,0.5854
2019,NUTS,2010,ES1,1,0.6139
2000,NUTS,2010,ES11,2,0.3948
2001,NUTS,2010,ES11,2,0.415
2003,NUTS,2010,ES11,2,0.4509
2004,NUTS,2010,ES11,2,0.5239
2005,NUTS,2010,ES11,2,0.5165
2006,NUTS,2010,ES11,2,0.4456
2007,NUTS,2010,ES11,2,0.4537
2008,NUTS,2010,ES11,2,0.4799
2009,NUTS,2010,ES11,2,0.5262
2010,NUTS,2010,ES11,2,0.6051
2011,NUTS,2010,ES11,2,0.5714
2012,NUTS,2010,ES11,2,0.5198
2013,NUTS,2010,ES11,2,0.5362
2014,NUTS,2010,ES11,2,0.5483
2015,NUTS,2010,ES11,2,0.5278
2016,NUTS,2010,ES11,2,0.5557
2017,NUTS,2010,ES11,2,0.5821
2018,NUTS,2010,ES11,2,0.606
2019,NUTS,2010,ES11,2,0.614
2000,NUTS,2010,ES12,2,0.6012
2001,NUTS,2010,ES12,2,0.5615
2003,NUTS,2010,ES12,2,0.417
2004,NUTS,2010,ES12,2,0.4289
2005,NUTS,2010,ES12,2,0.4382
2006,NUTS,2010,ES12,2,0.4413
2007,NUTS,2010,ES12,2,0.461
2008,NUTS,2010,ES12,2,0.5346
2009,NUTS,2010,ES12,2,0.6012
2010,NUTS,2010,ES12,2,0.6288
2011,NUTS,2010,ES12,2,0.6173
2012,NUTS,2010,ES12,2,0.5931
2013,NUTS,2010,ES12,2,0.605
2014,NUTS,2010,ES12,2,0.54
2015,NUTS,2010,ES12,2,0.5393
2016,NUTS,2010,ES12,2,0.538
2017,NUTS,2010,ES12,2,0.5625
2018,NUTS,2010,ES12,2,0.5868
2019,NUTS,2010,ES12,2,0.6803
2000,NUTS,2010,ES13,2,0.2993
2001,NUTS,2010,ES13,2,0.3468
2003,NUTS,2010,ES13,2,0.2103
2004,NUTS,2010,ES13,2,0.3009
2005,NUTS,2010,ES13,2,0.2832
2006,NUTS,2010,ES13,2,0.4455
2007,NUTS,2010,ES13,2,0.4614
2008,NUTS,2010,ES13,2,0.4767
2009,NUTS,2010,ES13,2,0.5148
2010,NUTS,2010,ES13,2,0.5377
2011,NUTS,2010,ES13,2,0.5346
2012,NUTS,2010,ES13,2,0.5109
2013,NUTS,2010,ES13,2,0.4812
2014,NUTS,2010,ES13,2,0.459
2015,NUTS,2010,ES13,2,0.4818
2016,NUTS,2010,ES13,2,0.4785
2017,NUTS,2010,ES13,2,0.4564
2018,NUTS,2010,ES13,2,0.4912
2019,NUTS,2010,ES13,2,0.5082
2000,NUTS,2010,ES2,1,0.5319
2001,NUTS,2010,ES2,1,0.5657
2003,NUTS,2010,ES2,1,0.7137
2004,NUTS,2010,ES2,1,0.7404
2005,NUTS,2010,ES2,1,0.772
2006,NUTS,2010,ES2,1,0.8177
2007,NUTS,2010,ES2,1,0.8695
2008,NUTS,2010,ES2,1,0.9307
2009,NUTS,2010,ES2,1,0.9975
2010,NUTS,2010,ES2,1,1.0092
2011,NUTS,2010,ES2,1,1.0315
2012,NUTS,2010,ES2,1,1.0834
2013,NUTS,2010,ES2,1,1.0797
2014,NUTS,2010,ES2,1,1.0769
2015,NUTS,2010,ES2,1,1.047
2016,NUTS,2010,ES2,1,1.0531
2017,NUTS,2010,ES2,1,1.0728
2018,NUTS,2010,ES2,1,1.1027
2019,NUTS,2010,ES2,1,1.0904
2000,NUTS,2010,ES21,2,0.5947
2001,NUTS,2010,ES21,2,0.6348
2003,NUTS,2010,ES21,2,0.7624
2004,NUTS,2010,ES21,2,0.7791
2005,NUTS,2010,ES21,2,0.8427
2006,NUTS,2010,ES21,2,0.8686
2007,NUTS,2010,ES21,2,0.9805
2008,NUTS,2010,ES21,2,1.0269
2009,NUTS,2010,ES21,2,1.1049
2010,NUTS,2010,ES21,2,1.0995
2011,NUTS,2010,ES21,2,1.1725
2012,NUTS,2010,ES21,2,1.3072
2013,NUTS,2010,ES21,2,1.3318
2014,NUTS,2010,ES21,2,1.3432
2015,NUTS,2010,ES21,2,1.3149
2016,NUTS,2010,ES21,2,1.3027
2017,NUTS,2010,ES21,2,1.3773
2018,NUTS,2010,ES21,2,1.4293
2019,NUTS,2010,ES21,2,1.4218
2000,NUTS,2010,ES22,2,0.6657
2001,NUTS,2010,ES22,2,0.6802
2003,NUTS,2010,ES22,2,1.0181
2004,NUTS,2010,ES22,2,1.0556
2005,NUTS,2010,ES22,2,1.0801
2006,NUTS,2010,ES22,2,1.1782
2007,NUTS,2010,ES22,2,1.0095
2008,NUTS,2010,ES22,2,1.1823
2009,NUTS,2010,ES22,2,1.1962
2010,NUTS,2010,ES22,2,1.1832
2011,NUTS,2010,ES22,2,1.1766
2012,NUTS,2010,ES22,2,1.186
2013,NUTS,2010,ES22,2,1.1598
2014,NUTS,2010,ES22,2,1.1326
2015,NUTS,2010,ES22,2,1.1678
2016,NUTS,2010,ES22,2,1.1569
2017,NUTS,2010,ES22,2,1.0942
2018,NUTS,2010,ES22,2,1.0905
2019,NUTS,2010,ES22,2,1.0468
2000,NUTS,2010,ES23,2,0.312
2001,NUTS,2010,ES23,2,0.361
2003,NUTS,2010,ES23,2,0.3625
2004,NUTS,2010,ES23,2,0.3954
2005,NUTS,2010,ES23,2,0.3368
2006,NUTS,2010,ES23,2,0.3634
2007,NUTS,2010,ES23,2,0.4254
2008,NUTS,2010,ES23,2,0.5034
2009,NUTS,2010,ES23,2,0.5423
2010,NUTS,2010,ES23,2,0.6239
2011,NUTS,2010,ES23,2,0.6301
2012,NUTS,2010,ES23,2,0.7123
2013,NUTS,2010,ES23,2,0.6415
2014,NUTS,2010,ES23,2,0.6642
2015,NUTS,2010,ES23,2,0.6203
2016,NUTS,2010,ES23,2,0.6857
2017,NUTS,2010,ES23,2,0.5993
2018,NUTS,2010,ES23,2,0.5925
2019,NUTS,2010,ES23,2,0.5677
2000,NUTS,2010,ES24,2,0.4041
2001,NUTS,2010,ES24,2,0.4304
2003,NUTS,2010,ES24,2,0.5624
2004,NUTS,2010,ES24,2,0.606
2005,NUTS,2010,ES24,2,0.6136
2006,NUTS,2010,ES24,2,0.6677
2007,NUTS,2010,ES24,2,0.7297
2008,NUTS,2010,ES24,2,0.7581
2009,NUTS,2010,ES24,2,0.8361
2010,NUTS,2010,ES24,2,0.8622
2011,NUTS,2010,ES24,2,0.8106
2012,NUTS,2010,ES24,2,0.7493
2013,NUTS,2010,ES24,2,0.7178
2014,NUTS,2010,ES24,2,0.7068
2015,NUTS,2010,ES24,2,0.6571
2016,NUTS,2010,ES24,2,0.6847
2017,NUTS,2010,ES24,2,0.6878
2018,NUTS,2010,ES24,2,0.7057
2019,NUTS,2010,ES24,2,0.7089
2000,NUTS,2010,ES3,1,0.9509
2001,NUTS,2010,ES3,1,0.8424
2003,NUTS,2010,ES3,1,0.821
2004,NUTS,2010,ES3,1,0.8584
2005,NUTS,2010,ES3,1,0.9096
2006,NUTS,2010,ES3,1,0.9293
2007,NUTS,2010,ES3,1,0.9434
2008,NUTS,2010,ES3,1,1.011
2009,NUTS,2010,ES3,1,1.0762
2010,NUTS,2010,ES3,1,1.0871
2011,NUTS,2010,ES3,1,1.0531
2012,NUTS,2010,ES3,1,1.043
2013,NUTS,2010,ES3,1,1.0534
2014,NUTS,2010,ES3,1,1.045
2015,NUTS,2010,ES3,1,1.003
2016,NUTS,2010,ES3,1,1.0329
2017,NUTS,2010,ES3,1,1.0895
2018,NUTS,2010,ES3,1,1.1373
2019,NUTS,2010,ES3,1,1.131
2000,NUTS,2010,ES30,2,0.9509
2001,NUTS,2010,ES30,2,0.8424
2003,NUTS,2010,ES30,2,0.821
2004,NUTS,2010,ES30,2,0.8584
2005,NUTS,2010,ES30,2,0.9096
2006,NUTS,2010,ES30,2,0.9293
2007,NUTS,2010,ES30,2,0.9434
2008,NUTS,2010,ES30,2,1.011
2009,NUTS,2010,ES30,2,1.0762
2010,NUTS,2010,ES30,2,1.0871
2011,NUTS,2010,ES30,2,1.0531
2012,NUTS,2010,ES30,2,1.043
2013,NUTS,2010,ES30,2,1.0534
2014,NUTS,2010,ES30,2,1.045
2015,NUTS,2010,ES30,2,1.003
2016,NUTS,2010,ES30,2,1.0329
2017,NUTS,2010,ES30,2,1.0895
2018,NUTS,2010,ES30,2,1.1373
2019,NUTS,2010,ES30,2,1.131
2000,NUTS,2010,ES4,1,0.3405
2001,NUTS,2010,ES4,1,0.3775
2003,NUTS,2010,ES4,1,0.3857
2004,NUTS,2010,ES4,1,0.3739
2005,NUTS,2010,ES4,1,0.3742
2006,NUTS,2010,ES4,1,0.3809
2007,NUTS,2010,ES4,1,0.3868
2008,NUTS,2010,ES4,1,0.4141
2009,NUTS,2010,ES4,1,0.4457
2010,NUTS,2010,ES4,1,0.4416
2011,NUTS,2010,ES4,1,0.438
2012,NUTS,2010,ES4,1,0.4439
2013,NUTS,2010,ES4,1,0.4335
2014,NUTS,2010,ES4,1,0.4274
2015,NUTS,2010,ES4,1,0.4287
2016,NUTS,2010,ES4,1,0.4228
2017,NUTS,2010,ES4,1,0.4379
2018,NUTS,2010,ES4,1,0.4387
2019,NUTS,2010,ES4,1,0.4655
2000,NUTS,2010,ES41,2,0.4526
2001,NUTS,2010,ES41,2,0.5541
2003,NUTS,2010,ES41,2,0.5576
2004,NUTS,2010,ES41,2,0.5752
2005,NUTS,2010,ES41,2,0.5635
2006,NUTS,2010,ES41,2,0.5774
2007,NUTS,2010,ES41,2,0.5755
2008,NUTS,2010,ES41,2,0.6081
2009,NUTS,2010,ES41,2,0.652
2010,NUTS,2010,ES41,2,0.6178
2011,NUTS,2010,ES41,2,0.6161
2012,NUTS,2010,ES41,2,0.6254
2013,NUTS,2010,ES41,2,0.6339
2014,NUTS,2010,ES41,2,0.6219
2015,NUTS,2010,ES41,2,0.6302
2016,NUTS,2010,ES41,2,0.605
2017,NUTS,2010,ES41,2,0.6372
2018,NUTS,2010,ES41,2,0.6549
2019,NUTS,2010,ES41,2,0.6708
2000,NUTS,2010,ES42,2,0.1745
2001,NUTS,2010,ES42,2,0.1521
2003,NUTS,2010,ES42,2,0.1821
2004,NUTS,2010,ES42,2,0.1682
2005,NUTS,2010,ES42,2,0.1727
2006,NUTS,2010,ES42,2,0.1617
2007,NUTS,2010,ES42,2,0.1906
2008,NUTS,2010,ES42,2,0.2079
2009,NUTS,2010,ES42,2,0.2295
2010,NUTS,2010,ES42,2,0.2487
2011,NUTS,2010,ES42,2,0.2496
2012,NUTS,2010,ES42,2,0.2391
2013,NUTS,2010,ES42,2,0.2008
2014,NUTS,2010,ES42,2,0.215
2015,NUTS,2010,ES42,2,0.2008
2016,NUTS,2010,ES42,2,0.2265
2017,NUTS,2010,ES42,2,0.2234
2018,NUTS,2010,ES42,2,0.204
2019,NUTS,2010,ES42,2,0.2117
2000,NUTS,2010,ES43,2,0.3493
2001,NUTS,2010,ES43,2,0.3264
2003,NUTS,2010,ES43,2,0.3288
2004,NUTS,2010,ES43,2,0.2519
2005,NUTS,2010,ES43,2,0.2741
2006,NUTS,2010,ES43,2,0.3088
2007,NUTS,2010,ES43,2,0.304
2008,NUTS,2010,ES43,2,0.3384
2009,NUTS,2010,ES43,2,0.3527
2010,NUTS,2010,ES43,2,0.3756
2011,NUTS,2010,ES43,2,0.36
2012,NUTS,2010,ES43,2,0.3727
2013,NUTS,2010,ES43,2,0.3808
2014,NUTS,2010,ES43,2,0.3493
2015,NUTS,2010,ES43,2,0.3641
2016,NUTS,2010,ES43,2,0.3453
2017,NUTS,2010,ES43,2,0.3671
2018,NUTS,2010,ES43,2,0.3767
2019,NUTS,2010,ES43,2,0.4807
2000,NUTS,2010,ES5,1,0.4488
2001,NUTS,2010,ES5,1,0.4347
2003,NUTS,2010,ES5,1,0.5147
2004,NUTS,2010,ES5,1,0.5493
2005,NUTS,2010,ES5,1,0.5473
2006,NUTS,2010,ES5,1,0.5669
2007,NUTS,2010,ES5,1,0.5836
2008,NUTS,2010,ES5,1,0.6282
2009,NUTS,2010,ES5,1,0.6972
2010,NUTS,2010,ES5,1,0.7193
2011,NUTS,2010,ES5,1,0.7041
2012,NUTS,2010,ES5,1,0.7273
2013,NUTS,2010,ES5,1,0.7298
2014,NUTS,2010,ES5,1,0.7205
2015,NUTS,2010,ES5,1,0.7087
2016,NUTS,2010,ES5,1,0.7206
2017,NUTS,2010,ES5,1,0.7309
2018,NUTS,2010,ES5,1,0.7452
2019,NUTS,2010,ES5,1,0.7435
2000,NUTS,2010,ES51,2,0.5374
2001,NUTS,2010,ES51,2,0.5159
2003,NUTS,2010,ES51,2,0.607
2004,NUTS,2010,ES51,2,0.6553
2005,NUTS,2010,ES51,2,0.6596
2006,NUTS,2010,ES51,2,0.702
2007,NUTS,2010,ES51,2,0.7007
2008,NUTS,2010,ES51,2,0.7371
2009,NUTS,2010,ES51,2,0.8185
2010,NUTS,2010,ES51,2,0.8328
2011,NUTS,2010,ES51,2,0.7944
2012,NUTS,2010,ES51,2,0.8418
2013,NUTS,2010,ES51,2,0.8588
2014,NUTS,2010,ES51,2,0.8405
2015,NUTS,2010,ES51,2,0.8579
2016,NUTS,2010,ES51,2,0.8651
2017,NUTS,2010,ES51,2,0.883
2018,NUTS,2010,ES51,2,0.9039
2019,NUTS,2010,ES51,2,0.8815
2000,NUTS,2010,ES52,2,0.3782
2001,NUTS,2010,ES52,2,0.3687
2003,NUTS,2010,ES52,2,0.45
2004,NUTS,2010,ES52,2,0.4654
2005,NUTS,2010,ES52,2,0.4438
2006,NUTS,2010,ES52,2,0.4336
2007,NUTS,2010,ES52,2,0.4799
2008,NUTS,2010,ES52,2,0.5447
2009,NUTS,2010,ES52,2,0.6046
2010,NUTS,2010,ES52,2,0.6307
2011,NUTS,2010,ES52,2,0.6479
2012,NUTS,2010,ES52,2,0.6461
2013,NUTS,2010,ES52,2,0.6309
2014,NUTS,2010,ES52,2,0.6307
2015,NUTS,2010,ES52,2,0.5845
2016,NUTS,2010,ES52,2,0.6008
2017,NUTS,2010,ES52,2,0.5942
2018,NUTS,2010,ES52,2,0.5952
2019,NUTS,2010,ES52,2,0.6251
2000,NUTS,2010,ES53,2,0.1133
2001,NUTS,2010,ES53,2,0.1405
2003,NUTS,2010,ES53,2,0.1425
2004,NUTS,2010,ES53,2,0.1647
2005,NUTS,2010,ES53,2,0.1933
2006,NUTS,2010,ES53,2,0.1986
2007,NUTS,2010,ES53,2,0.2148
2008,NUTS,2010,ES53,2,0.2295
2009,NUTS,2010,ES53,2,0.2556
2010,NUTS,2010,ES53,2,0.3055
2011,NUTS,2010,ES53,2,0.31
2012,NUTS,2010,ES53,2,0.3024
2013,NUTS,2010,ES53,2,0.2923
2014,NUTS,2010,ES53,2,0.3027
2015,NUTS,2010,ES53,2,0.2642
2016,NUTS,2010,ES53,2,0.29
2017,NUTS,2010,ES53,2,0.31
2018,NUTS,2010,ES53,2,0.3397
2019,NUTS,2010,ES53,2,0.3441
2000,NUTS,2010,ES6,1,0.3743
2001,NUTS,2010,ES6,1,0.4221
2003,NUTS,2010,ES6,1,0.4062
2004,NUTS,2010,ES6,1,0.4271
2005,NUTS,2010,ES6,1,0.4391
2006,NUTS,2010,ES6,1,0.4325
2007,NUTS,2010,ES6,1,0.4399
2008,NUTS,2010,ES6,1,0.466
2009,NUTS,2010,ES6,1,0.5291
2010,NUTS,2010,ES6,1,0.5527
2011,NUTS,2010,ES6,1,0.551
2012,NUTS,2010,ES6,1,0.5619
2013,NUTS,2010,ES6,1,0.5618
2014,NUTS,2010,ES6,1,0.5282
2015,NUTS,2010,ES6,1,0.515
2016,NUTS,2010,ES6,1,0.4954
2017,NUTS,2010,ES6,1,0.4988
2018,NUTS,2010,ES6,1,0.5028
