year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_t_rse_pc_emp_fte_total
2010,NUTS,2010,HR,0,0.4308
2011,NUTS,2010,HR,0,0.4323
2012,NUTS,2010,HR,0,0.4377
2013,NUTS,2010,HR,0,0.437
2014,NUTS,2010,HR,0,0.3967
2015,NUTS,2010,HR,0,0.4084
2016,NUTS,2010,HR,0,0.497
2017,NUTS,2010,HR,0,0.4875
2018,NUTS,2010,HR,0,0.4899
2019,NUTS,2010,HR,0,0.5346
2020,NUTS,2010,HR,0,0.559
2002,NUTS,2010,HR0,1,0.5637
2003,NUTS,2010,HR0,1,0.3811
2004,NUTS,2010,HR0,1,0.4511
2005,NUTS,2010,HR0,1,0.3641
2006,NUTS,2010,HR0,1,0.3642
2007,NUTS,2010,HR0,1,0.3535
2008,NUTS,2010,HR0,1,0.3782
2009,NUTS,2010,HR0,1,0.3945
2010,NUTS,2010,HR0,1,0.4203
2011,NUTS,2010,HR0,1,0.4214
2012,NUTS,2010,HR0,1,0.427
2013,NUTS,2010,HR0,1,0.4284
2014,NUTS,2010,HR0,1,0.3907
2015,NUTS,2010,HR0,1,0.4016
2016,NUTS,2010,HR0,1,0.4898
2017,NUTS,2010,HR0,1,0.4809
2018,NUTS,2010,HR0,1,0.4825
2019,NUTS,2010,HR0,1,0.5252
2020,NUTS,2010,HR0,1,0.5498
2008,NUTS,2010,HR03,2,0.2615
2009,NUTS,2010,HR03,2,0.2693
2010,NUTS,2010,HR03,2,0.275
2011,NUTS,2010,HR03,2,0.2874
2012,NUTS,2010,HR03,2,0.2922
2013,NUTS,2010,HR03,2,0.2884
2014,NUTS,2010,HR03,2,0.2676
2015,NUTS,2010,HR03,2,0.2612
2016,NUTS,2010,HR03,2,0.3162
2017,NUTS,2010,HR03,2,0.2975
2018,NUTS,2010,HR03,2,0.2909
2019,NUTS,2010,HR03,2,0.3449
2020,NUTS,2010,HR03,2,0.3635
2008,NUTS,2010,HR04,2,0.4314
2009,NUTS,2010,HR04,2,0.4519
2010,NUTS,2010,HR04,2,0.4885
2011,NUTS,2010,HR04,2,0.4831
2012,NUTS,2010,HR04,2,0.4906
2013,NUTS,2010,HR04,2,0.4946
2014,NUTS,2010,HR04,2,0.4507
2015,NUTS,2010,HR04,2,0.4688
2016,NUTS,2010,HR04,2,0.5715
2017,NUTS,2010,HR04,2,0.5705
2018,NUTS,2010,HR04,2,0.5713
2019,NUTS,2010,HR04,2,0.6102
1997,NUTS,2010,HU,0,0.312
1998,NUTS,2010,HU,0,0.3208
1999,NUTS,2010,HU,0,0.3337
2000,NUTS,2010,HU,0,0.3785
2001,NUTS,2010,HU,0,0.3809
2002,NUTS,2010,HU,0,0.3887
2003,NUTS,2010,HU,0,0.3895
2004,NUTS,2010,HU,0,0.3846
2005,NUTS,2010,HU,0,0.4093
2006,NUTS,2010,HU,0,0.4495
2007,NUTS,2010,HU,0,0.4491
2008,NUTS,2010,HU,0,0.4847
2009,NUTS,2010,HU,0,0.5193
2010,NUTS,2010,HU,0,0.5553
2011,NUTS,2010,HU,0,0.5951
2012,NUTS,2010,HU,0,0.6075
2013,NUTS,2010,HU,0,0.6264
2014,NUTS,2010,HU,0,0.6253
2015,NUTS,2010,HU,0,0.5887
2016,NUTS,2010,HU,0,0.5812
2017,NUTS,2010,HU,0,0.6317
2018,NUTS,2010,HU,0,0.8269
2019,NUTS,2010,HU,0,0.8602
2020,NUTS,2010,HU,0,0.9316
1999,NUTS,2010,HU1,1,0.7238
2000,NUTS,2010,HU1,1,0.8077
2001,NUTS,2010,HU1,1,0.8255
2002,NUTS,2010,HU1,1,0.832
2003,NUTS,2010,HU1,1,0.838
2004,NUTS,2010,HU1,1,0.8024
2005,NUTS,2010,HU1,1,0.8347
2006,NUTS,2010,HU1,1,0.9234
2007,NUTS,2010,HU1,1,0.8929
2008,NUTS,2010,HU1,1,0.9919
2009,NUTS,2010,HU1,1,1.069
2010,NUTS,2010,HU1,1,1.1828
2011,NUTS,2010,HU1,1,1.2604
2012,NUTS,2010,HU1,1,1.2512
2013,NUTS,2010,HU1,1,1.2997
2014,NUTS,2010,HU1,1,1.365
2015,NUTS,2010,HU1,1,1.3044
2016,NUTS,2010,HU1,1,1.2732
2017,NUTS,2010,HU1,1,1.3699
2018,NUTS,2010,HU1,1,1.7652
2019,NUTS,2010,HU1,1,1.8082
1999,NUTS,2010,HU10,2,0.7238
2000,NUTS,2010,HU10,2,0.8077
2001,NUTS,2010,HU10,2,0.8255
2002,NUTS,2010,HU10,2,0.832
2003,NUTS,2010,HU10,2,0.838
2004,NUTS,2010,HU10,2,0.8024
2005,NUTS,2010,HU10,2,0.8347
2006,NUTS,2010,HU10,2,0.9234
2007,NUTS,2010,HU10,2,0.8929
2008,NUTS,2010,HU10,2,0.9919
2009,NUTS,2010,HU10,2,1.069
2010,NUTS,2010,HU10,2,1.1828
2011,NUTS,2010,HU10,2,1.2604
2012,NUTS,2010,HU10,2,1.2512
2013,NUTS,2010,HU10,2,1.2997
2014,NUTS,2010,HU10,2,1.365
2015,NUTS,2010,HU10,2,1.3044
2016,NUTS,2010,HU10,2,1.2732
2017,NUTS,2010,HU11,2,2.1224
2018,NUTS,2010,HU11,2,2.7531
2019,NUTS,2010,HU11,2,2.8579
2017,NUTS,2010,HU12,2,0.2692
2018,NUTS,2010,HU12,2,0.3814
2019,NUTS,2010,HU12,2,0.3599
1999,NUTS,2010,HU2,1,0.1273
2000,NUTS,2010,HU2,1,0.1626
2001,NUTS,2010,HU2,1,0.1695
2002,NUTS,2010,HU2,1,0.1583
2003,NUTS,2010,HU2,1,0.1646
2004,NUTS,2010,HU2,1,0.1712
2005,NUTS,2010,HU2,1,0.1875
2006,NUTS,2010,HU2,1,0.2118
2007,NUTS,2010,HU2,1,0.2121
2008,NUTS,2010,HU2,1,0.2121
2009,NUTS,2010,HU2,1,0.2411
2010,NUTS,2010,HU2,1,0.2528
2011,NUTS,2010,HU2,1,0.2855
2012,NUTS,2010,HU2,1,0.3155
2013,NUTS,2010,HU2,1,0.3367
2014,NUTS,2010,HU2,1,0.3025
2015,NUTS,2010,HU2,1,0.2711
2016,NUTS,2010,HU2,1,0.2774
2017,NUTS,2010,HU2,1,0.3158
2018,NUTS,2010,HU2,1,0.4644
2019,NUTS,2010,HU2,1,0.456
1999,NUTS,2010,HU21,2,0.1102
2000,NUTS,2010,HU21,2,0.1644
2001,NUTS,2010,HU21,2,0.169
2002,NUTS,2010,HU21,2,0.1634
2003,NUTS,2010,HU21,2,0.1504
2004,NUTS,2010,HU21,2,0.1729
2005,NUTS,2010,HU21,2,0.1756
2006,NUTS,2010,HU21,2,0.2089
2007,NUTS,2010,HU21,2,0.2077
2008,NUTS,2010,HU21,2,0.2205
2009,NUTS,2010,HU21,2,0.2542
2010,NUTS,2010,HU21,2,0.2253
2011,NUTS,2010,HU21,2,0.303
2012,NUTS,2010,HU21,2,0.3916
2013,NUTS,2010,HU21,2,0.4188
2014,NUTS,2010,HU21,2,0.3876
2015,NUTS,2010,HU21,2,0.3663
2016,NUTS,2010,HU21,2,0.3784
2017,NUTS,2010,HU21,2,0.4063
2018,NUTS,2010,HU21,2,0.4967
2019,NUTS,2010,HU21,2,0.5172
1999,NUTS,2010,HU22,2,0.1249
2000,NUTS,2010,HU22,2,0.1474
2001,NUTS,2010,HU22,2,0.1602
2002,NUTS,2010,HU22,2,0.1533
2003,NUTS,2010,HU22,2,0.1564
2004,NUTS,2010,HU22,2,0.1406
2005,NUTS,2010,HU22,2,0.1582
2006,NUTS,2010,HU22,2,0.1964
2007,NUTS,2010,HU22,2,0.197
2008,NUTS,2010,HU22,2,0.2096
2009,NUTS,2010,HU22,2,0.2414
2010,NUTS,2010,HU22,2,0.2755
2011,NUTS,2010,HU22,2,0.2527
2012,NUTS,2010,HU22,2,0.2611
2013,NUTS,2010,HU22,2,0.3038
2014,NUTS,2010,HU22,2,0.2539
2015,NUTS,2010,HU22,2,0.2268
2016,NUTS,2010,HU22,2,0.2245
2017,NUTS,2010,HU22,2,0.2596
2018,NUTS,2010,HU22,2,0.4071
2019,NUTS,2010,HU22,2,0.4086
1999,NUTS,2010,HU23,2,0.1523
2000,NUTS,2010,HU23,2,0.1787
2001,NUTS,2010,HU23,2,0.1815
2002,NUTS,2010,HU23,2,0.1578
2003,NUTS,2010,HU23,2,0.1934
2004,NUTS,2010,HU23,2,0.2059
2005,NUTS,2010,HU23,2,0.2381
2006,NUTS,2010,HU23,2,0.2345
2007,NUTS,2010,HU23,2,0.2377
2008,NUTS,2010,HU23,2,0.2039
2009,NUTS,2010,HU23,2,0.2239
2010,NUTS,2010,HU23,2,0.2609
2011,NUTS,2010,HU23,2,0.3028
2012,NUTS,2010,HU23,2,0.2819
2013,NUTS,2010,HU23,2,0.2696
2014,NUTS,2010,HU23,2,0.2516
2015,NUTS,2010,HU23,2,0.1977
2016,NUTS,2010,HU23,2,0.2099
2017,NUTS,2010,HU23,2,0.2651
2018,NUTS,2010,HU23,2,0.4952
2019,NUTS,2010,HU23,2,0.4351
1999,NUTS,2010,HU3,1,0.1834
2000,NUTS,2010,HU3,1,0.2056
2001,NUTS,2010,HU3,1,0.199
2002,NUTS,2010,HU3,1,0.2166
2003,NUTS,2010,HU3,1,0.208
2004,NUTS,2010,HU3,1,0.2084
2005,NUTS,2010,HU3,1,0.2258
2006,NUTS,2010,HU3,1,0.2397
2007,NUTS,2010,HU3,1,0.258
2008,NUTS,2010,HU3,1,0.2607
2009,NUTS,2010,HU3,1,0.3128
2010,NUTS,2010,HU3,1,0.3135
2011,NUTS,2010,HU3,1,0.327
2012,NUTS,2010,HU3,1,0.3294
2013,NUTS,2010,HU3,1,0.3285
2014,NUTS,2010,HU3,1,0.295
2015,NUTS,2010,HU3,1,0.2727
2016,NUTS,2010,HU3,1,0.261
2017,NUTS,2010,HU3,1,0.2833
2018,NUTS,2010,HU3,1,0.3612
2019,NUTS,2010,HU3,1,0.393
1999,NUTS,2010,HU31,2,0.1072
2000,NUTS,2010,HU31,2,0.1211
2001,NUTS,2010,HU31,2,0.1253
2002,NUTS,2010,HU31,2,0.134
2003,NUTS,2010,HU31,2,0.1332
2004,NUTS,2010,HU31,2,0.1492
2005,NUTS,2010,HU31,2,0.154
2006,NUTS,2010,HU31,2,0.173
2007,NUTS,2010,HU31,2,0.1763
2008,NUTS,2010,HU31,2,0.1734
2009,NUTS,2010,HU31,2,0.2208
2010,NUTS,2010,HU31,2,0.2472
2011,NUTS,2010,HU31,2,0.235
2012,NUTS,2010,HU31,2,0.2472
2013,NUTS,2010,HU31,2,0.2248
2014,NUTS,2010,HU31,2,0.1913
2015,NUTS,2010,HU31,2,0.1768
2016,NUTS,2010,HU31,2,0.1697
2017,NUTS,2010,HU31,2,0.2085
2018,NUTS,2010,HU31,2,0.2353
2019,NUTS,2010,HU31,2,0.2784
1999,NUTS,2010,HU32,2,0.2018
2000,NUTS,2010,HU32,2,0.2336
2001,NUTS,2010,HU32,2,0.218
2002,NUTS,2010,HU32,2,0.2478
2003,NUTS,2010,HU32,2,0.2323
2004,NUTS,2010,HU32,2,0.2226
2005,NUTS,2010,HU32,2,0.2458
2006,NUTS,2010,HU32,2,0.2555
2007,NUTS,2010,HU32,2,0.2831
2008,NUTS,2010,HU32,2,0.2961
2009,NUTS,2010,HU32,2,0.3343
2010,NUTS,2010,HU32,2,0.316
2011,NUTS,2010,HU32,2,0.326
2012,NUTS,2010,HU32,2,0.3326
2013,NUTS,2010,HU32,2,0.3123
2014,NUTS,2010,HU32,2,0.2744
2015,NUTS,2010,HU32,2,0.266
2016,NUTS,2010,HU32,2,0.2588
2017,NUTS,2010,HU32,2,0.2691
2018,NUTS,2010,HU32,2,0.3302
2019,NUTS,2010,HU32,2,0.3458
1999,NUTS,2010,HU33,2,0.2283
2000,NUTS,2010,HU33,2,0.2487
2001,NUTS,2010,HU33,2,0.2419
2002,NUTS,2010,HU33,2,0.2567
2003,NUTS,2010,HU33,2,0.2481
2004,NUTS,2010,HU33,2,0.2452
2005,NUTS,2010,HU33,2,0.2661
2006,NUTS,2010,HU33,2,0.2807
2007,NUTS,2010,HU33,2,0.3013
2008,NUTS,2010,HU33,2,0.2973
2009,NUTS,2010,HU33,2,0.3676
2010,NUTS,2010,HU33,2,0.3653
2011,NUTS,2010,HU33,2,0.404
2012,NUTS,2010,HU33,2,0.3927
2013,NUTS,2010,HU33,2,0.433
2014,NUTS,2010,HU33,2,0.4065
2015,NUTS,2010,HU33,2,0.3628
2016,NUTS,2010,HU33,2,0.3409
2017,NUTS,2010,HU33,2,0.3636
2018,NUTS,2010,HU33,2,0.5056
2019,NUTS,2010,HU33,2,0.5453
1993,NUTS,2010,IE,0,0.4254
1994,NUTS,2010,IE,0,0.4413
1995,NUTS,2010,IE,0,0.4626
1996,NUTS,2010,IE,0,0.4958
1997,NUTS,2010,IE,0,0.5144
1998,NUTS,2010,IE,0,0.4948
1999,NUTS,2010,IE,0,0.4734
2000,NUTS,2010,IE,0,0.4891
2001,NUTS,2010,IE,0,0.5002
2002,NUTS,2010,IE,0,0.5166
2003,NUTS,2010,IE,0,0.5424
2004,NUTS,2010,IE,0,0.5758
2005,NUTS,2010,IE,0,0.5791
2006,NUTS,2010,IE,0,0.5824
2007,NUTS,2010,IE,0,0.5831
2008,NUTS,2010,IE,0,0.6739
2009,NUTS,2010,IE,0,0.7203
2010,NUTS,2010,IE,0,0.7548
2011,NUTS,2010,IE,0,0.8303
2012,NUTS,2010,IE,0,1.2223
2013,NUTS,2010,IE,0,1.2577
2014,NUTS,2010,IE,0,1.2697
2015,NUTS,2010,IE,0,1.1153
2016,NUTS,2010,IE,0,1.1775
2017,NUTS,2010,IE,0,1.1514
2018,NUTS,2010,IE,0,1.0486
2019,NUTS,2010,IE,0,1.0531
2020,NUTS,2010,IE,0,1.0877
1999,NUTS,2010,IE0,1,0.4957
2000,NUTS,2010,IE0,1,0.5095
2002,NUTS,2010,IE0,1,0.5315
2003,NUTS,2010,IE0,1,0.5598
2004,NUTS,2010,IE0,1,0.5996
2005,NUTS,2010,IE0,1,0.5942
2006,NUTS,2010,IE0,1,0.5956
2007,NUTS,2010,IE0,1,0.5716
2008,NUTS,2010,IE0,1,0.6595
2009,NUTS,2010,IE0,1,0.7041
2010,NUTS,2010,IE0,1,0.7362
2011,NUTS,2010,IE0,1,0.8086
2013,NUTS,2010,IE0,1,0.8692
2015,NUTS,2010,IE0,1,1.2152
2017,NUTS,2010,IE0,1,1.1748
2002,NUTS,2010,IE01,2,0.2842
2003,NUTS,2010,IE01,2,0.2992
2004,NUTS,2010,IE01,2,0.424
2005,NUTS,2010,IE01,2,0.5798
2006,NUTS,2010,IE01,2,0.5418
2007,NUTS,2010,IE01,2,0.4639
2008,NUTS,2010,IE01,2,0.4405
2009,NUTS,2010,IE01,2,0.486
2010,NUTS,2010,IE01,2,0.5133
2011,NUTS,2010,IE01,2,0.6035
2013,NUTS,2010,IE01,2,0.642
2015,NUTS,2010,IE01,2,0.4751
2017,NUTS,2010,IE01,2,1.6713
2002,NUTS,2010,IE02,2,0.6131
2003,NUTS,2010,IE02,2,0.6468
2004,NUTS,2010,IE02,2,0.6598
2005,NUTS,2010,IE02,2,0.5993
2006,NUTS,2010,IE02,2,0.614
2007,NUTS,2010,IE02,2,0.6086
2008,NUTS,2010,IE02,2,0.7346
2009,NUTS,2010,IE02,2,0.7785
2010,NUTS,2010,IE02,2,0.8122
2011,NUTS,2010,IE02,2,0.8783
2013,NUTS,2010,IE02,2,0.9473
2015,NUTS,2010,IE02,2,1.4658
2017,NUTS,2010,IE02,2,1.1039
2003,NUTS,2010,IS,0,1.2866
2005,NUTS,2010,IS,0,1.3993
2006,NUTS,2010,IS,0,1.4813
2007,NUTS,2010,IS,0,1.299
2008,NUTS,2010,IS,0,1.3495
2009,NUTS,2010,IS,0,1.5657
2011,NUTS,2010,IS,0,1.4203
2013,NUTS,2010,IS,0,1.12
2015,NUTS,2010,IS,0,1.1175
2016,NUTS,2010,IS,0,1.2256
2017,NUTS,2010,IS,0,1.1202
2018,NUTS,2010,IS,0,1.0904
1993,NUTS,2010,IT,0,0.3695
1994,NUTS,2010,IT,0,0.381
1995,NUTS,2010,IT,0,0.3831
1996,NUTS,2010,IT,0,0.3864
1997,NUTS,2010,IT,0,0.3308
1998,NUTS,2010,IT,0,0.3253
1999,NUTS,2010,IT,0,0.3198
2000,NUTS,2010,IT,0,0.3186
2001,NUTS,2010,IT,0,0.3151
2002,NUTS,2010,IT,0,0.3317
2003,NUTS,2010,IT,0,0.324
2004,NUTS,2010,IT,0,0.327
2005,NUTS,2010,IT,0,0.3739
2006,NUTS,2010,IT,0,0.395
2007,NUTS,2010,IT,0,0.413
2008,NUTS,2010,IT,0,0.4219
2009,NUTS,2010,IT,0,0.4598
2010,NUTS,2010,IT,0,0.4709
2011,NUTS,2010,IT,0,0.4817
2012,NUTS,2010,IT,0,0.5057
2013,NUTS,2010,IT,0,0.5423
2014,NUTS,2010,IT,0,0.5508
2015,NUTS,2010,IT,0,0.5818
2016,NUTS,2010,IT,0,0.6095
2017,NUTS,2010,IT,0,0.6334
2018,NUTS,2010,IT,0,0.682
2019,NUTS,2010,IT,0,0.7166
2020,NUTS,2010,IT,0,0.7437
2000,NUTS,2010,ITC,1,0.3841
2003,NUTS,2010,ITC,1,0.3613
2004,NUTS,2010,ITC,1,0.3654
2005,NUTS,2010,ITC,1,0.407
2007,NUTS,2010,ITC,1,0.4357
2008,NUTS,2010,ITC,1,0.4589
2009,NUTS,2010,ITC,1,0.5001
2010,NUTS,2010,ITC,1,0.5077
2011,NUTS,2010,ITC,1,0.5256
2012,NUTS,2010,ITC,1,0.5386
2013,NUTS,2010,ITC,1,0.5564
2014,NUTS,2010,ITC,1,0.5721
2015,NUTS,2010,ITC,1,0.6122
2016,NUTS,2010,ITC,1,0.6416
2017,NUTS,2010,ITC,1,0.6547
2018,NUTS,2010,ITC,1,0.7118
2019,NUTS,2010,ITC,1,0.744
2000,NUTS,2010,ITC1,2,0.3927
2003,NUTS,2010,ITC1,2,0.3995
2004,NUTS,2010,ITC1,2,0.4252
2005,NUTS,2010,ITC1,2,0.4533
2007,NUTS,2010,ITC1,2,0.499
2008,NUTS,2010,ITC1,2,0.5104
2009,NUTS,2010,ITC1,2,0.5826
2010,NUTS,2010,ITC1,2,0.582
2011,NUTS,2010,ITC1,2,0.5739
2012,NUTS,2010,ITC1,2,0.5803
2013,NUTS,2010,ITC1,2,0.6318
2014,NUTS,2010,ITC1,2,0.6685
2015,NUTS,2010,ITC1,2,0.7254
2016,NUTS,2010,ITC1,2,0.7193
2017,NUTS,2010,ITC1,2,0.7256
2018,NUTS,2010,ITC1,2,0.7792
2019,NUTS,2010,ITC1,2,0.7863
2000,NUTS,2010,ITC2,2,0.3771
2003,NUTS,2010,ITC2,2,0.2009
2004,NUTS,2010,ITC2,2,0.2151
2005,NUTS,2010,ITC2,2,0.2209
2007,NUTS,2010,ITC2,2,0.2701
2008,NUTS,2010,ITC2,2,0.2516
2009,NUTS,2010,ITC2,2,0.3273
2010,NUTS,2010,ITC2,2,0.2991
2011,NUTS,2010,ITC2,2,0.2914
2012,NUTS,2010,ITC2,2,0.3581
2013,NUTS,2010,ITC2,2,0.3444
2014,NUTS,2010,ITC2,2,0.3711
2015,NUTS,2010,ITC2,2,0.3215
2016,NUTS,2010,ITC2,2,0.4066
2017,NUTS,2010,ITC2,2,0.4049
2018,NUTS,2010,ITC2,2,0.3718
2019,NUTS,2010,ITC2,2,0.3816
2000,NUTS,2010,ITC3,2,0.4307
2003,NUTS,2010,ITC3,2,0.3834
2004,NUTS,2010,ITC3,2,0.399
2005,NUTS,2010,ITC3,2,0.4639
2007,NUTS,2010,ITC3,2,0.434
2008,NUTS,2010,ITC3,2,0.5263
2009,NUTS,2010,ITC3,2,0.5314
2010,NUTS,2010,ITC3,2,0.5268
2011,NUTS,2010,ITC3,2,0.5113
2012,NUTS,2010,ITC3,2,0.5456
2013,NUTS,2010,ITC3,2,0.5574
2014,NUTS,2010,ITC3,2,0.5627
2015,NUTS,2010,ITC3,2,0.6675
2016,NUTS,2010,ITC3,2,0.6155
2017,NUTS,2010,ITC3,2,0.6433
2018,NUTS,2010,ITC3,2,0.6721
2019,NUTS,2010,ITC3,2,0.7938
2000,NUTS,2010,ITC4,2,0.3732
2003,NUTS,2010,ITC4,2,0.3429
2004,NUTS,2010,ITC4,2,0.3364
2005,NUTS,2010,ITC4,2,0.3809
2007,NUTS,2010,ITC4,2,0.4107
2008,NUTS,2010,ITC4,2,0.4292
2009,NUTS,2010,ITC4,2,0.4618
2010,NUTS,2010,ITC4,2,0.4753
2011,NUTS,2010,ITC4,2,0.5096
2012,NUTS,2010,ITC4,2,0.5218
2013,NUTS,2010,ITC4,2,0.5274
2014,NUTS,2010,ITC4,2,0.5358
2015,NUTS,2010,ITC4,2,0.5602
2016,NUTS,2010,ITC4,2,0.6157
2017,NUTS,2010,ITC4,2,0.63
2018,NUTS,2010,ITC4,2,0.6936
2019,NUTS,2010,ITC4,2,0.7244
2000,NUTS,2010,ITF,1,0.2169
2003,NUTS,2010,ITF,1,0.228
2004,NUTS,2010,ITF,1,0.2319
2005,NUTS,2010,ITF,1,0.2722
2007,NUTS,2010,ITF,1,0.2971
2008,NUTS,2010,ITF,1,0.3045
2009,NUTS,2010,ITF,1,0.3254
2010,NUTS,2010,ITF,1,0.3215
2011,NUTS,2010,ITF,1,0.3281
2012,NUTS,2010,ITF,1,0.3528
2013,NUTS,2010,ITF,1,0.3839
2014,NUTS,2010,ITF,1,0.4023
2017,NUTS,2010,ITF,1,0.4503
2018,NUTS,2010,ITF,1,0.4749
2019,NUTS,2010,ITF,1,0.5183
2000,NUTS,2010,ITF1,2,0.2982
2003,NUTS,2010,ITF1,2,0.2973
2004,NUTS,2010,ITF1,2,0.3161
2005,NUTS,2010,ITF1,2,0.3336
2007,NUTS,2010,ITF1,2,0.3486
2008,NUTS,2010,ITF1,2,0.3384
2009,NUTS,2010,ITF1,2,0.36
2010,NUTS,2010,ITF1,2,0.3485
2011,NUTS,2010,ITF1,2,0.3249
2012,NUTS,2010,ITF1,2,0.2869
2013,NUTS,2010,ITF1,2,0.3118
2014,NUTS,2010,ITF1,2,0.3314
2015,NUTS,2010,ITF1,2,0.3983
2016,NUTS,2010,ITF1,2,0.4355
2017,NUTS,2010,ITF1,2,0.4778
2018,NUTS,2010,ITF1,2,0.4541
2019,NUTS,2010,ITF1,2,0.4941
2000,NUTS,2010,ITF2,2,0.0808
2003,NUTS,2010,ITF2,2,0.1167
2004,NUTS,2010,ITF2,2,0.1173
2005,NUTS,2010,ITF2,2,0.2052
2007,NUTS,2010,ITF2,2,0.1744
2008,NUTS,2010,ITF2,2,0.1475
2009,NUTS,2010,ITF2,2,0.1816
2010,NUTS,2010,ITF2,2,0.1821
2012,NUTS,2010,ITF2,2,0.1865
2013,NUTS,2010,ITF2,2,0.2778
2014,NUTS,2010,ITF2,2,0.2688
2017,NUTS,2010,ITF2,2,0.5336
2018,NUTS,2010,ITF2,2,0.5413
2019,NUTS,2010,ITF2,2,0.5685
2000,NUTS,2010,ITF3,2,0.2702
2003,NUTS,2010,ITF3,2,0.3013
2004,NUTS,2010,ITF3,2,0.2947
2005,NUTS,2010,ITF3,2,0.3248
2007,NUTS,2010,ITF3,2,0.3521
2008,NUTS,2010,ITF3,2,0.3723
2009,NUTS,2010,ITF3,2,0.4073
2010,NUTS,2010,ITF3,2,0.3866
2011,NUTS,2010,ITF3,2,0.424
2012,NUTS,2010,ITF3,2,0.486
2013,NUTS,2010,ITF3,2,0.4988
2014,NUTS,2010,ITF3,2,0.5181
2015,NUTS,2010,ITF3,2,0.5508
2016,NUTS,2010,ITF3,2,0.5483
2017,NUTS,2010,ITF3,2,0.5508
2018,NUTS,2010,ITF3,2,0.5958
2019,NUTS,2010,ITF3,2,0.6763
2000,NUTS,2010,ITF4,2,0.1717
2003,NUTS,2010,ITF4,2,0.1769
2004,NUTS,2010,ITF4,2,0.187
2005,NUTS,2010,ITF4,2,0.2467
2007,NUTS,2010,ITF4,2,0.2759
2008,NUTS,2010,ITF4,2,0.2829
2009,NUTS,2010,ITF4,2,0.2981
2010,NUTS,2010,ITF4,2,0.304
2011,NUTS,2010,ITF4,2,0.2918
2012,NUTS,2010,ITF4,2,0.2939
2013,NUTS,2010,ITF4,2,0.3165
2014,NUTS,2010,ITF4,2,0.3441
2015,NUTS,2010,ITF4,2,0.3579
2016,NUTS,2010,ITF4,2,0.369
2017,NUTS,2010,ITF4,2,0.3817
2018,NUTS,2010,ITF4,2,0.3978
2019,NUTS,2010,ITF4,2,0.4233
2000,NUTS,2010,ITF5,2,0.2915
2003,NUTS,2010,ITF5,2,0.1841
2004,NUTS,2010,ITF5,2,0.1806
2005,NUTS,2010,ITF5,2,0.196
2007,NUTS,2010,ITF5,2,0.3274
2008,NUTS,2010,ITF5,2,0.3052
2009,NUTS,2010,ITF5,2,0.2632
2010,NUTS,2010,ITF5,2,0.3089
2012,NUTS,2010,ITF5,2,0.3074
2013,NUTS,2010,ITF5,2,0.308
2014,NUTS,2010,ITF5,2,0.2978
2015,NUTS,2010,ITF5,2,0.3092
2017,NUTS,2010,ITF5,2,0.3348
2018,NUTS,2010,ITF5,2,0.3384
2019,NUTS,2010,ITF5,2,0.3575
2000,NUTS,2010,ITF6,2,0.0968
2003,NUTS,2010,ITF6,2,0.1093
2004,NUTS,2010,ITF6,2,0.1121
2005,NUTS,2010,ITF6,2,0.1589
2007,NUTS,2010,ITF6,2,0.1535
2008,NUTS,2010,ITF6,2,0.1583
2009,NUTS,2010,ITF6,2,0.1728
2010,NUTS,2010,ITF6,2,0.1841
2011,NUTS,2010,ITF6,2,0.1801
2012,NUTS,2010,ITF6,2,0.2092
2013,NUTS,2010,ITF6,2,0.2979
2014,NUTS,2010,ITF6,2,0.3103
2015,NUTS,2010,ITF6,2,0.3285
2016,NUTS,2010,ITF6,2,0.3091
2017,NUTS,2010,ITF6,2,0.2889
2018,NUTS,2010,ITF6,2,0.3324
2019,NUTS,2010,ITF6,2,0.3256
2000,NUTS,2010,ITG,1,0.2217
2003,NUTS,2010,ITG,1,0.2246
2004,NUTS,2010,ITG,1,0.2205
2005,NUTS,2010,ITG,1,0.2695
2007,NUTS,2010,ITG,1,0.2726
2008,NUTS,2010,ITG,1,0.2814
2009,NUTS,2010,ITG,1,0.3053
2010,NUTS,2010,ITG,1,0.3052
2011,NUTS,2010,ITG,1,0.3102
2012,NUTS,2010,ITG,1,0.3418
2013,NUTS,2010,ITG,1,0.384
2014,NUTS,2010,ITG,1,0.4107
2015,NUTS,2010,ITG,1,0.4037
2016,NUTS,2010,ITG,1,0.3699
2017,NUTS,2010,ITG,1,0.3802
2018,NUTS,2010,ITG,1,0.3906
2019,NUTS,2010,ITG,1,0.3998
2000,NUTS,2010,ITG1,2,0.2238
2003,NUTS,2010,ITG1,2,0.2235
2004,NUTS,2010,ITG1,2,0.229
2005,NUTS,2010,ITG1,2,0.2829
2007,NUTS,2010,ITG1,2,0.273
2008,NUTS,2010,ITG1,2,0.2845
2009,NUTS,2010,ITG1,2,0.3007
2010,NUTS,2010,ITG1,2,0.3043
2011,NUTS,2010,ITG1,2,0.3051
2012,NUTS,2010,ITG1,2,0.3334
2013,NUTS,2010,ITG1,2,0.3854
2014,NUTS,2010,ITG1,2,0.4118
2015,NUTS,2010,ITG1,2,0.3932
2016,NUTS,2010,ITG1,2,0.3775
2017,NUTS,2010,ITG1,2,0.3817
2018,NUTS,2010,ITG1,2,0.4022
2019,NUTS,2010,ITG1,2,0.4142
2000,NUTS,2010,ITG2,2,0.2163
