year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_ths_hrstc
2019,NUTS,2010,DE2,1,1587.3
2020,NUTS,2010,DE2,1,1588.6
2011,NUTS,2010,DE21,2,595.5
2012,NUTS,2010,DE21,2,617.9
2013,NUTS,2010,DE21,2,640.4
2014,NUTS,2010,DE21,2,646.4
2015,NUTS,2010,DE21,2,656.1
2016,NUTS,2010,DE21,2,690.6
2017,NUTS,2010,DE21,2,712.6
2018,NUTS,2010,DE21,2,724.1
2019,NUTS,2010,DE21,2,731.6
2020,NUTS,2010,DE21,2,690.6
2011,NUTS,2010,DE22,2,102.2
2012,NUTS,2010,DE22,2,100.6
2013,NUTS,2010,DE22,2,102.4
2014,NUTS,2010,DE22,2,89.6
2015,NUTS,2010,DE22,2,93.7
2016,NUTS,2010,DE22,2,94.3
2017,NUTS,2010,DE22,2,97.9
2018,NUTS,2010,DE22,2,100.1
2019,NUTS,2010,DE22,2,104.3
2020,NUTS,2010,DE22,2,113.5
2011,NUTS,2010,DE23,2,104.6
2012,NUTS,2010,DE23,2,111.7
2013,NUTS,2010,DE23,2,115.1
2014,NUTS,2010,DE23,2,109.5
2015,NUTS,2010,DE23,2,110.5
2016,NUTS,2010,DE23,2,105.7
2017,NUTS,2010,DE23,2,102.9
2018,NUTS,2010,DE23,2,105.9
2019,NUTS,2010,DE23,2,113.3
2020,NUTS,2010,DE23,2,131.4
2011,NUTS,2010,DE24,2,108.5
2012,NUTS,2010,DE24,2,104.6
2013,NUTS,2010,DE24,2,104.5
2014,NUTS,2010,DE24,2,93.3
2015,NUTS,2010,DE24,2,90.9
2016,NUTS,2010,DE24,2,91.5
2017,NUTS,2010,DE24,2,95.2
2018,NUTS,2010,DE24,2,93.1
2019,NUTS,2010,DE24,2,100.8
2020,NUTS,2010,DE24,2,117.3
2011,NUTS,2010,DE25,2,185.0
2012,NUTS,2010,DE25,2,188.2
2013,NUTS,2010,DE25,2,182.6
2014,NUTS,2010,DE25,2,172.1
2015,NUTS,2010,DE25,2,182.3
2016,NUTS,2010,DE25,2,193.9
2017,NUTS,2010,DE25,2,198.4
2018,NUTS,2010,DE25,2,196.5
2019,NUTS,2010,DE25,2,199.0
2020,NUTS,2010,DE25,2,189.6
2011,NUTS,2010,DE26,2,136.1
2012,NUTS,2010,DE26,2,139.4
2013,NUTS,2010,DE26,2,140.0
2014,NUTS,2010,DE26,2,124.9
2015,NUTS,2010,DE26,2,128.1
2016,NUTS,2010,DE26,2,130.2
2017,NUTS,2010,DE26,2,134.4
2018,NUTS,2010,DE26,2,135.4
2019,NUTS,2010,DE26,2,143.2
2020,NUTS,2010,DE26,2,136.3
2011,NUTS,2010,DE27,2,181.3
2012,NUTS,2010,DE27,2,162.5
2013,NUTS,2010,DE27,2,168.7
2014,NUTS,2010,DE27,2,163.1
2015,NUTS,2010,DE27,2,166.6
2016,NUTS,2010,DE27,2,164.6
2017,NUTS,2010,DE27,2,177.2
2018,NUTS,2010,DE27,2,182.8
2019,NUTS,2010,DE27,2,195.0
2020,NUTS,2010,DE27,2,210.0
2011,NUTS,2010,DE3,1,480.6
2012,NUTS,2010,DE3,1,474.4
2013,NUTS,2010,DE3,1,487.9
2014,NUTS,2010,DE3,1,493.5
2015,NUTS,2010,DE3,1,501.5
2016,NUTS,2010,DE3,1,548.8
2017,NUTS,2010,DE3,1,588.0
2018,NUTS,2010,DE3,1,617.1
2019,NUTS,2010,DE3,1,636.3
2020,NUTS,2010,DE3,1,593.2
2011,NUTS,2010,DE30,2,480.6
2012,NUTS,2010,DE30,2,474.4
2013,NUTS,2010,DE30,2,487.9
2014,NUTS,2010,DE30,2,493.5
2015,NUTS,2010,DE30,2,501.5
2016,NUTS,2010,DE30,2,548.8
2017,NUTS,2010,DE30,2,588.0
2018,NUTS,2010,DE30,2,617.1
2019,NUTS,2010,DE30,2,636.3
2020,NUTS,2010,DE30,2,593.2
2011,NUTS,2010,DE4,1,286.9
2012,NUTS,2010,DE4,1,265.2
2013,NUTS,2010,DE4,1,271.7
2014,NUTS,2010,DE4,1,234.1
2015,NUTS,2010,DE4,1,239.0
2016,NUTS,2010,DE4,1,236.6
2017,NUTS,2010,DE4,1,233.6
2018,NUTS,2010,DE4,1,248.2
2019,NUTS,2010,DE4,1,242.7
2020,NUTS,2010,DE4,1,212.1
2011,NUTS,2010,DE40,2,286.9
2012,NUTS,2010,DE40,2,265.2
2013,NUTS,2010,DE40,2,271.7
2014,NUTS,2010,DE40,2,234.1
2015,NUTS,2010,DE40,2,239.0
2016,NUTS,2010,DE40,2,236.6
2017,NUTS,2010,DE40,2,233.6
2018,NUTS,2010,DE40,2,248.2
2019,NUTS,2010,DE40,2,242.7
2020,NUTS,2010,DE40,2,212.1
2011,NUTS,2010,DE5,1,71.5
2012,NUTS,2010,DE5,1,66.5
2013,NUTS,2010,DE5,1,64.7
2014,NUTS,2010,DE5,1,63.6
2015,NUTS,2010,DE5,1,63.3
2016,NUTS,2010,DE5,1,68.5
2017,NUTS,2010,DE5,1,71.0
2018,NUTS,2010,DE5,1,72.9
2019,NUTS,2010,DE5,1,77.4
2020,NUTS,2010,DE5,1,72.3
2011,NUTS,2010,DE50,2,71.5
2012,NUTS,2010,DE50,2,66.5
2013,NUTS,2010,DE50,2,64.7
2014,NUTS,2010,DE50,2,63.6
2015,NUTS,2010,DE50,2,63.3
2016,NUTS,2010,DE50,2,68.5
2017,NUTS,2010,DE50,2,71.0
2018,NUTS,2010,DE50,2,72.9
2019,NUTS,2010,DE50,2,77.4
2020,NUTS,2010,DE50,2,72.3
2011,NUTS,2010,DE6,1,217.6
2012,NUTS,2010,DE6,1,214.6
2013,NUTS,2010,DE6,1,211.1
2014,NUTS,2010,DE6,1,227.7
2015,NUTS,2010,DE6,1,240.3
2016,NUTS,2010,DE6,1,254.1
2017,NUTS,2010,DE6,1,259.3
2018,NUTS,2010,DE6,1,270.5
2019,NUTS,2010,DE6,1,273.7
2020,NUTS,2010,DE6,1,271.7
2011,NUTS,2010,DE60,2,217.6
2012,NUTS,2010,DE60,2,214.6
2013,NUTS,2010,DE60,2,211.1
2014,NUTS,2010,DE60,2,227.7
2015,NUTS,2010,DE60,2,240.3
2016,NUTS,2010,DE60,2,254.1
2017,NUTS,2010,DE60,2,259.3
2018,NUTS,2010,DE60,2,270.5
2019,NUTS,2010,DE60,2,273.7
2020,NUTS,2010,DE60,2,271.7
2011,NUTS,2010,DE7,1,673.4
2012,NUTS,2010,DE7,1,672.7
2013,NUTS,2010,DE7,1,682.9
2014,NUTS,2010,DE7,1,640.8
2015,NUTS,2010,DE7,1,667.0
2016,NUTS,2010,DE7,1,680.5
2017,NUTS,2010,DE7,1,733.2
2018,NUTS,2010,DE7,1,700.6
2019,NUTS,2010,DE7,1,751.4
2020,NUTS,2010,DE7,1,674.9
2011,NUTS,2010,DE71,2,450.0
2012,NUTS,2010,DE71,2,454.4
2013,NUTS,2010,DE71,2,454.5
2014,NUTS,2010,DE71,2,446.7
2015,NUTS,2010,DE71,2,460.1
2016,NUTS,2010,DE71,2,475.9
2017,NUTS,2010,DE71,2,507.3
2018,NUTS,2010,DE71,2,489.3
2019,NUTS,2010,DE71,2,526.6
2020,NUTS,2010,DE71,2,463.7
2011,NUTS,2010,DE72,2,109.0
2012,NUTS,2010,DE72,2,108.5
2013,NUTS,2010,DE72,2,110.1
2014,NUTS,2010,DE72,2,98.3
2015,NUTS,2010,DE72,2,105.3
2016,NUTS,2010,DE72,2,102.8
2017,NUTS,2010,DE72,2,107.9
2018,NUTS,2010,DE72,2,99.7
2019,NUTS,2010,DE72,2,109.7
2020,NUTS,2010,DE72,2,104.7
2011,NUTS,2010,DE73,2,114.5
2012,NUTS,2010,DE73,2,109.8
2013,NUTS,2010,DE73,2,118.3
2014,NUTS,2010,DE73,2,95.8
2015,NUTS,2010,DE73,2,101.7
2016,NUTS,2010,DE73,2,101.7
2017,NUTS,2010,DE73,2,118.0
2018,NUTS,2010,DE73,2,111.6
2019,NUTS,2010,DE73,2,115.1
2020,NUTS,2010,DE73,2,106.5
2011,NUTS,2010,DE8,1,156.9
2012,NUTS,2010,DE8,1,138.7
2013,NUTS,2010,DE8,1,143.8
2014,NUTS,2010,DE8,1,129.6
2015,NUTS,2010,DE8,1,137.1
2016,NUTS,2010,DE8,1,137.4
2017,NUTS,2010,DE8,1,134.8
2018,NUTS,2010,DE8,1,135.2
2019,NUTS,2010,DE8,1,137.8
2020,NUTS,2010,DE8,1,137.7
2011,NUTS,2010,DE80,2,156.9
2012,NUTS,2010,DE80,2,138.7
2013,NUTS,2010,DE80,2,143.8
2014,NUTS,2010,DE80,2,129.6
2015,NUTS,2010,DE80,2,137.1
2016,NUTS,2010,DE80,2,137.4
2017,NUTS,2010,DE80,2,134.8
2018,NUTS,2010,DE80,2,135.2
2019,NUTS,2010,DE80,2,137.8
2020,NUTS,2010,DE80,2,137.7
2011,NUTS,2010,DE9,1,679.7
2012,NUTS,2010,DE9,1,674.8
2013,NUTS,2010,DE9,1,683.6
2014,NUTS,2010,DE9,1,635.5
2015,NUTS,2010,DE9,1,679.1
2016,NUTS,2010,DE9,1,669.5
2017,NUTS,2010,DE9,1,686.7
2018,NUTS,2010,DE9,1,726.0
2019,NUTS,2010,DE9,1,761.5
2020,NUTS,2010,DE9,1,748.3
2011,NUTS,2010,DE91,2,146.6
2012,NUTS,2010,DE91,2,144.1
2013,NUTS,2010,DE91,2,149.0
2014,NUTS,2010,DE91,2,143.3
2015,NUTS,2010,DE91,2,153.4
2016,NUTS,2010,DE91,2,146.4
2017,NUTS,2010,DE91,2,154.9
2018,NUTS,2010,DE91,2,172.6
2019,NUTS,2010,DE91,2,174.1
2020,NUTS,2010,DE91,2,180.4
2011,NUTS,2010,DE92,2,204.8
2012,NUTS,2010,DE92,2,207.1
2013,NUTS,2010,DE92,2,207.3
2014,NUTS,2010,DE92,2,190.2
2015,NUTS,2010,DE92,2,199.8
2016,NUTS,2010,DE92,2,195.3
2017,NUTS,2010,DE92,2,200.9
2018,NUTS,2010,DE92,2,215.1
2019,NUTS,2010,DE92,2,227.0
2020,NUTS,2010,DE92,2,213.3
2011,NUTS,2010,DE93,2,143.0
2012,NUTS,2010,DE93,2,132.2
2013,NUTS,2010,DE93,2,135.5
2014,NUTS,2010,DE93,2,129.1
2015,NUTS,2010,DE93,2,142.1
2016,NUTS,2010,DE93,2,139.4
2017,NUTS,2010,DE93,2,145.1
2018,NUTS,2010,DE93,2,142.3
2019,NUTS,2010,DE93,2,151.0
2020,NUTS,2010,DE93,2,145.1
2011,NUTS,2010,DE94,2,185.3
2012,NUTS,2010,DE94,2,191.4
2013,NUTS,2010,DE94,2,191.8
2014,NUTS,2010,DE94,2,173.0
2015,NUTS,2010,DE94,2,183.8
2016,NUTS,2010,DE94,2,188.4
2017,NUTS,2010,DE94,2,185.8
2018,NUTS,2010,DE94,2,196.0
2019,NUTS,2010,DE94,2,209.5
2020,NUTS,2010,DE94,2,209.4
2011,NUTS,2010,DEA,1,1619.4
2012,NUTS,2010,DEA,1,1621.2
2013,NUTS,2010,DEA,1,1633.6
2014,NUTS,2010,DEA,1,1538.3
2015,NUTS,2010,DEA,1,1596.9
2016,NUTS,2010,DEA,1,1720.3
2017,NUTS,2010,DEA,1,1719.9
2018,NUTS,2010,DEA,1,1733.2
2019,NUTS,2010,DEA,1,1777.2
2020,NUTS,2010,DEA,1,1776.6
2011,NUTS,2010,DEA1,2,471.2
2012,NUTS,2010,DEA1,2,477.0
2013,NUTS,2010,DEA1,2,465.3
2014,NUTS,2010,DEA1,2,434.7
2015,NUTS,2010,DEA1,2,455.5
2016,NUTS,2010,DEA1,2,501.9
2017,NUTS,2010,DEA1,2,493.5
2018,NUTS,2010,DEA1,2,495.7
2019,NUTS,2010,DEA1,2,503.3
2020,NUTS,2010,DEA1,2,511.8
2011,NUTS,2010,DEA2,2,454.1
2012,NUTS,2010,DEA2,2,458.9
2013,NUTS,2010,DEA2,2,467.3
2014,NUTS,2010,DEA2,2,454.4
2015,NUTS,2010,DEA2,2,466.5
2016,NUTS,2010,DEA2,2,516.5
2017,NUTS,2010,DEA2,2,518.7
2018,NUTS,2010,DEA2,2,527.0
2019,NUTS,2010,DEA2,2,528.5
2020,NUTS,2010,DEA2,2,509.1
2011,NUTS,2010,DEA3,2,228.0
2012,NUTS,2010,DEA3,2,224.3
2013,NUTS,2010,DEA3,2,237.6
2014,NUTS,2010,DEA3,2,213.2
2015,NUTS,2010,DEA3,2,232.4
2016,NUTS,2010,DEA3,2,234.2
2017,NUTS,2010,DEA3,2,232.8
2018,NUTS,2010,DEA3,2,233.1
2019,NUTS,2010,DEA3,2,251.1
2020,NUTS,2010,DEA3,2,258.9
2011,NUTS,2010,DEA4,2,171.1
2012,NUTS,2010,DEA4,2,175.0
2013,NUTS,2010,DEA4,2,176.5
2014,NUTS,2010,DEA4,2,161.7
2015,NUTS,2010,DEA4,2,159.5
2016,NUTS,2010,DEA4,2,168.1
2017,NUTS,2010,DEA4,2,173.7
2018,NUTS,2010,DEA4,2,175.9
2019,NUTS,2010,DEA4,2,180.2
2020,NUTS,2010,DEA4,2,180.3
2011,NUTS,2010,DEA5,2,295.0
2012,NUTS,2010,DEA5,2,285.9
2013,NUTS,2010,DEA5,2,287.1
2014,NUTS,2010,DEA5,2,274.4
2015,NUTS,2010,DEA5,2,283.1
2016,NUTS,2010,DEA5,2,299.5
2017,NUTS,2010,DEA5,2,301.2
2018,NUTS,2010,DEA5,2,301.7
2019,NUTS,2010,DEA5,2,314.1
2020,NUTS,2010,DEA5,2,316.5
2011,NUTS,2010,DEB,1,394.2
2012,NUTS,2010,DEB,1,393.0
2013,NUTS,2010,DEB,1,394.2
2014,NUTS,2010,DEB,1,361.8
2015,NUTS,2010,DEB,1,369.8
2016,NUTS,2010,DEB,1,387.4
2017,NUTS,2010,DEB,1,390.8
2018,NUTS,2010,DEB,1,400.1
2019,NUTS,2010,DEB,1,424.4
2020,NUTS,2010,DEB,1,411.7
2011,NUTS,2010,DEB1,2,127.0
2012,NUTS,2010,DEB1,2,124.6
2013,NUTS,2010,DEB1,2,122.3
2014,NUTS,2010,DEB1,2,114.4
2015,NUTS,2010,DEB1,2,114.6
2016,NUTS,2010,DEB1,2,124.9
2017,NUTS,2010,DEB1,2,128.6
2018,NUTS,2010,DEB1,2,131.3
2019,NUTS,2010,DEB1,2,139.1
2020,NUTS,2010,DEB1,2,119.6
2011,NUTS,2010,DEB2,2,52.4
2012,NUTS,2010,DEB2,2,53.6
2013,NUTS,2010,DEB2,2,50.7
2014,NUTS,2010,DEB2,2,47.4
2015,NUTS,2010,DEB2,2,45.5
2016,NUTS,2010,DEB2,2,49.8
2017,NUTS,2010,DEB2,2,54.7
2018,NUTS,2010,DEB2,2,54.4
2019,NUTS,2010,DEB2,2,56.4
2020,NUTS,2010,DEB2,2,52.8
2011,NUTS,2010,DEB3,2,214.8
2012,NUTS,2010,DEB3,2,214.8
2013,NUTS,2010,DEB3,2,221.2
2014,NUTS,2010,DEB3,2,200.0
2015,NUTS,2010,DEB3,2,209.6
2016,NUTS,2010,DEB3,2,212.6
2017,NUTS,2010,DEB3,2,207.5
2018,NUTS,2010,DEB3,2,214.4
2019,NUTS,2010,DEB3,2,228.9
2020,NUTS,2010,DEB3,2,239.3
2011,NUTS,2010,DEC,1,85.0
2012,NUTS,2010,DEC,1,86.9
2013,NUTS,2010,DEC,1,84.2
2014,NUTS,2010,DEC,1,69.6
2015,NUTS,2010,DEC,1,74.0
2016,NUTS,2010,DEC,1,85.9
2017,NUTS,2010,DEC,1,85.8
2018,NUTS,2010,DEC,1,91.6
2019,NUTS,2010,DEC,1,98.4
2020,NUTS,2010,DEC,1,90.3
2011,NUTS,2010,DEC0,2,85.0
2012,NUTS,2010,DEC0,2,86.9
2013,NUTS,2010,DEC0,2,84.2
2014,NUTS,2010,DEC0,2,69.6
2015,NUTS,2010,DEC0,2,74.0
2016,NUTS,2010,DEC0,2,85.9
2017,NUTS,2010,DEC0,2,85.8
2018,NUTS,2010,DEC0,2,91.6
2019,NUTS,2010,DEC0,2,98.4
2020,NUTS,2010,DEC0,2,90.3
2011,NUTS,2010,DED,1,481.4
2012,NUTS,2010,DED,1,442.9
2013,NUTS,2010,DED,1,460.3
2014,NUTS,2010,DED,1,391.5
2015,NUTS,2010,DED,1,403.4
2016,NUTS,2010,DED,1,404.6
2017,NUTS,2010,DED,1,402.1
2018,NUTS,2010,DED,1,416.2
2019,NUTS,2010,DED,1,424.1
2020,NUTS,2010,DED,1,395.8
2011,NUTS,2010,DED2,2,202.4
2012,NUTS,2010,DED2,2,190.4
2013,NUTS,2010,DED2,2,189.9
2014,NUTS,2010,DED2,2,167.0
2015,NUTS,2010,DED2,2,170.6
2016,NUTS,2010,DED2,2,174.5
2017,NUTS,2010,DED2,2,173.4
2018,NUTS,2010,DED2,2,179.0
2019,NUTS,2010,DED2,2,177.5
2020,NUTS,2010,DED2,2,165.4
2011,NUTS,2010,DED4,2,156.7
2012,NUTS,2010,DED4,2,136.3
2013,NUTS,2010,DED4,2,148.3
2014,NUTS,2010,DED4,2,118.9
2015,NUTS,2010,DED4,2,119.9
2016,NUTS,2010,DED4,2,113.9
2017,NUTS,2010,DED4,2,116.9
2018,NUTS,2010,DED4,2,117.2
2019,NUTS,2010,DED4,2,119.0
2020,NUTS,2010,DED4,2,108.4
2011,NUTS,2010,DED5,2,122.3
2012,NUTS,2010,DED5,2,116.2
2013,NUTS,2010,DED5,2,122.0
2014,NUTS,2010,DED5,2,105.6
2015,NUTS,2010,DED5,2,112.9
2016,NUTS,2010,DED5,2,116.2
2017,NUTS,2010,DED5,2,111.7
2018,NUTS,2010,DED5,2,120.0
2019,NUTS,2010,DED5,2,127.6
2020,NUTS,2010,DED5,2,121.9
2011,NUTS,2010,DEE,1,213.4
2012,NUTS,2010,DEE,1,203.4
2013,NUTS,2010,DEE,1,205.4
2014,NUTS,2010,DEE,1,182.6
2015,NUTS,2010,DEE,1,194.2
2016,NUTS,2010,DEE,1,177.0
2017,NUTS,2010,DEE,1,167.0
2018,NUTS,2010,DEE,1,162.8
2019,NUTS,2010,DEE,1,170.8
2020,NUTS,2010,DEE,1,154.9
2011,NUTS,2010,DEE0,2,213.4
2012,NUTS,2010,DEE0,2,203.4
2013,NUTS,2010,DEE0,2,205.4
2014,NUTS,2010,DEE0,2,182.6
2015,NUTS,2010,DEE0,2,194.2
2016,NUTS,2010,DEE0,2,177.0
2017,NUTS,2010,DEE0,2,167.0
2018,NUTS,2010,DEE0,2,162.8
2019,NUTS,2010,DEE0,2,170.8
2020,NUTS,2010,DEE0,2,154.9
2011,NUTS,2010,DEF,1,250.9
2012,NUTS,2010,DEF,1,246.3
2013,NUTS,2010,DEF,1,244.9
2014,NUTS,2010,DEF,1,237.0
2015,NUTS,2010,DEF,1,241.5
2016,NUTS,2010,DEF,1,241.6
2017,NUTS,2010,DEF,1,241.8
2018,NUTS,2010,DEF,1,249.1
2019,NUTS,2010,DEF,1,253.4
2020,NUTS,2010,DEF,1,266.9
2011,NUTS,2010,DEF0,2,250.9
2012,NUTS,2010,DEF0,2,246.3
2013,NUTS,2010,DEF0,2,244.9
2014,NUTS,2010,DEF0,2,237.0
2015,NUTS,2010,DEF0,2,241.5
2016,NUTS,2010,DEF0,2,241.6
2017,NUTS,2010,DEF0,2,241.8
2018,NUTS,2010,DEF0,2,249.1
2019,NUTS,2010,DEF0,2,253.4
2020,NUTS,2010,DEF0,2,266.9
2011,NUTS,2010,DEG,1,258.6
2012,NUTS,2010,DEG,1,239.2
2013,NUTS,2010,DEG,1,234.3
2014,NUTS,2010,DEG,1,206.8
2015,NUTS,2010,DEG,1,195.8
2016,NUTS,2010,DEG,1,207.8
2017,NUTS,2010,DEG,1,205.0
2018,NUTS,2010,DEG,1,214.3
2019,NUTS,2010,DEG,1,214.7
2020,NUTS,2010,DEG,1,196.0
2011,NUTS,2010,DEG0,2,258.6
2012,NUTS,2010,DEG0,2,239.2
2013,NUTS,2010,DEG0,2,234.3
2014,NUTS,2010,DEG0,2,206.8
2015,NUTS,2010,DEG0,2,195.8
2016,NUTS,2010,DEG0,2,207.8
2017,NUTS,2010,DEG0,2,205.0
2018,NUTS,2010,DEG0,2,214.3
2019,NUTS,2010,DEG0,2,214.7
2020,NUTS,2010,DEG0,2,196.0
2011,NUTS,2010,DK,0,701.6
2012,NUTS,2010,DK,0,734.0
2013,NUTS,2010,DK,0,743.1
2014,NUTS,2010,DK,0,750.2
2015,NUTS,2010,DK,0,769.4
2016,NUTS,2010,DK,0,785.7
2017,NUTS,2010,DK,0,806.5
2018,NUTS,2010,DK,0,841.8
2019,NUTS,2010,DK,0,872.6
2020,NUTS,2010,DK,0,895.1
2011,NUTS,2010,DK0,1,701.6
2012,NUTS,2010,DK0,1,734.0
2013,NUTS,2010,DK0,1,743.1
2014,NUTS,2010,DK0,1,750.2
2015,NUTS,2010,DK0,1,769.4
2016,NUTS,2010,DK0,1,785.7
2017,NUTS,2010,DK0,1,806.5
2018,NUTS,2010,DK0,1,841.8
2019,NUTS,2010,DK0,1,872.6
2020,NUTS,2010,DK0,1,895.1
2011,NUTS,2010,DK01,2,302.5
2012,NUTS,2010,DK01,2,316.1
2013,NUTS,2010,DK01,2,316.3
2014,NUTS,2010,DK01,2,322.0
2015,NUTS,2010,DK01,2,329.5
2016,NUTS,2010,DK01,2,343.6
2017,NUTS,2010,DK01,2,345.5
2018,NUTS,2010,DK01,2,357.4
2019,NUTS,2010,DK01,2,377.8
2020,NUTS,2010,DK01,2,390.8
2011,NUTS,2010,DK02,2,80.9
2012,NUTS,2010,DK02,2,82.8
2013,NUTS,2010,DK02,2,87.0
2014,NUTS,2010,DK02,2,85.8
2015,NUTS,2010,DK02,2,85.9
2016,NUTS,2010,DK02,2,83.6
2017,NUTS,2010,DK02,2,87.8
2018,NUTS,2010,DK02,2,91.3
2019,NUTS,2010,DK02,2,91.5
2020,NUTS,2010,DK02,2,94.8
2011,NUTS,2010,DK03,2,116.5
2012,NUTS,2010,DK03,2,122.7
2013,NUTS,2010,DK03,2,123.7
2014,NUTS,2010,DK03,2,129.4
2015,NUTS,2010,DK03,2,130.1
2016,NUTS,2010,DK03,2,127.3
2017,NUTS,2010,DK03,2,136.8
2018,NUTS,2010,DK03,2,140.8
2019,NUTS,2010,DK03,2,142.2
2020,NUTS,2010,DK03,2,149.0
2011,NUTS,2010,DK04,2,144.9
2012,NUTS,2010,DK04,2,152.1
2013,NUTS,2010,DK04,2,158.0
2014,NUTS,2010,DK04,2,154.4
2015,NUTS,2010,DK04,2,161.5
2016,NUTS,2010,DK04,2,167.1
2017,NUTS,2010,DK04,2,169.8
2018,NUTS,2010,DK04,2,183.5
2019,NUTS,2010,DK04,2,194.3
2020,NUTS,2010,DK04,2,192.0
2011,NUTS,2010,DK05,2,56.8
2012,NUTS,2010,DK05,2,60.3
2013,NUTS,2010,DK05,2,58.0
2014,NUTS,2010,DK05,2,58.7
2015,NUTS,2010,DK05,2,62.4
2016,NUTS,2010,DK05,2,64.2
2017,NUTS,2010,DK05,2,66.5
2018,NUTS,2010,DK05,2,68.9
2019,NUTS,2010,DK05,2,66.8
2020,NUTS,2010,DK05,2,68.5
2011,NUTS,2010,EA19,2,29118.6
2012,NUTS,2010,EA19,2,29589.0
2013,NUTS,2010,EA19,2,30254.6
2014,NUTS,2010,EA19,2,30488.4
2015,NUTS,2010,EA19,2,31419.6
2016,NUTS,2010,EA19,2,32579.9
2017,NUTS,2010,EA19,2,33526.3
2018,NUTS,2010,EA19,2,34626.9
2019,NUTS,2010,EA19,2,35945.2
2020,NUTS,2010,EA19,2,36664.9
2011,NUTS,2010,EE,0,134.4
2012,NUTS,2010,EE,0,140.7
2013,NUTS,2010,EE,0,137.7
2014,NUTS,2010,EE,0,139.6
2015,NUTS,2010,EE,0,137.1
2016,NUTS,2010,EE,0,141.9
2017,NUTS,2010,EE,0,151.5
2018,NUTS,2010,EE,0,153.5
2019,NUTS,2010,EE,0,159.5
2020,NUTS,2010,EE,0,160.3
2011,NUTS,2010,EE0,1,134.4
2012,NUTS,2010,EE0,1,140.7
2013,NUTS,2010,EE0,1,137.7
2014,NUTS,2010,EE0,1,139.6
2015,NUTS,2010,EE0,1,137.1
2016,NUTS,2010,EE0,1,141.9
2017,NUTS,2010,EE0,1,151.5
2018,NUTS,2010,EE0,1,153.5
2019,NUTS,2010,EE0,1,159.5
2020,NUTS,2010,EE0,1,160.3
2011,NUTS,2010,EE00,2,134.4
2012,NUTS,2010,EE00,2,140.7
2013,NUTS,2010,EE00,2,137.7
2014,NUTS,2010,EE00,2,139.6
2015,NUTS,2010,EE00,2,137.1
2016,NUTS,2010,EE00,2,141.9
2017,NUTS,2010,EE00,2,151.5
2018,NUTS,2010,EE00,2,153.5
2019,NUTS,2010,EE00,2,159.5
2020,NUTS,2010,EE00,2,160.3
2011,NUTS,2010,EL,0,830.8
2012,NUTS,2010,EL,0,790.5
2013,NUTS,2010,EL,0,781.7
2014,NUTS,2010,EL,0,780.4
2015,NUTS,2010,EL,0,805.0
2016,NUTS,2010,EL,0,834.5
2017,NUTS,2010,EL,0,849.6
2018,NUTS,2010,EL,0,874.3
2019,NUTS,2010,EL,0,890.2
2020,NUTS,2010,EL,0,933.4
2011,NUTS,2010,EL3,1,406.7
2012,NUTS,2010,EL3,1,391.7
2013,NUTS,2010,EL3,1,391.4
2014,NUTS,2010,EL3,1,395.0
2015,NUTS,2010,EL3,1,404.0
2016,NUTS,2010,EL3,1,425.6
2017,NUTS,2010,EL3,1,413.8
2018,NUTS,2010,EL3,1,417.6
2019,NUTS,2010,EL3,1,428.7
2020,NUTS,2010,EL3,1,455.5
2011,NUTS,2010,EL30,2,406.7
2012,NUTS,2010,EL30,2,391.7
2013,NUTS,2010,EL30,2,391.4
2014,NUTS,2010,EL30,2,395.0
2015,NUTS,2010,EL30,2,404.0
2016,NUTS,2010,EL30,2,425.6
2017,NUTS,2010,EL30,2,413.8
2018,NUTS,2010,EL30,2,417.6
2019,NUTS,2010,EL30,2,428.7
2020,NUTS,2010,EL30,2,455.5
2011,NUTS,2010,EL4,1,61.0
2012,NUTS,2010,EL4,1,63.5
2013,NUTS,2010,EL4,1,62.2
2014,NUTS,2010,EL4,1,61.2
2015,NUTS,2010,EL4,1,61.2
2016,NUTS,2010,EL4,1,61.6
2017,NUTS,2010,EL4,1,69.7
2018,NUTS,2010,EL4,1,70.4
2019,NUTS,2010,EL4,1,73.0
2020,NUTS,2010,EL4,1,77.7
2011,NUTS,2010,EL41,2,10.3
2012,NUTS,2010,EL41,2,11.1
2013,NUTS,2010,EL41,2,13.4
2014,NUTS,2010,EL41,2,12.2
2015,NUTS,2010,EL41,2,10.2
2016,NUTS,2010,EL41,2,9.8
2017,NUTS,2010,EL41,2,9.8
2018,NUTS,2010,EL41,2,10.7
2019,NUTS,2010,EL41,2,13.6
2020,NUTS,2010,EL41,2,15.2
2011,NUTS,2010,EL42,2,15.9
2012,NUTS,2010,EL42,2,19.4
2013,NUTS,2010,EL42,2,16.6
2014,NUTS,2010,EL42,2,16.4
2015,NUTS,2010,EL42,2,18.6
2016,NUTS,2010,EL42,2,15.3
2017,NUTS,2010,EL42,2,18.7
2018,NUTS,2010,EL42,2,18.7
2019,NUTS,2010,EL42,2,17.5
2020,NUTS,2010,EL42,2,18.1
2011,NUTS,2010,EL43,2,34.8
2012,NUTS,2010,EL43,2,33.0
2013,NUTS,2010,EL43,2,32.1
2014,NUTS,2010,EL43,2,32.6
2015,NUTS,2010,EL43,2,32.3
2016,NUTS,2010,EL43,2,36.5
2017,NUTS,2010,EL43,2,41.1
