year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_p_mhab_avi
2009,NUTS,2010,DE11,2,3.494
2010,NUTS,2010,DE11,2,3.082
2011,NUTS,2010,DE11,2,3.303
2012,NUTS,2010,DE11,2,1.576
2000,NUTS,2010,DE111,3,1.717
2001,NUTS,2010,DE111,3,2.141
2003,NUTS,2010,DE111,3,0.561
2004,NUTS,2010,DE111,3,0.424
2005,NUTS,2010,DE111,3,0.559
2007,NUTS,2010,DE111,3,2.812
2009,NUTS,2010,DE111,3,3.333
2010,NUTS,2010,DE111,3,1.662
2011,NUTS,2010,DE111,3,0.874
2000,NUTS,2010,DE112,3,3.674
2001,NUTS,2010,DE112,3,0.904
2004,NUTS,2010,DE112,3,1.345
2007,NUTS,2010,DE112,3,0.457
2009,NUTS,2010,DE112,3,3.567
2011,NUTS,2010,DE112,3,6.731
2000,NUTS,2010,DE113,3,2.009
2002,NUTS,2010,DE113,3,1.979
2005,NUTS,2010,DE113,3,0.974
2009,NUTS,2010,DE113,3,0.641
2010,NUTS,2010,DE113,3,5.835
2012,NUTS,2010,DE113,3,1.121
2006,NUTS,2010,DE114,3,7.758
2000,NUTS,2010,DE115,3,1.009
2001,NUTS,2010,DE115,3,6.027
2004,NUTS,2010,DE115,3,1.962
2009,NUTS,2010,DE115,3,4.516
2011,NUTS,2010,DE115,3,3.9
2012,NUTS,2010,DE115,3,0.48
2000,NUTS,2010,DE116,3,1.228
2001,NUTS,2010,DE116,3,2.443
2002,NUTS,2010,DE116,3,1.211
2003,NUTS,2010,DE116,3,1.611
2004,NUTS,2010,DE116,3,3.6
2006,NUTS,2010,DE116,3,2.394
2009,NUTS,2010,DE116,3,1.994
2010,NUTS,2010,DE116,3,1.203
2011,NUTS,2010,DE116,3,1.805
2012,NUTS,2010,DE116,3,1.203
2005,NUTS,2010,DE117,3,2.72
2001,NUTS,2010,DE118,3,4.144
2006,NUTS,2010,DE118,3,1.517
2008,NUTS,2010,DE118,3,3.784
2010,NUTS,2010,DE118,3,9.117
2011,NUTS,2010,DE118,3,1.523
2012,NUTS,2010,DE118,3,0.517
2001,NUTS,2010,DE119,3,3.063
2002,NUTS,2010,DE119,3,2.295
2005,NUTS,2010,DE119,3,9.111
2009,NUTS,2010,DE119,3,3.014
2010,NUTS,2010,DE119,3,4.586
2012,NUTS,2010,DE119,3,10.751
2000,NUTS,2010,DE11A,3,16.232
2001,NUTS,2010,DE11A,3,1.777
2002,NUTS,2010,DE11A,3,8.023
2003,NUTS,2010,DE11A,3,13.282
2004,NUTS,2010,DE11A,3,28.266
2005,NUTS,2010,DE11A,3,21.159
2006,NUTS,2010,DE11A,3,21.099
2007,NUTS,2010,DE11A,3,15.844
2008,NUTS,2010,DE11A,3,5.283
2009,NUTS,2010,DE11A,3,22.045
2010,NUTS,2010,DE11A,3,21.198
2011,NUTS,2010,DE11A,3,28.766
2012,NUTS,2010,DE11A,3,18.413
2000,NUTS,2010,DE11B,3,2.406
2001,NUTS,2010,DE11B,3,9.704
2002,NUTS,2010,DE11B,3,16.363
2003,NUTS,2010,DE11B,3,14.568
2004,NUTS,2010,DE11B,3,7.274
2006,NUTS,2010,DE11B,3,3.643
2007,NUTS,2010,DE11B,3,14.674
2009,NUTS,2010,DE11B,3,17.267
2011,NUTS,2010,DE11B,3,7.499
2004,NUTS,2010,DE11C,3,7.335
2011,NUTS,2010,DE11C,3,3.813
2002,NUTS,2010,DE11D,3,2.125
2008,NUTS,2010,DE11D,3,3.178
2009,NUTS,2010,DE11D,3,1.052
2010,NUTS,2010,DE11D,3,1.057
2012,NUTS,2010,DE11D,3,0.644
2000,NUTS,2010,DE12,2,0.871
2001,NUTS,2010,DE12,2,1.501
2002,NUTS,2010,DE12,2,0.37
2003,NUTS,2010,DE12,2,0.247
2004,NUTS,2010,DE12,2,0.062
2005,NUTS,2010,DE12,2,0.55
2006,NUTS,2010,DE12,2,0.487
2007,NUTS,2010,DE12,2,0.852
2008,NUTS,2010,DE12,2,0.73
2009,NUTS,2010,DE12,2,1.46
2010,NUTS,2010,DE12,2,0.609
2011,NUTS,2010,DE12,2,0.073
2012,NUTS,2010,DE12,2,0.425
2001,NUTS,2010,DE122,3,3.59
2010,NUTS,2010,DE122,3,1.713
2012,NUTS,2010,DE122,3,2.79
2000,NUTS,2010,DE123,3,4.803
2001,NUTS,2010,DE123,3,1.597
2002,NUTS,2010,DE123,3,0.591
2003,NUTS,2010,DE123,3,0.775
2008,NUTS,2010,DE123,3,1.159
2012,NUTS,2010,DE123,3,0.762
2006,NUTS,2010,DE124,3,4.378
2007,NUTS,2010,DE124,3,1.447
2010,NUTS,2010,DE124,3,0.749
2001,NUTS,2010,DE125,3,1.212
2001,NUTS,2010,DE126,3,0.554
2003,NUTS,2010,DE126,3,1.069
2004,NUTS,2010,DE126,3,0.551
2007,NUTS,2010,DE126,3,3.248
2008,NUTS,2010,DE126,3,1.614
2001,NUTS,2010,DE128,3,2.233
2002,NUTS,2010,DE128,3,1.421
2005,NUTS,2010,DE128,3,0.938
2008,NUTS,2010,DE128,3,1.869
2000,NUTS,2010,DE12A,3,2.085
2005,NUTS,2010,DE12A,3,6.191
2009,NUTS,2010,DE12A,3,6.301
2001,NUTS,2010,DE12B,3,1.037
2006,NUTS,2010,DE12B,3,1.68
2007,NUTS,2010,DE12B,3,5.098
2009,NUTS,2010,DE12B,3,15.36
2010,NUTS,2010,DE12B,3,5.14
2011,NUTS,2010,DE12B,3,1.031
2001,NUTS,2010,DE12C,3,5.544
2000,NUTS,2010,DE13,2,0.118
2001,NUTS,2010,DE13,2,0.702
2003,NUTS,2010,DE13,2,0.115
2004,NUTS,2010,DE13,2,1.528
2005,NUTS,2010,DE13,2,2.746
2006,NUTS,2010,DE13,2,1.141
2007,NUTS,2010,DE13,2,2.658
2008,NUTS,2010,DE13,2,1.288
2009,NUTS,2010,DE13,2,1.366
2010,NUTS,2010,DE13,2,1.516
2011,NUTS,2010,DE13,2,1.364
2012,NUTS,2010,DE13,2,0.603
2000,NUTS,2010,DE131,3,1.235
2009,NUTS,2010,DE131,3,4.552
2010,NUTS,2010,DE131,3,0.766
2011,NUTS,2010,DE131,3,0.758
2008,NUTS,2010,DE132,3,1.999
2010,NUTS,2010,DE132,3,0.679
2012,NUTS,2010,DE132,3,1.308
2008,NUTS,2010,DE133,3,6.344
2010,NUTS,2010,DE133,3,1.077
2011,NUTS,2010,DE133,3,1.074
2006,NUTS,2010,DE134,3,2.401
2007,NUTS,2010,DE134,3,2.398
2010,NUTS,2010,DE134,3,3.595
2011,NUTS,2010,DE134,3,5.197
2012,NUTS,2010,DE134,3,1.197
2001,NUTS,2010,DE138,3,5.635
2003,NUTS,2010,DE138,3,0.921
2004,NUTS,2010,DE138,3,12.199
2005,NUTS,2010,DE138,3,21.89
2006,NUTS,2010,DE138,3,5.461
2007,NUTS,2010,DE138,3,17.579
2008,NUTS,2010,DE138,3,4.834
2009,NUTS,2010,DE138,3,7.24
2010,NUTS,2010,DE138,3,4.792
2011,NUTS,2010,DE138,3,1.792
2012,NUTS,2010,DE138,3,1.782
2000,NUTS,2010,DE14,2,3.17
2001,NUTS,2010,DE14,2,4.952
2002,NUTS,2010,DE14,2,4.403
2003,NUTS,2010,DE14,2,3.354
2004,NUTS,2010,DE14,2,6.028
2005,NUTS,2010,DE14,2,4.691
2006,NUTS,2010,DE14,2,3.706
2007,NUTS,2010,DE14,2,8.273
2008,NUTS,2010,DE14,2,6.176
2009,NUTS,2010,DE14,2,2.202
2010,NUTS,2010,DE14,2,5.045
2011,NUTS,2010,DE14,2,5.553
2012,NUTS,2010,DE14,2,2.992
2010,NUTS,2010,DE141,3,2.065
2011,NUTS,2010,DE141,3,0.89
2006,NUTS,2010,DE142,3,4.619
2010,NUTS,2010,DE142,3,2.265
2011,NUTS,2010,DE143,3,5.308
2001,NUTS,2010,DE144,3,4.265
2002,NUTS,2010,DE144,3,2.788
2003,NUTS,2010,DE144,3,6.63
2005,NUTS,2010,DE144,3,7.244
2007,NUTS,2010,DE144,3,20.674
2000,NUTS,2010,DE145,3,4.491
2001,NUTS,2010,DE145,3,1.345
2002,NUTS,2010,DE145,3,0.909
2003,NUTS,2010,DE145,3,2.658
2004,NUTS,2010,DE145,3,7.932
2006,NUTS,2010,DE145,3,5.993
2007,NUTS,2010,DE145,3,7.256
2008,NUTS,2010,DE145,3,3.838
2009,NUTS,2010,DE145,3,5.252
2011,NUTS,2010,DE145,3,9.648
2002,NUTS,2010,DE146,3,2.709
2003,NUTS,2010,DE146,3,0.699
2004,NUTS,2010,DE146,3,2.672
2005,NUTS,2010,DE146,3,2.821
2006,NUTS,2010,DE146,3,10.025
2007,NUTS,2010,DE146,3,17.584
2008,NUTS,2010,DE146,3,7.563
2011,NUTS,2010,DE146,3,1.743
2000,NUTS,2010,DE147,3,18.836
2001,NUTS,2010,DE147,3,27.613
2002,NUTS,2010,DE147,3,17.417
2003,NUTS,2010,DE147,3,15.214
2004,NUTS,2010,DE147,3,29.481
2005,NUTS,2010,DE147,3,25.637
2006,NUTS,2010,DE147,3,12.899
2007,NUTS,2010,DE147,3,29.539
2008,NUTS,2010,DE147,3,26.601
2009,NUTS,2010,DE147,3,2.31
2010,NUTS,2010,DE147,3,38.708
2011,NUTS,2010,DE147,3,30.187
2012,NUTS,2010,DE147,3,21.074
2000,NUTS,2010,DE148,3,3.743
2001,NUTS,2010,DE148,3,9.302
2002,NUTS,2010,DE148,3,7.392
2003,NUTS,2010,DE148,3,3.673
2004,NUTS,2010,DE148,3,10.341
2005,NUTS,2010,DE148,3,6.071
2007,NUTS,2010,DE148,3,3.625
2008,NUTS,2010,DE148,3,10.851
2009,NUTS,2010,DE148,3,8.428
2011,NUTS,2010,DE148,3,1.191
2012,NUTS,2010,DE148,3,3.598
2002,NUTS,2010,DE149,3,9.95
2003,NUTS,2010,DE149,3,3.735
2005,NUTS,2010,DE149,3,1.047
2007,NUTS,2010,DE149,3,5.035
2008,NUTS,2010,DE149,3,3.776
2009,NUTS,2010,DE149,3,1.291
2000,NUTS,2010,DE2,1,1.939
2001,NUTS,2010,DE2,1,1.67
2002,NUTS,2010,DE2,1,2.879
2003,NUTS,2010,DE2,1,2.855
2004,NUTS,2010,DE2,1,1.389
2005,NUTS,2010,DE2,1,1.613
2006,NUTS,2010,DE2,1,1.529
2007,NUTS,2010,DE2,1,3.018
2008,NUTS,2010,DE2,1,2.418
2009,NUTS,2010,DE2,1,4.269
2010,NUTS,2010,DE2,1,3.986
2011,NUTS,2010,DE2,1,4.39
2012,NUTS,2010,DE2,1,3.281
2000,NUTS,2010,DE21,2,4.356
2001,NUTS,2010,DE21,2,3.791
2002,NUTS,2010,DE21,2,5.116
2003,NUTS,2010,DE21,2,5.346
2004,NUTS,2010,DE21,2,2.145
2005,NUTS,2010,DE21,2,2.69
2006,NUTS,2010,DE21,2,3.162
2007,NUTS,2010,DE21,2,3.681
2008,NUTS,2010,DE21,2,3.93
2009,NUTS,2010,DE21,2,9.158
2010,NUTS,2010,DE21,2,7.753
2011,NUTS,2010,DE21,2,9.97
2012,NUTS,2010,DE21,2,6.922
2006,NUTS,2010,DE211,3,4.122
2012,NUTS,2010,DE211,3,1.105
2000,NUTS,2010,DE212,3,3.625
2001,NUTS,2010,DE212,3,2.958
2002,NUTS,2010,DE212,3,3.461
2003,NUTS,2010,DE212,3,2.049
2004,NUTS,2010,DE212,3,0.801
2005,NUTS,2010,DE212,3,1.601
2006,NUTS,2010,DE212,3,2.644
2007,NUTS,2010,DE212,3,4.82
2008,NUTS,2010,DE212,3,2.508
2009,NUTS,2010,DE212,3,4.273
2010,NUTS,2010,DE212,3,5.923
2011,NUTS,2010,DE212,3,5.712
2012,NUTS,2010,DE212,3,9.738
2000,NUTS,2010,DE213,3,5.62
2003,NUTS,2010,DE213,3,52.992
2004,NUTS,2010,DE213,3,8.335
2005,NUTS,2010,DE213,3,8.318
2006,NUTS,2010,DE213,3,33.208
2007,NUTS,2010,DE213,3,5.464
2008,NUTS,2010,DE213,3,8.241
2009,NUTS,2010,DE213,3,38.379
2010,NUTS,2010,DE213,3,8.213
2008,NUTS,2010,DE214,3,3.034
2000,NUTS,2010,DE215,3,2.014
2002,NUTS,2010,DE215,3,4.969
2006,NUTS,2010,DE215,3,5.166
2000,NUTS,2010,DE216,3,2.875
2001,NUTS,2010,DE216,3,9.826
2003,NUTS,2010,DE216,3,4.232
2006,NUTS,2010,DE216,3,8.29
2007,NUTS,2010,DE216,3,8.312
2008,NUTS,2010,DE216,3,8.276
2009,NUTS,2010,DE216,3,4.799
2011,NUTS,2010,DE216,3,6.814
2000,NUTS,2010,DE217,3,3.907
2003,NUTS,2010,DE217,3,7.56
2007,NUTS,2010,DE217,3,3.705
2000,NUTS,2010,DE218,3,7.13
2001,NUTS,2010,DE218,3,2.779
2002,NUTS,2010,DE218,3,1.661
2006,NUTS,2010,DE218,3,8.071
2008,NUTS,2010,DE218,3,15.823
2010,NUTS,2010,DE218,3,7.818
2011,NUTS,2010,DE218,3,14.087
2012,NUTS,2010,DE218,3,7.644
2001,NUTS,2010,DE21A,3,2.501
2008,NUTS,2010,DE21A,3,2.643
2010,NUTS,2010,DE21A,3,9.892
2011,NUTS,2010,DE21A,3,12.755
2012,NUTS,2010,DE21A,3,3.9
2002,NUTS,2010,DE21B,3,6.435
2008,NUTS,2010,DE21B,3,1.032
2011,NUTS,2010,DE21B,3,3.005
2012,NUTS,2010,DE21B,3,2.973
2000,NUTS,2010,DE21C,3,6.964
2001,NUTS,2010,DE21C,3,1.709
2002,NUTS,2010,DE21C,3,2.553
2003,NUTS,2010,DE21C,3,5.066
2005,NUTS,2010,DE21C,3,5.028
2007,NUTS,2010,DE21C,3,2.495
2008,NUTS,2010,DE21C,3,4.971
2009,NUTS,2010,DE21C,3,4.954
2010,NUTS,2010,DE21C,3,6.154
2011,NUTS,2010,DE21C,3,2.445
2002,NUTS,2010,DE21D,3,22.881
2010,NUTS,2010,DE21D,3,5.793
2011,NUTS,2010,DE21D,3,5.791
2012,NUTS,2010,DE21D,3,5.774
2001,NUTS,2010,DE21E,3,9.439
2004,NUTS,2010,DE21E,3,9.066
2007,NUTS,2010,DE21E,3,8.906
2008,NUTS,2010,DE21E,3,1.765
2011,NUTS,2010,DE21E,3,17.448
2000,NUTS,2010,DE21F,3,18.419
2001,NUTS,2010,DE21F,3,6.328
2002,NUTS,2010,DE21F,3,30.198
2003,NUTS,2010,DE21F,3,56.561
2004,NUTS,2010,DE21F,3,21.347
2005,NUTS,2010,DE21F,3,7.984
2006,NUTS,2010,DE21F,3,17.585
2007,NUTS,2010,DE21F,3,5.261
2008,NUTS,2010,DE21F,3,26.242
2009,NUTS,2010,DE21F,3,111.087
2010,NUTS,2010,DE21F,3,56.868
2011,NUTS,2010,DE21F,3,66.185
2012,NUTS,2010,DE21F,3,27.508
2001,NUTS,2010,DE21G,3,4.609
2007,NUTS,2010,DE21G,3,2.26
2009,NUTS,2010,DE21G,3,42.359
2011,NUTS,2010,DE21G,3,15.143
2000,NUTS,2010,DE21H,3,17.949
2001,NUTS,2010,DE21H,3,16.969
2002,NUTS,2010,DE21H,3,11.404
2003,NUTS,2010,DE21H,3,18.365
2004,NUTS,2010,DE21H,3,6.588
2005,NUTS,2010,DE21H,3,15.775
2006,NUTS,2010,DE21H,3,9.286
2007,NUTS,2010,DE21H,3,11.268
2008,NUTS,2010,DE21H,3,10.651
2009,NUTS,2010,DE21H,3,20.564
2010,NUTS,2010,DE21H,3,19.62
2011,NUTS,2010,DE21H,3,40.617
2012,NUTS,2010,DE21H,3,25.796
2001,NUTS,2010,DE21I,3,3.699
2007,NUTS,2010,DE21I,3,5.498
2008,NUTS,2010,DE21I,3,4.392
2010,NUTS,2010,DE21I,3,3.616
2011,NUTS,2010,DE21I,3,9.081
2012,NUTS,2010,DE21I,3,2.72
2009,NUTS,2010,DE21J,3,4.284
2010,NUTS,2010,DE21J,3,32.738
2011,NUTS,2010,DE21J,3,8.52
2000,NUTS,2010,DE21K,3,12.121
2001,NUTS,2010,DE21K,3,7.104
2002,NUTS,2010,DE21K,3,21.865
2003,NUTS,2010,DE21K,3,13.389
2004,NUTS,2010,DE21K,3,6.155
2005,NUTS,2010,DE21K,3,9.179
2007,NUTS,2010,DE21K,3,5.753
2008,NUTS,2010,DE21K,3,2.016
2009,NUTS,2010,DE21K,3,24.167
2010,NUTS,2010,DE21K,3,14.187
2011,NUTS,2010,DE21K,3,15.614
2012,NUTS,2010,DE21K,3,5.974
2001,NUTS,2010,DE21L,3,5.602
2002,NUTS,2010,DE21L,3,5.925
2004,NUTS,2010,DE21L,3,7.829
2006,NUTS,2010,DE21L,3,3.873
2008,NUTS,2010,DE21L,3,7.953
2009,NUTS,2010,DE21L,3,9.626
2010,NUTS,2010,DE21L,3,12.153
2011,NUTS,2010,DE21L,3,3.838
2012,NUTS,2010,DE21L,3,8.207
2002,NUTS,2010,DE21M,3,2.962
2008,NUTS,2010,DE21M,3,1.935
2009,NUTS,2010,DE21M,3,1.934
2011,NUTS,2010,DE21M,3,1.935
2009,NUTS,2010,DE21N,3,1.909
2010,NUTS,2010,DE21N,3,2.522
2011,NUTS,2010,DE21N,3,3.819
2012,NUTS,2010,DE21N,3,5.105
2001,NUTS,2010,DE22,2,0.451
2002,NUTS,2010,DE22,2,0.844
2004,NUTS,2010,DE22,2,0.419
2007,NUTS,2010,DE22,2,0.419
2008,NUTS,2010,DE22,2,2.094
2010,NUTS,2010,DE22,2,0.984
2011,NUTS,2010,DE22,2,1.614
2012,NUTS,2010,DE22,2,1.325
2011,NUTS,2010,DE221,3,5.217
2001,NUTS,2010,DE224,3,1.731
2012,NUTS,2010,DE224,3,2.814
2001,NUTS,2010,DE226,3,3.013
2004,NUTS,2010,DE226,3,4.431
2007,NUTS,2010,DE226,3,4.428
2011,NUTS,2010,DE226,3,2.21
2008,NUTS,2010,DE227,3,3.372
2010,NUTS,2010,DE227,3,1.146
2011,NUTS,2010,DE227,3,8.939
2012,NUTS,2010,DE227,3,1.673
2002,NUTS,2010,DE22B,3,10.413
2008,NUTS,2010,DE22B,3,20.448
2010,NUTS,2010,DE22B,3,10.243
2012,NUTS,2010,DE22C,3,10.932
2002,NUTS,2010,DE23,2,0.921
2003,NUTS,2010,DE23,2,1.451
2007,NUTS,2010,DE23,2,1.838
2008,NUTS,2010,DE23,2,0.46
2009,NUTS,2010,DE23,2,0.461
2010,NUTS,2010,DE23,2,0.925
2012,NUTS,2010,DE23,2,0.231
2012,NUTS,2010,DE231,3,5.743
2007,NUTS,2010,DE234,3,4.643
2010,NUTS,2010,DE234,3,7.094
2002,NUTS,2010,DE236,3,7.855
2007,NUTS,2010,DE236,3,1.945
2003,NUTS,2010,DE238,3,8.808
2008,NUTS,2010,DE238,3,2.736
2009,NUTS,2010,DE238,3,2.735
2007,NUTS,2010,DE239,3,8.656
2010,NUTS,2010,DE239,3,1.749
2002,NUTS,2010,DE24,2,0.449
2003,NUTS,2010,DE24,2,3.523
2007,NUTS,2010,DE24,2,1.827
2009,NUTS,2010,DE24,2,1.386
2010,NUTS,2010,DE24,2,0.186
2011,NUTS,2010,DE24,2,0.775
2011,NUTS,2010,DE241,3,7.142
2011,NUTS,2010,DE242,3,4.54
2009,NUTS,2010,DE245,3,6.919
2002,NUTS,2010,DE248,3,4.431
2003,NUTS,2010,DE248,3,34.589
2007,NUTS,2010,DE249,3,19.118
2009,NUTS,2010,DE24C,3,7.287
2010,NUTS,2010,DE24C,3,2.929
2001,NUTS,2010,DE25,2,1.379
2002,NUTS,2010,DE25,2,2.502
2003,NUTS,2010,DE25,2,1.42
2005,NUTS,2010,DE25,2,0.585
2006,NUTS,2010,DE25,2,0.975
2007,NUTS,2010,DE25,2,0.584
2008,NUTS,2010,DE25,2,1.604
2009,NUTS,2010,DE25,2,0.292
2010,NUTS,2010,DE25,2,1.561
2011,NUTS,2010,DE25,2,0.339
2012,NUTS,2010,DE25,2,1.646
2001,NUTS,2010,DE251,3,16.681
2010,NUTS,2010,DE252,3,18.948
2011,NUTS,2010,DE252,3,3.124
2012,NUTS,2010,DE252,3,6.301
2001,NUTS,2010,DE253,3,9.052
2008,NUTS,2010,DE253,3,2.19
2010,NUTS,2010,DE253,3,5.875
2001,NUTS,2010,DE254,3,1.372
2007,NUTS,2010,DE254,3,1.997
2009,NUTS,2010,DE254,3,0.993
2011,NUTS,2010,DE254,3,0.494
2012,NUTS,2010,DE254,3,0.979
2002,NUTS,2010,DE256,3,1.361
2005,NUTS,2010,DE256,3,5.418
2008,NUTS,2010,DE257,3,1.91
2012,NUTS,2010,DE257,3,12.647
2002,NUTS,2010,DE258,3,13.212
2008,NUTS,2010,DE258,3,2.184
2002,NUTS,2010,DE259,3,11.856
2003,NUTS,2010,DE259,3,6.398
2006,NUTS,2010,DE259,3,9.918
2002,NUTS,2010,DE25B,3,4.001
2003,NUTS,2010,DE25B,3,3.991
2008,NUTS,2010,DE25B,3,15.969
2003,NUTS,2010,DE25C,3,8.705
2001,NUTS,2010,DE26,2,0.749
2002,NUTS,2010,DE26,2,0.373
2004,NUTS,2010,DE26,2,0.744
2007,NUTS,2010,DE26,2,2.489
2008,NUTS,2010,DE26,2,0.375
2002,NUTS,2010,DE263,3,1.924
2007,NUTS,2010,DE263,3,3.928
2007,NUTS,2010,DE264,3,1.891
2008,NUTS,2010,DE264,3,0.976
2001,NUTS,2010,DE265,3,9.147
2004,NUTS,2010,DE266,3,11.518
2007,NUTS,2010,DE266,3,2.344
2007,NUTS,2010,DE267,3,6.088
2007,NUTS,2010,DE269,3,7.652
2008,NUTS,2010,DE269,3,2.533
2007,NUTS,2010,DE26B,3,6.338
2002,NUTS,2010,DE26C,3,1.569
2000,NUTS,2010,DE27,2,3.437
2001,NUTS,2010,DE27,2,0.616
2002,NUTS,2010,DE27,2,4.006
2003,NUTS,2010,DE27,2,2.91
2004,NUTS,2010,DE27,2,3.787
2005,NUTS,2010,DE27,2,4.328
2006,NUTS,2010,DE27,2,2.236
2007,NUTS,2010,DE27,2,7.343
2008,NUTS,2010,DE27,2,3.953
2009,NUTS,2010,DE27,2,6.297
2010,NUTS,2010,DE27,2,6.236
2011,NUTS,2010,DE27,2,4.493
2012,NUTS,2010,DE27,2,3.353
2002,NUTS,2010,DE271,3,0.97
2003,NUTS,2010,DE271,3,1.929
2005,NUTS,2010,DE271,3,6.72
2007,NUTS,2010,DE271,3,0.952
2008,NUTS,2010,DE271,3,3.156
2010,NUTS,2010,DE271,3,6.941
2011,NUTS,2010,DE271,3,8.727
2012,NUTS,2010,DE271,3,1.875
2008,NUTS,2010,DE272,3,5.946
2004,NUTS,2010,DE274,3,12.156
2005,NUTS,2010,DE274,3,4.855
2007,NUTS,2010,DE274,3,42.568
2001,NUTS,2010,DE275,3,2.677
2002,NUTS,2010,DE275,3,4.016
2005,NUTS,2010,DE275,3,3.93
2007,NUTS,2010,DE275,3,3.921
2008,NUTS,2010,DE275,3,0.861
2009,NUTS,2010,DE275,3,18.243
2011,NUTS,2010,DE275,3,1.094
2002,NUTS,2010,DE276,3,2.096
2005,NUTS,2010,DE276,3,5.176
2007,NUTS,2010,DE276,3,8.298
2008,NUTS,2010,DE276,3,7.968
2010,NUTS,2010,DE276,3,2.209
2011,NUTS,2010,DE276,3,4.665
2009,NUTS,2010,DE277,3,7.951
2010,NUTS,2010,DE277,3,5.638
2000,NUTS,2010,DE278,3,4.123
2009,NUTS,2010,DE278,3,8.253
2000,NUTS,2010,DE279,3,15.731
2001,NUTS,2010,DE279,3,1.566
2002,NUTS,2010,DE279,3,8.255
2003,NUTS,2010,DE279,3,4.13
2004,NUTS,2010,DE279,3,3.066
2005,NUTS,2010,DE279,3,7.339
2007,NUTS,2010,DE279,3,7.89
2008,NUTS,2010,DE279,3,3.046
2011,NUTS,2010,DE279,3,4.533
2012,NUTS,2010,DE279,3,1.505
2000,NUTS,2010,DE27A,3,32.546
2001,NUTS,2010,DE27A,3,6.485
2002,NUTS,2010,DE27A,3,25.69
2003,NUTS,2010,DE27A,3,51.125
2004,NUTS,2010,DE27A,3,47.684
2005,NUTS,2010,DE27A,3,16.857
2006,NUTS,2010,DE27A,3,37.752
2007,NUTS,2010,DE27A,3,79.39
2008,NUTS,2010,DE27A,3,15.598
2009,NUTS,2010,DE27A,3,47.859
2010,NUTS,2010,DE27A,3,29.177
2011,NUTS,2010,DE27A,3,16.673
2012,NUTS,2010,DE27A,3,12.516
2007,NUTS,2010,DE27B,3,1.858
2006,NUTS,2010,DE27C,3,7.369
2007,NUTS,2010,DE27C,3,5.527
2010,NUTS,2010,DE27C,3,7.392
2011,NUTS,2010,DE27C,3,1.477
2000,NUTS,2010,DE27D,3,3.873
2002,NUTS,2010,DE27D,3,11.509
2004,NUTS,2010,DE27D,3,15.241
2005,NUTS,2010,DE27D,3,11.438
2008,NUTS,2010,DE27D,3,13.073
2009,NUTS,2010,DE27D,3,23.157
2010,NUTS,2010,DE27D,3,37.931
2011,NUTS,2010,DE27D,3,16.839
2012,NUTS,2010,DE27D,3,32.914
2002,NUTS,2010,DE27E,3,6.742
2008,NUTS,2010,DE27E,3,3.318
2009,NUTS,2010,DE27E,3,2.193
2001,NUTS,2010,DE3,1,0.148
2002,NUTS,2010,DE3,1,0.295
2003,NUTS,2010,DE3,1,0.649
2004,NUTS,2010,DE3,1,0.64
2005,NUTS,2010,DE3,1,0.738
2006,NUTS,2010,DE3,1,0.786
2007,NUTS,2010,DE3,1,1.419
2008,NUTS,2010,DE3,1,1.317
2009,NUTS,2010,DE3,1,1.996
2010,NUTS,2010,DE3,1,0.436
2011,NUTS,2010,DE3,1,1.3
2012,NUTS,2010,DE3,1,0.951
2001,NUTS,2010,DE30,2,0.148
2002,NUTS,2010,DE30,2,0.295
2003,NUTS,2010,DE30,2,0.649
2004,NUTS,2010,DE30,2,0.64
2005,NUTS,2010,DE30,2,0.738
2006,NUTS,2010,DE30,2,0.786
2007,NUTS,2010,DE30,2,1.419
2008,NUTS,2010,DE30,2,1.317
2009,NUTS,2010,DE30,2,1.996
2010,NUTS,2010,DE30,2,0.436
2011,NUTS,2010,DE30,2,1.3
2012,NUTS,2010,DE30,2,0.951
2001,NUTS,2010,DE300,3,0.148
2002,NUTS,2010,DE300,3,0.295
2003,NUTS,2010,DE300,3,0.649
2004,NUTS,2010,DE300,3,0.64
2005,NUTS,2010,DE300,3,0.738
2006,NUTS,2010,DE300,3,0.786
2007,NUTS,2010,DE300,3,1.419
2008,NUTS,2010,DE300,3,1.317
2009,NUTS,2010,DE300,3,1.996
2010,NUTS,2010,DE300,3,0.436
2011,NUTS,2010,DE300,3,1.3
2012,NUTS,2010,DE300,3,0.951
2000,NUTS,2010,DE4,1,0.384
2001,NUTS,2010,DE4,1,0.192
2002,NUTS,2010,DE4,1,0.289
2003,NUTS,2010,DE4,1,1.936
2004,NUTS,2010,DE4,1,0.454
2005,NUTS,2010,DE4,1,0.389
2006,NUTS,2010,DE4,1,0.813
2007,NUTS,2010,DE4,1,1.079
2008,NUTS,2010,DE4,1,2.09
2009,NUTS,2010,DE4,1,1.931
2010,NUTS,2010,DE4,1,0.267
2011,NUTS,2010,DE4,1,0.399
2012,NUTS,2010,DE4,1,0.1
2000,NUTS,2010,DE40,2,0.384
2001,NUTS,2010,DE40,2,0.192
2002,NUTS,2010,DE40,2,0.289
2003,NUTS,2010,DE40,2,1.936
2004,NUTS,2010,DE40,2,0.454
2005,NUTS,2010,DE40,2,0.389
2006,NUTS,2010,DE40,2,0.813
2007,NUTS,2010,DE40,2,1.079
2008,NUTS,2010,DE40,2,2.09
2009,NUTS,2010,DE40,2,1.931
2010,NUTS,2010,DE40,2,0.267
