year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_total_eur_hab
2017,NUTS,2010,NL4,1,1237.2
2018,NUTS,2010,NL4,1,1252.5
2019,NUTS,2010,NL4,1,1399.1
2011,NUTS,2010,NL41,2,946.2
2012,NUTS,2010,NL41,2,1014.3
2011,NUTS,2010,NL42,2,642.2
2012,NUTS,2010,NL42,2,607.5
2011,NUTS,2010,NO,0,1185.0
2012,NUTS,2010,NO,0,1289.1
2013,NUTS,2010,NO,0,1286.9
2014,NUTS,2010,NO,0,1262.3
2015,NUTS,2010,NO,0,1302.2
2016,NUTS,2010,NO,0,1308.5
2017,NUTS,2010,NO,0,1410.5
2018,NUTS,2010,NO,0,1431.9
2019,NUTS,2010,NO,0,1463.7
2020,NUTS,2010,NO,0,1349.8
2011,NUTS,2010,NO0,1,1185.0
2012,NUTS,2010,NO0,1,1289.1
2013,NUTS,2010,NO0,1,1286.9
2014,NUTS,2010,NO0,1,1262.3
2015,NUTS,2010,NO0,1,1302.2
2016,NUTS,2010,NO0,1,1308.5
2017,NUTS,2010,NO0,1,1410.5
2018,NUTS,2010,NO0,1,1431.9
2019,NUTS,2010,NO0,1,1463.7
2011,NUTS,2010,NO01,2,2329.5
2012,NUTS,2010,NO01,2,2399.5
2013,NUTS,2010,NO01,2,2350.1
2014,NUTS,2010,NO01,2,2254.0
2015,NUTS,2010,NO01,2,2316.6
2016,NUTS,2010,NO01,2,2313.6
2017,NUTS,2010,NO01,2,2437.4
2018,NUTS,2010,NO01,2,2470.6
2019,NUTS,2010,NO01,2,2502.6
2011,NUTS,2010,NO02,2,275.0
2012,NUTS,2010,NO02,2,292.7
2013,NUTS,2010,NO02,2,344.8
2014,NUTS,2010,NO02,2,332.8
2015,NUTS,2010,NO02,2,327.9
2016,NUTS,2010,NO02,2,342.5
2017,NUTS,2010,NO02,2,402.6
2018,NUTS,2010,NO02,2,411.4
2019,NUTS,2010,NO02,2,390.6
2011,NUTS,2010,NO03,2,601.4
2012,NUTS,2010,NO03,2,655.6
2013,NUTS,2010,NO03,2,701.9
2014,NUTS,2010,NO03,2,706.6
2015,NUTS,2010,NO03,2,692.4
2016,NUTS,2010,NO03,2,691.5
2017,NUTS,2010,NO03,2,723.5
2018,NUTS,2010,NO03,2,743.4
2019,NUTS,2010,NO03,2,750.7
2011,NUTS,2010,NO04,2,557.3
2012,NUTS,2010,NO04,2,637.5
2013,NUTS,2010,NO04,2,681.8
2014,NUTS,2010,NO04,2,676.3
2015,NUTS,2010,NO04,2,695.9
2016,NUTS,2010,NO04,2,747.7
2017,NUTS,2010,NO04,2,806.0
2018,NUTS,2010,NO04,2,811.5
2019,NUTS,2010,NO04,2,815.5
2011,NUTS,2010,NO05,2,946.2
2012,NUTS,2010,NO05,2,1011.8
2013,NUTS,2010,NO05,2,996.8
2014,NUTS,2010,NO05,2,1011.4
2015,NUTS,2010,NO05,2,1092.3
2016,NUTS,2010,NO05,2,1082.4
2017,NUTS,2010,NO05,2,1268.2
2018,NUTS,2010,NO05,2,1343.5
2019,NUTS,2010,NO05,2,1345.0
2011,NUTS,2010,NO06,2,2195.1
2012,NUTS,2010,NO06,2,2622.6
2013,NUTS,2010,NO06,2,2585.5
2014,NUTS,2010,NO06,2,2513.2
2015,NUTS,2010,NO06,2,2542.6
2016,NUTS,2010,NO06,2,2458.5
2017,NUTS,2010,NO06,2,2591.2
2018,NUTS,2010,NO06,2,2518.0
2019,NUTS,2010,NO06,2,2769.0
2011,NUTS,2010,NO07,2,765.9
2012,NUTS,2010,NO07,2,896.0
2013,NUTS,2010,NO07,2,832.4
2014,NUTS,2010,NO07,2,848.2
2015,NUTS,2010,NO07,2,913.4
2016,NUTS,2010,NO07,2,967.7
2017,NUTS,2010,NO07,2,1046.3
2018,NUTS,2010,NO07,2,1039.1
2019,NUTS,2010,NO07,2,1024.3
2011,NUTS,2010,PL,0,74.5
2012,NUTS,2010,PL,0,90.1
2013,NUTS,2010,PL,0,90.3
2014,NUTS,2010,PL,0,101.6
2015,NUTS,2010,PL,0,113.6
2016,NUTS,2010,PL,0,108.3
2017,NUTS,2010,PL,0,127.3
2018,NUTS,2010,PL,0,158.5
2019,NUTS,2010,PL,0,185.6
2020,NUTS,2010,PL,0,192.1
2011,NUTS,2010,PL1,1,164.1
2012,NUTS,2010,PL1,1,173.6
2013,NUTS,2010,PL1,1,194.8
2014,NUTS,2010,PL1,1,220.6
2015,NUTS,2010,PL1,1,235.4
2011,NUTS,2010,PL11,2,55.5
2012,NUTS,2010,PL11,2,72.4
2013,NUTS,2010,PL11,2,64.2
2014,NUTS,2010,PL11,2,67.3
2015,NUTS,2010,PL11,2,70.5
2011,NUTS,2010,PL12,2,216.5
2012,NUTS,2010,PL12,2,222.1
2013,NUTS,2010,PL12,2,256.9
2014,NUTS,2010,PL12,2,292.9
2015,NUTS,2010,PL12,2,312.7
2011,NUTS,2010,PL2,1,69.1
2012,NUTS,2010,PL2,1,89.1
2013,NUTS,2010,PL2,1,88.6
2014,NUTS,2010,PL2,1,93.2
2015,NUTS,2010,PL2,1,105.5
2016,NUTS,2010,PL2,1,128.5
2017,NUTS,2010,PL2,1,134.3
2018,NUTS,2010,PL2,1,166.3
2019,NUTS,2010,PL2,1,195.5
2011,NUTS,2010,PL21,2,89.2
2012,NUTS,2010,PL21,2,118.5
2013,NUTS,2010,PL21,2,119.5
2014,NUTS,2010,PL21,2,133.3
2015,NUTS,2010,PL21,2,152.3
2016,NUTS,2010,PL21,2,220.0
2017,NUTS,2010,PL21,2,208.1
2018,NUTS,2010,PL21,2,258.7
2019,NUTS,2010,PL21,2,286.2
2011,NUTS,2010,PL22,2,54.7
2012,NUTS,2010,PL22,2,67.8
2013,NUTS,2010,PL22,2,66.2
2014,NUTS,2010,PL22,2,64.0
2015,NUTS,2010,PL22,2,71.3
2016,NUTS,2010,PL22,2,61.1
2017,NUTS,2010,PL22,2,79.7
2018,NUTS,2010,PL22,2,97.6
2019,NUTS,2010,PL22,2,127.6
2011,NUTS,2010,PL3,1,43.7
2012,NUTS,2010,PL3,1,55.4
2013,NUTS,2010,PL3,1,55.1
2014,NUTS,2010,PL3,1,71.9
2015,NUTS,2010,PL3,1,79.6
2011,NUTS,2010,PL31,2,42.5
2012,NUTS,2010,PL31,2,72.5
2013,NUTS,2010,PL31,2,44.7
2014,NUTS,2010,PL31,2,77.3
2015,NUTS,2010,PL31,2,82.5
2011,NUTS,2010,PL32,2,63.2
2012,NUTS,2010,PL32,2,72.8
2013,NUTS,2010,PL32,2,90.5
2014,NUTS,2010,PL32,2,106.8
2015,NUTS,2010,PL32,2,104.2
2011,NUTS,2010,PL33,2,27.4
2012,NUTS,2010,PL33,2,23.0
2013,NUTS,2010,PL33,2,26.5
2014,NUTS,2010,PL33,2,26.8
2015,NUTS,2010,PL33,2,50.0
2011,NUTS,2010,PL34,2,28.8
2012,NUTS,2010,PL34,2,28.3
2013,NUTS,2010,PL34,2,41.7
2014,NUTS,2010,PL34,2,47.9
2015,NUTS,2010,PL34,2,61.8
2011,NUTS,2010,PL4,1,46.0
2012,NUTS,2010,PL4,1,64.4
2013,NUTS,2010,PL4,1,49.5
2014,NUTS,2010,PL4,1,50.9
2015,NUTS,2010,PL4,1,63.3
2016,NUTS,2010,PL4,1,50.5
2017,NUTS,2010,PL4,1,66.4
2018,NUTS,2010,PL4,1,84.1
2019,NUTS,2010,PL4,1,98.0
2011,NUTS,2010,PL41,2,64.5
2012,NUTS,2010,PL41,2,94.8
2013,NUTS,2010,PL41,2,69.1
2014,NUTS,2010,PL41,2,73.6
2015,NUTS,2010,PL41,2,91.2
2016,NUTS,2010,PL41,2,71.8
2017,NUTS,2010,PL41,2,84.5
2018,NUTS,2010,PL41,2,105.1
2019,NUTS,2010,PL41,2,123.8
2011,NUTS,2010,PL42,2,28.1
2012,NUTS,2010,PL42,2,31.6
2013,NUTS,2010,PL42,2,26.0
2014,NUTS,2010,PL42,2,25.4
2015,NUTS,2010,PL42,2,31.5
2016,NUTS,2010,PL42,2,25.7
2017,NUTS,2010,PL42,2,46.0
2018,NUTS,2010,PL42,2,60.1
2019,NUTS,2010,PL42,2,70.7
2011,NUTS,2010,PL43,2,13.4
2012,NUTS,2010,PL43,2,16.6
2013,NUTS,2010,PL43,2,22.3
2014,NUTS,2010,PL43,2,16.1
2015,NUTS,2010,PL43,2,21.2
2016,NUTS,2010,PL43,2,19.1
2017,NUTS,2010,PL43,2,38.4
2018,NUTS,2010,PL43,2,52.1
2019,NUTS,2010,PL43,2,54.5
2011,NUTS,2010,PL5,1,51.0
2012,NUTS,2010,PL5,1,64.5
2013,NUTS,2010,PL5,1,61.3
2014,NUTS,2010,PL5,1,74.4
2015,NUTS,2010,PL5,1,87.7
2016,NUTS,2010,PL5,1,73.1
2017,NUTS,2010,PL5,1,104.9
2018,NUTS,2010,PL5,1,134.6
2019,NUTS,2010,PL5,1,160.0
2011,NUTS,2010,PL51,2,61.1
2012,NUTS,2010,PL51,2,80.7
2013,NUTS,2010,PL51,2,75.3
2014,NUTS,2010,PL51,2,89.1
2015,NUTS,2010,PL51,2,106.8
2016,NUTS,2010,PL51,2,86.4
2017,NUTS,2010,PL51,2,124.4
2018,NUTS,2010,PL51,2,156.8
2019,NUTS,2010,PL51,2,192.3
2011,NUTS,2010,PL52,2,21.0
2012,NUTS,2010,PL52,2,16.3
2013,NUTS,2010,PL52,2,19.6
2014,NUTS,2010,PL52,2,30.4
2015,NUTS,2010,PL52,2,30.3
2016,NUTS,2010,PL52,2,33.2
2017,NUTS,2010,PL52,2,46.2
2018,NUTS,2010,PL52,2,67.8
2019,NUTS,2010,PL52,2,62.3
2011,NUTS,2010,PL6,1,42.8
2012,NUTS,2010,PL6,1,63.4
2013,NUTS,2010,PL6,1,54.8
2014,NUTS,2010,PL6,1,58.7
2015,NUTS,2010,PL6,1,69.5
2016,NUTS,2010,PL6,1,67.4
2017,NUTS,2010,PL6,1,79.9
2018,NUTS,2010,PL6,1,108.2
2019,NUTS,2010,PL6,1,140.3
2011,NUTS,2010,PL61,2,21.9
2012,NUTS,2010,PL61,2,35.1
2013,NUTS,2010,PL61,2,26.3
2014,NUTS,2010,PL61,2,29.5
2015,NUTS,2010,PL61,2,42.2
2016,NUTS,2010,PL61,2,32.2
2017,NUTS,2010,PL61,2,49.8
2018,NUTS,2010,PL61,2,69.1
2019,NUTS,2010,PL61,2,81.7
2011,NUTS,2010,PL62,2,34.2
2012,NUTS,2010,PL62,2,35.5
2013,NUTS,2010,PL62,2,27.0
2014,NUTS,2010,PL62,2,21.2
2015,NUTS,2010,PL62,2,26.0
2016,NUTS,2010,PL62,2,26.8
2017,NUTS,2010,PL62,2,44.1
2018,NUTS,2010,PL62,2,50.5
2019,NUTS,2010,PL62,2,77.5
2011,NUTS,2010,PL63,2,67.6
2012,NUTS,2010,PL63,2,107.2
2013,NUTS,2010,PL63,2,98.4
2014,NUTS,2010,PL63,2,108.9
2015,NUTS,2010,PL63,2,121.6
2016,NUTS,2010,PL63,2,124.6
2017,NUTS,2010,PL63,2,129.2
2018,NUTS,2010,PL63,2,178.7
2019,NUTS,2010,PL63,2,231.0
2016,NUTS,2010,PL7,1,51.3
2017,NUTS,2010,PL7,1,63.5
2018,NUTS,2010,PL7,1,94.0
2019,NUTS,2010,PL7,1,103.7
2016,NUTS,2010,PL71,2,64.7
2017,NUTS,2010,PL71,2,81.6
2018,NUTS,2010,PL71,2,114.2
2019,NUTS,2010,PL71,2,129.0
2016,NUTS,2010,PL72,2,24.8
2017,NUTS,2010,PL72,2,27.3
2018,NUTS,2010,PL72,2,53.5
2019,NUTS,2010,PL72,2,53.2
2016,NUTS,2010,PL8,1,66.9
2017,NUTS,2010,PL8,1,75.5
2018,NUTS,2010,PL8,1,90.2
2019,NUTS,2010,PL8,1,107.8
2016,NUTS,2010,PL81,2,67.6
2017,NUTS,2010,PL81,2,74.4
2018,NUTS,2010,PL81,2,89.9
2019,NUTS,2010,PL81,2,109.4
2016,NUTS,2010,PL82,2,83.9
2017,NUTS,2010,PL82,2,89.1
2018,NUTS,2010,PL82,2,103.1
2019,NUTS,2010,PL82,2,119.7
2016,NUTS,2010,PL84,2,35.1
2017,NUTS,2010,PL84,2,53.1
2018,NUTS,2010,PL84,2,67.7
2019,NUTS,2010,PL84,2,83.2
2016,NUTS,2010,PL9,1,296.1
2017,NUTS,2010,PL9,1,350.3
2018,NUTS,2010,PL9,1,415.8
2019,NUTS,2010,PL9,1,470.9
2016,NUTS,2010,PL91,2,505.6
2017,NUTS,2010,PL91,2,595.3
2018,NUTS,2010,PL91,2,698.4
2019,NUTS,2010,PL91,2,785.8
2016,NUTS,2010,PL92,2,29.8
2017,NUTS,2010,PL92,2,36.0
2018,NUTS,2010,PL92,2,49.6
2019,NUTS,2010,PL92,2,57.9
2011,NUTS,2010,PT,0,242.7
2012,NUTS,2010,PT,0,220.1
2013,NUTS,2010,PT,0,215.4
2014,NUTS,2010,PT,0,214.1
2015,NUTS,2010,PT,0,215.4
2016,NUTS,2010,PT,0,231.0
2017,NUTS,2010,PT,0,250.7
2018,NUTS,2010,PT,0,269.1
2019,NUTS,2010,PT,0,291.1
2020,NUTS,2010,PT,0,314.3
2011,NUTS,2010,PT1,1,252.4
2012,NUTS,2010,PT1,1,228.0
2013,NUTS,2010,PT1,1,223.7
2014,NUTS,2010,PT1,1,222.3
2015,NUTS,2010,PT1,1,223.5
2016,NUTS,2010,PT1,1,240.2
2017,NUTS,2010,PT1,1,260.6
2018,NUTS,2010,PT1,1,279.4
2019,NUTS,2010,PT1,1,302.3
2020,NUTS,2010,PT1,1,326.5
2011,NUTS,2010,PT11,2,201.3
2012,NUTS,2010,PT11,2,186.6
2013,NUTS,2010,PT11,2,187.1
2014,NUTS,2010,PT11,2,187.5
2015,NUTS,2010,PT11,2,197.1
2016,NUTS,2010,PT11,2,207.6
2017,NUTS,2010,PT11,2,240.8
2018,NUTS,2010,PT11,2,257.9
2019,NUTS,2010,PT11,2,271.9
2020,NUTS,2010,PT11,2,307.1
2011,NUTS,2010,PT15,2,66.7
2012,NUTS,2010,PT15,2,67.1
2013,NUTS,2010,PT15,2,59.4
2014,NUTS,2010,PT15,2,66.2
2015,NUTS,2010,PT15,2,66.0
2016,NUTS,2010,PT15,2,67.7
2017,NUTS,2010,PT15,2,61.9
2018,NUTS,2010,PT15,2,74.1
2019,NUTS,2010,PT15,2,94.0
2020,NUTS,2010,PT15,2,97.5
2011,NUTS,2010,PT16,2,176.8
2012,NUTS,2010,PT16,2,178.8
2013,NUTS,2010,PT16,2,179.4
2014,NUTS,2010,PT16,2,192.4
2015,NUTS,2010,PT16,2,183.7
2016,NUTS,2010,PT16,2,198.2
2017,NUTS,2010,PT16,2,216.4
2018,NUTS,2010,PT16,2,223.7
2019,NUTS,2010,PT16,2,246.1
2020,NUTS,2010,PT16,2,248.0
2011,NUTS,2010,PT17,2,462.2
2012,NUTS,2010,PT17,2,390.2
2013,NUTS,2010,PT17,2,374.9
2014,NUTS,2010,PT17,2,356.3
2015,NUTS,2010,PT17,2,351.2
2016,NUTS,2010,PT17,2,381.0
2017,NUTS,2010,PT17,2,392.7
2018,NUTS,2010,PT17,2,421.8
2019,NUTS,2010,PT17,2,454.5
2020,NUTS,2010,PT17,2,488.3
2011,NUTS,2010,PT18,2,63.8
2012,NUTS,2010,PT18,2,68.7
2013,NUTS,2010,PT18,2,67.2
2014,NUTS,2010,PT18,2,70.7
2015,NUTS,2010,PT18,2,82.7
2016,NUTS,2010,PT18,2,91.1
2017,NUTS,2010,PT18,2,100.5
2018,NUTS,2010,PT18,2,122.8
2019,NUTS,2010,PT18,2,147.9
2020,NUTS,2010,PT18,2,156.5
2011,NUTS,2010,PT2,1,58.8
2012,NUTS,2010,PT2,1,84.8
2013,NUTS,2010,PT2,1,51.6
2014,NUTS,2010,PT2,1,52.7
2015,NUTS,2010,PT2,1,52.8
2016,NUTS,2010,PT2,1,48.1
2017,NUTS,2010,PT2,1,50.8
2018,NUTS,2010,PT2,1,55.4
2019,NUTS,2010,PT2,1,55.3
2020,NUTS,2010,PT2,1,58.5
2011,NUTS,2010,PT20,2,58.8
2012,NUTS,2010,PT20,2,84.8
2013,NUTS,2010,PT20,2,51.6
2014,NUTS,2010,PT20,2,52.7
2015,NUTS,2010,PT20,2,52.8
2016,NUTS,2010,PT20,2,48.1
2017,NUTS,2010,PT20,2,50.8
2018,NUTS,2010,PT20,2,55.4
2019,NUTS,2010,PT20,2,55.3
2020,NUTS,2010,PT20,2,58.5
2011,NUTS,2010,PT3,1,48.9
2012,NUTS,2010,PT3,1,45.4
2013,NUTS,2010,PT3,1,53.1
2014,NUTS,2010,PT3,1,56.5
2015,NUTS,2010,PT3,1,58.6
2016,NUTS,2010,PT3,1,53.2
2017,NUTS,2010,PT3,1,65.6
2018,NUTS,2010,PT3,1,74.7
2019,NUTS,2010,PT3,1,87.9
2020,NUTS,2010,PT3,1,90.2
2011,NUTS,2010,PT30,2,48.9
2012,NUTS,2010,PT30,2,45.4
2013,NUTS,2010,PT30,2,53.1
2014,NUTS,2010,PT30,2,56.5
2015,NUTS,2010,PT30,2,58.6
2016,NUTS,2010,PT30,2,53.2
2017,NUTS,2010,PT30,2,65.6
2018,NUTS,2010,PT30,2,74.7
2019,NUTS,2010,PT30,2,87.9
2020,NUTS,2010,PT30,2,90.2
2011,NUTS,2010,RO,0,32.5
2012,NUTS,2010,RO,0,32.1
2013,NUTS,2010,RO,0,27.9
2014,NUTS,2010,RO,0,28.8
2015,NUTS,2010,RO,0,39.4
2016,NUTS,2010,RO,0,41.4
2017,NUTS,2010,RO,0,48.1
2018,NUTS,2010,RO,0,52.5
2019,NUTS,2010,RO,0,55.0
2020,NUTS,2010,RO,0,53.1
2011,NUTS,2010,RO1,1,19.2
2012,NUTS,2010,RO1,1,20.4
2013,NUTS,2010,RO1,1,14.7
2014,NUTS,2010,RO1,1,20.0
2015,NUTS,2010,RO1,1,27.1
2016,NUTS,2010,RO1,1,22.7
2017,NUTS,2010,RO1,1,22.5
2018,NUTS,2010,RO1,1,25.7
2019,NUTS,2010,RO1,1,25.7
2011,NUTS,2010,RO11,2,26.2
2012,NUTS,2010,RO11,2,25.8
2013,NUTS,2010,RO11,2,19.8
2014,NUTS,2010,RO11,2,17.7
2015,NUTS,2010,RO11,2,29.3
2016,NUTS,2010,RO11,2,19.8
2017,NUTS,2010,RO11,2,21.1
2018,NUTS,2010,RO11,2,21.0
2019,NUTS,2010,RO11,2,19.0
2011,NUTS,2010,RO12,2,11.6
2012,NUTS,2010,RO12,2,14.6
2013,NUTS,2010,RO12,2,9.0
2014,NUTS,2010,RO12,2,22.4
2015,NUTS,2010,RO12,2,24.7
2016,NUTS,2010,RO12,2,25.9
2017,NUTS,2010,RO12,2,24.0
2018,NUTS,2010,RO12,2,30.8
2019,NUTS,2010,RO12,2,33.0
2011,NUTS,2010,RO2,1,8.5
2012,NUTS,2010,RO2,1,11.5
2013,NUTS,2010,RO2,1,9.5
2014,NUTS,2010,RO2,1,9.3
2015,NUTS,2010,RO2,1,14.7
2016,NUTS,2010,RO2,1,9.3
2017,NUTS,2010,RO2,1,8.3
2018,NUTS,2010,RO2,1,10.5
2019,NUTS,2010,RO2,1,15.8
2011,NUTS,2010,RO21,2,11.0
2012,NUTS,2010,RO21,2,16.7
2013,NUTS,2010,RO21,2,13.6
2014,NUTS,2010,RO21,2,13.2
2015,NUTS,2010,RO21,2,21.5
2016,NUTS,2010,RO21,2,11.7
2017,NUTS,2010,RO21,2,10.4
2018,NUTS,2010,RO21,2,12.8
2019,NUTS,2010,RO21,2,21.8
2011,NUTS,2010,RO22,2,5.3
2012,NUTS,2010,RO22,2,4.8
2013,NUTS,2010,RO22,2,4.2
2014,NUTS,2010,RO22,2,4.4
2015,NUTS,2010,RO22,2,5.8
2016,NUTS,2010,RO22,2,6.1
2017,NUTS,2010,RO22,2,5.5
2018,NUTS,2010,RO22,2,7.4
2019,NUTS,2010,RO22,2,7.8
2011,NUTS,2010,RO3,1,80.1
2012,NUTS,2010,RO3,1,79.1
2013,NUTS,2010,RO3,1,69.1
2014,NUTS,2010,RO3,1,70.9
2015,NUTS,2010,RO3,1,88.6
2016,NUTS,2010,RO3,1,105.6
2017,NUTS,2010,RO3,1,130.3
2018,NUTS,2010,RO3,1,137.3
2019,NUTS,2010,RO3,1,143.6
2011,NUTS,2010,RO31,2,19.3
2012,NUTS,2010,RO31,2,23.8
2013,NUTS,2010,RO31,2,19.3
2014,NUTS,2010,RO31,2,21.6
2015,NUTS,2010,RO31,2,22.4
2016,NUTS,2010,RO31,2,26.2
2017,NUTS,2010,RO31,2,25.0
2018,NUTS,2010,RO31,2,26.4
2019,NUTS,2010,RO31,2,31.3
2011,NUTS,2010,RO32,2,167.3
2012,NUTS,2010,RO32,2,155.0
2013,NUTS,2010,RO32,2,137.0
2014,NUTS,2010,RO32,2,137.5
2015,NUTS,2010,RO32,2,177.4
2016,NUTS,2010,RO32,2,210.9
2017,NUTS,2010,RO32,2,268.7
2018,NUTS,2010,RO32,2,280.1
2019,NUTS,2010,RO32,2,285.7
2011,NUTS,2010,RO4,1,14.3
2012,NUTS,2010,RO4,1,12.3
2013,NUTS,2010,RO4,1,14.8
2014,NUTS,2010,RO4,1,10.8
2015,NUTS,2010,RO4,1,23.5
2016,NUTS,2010,RO4,1,24.2
2017,NUTS,2010,RO4,1,26.0
2018,NUTS,2010,RO4,1,31.4
2019,NUTS,2010,RO4,1,27.3
2011,NUTS,2010,RO41,2,13.3
2012,NUTS,2010,RO41,2,6.3
2013,NUTS,2010,RO41,2,9.8
2014,NUTS,2010,RO41,2,8.1
2015,NUTS,2010,RO41,2,12.1
2016,NUTS,2010,RO41,2,9.0
2017,NUTS,2010,RO41,2,14.2
2018,NUTS,2010,RO41,2,18.8
2019,NUTS,2010,RO41,2,10.7
2011,NUTS,2010,RO42,2,15.5
2012,NUTS,2010,RO42,2,19.1
2013,NUTS,2010,RO42,2,20.4
2014,NUTS,2010,RO42,2,13.9
2015,NUTS,2010,RO42,2,36.1
2016,NUTS,2010,RO42,2,40.9
2017,NUTS,2010,RO42,2,38.9
2018,NUTS,2010,RO42,2,45.1
2019,NUTS,2010,RO42,2,45.2
2011,NUTS,2010,RS,0,33.4
2012,NUTS,2010,RS,0,39.8
2013,NUTS,2010,RS,0,34.7
2014,NUTS,2010,RS,0,35.9
2015,NUTS,2010,RS,0,40.7
2016,NUTS,2010,RS,0,43.6
2017,NUTS,2010,RS,0,48.6
2018,NUTS,2010,RS,0,56.3
2019,NUTS,2010,RS,0,58.6
2020,NUTS,2010,RS,0,61.2
2018,NUTS,2010,RS1,1,103.0
2019,NUTS,2010,RS1,1,106.5
2020,NUTS,2010,RS1,1,110.1
2018,NUTS,2010,RS11,2,158.1
2019,NUTS,2010,RS11,2,175.3
2020,NUTS,2010,RS11,2,182.0
2018,NUTS,2010,RS12,2,53.2
2019,NUTS,2010,RS12,2,43.9
2020,NUTS,2010,RS12,2,44.2
2018,NUTS,2010,RS2,1,8.1
2019,NUTS,2010,RS2,1,8.7
2020,NUTS,2010,RS2,1,10.0
2018,NUTS,2010,RS21,2,5.4
2019,NUTS,2010,RS21,2,7.5
2020,NUTS,2010,RS21,2,7.7
2018,NUTS,2010,RS22,2,11.5
2019,NUTS,2010,RS22,2,10.2
2020,NUTS,2010,RS22,2,12.9
2011,NUTS,2010,RU,0,104.5
2012,NUTS,2010,RU,0,122.5
2014,NUTS,2010,RU,0,115.8
2011,NUTS,2010,SE,0,1397.4
2012,NUTS,2010,SE,0,1464.9
2013,NUTS,2010,SE,0,1507.6
2014,NUTS,2010,SE,0,1411.3
2015,NUTS,2010,SE,0,1504.3
2016,NUTS,2010,SE,0,1537.0
2017,NUTS,2010,SE,0,1615.0
2018,NUTS,2010,SE,0,1544.6
2019,NUTS,2010,SE,0,1579.1
2020,NUTS,2010,SE,0,1623.8
2011,NUTS,2010,SE1,1,1844.3
2013,NUTS,2010,SE1,1,2072.8
2015,NUTS,2010,SE1,1,2071.0
2017,NUTS,2010,SE1,1,2035.4
2019,NUTS,2010,SE1,1,1904.7
2011,NUTS,2010,SE11,2,2139.8
2013,NUTS,2010,SE11,2,2465.6
2015,NUTS,2010,SE11,2,2465.1
2017,NUTS,2010,SE11,2,2453.0
2019,NUTS,2010,SE11,2,2158.4
2011,NUTS,2010,SE12,2,1457.5
2013,NUTS,2010,SE12,2,1547.2
2015,NUTS,2010,SE12,2,1536.9
2017,NUTS,2010,SE12,2,1466.1
2019,NUTS,2010,SE12,2,1556.6
2011,NUTS,2010,SE2,1,1350.3
2013,NUTS,2010,SE2,1,1350.7
2015,NUTS,2010,SE2,1,1341.5
2017,NUTS,2010,SE2,1,1634.3
2011,NUTS,2010,SE21,2,497.1
2013,NUTS,2010,SE21,2,571.8
2015,NUTS,2010,SE21,2,593.8
2011,NUTS,2010,SE22,2,1578.6
2013,NUTS,2010,SE22,2,1492.3
2015,NUTS,2010,SE22,2,1279.7
2017,NUTS,2010,SE22,2,1323.1
2019,NUTS,2010,SE22,2,1456.5
2011,NUTS,2010,SE23,2,1549.0
2013,NUTS,2010,SE23,2,1579.3
2015,NUTS,2010,SE23,2,1705.5
2017,NUTS,2010,SE23,2,2276.9
2019,NUTS,2010,SE23,2,2305.9
2011,NUTS,2010,SE3,1,535.6
2013,NUTS,2010,SE3,1,635.9
2015,NUTS,2010,SE3,1,626.2
2017,NUTS,2010,SE3,1,605.4
2011,NUTS,2010,SE31,2,368.1
2013,NUTS,2010,SE31,2,501.9
2015,NUTS,2010,SE31,2,474.8
2017,NUTS,2010,SE31,2,459.0
2019,NUTS,2010,SE31,2,472.9
2011,NUTS,2010,SE32,2,320.0
2013,NUTS,2010,SE32,2,318.6
2015,NUTS,2010,SE32,2,293.7
2011,NUTS,2010,SE33,2,965.5
2013,NUTS,2010,SE33,2,1082.8
2015,NUTS,2010,SE33,2,1112.6
2017,NUTS,2010,SE33,2,1046.2
2019,NUTS,2010,SE33,2,1121.8
2011,NUTS,2010,SI,0,436.2
2012,NUTS,2010,SI,0,451.6
2013,NUTS,2010,SI,0,454.1
2014,NUTS,2010,SI,0,431.9
2015,NUTS,2010,SI,0,413.5
2016,NUTS,2010,SI,0,393.4
2017,NUTS,2010,SI,0,388.4
2018,NUTS,2010,SI,0,431.9
2019,NUTS,2010,SI,0,476.1
2020,NUTS,2010,SI,0,480.7
2011,NUTS,2010,SI0,1,436.2
2012,NUTS,2010,SI0,1,451.6
2013,NUTS,2010,SI0,1,454.1
2014,NUTS,2010,SI0,1,431.9
2015,NUTS,2010,SI0,1,413.5
2016,NUTS,2010,SI0,1,393.4
2017,NUTS,2010,SI0,1,388.4
2018,NUTS,2010,SI0,1,431.9
2019,NUTS,2010,SI0,1,476.1
2013,NUTS,2010,SI03,2,301.5
2014,NUTS,2010,SI03,2,293.7
2015,NUTS,2010,SI03,2,252.9
2016,NUTS,2010,SI03,2,241.1
2017,NUTS,2010,SI03,2,241.1
2018,NUTS,2010,SI03,2,272.4
2019,NUTS,2010,SI03,2,308.4
2013,NUTS,2010,SI04,2,628.3
2014,NUTS,2010,SI04,2,588.5
2015,NUTS,2010,SI04,2,594.8
2016,NUTS,2010,SI04,2,564.4
2017,NUTS,2010,SI04,2,553.2
2018,NUTS,2010,SI04,2,609.8
2019,NUTS,2010,SI04,2,662.2
2011,NUTS,2010,SK,0,86.9
2012,NUTS,2010,SK,0,108.3
2013,NUTS,2010,SK,0,112.9
2014,NUTS,2010,SK,0,123.6
2015,NUTS,2010,SK,0,171.0
2016,NUTS,2010,SK,0,118.1
2017,NUTS,2010,SK,0,137.8
2018,NUTS,2010,SK,0,138.0
