year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_se_pc_act
2020,NUTS,2010,FRG0,2,6.4
2011,NUTS,2010,FRH,1,5.7
2012,NUTS,2010,FRH,1,6.2
2013,NUTS,2010,FRH,1,6.5
2014,NUTS,2010,FRH,1,6.0
2015,NUTS,2010,FRH,1,5.1
2016,NUTS,2010,FRH,1,5.1
2017,NUTS,2010,FRH,1,5.6
2018,NUTS,2010,FRH,1,5.5
2019,NUTS,2010,FRH,1,5.8
2020,NUTS,2010,FRH,1,6.4
2011,NUTS,2010,FRH0,2,5.7
2012,NUTS,2010,FRH0,2,6.2
2013,NUTS,2010,FRH0,2,6.5
2014,NUTS,2010,FRH0,2,6.0
2015,NUTS,2010,FRH0,2,5.1
2016,NUTS,2010,FRH0,2,5.1
2017,NUTS,2010,FRH0,2,5.6
2018,NUTS,2010,FRH0,2,5.5
2019,NUTS,2010,FRH0,2,5.8
2020,NUTS,2010,FRH0,2,6.4
2011,NUTS,2010,FRI,1,4.9
2012,NUTS,2010,FRI,1,5.4
2013,NUTS,2010,FRI,1,5.1
2014,NUTS,2010,FRI,1,4.7
2015,NUTS,2010,FRI,1,4.6
2016,NUTS,2010,FRI,1,4.7
2017,NUTS,2010,FRI,1,4.7
2018,NUTS,2010,FRI,1,5.2
2019,NUTS,2010,FRI,1,5.5
2020,NUTS,2010,FRI,1,5.6
2011,NUTS,2010,FRI1,2,5.7
2012,NUTS,2010,FRI1,2,5.6
2013,NUTS,2010,FRI1,2,5.3
2014,NUTS,2010,FRI1,2,5.0
2015,NUTS,2010,FRI1,2,5.1
2016,NUTS,2010,FRI1,2,5.3
2017,NUTS,2010,FRI1,2,5.5
2018,NUTS,2010,FRI1,2,5.9
2019,NUTS,2010,FRI1,2,6.0
2020,NUTS,2010,FRI1,2,5.4
2011,NUTS,2010,FRI2,2,4.0
2012,NUTS,2010,FRI2,2,6.2
2013,NUTS,2010,FRI2,2,5.2
2014,NUTS,2010,FRI2,2,4.0
2015,NUTS,2010,FRI2,2,4.1
2016,NUTS,2010,FRI2,2,4.3
2017,NUTS,2010,FRI2,2,4.5
2018,NUTS,2010,FRI2,2,4.0
2019,NUTS,2010,FRI2,2,4.9
2020,NUTS,2010,FRI2,2,6.4
2011,NUTS,2010,FRI3,2,3.8
2012,NUTS,2010,FRI3,2,4.7
2013,NUTS,2010,FRI3,2,4.6
2014,NUTS,2010,FRI3,2,4.3
2015,NUTS,2010,FRI3,2,4.1
2016,NUTS,2010,FRI3,2,3.8
2017,NUTS,2010,FRI3,2,3.1
2018,NUTS,2010,FRI3,2,4.3
2019,NUTS,2010,FRI3,2,4.7
2020,NUTS,2010,FRI3,2,5.9
2011,NUTS,2010,FRJ,1,7.5
2012,NUTS,2010,FRJ,1,7.5
2013,NUTS,2010,FRJ,1,7.8
2014,NUTS,2010,FRJ,1,7.7
2015,NUTS,2010,FRJ,1,6.7
2016,NUTS,2010,FRJ,1,6.9
2017,NUTS,2010,FRJ,1,6.6
2018,NUTS,2010,FRJ,1,7.4
2019,NUTS,2010,FRJ,1,7.5
2020,NUTS,2010,FRJ,1,8.3
2011,NUTS,2010,FRJ1,2,4.6
2012,NUTS,2010,FRJ1,2,4.2
2013,NUTS,2010,FRJ1,2,4.7
2014,NUTS,2010,FRJ1,2,4.8
2015,NUTS,2010,FRJ1,2,4.2
2016,NUTS,2010,FRJ1,2,5.0
2017,NUTS,2010,FRJ1,2,4.9
2018,NUTS,2010,FRJ1,2,5.1
2019,NUTS,2010,FRJ1,2,4.9
2020,NUTS,2010,FRJ1,2,6.5
2011,NUTS,2010,FRJ2,2,9.9
2012,NUTS,2010,FRJ2,2,10.2
2013,NUTS,2010,FRJ2,2,10.2
2014,NUTS,2010,FRJ2,2,10.2
2015,NUTS,2010,FRJ2,2,8.7
2016,NUTS,2010,FRJ2,2,8.4
2017,NUTS,2010,FRJ2,2,8.1
2018,NUTS,2010,FRJ2,2,9.2
2019,NUTS,2010,FRJ2,2,9.6
2020,NUTS,2010,FRJ2,2,9.8
2011,NUTS,2010,FRK,1,6.8
2012,NUTS,2010,FRK,1,6.6
2013,NUTS,2010,FRK,1,6.1
2014,NUTS,2010,FRK,1,6.5
2015,NUTS,2010,FRK,1,6.2
2016,NUTS,2010,FRK,1,6.1
2017,NUTS,2010,FRK,1,7.0
2018,NUTS,2010,FRK,1,6.8
2019,NUTS,2010,FRK,1,6.8
2020,NUTS,2010,FRK,1,8.0
2011,NUTS,2010,FRK1,2,5.3
2012,NUTS,2010,FRK1,2,6.0
2013,NUTS,2010,FRK1,2,4.5
2014,NUTS,2010,FRK1,2,3.8
2015,NUTS,2010,FRK1,2,3.7
2016,NUTS,2010,FRK1,2,4.8
2017,NUTS,2010,FRK1,2,5.6
2018,NUTS,2010,FRK1,2,4.0
2019,NUTS,2010,FRK1,2,3.5
2020,NUTS,2010,FRK1,2,4.5
2011,NUTS,2010,FRK2,2,7.1
2012,NUTS,2010,FRK2,2,6.7
2013,NUTS,2010,FRK2,2,6.5
2014,NUTS,2010,FRK2,2,7.0
2015,NUTS,2010,FRK2,2,6.7
2016,NUTS,2010,FRK2,2,6.3
2017,NUTS,2010,FRK2,2,7.3
2018,NUTS,2010,FRK2,2,7.4
2019,NUTS,2010,FRK2,2,7.5
2020,NUTS,2010,FRK2,2,8.6
2011,NUTS,2010,FRL,1,5.9
2012,NUTS,2010,FRL,1,6.8
2013,NUTS,2010,FRL,1,6.3
2014,NUTS,2010,FRL,1,6.4
2015,NUTS,2010,FRL,1,6.6
2016,NUTS,2010,FRL,1,6.4
2017,NUTS,2010,FRL,1,6.8
2018,NUTS,2010,FRL,1,6.1
2019,NUTS,2010,FRL,1,6.7
2020,NUTS,2010,FRL,1,7.2
2011,NUTS,2010,FRL0,2,5.9
2012,NUTS,2010,FRL0,2,6.8
2013,NUTS,2010,FRL0,2,6.3
2014,NUTS,2010,FRL0,2,6.4
2015,NUTS,2010,FRL0,2,6.6
2016,NUTS,2010,FRL0,2,6.4
2017,NUTS,2010,FRL0,2,6.8
2018,NUTS,2010,FRL0,2,6.1
2019,NUTS,2010,FRL0,2,6.7
2020,NUTS,2010,FRL0,2,7.2
2013,NUTS,2010,FRM,1,4.2
2014,NUTS,2010,FRM,1,3.5
2015,NUTS,2010,FRM,1,2.6
2016,NUTS,2010,FRM,1,2.5
2017,NUTS,2010,FRM,1,3.6
2019,NUTS,2010,FRM,1,4.9
2020,NUTS,2010,FRM,1,3.8
2013,NUTS,2010,FRM0,2,4.2
2014,NUTS,2010,FRM0,2,3.5
2015,NUTS,2010,FRM0,2,2.6
2016,NUTS,2010,FRM0,2,2.5
2017,NUTS,2010,FRM0,2,3.6
2019,NUTS,2010,FRM0,2,4.9
2020,NUTS,2010,FRM0,2,3.8
2011,NUTS,2010,FRY,1,2.4
2012,NUTS,2010,FRY,1,2.5
2013,NUTS,2010,FRY,1,2.5
2014,NUTS,2010,FRY,1,2.4
2015,NUTS,2010,FRY,1,3.0
2016,NUTS,2010,FRY,1,2.7
2017,NUTS,2010,FRY,1,2.5
2018,NUTS,2010,FRY,1,2.6
2019,NUTS,2010,FRY,1,3.0
2020,NUTS,2010,FRY,1,3.2
2011,NUTS,2010,FRY1,2,1.9
2012,NUTS,2010,FRY1,2,1.8
2013,NUTS,2010,FRY1,2,1.9
2014,NUTS,2010,FRY1,2,1.9
2015,NUTS,2010,FRY1,2,2.5
2016,NUTS,2010,FRY1,2,2.8
2017,NUTS,2010,FRY1,2,2.4
2018,NUTS,2010,FRY1,2,2.5
2019,NUTS,2010,FRY1,2,2.6
2020,NUTS,2010,FRY1,2,2.5
2011,NUTS,2010,FRY2,2,2.5
2012,NUTS,2010,FRY2,2,3.3
2013,NUTS,2010,FRY2,2,2.9
2014,NUTS,2010,FRY2,2,2.1
2015,NUTS,2010,FRY2,2,2.5
2016,NUTS,2010,FRY2,2,2.8
2017,NUTS,2010,FRY2,2,2.9
2018,NUTS,2010,FRY2,2,2.5
2019,NUTS,2010,FRY2,2,3.7
2020,NUTS,2010,FRY2,2,4.2
2017,NUTS,2010,FRY3,2,3.0
2018,NUTS,2010,FRY3,2,3.1
2019,NUTS,2010,FRY3,2,4.1
2020,NUTS,2010,FRY3,2,3.2
2011,NUTS,2010,FRY4,2,2.5
2012,NUTS,2010,FRY4,2,2.4
2013,NUTS,2010,FRY4,2,2.7
2014,NUTS,2010,FRY4,2,2.8
2015,NUTS,2010,FRY4,2,3.8
2016,NUTS,2010,FRY4,2,2.9
2017,NUTS,2010,FRY4,2,2.6
2018,NUTS,2010,FRY4,2,3.0
2019,NUTS,2010,FRY4,2,3.0
2020,NUTS,2010,FRY4,2,3.4
2011,NUTS,2010,HR,0,3.7
2012,NUTS,2010,HR,0,4.1
2013,NUTS,2010,HR,0,4.0
2014,NUTS,2010,HR,0,4.8
2015,NUTS,2010,HR,0,4.5
2016,NUTS,2010,HR,0,4.5
2017,NUTS,2010,HR,0,4.9
2018,NUTS,2010,HR,0,5.7
2019,NUTS,2010,HR,0,6.2
2020,NUTS,2010,HR,0,6.6
2011,NUTS,2010,HR0,1,3.7
2012,NUTS,2010,HR0,1,4.1
2013,NUTS,2010,HR0,1,4.0
2014,NUTS,2010,HR0,1,4.8
2015,NUTS,2010,HR0,1,4.5
2016,NUTS,2010,HR0,1,4.5
2017,NUTS,2010,HR0,1,4.9
2018,NUTS,2010,HR0,1,5.7
2019,NUTS,2010,HR0,1,6.2
2020,NUTS,2010,HR0,1,6.6
2011,NUTS,2010,HR03,2,3.9
2012,NUTS,2010,HR03,2,3.7
2013,NUTS,2010,HR03,2,3.5
2014,NUTS,2010,HR03,2,3.7
2015,NUTS,2010,HR03,2,3.8
2016,NUTS,2010,HR03,2,3.5
2017,NUTS,2010,HR03,2,4.0
2018,NUTS,2010,HR03,2,5.4
2019,NUTS,2010,HR03,2,6.6
2020,NUTS,2010,HR03,2,5.7
2011,NUTS,2010,HR04,2,3.6
2012,NUTS,2010,HR04,2,4.2
2013,NUTS,2010,HR04,2,4.2
2014,NUTS,2010,HR04,2,5.3
2015,NUTS,2010,HR04,2,4.9
2016,NUTS,2010,HR04,2,5.0
2017,NUTS,2010,HR04,2,5.3
2018,NUTS,2010,HR04,2,5.9
2019,NUTS,2010,HR04,2,6.1
2020,NUTS,2010,HR04,2,7.0
2011,NUTS,2010,HU,0,4.9
2012,NUTS,2010,HU,0,5.0
2013,NUTS,2010,HU,0,5.0
2014,NUTS,2010,HU,0,5.1
2015,NUTS,2010,HU,0,5.3
2016,NUTS,2010,HU,0,5.2
2017,NUTS,2010,HU,0,5.4
2018,NUTS,2010,HU,0,5.7
2019,NUTS,2010,HU,0,6.2
2020,NUTS,2010,HU,0,7.4
2011,NUTS,2010,HU1,1,8.1
2012,NUTS,2010,HU1,1,8.4
2013,NUTS,2010,HU1,1,8.4
2014,NUTS,2010,HU1,1,8.7
2015,NUTS,2010,HU1,1,9.1
2016,NUTS,2010,HU1,1,8.7
2017,NUTS,2010,HU1,1,8.7
2018,NUTS,2010,HU1,1,9.3
2019,NUTS,2010,HU1,1,9.8
2020,NUTS,2010,HU1,1,12.4
2011,NUTS,2010,HU10,2,8.1
2012,NUTS,2010,HU10,2,8.4
2013,NUTS,2010,HU11,2,10.1
2014,NUTS,2010,HU11,2,10.8
2015,NUTS,2010,HU11,2,11.7
2016,NUTS,2010,HU11,2,10.9
2017,NUTS,2010,HU11,2,10.6
2018,NUTS,2010,HU11,2,11.7
2019,NUTS,2010,HU11,2,12.3
2020,NUTS,2010,HU11,2,14.9
2013,NUTS,2010,HU12,2,5.7
2014,NUTS,2010,HU12,2,5.8
2015,NUTS,2010,HU12,2,5.2
2016,NUTS,2010,HU12,2,5.4
2017,NUTS,2010,HU12,2,6.0
2018,NUTS,2010,HU12,2,5.8
2019,NUTS,2010,HU12,2,6.4
2020,NUTS,2010,HU12,2,9.1
2011,NUTS,2010,HU2,1,3.5
2012,NUTS,2010,HU2,1,3.5
2013,NUTS,2010,HU2,1,3.8
2014,NUTS,2010,HU2,1,3.9
2015,NUTS,2010,HU2,1,4.0
2016,NUTS,2010,HU2,1,3.8
2017,NUTS,2010,HU2,1,4.6
2018,NUTS,2010,HU2,1,4.5
2019,NUTS,2010,HU2,1,5.2
2020,NUTS,2010,HU2,1,5.8
2011,NUTS,2010,HU21,2,3.5
2012,NUTS,2010,HU21,2,3.3
2013,NUTS,2010,HU21,2,4.2
2014,NUTS,2010,HU21,2,4.5
2015,NUTS,2010,HU21,2,4.3
2016,NUTS,2010,HU21,2,3.9
2017,NUTS,2010,HU21,2,4.5
2018,NUTS,2010,HU21,2,4.7
2019,NUTS,2010,HU21,2,6.0
2020,NUTS,2010,HU21,2,6.3
2011,NUTS,2010,HU22,2,3.4
2012,NUTS,2010,HU22,2,3.4
2013,NUTS,2010,HU22,2,3.3
2014,NUTS,2010,HU22,2,4.0
2015,NUTS,2010,HU22,2,4.4
2016,NUTS,2010,HU22,2,4.3
2017,NUTS,2010,HU22,2,5.5
2018,NUTS,2010,HU22,2,5.0
2019,NUTS,2010,HU22,2,5.6
2020,NUTS,2010,HU22,2,7.1
2011,NUTS,2010,HU23,2,3.6
2012,NUTS,2010,HU23,2,3.8
2013,NUTS,2010,HU23,2,3.7
2014,NUTS,2010,HU23,2,3.1
2015,NUTS,2010,HU23,2,3.2
2016,NUTS,2010,HU23,2,3.1
2017,NUTS,2010,HU23,2,3.5
2018,NUTS,2010,HU23,2,3.7
2019,NUTS,2010,HU23,2,3.7
2020,NUTS,2010,HU23,2,3.4
2011,NUTS,2010,HU3,1,3.5
2012,NUTS,2010,HU3,1,3.3
2013,NUTS,2010,HU3,1,3.3
2014,NUTS,2010,HU3,1,3.1
2015,NUTS,2010,HU3,1,3.2
2016,NUTS,2010,HU3,1,3.4
2017,NUTS,2010,HU3,1,3.3
2018,NUTS,2010,HU3,1,3.7
2019,NUTS,2010,HU3,1,3.9
2020,NUTS,2010,HU3,1,4.3
2011,NUTS,2010,HU31,2,3.6
2012,NUTS,2010,HU31,2,2.8
2013,NUTS,2010,HU31,2,2.7
2014,NUTS,2010,HU31,2,3.1
2015,NUTS,2010,HU31,2,3.2
2016,NUTS,2010,HU31,2,3.4
2017,NUTS,2010,HU31,2,3.6
2018,NUTS,2010,HU31,2,3.6
2019,NUTS,2010,HU31,2,3.4
2020,NUTS,2010,HU31,2,3.5
2011,NUTS,2010,HU32,2,3.4
2012,NUTS,2010,HU32,2,3.2
2013,NUTS,2010,HU32,2,3.4
2014,NUTS,2010,HU32,2,3.1
2015,NUTS,2010,HU32,2,2.8
2016,NUTS,2010,HU32,2,2.9
2017,NUTS,2010,HU32,2,3.1
2018,NUTS,2010,HU32,2,3.2
2019,NUTS,2010,HU32,2,3.5
2020,NUTS,2010,HU32,2,4.3
2011,NUTS,2010,HU33,2,3.4
2012,NUTS,2010,HU33,2,3.7
2013,NUTS,2010,HU33,2,3.5
2014,NUTS,2010,HU33,2,3.2
2015,NUTS,2010,HU33,2,3.8
2016,NUTS,2010,HU33,2,4.0
2017,NUTS,2010,HU33,2,3.2
2018,NUTS,2010,HU33,2,4.3
2019,NUTS,2010,HU33,2,4.8
2020,NUTS,2010,HU33,2,4.8
2011,NUTS,2010,IE,0,9.4
2012,NUTS,2010,IE,0,9.8
2013,NUTS,2010,IE,0,9.6
2014,NUTS,2010,IE,0,9.3
2015,NUTS,2010,IE,0,9.4
2016,NUTS,2010,IE,0,9.6
2017,NUTS,2010,IE,0,10.2
2018,NUTS,2010,IE,0,10.4
2019,NUTS,2010,IE,0,10.5
2020,NUTS,2010,IE,0,11.1
2011,NUTS,2010,IE0,1,9.4
2012,NUTS,2010,IE0,1,9.8
2013,NUTS,2010,IE0,1,9.6
2014,NUTS,2010,IE0,1,9.3
2015,NUTS,2010,IE0,1,9.4
2016,NUTS,2010,IE0,1,9.6
2017,NUTS,2010,IE0,1,10.2
2018,NUTS,2010,IE0,1,10.4
2019,NUTS,2010,IE0,1,10.5
2020,NUTS,2010,IE0,1,11.1
2011,NUTS,2010,IE01,2,8.0
2011,NUTS,2010,IE02,2,9.9
2012,NUTS,2010,IE04,2,8.7
2013,NUTS,2010,IE04,2,8.8
2014,NUTS,2010,IE04,2,8.5
2015,NUTS,2010,IE04,2,8.2
2016,NUTS,2010,IE04,2,8.6
2017,NUTS,2010,IE04,2,9.1
2018,NUTS,2010,IE04,2,9.2
2019,NUTS,2010,IE04,2,9.9
2020,NUTS,2010,IE04,2,9.7
2012,NUTS,2010,IE05,2,8.7
2013,NUTS,2010,IE05,2,8.1
2014,NUTS,2010,IE05,2,7.6
2015,NUTS,2010,IE05,2,8.2
2016,NUTS,2010,IE05,2,8.4
2017,NUTS,2010,IE05,2,9.0
2018,NUTS,2010,IE05,2,9.3
2019,NUTS,2010,IE05,2,8.9
2020,NUTS,2010,IE05,2,9.9
2012,NUTS,2010,IE06,2,10.9
2013,NUTS,2010,IE06,2,10.9
2014,NUTS,2010,IE06,2,10.6
2015,NUTS,2010,IE06,2,10.6
2016,NUTS,2010,IE06,2,10.7
2017,NUTS,2010,IE06,2,11.4
2018,NUTS,2010,IE06,2,11.4
2019,NUTS,2010,IE06,2,11.8
2020,NUTS,2010,IE06,2,12.3
2011,NUTS,2010,IS,0,7.8
2012,NUTS,2010,IS,0,7.2
2013,NUTS,2010,IS,0,7.3
2014,NUTS,2010,IS,0,7.4
2015,NUTS,2010,IS,0,8.1
2016,NUTS,2010,IS,0,8.4
2017,NUTS,2010,IS,0,9.4
2018,NUTS,2010,IS,0,9.4
2019,NUTS,2010,IS,0,9.7
2020,NUTS,2010,IS,0,9.7
2011,NUTS,2010,IS0,1,7.8
2012,NUTS,2010,IS0,1,7.2
2013,NUTS,2010,IS0,1,7.3
2014,NUTS,2010,IS0,1,7.4
2015,NUTS,2010,IS0,1,8.1
2016,NUTS,2010,IS0,1,8.4
2017,NUTS,2010,IS0,1,9.4
2018,NUTS,2010,IS0,1,9.4
2019,NUTS,2010,IS0,1,9.7
2020,NUTS,2010,IS0,1,9.7
2011,NUTS,2010,IS00,2,7.8
2012,NUTS,2010,IS00,2,7.2
2013,NUTS,2010,IS00,2,7.3
2014,NUTS,2010,IS00,2,7.4
2015,NUTS,2010,IS00,2,8.1
2016,NUTS,2010,IS00,2,8.4
2017,NUTS,2010,IS00,2,9.4
2018,NUTS,2010,IS00,2,9.4
2019,NUTS,2010,IS00,2,9.7
2020,NUTS,2010,IS00,2,9.7
2011,NUTS,2010,IT,0,3.8
2012,NUTS,2010,IT,0,3.9
2013,NUTS,2010,IT,0,4.0
2014,NUTS,2010,IT,0,4.0
2015,NUTS,2010,IT,0,4.1
2016,NUTS,2010,IT,0,4.1
2017,NUTS,2010,IT,0,4.1
2018,NUTS,2010,IT,0,4.3
2019,NUTS,2010,IT,0,4.5
2020,NUTS,2010,IT,0,4.6
2011,NUTS,2010,ITC,1,4.0
2012,NUTS,2010,ITC,1,4.5
2013,NUTS,2010,ITC,1,4.7
2014,NUTS,2010,ITC,1,4.3
2015,NUTS,2010,ITC,1,4.7
2016,NUTS,2010,ITC,1,4.8
2017,NUTS,2010,ITC,1,4.6
2018,NUTS,2010,ITC,1,4.7
2019,NUTS,2010,ITC,1,5.0
2020,NUTS,2010,ITC,1,5.2
2011,NUTS,2010,ITC1,2,3.7
2012,NUTS,2010,ITC1,2,4.5
2013,NUTS,2010,ITC1,2,4.5
2014,NUTS,2010,ITC1,2,4.1
2015,NUTS,2010,ITC1,2,4.3
2016,NUTS,2010,ITC1,2,4.5
2017,NUTS,2010,ITC1,2,4.5
2018,NUTS,2010,ITC1,2,4.6
2019,NUTS,2010,ITC1,2,5.2
2020,NUTS,2010,ITC1,2,4.9
2011,NUTS,2010,ITC2,2,3.1
2012,NUTS,2010,ITC2,2,3.3
2013,NUTS,2010,ITC2,2,3.6
2014,NUTS,2010,ITC2,2,2.9
2015,NUTS,2010,ITC2,2,2.7
2016,NUTS,2010,ITC2,2,2.6
2017,NUTS,2010,ITC2,2,3.2
2018,NUTS,2010,ITC2,2,3.8
2019,NUTS,2010,ITC2,2,3.6
2020,NUTS,2010,ITC2,2,3.5
2011,NUTS,2010,ITC3,2,5.0
2012,NUTS,2010,ITC3,2,4.9
2013,NUTS,2010,ITC3,2,5.5
2014,NUTS,2010,ITC3,2,4.8
2015,NUTS,2010,ITC3,2,5.5
2016,NUTS,2010,ITC3,2,5.5
2017,NUTS,2010,ITC3,2,5.1
2018,NUTS,2010,ITC3,2,5.7
2019,NUTS,2010,ITC3,2,6.0
2020,NUTS,2010,ITC3,2,5.7
2011,NUTS,2010,ITC4,2,4.1
2012,NUTS,2010,ITC4,2,4.4
2013,NUTS,2010,ITC4,2,4.7
2014,NUTS,2010,ITC4,2,4.4
2015,NUTS,2010,ITC4,2,4.7
2016,NUTS,2010,ITC4,2,4.9
2017,NUTS,2010,ITC4,2,4.5
2018,NUTS,2010,ITC4,2,4.6
2019,NUTS,2010,ITC4,2,4.8
2020,NUTS,2010,ITC4,2,5.2
2011,NUTS,2010,ITF,1,3.3
2012,NUTS,2010,ITF,1,3.2
2013,NUTS,2010,ITF,1,3.3
2014,NUTS,2010,ITF,1,3.3
2015,NUTS,2010,ITF,1,3.4
2016,NUTS,2010,ITF,1,3.2
2017,NUTS,2010,ITF,1,3.3
2018,NUTS,2010,ITF,1,3.4
2019,NUTS,2010,ITF,1,3.4
2020,NUTS,2010,ITF,1,3.7
2011,NUTS,2010,ITF1,2,4.7
2012,NUTS,2010,ITF1,2,3.3
2013,NUTS,2010,ITF1,2,3.3
2014,NUTS,2010,ITF1,2,3.1
2015,NUTS,2010,ITF1,2,3.4
2016,NUTS,2010,ITF1,2,3.8
2017,NUTS,2010,ITF1,2,3.8
2018,NUTS,2010,ITF1,2,3.6
2019,NUTS,2010,ITF1,2,3.9
2020,NUTS,2010,ITF1,2,4.4
2011,NUTS,2010,ITF2,2,3.0
2012,NUTS,2010,ITF2,2,3.4
2013,NUTS,2010,ITF2,2,3.8
2014,NUTS,2010,ITF2,2,3.3
2015,NUTS,2010,ITF2,2,3.3
2016,NUTS,2010,ITF2,2,3.5
2017,NUTS,2010,ITF2,2,3.7
2018,NUTS,2010,ITF2,2,3.5
2019,NUTS,2010,ITF2,2,3.0
2020,NUTS,2010,ITF2,2,3.4
2011,NUTS,2010,ITF3,2,3.5
2012,NUTS,2010,ITF3,2,3.5
2013,NUTS,2010,ITF3,2,3.6
2014,NUTS,2010,ITF3,2,3.3
2015,NUTS,2010,ITF3,2,3.5
2016,NUTS,2010,ITF3,2,3.4
2017,NUTS,2010,ITF3,2,3.5
2018,NUTS,2010,ITF3,2,3.6
2019,NUTS,2010,ITF3,2,3.6
2020,NUTS,2010,ITF3,2,3.9
2011,NUTS,2010,ITF4,2,2.9
2012,NUTS,2010,ITF4,2,2.9
2013,NUTS,2010,ITF4,2,3.0
2014,NUTS,2010,ITF4,2,3.1
2015,NUTS,2010,ITF4,2,3.2
2016,NUTS,2010,ITF4,2,2.8
2017,NUTS,2010,ITF4,2,2.9
2018,NUTS,2010,ITF4,2,3.2
2019,NUTS,2010,ITF4,2,3.1
2020,NUTS,2010,ITF4,2,3.1
2011,NUTS,2010,ITF5,2,2.6
2012,NUTS,2010,ITF5,2,3.0
2013,NUTS,2010,ITF5,2,3.1
2014,NUTS,2010,ITF5,2,3.2
2015,NUTS,2010,ITF5,2,3.4
2016,NUTS,2010,ITF5,2,3.4
2017,NUTS,2010,ITF5,2,3.4
2018,NUTS,2010,ITF5,2,3.4
2019,NUTS,2010,ITF5,2,3.2
2020,NUTS,2010,ITF5,2,3.6
2011,NUTS,2010,ITF6,2,3.1
2012,NUTS,2010,ITF6,2,3.2
2013,NUTS,2010,ITF6,2,3.2
2014,NUTS,2010,ITF6,2,3.9
2015,NUTS,2010,ITF6,2,3.7
2016,NUTS,2010,ITF6,2,3.3
2017,NUTS,2010,ITF6,2,3.0
2018,NUTS,2010,ITF6,2,2.8
2019,NUTS,2010,ITF6,2,3.5
2020,NUTS,2010,ITF6,2,3.7
2011,NUTS,2010,ITG,1,3.6
2012,NUTS,2010,ITG,1,3.4
2013,NUTS,2010,ITG,1,3.6
2014,NUTS,2010,ITG,1,3.4
2015,NUTS,2010,ITG,1,3.4
2016,NUTS,2010,ITG,1,3.2
2017,NUTS,2010,ITG,1,3.4
2018,NUTS,2010,ITG,1,3.4
2019,NUTS,2010,ITG,1,3.5
2020,NUTS,2010,ITG,1,3.7
2011,NUTS,2010,ITG1,2,3.5
2012,NUTS,2010,ITG1,2,3.3
2013,NUTS,2010,ITG1,2,3.5
2014,NUTS,2010,ITG1,2,3.3
2015,NUTS,2010,ITG1,2,3.3
2016,NUTS,2010,ITG1,2,3.1
2017,NUTS,2010,ITG1,2,3.2
2018,NUTS,2010,ITG1,2,3.3
2019,NUTS,2010,ITG1,2,3.3
2020,NUTS,2010,ITG1,2,3.5
2011,NUTS,2010,ITG2,2,3.7
2012,NUTS,2010,ITG2,2,3.6
2013,NUTS,2010,ITG2,2,3.8
2014,NUTS,2010,ITG2,2,3.4
2015,NUTS,2010,ITG2,2,3.6
2016,NUTS,2010,ITG2,2,3.5
2017,NUTS,2010,ITG2,2,3.9
2018,NUTS,2010,ITG2,2,3.5
2019,NUTS,2010,ITG2,2,3.9
2020,NUTS,2010,ITG2,2,4.2
2011,NUTS,2010,ITH,1,3.7
2012,NUTS,2010,ITH,1,3.6
2013,NUTS,2010,ITH,1,3.8
2014,NUTS,2010,ITH,1,3.9
2015,NUTS,2010,ITH,1,3.8
2016,NUTS,2010,ITH,1,4.2
2017,NUTS,2010,ITH,1,3.9
2018,NUTS,2010,ITH,1,4.2
2019,NUTS,2010,ITH,1,4.3
2020,NUTS,2010,ITH,1,4.4
2011,NUTS,2010,ITH1,2,2.8
2012,NUTS,2010,ITH1,2,3.3
2013,NUTS,2010,ITH1,2,3.1
2014,NUTS,2010,ITH1,2,3.3
2015,NUTS,2010,ITH1,2,3.0
2016,NUTS,2010,ITH1,2,3.2
2017,NUTS,2010,ITH1,2,3.4
2018,NUTS,2010,ITH1,2,2.9
2019,NUTS,2010,ITH1,2,2.9
2020,NUTS,2010,ITH1,2,3.0
2011,NUTS,2010,ITH2,2,3.6
2012,NUTS,2010,ITH2,2,3.2
2013,NUTS,2010,ITH2,2,3.3
2014,NUTS,2010,ITH2,2,3.4
2015,NUTS,2010,ITH2,2,3.3
2016,NUTS,2010,ITH2,2,3.5
2017,NUTS,2010,ITH2,2,4.1
2018,NUTS,2010,ITH2,2,4.2
2019,NUTS,2010,ITH2,2,4.6
2020,NUTS,2010,ITH2,2,5.1
2011,NUTS,2010,ITH3,2,3.7
2012,NUTS,2010,ITH3,2,3.2
2013,NUTS,2010,ITH3,2,3.6
2014,NUTS,2010,ITH3,2,3.6
2015,NUTS,2010,ITH3,2,3.5
2016,NUTS,2010,ITH3,2,4.0
2017,NUTS,2010,ITH3,2,3.6
2018,NUTS,2010,ITH3,2,4.0
2019,NUTS,2010,ITH3,2,4.0
2020,NUTS,2010,ITH3,2,4.1
2011,NUTS,2010,ITH4,2,2.7
2012,NUTS,2010,ITH4,2,3.0
2013,NUTS,2010,ITH4,2,3.8
2014,NUTS,2010,ITH4,2,4.1
2015,NUTS,2010,ITH4,2,3.6
2016,NUTS,2010,ITH4,2,3.2
2017,NUTS,2010,ITH4,2,3.3
2018,NUTS,2010,ITH4,2,3.8
2019,NUTS,2010,ITH4,2,3.7
2020,NUTS,2010,ITH4,2,3.7
2011,NUTS,2010,ITH5,2,4.0
2012,NUTS,2010,ITH5,2,4.4
2013,NUTS,2010,ITH5,2,4.1
2014,NUTS,2010,ITH5,2,4.2
2015,NUTS,2010,ITH5,2,4.3
