year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_rse_f_pc_emp_hc
2012,NUTS,2010,ES51,2,0.266
2013,NUTS,2010,ES51,2,0.2775
2014,NUTS,2010,ES51,2,0.2769
2015,NUTS,2010,ES51,2,0.3028
2016,NUTS,2010,ES51,2,0.2987
2017,NUTS,2010,ES51,2,0.3094
2018,NUTS,2010,ES51,2,0.3254
2019,NUTS,2010,ES51,2,0.3256
2011,NUTS,2010,ES52,2,0.1686
2012,NUTS,2010,ES52,2,0.1603
2013,NUTS,2010,ES52,2,0.174
2014,NUTS,2010,ES52,2,0.1723
2015,NUTS,2010,ES52,2,0.1515
2016,NUTS,2010,ES52,2,0.1658
2017,NUTS,2010,ES52,2,0.1763
2018,NUTS,2010,ES52,2,0.1844
2019,NUTS,2010,ES52,2,0.208
2011,NUTS,2010,ES53,2,0.0174
2012,NUTS,2010,ES53,2,0.0195
2013,NUTS,2010,ES53,2,0.0219
2014,NUTS,2010,ES53,2,0.0268
2015,NUTS,2010,ES53,2,0.0198
2016,NUTS,2010,ES53,2,0.0326
2017,NUTS,2010,ES53,2,0.0317
2018,NUTS,2010,ES53,2,0.0345
2019,NUTS,2010,ES53,2,0.0404
2011,NUTS,2010,ES6,1,0.1036
2012,NUTS,2010,ES6,1,0.1134
2013,NUTS,2010,ES6,1,0.1212
2014,NUTS,2010,ES6,1,0.1209
2015,NUTS,2010,ES6,1,0.1118
2016,NUTS,2010,ES6,1,0.1069
2017,NUTS,2010,ES6,1,0.1013
2018,NUTS,2010,ES6,1,0.1124
2019,NUTS,2010,ES6,1,0.1085
2011,NUTS,2010,ES61,2,0.1079
2012,NUTS,2010,ES61,2,0.1164
2013,NUTS,2010,ES61,2,0.1261
2014,NUTS,2010,ES61,2,0.1231
2015,NUTS,2010,ES61,2,0.1106
2016,NUTS,2010,ES61,2,0.1053
2017,NUTS,2010,ES61,2,0.0981
2018,NUTS,2010,ES61,2,0.1063
2019,NUTS,2010,ES61,2,0.0995
2011,NUTS,2010,ES62,2,0.0895
2012,NUTS,2010,ES62,2,0.1063
2013,NUTS,2010,ES62,2,0.1057
2014,NUTS,2010,ES62,2,0.119
2015,NUTS,2010,ES62,2,0.1277
2016,NUTS,2010,ES62,2,0.1238
2017,NUTS,2010,ES62,2,0.1259
2018,NUTS,2010,ES62,2,0.1545
2019,NUTS,2010,ES62,2,0.1641
2012,NUTS,2010,ES63,2,0.0
2015,NUTS,2010,ES63,2,0.0
2012,NUTS,2010,ES64,2,0.0
2015,NUTS,2010,ES64,2,0.0
2011,NUTS,2010,ES7,1,0.0364
2012,NUTS,2010,ES7,1,0.0452
2013,NUTS,2010,ES7,1,0.0371
2014,NUTS,2010,ES7,1,0.0327
2015,NUTS,2010,ES7,1,0.0297
2016,NUTS,2010,ES7,1,0.0315
2017,NUTS,2010,ES7,1,0.0316
2018,NUTS,2010,ES7,1,0.0462
2019,NUTS,2010,ES7,1,0.0359
2011,NUTS,2010,ES70,2,0.0364
2012,NUTS,2010,ES70,2,0.0452
2013,NUTS,2010,ES70,2,0.0371
2014,NUTS,2010,ES70,2,0.0327
2015,NUTS,2010,ES70,2,0.0297
2016,NUTS,2010,ES70,2,0.0315
2017,NUTS,2010,ES70,2,0.0316
2018,NUTS,2010,ES70,2,0.0462
2019,NUTS,2010,ES70,2,0.0359
2011,NUTS,2010,EU27_2020,7,0.1962
2013,NUTS,2010,EU27_2020,7,0.2253
2015,NUTS,2010,EU27_2020,7,0.2432
2017,NUTS,2010,EU27_2020,7,0.2842
2019,NUTS,2010,EU27_2020,7,0.314
2011,NUTS,2010,FI,0,0.4053
2012,NUTS,2010,FI,0,0.3802
2013,NUTS,2010,FI,0,0.3849
2014,NUTS,2010,FI,0,0.3924
2015,NUTS,2010,FI,0,0.4235
2016,NUTS,2010,FI,0,0.4162
2017,NUTS,2010,FI,0,0.3976
2018,NUTS,2010,FI,0,0.4142
2019,NUTS,2010,FI,0,0.4422
2011,NUTS,2010,FR,0,0.3058
2012,NUTS,2010,FR,0,0.3324
2013,NUTS,2010,FR,0,0.343
2014,NUTS,2010,FR,0,0.3482
2016,NUTS,2010,FR,0,0.3755
2017,NUTS,2010,FR,0,0.4206
2011,NUTS,2010,FR1,1,0.6941
2012,NUTS,2010,FR1,1,0.7252
2013,NUTS,2010,FR1,1,0.7541
2011,NUTS,2010,FR10,2,0.6941
2012,NUTS,2010,FR10,2,0.7252
2013,NUTS,2010,FR10,2,0.7541
2011,NUTS,2010,FR2,1,0.143
2012,NUTS,2010,FR2,1,0.1545
2013,NUTS,2010,FR2,1,0.1585
2011,NUTS,2010,FR21,2,0.1019
2012,NUTS,2010,FR21,2,0.1179
2013,NUTS,2010,FR21,2,0.0936
2011,NUTS,2010,FR22,2,0.1246
2012,NUTS,2010,FR22,2,0.1399
2013,NUTS,2010,FR22,2,0.1664
2011,NUTS,2010,FR23,2,0.1705
2012,NUTS,2010,FR23,2,0.1867
2013,NUTS,2010,FR23,2,0.2003
2011,NUTS,2010,FR24,2,0.1708
2012,NUTS,2010,FR24,2,0.1582
2013,NUTS,2010,FR24,2,0.1781
2011,NUTS,2010,FR25,2,0.1291
2012,NUTS,2010,FR25,2,0.1495
2013,NUTS,2010,FR25,2,0.1175
2011,NUTS,2010,FR26,2,0.1349
2012,NUTS,2010,FR26,2,0.1622
2013,NUTS,2010,FR26,2,0.1601
2011,NUTS,2010,FR3,1,0.1157
2012,NUTS,2010,FR3,1,0.1199
2013,NUTS,2010,FR3,1,0.109
2011,NUTS,2010,FR30,2,0.1157
2012,NUTS,2010,FR30,2,0.1199
2013,NUTS,2010,FR30,2,0.109
2011,NUTS,2010,FR4,1,0.1617
2012,NUTS,2010,FR4,1,0.1668
2013,NUTS,2010,FR4,1,0.1645
2011,NUTS,2010,FR41,2,0.1229
2012,NUTS,2010,FR41,2,0.1101
2013,NUTS,2010,FR41,2,0.0898
2011,NUTS,2010,FR42,2,0.1908
2012,NUTS,2010,FR42,2,0.2109
2013,NUTS,2010,FR42,2,0.2173
2011,NUTS,2010,FR43,2,0.188
2012,NUTS,2010,FR43,2,0.2009
2013,NUTS,2010,FR43,2,0.2154
2011,NUTS,2010,FR5,1,0.1715
2012,NUTS,2010,FR5,1,0.193
2013,NUTS,2010,FR5,1,0.1983
2011,NUTS,2010,FR51,2,0.1618
2012,NUTS,2010,FR51,2,0.1776
2013,NUTS,2010,FR51,2,0.1885
2011,NUTS,2010,FR52,2,0.2371
2012,NUTS,2010,FR52,2,0.2653
2013,NUTS,2010,FR52,2,0.2591
2011,NUTS,2010,FR53,2,0.072
2012,NUTS,2010,FR53,2,0.095
2013,NUTS,2010,FR53,2,0.1059
2011,NUTS,2010,FR6,1,0.3117
2012,NUTS,2010,FR6,1,0.3716
2013,NUTS,2010,FR6,1,0.3569
2011,NUTS,2010,FR61,2,0.1706
2012,NUTS,2010,FR61,2,0.1861
2013,NUTS,2010,FR61,2,0.1784
2011,NUTS,2010,FR62,2,0.5187
2012,NUTS,2010,FR62,2,0.6376
2013,NUTS,2010,FR62,2,0.624
2011,NUTS,2010,FR63,2,0.0807
2012,NUTS,2010,FR63,2,0.1149
2013,NUTS,2010,FR63,2,0.0879
2011,NUTS,2010,FR7,1,0.3534
2012,NUTS,2010,FR7,1,0.3729
2013,NUTS,2010,FR7,1,0.3788
2011,NUTS,2010,FR71,2,0.4003
2012,NUTS,2010,FR71,2,0.4148
2013,NUTS,2010,FR71,2,0.4247
2011,NUTS,2010,FR72,2,0.1287
2012,NUTS,2010,FR72,2,0.1637
2013,NUTS,2010,FR72,2,0.1461
2011,NUTS,2010,FR8,1,0.2393
2012,NUTS,2010,FR8,1,0.2824
2013,NUTS,2010,FR8,1,0.3107
2011,NUTS,2010,FR81,2,0.1792
2012,NUTS,2010,FR81,2,0.238
2013,NUTS,2010,FR81,2,0.2376
2011,NUTS,2010,FR82,2,0.2784
2012,NUTS,2010,FR82,2,0.3136
2013,NUTS,2010,FR82,2,0.357
2011,NUTS,2010,FR83,2,0.0465
2012,NUTS,2010,FR83,2,0.0089
2013,NUTS,2010,FR83,2,0.0156
2011,NUTS,2010,FRA,1,0.0165
2012,NUTS,2010,FRA,1,0.0158
2013,NUTS,2010,FRA,1,0.0226
2011,NUTS,2010,HR,0,0.0743
2012,NUTS,2010,HR,0,0.0846
2013,NUTS,2010,HR,0,0.0709
2014,NUTS,2010,HR,0,0.0704
2015,NUTS,2010,HR,0,0.0758
2016,NUTS,2010,HR,0,0.1011
2017,NUTS,2010,HR,0,0.0932
2018,NUTS,2010,HR,0,0.0987
2019,NUTS,2010,HR,0,0.1099
2020,NUTS,2010,HR,0,0.115
2011,NUTS,2010,HR0,1,0.0722
2012,NUTS,2010,HR0,1,0.0826
2013,NUTS,2010,HR0,1,0.0695
2014,NUTS,2010,HR0,1,0.0693
2015,NUTS,2010,HR0,1,0.0746
2016,NUTS,2010,HR0,1,0.0999
2017,NUTS,2010,HR0,1,0.0921
2018,NUTS,2010,HR0,1,0.0974
2019,NUTS,2010,HR0,1,0.1081
2020,NUTS,2010,HR0,1,0.1135
2011,NUTS,2010,HR03,2,0.01
2012,NUTS,2010,HR03,2,0.0127
2013,NUTS,2010,HR03,2,0.0137
2014,NUTS,2010,HR03,2,0.008
2015,NUTS,2010,HR03,2,0.0099
2016,NUTS,2010,HR03,2,0.0214
2017,NUTS,2010,HR03,2,0.0189
2018,NUTS,2010,HR03,2,0.0187
2019,NUTS,2010,HR03,2,0.0258
2020,NUTS,2010,HR03,2,0.0263
2011,NUTS,2010,HR04,2,0.1008
2012,NUTS,2010,HR04,2,0.1155
2013,NUTS,2010,HR04,2,0.096
2014,NUTS,2010,HR04,2,0.0999
2015,NUTS,2010,HR04,2,0.1066
2016,NUTS,2010,HR04,2,0.1368
2017,NUTS,2010,HR04,2,0.1275
2018,NUTS,2010,HR04,2,0.1351
2019,NUTS,2010,HR04,2,0.147
2011,NUTS,2010,HU,0,0.1553
2012,NUTS,2010,HU,0,0.1491
2013,NUTS,2010,HU,0,0.1499
2014,NUTS,2010,HU,0,0.1511
2015,NUTS,2010,HU,0,0.1464
2016,NUTS,2010,HU,0,0.1411
2017,NUTS,2010,HU,0,0.1626
2018,NUTS,2010,HU,0,0.1968
2019,NUTS,2010,HU,0,0.21
2011,NUTS,2010,HU1,1,0.3466
2012,NUTS,2010,HU1,1,0.3325
2013,NUTS,2010,HU1,1,0.339
2014,NUTS,2010,HU1,1,0.3613
2015,NUTS,2010,HU1,1,0.3579
2016,NUTS,2010,HU1,1,0.3431
2017,NUTS,2010,HU1,1,0.3907
2018,NUTS,2010,HU1,1,0.4802
2019,NUTS,2010,HU1,1,0.4941
2011,NUTS,2010,HU10,2,0.3466
2012,NUTS,2010,HU10,2,0.3325
2013,NUTS,2010,HU10,2,0.339
2014,NUTS,2010,HU10,2,0.3613
2015,NUTS,2010,HU10,2,0.3579
2016,NUTS,2010,HU10,2,0.3431
2017,NUTS,2010,HU11,2,0.593
2018,NUTS,2010,HU11,2,0.7269
2019,NUTS,2010,HU11,2,0.767
2017,NUTS,2010,HU12,2,0.0736
2018,NUTS,2010,HU12,2,0.1102
2019,NUTS,2010,HU12,2,0.1012
2011,NUTS,2010,HU2,1,0.0658
2012,NUTS,2010,HU2,1,0.0605
2013,NUTS,2010,HU2,1,0.0666
2014,NUTS,2010,HU2,1,0.0556
2015,NUTS,2010,HU2,1,0.0489
2016,NUTS,2010,HU2,1,0.0437
2017,NUTS,2010,HU2,1,0.0597
2018,NUTS,2010,HU2,1,0.0729
2019,NUTS,2010,HU2,1,0.091
2011,NUTS,2010,HU21,2,0.0706
2012,NUTS,2010,HU21,2,0.0726
2013,NUTS,2010,HU21,2,0.0809
2014,NUTS,2010,HU21,2,0.0725
2015,NUTS,2010,HU21,2,0.061
2016,NUTS,2010,HU21,2,0.0608
2017,NUTS,2010,HU21,2,0.076
2018,NUTS,2010,HU21,2,0.0854
2019,NUTS,2010,HU21,2,0.1093
2011,NUTS,2010,HU22,2,0.0533
2012,NUTS,2010,HU22,2,0.0502
2013,NUTS,2010,HU22,2,0.0658
2014,NUTS,2010,HU22,2,0.0528
2015,NUTS,2010,HU22,2,0.0453
2016,NUTS,2010,HU22,2,0.036
2017,NUTS,2010,HU22,2,0.0519
2018,NUTS,2010,HU22,2,0.0584
2019,NUTS,2010,HU22,2,0.0788
2011,NUTS,2010,HU23,2,0.0747
2012,NUTS,2010,HU23,2,0.0578
2013,NUTS,2010,HU23,2,0.0496
2014,NUTS,2010,HU23,2,0.0378
2015,NUTS,2010,HU23,2,0.0376
2016,NUTS,2010,HU23,2,0.0313
2017,NUTS,2010,HU23,2,0.0478
2018,NUTS,2010,HU23,2,0.0747
2019,NUTS,2010,HU23,2,0.0824
2011,NUTS,2010,HU3,1,0.0906
2012,NUTS,2010,HU3,1,0.0827
2013,NUTS,2010,HU3,1,0.0764
2014,NUTS,2010,HU3,1,0.0662
2015,NUTS,2010,HU3,1,0.0618
2016,NUTS,2010,HU3,1,0.0609
2017,NUTS,2010,HU3,1,0.0671
2018,NUTS,2010,HU3,1,0.0769
2019,NUTS,2010,HU3,1,0.079
2011,NUTS,2010,HU31,2,0.0666
2012,NUTS,2010,HU31,2,0.0596
2013,NUTS,2010,HU31,2,0.0596
2014,NUTS,2010,HU31,2,0.0466
2015,NUTS,2010,HU31,2,0.0444
2016,NUTS,2010,HU31,2,0.0369
2017,NUTS,2010,HU31,2,0.0405
2018,NUTS,2010,HU31,2,0.0452
2019,NUTS,2010,HU31,2,0.0584
2011,NUTS,2010,HU32,2,0.0938
2012,NUTS,2010,HU32,2,0.0896
2013,NUTS,2010,HU32,2,0.0751
2014,NUTS,2010,HU32,2,0.0584
2015,NUTS,2010,HU32,2,0.0659
2016,NUTS,2010,HU32,2,0.0651
2017,NUTS,2010,HU32,2,0.0746
2018,NUTS,2010,HU32,2,0.0824
2019,NUTS,2010,HU32,2,0.0692
2011,NUTS,2010,HU33,2,0.1072
2012,NUTS,2010,HU33,2,0.0944
2013,NUTS,2010,HU33,2,0.0918
2014,NUTS,2010,HU33,2,0.0915
2015,NUTS,2010,HU33,2,0.072
2016,NUTS,2010,HU33,2,0.0761
2017,NUTS,2010,HU33,2,0.0813
2018,NUTS,2010,HU33,2,0.0985
2019,NUTS,2010,HU33,2,0.1072
2011,NUTS,2010,IE,0,0.2743
2013,NUTS,2010,IE,0,0.3546
2015,NUTS,2010,IE,0,0.3702
2017,NUTS,2010,IE,0,0.4008
2019,NUTS,2010,IE,0,0.4369
2011,NUTS,2010,IE0,1,0.2694
2013,NUTS,2010,IE0,1,0.3482
2015,NUTS,2010,IE0,1,0.3623
2017,NUTS,2010,IE0,1,0.3922
2011,NUTS,2010,IE01,2,0.2255
2013,NUTS,2010,IE01,2,0.2826
2015,NUTS,2010,IE01,2,0.2905
2017,NUTS,2010,IE01,2,0.5825
2011,NUTS,2010,IE02,2,0.284
2013,NUTS,2010,IE02,2,0.37
2015,NUTS,2010,IE02,2,0.3857
2017,NUTS,2010,IE02,2,0.3655
2011,NUTS,2010,IS,0,0.4571
2013,NUTS,2010,IS,0,0.5425
2015,NUTS,2010,IS,0,0.6238
2016,NUTS,2010,IS,0,0.6165
2017,NUTS,2010,IS,0,0.564
2018,NUTS,2010,IS,0,0.5511
2011,NUTS,2010,IT,0,0.1089
2012,NUTS,2010,IT,0,0.1173
2013,NUTS,2010,IT,0,0.1246
2014,NUTS,2010,IT,0,0.1327
2015,NUTS,2010,IT,0,0.1567
2016,NUTS,2010,IT,0,0.1738
2017,NUTS,2010,IT,0,0.1876
2018,NUTS,2010,IT,0,0.221
2019,NUTS,2010,IT,0,0.2441
2011,NUTS,2010,ITC,1,0.1526
2012,NUTS,2010,ITC,1,0.1649
2013,NUTS,2010,ITC,1,0.1649
2014,NUTS,2010,ITC,1,0.1826
2015,NUTS,2010,ITC,1,0.213
2016,NUTS,2010,ITC,1,0.2335
2017,NUTS,2010,ITC,1,0.2429
2018,NUTS,2010,ITC,1,0.2793
2019,NUTS,2010,ITC,1,0.3114
2011,NUTS,2010,ITC1,2,0.1512
2012,NUTS,2010,ITC1,2,0.1638
2013,NUTS,2010,ITC1,2,0.1691
2014,NUTS,2010,ITC1,2,0.1995
2015,NUTS,2010,ITC1,2,0.2212
2016,NUTS,2010,ITC1,2,0.2224
2017,NUTS,2010,ITC1,2,0.2285
2018,NUTS,2010,ITC1,2,0.251
2019,NUTS,2010,ITC1,2,0.2751
2011,NUTS,2010,ITC2,2,0.0476
2012,NUTS,2010,ITC2,2,0.063
2013,NUTS,2010,ITC2,2,0.0558
2014,NUTS,2010,ITC2,2,0.0556
2015,NUTS,2010,ITC2,2,0.083
2016,NUTS,2010,ITC2,2,0.1349
2017,NUTS,2010,ITC2,2,0.0824
2018,NUTS,2010,ITC2,2,0.0969
2019,NUTS,2010,ITC2,2,0.0888
2011,NUTS,2010,ITC3,2,0.1068
2012,NUTS,2010,ITC3,2,0.1043
2013,NUTS,2010,ITC3,2,0.1109
2014,NUTS,2010,ITC3,2,0.1028
2015,NUTS,2010,ITC3,2,0.1225
2016,NUTS,2010,ITC3,2,0.1643
2017,NUTS,2010,ITC3,2,0.134
2018,NUTS,2010,ITC3,2,0.1824
2019,NUTS,2010,ITC3,2,0.2593
2011,NUTS,2010,ITC4,2,0.1619
2012,NUTS,2010,ITC4,2,0.1761
2013,NUTS,2010,ITC4,2,0.1724
2014,NUTS,2010,ITC4,2,0.1886
2015,NUTS,2010,ITC4,2,0.2248
2016,NUTS,2010,ITC4,2,0.2495
2017,NUTS,2010,ITC4,2,0.2662
2018,NUTS,2010,ITC4,2,0.3073
2019,NUTS,2010,ITC4,2,0.3367
2011,NUTS,2010,ITF,1,0.0464
2012,NUTS,2010,ITF,1,0.0614
2013,NUTS,2010,ITF,1,0.0692
2014,NUTS,2010,ITF,1,0.0791
2015,NUTS,2010,ITF,1,0.1031
2016,NUTS,2010,ITF,1,0.1009
2017,NUTS,2010,ITF,1,0.1076
2018,NUTS,2010,ITF,1,0.1361
2019,NUTS,2010,ITF,1,0.1678
2011,NUTS,2010,ITF1,2,0.0709
2012,NUTS,2010,ITF1,2,0.0438
2013,NUTS,2010,ITF1,2,0.0424
2014,NUTS,2010,ITF1,2,0.0316
2015,NUTS,2010,ITF1,2,0.0404
2016,NUTS,2010,ITF1,2,0.0616
2017,NUTS,2010,ITF1,2,0.0591
2018,NUTS,2010,ITF1,2,0.0781
2019,NUTS,2010,ITF1,2,0.0859
2011,NUTS,2010,ITF2,2,0.005
2012,NUTS,2010,ITF2,2,0.0075
2013,NUTS,2010,ITF2,2,0.1591
2014,NUTS,2010,ITF2,2,0.135
2015,NUTS,2010,ITF2,2,0.2075
2016,NUTS,2010,ITF2,2,0.1943
2017,NUTS,2010,ITF2,2,0.2308
2018,NUTS,2010,ITF2,2,0.253
2019,NUTS,2010,ITF2,2,0.4918
2011,NUTS,2010,ITF3,2,0.0708
2012,NUTS,2010,ITF3,2,0.117
2013,NUTS,2010,ITF3,2,0.1116
2014,NUTS,2010,ITF3,2,0.1272
2015,NUTS,2010,ITF3,2,0.1567
2016,NUTS,2010,ITF3,2,0.1444
2017,NUTS,2010,ITF3,2,0.1393
2018,NUTS,2010,ITF3,2,0.1921
2019,NUTS,2010,ITF3,2,0.2478
2011,NUTS,2010,ITF4,2,0.029
2012,NUTS,2010,ITF4,2,0.0318
2013,NUTS,2010,ITF4,2,0.0485
2014,NUTS,2010,ITF4,2,0.0705
2015,NUTS,2010,ITF4,2,0.0898
2016,NUTS,2010,ITF4,2,0.0843
2017,NUTS,2010,ITF4,2,0.1069
2018,NUTS,2010,ITF4,2,0.1211
2019,NUTS,2010,ITF4,2,0.1347
2011,NUTS,2010,ITF5,2,0.0341
2012,NUTS,2010,ITF5,2,0.0203
2013,NUTS,2010,ITF5,2,0.0072
2014,NUTS,2010,ITF5,2,0.0119
2015,NUTS,2010,ITF5,2,0.013
2016,NUTS,2010,ITF5,2,0.0204
2017,NUTS,2010,ITF5,2,0.0313
2018,NUTS,2010,ITF5,2,0.0462
2019,NUTS,2010,ITF5,2,0.0343
2011,NUTS,2010,ITF6,2,0.0105
2012,NUTS,2010,ITF6,2,0.0159
2013,NUTS,2010,ITF6,2,0.0189
2014,NUTS,2010,ITF6,2,0.0183
2015,NUTS,2010,ITF6,2,0.0491
2016,NUTS,2010,ITF6,2,0.0578
2017,NUTS,2010,ITF6,2,0.0634
2018,NUTS,2010,ITF6,2,0.0689
2019,NUTS,2010,ITF6,2,0.0639
2011,NUTS,2010,ITG,1,0.0665
2012,NUTS,2010,ITG,1,0.0626
2013,NUTS,2010,ITG,1,0.0516
2014,NUTS,2010,ITG,1,0.0663
2015,NUTS,2010,ITG,1,0.0542
2016,NUTS,2010,ITG,1,0.0528
2017,NUTS,2010,ITG,1,0.0698
2018,NUTS,2010,ITG,1,0.0817
2019,NUTS,2010,ITG,1,0.1153
2011,NUTS,2010,ITG1,2,0.0902
2012,NUTS,2010,ITG1,2,0.0834
2013,NUTS,2010,ITG1,2,0.0681
2014,NUTS,2010,ITG1,2,0.0895
2015,NUTS,2010,ITG1,2,0.0659
2016,NUTS,2010,ITG1,2,0.0614
2017,NUTS,2010,ITG1,2,0.0807
2018,NUTS,2010,ITG1,2,0.0964
2019,NUTS,2010,ITG1,2,0.1498
2011,NUTS,2010,ITG2,2,0.0176
2012,NUTS,2010,ITG2,2,0.0202
2013,NUTS,2010,ITG2,2,0.0175
2014,NUTS,2010,ITG2,2,0.0182
2015,NUTS,2010,ITG2,2,0.0305
2016,NUTS,2010,ITG2,2,0.0349
2017,NUTS,2010,ITG2,2,0.0464
2018,NUTS,2010,ITG2,2,0.0522
2019,NUTS,2010,ITG2,2,0.0478
2011,NUTS,2010,ITH,1,0.1187
2012,NUTS,2010,ITH,1,0.1148
2013,NUTS,2010,ITH,1,0.1319
2014,NUTS,2010,ITH,1,0.1296
2015,NUTS,2010,ITH,1,0.1528
2016,NUTS,2010,ITH,1,0.1796
2017,NUTS,2010,ITH,1,0.1993
2018,NUTS,2010,ITH,1,0.2317
2019,NUTS,2010,ITH,1,0.2337
2011,NUTS,2010,ITH1,2,0.0688
2012,NUTS,2010,ITH1,2,0.0397
2013,NUTS,2010,ITH1,2,0.0481
2014,NUTS,2010,ITH1,2,0.0634
2015,NUTS,2010,ITH1,2,0.0699
2016,NUTS,2010,ITH1,2,0.0976
2017,NUTS,2010,ITH1,2,0.0741
2018,NUTS,2010,ITH1,2,0.0901
2019,NUTS,2010,ITH1,2,0.083
2011,NUTS,2010,ITH2,2,0.0882
2012,NUTS,2010,ITH2,2,0.0963
2013,NUTS,2010,ITH2,2,0.1158
2014,NUTS,2010,ITH2,2,0.1144
2015,NUTS,2010,ITH2,2,0.1089
2016,NUTS,2010,ITH2,2,0.136
2017,NUTS,2010,ITH2,2,0.1302
2018,NUTS,2010,ITH2,2,0.1581
2019,NUTS,2010,ITH2,2,0.1679
2011,NUTS,2010,ITH3,2,0.1024
2012,NUTS,2010,ITH3,2,0.0982
2013,NUTS,2010,ITH3,2,0.1052
2014,NUTS,2010,ITH3,2,0.1052
2015,NUTS,2010,ITH3,2,0.105
2016,NUTS,2010,ITH3,2,0.1323
2017,NUTS,2010,ITH3,2,0.1477
2018,NUTS,2010,ITH3,2,0.1735
2019,NUTS,2010,ITH3,2,0.1751
2011,NUTS,2010,ITH4,2,0.1264
2012,NUTS,2010,ITH4,2,0.144
2013,NUTS,2010,ITH4,2,0.1364
2014,NUTS,2010,ITH4,2,0.1161
2015,NUTS,2010,ITH4,2,0.1171
2016,NUTS,2010,ITH4,2,0.1236
2017,NUTS,2010,ITH4,2,0.1664
2018,NUTS,2010,ITH4,2,0.1751
2019,NUTS,2010,ITH4,2,0.1836
2011,NUTS,2010,ITH5,2,0.1428
2012,NUTS,2010,ITH5,2,0.1356
2013,NUTS,2010,ITH5,2,0.1698
2014,NUTS,2010,ITH5,2,0.1683
2015,NUTS,2010,ITH5,2,0.2258
2016,NUTS,2010,ITH5,2,0.2553
2017,NUTS,2010,ITH5,2,0.2844
2018,NUTS,2010,ITH5,2,0.3329
2019,NUTS,2010,ITH5,2,0.3325
2011,NUTS,2010,ITI,1,0.0886
2012,NUTS,2010,ITI,1,0.1032
2013,NUTS,2010,ITI,1,0.1119
2014,NUTS,2010,ITI,1,0.1118
2015,NUTS,2010,ITI,1,0.137
2016,NUTS,2010,ITI,1,0.1571
2017,NUTS,2010,ITI,1,0.172
2018,NUTS,2010,ITI,1,0.208
2019,NUTS,2010,ITI,1,0.2248
2011,NUTS,2010,ITI1,2,0.0883
2012,NUTS,2010,ITI1,2,0.1184
2013,NUTS,2010,ITI1,2,0.1249
2014,NUTS,2010,ITI1,2,0.1231
2015,NUTS,2010,ITI1,2,0.1606
2016,NUTS,2010,ITI1,2,0.1766
2017,NUTS,2010,ITI1,2,0.1971
2018,NUTS,2010,ITI1,2,0.2423
2019,NUTS,2010,ITI1,2,0.2505
2011,NUTS,2010,ITI2,2,0.048
2012,NUTS,2010,ITI2,2,0.0916
2013,NUTS,2010,ITI2,2,0.0916
2014,NUTS,2010,ITI2,2,0.1141
2015,NUTS,2010,ITI2,2,0.0531
2016,NUTS,2010,ITI2,2,0.0631
2017,NUTS,2010,ITI2,2,0.0895
2018,NUTS,2010,ITI2,2,0.1095
2019,NUTS,2010,ITI2,2,0.1255
2011,NUTS,2010,ITI3,2,0.0411
2012,NUTS,2010,ITI3,2,0.0479
2013,NUTS,2010,ITI3,2,0.0532
2014,NUTS,2010,ITI3,2,0.0558
2015,NUTS,2010,ITI3,2,0.0597
2016,NUTS,2010,ITI3,2,0.0831
2017,NUTS,2010,ITI3,2,0.1174
2018,NUTS,2010,ITI3,2,0.1319
2019,NUTS,2010,ITI3,2,0.1387
2011,NUTS,2010,ITI4,2,0.1094
2012,NUTS,2010,ITI4,2,0.1103
2013,NUTS,2010,ITI4,2,0.1224
2014,NUTS,2010,ITI4,2,0.119
2015,NUTS,2010,ITI4,2,0.1545
2016,NUTS,2010,ITI4,2,0.1778
2017,NUTS,2010,ITI4,2,0.1812
2018,NUTS,2010,ITI4,2,0.2192
2019,NUTS,2010,ITI4,2,0.2453
2011,NUTS,2010,KR,0,0.3168
2012,NUTS,2010,KR,0,0.3536
2013,NUTS,2010,KR,0,0.3698
2011,NUTS,2010,LT,0,0.0981
2012,NUTS,2010,LT,0,0.0983
2013,NUTS,2010,LT,0,0.118
2014,NUTS,2010,LT,0,0.2
2015,NUTS,2010,LT,0,0.1238
2016,NUTS,2010,LT,0,0.1414
2017,NUTS,2010,LT,0,0.1778
2018,NUTS,2010,LT,0,0.1888
2019,NUTS,2010,LT,0,0.2317
2015,NUTS,2010,LT01,2,0.2858
2016,NUTS,2010,LT01,2,0.3118
2017,NUTS,2010,LT01,2,0.3412
2018,NUTS,2010,LT01,2,0.3525
2019,NUTS,2010,LT01,2,0.4457
2015,NUTS,2010,LT02,2,0.0468
2016,NUTS,2010,LT02,2,0.0553
2017,NUTS,2010,LT02,2,0.0875
2018,NUTS,2010,LT02,2,0.0971
2019,NUTS,2010,LT02,2,0.1167
2011,NUTS,2010,LU,0,0.1979
2013,NUTS,2010,LU,0,0.1095
2015,NUTS,2010,LU,0,0.1281
2017,NUTS,2010,LU,0,0.1895
2019,NUTS,2010,LU,0,0.152
2011,NUTS,2010,LV,0,0.1187
2012,NUTS,2010,LV,0,0.1247
2013,NUTS,2010,LV,0,0.1066
2015,NUTS,2010,LV,0,0.1126
2016,NUTS,2010,LV,0,0.0959
2017,NUTS,2010,LV,0,0.1097
2018,NUTS,2010,LV,0,0.1043
2019,NUTS,2010,LV,0,0.1117
2011,NUTS,2010,ME,0,0.0553
