year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_total_pc_act_hc_f
2011,NUTS,2010,EL,0,0.2753
2013,NUTS,2010,EL,0,0.3648
2015,NUTS,2010,EL,0,0.5898
2017,NUTS,2010,EL,0,0.5468
2019,NUTS,2010,EL,0,0.6303
2011,NUTS,2010,EL3,1,0.3366
2011,NUTS,2010,EL30,2,0.3366
2011,NUTS,2010,EL4,1,0.4191
2011,NUTS,2010,EL41,2,0.1851
2011,NUTS,2010,EL42,2,0.2907
2011,NUTS,2010,EL43,2,0.5385
2011,NUTS,2010,EL5,1,0.2099
2011,NUTS,2010,EL51,2,0.0616
2011,NUTS,2010,EL52,2,0.2272
2011,NUTS,2010,EL53,2,0.3878
2011,NUTS,2010,EL54,2,0.2268
2011,NUTS,2010,EL6,1,0.1634
2011,NUTS,2010,EL61,2,0.1453
2011,NUTS,2010,EL62,2,0.1792
2011,NUTS,2010,EL63,2,0.1044
2011,NUTS,2010,EL64,2,0.1534
2011,NUTS,2010,EL65,2,0.2514
2011,NUTS,2010,ES,0,0.2854
2012,NUTS,2010,ES,0,0.2756
2013,NUTS,2010,ES,0,0.2639
2014,NUTS,2010,ES,0,0.2661
2015,NUTS,2010,ES,0,0.2873
2016,NUTS,2010,ES,0,0.2907
2017,NUTS,2010,ES,0,0.3012
2018,NUTS,2010,ES,0,0.3055
2019,NUTS,2010,ES,0,0.3132
2011,NUTS,2010,ES1,1,0.2004
2013,NUTS,2010,ES1,1,0.1841
2014,NUTS,2010,ES1,1,0.1898
2015,NUTS,2010,ES1,1,0.2095
2016,NUTS,2010,ES1,1,0.2139
2017,NUTS,2010,ES1,1,0.2248
2018,NUTS,2010,ES1,1,0.2497
2019,NUTS,2010,ES1,1,0.2779
2013,NUTS,2010,ES11,2,0.1877
2014,NUTS,2010,ES11,2,0.1861
2015,NUTS,2010,ES11,2,0.2106
2016,NUTS,2010,ES11,2,0.2104
2017,NUTS,2010,ES11,2,0.2301
2018,NUTS,2010,ES11,2,0.2569
2019,NUTS,2010,ES11,2,0.298
2012,NUTS,2010,ES12,2,0.1621
2013,NUTS,2010,ES12,2,0.1405
2014,NUTS,2010,ES12,2,0.1419
2015,NUTS,2010,ES12,2,0.1462
2016,NUTS,2010,ES12,2,0.1554
2017,NUTS,2010,ES12,2,0.1677
2018,NUTS,2010,ES12,2,0.1802
2019,NUTS,2010,ES12,2,0.1751
2011,NUTS,2010,ES13,2,0.2972
2012,NUTS,2010,ES13,2,0.2917
2013,NUTS,2010,ES13,2,0.2451
2014,NUTS,2010,ES13,2,0.2927
2015,NUTS,2010,ES13,2,0.3156
2016,NUTS,2010,ES13,2,0.3326
2017,NUTS,2010,ES13,2,0.298
2018,NUTS,2010,ES13,2,0.3376
2019,NUTS,2010,ES13,2,0.3617
2011,NUTS,2010,ES2,1,0.3142
2012,NUTS,2010,ES2,1,0.3313
2013,NUTS,2010,ES2,1,0.3256
2014,NUTS,2010,ES2,1,0.325
2016,NUTS,2010,ES2,1,0.347
2017,NUTS,2010,ES2,1,0.3544
2018,NUTS,2010,ES2,1,0.3675
2019,NUTS,2010,ES2,1,0.3674
2011,NUTS,2010,ES21,2,0.3328
2012,NUTS,2010,ES21,2,0.3808
2013,NUTS,2010,ES21,2,0.3739
2014,NUTS,2010,ES21,2,0.3734
2015,NUTS,2010,ES21,2,0.4195
2016,NUTS,2010,ES21,2,0.4191
2017,NUTS,2010,ES21,2,0.411
2018,NUTS,2010,ES21,2,0.4263
2019,NUTS,2010,ES21,2,0.4251
2011,NUTS,2010,ES22,2,0.1942
2012,NUTS,2010,ES22,2,0.1935
2013,NUTS,2010,ES22,2,0.219
2014,NUTS,2010,ES22,2,0.2412
2016,NUTS,2010,ES22,2,0.257
2017,NUTS,2010,ES22,2,0.2946
2018,NUTS,2010,ES22,2,0.313
2019,NUTS,2010,ES22,2,0.3148
2011,NUTS,2010,ES23,2,0.459
2012,NUTS,2010,ES23,2,0.4775
2013,NUTS,2010,ES23,2,0.4382
2014,NUTS,2010,ES23,2,0.3983
2015,NUTS,2010,ES23,2,0.412
2016,NUTS,2010,ES23,2,0.3855
2017,NUTS,2010,ES23,2,0.449
2018,NUTS,2010,ES23,2,0.4366
2019,NUTS,2010,ES23,2,0.4342
2011,NUTS,2010,ES24,2,0.3061
2012,NUTS,2010,ES24,2,0.2816
2013,NUTS,2010,ES24,2,0.2703
2014,NUTS,2010,ES24,2,0.2683
2015,NUTS,2010,ES24,2,0.267
2016,NUTS,2010,ES24,2,0.2629
2017,NUTS,2010,ES24,2,0.2678
2018,NUTS,2010,ES24,2,0.2804
2019,NUTS,2010,ES24,2,0.2809
2011,NUTS,2010,ES3,1,0.5502
2012,NUTS,2010,ES3,1,0.527
2013,NUTS,2010,ES3,1,0.4929
2014,NUTS,2010,ES3,1,0.509
2015,NUTS,2010,ES3,1,0.5098
2016,NUTS,2010,ES3,1,0.5459
2017,NUTS,2010,ES3,1,0.5381
2018,NUTS,2010,ES3,1,0.5332
2019,NUTS,2010,ES3,1,0.5396
2011,NUTS,2010,ES30,2,0.5502
2012,NUTS,2010,ES30,2,0.527
2013,NUTS,2010,ES30,2,0.4929
2014,NUTS,2010,ES30,2,0.509
2015,NUTS,2010,ES30,2,0.5098
2016,NUTS,2010,ES30,2,0.5459
2017,NUTS,2010,ES30,2,0.5381
2018,NUTS,2010,ES30,2,0.5332
2019,NUTS,2010,ES30,2,0.5396
2011,NUTS,2010,ES4,1,0.1926
2013,NUTS,2010,ES4,1,0.1615
2014,NUTS,2010,ES4,1,0.1523
2015,NUTS,2010,ES4,1,0.1842
2016,NUTS,2010,ES4,1,0.1778
2017,NUTS,2010,ES4,1,0.1886
2018,NUTS,2010,ES4,1,0.2139
2019,NUTS,2010,ES4,1,0.2119
2012,NUTS,2010,ES41,2,0.164
2013,NUTS,2010,ES41,2,0.1597
2014,NUTS,2010,ES41,2,0.1631
2015,NUTS,2010,ES41,2,0.1856
2016,NUTS,2010,ES41,2,0.1694
2017,NUTS,2010,ES41,2,0.1761
2018,NUTS,2010,ES41,2,0.1885
2019,NUTS,2010,ES41,2,0.194
2013,NUTS,2010,ES42,2,0.1841
2014,NUTS,2010,ES42,2,0.1737
2015,NUTS,2010,ES42,2,0.2181
2016,NUTS,2010,ES42,2,0.2238
2017,NUTS,2010,ES42,2,0.2322
2018,NUTS,2010,ES42,2,0.2767
2019,NUTS,2010,ES42,2,0.2619
2011,NUTS,2010,ES43,2,0.1747
2012,NUTS,2010,ES43,2,0.1563
2013,NUTS,2010,ES43,2,0.1224
2014,NUTS,2010,ES43,2,0.0846
2015,NUTS,2010,ES43,2,0.1143
2016,NUTS,2010,ES43,2,0.1077
2017,NUTS,2010,ES43,2,0.1321
2018,NUTS,2010,ES43,2,0.1492
2019,NUTS,2010,ES43,2,0.1555
2011,NUTS,2010,ES5,1,0.2801
2012,NUTS,2010,ES5,1,0.2718
2013,NUTS,2010,ES5,1,0.2698
2014,NUTS,2010,ES5,1,0.27
2015,NUTS,2010,ES5,1,0.2763
2016,NUTS,2010,ES5,1,0.2749
2017,NUTS,2010,ES5,1,0.3016
2018,NUTS,2010,ES5,1,0.2979
2019,NUTS,2010,ES5,1,0.3039
2011,NUTS,2010,ES51,2,0.3404
2012,NUTS,2010,ES51,2,0.3426
2013,NUTS,2010,ES51,2,0.3447
2014,NUTS,2010,ES51,2,0.3413
2015,NUTS,2010,ES51,2,0.3588
2016,NUTS,2010,ES51,2,0.3478
2017,NUTS,2010,ES51,2,0.391
2018,NUTS,2010,ES51,2,0.3917
2019,NUTS,2010,ES51,2,0.3937
2011,NUTS,2010,ES52,2,0.1913
2012,NUTS,2010,ES52,2,0.177
2013,NUTS,2010,ES52,2,0.1713
2014,NUTS,2010,ES52,2,0.1749
2015,NUTS,2010,ES52,2,0.1627
2016,NUTS,2010,ES52,2,0.1758
2017,NUTS,2010,ES52,2,0.1675
2018,NUTS,2010,ES52,2,0.1668
2019,NUTS,2010,ES52,2,0.172
2011,NUTS,2010,ES53,2,0.2419
2012,NUTS,2010,ES53,2,0.191
2013,NUTS,2010,ES53,2,0.1796
2014,NUTS,2010,ES53,2,0.1871
2015,NUTS,2010,ES53,2,0.2053
2016,NUTS,2010,ES53,2,0.2078
2017,NUTS,2010,ES53,2,0.2631
2018,NUTS,2010,ES53,2,0.2185
2019,NUTS,2010,ES53,2,0.241
2011,NUTS,2010,ES6,1,0.1945
2012,NUTS,2010,ES6,1,0.1819
2013,NUTS,2010,ES6,1,0.1766
2014,NUTS,2010,ES6,1,0.1806
2015,NUTS,2010,ES6,1,0.2301
2016,NUTS,2010,ES6,1,0.2235
2017,NUTS,2010,ES6,1,0.2251
2018,NUTS,2010,ES6,1,0.2196
2019,NUTS,2010,ES6,1,0.2315
2011,NUTS,2010,ES61,2,0.2038
2012,NUTS,2010,ES61,2,0.1933
2013,NUTS,2010,ES61,2,0.1893
2014,NUTS,2010,ES61,2,0.1937
2015,NUTS,2010,ES61,2,0.2508
2016,NUTS,2010,ES61,2,0.242
2017,NUTS,2010,ES61,2,0.2444
2018,NUTS,2010,ES61,2,0.2396
2019,NUTS,2010,ES61,2,0.2523
2012,NUTS,2010,ES62,2,0.1339
2013,NUTS,2010,ES62,2,0.1208
2014,NUTS,2010,ES62,2,0.1222
2015,NUTS,2010,ES62,2,0.1281
2016,NUTS,2010,ES62,2,0.1358
2017,NUTS,2010,ES62,2,0.1379
2018,NUTS,2010,ES62,2,0.1316
2019,NUTS,2010,ES62,2,0.138
2011,NUTS,2010,ES7,1,0.1158
2012,NUTS,2010,ES7,1,0.1121
2013,NUTS,2010,ES7,1,0.1002
2014,NUTS,2010,ES7,1,0.0979
2015,NUTS,2010,ES7,1,0.1079
2016,NUTS,2010,ES7,1,0.1021
2017,NUTS,2010,ES7,1,0.1127
2018,NUTS,2010,ES7,1,0.1172
2019,NUTS,2010,ES7,1,0.1024
2011,NUTS,2010,ES70,2,0.1158
2012,NUTS,2010,ES70,2,0.1121
2013,NUTS,2010,ES70,2,0.1002
2014,NUTS,2010,ES70,2,0.0979
2015,NUTS,2010,ES70,2,0.1079
2016,NUTS,2010,ES70,2,0.1021
2017,NUTS,2010,ES70,2,0.1127
2018,NUTS,2010,ES70,2,0.1172
2019,NUTS,2010,ES70,2,0.1024
2011,NUTS,2010,EU27_2020,7,0.2142
2012,NUTS,2010,EU27_2020,7,0.2187
2013,NUTS,2010,EU27_2020,7,0.2175
2014,NUTS,2010,EU27_2020,7,0.221
2015,NUTS,2010,EU27_2020,7,0.2315
2016,NUTS,2010,EU27_2020,7,0.226
2017,NUTS,2010,EU27_2020,7,0.232
2018,NUTS,2010,EU27_2020,7,0.238
2019,NUTS,2010,EU27_2020,7,0.2445
2011,NUTS,2010,FI,0,0.34
2012,NUTS,2010,FI,0,0.3101
2013,NUTS,2010,FI,0,0.3041
2014,NUTS,2010,FI,0,0.2764
2015,NUTS,2010,FI,0,0.2316
2016,NUTS,2010,FI,0,0.2026
2017,NUTS,2010,FI,0,0.2257
2018,NUTS,2010,FI,0,0.2237
2019,NUTS,2010,FI,0,0.2165
2011,NUTS,2010,FR,0,0.1613
2012,NUTS,2010,FR,0,0.159
2013,NUTS,2010,FR,0,0.159
2014,NUTS,2010,FR,0,0.1568
2016,NUTS,2010,FR,0,0.1596
2017,NUTS,2010,FR,0,0.1592
2011,NUTS,2010,HR,0,0.3202
2012,NUTS,2010,HR,0,0.3162
2013,NUTS,2010,HR,0,0.3067
2014,NUTS,2010,HR,0,0.2842
2015,NUTS,2010,HR,0,0.2725
2016,NUTS,2010,HR,0,0.2729
2017,NUTS,2010,HR,0,0.2892
2018,NUTS,2010,HR,0,0.2987
2019,NUTS,2010,HR,0,0.3192
2020,NUTS,2010,HR,0,0.3548
2011,NUTS,2010,HR0,1,0.3124
2012,NUTS,2010,HR0,1,0.3099
2013,NUTS,2010,HR0,1,0.3022
2014,NUTS,2010,HR0,1,0.2802
2015,NUTS,2010,HR0,1,0.2688
2016,NUTS,2010,HR0,1,0.2702
2017,NUTS,2010,HR0,1,0.286
2018,NUTS,2010,HR0,1,0.295
2019,NUTS,2010,HR0,1,0.3145
2020,NUTS,2010,HR0,1,0.3505
2011,NUTS,2010,HR03,2,0.0724
2012,NUTS,2010,HR03,2,0.0759
2013,NUTS,2010,HR03,2,0.0743
2014,NUTS,2010,HR03,2,0.0441
2015,NUTS,2010,HR03,2,0.0412
2016,NUTS,2010,HR03,2,0.079
2017,NUTS,2010,HR03,2,0.0857
2018,NUTS,2010,HR03,2,0.0996
2019,NUTS,2010,HR03,2,0.1277
2020,NUTS,2010,HR03,2,0.1307
2011,NUTS,2010,HR04,2,0.4218
2012,NUTS,2010,HR04,2,0.4167
2013,NUTS,2010,HR04,2,0.4048
2014,NUTS,2010,HR04,2,0.3967
2015,NUTS,2010,HR04,2,0.3815
2016,NUTS,2010,HR04,2,0.3606
2017,NUTS,2010,HR04,2,0.383
2018,NUTS,2010,HR04,2,0.3894
2019,NUTS,2010,HR04,2,0.4034
2011,NUTS,2010,HU,0,0.2391
2012,NUTS,2010,HU,0,0.2227
2013,NUTS,2010,HU,0,0.2133
2014,NUTS,2010,HU,0,0.2137
2015,NUTS,2010,HU,0,0.2342
2016,NUTS,2010,HU,0,0.2015
2017,NUTS,2010,HU,0,0.1991
2018,NUTS,2010,HU,0,0.2114
2019,NUTS,2010,HU,0,0.2938
2011,NUTS,2010,HU1,1,0.6355
2012,NUTS,2010,HU1,1,0.5746
2013,NUTS,2010,HU1,1,0.5266
2014,NUTS,2010,HU1,1,0.5155
2015,NUTS,2010,HU1,1,0.5903
2016,NUTS,2010,HU1,1,0.4868
2017,NUTS,2010,HU1,1,0.5028
2018,NUTS,2010,HU1,1,0.5302
2019,NUTS,2010,HU1,1,0.752
2011,NUTS,2010,HU10,2,0.6355
2012,NUTS,2010,HU10,2,0.5746
2013,NUTS,2010,HU10,2,0.5266
2014,NUTS,2010,HU10,2,0.5155
2015,NUTS,2010,HU10,2,0.5903
2016,NUTS,2010,HU10,2,0.4868
2017,NUTS,2010,HU11,2,0.7105
2018,NUTS,2010,HU11,2,0.7711
2019,NUTS,2010,HU11,2,1.1436
2017,NUTS,2010,HU12,2,0.1769
2018,NUTS,2010,HU12,2,0.1638
2019,NUTS,2010,HU12,2,0.186
2011,NUTS,2010,HU2,1,0.0671
2012,NUTS,2010,HU2,1,0.0748
2013,NUTS,2010,HU2,1,0.1056
2014,NUTS,2010,HU2,1,0.0966
2015,NUTS,2010,HU2,1,0.0942
2016,NUTS,2010,HU2,1,0.0937
2017,NUTS,2010,HU2,1,0.0919
2018,NUTS,2010,HU2,1,0.0888
2019,NUTS,2010,HU2,1,0.116
2011,NUTS,2010,HU21,2,0.0821
2012,NUTS,2010,HU21,2,0.1661
2013,NUTS,2010,HU21,2,0.1693
2014,NUTS,2010,HU21,2,0.1713
2015,NUTS,2010,HU21,2,0.1561
2016,NUTS,2010,HU21,2,0.156
2017,NUTS,2010,HU21,2,0.1543
2018,NUTS,2010,HU21,2,0.1571
2019,NUTS,2010,HU21,2,0.2137
2011,NUTS,2010,HU22,2,0.0606
2012,NUTS,2010,HU22,2,0.0235
2013,NUTS,2010,HU22,2,0.0601
2014,NUTS,2010,HU22,2,0.0526
2015,NUTS,2010,HU22,2,0.0585
2016,NUTS,2010,HU22,2,0.0585
2017,NUTS,2010,HU22,2,0.0531
2018,NUTS,2010,HU22,2,0.0827
2019,NUTS,2010,HU22,2,0.0989
2011,NUTS,2010,HU23,2,0.0555
2012,NUTS,2010,HU23,2,0.0186
2013,NUTS,2010,HU23,2,0.08
2014,NUTS,2010,HU23,2,0.0557
2015,NUTS,2010,HU23,2,0.0574
2016,NUTS,2010,HU23,2,0.0579
2017,NUTS,2010,HU23,2,0.0596
2018,NUTS,2010,HU23,2,0.0105
2019,NUTS,2010,HU23,2,0.0113
2011,NUTS,2010,HU3,1,0.0843
2012,NUTS,2010,HU3,1,0.0728
2013,NUTS,2010,HU3,1,0.065
2014,NUTS,2010,HU3,1,0.0772
2015,NUTS,2010,HU3,1,0.0753
2016,NUTS,2010,HU3,1,0.069
2017,NUTS,2010,HU3,1,0.0506
2018,NUTS,2010,HU3,1,0.0643
2019,NUTS,2010,HU3,1,0.0678
2011,NUTS,2010,HU31,2,0.0327
2012,NUTS,2010,HU31,2,0.0111
2013,NUTS,2010,HU31,2,0.0099
2014,NUTS,2010,HU31,2,0.0023
2015,NUTS,2010,HU31,2,0.0027
2016,NUTS,2010,HU31,2,0.0013
2017,NUTS,2010,HU31,2,0.0022
2018,NUTS,2010,HU31,2,0.003
2019,NUTS,2010,HU31,2,0.0063
2011,NUTS,2010,HU32,2,0.0555
2012,NUTS,2010,HU32,2,0.043
2013,NUTS,2010,HU32,2,0.0219
2014,NUTS,2010,HU32,2,0.0822
2015,NUTS,2010,HU32,2,0.0755
2016,NUTS,2010,HU32,2,0.072
2017,NUTS,2010,HU32,2,0.0193
2018,NUTS,2010,HU32,2,0.0215
2019,NUTS,2010,HU32,2,0.0327
2011,NUTS,2010,HU33,2,0.1623
2012,NUTS,2010,HU33,2,0.1601
2013,NUTS,2010,HU33,2,0.1602
2014,NUTS,2010,HU33,2,0.1358
2015,NUTS,2010,HU33,2,0.137
2016,NUTS,2010,HU33,2,0.1223
2017,NUTS,2010,HU33,2,0.1287
2018,NUTS,2010,HU33,2,0.1683
2019,NUTS,2010,HU33,2,0.1608
2011,NUTS,2010,IE,0,0.046
2012,NUTS,2010,IE,0,0.0427
2013,NUTS,2010,IE,0,0.0375
2014,NUTS,2010,IE,0,0.0381
2015,NUTS,2010,IE,0,0.0444
2017,NUTS,2010,IE,0,0.0509
2019,NUTS,2010,IE,0,0.0603
2011,NUTS,2010,IE0,1,0.0453
2012,NUTS,2010,IE0,1,0.042
2013,NUTS,2010,IE0,1,0.0369
2011,NUTS,2010,IE01,2,0.0268
2012,NUTS,2010,IE01,2,0.0248
2013,NUTS,2010,IE01,2,0.0216
2011,NUTS,2010,IE02,2,0.0515
2012,NUTS,2010,IE02,2,0.0479
2013,NUTS,2010,IE02,2,0.0421
2011,NUTS,2010,IS,0,0.4159
2013,NUTS,2010,IS,0,0.1857
2015,NUTS,2010,IS,0,0.154
2016,NUTS,2010,IS,0,0.1602
2017,NUTS,2010,IS,0,0.1618
2018,NUTS,2010,IS,0,0.16
2011,NUTS,2010,IT,0,0.2262
2012,NUTS,2010,IT,0,0.2318
2013,NUTS,2010,IT,0,0.2423
2014,NUTS,2010,IT,0,0.2368
2015,NUTS,2010,IT,0,0.2479
2016,NUTS,2010,IT,0,0.2438
2017,NUTS,2010,IT,0,0.245
2018,NUTS,2010,IT,0,0.2517
2019,NUTS,2010,IT,0,0.2554
2011,NUTS,2010,ITC,1,0.1464
2012,NUTS,2010,ITC,1,0.1574
2013,NUTS,2010,ITC,1,0.1729
2014,NUTS,2010,ITC,1,0.1775
2015,NUTS,2010,ITC,1,0.182
2016,NUTS,2010,ITC,1,0.1799
2017,NUTS,2010,ITC,1,0.1761
2018,NUTS,2010,ITC,1,0.1869
2019,NUTS,2010,ITC,1,0.1907
2011,NUTS,2010,ITC1,2,0.0682
2012,NUTS,2010,ITC1,2,0.0812
2013,NUTS,2010,ITC1,2,0.0701
2014,NUTS,2010,ITC1,2,0.0749
2015,NUTS,2010,ITC1,2,0.0869
2016,NUTS,2010,ITC1,2,0.0831
2017,NUTS,2010,ITC1,2,0.0798
2018,NUTS,2010,ITC1,2,0.0926
2019,NUTS,2010,ITC1,2,0.0792
2011,NUTS,2010,ITC2,2,0.1654
2012,NUTS,2010,ITC2,2,0.1209
2013,NUTS,2010,ITC2,2,0.1136
2014,NUTS,2010,ITC2,2,0.1164
2015,NUTS,2010,ITC2,2,0.0691
2016,NUTS,2010,ITC2,2,0.0616
2017,NUTS,2010,ITC2,2,0.2029
2018,NUTS,2010,ITC2,2,0.1043
2019,NUTS,2010,ITC2,2,0.0932
2011,NUTS,2010,ITC3,2,0.175
2012,NUTS,2010,ITC3,2,0.2415
2013,NUTS,2010,ITC3,2,0.2528
2014,NUTS,2010,ITC3,2,0.2779
2015,NUTS,2010,ITC3,2,0.2873
2016,NUTS,2010,ITC3,2,0.2917
2017,NUTS,2010,ITC3,2,0.2936
2018,NUTS,2010,ITC3,2,0.3011
2019,NUTS,2010,ITC3,2,0.3357
2011,NUTS,2010,ITC4,2,0.1785
2012,NUTS,2010,ITC4,2,0.1799
2013,NUTS,2010,ITC4,2,0.2067
2014,NUTS,2010,ITC4,2,0.2086
2015,NUTS,2010,ITC4,2,0.2098
2016,NUTS,2010,ITC4,2,0.2079
2017,NUTS,2010,ITC4,2,0.2012
2018,NUTS,2010,ITC4,2,0.2118
2019,NUTS,2010,ITC4,2,0.2183
2011,NUTS,2010,ITF,1,0.1483
2012,NUTS,2010,ITF,1,0.1506
2013,NUTS,2010,ITF,1,0.161
2014,NUTS,2010,ITF,1,0.1713
2015,NUTS,2010,ITF,1,0.1831
2016,NUTS,2010,ITF,1,0.1685
2017,NUTS,2010,ITF,1,0.1715
2018,NUTS,2010,ITF,1,0.1714
2019,NUTS,2010,ITF,1,0.184
2011,NUTS,2010,ITF1,2,0.1484
2012,NUTS,2010,ITF1,2,0.138
2013,NUTS,2010,ITF1,2,0.1527
2014,NUTS,2010,ITF1,2,0.1561
2015,NUTS,2010,ITF1,2,0.1662
2016,NUTS,2010,ITF1,2,0.1518
2017,NUTS,2010,ITF1,2,0.1609
2018,NUTS,2010,ITF1,2,0.1626
2019,NUTS,2010,ITF1,2,0.1701
2011,NUTS,2010,ITF2,2,0.0527
2012,NUTS,2010,ITF2,2,0.0489
2013,NUTS,2010,ITF2,2,0.049
2014,NUTS,2010,ITF2,2,0.053
2015,NUTS,2010,ITF2,2,0.0832
2016,NUTS,2010,ITF2,2,0.0733
2017,NUTS,2010,ITF2,2,0.0639
2018,NUTS,2010,ITF2,2,0.0757
2019,NUTS,2010,ITF2,2,0.082
2011,NUTS,2010,ITF3,2,0.1812
2012,NUTS,2010,ITF3,2,0.1844
2013,NUTS,2010,ITF3,2,0.1933
2014,NUTS,2010,ITF3,2,0.2019
2015,NUTS,2010,ITF3,2,0.218
2016,NUTS,2010,ITF3,2,0.2003
2017,NUTS,2010,ITF3,2,0.1883
2018,NUTS,2010,ITF3,2,0.1866
2019,NUTS,2010,ITF3,2,0.2031
2011,NUTS,2010,ITF4,2,0.1468
2012,NUTS,2010,ITF4,2,0.1476
2013,NUTS,2010,ITF4,2,0.1545
2014,NUTS,2010,ITF4,2,0.1774
2015,NUTS,2010,ITF4,2,0.1807
2016,NUTS,2010,ITF4,2,0.1744
2017,NUTS,2010,ITF4,2,0.1972
2018,NUTS,2010,ITF4,2,0.2021
2019,NUTS,2010,ITF4,2,0.2111
2011,NUTS,2010,ITF5,2,0.2214
2012,NUTS,2010,ITF5,2,0.2422
2013,NUTS,2010,ITF5,2,0.2287
2014,NUTS,2010,ITF5,2,0.25
2015,NUTS,2010,ITF5,2,0.2622
2016,NUTS,2010,ITF5,2,0.2431
2017,NUTS,2010,ITF5,2,0.2451
2018,NUTS,2010,ITF5,2,0.2447
2019,NUTS,2010,ITF5,2,0.2578
2011,NUTS,2010,ITF6,2,0.0603
2012,NUTS,2010,ITF6,2,0.066
2013,NUTS,2010,ITF6,2,0.0852
2014,NUTS,2010,ITF6,2,0.0821
2015,NUTS,2010,ITF6,2,0.0954
2016,NUTS,2010,ITF6,2,0.0725
2017,NUTS,2010,ITF6,2,0.0747
2018,NUTS,2010,ITF6,2,0.0692
2019,NUTS,2010,ITF6,2,0.0801
2011,NUTS,2010,ITG,1,0.1579
2012,NUTS,2010,ITG,1,0.1603
2013,NUTS,2010,ITG,1,0.1837
2014,NUTS,2010,ITG,1,0.1934
2015,NUTS,2010,ITG,1,0.1944
2016,NUTS,2010,ITG,1,0.181
2017,NUTS,2010,ITG,1,0.1845
2018,NUTS,2010,ITG,1,0.1771
2019,NUTS,2010,ITG,1,0.187
2011,NUTS,2010,ITG1,2,0.1426
2012,NUTS,2010,ITG1,2,0.152
2013,NUTS,2010,ITG1,2,0.1769
2014,NUTS,2010,ITG1,2,0.1888
2015,NUTS,2010,ITG1,2,0.1918
2016,NUTS,2010,ITG1,2,0.178
2017,NUTS,2010,ITG1,2,0.1867
2018,NUTS,2010,ITG1,2,0.1833
2019,NUTS,2010,ITG1,2,0.1885
2011,NUTS,2010,ITG2,2,0.1903
2012,NUTS,2010,ITG2,2,0.1782
2013,NUTS,2010,ITG2,2,0.199
2014,NUTS,2010,ITG2,2,0.2036
2015,NUTS,2010,ITG2,2,0.1998
2016,NUTS,2010,ITG2,2,0.1878
2017,NUTS,2010,ITG2,2,0.1795
2018,NUTS,2010,ITG2,2,0.1633
2019,NUTS,2010,ITG2,2,0.1839
2011,NUTS,2010,ITH,1,0.2076
2012,NUTS,2010,ITH,1,0.217
2013,NUTS,2010,ITH,1,0.2301
2014,NUTS,2010,ITH,1,0.1899
2015,NUTS,2010,ITH,1,0.1995
2016,NUTS,2010,ITH,1,0.1968
2017,NUTS,2010,ITH,1,0.2091
2018,NUTS,2010,ITH,1,0.2101
2019,NUTS,2010,ITH,1,0.2049
2011,NUTS,2010,ITH1,2,0.2631
2012,NUTS,2010,ITH1,2,0.2339
2013,NUTS,2010,ITH1,2,0.2436
2014,NUTS,2010,ITH1,2,0.0246
2015,NUTS,2010,ITH1,2,0.0106
2016,NUTS,2010,ITH1,2,0.0213
2017,NUTS,2010,ITH1,2,0.0136
2018,NUTS,2010,ITH1,2,0.1063
2019,NUTS,2010,ITH1,2,0.1098
2011,NUTS,2010,ITH2,2,0.4855
2012,NUTS,2010,ITH2,2,0.5028
2013,NUTS,2010,ITH2,2,0.6076
2014,NUTS,2010,ITH2,2,0.5485
2015,NUTS,2010,ITH2,2,0.6295
2016,NUTS,2010,ITH2,2,0.5436
2017,NUTS,2010,ITH2,2,0.7219
2018,NUTS,2010,ITH2,2,0.6885
2019,NUTS,2010,ITH2,2,0.6136
2011,NUTS,2010,ITH3,2,0.1172
2012,NUTS,2010,ITH3,2,0.1162
2013,NUTS,2010,ITH3,2,0.1207
2014,NUTS,2010,ITH3,2,0.1129
2015,NUTS,2010,ITH3,2,0.1172
2016,NUTS,2010,ITH3,2,0.1131
2017,NUTS,2010,ITH3,2,0.1195
2018,NUTS,2010,ITH3,2,0.1136
2019,NUTS,2010,ITH3,2,0.1065
2011,NUTS,2010,ITH4,2,0.2101
2012,NUTS,2010,ITH4,2,0.2307
2013,NUTS,2010,ITH4,2,0.211
2014,NUTS,2010,ITH4,2,0.2867
2015,NUTS,2010,ITH4,2,0.3251
2016,NUTS,2010,ITH4,2,0.3128
2017,NUTS,2010,ITH4,2,0.368
2018,NUTS,2010,ITH4,2,0.3767
2019,NUTS,2010,ITH4,2,0.3676
2011,NUTS,2010,ITH5,2,0.2608
2012,NUTS,2010,ITH5,2,0.2804
2013,NUTS,2010,ITH5,2,0.2992
2014,NUTS,2010,ITH5,2,0.2226
2015,NUTS,2010,ITH5,2,0.2222
2016,NUTS,2010,ITH5,2,0.2325
2017,NUTS,2010,ITH5,2,0.2238
2018,NUTS,2010,ITH5,2,0.2245
2019,NUTS,2010,ITH5,2,0.2297
2011,NUTS,2010,ITI,1,0.4306
2012,NUTS,2010,ITI,1,0.4273
2013,NUTS,2010,ITI,1,0.4162
2014,NUTS,2010,ITI,1,0.4075
2015,NUTS,2010,ITI,1,0.4282
2016,NUTS,2010,ITI,1,0.4351
2017,NUTS,2010,ITI,1,0.4267
2018,NUTS,2010,ITI,1,0.4409
2019,NUTS,2010,ITI,1,0.441
2011,NUTS,2010,ITI1,2,0.1759
2012,NUTS,2010,ITI1,2,0.1833
