year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_pc_emp_fte_rse_t
2012,NUTS,2010,DK02,2,0.2787
2013,NUTS,2010,DK02,2,0.242
2014,NUTS,2010,DK02,2,0.1767
2015,NUTS,2010,DK02,2,0.1886
2016,NUTS,2010,DK02,2,0.2044
2017,NUTS,2010,DK02,2,0.2444
2019,NUTS,2010,DK02,2,0.249
2011,NUTS,2010,DK03,2,0.473
2012,NUTS,2010,DK03,2,0.5349
2013,NUTS,2010,DK03,2,0.54
2014,NUTS,2010,DK03,2,0.6299
2015,NUTS,2010,DK03,2,0.6307
2016,NUTS,2010,DK03,2,0.7181
2017,NUTS,2010,DK03,2,0.4727
2019,NUTS,2010,DK03,2,0.5309
2011,NUTS,2010,DK04,2,0.6097
2012,NUTS,2010,DK04,2,0.6982
2013,NUTS,2010,DK04,2,0.6998
2014,NUTS,2010,DK04,2,0.7201
2015,NUTS,2010,DK04,2,0.7136
2016,NUTS,2010,DK04,2,0.7448
2017,NUTS,2010,DK04,2,0.7493
2019,NUTS,2010,DK04,2,0.9055
2011,NUTS,2010,DK05,2,0.2167
2012,NUTS,2010,DK05,2,0.2367
2013,NUTS,2010,DK05,2,0.1833
2014,NUTS,2010,DK05,2,0.2341
2015,NUTS,2010,DK05,2,0.2335
2016,NUTS,2010,DK05,2,0.3492
2017,NUTS,2010,DK05,2,0.291
2019,NUTS,2010,DK05,2,0.1982
2011,NUTS,2010,EA19,2,0.4012
2012,NUTS,2010,EA19,2,0.4284
2013,NUTS,2010,EA19,2,0.4442
2014,NUTS,2010,EA19,2,0.448
2015,NUTS,2010,EA19,2,0.4755
2016,NUTS,2010,EA19,2,0.4838
2017,NUTS,2010,EA19,2,0.5132
2018,NUTS,2010,EA19,2,0.537
2019,NUTS,2010,EA19,2,0.5581
2020,NUTS,2010,EA19,2,0.5794
2011,NUTS,2010,EE,0,0.2571
2012,NUTS,2010,EE,0,0.2376
2013,NUTS,2010,EE,0,0.2294
2014,NUTS,2010,EE,0,0.2096
2015,NUTS,2010,EE,0,0.1885
2016,NUTS,2010,EE,0,0.2154
2017,NUTS,2010,EE,0,0.2536
2018,NUTS,2010,EE,0,0.2635
2019,NUTS,2010,EE,0,0.3086
2020,NUTS,2010,EE,0,0.3409
2011,NUTS,2010,EL,0,0.1015
2012,NUTS,2010,EL,0,0.1206
2013,NUTS,2010,EL,0,0.1221
2014,NUTS,2010,EL,0,0.1425
2015,NUTS,2010,EL,0,0.1421
2016,NUTS,2010,EL,0,0.1562
2017,NUTS,2010,EL,0,0.2637
2018,NUTS,2010,EL,0,0.2696
2019,NUTS,2010,EL,0,0.2707
2020,NUTS,2010,EL,0,0.3197
2011,NUTS,2010,EL3,1,0.1645
2013,NUTS,2010,EL3,1,0.2312
2015,NUTS,2010,EL3,1,0.2785
2017,NUTS,2010,EL3,1,0.4989
2019,NUTS,2010,EL3,1,0.5084
2011,NUTS,2010,EL30,2,0.1645
2013,NUTS,2010,EL30,2,0.2312
2015,NUTS,2010,EL30,2,0.2785
2017,NUTS,2010,EL30,2,0.4989
2019,NUTS,2010,EL30,2,0.5084
2011,NUTS,2010,EL4,1,0.0132
2013,NUTS,2010,EL4,1,0.0203
2015,NUTS,2010,EL4,1,0.0316
2017,NUTS,2010,EL4,1,0.0635
2019,NUTS,2010,EL4,1,0.0523
2011,NUTS,2010,EL41,2,0.0015
2013,NUTS,2010,EL41,2,0.0035
2015,NUTS,2010,EL41,2,0.0229
2017,NUTS,2010,EL41,2,0.0251
2019,NUTS,2010,EL41,2,0.0536
2011,NUTS,2010,EL42,2,0.0124
2013,NUTS,2010,EL42,2,0.0034
2015,NUTS,2010,EL42,2,0.0028
2017,NUTS,2010,EL42,2,0.0109
2019,NUTS,2010,EL42,2,0.0071
2011,NUTS,2010,EL43,2,0.0168
2013,NUTS,2010,EL43,2,0.035
2015,NUTS,2010,EL43,2,0.0526
2017,NUTS,2010,EL43,2,0.1034
2019,NUTS,2010,EL43,2,0.0757
2011,NUTS,2010,EL5,1,0.0844
2013,NUTS,2010,EL5,1,0.0567
2015,NUTS,2010,EL5,1,0.0679
2017,NUTS,2010,EL5,1,0.1502
2019,NUTS,2010,EL5,1,0.1381
2011,NUTS,2010,EL51,2,0.0307
2013,NUTS,2010,EL51,2,0.0266
2015,NUTS,2010,EL51,2,0.0416
2017,NUTS,2010,EL51,2,0.1213
2019,NUTS,2010,EL51,2,0.057
2011,NUTS,2010,EL52,2,0.1222
2013,NUTS,2010,EL52,2,0.0768
2015,NUTS,2010,EL52,2,0.0881
2017,NUTS,2010,EL52,2,0.1842
2019,NUTS,2010,EL52,2,0.182
2011,NUTS,2010,EL53,2,0.0263
2013,NUTS,2010,EL53,2,0.0497
2015,NUTS,2010,EL53,2,0.0543
2017,NUTS,2010,EL53,2,0.0558
2019,NUTS,2010,EL53,2,0.0478
2011,NUTS,2010,EL54,2,0.0161
2013,NUTS,2010,EL54,2,0.0087
2015,NUTS,2010,EL54,2,0.0124
2017,NUTS,2010,EL54,2,0.0794
2019,NUTS,2010,EL54,2,0.1122
2011,NUTS,2010,EL6,1,0.0527
2013,NUTS,2010,EL6,1,0.064
2015,NUTS,2010,EL6,1,0.0585
2017,NUTS,2010,EL6,1,0.1111
2019,NUTS,2010,EL6,1,0.1317
2011,NUTS,2010,EL61,2,0.0059
2013,NUTS,2010,EL61,2,0.0186
2015,NUTS,2010,EL61,2,0.0218
2017,NUTS,2010,EL61,2,0.0544
2019,NUTS,2010,EL61,2,0.109
2011,NUTS,2010,EL62,2,0.0017
2013,NUTS,2010,EL62,2,0.0013
2015,NUTS,2010,EL62,2,0.0281
2017,NUTS,2010,EL62,2,0.0094
2019,NUTS,2010,EL62,2,0.053
2011,NUTS,2010,EL63,2,0.0886
2013,NUTS,2010,EL63,2,0.1305
2015,NUTS,2010,EL63,2,0.1098
2017,NUTS,2010,EL63,2,0.2012
2019,NUTS,2010,EL63,2,0.2071
2011,NUTS,2010,EL64,2,0.1103
2013,NUTS,2010,EL64,2,0.1222
2015,NUTS,2010,EL64,2,0.102
2017,NUTS,2010,EL64,2,0.1938
2019,NUTS,2010,EL64,2,0.1838
2011,NUTS,2010,EL65,2,0.037
2013,NUTS,2010,EL65,2,0.0217
2015,NUTS,2010,EL65,2,0.0181
2017,NUTS,2010,EL65,2,0.0457
2019,NUTS,2010,EL65,2,0.0631
2011,NUTS,2010,ES,0,0.2458
2012,NUTS,2010,ES,0,0.257
2013,NUTS,2010,ES,0,0.263
2014,NUTS,2010,ES,0,0.2597
2015,NUTS,2010,ES,0,0.2548
2016,NUTS,2010,ES,0,0.2597
2017,NUTS,2010,ES,0,0.2658
2018,NUTS,2010,ES,0,0.2841
2019,NUTS,2010,ES,0,0.2805
2020,NUTS,2010,ES,0,0.2917
2011,NUTS,2010,ES1,1,0.1624
2012,NUTS,2010,ES1,1,0.1627
2013,NUTS,2010,ES1,1,0.1698
2014,NUTS,2010,ES1,1,0.175
2015,NUTS,2010,ES1,1,0.1629
2016,NUTS,2010,ES1,1,0.1883
2017,NUTS,2010,ES1,1,0.2057
2018,NUTS,2010,ES1,1,0.2187
2019,NUTS,2010,ES1,1,0.2294
2011,NUTS,2010,ES11,2,0.1501
2012,NUTS,2010,ES11,2,0.1564
2013,NUTS,2010,ES11,2,0.1615
2014,NUTS,2010,ES11,2,0.1778
2015,NUTS,2010,ES11,2,0.1668
2016,NUTS,2010,ES11,2,0.2033
2017,NUTS,2010,ES11,2,0.225
2018,NUTS,2010,ES11,2,0.2428
2019,NUTS,2010,ES11,2,0.2494
2011,NUTS,2010,ES12,2,0.2179
2012,NUTS,2010,ES12,2,0.2105
2013,NUTS,2010,ES12,2,0.2272
2014,NUTS,2010,ES12,2,0.2123
2015,NUTS,2010,ES12,2,0.1884
2016,NUTS,2010,ES12,2,0.1962
2017,NUTS,2010,ES12,2,0.1996
2018,NUTS,2010,ES12,2,0.2058
2019,NUTS,2010,ES12,2,0.2361
2011,NUTS,2010,ES13,2,0.1254
2012,NUTS,2010,ES13,2,0.1128
2013,NUTS,2010,ES13,2,0.112
2014,NUTS,2010,ES13,2,0.1004
2015,NUTS,2010,ES13,2,0.1033
2016,NUTS,2010,ES13,2,0.109
2017,NUTS,2010,ES13,2,0.13
2018,NUTS,2010,ES13,2,0.1314
2019,NUTS,2010,ES13,2,0.1287
2011,NUTS,2010,ES2,1,0.537
2012,NUTS,2010,ES2,1,0.5702
2013,NUTS,2010,ES2,1,0.5815
2014,NUTS,2010,ES2,1,0.58
2015,NUTS,2010,ES2,1,0.567
2016,NUTS,2010,ES2,1,0.5701
2017,NUTS,2010,ES2,1,0.5837
2018,NUTS,2010,ES2,1,0.5949
2019,NUTS,2010,ES2,1,0.5922
2011,NUTS,2010,ES21,2,0.787
2012,NUTS,2010,ES21,2,0.8621
2013,NUTS,2010,ES21,2,0.881
2014,NUTS,2010,ES21,2,0.8767
2015,NUTS,2010,ES21,2,0.8555
2016,NUTS,2010,ES21,2,0.8515
2017,NUTS,2010,ES21,2,0.9074
2018,NUTS,2010,ES21,2,0.9365
2019,NUTS,2010,ES21,2,0.931
2011,NUTS,2010,ES22,2,0.4917
2012,NUTS,2010,ES22,2,0.4898
2013,NUTS,2010,ES22,2,0.4996
2014,NUTS,2010,ES22,2,0.4822
2015,NUTS,2010,ES22,2,0.5445
2016,NUTS,2010,ES22,2,0.5314
2017,NUTS,2010,ES22,2,0.4607
2018,NUTS,2010,ES22,2,0.4298
2019,NUTS,2010,ES22,2,0.4139
2011,NUTS,2010,ES23,2,0.2013
2012,NUTS,2010,ES23,2,0.2097
2013,NUTS,2010,ES23,2,0.1683
2014,NUTS,2010,ES23,2,0.178
2015,NUTS,2010,ES23,2,0.1553
2016,NUTS,2010,ES23,2,0.156
2017,NUTS,2010,ES23,2,0.1519
2018,NUTS,2010,ES23,2,0.1514
2019,NUTS,2010,ES23,2,0.1497
2011,NUTS,2010,ES24,2,0.2073
2012,NUTS,2010,ES24,2,0.2107
2013,NUTS,2010,ES24,2,0.2147
2014,NUTS,2010,ES24,2,0.2343
2015,NUTS,2010,ES24,2,0.2099
2016,NUTS,2010,ES24,2,0.23
2017,NUTS,2010,ES24,2,0.2293
2018,NUTS,2010,ES24,2,0.233
2019,NUTS,2010,ES24,2,0.2461
2011,NUTS,2010,ES3,1,0.4148
2012,NUTS,2010,ES3,1,0.4174
2013,NUTS,2010,ES3,1,0.4347
2014,NUTS,2010,ES3,1,0.4248
2015,NUTS,2010,ES3,1,0.4155
2016,NUTS,2010,ES3,1,0.4138
2017,NUTS,2010,ES3,1,0.4194
2018,NUTS,2010,ES3,1,0.4687
2019,NUTS,2010,ES3,1,0.4516
2011,NUTS,2010,ES30,2,0.4148
2012,NUTS,2010,ES30,2,0.4174
2013,NUTS,2010,ES30,2,0.4347
2014,NUTS,2010,ES30,2,0.4248
2015,NUTS,2010,ES30,2,0.4155
2016,NUTS,2010,ES30,2,0.4138
2017,NUTS,2010,ES30,2,0.4194
2018,NUTS,2010,ES30,2,0.4687
2019,NUTS,2010,ES30,2,0.4516
2011,NUTS,2010,ES4,1,0.125
2012,NUTS,2010,ES4,1,0.1358
2013,NUTS,2010,ES4,1,0.1262
2014,NUTS,2010,ES4,1,0.1256
2015,NUTS,2010,ES4,1,0.1205
2016,NUTS,2010,ES4,1,0.1217
2017,NUTS,2010,ES4,1,0.1302
2018,NUTS,2010,ES4,1,0.1359
2019,NUTS,2010,ES4,1,0.1407
2011,NUTS,2010,ES41,2,0.1797
2012,NUTS,2010,ES41,2,0.2036
2013,NUTS,2010,ES41,2,0.1848
2014,NUTS,2010,ES41,2,0.1826
2015,NUTS,2010,ES41,2,0.1886
2016,NUTS,2010,ES41,2,0.1701
2017,NUTS,2010,ES41,2,0.1884
2018,NUTS,2010,ES41,2,0.2123
2019,NUTS,2010,ES41,2,0.2196
2011,NUTS,2010,ES42,2,0.093
2012,NUTS,2010,ES42,2,0.0875
2013,NUTS,2010,ES42,2,0.0827
2014,NUTS,2010,ES42,2,0.0872
2015,NUTS,2010,ES42,2,0.0666
2016,NUTS,2010,ES42,2,0.0937
2017,NUTS,2010,ES42,2,0.0864
2018,NUTS,2010,ES42,2,0.0722
2019,NUTS,2010,ES42,2,0.0819
2011,NUTS,2010,ES43,2,0.0469
2012,NUTS,2010,ES43,2,0.0483
2013,NUTS,2010,ES43,2,0.0594
2014,NUTS,2010,ES43,2,0.055
2015,NUTS,2010,ES43,2,0.0516
2016,NUTS,2010,ES43,2,0.0513
2017,NUTS,2010,ES43,2,0.069
2018,NUTS,2010,ES43,2,0.0728
2019,NUTS,2010,ES43,2,0.065
2011,NUTS,2010,ES5,1,0.2296
2012,NUTS,2010,ES5,1,0.2429
2013,NUTS,2010,ES5,1,0.2453
2014,NUTS,2010,ES5,1,0.2443
2015,NUTS,2010,ES5,1,0.2532
2016,NUTS,2010,ES5,1,0.2631
2017,NUTS,2010,ES5,1,0.2694
2018,NUTS,2010,ES5,1,0.2933
2019,NUTS,2010,ES5,1,0.2881
2011,NUTS,2010,ES51,2,0.292
2012,NUTS,2010,ES51,2,0.3162
2013,NUTS,2010,ES51,2,0.3247
2014,NUTS,2010,ES51,2,0.3183
2015,NUTS,2010,ES51,2,0.3442
2016,NUTS,2010,ES51,2,0.3497
2017,NUTS,2010,ES51,2,0.3614
2018,NUTS,2010,ES51,2,0.3918
2019,NUTS,2010,ES51,2,0.3711
2011,NUTS,2010,ES52,2,0.1747
2012,NUTS,2010,ES52,2,0.1776
2013,NUTS,2010,ES52,2,0.1731
2014,NUTS,2010,ES52,2,0.1796
2015,NUTS,2010,ES52,2,0.1659
2016,NUTS,2010,ES52,2,0.1839
2017,NUTS,2010,ES52,2,0.1833
2018,NUTS,2010,ES52,2,0.1986
2019,NUTS,2010,ES52,2,0.2185
2011,NUTS,2010,ES53,2,0.0231
2012,NUTS,2010,ES53,2,0.0214
2013,NUTS,2010,ES53,2,0.0182
2014,NUTS,2010,ES53,2,0.0213
2015,NUTS,2010,ES53,2,0.0246
2016,NUTS,2010,ES53,2,0.0321
2017,NUTS,2010,ES53,2,0.028
2018,NUTS,2010,ES53,2,0.0478
2019,NUTS,2010,ES53,2,0.0428
2011,NUTS,2010,ES6,1,0.1178
2012,NUTS,2010,ES6,1,0.1229
2013,NUTS,2010,ES6,1,0.1372
2014,NUTS,2010,ES6,1,0.1333
2015,NUTS,2010,ES6,1,0.1205
2016,NUTS,2010,ES6,1,0.119
2017,NUTS,2010,ES6,1,0.1176
2018,NUTS,2010,ES6,1,0.1193
2019,NUTS,2010,ES6,1,0.1145
2011,NUTS,2010,ES61,2,0.1201
2012,NUTS,2010,ES61,2,0.1254
2013,NUTS,2010,ES61,2,0.1446
2014,NUTS,2010,ES61,2,0.1394
2015,NUTS,2010,ES61,2,0.1225
2016,NUTS,2010,ES61,2,0.1179
2017,NUTS,2010,ES61,2,0.113
2018,NUTS,2010,ES61,2,0.1157
2019,NUTS,2010,ES61,2,0.1081
2011,NUTS,2010,ES62,2,0.1167
2012,NUTS,2010,ES62,2,0.1209
2013,NUTS,2010,ES62,2,0.113
2014,NUTS,2010,ES62,2,0.115
2015,NUTS,2010,ES62,2,0.1217
2016,NUTS,2010,ES62,2,0.1359
2017,NUTS,2010,ES62,2,0.152
2018,NUTS,2010,ES62,2,0.149
2019,NUTS,2010,ES62,2,0.157
2012,NUTS,2010,ES63,2,0.0099
2015,NUTS,2010,ES63,2,0.0
2012,NUTS,2010,ES64,2,0.0152
2015,NUTS,2010,ES64,2,0.0
2011,NUTS,2010,ES7,1,0.0442
2012,NUTS,2010,ES7,1,0.044
2013,NUTS,2010,ES7,1,0.0408
2014,NUTS,2010,ES7,1,0.0394
2015,NUTS,2010,ES7,1,0.0321
2016,NUTS,2010,ES7,1,0.0352
2017,NUTS,2010,ES7,1,0.0362
2018,NUTS,2010,ES7,1,0.0403
2019,NUTS,2010,ES7,1,0.0388
2011,NUTS,2010,ES70,2,0.0442
2012,NUTS,2010,ES70,2,0.044
2013,NUTS,2010,ES70,2,0.0408
2014,NUTS,2010,ES70,2,0.0394
2015,NUTS,2010,ES70,2,0.0321
2016,NUTS,2010,ES70,2,0.0352
2017,NUTS,2010,ES70,2,0.0362
2018,NUTS,2010,ES70,2,0.0403
2019,NUTS,2010,ES70,2,0.0388
2011,NUTS,2010,EU27_2020,7,0.3609
2012,NUTS,2010,EU27_2020,7,0.3873
2013,NUTS,2010,EU27_2020,7,0.4104
2014,NUTS,2010,EU27_2020,7,0.4169
2015,NUTS,2010,EU27_2020,7,0.4405
2016,NUTS,2010,EU27_2020,7,0.4557
2017,NUTS,2010,EU27_2020,7,0.4871
2018,NUTS,2010,EU27_2020,7,0.5107
2019,NUTS,2010,EU27_2020,7,0.5291
2020,NUTS,2010,EU27_2020,7,0.5517
2011,NUTS,2010,FI,0,0.9586
2012,NUTS,2010,FI,0,0.97
2013,NUTS,2010,FI,0,0.937
2014,NUTS,2010,FI,0,0.9058
2015,NUTS,2010,FI,0,0.9124
2016,NUTS,2010,FI,0,0.862
2017,NUTS,2010,FI,0,0.8661
2018,NUTS,2010,FI,0,0.8766
2019,NUTS,2010,FI,0,0.9313
2020,NUTS,2010,FI,0,1.0185
2011,NUTS,2010,FI1,1,0.9324
2012,NUTS,2010,FI1,1,0.9417
2013,NUTS,2010,FI1,1,0.9104
2015,NUTS,2010,FI1,1,0.8788
2016,NUTS,2010,FI1,1,0.8309
2017,NUTS,2010,FI1,1,0.8353
2018,NUTS,2010,FI1,1,0.8437
2019,NUTS,2010,FI1,1,0.8957
2011,NUTS,2010,FI19,2,0.936
2012,NUTS,2010,FI19,2,0.8899
2013,NUTS,2010,FI19,2,0.8461
2015,NUTS,2010,FI19,2,0.83
2016,NUTS,2010,FI19,2,0.7121
2017,NUTS,2010,FI19,2,0.7654
2018,NUTS,2010,FI19,2,0.7889
2019,NUTS,2010,FI19,2,0.8207
2011,NUTS,2010,FI1B,2,1.2461
2012,NUTS,2010,FI1B,2,1.2901
2013,NUTS,2010,FI1B,2,1.2659
2015,NUTS,2010,FI1B,2,1.2975
2016,NUTS,2010,FI1B,2,1.2313
2017,NUTS,2010,FI1B,2,1.211
2018,NUTS,2010,FI1B,2,1.2125
2019,NUTS,2010,FI1B,2,1.3016
2011,NUTS,2010,FI1C,2,0.5396
2012,NUTS,2010,FI1C,2,0.5608
2013,NUTS,2010,FI1C,2,0.5845
2015,NUTS,2010,FI1C,2,0.4922
2016,NUTS,2010,FI1C,2,0.4762
2017,NUTS,2010,FI1C,2,0.4638
2018,NUTS,2010,FI1C,2,0.445
2019,NUTS,2010,FI1C,2,0.4607
2011,NUTS,2010,FI1D,2,0.842
2012,NUTS,2010,FI1D,2,0.8511
2013,NUTS,2010,FI1D,2,0.7613
2015,NUTS,2010,FI1D,2,0.6625
2016,NUTS,2010,FI1D,2,0.6864
2017,NUTS,2010,FI1D,2,0.6898
2018,NUTS,2010,FI1D,2,0.7161
2019,NUTS,2010,FI1D,2,0.7594
2011,NUTS,2010,FI2,1,0.1426
2012,NUTS,2010,FI2,1,0.1941
2013,NUTS,2010,FI2,1,0.1627
2015,NUTS,2010,FI2,1,0.1141
2016,NUTS,2010,FI2,1,0.3006
2017,NUTS,2010,FI2,1,0.1006
2018,NUTS,2010,FI2,1,0.185
2019,NUTS,2010,FI2,1,0.1307
2011,NUTS,2010,FI20,2,0.1426
2012,NUTS,2010,FI20,2,0.1941
2013,NUTS,2010,FI20,2,0.1627
2015,NUTS,2010,FI20,2,0.1141
2016,NUTS,2010,FI20,2,0.3006
2017,NUTS,2010,FI20,2,0.1006
2018,NUTS,2010,FI20,2,0.185
2019,NUTS,2010,FI20,2,0.1307
2011,NUTS,2010,FR,0,0.5638
2012,NUTS,2010,FR,0,0.5939
2013,NUTS,2010,FR,0,0.6153
2014,NUTS,2010,FR,0,0.6145
2015,NUTS,2010,FR,0,0.6331
2016,NUTS,2010,FR,0,0.6451
2017,NUTS,2010,FR,0,0.6777
2018,NUTS,2010,FR,0,0.703
2019,NUTS,2010,FR,0,0.7251
2020,NUTS,2010,FR,0,0.7536
2011,NUTS,2010,FR1,1,1.2661
2012,NUTS,2010,FR1,1,1.304
2013,NUTS,2010,FR1,1,1.3472
2011,NUTS,2010,FR10,2,1.2661
2012,NUTS,2010,FR10,2,1.304
2013,NUTS,2010,FR10,2,1.3472
2011,NUTS,2010,FR2,1,0.2618
2012,NUTS,2010,FR2,1,0.2763
2013,NUTS,2010,FR2,1,0.2829
2011,NUTS,2010,FR21,2,0.1689
2012,NUTS,2010,FR21,2,0.1747
2013,NUTS,2010,FR21,2,0.1789
2011,NUTS,2010,FR22,2,0.2685
2012,NUTS,2010,FR22,2,0.2644
2013,NUTS,2010,FR22,2,0.2981
2011,NUTS,2010,FR23,2,0.2803
2012,NUTS,2010,FR23,2,0.3348
2013,NUTS,2010,FR23,2,0.3494
2011,NUTS,2010,FR24,2,0.3392
2012,NUTS,2010,FR24,2,0.3297
2013,NUTS,2010,FR24,2,0.3317
2011,NUTS,2010,FR25,2,0.2523
2012,NUTS,2010,FR25,2,0.2775
2013,NUTS,2010,FR25,2,0.2567
2011,NUTS,2010,FR26,2,0.1935
2012,NUTS,2010,FR26,2,0.2209
2013,NUTS,2010,FR26,2,0.221
2011,NUTS,2010,FR3,1,0.1718
2012,NUTS,2010,FR3,1,0.1625
2013,NUTS,2010,FR3,1,0.1772
2011,NUTS,2010,FR30,2,0.1718
2012,NUTS,2010,FR30,2,0.1625
2013,NUTS,2010,FR30,2,0.1772
2011,NUTS,2010,FR4,1,0.3117
2012,NUTS,2010,FR4,1,0.3213
2013,NUTS,2010,FR4,1,0.3142
2011,NUTS,2010,FR41,2,0.1561
2012,NUTS,2010,FR41,2,0.1566
2013,NUTS,2010,FR41,2,0.1626
2011,NUTS,2010,FR42,2,0.3289
2012,NUTS,2010,FR42,2,0.3553
2013,NUTS,2010,FR42,2,0.334
2011,NUTS,2010,FR43,2,0.5899
2012,NUTS,2010,FR43,2,0.5784
2013,NUTS,2010,FR43,2,0.5726
2011,NUTS,2010,FR5,1,0.3395
2012,NUTS,2010,FR5,1,0.3623
2013,NUTS,2010,FR5,1,0.3572
2011,NUTS,2010,FR51,2,0.3186
2012,NUTS,2010,FR51,2,0.3206
2013,NUTS,2010,FR51,2,0.3251
2011,NUTS,2010,FR52,2,0.475
2012,NUTS,2010,FR52,2,0.5182
2013,NUTS,2010,FR52,2,0.4912
2011,NUTS,2010,FR53,2,0.1369
2012,NUTS,2010,FR53,2,0.1682
2013,NUTS,2010,FR53,2,0.1745
2011,NUTS,2010,FR6,1,0.6188
2012,NUTS,2010,FR6,1,0.6748
2013,NUTS,2010,FR6,1,0.6976
2011,NUTS,2010,FR61,2,0.3517
2012,NUTS,2010,FR61,2,0.3472
2013,NUTS,2010,FR61,2,0.3479
2011,NUTS,2010,FR62,2,1.0151
2012,NUTS,2010,FR62,2,1.1427
2013,NUTS,2010,FR62,2,1.1983
2011,NUTS,2010,FR63,2,0.153
2012,NUTS,2010,FR63,2,0.1956
2013,NUTS,2010,FR63,2,0.1903
2011,NUTS,2010,FR7,1,0.6455
2012,NUTS,2010,FR7,1,0.6614
2013,NUTS,2010,FR7,1,0.6637
2011,NUTS,2010,FR71,2,0.7244
2012,NUTS,2010,FR71,2,0.7383
2013,NUTS,2010,FR71,2,0.7417
2011,NUTS,2010,FR72,2,0.2628
2012,NUTS,2010,FR72,2,0.2783
2013,NUTS,2010,FR72,2,0.2717
2011,NUTS,2010,FR8,1,0.3849
2012,NUTS,2010,FR8,1,0.4401
2013,NUTS,2010,FR8,1,0.5023
2011,NUTS,2010,FR81,2,0.2384
2012,NUTS,2010,FR81,2,0.2774
2013,NUTS,2010,FR81,2,0.2932
2011,NUTS,2010,FR82,2,0.4726
2012,NUTS,2010,FR82,2,0.5347
2013,NUTS,2010,FR82,2,0.6204
2011,NUTS,2010,FR83,2,0.0677
2011,NUTS,2010,FRA,1,0.0165
2012,NUTS,2010,FRA,1,0.0197
2013,NUTS,2010,FRA,1,0.0308
2011,NUTS,2010,HR,0,0.0777
2012,NUTS,2010,HR,0,0.0762
2013,NUTS,2010,HR,0,0.0708
2014,NUTS,2010,HR,0,0.0599
2015,NUTS,2010,HR,0,0.0683
2016,NUTS,2010,HR,0,0.1133
2017,NUTS,2010,HR,0,0.1041
2018,NUTS,2010,HR,0,0.111
2019,NUTS,2010,HR,0,0.1326
2020,NUTS,2010,HR,0,0.1377
2011,NUTS,2010,HR0,1,0.0757
2012,NUTS,2010,HR0,1,0.0743
2013,NUTS,2010,HR0,1,0.0694
2014,NUTS,2010,HR0,1,0.059
2015,NUTS,2010,HR0,1,0.0672
2016,NUTS,2010,HR0,1,0.1117
2017,NUTS,2010,HR0,1,0.1026
2018,NUTS,2010,HR0,1,0.1093
2019,NUTS,2010,HR0,1,0.1302
2020,NUTS,2010,HR0,1,0.1354
2011,NUTS,2010,HR03,2,0.0143
2012,NUTS,2010,HR03,2,0.015
2013,NUTS,2010,HR03,2,0.0116
2014,NUTS,2010,HR03,2,0.0084
2015,NUTS,2010,HR03,2,0.0121
2016,NUTS,2010,HR03,2,0.0243
2017,NUTS,2010,HR03,2,0.0209
2018,NUTS,2010,HR03,2,0.0196
2019,NUTS,2010,HR03,2,0.0261
2020,NUTS,2010,HR03,2,0.0268
2011,NUTS,2010,HR04,2,0.104
2012,NUTS,2010,HR04,2,0.1024
2013,NUTS,2010,HR04,2,0.0967
2014,NUTS,2010,HR04,2,0.0836
2015,NUTS,2010,HR04,2,0.0935
2016,NUTS,2010,HR04,2,0.1528
2017,NUTS,2010,HR04,2,0.1425
2018,NUTS,2010,HR04,2,0.151
2019,NUTS,2010,HR04,2,0.1793
2011,NUTS,2010,HU,0,0.3044
2012,NUTS,2010,HU,0,0.3372
2013,NUTS,2010,HU,0,0.3582
2014,NUTS,2010,HU,0,0.3716
2015,NUTS,2010,HU,0,0.3494
2016,NUTS,2010,HU,0,0.3434
2017,NUTS,2010,HU,0,0.3895
2018,NUTS,2010,HU,0,0.472
2019,NUTS,2010,HU,0,0.4991
2020,NUTS,2010,HU,0,0.5454
2011,NUTS,2010,HU1,1,0.6703
2012,NUTS,2010,HU1,1,0.7253
2013,NUTS,2010,HU1,1,0.7785
2014,NUTS,2010,HU1,1,0.8702
2015,NUTS,2010,HU1,1,0.8382
2016,NUTS,2010,HU1,1,0.8041
2017,NUTS,2010,HU1,1,0.8962
2018,NUTS,2010,HU1,1,1.0943
2019,NUTS,2010,HU1,1,1.1259
2011,NUTS,2010,HU10,2,0.6703
2012,NUTS,2010,HU10,2,0.7253
2013,NUTS,2010,HU10,2,0.7785
2014,NUTS,2010,HU10,2,0.8702
2015,NUTS,2010,HU10,2,0.8382
2016,NUTS,2010,HU10,2,0.8041
2017,NUTS,2010,HU11,2,1.3997
2018,NUTS,2010,HU11,2,1.7058
2019,NUTS,2010,HU11,2,1.7537
2017,NUTS,2010,HU12,2,0.1597
2018,NUTS,2010,HU12,2,0.2377
2019,NUTS,2010,HU12,2,0.2596
2011,NUTS,2010,HU2,1,0.1494
2012,NUTS,2010,HU2,1,0.1763
2013,NUTS,2010,HU2,1,0.1978
2014,NUTS,2010,HU2,1,0.1715
2015,NUTS,2010,HU2,1,0.1513
2016,NUTS,2010,HU2,1,0.1583
2017,NUTS,2010,HU2,1,0.1862
2018,NUTS,2010,HU2,1,0.2392
2019,NUTS,2010,HU2,1,0.2593
2011,NUTS,2010,HU21,2,0.2212
2012,NUTS,2010,HU21,2,0.266
2013,NUTS,2010,HU21,2,0.2869
2014,NUTS,2010,HU21,2,0.2621
2015,NUTS,2010,HU21,2,0.2403
2016,NUTS,2010,HU21,2,0.2574
