year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_total_pps_hab_kp05
2018,NUTS,2010,SK03,2,102.6
2019,NUTS,2010,SK03,2,114.1
2020,NUTS,2010,SK03,2,122.4
2011,NUTS,2010,SK04,2,63.2
2012,NUTS,2010,SK04,2,79.1
2013,NUTS,2010,SK04,2,72.2
2014,NUTS,2010,SK04,2,72.3
2015,NUTS,2010,SK04,2,100.6
2016,NUTS,2010,SK04,2,72.5
2017,NUTS,2010,SK04,2,77.4
2018,NUTS,2010,SK04,2,73.4
2019,NUTS,2010,SK04,2,75.8
2020,NUTS,2010,SK04,2,95.7
2011,NUTS,2010,TR,0,93.4
2012,NUTS,2010,TR,0,100.5
2013,NUTS,2010,TR,0,105.9
2014,NUTS,2010,TR,0,115.6
2015,NUTS,2010,TR,0,123.9
2016,NUTS,2010,TR,0,135.2
2017,NUTS,2010,TR,0,145.6
2018,NUTS,2010,TR,0,159.3
2019,NUTS,2010,TR,0,164.4
2020,NUTS,2010,TR,0,168.9
2011,NUTS,2010,UK,0,438.3
2012,NUTS,2010,UK,0,422.1
2013,NUTS,2010,UK,0,440.6
2014,NUTS,2010,UK,0,455.8
2015,NUTS,2010,UK,0,464.3
2016,NUTS,2010,UK,0,472.4
2017,NUTS,2010,UK,0,483.4
2018,NUTS,2010,UK,0,500.3
2019,NUTS,2010,UK,0,511.6
2011,NUTS,2010,UKC,1,192.8
2012,NUTS,2010,UKC,1,199.5
2013,NUTS,2010,UKC,1,209.5
2014,NUTS,2010,UKC,1,197.1
2015,NUTS,2010,UKC,1,229.4
2016,NUTS,2010,UKC,1,222.5
2017,NUTS,2010,UKC,1,244.8
2018,NUTS,2010,UKC,1,263.2
2011,NUTS,2010,UKC1,2,169.5
2012,NUTS,2010,UKC1,2,173.2
2013,NUTS,2010,UKC1,2,181.6
2014,NUTS,2010,UKC1,2,168.6
2015,NUTS,2010,UKC1,2,184.3
2016,NUTS,2010,UKC1,2,159.9
2017,NUTS,2010,UKC1,2,178.5
2018,NUTS,2010,UKC1,2,214.5
2011,NUTS,2010,UKC2,2,212.0
2012,NUTS,2010,UKC2,2,221.3
2013,NUTS,2010,UKC2,2,232.6
2014,NUTS,2010,UKC2,2,220.7
2015,NUTS,2010,UKC2,2,266.8
2016,NUTS,2010,UKC2,2,274.3
2017,NUTS,2010,UKC2,2,299.5
2018,NUTS,2010,UKC2,2,303.5
2011,NUTS,2010,UKD,1,417.9
2012,NUTS,2010,UKD,1,342.2
2013,NUTS,2010,UKD,1,340.9
2014,NUTS,2010,UKD,1,341.1
2015,NUTS,2010,UKD,1,385.1
2016,NUTS,2010,UKD,1,409.6
2017,NUTS,2010,UKD,1,383.8
2018,NUTS,2010,UKD,1,362.6
2011,NUTS,2010,UKD1,2,216.7
2012,NUTS,2010,UKD1,2,148.8
2013,NUTS,2010,UKD1,2,128.8
2014,NUTS,2010,UKD1,2,210.4
2015,NUTS,2010,UKD1,2,298.3
2016,NUTS,2010,UKD1,2,294.4
2017,NUTS,2010,UKD1,2,303.1
2018,NUTS,2010,UKD1,2,330.6
2011,NUTS,2010,UKD3,2,203.0
2012,NUTS,2010,UKD3,2,205.2
2013,NUTS,2010,UKD3,2,191.3
2014,NUTS,2010,UKD3,2,206.9
2015,NUTS,2010,UKD3,2,224.8
2016,NUTS,2010,UKD3,2,231.2
2017,NUTS,2010,UKD3,2,235.4
2018,NUTS,2010,UKD3,2,311.1
2011,NUTS,2010,UKD4,2,205.5
2012,NUTS,2010,UKD4,2,184.1
2013,NUTS,2010,UKD4,2,182.2
2014,NUTS,2010,UKD4,2,187.9
2015,NUTS,2010,UKD4,2,198.2
2016,NUTS,2010,UKD4,2,231.0
2017,NUTS,2010,UKD4,2,207.7
2018,NUTS,2010,UKD4,2,189.6
2011,NUTS,2010,UKD6,2,1727.8
2012,NUTS,2010,UKD6,2,1191.0
2013,NUTS,2010,UKD6,2,1175.3
2014,NUTS,2010,UKD6,2,1046.9
2015,NUTS,2010,UKD6,2,1298.0
2016,NUTS,2010,UKD6,2,1256.7
2017,NUTS,2010,UKD6,2,1035.7
2018,NUTS,2010,UKD6,2,834.9
2011,NUTS,2010,UKD7,2,287.8
2012,NUTS,2010,UKD7,2,295.1
2013,NUTS,2010,UKD7,2,331.7
2014,NUTS,2010,UKD7,2,349.3
2015,NUTS,2010,UKD7,2,334.4
2016,NUTS,2010,UKD7,2,433.6
2017,NUTS,2010,UKD7,2,457.8
2018,NUTS,2010,UKD7,2,350.0
2011,NUTS,2010,UKE,1,210.9
2012,NUTS,2010,UKE,1,218.9
2013,NUTS,2010,UKE,1,227.7
2014,NUTS,2010,UKE,1,229.5
2015,NUTS,2010,UKE,1,248.1
2016,NUTS,2010,UKE,1,241.4
2017,NUTS,2010,UKE,1,275.9
2018,NUTS,2010,UKE,1,268.8
2011,NUTS,2010,UKE1,2,119.4
2012,NUTS,2010,UKE1,2,128.8
2013,NUTS,2010,UKE1,2,16.0
2014,NUTS,2010,UKE1,2,148.5
2015,NUTS,2010,UKE1,2,164.4
2016,NUTS,2010,UKE1,2,168.6
2017,NUTS,2010,UKE1,2,183.6
2018,NUTS,2010,UKE1,2,193.2
2011,NUTS,2010,UKE2,2,355.5
2012,NUTS,2010,UKE2,2,368.2
2013,NUTS,2010,UKE2,2,479.0
2014,NUTS,2010,UKE2,2,335.2
2015,NUTS,2010,UKE2,2,378.4
2016,NUTS,2010,UKE2,2,344.9
2017,NUTS,2010,UKE2,2,379.3
2018,NUTS,2010,UKE2,2,391.9
2011,NUTS,2010,UKE3,2,197.0
2012,NUTS,2010,UKE3,2,196.8
2013,NUTS,2010,UKE3,2,195.5
2014,NUTS,2010,UKE3,2,203.3
2015,NUTS,2010,UKE3,2,234.9
2016,NUTS,2010,UKE3,2,236.4
2017,NUTS,2010,UKE3,2,289.8
2018,NUTS,2010,UKE3,2,261.3
2011,NUTS,2010,UKE4,2,205.3
2012,NUTS,2010,UKE4,2,215.8
2013,NUTS,2010,UKE4,2,244.0
2014,NUTS,2010,UKE4,2,240.6
2015,NUTS,2010,UKE4,2,243.6
2016,NUTS,2010,UKE4,2,237.1
2017,NUTS,2010,UKE4,2,268.1
2018,NUTS,2010,UKE4,2,260.1
2011,NUTS,2010,UKF,1,348.8
2012,NUTS,2010,UKF,1,349.9
2013,NUTS,2010,UKF,1,375.5
2014,NUTS,2010,UKF,1,389.6
2015,NUTS,2010,UKF,1,391.6
2016,NUTS,2010,UKF,1,411.3
2017,NUTS,2010,UKF,1,373.1
2018,NUTS,2010,UKF,1,413.5
2011,NUTS,2010,UKF1,2,483.4
2012,NUTS,2010,UKF1,2,513.6
2013,NUTS,2010,UKF1,2,548.2
2014,NUTS,2010,UKF1,2,578.3
2015,NUTS,2010,UKF1,2,591.3
2016,NUTS,2010,UKF1,2,615.7
2017,NUTS,2010,UKF1,2,546.2
2018,NUTS,2010,UKF1,2,629.8
2011,NUTS,2010,UKF2,2,295.7
2012,NUTS,2010,UKF2,2,269.3
2013,NUTS,2010,UKF2,2,291.9
2014,NUTS,2010,UKF2,2,291.0
2015,NUTS,2010,UKF2,2,282.2
2016,NUTS,2010,UKF2,2,298.4
2017,NUTS,2010,UKF2,2,279.5
2018,NUTS,2010,UKF2,2,287.3
2011,NUTS,2010,UKF3,2,78.5
2012,NUTS,2010,UKF3,2,60.1
2013,NUTS,2010,UKF3,2,66.3
2014,NUTS,2010,UKF3,2,71.1
2015,NUTS,2010,UKF3,2,69.3
2016,NUTS,2010,UKF3,2,85.5
2017,NUTS,2010,UKF3,2,93.8
2018,NUTS,2010,UKF3,2,87.8
2011,NUTS,2010,UKG,1,287.7
2012,NUTS,2010,UKG,1,321.4
2013,NUTS,2010,UKG,1,356.9
2014,NUTS,2010,UKG,1,397.9
2015,NUTS,2010,UKG,1,438.7
2016,NUTS,2010,UKG,1,448.4
2017,NUTS,2010,UKG,1,464.6
2018,NUTS,2010,UKG,1,500.2
2011,NUTS,2010,UKG1,2,548.4
2012,NUTS,2010,UKG1,2,631.2
2013,NUTS,2010,UKG1,2,629.1
2014,NUTS,2010,UKG1,2,758.1
2015,NUTS,2010,UKG1,2,848.1
2016,NUTS,2010,UKG1,2,799.5
2017,NUTS,2010,UKG1,2,1061.9
2018,NUTS,2010,UKG1,2,1100.0
2011,NUTS,2010,UKG2,2,115.9
2012,NUTS,2010,UKG2,2,116.5
2013,NUTS,2010,UKG2,2,128.1
2014,NUTS,2010,UKG2,2,127.8
2015,NUTS,2010,UKG2,2,134.8
2016,NUTS,2010,UKG2,2,158.5
2017,NUTS,2010,UKG2,2,141.1
2018,NUTS,2010,UKG2,2,175.0
2011,NUTS,2010,UKG3,2,262.6
2012,NUTS,2010,UKG3,2,292.3
2013,NUTS,2010,UKG3,2,359.3
2014,NUTS,2010,UKG3,2,382.2
2015,NUTS,2010,UKG3,2,419.1
2016,NUTS,2010,UKG3,2,447.9
2017,NUTS,2010,UKG3,2,368.5
2018,NUTS,2010,UKG3,2,404.0
2011,NUTS,2010,UKH,1,816.1
2012,NUTS,2010,UKH,1,767.0
2013,NUTS,2010,UKH,1,868.9
2014,NUTS,2010,UKH,1,879.7
2015,NUTS,2010,UKH,1,866.0
2016,NUTS,2010,UKH,1,864.8
2017,NUTS,2010,UKH,1,883.2
2018,NUTS,2010,UKH,1,952.1
2011,NUTS,2010,UKH1,2,1100.4
2012,NUTS,2010,UKH1,2,1120.8
2013,NUTS,2010,UKH1,2,1150.9
2014,NUTS,2010,UKH1,2,1249.7
2015,NUTS,2010,UKH1,2,1196.0
2016,NUTS,2010,UKH1,2,1145.1
2017,NUTS,2010,UKH1,2,1191.2
2018,NUTS,2010,UKH1,2,1407.1
2011,NUTS,2010,UKH2,2,759.9
2012,NUTS,2010,UKH2,2,709.1
2013,NUTS,2010,UKH2,2,1012.6
2014,NUTS,2010,UKH2,2,899.8
2015,NUTS,2010,UKH2,2,922.6
2016,NUTS,2010,UKH2,2,969.5
2017,NUTS,2010,UKH2,2,962.1
2018,NUTS,2010,UKH2,2,918.2
2011,NUTS,2010,UKH3,2,478.9
2012,NUTS,2010,UKH3,2,335.2
2013,NUTS,2010,UKH3,2,334.2
2014,NUTS,2010,UKH3,2,349.3
2015,NUTS,2010,UKH3,2,354.0
2016,NUTS,2010,UKH3,2,372.6
2017,NUTS,2010,UKH3,2,379.5
2018,NUTS,2010,UKH3,2,362.3
2011,NUTS,2010,UKI,1,424.1
2012,NUTS,2010,UKI,1,455.1
2013,NUTS,2010,UKI,1,438.5
2014,NUTS,2010,UKI,1,491.8
2015,NUTS,2010,UKI,1,507.1
2016,NUTS,2010,UKI,1,523.9
2017,NUTS,2010,UKI,1,576.6
2018,NUTS,2010,UKI,1,591.3
2011,NUTS,2010,UKI3,2,2366.0
2012,NUTS,2010,UKI3,2,2420.3
2013,NUTS,2010,UKI3,2,2423.9
2014,NUTS,2010,UKI3,2,2586.2
2015,NUTS,2010,UKI3,2,2524.5
2016,NUTS,2010,UKI3,2,2349.7
2017,NUTS,2010,UKI3,2,2649.1
2018,NUTS,2010,UKI3,2,2800.5
2011,NUTS,2010,UKI4,2,163.2
2012,NUTS,2010,UKI4,2,152.0
2013,NUTS,2010,UKI4,2,186.0
2014,NUTS,2010,UKI4,2,228.1
2015,NUTS,2010,UKI4,2,238.1
2016,NUTS,2010,UKI4,2,226.1
2017,NUTS,2010,UKI4,2,269.8
2018,NUTS,2010,UKI4,2,301.5
2011,NUTS,2010,UKI5,2,53.8
2012,NUTS,2010,UKI5,2,51.6
2013,NUTS,2010,UKI5,2,50.0
2014,NUTS,2010,UKI5,2,50.4
2015,NUTS,2010,UKI5,2,67.6
2016,NUTS,2010,UKI5,2,64.3
2017,NUTS,2010,UKI5,2,58.7
2018,NUTS,2010,UKI5,2,60.0
2011,NUTS,2010,UKI6,2,116.9
2012,NUTS,2010,UKI6,2,87.0
2013,NUTS,2010,UKI6,2,133.1
2014,NUTS,2010,UKI6,2,135.1
2015,NUTS,2010,UKI6,2,102.7
2016,NUTS,2010,UKI6,2,108.7
2017,NUTS,2010,UKI6,2,124.8
2018,NUTS,2010,UKI6,2,114.9
2011,NUTS,2010,UKI7,2,148.0
2012,NUTS,2010,UKI7,2,287.0
2013,NUTS,2010,UKI7,2,157.0
2014,NUTS,2010,UKI7,2,245.1
2015,NUTS,2010,UKI7,2,336.0
2016,NUTS,2010,UKI7,2,518.2
2017,NUTS,2010,UKI7,2,521.1
2018,NUTS,2010,UKI7,2,471.4
2011,NUTS,2010,UKJ,1,758.1
2012,NUTS,2010,UKJ,1,686.2
2013,NUTS,2010,UKJ,1,686.5
2014,NUTS,2010,UKJ,1,691.2
2015,NUTS,2010,UKJ,1,699.8
2016,NUTS,2010,UKJ,1,691.0
2017,NUTS,2010,UKJ,1,679.6
2018,NUTS,2010,UKJ,1,689.2
2011,NUTS,2010,UKJ1,2,1194.4
2012,NUTS,2010,UKJ1,2,1214.6
2013,NUTS,2010,UKJ1,2,1272.7
2014,NUTS,2010,UKJ1,2,1361.7
2015,NUTS,2010,UKJ1,2,1390.7
2016,NUTS,2010,UKJ1,2,1438.1
2017,NUTS,2010,UKJ1,2,1429.4
2018,NUTS,2010,UKJ1,2,1445.2
2011,NUTS,2010,UKJ2,2,461.8
2012,NUTS,2010,UKJ2,2,457.1
2013,NUTS,2010,UKJ2,2,436.4
2014,NUTS,2010,UKJ2,2,399.3
2015,NUTS,2010,UKJ2,2,454.5
2016,NUTS,2010,UKJ2,2,432.4
2017,NUTS,2010,UKJ2,2,462.4
2018,NUTS,2010,UKJ2,2,448.9
2011,NUTS,2010,UKJ3,2,726.2
2012,NUTS,2010,UKJ3,2,656.4
2013,NUTS,2010,UKJ3,2,720.2
2014,NUTS,2010,UKJ3,2,681.3
2015,NUTS,2010,UKJ3,2,606.2
2016,NUTS,2010,UKJ3,2,533.8
2017,NUTS,2010,UKJ3,2,453.2
2018,NUTS,2010,UKJ3,2,474.9
2011,NUTS,2010,UKJ4,2,689.5
2012,NUTS,2010,UKJ4,2,387.8
2013,NUTS,2010,UKJ4,2,276.1
2014,NUTS,2010,UKJ4,2,283.9
2015,NUTS,2010,UKJ4,2,282.9
2016,NUTS,2010,UKJ4,2,290.7
2017,NUTS,2010,UKJ4,2,286.2
2018,NUTS,2010,UKJ4,2,311.4
2011,NUTS,2010,UKK,1,400.4
2012,NUTS,2010,UKK,1,380.5
2013,NUTS,2010,UKK,1,395.5
2014,NUTS,2010,UKK,1,416.5
2015,NUTS,2010,UKK,1,363.2
2016,NUTS,2010,UKK,1,366.3
2017,NUTS,2010,UKK,1,385.4
2018,NUTS,2010,UKK,1,398.2
2011,NUTS,2010,UKK1,2,720.4
2012,NUTS,2010,UKK1,2,699.6
2013,NUTS,2010,UKK1,2,705.1
2014,NUTS,2010,UKK1,2,741.4
2015,NUTS,2010,UKK1,2,588.4
2016,NUTS,2010,UKK1,2,593.4
2017,NUTS,2010,UKK1,2,630.7
2018,NUTS,2010,UKK1,2,644.6
2011,NUTS,2010,UKK2,2,154.4
2012,NUTS,2010,UKK2,2,154.7
2013,NUTS,2010,UKK2,2,176.6
2014,NUTS,2010,UKK2,2,178.9
2015,NUTS,2010,UKK2,2,186.8
2016,NUTS,2010,UKK2,2,178.4
2017,NUTS,2010,UKK2,2,177.5
2018,NUTS,2010,UKK2,2,189.2
2011,NUTS,2010,UKK3,2,36.8
2012,NUTS,2010,UKK3,2,36.3
2013,NUTS,2010,UKK3,2,36.3
2014,NUTS,2010,UKK3,2,43.7
2015,NUTS,2010,UKK3,2,70.1
2016,NUTS,2010,UKK3,2,69.2
2017,NUTS,2010,UKK3,2,73.4
2018,NUTS,2010,UKK3,2,68.7
2011,NUTS,2010,UKK4,2,186.0
2012,NUTS,2010,UKK4,2,135.4
2013,NUTS,2010,UKK4,2,168.0
2014,NUTS,2010,UKK4,2,182.6
2015,NUTS,2010,UKK4,2,229.3
2016,NUTS,2010,UKK4,2,242.0
2017,NUTS,2010,UKK4,2,252.2
2018,NUTS,2010,UKK4,2,271.0
2011,NUTS,2010,UKL,1,182.2
2012,NUTS,2010,UKL,1,184.7
2013,NUTS,2010,UKL,1,216.6
2014,NUTS,2010,UKL,1,219.4
2015,NUTS,2010,UKL,1,190.5
2016,NUTS,2010,UKL,1,215.7
2017,NUTS,2010,UKL,1,218.2
2018,NUTS,2010,UKL,1,225.6
2011,NUTS,2010,UKL1,2,109.0
2012,NUTS,2010,UKL1,2,101.2
2013,NUTS,2010,UKL1,2,107.4
2014,NUTS,2010,UKL1,2,144.4
2015,NUTS,2010,UKL1,2,138.3
2016,NUTS,2010,UKL1,2,149.5
2017,NUTS,2010,UKL1,2,175.3
2018,NUTS,2010,UKL1,2,180.5
2011,NUTS,2010,UKL2,2,307.6
2012,NUTS,2010,UKL2,2,327.4
2013,NUTS,2010,UKL2,2,402.9
2014,NUTS,2010,UKL2,2,347.0
2015,NUTS,2010,UKL2,2,279.2
2016,NUTS,2010,UKL2,2,328.1
2017,NUTS,2010,UKL2,2,290.7
2018,NUTS,2010,UKL2,2,301.9
2011,NUTS,2010,UKM,1,372.0
2012,NUTS,2010,UKM,1,360.1
2013,NUTS,2010,UKM,1,383.1
2014,NUTS,2010,UKM,1,402.0
2015,NUTS,2010,UKM,1,384.6
2016,NUTS,2010,UKM,1,403.2
2017,NUTS,2010,UKM,1,427.2
2018,NUTS,2010,UKM,1,445.1
2011,NUTS,2010,UKM2,2,300.2
2012,NUTS,2010,UKM2,2,292.9
2013,NUTS,2010,UKM2,2,554.4
2014,NUTS,2010,UKM2,2,557.2
2015,NUTS,2010,UKM2,2,550.4
2016,NUTS,2010,UKM2,2,569.1
2017,NUTS,2010,UKM2,2,342.7
2011,NUTS,2010,UKM3,2,323.0
2012,NUTS,2010,UKM3,2,322.0
2013,NUTS,2010,UKM3,2,240.9
2014,NUTS,2010,UKM3,2,237.4
2015,NUTS,2010,UKM3,2,258.4
2016,NUTS,2010,UKM3,2,279.8
2017,NUTS,2010,UKM3,2,163.2
2011,NUTS,2010,UKM5,2,1079.3
2012,NUTS,2010,UKM5,2,1005.3
2013,NUTS,2010,UKM5,2,568.5
2014,NUTS,2010,UKM5,2,797.8
2015,NUTS,2010,UKM5,2,541.8
2016,NUTS,2010,UKM5,2,567.8
2017,NUTS,2010,UKM5,2,548.3
2018,NUTS,2010,UKM5,2,547.1
2011,NUTS,2010,UKM6,2,208.4
2012,NUTS,2010,UKM6,2,182.1
2013,NUTS,2010,UKM6,2,154.4
2014,NUTS,2010,UKM6,2,131.9
2015,NUTS,2010,UKM6,2,124.3
2016,NUTS,2010,UKM6,2,125.4
2017,NUTS,2010,UKM6,2,125.5
2018,NUTS,2010,UKM6,2,117.2
2014,NUTS,2010,UKM7,2,590.0
2015,NUTS,2010,UKM7,2,582.2
2016,NUTS,2010,UKM7,2,600.9
2017,NUTS,2010,UKM7,2,642.5
2018,NUTS,2010,UKM7,2,680.8
2014,NUTS,2010,UKM8,2,344.5
2015,NUTS,2010,UKM8,2,373.6
2016,NUTS,2010,UKM8,2,398.9
2017,NUTS,2010,UKM8,2,429.3
2018,NUTS,2010,UKM8,2,444.6
2014,NUTS,2010,UKM9,2,38.3
2015,NUTS,2010,UKM9,2,42.3
2016,NUTS,2010,UKM9,2,51.6
2017,NUTS,2010,UKM9,2,61.2
2018,NUTS,2010,UKM9,2,60.8
2011,NUTS,2010,UKN,1,280.8
2012,NUTS,2010,UKN,1,312.4
2013,NUTS,2010,UKN,1,318.3
2014,NUTS,2010,UKN,1,262.4
2015,NUTS,2010,UKN,1,335.9
2016,NUTS,2010,UKN,1,324.9
2017,NUTS,2010,UKN,1,340.2
2018,NUTS,2010,UKN,1,341.1
2011,NUTS,2010,UKN0,2,280.8
2012,NUTS,2010,UKN0,2,312.4
2013,NUTS,2010,UKN0,2,318.3
2014,NUTS,2010,UKN0,2,262.4
2015,NUTS,2010,UKN0,2,335.9
2016,NUTS,2010,UKN0,2,324.9
2017,NUTS,2010,UKN0,2,340.2
2018,NUTS,2010,UKN0,2,341.1
