year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_total_pc_gdp
2011,NUTS,2010,DEC0,2,1.48
2013,NUTS,2010,DEC0,2,1.46
2015,NUTS,2010,DEC0,2,1.57
2017,NUTS,2010,DEC0,2,1.75
2019,NUTS,2010,DEC0,2,1.85
2011,NUTS,2010,DED,1,2.8
2013,NUTS,2010,DED,1,2.75
2015,NUTS,2010,DED,1,2.72
2017,NUTS,2010,DED,1,2.78
2019,NUTS,2010,DED,1,2.97
2011,NUTS,2010,DED2,2,4.06
2013,NUTS,2010,DED2,2,4.01
2015,NUTS,2010,DED2,2,3.97
2017,NUTS,2010,DED2,2,4.11
2019,NUTS,2010,DED2,2,4.44
2011,NUTS,2010,DED4,2,1.85
2013,NUTS,2010,DED4,2,1.89
2015,NUTS,2010,DED4,2,1.78
2017,NUTS,2010,DED4,2,1.86
2019,NUTS,2010,DED4,2,1.91
2011,NUTS,2010,DED5,2,2.15
2013,NUTS,2010,DED5,2,1.97
2015,NUTS,2010,DED5,2,2.02
2017,NUTS,2010,DED5,2,1.97
2019,NUTS,2010,DED5,2,2.1
2011,NUTS,2010,DEE,1,1.47
2013,NUTS,2010,DEE,1,1.41
2015,NUTS,2010,DEE,1,1.41
2017,NUTS,2010,DEE,1,1.5
2019,NUTS,2010,DEE,1,1.53
2011,NUTS,2010,DEE0,2,1.47
2013,NUTS,2010,DEE0,2,1.41
2015,NUTS,2010,DEE0,2,1.41
2017,NUTS,2010,DEE0,2,1.5
2019,NUTS,2010,DEE0,2,1.53
2011,NUTS,2010,DEF,1,1.42
2013,NUTS,2010,DEF,1,1.49
2015,NUTS,2010,DEF,1,1.5
2017,NUTS,2010,DEF,1,1.56
2019,NUTS,2010,DEF,1,1.67
2011,NUTS,2010,DEF0,2,1.42
2013,NUTS,2010,DEF0,2,1.49
2015,NUTS,2010,DEF0,2,1.5
2017,NUTS,2010,DEF0,2,1.56
2019,NUTS,2010,DEF0,2,1.67
2011,NUTS,2010,DEG,1,2.13
2013,NUTS,2010,DEG,1,2.16
2015,NUTS,2010,DEG,1,2.05
2017,NUTS,2010,DEG,1,2.22
2019,NUTS,2010,DEG,1,2.33
2011,NUTS,2010,DEG0,2,2.13
2013,NUTS,2010,DEG0,2,2.16
2015,NUTS,2010,DEG0,2,2.05
2017,NUTS,2010,DEG0,2,2.22
2019,NUTS,2010,DEG0,2,2.33
2011,NUTS,2010,DK,0,2.94
2012,NUTS,2010,DK,0,2.98
2013,NUTS,2010,DK,0,2.97
2014,NUTS,2010,DK,0,2.91
2015,NUTS,2010,DK,0,3.06
2016,NUTS,2010,DK,0,3.09
2017,NUTS,2010,DK,0,2.93
2018,NUTS,2010,DK,0,2.97
2019,NUTS,2010,DK,0,2.93
2020,NUTS,2010,DK,0,3.03
2011,NUTS,2010,DK0,1,3.06
2012,NUTS,2010,DK0,1,3.12
2013,NUTS,2010,DK0,1,3.06
2014,NUTS,2010,DK0,1,2.98
2015,NUTS,2010,DK0,1,3.1
2016,NUTS,2010,DK0,1,3.13
2017,NUTS,2010,DK0,1,2.97
2018,NUTS,2010,DK0,1,3.01
2019,NUTS,2010,DK0,1,2.97
2020,NUTS,2010,DK0,1,3.03
2011,NUTS,2010,DK01,2,4.96
2012,NUTS,2010,DK01,2,4.98
2013,NUTS,2010,DK01,2,4.73
2014,NUTS,2010,DK01,2,4.66
2015,NUTS,2010,DK01,2,4.75
2016,NUTS,2010,DK01,2,4.88
2017,NUTS,2010,DK01,2,4.58
2019,NUTS,2010,DK01,2,4.6
2011,NUTS,2010,DK02,2,1.34
2012,NUTS,2010,DK02,2,1.25
2013,NUTS,2010,DK02,2,1.19
2014,NUTS,2010,DK02,2,1.05
2015,NUTS,2010,DK02,2,1.12
2016,NUTS,2010,DK02,2,1.15
2017,NUTS,2010,DK02,2,1.4
2019,NUTS,2010,DK02,2,1.26
2011,NUTS,2010,DK03,2,1.49
2012,NUTS,2010,DK03,2,1.62
2013,NUTS,2010,DK03,2,1.75
2014,NUTS,2010,DK03,2,1.77
2015,NUTS,2010,DK03,2,1.9
2016,NUTS,2010,DK03,2,1.78
2017,NUTS,2010,DK03,2,1.32
2019,NUTS,2010,DK03,2,1.46
2011,NUTS,2010,DK04,2,2.63
2012,NUTS,2010,DK04,2,2.68
2013,NUTS,2010,DK04,2,2.71
2014,NUTS,2010,DK04,2,2.43
2015,NUTS,2010,DK04,2,2.59
2016,NUTS,2010,DK04,2,2.49
2017,NUTS,2010,DK04,2,2.44
2019,NUTS,2010,DK04,2,2.34
2011,NUTS,2010,DK05,2,1.35
2012,NUTS,2010,DK05,2,1.4
2013,NUTS,2010,DK05,2,1.41
2014,NUTS,2010,DK05,2,1.51
2015,NUTS,2010,DK05,2,1.47
2016,NUTS,2010,DK05,2,1.74
2017,NUTS,2010,DK05,2,1.96
2019,NUTS,2010,DK05,2,1.96
2011,NUTS,2010,EA19,2,2.04
2012,NUTS,2010,EA19,2,2.1
2013,NUTS,2010,EA19,2,2.12
2014,NUTS,2010,EA19,2,2.14
2015,NUTS,2010,EA19,2,2.14
2016,NUTS,2010,EA19,2,2.14
2017,NUTS,2010,EA19,2,2.18
2018,NUTS,2010,EA19,2,2.22
2019,NUTS,2010,EA19,2,2.26
2020,NUTS,2010,EA19,2,2.36
2011,NUTS,2010,EE,0,2.31
2012,NUTS,2010,EE,0,2.12
2013,NUTS,2010,EE,0,1.72
2014,NUTS,2010,EE,0,1.43
2015,NUTS,2010,EE,0,1.47
2016,NUTS,2010,EE,0,1.24
2017,NUTS,2010,EE,0,1.28
2018,NUTS,2010,EE,0,1.42
2019,NUTS,2010,EE,0,1.63
2020,NUTS,2010,EE,0,1.79
2011,NUTS,2010,EE0,1,2.31
2012,NUTS,2010,EE0,1,2.12
2013,NUTS,2010,EE0,1,1.72
2014,NUTS,2010,EE0,1,1.43
2015,NUTS,2010,EE0,1,1.47
2016,NUTS,2010,EE0,1,1.24
2017,NUTS,2010,EE0,1,1.28
2018,NUTS,2010,EE0,1,1.42
2019,NUTS,2010,EE0,1,1.63
2020,NUTS,2010,EE0,1,1.79
2011,NUTS,2010,EE00,2,2.31
2012,NUTS,2010,EE00,2,2.12
2013,NUTS,2010,EE00,2,1.72
2014,NUTS,2010,EE00,2,1.43
2015,NUTS,2010,EE00,2,1.47
2016,NUTS,2010,EE00,2,1.24
2017,NUTS,2010,EE00,2,1.28
2018,NUTS,2010,EE00,2,1.42
2019,NUTS,2010,EE00,2,1.63
2020,NUTS,2010,EE00,2,1.79
2011,NUTS,2010,EL,0,0.68
2012,NUTS,2010,EL,0,0.71
2013,NUTS,2010,EL,0,0.81
2014,NUTS,2010,EL,0,0.84
2015,NUTS,2010,EL,0,0.97
2016,NUTS,2010,EL,0,1.01
2017,NUTS,2010,EL,0,1.15
2018,NUTS,2010,EL,0,1.21
2019,NUTS,2010,EL,0,1.28
2020,NUTS,2010,EL,0,1.5
2011,NUTS,2010,EL3,1,0.79
2013,NUTS,2010,EL3,1,0.95
2015,NUTS,2010,EL3,1,1.16
2017,NUTS,2010,EL3,1,1.47
2018,NUTS,2010,EL3,1,1.56
2019,NUTS,2010,EL3,1,1.63
2011,NUTS,2010,EL30,2,0.79
2013,NUTS,2010,EL30,2,0.95
2015,NUTS,2010,EL30,2,1.16
2017,NUTS,2010,EL30,2,1.47
2018,NUTS,2010,EL30,2,1.56
2019,NUTS,2010,EL30,2,1.63
2011,NUTS,2010,EL4,1,0.69
2013,NUTS,2010,EL4,1,0.91
2015,NUTS,2010,EL4,1,0.95
2017,NUTS,2010,EL4,1,0.91
2018,NUTS,2010,EL4,1,0.92
2019,NUTS,2010,EL4,1,0.96
2011,NUTS,2010,EL41,2,0.49
2013,NUTS,2010,EL41,2,0.83
2015,NUTS,2010,EL41,2,0.75
2017,NUTS,2010,EL41,2,0.69
2018,NUTS,2010,EL41,2,0.68
2019,NUTS,2010,EL41,2,0.72
2011,NUTS,2010,EL42,2,0.18
2013,NUTS,2010,EL42,2,0.25
2015,NUTS,2010,EL42,2,0.19
2017,NUTS,2010,EL42,2,0.18
2018,NUTS,2010,EL42,2,0.19
2019,NUTS,2010,EL42,2,0.23
2011,NUTS,2010,EL43,2,1.11
2013,NUTS,2010,EL43,2,1.4
2015,NUTS,2010,EL43,2,1.53
2017,NUTS,2010,EL43,2,1.46
2018,NUTS,2010,EL43,2,1.48
2019,NUTS,2010,EL43,2,1.52
2011,NUTS,2010,EL5,1,0.65
2013,NUTS,2010,EL5,1,0.71
2015,NUTS,2010,EL5,1,0.81
2017,NUTS,2010,EL5,1,1.03
2018,NUTS,2010,EL5,1,1.01
2019,NUTS,2010,EL5,1,1.03
2011,NUTS,2010,EL51,2,0.58
2013,NUTS,2010,EL51,2,0.62
2015,NUTS,2010,EL51,2,0.69
2017,NUTS,2010,EL51,2,0.72
2018,NUTS,2010,EL51,2,0.74
2019,NUTS,2010,EL51,2,0.78
2011,NUTS,2010,EL52,2,0.7
2013,NUTS,2010,EL52,2,0.76
2015,NUTS,2010,EL52,2,0.85
2017,NUTS,2010,EL52,2,1.17
2018,NUTS,2010,EL52,2,1.12
2019,NUTS,2010,EL52,2,1.12
2011,NUTS,2010,EL53,2,0.31
2013,NUTS,2010,EL53,2,0.35
2015,NUTS,2010,EL53,2,0.43
2017,NUTS,2010,EL53,2,0.33
2018,NUTS,2010,EL53,2,0.46
2019,NUTS,2010,EL53,2,0.43
2011,NUTS,2010,EL54,2,0.84
2013,NUTS,2010,EL54,2,0.98
2015,NUTS,2010,EL54,2,1.21
2017,NUTS,2010,EL54,2,1.51
2018,NUTS,2010,EL54,2,1.34
2019,NUTS,2010,EL54,2,1.46
2011,NUTS,2010,EL6,1,0.47
2013,NUTS,2010,EL6,1,0.56
2015,NUTS,2010,EL6,1,0.71
2017,NUTS,2010,EL6,1,0.66
2018,NUTS,2010,EL6,1,0.77
2019,NUTS,2010,EL6,1,0.86
2011,NUTS,2010,EL61,2,0.44
2013,NUTS,2010,EL61,2,0.56
2015,NUTS,2010,EL61,2,0.67
2017,NUTS,2010,EL61,2,0.67
2018,NUTS,2010,EL61,2,0.82
2019,NUTS,2010,EL61,2,0.96
2011,NUTS,2010,EL62,2,0.18
2013,NUTS,2010,EL62,2,0.27
2015,NUTS,2010,EL62,2,0.51
2017,NUTS,2010,EL62,2,0.25
2018,NUTS,2010,EL62,2,0.35
2019,NUTS,2010,EL62,2,0.39
2011,NUTS,2010,EL63,2,0.86
2013,NUTS,2010,EL63,2,0.97
2015,NUTS,2010,EL63,2,1.33
2017,NUTS,2010,EL63,2,1.36
2018,NUTS,2010,EL63,2,1.31
2019,NUTS,2010,EL63,2,1.39
2011,NUTS,2010,EL64,2,0.42
2013,NUTS,2010,EL64,2,0.43
2015,NUTS,2010,EL64,2,0.53
2017,NUTS,2010,EL64,2,0.46
2018,NUTS,2010,EL64,2,0.5
2019,NUTS,2010,EL64,2,0.65
2011,NUTS,2010,EL65,2,0.27
2013,NUTS,2010,EL65,2,0.38
2015,NUTS,2010,EL65,2,0.39
2017,NUTS,2010,EL65,2,0.31
2018,NUTS,2010,EL65,2,0.64
2019,NUTS,2010,EL65,2,0.63
2011,NUTS,2010,ES,0,1.33
2012,NUTS,2010,ES,0,1.3
2013,NUTS,2010,ES,0,1.28
2014,NUTS,2010,ES,0,1.24
2015,NUTS,2010,ES,0,1.22
2016,NUTS,2010,ES,0,1.19
2017,NUTS,2010,ES,0,1.21
2018,NUTS,2010,ES,0,1.24
2019,NUTS,2010,ES,0,1.25
2020,NUTS,2010,ES,0,1.41
2011,NUTS,2010,ES1,1,0.98
2012,NUTS,2010,ES1,1,0.93
2013,NUTS,2010,ES1,1,0.88
2014,NUTS,2010,ES1,1,0.86
2015,NUTS,2010,ES1,1,0.84
2016,NUTS,2010,ES1,1,0.83
2017,NUTS,2010,ES1,1,0.9
2018,NUTS,2010,ES1,1,0.9
2019,NUTS,2010,ES1,1,0.92
2011,NUTS,2010,ES11,2,0.94
2012,NUTS,2010,ES11,2,0.9
2013,NUTS,2010,ES11,2,0.87
2014,NUTS,2010,ES11,2,0.88
2015,NUTS,2010,ES11,2,0.88
2016,NUTS,2010,ES11,2,0.86
2017,NUTS,2010,ES11,2,0.95
2018,NUTS,2010,ES11,2,0.95
2019,NUTS,2010,ES11,2,0.97
2011,NUTS,2010,ES12,2,0.97
2012,NUTS,2010,ES12,2,0.92
2013,NUTS,2010,ES12,2,0.89
2014,NUTS,2010,ES12,2,0.83
2015,NUTS,2010,ES12,2,0.74
2016,NUTS,2010,ES12,2,0.74
2017,NUTS,2010,ES12,2,0.81
2018,NUTS,2010,ES12,2,0.81
2019,NUTS,2010,ES12,2,0.83
2011,NUTS,2010,ES13,2,1.12
2012,NUTS,2010,ES13,2,1.04
2013,NUTS,2010,ES13,2,0.93
2014,NUTS,2010,ES13,2,0.84
2015,NUTS,2010,ES13,2,0.84
2016,NUTS,2010,ES13,2,0.83
2017,NUTS,2010,ES13,2,0.82
2018,NUTS,2010,ES13,2,0.86
2019,NUTS,2010,ES13,2,0.84
2011,NUTS,2010,ES2,1,1.77
2012,NUTS,2010,ES2,1,1.81
2013,NUTS,2010,ES2,1,1.69
2014,NUTS,2010,ES2,1,1.66
2015,NUTS,2010,ES2,1,1.57
2016,NUTS,2010,ES2,1,1.55
2017,NUTS,2010,ES2,1,1.56
2018,NUTS,2010,ES2,1,1.6
2019,NUTS,2010,ES2,1,1.59
2011,NUTS,2010,ES21,2,2.18
2012,NUTS,2010,ES21,2,2.29
2013,NUTS,2010,ES21,2,2.16
2014,NUTS,2010,ES21,2,2.08
2015,NUTS,2010,ES21,2,1.95
2016,NUTS,2010,ES21,2,1.94
2017,NUTS,2010,ES21,2,1.94
2018,NUTS,2010,ES21,2,2.02
2019,NUTS,2010,ES21,2,1.99
2011,NUTS,2010,ES22,2,2.14
2012,NUTS,2010,ES22,2,2.01
2013,NUTS,2010,ES22,2,1.84
2014,NUTS,2010,ES22,2,1.79
2015,NUTS,2010,ES22,2,1.65
2016,NUTS,2010,ES22,2,1.65
2017,NUTS,2010,ES22,2,1.76
2018,NUTS,2010,ES22,2,1.71
2019,NUTS,2010,ES22,2,1.7
2011,NUTS,2010,ES23,2,1.03
2012,NUTS,2010,ES23,2,0.91
2013,NUTS,2010,ES23,2,0.81
2014,NUTS,2010,ES23,2,0.93
2015,NUTS,2010,ES23,2,0.89
2016,NUTS,2010,ES23,2,0.84
2017,NUTS,2010,ES23,2,0.89
2018,NUTS,2010,ES23,2,0.81
2019,NUTS,2010,ES23,2,0.77
2011,NUTS,2010,ES24,2,0.97
2012,NUTS,2010,ES24,2,0.98
2013,NUTS,2010,ES24,2,0.93
2014,NUTS,2010,ES24,2,0.93
2015,NUTS,2010,ES24,2,0.92
2016,NUTS,2010,ES24,2,0.91
2017,NUTS,2010,ES24,2,0.88
2018,NUTS,2010,ES24,2,0.92
2019,NUTS,2010,ES24,2,0.94
2011,NUTS,2010,ES3,1,1.9
2012,NUTS,2010,ES3,1,1.76
2013,NUTS,2010,ES3,1,1.78
2014,NUTS,2010,ES3,1,1.7
2015,NUTS,2010,ES3,1,1.7
2016,NUTS,2010,ES3,1,1.66
2017,NUTS,2010,ES3,1,1.66
2018,NUTS,2010,ES3,1,1.7
2019,NUTS,2010,ES3,1,1.7
2011,NUTS,2010,ES30,2,1.9
2012,NUTS,2010,ES30,2,1.76
2013,NUTS,2010,ES30,2,1.78
2014,NUTS,2010,ES30,2,1.7
2015,NUTS,2010,ES30,2,1.7
2016,NUTS,2010,ES30,2,1.66
2017,NUTS,2010,ES30,2,1.66
2018,NUTS,2010,ES30,2,1.7
2019,NUTS,2010,ES30,2,1.7
2011,NUTS,2010,ES4,1,0.88
2012,NUTS,2010,ES4,1,0.91
2013,NUTS,2010,ES4,1,0.82
2014,NUTS,2010,ES4,1,0.8
2015,NUTS,2010,ES4,1,0.79
2016,NUTS,2010,ES4,1,0.83
2017,NUTS,2010,ES4,1,0.89
2018,NUTS,2010,ES4,1,0.92
2019,NUTS,2010,ES4,1,0.97
2011,NUTS,2010,ES41,2,1.05
2012,NUTS,2010,ES41,2,1.17
2013,NUTS,2010,ES41,2,1.03
2014,NUTS,2010,ES41,2,1.02
2015,NUTS,2010,ES41,2,1.01
2016,NUTS,2010,ES41,2,1.11
2017,NUTS,2010,ES41,2,1.22
2018,NUTS,2010,ES41,2,1.3
2019,NUTS,2010,ES41,2,1.34
2011,NUTS,2010,ES42,2,0.68
2012,NUTS,2010,ES42,2,0.63
2013,NUTS,2010,ES42,2,0.56
2014,NUTS,2010,ES42,2,0.55
2015,NUTS,2010,ES42,2,0.55
2016,NUTS,2010,ES42,2,0.56
2017,NUTS,2010,ES42,2,0.57
2018,NUTS,2010,ES42,2,0.53
2019,NUTS,2010,ES42,2,0.6
2011,NUTS,2010,ES43,2,0.81
2012,NUTS,2010,ES43,2,0.75
2013,NUTS,2010,ES43,2,0.76
2014,NUTS,2010,ES43,2,0.68
2015,NUTS,2010,ES43,2,0.65
2016,NUTS,2010,ES43,2,0.57
2017,NUTS,2010,ES43,2,0.58
2018,NUTS,2010,ES43,2,0.61
2019,NUTS,2010,ES43,2,0.68
2011,NUTS,2010,ES5,1,1.31
2012,NUTS,2010,ES5,1,1.3
2013,NUTS,2010,ES5,1,1.3
2014,NUTS,2010,ES5,1,1.27
2015,NUTS,2010,ES5,1,1.27
2016,NUTS,2010,ES5,1,1.23
2017,NUTS,2010,ES5,1,1.24
2018,NUTS,2010,ES5,1,1.29
2019,NUTS,2010,ES5,1,1.29
2011,NUTS,2010,ES51,2,1.56
2012,NUTS,2010,ES51,2,1.55
2013,NUTS,2010,ES51,2,1.54
2014,NUTS,2010,ES51,2,1.5
2015,NUTS,2010,ES51,2,1.52
2016,NUTS,2010,ES51,2,1.46
2017,NUTS,2010,ES51,2,1.48
2018,NUTS,2010,ES51,2,1.53
2019,NUTS,2010,ES51,2,1.51
2011,NUTS,2010,ES52,2,1.05
2012,NUTS,2010,ES52,2,1.06
2013,NUTS,2010,ES52,2,1.06
2014,NUTS,2010,ES52,2,1.05
2015,NUTS,2010,ES52,2,1.01
2016,NUTS,2010,ES52,2,1.01
2017,NUTS,2010,ES52,2,1.0
2018,NUTS,2010,ES52,2,1.05
2019,NUTS,2010,ES52,2,1.1
2011,NUTS,2010,ES53,2,0.36
2012,NUTS,2010,ES53,2,0.35
2013,NUTS,2010,ES53,2,0.34
2014,NUTS,2010,ES53,2,0.32
2015,NUTS,2010,ES53,2,0.32
2016,NUTS,2010,ES53,2,0.32
2017,NUTS,2010,ES53,2,0.36
2018,NUTS,2010,ES53,2,0.39
2019,NUTS,2010,ES53,2,0.39
2011,NUTS,2010,ES6,1,1.09
2012,NUTS,2010,ES6,1,1.02
2013,NUTS,2010,ES6,1,1.03
2014,NUTS,2010,ES6,1,1.02
2015,NUTS,2010,ES6,1,0.98
2016,NUTS,2010,ES6,1,0.9
2017,NUTS,2010,ES6,1,0.9
2018,NUTS,2010,ES6,1,0.92
2019,NUTS,2010,ES6,1,0.93
2011,NUTS,2010,ES61,2,1.15
2012,NUTS,2010,ES61,2,1.07
2013,NUTS,2010,ES61,2,1.08
2014,NUTS,2010,ES61,2,1.06
2015,NUTS,2010,ES61,2,1.02
2016,NUTS,2010,ES61,2,0.92
2017,NUTS,2010,ES61,2,0.92
2018,NUTS,2010,ES61,2,0.92
2019,NUTS,2010,ES61,2,0.93
2011,NUTS,2010,ES62,2,0.86
2012,NUTS,2010,ES62,2,0.86
2013,NUTS,2010,ES62,2,0.85
2014,NUTS,2010,ES62,2,0.87
2015,NUTS,2010,ES62,2,0.86
2016,NUTS,2010,ES62,2,0.92
2017,NUTS,2010,ES62,2,0.92
2018,NUTS,2010,ES62,2,0.97
2019,NUTS,2010,ES62,2,1.0
2011,NUTS,2010,ES63,2,0.08
2012,NUTS,2010,ES63,2,0.07
2013,NUTS,2010,ES63,2,0.06
2014,NUTS,2010,ES63,2,0.07
2015,NUTS,2010,ES63,2,0.06
2011,NUTS,2010,ES64,2,0.13
2012,NUTS,2010,ES64,2,0.14
2013,NUTS,2010,ES64,2,0.13
2014,NUTS,2010,ES64,2,0.13
2015,NUTS,2010,ES64,2,0.07
2011,NUTS,2010,ES7,1,0.6
2012,NUTS,2010,ES7,1,0.54
2013,NUTS,2010,ES7,1,0.52
2014,NUTS,2010,ES7,1,0.49
2015,NUTS,2010,ES7,1,0.5
2016,NUTS,2010,ES7,1,0.47
2017,NUTS,2010,ES7,1,0.5
2018,NUTS,2010,ES7,1,0.47
2019,NUTS,2010,ES7,1,0.46
2011,NUTS,2010,ES70,2,0.6
2012,NUTS,2010,ES70,2,0.54
2013,NUTS,2010,ES70,2,0.52
2014,NUTS,2010,ES70,2,0.49
2015,NUTS,2010,ES70,2,0.5
2016,NUTS,2010,ES70,2,0.47
2017,NUTS,2010,ES70,2,0.5
2018,NUTS,2010,ES70,2,0.47
2019,NUTS,2010,ES70,2,0.46
2011,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,EU27_2020,7,2.02
2012,NUTS,2010,EU27_2020,7,2.08
2013,NUTS,2010,EU27_2020,7,2.1
2014,NUTS,2010,EU27_2020,7,2.11
2015,NUTS,2010,EU27_2020,7,2.12
2016,NUTS,2010,EU27_2020,7,2.12
2017,NUTS,2010,EU27_2020,7,2.15
2018,NUTS,2010,EU27_2020,7,2.19
2019,NUTS,2010,EU27_2020,7,2.23
2020,NUTS,2010,EU27_2020,7,2.32
2011,NUTS,2010,FI,0,3.62
2012,NUTS,2010,FI,0,3.4
2013,NUTS,2010,FI,0,3.27
2014,NUTS,2010,FI,0,3.15
2015,NUTS,2010,FI,0,2.87
2016,NUTS,2010,FI,0,2.72
2017,NUTS,2010,FI,0,2.73
2018,NUTS,2010,FI,0,2.76
2019,NUTS,2010,FI,0,2.8
2020,NUTS,2010,FI,0,2.94
2011,NUTS,2010,FI1,1,3.64
2012,NUTS,2010,FI1,1,3.42
2013,NUTS,2010,FI1,1,3.29
2015,NUTS,2010,FI1,1,2.89
2016,NUTS,2010,FI1,1,2.74
2017,NUTS,2010,FI1,1,2.74
2018,NUTS,2010,FI1,1,2.77
2019,NUTS,2010,FI1,1,2.81
2011,NUTS,2010,FI19,2,3.59
2012,NUTS,2010,FI19,2,3.28
2013,NUTS,2010,FI19,2,3.25
2015,NUTS,2010,FI19,2,2.84
2016,NUTS,2010,FI19,2,2.53
2017,NUTS,2010,FI19,2,2.47
2018,NUTS,2010,FI19,2,2.56
2019,NUTS,2010,FI19,2,2.63
2011,NUTS,2010,FI1B,2,4.14
2012,NUTS,2010,FI1B,2,3.91
2013,NUTS,2010,FI1B,2,3.84
2015,NUTS,2010,FI1B,2,3.55
2016,NUTS,2010,FI1B,2,3.41
2017,NUTS,2010,FI1B,2,3.47
2018,NUTS,2010,FI1B,2,3.47
2019,NUTS,2010,FI1B,2,3.5
2011,NUTS,2010,FI1C,2,2.71
2012,NUTS,2010,FI1C,2,2.66
2013,NUTS,2010,FI1C,2,2.44
2015,NUTS,2010,FI1C,2,1.99
2016,NUTS,2010,FI1C,2,1.86
2017,NUTS,2010,FI1C,2,1.72
2018,NUTS,2010,FI1C,2,1.74
2019,NUTS,2010,FI1C,2,1.8
2011,NUTS,2010,FI1D,2,3.63
2012,NUTS,2010,FI1D,2,3.37
2013,NUTS,2010,FI1D,2,3.08
2015,NUTS,2010,FI1D,2,2.49
2016,NUTS,2010,FI1D,2,2.47
2017,NUTS,2010,FI1D,2,2.57
2018,NUTS,2010,FI1D,2,2.6
2019,NUTS,2010,FI1D,2,2.58
2011,NUTS,2010,FI2,1,0.47
2012,NUTS,2010,FI2,1,0.38
2013,NUTS,2010,FI2,1,0.3
2015,NUTS,2010,FI2,1,0.26
2016,NUTS,2010,FI2,1,0.33
2017,NUTS,2010,FI2,1,0.31
2018,NUTS,2010,FI2,1,0.43
2019,NUTS,2010,FI2,1,0.34
2011,NUTS,2010,FI20,2,0.47
2012,NUTS,2010,FI20,2,0.38
2013,NUTS,2010,FI20,2,0.3
2015,NUTS,2010,FI20,2,0.26
2016,NUTS,2010,FI20,2,0.33
2017,NUTS,2010,FI20,2,0.31
2018,NUTS,2010,FI20,2,0.43
2019,NUTS,2010,FI20,2,0.34
2011,NUTS,2010,FR,0,2.19
2012,NUTS,2010,FR,0,2.23
2013,NUTS,2010,FR,0,2.24
2014,NUTS,2010,FR,0,2.23
2015,NUTS,2010,FR,0,2.23
2016,NUTS,2010,FR,0,2.22
2017,NUTS,2010,FR,0,2.2
2018,NUTS,2010,FR,0,2.2
2019,NUTS,2010,FR,0,2.19
2020,NUTS,2010,FR,0,2.35
2011,NUTS,2010,FR1,1,2.99
2012,NUTS,2010,FR1,1,2.92
2013,NUTS,2010,FR1,1,2.9
2011,NUTS,2010,FR10,2,2.99
2012,NUTS,2010,FR10,2,2.92
2013,NUTS,2010,FR10,2,2.9
2011,NUTS,2010,FR2,1,1.23
2012,NUTS,2010,FR2,1,1.29
2013,NUTS,2010,FR2,1,1.3
2011,NUTS,2010,FR21,2,0.74
2012,NUTS,2010,FR21,2,0.76
2013,NUTS,2010,FR21,2,0.76
2011,NUTS,2010,FR22,2,1.24
2012,NUTS,2010,FR22,2,1.39
2013,NUTS,2010,FR22,2,1.41
2011,NUTS,2010,FR23,2,1.27
2012,NUTS,2010,FR23,2,1.35
2013,NUTS,2010,FR23,2,1.43
2011,NUTS,2010,FR24,2,1.6
2012,NUTS,2010,FR24,2,1.6
2013,NUTS,2010,FR24,2,1.63
2011,NUTS,2010,FR25,2,1.24
2012,NUTS,2010,FR25,2,1.3
2013,NUTS,2010,FR25,2,1.27
2011,NUTS,2010,FR26,2,1.02
2012,NUTS,2010,FR26,2,1.07
2013,NUTS,2010,FR26,2,0.99
2011,NUTS,2010,FR3,1,0.81
2012,NUTS,2010,FR3,1,0.89
2013,NUTS,2010,FR3,1,0.91
2011,NUTS,2010,FR30,2,0.81
2012,NUTS,2010,FR30,2,0.89
2013,NUTS,2010,FR30,2,0.91
2011,NUTS,2010,FR4,1,1.77
2012,NUTS,2010,FR4,1,1.81
2013,NUTS,2010,FR4,1,1.73
2011,NUTS,2010,FR41,2,1.24
2012,NUTS,2010,FR41,2,1.28
2013,NUTS,2010,FR41,2,1.25
2011,NUTS,2010,FR42,2,1.73
2012,NUTS,2010,FR42,2,1.76
2013,NUTS,2010,FR42,2,1.71
2011,NUTS,2010,FR43,2,2.86
2012,NUTS,2010,FR43,2,2.94
2013,NUTS,2010,FR43,2,2.72
2011,NUTS,2010,FR5,1,1.34
2012,NUTS,2010,FR5,1,1.43
2013,NUTS,2010,FR5,1,1.45
2011,NUTS,2010,FR51,2,1.12
2012,NUTS,2010,FR51,2,1.22
2013,NUTS,2010,FR51,2,1.23
2011,NUTS,2010,FR52,2,1.88
2012,NUTS,2010,FR52,2,1.99
2013,NUTS,2010,FR52,2,2.01
2011,NUTS,2010,FR53,2,0.82
2012,NUTS,2010,FR53,2,0.88
2013,NUTS,2010,FR53,2,0.93
2011,NUTS,2010,FR6,1,2.85
2012,NUTS,2010,FR6,1,2.92
2013,NUTS,2010,FR6,1,2.92
2011,NUTS,2010,FR61,2,1.46
2012,NUTS,2010,FR61,2,1.57
2013,NUTS,2010,FR61,2,1.6
2011,NUTS,2010,FR62,2,4.84
2012,NUTS,2010,FR62,2,4.8
2013,NUTS,2010,FR62,2,4.75
2011,NUTS,2010,FR63,2,0.93
2012,NUTS,2010,FR63,2,1.05
2013,NUTS,2010,FR63,2,1.0
2011,NUTS,2010,FR7,1,2.69
2012,NUTS,2010,FR7,1,2.72
2013,NUTS,2010,FR7,1,2.7
2011,NUTS,2010,FR71,2,2.77
