year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_rse_pc_act_hc_t
2014,NUTS,2010,HU21,2,0.1216
2015,NUTS,2010,HU21,2,0.1126
2016,NUTS,2010,HU21,2,0.1167
2017,NUTS,2010,HU21,2,0.1153
2018,NUTS,2010,HU21,2,0.1428
2019,NUTS,2010,HU21,2,0.1417
2011,NUTS,2010,HU22,2,0.2983
2012,NUTS,2010,HU22,2,0.2426
2013,NUTS,2010,HU22,2,0.2445
2014,NUTS,2010,HU22,2,0.2171
2015,NUTS,2010,HU22,2,0.1885
2016,NUTS,2010,HU22,2,0.1776
2017,NUTS,2010,HU22,2,0.1901
2018,NUTS,2010,HU22,2,0.2784
2019,NUTS,2010,HU22,2,0.3543
2011,NUTS,2010,HU23,2,0.4087
2012,NUTS,2010,HU23,2,0.4183
2013,NUTS,2010,HU23,2,0.317
2014,NUTS,2010,HU23,2,0.3342
2015,NUTS,2010,HU23,2,0.3309
2016,NUTS,2010,HU23,2,0.3694
2017,NUTS,2010,HU23,2,0.4418
2018,NUTS,2010,HU23,2,0.6726
2019,NUTS,2010,HU23,2,0.6514
2011,NUTS,2010,HU3,1,0.3486
2012,NUTS,2010,HU3,1,0.3311
2013,NUTS,2010,HU3,1,0.3281
2014,NUTS,2010,HU3,1,0.3101
2015,NUTS,2010,HU3,1,0.3051
2016,NUTS,2010,HU3,1,0.2988
2017,NUTS,2010,HU3,1,0.3103
2018,NUTS,2010,HU3,1,0.3714
2019,NUTS,2010,HU3,1,0.4247
2011,NUTS,2010,HU31,2,0.2441
2012,NUTS,2010,HU31,2,0.2406
2013,NUTS,2010,HU31,2,0.2141
2014,NUTS,2010,HU31,2,0.2009
2015,NUTS,2010,HU31,2,0.2111
2016,NUTS,2010,HU31,2,0.1901
2017,NUTS,2010,HU31,2,0.2045
2018,NUTS,2010,HU31,2,0.2295
2019,NUTS,2010,HU31,2,0.2541
2011,NUTS,2010,HU32,2,0.3594
2012,NUTS,2010,HU32,2,0.3441
2013,NUTS,2010,HU32,2,0.3335
2014,NUTS,2010,HU32,2,0.3138
2015,NUTS,2010,HU32,2,0.2992
2016,NUTS,2010,HU32,2,0.301
2017,NUTS,2010,HU32,2,0.3194
2018,NUTS,2010,HU32,2,0.3755
2019,NUTS,2010,HU32,2,0.4485
2011,NUTS,2010,HU33,2,0.4285
2012,NUTS,2010,HU33,2,0.3949
2013,NUTS,2010,HU33,2,0.4189
2014,NUTS,2010,HU33,2,0.4002
2015,NUTS,2010,HU33,2,0.3937
2016,NUTS,2010,HU33,2,0.3893
2017,NUTS,2010,HU33,2,0.3917
2018,NUTS,2010,HU33,2,0.4911
2019,NUTS,2010,HU33,2,0.5447
2011,NUTS,2010,IE,0,0.5108
2012,NUTS,2010,IE,0,0.7978
2013,NUTS,2010,IE,0,0.8129
2014,NUTS,2010,IE,0,0.8322
2015,NUTS,2010,IE,0,0.7156
2016,NUTS,2010,IE,0,0.5946
2017,NUTS,2010,IE,0,0.8087
2019,NUTS,2010,IE,0,0.8337
2011,NUTS,2010,IE0,1,0.4994
2012,NUTS,2010,IE0,1,0.5046
2013,NUTS,2010,IE0,1,0.4953
2014,NUTS,2010,IE0,1,0.7544
2015,NUTS,2010,IE0,1,0.8033
2017,NUTS,2010,IE0,1,0.784
2011,NUTS,2010,IE01,2,0.2731
2012,NUTS,2010,IE01,2,0.2752
2013,NUTS,2010,IE01,2,0.2675
2014,NUTS,2010,IE01,2,0.4124
2015,NUTS,2010,IE01,2,0.2395
2017,NUTS,2010,IE01,2,1.0947
2011,NUTS,2010,IE02,2,0.5772
2012,NUTS,2010,IE02,2,0.5838
2013,NUTS,2010,IE02,2,0.5751
2014,NUTS,2010,IE02,2,0.8722
2015,NUTS,2010,IE02,2,0.998
2017,NUTS,2010,IE02,2,0.7392
2011,NUTS,2010,IS,0,0.7661
2013,NUTS,2010,IS,0,1.0914
2015,NUTS,2010,IS,0,1.137
2016,NUTS,2010,IS,0,1.2215
2017,NUTS,2010,IS,0,1.1503
2018,NUTS,2010,IS,0,1.1264
2011,NUTS,2010,IT,0,0.3099
2012,NUTS,2010,IT,0,0.3116
2013,NUTS,2010,IT,0,0.3174
2014,NUTS,2010,IT,0,0.3211
2015,NUTS,2010,IT,0,0.3102
2016,NUTS,2010,IT,0,0.3124
2017,NUTS,2010,IT,0,0.3103
2018,NUTS,2010,IT,0,0.3104
2019,NUTS,2010,IT,0,0.3215
2011,NUTS,2010,ITC,1,0.2642
2012,NUTS,2010,ITC,1,0.2609
2013,NUTS,2010,ITC,1,0.2648
2014,NUTS,2010,ITC,1,0.2658
2015,NUTS,2010,ITC,1,0.2548
2016,NUTS,2010,ITC,1,0.2652
2017,NUTS,2010,ITC,1,0.2709
2018,NUTS,2010,ITC,1,0.2718
2019,NUTS,2010,ITC,1,0.2766
2011,NUTS,2010,ITC1,2,0.2409
2012,NUTS,2010,ITC1,2,0.2398
2013,NUTS,2010,ITC1,2,0.2557
2014,NUTS,2010,ITC1,2,0.2392
2015,NUTS,2010,ITC1,2,0.2623
2016,NUTS,2010,ITC1,2,0.2404
2017,NUTS,2010,ITC1,2,0.2445
2018,NUTS,2010,ITC1,2,0.248
2019,NUTS,2010,ITC1,2,0.2519
2011,NUTS,2010,ITC2,2,0.0438
2012,NUTS,2010,ITC2,2,0.0453
2013,NUTS,2010,ITC2,2,0.1174
2014,NUTS,2010,ITC2,2,0.1306
2015,NUTS,2010,ITC2,2,0.093
2016,NUTS,2010,ITC2,2,0.094
2017,NUTS,2010,ITC2,2,0.1096
2018,NUTS,2010,ITC2,2,0.0948
2019,NUTS,2010,ITC2,2,0.0895
2011,NUTS,2010,ITC3,2,0.2912
2012,NUTS,2010,ITC3,2,0.3015
2013,NUTS,2010,ITC3,2,0.3067
2014,NUTS,2010,ITC3,2,0.3037
2015,NUTS,2010,ITC3,2,0.3374
2016,NUTS,2010,ITC3,2,0.2867
2017,NUTS,2010,ITC3,2,0.2973
2018,NUTS,2010,ITC3,2,0.2617
2019,NUTS,2010,ITC3,2,0.2852
2011,NUTS,2010,ITC4,2,0.2735
2012,NUTS,2010,ITC4,2,0.267
2013,NUTS,2010,ITC4,2,0.2645
2014,NUTS,2010,ITC4,2,0.2735
2015,NUTS,2010,ITC4,2,0.2416
2016,NUTS,2010,ITC4,2,0.2749
2017,NUTS,2010,ITC4,2,0.2804
2018,NUTS,2010,ITC4,2,0.2855
2019,NUTS,2010,ITC4,2,0.288
2011,NUTS,2010,ITF,1,0.2881
2012,NUTS,2010,ITF,1,0.285
2013,NUTS,2010,ITF,1,0.2895
2014,NUTS,2010,ITF,1,0.2953
2015,NUTS,2010,ITF,1,0.2938
2016,NUTS,2010,ITF,1,0.2888
2017,NUTS,2010,ITF,1,0.2828
2018,NUTS,2010,ITF,1,0.2767
2019,NUTS,2010,ITF,1,0.2884
2011,NUTS,2010,ITF1,2,0.3018
2012,NUTS,2010,ITF1,2,0.303
2013,NUTS,2010,ITF1,2,0.3288
2014,NUTS,2010,ITF1,2,0.3311
2015,NUTS,2010,ITF1,2,0.3434
2016,NUTS,2010,ITF1,2,0.3578
2017,NUTS,2010,ITF1,2,0.3856
2018,NUTS,2010,ITF1,2,0.3429
2019,NUTS,2010,ITF1,2,0.3564
2015,NUTS,2010,ITF2,2,0.3367
2016,NUTS,2010,ITF2,2,0.3031
2017,NUTS,2010,ITF2,2,0.2883
2018,NUTS,2010,ITF2,2,0.2814
2019,NUTS,2010,ITF2,2,0.2707
2011,NUTS,2010,ITF3,2,0.3199
2012,NUTS,2010,ITF3,2,0.3148
2013,NUTS,2010,ITF3,2,0.3244
2014,NUTS,2010,ITF3,2,0.3369
2015,NUTS,2010,ITF3,2,0.3281
2016,NUTS,2010,ITF3,2,0.3311
2017,NUTS,2010,ITF3,2,0.3177
2018,NUTS,2010,ITF3,2,0.3118
2019,NUTS,2010,ITF3,2,0.3328
2011,NUTS,2010,ITF4,2,0.2955
2012,NUTS,2010,ITF4,2,0.2882
2013,NUTS,2010,ITF4,2,0.2418
2014,NUTS,2010,ITF4,2,0.2427
2015,NUTS,2010,ITF4,2,0.2477
2016,NUTS,2010,ITF4,2,0.2365
2017,NUTS,2010,ITF4,2,0.2323
2018,NUTS,2010,ITF4,2,0.2281
2019,NUTS,2010,ITF4,2,0.2317
2012,NUTS,2010,ITF5,2,0.2203
2013,NUTS,2010,ITF5,2,0.1884
2015,NUTS,2010,ITF5,2,0.1883
2016,NUTS,2010,ITF5,2,0.1707
2017,NUTS,2010,ITF5,2,0.1736
2018,NUTS,2010,ITF5,2,0.1675
2019,NUTS,2010,ITF5,2,0.1872
2011,NUTS,2010,ITF6,2,0.1977
2015,NUTS,2010,ITF6,2,0.2794
2016,NUTS,2010,ITF6,2,0.2549
2017,NUTS,2010,ITF6,2,0.234
2018,NUTS,2010,ITF6,2,0.2524
2019,NUTS,2010,ITF6,2,0.2546
2011,NUTS,2010,ITG,1,0.3129
2012,NUTS,2010,ITG,1,0.3176
2013,NUTS,2010,ITG,1,0.3206
2014,NUTS,2010,ITG,1,0.3272
2015,NUTS,2010,ITG,1,0.3145
2016,NUTS,2010,ITG,1,0.2707
2017,NUTS,2010,ITG,1,0.2614
2018,NUTS,2010,ITG,1,0.2568
2019,NUTS,2010,ITG,1,0.2665
2011,NUTS,2010,ITG1,2,0.2958
2012,NUTS,2010,ITG1,2,0.2931
2013,NUTS,2010,ITG1,2,0.3023
2014,NUTS,2010,ITG1,2,0.309
2015,NUTS,2010,ITG1,2,0.2933
2016,NUTS,2010,ITG1,2,0.2651
2017,NUTS,2010,ITG1,2,0.2507
2018,NUTS,2010,ITG1,2,0.2463
2019,NUTS,2010,ITG1,2,0.2583
2011,NUTS,2010,ITG2,2,0.3548
2012,NUTS,2010,ITG2,2,0.3784
2013,NUTS,2010,ITG2,2,0.3672
2014,NUTS,2010,ITG2,2,0.3729
2015,NUTS,2010,ITG2,2,0.3679
2016,NUTS,2010,ITG2,2,0.2851
2017,NUTS,2010,ITG2,2,0.2889
2018,NUTS,2010,ITG2,2,0.2832
2019,NUTS,2010,ITG2,2,0.2868
2011,NUTS,2010,ITH,1,0.2975
2012,NUTS,2010,ITH,1,0.3039
2013,NUTS,2010,ITH,1,0.3146
2014,NUTS,2010,ITH,1,0.3204
2015,NUTS,2010,ITH,1,0.2977
2016,NUTS,2010,ITH,1,0.3122
2017,NUTS,2010,ITH,1,0.3142
2018,NUTS,2010,ITH,1,0.3213
2019,NUTS,2010,ITH,1,0.3334
2011,NUTS,2010,ITH1,2,0.0191
2012,NUTS,2010,ITH1,2,0.0265
2013,NUTS,2010,ITH1,2,0.0657
2014,NUTS,2010,ITH1,2,0.0934
2015,NUTS,2010,ITH1,2,0.061
2016,NUTS,2010,ITH1,2,0.1193
2017,NUTS,2010,ITH1,2,0.1367
2018,NUTS,2010,ITH1,2,0.1422
2019,NUTS,2010,ITH1,2,0.162
2011,NUTS,2010,ITH2,2,0.3104
2012,NUTS,2010,ITH2,2,0.345
2013,NUTS,2010,ITH2,2,0.3941
2014,NUTS,2010,ITH2,2,0.4096
2015,NUTS,2010,ITH2,2,0.4253
2016,NUTS,2010,ITH2,2,0.4392
2017,NUTS,2010,ITH2,2,0.4241
2018,NUTS,2010,ITH2,2,0.4527
2019,NUTS,2010,ITH2,2,0.4881
2011,NUTS,2010,ITH3,2,0.2415
2012,NUTS,2010,ITH3,2,0.2443
2013,NUTS,2010,ITH3,2,0.2555
2014,NUTS,2010,ITH3,2,0.2602
2015,NUTS,2010,ITH3,2,0.2587
2016,NUTS,2010,ITH3,2,0.2515
2017,NUTS,2010,ITH3,2,0.2554
2018,NUTS,2010,ITH3,2,0.2652
2019,NUTS,2010,ITH3,2,0.2759
2011,NUTS,2010,ITH4,2,0.3797
2012,NUTS,2010,ITH4,2,0.3958
2013,NUTS,2010,ITH4,2,0.3858
2014,NUTS,2010,ITH4,2,0.391
2015,NUTS,2010,ITH4,2,0.3919
2016,NUTS,2010,ITH4,2,0.3749
2017,NUTS,2010,ITH4,2,0.3788
2018,NUTS,2010,ITH4,2,0.3886
2019,NUTS,2010,ITH4,2,0.3864
2011,NUTS,2010,ITH5,2,0.3687
2012,NUTS,2010,ITH5,2,0.3737
2013,NUTS,2010,ITH5,2,0.3802
2014,NUTS,2010,ITH5,2,0.3837
2015,NUTS,2010,ITH5,2,0.3283
2016,NUTS,2010,ITH5,2,0.369
2017,NUTS,2010,ITH5,2,0.3697
2018,NUTS,2010,ITH5,2,0.371
2019,NUTS,2010,ITH5,2,0.3845
2011,NUTS,2010,ITI,1,0.3729
2012,NUTS,2010,ITI,1,0.3733
2013,NUTS,2010,ITI,1,0.3717
2014,NUTS,2010,ITI,1,0.368
2015,NUTS,2010,ITI,1,0.3612
2016,NUTS,2010,ITI,1,0.3679
2017,NUTS,2010,ITI,1,0.3559
2018,NUTS,2010,ITI,1,0.3541
2019,NUTS,2010,ITI,1,0.3684
2011,NUTS,2010,ITI1,2,0.4579
2012,NUTS,2010,ITI1,2,0.4656
2013,NUTS,2010,ITI1,2,0.4045
2014,NUTS,2010,ITI1,2,0.3896
2015,NUTS,2010,ITI1,2,0.3912
2016,NUTS,2010,ITI1,2,0.3759
2017,NUTS,2010,ITI1,2,0.3735
2018,NUTS,2010,ITI1,2,0.3967
2019,NUTS,2010,ITI1,2,0.4008
2011,NUTS,2010,ITI2,2,0.4136
2012,NUTS,2010,ITI2,2,0.4107
2013,NUTS,2010,ITI2,2,0.3965
2014,NUTS,2010,ITI2,2,0.3973
2015,NUTS,2010,ITI2,2,0.4007
2016,NUTS,2010,ITI2,2,0.3771
2017,NUTS,2010,ITI2,2,0.3568
2018,NUTS,2010,ITI2,2,0.3811
2019,NUTS,2010,ITI2,2,0.3596
2011,NUTS,2010,ITI3,2,0.2763
2012,NUTS,2010,ITI3,2,0.2696
2013,NUTS,2010,ITI3,2,0.2695
2014,NUTS,2010,ITI3,2,0.2756
2015,NUTS,2010,ITI3,2,0.274
2016,NUTS,2010,ITI3,2,0.2983
2017,NUTS,2010,ITI3,2,0.3169
2018,NUTS,2010,ITI3,2,0.2928
2019,NUTS,2010,ITI3,2,0.2882
2011,NUTS,2010,ITI4,2,0.3357
2012,NUTS,2010,ITI4,2,0.3345
2013,NUTS,2010,ITI4,2,0.374
2014,NUTS,2010,ITI4,2,0.374
2015,NUTS,2010,ITI4,2,0.3586
2016,NUTS,2010,ITI4,2,0.3797
2017,NUTS,2010,ITI4,2,0.3545
2018,NUTS,2010,ITI4,2,0.3387
2019,NUTS,2010,ITI4,2,0.3698
2011,NUTS,2010,KR,0,0.3815
2011,NUTS,2010,LT,0,0.9404
2012,NUTS,2010,LT,0,0.9673
2013,NUTS,2010,LT,0,0.9705
2014,NUTS,2010,LT,0,0.9365
2015,NUTS,2010,LT,0,0.8787
2016,NUTS,2010,LT,0,0.856
2017,NUTS,2010,LT,0,0.8514
2018,NUTS,2010,LT,0,0.8518
2019,NUTS,2010,LT,0,0.8118
2015,NUTS,2010,LT01,2,1.4853
2016,NUTS,2010,LT01,2,1.3828
2017,NUTS,2010,LT01,2,1.3186
2018,NUTS,2010,LT01,2,1.2744
2019,NUTS,2010,LT01,2,1.2087
2015,NUTS,2010,LT02,2,0.5984
2016,NUTS,2010,LT02,2,0.595
2017,NUTS,2010,LT02,2,0.5997
2018,NUTS,2010,LT02,2,0.6121
2019,NUTS,2010,LT02,2,0.5856
2011,NUTS,2010,LU,0,0.2645
2012,NUTS,2010,LU,0,0.2878
2013,NUTS,2010,LU,0,0.3299
2014,NUTS,2010,LU,0,0.4756
2015,NUTS,2010,LU,0,0.4708
2017,NUTS,2010,LU,0,0.4731
2019,NUTS,2010,LU,0,0.4832
2011,NUTS,2010,LV,0,0.5439
2012,NUTS,2010,LV,0,0.587
2013,NUTS,2010,LV,0,0.5475
2014,NUTS,2010,LV,0,0.5746
2015,NUTS,2010,LV,0,0.5878
2016,NUTS,2010,LV,0,0.5649
2017,NUTS,2010,LV,0,0.5781
2018,NUTS,2010,LV,0,0.565
2019,NUTS,2010,LV,0,0.5983
2011,NUTS,2010,ME,0,0.3809
2013,NUTS,2010,ME,0,0.3815
2014,NUTS,2010,ME,0,0.4096
2015,NUTS,2010,ME,0,0.3792
2016,NUTS,2010,ME,0,0.3768
2017,NUTS,2010,ME,0,0.3399
2018,NUTS,2010,ME,0,0.3245
2019,NUTS,2010,ME,0,0.3064
2011,NUTS,2010,MK,0,0.1482
2012,NUTS,2010,MK,0,0.1773
2015,NUTS,2010,MK,0,0.3134
2016,NUTS,2010,MK,0,0.2945
2017,NUTS,2010,MK,0,0.2603
2018,NUTS,2010,MK,0,0.2728
2019,NUTS,2010,MK,0,0.2582
2011,NUTS,2010,MT,0,0.3778
2012,NUTS,2010,MT,0,0.4154
2013,NUTS,2010,MT,0,0.4242
2014,NUTS,2010,MT,0,0.4288
2015,NUTS,2010,MT,0,0.4189
2016,NUTS,2010,MT,0,0.3967
2017,NUTS,2010,MT,0,0.4084
2018,NUTS,2010,MT,0,0.3889
2019,NUTS,2010,MT,0,0.3927
2011,NUTS,2010,NL,0,0.2753
2012,NUTS,2010,NL,0,0.2724
2013,NUTS,2010,NL,0,0.2727
2014,NUTS,2010,NL,0,0.2837
2015,NUTS,2010,NL,0,0.2869
2016,NUTS,2010,NL,0,0.2831
2017,NUTS,2010,NL,0,0.2874
2018,NUTS,2010,NL,0,0.2877
2019,NUTS,2010,NL,0,0.2996
2011,NUTS,2010,NL3,1,0.3335
2012,NUTS,2010,NL3,1,0.3273
2011,NUTS,2010,NO,0,0.8574
2012,NUTS,2010,NO,0,0.8463
2013,NUTS,2010,NO,0,0.8651
2014,NUTS,2010,NO,0,0.8895
2015,NUTS,2010,NO,0,0.9243
2016,NUTS,2010,NO,0,0.9554
2017,NUTS,2010,NO,0,1.0174
2018,NUTS,2010,NO,0,1.0339
2019,NUTS,2010,NO,0,1.06
2011,NUTS,2010,NO0,1,0.8326
2012,NUTS,2010,NO0,1,0.8206
2013,NUTS,2010,NO0,1,0.8385
2014,NUTS,2010,NO0,1,0.86
2015,NUTS,2010,NO0,1,0.8916
2017,NUTS,2010,NO0,1,0.9821
2018,NUTS,2010,NO0,1,0.9973
2019,NUTS,2010,NO0,1,1.0222
2011,NUTS,2010,NO01,2,1.1849
2012,NUTS,2010,NO01,2,1.1602
2013,NUTS,2010,NO01,2,1.1854
2014,NUTS,2010,NO01,2,1.2197
2015,NUTS,2010,NO01,2,1.258
2017,NUTS,2010,NO01,2,1.3409
2018,NUTS,2010,NO01,2,1.3503
2019,NUTS,2010,NO01,2,1.3649
2011,NUTS,2010,NO02,2,0.3364
2012,NUTS,2010,NO02,2,0.3367
2013,NUTS,2010,NO02,2,0.3688
2014,NUTS,2010,NO02,2,0.3837
2015,NUTS,2010,NO02,2,0.3946
2017,NUTS,2010,NO02,2,0.3958
2018,NUTS,2010,NO02,2,0.4082
2019,NUTS,2010,NO02,2,0.4253
2011,NUTS,2010,NO03,2,0.233
2012,NUTS,2010,NO03,2,0.2355
2013,NUTS,2010,NO03,2,0.2411
2014,NUTS,2010,NO03,2,0.2479
2015,NUTS,2010,NO03,2,0.2617
2017,NUTS,2010,NO03,2,0.2935
2018,NUTS,2010,NO03,2,0.3049
2019,NUTS,2010,NO03,2,0.3116
2011,NUTS,2010,NO04,2,0.3929
2012,NUTS,2010,NO04,2,0.4062
2013,NUTS,2010,NO04,2,0.4079
2014,NUTS,2010,NO04,2,0.417
2015,NUTS,2010,NO04,2,0.4539
2017,NUTS,2010,NO04,2,0.5259
2018,NUTS,2010,NO04,2,0.5183
2019,NUTS,2010,NO04,2,0.54
2011,NUTS,2010,NO05,2,0.9203
2012,NUTS,2010,NO05,2,0.9333
2013,NUTS,2010,NO05,2,0.928
2014,NUTS,2010,NO05,2,0.9521
2015,NUTS,2010,NO05,2,0.9591
2017,NUTS,2010,NO05,2,1.0611
2018,NUTS,2010,NO05,2,1.0915
2019,NUTS,2010,NO05,2,1.14
2011,NUTS,2010,NO06,2,1.8993
2012,NUTS,2010,NO06,2,1.7602
2013,NUTS,2010,NO06,2,1.8009
2014,NUTS,2010,NO06,2,1.8157
2015,NUTS,2010,NO06,2,1.8769
2017,NUTS,2010,NO06,2,2.1032
2018,NUTS,2010,NO06,2,2.1557
2019,NUTS,2010,NO06,2,2.1977
2011,NUTS,2010,NO07,2,1.0236
2012,NUTS,2010,NO07,2,1.0413
2013,NUTS,2010,NO07,2,1.0808
2014,NUTS,2010,NO07,2,1.0913
2015,NUTS,2010,NO07,2,1.1502
2017,NUTS,2010,NO07,2,1.2837
2018,NUTS,2010,NO07,2,1.2842
2019,NUTS,2010,NO07,2,1.3098
2011,NUTS,2010,PL,0,0.426
2012,NUTS,2010,PL,0,0.4138
2013,NUTS,2010,PL,0,0.4134
2014,NUTS,2010,PL,0,0.4217
2015,NUTS,2010,PL,0,0.4211
2016,NUTS,2010,PL,0,0.473
2017,NUTS,2010,PL,0,0.6652
2018,NUTS,2010,PL,0,0.6788
2019,NUTS,2010,PL,0,0.6671
2011,NUTS,2010,PL1,1,0.6374
2012,NUTS,2010,PL1,1,0.6337
2013,NUTS,2010,PL1,1,0.4003
2014,NUTS,2010,PL1,1,0.3907
2015,NUTS,2010,PL1,1,0.3954
2011,NUTS,2010,PL11,2,0.3549
2012,NUTS,2010,PL11,2,0.4123
2013,NUTS,2010,PL11,2,0.3309
2014,NUTS,2010,PL11,2,0.3305
2015,NUTS,2010,PL11,2,0.3532
2011,NUTS,2010,PL12,2,0.4531
2012,NUTS,2010,PL12,2,0.426
2013,NUTS,2010,PL12,2,0.4376
2014,NUTS,2010,PL12,2,0.4207
2015,NUTS,2010,PL12,2,0.4148
2011,NUTS,2010,PL2,1,0.4633
2012,NUTS,2010,PL2,1,0.4538
2013,NUTS,2010,PL2,1,0.4525
2014,NUTS,2010,PL2,1,0.4882
2015,NUTS,2010,PL2,1,0.5155
2016,NUTS,2010,PL2,1,0.5369
2017,NUTS,2010,PL2,1,0.7425
2018,NUTS,2010,PL2,1,0.7688
2019,NUTS,2010,PL2,1,0.8124
2011,NUTS,2010,PL21,2,0.6685
2012,NUTS,2010,PL21,2,0.646
2013,NUTS,2010,PL21,2,0.6471
2014,NUTS,2010,PL21,2,0.697
2015,NUTS,2010,PL21,2,0.7344
2016,NUTS,2010,PL21,2,0.7441
2017,NUTS,2010,PL21,2,1.1094
2018,NUTS,2010,PL21,2,1.1416
2019,NUTS,2010,PL21,2,1.0668
2011,NUTS,2010,PL22,2,0.324
2012,NUTS,2010,PL22,2,0.3216
2013,NUTS,2010,PL22,2,0.3164
2014,NUTS,2010,PL22,2,0.339
2015,NUTS,2010,PL22,2,0.3578
2016,NUTS,2010,PL22,2,0.3812
2017,NUTS,2010,PL22,2,0.4643
2018,NUTS,2010,PL22,2,0.4841
2019,NUTS,2010,PL22,2,0.6145
2011,NUTS,2010,PL3,1,0.3091
2012,NUTS,2010,PL3,1,0.2984
2013,NUTS,2010,PL3,1,0.3128
2014,NUTS,2010,PL3,1,0.317
2015,NUTS,2010,PL3,1,0.3086
2011,NUTS,2010,PL31,2,0.4673
2012,NUTS,2010,PL31,2,0.4926
2013,NUTS,2010,PL31,2,0.4499
2014,NUTS,2010,PL31,2,0.4484
2015,NUTS,2010,PL31,2,0.4199
2011,NUTS,2010,PL32,2,0.2064
2012,NUTS,2010,PL32,2,0.2123
2013,NUTS,2010,PL32,2,0.2257
2014,NUTS,2010,PL32,2,0.2379
2015,NUTS,2010,PL32,2,0.2384
2012,NUTS,2010,PL33,2,0.0481
2013,NUTS,2010,PL33,2,0.1456
2012,NUTS,2010,PL34,2,0.3832
2013,NUTS,2010,PL34,2,0.3954
2011,NUTS,2010,PL4,1,0.4168
2012,NUTS,2010,PL4,1,0.3908
2013,NUTS,2010,PL4,1,0.3914
2014,NUTS,2010,PL4,1,0.4183
2015,NUTS,2010,PL4,1,0.4252
2016,NUTS,2010,PL4,1,0.3913
2017,NUTS,2010,PL4,1,0.5205
2018,NUTS,2010,PL4,1,0.5084
2019,NUTS,2010,PL4,1,0.4379
2011,NUTS,2010,PL41,2,0.4727
2012,NUTS,2010,PL41,2,0.4208
2013,NUTS,2010,PL41,2,0.4293
2014,NUTS,2010,PL41,2,0.4655
2015,NUTS,2010,PL41,2,0.4752
2016,NUTS,2010,PL41,2,0.4458
2017,NUTS,2010,PL41,2,0.5675
2018,NUTS,2010,PL41,2,0.57
2019,NUTS,2010,PL41,2,0.4892
2011,NUTS,2010,PL42,2,0.4523
2012,NUTS,2010,PL42,2,0.459
2014,NUTS,2010,PL42,2,0.4658
2015,NUTS,2010,PL42,2,0.4818
2016,NUTS,2010,PL42,2,0.398
2017,NUTS,2010,PL42,2,0.5746
2012,NUTS,2010,PL43,2,0.1931
2014,NUTS,2010,PL43,2,0.1962
2015,NUTS,2010,PL43,2,0.1913
2016,NUTS,2010,PL43,2,0.1818
2017,NUTS,2010,PL43,2,0.2583
2011,NUTS,2010,PL5,1,0.4386
2012,NUTS,2010,PL5,1,0.4329
2013,NUTS,2010,PL5,1,0.4614
2014,NUTS,2010,PL5,1,0.439
2015,NUTS,2010,PL5,1,0.4412
2016,NUTS,2010,PL5,1,0.4508
2017,NUTS,2010,PL5,1,0.6412
2018,NUTS,2010,PL5,1,0.6352
2019,NUTS,2010,PL5,1,0.5923
2012,NUTS,2010,PL51,2,0.4854
2013,NUTS,2010,PL51,2,0.5197
2014,NUTS,2010,PL51,2,0.4907
2015,NUTS,2010,PL51,2,0.5028
2016,NUTS,2010,PL51,2,0.5149
2017,NUTS,2010,PL51,2,0.7379
2018,NUTS,2010,PL51,2,0.7432
2019,NUTS,2010,PL51,2,0.6884
2012,NUTS,2010,PL52,2,0.2715
2013,NUTS,2010,PL52,2,0.2797
2014,NUTS,2010,PL52,2,0.2827
2015,NUTS,2010,PL52,2,0.2618
2016,NUTS,2010,PL52,2,0.2495
2017,NUTS,2010,PL52,2,0.3436
2018,NUTS,2010,PL52,2,0.3021
2019,NUTS,2010,PL52,2,0.2829
2011,NUTS,2010,PL6,1,0.4101
2012,NUTS,2010,PL6,1,0.3882
2013,NUTS,2010,PL6,1,0.3872
2014,NUTS,2010,PL6,1,0.3969
2015,NUTS,2010,PL6,1,0.3681
2016,NUTS,2010,PL6,1,0.3905
2017,NUTS,2010,PL6,1,0.5505
2018,NUTS,2010,PL6,1,0.56
2019,NUTS,2010,PL6,1,0.556
2012,NUTS,2010,PL61,2,0.352
2013,NUTS,2010,PL61,2,0.3664
2014,NUTS,2010,PL61,2,0.3775
2015,NUTS,2010,PL61,2,0.3554
2016,NUTS,2010,PL61,2,0.3582
2017,NUTS,2010,PL61,2,0.5735
2012,NUTS,2010,PL62,2,0.32
2013,NUTS,2010,PL62,2,0.3074
2014,NUTS,2010,PL62,2,0.3308
2015,NUTS,2010,PL62,2,0.3083
2016,NUTS,2010,PL62,2,0.3368
2017,NUTS,2010,PL62,2,0.4102
2011,NUTS,2010,PL63,2,0.514
2012,NUTS,2010,PL63,2,0.4632
2013,NUTS,2010,PL63,2,0.4533
2014,NUTS,2010,PL63,2,0.4534
2015,NUTS,2010,PL63,2,0.4136
2016,NUTS,2010,PL63,2,0.4498
2017,NUTS,2010,PL63,2,0.6105
2018,NUTS,2010,PL63,2,0.6362
2019,NUTS,2010,PL63,2,0.586
2016,NUTS,2010,PL7,1,0.359
2017,NUTS,2010,PL7,1,0.5312
2018,NUTS,2010,PL7,1,0.4804
2019,NUTS,2010,PL7,1,0.5049
2017,NUTS,2010,PL71,2,0.6474
2018,NUTS,2010,PL71,2,0.5642
2019,NUTS,2010,PL71,2,0.6091
2017,NUTS,2010,PL72,2,0.2861
2018,NUTS,2010,PL72,2,0.2981
