year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_hrsto_ths
2018,NUTS,2010,DE2,1,2828.1
2019,NUTS,2010,DE2,1,2882.6
2020,NUTS,2010,DE2,1,2795.2
2011,NUTS,2010,DE21,2,960.7
2012,NUTS,2010,DE21,2,1032.9
2013,NUTS,2010,DE21,2,1062.4
2014,NUTS,2010,DE21,2,1088.8
2015,NUTS,2010,DE21,2,1107.4
2016,NUTS,2010,DE21,2,1139.4
2017,NUTS,2010,DE21,2,1159.7
2018,NUTS,2010,DE21,2,1175.6
2019,NUTS,2010,DE21,2,1194.9
2020,NUTS,2010,DE21,2,1104.9
2011,NUTS,2010,DE22,2,184.5
2012,NUTS,2010,DE22,2,195.7
2013,NUTS,2010,DE22,2,203.1
2014,NUTS,2010,DE22,2,203.6
2015,NUTS,2010,DE22,2,203.6
2016,NUTS,2010,DE22,2,214.4
2017,NUTS,2010,DE22,2,217.6
2018,NUTS,2010,DE22,2,224.1
2019,NUTS,2010,DE22,2,234.9
2020,NUTS,2010,DE22,2,230.6
2011,NUTS,2010,DE23,2,183.3
2012,NUTS,2010,DE23,2,201.0
2013,NUTS,2010,DE23,2,201.9
2014,NUTS,2010,DE23,2,214.3
2015,NUTS,2010,DE23,2,216.1
2016,NUTS,2010,DE23,2,198.5
2017,NUTS,2010,DE23,2,206.6
2018,NUTS,2010,DE23,2,207.9
2019,NUTS,2010,DE23,2,216.4
2020,NUTS,2010,DE23,2,237.7
2011,NUTS,2010,DE24,2,179.0
2012,NUTS,2010,DE24,2,191.0
2013,NUTS,2010,DE24,2,193.6
2014,NUTS,2010,DE24,2,194.8
2015,NUTS,2010,DE24,2,193.4
2016,NUTS,2010,DE24,2,199.1
2017,NUTS,2010,DE24,2,202.8
2018,NUTS,2010,DE24,2,205.7
2019,NUTS,2010,DE24,2,214.1
2020,NUTS,2010,DE24,2,232.5
2011,NUTS,2010,DE25,2,313.0
2012,NUTS,2010,DE25,2,331.9
2013,NUTS,2010,DE25,2,327.2
2014,NUTS,2010,DE25,2,335.3
2015,NUTS,2010,DE25,2,350.5
2016,NUTS,2010,DE25,2,364.6
2017,NUTS,2010,DE25,2,364.9
2018,NUTS,2010,DE25,2,369.4
2019,NUTS,2010,DE25,2,368.3
2020,NUTS,2010,DE25,2,348.5
2011,NUTS,2010,DE26,2,229.1
2012,NUTS,2010,DE26,2,238.7
2013,NUTS,2010,DE26,2,241.9
2014,NUTS,2010,DE26,2,248.8
2015,NUTS,2010,DE26,2,254.9
2016,NUTS,2010,DE26,2,254.7
2017,NUTS,2010,DE26,2,256.8
2018,NUTS,2010,DE26,2,269.2
2019,NUTS,2010,DE26,2,272.0
2020,NUTS,2010,DE26,2,239.4
2011,NUTS,2010,DE27,2,312.1
2012,NUTS,2010,DE27,2,309.1
2013,NUTS,2010,DE27,2,320.8
2014,NUTS,2010,DE27,2,328.7
2015,NUTS,2010,DE27,2,337.7
2016,NUTS,2010,DE27,2,351.4
2017,NUTS,2010,DE27,2,359.7
2018,NUTS,2010,DE27,2,376.1
2019,NUTS,2010,DE27,2,382.0
2020,NUTS,2010,DE27,2,401.6
2011,NUTS,2010,DE3,1,728.1
2012,NUTS,2010,DE3,1,739.6
2013,NUTS,2010,DE3,1,762.0
2014,NUTS,2010,DE3,1,800.0
2015,NUTS,2010,DE3,1,799.3
2016,NUTS,2010,DE3,1,878.7
2017,NUTS,2010,DE3,1,913.9
2018,NUTS,2010,DE3,1,956.2
2019,NUTS,2010,DE3,1,986.2
2020,NUTS,2010,DE3,1,942.4
2011,NUTS,2010,DE30,2,728.1
2012,NUTS,2010,DE30,2,739.6
2013,NUTS,2010,DE30,2,762.0
2014,NUTS,2010,DE30,2,800.0
2015,NUTS,2010,DE30,2,799.3
2016,NUTS,2010,DE30,2,878.7
2017,NUTS,2010,DE30,2,913.9
2018,NUTS,2010,DE30,2,956.2
2019,NUTS,2010,DE30,2,986.2
2020,NUTS,2010,DE30,2,942.4
2011,NUTS,2010,DE4,1,440.0
2012,NUTS,2010,DE4,1,438.6
2013,NUTS,2010,DE4,1,442.1
2014,NUTS,2010,DE4,1,437.4
2015,NUTS,2010,DE4,1,446.8
2016,NUTS,2010,DE4,1,458.1
2017,NUTS,2010,DE4,1,476.0
2018,NUTS,2010,DE4,1,477.0
2019,NUTS,2010,DE4,1,487.0
2020,NUTS,2010,DE4,1,443.7
2011,NUTS,2010,DE40,2,440.0
2012,NUTS,2010,DE40,2,438.6
2013,NUTS,2010,DE40,2,442.1
2014,NUTS,2010,DE40,2,437.4
2015,NUTS,2010,DE40,2,446.8
2016,NUTS,2010,DE40,2,458.1
2017,NUTS,2010,DE40,2,476.0
2018,NUTS,2010,DE40,2,477.0
2019,NUTS,2010,DE40,2,487.0
2020,NUTS,2010,DE40,2,443.7
2011,NUTS,2010,DE5,1,112.4
2012,NUTS,2010,DE5,1,116.2
2013,NUTS,2010,DE5,1,116.8
2014,NUTS,2010,DE5,1,117.3
2015,NUTS,2010,DE5,1,118.1
2016,NUTS,2010,DE5,1,130.2
2017,NUTS,2010,DE5,1,133.6
2018,NUTS,2010,DE5,1,137.7
2019,NUTS,2010,DE5,1,145.0
2020,NUTS,2010,DE5,1,132.4
2011,NUTS,2010,DE50,2,112.4
2012,NUTS,2010,DE50,2,116.2
2013,NUTS,2010,DE50,2,116.8
2014,NUTS,2010,DE50,2,117.3
2015,NUTS,2010,DE50,2,118.1
2016,NUTS,2010,DE50,2,130.2
2017,NUTS,2010,DE50,2,133.6
2018,NUTS,2010,DE50,2,137.7
2019,NUTS,2010,DE50,2,145.0
2020,NUTS,2010,DE50,2,132.4
2011,NUTS,2010,DE6,1,381.6
2012,NUTS,2010,DE6,1,393.8
2013,NUTS,2010,DE6,1,398.9
2014,NUTS,2010,DE6,1,415.8
2015,NUTS,2010,DE6,1,427.5
2016,NUTS,2010,DE6,1,442.7
2017,NUTS,2010,DE6,1,456.4
2018,NUTS,2010,DE6,1,460.4
2019,NUTS,2010,DE6,1,468.3
2020,NUTS,2010,DE6,1,489.5
2011,NUTS,2010,DE60,2,381.6
2012,NUTS,2010,DE60,2,393.8
2013,NUTS,2010,DE60,2,398.9
2014,NUTS,2010,DE60,2,415.8
2015,NUTS,2010,DE60,2,427.5
2016,NUTS,2010,DE60,2,442.7
2017,NUTS,2010,DE60,2,456.4
2018,NUTS,2010,DE60,2,460.4
2019,NUTS,2010,DE60,2,468.3
2020,NUTS,2010,DE60,2,489.5
2011,NUTS,2010,DE7,1,1171.0
2012,NUTS,2010,DE7,1,1190.9
2013,NUTS,2010,DE7,1,1202.4
2014,NUTS,2010,DE7,1,1207.5
2015,NUTS,2010,DE7,1,1239.8
2016,NUTS,2010,DE7,1,1265.3
2017,NUTS,2010,DE7,1,1313.9
2018,NUTS,2010,DE7,1,1294.7
2019,NUTS,2010,DE7,1,1362.0
2020,NUTS,2010,DE7,1,1239.1
2011,NUTS,2010,DE71,2,768.5
2012,NUTS,2010,DE71,2,783.0
2013,NUTS,2010,DE71,2,791.9
2014,NUTS,2010,DE71,2,798.2
2015,NUTS,2010,DE71,2,822.4
2016,NUTS,2010,DE71,2,832.6
2017,NUTS,2010,DE71,2,863.6
2018,NUTS,2010,DE71,2,864.7
2019,NUTS,2010,DE71,2,910.2
2020,NUTS,2010,DE71,2,831.5
2011,NUTS,2010,DE72,2,193.0
2012,NUTS,2010,DE72,2,195.1
2013,NUTS,2010,DE72,2,196.9
2014,NUTS,2010,DE72,2,199.3
2015,NUTS,2010,DE72,2,202.9
2016,NUTS,2010,DE72,2,207.8
2017,NUTS,2010,DE72,2,208.2
2018,NUTS,2010,DE72,2,198.4
2019,NUTS,2010,DE72,2,211.6
2020,NUTS,2010,DE72,2,195.8
2011,NUTS,2010,DE73,2,209.5
2012,NUTS,2010,DE73,2,212.7
2013,NUTS,2010,DE73,2,213.6
2014,NUTS,2010,DE73,2,209.9
2015,NUTS,2010,DE73,2,214.5
2016,NUTS,2010,DE73,2,224.9
2017,NUTS,2010,DE73,2,242.1
2018,NUTS,2010,DE73,2,231.5
2019,NUTS,2010,DE73,2,240.2
2020,NUTS,2010,DE73,2,211.8
2011,NUTS,2010,DE8,1,254.5
2012,NUTS,2010,DE8,1,231.6
2013,NUTS,2010,DE8,1,238.5
2014,NUTS,2010,DE8,1,254.2
2015,NUTS,2010,DE8,1,267.8
2016,NUTS,2010,DE8,1,265.6
2017,NUTS,2010,DE8,1,259.5
2018,NUTS,2010,DE8,1,261.2
2019,NUTS,2010,DE8,1,273.7
2020,NUTS,2010,DE8,1,258.1
2011,NUTS,2010,DE80,2,254.5
2012,NUTS,2010,DE80,2,231.6
2013,NUTS,2010,DE80,2,238.5
2014,NUTS,2010,DE80,2,254.2
2015,NUTS,2010,DE80,2,267.8
2016,NUTS,2010,DE80,2,265.6
2017,NUTS,2010,DE80,2,259.5
2018,NUTS,2010,DE80,2,261.2
2019,NUTS,2010,DE80,2,273.7
2020,NUTS,2010,DE80,2,258.1
2011,NUTS,2010,DE9,1,1303.8
2012,NUTS,2010,DE9,1,1373.5
2013,NUTS,2010,DE9,1,1397.9
2014,NUTS,2010,DE9,1,1413.9
2015,NUTS,2010,DE9,1,1460.7
2016,NUTS,2010,DE9,1,1464.2
2017,NUTS,2010,DE9,1,1459.5
2018,NUTS,2010,DE9,1,1508.8
2019,NUTS,2010,DE9,1,1541.7
2020,NUTS,2010,DE9,1,1506.2
2011,NUTS,2010,DE91,2,273.4
2012,NUTS,2010,DE91,2,285.0
2013,NUTS,2010,DE91,2,296.2
2014,NUTS,2010,DE91,2,293.9
2015,NUTS,2010,DE91,2,305.9
2016,NUTS,2010,DE91,2,304.7
2017,NUTS,2010,DE91,2,302.4
2018,NUTS,2010,DE91,2,322.7
2019,NUTS,2010,DE91,2,324.1
2020,NUTS,2010,DE91,2,317.5
2011,NUTS,2010,DE92,2,376.7
2012,NUTS,2010,DE92,2,396.7
2013,NUTS,2010,DE92,2,398.6
2014,NUTS,2010,DE92,2,401.4
2015,NUTS,2010,DE92,2,407.8
2016,NUTS,2010,DE92,2,410.4
2017,NUTS,2010,DE92,2,409.8
2018,NUTS,2010,DE92,2,419.8
2019,NUTS,2010,DE92,2,439.9
2020,NUTS,2010,DE92,2,440.1
2011,NUTS,2010,DE93,2,284.0
2012,NUTS,2010,DE93,2,289.0
2013,NUTS,2010,DE93,2,295.0
2014,NUTS,2010,DE93,2,303.4
2015,NUTS,2010,DE93,2,321.2
2016,NUTS,2010,DE93,2,319.7
2017,NUTS,2010,DE93,2,325.1
2018,NUTS,2010,DE93,2,326.3
2019,NUTS,2010,DE93,2,330.5
2020,NUTS,2010,DE93,2,300.0
2011,NUTS,2010,DE94,2,369.8
2012,NUTS,2010,DE94,2,402.8
2013,NUTS,2010,DE94,2,408.2
2014,NUTS,2010,DE94,2,415.1
2015,NUTS,2010,DE94,2,425.8
2016,NUTS,2010,DE94,2,429.4
2017,NUTS,2010,DE94,2,422.3
2018,NUTS,2010,DE94,2,440.1
2019,NUTS,2010,DE94,2,447.2
2020,NUTS,2010,DE94,2,448.6
2011,NUTS,2010,DEA,1,3001.8
2012,NUTS,2010,DEA,1,3094.3
2013,NUTS,2010,DEA,1,3135.5
2014,NUTS,2010,DEA,1,3188.2
2015,NUTS,2010,DEA,1,3268.5
2016,NUTS,2010,DEA,1,3449.2
2017,NUTS,2010,DEA,1,3474.8
2018,NUTS,2010,DEA,1,3524.7
2019,NUTS,2010,DEA,1,3618.0
2020,NUTS,2010,DEA,1,3487.2
2011,NUTS,2010,DEA1,2,874.7
2012,NUTS,2010,DEA1,2,905.0
2013,NUTS,2010,DEA1,2,917.3
2014,NUTS,2010,DEA1,2,909.1
2015,NUTS,2010,DEA1,2,940.4
2016,NUTS,2010,DEA1,2,994.2
2017,NUTS,2010,DEA1,2,998.3
2018,NUTS,2010,DEA1,2,1006.3
2019,NUTS,2010,DEA1,2,1035.3
2020,NUTS,2010,DEA1,2,1011.1
2011,NUTS,2010,DEA2,2,795.3
2012,NUTS,2010,DEA2,2,833.9
2013,NUTS,2010,DEA2,2,843.3
2014,NUTS,2010,DEA2,2,865.5
2015,NUTS,2010,DEA2,2,877.9
2016,NUTS,2010,DEA2,2,963.4
2017,NUTS,2010,DEA2,2,972.9
2018,NUTS,2010,DEA2,2,985.5
2019,NUTS,2010,DEA2,2,1007.7
2020,NUTS,2010,DEA2,2,946.9
2011,NUTS,2010,DEA3,2,426.1
2012,NUTS,2010,DEA3,2,430.7
2013,NUTS,2010,DEA3,2,442.0
2014,NUTS,2010,DEA3,2,450.4
2015,NUTS,2010,DEA3,2,466.8
2016,NUTS,2010,DEA3,2,483.5
2017,NUTS,2010,DEA3,2,487.0
2018,NUTS,2010,DEA3,2,509.6
2019,NUTS,2010,DEA3,2,526.9
2020,NUTS,2010,DEA3,2,547.5
2011,NUTS,2010,DEA4,2,328.5
2012,NUTS,2010,DEA4,2,341.5
2013,NUTS,2010,DEA4,2,346.3
2014,NUTS,2010,DEA4,2,352.9
2015,NUTS,2010,DEA4,2,364.5
2016,NUTS,2010,DEA4,2,370.7
2017,NUTS,2010,DEA4,2,371.7
2018,NUTS,2010,DEA4,2,377.4
2019,NUTS,2010,DEA4,2,378.5
2020,NUTS,2010,DEA4,2,358.5
2011,NUTS,2010,DEA5,2,577.1
2012,NUTS,2010,DEA5,2,583.3
2013,NUTS,2010,DEA5,2,586.5
2014,NUTS,2010,DEA5,2,610.3
2015,NUTS,2010,DEA5,2,618.8
2016,NUTS,2010,DEA5,2,637.4
2017,NUTS,2010,DEA5,2,644.9
2018,NUTS,2010,DEA5,2,645.9
2019,NUTS,2010,DEA5,2,669.6
2020,NUTS,2010,DEA5,2,623.1
2011,NUTS,2010,DEB,1,719.3
2012,NUTS,2010,DEB,1,742.5
2013,NUTS,2010,DEB,1,761.6
2014,NUTS,2010,DEB,1,759.1
2015,NUTS,2010,DEB,1,775.6
2016,NUTS,2010,DEB,1,782.8
2017,NUTS,2010,DEB,1,801.7
2018,NUTS,2010,DEB,1,810.7
2019,NUTS,2010,DEB,1,837.2
2020,NUTS,2010,DEB,1,801.4
2011,NUTS,2010,DEB1,2,251.4
2012,NUTS,2010,DEB1,2,254.4
2013,NUTS,2010,DEB1,2,261.2
2014,NUTS,2010,DEB1,2,263.2
2015,NUTS,2010,DEB1,2,277.2
2016,NUTS,2010,DEB1,2,270.1
2017,NUTS,2010,DEB1,2,279.3
2018,NUTS,2010,DEB1,2,280.7
2019,NUTS,2010,DEB1,2,296.5
2020,NUTS,2010,DEB1,2,244.1
2011,NUTS,2010,DEB2,2,89.4
2012,NUTS,2010,DEB2,2,94.1
2013,NUTS,2010,DEB2,2,95.1
2014,NUTS,2010,DEB2,2,98.9
2015,NUTS,2010,DEB2,2,97.6
2016,NUTS,2010,DEB2,2,102.3
2017,NUTS,2010,DEB2,2,107.5
2018,NUTS,2010,DEB2,2,109.7
2019,NUTS,2010,DEB2,2,109.0
2020,NUTS,2010,DEB2,2,97.9
2011,NUTS,2010,DEB3,2,378.5
2012,NUTS,2010,DEB3,2,394.1
2013,NUTS,2010,DEB3,2,405.2
2014,NUTS,2010,DEB3,2,396.9
2015,NUTS,2010,DEB3,2,400.8
2016,NUTS,2010,DEB3,2,410.5
2017,NUTS,2010,DEB3,2,415.0
2018,NUTS,2010,DEB3,2,420.4
2019,NUTS,2010,DEB3,2,431.7
2020,NUTS,2010,DEB3,2,459.5
2011,NUTS,2010,DEC,1,161.9
2012,NUTS,2010,DEC,1,169.1
2013,NUTS,2010,DEC,1,168.4
2014,NUTS,2010,DEC,1,161.6
2015,NUTS,2010,DEC,1,168.7
2016,NUTS,2010,DEC,1,188.6
2017,NUTS,2010,DEC,1,186.9
2018,NUTS,2010,DEC,1,191.2
2019,NUTS,2010,DEC,1,199.6
2020,NUTS,2010,DEC,1,183.3
2011,NUTS,2010,DEC0,2,161.9
2012,NUTS,2010,DEC0,2,169.1
2013,NUTS,2010,DEC0,2,168.4
2014,NUTS,2010,DEC0,2,161.6
2015,NUTS,2010,DEC0,2,168.7
2016,NUTS,2010,DEC0,2,188.6
2017,NUTS,2010,DEC0,2,186.9
2018,NUTS,2010,DEC0,2,191.2
2019,NUTS,2010,DEC0,2,199.6
2020,NUTS,2010,DEC0,2,183.3
2011,NUTS,2010,DED,1,687.6
2012,NUTS,2010,DED,1,668.4
2013,NUTS,2010,DED,1,687.2
2014,NUTS,2010,DED,1,709.3
2015,NUTS,2010,DED,1,730.7
2016,NUTS,2010,DED,1,750.2
2017,NUTS,2010,DED,1,750.3
2018,NUTS,2010,DED,1,763.2
2019,NUTS,2010,DED,1,776.7
2020,NUTS,2010,DED,1,721.2
2011,NUTS,2010,DED2,2,283.1
2012,NUTS,2010,DED2,2,282.5
2013,NUTS,2010,DED2,2,280.0
2014,NUTS,2010,DED2,2,283.0
2015,NUTS,2010,DED2,2,298.7
2016,NUTS,2010,DED2,2,308.6
2017,NUTS,2010,DED2,2,310.6
2018,NUTS,2010,DED2,2,309.8
2019,NUTS,2010,DED2,2,318.6
2020,NUTS,2010,DED2,2,310.3
2011,NUTS,2010,DED4,2,229.5
2012,NUTS,2010,DED4,2,216.9
2013,NUTS,2010,DED4,2,228.7
2014,NUTS,2010,DED4,2,236.9
2015,NUTS,2010,DED4,2,237.8
2016,NUTS,2010,DED4,2,235.6
2017,NUTS,2010,DED4,2,239.6
2018,NUTS,2010,DED4,2,236.6
2019,NUTS,2010,DED4,2,236.7
2020,NUTS,2010,DED4,2,211.4
2011,NUTS,2010,DED5,2,175.0
2012,NUTS,2010,DED5,2,168.9
2013,NUTS,2010,DED5,2,178.5
2014,NUTS,2010,DED5,2,189.5
2015,NUTS,2010,DED5,2,194.2
2016,NUTS,2010,DED5,2,206.1
2017,NUTS,2010,DED5,2,200.2
2018,NUTS,2010,DED5,2,216.8
2019,NUTS,2010,DED5,2,221.4
2020,NUTS,2010,DED5,2,199.5
2011,NUTS,2010,DEE,1,355.6
2012,NUTS,2010,DEE,1,350.1
2013,NUTS,2010,DEE,1,360.3
2014,NUTS,2010,DEE,1,366.7
2015,NUTS,2010,DEE,1,380.1
2016,NUTS,2010,DEE,1,368.1
2017,NUTS,2010,DEE,1,367.8
2018,NUTS,2010,DEE,1,361.8
2019,NUTS,2010,DEE,1,376.8
2020,NUTS,2010,DEE,1,340.2
2011,NUTS,2010,DEE0,2,355.6
2012,NUTS,2010,DEE0,2,350.1
2013,NUTS,2010,DEE0,2,360.3
2014,NUTS,2010,DEE0,2,366.7
2015,NUTS,2010,DEE0,2,380.1
2016,NUTS,2010,DEE0,2,368.1
2017,NUTS,2010,DEE0,2,367.8
2018,NUTS,2010,DEE0,2,361.8
2019,NUTS,2010,DEE0,2,376.8
2020,NUTS,2010,DEE0,2,340.2
2011,NUTS,2010,DEF,1,486.9
2012,NUTS,2010,DEF,1,514.9
2013,NUTS,2010,DEF,1,499.1
2014,NUTS,2010,DEF,1,525.6
2015,NUTS,2010,DEF,1,538.1
2016,NUTS,2010,DEF,1,542.3
2017,NUTS,2010,DEF,1,553.4
2018,NUTS,2010,DEF,1,566.9
2019,NUTS,2010,DEF,1,582.3
2020,NUTS,2010,DEF,1,572.9
2011,NUTS,2010,DEF0,2,486.9
2012,NUTS,2010,DEF0,2,514.9
2013,NUTS,2010,DEF0,2,499.1
2014,NUTS,2010,DEF0,2,525.6
2015,NUTS,2010,DEF0,2,538.1
2016,NUTS,2010,DEF0,2,542.3
2017,NUTS,2010,DEF0,2,553.4
2018,NUTS,2010,DEF0,2,566.9
2019,NUTS,2010,DEF0,2,582.3
2020,NUTS,2010,DEF0,2,572.9
2011,NUTS,2010,DEG,1,378.0
2012,NUTS,2010,DEG,1,372.1
2013,NUTS,2010,DEG,1,372.9
2014,NUTS,2010,DEG,1,364.5
2015,NUTS,2010,DEG,1,352.9
2016,NUTS,2010,DEG,1,366.9
2017,NUTS,2010,DEG,1,371.3
2018,NUTS,2010,DEG,1,382.5
2019,NUTS,2010,DEG,1,389.0
2020,NUTS,2010,DEG,1,357.4
2011,NUTS,2010,DEG0,2,378.0
2012,NUTS,2010,DEG0,2,372.1
2013,NUTS,2010,DEG0,2,372.9
2014,NUTS,2010,DEG0,2,364.5
2015,NUTS,2010,DEG0,2,352.9
2016,NUTS,2010,DEG0,2,366.9
2017,NUTS,2010,DEG0,2,371.3
2018,NUTS,2010,DEG0,2,382.5
2019,NUTS,2010,DEG0,2,389.0
2020,NUTS,2010,DEG0,2,357.4
2011,NUTS,2010,DK,0,1128.0
2012,NUTS,2010,DK,0,1167.0
2013,NUTS,2010,DK,0,1172.0
2014,NUTS,2010,DK,0,1170.2
2015,NUTS,2010,DK,0,1177.8
2016,NUTS,2010,DK,0,1206.1
2017,NUTS,2010,DK,0,1250.6
2018,NUTS,2010,DK,0,1288.8
2019,NUTS,2010,DK,0,1313.1
2020,NUTS,2010,DK,0,1330.3
2011,NUTS,2010,DK0,1,1128.0
2012,NUTS,2010,DK0,1,1167.0
2013,NUTS,2010,DK0,1,1172.0
2014,NUTS,2010,DK0,1,1170.2
2015,NUTS,2010,DK0,1,1177.8
2016,NUTS,2010,DK0,1,1206.1
2017,NUTS,2010,DK0,1,1250.6
2018,NUTS,2010,DK0,1,1288.8
2019,NUTS,2010,DK0,1,1313.1
2020,NUTS,2010,DK0,1,1330.3
2011,NUTS,2010,DK01,2,447.4
2012,NUTS,2010,DK01,2,464.5
2013,NUTS,2010,DK01,2,465.9
2014,NUTS,2010,DK01,2,461.8
2015,NUTS,2010,DK01,2,469.2
2016,NUTS,2010,DK01,2,487.2
2017,NUTS,2010,DK01,2,492.6
2018,NUTS,2010,DK01,2,507.5
2019,NUTS,2010,DK01,2,526.8
2020,NUTS,2010,DK01,2,536.5
2011,NUTS,2010,DK02,2,146.8
2012,NUTS,2010,DK02,2,150.1
2013,NUTS,2010,DK02,2,151.0
2014,NUTS,2010,DK02,2,149.2
2015,NUTS,2010,DK02,2,146.1
2016,NUTS,2010,DK02,2,146.5
2017,NUTS,2010,DK02,2,155.8
2018,NUTS,2010,DK02,2,159.3
2019,NUTS,2010,DK02,2,157.3
2020,NUTS,2010,DK02,2,162.1
2011,NUTS,2010,DK03,2,202.5
2012,NUTS,2010,DK03,2,209.8
2013,NUTS,2010,DK03,2,209.8
2014,NUTS,2010,DK03,2,212.1
2015,NUTS,2010,DK03,2,210.4
2016,NUTS,2010,DK03,2,208.4
2017,NUTS,2010,DK03,2,223.7
2018,NUTS,2010,DK03,2,228.4
2019,NUTS,2010,DK03,2,230.8
2020,NUTS,2010,DK03,2,239.2
2011,NUTS,2010,DK04,2,237.1
2012,NUTS,2010,DK04,2,245.9
2013,NUTS,2010,DK04,2,250.9
2014,NUTS,2010,DK04,2,250.7
2015,NUTS,2010,DK04,2,253.5
2016,NUTS,2010,DK04,2,262.0
2017,NUTS,2010,DK04,2,269.9
2018,NUTS,2010,DK04,2,282.4
2019,NUTS,2010,DK04,2,291.2
2020,NUTS,2010,DK04,2,288.6
2011,NUTS,2010,DK05,2,94.2
2012,NUTS,2010,DK05,2,96.7
2013,NUTS,2010,DK05,2,94.3
2014,NUTS,2010,DK05,2,96.4
2015,NUTS,2010,DK05,2,98.7
2016,NUTS,2010,DK05,2,102.0
2017,NUTS,2010,DK05,2,108.5
2018,NUTS,2010,DK05,2,111.1
2019,NUTS,2010,DK05,2,107.0
2020,NUTS,2010,DK05,2,103.8
2011,NUTS,2010,EA19,2,48196.8
2012,NUTS,2010,EA19,2,48913.5
2013,NUTS,2010,EA19,2,49303.4
2014,NUTS,2010,EA19,2,49799.1
2015,NUTS,2010,EA19,2,50813.5
2016,NUTS,2010,EA19,2,52225.5
2017,NUTS,2010,EA19,2,53263.6
2018,NUTS,2010,EA19,2,54448.0
2019,NUTS,2010,EA19,2,55930.3
2020,NUTS,2010,EA19,2,55991.3
2011,NUTS,2010,EE,0,196.2
2012,NUTS,2010,EE,0,203.2
2013,NUTS,2010,EE,0,200.0
2014,NUTS,2010,EE,0,198.6
2015,NUTS,2010,EE,0,194.9
2016,NUTS,2010,EE,0,199.5
2017,NUTS,2010,EE,0,213.0
2018,NUTS,2010,EE,0,219.7
2019,NUTS,2010,EE,0,232.6
2020,NUTS,2010,EE,0,236.4
2011,NUTS,2010,EE0,1,196.2
2012,NUTS,2010,EE0,1,203.2
2013,NUTS,2010,EE0,1,200.0
2014,NUTS,2010,EE0,1,198.6
2015,NUTS,2010,EE0,1,194.9
2016,NUTS,2010,EE0,1,199.5
2017,NUTS,2010,EE0,1,213.0
2018,NUTS,2010,EE0,1,219.7
2019,NUTS,2010,EE0,1,232.6
2020,NUTS,2010,EE0,1,236.4
2011,NUTS,2010,EE00,2,196.2
2012,NUTS,2010,EE00,2,203.2
2013,NUTS,2010,EE00,2,200.0
2014,NUTS,2010,EE00,2,198.6
2015,NUTS,2010,EE00,2,194.9
2016,NUTS,2010,EE00,2,199.5
2017,NUTS,2010,EE00,2,213.0
2018,NUTS,2010,EE00,2,219.7
2019,NUTS,2010,EE00,2,232.6
2020,NUTS,2010,EE00,2,236.4
2011,NUTS,2010,EL,0,1034.1
2012,NUTS,2010,EL,0,986.7
2013,NUTS,2010,EL,0,954.1
2014,NUTS,2010,EL,0,946.7
2015,NUTS,2010,EL,0,963.7
2016,NUTS,2010,EL,0,1006.9
2017,NUTS,2010,EL,0,1026.1
2018,NUTS,2010,EL,0,1040.3
2019,NUTS,2010,EL,0,1062.9
2020,NUTS,2010,EL,0,1110.2
2011,NUTS,2010,EL3,1,503.1
2012,NUTS,2010,EL3,1,487.7
2013,NUTS,2010,EL3,1,479.8
2014,NUTS,2010,EL3,1,478.4
2015,NUTS,2010,EL3,1,479.8
2016,NUTS,2010,EL3,1,511.6
2017,NUTS,2010,EL3,1,501.2
2018,NUTS,2010,EL3,1,498.3
2019,NUTS,2010,EL3,1,517.5
2020,NUTS,2010,EL3,1,549.3
2011,NUTS,2010,EL30,2,503.1
2012,NUTS,2010,EL30,2,487.7
2013,NUTS,2010,EL30,2,479.8
2014,NUTS,2010,EL30,2,478.4
2015,NUTS,2010,EL30,2,479.8
2016,NUTS,2010,EL30,2,511.6
2017,NUTS,2010,EL30,2,501.2
2018,NUTS,2010,EL30,2,498.3
2019,NUTS,2010,EL30,2,517.5
2020,NUTS,2010,EL30,2,549.3
2011,NUTS,2010,EL4,1,79.1
2012,NUTS,2010,EL4,1,81.5
2013,NUTS,2010,EL4,1,77.2
2014,NUTS,2010,EL4,1,76.5
2015,NUTS,2010,EL4,1,76.6
2016,NUTS,2010,EL4,1,79.8
2017,NUTS,2010,EL4,1,85.8
2018,NUTS,2010,EL4,1,85.1
2019,NUTS,2010,EL4,1,88.9
2020,NUTS,2010,EL4,1,93.6
2011,NUTS,2010,EL41,2,13.2
2012,NUTS,2010,EL41,2,14.8
2013,NUTS,2010,EL41,2,16.0
2014,NUTS,2010,EL41,2,14.3
2015,NUTS,2010,EL41,2,12.7
2016,NUTS,2010,EL41,2,13.2
2017,NUTS,2010,EL41,2,12.1
2018,NUTS,2010,EL41,2,12.7
2019,NUTS,2010,EL41,2,17.0
2020,NUTS,2010,EL41,2,19.7
2011,NUTS,2010,EL42,2,21.9
2012,NUTS,2010,EL42,2,25.7
2013,NUTS,2010,EL42,2,21.2
2014,NUTS,2010,EL42,2,20.5
2015,NUTS,2010,EL42,2,23.6
2016,NUTS,2010,EL42,2,20.2
2017,NUTS,2010,EL42,2,23.8
2018,NUTS,2010,EL42,2,23.7
2019,NUTS,2010,EL42,2,22.5
2020,NUTS,2010,EL42,2,22.4
2011,NUTS,2010,EL43,2,44.0
2012,NUTS,2010,EL43,2,41.0
2013,NUTS,2010,EL43,2,40.0
2014,NUTS,2010,EL43,2,41.7
