year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_ht_gdp_beur
2011,NUTS,2010,DE913,3,0.274
2012,NUTS,2010,DE913,3,0.11
2011,NUTS,2010,DE914,3,0.935
2012,NUTS,2010,DE914,3,0.486
2011,NUTS,2010,DE915,3,1.091
2012,NUTS,2010,DE915,3,1.381
2011,NUTS,2010,DE916,3,0.263
2011,NUTS,2010,DE917,3,0.296
2011,NUTS,2010,DE918,3,0.123
2012,NUTS,2010,DE918,3,0.765
2011,NUTS,2010,DE91A,3,0.263
2012,NUTS,2010,DE91A,3,0.121
2011,NUTS,2010,DE91B,3,2.032
2012,NUTS,2010,DE91B,3,2.172
2011,NUTS,2010,DE92,2,1.214
2012,NUTS,2010,DE92,2,1.109
2011,NUTS,2010,DE922,3,0.168
2012,NUTS,2010,DE922,3,0.961
2011,NUTS,2010,DE923,3,0.207
2012,NUTS,2010,DE923,3,0.767
2011,NUTS,2010,DE925,3,1.092
2012,NUTS,2010,DE925,3,1.427
2011,NUTS,2010,DE926,3,0.231
2012,NUTS,2010,DE926,3,0.451
2011,NUTS,2010,DE928,3,0.471
2012,NUTS,2010,DE928,3,0.342
2011,NUTS,2010,DE929,3,1.654
2012,NUTS,2010,DE929,3,1.281
2011,NUTS,2010,DE93,2,0.753
2012,NUTS,2010,DE93,2,0.796
2011,NUTS,2010,DE931,3,0.223
2011,NUTS,2010,DE932,3,0.092
2012,NUTS,2010,DE932,3,0.179
2011,NUTS,2010,DE933,3,2.166
2012,NUTS,2010,DE933,3,1.737
2011,NUTS,2010,DE935,3,0.121
2012,NUTS,2010,DE935,3,0.289
2011,NUTS,2010,DE936,3,0.479
2012,NUTS,2010,DE936,3,1.407
2011,NUTS,2010,DE937,3,0.046
2012,NUTS,2010,DE937,3,0.376
2011,NUTS,2010,DE938,3,0.322
2012,NUTS,2010,DE938,3,0.211
2011,NUTS,2010,DE939,3,2.418
2012,NUTS,2010,DE939,3,2.413
2012,NUTS,2010,DE93A,3,0.461
2011,NUTS,2010,DE93B,3,0.668
2012,NUTS,2010,DE93B,3,0.665
2011,NUTS,2010,DE94,2,0.205
2012,NUTS,2010,DE94,2,0.161
2012,NUTS,2010,DE942,3,0.118
2011,NUTS,2010,DE943,3,0.464
2012,NUTS,2010,DE943,3,0.359
2011,NUTS,2010,DE944,3,0.2
2012,NUTS,2010,DE944,3,0.256
2011,NUTS,2010,DE946,3,0.465
2012,NUTS,2010,DE946,3,0.068
2011,NUTS,2010,DE947,3,0.13
2012,NUTS,2010,DE947,3,0.084
2011,NUTS,2010,DE948,3,0.402
2012,NUTS,2010,DE949,3,0.079
2011,NUTS,2010,DE94A,3,0.324
2012,NUTS,2010,DE94A,3,0.466
2012,NUTS,2010,DE94B,3,0.434
2012,NUTS,2010,DE94C,3,0.08
2011,NUTS,2010,DE94D,3,0.354
2012,NUTS,2010,DE94D,3,1.093
2011,NUTS,2010,DE94E,3,0.42
2012,NUTS,2010,DE94E,3,0.028
2011,NUTS,2010,DE94F,3,0.103
2012,NUTS,2010,DE94F,3,0.039
2011,NUTS,2010,DE94G,3,0.417
2011,NUTS,2010,DEA,1,0.747
2012,NUTS,2010,DEA,1,0.539
2011,NUTS,2010,DEA1,2,0.54
2012,NUTS,2010,DEA1,2,0.409
2011,NUTS,2010,DEA11,3,0.462
2012,NUTS,2010,DEA11,3,0.492
2011,NUTS,2010,DEA12,3,0.527
2012,NUTS,2010,DEA12,3,0.413
2011,NUTS,2010,DEA13,3,0.174
2012,NUTS,2010,DEA13,3,0.155
2011,NUTS,2010,DEA14,3,0.288
2012,NUTS,2010,DEA14,3,0.18
2011,NUTS,2010,DEA15,3,0.371
2012,NUTS,2010,DEA15,3,0.096
2011,NUTS,2010,DEA16,3,0.472
2012,NUTS,2010,DEA16,3,0.636
2011,NUTS,2010,DEA17,3,0.037
2012,NUTS,2010,DEA17,3,0.046
2011,NUTS,2010,DEA18,3,0.3
2012,NUTS,2010,DEA18,3,0.273
2011,NUTS,2010,DEA19,3,0.35
2012,NUTS,2010,DEA19,3,0.455
2011,NUTS,2010,DEA1A,3,0.463
2012,NUTS,2010,DEA1A,3,0.478
2011,NUTS,2010,DEA1B,3,0.155
2012,NUTS,2010,DEA1B,3,0.43
2011,NUTS,2010,DEA1C,3,1.742
2012,NUTS,2010,DEA1C,3,0.877
2011,NUTS,2010,DEA1D,3,0.767
2012,NUTS,2010,DEA1D,3,0.267
2011,NUTS,2010,DEA1E,3,0.458
2012,NUTS,2010,DEA1E,3,0.613
2011,NUTS,2010,DEA1F,3,0.603
2012,NUTS,2010,DEA1F,3,0.42
2011,NUTS,2010,DEA2,2,0.973
2012,NUTS,2010,DEA2,2,0.637
2011,NUTS,2010,DEA22,3,1.29
2012,NUTS,2010,DEA22,3,0.479
2011,NUTS,2010,DEA23,3,0.698
2012,NUTS,2010,DEA23,3,0.365
2011,NUTS,2010,DEA24,3,0.455
2012,NUTS,2010,DEA24,3,0.374
2011,NUTS,2010,DEA26,3,0.952
2012,NUTS,2010,DEA26,3,1.088
2011,NUTS,2010,DEA27,3,0.281
2012,NUTS,2010,DEA27,3,0.205
2011,NUTS,2010,DEA28,3,0.091
2012,NUTS,2010,DEA28,3,0.224
2011,NUTS,2010,DEA29,3,0.45
2012,NUTS,2010,DEA29,3,0.273
2011,NUTS,2010,DEA2A,3,0.159
2012,NUTS,2010,DEA2A,3,0.84
2011,NUTS,2010,DEA2B,3,1.841
2012,NUTS,2010,DEA2B,3,2.057
2011,NUTS,2010,DEA2C,3,0.74
2012,NUTS,2010,DEA2C,3,0.516
2011,NUTS,2010,DEA2D,3,2.821
2012,NUTS,2010,DEA2D,3,1.591
2011,NUTS,2010,DEA3,2,0.671
2012,NUTS,2010,DEA3,2,0.415
2011,NUTS,2010,DEA31,3,0.513
2011,NUTS,2010,DEA32,3,0.088
2012,NUTS,2010,DEA32,3,0.113
2011,NUTS,2010,DEA33,3,0.618
2012,NUTS,2010,DEA33,3,0.829
2011,NUTS,2010,DEA34,3,0.607
2012,NUTS,2010,DEA34,3,0.109
2011,NUTS,2010,DEA35,3,1.318
2012,NUTS,2010,DEA35,3,0.485
2011,NUTS,2010,DEA36,3,1.277
2012,NUTS,2010,DEA36,3,0.547
2011,NUTS,2010,DEA37,3,0.522
2012,NUTS,2010,DEA37,3,0.359
2011,NUTS,2010,DEA38,3,0.11
2012,NUTS,2010,DEA38,3,0.278
2011,NUTS,2010,DEA4,2,0.698
2012,NUTS,2010,DEA4,2,0.782
2011,NUTS,2010,DEA41,3,0.668
2012,NUTS,2010,DEA41,3,0.364
2011,NUTS,2010,DEA42,3,0.56
2012,NUTS,2010,DEA42,3,0.525
2011,NUTS,2010,DEA43,3,0.373
2012,NUTS,2010,DEA43,3,0.54
2011,NUTS,2010,DEA44,3,0.358
2012,NUTS,2010,DEA44,3,1.126
2011,NUTS,2010,DEA45,3,0.841
2012,NUTS,2010,DEA45,3,0.84
2011,NUTS,2010,DEA46,3,0.278
2012,NUTS,2010,DEA46,3,0.51
2011,NUTS,2010,DEA47,3,1.712
2012,NUTS,2010,DEA47,3,2.018
2011,NUTS,2010,DEA5,2,0.859
2012,NUTS,2010,DEA5,2,0.557
2011,NUTS,2010,DEA51,3,1.877
2012,NUTS,2010,DEA51,3,1.364
2011,NUTS,2010,DEA52,3,1.153
2012,NUTS,2010,DEA52,3,1.119
2011,NUTS,2010,DEA53,3,0.437
2012,NUTS,2010,DEA53,3,0.19
2011,NUTS,2010,DEA54,3,0.21
2012,NUTS,2010,DEA54,3,0.276
2011,NUTS,2010,DEA55,3,0.684
2012,NUTS,2010,DEA55,3,0.374
2011,NUTS,2010,DEA56,3,0.516
2012,NUTS,2010,DEA56,3,0.386
2012,NUTS,2010,DEA57,3,0.101
2011,NUTS,2010,DEA58,3,1.031
2012,NUTS,2010,DEA58,3,0.52
2011,NUTS,2010,DEA59,3,0.51
2012,NUTS,2010,DEA59,3,0.041
2011,NUTS,2010,DEA5A,3,1.01
2012,NUTS,2010,DEA5A,3,0.05
2011,NUTS,2010,DEA5B,3,0.753
2012,NUTS,2010,DEA5B,3,0.615
2011,NUTS,2010,DEA5C,3,0.76
2012,NUTS,2010,DEA5C,3,0.335
2011,NUTS,2010,DEB,1,0.725
2012,NUTS,2010,DEB,1,0.361
2011,NUTS,2010,DEB1,2,0.385
2012,NUTS,2010,DEB1,2,0.271
2011,NUTS,2010,DEB11,3,0.746
2012,NUTS,2010,DEB11,3,1.121
2011,NUTS,2010,DEB12,3,0.858
2012,NUTS,2010,DEB12,3,0.09
2011,NUTS,2010,DEB13,3,0.65
2011,NUTS,2010,DEB14,3,0.301
2012,NUTS,2010,DEB14,3,0.29
2012,NUTS,2010,DEB15,3,0.159
2011,NUTS,2010,DEB17,3,0.297
2012,NUTS,2010,DEB17,3,0.215
2011,NUTS,2010,DEB18,3,0.101
2012,NUTS,2010,DEB18,3,0.099
2011,NUTS,2010,DEB19,3,0.33
2011,NUTS,2010,DEB1A,3,0.315
2011,NUTS,2010,DEB1B,3,0.299
2012,NUTS,2010,DEB1B,3,0.083
2011,NUTS,2010,DEB2,2,0.295
2012,NUTS,2010,DEB2,2,0.072
2011,NUTS,2010,DEB21,3,0.162
2011,NUTS,2010,DEB22,3,0.332
2011,NUTS,2010,DEB23,3,0.698
2012,NUTS,2010,DEB23,3,0.4
2011,NUTS,2010,DEB25,3,0.282
2011,NUTS,2010,DEB3,2,1.042
2012,NUTS,2010,DEB3,2,0.48
2011,NUTS,2010,DEB31,3,0.229
2012,NUTS,2010,DEB31,3,0.498
2011,NUTS,2010,DEB32,3,1.236
2012,NUTS,2010,DEB32,3,0.411
2011,NUTS,2010,DEB33,3,1.231
2012,NUTS,2010,DEB33,3,0.104
2011,NUTS,2010,DEB34,3,0.541
2012,NUTS,2010,DEB34,3,0.08
2011,NUTS,2010,DEB35,3,0.831
2012,NUTS,2010,DEB35,3,0.637
2011,NUTS,2010,DEB36,3,2.205
2012,NUTS,2010,DEB36,3,0.97
2011,NUTS,2010,DEB38,3,1.248
2012,NUTS,2010,DEB38,3,0.271
2011,NUTS,2010,DEB39,3,0.876
2012,NUTS,2010,DEB39,3,0.267
2012,NUTS,2010,DEB3A,3,0.253
2011,NUTS,2010,DEB3B,3,0.906
2012,NUTS,2010,DEB3B,3,0.313
2011,NUTS,2010,DEB3C,3,1.881
2012,NUTS,2010,DEB3C,3,1.409
2011,NUTS,2010,DEB3D,3,0.143
2012,NUTS,2010,DEB3D,3,0.567
2011,NUTS,2010,DEB3E,3,1.898
2012,NUTS,2010,DEB3E,3,0.429
2011,NUTS,2010,DEB3F,3,1.593
2012,NUTS,2010,DEB3F,3,1.112
2011,NUTS,2010,DEB3H,3,0.981
2012,NUTS,2010,DEB3H,3,0.105
2011,NUTS,2010,DEB3I,3,2.776
2012,NUTS,2010,DEB3I,3,1.949
2011,NUTS,2010,DEB3J,3,1.464
2012,NUTS,2010,DEB3J,3,0.496
2011,NUTS,2010,DEB3K,3,0.727
2012,NUTS,2010,DEB3K,3,0.589
2011,NUTS,2010,DEC,1,0.409
2012,NUTS,2010,DEC,1,0.365
2011,NUTS,2010,DED,1,0.841
2012,NUTS,2010,DED,1,0.59
2011,NUTS,2010,DED2,2,1.508
2012,NUTS,2010,DED2,2,0.941
2011,NUTS,2010,DED21,3,3.228
2012,NUTS,2010,DED21,3,1.887
2011,NUTS,2010,DED2C,3,0.211
2012,NUTS,2010,DED2C,3,0.405
2011,NUTS,2010,DED2D,3,0.201
2012,NUTS,2010,DED2D,3,0.124
2011,NUTS,2010,DED2E,3,0.327
2012,NUTS,2010,DED2E,3,0.327
2011,NUTS,2010,DED2F,3,0.242
2012,NUTS,2010,DED2F,3,0.115
2011,NUTS,2010,DED4,2,0.378
2012,NUTS,2010,DED4,2,0.268
2011,NUTS,2010,DED41,3,0.267
2012,NUTS,2010,DED41,3,0.25
2011,NUTS,2010,DED42,3,0.291
2012,NUTS,2010,DED42,3,0.252
2011,NUTS,2010,DED43,3,0.862
2012,NUTS,2010,DED43,3,0.431
2011,NUTS,2010,DED44,3,0.251
2012,NUTS,2010,DED44,3,0.065
2011,NUTS,2010,DED45,3,0.173
2012,NUTS,2010,DED45,3,0.276
2011,NUTS,2010,DED5,2,0.45
2012,NUTS,2010,DED5,2,0.487
2011,NUTS,2010,DED51,3,0.594
2012,NUTS,2010,DED51,3,0.678
2011,NUTS,2010,DED52,3,0.366
2012,NUTS,2010,DED52,3,0.197
2011,NUTS,2010,DED53,3,0.045
2012,NUTS,2010,DED53,3,0.148
2011,NUTS,2010,DEE,1,0.321
2012,NUTS,2010,DEE,1,0.17
2011,NUTS,2010,DEE0,2,0.321
2012,NUTS,2010,DEE0,2,0.17
2011,NUTS,2010,DEE01,3,0.114
2011,NUTS,2010,DEE02,3,0.61
2012,NUTS,2010,DEE02,3,0.379
2011,NUTS,2010,DEE03,3,0.446
2012,NUTS,2010,DEE03,3,0.165
2012,NUTS,2010,DEE05,3,0.42
2011,NUTS,2010,DEE06,3,0.246
2012,NUTS,2010,DEE06,3,0.159
2012,NUTS,2010,DEE07,3,0.206
2011,NUTS,2010,DEE08,3,0.066
2011,NUTS,2010,DEE09,3,1.375
2012,NUTS,2010,DEE09,3,0.183
2011,NUTS,2010,DEE0A,3,0.039
2012,NUTS,2010,DEE0A,3,0.272
2011,NUTS,2010,DEE0B,3,0.185
2012,NUTS,2010,DEE0B,3,0.227
2011,NUTS,2010,DEE0C,3,0.424
2011,NUTS,2010,DEF,1,0.544
2012,NUTS,2010,DEF,1,0.535
2011,NUTS,2010,DEF0,2,0.544
2012,NUTS,2010,DEF0,2,0.535
2011,NUTS,2010,DEF01,3,0.628
2011,NUTS,2010,DEF02,3,0.318
2012,NUTS,2010,DEF02,3,0.304
2011,NUTS,2010,DEF03,3,0.451
2012,NUTS,2010,DEF03,3,0.258
2011,NUTS,2010,DEF04,3,0.378
2011,NUTS,2010,DEF05,3,0.302
2012,NUTS,2010,DEF05,3,0.642
2011,NUTS,2010,DEF06,3,1.019
2012,NUTS,2010,DEF06,3,1.935
2011,NUTS,2010,DEF07,3,0.029
2011,NUTS,2010,DEF08,3,0.799
2012,NUTS,2010,DEF08,3,1.742
2011,NUTS,2010,DEF09,3,0.752
2012,NUTS,2010,DEF09,3,0.677
2011,NUTS,2010,DEF0A,3,0.796
2012,NUTS,2010,DEF0A,3,0.218
2011,NUTS,2010,DEF0B,3,0.6
2012,NUTS,2010,DEF0B,3,0.422
2011,NUTS,2010,DEF0C,3,0.157
2012,NUTS,2010,DEF0C,3,0.057
2011,NUTS,2010,DEF0D,3,0.392
2012,NUTS,2010,DEF0D,3,0.99
2012,NUTS,2010,DEF0E,3,0.564
2011,NUTS,2010,DEF0F,3,1.394
2012,NUTS,2010,DEF0F,3,0.312
2011,NUTS,2010,DEG,1,0.721
2012,NUTS,2010,DEG,1,0.761
2011,NUTS,2010,DEG0,2,0.721
2012,NUTS,2010,DEG0,2,0.761
2011,NUTS,2010,DEG01,3,0.835
2012,NUTS,2010,DEG01,3,0.568
2012,NUTS,2010,DEG02,3,0.662
2011,NUTS,2010,DEG03,3,3.365
2012,NUTS,2010,DEG03,3,4.035
2011,NUTS,2010,DEG04,3,0.253
2011,NUTS,2010,DEG05,3,3.012
2012,NUTS,2010,DEG05,3,0.45
2011,NUTS,2010,DEG06,3,0.24
2011,NUTS,2010,DEG0A,3,0.179
2012,NUTS,2010,DEG0A,3,0.355
2011,NUTS,2010,DEG0B,3,0.454
2012,NUTS,2010,DEG0B,3,0.4
2011,NUTS,2010,DEG0C,3,0.105
2012,NUTS,2010,DEG0C,3,0.392
2012,NUTS,2010,DEG0D,3,0.175
2011,NUTS,2010,DEG0E,3,0.58
2012,NUTS,2010,DEG0E,3,2.391
2011,NUTS,2010,DEG0F,3,1.524
2012,NUTS,2010,DEG0F,3,3.245
2011,NUTS,2010,DEG0G,3,0.545
2011,NUTS,2010,DEG0I,3,0.304
2011,NUTS,2010,DEG0J,3,2.031
2012,NUTS,2010,DEG0J,3,1.234
2011,NUTS,2010,DEG0L,3,0.133
2012,NUTS,2010,DEG0L,3,0.391
2011,NUTS,2010,DEG0M,3,0.112
2012,NUTS,2010,DEG0M,3,0.619
2011,NUTS,2010,DEG0P,3,0.343
2012,NUTS,2010,DEG0P,3,0.171
2011,NUTS,2010,DK,0,1.066
2012,NUTS,2010,DK,0,0.7
2011,NUTS,2010,DK0,1,1.101
2012,NUTS,2010,DK0,1,0.71
2011,NUTS,2010,DK01,2,1.916
2012,NUTS,2010,DK01,2,1.184
2011,NUTS,2010,DK011,3,0.949
2012,NUTS,2010,DK011,3,0.517
2011,NUTS,2010,DK012,3,1.583
2012,NUTS,2010,DK012,3,0.872
2011,NUTS,2010,DK013,3,5.625
2012,NUTS,2010,DK013,3,3.881
2011,NUTS,2010,DK02,2,0.444
2012,NUTS,2010,DK02,2,0.624
2011,NUTS,2010,DK021,3,0.746
2012,NUTS,2010,DK021,3,1.601
2011,NUTS,2010,DK022,3,0.314
2012,NUTS,2010,DK022,3,0.216
2011,NUTS,2010,DK03,2,0.299
2012,NUTS,2010,DK03,2,0.196
2011,NUTS,2010,DK031,3,0.149
2012,NUTS,2010,DK031,3,0.049
2011,NUTS,2010,DK032,3,0.381
2012,NUTS,2010,DK032,3,0.275
2011,NUTS,2010,DK04,2,0.768
2012,NUTS,2010,DK04,2,0.468
2011,NUTS,2010,DK041,3,0.469
2012,NUTS,2010,DK041,3,0.332
2011,NUTS,2010,DK042,3,0.935
2012,NUTS,2010,DK042,3,0.542
2011,NUTS,2010,DK05,2,0.877
2012,NUTS,2010,DK05,2,0.422
2011,NUTS,2010,DK050,3,0.877
2012,NUTS,2010,DK050,3,0.422
2011,NUTS,2010,DKZ,1,0.14
2011,NUTS,2010,DKZZ,2,0.14
2011,NUTS,2010,DKZZZ,3,0.14
2011,NUTS,2010,EE,0,0.802
2012,NUTS,2010,EE,0,0.259
2011,NUTS,2010,EE0,1,0.802
2012,NUTS,2010,EE0,1,0.259
2011,NUTS,2010,EE00,2,0.802
2012,NUTS,2010,EE00,2,0.259
2011,NUTS,2010,EE001,3,0.894
2012,NUTS,2010,EE001,3,0.422
2011,NUTS,2010,EE006,3,0.163
2011,NUTS,2010,EE008,3,1.45
2011,NUTS,2010,EL,0,0.054
2012,NUTS,2010,EL,0,0.066
2011,NUTS,2010,EL3,1,0.065
2012,NUTS,2010,EL3,1,0.055
2011,NUTS,2010,EL30,2,0.065
2012,NUTS,2010,EL30,2,0.055
2012,NUTS,2010,EL4,1,0.072
2012,NUTS,2010,EL43,2,0.144
2012,NUTS,2010,EL431,3,0.301
2011,NUTS,2010,ES,0,0.269
2012,NUTS,2010,ES,0,0.232
2011,NUTS,2010,ES1,1,0.147
2012,NUTS,2010,ES1,1,0.067
2011,NUTS,2010,ES11,2,0.24
2012,NUTS,2010,ES11,2,0.078
2011,NUTS,2010,ES111,3,0.522
2012,NUTS,2010,ES111,3,0.094
2011,NUTS,2010,ES114,3,0.033
2012,NUTS,2010,ES114,3,0.114
2012,NUTS,2010,ES12,2,0.064
2012,NUTS,2010,ES120,3,0.064
2012,NUTS,2010,ES13,2,0.021
2012,NUTS,2010,ES130,3,0.021
2011,NUTS,2010,ES2,1,0.178
2012,NUTS,2010,ES2,1,0.117
2011,NUTS,2010,ES21,2,0.197
2012,NUTS,2010,ES21,2,0.154
2012,NUTS,2010,ES211,3,0.094
2011,NUTS,2010,ES212,3,0.11
2012,NUTS,2010,ES212,3,0.266
2011,NUTS,2010,ES213,3,0.322
2012,NUTS,2010,ES213,3,0.099
2011,NUTS,2010,ES22,2,0.165
2012,NUTS,2010,ES22,2,0.057
2011,NUTS,2010,ES220,3,0.165
2012,NUTS,2010,ES220,3,0.057
2012,NUTS,2010,ES23,2,0.261
2012,NUTS,2010,ES230,3,0.261
2011,NUTS,2010,ES24,2,0.191
2012,NUTS,2010,ES24,2,0.043
2011,NUTS,2010,ES241,3,0.114
2011,NUTS,2010,ES242,3,0.287
2011,NUTS,2010,ES243,3,0.196
2012,NUTS,2010,ES243,3,0.059
2011,NUTS,2010,ES3,1,0.651
2012,NUTS,2010,ES3,1,0.587
2011,NUTS,2010,ES30,2,0.651
2012,NUTS,2010,ES30,2,0.587
2011,NUTS,2010,ES300,3,0.651
2012,NUTS,2010,ES300,3,0.587
2011,NUTS,2010,ES4,1,0.046
2012,NUTS,2010,ES4,1,0.037
2011,NUTS,2010,ES41,2,0.006
2012,NUTS,2010,ES41,2,0.021
2012,NUTS,2010,ES413,3,0.026
2012,NUTS,2010,ES415,3,0.058
2011,NUTS,2010,ES416,3,0.041
2011,NUTS,2010,ES418,3,0.014
2012,NUTS,2010,ES418,3,0.042
2011,NUTS,2010,ES42,2,0.081
2012,NUTS,2010,ES42,2,0.075
2011,NUTS,2010,ES421,3,0.275
2012,NUTS,2010,ES421,3,0.352
2012,NUTS,2010,ES422,3,0.034
2011,NUTS,2010,ES424,3,0.027
2011,NUTS,2010,ES425,3,0.082
2011,NUTS,2010,ES43,2,0.095
2011,NUTS,2010,ES431,3,0.091
2011,NUTS,2010,ES432,3,0.102
2011,NUTS,2010,ES5,1,0.306
2012,NUTS,2010,ES5,1,0.264
2011,NUTS,2010,ES51,2,0.429
2012,NUTS,2010,ES51,2,0.356
2011,NUTS,2010,ES511,3,0.567
2012,NUTS,2010,ES511,3,0.44
2011,NUTS,2010,ES512,3,0.067
2012,NUTS,2010,ES512,3,0.137
2012,NUTS,2010,ES513,3,0.257
2011,NUTS,2010,ES514,3,0.058
2012,NUTS,2010,ES514,3,0.04
2011,NUTS,2010,ES52,2,0.138
2012,NUTS,2010,ES52,2,0.137
2011,NUTS,2010,ES521,3,0.057
2011,NUTS,2010,ES522,3,0.055
2012,NUTS,2010,ES522,3,0.185
2011,NUTS,2010,ES523,3,0.208
2012,NUTS,2010,ES523,3,0.208
2011,NUTS,2010,ES53,2,0.013
2012,NUTS,2010,ES53,2,0.038
2011,NUTS,2010,ES532,3,0.015
2012,NUTS,2010,ES532,3,0.039
2012,NUTS,2010,ES533,3,0.08
2011,NUTS,2010,ES6,1,0.068
2012,NUTS,2010,ES6,1,0.099
2011,NUTS,2010,ES61,2,0.077
2012,NUTS,2010,ES61,2,0.107
2011,NUTS,2010,ES611,3,0.008
2012,NUTS,2010,ES611,3,0.037
2012,NUTS,2010,ES612,3,0.014
2011,NUTS,2010,ES614,3,0.153
2012,NUTS,2010,ES614,3,0.271
2011,NUTS,2010,ES616,3,0.046
2012,NUTS,2010,ES616,3,0.034
2011,NUTS,2010,ES617,3,0.059
2012,NUTS,2010,ES617,3,0.009
2011,NUTS,2010,ES618,3,0.185
2012,NUTS,2010,ES618,3,0.275
2011,NUTS,2010,ES62,2,0.029
2012,NUTS,2010,ES62,2,0.066
2011,NUTS,2010,ES620,3,0.029
2012,NUTS,2010,ES620,3,0.066
2011,NUTS,2010,ES7,1,0.073
2012,NUTS,2010,ES7,1,0.031
2011,NUTS,2010,ES70,2,0.073
2012,NUTS,2010,ES70,2,0.031
2011,NUTS,2010,ES705,3,0.185
2012,NUTS,2010,ES705,3,0.078
2012,NUTS,2010,ESZ,1,0.198
2012,NUTS,2010,ESZZ,2,0.198
2012,NUTS,2010,ESZZZ,3,0.198
2011,NUTS,2010,FI,0,1.919
2012,NUTS,2010,FI,0,1.796
2011,NUTS,2010,FI1,1,1.903
2012,NUTS,2010,FI1,1,1.788
2011,NUTS,2010,FI19,2,2.056
2012,NUTS,2010,FI19,2,1.945
2011,NUTS,2010,FI193,3,0.459
2012,NUTS,2010,FI193,3,0.152
2012,NUTS,2010,FI194,3,0.174
2011,NUTS,2010,FI195,3,0.151
2011,NUTS,2010,FI196,3,0.264
2011,NUTS,2010,FI197,3,4.919
2012,NUTS,2010,FI197,3,4.995
2011,NUTS,2010,FI1B,2,2.553
2012,NUTS,2010,FI1B,2,2.288
2011,NUTS,2010,FI1B1,3,2.553
2012,NUTS,2010,FI1B1,3,2.288
2011,NUTS,2010,FI1C,2,0.808
2012,NUTS,2010,FI1C,2,1.013
2011,NUTS,2010,FI1C1,3,1.551
2012,NUTS,2010,FI1C1,3,1.766
2011,NUTS,2010,FI1C2,3,0.714
2012,NUTS,2010,FI1C2,3,1.397
2011,NUTS,2010,FI1C3,3,0.294
2012,NUTS,2010,FI1C3,3,0.113
2012,NUTS,2010,FI1C4,3,0.043
2011,NUTS,2010,FI1C5,3,0.053
2012,NUTS,2010,FI1C5,3,0.398
2011,NUTS,2010,FI1D,2,1.529
2012,NUTS,2010,FI1D,2,1.4
2011,NUTS,2010,FI1D1,3,0.304
2012,NUTS,2010,FI1D1,3,0.234
2011,NUTS,2010,FI1D2,3,0.133
2012,NUTS,2010,FI1D2,3,0.16
2011,NUTS,2010,FI1D3,3,0.142
2012,NUTS,2010,FI1D3,3,0.145
2011,NUTS,2010,FI1D5,3,0.145
2011,NUTS,2010,FI1D6,3,4.352
2012,NUTS,2010,FI1D6,3,4.094
2011,NUTS,2010,FI1D7,3,0.318
2012,NUTS,2010,FI1D7,3,0.043
2011,NUTS,2010,FI2,1,1.115
2012,NUTS,2010,FI2,1,1.284
2011,NUTS,2010,FI20,2,1.115
2012,NUTS,2010,FI20,2,1.284
2011,NUTS,2010,FI200,3,1.115
2012,NUTS,2010,FI200,3,1.284
2012,NUTS,2010,FIZ,1,5.882
2012,NUTS,2010,FIZZ,2,5.882
2012,NUTS,2010,FIZZZ,3,5.882
2011,NUTS,2010,FR,0,1.004
2012,NUTS,2010,FR,0,0.813
2011,NUTS,2010,FR1,1,1.279
2012,NUTS,2010,FR1,1,1.067
2011,NUTS,2010,FR10,2,1.279
2012,NUTS,2010,FR10,2,1.067
2011,NUTS,2010,FR101,3,1.01
2012,NUTS,2010,FR101,3,0.705
2011,NUTS,2010,FR102,3,0.931
2012,NUTS,2010,FR102,3,0.542
2011,NUTS,2010,FR103,3,1.812
2012,NUTS,2010,FR103,3,1.424
2011,NUTS,2010,FR104,3,3.441
2012,NUTS,2010,FR104,3,3.625
2011,NUTS,2010,FR105,3,1.569
2012,NUTS,2010,FR105,3,1.402
2011,NUTS,2010,FR106,3,0.186
2012,NUTS,2010,FR106,3,0.251
2011,NUTS,2010,FR107,3,0.968
2012,NUTS,2010,FR107,3,0.846
2011,NUTS,2010,FR108,3,0.689
2012,NUTS,2010,FR108,3,0.266
2011,NUTS,2010,FR2,1,0.337
2012,NUTS,2010,FR2,1,0.175
2011,NUTS,2010,FR21,2,0.215
2012,NUTS,2010,FR21,2,0.051
2011,NUTS,2010,FR211,3,0.47
2012,NUTS,2010,FR211,3,0.055
2011,NUTS,2010,FR212,3,0.163
2012,NUTS,2010,FR212,3,0.193
2011,NUTS,2010,FR213,3,0.203
2011,NUTS,2010,FR22,2,0.191
2012,NUTS,2010,FR22,2,0.064
2011,NUTS,2010,FR221,3,0.054
2011,NUTS,2010,FR222,3,0.263
2012,NUTS,2010,FR222,3,0.123
2011,NUTS,2010,FR223,3,0.203
2012,NUTS,2010,FR223,3,0.034
2011,NUTS,2010,FR23,2,0.528
2012,NUTS,2010,FR23,2,0.287
2011,NUTS,2010,FR231,3,0.465
2012,NUTS,2010,FR231,3,0.252
2011,NUTS,2010,FR232,3,0.55
2012,NUTS,2010,FR232,3,0.299
2011,NUTS,2010,FR24,2,0.317
2012,NUTS,2010,FR24,2,0.235
2011,NUTS,2010,FR241,3,0.476
2012,NUTS,2010,FR241,3,0.471
2011,NUTS,2010,FR242,3,0.377
2012,NUTS,2010,FR242,3,0.228
2011,NUTS,2010,FR243,3,0.894
2012,NUTS,2010,FR243,3,0.674
2011,NUTS,2010,FR244,3,0.354
2012,NUTS,2010,FR244,3,0.173
