year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_hrst_ths
2018,NUTS,2010,SK02,2,363.7
2019,NUTS,2010,SK02,2,381.0
2020,NUTS,2010,SK02,2,385.9
2011,NUTS,2010,SK03,2,234.0
2012,NUTS,2010,SK03,2,237.5
2013,NUTS,2010,SK03,2,243.3
2014,NUTS,2010,SK03,2,236.1
2015,NUTS,2010,SK03,2,248.7
2016,NUTS,2010,SK03,2,248.7
2017,NUTS,2010,SK03,2,257.0
2018,NUTS,2010,SK03,2,268.9
2019,NUTS,2010,SK03,2,278.4
2020,NUTS,2010,SK03,2,276.6
2011,NUTS,2010,SK04,2,260.7
2012,NUTS,2010,SK04,2,252.1
2013,NUTS,2010,SK04,2,257.2
2014,NUTS,2010,SK04,2,274.7
2015,NUTS,2010,SK04,2,273.5
2016,NUTS,2010,SK04,2,271.8
2017,NUTS,2010,SK04,2,280.1
2018,NUTS,2010,SK04,2,319.2
2019,NUTS,2010,SK04,2,317.0
2020,NUTS,2010,SK04,2,347.9
2011,NUTS,2010,TR,0,6554.5
2012,NUTS,2010,TR,0,7231.9
2013,NUTS,2010,TR,0,7607.8
2014,NUTS,2010,TR,0,8099.7
2015,NUTS,2010,TR,0,8841.4
2016,NUTS,2010,TR,0,9594.6
2017,NUTS,2010,TR,0,10151.8
2018,NUTS,2010,TR,0,10680.7
2019,NUTS,2010,TR,0,11350.9
2020,NUTS,2010,TR,0,12171.1
2011,NUTS,2010,TR1,1,1521.3
2012,NUTS,2010,TR1,1,1815.6
2013,NUTS,2010,TR1,1,1874.1
2014,NUTS,2010,TR1,1,2014.1
2015,NUTS,2010,TR1,1,2237.0
2016,NUTS,2010,TR1,1,2472.3
2017,NUTS,2010,TR1,1,2569.2
2018,NUTS,2010,TR1,1,2698.1
2019,NUTS,2010,TR1,1,2730.7
2020,NUTS,2010,TR1,1,2908.2
2011,NUTS,2010,TR10,2,1521.3
2012,NUTS,2010,TR10,2,1815.6
2013,NUTS,2010,TR10,2,1874.1
2014,NUTS,2010,TR10,2,2014.1
2015,NUTS,2010,TR10,2,2237.0
2016,NUTS,2010,TR10,2,2472.3
2017,NUTS,2010,TR10,2,2569.2
2018,NUTS,2010,TR10,2,2698.1
2019,NUTS,2010,TR10,2,2730.7
2020,NUTS,2010,TR10,2,2908.2
2011,NUTS,2010,TR2,1,298.2
2012,NUTS,2010,TR2,1,342.5
2013,NUTS,2010,TR2,1,350.6
2014,NUTS,2010,TR2,1,371.4
2015,NUTS,2010,TR2,1,385.9
2016,NUTS,2010,TR2,1,422.5
2017,NUTS,2010,TR2,1,461.8
2018,NUTS,2010,TR2,1,471.1
2019,NUTS,2010,TR2,1,522.4
2020,NUTS,2010,TR2,1,595.7
2011,NUTS,2010,TR21,2,153.9
2012,NUTS,2010,TR21,2,186.5
2013,NUTS,2010,TR21,2,192.4
2014,NUTS,2010,TR21,2,177.8
2015,NUTS,2010,TR21,2,182.5
2016,NUTS,2010,TR21,2,202.6
2017,NUTS,2010,TR21,2,232.5
2018,NUTS,2010,TR21,2,237.6
2019,NUTS,2010,TR21,2,258.0
2020,NUTS,2010,TR21,2,314.5
2011,NUTS,2010,TR22,2,144.3
2012,NUTS,2010,TR22,2,156.0
2013,NUTS,2010,TR22,2,158.2
2014,NUTS,2010,TR22,2,193.6
2015,NUTS,2010,TR22,2,203.4
2016,NUTS,2010,TR22,2,219.9
2017,NUTS,2010,TR22,2,229.3
2018,NUTS,2010,TR22,2,233.6
2019,NUTS,2010,TR22,2,264.4
2020,NUTS,2010,TR22,2,281.2
2011,NUTS,2010,TR3,1,1007.4
2012,NUTS,2010,TR3,1,1001.9
2013,NUTS,2010,TR3,1,986.5
2014,NUTS,2010,TR3,1,1110.9
2015,NUTS,2010,TR3,1,1208.2
2016,NUTS,2010,TR3,1,1289.9
2017,NUTS,2010,TR3,1,1425.1
2018,NUTS,2010,TR3,1,1538.7
2019,NUTS,2010,TR3,1,1592.7
2020,NUTS,2010,TR3,1,1623.9
2011,NUTS,2010,TR31,2,551.9
2012,NUTS,2010,TR31,2,566.7
2013,NUTS,2010,TR31,2,561.8
2014,NUTS,2010,TR31,2,577.3
2015,NUTS,2010,TR31,2,607.7
2016,NUTS,2010,TR31,2,653.3
2017,NUTS,2010,TR31,2,736.4
2018,NUTS,2010,TR31,2,798.3
2019,NUTS,2010,TR31,2,787.3
2020,NUTS,2010,TR31,2,785.9
2011,NUTS,2010,TR32,2,263.8
2012,NUTS,2010,TR32,2,262.6
2013,NUTS,2010,TR32,2,260.1
2014,NUTS,2010,TR32,2,291.8
2015,NUTS,2010,TR32,2,326.6
2016,NUTS,2010,TR32,2,341.3
2017,NUTS,2010,TR32,2,382.2
2018,NUTS,2010,TR32,2,405.3
2019,NUTS,2010,TR32,2,452.5
2020,NUTS,2010,TR32,2,495.5
2011,NUTS,2010,TR33,2,191.6
2012,NUTS,2010,TR33,2,172.6
2013,NUTS,2010,TR33,2,164.6
2014,NUTS,2010,TR33,2,241.8
2015,NUTS,2010,TR33,2,273.9
2016,NUTS,2010,TR33,2,295.3
2017,NUTS,2010,TR33,2,306.5
2018,NUTS,2010,TR33,2,335.2
2019,NUTS,2010,TR33,2,352.9
2020,NUTS,2010,TR33,2,342.5
2011,NUTS,2010,TR4,1,654.9
2012,NUTS,2010,TR4,1,760.4
2013,NUTS,2010,TR4,1,881.8
2014,NUTS,2010,TR4,1,846.7
2015,NUTS,2010,TR4,1,913.8
2016,NUTS,2010,TR4,1,974.9
2017,NUTS,2010,TR4,1,1033.8
2018,NUTS,2010,TR4,1,1104.9
2019,NUTS,2010,TR4,1,1182.3
2020,NUTS,2010,TR4,1,1256.6
2011,NUTS,2010,TR41,2,328.8
2012,NUTS,2010,TR41,2,392.5
2013,NUTS,2010,TR41,2,433.6
2014,NUTS,2010,TR41,2,449.1
2015,NUTS,2010,TR41,2,493.9
2016,NUTS,2010,TR41,2,519.8
2017,NUTS,2010,TR41,2,553.9
2018,NUTS,2010,TR41,2,597.4
2019,NUTS,2010,TR41,2,641.8
2020,NUTS,2010,TR41,2,660.5
2011,NUTS,2010,TR42,2,326.1
2012,NUTS,2010,TR42,2,367.9
2013,NUTS,2010,TR42,2,448.1
2014,NUTS,2010,TR42,2,397.6
2015,NUTS,2010,TR42,2,419.9
2016,NUTS,2010,TR42,2,455.1
2017,NUTS,2010,TR42,2,479.9
2018,NUTS,2010,TR42,2,507.6
2019,NUTS,2010,TR42,2,540.5
2020,NUTS,2010,TR42,2,596.0
2011,NUTS,2010,TR5,1,948.6
2012,NUTS,2010,TR5,1,1032.2
2013,NUTS,2010,TR5,1,1050.7
2014,NUTS,2010,TR5,1,1133.8
2015,NUTS,2010,TR5,1,1199.4
2016,NUTS,2010,TR5,1,1249.0
2017,NUTS,2010,TR5,1,1298.3
2018,NUTS,2010,TR5,1,1357.5
2019,NUTS,2010,TR5,1,1461.9
2020,NUTS,2010,TR5,1,1553.0
2011,NUTS,2010,TR51,2,783.7
2012,NUTS,2010,TR51,2,854.0
2013,NUTS,2010,TR51,2,877.6
2014,NUTS,2010,TR51,2,943.9
2015,NUTS,2010,TR51,2,985.2
2016,NUTS,2010,TR51,2,1032.9
2017,NUTS,2010,TR51,2,1072.2
2018,NUTS,2010,TR51,2,1124.3
2019,NUTS,2010,TR51,2,1202.3
2020,NUTS,2010,TR51,2,1254.5
2011,NUTS,2010,TR52,2,164.9
2012,NUTS,2010,TR52,2,178.1
2013,NUTS,2010,TR52,2,173.1
2014,NUTS,2010,TR52,2,190.0
2015,NUTS,2010,TR52,2,214.3
2016,NUTS,2010,TR52,2,216.1
2017,NUTS,2010,TR52,2,226.1
2018,NUTS,2010,TR52,2,233.2
2019,NUTS,2010,TR52,2,259.6
2020,NUTS,2010,TR52,2,298.5
2011,NUTS,2010,TR6,1,745.5
2012,NUTS,2010,TR6,1,825.3
2013,NUTS,2010,TR6,1,855.2
2014,NUTS,2010,TR6,1,925.6
2015,NUTS,2010,TR6,1,994.5
2016,NUTS,2010,TR6,1,1096.5
2017,NUTS,2010,TR6,1,1160.4
2018,NUTS,2010,TR6,1,1213.0
2019,NUTS,2010,TR6,1,1333.6
2020,NUTS,2010,TR6,1,1477.4
2011,NUTS,2010,TR61,2,287.5
2012,NUTS,2010,TR61,2,303.2
2013,NUTS,2010,TR61,2,324.1
2014,NUTS,2010,TR61,2,348.3
2015,NUTS,2010,TR61,2,375.4
2016,NUTS,2010,TR61,2,422.0
2017,NUTS,2010,TR61,2,446.0
2018,NUTS,2010,TR61,2,476.0
2019,NUTS,2010,TR61,2,511.7
2020,NUTS,2010,TR61,2,558.2
2011,NUTS,2010,TR62,2,285.2
2012,NUTS,2010,TR62,2,318.9
2013,NUTS,2010,TR62,2,329.1
2014,NUTS,2010,TR62,2,381.6
2015,NUTS,2010,TR62,2,386.0
2016,NUTS,2010,TR62,2,403.9
2017,NUTS,2010,TR62,2,449.4
2018,NUTS,2010,TR62,2,467.1
2019,NUTS,2010,TR62,2,485.9
2020,NUTS,2010,TR62,2,528.5
2011,NUTS,2010,TR63,2,172.7
2012,NUTS,2010,TR63,2,203.2
2013,NUTS,2010,TR63,2,202.0
2014,NUTS,2010,TR63,2,195.7
2015,NUTS,2010,TR63,2,233.0
2016,NUTS,2010,TR63,2,270.5
2017,NUTS,2010,TR63,2,264.9
2018,NUTS,2010,TR63,2,269.9
2019,NUTS,2010,TR63,2,336.0
2020,NUTS,2010,TR63,2,390.8
2011,NUTS,2010,TR7,1,247.1
2012,NUTS,2010,TR7,1,278.3
2013,NUTS,2010,TR7,1,344.9
2014,NUTS,2010,TR7,1,345.4
2015,NUTS,2010,TR7,1,353.9
2016,NUTS,2010,TR7,1,356.9
2017,NUTS,2010,TR7,1,384.0
2018,NUTS,2010,TR7,1,405.8
2019,NUTS,2010,TR7,1,446.5
2020,NUTS,2010,TR7,1,479.2
2011,NUTS,2010,TR71,2,103.2
2012,NUTS,2010,TR71,2,120.9
2013,NUTS,2010,TR71,2,127.3
2014,NUTS,2010,TR71,2,125.0
2015,NUTS,2010,TR71,2,129.8
2016,NUTS,2010,TR71,2,123.1
2017,NUTS,2010,TR71,2,146.9
2018,NUTS,2010,TR71,2,155.3
2019,NUTS,2010,TR71,2,165.4
2020,NUTS,2010,TR71,2,183.7
2011,NUTS,2010,TR72,2,143.9
2012,NUTS,2010,TR72,2,157.3
2013,NUTS,2010,TR72,2,217.6
2014,NUTS,2010,TR72,2,220.4
2015,NUTS,2010,TR72,2,224.1
2016,NUTS,2010,TR72,2,233.8
2017,NUTS,2010,TR72,2,237.1
2018,NUTS,2010,TR72,2,250.5
2019,NUTS,2010,TR72,2,281.1
2020,NUTS,2010,TR72,2,295.6
2011,NUTS,2010,TR8,1,327.3
2012,NUTS,2010,TR8,1,338.8
2013,NUTS,2010,TR8,1,331.8
2014,NUTS,2010,TR8,1,377.9
2015,NUTS,2010,TR8,1,401.6
2016,NUTS,2010,TR8,1,422.8
2017,NUTS,2010,TR8,1,453.5
2018,NUTS,2010,TR8,1,475.7
2019,NUTS,2010,TR8,1,524.9
2020,NUTS,2010,TR8,1,571.0
2011,NUTS,2010,TR81,2,83.7
2012,NUTS,2010,TR81,2,85.8
2013,NUTS,2010,TR81,2,88.4
2014,NUTS,2010,TR81,2,79.9
2015,NUTS,2010,TR81,2,83.5
2016,NUTS,2010,TR81,2,91.7
2017,NUTS,2010,TR81,2,96.7
2018,NUTS,2010,TR81,2,112.6
2019,NUTS,2010,TR81,2,135.3
2020,NUTS,2010,TR81,2,141.6
2011,NUTS,2010,TR82,2,53.9
2012,NUTS,2010,TR82,2,56.6
2013,NUTS,2010,TR82,2,56.6
2014,NUTS,2010,TR82,2,56.1
2015,NUTS,2010,TR82,2,61.6
2016,NUTS,2010,TR82,2,65.8
2017,NUTS,2010,TR82,2,76.3
2018,NUTS,2010,TR82,2,83.7
2019,NUTS,2010,TR82,2,89.2
2020,NUTS,2010,TR82,2,83.9
2011,NUTS,2010,TR83,2,189.7
2012,NUTS,2010,TR83,2,196.5
2013,NUTS,2010,TR83,2,186.8
2014,NUTS,2010,TR83,2,241.9
2015,NUTS,2010,TR83,2,256.5
2016,NUTS,2010,TR83,2,265.3
2017,NUTS,2010,TR83,2,280.4
2018,NUTS,2010,TR83,2,279.4
2019,NUTS,2010,TR83,2,300.3
2020,NUTS,2010,TR83,2,345.6
2011,NUTS,2010,TR9,1,189.9
2012,NUTS,2010,TR9,1,183.9
2013,NUTS,2010,TR9,1,218.3
2014,NUTS,2010,TR9,1,233.8
2015,NUTS,2010,TR9,1,271.3
2016,NUTS,2010,TR9,1,309.5
2017,NUTS,2010,TR9,1,309.4
2018,NUTS,2010,TR9,1,308.9
2019,NUTS,2010,TR9,1,331.0
2020,NUTS,2010,TR9,1,370.6
2011,NUTS,2010,TR90,2,189.9
2012,NUTS,2010,TR90,2,183.9
2013,NUTS,2010,TR90,2,218.3
2014,NUTS,2010,TR90,2,233.8
2015,NUTS,2010,TR90,2,271.3
2016,NUTS,2010,TR90,2,309.5
2017,NUTS,2010,TR90,2,309.4
2018,NUTS,2010,TR90,2,308.9
2019,NUTS,2010,TR90,2,331.0
2020,NUTS,2010,TR90,2,370.6
2011,NUTS,2010,TRA,1,102.1
2012,NUTS,2010,TRA,1,135.0
2013,NUTS,2010,TRA,1,128.4
2014,NUTS,2010,TRA,1,112.1
2015,NUTS,2010,TRA,1,135.0
2016,NUTS,2010,TRA,1,150.5
2017,NUTS,2010,TRA,1,166.9
2018,NUTS,2010,TRA,1,177.1
2019,NUTS,2010,TRA,1,200.8
2020,NUTS,2010,TRA,1,223.9
2011,NUTS,2010,TRA1,2,60.5
2012,NUTS,2010,TRA1,2,78.8
2013,NUTS,2010,TRA1,2,78.4
2014,NUTS,2010,TRA1,2,63.1
2015,NUTS,2010,TRA1,2,70.2
2016,NUTS,2010,TRA1,2,88.8
2017,NUTS,2010,TRA1,2,104.3
2018,NUTS,2010,TRA1,2,116.7
2019,NUTS,2010,TRA1,2,138.0
2020,NUTS,2010,TRA1,2,133.9
2011,NUTS,2010,TRA2,2,41.6
2012,NUTS,2010,TRA2,2,56.2
2013,NUTS,2010,TRA2,2,50.0
2014,NUTS,2010,TRA2,2,49.1
2015,NUTS,2010,TRA2,2,64.9
2016,NUTS,2010,TRA2,2,61.7
2017,NUTS,2010,TRA2,2,62.6
2018,NUTS,2010,TRA2,2,60.4
2019,NUTS,2010,TRA2,2,62.8
2020,NUTS,2010,TRA2,2,90.0
2011,NUTS,2010,TRB,1,196.9
2012,NUTS,2010,TRB,1,200.8
2013,NUTS,2010,TRB,1,196.4
2014,NUTS,2010,TRB,1,252.3
2015,NUTS,2010,TRB,1,264.5
2016,NUTS,2010,TRB,1,287.1
2017,NUTS,2010,TRB,1,295.6
2018,NUTS,2010,TRB,1,322.6
2019,NUTS,2010,TRB,1,380.8
2020,NUTS,2010,TRB,1,412.4
2011,NUTS,2010,TRB1,2,121.8
2012,NUTS,2010,TRB1,2,119.4
2013,NUTS,2010,TRB1,2,122.0
2014,NUTS,2010,TRB1,2,172.5
2015,NUTS,2010,TRB1,2,182.2
2016,NUTS,2010,TRB1,2,200.2
2017,NUTS,2010,TRB1,2,198.2
2018,NUTS,2010,TRB1,2,206.7
2019,NUTS,2010,TRB1,2,231.9
2020,NUTS,2010,TRB1,2,247.9
2011,NUTS,2010,TRB2,2,75.0
2012,NUTS,2010,TRB2,2,81.4
2013,NUTS,2010,TRB2,2,74.4
2014,NUTS,2010,TRB2,2,79.8
2015,NUTS,2010,TRB2,2,82.3
2016,NUTS,2010,TRB2,2,86.8
2017,NUTS,2010,TRB2,2,97.4
2018,NUTS,2010,TRB2,2,115.9
2019,NUTS,2010,TRB2,2,148.9
2020,NUTS,2010,TRB2,2,164.5
2011,NUTS,2010,TRC,1,315.2
2012,NUTS,2010,TRC,1,317.4
2013,NUTS,2010,TRC,1,389.1
2014,NUTS,2010,TRC,1,375.6
2015,NUTS,2010,TRC,1,476.3
2016,NUTS,2010,TRC,1,562.6
2017,NUTS,2010,TRC,1,594.0
2018,NUTS,2010,TRC,1,607.0
2019,NUTS,2010,TRC,1,643.2
2020,NUTS,2010,TRC,1,699.2
2011,NUTS,2010,TRC1,2,103.2
2012,NUTS,2010,TRC1,2,117.2
2013,NUTS,2010,TRC1,2,166.2
2014,NUTS,2010,TRC1,2,171.5
2015,NUTS,2010,TRC1,2,219.2
2016,NUTS,2010,TRC1,2,238.6
2017,NUTS,2010,TRC1,2,229.5
2018,NUTS,2010,TRC1,2,232.5
2019,NUTS,2010,TRC1,2,244.9
2020,NUTS,2010,TRC1,2,288.5
2011,NUTS,2010,TRC2,2,127.2
2012,NUTS,2010,TRC2,2,102.9
2013,NUTS,2010,TRC2,2,125.1
2014,NUTS,2010,TRC2,2,127.5
2015,NUTS,2010,TRC2,2,150.8
2016,NUTS,2010,TRC2,2,187.4
2017,NUTS,2010,TRC2,2,230.5
2018,NUTS,2010,TRC2,2,221.6
2019,NUTS,2010,TRC2,2,239.0
2020,NUTS,2010,TRC2,2,237.0
2011,NUTS,2010,TRC3,2,84.8
2012,NUTS,2010,TRC3,2,97.3
2013,NUTS,2010,TRC3,2,97.7
2014,NUTS,2010,TRC3,2,76.7
2015,NUTS,2010,TRC3,2,106.3
2016,NUTS,2010,TRC3,2,136.6
2017,NUTS,2010,TRC3,2,134.0
2018,NUTS,2010,TRC3,2,152.9
2019,NUTS,2010,TRC3,2,159.2
2020,NUTS,2010,TRC3,2,173.8
2011,NUTS,2010,UK,0,17398.6
2012,NUTS,2010,UK,0,18164.7
2013,NUTS,2010,UK,0,18611.3
2014,NUTS,2010,UK,0,19133.1
2015,NUTS,2010,UK,0,19663.8
2016,NUTS,2010,UK,0,20366.8
2017,NUTS,2010,UK,0,20593.5
2018,NUTS,2010,UK,0,20990.4
2019,NUTS,2010,UK,0,21623.3
2011,NUTS,2010,UKC,1,598.4
2012,NUTS,2010,UKC,1,590.7
2013,NUTS,2010,UKC,1,609.7
2014,NUTS,2010,UKC,1,649.1
2015,NUTS,2010,UKC,1,671.7
2016,NUTS,2010,UKC,1,696.7
2017,NUTS,2010,UKC,1,701.4
2018,NUTS,2010,UKC,1,696.1
2019,NUTS,2010,UKC,1,684.6
2011,NUTS,2010,UKC1,2,254.2
2012,NUTS,2010,UKC1,2,243.1
2013,NUTS,2010,UKC1,2,249.0
2014,NUTS,2010,UKC1,2,282.3
2015,NUTS,2010,UKC1,2,298.8
2016,NUTS,2010,UKC1,2,295.5
2017,NUTS,2010,UKC1,2,300.9
2018,NUTS,2010,UKC1,2,303.4
2019,NUTS,2010,UKC1,2,288.6
2011,NUTS,2010,UKC2,2,344.2
2012,NUTS,2010,UKC2,2,347.6
2013,NUTS,2010,UKC2,2,360.7
2014,NUTS,2010,UKC2,2,366.8
2015,NUTS,2010,UKC2,2,372.9
2016,NUTS,2010,UKC2,2,401.3
2017,NUTS,2010,UKC2,2,400.5
2018,NUTS,2010,UKC2,2,392.7
2019,NUTS,2010,UKC2,2,396.0
2011,NUTS,2010,UKD,1,1774.4
2012,NUTS,2010,UKD,1,1836.6
2013,NUTS,2010,UKD,1,1860.8
2014,NUTS,2010,UKD,1,1909.0
2015,NUTS,2010,UKD,1,1991.5
2016,NUTS,2010,UKD,1,2096.4
2017,NUTS,2010,UKD,1,2079.3
2018,NUTS,2010,UKD,1,2122.0
2019,NUTS,2010,UKD,1,2160.7
2011,NUTS,2010,UKD1,2,123.1
2012,NUTS,2010,UKD1,2,125.0
2013,NUTS,2010,UKD1,2,128.5
2014,NUTS,2010,UKD1,2,128.7
2015,NUTS,2010,UKD1,2,130.4
2016,NUTS,2010,UKD1,2,131.4
2017,NUTS,2010,UKD1,2,126.4
2018,NUTS,2010,UKD1,2,132.5
2019,NUTS,2010,UKD1,2,140.1
2011,NUTS,2010,UKD3,2,702.4
2012,NUTS,2010,UKD3,2,700.9
2013,NUTS,2010,UKD3,2,726.4
2014,NUTS,2010,UKD3,2,754.0
2015,NUTS,2010,UKD3,2,796.0
2016,NUTS,2010,UKD3,2,819.9
2017,NUTS,2010,UKD3,2,820.1
2018,NUTS,2010,UKD3,2,811.7
2019,NUTS,2010,UKD3,2,860.0
2011,NUTS,2010,UKD4,2,355.2
2012,NUTS,2010,UKD4,2,383.7
2013,NUTS,2010,UKD4,2,358.0
2014,NUTS,2010,UKD4,2,363.2
2015,NUTS,2010,UKD4,2,378.2
2016,NUTS,2010,UKD4,2,410.1
2017,NUTS,2010,UKD4,2,413.7
2018,NUTS,2010,UKD4,2,421.7
2019,NUTS,2010,UKD4,2,423.8
2011,NUTS,2010,UKD6,2,263.1
2012,NUTS,2010,UKD6,2,269.9
2013,NUTS,2010,UKD6,2,281.3
2014,NUTS,2010,UKD6,2,297.4
2015,NUTS,2010,UKD6,2,292.5
2016,NUTS,2010,UKD6,2,308.2
2017,NUTS,2010,UKD6,2,312.2
2018,NUTS,2010,UKD6,2,311.3
2019,NUTS,2010,UKD6,2,304.6
2011,NUTS,2010,UKD7,2,330.5
2012,NUTS,2010,UKD7,2,357.1
2013,NUTS,2010,UKD7,2,366.7
2014,NUTS,2010,UKD7,2,365.7
2015,NUTS,2010,UKD7,2,394.4
2016,NUTS,2010,UKD7,2,426.8
2017,NUTS,2010,UKD7,2,406.8
2018,NUTS,2010,UKD7,2,444.9
2019,NUTS,2010,UKD7,2,432.2
2011,NUTS,2010,UKE,1,1226.2
2012,NUTS,2010,UKE,1,1308.5
2013,NUTS,2010,UKE,1,1324.9
2014,NUTS,2010,UKE,1,1358.3
2015,NUTS,2010,UKE,1,1405.3
2016,NUTS,2010,UKE,1,1449.2
2017,NUTS,2010,UKE,1,1481.1
2018,NUTS,2010,UKE,1,1532.7
2019,NUTS,2010,UKE,1,1534.4
2011,NUTS,2010,UKE1,2,204.6
2012,NUTS,2010,UKE1,2,193.2
2013,NUTS,2010,UKE1,2,200.0
2014,NUTS,2010,UKE1,2,207.1
2015,NUTS,2010,UKE1,2,218.5
2016,NUTS,2010,UKE1,2,232.8
2017,NUTS,2010,UKE1,2,224.0
2018,NUTS,2010,UKE1,2,213.3
2019,NUTS,2010,UKE1,2,218.2
2011,NUTS,2010,UKE2,2,224.6
2012,NUTS,2010,UKE2,2,246.3
2013,NUTS,2010,UKE2,2,242.6
2014,NUTS,2010,UKE2,2,249.1
2015,NUTS,2010,UKE2,2,246.9
2016,NUTS,2010,UKE2,2,243.4
2017,NUTS,2010,UKE2,2,254.0
2018,NUTS,2010,UKE2,2,269.8
2019,NUTS,2010,UKE2,2,253.6
2011,NUTS,2010,UKE3,2,278.0
2012,NUTS,2010,UKE3,2,313.4
2013,NUTS,2010,UKE3,2,313.4
2014,NUTS,2010,UKE3,2,319.9
2015,NUTS,2010,UKE3,2,338.9
2016,NUTS,2010,UKE3,2,361.6
2017,NUTS,2010,UKE3,2,367.5
2018,NUTS,2010,UKE3,2,381.1
2019,NUTS,2010,UKE3,2,386.9
2011,NUTS,2010,UKE4,2,518.9
2012,NUTS,2010,UKE4,2,555.5
2013,NUTS,2010,UKE4,2,569.0
2014,NUTS,2010,UKE4,2,582.2
2015,NUTS,2010,UKE4,2,601.0
2016,NUTS,2010,UKE4,2,611.5
2017,NUTS,2010,UKE4,2,635.7
2018,NUTS,2010,UKE4,2,668.4
2019,NUTS,2010,UKE4,2,675.8
2011,NUTS,2010,UKF,1,1137.5
2012,NUTS,2010,UKF,1,1125.0
2013,NUTS,2010,UKF,1,1217.9
2014,NUTS,2010,UKF,1,1231.1
2015,NUTS,2010,UKF,1,1275.0
2016,NUTS,2010,UKF,1,1286.8
2017,NUTS,2010,UKF,1,1317.7
2018,NUTS,2010,UKF,1,1332.7
2019,NUTS,2010,UKF,1,1360.5
2011,NUTS,2010,UKF1,2,511.5
2012,NUTS,2010,UKF1,2,535.1
2013,NUTS,2010,UKF1,2,570.0
2014,NUTS,2010,UKF1,2,566.3
2015,NUTS,2010,UKF1,2,625.8
2016,NUTS,2010,UKF1,2,614.2
2017,NUTS,2010,UKF1,2,607.5
2018,NUTS,2010,UKF1,2,619.0
2019,NUTS,2010,UKF1,2,641.0
2011,NUTS,2010,UKF2,2,462.8
2012,NUTS,2010,UKF2,2,435.6
2013,NUTS,2010,UKF2,2,479.9
2014,NUTS,2010,UKF2,2,488.2
2015,NUTS,2010,UKF2,2,478.6
2016,NUTS,2010,UKF2,2,499.6
2017,NUTS,2010,UKF2,2,533.7
2018,NUTS,2010,UKF2,2,521.1
2019,NUTS,2010,UKF2,2,537.4
2011,NUTS,2010,UKF3,2,163.2
2012,NUTS,2010,UKF3,2,154.4
2013,NUTS,2010,UKF3,2,167.9
2014,NUTS,2010,UKF3,2,176.6
2015,NUTS,2010,UKF3,2,170.6
2016,NUTS,2010,UKF3,2,173.0
2017,NUTS,2010,UKF3,2,176.5
2018,NUTS,2010,UKF3,2,192.6
2019,NUTS,2010,UKF3,2,182.1
2011,NUTS,2010,UKG,1,1300.2
2012,NUTS,2010,UKG,1,1367.2
2013,NUTS,2010,UKG,1,1377.8
2014,NUTS,2010,UKG,1,1412.9
2015,NUTS,2010,UKG,1,1506.7
2016,NUTS,2010,UKG,1,1543.2
2017,NUTS,2010,UKG,1,1533.7
2018,NUTS,2010,UKG,1,1594.2
2019,NUTS,2010,UKG,1,1663.3
2011,NUTS,2010,UKG1,2,330.2
2012,NUTS,2010,UKG1,2,361.4
2013,NUTS,2010,UKG1,2,376.9
2014,NUTS,2010,UKG1,2,383.1
2015,NUTS,2010,UKG1,2,406.2
2016,NUTS,2010,UKG1,2,413.2
2017,NUTS,2010,UKG1,2,392.8
2018,NUTS,2010,UKG1,2,414.0
2019,NUTS,2010,UKG1,2,409.1
2011,NUTS,2010,UKG2,2,382.2
2012,NUTS,2010,UKG2,2,385.9
2013,NUTS,2010,UKG2,2,388.6
2014,NUTS,2010,UKG2,2,403.3
2015,NUTS,2010,UKG2,2,417.7
2016,NUTS,2010,UKG2,2,421.6
2017,NUTS,2010,UKG2,2,437.6
2018,NUTS,2010,UKG2,2,439.9
2019,NUTS,2010,UKG2,2,479.0
2011,NUTS,2010,UKG3,2,587.9
2012,NUTS,2010,UKG3,2,620.0
2013,NUTS,2010,UKG3,2,612.3
2014,NUTS,2010,UKG3,2,626.5
2015,NUTS,2010,UKG3,2,682.9
2016,NUTS,2010,UKG3,2,708.3
2017,NUTS,2010,UKG3,2,703.3
2018,NUTS,2010,UKG3,2,740.3
2019,NUTS,2010,UKG3,2,775.2
2011,NUTS,2010,UKH,1,1536.7
2012,NUTS,2010,UKH,1,1673.1
2013,NUTS,2010,UKH,1,1709.6
2014,NUTS,2010,UKH,1,1731.0
2015,NUTS,2010,UKH,1,1733.5
2016,NUTS,2010,UKH,1,1815.9
2017,NUTS,2010,UKH,1,1822.9
2018,NUTS,2010,UKH,1,1857.1
2019,NUTS,2010,UKH,1,1907.5
2011,NUTS,2010,UKH1,2,595.7
2012,NUTS,2010,UKH1,2,654.5
2013,NUTS,2010,UKH1,2,674.9
2014,NUTS,2010,UKH1,2,685.5
2015,NUTS,2010,UKH1,2,662.7
2016,NUTS,2010,UKH1,2,701.2
2017,NUTS,2010,UKH1,2,687.7
2018,NUTS,2010,UKH1,2,724.4
2019,NUTS,2010,UKH1,2,731.7
2011,NUTS,2010,UKH2,2,525.3
2012,NUTS,2010,UKH2,2,572.6
2013,NUTS,2010,UKH2,2,575.1
2014,NUTS,2010,UKH2,2,602.6
2015,NUTS,2010,UKH2,2,593.4
2016,NUTS,2010,UKH2,2,622.0
2017,NUTS,2010,UKH2,2,623.0
2018,NUTS,2010,UKH2,2,617.1
2019,NUTS,2010,UKH2,2,631.0
2011,NUTS,2010,UKH3,2,415.7
