year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_nr_smc
2000,NUTS,2010,DEX,1,3.03
2001,NUTS,2010,DEX,1,1.5
2002,NUTS,2010,DEX,1,0.5
2003,NUTS,2010,DEX,1,1.0
2004,NUTS,2010,DEX,1,0.33
2005,NUTS,2010,DEX,1,1.33
2006,NUTS,2010,DEX,1,0.1
2007,NUTS,2010,DEX,1,2.7
2008,NUTS,2010,DEX,1,2.45
2009,NUTS,2010,DEX,1,8.23
2010,NUTS,2010,DEX,1,1.69
2011,NUTS,2010,DEX,1,2.97
2012,NUTS,2010,DEX,1,1.58
1977,NUTS,2010,DEXX,2,0.33
1980,NUTS,2010,DEXX,2,1.33
1981,NUTS,2010,DEXX,2,3.0
1982,NUTS,2010,DEXX,2,0.33
1983,NUTS,2010,DEXX,2,0.67
1985,NUTS,2010,DEXX,2,1.5
1986,NUTS,2010,DEXX,2,2.0
1987,NUTS,2010,DEXX,2,0.86
1988,NUTS,2010,DEXX,2,0.33
1989,NUTS,2010,DEXX,2,1.75
1990,NUTS,2010,DEXX,2,1.0
1991,NUTS,2010,DEXX,2,4.37
1992,NUTS,2010,DEXX,2,4.57
1993,NUTS,2010,DEXX,2,1.51
1996,NUTS,2010,DEXX,2,1.45
1997,NUTS,2010,DEXX,2,1.75
1998,NUTS,2010,DEXX,2,1.81
1999,NUTS,2010,DEXX,2,1.48
2000,NUTS,2010,DEXX,2,3.03
2001,NUTS,2010,DEXX,2,1.5
2002,NUTS,2010,DEXX,2,0.5
2003,NUTS,2010,DEXX,2,1.0
2004,NUTS,2010,DEXX,2,0.33
2005,NUTS,2010,DEXX,2,1.33
2006,NUTS,2010,DEXX,2,0.1
2007,NUTS,2010,DEXX,2,2.7
2008,NUTS,2010,DEXX,2,2.45
2009,NUTS,2010,DEXX,2,8.23
2010,NUTS,2010,DEXX,2,1.69
2011,NUTS,2010,DEXX,2,2.97
2012,NUTS,2010,DEXX,2,1.58
1977,NUTS,2010,DEXXX,3,0.33
1980,NUTS,2010,DEXXX,3,1.33
1981,NUTS,2010,DEXXX,3,3.0
1982,NUTS,2010,DEXXX,3,0.33
1983,NUTS,2010,DEXXX,3,0.67
1985,NUTS,2010,DEXXX,3,1.5
1986,NUTS,2010,DEXXX,3,2.0
1987,NUTS,2010,DEXXX,3,0.86
1988,NUTS,2010,DEXXX,3,0.33
1989,NUTS,2010,DEXXX,3,1.75
1990,NUTS,2010,DEXXX,3,1.0
1991,NUTS,2010,DEXXX,3,4.37
1992,NUTS,2010,DEXXX,3,4.57
1993,NUTS,2010,DEXXX,3,1.51
1996,NUTS,2010,DEXXX,3,1.45
1997,NUTS,2010,DEXXX,3,1.75
1998,NUTS,2010,DEXXX,3,1.81
1999,NUTS,2010,DEXXX,3,1.48
2000,NUTS,2010,DEXXX,3,3.03
2001,NUTS,2010,DEXXX,3,1.5
2002,NUTS,2010,DEXXX,3,0.5
2003,NUTS,2010,DEXXX,3,1.0
2004,NUTS,2010,DEXXX,3,0.33
2005,NUTS,2010,DEXXX,3,1.33
2006,NUTS,2010,DEXXX,3,0.1
2007,NUTS,2010,DEXXX,3,2.7
2008,NUTS,2010,DEXXX,3,2.45
2009,NUTS,2010,DEXXX,3,8.23
2010,NUTS,2010,DEXXX,3,1.69
2011,NUTS,2010,DEXXX,3,2.97
2012,NUTS,2010,DEXXX,3,1.58
1981,NUTS,2010,DEZ,1,0.33
1982,NUTS,2010,DEZ,1,0.5
1988,NUTS,2010,DEZ,1,1.0
1991,NUTS,2010,DEZ,1,1.92
1993,NUTS,2010,DEZ,1,0.2
1994,NUTS,2010,DEZ,1,1.5
1995,NUTS,2010,DEZ,1,0.2
1996,NUTS,2010,DEZ,1,1.83
1997,NUTS,2010,DEZ,1,0.5
1998,NUTS,2010,DEZ,1,0.5
1999,NUTS,2010,DEZ,1,2.5
2000,NUTS,2010,DEZ,1,2.5
2001,NUTS,2010,DEZ,1,0.7
2004,NUTS,2010,DEZ,1,0.17
2005,NUTS,2010,DEZ,1,1.0
2007,NUTS,2010,DEZ,1,3.33
2008,NUTS,2010,DEZ,1,0.2
2009,NUTS,2010,DEZ,1,0.38
2010,NUTS,2010,DEZ,1,0.78
2011,NUTS,2010,DEZ,1,1.97
2012,NUTS,2010,DEZ,1,0.5
1981,NUTS,2010,DEZZ,2,0.33
1982,NUTS,2010,DEZZ,2,0.5
1988,NUTS,2010,DEZZ,2,1.0
1991,NUTS,2010,DEZZ,2,1.92
1993,NUTS,2010,DEZZ,2,0.2
1994,NUTS,2010,DEZZ,2,1.5
1995,NUTS,2010,DEZZ,2,0.2
1996,NUTS,2010,DEZZ,2,1.83
1997,NUTS,2010,DEZZ,2,0.5
1998,NUTS,2010,DEZZ,2,0.5
1999,NUTS,2010,DEZZ,2,2.5
2000,NUTS,2010,DEZZ,2,2.5
2001,NUTS,2010,DEZZ,2,0.7
2004,NUTS,2010,DEZZ,2,0.17
2005,NUTS,2010,DEZZ,2,1.0
2007,NUTS,2010,DEZZ,2,3.33
2008,NUTS,2010,DEZZ,2,0.2
2009,NUTS,2010,DEZZ,2,0.38
2010,NUTS,2010,DEZZ,2,0.78
2011,NUTS,2010,DEZZ,2,1.97
2012,NUTS,2010,DEZZ,2,0.5
1981,NUTS,2010,DEZZZ,3,0.33
1982,NUTS,2010,DEZZZ,3,0.5
1988,NUTS,2010,DEZZZ,3,1.0
1991,NUTS,2010,DEZZZ,3,1.92
1993,NUTS,2010,DEZZZ,3,0.2
1994,NUTS,2010,DEZZZ,3,1.5
1995,NUTS,2010,DEZZZ,3,0.2
1996,NUTS,2010,DEZZZ,3,1.83
1997,NUTS,2010,DEZZZ,3,0.5
1998,NUTS,2010,DEZZZ,3,0.5
1999,NUTS,2010,DEZZZ,3,2.5
2000,NUTS,2010,DEZZZ,3,2.5
2001,NUTS,2010,DEZZZ,3,0.7
2004,NUTS,2010,DEZZZ,3,0.17
2005,NUTS,2010,DEZZZ,3,1.0
2007,NUTS,2010,DEZZZ,3,3.67
2008,NUTS,2010,DEZZZ,3,0.2
2009,NUTS,2010,DEZZZ,3,0.38
2010,NUTS,2010,DEZZZ,3,0.78
2011,NUTS,2010,DEZZZ,3,1.97
2012,NUTS,2010,DEZZZ,3,0.5
1981,NUTS,2010,DK,0,0.1
1982,NUTS,2010,DK,0,0.25
1986,NUTS,2010,DK,0,0.5
1987,NUTS,2010,DK,0,3.0
1988,NUTS,2010,DK,0,1.0
1990,NUTS,2010,DK,0,1.0
1991,NUTS,2010,DK,0,1.0
1993,NUTS,2010,DK,0,0.75
1995,NUTS,2010,DK,0,2.0
1996,NUTS,2010,DK,0,1.0
1997,NUTS,2010,DK,0,3.0
1998,NUTS,2010,DK,0,7.0
1999,NUTS,2010,DK,0,7.0
2000,NUTS,2010,DK,0,3.07
2001,NUTS,2010,DK,0,6.0
2002,NUTS,2010,DK,0,10.92
2003,NUTS,2010,DK,0,6.0
2004,NUTS,2010,DK,0,6.61
2005,NUTS,2010,DK,0,4.75
2006,NUTS,2010,DK,0,17.35
2007,NUTS,2010,DK,0,7.5
2008,NUTS,2010,DK,0,12.33
2009,NUTS,2010,DK,0,5.83
2010,NUTS,2010,DK,0,8.17
2011,NUTS,2010,DK,0,19.33
2012,NUTS,2010,DK,0,8.5
1981,NUTS,2010,DK0,1,0.1
1982,NUTS,2010,DK0,1,0.25
1986,NUTS,2010,DK0,1,0.5
1987,NUTS,2010,DK0,1,3.0
1988,NUTS,2010,DK0,1,1.0
1990,NUTS,2010,DK0,1,1.0
1991,NUTS,2010,DK0,1,1.0
1993,NUTS,2010,DK0,1,0.75
1995,NUTS,2010,DK0,1,2.0
1996,NUTS,2010,DK0,1,1.0
1997,NUTS,2010,DK0,1,3.0
1998,NUTS,2010,DK0,1,7.0
1999,NUTS,2010,DK0,1,7.0
2000,NUTS,2010,DK0,1,3.07
2001,NUTS,2010,DK0,1,6.0
2002,NUTS,2010,DK0,1,10.92
2003,NUTS,2010,DK0,1,6.0
2004,NUTS,2010,DK0,1,6.61
2005,NUTS,2010,DK0,1,4.75
2006,NUTS,2010,DK0,1,17.35
2007,NUTS,2010,DK0,1,7.5
2008,NUTS,2010,DK0,1,12.33
2009,NUTS,2010,DK0,1,5.83
2010,NUTS,2010,DK0,1,8.17
2011,NUTS,2010,DK0,1,18.08
2012,NUTS,2010,DK0,1,7.08
1981,NUTS,2010,DK01,2,0.1
1982,NUTS,2010,DK01,2,0.25
1986,NUTS,2010,DK01,2,0.5
1987,NUTS,2010,DK01,2,3.0
1988,NUTS,2010,DK01,2,1.0
1993,NUTS,2010,DK01,2,0.5
1996,NUTS,2010,DK01,2,1.0
1997,NUTS,2010,DK01,2,3.0
1998,NUTS,2010,DK01,2,4.17
1999,NUTS,2010,DK01,2,5.6
2000,NUTS,2010,DK01,2,2.07
2001,NUTS,2010,DK01,2,5.0
2002,NUTS,2010,DK01,2,5.33
2003,NUTS,2010,DK01,2,2.0
2004,NUTS,2010,DK01,2,3.11
2005,NUTS,2010,DK01,2,1.8
2006,NUTS,2010,DK01,2,8.25
2007,NUTS,2010,DK01,2,2.5
2008,NUTS,2010,DK01,2,7.1
2009,NUTS,2010,DK01,2,3.83
2010,NUTS,2010,DK01,2,3.25
2011,NUTS,2010,DK01,2,7.85
2012,NUTS,2010,DK01,2,3.0
1981,NUTS,2010,DK011,3,0.1
1982,NUTS,2010,DK011,3,0.25
1988,NUTS,2010,DK011,3,0.5
1993,NUTS,2010,DK011,3,0.25
1996,NUTS,2010,DK011,3,1.0
1997,NUTS,2010,DK011,3,0.5
1998,NUTS,2010,DK011,3,0.5
1999,NUTS,2010,DK011,3,3.6
2000,NUTS,2010,DK011,3,0.33
2001,NUTS,2010,DK011,3,1.0
2002,NUTS,2010,DK011,3,1.33
2004,NUTS,2010,DK011,3,1.11
2006,NUTS,2010,DK011,3,0.75
2007,NUTS,2010,DK011,3,0.25
2008,NUTS,2010,DK011,3,2.2
2009,NUTS,2010,DK011,3,3.33
2010,NUTS,2010,DK011,3,0.25
2011,NUTS,2010,DK011,3,2.82
1986,NUTS,2010,DK012,3,0.5
1997,NUTS,2010,DK012,3,1.0
1998,NUTS,2010,DK012,3,3.5
1999,NUTS,2010,DK012,3,1.4
2000,NUTS,2010,DK012,3,0.53
2001,NUTS,2010,DK012,3,2.0
2002,NUTS,2010,DK012,3,2.67
2003,NUTS,2010,DK012,3,1.0
2006,NUTS,2010,DK012,3,1.83
2007,NUTS,2010,DK012,3,0.5
2008,NUTS,2010,DK012,3,3.4
2010,NUTS,2010,DK012,3,1.0
2011,NUTS,2010,DK012,3,3.72
2012,NUTS,2010,DK012,3,2.0
1987,NUTS,2010,DK013,3,3.0
1988,NUTS,2010,DK013,3,0.5
1993,NUTS,2010,DK013,3,0.25
1997,NUTS,2010,DK013,3,1.5
1998,NUTS,2010,DK013,3,0.17
1999,NUTS,2010,DK013,3,0.6
2000,NUTS,2010,DK013,3,1.2
2001,NUTS,2010,DK013,3,2.0
2002,NUTS,2010,DK013,3,1.33
2003,NUTS,2010,DK013,3,1.0
2004,NUTS,2010,DK013,3,2.0
2005,NUTS,2010,DK013,3,1.8
2006,NUTS,2010,DK013,3,5.67
2007,NUTS,2010,DK013,3,1.75
2008,NUTS,2010,DK013,3,1.5
2009,NUTS,2010,DK013,3,0.5
2010,NUTS,2010,DK013,3,2.0
2011,NUTS,2010,DK013,3,1.32
2012,NUTS,2010,DK013,3,1.0
1990,NUTS,2010,DK02,2,1.0
1991,NUTS,2010,DK02,2,1.0
1993,NUTS,2010,DK02,2,0.25
1995,NUTS,2010,DK02,2,1.0
1998,NUTS,2010,DK02,2,2.25
1999,NUTS,2010,DK02,2,1.4
2002,NUTS,2010,DK02,2,0.33
2005,NUTS,2010,DK02,2,0.2
2006,NUTS,2010,DK02,2,1.5
2007,NUTS,2010,DK02,2,1.0
2008,NUTS,2010,DK02,2,0.2
2010,NUTS,2010,DK02,2,0.5
2011,NUTS,2010,DK02,2,1.9
1995,NUTS,2010,DK021,3,1.0
1998,NUTS,2010,DK021,3,1.0
1999,NUTS,2010,DK021,3,1.4
2002,NUTS,2010,DK021,3,0.33
2005,NUTS,2010,DK021,3,0.2
2006,NUTS,2010,DK021,3,1.5
2007,NUTS,2010,DK021,3,1.0
2008,NUTS,2010,DK021,3,0.2
2010,NUTS,2010,DK021,3,0.5
2011,NUTS,2010,DK021,3,0.4
1990,NUTS,2010,DK022,3,1.0
1991,NUTS,2010,DK022,3,1.0
1993,NUTS,2010,DK022,3,0.25
1998,NUTS,2010,DK022,3,1.25
2011,NUTS,2010,DK022,3,1.5
2000,NUTS,2010,DK03,2,1.0
2002,NUTS,2010,DK03,2,3.5
2003,NUTS,2010,DK03,2,3.0
2004,NUTS,2010,DK03,2,3.5
2005,NUTS,2010,DK03,2,0.5
2006,NUTS,2010,DK03,2,6.0
2007,NUTS,2010,DK03,2,1.0
2008,NUTS,2010,DK03,2,3.83
2009,NUTS,2010,DK03,2,1.0
2010,NUTS,2010,DK03,2,1.75
2011,NUTS,2010,DK03,2,3.42
2012,NUTS,2010,DK03,2,3.08
2007,NUTS,2010,DK031,3,1.0
2011,NUTS,2010,DK031,3,1.0
2000,NUTS,2010,DK032,3,1.0
2002,NUTS,2010,DK032,3,3.5
2003,NUTS,2010,DK032,3,3.0
2004,NUTS,2010,DK032,3,3.5
2005,NUTS,2010,DK032,3,0.5
2006,NUTS,2010,DK032,3,6.0
2008,NUTS,2010,DK032,3,3.83
2009,NUTS,2010,DK032,3,1.0
2010,NUTS,2010,DK032,3,1.75
2011,NUTS,2010,DK032,3,2.42
2012,NUTS,2010,DK032,3,3.08
1995,NUTS,2010,DK04,2,1.0
1998,NUTS,2010,DK04,2,0.25
2001,NUTS,2010,DK04,2,1.0
2002,NUTS,2010,DK04,2,1.75
2003,NUTS,2010,DK04,2,1.0
2005,NUTS,2010,DK04,2,2.25
2006,NUTS,2010,DK04,2,1.6
2007,NUTS,2010,DK04,2,1.0
2010,NUTS,2010,DK04,2,1.67
2011,NUTS,2010,DK04,2,2.92
2001,NUTS,2010,DK041,3,0.5
1995,NUTS,2010,DK042,3,1.0
1998,NUTS,2010,DK042,3,0.25
2001,NUTS,2010,DK042,3,0.5
2002,NUTS,2010,DK042,3,1.75
2003,NUTS,2010,DK042,3,1.0
2005,NUTS,2010,DK042,3,2.25
2006,NUTS,2010,DK042,3,1.6
2007,NUTS,2010,DK042,3,1.0
2010,NUTS,2010,DK042,3,1.67
2011,NUTS,2010,DK042,3,2.92
1998,NUTS,2010,DK05,2,0.33
2007,NUTS,2010,DK05,2,2.0
2008,NUTS,2010,DK05,2,1.2
2009,NUTS,2010,DK05,2,1.0
2010,NUTS,2010,DK05,2,1.0
2011,NUTS,2010,DK05,2,2.0
2012,NUTS,2010,DK05,2,1.0
1998,NUTS,2010,DK050,3,0.33
2007,NUTS,2010,DK050,3,2.0
2008,NUTS,2010,DK050,3,1.2
2009,NUTS,2010,DK050,3,1.0
2010,NUTS,2010,DK050,3,1.0
2011,NUTS,2010,DK050,3,2.0
2012,NUTS,2010,DK050,3,1.0
2012,NUTS,2010,DKX,1,1.42
2012,NUTS,2010,DKXX,2,1.42
2012,NUTS,2010,DKXXX,3,1.42
2011,NUTS,2010,DKZ,1,1.25
2011,NUTS,2010,DKZZ,2,1.25
2011,NUTS,2010,DKZZZ,3,1.25
1994,NUTS,2010,EE,0,0.13
2003,NUTS,2010,EE,0,3.1
2005,NUTS,2010,EE,0,1.0
2006,NUTS,2010,EE,0,2.0
2007,NUTS,2010,EE,0,1.0
1994,NUTS,2010,EE0,1,0.13
2003,NUTS,2010,EE0,1,3.1
2005,NUTS,2010,EE0,1,1.0
2006,NUTS,2010,EE0,1,2.0
2007,NUTS,2010,EE0,1,1.0
1994,NUTS,2010,EE00,2,0.13
2003,NUTS,2010,EE00,2,3.1
2005,NUTS,2010,EE00,2,1.0
2006,NUTS,2010,EE00,2,2.0
2007,NUTS,2010,EE00,2,1.0
1994,NUTS,2010,EE001,3,0.13
2003,NUTS,2010,EE001,3,3.1
2005,NUTS,2010,EE001,3,1.0
2006,NUTS,2010,EE001,3,0.33
2007,NUTS,2010,EE001,3,1.0
2006,NUTS,2010,EE008,3,1.67
1985,NUTS,2010,EL,0,0.5
1986,NUTS,2010,EL,0,0.5
1990,NUTS,2010,EL,0,1.67
1991,NUTS,2010,EL,0,1.0
1992,NUTS,2010,EL,0,1.0
1996,NUTS,2010,EL,0,0.83
1997,NUTS,2010,EL,0,0.33
1999,NUTS,2010,EL,0,0.5
2000,NUTS,2010,EL,0,2.0
2001,NUTS,2010,EL,0,3.0
2002,NUTS,2010,EL,0,1.5
2003,NUTS,2010,EL,0,2.33
2005,NUTS,2010,EL,0,1.37
2006,NUTS,2010,EL,0,1.0
2008,NUTS,2010,EL,0,1.67
2009,NUTS,2010,EL,0,1.11
2010,NUTS,2010,EL,0,0.5
2011,NUTS,2010,EL,0,3.0
2012,NUTS,2010,EL,0,2.5
1986,NUTS,2010,EL1,1,0.5
1990,NUTS,2010,EL1,1,1.0
1992,NUTS,2010,EL1,1,1.0
2005,NUTS,2010,EL1,1,0.67
2011,NUTS,2010,EL1,1,1.0
1986,NUTS,2010,EL12,2,0.5
1990,NUTS,2010,EL12,2,1.0
1992,NUTS,2010,EL12,2,1.0
2005,NUTS,2010,EL12,2,0.67
2011,NUTS,2010,EL12,2,1.0
1986,NUTS,2010,EL122,3,0.5
1990,NUTS,2010,EL122,3,1.0
1992,NUTS,2010,EL122,3,1.0
2005,NUTS,2010,EL122,3,0.67
2011,NUTS,2010,EL122,3,1.0
2002,NUTS,2010,EL2,1,0.5
2003,NUTS,2010,EL2,1,1.0
2005,NUTS,2010,EL2,1,0.37
2012,NUTS,2010,EL2,1,1.5
2003,NUTS,2010,EL21,2,0.33
2005,NUTS,2010,EL21,2,0.37
2003,NUTS,2010,EL213,3,0.33
2005,NUTS,2010,EL213,3,0.37
2003,NUTS,2010,EL23,2,0.67
2012,NUTS,2010,EL23,2,1.5
2003,NUTS,2010,EL232,3,0.67
2012,NUTS,2010,EL232,3,1.5
2002,NUTS,2010,EL24,2,0.5
2002,NUTS,2010,EL242,3,0.5
1985,NUTS,2010,EL3,1,0.5
1990,NUTS,2010,EL3,1,0.67
1991,NUTS,2010,EL3,1,1.0
1996,NUTS,2010,EL3,1,0.83
1997,NUTS,2010,EL3,1,0.33
1999,NUTS,2010,EL3,1,0.5
2000,NUTS,2010,EL3,1,1.67
2001,NUTS,2010,EL3,1,3.0
2002,NUTS,2010,EL3,1,0.5
2003,NUTS,2010,EL3,1,1.0
2006,NUTS,2010,EL3,1,1.0
2008,NUTS,2010,EL3,1,1.67
2009,NUTS,2010,EL3,1,1.11
2010,NUTS,2010,EL3,1,0.5
2011,NUTS,2010,EL3,1,2.0
2012,NUTS,2010,EL3,1,0.33
1985,NUTS,2010,EL30,2,0.5
1990,NUTS,2010,EL30,2,0.67
1991,NUTS,2010,EL30,2,1.0
1996,NUTS,2010,EL30,2,0.83
1997,NUTS,2010,EL30,2,0.33
1999,NUTS,2010,EL30,2,0.5
2000,NUTS,2010,EL30,2,1.67
2001,NUTS,2010,EL30,2,3.0
2002,NUTS,2010,EL30,2,0.5
2003,NUTS,2010,EL30,2,1.0
2006,NUTS,2010,EL30,2,1.0
2008,NUTS,2010,EL30,2,1.67
2009,NUTS,2010,EL30,2,1.11
2010,NUTS,2010,EL30,2,0.5
2011,NUTS,2010,EL30,2,2.0
2012,NUTS,2010,EL30,2,0.33
1985,NUTS,2010,EL300,3,0.5
1990,NUTS,2010,EL300,3,0.67
1991,NUTS,2010,EL300,3,1.0
1996,NUTS,2010,EL300,3,0.83
1997,NUTS,2010,EL300,3,0.33
1999,NUTS,2010,EL300,3,0.5
2000,NUTS,2010,EL300,3,1.67
2001,NUTS,2010,EL300,3,3.0
2002,NUTS,2010,EL300,3,0.5
2003,NUTS,2010,EL300,3,1.0
2006,NUTS,2010,EL300,3,1.0
2008,NUTS,2010,EL300,3,1.67
2009,NUTS,2010,EL300,3,1.11
2010,NUTS,2010,EL300,3,0.5
2011,NUTS,2010,EL300,3,2.0
2012,NUTS,2010,EL300,3,0.33
2000,NUTS,2010,EL4,1,0.33
2002,NUTS,2010,EL4,1,0.5
2003,NUTS,2010,EL4,1,0.33
2005,NUTS,2010,EL4,1,0.33
2012,NUTS,2010,EL4,1,0.67
2000,NUTS,2010,EL43,2,0.33
2002,NUTS,2010,EL43,2,0.5
2003,NUTS,2010,EL43,2,0.33
2005,NUTS,2010,EL43,2,0.33
2012,NUTS,2010,EL43,2,0.67
2000,NUTS,2010,EL431,3,0.33
2002,NUTS,2010,EL431,3,0.5
2003,NUTS,2010,EL431,3,0.33
2005,NUTS,2010,EL431,3,0.33
2012,NUTS,2010,EL431,3,0.67
1982,NUTS,2010,ES,0,2.0
1985,NUTS,2010,ES,0,1.0
1986,NUTS,2010,ES,0,1.17
1987,NUTS,2010,ES,0,1.0
1988,NUTS,2010,ES,0,1.0
1989,NUTS,2010,ES,0,1.0
1990,NUTS,2010,ES,0,1.33
1993,NUTS,2010,ES,0,1.0
1994,NUTS,2010,ES,0,2.38
1995,NUTS,2010,ES,0,1.6
1996,NUTS,2010,ES,0,4.5
1997,NUTS,2010,ES,0,2.66
1998,NUTS,2010,ES,0,4.0
1999,NUTS,2010,ES,0,9.5
2000,NUTS,2010,ES,0,3.4
2001,NUTS,2010,ES,0,4.67
2002,NUTS,2010,ES,0,6.71
2003,NUTS,2010,ES,0,2.75
2004,NUTS,2010,ES,0,7.89
2005,NUTS,2010,ES,0,10.6
2006,NUTS,2010,ES,0,20.6
2007,NUTS,2010,ES,0,16.1
2008,NUTS,2010,ES,0,20.53
2009,NUTS,2010,ES,0,15.12
2010,NUTS,2010,ES,0,15.51
2011,NUTS,2010,ES,0,12.68
2012,NUTS,2010,ES,0,17.88
1990,NUTS,2010,ES1,1,0.33
2000,NUTS,2010,ES1,1,0.67
2004,NUTS,2010,ES1,1,0.33
2005,NUTS,2010,ES1,1,0.33
2006,NUTS,2010,ES1,1,1.5
2008,NUTS,2010,ES1,1,1.0
2010,NUTS,2010,ES1,1,0.67
2011,NUTS,2010,ES1,1,1.0
2004,NUTS,2010,ES11,2,0.33
2010,NUTS,2010,ES11,2,0.67
2011,NUTS,2010,ES11,2,1.0
2004,NUTS,2010,ES111,3,0.33
2011,NUTS,2010,ES111,3,1.0
2010,NUTS,2010,ES113,3,0.67
1990,NUTS,2010,ES12,2,0.33
2000,NUTS,2010,ES12,2,0.67
2006,NUTS,2010,ES12,2,1.0
2008,NUTS,2010,ES12,2,1.0
1990,NUTS,2010,ES120,3,0.33
2000,NUTS,2010,ES120,3,0.67
2006,NUTS,2010,ES120,3,1.0
2008,NUTS,2010,ES120,3,1.0
2005,NUTS,2010,ES13,2,0.33
2006,NUTS,2010,ES13,2,0.5
2005,NUTS,2010,ES130,3,0.33
2006,NUTS,2010,ES130,3,0.5
1989,NUTS,2010,ES2,1,1.0
1997,NUTS,2010,ES2,1,0.56
1999,NUTS,2010,ES2,1,0.5
2001,NUTS,2010,ES2,1,1.0
2002,NUTS,2010,ES2,1,1.71
2004,NUTS,2010,ES2,1,2.0
2005,NUTS,2010,ES2,1,0.4
2006,NUTS,2010,ES2,1,2.0
2007,NUTS,2010,ES2,1,3.0
2008,NUTS,2010,ES2,1,3.37
2009,NUTS,2010,ES2,1,2.0
2010,NUTS,2010,ES2,1,4.14
2011,NUTS,2010,ES2,1,1.17
2012,NUTS,2010,ES2,1,1.0
1989,NUTS,2010,ES21,2,0.5
1997,NUTS,2010,ES21,2,0.56
2001,NUTS,2010,ES21,2,1.0
2002,NUTS,2010,ES21,2,1.0
2004,NUTS,2010,ES21,2,1.0
2006,NUTS,2010,ES21,2,1.0
2007,NUTS,2010,ES21,2,2.0
2008,NUTS,2010,ES21,2,1.83
2009,NUTS,2010,ES21,2,2.0
2010,NUTS,2010,ES21,2,3.71
2011,NUTS,2010,ES21,2,0.17
2012,NUTS,2010,ES21,2,1.0
1997,NUTS,2010,ES211,3,0.56
2001,NUTS,2010,ES211,3,1.0
2002,NUTS,2010,ES211,3,0.5
2010,NUTS,2010,ES211,3,0.25
1989,NUTS,2010,ES212,3,0.5
2002,NUTS,2010,ES212,3,0.5
2006,NUTS,2010,ES212,3,1.0
2008,NUTS,2010,ES212,3,1.0
2010,NUTS,2010,ES212,3,2.21
2011,NUTS,2010,ES212,3,0.17
2012,NUTS,2010,ES212,3,1.0
2004,NUTS,2010,ES213,3,1.0
2007,NUTS,2010,ES213,3,2.0
2008,NUTS,2010,ES213,3,0.83
2009,NUTS,2010,ES213,3,2.0
2010,NUTS,2010,ES213,3,1.25
1989,NUTS,2010,ES22,2,0.5
1999,NUTS,2010,ES22,2,0.5
2004,NUTS,2010,ES22,2,1.0
2006,NUTS,2010,ES22,2,1.0
2007,NUTS,2010,ES22,2,1.0
2008,NUTS,2010,ES22,2,1.29
1989,NUTS,2010,ES220,3,0.5
1999,NUTS,2010,ES220,3,0.5
2004,NUTS,2010,ES220,3,1.0
2006,NUTS,2010,ES220,3,1.0
2007,NUTS,2010,ES220,3,1.0
2008,NUTS,2010,ES220,3,1.29
2002,NUTS,2010,ES24,2,0.71
2005,NUTS,2010,ES24,2,0.4
2008,NUTS,2010,ES24,2,0.25
2010,NUTS,2010,ES24,2,0.43
2011,NUTS,2010,ES24,2,1.0
2002,NUTS,2010,ES241,3,0.11
2002,NUTS,2010,ES243,3,0.6
2005,NUTS,2010,ES243,3,0.4
2008,NUTS,2010,ES243,3,0.25
2010,NUTS,2010,ES243,3,0.43
2011,NUTS,2010,ES243,3,1.0
1988,NUTS,2010,ES3,1,1.0
1990,NUTS,2010,ES3,1,1.0
1993,NUTS,2010,ES3,1,1.0
1994,NUTS,2010,ES3,1,2.0
1996,NUTS,2010,ES3,1,2.0
1997,NUTS,2010,ES3,1,1.0
1998,NUTS,2010,ES3,1,1.0
1999,NUTS,2010,ES3,1,9.0
2000,NUTS,2010,ES3,1,2.13
2001,NUTS,2010,ES3,1,2.0
2002,NUTS,2010,ES3,1,2.0
2003,NUTS,2010,ES3,1,1.67
2004,NUTS,2010,ES3,1,1.43
2005,NUTS,2010,ES3,1,4.17
2006,NUTS,2010,ES3,1,6.7
2007,NUTS,2010,ES3,1,6.8
2008,NUTS,2010,ES3,1,6.35
2009,NUTS,2010,ES3,1,2.98
2010,NUTS,2010,ES3,1,2.5
2011,NUTS,2010,ES3,1,1.0
2012,NUTS,2010,ES3,1,5.48
1988,NUTS,2010,ES30,2,1.0
1990,NUTS,2010,ES30,2,1.0
1993,NUTS,2010,ES30,2,1.0
1994,NUTS,2010,ES30,2,2.0
1996,NUTS,2010,ES30,2,2.0
1997,NUTS,2010,ES30,2,1.0
1998,NUTS,2010,ES30,2,1.0
1999,NUTS,2010,ES30,2,9.0
2000,NUTS,2010,ES30,2,2.13
2001,NUTS,2010,ES30,2,2.0
2002,NUTS,2010,ES30,2,2.0
2003,NUTS,2010,ES30,2,1.67
2004,NUTS,2010,ES30,2,1.43
2005,NUTS,2010,ES30,2,4.17
2006,NUTS,2010,ES30,2,6.7
2007,NUTS,2010,ES30,2,6.8
2008,NUTS,2010,ES30,2,6.35
2009,NUTS,2010,ES30,2,2.98
2010,NUTS,2010,ES30,2,2.5
2011,NUTS,2010,ES30,2,1.0
2012,NUTS,2010,ES30,2,5.48
1988,NUTS,2010,ES300,3,1.0
1990,NUTS,2010,ES300,3,1.0
1993,NUTS,2010,ES300,3,1.0
1994,NUTS,2010,ES300,3,2.0
1996,NUTS,2010,ES300,3,2.0
1997,NUTS,2010,ES300,3,1.0
1998,NUTS,2010,ES300,3,1.0
