year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_pc_pop_hrst
2012,NUTS,2010,DE21,2,42.5
2013,NUTS,2010,DE21,2,43.3
2014,NUTS,2010,DE21,2,43.9
2015,NUTS,2010,DE21,2,44.5
2016,NUTS,2010,DE21,2,45.2
2017,NUTS,2010,DE21,2,46.2
2018,NUTS,2010,DE21,2,47.2
2019,NUTS,2010,DE21,2,47.4
2020,NUTS,2010,DE21,2,47.1
2011,NUTS,2010,DE22,2,26.9
2012,NUTS,2010,DE22,2,28.9
2013,NUTS,2010,DE22,2,30.1
2014,NUTS,2010,DE22,2,29.8
2015,NUTS,2010,DE22,2,29.7
2016,NUTS,2010,DE22,2,31.4
2017,NUTS,2010,DE22,2,31.7
2018,NUTS,2010,DE22,2,31.9
2019,NUTS,2010,DE22,2,33.9
2020,NUTS,2010,DE22,2,33.3
2011,NUTS,2010,DE23,2,29.3
2012,NUTS,2010,DE23,2,32.2
2013,NUTS,2010,DE23,2,32.2
2014,NUTS,2010,DE23,2,33.5
2015,NUTS,2010,DE23,2,33.2
2016,NUTS,2010,DE23,2,31.8
2017,NUTS,2010,DE23,2,33.0
2018,NUTS,2010,DE23,2,33.3
2019,NUTS,2010,DE23,2,34.8
2020,NUTS,2010,DE23,2,36.1
2011,NUTS,2010,DE24,2,30.4
2012,NUTS,2010,DE24,2,32.3
2013,NUTS,2010,DE24,2,32.5
2014,NUTS,2010,DE24,2,33.3
2015,NUTS,2010,DE24,2,32.9
2016,NUTS,2010,DE24,2,32.9
2017,NUTS,2010,DE24,2,34.8
2018,NUTS,2010,DE24,2,35.2
2019,NUTS,2010,DE24,2,36.4
2020,NUTS,2010,DE24,2,37.6
2011,NUTS,2010,DE25,2,33.0
2012,NUTS,2010,DE25,2,35.3
2013,NUTS,2010,DE25,2,35.3
2014,NUTS,2010,DE25,2,35.9
2015,NUTS,2010,DE25,2,36.5
2016,NUTS,2010,DE25,2,37.7
2017,NUTS,2010,DE25,2,37.9
2018,NUTS,2010,DE25,2,38.9
2019,NUTS,2010,DE25,2,38.9
2020,NUTS,2010,DE25,2,41.2
2011,NUTS,2010,DE26,2,31.2
2012,NUTS,2010,DE26,2,33.0
2013,NUTS,2010,DE26,2,33.7
2014,NUTS,2010,DE26,2,33.6
2015,NUTS,2010,DE26,2,35.5
2016,NUTS,2010,DE26,2,35.2
2017,NUTS,2010,DE26,2,35.6
2018,NUTS,2010,DE26,2,36.7
2019,NUTS,2010,DE26,2,37.4
2020,NUTS,2010,DE26,2,37.9
2011,NUTS,2010,DE27,2,30.9
2012,NUTS,2010,DE27,2,31.4
2013,NUTS,2010,DE27,2,32.9
2014,NUTS,2010,DE27,2,32.6
2015,NUTS,2010,DE27,2,33.2
2016,NUTS,2010,DE27,2,33.9
2017,NUTS,2010,DE27,2,34.7
2018,NUTS,2010,DE27,2,36.0
2019,NUTS,2010,DE27,2,36.7
2020,NUTS,2010,DE27,2,40.5
2011,NUTS,2010,DE3,1,41.1
2012,NUTS,2010,DE3,1,42.2
2013,NUTS,2010,DE3,1,42.2
2014,NUTS,2010,DE3,1,43.0
2015,NUTS,2010,DE3,1,43.1
2016,NUTS,2010,DE3,1,46.7
2017,NUTS,2010,DE3,1,47.9
2018,NUTS,2010,DE3,1,49.7
2019,NUTS,2010,DE3,1,50.9
2020,NUTS,2010,DE3,1,50.6
2011,NUTS,2010,DE30,2,41.1
2012,NUTS,2010,DE30,2,42.2
2013,NUTS,2010,DE30,2,42.2
2014,NUTS,2010,DE30,2,43.0
2015,NUTS,2010,DE30,2,43.1
2016,NUTS,2010,DE30,2,46.7
2017,NUTS,2010,DE30,2,47.9
2018,NUTS,2010,DE30,2,49.7
2019,NUTS,2010,DE30,2,50.9
2020,NUTS,2010,DE30,2,50.6
2011,NUTS,2010,DE4,1,35.6
2012,NUTS,2010,DE4,1,36.5
2013,NUTS,2010,DE4,1,37.1
2014,NUTS,2010,DE4,1,37.1
2015,NUTS,2010,DE4,1,37.8
2016,NUTS,2010,DE4,1,37.9
2017,NUTS,2010,DE4,1,38.7
2018,NUTS,2010,DE4,1,39.1
2019,NUTS,2010,DE4,1,40.5
2020,NUTS,2010,DE4,1,40.3
2011,NUTS,2010,DE40,2,35.6
2012,NUTS,2010,DE40,2,36.5
2013,NUTS,2010,DE40,2,37.1
2014,NUTS,2010,DE40,2,37.1
2015,NUTS,2010,DE40,2,37.8
2016,NUTS,2010,DE40,2,37.9
2017,NUTS,2010,DE40,2,38.7
2018,NUTS,2010,DE40,2,39.1
2019,NUTS,2010,DE40,2,40.5
2020,NUTS,2010,DE40,2,40.3
2011,NUTS,2010,DE5,1,31.2
2012,NUTS,2010,DE5,1,32.0
2013,NUTS,2010,DE5,1,31.8
2014,NUTS,2010,DE5,1,32.3
2015,NUTS,2010,DE5,1,32.1
2016,NUTS,2010,DE5,1,35.7
2017,NUTS,2010,DE5,1,37.2
2018,NUTS,2010,DE5,1,37.3
2019,NUTS,2010,DE5,1,37.5
2020,NUTS,2010,DE5,1,37.9
2011,NUTS,2010,DE50,2,31.2
2012,NUTS,2010,DE50,2,32.0
2013,NUTS,2010,DE50,2,31.8
2014,NUTS,2010,DE50,2,32.3
2015,NUTS,2010,DE50,2,32.1
2016,NUTS,2010,DE50,2,35.7
2017,NUTS,2010,DE50,2,37.2
2018,NUTS,2010,DE50,2,37.3
2019,NUTS,2010,DE50,2,37.5
2020,NUTS,2010,DE50,2,37.9
2011,NUTS,2010,DE6,1,38.9
2012,NUTS,2010,DE6,1,39.2
2013,NUTS,2010,DE6,1,40.2
2014,NUTS,2010,DE6,1,42.0
2015,NUTS,2010,DE6,1,43.4
2016,NUTS,2010,DE6,1,44.1
2017,NUTS,2010,DE6,1,44.4
2018,NUTS,2010,DE6,1,44.9
2019,NUTS,2010,DE6,1,45.2
2020,NUTS,2010,DE6,1,47.1
2011,NUTS,2010,DE60,2,38.9
2012,NUTS,2010,DE60,2,39.2
2013,NUTS,2010,DE60,2,40.2
2014,NUTS,2010,DE60,2,42.0
2015,NUTS,2010,DE60,2,43.4
2016,NUTS,2010,DE60,2,44.1
2017,NUTS,2010,DE60,2,44.4
2018,NUTS,2010,DE60,2,44.9
2019,NUTS,2010,DE60,2,45.2
2020,NUTS,2010,DE60,2,47.1
2011,NUTS,2010,DE7,1,34.9
2012,NUTS,2010,DE7,1,36.3
2013,NUTS,2010,DE7,1,36.9
2014,NUTS,2010,DE7,1,36.5
2015,NUTS,2010,DE7,1,37.3
2016,NUTS,2010,DE7,1,38.2
2017,NUTS,2010,DE7,1,39.1
2018,NUTS,2010,DE7,1,38.9
2019,NUTS,2010,DE7,1,40.1
2020,NUTS,2010,DE7,1,39.0
2011,NUTS,2010,DE71,2,36.9
2012,NUTS,2010,DE71,2,38.3
2013,NUTS,2010,DE71,2,39.0
2014,NUTS,2010,DE71,2,38.9
2015,NUTS,2010,DE71,2,39.6
2016,NUTS,2010,DE71,2,39.8
2017,NUTS,2010,DE71,2,40.8
2018,NUTS,2010,DE71,2,40.8
2019,NUTS,2010,DE71,2,42.0
2020,NUTS,2010,DE71,2,40.4
2011,NUTS,2010,DE72,2,32.9
2012,NUTS,2010,DE72,2,34.8
2013,NUTS,2010,DE72,2,35.1
2014,NUTS,2010,DE72,2,33.8
2015,NUTS,2010,DE72,2,34.8
2016,NUTS,2010,DE72,2,36.7
2017,NUTS,2010,DE72,2,36.9
2018,NUTS,2010,DE72,2,35.8
2019,NUTS,2010,DE72,2,37.3
2020,NUTS,2010,DE72,2,37.3
2011,NUTS,2010,DE73,2,30.6
2012,NUTS,2010,DE73,2,31.5
2013,NUTS,2010,DE73,2,32.0
2014,NUTS,2010,DE73,2,31.4
2015,NUTS,2010,DE73,2,31.9
2016,NUTS,2010,DE73,2,34.4
2017,NUTS,2010,DE73,2,35.5
2018,NUTS,2010,DE73,2,35.0
2019,NUTS,2010,DE73,2,35.9
2020,NUTS,2010,DE73,2,35.8
2011,NUTS,2010,DE8,1,33.3
2012,NUTS,2010,DE8,1,32.7
2013,NUTS,2010,DE8,1,32.8
2014,NUTS,2010,DE8,1,33.7
2015,NUTS,2010,DE8,1,35.3
2016,NUTS,2010,DE8,1,35.6
2017,NUTS,2010,DE8,1,36.6
2018,NUTS,2010,DE8,1,35.7
2019,NUTS,2010,DE8,1,36.6
2020,NUTS,2010,DE8,1,37.1
2011,NUTS,2010,DE80,2,33.3
2012,NUTS,2010,DE80,2,32.7
2013,NUTS,2010,DE80,2,32.8
2014,NUTS,2010,DE80,2,33.7
2015,NUTS,2010,DE80,2,35.3
2016,NUTS,2010,DE80,2,35.6
2017,NUTS,2010,DE80,2,36.6
2018,NUTS,2010,DE80,2,35.7
2019,NUTS,2010,DE80,2,36.6
2020,NUTS,2010,DE80,2,37.1
2011,NUTS,2010,DE9,1,30.0
2012,NUTS,2010,DE9,1,31.9
2013,NUTS,2010,DE9,1,32.6
2014,NUTS,2010,DE9,1,32.5
2015,NUTS,2010,DE9,1,33.3
2016,NUTS,2010,DE9,1,32.8
2017,NUTS,2010,DE9,1,33.3
2018,NUTS,2010,DE9,1,34.6
2019,NUTS,2010,DE9,1,35.5
2020,NUTS,2010,DE9,1,36.4
2011,NUTS,2010,DE91,2,29.9
2012,NUTS,2010,DE91,2,32.2
2013,NUTS,2010,DE91,2,33.5
2014,NUTS,2010,DE91,2,33.4
2015,NUTS,2010,DE91,2,34.5
2016,NUTS,2010,DE91,2,34.1
2017,NUTS,2010,DE91,2,35.3
2018,NUTS,2010,DE91,2,37.0
2019,NUTS,2010,DE91,2,37.7
2020,NUTS,2010,DE91,2,38.2
2011,NUTS,2010,DE92,2,32.2
2012,NUTS,2010,DE92,2,33.8
2013,NUTS,2010,DE92,2,34.4
2014,NUTS,2010,DE92,2,34.4
2015,NUTS,2010,DE92,2,34.9
2016,NUTS,2010,DE92,2,34.9
2017,NUTS,2010,DE92,2,34.9
2018,NUTS,2010,DE92,2,36.2
2019,NUTS,2010,DE92,2,37.8
2020,NUTS,2010,DE92,2,38.7
2011,NUTS,2010,DE93,2,30.5
2012,NUTS,2010,DE93,2,31.8
2013,NUTS,2010,DE93,2,32.5
2014,NUTS,2010,DE93,2,32.3
2015,NUTS,2010,DE93,2,33.9
2016,NUTS,2010,DE93,2,33.9
2017,NUTS,2010,DE93,2,34.6
2018,NUTS,2010,DE93,2,35.4
2019,NUTS,2010,DE93,2,35.2
2020,NUTS,2010,DE93,2,35.0
2011,NUTS,2010,DE94,2,27.7
2012,NUTS,2010,DE94,2,30.1
2013,NUTS,2010,DE94,2,30.6
2014,NUTS,2010,DE94,2,30.5
2015,NUTS,2010,DE94,2,30.8
2016,NUTS,2010,DE94,2,29.4
2017,NUTS,2010,DE94,2,29.9
2018,NUTS,2010,DE94,2,31.3
2019,NUTS,2010,DE94,2,32.3
2020,NUTS,2010,DE94,2,34.1
2011,NUTS,2010,DEA,1,30.0
2012,NUTS,2010,DEA,1,31.5
2013,NUTS,2010,DEA,1,32.1
2014,NUTS,2010,DEA,1,32.3
2015,NUTS,2010,DEA,1,33.2
2016,NUTS,2010,DEA,1,34.8
2017,NUTS,2010,DEA,1,34.9
2018,NUTS,2010,DEA,1,35.4
2019,NUTS,2010,DEA,1,36.4
2020,NUTS,2010,DEA,1,36.9
2011,NUTS,2010,DEA1,2,30.3
2012,NUTS,2010,DEA1,2,31.8
2013,NUTS,2010,DEA1,2,32.3
2014,NUTS,2010,DEA1,2,32.3
2015,NUTS,2010,DEA1,2,33.3
2016,NUTS,2010,DEA1,2,35.1
2017,NUTS,2010,DEA1,2,35.1
2018,NUTS,2010,DEA1,2,35.3
2019,NUTS,2010,DEA1,2,36.4
2020,NUTS,2010,DEA1,2,37.6
2011,NUTS,2010,DEA2,2,33.4
2012,NUTS,2010,DEA2,2,35.1
2013,NUTS,2010,DEA2,2,35.5
2014,NUTS,2010,DEA2,2,36.0
2015,NUTS,2010,DEA2,2,36.3
2016,NUTS,2010,DEA2,2,38.8
2017,NUTS,2010,DEA2,2,39.0
2018,NUTS,2010,DEA2,2,39.4
2019,NUTS,2010,DEA2,2,40.4
2020,NUTS,2010,DEA2,2,40.6
2011,NUTS,2010,DEA3,2,29.2
2012,NUTS,2010,DEA3,2,29.9
2013,NUTS,2010,DEA3,2,30.8
2014,NUTS,2010,DEA3,2,31.0
2015,NUTS,2010,DEA3,2,31.9
2016,NUTS,2010,DEA3,2,33.2
2017,NUTS,2010,DEA3,2,33.3
2018,NUTS,2010,DEA3,2,34.5
2019,NUTS,2010,DEA3,2,35.6
2020,NUTS,2010,DEA3,2,37.0
2011,NUTS,2010,DEA4,2,27.5
2012,NUTS,2010,DEA4,2,29.3
2013,NUTS,2010,DEA4,2,30.3
2014,NUTS,2010,DEA4,2,30.5
2015,NUTS,2010,DEA4,2,31.8
2016,NUTS,2010,DEA4,2,32.5
2017,NUTS,2010,DEA4,2,32.4
2018,NUTS,2010,DEA4,2,33.2
2019,NUTS,2010,DEA4,2,33.6
2020,NUTS,2010,DEA4,2,33.7
2011,NUTS,2010,DEA5,2,27.5
2012,NUTS,2010,DEA5,2,28.8
2013,NUTS,2010,DEA5,2,29.5
2014,NUTS,2010,DEA5,2,29.9
2015,NUTS,2010,DEA5,2,30.7
2016,NUTS,2010,DEA5,2,31.5
2017,NUTS,2010,DEA5,2,32.0
2018,NUTS,2010,DEA5,2,32.3
2019,NUTS,2010,DEA5,2,33.3
2020,NUTS,2010,DEA5,2,33.3
2011,NUTS,2010,DEB,1,31.7
2012,NUTS,2010,DEB,1,33.3
2013,NUTS,2010,DEB,1,34.1
2014,NUTS,2010,DEB,1,33.9
2015,NUTS,2010,DEB,1,34.8
2016,NUTS,2010,DEB,1,34.6
2017,NUTS,2010,DEB,1,35.4
2018,NUTS,2010,DEB,1,36.5
2019,NUTS,2010,DEB,1,37.6
2020,NUTS,2010,DEB,1,38.7
2011,NUTS,2010,DEB1,2,29.7
2012,NUTS,2010,DEB1,2,31.1
2013,NUTS,2010,DEB1,2,31.4
2014,NUTS,2010,DEB1,2,31.9
2015,NUTS,2010,DEB1,2,33.6
2016,NUTS,2010,DEB1,2,32.7
2017,NUTS,2010,DEB1,2,33.9
2018,NUTS,2010,DEB1,2,35.0
2019,NUTS,2010,DEB1,2,36.5
2020,NUTS,2010,DEB1,2,35.5
2011,NUTS,2010,DEB2,2,30.9
2012,NUTS,2010,DEB2,2,33.1
2013,NUTS,2010,DEB2,2,33.8
2014,NUTS,2010,DEB2,2,34.3
2015,NUTS,2010,DEB2,2,34.1
2016,NUTS,2010,DEB2,2,34.4
2017,NUTS,2010,DEB2,2,35.7
2018,NUTS,2010,DEB2,2,37.1
2019,NUTS,2010,DEB2,2,37.9
2020,NUTS,2010,DEB2,2,38.5
2011,NUTS,2010,DEB3,2,33.4
2012,NUTS,2010,DEB3,2,34.8
2013,NUTS,2010,DEB3,2,36.1
2014,NUTS,2010,DEB3,2,35.3
2015,NUTS,2010,DEB3,2,35.8
2016,NUTS,2010,DEB3,2,36.0
2017,NUTS,2010,DEB3,2,36.4
2018,NUTS,2010,DEB3,2,37.3
2019,NUTS,2010,DEB3,2,38.3
2020,NUTS,2010,DEB3,2,40.8
2011,NUTS,2010,DEC,1,28.3
2012,NUTS,2010,DEC,1,29.7
2013,NUTS,2010,DEC,1,30.0
2014,NUTS,2010,DEC,1,29.3
2015,NUTS,2010,DEC,1,29.6
2016,NUTS,2010,DEC,1,33.2
2017,NUTS,2010,DEC,1,32.9
2018,NUTS,2010,DEC,1,34.7
2019,NUTS,2010,DEC,1,35.5
2020,NUTS,2010,DEC,1,35.7
2011,NUTS,2010,DEC0,2,28.3
2012,NUTS,2010,DEC0,2,29.7
2013,NUTS,2010,DEC0,2,30.0
2014,NUTS,2010,DEC0,2,29.3
2015,NUTS,2010,DEC0,2,29.6
2016,NUTS,2010,DEC0,2,33.2
2017,NUTS,2010,DEC0,2,32.9
2018,NUTS,2010,DEC0,2,34.7
2019,NUTS,2010,DEC0,2,35.5
2020,NUTS,2010,DEC0,2,35.7
2011,NUTS,2010,DED,1,35.7
2012,NUTS,2010,DED,1,36.3
2013,NUTS,2010,DED,1,37.9
2014,NUTS,2010,DED,1,37.4
2015,NUTS,2010,DED,1,38.2
2016,NUTS,2010,DED,1,38.5
2017,NUTS,2010,DED,1,38.9
2018,NUTS,2010,DED,1,39.7
2019,NUTS,2010,DED,1,40.0
2020,NUTS,2010,DED,1,39.8
2011,NUTS,2010,DED2,2,37.1
2012,NUTS,2010,DED2,2,38.4
2013,NUTS,2010,DED2,2,39.3
2014,NUTS,2010,DED2,2,39.0
2015,NUTS,2010,DED2,2,40.2
2016,NUTS,2010,DED2,2,41.3
2017,NUTS,2010,DED2,2,41.6
2018,NUTS,2010,DED2,2,41.9
2019,NUTS,2010,DED2,2,41.5
2020,NUTS,2010,DED2,2,41.2
2011,NUTS,2010,DED4,2,32.8
2012,NUTS,2010,DED4,2,32.9
2013,NUTS,2010,DED4,2,35.3
2014,NUTS,2010,DED4,2,34.8
2015,NUTS,2010,DED4,2,35.5
2016,NUTS,2010,DED4,2,34.2
2017,NUTS,2010,DED4,2,34.4
2018,NUTS,2010,DED4,2,35.2
2019,NUTS,2010,DED4,2,35.7
2020,NUTS,2010,DED4,2,35.2
2011,NUTS,2010,DED5,2,37.8
2012,NUTS,2010,DED5,2,38.0
2013,NUTS,2010,DED5,2,39.7
2014,NUTS,2010,DED5,2,38.6
2015,NUTS,2010,DED5,2,39.0
2016,NUTS,2010,DED5,2,40.5
2017,NUTS,2010,DED5,2,41.1
2018,NUTS,2010,DED5,2,42.7
2019,NUTS,2010,DED5,2,43.5
2020,NUTS,2010,DED5,2,43.9
2011,NUTS,2010,DEE,1,31.3
2012,NUTS,2010,DEE,1,32.4
2013,NUTS,2010,DEE,1,33.2
2014,NUTS,2010,DEE,1,33.5
2015,NUTS,2010,DEE,1,33.9
2016,NUTS,2010,DEE,1,33.5
2017,NUTS,2010,DEE,1,33.6
2018,NUTS,2010,DEE,1,33.4
2019,NUTS,2010,DEE,1,34.7
2020,NUTS,2010,DEE,1,33.8
2011,NUTS,2010,DEE0,2,31.3
2012,NUTS,2010,DEE0,2,32.4
2013,NUTS,2010,DEE0,2,33.2
2014,NUTS,2010,DEE0,2,33.5
2015,NUTS,2010,DEE0,2,33.9
2016,NUTS,2010,DEE0,2,33.5
2017,NUTS,2010,DEE0,2,33.6
2018,NUTS,2010,DEE0,2,33.4
2019,NUTS,2010,DEE0,2,34.7
2020,NUTS,2010,DEE0,2,33.8
2011,NUTS,2010,DEF,1,31.2
2012,NUTS,2010,DEF,1,33.3
2013,NUTS,2010,DEF,1,32.6
2014,NUTS,2010,DEF,1,33.4
2015,NUTS,2010,DEF,1,34.0
2016,NUTS,2010,DEF,1,34.6
2017,NUTS,2010,DEF,1,35.1
2018,NUTS,2010,DEF,1,35.6
2019,NUTS,2010,DEF,1,36.5
2020,NUTS,2010,DEF,1,37.3
2011,NUTS,2010,DEF0,2,31.2
2012,NUTS,2010,DEF0,2,33.3
2013,NUTS,2010,DEF0,2,32.6
2014,NUTS,2010,DEF0,2,33.4
2015,NUTS,2010,DEF0,2,34.0
2016,NUTS,2010,DEF0,2,34.6
2017,NUTS,2010,DEF0,2,35.1
2018,NUTS,2010,DEF0,2,35.6
2019,NUTS,2010,DEF0,2,36.5
2020,NUTS,2010,DEF0,2,37.3
2011,NUTS,2010,DEG,1,34.8
2012,NUTS,2010,DEG,1,36.3
2013,NUTS,2010,DEG,1,36.7
2014,NUTS,2010,DEG,1,35.8
2015,NUTS,2010,DEG,1,35.3
2016,NUTS,2010,DEG,1,35.6
2017,NUTS,2010,DEG,1,36.2
2018,NUTS,2010,DEG,1,37.2
2019,NUTS,2010,DEG,1,37.9
2020,NUTS,2010,DEG,1,38.1
2011,NUTS,2010,DEG0,2,34.8
2012,NUTS,2010,DEG0,2,36.3
2013,NUTS,2010,DEG0,2,36.7
2014,NUTS,2010,DEG0,2,35.8
2015,NUTS,2010,DEG0,2,35.3
2016,NUTS,2010,DEG0,2,35.6
2017,NUTS,2010,DEG0,2,36.2
2018,NUTS,2010,DEG0,2,37.2
2019,NUTS,2010,DEG0,2,37.9
2020,NUTS,2010,DEG0,2,38.1
2011,NUTS,2010,DK,0,36.4
2012,NUTS,2010,DK,0,37.0
2013,NUTS,2010,DK,0,37.2
2014,NUTS,2010,DK,0,37.8
2015,NUTS,2010,DK,0,38.4
2016,NUTS,2010,DK,0,39.2
2017,NUTS,2010,DK,0,40.3
2018,NUTS,2010,DK,0,41.2
2019,NUTS,2010,DK,0,41.9
2020,NUTS,2010,DK,0,42.5
2011,NUTS,2010,DK0,1,36.4
2012,NUTS,2010,DK0,1,37.0
2013,NUTS,2010,DK0,1,37.2
2014,NUTS,2010,DK0,1,37.8
2015,NUTS,2010,DK0,1,38.4
2016,NUTS,2010,DK0,1,39.2
2017,NUTS,2010,DK0,1,40.3
2018,NUTS,2010,DK0,1,41.2
2019,NUTS,2010,DK0,1,41.9
2020,NUTS,2010,DK0,1,42.5
2011,NUTS,2010,DK01,2,46.7
2012,NUTS,2010,DK01,2,47.1
2013,NUTS,2010,DK01,2,47.1
2014,NUTS,2010,DK01,2,47.6
2015,NUTS,2010,DK01,2,48.8
2016,NUTS,2010,DK01,2,49.7
2017,NUTS,2010,DK01,2,49.5
2018,NUTS,2010,DK01,2,51.1
2019,NUTS,2010,DK01,2,52.5
2020,NUTS,2010,DK01,2,53.6
2011,NUTS,2010,DK02,2,32.0
2012,NUTS,2010,DK02,2,32.2
2013,NUTS,2010,DK02,2,33.0
2014,NUTS,2010,DK02,2,33.4
2015,NUTS,2010,DK02,2,32.4
2016,NUTS,2010,DK02,2,33.1
2017,NUTS,2010,DK02,2,35.4
2018,NUTS,2010,DK02,2,35.0
2019,NUTS,2010,DK02,2,34.3
2020,NUTS,2010,DK02,2,35.8
2011,NUTS,2010,DK03,2,31.3
2012,NUTS,2010,DK03,2,32.0
2013,NUTS,2010,DK03,2,31.7
2014,NUTS,2010,DK03,2,32.6
2015,NUTS,2010,DK03,2,32.7
2016,NUTS,2010,DK03,2,32.8
2017,NUTS,2010,DK03,2,35.3
2018,NUTS,2010,DK03,2,35.4
2019,NUTS,2010,DK03,2,36.0
2020,NUTS,2010,DK03,2,36.8
2011,NUTS,2010,DK04,2,33.0
2012,NUTS,2010,DK04,2,34.1
2013,NUTS,2010,DK04,2,35.1
2014,NUTS,2010,DK04,2,35.5
2015,NUTS,2010,DK04,2,36.2
2016,NUTS,2010,DK04,2,37.1
2017,NUTS,2010,DK04,2,38.0
2018,NUTS,2010,DK04,2,39.3
2019,NUTS,2010,DK04,2,40.8
2020,NUTS,2010,DK04,2,40.4
2011,NUTS,2010,DK05,2,30.0
2012,NUTS,2010,DK05,2,30.0
2013,NUTS,2010,DK05,2,29.3
2014,NUTS,2010,DK05,2,29.6
2015,NUTS,2010,DK05,2,31.5
2016,NUTS,2010,DK05,2,32.8
2017,NUTS,2010,DK05,2,33.5
2018,NUTS,2010,DK05,2,34.9
2019,NUTS,2010,DK05,2,34.2
2020,NUTS,2010,DK05,2,33.3
2011,NUTS,2010,EA19,2,29.8
2012,NUTS,2010,EA19,2,30.6
2013,NUTS,2010,EA19,2,31.2
2014,NUTS,2010,EA19,2,31.7
2015,NUTS,2010,EA19,2,32.3
2016,NUTS,2010,EA19,2,33.0
2017,NUTS,2010,EA19,2,33.6
2018,NUTS,2010,EA19,2,34.4
2019,NUTS,2010,EA19,2,35.2
2020,NUTS,2010,EA19,2,36.0
2011,NUTS,2010,EE,0,37.1
2012,NUTS,2010,EE,0,37.9
2013,NUTS,2010,EE,0,38.3
2014,NUTS,2010,EE,0,38.9
2015,NUTS,2010,EE,0,38.2
2016,NUTS,2010,EE,0,38.8
2017,NUTS,2010,EE,0,39.9
2018,NUTS,2010,EE,0,40.9
2019,NUTS,2010,EE,0,42.2
2020,NUTS,2010,EE,0,42.7
2011,NUTS,2010,EE0,1,37.1
2012,NUTS,2010,EE0,1,37.9
2013,NUTS,2010,EE0,1,38.3
2014,NUTS,2010,EE0,1,38.9
2015,NUTS,2010,EE0,1,38.2
2016,NUTS,2010,EE0,1,38.8
2017,NUTS,2010,EE0,1,39.9
2018,NUTS,2010,EE0,1,40.9
2019,NUTS,2010,EE0,1,42.2
2020,NUTS,2010,EE0,1,42.7
2011,NUTS,2010,EE00,2,37.1
2012,NUTS,2010,EE00,2,37.9
2013,NUTS,2010,EE00,2,38.3
2014,NUTS,2010,EE00,2,38.9
2015,NUTS,2010,EE00,2,38.2
2016,NUTS,2010,EE00,2,38.8
2017,NUTS,2010,EE00,2,39.9
2018,NUTS,2010,EE00,2,40.9
2019,NUTS,2010,EE00,2,42.2
2020,NUTS,2010,EE00,2,42.7
2011,NUTS,2010,EL,0,23.0
2012,NUTS,2010,EL,0,23.4
2013,NUTS,2010,EL,0,24.3
2014,NUTS,2010,EL,0,25.0
2015,NUTS,2010,EL,0,25.7
2016,NUTS,2010,EL,0,26.8
2017,NUTS,2010,EL,0,27.6
2018,NUTS,2010,EL,0,27.9
2019,NUTS,2010,EL,0,28.1
2020,NUTS,2010,EL,0,29.0
2011,NUTS,2010,EL3,1,29.5
2012,NUTS,2010,EL3,1,30.8
2013,NUTS,2010,EL3,1,32.1
2014,NUTS,2010,EL3,1,33.5
2015,NUTS,2010,EL3,1,33.5
2016,NUTS,2010,EL3,1,34.5
2017,NUTS,2010,EL3,1,35.0
2018,NUTS,2010,EL3,1,35.3
2019,NUTS,2010,EL3,1,36.3
2020,NUTS,2010,EL3,1,37.7
2011,NUTS,2010,EL30,2,29.5
2012,NUTS,2010,EL30,2,30.8
2013,NUTS,2010,EL30,2,32.1
2014,NUTS,2010,EL30,2,33.5
2015,NUTS,2010,EL30,2,33.5
2016,NUTS,2010,EL30,2,34.5
2017,NUTS,2010,EL30,2,35.0
2018,NUTS,2010,EL30,2,35.3
2019,NUTS,2010,EL30,2,36.3
2020,NUTS,2010,EL30,2,37.7
2011,NUTS,2010,EL4,1,17.0
2012,NUTS,2010,EL4,1,17.7
2013,NUTS,2010,EL4,1,19.1
2014,NUTS,2010,EL4,1,19.1
2015,NUTS,2010,EL4,1,20.0
2016,NUTS,2010,EL4,1,21.9
2017,NUTS,2010,EL4,1,22.3
2018,NUTS,2010,EL4,1,21.8
2019,NUTS,2010,EL4,1,22.6
2020,NUTS,2010,EL4,1,23.8
2011,NUTS,2010,EL41,2,16.2
2012,NUTS,2010,EL41,2,18.6
2013,NUTS,2010,EL41,2,24.2
2014,NUTS,2010,EL41,2,21.8
2015,NUTS,2010,EL41,2,20.1
2016,NUTS,2010,EL41,2,23.4
2017,NUTS,2010,EL41,2,21.4
2018,NUTS,2010,EL41,2,22.2
2019,NUTS,2010,EL41,2,25.1
2020,NUTS,2010,EL41,2,26.4
2011,NUTS,2010,EL42,2,15.1
2012,NUTS,2010,EL42,2,16.0
2013,NUTS,2010,EL42,2,16.3
2014,NUTS,2010,EL42,2,16.6
2015,NUTS,2010,EL42,2,17.7
2016,NUTS,2010,EL42,2,16.5
2017,NUTS,2010,EL42,2,19.0
2018,NUTS,2010,EL42,2,19.2
2019,NUTS,2010,EL42,2,20.2
2020,NUTS,2010,EL42,2,20.4
2011,NUTS,2010,EL43,2,18.3
2012,NUTS,2010,EL43,2,18.3
2013,NUTS,2010,EL43,2,19.0
2014,NUTS,2010,EL43,2,19.6
2015,NUTS,2010,EL43,2,21.3
2016,NUTS,2010,EL43,2,24.3
2017,NUTS,2010,EL43,2,24.3
2018,NUTS,2010,EL43,2,23.1
2019,NUTS,2010,EL43,2,23.0
2020,NUTS,2010,EL43,2,24.9
2011,NUTS,2010,EL5,1,20.9
