year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_pc_emp_fte_total_total_t
2011,NUTS,2010,DEG,1,1.0032
2013,NUTS,2010,DEG,1,1.027
2015,NUTS,2010,DEG,1,1.0559
2017,NUTS,2010,DEG,1,1.1268
2019,NUTS,2010,DEG,1,1.204
1999,NUTS,2010,DEG0,2,0.7812
2003,NUTS,2010,DEG0,2,0.8893
2005,NUTS,2010,DEG0,2,0.9299
2007,NUTS,2010,DEG0,2,0.912
2009,NUTS,2010,DEG0,2,0.9578
2011,NUTS,2010,DEG0,2,1.0032
2013,NUTS,2010,DEG0,2,1.027
2015,NUTS,2010,DEG0,2,1.0559
2017,NUTS,2010,DEG0,2,1.1268
2019,NUTS,2010,DEG0,2,1.204
1993,NUTS,2010,DK,0,1.0834
1995,NUTS,2010,DK,0,1.1683
1996,NUTS,2010,DK,0,1.2303
1997,NUTS,2010,DK,0,1.2915
1998,NUTS,2010,DK,0,1.3261
1999,NUTS,2010,DK,0,1.3601
2000,NUTS,2010,DK,0,1.3991
2001,NUTS,2010,DK,0,1.4775
2002,NUTS,2010,DK,0,1.58
2003,NUTS,2010,DK,0,1.5607
2004,NUTS,2010,DK,0,1.5851
2005,NUTS,2010,DK,0,1.6075
2006,NUTS,2010,DK,0,1.6248
2007,NUTS,2010,DK,0,1.6998
2008,NUTS,2010,DK,0,2.129
2009,NUTS,2010,DK,0,2.1038
2010,NUTS,2010,DK,0,2.1787
2011,NUTS,2010,DK,0,2.2251
2012,NUTS,2010,DK,0,2.2508
2013,NUTS,2010,DK,0,2.2583
2014,NUTS,2010,DK,0,2.2629
2015,NUTS,2010,DK,0,2.2967
2016,NUTS,2010,DK,0,2.3529
2017,NUTS,2010,DK,0,2.2328
2018,NUTS,2010,DK,0,2.1825
2019,NUTS,2010,DK,0,2.2393
2020,NUTS,2010,DK,0,2.2539
1999,NUTS,2010,DK0,1,1.3461
2000,NUTS,2010,DK0,1,1.3877
2001,NUTS,2010,DK0,1,1.4681
2002,NUTS,2010,DK0,1,1.5473
2003,NUTS,2010,DK0,1,1.5388
2004,NUTS,2010,DK0,1,1.6148
2007,NUTS,2010,DK0,1,1.6727
2009,NUTS,2010,DK0,1,2.0005
2010,NUTS,2010,DK0,1,2.1276
2011,NUTS,2010,DK0,1,2.1104
2012,NUTS,2010,DK0,1,2.1829
2013,NUTS,2010,DK0,1,2.2094
2014,NUTS,2010,DK0,1,2.1908
2015,NUTS,2010,DK0,1,2.2238
2016,NUTS,2010,DK0,1,2.2743
2017,NUTS,2010,DK0,1,2.1603
2018,NUTS,2010,DK0,1,2.1106
2019,NUTS,2010,DK0,1,2.1625
2007,NUTS,2010,DK01,2,3.5895
2010,NUTS,2010,DK01,2,4.2259
2011,NUTS,2010,DK01,2,4.0653
2012,NUTS,2010,DK01,2,4.1165
2013,NUTS,2010,DK01,2,4.0957
2014,NUTS,2010,DK01,2,4.056
2015,NUTS,2010,DK01,2,4.058
2016,NUTS,2010,DK01,2,4.0722
2017,NUTS,2010,DK01,2,4.0488
2019,NUTS,2010,DK01,2,4.0026
2007,NUTS,2010,DK02,2,0.5652
2010,NUTS,2010,DK02,2,0.819
2011,NUTS,2010,DK02,2,0.7344
2012,NUTS,2010,DK02,2,0.6985
2013,NUTS,2010,DK02,2,0.662
2014,NUTS,2010,DK02,2,0.6736
2015,NUTS,2010,DK02,2,0.6991
2016,NUTS,2010,DK02,2,0.742
2017,NUTS,2010,DK02,2,0.7816
2019,NUTS,2010,DK02,2,0.7423
2007,NUTS,2010,DK03,2,0.6085
2010,NUTS,2010,DK03,2,1.1699
2011,NUTS,2010,DK03,2,1.1308
2012,NUTS,2010,DK03,2,1.2125
2013,NUTS,2010,DK03,2,1.2536
2014,NUTS,2010,DK03,2,1.342
2015,NUTS,2010,DK03,2,1.3698
2016,NUTS,2010,DK03,2,1.4194
2017,NUTS,2010,DK03,2,0.9483
2019,NUTS,2010,DK03,2,1.0024
2007,NUTS,2010,DK04,2,1.1651
2010,NUTS,2010,DK04,2,1.5693
2011,NUTS,2010,DK04,2,1.6233
2012,NUTS,2010,DK04,2,1.8051
2013,NUTS,2010,DK04,2,1.8372
2014,NUTS,2010,DK04,2,1.7201
2015,NUTS,2010,DK04,2,1.7841
2016,NUTS,2010,DK04,2,1.7675
2017,NUTS,2010,DK04,2,1.6806
2019,NUTS,2010,DK04,2,1.7552
2007,NUTS,2010,DK05,2,0.7687
2010,NUTS,2010,DK05,2,0.8392
2011,NUTS,2010,DK05,2,0.9555
2012,NUTS,2010,DK05,2,0.9341
2013,NUTS,2010,DK05,2,1.0426
2014,NUTS,2010,DK05,2,0.993
2015,NUTS,2010,DK05,2,0.9822
2016,NUTS,2010,DK05,2,1.1951
2017,NUTS,2010,DK05,2,1.2789
2019,NUTS,2010,DK05,2,1.2403
2000,NUTS,2010,EA19,2,1.0973
2001,NUTS,2010,EA19,2,1.0956
2002,NUTS,2010,EA19,2,1.1009
2003,NUTS,2010,EA19,2,1.1019
2004,NUTS,2010,EA19,2,1.1191
2005,NUTS,2010,EA19,2,1.1284
2006,NUTS,2010,EA19,2,1.1633
2007,NUTS,2010,EA19,2,1.1867
2008,NUTS,2010,EA19,2,1.2275
2009,NUTS,2010,EA19,2,1.2691
2010,NUTS,2010,EA19,2,1.3127
2011,NUTS,2010,EA19,2,1.3474
2012,NUTS,2010,EA19,2,1.393
2013,NUTS,2010,EA19,2,1.4206
2014,NUTS,2010,EA19,2,1.4335
2015,NUTS,2010,EA19,2,1.4665
2016,NUTS,2010,EA19,2,1.4868
2017,NUTS,2010,EA19,2,1.5375
2018,NUTS,2010,EA19,2,1.5842
2019,NUTS,2010,EA19,2,1.6195
2020,NUTS,2010,EA19,2,1.6687
1998,NUTS,2010,EE,0,0.7823
1999,NUTS,2010,EE,0,0.803
2000,NUTS,2010,EE,0,0.6555
2001,NUTS,2010,EE,0,0.6547
2002,NUTS,2010,EE,0,0.7244
2003,NUTS,2010,EE,0,0.712
2004,NUTS,2010,EE,0,0.8164
2005,NUTS,2010,EE,0,0.7343
2006,NUTS,2010,EE,0,0.7573
2007,NUTS,2010,EE,0,0.7915
2008,NUTS,2010,EE,0,0.8047
2009,NUTS,2010,EE,0,0.9411
2010,NUTS,2010,EE,0,0.9508
2011,NUTS,2010,EE,0,0.9785
2012,NUTS,2010,EE,0,0.9791
2013,NUTS,2010,EE,0,0.9715
2014,NUTS,2010,EE,0,0.957
2015,NUTS,2010,EE,0,0.9224
2016,NUTS,2010,EE,0,0.9315
2017,NUTS,2010,EE,0,0.9677
2018,NUTS,2010,EE,0,0.9861
2019,NUTS,2010,EE,0,1.0118
2020,NUTS,2010,EE,0,1.0503
1993,NUTS,2010,EL,0,0.4037
1995,NUTS,2010,EL,0,0.4759
1997,NUTS,2010,EL,0,0.5377
1999,NUTS,2010,EL,0,0.6701
2001,NUTS,2010,EL,0,0.7347
2003,NUTS,2010,EL,0,0.7478
2005,NUTS,2010,EL,0,0.7705
2006,NUTS,2010,EL,0,0.7914
2007,NUTS,2010,EL,0,0.7938
2011,NUTS,2010,EL,0,0.9314
2012,NUTS,2010,EL,0,1.0355
2013,NUTS,2010,EL,0,1.2271
2014,NUTS,2010,EL,0,1.2497
2015,NUTS,2010,EL,0,1.4016
2016,NUTS,2010,EL,0,1.1637
2017,NUTS,2010,EL,0,1.2991
2018,NUTS,2010,EL,0,1.377
2019,NUTS,2010,EL,0,1.4193
2020,NUTS,2010,EL,0,1.5819
2003,NUTS,2010,EL3,1,1.141
2005,NUTS,2010,EL3,1,1.0916
2011,NUTS,2010,EL3,1,1.0476
2013,NUTS,2010,EL3,1,1.5429
2015,NUTS,2010,EL3,1,1.8284
2017,NUTS,2010,EL3,1,1.741
2019,NUTS,2010,EL3,1,1.8836
2003,NUTS,2010,EL30,2,1.141
2005,NUTS,2010,EL30,2,1.0916
2011,NUTS,2010,EL30,2,1.0476
2013,NUTS,2010,EL30,2,1.5429
2015,NUTS,2010,EL30,2,1.8284
2017,NUTS,2010,EL30,2,1.741
2019,NUTS,2010,EL30,2,1.8836
2003,NUTS,2010,EL4,1,0.5055
2005,NUTS,2010,EL4,1,0.5647
2011,NUTS,2010,EL4,1,1.1263
2013,NUTS,2010,EL4,1,1.2891
2015,NUTS,2010,EL4,1,1.2928
2017,NUTS,2010,EL4,1,1.1132
2019,NUTS,2010,EL4,1,1.0948
2003,NUTS,2010,EL41,2,0.3697
2005,NUTS,2010,EL41,2,0.3807
2011,NUTS,2010,EL41,2,1.1254
2013,NUTS,2010,EL41,2,0.9564
2015,NUTS,2010,EL41,2,1.1437
2017,NUTS,2010,EL41,2,0.9441
2019,NUTS,2010,EL41,2,0.8875
2003,NUTS,2010,EL42,2,0.1493
2005,NUTS,2010,EL42,2,0.1123
2011,NUTS,2010,EL42,2,0.4585
2013,NUTS,2010,EL42,2,0.4231
2015,NUTS,2010,EL42,2,0.35
2017,NUTS,2010,EL42,2,0.3501
2019,NUTS,2010,EL42,2,0.3173
2003,NUTS,2010,EL43,2,0.7308
2005,NUTS,2010,EL43,2,0.8384
2011,NUTS,2010,EL43,2,1.4784
2013,NUTS,2010,EL43,2,1.8858
2015,NUTS,2010,EL43,2,1.9357
2017,NUTS,2010,EL43,2,1.5783
2019,NUTS,2010,EL43,2,1.5648
2011,NUTS,2010,EL5,1,0.9022
2013,NUTS,2010,EL5,1,1.1645
2015,NUTS,2010,EL5,1,1.2065
2017,NUTS,2010,EL5,1,1.0473
2019,NUTS,2010,EL5,1,1.1501
2003,NUTS,2010,EL51,2,0.4175
2005,NUTS,2010,EL51,2,0.4404
2011,NUTS,2010,EL51,2,0.7316
2013,NUTS,2010,EL51,2,1.027
2015,NUTS,2010,EL51,2,0.8723
2017,NUTS,2010,EL51,2,0.7677
2019,NUTS,2010,EL51,2,0.7985
2003,NUTS,2010,EL52,2,0.6784
2005,NUTS,2010,EL52,2,0.8342
2011,NUTS,2010,EL52,2,0.9762
2013,NUTS,2010,EL52,2,1.2323
2015,NUTS,2010,EL52,2,1.269
2017,NUTS,2010,EL52,2,1.1481
2019,NUTS,2010,EL52,2,1.2623
2003,NUTS,2010,EL53,2,0.1801
2005,NUTS,2010,EL53,2,0.1575
2011,NUTS,2010,EL53,2,0.7049
2013,NUTS,2010,EL53,2,0.6135
2015,NUTS,2010,EL53,2,0.9364
2017,NUTS,2010,EL53,2,0.7207
2019,NUTS,2010,EL53,2,0.7631
2003,NUTS,2010,EL54,2,0.5798
2005,NUTS,2010,EL54,2,0.8147
2011,NUTS,2010,EL54,2,0.9423
2013,NUTS,2010,EL54,2,1.4599
2015,NUTS,2010,EL54,2,1.6865
2017,NUTS,2010,EL54,2,1.2583
2019,NUTS,2010,EL54,2,1.4791
2011,NUTS,2010,EL6,1,0.6118
2013,NUTS,2010,EL6,1,0.6862
2015,NUTS,2010,EL6,1,0.9161
2017,NUTS,2010,EL6,1,0.889
2019,NUTS,2010,EL6,1,1.0055
2003,NUTS,2010,EL61,2,0.41
2005,NUTS,2010,EL61,2,0.2648
2011,NUTS,2010,EL61,2,0.8095
2013,NUTS,2010,EL61,2,0.7117
2015,NUTS,2010,EL61,2,0.8498
2017,NUTS,2010,EL61,2,0.8026
2019,NUTS,2010,EL61,2,1.0569
2003,NUTS,2010,EL62,2,0.1317
2005,NUTS,2010,EL62,2,0.1745
2011,NUTS,2010,EL62,2,0.2531
2013,NUTS,2010,EL62,2,0.4346
2015,NUTS,2010,EL62,2,1.1865
2017,NUTS,2010,EL62,2,0.9672
2019,NUTS,2010,EL62,2,0.9886
2003,NUTS,2010,EL63,2,0.8967
2005,NUTS,2010,EL63,2,0.8029
2011,NUTS,2010,EL63,2,0.8929
2013,NUTS,2010,EL63,2,1.1602
2015,NUTS,2010,EL63,2,1.4519
2017,NUTS,2010,EL63,2,1.8087
2019,NUTS,2010,EL63,2,1.8022
2003,NUTS,2010,EL64,2,0.1421
2005,NUTS,2010,EL64,2,0.2277
2011,NUTS,2010,EL64,2,0.3782
2013,NUTS,2010,EL64,2,0.4536
2015,NUTS,2010,EL64,2,0.5693
2017,NUTS,2010,EL64,2,0.4233
2019,NUTS,2010,EL64,2,0.4935
2003,NUTS,2010,EL65,2,0.0909
2005,NUTS,2010,EL65,2,0.2482
2011,NUTS,2010,EL65,2,0.4036
2013,NUTS,2010,EL65,2,0.4596
2015,NUTS,2010,EL65,2,0.6457
2017,NUTS,2010,EL65,2,0.4212
2019,NUTS,2010,EL65,2,0.6115
1993,NUTS,2010,ES,0,0.6218
1994,NUTS,2010,ES,0,0.6636
1995,NUTS,2010,ES,0,0.6452
1996,NUTS,2010,ES,0,0.6837
1997,NUTS,2010,ES,0,0.6577
1998,NUTS,2010,ES,0,0.7032
1999,NUTS,2010,ES,0,0.7011
2000,NUTS,2010,ES,0,0.7833
2001,NUTS,2010,ES,0,0.784
2002,NUTS,2010,ES,0,0.8046
2003,NUTS,2010,ES,0,0.8723
2004,NUTS,2010,ES,0,0.898
2005,NUTS,2010,ES,0,0.9166
2006,NUTS,2010,ES,0,0.9548
2007,NUTS,2010,ES,0,0.984
2008,NUTS,2010,ES,0,1.0616
2009,NUTS,2010,ES,0,1.1646
2010,NUTS,2010,ES,0,1.1953
2011,NUTS,2010,ES,0,1.1772
2012,NUTS,2010,ES,0,1.1949
2013,NUTS,2010,ES,0,1.1958
2014,NUTS,2010,ES,0,1.1634
2015,NUTS,2010,ES,0,1.1337
2016,NUTS,2010,ES,0,1.1322
2017,NUTS,2010,ES,0,1.1569
2018,NUTS,2010,ES,0,1.1794
2019,NUTS,2010,ES,0,1.1826
2020,NUTS,2010,ES,0,1.2225
1999,NUTS,2010,ES1,1,0.4595
2000,NUTS,2010,ES1,1,0.6048
2001,NUTS,2010,ES1,1,0.5954
2002,NUTS,2010,ES1,1,0.624
2003,NUTS,2010,ES1,1,0.617
2004,NUTS,2010,ES1,1,0.6865
2005,NUTS,2010,ES1,1,0.6867
2006,NUTS,2010,ES1,1,0.6981
2007,NUTS,2010,ES1,1,0.7204
2008,NUTS,2010,ES1,1,0.79
2009,NUTS,2010,ES1,1,0.8698
2010,NUTS,2010,ES1,1,0.9493
2011,NUTS,2010,ES1,1,0.9203
2012,NUTS,2010,ES1,1,0.8985
2013,NUTS,2010,ES1,1,0.9096
2014,NUTS,2010,ES1,1,0.8938
2015,NUTS,2010,ES1,1,0.8523
2016,NUTS,2010,ES1,1,0.8624
2017,NUTS,2010,ES1,1,0.9051
2018,NUTS,2010,ES1,1,0.9242
2019,NUTS,2010,ES1,1,0.9662
1999,NUTS,2010,ES11,2,0.4699
2000,NUTS,2010,ES11,2,0.5619
2001,NUTS,2010,ES11,2,0.5793
2002,NUTS,2010,ES11,2,0.6055
2003,NUTS,2010,ES11,2,0.6914
2004,NUTS,2010,ES11,2,0.771
2005,NUTS,2010,ES11,2,0.75
2006,NUTS,2010,ES11,2,0.7109
2007,NUTS,2010,ES11,2,0.7256
2008,NUTS,2010,ES11,2,0.8059
2009,NUTS,2010,ES11,2,0.8631
2010,NUTS,2010,ES11,2,0.9787
2011,NUTS,2010,ES11,2,0.9315
2012,NUTS,2010,ES11,2,0.9081
2013,NUTS,2010,ES11,2,0.9326
2014,NUTS,2010,ES11,2,0.9424
2015,NUTS,2010,ES11,2,0.8885
2016,NUTS,2010,ES11,2,0.9001
2017,NUTS,2010,ES11,2,0.9752
2018,NUTS,2010,ES11,2,0.9865
2019,NUTS,2010,ES11,2,1.0122
1999,NUTS,2010,ES12,2,0.4606
2000,NUTS,2010,ES12,2,0.825
2001,NUTS,2010,ES12,2,0.7058
2002,NUTS,2010,ES12,2,0.8022
2003,NUTS,2010,ES12,2,0.5717
2004,NUTS,2010,ES12,2,0.5991
2005,NUTS,2010,ES12,2,0.6602
2006,NUTS,2010,ES12,2,0.6998
2007,NUTS,2010,ES12,2,0.7219
2008,NUTS,2010,ES12,2,0.7839
2009,NUTS,2010,ES12,2,0.8843
2010,NUTS,2010,ES12,2,0.9178
2011,NUTS,2010,ES12,2,0.9162
2012,NUTS,2010,ES12,2,0.8948
2013,NUTS,2010,ES12,2,0.9128
2014,NUTS,2010,ES12,2,0.8278
2015,NUTS,2010,ES12,2,0.7973
2016,NUTS,2010,ES12,2,0.81
2017,NUTS,2010,ES12,2,0.8253
2018,NUTS,2010,ES12,2,0.85
2019,NUTS,2010,ES12,2,0.9594
1999,NUTS,2010,ES13,2,0.4009
2000,NUTS,2010,ES13,2,0.4268
2001,NUTS,2010,ES13,2,0.4813
2002,NUTS,2010,ES13,2,0.402
2003,NUTS,2010,ES13,2,0.3342
2004,NUTS,2010,ES13,2,0.4366
2005,NUTS,2010,ES13,2,0.4344
2006,NUTS,2010,ES13,2,0.6359
2007,NUTS,2010,ES13,2,0.6944
2008,NUTS,2010,ES13,2,0.7276
2009,NUTS,2010,ES13,2,0.8761
2010,NUTS,2010,ES13,2,0.8694
2011,NUTS,2010,ES13,2,0.8762
2012,NUTS,2010,ES13,2,0.862
2013,NUTS,2010,ES13,2,0.8001
2014,NUTS,2010,ES13,2,0.7893
2015,NUTS,2010,ES13,2,0.7818
2016,NUTS,2010,ES13,2,0.7817
2017,NUTS,2010,ES13,2,0.7268
2018,NUTS,2010,ES13,2,0.7666
2019,NUTS,2010,ES13,2,0.7705
1999,NUTS,2010,ES2,1,0.7623
2000,NUTS,2010,ES2,1,0.8486
2001,NUTS,2010,ES2,1,0.9427
2002,NUTS,2010,ES2,1,1.0069
2003,NUTS,2010,ES2,1,1.1368
2004,NUTS,2010,ES2,1,1.204
2005,NUTS,2010,ES2,1,1.2087
2006,NUTS,2010,ES2,1,1.2857
2007,NUTS,2010,ES2,1,1.3615
2008,NUTS,2010,ES2,1,1.458
2009,NUTS,2010,ES2,1,1.5912
2010,NUTS,2010,ES2,1,1.5816
2011,NUTS,2010,ES2,1,1.6225
2012,NUTS,2010,ES2,1,1.6829
2013,NUTS,2010,ES2,1,1.6685
2014,NUTS,2010,ES2,1,1.64
2015,NUTS,2010,ES2,1,1.6035
2016,NUTS,2010,ES2,1,1.5845
2017,NUTS,2010,ES2,1,1.6171
2018,NUTS,2010,ES2,1,1.6647
2019,NUTS,2010,ES2,1,1.6479
1999,NUTS,2010,ES21,2,0.8635
2000,NUTS,2010,ES21,2,0.986
2001,NUTS,2010,ES21,2,1.0909
2002,NUTS,2010,ES21,2,1.139
2003,NUTS,2010,ES21,2,1.2424
2004,NUTS,2010,ES21,2,1.3321
2005,NUTS,2010,ES21,2,1.3545
2006,NUTS,2010,ES21,2,1.3803
2007,NUTS,2010,ES21,2,1.5554
2008,NUTS,2010,ES21,2,1.6515
2009,NUTS,2010,ES21,2,1.8088
2010,NUTS,2010,ES21,2,1.7587
2011,NUTS,2010,ES21,2,1.8792
2012,NUTS,2010,ES21,2,2.0593
2013,NUTS,2010,ES21,2,2.0687
2014,NUTS,2010,ES21,2,2.062
2015,NUTS,2010,ES21,2,2.021
2016,NUTS,2010,ES21,2,1.9773
2017,NUTS,2010,ES21,2,2.0428
2018,NUTS,2010,ES21,2,2.119
2019,NUTS,2010,ES21,2,2.1018
1999,NUTS,2010,ES22,2,0.9493
2000,NUTS,2010,ES22,2,0.8577
2001,NUTS,2010,ES22,2,1.05
2002,NUTS,2010,ES22,2,1.1608
2003,NUTS,2010,ES22,2,1.5403
2004,NUTS,2010,ES22,2,1.565
2005,NUTS,2010,ES22,2,1.619
2006,NUTS,2010,ES22,2,1.8425
2007,NUTS,2010,ES22,2,1.6517
2008,NUTS,2010,ES22,2,1.8312
2009,NUTS,2010,ES22,2,1.946
2010,NUTS,2010,ES22,2,1.8671
2011,NUTS,2010,ES22,2,1.8711
2012,NUTS,2010,ES22,2,1.8026
2013,NUTS,2010,ES22,2,1.792
2014,NUTS,2010,ES22,2,1.6888
2015,NUTS,2010,ES22,2,1.7273
2016,NUTS,2010,ES22,2,1.7151
2017,NUTS,2010,ES22,2,1.7329
2018,NUTS,2010,ES22,2,1.7511
2019,NUTS,2010,ES22,2,1.7243
1999,NUTS,2010,ES23,2,0.439
2000,NUTS,2010,ES23,2,0.5079
2001,NUTS,2010,ES23,2,0.5498
2002,NUTS,2010,ES23,2,0.5787
2003,NUTS,2010,ES23,2,0.6642
2004,NUTS,2010,ES23,2,0.7053
2005,NUTS,2010,ES23,2,0.6187
2006,NUTS,2010,ES23,2,0.6873
2007,NUTS,2010,ES23,2,0.7965
2008,NUTS,2010,ES23,2,0.8886
2009,NUTS,2010,ES23,2,0.9629
2010,NUTS,2010,ES23,2,1.0699
2011,NUTS,2010,ES23,2,1.0609
2012,NUTS,2010,ES23,2,1.1624
2013,NUTS,2010,ES23,2,1.0659
2014,NUTS,2010,ES23,2,1.1223
2015,NUTS,2010,ES23,2,1.0718
2016,NUTS,2010,ES23,2,1.0435
2017,NUTS,2010,ES23,2,1.0444
2018,NUTS,2010,ES23,2,0.9315
2019,NUTS,2010,ES23,2,0.8967
1999,NUTS,2010,ES24,2,0.5621
2000,NUTS,2010,ES24,2,0.679
2001,NUTS,2010,ES24,2,0.7116
2002,NUTS,2010,ES24,2,0.7933
2003,NUTS,2010,ES24,2,0.8656
2004,NUTS,2010,ES24,2,0.9314
2005,NUTS,2010,ES24,2,0.9134
2006,NUTS,2010,ES24,2,1.0015
2007,NUTS,2010,ES24,2,1.0463
2008,NUTS,2010,ES24,2,1.1048
2009,NUTS,2010,ES24,2,1.2166
2010,NUTS,2010,ES24,2,1.2616
2011,NUTS,2010,ES24,2,1.1872
2012,NUTS,2010,ES24,2,1.1226
2013,NUTS,2010,ES24,2,1.0739
2014,NUTS,2010,ES24,2,1.04
2015,NUTS,2010,ES24,2,0.995
2016,NUTS,2010,ES24,2,1.0117
2017,NUTS,2010,ES24,2,1.0155
2018,NUTS,2010,ES24,2,1.0673
2019,NUTS,2010,ES24,2,1.0668
1999,NUTS,2010,ES3,1,1.4502
2000,NUTS,2010,ES3,1,1.55
2001,NUTS,2010,ES3,1,1.4214
2002,NUTS,2010,ES3,1,1.4039
2003,NUTS,2010,ES3,1,1.4392
2004,NUTS,2010,ES3,1,1.4343
2005,NUTS,2010,ES3,1,1.5237
2006,NUTS,2010,ES3,1,1.5885
2007,NUTS,2010,ES3,1,1.5982
2008,NUTS,2010,ES3,1,1.6979
2009,NUTS,2010,ES3,1,1.8118
2010,NUTS,2010,ES3,1,1.861
2011,NUTS,2010,ES3,1,1.768
2012,NUTS,2010,ES3,1,1.7301
2013,NUTS,2010,ES3,1,1.7516
2014,NUTS,2010,ES3,1,1.7114
2015,NUTS,2010,ES3,1,1.6843
2016,NUTS,2010,ES3,1,1.7176
2017,NUTS,2010,ES3,1,1.7761
2018,NUTS,2010,ES3,1,1.8129
2019,NUTS,2010,ES3,1,1.7924
1999,NUTS,2010,ES30,2,1.4502
2000,NUTS,2010,ES30,2,1.55
2001,NUTS,2010,ES30,2,1.4214
2002,NUTS,2010,ES30,2,1.4039
2003,NUTS,2010,ES30,2,1.4392
2004,NUTS,2010,ES30,2,1.4343
2005,NUTS,2010,ES30,2,1.5237
2006,NUTS,2010,ES30,2,1.5885
2007,NUTS,2010,ES30,2,1.5982
2008,NUTS,2010,ES30,2,1.6979
2009,NUTS,2010,ES30,2,1.8118
2010,NUTS,2010,ES30,2,1.861
2011,NUTS,2010,ES30,2,1.768
2012,NUTS,2010,ES30,2,1.7301
2013,NUTS,2010,ES30,2,1.7516
2014,NUTS,2010,ES30,2,1.7114
2015,NUTS,2010,ES30,2,1.6843
2016,NUTS,2010,ES30,2,1.7176
2017,NUTS,2010,ES30,2,1.7761
2018,NUTS,2010,ES30,2,1.8129
2019,NUTS,2010,ES30,2,1.7924
1999,NUTS,2010,ES4,1,0.429
2000,NUTS,2010,ES4,1,0.4905
2001,NUTS,2010,ES4,1,0.505
2002,NUTS,2010,ES4,1,0.5216
2003,NUTS,2010,ES4,1,0.5667
2004,NUTS,2010,ES4,1,0.5647
2005,NUTS,2010,ES4,1,0.5649
2006,NUTS,2010,ES4,1,0.5883
2007,NUTS,2010,ES4,1,0.615
2008,NUTS,2010,ES4,1,0.6676
2009,NUTS,2010,ES4,1,0.7144
2010,NUTS,2010,ES4,1,0.7197
2011,NUTS,2010,ES4,1,0.7159
2012,NUTS,2010,ES4,1,0.7338
2013,NUTS,2010,ES4,1,0.699
2014,NUTS,2010,ES4,1,0.6833
2015,NUTS,2010,ES4,1,0.6765
2016,NUTS,2010,ES4,1,0.6686
2017,NUTS,2010,ES4,1,0.6914
2018,NUTS,2010,ES4,1,0.7078
2019,NUTS,2010,ES4,1,0.7495
1999,NUTS,2010,ES41,2,0.5777
2000,NUTS,2010,ES41,2,0.6208
2001,NUTS,2010,ES41,2,0.7259
2002,NUTS,2010,ES41,2,0.7564
2003,NUTS,2010,ES41,2,0.8084
2004,NUTS,2010,ES41,2,0.8523
2005,NUTS,2010,ES41,2,0.8346
2006,NUTS,2010,ES41,2,0.8776
2007,NUTS,2010,ES41,2,0.9023
2008,NUTS,2010,ES41,2,0.9487
2009,NUTS,2010,ES41,2,0.9958
2010,NUTS,2010,ES41,2,0.9658
2011,NUTS,2010,ES41,2,0.9785
2012,NUTS,2010,ES41,2,0.9993
2013,NUTS,2010,ES41,2,0.9671
2014,NUTS,2010,ES41,2,0.9626
2015,NUTS,2010,ES41,2,0.9459
2016,NUTS,2010,ES41,2,0.9197
2017,NUTS,2010,ES41,2,0.9755
2018,NUTS,2010,ES41,2,1.015
2019,NUTS,2010,ES41,2,1.0697
1999,NUTS,2010,ES42,2,0.2573
2000,NUTS,2010,ES42,2,0.3216
2001,NUTS,2010,ES42,2,0.2449
2002,NUTS,2010,ES42,2,0.2723
2003,NUTS,2010,ES42,2,0.2984
2004,NUTS,2010,ES42,2,0.2768
2005,NUTS,2010,ES42,2,0.2857
2006,NUTS,2010,ES42,2,0.28
2007,NUTS,2010,ES42,2,0.3351
2008,NUTS,2010,ES42,2,0.3765
2009,NUTS,2010,ES42,2,0.4231
2010,NUTS,2010,ES42,2,0.4517
2011,NUTS,2010,ES42,2,0.4396
2012,NUTS,2010,ES42,2,0.4355
2013,NUTS,2010,ES42,2,0.3898
2014,NUTS,2010,ES42,2,0.3943
2015,NUTS,2010,ES42,2,0.3894
2016,NUTS,2010,ES42,2,0.4188
2017,NUTS,2010,ES42,2,0.4004
2018,NUTS,2010,ES42,2,0.3933
2019,NUTS,2010,ES42,2,0.4083
1999,NUTS,2010,ES43,2,0.3426
2000,NUTS,2010,ES43,2,0.4567
2001,NUTS,2010,ES43,2,0.402
2002,NUTS,2010,ES43,2,0.3735
2003,NUTS,2010,ES43,2,0.4532
2004,NUTS,2010,ES43,2,0.3785
2005,NUTS,2010,ES43,2,0.4069
2006,NUTS,2010,ES43,2,0.4527
2007,NUTS,2010,ES43,2,0.4493
2008,NUTS,2010,ES43,2,0.5416
2009,NUTS,2010,ES43,2,0.5794
2010,NUTS,2010,ES43,2,0.6246
2011,NUTS,2010,ES43,2,0.5979
2012,NUTS,2010,ES43,2,0.6265
2013,NUTS,2010,ES43,2,0.624
2014,NUTS,2010,ES43,2,0.5387
2015,NUTS,2010,ES43,2,0.5543
2016,NUTS,2010,ES43,2,0.5189
2017,NUTS,2010,ES43,2,0.5587
2018,NUTS,2010,ES43,2,0.5785
2019,NUTS,2010,ES43,2,0.6582
1999,NUTS,2010,ES5,1,0.6579
2000,NUTS,2010,ES5,1,0.7539
2001,NUTS,2010,ES5,1,0.7438
2002,NUTS,2010,ES5,1,0.7974
2003,NUTS,2010,ES5,1,0.9006
2004,NUTS,2010,ES5,1,0.9466
2005,NUTS,2010,ES5,1,0.9209
2006,NUTS,2010,ES5,1,0.9427
2007,NUTS,2010,ES5,1,0.988
2008,NUTS,2010,ES5,1,1.0732
