year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_rse_t_pc_act_hc
2013,NUTS,2010,DK04,2,1.7938
2014,NUTS,2010,DK04,2,1.7997
2015,NUTS,2010,DK04,2,1.8923
2016,NUTS,2010,DK04,2,1.8309
2017,NUTS,2010,DK04,2,1.7132
2019,NUTS,2010,DK04,2,1.908
2011,NUTS,2010,DK05,2,1.1883
2012,NUTS,2010,DK05,2,1.3563
2013,NUTS,2010,DK05,2,1.3475
2014,NUTS,2010,DK05,2,1.2798
2015,NUTS,2010,DK05,2,1.2952
2016,NUTS,2010,DK05,2,1.2654
2017,NUTS,2010,DK05,2,1.6485
2019,NUTS,2010,DK05,2,1.5578
2011,NUTS,2010,EA19,2,1.1055
2013,NUTS,2010,EA19,2,1.1689
2015,NUTS,2010,EA19,2,1.228
2017,NUTS,2010,EA19,2,1.3005
2019,NUTS,2010,EA19,2,1.4
2011,NUTS,2010,EE,0,1.1429
2012,NUTS,2010,EE,0,1.1462
2013,NUTS,2010,EE,0,1.1369
2014,NUTS,2010,EE,0,1.1806
2015,NUTS,2010,EE,0,1.098
2016,NUTS,2010,EE,0,1.0403
2017,NUTS,2010,EE,0,1.106
2018,NUTS,2010,EE,0,1.0965
2019,NUTS,2010,EE,0,1.1665
2011,NUTS,2010,EL,0,0.9328
2013,NUTS,2010,EL,0,1.1253
2015,NUTS,2010,EL,0,1.2832
2017,NUTS,2010,EL,0,1.3121
2019,NUTS,2010,EL,0,1.4331
2011,NUTS,2010,EL3,1,0.9935
2013,NUTS,2010,EL3,1,1.2484
2015,NUTS,2010,EL3,1,1.6462
2017,NUTS,2010,EL3,1,1.8252
2019,NUTS,2010,EL3,1,1.9702
2011,NUTS,2010,EL30,2,0.9935
2013,NUTS,2010,EL30,2,1.2484
2015,NUTS,2010,EL30,2,1.6462
2017,NUTS,2010,EL30,2,1.8252
2019,NUTS,2010,EL30,2,1.9702
2011,NUTS,2010,EL4,1,1.0777
2013,NUTS,2010,EL4,1,1.1965
2015,NUTS,2010,EL4,1,1.0985
2017,NUTS,2010,EL4,1,1.0349
2019,NUTS,2010,EL4,1,1.032
2011,NUTS,2010,EL41,2,1.1726
2013,NUTS,2010,EL41,2,1.3314
2015,NUTS,2010,EL41,2,1.3472
2017,NUTS,2010,EL41,2,1.0369
2019,NUTS,2010,EL41,2,1.0749
2011,NUTS,2010,EL42,2,0.3865
2013,NUTS,2010,EL42,2,0.4705
2015,NUTS,2010,EL42,2,0.3614
2017,NUTS,2010,EL42,2,0.3997
2019,NUTS,2010,EL42,2,0.3292
2011,NUTS,2010,EL43,2,1.4138
2013,NUTS,2010,EL43,2,1.5524
2015,NUTS,2010,EL43,2,1.4424
2017,NUTS,2010,EL43,2,1.3731
2019,NUTS,2010,EL43,2,1.3968
2011,NUTS,2010,EL5,1,1.0292
2013,NUTS,2010,EL5,1,1.154
2015,NUTS,2010,EL5,1,1.188
2017,NUTS,2010,EL5,1,1.1178
2019,NUTS,2010,EL5,1,1.2643
2011,NUTS,2010,EL51,2,0.8437
2013,NUTS,2010,EL51,2,1.0184
2015,NUTS,2010,EL51,2,0.8017
2017,NUTS,2010,EL51,2,0.779
2019,NUTS,2010,EL51,2,0.8551
2011,NUTS,2010,EL52,2,1.0557
2013,NUTS,2010,EL52,2,1.216
2015,NUTS,2010,EL52,2,1.3184
2017,NUTS,2010,EL52,2,1.2516
2019,NUTS,2010,EL52,2,1.4164
2011,NUTS,2010,EL53,2,0.5438
2013,NUTS,2010,EL53,2,0.5453
2015,NUTS,2010,EL53,2,0.5976
2017,NUTS,2010,EL53,2,0.5487
2019,NUTS,2010,EL53,2,0.7452
2011,NUTS,2010,EL54,2,1.6066
2013,NUTS,2010,EL54,2,1.5325
2015,NUTS,2010,EL54,2,1.6409
2017,NUTS,2010,EL54,2,1.4472
2019,NUTS,2010,EL54,2,1.5846
2011,NUTS,2010,EL6,1,0.5995
2013,NUTS,2010,EL6,1,0.8037
2015,NUTS,2010,EL6,1,0.8421
2017,NUTS,2010,EL6,1,0.8056
2019,NUTS,2010,EL6,1,0.8861
2011,NUTS,2010,EL61,2,0.7438
2013,NUTS,2010,EL61,2,0.7851
2015,NUTS,2010,EL61,2,0.7866
2017,NUTS,2010,EL61,2,0.806
2019,NUTS,2010,EL61,2,0.8874
2011,NUTS,2010,EL62,2,0.2112
2013,NUTS,2010,EL62,2,0.7135
2015,NUTS,2010,EL62,2,1.0089
2017,NUTS,2010,EL62,2,0.8824
2019,NUTS,2010,EL62,2,0.9159
2011,NUTS,2010,EL63,2,1.1353
2013,NUTS,2010,EL63,2,1.5295
2015,NUTS,2010,EL63,2,1.5297
2017,NUTS,2010,EL63,2,1.4871
2019,NUTS,2010,EL63,2,1.5027
2011,NUTS,2010,EL64,2,0.2124
2013,NUTS,2010,EL64,2,0.422
2015,NUTS,2010,EL64,2,0.3359
2017,NUTS,2010,EL64,2,0.4023
2019,NUTS,2010,EL64,2,0.4516
2011,NUTS,2010,EL65,2,0.3163
2013,NUTS,2010,EL65,2,0.3951
2015,NUTS,2010,EL65,2,0.5515
2017,NUTS,2010,EL65,2,0.3517
2019,NUTS,2010,EL65,2,0.5716
2011,NUTS,2010,ES,0,0.9461
2012,NUTS,2010,ES,0,0.9258
2013,NUTS,2010,ES,0,0.906
2014,NUTS,2010,ES,0,0.9209
2015,NUTS,2010,ES,0,0.941
2016,NUTS,2010,ES,0,0.9652
2017,NUTS,2010,ES,0,1.0018
2018,NUTS,2010,ES,0,1.0386
2019,NUTS,2010,ES,0,1.0585
2011,NUTS,2010,ES1,1,0.8392
2012,NUTS,2010,ES1,1,0.7865
2013,NUTS,2010,ES1,1,0.8012
2014,NUTS,2010,ES1,1,0.7818
2015,NUTS,2010,ES1,1,0.8034
2016,NUTS,2010,ES1,1,0.8233
2017,NUTS,2010,ES1,1,0.8746
2018,NUTS,2010,ES1,1,0.8921
2019,NUTS,2010,ES1,1,0.9488
2011,NUTS,2010,ES11,2,0.7965
2012,NUTS,2010,ES11,2,0.7526
2013,NUTS,2010,ES11,2,0.763
2014,NUTS,2010,ES11,2,0.7608
2015,NUTS,2010,ES11,2,0.7689
2016,NUTS,2010,ES11,2,0.812
2017,NUTS,2010,ES11,2,0.8677
2018,NUTS,2010,ES11,2,0.9182
2019,NUTS,2010,ES11,2,0.9532
2011,NUTS,2010,ES12,2,0.9812
2012,NUTS,2010,ES12,2,0.8908
2013,NUTS,2010,ES12,2,0.9421
2014,NUTS,2010,ES12,2,0.868
2015,NUTS,2010,ES12,2,0.9123
2016,NUTS,2010,ES12,2,0.8713
2017,NUTS,2010,ES12,2,0.9396
2018,NUTS,2010,ES12,2,0.8624
2019,NUTS,2010,ES12,2,0.9851
2011,NUTS,2010,ES13,2,0.7926
2012,NUTS,2010,ES13,2,0.7639
2013,NUTS,2010,ES13,2,0.7319
2014,NUTS,2010,ES13,2,0.7302
2015,NUTS,2010,ES13,2,0.7775
2016,NUTS,2010,ES13,2,0.7935
2017,NUTS,2010,ES13,2,0.7966
2018,NUTS,2010,ES13,2,0.8217
2019,NUTS,2010,ES13,2,0.8683
2011,NUTS,2010,ES2,1,1.352
2012,NUTS,2010,ES2,1,1.3844
2013,NUTS,2010,ES2,1,1.3807
2014,NUTS,2010,ES2,1,1.4031
2015,NUTS,2010,ES2,1,1.4288
2016,NUTS,2010,ES2,1,1.4408
2017,NUTS,2010,ES2,1,1.4991
2018,NUTS,2010,ES2,1,1.5644
2019,NUTS,2010,ES2,1,1.5525
2011,NUTS,2010,ES21,2,1.5786
2012,NUTS,2010,ES21,2,1.6581
2013,NUTS,2010,ES21,2,1.672
2014,NUTS,2010,ES21,2,1.6776
2015,NUTS,2010,ES21,2,1.7243
2016,NUTS,2010,ES21,2,1.7303
2017,NUTS,2010,ES21,2,1.8423
2018,NUTS,2010,ES21,2,1.9353
2019,NUTS,2010,ES21,2,1.9594
2011,NUTS,2010,ES22,2,1.4648
2012,NUTS,2010,ES22,2,1.4199
2013,NUTS,2010,ES22,2,1.3771
2014,NUTS,2010,ES22,2,1.3871
2015,NUTS,2010,ES22,2,1.449
2016,NUTS,2010,ES22,2,1.4725
2017,NUTS,2010,ES22,2,1.4496
2018,NUTS,2010,ES22,2,1.4758
2019,NUTS,2010,ES22,2,1.3113
2011,NUTS,2010,ES23,2,0.8154
2012,NUTS,2010,ES23,2,0.8712
2013,NUTS,2010,ES23,2,0.83
2014,NUTS,2010,ES23,2,0.854
2015,NUTS,2010,ES23,2,0.8223
2016,NUTS,2010,ES23,2,0.9837
2017,NUTS,2010,ES23,2,0.9371
2018,NUTS,2010,ES23,2,0.9961
2019,NUTS,2010,ES23,2,1.0102
2011,NUTS,2010,ES24,2,1.056
2012,NUTS,2010,ES24,2,1.0533
2013,NUTS,2010,ES24,2,1.0477
2014,NUTS,2010,ES24,2,1.1066
2015,NUTS,2010,ES24,2,1.0939
2016,NUTS,2010,ES24,2,1.0745
2017,NUTS,2010,ES24,2,1.1112
2018,NUTS,2010,ES24,2,1.1514
2019,NUTS,2010,ES24,2,1.1567
2011,NUTS,2010,ES3,1,1.4811
2012,NUTS,2010,ES3,1,1.4385
2013,NUTS,2010,ES3,1,1.4288
2014,NUTS,2010,ES3,1,1.451
2015,NUTS,2010,ES3,1,1.4459
2016,NUTS,2010,ES3,1,1.4966
2017,NUTS,2010,ES3,1,1.5344
2018,NUTS,2010,ES3,1,1.5895
2019,NUTS,2010,ES3,1,1.6336
2011,NUTS,2010,ES30,2,1.4811
2012,NUTS,2010,ES30,2,1.4385
2013,NUTS,2010,ES30,2,1.4288
2014,NUTS,2010,ES30,2,1.451
2015,NUTS,2010,ES30,2,1.4459
2016,NUTS,2010,ES30,2,1.4966
2017,NUTS,2010,ES30,2,1.5344
2018,NUTS,2010,ES30,2,1.5895
2019,NUTS,2010,ES30,2,1.6336
2011,NUTS,2010,ES4,1,0.7275
2012,NUTS,2010,ES4,1,0.6866
2013,NUTS,2010,ES4,1,0.6261
2014,NUTS,2010,ES4,1,0.6402
2015,NUTS,2010,ES4,1,0.6631
2016,NUTS,2010,ES4,1,0.6691
2017,NUTS,2010,ES4,1,0.6991
2018,NUTS,2010,ES4,1,0.7209
2019,NUTS,2010,ES4,1,0.7253
2011,NUTS,2010,ES41,2,1.0132
2012,NUTS,2010,ES41,2,0.9776
2013,NUTS,2010,ES41,2,0.9168
2014,NUTS,2010,ES41,2,0.9334
2015,NUTS,2010,ES41,2,0.9782
2016,NUTS,2010,ES41,2,0.9652
2017,NUTS,2010,ES41,2,1.0045
2018,NUTS,2010,ES41,2,1.0461
2019,NUTS,2010,ES41,2,1.0742
2011,NUTS,2010,ES42,2,0.4778
2012,NUTS,2010,ES42,2,0.4297
2013,NUTS,2010,ES42,2,0.3438
2014,NUTS,2010,ES42,2,0.3658
2015,NUTS,2010,ES42,2,0.3706
2016,NUTS,2010,ES42,2,0.403
2017,NUTS,2010,ES42,2,0.4232
2018,NUTS,2010,ES42,2,0.4282
2019,NUTS,2010,ES42,2,0.4403
2011,NUTS,2010,ES43,2,0.5533
2012,NUTS,2010,ES43,2,0.5195
2013,NUTS,2010,ES43,2,0.5222
2014,NUTS,2010,ES43,2,0.5111
2015,NUTS,2010,ES43,2,0.5189
2016,NUTS,2010,ES43,2,0.5142
2017,NUTS,2010,ES43,2,0.5519
2018,NUTS,2010,ES43,2,0.5679
2019,NUTS,2010,ES43,2,0.5035
2011,NUTS,2010,ES5,1,0.8843
2012,NUTS,2010,ES5,1,0.8794
2013,NUTS,2010,ES5,1,0.8624
2014,NUTS,2010,ES5,1,0.9064
2015,NUTS,2010,ES5,1,0.9215
2016,NUTS,2010,ES5,1,0.9525
2017,NUTS,2010,ES5,1,0.9921
2018,NUTS,2010,ES5,1,1.0269
2019,NUTS,2010,ES5,1,1.0419
2011,NUTS,2010,ES51,2,0.9948
2012,NUTS,2010,ES51,2,1.0132
2013,NUTS,2010,ES51,2,1.0154
2014,NUTS,2010,ES51,2,1.0344
2015,NUTS,2010,ES51,2,1.0674
2016,NUTS,2010,ES51,2,1.1013
2017,NUTS,2010,ES51,2,1.1496
2018,NUTS,2010,ES51,2,1.1961
2019,NUTS,2010,ES51,2,1.1944
2011,NUTS,2010,ES52,2,0.8047
2012,NUTS,2010,ES52,2,0.7805
2013,NUTS,2010,ES52,2,0.7319
2014,NUTS,2010,ES52,2,0.8205
2015,NUTS,2010,ES52,2,0.8104
2016,NUTS,2010,ES52,2,0.8459
2017,NUTS,2010,ES52,2,0.876
2018,NUTS,2010,ES52,2,0.9064
2019,NUTS,2010,ES52,2,0.9488
2011,NUTS,2010,ES53,2,0.4803
2012,NUTS,2010,ES53,2,0.4257
2013,NUTS,2010,ES53,2,0.4215
2014,NUTS,2010,ES53,2,0.445
2015,NUTS,2010,ES53,2,0.4637
2016,NUTS,2010,ES53,2,0.4615
2017,NUTS,2010,ES53,2,0.4815
2018,NUTS,2010,ES53,2,0.4716
2019,NUTS,2010,ES53,2,0.4801
2011,NUTS,2010,ES6,1,0.708
2012,NUTS,2010,ES6,1,0.6846
2013,NUTS,2010,ES6,1,0.6687
2014,NUTS,2010,ES6,1,0.6591
2015,NUTS,2010,ES6,1,0.6978
2016,NUTS,2010,ES6,1,0.7069
2017,NUTS,2010,ES6,1,0.7276
2018,NUTS,2010,ES6,1,0.7529
2019,NUTS,2010,ES6,1,0.7647
2011,NUTS,2010,ES61,2,0.7068
2012,NUTS,2010,ES61,2,0.6814
2013,NUTS,2010,ES61,2,0.6654
2014,NUTS,2010,ES61,2,0.6528
2015,NUTS,2010,ES61,2,0.6911
2016,NUTS,2010,ES61,2,0.6955
2017,NUTS,2010,ES61,2,0.7086
2018,NUTS,2010,ES61,2,0.7295
2019,NUTS,2010,ES61,2,0.7366
2011,NUTS,2010,ES62,2,0.7717
2012,NUTS,2010,ES62,2,0.7593
2013,NUTS,2010,ES62,2,0.7446
2014,NUTS,2010,ES62,2,0.7451
2015,NUTS,2010,ES62,2,0.7955
2016,NUTS,2010,ES62,2,0.8248
2017,NUTS,2010,ES62,2,0.8852
2018,NUTS,2010,ES62,2,0.9276
2019,NUTS,2010,ES62,2,0.964
2011,NUTS,2010,ES63,2,0.0924
2012,NUTS,2010,ES63,2,0.0907
2013,NUTS,2010,ES63,2,0.0842
2014,NUTS,2010,ES63,2,0.1293
2015,NUTS,2010,ES63,2,0.1048
2011,NUTS,2010,ES64,2,0.1534
2012,NUTS,2010,ES64,2,0.1571
2013,NUTS,2010,ES64,2,0.1479
2014,NUTS,2010,ES64,2,0.1735
2015,NUTS,2010,ES64,2,0.1433
2011,NUTS,2010,ES7,1,0.48
2012,NUTS,2010,ES7,1,0.4672
2013,NUTS,2010,ES7,1,0.4388
2014,NUTS,2010,ES7,1,0.4249
2015,NUTS,2010,ES7,1,0.414
2016,NUTS,2010,ES7,1,0.4311
2017,NUTS,2010,ES7,1,0.4409
2018,NUTS,2010,ES7,1,0.4478
2019,NUTS,2010,ES7,1,0.4437
2011,NUTS,2010,ES70,2,0.48
2012,NUTS,2010,ES70,2,0.4672
2013,NUTS,2010,ES70,2,0.4388
2014,NUTS,2010,ES70,2,0.4249
2015,NUTS,2010,ES70,2,0.414
2016,NUTS,2010,ES70,2,0.4311
2017,NUTS,2010,ES70,2,0.4409
2018,NUTS,2010,ES70,2,0.4478
2019,NUTS,2010,ES70,2,0.4437
2011,NUTS,2010,EU27_2020,7,1.0351
2013,NUTS,2010,EU27_2020,7,1.1021
2015,NUTS,2010,EU27_2020,7,1.1581
2017,NUTS,2010,EU27_2020,7,1.251
2019,NUTS,2010,EU27_2020,7,1.3452
2011,NUTS,2010,FI,0,2.2092
2012,NUTS,2010,FI,0,2.1751
2013,NUTS,2010,FI,0,2.1857
2014,NUTS,2010,FI,0,2.1434
2015,NUTS,2010,FI,0,2.1575
2016,NUTS,2010,FI,0,2.0794
2017,NUTS,2010,FI,0,2.0791
2018,NUTS,2010,FI,0,2.1038
2019,NUTS,2010,FI,0,2.2105
2011,NUTS,2010,FI1,1,2.1559
2012,NUTS,2010,FI1,1,2.1183
2013,NUTS,2010,FI1,1,2.1177
2015,NUTS,2010,FI1,1,2.0837
2016,NUTS,2010,FI1,1,2.0123
2017,NUTS,2010,FI1,1,2.0106
2018,NUTS,2010,FI1,1,2.0314
2019,NUTS,2010,FI1,1,2.1308
2011,NUTS,2010,FI19,2,1.9426
2012,NUTS,2010,FI19,2,1.8477
2013,NUTS,2010,FI19,2,1.8995
2015,NUTS,2010,FI19,2,1.883
2016,NUTS,2010,FI19,2,1.7569
2017,NUTS,2010,FI19,2,1.776
2018,NUTS,2010,FI19,2,1.835
2019,NUTS,2010,FI19,2,1.8868
2011,NUTS,2010,FI1B,2,2.9632
2012,NUTS,2010,FI1B,2,2.9294
2013,NUTS,2010,FI1B,2,2.8815
2015,NUTS,2010,FI1B,2,2.931
2016,NUTS,2010,FI1B,2,2.7817
2017,NUTS,2010,FI1B,2,2.7746
2018,NUTS,2010,FI1B,2,2.7386
2019,NUTS,2010,FI1B,2,2.9249
2011,NUTS,2010,FI1C,2,1.3955
2012,NUTS,2010,FI1C,2,1.4168
2013,NUTS,2010,FI1C,2,1.4636
2015,NUTS,2010,FI1C,2,1.3184
2016,NUTS,2010,FI1C,2,1.3117
2017,NUTS,2010,FI1C,2,1.2802
2018,NUTS,2010,FI1C,2,1.2747
2019,NUTS,2010,FI1C,2,1.3442
2011,NUTS,2010,FI1D,2,1.9688
2012,NUTS,2010,FI1D,2,1.9214
2013,NUTS,2010,FI1D,2,1.8682
2015,NUTS,2010,FI1D,2,1.7718
2016,NUTS,2010,FI1D,2,1.8071
2017,NUTS,2010,FI1D,2,1.8076
2018,NUTS,2010,FI1D,2,1.8887
2019,NUTS,2010,FI1D,2,1.9163
2011,NUTS,2010,FI2,1,0.3143
2012,NUTS,2010,FI2,1,0.3173
2013,NUTS,2010,FI2,1,0.425
2015,NUTS,2010,FI2,1,0.25
2016,NUTS,2010,FI2,1,0.3476
2017,NUTS,2010,FI2,1,0.205
2018,NUTS,2010,FI2,1,0.2704
2019,NUTS,2010,FI2,1,0.2194
2011,NUTS,2010,FI20,2,0.3143
2012,NUTS,2010,FI20,2,0.3173
2013,NUTS,2010,FI20,2,0.425
2015,NUTS,2010,FI20,2,0.25
2016,NUTS,2010,FI20,2,0.3476
2017,NUTS,2010,FI20,2,0.205
2018,NUTS,2010,FI20,2,0.2704
2019,NUTS,2010,FI20,2,0.2194
2011,NUTS,2010,FR,0,1.1667
2012,NUTS,2010,FR,0,1.2204
2013,NUTS,2010,FR,0,1.248
2014,NUTS,2010,FR,0,1.2602
2016,NUTS,2010,FR,0,1.3478
2017,NUTS,2010,FR,0,1.4134
2018,NUTS,2010,FR,0,1.4536
2011,NUTS,2010,HR,0,0.6222
2012,NUTS,2010,HR,0,0.6248
2013,NUTS,2010,HR,0,0.6167
2014,NUTS,2010,HR,0,0.5742
2015,NUTS,2010,HR,0,0.5946
2016,NUTS,2010,HR,0,0.7171
2017,NUTS,2010,HR,0,0.7586
2018,NUTS,2010,HR,0,0.7828
2019,NUTS,2010,HR,0,0.8854
2020,NUTS,2010,HR,0,0.9086
2011,NUTS,2010,HR0,1,0.6085
2012,NUTS,2010,HR0,1,0.612
2013,NUTS,2010,HR0,1,0.6064
2014,NUTS,2010,HR0,1,0.5666
2015,NUTS,2010,HR0,1,0.5864
2016,NUTS,2010,HR0,1,0.7078
2017,NUTS,2010,HR0,1,0.749
2018,NUTS,2010,HR0,1,0.7723
2019,NUTS,2010,HR0,1,0.8703
2020,NUTS,2010,HR0,1,0.8944
2011,NUTS,2010,HR03,2,0.489
2012,NUTS,2010,HR03,2,0.4892
2013,NUTS,2010,HR03,2,0.4837
2014,NUTS,2010,HR03,2,0.4236
2015,NUTS,2010,HR03,2,0.4113
2016,NUTS,2010,HR03,2,0.515
2017,NUTS,2010,HR03,2,0.5613
2018,NUTS,2010,HR03,2,0.5799
2019,NUTS,2010,HR03,2,0.686
2020,NUTS,2010,HR03,2,0.6916
2011,NUTS,2010,HR04,2,0.6632
2012,NUTS,2010,HR04,2,0.6691
2013,NUTS,2010,HR04,2,0.6621
2014,NUTS,2010,HR04,2,0.6362
2015,NUTS,2010,HR04,2,0.671
2016,NUTS,2010,HR04,2,0.8002
2017,NUTS,2010,HR04,2,0.8402
2018,NUTS,2010,HR04,2,0.8629
2019,NUTS,2010,HR04,2,0.9569
2011,NUTS,2010,HU,0,0.8526
2012,NUTS,2010,HU,0,0.8421
2013,NUTS,2010,HU,0,0.8522
2014,NUTS,2010,HU,0,0.8644
2015,NUTS,2010,HU,0,0.8339
2016,NUTS,2010,HU,0,0.8326
2017,NUTS,2010,HU,0,0.9107
2018,NUTS,2010,HU,0,1.1649
2019,NUTS,2010,HU,0,1.2292
2011,NUTS,2010,HU1,1,1.6881
2012,NUTS,2010,HU1,1,1.6413
2013,NUTS,2010,HU1,1,1.6819
2014,NUTS,2010,HU1,1,1.7798
2015,NUTS,2010,HU1,1,1.7386
2016,NUTS,2010,HU1,1,1.7101
2017,NUTS,2010,HU1,1,1.8765
2018,NUTS,2010,HU1,1,2.4127
2019,NUTS,2010,HU1,1,2.4499
2011,NUTS,2010,HU10,2,1.6881
2012,NUTS,2010,HU10,2,1.6413
2013,NUTS,2010,HU10,2,1.6819
2014,NUTS,2010,HU10,2,1.7798
2015,NUTS,2010,HU10,2,1.7386
2016,NUTS,2010,HU10,2,1.7101
2017,NUTS,2010,HU11,2,2.8977
2018,NUTS,2010,HU11,2,3.7648
2019,NUTS,2010,HU11,2,3.8873
2017,NUTS,2010,HU12,2,0.379
2018,NUTS,2010,HU12,2,0.5018
2019,NUTS,2010,HU12,2,0.4645
2011,NUTS,2010,HU2,1,0.4677
2012,NUTS,2010,HU2,1,0.4736
2013,NUTS,2010,HU2,1,0.4808
2014,NUTS,2010,HU2,1,0.452
2015,NUTS,2010,HU2,1,0.4203
2016,NUTS,2010,HU2,1,0.4354
2017,NUTS,2010,HU2,1,0.4887
2018,NUTS,2010,HU2,1,0.6578
2019,NUTS,2010,HU2,1,0.694
2011,NUTS,2010,HU21,2,0.3922
2012,NUTS,2010,HU21,2,0.4742
2013,NUTS,2010,HU21,2,0.4812
2014,NUTS,2010,HU21,2,0.4695
2015,NUTS,2010,HU21,2,0.4446
2016,NUTS,2010,HU21,2,0.464
2017,NUTS,2010,HU21,2,0.5011
2018,NUTS,2010,HU21,2,0.6056
2019,NUTS,2010,HU21,2,0.6243
2011,NUTS,2010,HU22,2,0.4783
2012,NUTS,2010,HU22,2,0.4215
2013,NUTS,2010,HU22,2,0.4759
2014,NUTS,2010,HU22,2,0.4201
2015,NUTS,2010,HU22,2,0.3757
2016,NUTS,2010,HU22,2,0.3636
2017,NUTS,2010,HU22,2,0.3981
2018,NUTS,2010,HU22,2,0.5794
2019,NUTS,2010,HU22,2,0.6552
2011,NUTS,2010,HU23,2,0.5539
2012,NUTS,2010,HU23,2,0.5358
2013,NUTS,2010,HU23,2,0.4859
2014,NUTS,2010,HU23,2,0.4676
2015,NUTS,2010,HU23,2,0.4419
2016,NUTS,2010,HU23,2,0.4846
2017,NUTS,2010,HU23,2,0.5831
2018,NUTS,2010,HU23,2,0.8225
2019,NUTS,2010,HU23,2,0.8351
2011,NUTS,2010,HU3,1,0.535
2012,NUTS,2010,HU3,1,0.5172
2013,NUTS,2010,HU3,1,0.5111
2014,NUTS,2010,HU3,1,0.4848
2015,NUTS,2010,HU3,1,0.4624
2016,NUTS,2010,HU3,1,0.4533
2017,NUTS,2010,HU3,1,0.4816
2018,NUTS,2010,HU3,1,0.582
2019,NUTS,2010,HU3,1,0.6569
2011,NUTS,2010,HU31,2,0.3885
2012,NUTS,2010,HU31,2,0.3872
2013,NUTS,2010,HU31,2,0.362
2014,NUTS,2010,HU31,2,0.32
2015,NUTS,2010,HU31,2,0.3199
2016,NUTS,2010,HU31,2,0.2895
2017,NUTS,2010,HU31,2,0.3392
2018,NUTS,2010,HU31,2,0.3738
2019,NUTS,2010,HU31,2,0.4305
2011,NUTS,2010,HU32,2,0.5261
2012,NUTS,2010,HU32,2,0.5151
2013,NUTS,2010,HU32,2,0.4799
2014,NUTS,2010,HU32,2,0.4711
2015,NUTS,2010,HU32,2,0.4566
2016,NUTS,2010,HU32,2,0.4562
2017,NUTS,2010,HU32,2,0.4643
2018,NUTS,2010,HU32,2,0.5363
2019,NUTS,2010,HU32,2,0.6099
2011,NUTS,2010,HU33,2,0.6742
2012,NUTS,2010,HU33,2,0.6325
2013,NUTS,2010,HU33,2,0.6737
2014,NUTS,2010,HU33,2,0.6433
2015,NUTS,2010,HU33,2,0.5929
2016,NUTS,2010,HU33,2,0.5901
2017,NUTS,2010,HU33,2,0.6261
2018,NUTS,2010,HU33,2,0.8187
2019,NUTS,2010,HU33,2,0.9085
2011,NUTS,2010,IE,0,1.0251
2012,NUTS,2010,IE,0,0.8235
2013,NUTS,2010,IE,0,1.4637
2015,NUTS,2010,IE,0,1.3808
2017,NUTS,2010,IE,0,1.5229
2019,NUTS,2010,IE,0,1.5713
2011,NUTS,2010,IE0,1,1.0021
2013,NUTS,2010,IE0,1,1.1304
2015,NUTS,2010,IE0,1,1.4491
2017,NUTS,2010,IE0,1,1.4762
2011,NUTS,2010,IE01,2,0.6843
2013,NUTS,2010,IE01,2,0.7443
2015,NUTS,2010,IE01,2,0.6731
2017,NUTS,2010,IE01,2,2.095
2011,NUTS,2010,IE02,2,1.1115
2013,NUTS,2010,IE02,2,1.2655
2015,NUTS,2010,IE02,2,1.7171
2017,NUTS,2010,IE02,2,1.387
2011,NUTS,2010,IS,0,1.9124
2013,NUTS,2010,IS,0,1.9177
2015,NUTS,2010,IS,0,2.0564
2016,NUTS,2010,IS,0,2.1156
2017,NUTS,2010,IS,0,2.0016
2018,NUTS,2010,IS,0,1.9601
2011,NUTS,2010,IT,0,0.6285
2012,NUTS,2010,IT,0,0.6421
2013,NUTS,2010,IT,0,0.6694
2014,NUTS,2010,IT,0,0.6812
2015,NUTS,2010,IT,0,0.7077
2016,NUTS,2010,IT,0,0.7465
2017,NUTS,2010,IT,0,0.7815
2018,NUTS,2010,IT,0,0.8407
2019,NUTS,2010,IT,0,0.8898
2011,NUTS,2010,ITC,1,0.6654
2012,NUTS,2010,ITC,1,0.6739
2013,NUTS,2010,ITC,1,0.6964
2014,NUTS,2010,ITC,1,0.7138
2015,NUTS,2010,ITC,1,0.7413
2016,NUTS,2010,ITC,1,0.8038
2017,NUTS,2010,ITC,1,0.8271
2018,NUTS,2010,ITC,1,0.9033
2019,NUTS,2010,ITC,1,0.9544
2011,NUTS,2010,ITC1,2,0.6874
2012,NUTS,2010,ITC1,2,0.6877
2013,NUTS,2010,ITC1,2,0.7213
2014,NUTS,2010,ITC1,2,0.7551
2015,NUTS,2010,ITC1,2,0.8052
2016,NUTS,2010,ITC1,2,0.8291
2017,NUTS,2010,ITC1,2,0.8371
2018,NUTS,2010,ITC1,2,0.9067
2019,NUTS,2010,ITC1,2,0.9335
2011,NUTS,2010,ITC2,2,0.3761
2012,NUTS,2010,ITC2,2,0.4295
2013,NUTS,2010,ITC2,2,0.4312
2014,NUTS,2010,ITC2,2,0.4529
2015,NUTS,2010,ITC2,2,0.3904
2016,NUTS,2010,ITC2,2,0.5084
2017,NUTS,2010,ITC2,2,0.5042
2018,NUTS,2010,ITC2,2,0.4839
2019,NUTS,2010,ITC2,2,0.4882
2011,NUTS,2010,ITC3,2,0.6567
2012,NUTS,2010,ITC3,2,0.6888
2013,NUTS,2010,ITC3,2,0.6905
2014,NUTS,2010,ITC3,2,0.6682
2015,NUTS,2010,ITC3,2,0.7645
2016,NUTS,2010,ITC3,2,0.7577
